-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
-0.00038915-0.0009379i,0.00011723-0.00047551i,0.00013765-3.3679e-05i,-0.00045434-0.00067401i,-0.00047126-0.00060627i,-0.00054133-7.3308e-05i,0.00019484+0.00063143i,0.001106+0.0009253i,0.00014179+0.0001033i,-0.00059531-0.00063613i,-5.9099e-05-0.00061839i,-0.00012244-0.00050065i,-0.00031219-0.0006867i,1.5652e-06+0.00022729i,6.2593e-06+0.00097295i,-0.00091683+0.0005433i,-0.00181+1.7311e-05i,-0.001687-5.8082e-05i,-0.00095901-0.00017622i,-6.039e-05-0.00072895i,-5.3394e-05-0.00072804i,-0.00051897-0.00038496i,-0.00030312+0.00036786i
-0.00051159-0.00094684i,6.4255e-05-0.00076245i,-7.4019e-05-0.00085557i,-0.00037189-0.0016784i,-0.0010415-0.00070786i,-0.0014887+0.00090833i,-0.00081223+0.0012829i,3.7912e-05+0.0011423i,0.0003199+7.2154e-05i,0.00036423-0.00060124i,7.2047e-06-4.9668e-06i,0.00027267+0.00069769i,0.00064153+0.00065526i,-4.7717e-05+0.00028761i,-0.00054504+9.2419e-05i,-0.00024396-7.6396e-05i,0.00033647-0.00032676i,0.00044911-7.2972e-05i,-0.00035323-0.00011952i,-0.001088-0.00022101i,-0.0014256-0.00014434i,-0.00062009-0.00037992i,0.00027318-0.00036008i
0.00061958-0.0018536i,0.00034655-0.0014128i,-0.00047791-0.0016174i,-0.00046938-0.0010122i,-0.0001698-1.2559e-05i,-0.00051668+0.00079963i,-0.00031182+0.00063455i,0.0011592-0.00020372i,0.0010006-0.0008509i,-0.00056354-0.0007174i,-0.0012748+0.00012706i,-0.0010438+0.00022199i,-0.00035151-7.3108e-05i,-0.00019304-0.00021199i,-0.00020509-0.00062346i,-0.00032433-0.0010428i,-0.0004456-0.00052753i,-0.00023008-0.00011623i,0.00022422-4.837e-05i,0.00077036-4.9475e-05i,0.00081753-7.883e-05i,0.00033905+2.5013e-05i,0.00063068-4.9678e-05i
-0.00064288-0.00076299i,0.00027113-0.00080764i,6.046e-05+1.2018e-05i,-0.0012635+0.00063993i,-0.0014268+0.00061488i,-0.0008265+0.00071809i,-0.0011398+0.00069808i,-0.00091785-0.00020345i,0.00016304-0.00060827i,0.00016345-0.00024674i,-7.0541e-05+0.00045815i,0.00019689+0.00020148i,7.2656e-05-0.00096192i,-0.00044415-0.00091704i,-0.0011341-0.00039623i,-0.00042216+1.7811e-06i,0.00026531+0.0003931i,-0.00051406+0.0001853i,-0.00089761-0.00060225i,-8.1026e-05-0.00039332i,3.4626e-06+5.2904e-05i,-2.1985e-05+0.00023536i,0.00028559-0.00029389i
0.001227-0.0015266i,0.0012471-0.0013512i,0.0019793-0.0015282i,0.00092383-0.0011962i,-0.00087065-0.00069389i,-0.00074642+0.00019475i,9.2335e-05+0.0012275i,0.00022093+0.0012799i,0.00052912-0.00078009i,9.099e-05-0.0010058i,-0.00086413+0.00045306i,-0.00055824+0.00064886i,-0.00016713+0.00032979i,1.6527e-05+0.00020847i,0.00017817+0.00083155i,8.3597e-05+0.0010961i,5.6678e-05+0.0002076i,-0.0007577-0.00022485i,-0.0012378-0.00080088i,-0.00085641-0.001105i,3.4797e-05-0.0009133i,0.00064135-0.00017824i,0.00014681+0.00062082i
0.00012451+0.000992i,0.00064015+0.00051081i,0.0021587-0.000537i,0.0023776-0.00072686i,0.0012853-0.00029115i,0.0003831+0.00022475i,-0.00042071+0.00098919i,-0.00011886+0.00099872i,0.00032727+0.00011549i,6.0797e-05-0.00010064i,7.0292e-05+5.9367e-06i,0.00045035-7.6667e-05i,0.00031974+0.00054498i,-0.00071654+0.00072708i,-0.0011686-0.00012768i,-0.00071886-0.00047566i,-0.00035405-0.0003704i,-0.00029426-0.00065134i,-0.00029874-0.00086893i,-0.00045777-0.0010385i,-0.00045933-0.00063788i,-0.00039769+0.00014334i,-0.00035949+0.00059561i
-0.00068311+0.00092396i,-0.00054442+0.0010531i,-0.0012248+0.0024966i,-0.0012801+0.0026233i,3.0823e-05+0.0014656i,0.00057916+0.001018i,-0.00028285+0.00071472i,-0.00067087+5.014e-05i,0.00017396-0.0001625i,0.00023801-0.00030917i,-0.00052503-0.00047917i,-0.00085854+7.3794e-05i,-0.00081635+0.00022087i,-0.00096349-0.00015006i,-0.00062237-6.1599e-05i,-0.00058707+0.00062861i,-0.00056923+0.00051246i,-0.00016001-0.00038328i,-0.00017596-0.00052059i,-0.00060421-0.00035522i,-0.00034604-0.00029412i,-6.6587e-05+0.00019344i,-0.00037445+0.0004759i
-0.000269+0.0004509i,0.00046141-0.00073317i,0.00061642-0.00020026i,0.00063483+0.0003105i,0.00024314+0.00058959i,2.5893e-05+0.00087907i,-0.0002511+0.00067658i,0.000188-2.2343e-05i,0.00062738-0.00068282i,0.00060707-0.00031462i,8.3301e-05+0.00046216i,-0.000411+0.00067874i,-0.0010981+5.6898e-05i,-0.00089994-0.00042539i,-0.00076274-0.00064349i,-0.0012915-0.00046032i,-0.0012032-0.00073584i,-0.00061746-0.00087333i,-0.00034437-0.00052779i,-0.0004342-0.00061333i,-0.00012042-0.00036868i,-3.9462e-05+0.0001876i,-0.00042397+0.00028299i
-0.00064216+0.0025805i,3.9788e-05+0.0027322i,0.00020169+0.0024659i,-0.00019546+0.00056739i,0.0001866-0.00023342i,0.00022373+0.0006495i,0.00016881+0.00067453i,0.00077011+0.00042457i,0.00101+0.00020599i,0.00071111-0.00032537i,5.467e-05-0.00016087i,-0.00024829+0.00030634i,-0.00030566+0.00018195i,-0.00024211+3.7156e-05i,0.0001627+0.00024842i,-0.00028079+0.00038437i,-0.00058761-9.4473e-05i,-0.0006898-0.00019782i,-0.0011424+1.5437e-05i,-0.00066161-0.00014488i,-0.0002222+3.4556e-05i,-0.000701+0.00040386i,-0.00074847+0.0010845i
-0.001113-0.0008858i,-0.00094963-0.0010395i,-0.00012697+0.00053206i,0.00058274+0.0022382i,0.00054009+0.001998i,0.00038923+0.0016333i,0.00030153+0.0013795i,0.00020101+0.00059864i,-0.00086155+0.00035645i,-0.00071005+0.00022149i,0.00076622-0.00042781i,0.00073281-0.00093407i,-0.00033515-0.00062148i,-0.00084784-0.00046323i,-0.00065734-0.00070498i,-0.00074787-0.00033824i,-0.0017465+0.00034663i,-0.0019865+0.00050737i,-0.0014253+0.0002038i,-0.00086413-0.00050002i,-0.00035642-0.00058252i,-0.00039137-0.00018737i,-8.9577e-05-0.00024049i
-0.00049501-0.00046044i,-0.00047192+0.0004752i,-0.00028206+0.00096081i,-2.6493e-05+4.9985e-05i,-0.00071129-9.1061e-05i,-0.001261+0.00075152i,-0.00024634+0.00093488i,0.00044127+0.00036273i,0.00039941-0.0001203i,-0.00030699-0.00018074i,-0.00017818-5.241e-05i,0.00027392-0.00038619i,-0.00011726-0.00033511i,6.493e-05-0.00018376i,0.00015362-0.00064083i,0.00016397-0.00095409i,-0.00026866-0.0011009i,-0.00086984-0.00044502i,-0.00050817+0.00041503i,-0.00041117+0.00023507i,-0.00079415+0.00022941i,-0.00095095+0.00029601i,-0.00035237-0.0003331i
0.0014692+0.0018934i,0.0010636+0.0014377i,0.0019158+0.00023226i,0.0019262-0.0016303i,0.00040995-0.0022831i,-0.00030372-0.0017303i,-0.00027091-0.00034285i,0.00010947+0.00012821i,0.00066681-0.0002281i,0.00070729-0.00019638i,0.00030437-8.6306e-05i,-0.00048578+0.00018192i,-0.0010138+4.5529e-05i,-0.001276+0.00069815i,-0.0010707+0.0013514i,-0.00080718+0.00027517i,-0.0007963-0.0004149i,-0.00056087-0.00056724i,-0.00031078-0.0012632i,-0.00011354-0.0010351i,0.0002813-0.00032629i,0.00065662-0.00015054i,0.00053979+0.00030494i
0.00067575+0.00067256i,3.3276e-06+0.00074507i,-0.0005245+0.0016265i,0.00035433+0.0019044i,0.00074137+0.0017101i,-0.00017332+0.0021624i,-0.00069772+0.0019345i,-0.00073793+0.00053948i,-0.00026899-6.48e-05i,0.00024371+4.6463e-05i,-0.00036823+0.00015341i,-0.00090781+0.00034372i,-0.00061799-2.4094e-05i,-0.0007856+7.3497e-05i,-0.00061907+0.00011882i,-5.3667e-05+0.00049517i,9.0724e-05+0.00088775i,0.00039763+0.00043838i,0.00016357+0.00056841i,0.00013801+0.000207i,4.8449e-05+5.7758e-05i,-0.00011083+0.00070833i,-6.4938e-05+0.00076883i
0.0016066-0.00029577i,0.0014933-0.00011363i,0.00033568+0.00041104i,0.00034073+0.00018741i,0.00090046-0.00039949i,-0.00010041-0.00061041i,-0.00095358+0.000125i,-0.00040653+0.00022694i,-0.00048519-0.00040009i,-0.00033696-0.00083532i,1.18e-05-0.00023179i,-0.00021268+0.0011183i,-0.00038645+0.0012852i,-0.00025461+0.00074664i,-0.00049227+0.00046723i,-0.00050044+0.0006871i,-5.4401e-05+0.00043622i,1.5027e-05-0.00043245i,-0.0005718-0.00079413i,-0.00043281-0.0014261i,0.00018076-0.0015673i,0.00020481-0.0005247i,0.00013229+0.00012789i
-0.00063704-0.0024392i,-0.00059995-0.0018273i,-0.0021224-0.0010948i,-0.0031473-0.0010098i,-0.0027716+0.00016177i,-0.0016612+0.0020461i,-0.00060658+0.0014078i,0.00014084-5.9566e-05i,0.00041095+1.3495e-05i,9.6579e-05+8.9015e-05i,4.6621e-05+5.2395e-05i,0.00059223+0.00012672i,0.00036234-3.0479e-05i,-0.00069164-0.00053673i,-0.00057056-0.00070874i,0.0004511-0.0010453i,8.5196e-06-0.0015053i,-0.00071389-0.0011869i,-0.00092353-0.00030415i,-0.00032274+0.00030248i,-0.00025055-0.00010877i,-0.00017985-0.00079302i,0.00014881-0.00047365i
-0.00065097-0.0016275i,-6.7821e-05-0.0013518i,-0.00052532-0.0015334i,-0.0005015-0.0011699i,3.0287e-05+0.00049615i,0.00036566+0.0010072i,0.0012452+0.0004842i,0.0014489+0.00013552i,0.00091517-0.0004535i,0.00025188-0.00021901i,-0.00033147+0.00053992i,-0.00053982+0.0003924i,-0.00011385+0.00068195i,0.00049049+0.00012303i,0.00038496-0.001036i,-1.1019e-06-0.00077484i,-0.00047184-0.0010314i,-0.0010257-0.0011343i,-0.0012155-0.00041124i,-0.0011398-0.00026181i,-0.00037644-0.00057616i,0.00041897-0.00083746i,0.00021668+5.4322e-05i
0.00040023+0.00064573i,-0.00036424+1.0815e-06i,-0.00011824-0.00034056i,3.3646e-05+0.00019861i,-0.0012013+0.00049242i,-0.0017424+0.00068698i,-0.0011908+0.00086107i,-0.00043034+0.00048075i,0.00025385-0.00052302i,0.00049248-0.00089418i,0.00078788-0.00061322i,0.0010853-0.00027802i,0.00027791+7.1657e-05i,-0.00036265+0.00012869i,0.00033178+0.00041876i,0.0010822+0.00057451i,0.00093334+0.0006518i,-0.00016081+0.00020985i,-0.00060613-0.00016179i,-0.00044853-0.00093665i,-0.00089177-0.0011785i,-0.00090611-0.00069089i,-0.00084445+0.00028419i
0.0015739-0.00042648i,0.0013919-2.5038e-05i,0.00049575+0.00074537i,0.00046234+0.0013434i,2.7702e-07+0.0020742i,-0.00033175+0.0020564i,0.00018675+0.0014451i,0.0006502+0.00055569i,-0.00010872+0.00026376i,-0.00070315-0.00010078i,-0.00013777+8.9e-05i,0.00028087+0.0013723i,0.0003719+0.0017579i,0.00039226+0.0011989i,0.00021502+0.00079685i,3.4793e-06+0.00019421i,-0.000219-0.00087225i,-0.00053657-0.00078254i,-0.00066889+2.0434e-05i,-0.00018018-0.00015118i,-0.00025017-0.00058743i,-0.001152-0.00021299i,-0.001053+0.00028788i
0.00067395+0.0010494i,0.00067655+0.0012372i,0.0011462+7.4197e-05i,0.00043075-0.001125i,-0.00024554-0.0016411i,8.664e-05-0.00027893i,1.2274e-06+0.0013246i,0.00028477+0.0007854i,0.00066797-2.8312e-05i,-4.1856e-05-0.00061045i,-0.0009352+6.6498e-05i,-0.00072981+0.00058465i,0.00013498+0.00097601i,-0.00038357+0.00053799i,-0.0013445-0.00038339i,-0.00073495-0.00044259i,1.8481e-05-0.00031671i,-7.2624e-05-0.00060239i,-0.00034021-0.00029375i,-0.00029142+0.00036434i,-0.00016049+9.2279e-05i,-0.00050877-0.00042373i,-0.00088526-0.00037212i
0.00082562-0.00099797i,0.00035218+0.00023097i,0.00093091+0.00066124i,0.00067335+0.00081852i,-3.542e-05+0.00044912i,9.8509e-05+0.00016145i,0.00042587-4.544e-05i,0.00082746-0.0004996i,0.0011382-0.00048933i,0.0005713-0.000643i,-0.00030722-0.00056599i,-0.00097633-0.00011286i,-0.0010665+9.7326e-05i,-0.00075323-0.00054957i,-0.00072114-0.00087773i,-0.00072422-0.00076813i,-0.00011995-0.0003321i,0.00015087-0.00016113i,0.00039648+0.00020036i,0.00039957-0.00017566i,0.00025521-0.00093262i,0.00035511-0.0013514i,0.00023938-0.00065271i
-0.0014385-0.00024491i,-0.0016503-0.0013769i,-0.0020531-0.002061i,-0.0018802-0.0012298i,-0.0011807-0.00024027i,-0.00034052+0.00081079i,-7.963e-05+0.00093347i,-0.00090982-0.00023278i,-0.00078436-0.0010885i,0.00024585-0.00047826i,0.00024832-0.00015589i,0.00057703-0.00022713i,0.00039969-0.00058952i,-0.00078316-0.0011102i,-0.0013641-0.00096889i,-0.0012522-0.0012539i,-0.00069028-0.0012943i,-0.00069099-0.0010493i,-0.00027223-0.0010318i,0.00010077-0.00095055i,6.7538e-05-0.0005458i,-6.1065e-05+0.0005274i,1.3988e-05+0.00048212i
0.0018324-0.00069506i,0.0025483-0.00028242i,0.00071975-2.5289e-05i,-0.0014099-0.0012501i,-0.0016627-0.0014657i,-0.0012966+0.00050929i,-0.00082059+0.00093936i,-0.00043915-9.3705e-05i,-0.00033086-0.00056744i,-0.00061079-0.00053392i,-0.0011648-0.00016802i,-0.0010143+0.00069026i,-0.00045238+0.00082971i,9.4909e-05+0.00093035i,0.00038046+0.00066908i,1.5703e-05+8.7742e-05i,-0.00041538-0.00035138i,-0.00048744-0.00041014i,-0.00043109-0.00040274i,-0.00042406+5.4108e-05i,-5.8678e-05+0.00031909i,0.00024674-6.9552e-05i,0.00037718-0.00023044i
0.00094584+0.0027938i,0.0017783+0.0021785i,-0.00028772+0.0011236i,3.3337e-06-0.0001247i,0.0012016-5.2011e-05i,0.00053312+0.00021951i,0.00021131+7.6853e-05i,0.00066379+0.00022079i,0.00022023-0.00068431i,7.5104e-05-0.001227i,-0.0001772-0.00099643i,-0.00029904-0.00049487i,-0.00058424+0.00016459i,-0.00062315+0.00058048i,-0.0006167+0.00084963i,-0.00059764+0.00056421i,0.00019513+0.00032418i,0.00023558-3.1596e-05i,0.00011478-0.0013001i,9.2593e-05-0.001277i,-0.00034801-0.00049503i,-0.00024022-0.00051709i,-0.00035607-8.2768e-05i
0.0012541+0.00078858i,-1.6378e-05+0.00098123i,0.0012261+0.0012363i,0.0013933+0.00055329i,0.00018077-0.00022654i,-0.00048477+8.8284e-05i,3.1966e-05+0.00052238i,0.00057216+0.00074626i,0.00063708+0.00035752i,0.00033133-0.00046257i,0.00032139-0.00056579i,0.00031896-0.00014218i,6.9259e-05-0.00017691i,-0.00064083-0.00021401i,-0.0012851+0.00018863i,-0.0011563+0.00089264i,-0.00041665+0.00092397i,-0.00034907+0.00011847i,-0.00080863-0.00035625i,-0.00011837-0.00072961i,9.9924e-05-0.00086172i,-0.00024229-0.00017971i,-5.7839e-05-2.1424e-05i
-0.00048061-0.0008994i,-0.0013368-0.00077234i,-0.00079916+3.878e-05i,-0.00050605+0.00094264i,-0.00068162+0.00073357i,-0.0013659+0.0015096i,-0.00093738+0.0020049i,-0.00023155+0.0013131i,-0.00080587+0.0011769i,-0.00053808-0.00015579i,-5.2689e-05-0.0013508i,0.00076323-0.00058914i,0.0011122-0.00045977i,0.00053892-0.00026632i,-0.00038939+0.00027321i,-0.00034481-0.00020522i,4.7922e-05-0.00051698i,-0.0012377-0.00038684i,-0.0016866+5.1872e-05i,-0.0008502+0.00038938i,-0.00040407+0.00042962i,-0.00049127-3.1398e-05i,-0.0009527-0.00030748i
0.00092254+0.0013724i,0.00064849+0.00086698i,0.00051283+0.00040183i,0.00015808-0.00010992i,-6.1455e-05-0.00074611i,0.00037932-0.00073221i,0.00071506+0.00010372i,0.00087684+0.00136i,0.00079804+0.001477i,0.00011794+0.0008164i,-0.00065911+0.00059321i,-0.0010676+0.00050672i,-0.00084518+0.00072747i,-0.00044937+0.0015298i,-0.00057419+0.0016374i,-0.00055059+0.0010871i,-0.00024949-0.00011811i,-0.00018344-0.00087114i,3.9876e-06-0.00072506i,8.3495e-05-0.00057146i,-2.9733e-06+5.9348e-05i,0.00023095+0.00040758i,0.00031978+0.00045769i
-0.001814+0.00010382i,-0.0011686+0.00036547i,-0.00015966+0.00098345i,-0.0006141+0.0014155i,-0.00070952+0.0011986i,-0.00065167+0.0012714i,-0.00058698+0.00086517i,-0.00067863+8.3356e-05i,-0.0011804+0.00025119i,-0.00064482+0.00034824i,-0.00034269+0.00035771i,-0.00060632+0.00023033i,-0.0010824-0.00042186i,-0.00092676-0.00099094i,-0.00037895-0.0004816i,-0.00068097+0.00013935i,-0.00072128+0.00047437i,4.732e-06+0.00098804i,-0.00037135+0.0003589i,-0.0011059-0.00031516i,-0.0011871-0.00021907i,-0.0012319-0.00039392i,-0.0010364-0.00022966i
-0.0013337-0.00029523i,-0.0015617-0.00045649i,-0.0019443-0.00094667i,-0.0015986-0.00058839i,-0.0018348+0.00026653i,-0.0013521+0.00053347i,-0.00078803+0.00014554i,-0.00046808-8.7063e-05i,-0.00052486-0.00059836i,-0.0006894-0.00063726i,5.1442e-05-0.00022081i,0.00059686+0.00025632i,0.00036662+0.00022423i,-0.00025913-0.00017898i,-0.00076823-0.0003153i,-0.00069987-0.00018254i,-0.00033353+0.00033334i,-0.00056012+0.00045148i,-0.00079774+0.00010312i,-4.5094e-05-0.00020965i,0.00026712-0.00062429i,0.00012437-0.00025005i,0.000124+3.3681e-05i
0.0010895-0.00037037i,0.000468-0.00082504i,-5.0377e-05-0.00071236i,-0.00064237-0.00012664i,-0.0013083+0.00040114i,-0.0011789+0.0003182i,-0.00063845-0.00014763i,-0.00026262-0.0006452i,-0.00071577-0.00047335i,-0.0010415-9.4514e-05i,-0.001413+0.00021115i,-0.00098225+0.00023952i,-0.0003612+0.00092885i,-0.0006913+0.001132i,-0.00065367+0.00011336i,-0.00068158-0.00053361i,-0.00072438-0.00061761i,-0.00067729-0.00026836i,-0.00063155-0.00010898i,-0.0011741-0.0011607i,-0.0014202-0.0014953i,-0.0010639-0.00030124i,-0.00068423+5.7537e-05i
0.00055537+0.00030887i,0.001626+0.00010267i,0.0016943-0.0011538i,0.0005642-0.0018358i,-0.00062236-0.0015778i,-0.00086508-0.00054093i,-0.00016704+0.00067992i,0.0002606+0.00033054i,1.5125e-05-0.00021928i,-0.00097967-0.00029012i,-0.00095219-0.00041509i,-0.00076732-0.00056609i,-0.00081481+2.2143e-05i,-0.00037944+0.00017544i,-0.00033882+0.00040678i,-0.00088154+0.00085718i,-0.0011708+0.00053807i,-0.0006083-0.00032711i,-0.00023111-0.0005331i,-0.00044916+0.00021479i,-0.00048039+2.09e-05i,-0.00011366-0.00018802i,0.0002797-7.876e-05i
0.00051418-0.001513i,0.00045943-0.00099335i,0.00021537-0.00096412i,2.2593e-05-0.00095107i,-0.00012313-0.00050355i,-0.00031854+0.00065206i,-0.00065271+0.0016822i,-0.00051501+0.00062008i,-0.00030578-0.00056508i,-0.00065275-0.00085815i,-0.00068657-0.00036684i,-0.0005153+0.00060641i,-0.00039934+0.00082376i,-0.00072858+0.00069008i,-0.0011073+0.00051834i,-0.00093391+0.00033955i,-0.00067096-0.00026386i,-0.00054787-0.00082259i,-0.001259-0.00073627i,-0.0018375-0.00042217i,-0.0012378-2.0499e-05i,-0.00013481+0.00020837i,3.3364e-05-0.00028192i
0.0012582+0.0013982i,0.0013858+0.0015115i,0.0013163+0.0014472i,0.0012761+0.00087085i,0.00058762+0.00036692i,-0.00062438-0.0001341i,-0.00025893-0.00035937i,0.00047716-1.2737e-05i,0.00026574+0.00021249i,2.2712e-05-0.00025321i,8.8953e-05-0.00064145i,-0.00047766+0.00031729i,-0.0014563+0.00094015i,-0.0013437+0.00056791i,-0.0013134+0.00048677i,-0.0013851+0.00021436i,-0.00055786-0.00027223i,-0.00034439+5.6355e-05i,-0.00021924-1.8988e-05i,7.5724e-05+0.00030935i,-0.00057599+0.00057466i,-0.0012623-0.00039789i,-0.00074684-0.00040578i
-0.0014802+0.0020417i,-0.0011102+0.0020898i,0.00059216+0.0022298i,0.0012461+0.0017852i,0.00052051+0.0013974i,7.1063e-05+0.00085953i,-0.00074186+0.00017385i,-0.0011003-0.0005201i,-0.00070081-0.0006605i,-0.00079012-0.00016442i,-0.00070361+2.9948e-05i,0.00031794-2.6874e-05i,0.00058533+0.00011931i,-0.00049255+0.0010095i,-0.0012589+0.0012839i,-0.0013625-0.00011384i,-0.00056063-0.00056369i,-0.00059376-0.00069871i,-0.0011554-0.0014163i,-0.00078114-0.0005446i,-0.00049873+0.00066839i,-0.00027163+0.0006482i,0.00018328+1.4836e-05i
-0.0024104+0.0024026i,-0.0015719+0.0022162i,9.427e-05+0.0019158i,0.00067901+0.0016013i,0.0003309+0.0016275i,-0.00039962+0.0012759i,-0.0002504+0.0007031i,0.00017923+0.00082112i,0.00024503+0.00045631i,0.00035056-0.00052596i,0.00055177-0.00044393i,0.00026526-0.00027519i,-0.00068522-0.0003906i,-0.00078484-0.00054566i,-0.00048861-0.00059593i,-0.00077404-0.00021983i,-0.00061858+9.5722e-05i,-0.00013778-0.00011786i,-5.0301e-05-0.00014289i,7.7581e-05-0.00057109i,-5.3021e-05-0.0013579i,-0.00040224-0.00097326i,-0.00059817+0.00015935i
4.0754e-05+2.4223e-05i,-0.00027887-0.00015517i,-0.00081848-0.00072708i,-0.00048923+7.0508e-05i,-0.00087519+0.00094196i,-0.0014081+0.0010568i,-0.00072037+0.00018681i,0.00013452-0.00053436i,-0.0001381-0.00027907i,-0.00037175-0.00011058i,-0.00025725-0.0001398i,-0.00043608-0.00055683i,-0.00074464-0.00044867i,-0.00063319-5.5692e-05i,-3.0978e-05+0.00041604i,9.7275e-05+0.00047285i,-0.00042938-0.00032205i,-0.00073323-0.00054325i,-0.0011394-0.00029267i,-0.0010823-0.00021709i,-0.00040659-0.00033046i,-0.0001191-0.00023398i,-1.6513e-05-0.00045267i
0.00035964+0.0004743i,0.00040093-0.00027404i,0.0014066-0.0013252i,0.0017555-0.00083574i,0.00053674+0.00016884i,-0.00080496+0.0007505i,-0.00093136+0.00072423i,-0.00047351-9.2564e-05i,0.0005818-0.00080348i,0.00094335-0.00038553i,5.3947e-06-0.00010542i,-0.00057616+0.00041816i,-0.00085692+0.000542i,-0.00097149+0.00012586i,-0.0010616+0.00026396i,-0.00097828+0.00034226i,-0.00044094+0.00068117i,-0.00011379+0.0012655i,-0.0002401+0.0011916i,-0.00020522+0.00040074i,-0.00046938+9.5109e-05i,-0.00085779+0.00038214i,-0.00086365+0.00021216i
-0.0010871-0.0016885i,-0.00044594-0.0015207i,-0.00090404-0.00071853i,-0.0013844+0.00084126i,-0.0013413+0.0017823i,-0.00094376+0.0013441i,-0.00062667+0.00086482i,-0.00033683+0.00077936i,-0.00050647+0.00040412i,-0.001158+0.0002453i,-0.0010978+0.00021662i,0.00030624+0.00056615i,0.00081697+4.8112e-05i,0.00020356-0.00071298i,-0.00062205-0.00020603i,-0.00077887+0.00023698i,0.00022467+4.5531e-05i,0.0003346-0.00054139i,-0.00088395-0.0008533i,-0.0011062-0.0008868i,-0.0006521-0.00076495i,-0.001021+4.3428e-05i,-0.001176+0.00040061i
3.4898e-07+0.0012577i,-0.00078432-3.6826e-05i,-0.00055414+0.00015769i,-0.00024214+0.00012466i,-0.00037427-0.0012202i,0.00023573-0.0013575i,6.6358e-06+0.00030994i,-0.00058408+0.00085694i,-0.0006852-0.00040478i,-0.00099449-0.00098924i,-0.00094419-0.00061561i,-0.00033574+0.00043294i,0.00033443+0.00057323i,3.7955e-05+0.00012489i,-0.00086183+0.00024819i,-0.0010194+0.00015723i,-0.00059496-0.00075976i,-0.00021662-0.0012181i,-0.00012801-0.00031854i,0.00020954+8.9959e-05i,0.00020523-0.00011394i,0.00015359-0.00064825i,0.00073946-0.00065519i
6.8562e-05+0.00078946i,-1.5975e-05+0.0012148i,2.2114e-05+0.001483i,0.0005091+0.0012917i,0.00069444+0.00042464i,0.00070576-0.00042284i,0.00077068-0.00054934i,0.0011139-0.0010773i,0.00078094-0.0012508i,-0.00054125-0.00096159i,-0.00070696-0.00039342i,0.00054985-0.00027848i,0.00031436-0.00069919i,-0.0014015-0.00089345i,-0.001934-0.00038192i,-0.00042173-0.00029168i,0.00032646-0.00072504i,-3.8138e-05-0.0011643i,0.00063413-0.0010008i,0.00056144+2.7385e-05i,-0.00037101+0.00056422i,-0.00071986+0.000528i,-0.0002908+0.00073481i
-0.00037743+0.0014519i,-0.0001645+0.0008028i,0.0013857+0.00048031i,0.0020776-0.00041325i,0.0016232+0.00016892i,0.00094887+0.00050308i,0.00020677+0.00019089i,0.00038887+0.00067865i,0.0005476+0.00019002i,-0.00015866-8.3216e-05i,-0.00072342+0.00034336i,-0.00082294-1.5418e-05i,-0.00043451-0.00072208i,-9.2276e-05-0.00079816i,0.00015995-9.4835e-06i,0.00044171+0.0012507i,-8.3163e-05+0.0014193i,-0.00077972+0.00012775i,-0.00079124-0.0006064i,-0.00025273-0.0006432i,0.00025376-0.00027749i,0.00085899-1.619e-05i,0.00071166+0.0005956i
0.00038298+0.0031053i,0.00027183+0.0026542i,0.00030074+0.0023715i,0.00056543+0.0016083i,0.00063107+0.0012729i,0.00022659+0.0011291i,-0.00042589+0.0011644i,-0.00017448+0.00063735i,0.00060094-0.00058711i,0.0016529-0.0015836i,0.001529-0.0016822i,0.00092503-0.00071019i,-8.1039e-05-0.00047513i,-0.00049114-0.00059609i,5.2746e-05-2.7957e-05i,0.00014746+0.00015667i,0.00025354-0.00017344i,0.00013861-0.00038538i,-0.00042138-0.00063772i,-0.000722-0.00077515i,-0.00054652-0.00013598i,-0.00022406+0.00051797i,-0.0003082+0.00016624i
0.0012718+0.0014907i,0.00016653+0.0014609i,6.4047e-05+0.0007789i,1.562e-05+0.0002622i,-0.00075052+0.00032792i,-0.0013548+0.00040511i,-0.00080435+0.00032844i,0.00011748+0.00020596i,0.00043088-0.00082053i,-0.00069262-0.0013686i,-0.00089391-7.9049e-05i,-0.0003894+0.00066066i,-0.0005994-0.000126i,-0.00082956-0.00085772i,-0.0010389-0.00065476i,-0.00075819-0.00066018i,-0.0001479-0.00121i,-0.0001099-0.0011327i,-0.00036275-0.0012672i,-0.00037424-0.00047122i,-2.8944e-05+0.00014859i,5.1488e-05-9.5928e-05i,0.00013247+3.7209e-05i
