-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
-0.0011334-0.0024492i,-0.00034546-0.0025961i,-0.00087023-0.0023574i,-0.00064542-0.0011969i,0.00084194+0.00088787i,0.0016934+0.0017943i,0.0011633+0.0011204i,0.000124+0.00027361i,-0.00053571-0.00038427i,-0.00075157-0.00031342i,-0.0002151+0.00019823i,-0.00010105+0.00015122i,0.00013568-0.00040472i,7.6652e-05-0.00063026i,-0.0003447-0.00024587i,0.00023467+0.00032858i,0.0009684+0.00035698i,0.0010038+0.00051636i,0.00043352+0.00086598i,0.00052657+0.0005253i,-7.5579e-05+0.0002383i,-0.0010794-8.2586e-06i,-0.0010263-0.00020099i
-0.00068928+0.0012459i,-0.0006655+0.0018017i,-0.00012968+0.002044i,9.9627e-05+0.0018229i,0.00060526+0.00015914i,0.0016491-0.001242i,0.0014113-0.0023218i,0.00042373-0.0018153i,-0.00024355-0.001368i,-0.00023937-0.0013053i,1.8092e-05-8.9666e-05i,-0.00063511+0.00052493i,-0.00069914+3.4339e-05i,0.00040503-0.00052544i,0.00016061-0.00064164i,-0.00058255-0.00031895i,6.5174e-05-0.00018366i,0.00017014-0.00010622i,3.6959e-05+0.00049436i,0.00014598+0.00077066i,-0.00035806-0.00017341i,-0.00053144-0.00022264i,-0.00016837+0.00055573i
0.00030643-0.00073632i,0.00040319+0.00016887i,0.0013667-0.00067389i,0.001413-0.001285i,0.0015644-0.00093088i,0.0020639-0.0011888i,0.0014619-0.0011235i,0.00039269-0.00086187i,0.00023864-0.0016533i,-0.0002018-0.0010732i,-0.00081484-0.00016592i,-0.00075963-0.00012339i,-0.00039223-5.0632e-05i,5.726e-05-0.00021516i,-0.00033469-0.00055625i,-0.0005545-0.00038256i,5.0405e-05-0.00067458i,-3.4394e-05-0.00069678i,-0.0005203-0.00015666i,-0.00040699+9.6531e-06i,0.00023713-0.00012001i,0.00025578+8.16e-05i,-0.00016112+0.00020376i
-0.00021807+0.0006715i,-0.00060162+0.00080718i,0.00037855-0.00060345i,0.00070479-0.0014542i,0.0010004-0.0012833i,0.0011233-0.0013137i,0.000584-0.0013484i,-0.00072659-0.00076388i,-0.0012609-9.4021e-05i,-0.00059711-0.00051474i,-0.00024109-0.00079917i,-0.00072368-0.00069365i,-0.00076695-0.00018691i,-0.0003121+0.00052565i,0.00016661-2.7994e-05i,0.00045337-0.00030569i,0.00097551-6.3088e-05i,0.0014073-6.5215e-05i,0.00074533+0.00015883i,0.0001094+0.00041085i,-0.00020635-0.00038256i,-0.00015254-0.0011977i,0.00033439-0.00031197i
0.00071297+0.00057441i,0.0012833+0.00017161i,0.0004481-0.00023669i,0.00079745-0.00023079i,0.0018713+0.00013455i,0.0016812-8.6298e-05i,0.0009332-0.00023417i,0.0002858+0.00037792i,0.00010141+0.00039086i,0.00027932-0.00023938i,0.0001462-0.00072988i,0.00016355-0.0014881i,-0.00021376-0.0012945i,-1.9582e-05-0.00043803i,0.00073825+0.00015172i,0.00026592+0.00060113i,8.8962e-05+0.00055958i,0.00026724+0.0010501i,-6.0437e-05+0.00067096i,8.7743e-07-0.00088274i,-5.8217e-05-0.00031521i,-0.00019747+0.0007025i,-0.00019108+0.0005378i
-2.088e-05+0.0010169i,-0.00012813+0.002048i,0.00011269+0.0024147i,0.00085865+0.0013476i,0.0026391+5.6486e-05i,0.0024761-0.0011083i,0.0011867-0.0010611i,0.00087074-0.00053352i,0.0010229-0.00088241i,-0.00031048-0.00020277i,-0.0011253+0.00014437i,-0.00021483-0.00020968i,-0.00022173-0.00044615i,-0.00050135-0.00038993i,0.00020279-0.00029245i,0.0003816-0.00018586i,-0.0001126+0.00028886i,-0.00059743+0.00041967i,-0.00055016+0.0005508i,-5.477e-05+0.00043772i,0.00038427-0.00037239i,-0.00037607-0.0012421i,-0.00084624-0.0013711i
0.0028361+0.0017349i,0.0023961+0.0022259i,0.0031098+0.0010939i,0.0038961-0.0009563i,0.0030042-0.0022505i,0.0021228-0.0023807i,0.0019513-0.0018535i,0.0010629-0.0016562i,0.00042543-0.0013571i,0.00033873-0.0012407i,7.1859e-06-0.00052i,7.7038e-05-0.00017158i,0.00065141-0.00062571i,0.0011112-0.0003725i,0.00075946+0.00035323i,0.00038082+0.00052838i,0.00018153-9.544e-05i,0.00013322+0.00029238i,0.00035238+0.00014079i,-0.00017371-0.00018855i,-0.00071163-8.0676e-05i,-0.00047967+3.8034e-05i,-0.00093524+0.000194i
0.00028908+0.00040441i,0.00058804+0.00099214i,0.00061921+0.0017124i,0.00082749+0.0013728i,0.0013044+0.00052309i,0.0013193-0.00093398i,0.0011861-0.0012921i,0.0008557-0.00072643i,0.0005632-0.00098488i,-4.6995e-05-0.0011389i,-0.0010671-0.0010967i,-0.00034602-0.0013049i,0.00071881-0.00085423i,0.000392+0.00028836i,-0.00062903+0.00096369i,-0.00085964+0.00028998i,-0.00070736-0.00043659i,-0.00081777-0.0003324i,-0.00040424+0.00061383i,-2.3676e-05+0.00078096i,4.5274e-06-0.0002691i,0.00022307-0.00050784i,9.7541e-05+0.00032366i
0.0013553+0.0001986i,0.00067121+0.00089701i,0.0013097+0.0012699i,0.00198+0.0015702i,0.0019711+0.00082407i,0.0015372-0.00014299i,0.0014135-0.00078185i,0.00068313-0.0014193i,-0.00015002-0.0013162i,-6.8246e-05-6.7283e-05i,0.00011747+0.0001161i,0.00041023+0.00012819i,0.00015822+0.00075812i,0.0002419+0.00075582i,0.0004682+0.00078487i,0.00051304+0.00064661i,0.00061046+0.00050522i,0.00043497+0.0005052i,0.00018988+0.00046888i,6.8629e-05+0.00039564i,5.5145e-05+0.00029137i,0.00052859+0.00011718i,0.00078443-0.00026692i
0.00048693-0.00098396i,0.00052365-0.0011773i,0.00014004-0.00090709i,0.00041829-0.0015258i,0.00091617-0.0014642i,0.0011153-0.0010564i,0.0011873-0.0010849i,0.0010919-0.0010706i,7.7663e-05-0.00085234i,-0.0004907-5.8853e-05i,-0.0003038+0.0011264i,-0.00027725+0.0012394i,-0.00047726+0.00051964i,-0.00023058-0.00045391i,0.00014899-0.00081032i,0.00013449-0.00044942i,7.2681e-05-0.00035119i,-0.00011244+0.00018411i,-0.00029179+0.00061678i,-6.0116e-05+0.00053663i,0.00060023+0.00066243i,0.00019615+0.00035722i,-5.0379e-05+0.00030827i
-0.00011931-0.00085059i,-6.5396e-05-0.0010498i,0.0010843-0.00013243i,0.0020551+0.0009019i,0.0019531+0.00055778i,0.0016594-0.00054856i,0.0011751-0.0015256i,0.00053249-0.0016225i,0.00046547-0.00099979i,-4.5895e-05-6.3489e-05i,-0.0008384+0.00034828i,-0.00045329-0.00030918i,-0.00029099-0.00043339i,-0.00019599+5.9002e-05i,-0.00031543+0.0005982i,-0.00018177+3.4581e-05i,3.9814e-05-0.00032931i,-0.00032134+0.00035557i,-0.00025866+0.00038828i,0.0004173-5.5423e-05i,0.0002543+1.6268e-05i,-0.00029791-0.00018424i,-0.00025815+0.00021651i
0.00070318-0.00059053i,0.0010852-0.00011854i,0.001267-0.00018741i,0.0016332-0.00054444i,0.0012233-0.00056663i,0.0017564-0.00066289i,0.0012137-0.001407i,0.00060767-0.0013042i,0.00051341-0.00021852i,0.00022806+0.00012384i,0.00017291-0.00034671i,0.00013286-0.00063246i,4.2836e-05-0.00033532i,-0.00021923-1.2228e-05i,-0.00070183-0.00027422i,-0.00073089-0.00048735i,-0.00047612-0.00054331i,-0.0004736-0.00029036i,-0.0006238-4.0473e-05i,-0.00050196-0.00036055i,3.535e-05-0.00029065i,-0.00018278+0.00033998i,-0.00065262+0.00042481i
0.00059497-0.0017624i,0.0018383-0.0018627i,0.0022262-0.0013226i,0.0019312-0.00071768i,0.0014639-0.00073217i,0.0014559-0.001139i,0.0011679-0.00047561i,8.1391e-05-0.00034587i,-0.00059968-0.0014467i,-0.0010081-0.0010986i,-0.0017909-0.00024515i,-0.0016206-0.00013084i,-0.00026885+0.00012004i,0.00052726+0.00064342i,0.00078706+0.00085881i,-0.00017429+0.0004329i,-0.0007612+0.00049472i,-0.00060048+0.00071926i,-0.00026236+0.00031333i,-0.0001852-4.7545e-06i,-0.0001334-0.00048153i,3.827e-05-0.00087083i,0.00015153-8.2575e-05i
-0.0013382-0.00015855i,-0.0010103+0.00097415i,-0.00021313+0.00081299i,0.00086783-0.00016671i,0.0013849-0.00034026i,0.0015851-0.00039743i,0.0015256-0.00068422i,0.00071093-0.00024908i,0.00047671+0.0003713i,0.00050751+0.00041305i,0.00050361+0.00079894i,0.00056589+0.00080046i,0.00026775+0.00082646i,-1.4161e-05+0.0011378i,0.00017969+0.0012346i,-6.8794e-05+0.00052404i,-0.00053118-0.00036146i,-0.00027072-0.00075767i,-5.6781e-05-0.00055982i,-0.00016112+0.0002128i,-0.00025028+0.00011269i,0.00030899-0.00035663i,0.00065598+4.7535e-06i
-0.00037183-0.00082437i,0.00044435-0.00039346i,0.00066475+0.00030084i,0.00019456+0.00090711i,0.0014152+0.0011199i,0.0022124+0.00054399i,0.0017414-0.00054864i,0.00086863-0.00094908i,0.00018547-0.00096i,0.00027269-0.00060444i,6.9717e-05-0.00027302i,-0.00069907-0.00040738i,-0.00021883-0.00011621i,0.00054043-0.00029793i,0.0006963-0.00056055i,0.0011743-0.00014993i,0.0013839+0.00020059i,0.00074582-7.0022e-05i,-0.00027371+0.00014389i,-0.00086134+4.1064e-05i,-0.00097922-0.00043147i,-0.00061536+0.00033363i,-8.6e-06+0.00097368i
-0.0015483+0.00012463i,-0.001303+0.0011301i,-0.0009432+0.0016055i,0.0016067+0.0014729i,0.0026715+0.0011359i,0.0027939-6.6229e-05i,0.0019676-0.00090509i,0.00071781-0.00097706i,-0.00036997-0.00094725i,-0.00064618-0.00083946i,0.00035356-0.00054422i,-0.00028835-0.00049256i,-0.00085115-0.00028777i,-9.0954e-05+0.00041329i,0.00073966+0.00059154i,0.0006004-0.00043808i,-0.0001791-0.00051528i,3.3782e-05+0.0005448i,0.00018214+0.0003387i,-0.0001077-6.7831e-05i,-0.00089616-0.00021754i,-0.00072655-0.00028663i,-8.8753e-07+0.00045101i
0.0015697-0.0015364i,0.0024363-0.0019346i,0.0026797-0.0027619i,0.00070448-0.002287i,0.00024138-0.0017474i,0.0010181-0.00080616i,0.00091389-0.0010466i,0.00084044-0.0012585i,0.00069724-0.00042737i,-0.00047042-0.00031725i,-0.0013777-0.00079047i,-0.00095159-0.00036487i,-0.00054267+0.00032195i,-0.0012865+0.00065653i,-0.0011817+0.00082523i,-0.00063756+2.5251e-05i,0.00018334+4.8167e-05i,0.00051773+0.00080484i,-0.0010676+0.00073917i,-0.0013236-0.00037554i,-0.00032121-0.00086219i,0.0001922-0.00048297i,-1.7228e-05-0.00080897i
0.0016076-0.0010368i,0.0015055-0.00074705i,0.0012519-0.00043823i,0.0015312+0.00077914i,0.0022784+0.0014468i,0.0026092+0.0014254i,0.0018092+0.00011862i,0.00074823-0.00096588i,0.00010563-0.00081221i,-0.00052328-0.00024526i,-0.00105-0.00026899i,-0.00072967-0.00043812i,-0.00024541+0.00058466i,-0.00023403+0.0010353i,0.00042257+0.00067186i,0.00057169+0.00015866i,0.00052392-0.00046198i,0.0007193-3.8849e-05i,-1.7766e-06+0.00021369i,-0.00061336-0.00025298i,-0.00049184-0.0007919i,-0.0003906-0.001453i,-0.00016369-0.0011944i
-1.8698e-05-0.0012705i,-0.00042378-0.0017894i,-0.00014349-0.0018831i,0.00058276-0.00091036i,0.0015812-8.4322e-06i,0.0023482+0.00014732i,0.0020046-0.00048481i,0.00082333-0.00088931i,-0.00022594-0.00037629i,-0.00069767-0.00012933i,-0.00047036+0.00028951i,-0.00023004+0.00054779i,-0.00086857-0.00020672i,-0.0018846-0.001068i,-0.0021946-0.00033527i,-0.00049042+0.00020638i,0.00093783-0.00026421i,0.00063188-0.00027686i,0.0002102-0.00062738i,0.0004857-0.00087786i,0.00029359-0.00018295i,2.756e-05-0.00070071i,-0.0002764-0.00042827i
0.0029214+0.0016755i,0.0033149+0.0017516i,0.003377+0.0020947i,0.0030597+0.0013967i,0.0033296-0.00052248i,0.0034501-0.0017415i,0.0017889-0.0011905i,6.0465e-05-0.00024474i,-0.00061975+0.00011216i,-0.00069802-0.00031097i,1.4426e-05-0.00098005i,0.00015525-0.0013002i,-0.00076818-0.0021114i,-0.00069136-0.0019678i,0.00012541-0.00070328i,0.00012991-0.0001625i,-0.00025193+0.00021133i,-0.00041429+0.00058107i,-0.00020423+0.0006958i,0.00036528+0.00038621i,1.8553e-05-1.5102e-05i,-0.00037474-0.00071769i,0.00034404-0.00080223i
-0.00029755-0.00039366i,-0.00011418-4.549e-05i,-0.00014879+4.3994e-05i,0.00035273+0.00015233i,0.00097483-5.5809e-05i,0.0019784-4.1291e-05i,0.0018265-0.00031247i,0.00067325-0.0008801i,0.00045652-0.00086495i,-0.00019966+0.00012085i,-0.0011063+0.00019202i,-0.00043646-3.9357e-06i,-0.0001951+0.0010828i,-0.00031673+0.0014919i,0.00018295+0.00086803i,5.9167e-06+0.00014496i,0.00042102-0.00079106i,0.00091257-1.0733e-05i,0.00013235+0.0005485i,-0.0001739-0.00084547i,1.9155e-05-0.00060293i,2.1875e-05-3.9519e-05i,-5.0891e-05-0.00060993i
-5.9907e-05-0.00064803i,-0.00017278+0.001693i,-0.0007508+0.0011965i,-0.00072922+0.00072672i,0.00040358-1.7668e-06i,0.0013725-0.0012571i,0.0011067-0.0013859i,-0.00033087-0.001603i,-0.00054978-0.0021309i,-0.00035609-0.0013975i,-0.00072233-0.0005371i,-0.00024601-0.00025132i,0.00029299+0.00014504i,-0.00017593-3.1071e-05i,-0.00018337-0.00024348i,-2.1296e-05+6.9699e-05i,-8.4599e-05-0.00037004i,0.00012338-0.00040933i,0.00025117-0.00036145i,0.00063195-0.00016598i,0.00060862+0.00061466i,-6.2309e-06+0.00053156i,-0.00048466+7.4718e-06i
0.0001803+0.0031488i,0.00011428+0.0010107i,4.4161e-05-0.00036445i,0.00080057-0.00060088i,0.0020792-0.00052386i,0.0024328-0.0014578i,0.0020441-0.0018155i,0.0013653-0.00070466i,0.00043144+0.0003785i,-0.00013786+0.00035553i,0.00016577-0.00024461i,-0.00077256-0.00010512i,-0.0015136-0.0001192i,-0.00070117-0.00031556i,-9.3807e-05-0.00046311i,0.00012172-0.00045596i,-4.5417e-06-3.4148e-05i,0.00042415+0.00020289i,0.00026104+0.00018976i,-0.00074093-1.3664e-05i,-0.0011882+0.00044172i,-0.00077252+0.00047502i,3.8206e-05-8.6312e-05i
0.0005348+0.0011022i,0.0014397+0.00021308i,0.0024119+0.0014375i,0.002135+0.0011599i,0.0013143-0.00039377i,0.0017716-0.0012i,0.0019442-0.0016068i,0.00044409-0.0013545i,-0.00050876-2.3389e-05i,-0.00013746+0.00067862i,-6.6501e-05-0.00010267i,-0.00043507-0.00049652i,-0.00033464-0.00058891i,-0.00020701-0.0002152i,-7.8986e-06+0.00049768i,0.00033656+0.00010783i,6.9217e-05-0.00066101i,-0.00017643-0.00068611i,-0.00026195-0.00040307i,-0.00032479+0.00018215i,-0.00066525+0.00070805i,-0.00083684+0.0006206i,-0.00085902+0.00027317i
0.00080704+5.6731e-05i,0.0010606+0.00042625i,0.00028602+0.0016694i,0.00036679+0.0019692i,0.0019389+0.00083371i,0.0025639-0.00035895i,0.0014621-0.00035225i,0.0005758-5.9094e-05i,0.00098311-0.00036938i,0.00087108-0.00067357i,0.00048008-0.00076464i,6.6348e-05-0.00032775i,0.00016241-8.6078e-05i,0.00050267+0.00017108i,0.00048832-0.00023701i,0.0007911-0.00058734i,0.00045456-7.9201e-06i,-0.00025547-0.00016189i,-0.00023265-0.00071358i,5.907e-05-0.00070642i,0.00023256-0.00023988i,-0.00045163-0.00012111i,-0.00095952+7.5232e-05i
0.00021147+0.0022816i,0.0021+0.0014536i,0.0024682+0.00062828i,0.0020692-0.00021449i,0.0021264-0.0010492i,0.0022461-0.0023539i,0.001702-0.0016061i,0.0004383-0.00060948i,-0.00025777-0.00056614i,-0.00044313-0.00036526i,4.6587e-05+0.00027175i,0.00017093+0.00029284i,-0.00028393-0.00088943i,-0.00050499-0.0011361i,-0.00071202-0.00023105i,-5.7634e-05-0.00032587i,0.00025202-0.00060775i,-8.5379e-05-0.00040925i,-0.00028696-0.00083073i,-0.00013067-0.00054892i,3.9974e-05+0.00017593i,-0.00027335+0.00079846i,-0.00042186+0.0010177i
-8.2114e-05+0.00098007i,0.00093546+0.00075663i,0.0019602+0.0003608i,0.0024351+0.00016363i,0.0024472-0.00011783i,0.0021074-0.00057064i,0.00057883-0.0014731i,-0.00034138-0.0015514i,-0.0006587-0.00087212i,-0.0012535+0.00023768i,-0.0012071+0.00073419i,-0.00088336+0.00056151i,-0.00023034+0.00026108i,0.00025568-0.00028279i,0.00020875-0.00045942i,0.00047788-0.00019026i,0.00040576+0.00056991i,0.00047618+0.0010579i,0.00081675-2.4542e-05i,7.264e-05-0.00047518i,-0.0011587+0.00033697i,-0.00097312+0.0003512i,-0.00043914+0.00055263i
-0.00060316-0.0015127i,-0.00066779-0.0013545i,-0.00033188+8.9635e-05i,-0.00045497+0.00036741i,0.00025951-8.2533e-05i,0.00088224-0.00035615i,0.00075215-0.00095214i,9.3603e-05-0.0015065i,-0.00011779-0.0015342i,0.00011611-0.0010324i,0.00033667+0.00010526i,5.9144e-05-9.7422e-05i,-0.00042704-0.00066621i,-0.00047019-0.0007672i,-0.00028363-0.00083251i,0.0003861-0.00024316i,0.00072488+0.00019804i,0.00063463-6.171e-05i,0.0012238+8.298e-05i,0.0012864+0.00036018i,0.0004591+0.00072213i,0.00014406+0.00070279i,0.00029453+0.00081881i
0.00052155+0.0020798i,0.00012437+0.0026063i,0.0006356+0.0018888i,0.0016991+0.00060982i,0.0020302+0.00028051i,0.0016776+0.00027287i,0.0013099+0.0003565i,0.00061324+0.00085767i,-0.00061923+0.00064051i,-0.0009127+0.00018922i,-0.00016125-0.00031951i,0.00021568-0.000455i,0.00040182-0.00032034i,0.00084037-5.1129e-05i,0.00058802-1.1058e-05i,0.00069007-0.00033915i,0.00085249-0.00032464i,0.00019401+0.00070833i,-0.00025258+0.00096337i,-0.00026986+2.7651e-05i,-0.00063651-0.00045105i,-0.0012528-0.00072004i,-0.0007712-0.00052637i
0.00061602+0.00024035i,-0.00016097+0.0017501i,0.00060196+0.0009618i,0.001249+1.9717e-05i,0.0016172-0.00094139i,0.0018734-0.0019989i,0.0010911-0.0025304i,0.00037545-0.0027333i,0.00010079-0.001472i,5.4365e-05-7.6316e-05i,0.00024505+0.00022038i,0.00091815-0.00040529i,0.0010055-0.00084014i,0.00063343-0.0010799i,0.0006636-0.00085805i,0.00035519-0.00060268i,-3.8889e-05-0.00045796i,-5.969e-05+0.00018962i,-0.00012093+0.00091619i,-0.00012754+0.00062904i,0.00021214-0.0010004i,-0.00013524-0.0013179i,-0.00023378+4.843e-05i
0.0013079-0.00010205i,0.00090106-2.2955e-05i,0.00084237-6.4356e-05i,0.00033747-5.0477e-05i,0.00067996+0.00016476i,0.0012851-5.6193e-05i,0.00074949-0.00067112i,0.00016011-0.0010234i,-0.00018628-0.0014959i,-0.00054837-0.0015039i,-0.00030048-0.00050661i,-0.00057585+0.00041126i,-0.00067729+0.00025278i,-9.6985e-05-0.00055739i,0.00012745-0.00049794i,-0.00013445+0.00027396i,0.00014304+2.1921e-05i,0.00074177-0.00017347i,0.00089807+0.00034296i,0.0011041+0.00015198i,0.00076919-0.00025051i,0.00062725-0.00066095i,0.00049393-0.00065762i
-0.00062994-0.00022348i,-0.00061003-0.00013931i,-0.0006073+0.00014727i,0.00018987+0.00014081i,0.0013312+0.00045132i,0.0016818+2.5967e-05i,0.0013794-0.00034049i,0.0010253-2.3714e-05i,0.0010501-7.2996e-07i,0.00067719+0.00014475i,0.00023444+0.00066816i,0.00021005+0.0012113i,0.00015238+0.00098263i,-4.9555e-05+0.00012486i,-1.0423e-05-0.00053365i,0.0003541-0.00051255i,0.00079753+1.3622e-05i,0.0010701+0.00010617i,0.0010661-0.00040253i,0.00048323-0.00058515i,0.0002725-0.00052268i,-1.6768e-05-0.00033409i,-0.00041403+0.00016327i
0.0016601-0.0015774i,0.0020062-0.0005946i,0.0023626-0.00040601i,0.0012346-0.00060426i,0.001163-0.00071945i,0.0016438-0.00073811i,0.0015331-0.0010197i,0.0007488-0.00078869i,5.2143e-05-0.00085987i,-0.0004046-0.001117i,-0.00016174-0.00053048i,3.2394e-05+0.00046339i,-0.00024308+1.6385e-05i,-3.4185e-05-0.0010471i,0.00017684-0.00082513i,-0.0007208-0.00016559i,-0.00084929+0.00072359i,-0.00016332+0.0012227i,3.8295e-05+0.001342i,-0.00019978+0.00091427i,-0.0005863+0.0003889i,-0.00055409-0.00045945i,-0.00049852-0.00063622i
-0.00086751-0.00013827i,-0.0010672-0.00068485i,-0.00054958+7.966e-05i,0.00053497+5.4403e-05i,0.0017589-0.00091979i,0.0019802-0.0015285i,0.0015791-0.0010138i,0.00059024-0.00016887i,-0.00023939-0.00039067i,-0.00041767-0.00081741i,-0.0008086-0.00036375i,-0.00089495+0.00037434i,-0.00034034+0.00027776i,0.0005011+0.00029003i,0.00059741+0.00061206i,0.00034403+0.00072619i,0.0005572+0.00075219i,0.00010433+0.00075076i,-0.00062949+0.00015951i,-0.00063113-0.00086449i,-0.00015414-0.00091333i,-0.00019611-0.00041805i,-0.00074129-0.00020069i
0.0011036+0.00035407i,0.0025505+0.00079359i,0.0034104+0.001547i,0.0019719+0.0016135i,0.0014538+0.00042868i,0.0016995-0.0013867i,0.0018797-0.0018192i,0.0013889-0.00060275i,0.00020397-4.7089e-06i,-0.00016826-0.00090206i,0.00028472-0.0015321i,0.00067517-0.00036387i,-0.00011669+0.00035403i,-0.00046996+0.00015117i,-2.548e-05+3.6891e-05i,9.2849e-06-0.00039249i,-0.00026151-0.00036916i,-0.00049953-0.00023269i,-0.0004959-0.00086819i,-0.00061369-0.0014452i,-0.00079043-0.0010655i,-0.00052902-0.00034679i,-0.00035552-9.989e-06i
0.00013541+0.0023962i,0.0011134+0.0014173i,0.0021831+0.00092766i,0.0020488+0.0013714i,0.0019273+0.0007489i,0.0017014-0.0015757i,0.0011538-0.0024091i,0.00052926-0.0011385i,0.00016924-0.00023802i,-0.00027932+0.00040755i,0.00016889+0.00067564i,0.00076916+0.00046802i,0.00014495-5.3757e-05i,-0.00024163-0.00056534i,0.00016578-0.00048219i,0.0006019-0.0001433i,0.00039175+0.00032059i,0.00074072+0.0002894i,0.00069948-0.00011477i,0.00049594-0.00060925i,0.0001684-0.00017397i,-0.0001495+0.00093008i,-5.9299e-05+0.0006564i
-0.00089816+0.0017502i,-0.00047821+0.001656i,-6.0188e-05+0.0014746i,0.00079791+0.00024902i,0.0017754-0.00087374i,0.0019079-5.2713e-05i,0.0015087+1.2595e-05i,0.00013294-0.00034978i,-0.0010015-0.00013012i,-0.0007947-0.00085348i,-5.3315e-05-0.00054418i,0.00049973+0.0008236i,0.000395+0.0009482i,-0.00045462+0.0001027i,-0.00083251-0.00029739i,-0.00013013-0.00024427i,0.00092421-0.00080563i,0.0016129-0.0012523i,0.0010213-0.00029314i,0.00033953-1.9206e-05i,-0.0003845-0.00056726i,-0.0012028-0.00021108i,-0.0013363+0.00082288i
-0.00060783+0.0018836i,-9.6066e-05+0.0012415i,0.00070945+0.0019094i,0.00054635+0.0021377i,0.00099064+0.0012977i,0.00239-0.00032914i,0.0023158-0.0012054i,0.00081175-0.00080779i,-0.00025623-0.00050872i,-0.00026183-0.00063848i,3.3853e-05-0.0007425i,-9.2913e-05-0.00018025i,-0.00048549+2.6284e-06i,-0.0008941+0.00026666i,-0.0015026+0.00085492i,-0.0011645+3.8099e-05i,-0.00063508-0.00049827i,-0.00014366-0.00024718i,0.0001819+0.00018281i,-0.00018761-0.00015164i,-4.6293e-05-0.00048146i,-3.2984e-05-0.00042837i,-0.00026017-0.00020842i
0.0029011+0.00082401i,0.0026698+0.00071309i,0.0027449-0.00011176i,0.0028879-0.00078421i,0.0026805-0.0017372i,0.0025683-0.0020108i,0.0017146-0.001267i,0.0011807-0.0010332i,0.00066685-0.00086859i,-7.2332e-05-0.0011105i,-0.00051118-0.00090263i,-0.00070153-0.00031518i,-0.00088645-0.000525i,-0.00025181-0.00094221i,3.1667e-05-0.00027966i,-0.00068425+0.00014166i,-0.00065285-1.6981e-05i,-0.00027725+0.00024162i,-7.8783e-05+0.00022899i,0.00036117+0.00036507i,0.00031466+0.00033884i,0.0001858+0.00015871i,0.00013385+0.00048197i
0.00055593-0.00090105i,0.00019544-0.0008582i,0.00035469+0.00053335i,0.00090749+0.00060078i,0.0017976-0.00017356i,0.0025273-0.0013009i,0.0021761-0.0022195i,0.0011719-0.0013665i,-3.144e-05-0.00021464i,-0.0007373-0.00044888i,-0.00050681-0.00027198i,-0.0004289+0.00027045i,-0.00087449+0.00027781i,-0.00059585+0.00046542i,0.00023652+0.00014368i,0.00067238-0.00046968i,0.0008302-0.00090251i,0.00084325-0.00032528i,-4.9623e-05-0.0005638i,-0.00080786-0.00075483i,-0.0005524+0.00015919i,-0.00034049+3.8069e-05i,0.00034839-0.0005416i
0.0017545-0.0013218i,0.0013246-0.0005825i,0.00065663-0.00029367i,0.0013798-4.645e-05i,0.0020198-0.00010205i,0.0018371-0.00043944i,0.00098261-0.0011982i,0.00020858-0.0014382i,-0.00020651-0.0008364i,-0.0012083-0.00044065i,-0.0017485-0.00048357i,-0.0010562-0.00074061i,0.0002362-0.0011095i,0.00071982-0.00070327i,0.00085737-0.00013985i,0.0012272-5.6178e-05i,0.00071412+0.00081003i,0.0011131+0.0011515i,0.0012055+0.001004i,-0.00026057+0.00033354i,-0.0010943-0.00011883i,-0.00039478-0.00012783i,0.00042336-9.8983e-05i
-0.00060142-0.00012783i,-0.00053222+0.00046413i,-0.00049686+0.00090738i,0.00054196+3.0298e-05i,0.0011827-0.00071662i,0.0017363-0.0001637i,0.0013707-0.00038528i,0.0006064-0.00058975i,0.0001583-8.9393e-05i,-3.0374e-05+0.00028715i,9.6425e-05+0.00059717i,0.00019393+0.00061447i,0.00068687+0.00069264i,0.00020376+0.00065765i,-0.00045265+0.00014827i,-4.7913e-05+0.00052666i,0.00026235+0.00083831i,0.0004657+0.0005061i,0.0001029-0.00023582i,-0.00058613-0.00065627i,-0.001225-0.00051815i,-0.001106-4.7294e-05i,-0.00074485+0.00024389i
-0.00072716-0.0030189i,-0.00067243-0.0020537i,-0.00054974-0.00093055i,0.0003605-0.00023436i,0.0014081-0.00014128i,0.0018715+3.0629e-05i,0.0012523-3.0099e-05i,0.00053876-0.00056414i,8.851e-05-0.0009534i,-0.00041529-0.0017053i,6.067e-05-0.0010341i,-0.00019922+0.00012964i,-0.0014124+3.8694e-06i,-0.0014453-0.00048958i,-0.0009629-0.00089161i,-0.0005159-0.0008579i,0.00014377-0.00049917i,0.00083481+0.00019384i,0.00073688+0.00021252i,0.0002472-0.00043482i,0.00020358-0.00067525i,4.2271e-05-0.00076097i,-0.00011845-0.00035031i
