0.0039427-0.00021468i,0.0031783-0.0029463i,0.0019868-0.0044535i,-0.00053925-0.0042434i,-0.0027776-0.0017239i,-0.0035956+0.0018902i,-0.0019623+0.0030366i,0.0005671+0.0024235i,0.0017074+0.00094482i,0.0011865-0.00088776i,-0.00048341-0.0019051i,-0.0012558-0.0017446i,-0.0015423-0.001071i,-0.0017351+0.00052487i,-0.002389+0.00097873i,-0.002216+0.0010082i,-0.00064721+0.0011378i,0.00015724+0.00080562i,0.00060703+0.00095999i,0.0010334+0.00043836i,0.00021216-0.00014276i,6.9547e-06-0.00013436i,-0.00041106-0.00028694i
0.00033728-5.1366e-05i,9.922e-05+0.00033826i,-0.00016578+0.00099886i,0.00042668+0.00075776i,0.00039509-0.00079538i,-0.00026022-0.001492i,-0.00043162-0.00062868i,-0.00031003+0.00035443i,0.00083578+0.00073479i,0.0015278+0.00043862i,0.0011853+0.00017857i,0.00020911-0.00083327i,-0.001069-0.00070835i,-0.0014123+0.00011646i,-0.00079954+3.655e-05i,-0.00082554-5.3328e-05i,-0.00055968-0.00013079i,-0.00021231-0.0011846i,-0.00023862-0.0017583i,-0.00016515-0.00065009i,0.00034581+0.00050491i,0.0006099+0.0010421i,0.00057809+0.0013542i
-0.0029913+0.0004678i,-0.0016796+0.00066238i,-0.00066844+0.0014724i,-0.00029333+0.0013877i,0.00033508+0.00074204i,0.0012546+0.00064242i,0.00028205+0.0012532i,-0.0010376+0.00093868i,-0.00059825+0.00095117i,6.2013e-05+0.0010368i,0.00049925-0.00024926i,0.0003995-0.00053419i,-0.0001285-0.00035476i,0.00053392-0.00075775i,0.00086624-0.0007144i,0.00038004-0.00022247i,0.00034261+0.00022345i,0.00016212-7.7081e-05i,0.00063848-0.00070206i,0.00084979-0.00097358i,-0.00011368-0.0011141i,-0.00062334-0.00054622i,-0.0002514-1.6933e-05i
-0.0017355-0.0019376i,-0.0019225-0.00039311i,-0.00032092+0.00080262i,0.00079851+0.0011385i,0.00045876+0.00054794i,0.00023331+0.00040185i,0.00032474+0.00028902i,1.3453e-05-4.3521e-06i,-0.00021004-0.00021845i,-0.00029994+0.00027724i,-0.00056472-0.00024275i,-6.9498e-05-0.0006343i,0.00057918+0.00040662i,6.3416e-05+0.00049882i,-0.00067826-0.00032154i,-0.00079932-0.00027888i,-0.00050312+0.00012647i,-3.1536e-05-5.4742e-05i,-0.00031975+1.6763e-06i,-0.00073318+0.00013389i,-0.00080589-0.0001723i,-0.00077978-0.00047737i,-0.00031083-0.00044878i
-0.001472+0.00037437i,-0.001856+0.00078534i,-0.0018724+0.0020929i,-0.0010894+0.0023335i,0.0013931+0.001207i,0.0021238+0.00010468i,0.0019548-0.00012533i,0.00085269-4.9101e-05i,-0.00096087-0.0001813i,-0.00067369+4.1997e-05i,0.00021741+0.00095365i,0.00073721+0.0013423i,0.0010936+0.00073405i,0.0011787-0.0004571i,0.00099618-0.00094445i,0.00044557-0.00044584i,0.00052721-0.00028647i,0.00035062-0.00047661i,0.00015022-9.7317e-05i,-0.00012541+0.00071586i,0.0001507+0.00098489i,0.00077959+0.00049742i,0.00094976+0.00053208i
-0.0015375-0.0015357i,-0.0010887-0.0013787i,2.5809e-05-0.00048931i,0.00011056+3.9226e-05i,0.00027262-0.00023376i,0.0014512-0.00044089i,0.0010665-0.0001356i,-9.1573e-05-0.00049563i,-0.00072906-0.0010165i,-0.00047678-0.00025211i,9.7754e-05+0.00049779i,1.998e-05+0.00017958i,0.00025986+9.7229e-05i,0.00086356+0.00021036i,0.00048729+0.00042855i,-0.00049456+0.00053897i,-0.00034165+0.00043194i,-0.00016165-0.00013463i,-0.00032146-0.00026005i,-0.0001224-0.00029532i,-0.00024715-0.00020534i,-0.00014959+4.6054e-05i,-0.00028363-6.3577e-05i
0.0017628-0.00098i,0.00087876-0.00013511i,-0.00045419+0.00017783i,-0.00064799+0.00045533i,-0.00088912+0.00064843i,-0.00085274+0.00096659i,-0.00011981+0.0011651i,0.00031335+0.0016722i,-0.00014849+0.00091179i,-0.00041777-0.00035205i,-0.00024733-0.00054549i,-0.00044981-0.00018254i,-0.0010238+0.00054986i,-0.00085151+0.00072297i,-0.0006579+0.00013817i,-0.00036137-0.00020747i,0.00014884-7.0804e-05i,0.00044358-2.2606e-06i,0.0008624+0.00021408i,0.00095814+0.00063741i,0.00050857+0.00024948i,-0.00060982-3.8316e-05i,-0.00071467+0.00016201i
0.00042169-0.0014621i,-0.00031989-0.0019218i,-0.00095177-0.0020195i,-0.00058094-0.0011153i,-0.00011407-0.0012398i,0.0006302-0.00080666i,0.00050722+8.4104e-05i,0.00022304+0.0001254i,0.00050716+0.0008779i,-2.0642e-06+0.0014169i,-0.00042902+0.0010849i,-0.00019773+0.00068736i,-0.0002615+0.0007794i,-0.00013445+0.00093473i,0.00044431+0.0011615i,0.00057886+0.00077841i,0.00032844-0.00032412i,3.4504e-05-0.00083296i,-9.7364e-05-0.00064567i,1.7879e-05+0.00036026i,0.001626+0.00066326i,0.0020202-0.00019088i,0.00039101-0.00041069i
-0.00093102-0.00087445i,-0.00054181-0.00047899i,0.00026454-6.9783e-05i,-0.00036035-0.00028576i,-0.00053171+4.9468e-05i,-0.00020176+0.00035369i,6.453e-05+0.00070828i,0.00065627+0.00075034i,0.001104+0.0008069i,0.0010121+0.00010472i,0.00056442+0.00024505i,8.8263e-05-6.2753e-05i,-0.00010315-0.00091628i,-0.00019045-0.0008798i,0.00035796-0.00054546i,-0.00037077+4.0835e-05i,-0.0005226+0.00048656i,5.7704e-05-4.1753e-07i,-0.00045225-0.00083577i,-0.0010261-0.0010147i,0.00015797-0.0005848i,0.00039594-0.00012547i,-4.8516e-05-0.00040055i
-0.0011096+0.0015553i,-0.0015985+0.0024262i,-0.0013931+0.0019219i,0.00050046+0.00068025i,0.001684+0.00017773i,0.0019613-0.00060691i,0.00098105-0.0014913i,-0.00055442-0.0011668i,-0.00084773-0.00040373i,-0.00028336-0.00064813i,0.0005177-0.0010557i,0.00037939-0.00086136i,0.00044791-0.00024336i,0.00053628+4.7442e-05i,-0.0004796-0.00055064i,-0.001069-0.00036321i,-0.00018428-0.00030241i,0.00063969-0.00033904i,0.00051149-7.184e-05i,7.3539e-05-0.00027348i,0.00049257-0.00031671i,0.00056535+0.0002528i,9.6739e-05+0.00054516i
-0.0002313-0.00036339i,0.00011875-3.759e-06i,-0.00025386-6.9799e-05i,-0.00052102-0.00047327i,-0.00050517+0.00052192i,-0.00044194+0.0016437i,5.0691e-06+0.0010531i,-4.5941e-06-0.00023185i,-0.00060687-0.00057773i,-0.00053939+0.00014088i,8.5799e-05+0.00049905i,0.00084731+2.0815e-05i,0.001306+0.00025592i,0.0006759+0.00036147i,-0.00028701+0.00056235i,-0.00087115+0.0011191i,-0.0011459+0.00091453i,-0.0011335+0.00053537i,-0.00071459+0.00091744i,0.00026495+0.0010893i,0.00082045+0.00018463i,0.00083712-0.00037226i,0.001108-0.00037522i
-0.00074178+0.0016641i,-0.00069794+0.0022872i,-0.00024452+0.0027014i,0.00068531+0.0013487i,0.00052778+5.8625e-05i,0.00036581-0.00043371i,0.00059666-0.0003792i,-0.00015781+0.00010612i,-0.00033515+0.00031619i,0.00080883-6.9104e-05i,0.0011243-0.00024119i,0.00052092-0.0001156i,0.00026207-0.00018737i,1.2241e-05+1.0137e-05i,0.00018599+0.0001578i,0.00055961+7.3483e-05i,4.4274e-05+0.00019998i,-0.00013475+0.00046561i,0.00044031-8.8492e-05i,0.00040144-0.00047201i,9.287e-06+0.0001639i,-0.00084827+0.00018301i,-0.00045271-0.00036239i
0.001253-0.0011491i,-0.0004564-0.0006979i,-0.0011946+0.00046192i,-0.00043796+0.00123i,0.00041699+0.0011471i,0.00033895+0.00087143i,3.0371e-06+0.00097682i,-0.00053248+0.0011544i,-0.00019547+0.00085216i,0.00085919+0.00029792i,0.0010946+0.00024912i,0.00019791+0.00031458i,0.00024475+0.00016685i,0.0007397+0.00026772i,0.00051934+0.00084109i,-1.9061e-06+0.0012252i,-0.00085668+0.0012869i,-0.0013411+0.00092937i,-0.0011213+5.8185e-05i,-0.0011847-0.00018228i,-0.00059782-0.00045514i,0.00045203-0.00031082i,-5.3695e-05+0.00039621i
0.00055818+0.0010594i,-0.00059139+0.0015278i,-0.00084096+0.00065663i,-6.8245e-05-0.00086709i,0.00070284-0.00092625i,0.00023981+0.00016253i,-0.00082165+0.00035946i,-0.00089068-0.00025877i,-0.00034227-0.00049094i,-0.00076161-0.00037479i,-0.00088776-0.00087059i,2.1276e-05-0.001511i,0.00056293-0.00091317i,0.00015092-0.00021901i,-0.00024607-0.00071311i,-0.00080653-0.00083939i,-0.00071141-5.7123e-05i,8.713e-05+0.00037493i,0.00041857+0.00044933i,0.00010664+0.00063825i,-9.1614e-05+0.0009012i,4.6763e-05+0.00074881i,-0.00065459+0.00041884i
-0.0025998-0.00034032i,-0.0021093+0.000946i,-0.0012492+0.001773i,-0.00013377+0.001206i,0.00091557+0.00041488i,0.00061341-8.2334e-05i,-0.00023871-0.00019656i,-0.0004566-0.00045598i,-0.00075995-0.00029044i,-0.00064964-0.00017152i,-0.00037217-0.00019655i,-0.00047211-0.0001103i,-0.00082895-0.00024991i,-0.00032631-0.00054456i,0.00042623-0.00085214i,0.00026229-0.0007531i,0.000353-0.00042415i,0.00010909-0.00048293i,6.9245e-05-0.00061197i,0.00058258-0.00041537i,0.00038284-0.00042001i,-0.00017064-0.00030404i,-0.00051411-0.00061872i
0.0013057-0.00084994i,0.0024194-0.0018876i,0.002024-0.00044135i,0.00027067+0.00039257i,-0.00052357-0.00048868i,-0.00069133-0.00046256i,-0.00056497-0.00053337i,0.0001751-9.0452e-05i,0.00055629+0.00068543i,0.00031499+0.00050754i,-0.00024198-7.8313e-05i,-0.00019581-0.00065532i,0.00018112-0.00021335i,-0.00048+0.00066237i,-0.0010281+0.00064874i,-0.00050996+0.00065148i,-1.9003e-05+0.0005939i,-9.3198e-05-0.00017395i,-0.00094455-0.00053631i,-0.0011518-0.00043988i,-0.00061644-0.00060096i,0.00036628-0.00073257i,0.00037976-0.00034954i
-0.003556+0.00057376i,-0.0024175+0.00051567i,-0.0012692+0.00086199i,-0.000937+0.0013038i,0.00031181+0.0014637i,0.0017498+0.00077078i,0.0011979-0.00012796i,0.00090452-0.00070055i,0.00087737-0.00034991i,0.00019278-0.00029325i,0.00035391-0.00030242i,0.00073437-0.00012796i,0.0014712-0.00053024i,0.0013224-0.00020411i,0.0004601-0.00028247i,0.00033925-0.00049877i,0.00020163-3.3612e-05i,0.00018811-0.00022056i,-2.4567e-05-0.00033968i,-0.00020416+0.00018576i,-0.0009217+9.8439e-06i,-0.0012459-0.00031794i,-0.0012103+0.00024675i
-0.00068363-0.0014622i,-0.0015956-0.00025714i,-0.0020995+0.0018522i,-0.0024355+0.0018435i,-0.0018797+0.0007655i,-0.00086773+0.00038031i,-0.00020634+0.00018689i,-8.9445e-05+5.3514e-05i,0.00034-4.487e-05i,0.00049036+0.00017397i,0.00028501+0.00034039i,0.00029335+0.00029171i,0.00036461+7.4396e-05i,0.00066586+0.0006991i,0.00039976+0.00078207i,0.00048806+0.00014235i,0.00049387+0.00079165i,-3.0752e-05+0.0011153i,-0.00028146+2.6514e-05i,7.5564e-05-0.0004026i,-9.1355e-05-0.00024228i,-0.0011707-0.00086011i,-0.0012517-0.00041255i
-0.0016916-0.002054i,-0.0017528-0.0021271i,-0.00057974-0.0020174i,-0.00017914-0.00084927i,-0.0011801+0.00011691i,-0.0017414+0.00032821i,-0.0014215-0.00026857i,-0.00049921-0.00029261i,-0.00034072+2.3891e-05i,-0.00023955-0.0006088i,-0.00010456+2.842e-05i,0.00034777+0.0012722i,0.00072827+0.0015693i,0.00027187+0.0010555i,0.00054789+3.1067e-05i,0.0007034+6.8969e-05i,3.5639e-05+0.00018028i,-0.001023-0.0001857i,-0.0016991-0.00094521i,-0.0010461-0.00046077i,-0.00014968-0.00010494i,3.0591e-05-0.00034024i,5.9331e-05+0.00032296i
-0.00094771-0.0016504i,-0.0011743-0.0011611i,-0.00044781+0.00038936i,0.00034615+0.0017201i,0.00022707+0.0014073i,-0.00032733+0.0010868i,-0.00053714+0.00034491i,-0.00019736-7.5054e-05i,0.00035689+0.00028204i,0.00027839+5.5537e-05i,0.00069837+0.00030614i,0.0013245+0.00021096i,0.0006679-0.00027816i,0.00038722+0.00014749i,0.0009236+0.00044016i,0.00084339+0.00024571i,0.00041225+0.00014141i,0.00073361+0.00042426i,0.00081545+0.0004952i,0.00036579-0.00028875i,6.805e-06-0.0010275i,-0.00029367-0.00078033i,2.6461e-05-0.00037144i
-6.6692e-05+0.001906i,-0.00083691+0.0011027i,0.00030911+0.0012047i,4.4877e-05+0.00096257i,-0.00051706-0.00060275i,-0.00072508-0.0010284i,-0.0014404-0.00021233i,-0.0010079+0.00033681i,-0.00010781+0.00062085i,-9.234e-05+0.00071775i,-0.00022945+0.00086197i,-6.391e-05+0.00030973i,-0.00049636-0.0003451i,-0.0012299+0.00019719i,-0.001291+0.00027417i,-0.00060597-0.00078353i,0.0001361-0.00095499i,0.00056953-7.6311e-05i,0.00058807+0.00027673i,0.00046975+0.00032571i,0.00044032+0.00037684i,1.3893e-06+0.00047606i,-0.00055241+0.00023894i
-0.0010991-0.0012148i,-0.0014072-7.3148e-05i,-0.00099467+0.001159i,-0.00028519+0.00058026i,0.00017419+0.00030039i,0.00078092+0.00076192i,0.00042114+0.00036394i,0.00029134-0.00023996i,0.00091443-0.00055063i,0.0012027-0.00023284i,0.0010018+0.00025702i,0.00064399+0.00012578i,0.00074737-0.0002155i,0.0003673+0.00073421i,-0.00048814+0.0011041i,-0.00059803+0.00018231i,-0.00013583+6.1205e-06i,-0.00039528+0.00069449i,-0.00073077+0.00062043i,-0.00058979+0.00037968i,-0.00013431+0.00077322i,0.00013942+0.00039782i,0.0002782-0.00026849i
0.0001316-0.00089131i,-4.7722e-05-0.00028065i,-0.00056025-0.00021992i,-0.00076765+0.00020782i,-0.00023199+0.00073877i,0.00057389+0.00022586i,0.00061406+0.00046809i,0.00034567+0.00090341i,0.00028743+0.00057901i,-0.00041578+0.00056062i,-0.00072217+7.2581e-05i,-0.00034511-0.00045959i,-0.0002964-0.00026994i,-0.00046362+0.00047739i,-0.00051414+0.0010147i,-0.00028668+0.0010264i,0.00034231+0.00038762i,0.00091628-0.00042754i,0.00098744-0.00082158i,-0.00012346-0.00034234i,-0.0011854+0.00038718i,-0.00010028-0.00023636i,0.00090581-0.0012848i
-0.0040516+0.0022638i,-0.0049416+0.0035227i,-0.0037249+0.0046163i,-0.001215+0.0035402i,0.00083189+0.0017282i,0.0012553+0.00048361i,0.0014936-0.00055826i,0.0014008+6.0834e-05i,0.00046211+0.0010196i,0.00068966+0.00088747i,0.00094819+0.00023856i,0.00072149-0.00036992i,0.0013285-0.00032769i,0.0018377-0.00042611i,0.00053879-0.0010894i,-0.00027594-0.0013185i,-4.5459e-05-0.00080483i,0.00023539+0.00018206i,-0.0003454+0.0011089i,-0.0011771+0.00064096i,-0.0007116-0.00013511i,7.3713e-05-0.00048989i,0.00063954-0.0010175i
0.0027195+0.00039469i,0.0012384-0.00029986i,4.343e-05-0.001346i,-0.00013898-0.0010085i,0.00051997-0.00097929i,0.00071425-0.0010279i,0.00011082-0.00029415i,-0.00067449-0.00056493i,-0.00097282-0.00074942i,-0.0001327-0.0002774i,0.00044707-0.00010695i,0.00056246-8.1448e-07i,0.00013453-5.644e-05i,5.7553e-05-0.00044869i,0.00060392-0.00065114i,0.00042637-0.00062241i,-4.0278e-05+5.8261e-05i,7.6389e-05+0.00041802i,0.00038564-4.0812e-05i,0.00055464-0.0006205i,0.00034566-0.00047535i,-9.4837e-05+0.00021399i,-0.00020923+0.0003276i
5.8503e-05-0.00088952i,-0.00024122-0.00062992i,6.5649e-05-0.00030668i,0.00028018+0.00055117i,0.00014237+0.00066698i,9.9693e-05+0.00032057i,0.00077358+0.0004089i,0.00070696+0.00018332i,0.00055667-0.00026898i,0.00062802+0.00028136i,-0.00012331+0.0013249i,-0.0007725+0.00075398i,-0.00045622-0.00017515i,-7.4916e-05-0.00011961i,-0.00042051+0.00060564i,-0.00089587+0.00068003i,-0.00042521+0.0006615i,0.00039878+0.00022498i,0.00056823-0.00062822i,0.00040572-0.00099212i,7.0439e-05-0.00035034i,-0.00010247+0.00064289i,-0.00045853+0.00081819i
-0.00089388-7.1932e-05i,-0.0024327+0.00022739i,-0.0031609+0.00029243i,-0.001406+0.00067678i,0.00039957+0.0015314i,0.00027006+0.0011677i,-5.3649e-05+0.00065666i,-0.00057251+0.00028147i,-0.00049692-0.00014964i,-0.00067766-0.00019219i,-0.00051556+0.00027319i,0.0005466-0.00015461i,0.00071993-0.0008425i,0.00047626-0.00052178i,0.00071226+3.1584e-05i,0.000145-1.1469e-05i,-0.00044516-0.00018448i,-0.00053113+6.4651e-05i,-0.00033148-0.00024634i,-0.00033167-0.000123i,-0.00043857-0.00016064i,-0.00019178-0.00033052i,0.00043245+0.00016029i
-0.0016736+0.0021679i,-0.00090319+0.0020602i,-0.00060106+0.0022195i,-0.00042733+0.0010568i,0.00016673-0.00010817i,0.00056074+0.00014226i,0.00036553+0.00071932i,0.00031096+0.00059247i,7.0109e-05+0.00069732i,-0.00055946+0.00041261i,-0.00086739-6.0088e-05i,-0.00037722-0.00063131i,-0.00022433-0.00076911i,0.00020169-0.00071242i,0.00078611-0.00020723i,0.00045531+0.00073206i,-0.00026463+0.0010139i,-0.00096719+0.00012714i,-0.00038531-0.00062276i,9.3687e-05-0.00052293i,-0.00013934+0.00061599i,0.00010856+0.0011447i,-0.00020214+0.00053666i
-0.00032541-0.0018574i,-6.0263e-05-0.002606i,0.00028318-0.0016441i,5.5423e-05-0.00077473i,0.00040045-0.0010587i,0.0006772-0.00086576i,0.00076058-9.8711e-05i,0.00022657-4.0081e-05i,-0.00039038-0.00012998i,-5.1276e-05+0.00018752i,-0.0011477-0.0002373i,-0.0014794-0.00060894i,0.00029463-0.00030006i,0.00080784-0.00016155i,1.8793e-05+0.00022613i,-0.0008867+0.00031641i,-0.0012847+0.00034364i,-0.00083926-0.00018472i,-4.7792e-05-0.00041655i,-4.5196e-05-0.00030581i,-0.0003452-0.00011192i,-0.00048937-3.0867e-05i,-0.00032049-0.000368i
-0.00057522-0.0010115i,-0.0018985-0.00039566i,-0.0029282+0.00045714i,-0.0013721+0.00087435i,0.00038803+0.00048722i,-0.00032094-0.00014663i,-0.00045845-1.5224e-05i,0.00013592+0.00011113i,-0.00012163-0.00032345i,-0.0001564-0.00027514i,3.9352e-05-0.00014771i,0.00031122+7.1445e-05i,0.00095633+0.001077i,0.00082842+0.0015476i,5.4908e-05+0.0012019i,0.00011319+0.00064198i,1.2652e-05+0.00015619i,-0.00032464-0.00038574i,-0.00042346-0.00021895i,5.6104e-05-0.00028568i,0.00060841+1.8261e-05i,0.00017001+0.00027675i,-8.4871e-05-0.0003745i
-0.00032068-0.00089387i,-0.0010756-0.00089346i,0.00025978+5.3733e-05i,0.001991-0.0001489i,0.0017423-0.00017415i,0.00074216+0.00051781i,0.00031635+0.00038082i,3.543e-05+0.00076267i,2.4228e-05+0.00061444i,-0.00021496-0.00046779i,-0.00017112-0.0009714i,-0.00064472-0.0010382i,-0.0012321-0.00072476i,-0.000779+0.00054174i,-0.00075029+0.0012445i,-0.00071936+0.001105i,6.2055e-05+0.00090122i,0.00039921+7.8237e-05i,-1.4743e-05-0.00060982i,-0.00020446-0.00058235i,9.5801e-05-0.0008793i,0.00030472-0.00090672i,-0.00052426-0.00043109i
0.00098589-0.00073948i,0.00017132+0.00061288i,0.00015997+0.0015071i,5.1543e-05+0.0015577i,6.9844e-05+0.0015315i,0.00023227+0.0014877i,0.0003875+0.0016566i,0.00061341+0.0013864i,0.00034941+0.00051237i,-0.00045537-0.00024876i,-0.00059977-0.0011899i,-0.00089811-0.0011146i,-0.00099083-0.00012358i,-0.00043795+0.00054977i,-0.00051557+0.00010578i,4.7893e-05-0.0009825i,0.001107-0.00071577i,0.0006352+2.296e-06i,-0.00034157+0.0003156i,-0.00027991+3.3087e-05i,0.00019101+0.00010164i,0.0006156+4.7449e-05i,0.001013-0.00018235i
-0.00025875+0.0031973i,-0.0010753+0.0025621i,-0.0016767+0.0012656i,-0.00066641+0.00044945i,0.00029486+0.00018225i,-2.1209e-05-0.00019778i,-0.00080631-0.00057323i,-0.0004633-0.00042366i,0.00057294+2.2061e-05i,0.00057371+0.00029142i,0.00056824+4.9913e-05i,0.00039912-0.00023199i,3.2575e-05-0.00019881i,-8.2439e-05-0.00016093i,-8.5295e-05-0.00044832i,6.0985e-05-0.00029773i,8.6908e-05-0.00020638i,-0.00072583-0.00045411i,-0.00093021-0.00010346i,-0.00044483+0.00030783i,-0.00029767+0.0002175i,-0.00023-0.00018439i,0.00013853-0.00040568i
-0.0018396-0.0012215i,-0.0025886-0.0008587i,-0.0022318-0.0002531i,-0.00080537-0.0004766i,6.7696e-05-0.00022111i,-0.00042637-0.00012403i,-0.0012328-2.4226e-07i,-0.0015491+0.00012383i,-0.0011879+0.00042216i,-0.00078797+0.00023863i,-0.00044604+0.00024433i,-0.00010999+0.00048868i,1.3387e-05-2.8375e-05i,0.000128-0.00044937i,-0.00011892+3.2445e-05i,-0.000707+0.00030694i,-0.00041616+0.00021376i,7.2913e-05+0.00072376i,4.7929e-06+0.00045355i,-0.00038411-1.8978e-05i,-0.00090354-1.5778e-05i,-0.00035511+0.00033067i,0.00064092+0.00054457i
0.001235-0.0029534i,0.00036908-0.0039372i,-0.00065736-0.0033378i,-0.00093808-0.0013124i,-0.001189-0.00039403i,-0.00096784+0.00015469i,-0.00050815+0.00043033i,-0.00084843+0.00020868i,-0.00066344+0.00047551i,-0.00022631+0.00060687i,0.00042171-2.0118e-05i,0.0003511-0.00093928i,8.5836e-05-0.00070452i,0.00011203+0.00022266i,-7.2658e-08+0.00082118i,0.00043238+0.00082106i,0.0010269+0.00074617i,0.00062527+0.00073613i,0.00068214-0.00013571i,0.00073434-0.00092973i,-2.6668e-06-0.0010886i,-0.00021851-0.00030609i,0.00019138+0.00016577i
0.00055349-0.00032704i,-0.00011761+0.00032503i,0.00037984+0.00065074i,0.00080974+0.00036375i,0.00059012-0.00038933i,-0.00035139-0.00053816i,-0.00033646+0.00038748i,2.4466e-05+0.00087571i,-3.1449e-05+0.00011362i,-0.00034134-0.00071341i,-0.00043488-0.00053792i,-0.00035166+0.00028242i,-0.0009024+0.00046034i,-0.0010042+0.00085953i,-0.0011855+0.0010292i,-0.0014375+0.00063802i,-0.0013257+0.00048847i,-0.0010312+0.00012833i,-0.0002059-0.00016327i,-0.00012285+0.00019251i,-0.00059728+4.9789e-05i,-0.00064972-0.00044848i,-0.0005481-0.00056444i
-0.0009917-0.00037336i,-0.0010976-0.0017014i,-0.00091931-0.00073762i,-0.0010825+0.0007938i,-0.00066118+0.00068061i,-2.0781e-05-0.00024619i,1.4705e-05-0.00067914i,6.8288e-05-0.00021986i,9.3516e-05-0.00022221i,2.4404e-07-0.00050652i,0.00038615-0.00037645i,0.0007561+0.00037902i,-0.00013212+0.0011233i,-0.0010546+0.00086141i,-0.00076524+0.00022824i,-0.00038749+0.00014013i,0.00025734+9.1301e-05i,0.0011379-0.00017057i,0.00025387-0.00015721i,-0.00068907-0.00019561i,-0.00040674-0.00089127i,-5.8125e-05-0.00069932i,0.00013302+7.8328e-05i
-0.00067532+0.00028004i,3.0631e-06+0.00032691i,0.00014847+0.001135i,-0.00041256+0.0015148i,-0.00028252+0.0012977i,0.00024042+0.0017312i,0.00033086+0.0015366i,0.00052718+0.00012609i,0.00058574-0.00013726i,0.00049027-0.00032733i,0.0006416+0.00027993i,0.00039983+0.00075909i,-0.00021379-0.00040793i,-0.00066872-0.0005941i,-0.00055858+0.00016526i,-0.00036457+0.00052494i,-0.00035969+0.00077575i,-0.00012476+0.001246i,0.00015737+0.00040894i,-2.262e-05-0.00012607i,9.1214e-05+0.0004105i,0.00033309+0.00048399i,0.00017577+0.00044976i
-0.00087769-0.0014045i,-0.0026225-0.0016818i,-0.0027935-0.00050757i,-0.0010426-0.00043087i,-0.00023416-0.0012034i,-0.00093851-0.00066757i,-0.00098063-0.00034659i,-0.00081266+0.00024876i,-0.00096905+0.00030455i,-0.00060623-0.00049183i,-7.5837e-05-0.00065086i,-0.00034682-0.0002424i,-0.00075046-0.00028421i,-0.00047143+0.0003415i,-0.00020566+0.0011493i,4.8386e-05+0.0010125i,0.0008317+0.00033078i,0.0014228+5.8224e-05i,0.00093775+0.0003174i,0.00063292+0.00028482i,0.00094485+0.00086199i,0.00089194+0.00092972i,0.00067742+8.161e-05i
-0.0022196-0.001354i,-0.0020361-0.00075557i,-0.0015645+0.00088428i,-0.00070632+0.00099982i,-0.00063874+0.00030111i,-0.00020371-1.0501e-05i,-0.00012102-0.000267i,-0.00077805-0.00041903i,-0.00031846-0.00024452i,0.00021328+0.00017171i,0.00077615+0.0012479i,0.0014898+0.0013058i,0.0013729-3.9244e-05i,0.0013859-0.0010086i,0.0011164-0.0013694i,0.00039292-0.00099143i,5.2609e-05-0.00013045i,-5.0287e-05+0.0003092i,-0.0004767+0.00056914i,-0.00031532+0.00073523i,-1.6178e-05+0.00026532i,0.00014392+0.00035374i,0.0004386+0.00063667i
0.00031711+0.00017765i,0.00065362-0.00042996i,0.00078235-0.000238i,0.0007279+0.00048715i,0.00053338+6.8376e-05i,0.00057993-0.00034626i,0.00075398+0.00012117i,0.00085748+0.00060592i,0.00093904+0.00080123i,0.00044067+0.00077836i,5.1562e-05-0.00027591i,0.00076397-0.00059592i,0.00061515+0.00023358i,0.00039828-0.00056751i,0.00060997-0.0010475i,0.00053717+4.186e-05i,0.00066103+0.00051363i,0.00087082+0.00059325i,0.00039499+0.00040846i,-1.4166e-05-0.00018216i,0.00024776-0.00063267i,0.00032842-0.00017923i,3.4301e-05+0.00063053i
0.0014149+0.0002467i,0.00093384-3.3704e-05i,8.4355e-05-0.0010222i,-0.0006929-0.0010482i,-0.00034135-0.00024266i,0.00028293+0.00051496i,4.7651e-06+0.00054656i,-0.00012828+0.00037865i,-0.00064077-3.9777e-06i,-0.00027385-0.000442i,0.00081647-0.00094362i,0.0011066-0.00088407i,0.00052709-0.00027194i,0.00012298+0.0003826i,0.00021725+0.00088935i,0.00018762+0.00098522i,-0.00019783+0.0010488i,-0.00020029+0.0010594i,-0.00017369+0.00096272i,-0.00012388+0.0007366i,0.00092766+0.00037651i,0.0011977+0.00033005i,-1.0662e-05+0.0001226i
-0.0020072-0.00012809i,-0.0024529+0.00073229i,-0.0011881+0.0016745i,-0.00012367+0.0019296i,0.00038954+0.0017438i,0.00028196+0.0012855i,-0.00036972+0.00033499i,-3.8591e-05-0.00015614i,0.0003499-5.2721e-05i,-7.4488e-05+1.6672e-05i,-0.00027527-0.00016515i,-3.3152e-05+0.00019604i,-0.00010977+0.00054784i,-0.00078597+0.00053563i,-0.0012344-0.00027859i,-0.0010188-0.00062615i,-0.00039835+9.6726e-05i,-0.00020386+0.00038258i,-0.00055254-8.7016e-05i,-0.00041796-0.00031972i,0.00019507+0.00026706i,0.0011897+0.00024802i,0.0012267+8.2975e-05i
