-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
-0.00049564+0.00097094i,0.00017511+0.00072735i,0.00033725+0.00024534i,-7.9226e-05-0.0011002i,-0.00072882-0.0012703i,-0.0011344-0.00076972i,-0.00034144-0.00029293i,0.00037227-0.00072953i,-3.7668e-05-0.0015944i,-0.00053181-0.0011146i,-9.6007e-05-0.00015865i,-0.00020543+0.00018523i,-0.00039458-0.00019184i,-0.00033822-0.00032724i,0.00022059-0.00048589i,0.00033831+0.00042625i,-0.00015008+0.00094327i,0.00051899-1.5416e-05i,0.00066673+2.8162e-05i,0.00038495-0.00070489i,0.00057701-0.0011701i,0.0009303-0.00076853i,0.0010925-0.00045963i
0.0017211-0.00044564i,0.0020241-0.00045957i,0.0025296+0.00018994i,0.0014913+0.00067388i,0.00024371+6.1976e-05i,-0.00046393-0.0007351i,-0.00072179-0.0011239i,0.00036293-0.0012893i,0.0011123-0.0016738i,0.00073964-0.0014962i,6.8881e-05-0.00090953i,0.00021057-0.000324i,0.00032461-9.2871e-05i,-4.7261e-05-0.00032067i,-0.00055329-0.00073223i,-0.00036392-0.00087671i,-0.00012725-0.00054241i,-0.0001119-0.00071953i,-0.00030975-0.00032881i,-0.00024144+0.00030317i,0.00015843+0.00036037i,0.00025573+0.00022647i,0.00039133-8.0819e-05i
-0.00011545+0.0001295i,7.8645e-05+0.00038209i,0.00028564+4.5787e-05i,0.00043508-0.0004458i,0.00032689+2.3532e-05i,0.0003389+0.00011188i,0.00052986-0.00044689i,0.0012913-0.0014052i,0.0012908-0.0013359i,0.00015779-0.00050542i,-0.00024145-7.1749e-05i,0.00032675+4.8651e-05i,0.00034735+0.00010722i,-5.5833e-05-0.00015872i,2.7988e-05-0.00037794i,6.1388e-06-0.00020554i,-0.00029323+0.0004558i,-0.00040926+0.00081726i,0.00022616-8.4756e-05i,0.0002665-0.00051406i,0.00014249-0.0004205i,0.00036974-0.00039369i,0.00048364-1.0251e-05i
0.00027782-0.0013331i,0.00097558-0.0019076i,0.00089492-0.0016253i,0.00024063-0.00091015i,0.000114-0.00063063i,0.00018567-0.00098218i,-0.00027132-0.0020253i,-0.00041649-0.0024108i,-7.6063e-05-0.0025024i,0.00046747-0.0021409i,0.00030453-0.00081589i,-0.00062561-0.00050851i,-0.00092011-0.00079175i,-0.00080328-0.00088828i,-0.0011736-0.0010577i,-0.00077719-0.00088043i,-0.00021917-0.00064244i,0.00014464-0.00039342i,0.00079514-0.00018142i,0.00019934-9.9083e-05i,-4.4918e-05+0.00056016i,0.00018246+0.00065973i,0.00015606-7.1696e-05i
-0.00017696+0.0016671i,-0.00032106+0.0018786i,0.00038163+0.0014602i,0.00037173-0.00040638i,-0.0005127-0.001386i,-0.00090102-0.0013936i,-0.00015282-0.0018007i,0.00056917-0.0029344i,0.00030855-0.0030927i,1.1721e-05-0.0016973i,9.2625e-05-0.00062461i,0.00021686-0.0013417i,0.00012797-0.0017369i,-5.9757e-06-0.00036641i,-0.00026322+0.00065887i,-0.00030757+0.00065421i,-0.0006053+0.0002603i,-0.0003645+0.0005924i,7.6798e-05+0.00030886i,0.0006335-0.00040726i,0.0013943+0.0002326i,0.0010469+0.00062276i,0.00029783-8.5878e-05i
-0.00059312-0.00095034i,-0.00054151-0.0010278i,0.00030767-0.00070986i,0.0012862-0.00024151i,0.0014634+0.00037353i,0.0014434+6.1445e-06i,0.00098244-0.0010599i,0.0003789-0.002087i,-0.00019997-0.0024267i,-0.00033629-0.0016935i,2.4223e-05-0.0010261i,0.00037611-0.00053415i,0.00079621+5.6208e-06i,0.00039051+5.1717e-05i,-0.00075059-0.00010466i,-5.0755e-05-0.00027688i,0.00020124-0.00056256i,-0.00077579-0.00077768i,-0.00049693-0.00026201i,-7.0205e-05-4.4002e-06i,0.00043073-0.00062927i,0.0010355-0.0011004i,0.00057829-0.00087294i
0.0017135-0.00014837i,0.0031096+0.00043044i,0.0026575-0.00026862i,0.00080401-0.0014228i,-0.00012122-0.0011854i,0.00022192-0.00031397i,0.00031321-0.00019439i,-0.00034594-0.00084831i,-0.00070485-0.0011308i,-0.00072693-0.00069292i,-0.00071187-2.4127e-06i,-0.00025164+0.00013277i,6.731e-05-0.00015369i,-1.4446e-05-0.00010418i,-0.00040824-0.00049898i,-0.00028416-0.00096429i,0.00022995-0.00061876i,0.00051607+0.00048143i,0.00055416+0.00067106i,0.00048121+5.5577e-05i,0.00084556-0.0002376i,0.00034917-7.8602e-05i,-0.00015481+0.00028143i
-0.0018664+0.0010952i,-0.001833+0.00096667i,-0.00045605+0.0010434i,0.0014368+0.0010666i,0.0019866+0.00077311i,0.0018041-0.00043423i,0.00066434-0.0012524i,0.00029811-0.0017146i,0.00018509-0.0019229i,-3.8039e-05-0.0011747i,0.00034801+3.9961e-05i,0.00012743+0.00029767i,-0.00052556+0.00043504i,0.00015498+0.00053224i,0.00073863+0.0002652i,0.00062335+6.8943e-05i,0.00053826+0.00020863i,0.00093392+0.00028158i,0.00088396+0.00042923i,0.00045158+0.00052861i,0.00020741-0.00035392i,0.00020911-0.00072459i,0.00071356+1.2122e-05i
0.0019024+4.0593e-06i,0.0030037+0.00041926i,0.001716-8.4584e-06i,-0.00035049-0.0011432i,-0.00056873-0.0010944i,-0.0008421-0.00032424i,-0.00066796-0.00061374i,0.00055342-0.0013107i,0.001195-0.0014531i,0.00065841-0.0010594i,-1.5478e-05-0.0010905i,-0.0003397-0.00088271i,-0.00055037-0.00030732i,-0.00026268-0.00047164i,0.00069553-0.0004745i,0.00071951-0.00019268i,3.7606e-06+0.00015926i,-0.00044687+0.00024196i,-0.00085182+5.6673e-05i,-0.00037924+8.2222e-05i,0.00071456-0.00025852i,0.00051595-0.00082627i,9.5583e-05-0.00063179i
-0.0010665-0.0010509i,-0.00061966-0.00095106i,-0.00046429-0.00016677i,-0.00078901+0.00042003i,-0.00116+0.00081586i,-0.00023487+0.00050601i,0.00018932-0.00046238i,0.00070631-0.001757i,0.0014725-0.0022469i,0.00050812-0.0014315i,-0.00028249+8.3715e-07i,-0.00051422+0.00015104i,-0.00034858-0.00032577i,-0.00034545-7.4156e-05i,-0.00031585+0.00044709i,0.00092659+0.00055981i,0.0012973+0.00017282i,0.0002496-0.00019565i,-0.00023466-0.00049865i,0.0001148-0.001017i,-8.9154e-05-0.0011928i,7.5447e-05-0.00081059i,0.00048544-0.00048953i
0.0025975+1.8162e-05i,0.0031977+9.4847e-05i,0.0020848-0.00069036i,0.0003583-0.0014434i,-1.8301e-05-0.0015563i,-0.00017355-0.0016159i,-0.00017103-0.0019322i,0.00046387-0.0019644i,-0.00032247-0.0021398i,-0.0005932-0.0016613i,0.00021755+3.8625e-05i,0.00029689+0.00013616i,0.00088495-0.00051972i,0.00049421-0.0002176i,-0.00022298+0.00062038i,-0.00035584+0.001203i,-0.0012535+0.0002247i,-0.0017862-0.0001304i,-0.001005+0.00025526i,2.167e-05+0.00028232i,0.00044078-8.016e-05i,0.00053399+0.00023531i,0.00088434+9.4596e-05i
-0.0016884+0.00085593i,-0.0012967+0.001249i,-0.0007439+0.00046274i,-0.0011317-0.00032063i,-0.0012593-6.9074e-06i,-0.00090546-0.0003246i,-1.065e-05-0.0013086i,0.00073009-0.0017644i,0.00052062-0.0018334i,-0.00069288-0.0012901i,-0.0013376-0.00024311i,-0.0010333-0.00018042i,0.00011179-0.00043781i,0.000642-0.00048218i,0.00040125-0.00087197i,-0.0002894-0.0002479i,-0.00072292-1.122e-05i,-0.00035564+0.00034557i,0.00099949+0.0010742i,0.0015343+0.0013708i,0.00044637+0.0010358i,-0.00025025+0.00045264i,0.00016155+0.00019099i
0.0024329-0.0019919i,0.0030847-0.0010501i,0.0030055-0.00038717i,0.0017506-0.00046622i,0.00058873-0.00096936i,0.00066663-0.0013221i,0.00079424-0.0011506i,0.00066064-0.002379i,0.00058043-0.0034811i,0.00044991-0.0027377i,-9.6112e-05-0.001491i,-0.00032424-0.00035916i,-0.00010577+0.00055265i,0.00021151+0.00055306i,0.00060735-0.00015335i,0.00056954-0.0007155i,0.00065641+9.3943e-05i,0.0012871+0.00023895i,0.0008397-9.0606e-05i,0.00014826-7.704e-05i,0.00059899-0.00027122i,0.0013215-4.846e-05i,0.00067249+4.9265e-05i
-0.00087026-0.00051535i,-0.0012688-0.0002647i,-0.00099081-7.7344e-05i,-0.00059144+0.00018794i,-0.00070299+9.9974e-05i,-0.00027593-1.1582e-05i,0.00074101-0.0005585i,0.0012533-0.0015612i,0.00063782-0.0025403i,-0.00031949-0.0011088i,3.7303e-05+0.00091965i,-1.9511e-05+0.00096367i,-0.00059601+0.00058214i,-9.6323e-05-0.0001236i,0.0003703-0.00042441i,0.00029065-0.000671i,0.0002895-0.00098016i,0.0001336-0.00081463i,0.00018603-0.00055161i,0.00054013-5.3905e-06i,0.00083663+0.00042718i,0.0008219+0.0003513i,0.00060148-4.8708e-05i
0.0023458-0.0013544i,0.0023162-0.00184i,0.0020232-0.00067325i,0.001672-0.00041805i,0.0012935-0.00086202i,0.00095462-0.00091533i,0.00083867-0.0010312i,0.00058701-0.0015878i,4.6546e-05-0.0014621i,-0.0004126-0.00096107i,0.00047637-0.00017189i,0.0010096-0.00010464i,0.00043243-0.00052707i,0.00048467-2.699e-05i,0.00052286+0.00032468i,0.00052245-0.00016707i,0.00039561-0.00015659i,-0.00028317+0.00017855i,-0.00076547-0.00022418i,-0.00088356-0.00095692i,-0.00026355-0.0005968i,0.00062879-0.00053995i,0.00030345-0.00083634i
0.00035808+0.0021212i,0.00074108+0.0023199i,0.00033057+0.001923i,7.7893e-06+6.4807e-05i,0.00018923-0.0010361i,0.00033728-0.0004292i,-5.441e-06-0.00052166i,-6.1398e-05-0.0012133i,-0.00043012-0.0012361i,-0.0006847-0.001052i,8.2202e-05-0.00096949i,0.00076329-0.00061288i,0.00047143+4.407e-05i,0.00014147+4.2002e-05i,-0.00031004-0.00047937i,-0.00012987+0.00024853i,0.00054633+0.00038991i,0.0002707-0.00056404i,-2.343e-05-0.00080904i,0.00049455-0.00049445i,0.00058039-0.00075877i,0.00040816-0.0014261i,0.00021271-0.0014219i
0.00073255-0.0010087i,0.0010029-0.002353i,0.0018533-0.0021637i,0.0020854-0.0013921i,0.0015428-0.0011508i,0.0012809-0.0017805i,0.0011556-0.0020244i,0.001619-0.002058i,0.001167-0.0024694i,-0.00050158-0.0020843i,-0.00066094-0.0016411i,-0.00038088-0.00093534i,-0.0002295-0.00046906i,-7.1228e-05-0.00017752i,-0.00063358-0.00010147i,-0.00038959-0.00033122i,0.00029481+0.00075668i,-0.00013164+0.00075639i,-0.00072601-0.00026449i,-0.00042105-0.00022076i,-0.00020921+0.0006621i,0.00036741+0.00078329i,0.00079651+0.00013587i
7.1965e-05+0.0011922i,0.0015233+0.0018886i,0.0016651+0.001335i,0.0012692+0.00067946i,0.00077397+0.00052222i,0.00090834+0.00040689i,0.00089886-0.00041429i,0.00074413-0.0016238i,0.00055051-0.0017624i,-0.00047426-0.0010654i,-0.00080584-0.00056012i,-0.00052409+7.7936e-05i,0.00043319+7.0185e-05i,0.00069784+0.00013484i,0.00029888+0.00040292i,5.2466e-05+0.00021203i,-0.00038776-0.0004433i,-0.00057694-0.0016039i,-0.00017981-0.0014291i,-0.00032077-0.00058909i,-0.00037925-0.00060685i,-7.1047e-06-0.00041794i,0.00045036+0.0001724i
-0.001117-0.0017093i,9.2746e-05-0.0019208i,0.00015628-0.0014026i,0.00068107-0.00060283i,0.001656-0.00031991i,0.0012464-0.0012405i,-0.00029198-0.0021668i,-0.00012776-0.0020702i,0.00026506-0.0021576i,9.9244e-05-0.0022025i,0.00030664-0.0015916i,0.00064797-0.0011439i,0.0010459-0.0008129i,0.0011055-0.0002853i,0.00034292-3.9077e-05i,-0.000414-2.8326e-05i,-0.00011598-0.00026075i,0.00045622-3.2885e-05i,0.0003156+0.00022899i,0.00052941-0.00033849i,0.0012638-0.0009276i,0.0008599-0.00051451i,0.0001861-2.2384e-05i
0.0029599+0.0005726i,0.0039344-2.6346e-05i,0.0023424-0.00027697i,0.0011791-0.00054241i,-7.4761e-05-0.0014093i,-0.0013052-0.001708i,-0.00080975-0.0012087i,2.7422e-05-0.00095834i,0.00050042-0.001271i,-0.000128-0.0017243i,-0.00075729-0.0010338i,-0.00027029-0.00028758i,0.0003291-6.7448e-05i,0.00081208-0.00030289i,0.00050572-0.00034854i,-8.6148e-05-0.00027333i,0.00013133-0.00030475i,5.4359e-05-0.00014749i,0.0004733-0.00025863i,0.0013733+0.00018633i,0.001256+0.00052251i,0.0012222+0.00025726i,0.00088316+0.00067834i
-0.0018942-0.0017263i,1.7214e-05-0.00030623i,0.00075275+0.0011139i,0.0013962+0.0010674i,0.00082378+0.00037483i,0.00056311-0.00092606i,0.0015283-0.0018518i,0.0012697-0.0018989i,0.00066704-0.0016878i,-0.0002628-0.0011693i,-0.0011455-0.0012893i,-0.00090013-0.0010669i,5.2505e-05-0.00059037i,0.00054481-6.113e-05i,-0.00059163+0.00038635i,-0.0012736-3.5864e-05i,-0.00054077-0.00061197i,0.00058615-0.00041331i,0.00098806-0.00030961i,0.00014399-0.00012692i,-0.00058287+0.00025157i,-0.00058242+0.00079301i,-0.00072931+0.0010392i
-0.0033987-0.0026211i,-0.00035249-0.0018202i,-0.00034943-0.00049895i,-0.00021417+0.00041732i,0.00023587+0.00056116i,0.00089041-0.00055182i,0.00019348-0.001174i,-0.0005417-0.0015402i,-0.00051651-0.0022501i,-0.00061926-0.0022722i,9.2119e-05-0.0014511i,0.00011197-0.000691i,-0.00071882-0.00052095i,-0.00054782-0.00045571i,-0.0005815-0.00055273i,-0.00077745-0.0011974i,-0.00029833-0.0008002i,-4.4969e-05-0.0005608i,-1.9512e-05-0.00098467i,-5.3049e-05-0.00079059i,2.2309e-05-0.00048273i,-0.00013747-0.00046332i,-0.00036568-0.00043084i
0.00097107+9.3851e-05i,8.9233e-05-0.0004282i,0.00057681-0.00076026i,0.00079728-0.00021107i,-0.00012686-8.2354e-05i,-0.00053664+0.00028654i,-0.00025732-4.3804e-05i,0.0004323-0.001143i,0.00010849-0.001421i,-0.00023022-0.00096068i,-0.00027811+2.5042e-05i,-0.00037792+0.00030424i,-7.024e-05+0.00039634i,0.00029638+0.00036795i,6.1336e-05-0.00041562i,-5.5806e-05-0.00032736i,-0.00015708+5.8491e-05i,-0.00032021+0.00047617i,0.00016873+0.00042962i,0.00058916+0.00023029i,0.0015192+4.6294e-05i,0.0012889+0.0001072i,-3.7129e-05+6.8971e-05i
0.0024255-0.00039448i,0.0014391+0.0012648i,0.00026556+0.0013455i,-3.2413e-06+0.00025288i,0.00011956-0.00012783i,0.00017421-0.00020317i,0.00084411-0.00021818i,0.0014786-0.00064727i,0.0010327-0.0014465i,-0.00015676-0.00085817i,-0.00058478+0.00021115i,7.6051e-05+0.00071218i,0.00046767+0.00070134i,0.0002135-0.00047968i,-5.9168e-05-0.0011062i,-0.00022927-0.00071395i,-1.7618e-05-0.00057958i,0.0008565+0.00022472i,0.0017471+0.00086564i,0.0015542+0.00076855i,0.0016+0.0011306i,0.0016131+0.00096964i,0.00083571+7.5349e-06i
0.001458+0.00030959i,0.00086774-0.00077283i,0.0010287-0.0017348i,0.00055621-0.0022864i,-0.00069016-0.0023461i,-0.00099502-0.0012091i,0.00045205-0.00013039i,0.0018936-0.00040043i,0.001679-0.0010984i,0.00043108-0.0012743i,-0.00045723-0.00076908i,-0.000142-0.00063616i,0.00034509-0.00052382i,-5.7547e-05+0.00010592i,-0.00033217+0.00017225i,0.00041078-0.00081929i,0.001411-0.00078583i,0.0015964+5.1363e-05i,0.00070763+0.00049928i,0.0003225+0.00048004i,0.00072092+0.00065944i,0.00047993+0.0003878i,-0.00019773-0.00014077i
0.0012512-0.00046471i,0.0017051+0.00057746i,0.00089132+3.7238e-05i,-0.00032527-0.00021778i,-0.00056587+0.000601i,0.00029628+0.00070504i,0.00049305-0.00067245i,0.00029745-0.0015786i,3.5103e-05-0.0014431i,-0.0010253-0.0010962i,-0.0013429-0.00072487i,-0.00049003+0.00013689i,-0.00077384+0.00062203i,-0.001245-9.3693e-05i,-0.0006964-0.00084474i,-0.0003391-0.00047693i,-0.0004408-0.00031944i,7.3324e-05-0.0010156i,0.00030562-0.0011316i,0.00038714-0.00056485i,0.00038748-7.0192e-05i,0.00026157+2.086e-05i,0.00073378+3.8266e-05i
6.3087e-05-0.00088163i,-0.00041677-0.00054593i,2.7282e-05+0.000256i,0.00027831+0.00026575i,0.00015249-0.00088907i,-0.00013634-0.0012814i,0.00034973-0.00086124i,0.00065945-0.0013186i,0.00036323-0.0018395i,3.8523e-05-0.0017654i,-0.0001793-0.00072104i,0.00023433-0.00017948i,0.00027829-0.0006066i,-3.9711e-05-0.00063152i,-0.00020481-0.00066859i,-0.00068058-0.00021431i,-0.00031762+0.00019335i,-7.1808e-05+0.00043529i,2.5686e-05-4.3488e-05i,0.00011167-0.00045342i,0.00049929+0.00010119i,0.00065398+0.00037736i,6.4608e-06+0.00060933i
0.00028951-0.00060467i,0.0021312-0.00072957i,0.0024628-0.00073221i,0.0013249-0.00046801i,0.00043114+1.947e-05i,0.00051963-0.00052141i,0.001441-0.0015307i,0.0016847-0.0016889i,0.001255-0.0013395i,0.00066477-0.0011275i,-4.0953e-05-0.00077616i,-0.00031166-0.00037803i,-0.00011515-0.00094572i,0.00014417-0.001021i,-7.7341e-05-0.00075765i,-0.00067934-0.00080606i,-0.00027557-0.00024841i,0.00047368-0.00021461i,0.00093293-0.00030395i,0.00045091+0.00039567i,-0.00022869+0.00014745i,-0.00024811-0.00022374i,3.9586e-05-0.0005491i
0.0014307+0.00069624i,0.00059142+0.0010996i,-0.00024628+0.00015497i,-0.00081884-0.00025023i,-0.00086148-1.321e-05i,-0.0012388+0.000212i,-0.0010465-0.00040371i,-0.00014121-0.001487i,0.00035733-0.0019442i,-0.00019311-0.0017583i,-0.00049191-0.0012054i,-0.00022084-0.00032582i,0.00044181+0.0002484i,0.00059311+0.0012157i,-1.6626e-05+0.0012254i,-0.00035709-1.1505e-05i,-1.8752e-05-0.00063712i,0.00017022+0.00046003i,-0.00037668+0.0013993i,-0.00035199+0.00091128i,0.00074304+0.00057679i,0.00094662+0.0004341i,0.00049703-2.9223e-05i
0.001793+0.00026168i,0.0016306-0.00031784i,0.0014174-0.00071876i,0.00061689-0.00089642i,-2.4562e-05-0.0012174i,0.0010044-0.00090729i,0.0017446-0.00074803i,0.0012989-0.00114i,8.7389e-05-0.0020387i,-0.00048153-0.0021288i,0.00020391-0.0011185i,0.00046167+0.00041988i,-5.2066e-05+0.00065884i,-0.00036039-0.00039575i,-0.0005921+0.00026813i,-0.00057264+0.00066029i,-0.00018669+0.00016443i,0.0005324+0.00028004i,0.00056829+0.00023245i,4.2079e-05+0.00019252i,-0.00026307-0.00038658i,-0.00020855-0.0010108i,-0.00055391-0.00074792i
-0.0015286-7.4776e-05i,-0.00039138+2.2839e-05i,-4.7601e-05+0.00028475i,0.00036085+0.00051094i,0.00091127-0.00013865i,0.00068263-0.00084388i,0.0010936-0.0015404i,0.0018646-0.0018757i,0.0013297-0.0014977i,0.00022735-0.00061368i,0.00010262-0.00034858i,0.00035685-0.00039896i,0.00012701+2.1309e-05i,9.2239e-05-0.00014033i,0.00010889-0.00038852i,-0.00049922+0.00028721i,-0.00056365+0.00030103i,-0.00022609-0.00082543i,-0.00062614-0.00094573i,-0.0010059-0.00041272i,-0.00095895-0.00021324i,-0.00057152-6.0124e-05i,-0.000379+0.00012936i
-0.00091882-0.00035709i,0.00048412-0.00080896i,0.0020408+0.0001417i,0.0019679+0.00090067i,0.0015231+0.0013876i,0.0020006+0.00047295i,0.001917-0.0010899i,0.00067186-0.0016953i,0.00030382-0.0015475i,0.00095813-0.0010393i,0.00064046-0.00053044i,-0.00040868-0.0005103i,-0.00063722-0.00032512i,-0.00035558-6.8306e-05i,-0.00029233-0.00018593i,0.00023548-0.00030321i,0.0010026-0.00038692i,0.00084379-0.00052526i,0.00030445-0.00044253i,0.00036355-0.0003535i,0.00029623+0.00029119i,3.7071e-05+0.00036347i,-0.00049904-0.00039631i
-7.4023e-05+0.00036594i,5.3638e-05+0.0012335i,0.0002388+0.0010373i,-4.7957e-05+0.00055423i,-0.00018773-0.00026758i,-0.00032826-0.00059464i,-0.00037559-0.00056077i,0.00050161-0.00090501i,0.0013806-0.0014427i,0.0011088-0.0012227i,0.00047636-0.00080501i,0.0003147-0.00075107i,-2.6225e-05-0.00053023i,-0.00037405-0.00019216i,-4.6008e-05-0.00017659i,1.8834e-05-0.00046067i,0.00038969-0.00012443i,0.00045603+0.00049209i,0.00027104+0.0004115i,0.00038552-8.7975e-05i,0.00075634-0.00080427i,0.00040477-0.0011386i,0.00011252-0.00039807i
0.0011824+0.0013009i,0.0009805+0.00011556i,0.0022969+0.00019918i,0.0024116+0.00014853i,0.0015226-0.0012047i,0.0007935-0.0021474i,0.00058265-0.0027347i,0.0015091-0.0023463i,0.0017257-0.0018957i,0.0007306-0.0023897i,-0.00021423-0.0015897i,-0.00045485-0.00025398i,3.133e-07-0.00024813i,0.0002027-0.0013191i,0.00030512-0.00097265i,0.00012634+0.0003588i,-0.00024725+0.00033093i,-7.9274e-05+0.00027705i,-0.00024751+0.0004782i,0.00037665+5.933e-05i,0.00089119-0.00038025i,5.6346e-05-0.0006734i,-0.0004158-0.00073102i
-0.00049905+0.0013583i,-0.00083511+0.00067347i,0.00057802+0.00014442i,0.0022595+0.00053443i,0.0017597+8.1874e-05i,8.8105e-05-0.00083401i,-0.0003655-0.0013082i,0.00026498-0.0015104i,0.00017208-0.0017681i,-0.00075722-0.0013481i,-0.00093725-0.00053547i,-0.00019789-0.00021759i,-0.00042635-3.0404e-05i,-0.00079327-0.00013022i,-0.00065348-0.00041233i,-4.615e-05-0.00056293i,-0.00013712+0.00017744i,-0.00051291+0.00053158i,-6.3948e-05+0.00057677i,-0.00030755+0.00033013i,-0.00057166-2.3117e-05i,-3.1054e-05+0.00029103i,0.00072169+5.9675e-05i
0.0015746+0.0010863i,0.0016099+0.0005199i,0.0011975-0.00077194i,0.0019556-2.175e-05i,0.0012492+0.00053088i,-0.00026878+3.9906e-05i,0.0002836-0.0011889i,0.0010481-0.001697i,0.00074526-0.0015904i,-8.9084e-05-0.0016951i,-0.00059233-0.00094858i,-0.0006887-0.00061401i,-0.0010743-0.0007678i,-0.00052756-0.0009382i,-0.00031855-0.00059057i,-0.00077451-0.00031188i,-0.00041443-0.00051121i,-0.00024759-0.00053077i,-0.00042476-0.00086235i,0.00017311-0.0010329i,0.00071229-0.00037895i,0.00063816+0.00018559i,0.00071024-3.4845e-05i
0.0006162-0.0013573i,8.0716e-05-0.00094238i,-0.00058223-0.001428i,-0.00083508-0.0012815i,-0.0010195-0.00078932i,-0.00043206-0.00070698i,0.00026876-0.0014226i,0.00082984-0.0017755i,0.00038593-0.0013667i,0.00010793-0.0018176i,0.00054613-0.0017339i,0.00038264-0.00084234i,-6.1034e-05-0.00063649i,-0.0003379-0.00021647i,-0.00058676+0.00032245i,-0.00040121+0.00017676i,1.3108e-05-0.00013958i,0.00046694-0.00063296i,0.00077156-0.00094331i,0.00053301-0.0011236i,0.00017891-8.3053e-05i,-0.00041538+0.0014374i,-0.00013923+0.0014201i
0.0018227+0.0011984i,0.00276+0.00053043i,0.0030907-0.00035769i,0.002531-0.00030509i,0.00091555-0.00049584i,0.00017483-0.0016695i,7.9358e-05-0.0029934i,0.00032881-0.0029564i,0.00088233-0.0022798i,0.0011063-0.0015741i,0.00067712-0.00092916i,0.00055463-0.0006624i,0.0002729-0.00074037i,-5.7933e-05-0.00072847i,0.00019713-0.00062492i,0.00019252+0.00024175i,-2.8135e-05+0.0010845i,0.00034296+0.0010587i,0.00060304+0.00046966i,0.00063389-0.00054935i,0.00036825-0.0010723i,-0.00032754-0.00092557i,-8.4732e-06-0.00069907i
-0.00091105-0.00092772i,-0.0006911+0.00024073i,-4.8383e-05-0.00024274i,-0.00068428-0.0006809i,-0.0013512+6.8042e-05i,-0.00099971-0.00021253i,0.00020151-0.00083232i,0.00078491-0.0015141i,0.00070368-0.0020391i,0.00071957-0.0012904i,0.00019973-0.00050312i,9.8637e-05-0.0001681i,0.00021887+0.00013709i,-0.00015482+0.00030574i,-0.00041537+4.4676e-05i,-0.00020895-0.00035465i,-6.9396e-05+4.63e-05i,-0.00039612+0.00038233i,-0.00053015-0.00028121i,-0.0003893-0.00036728i,0.00025546+0.00062922i,0.00080125+0.00064926i,0.00063149-5.7429e-05i
0.0018179+8.8237e-05i,0.0015513+0.00013769i,0.0011573+0.00013288i,-0.00016755-0.00016104i,-0.00077012-0.0010955i,-0.00020276-0.0014477i,0.00047907-0.00089596i,0.00026096-0.0011128i,-1.303e-05-0.0025385i,0.00011251-0.0024252i,0.00063731-0.0010079i,0.00063929-0.00017124i,0.00014078-0.00028782i,-0.00053382-0.00024371i,-0.0011784+7.8238e-05i,-0.00032371-8.8199e-05i,0.00069879-0.00077432i,0.00097313-0.00031929i,0.00044461+0.00060865i,0.00036914+0.0009726i,0.00038457+0.00098938i,0.00030008+0.00070491i,0.0002906+0.00016493i
-0.0013697+0.00086027i,-0.0009176-0.00073675i,0.0007033+3.9479e-05i,0.0020847+0.00045978i,0.0018037+3.8423e-05i,0.0010236-0.0013619i,0.00071332-0.0026891i,0.0006011-0.0024277i,0.00059912-0.001073i,0.00086596-0.00048946i,0.00086763-0.00070521i,0.0010061-0.00065947i,0.0011266-0.00035992i,0.00066089-0.00051479i,0.00058446-0.00074117i,-0.00015127-0.00042033i,-0.00042609+9.0734e-05i,0.00021071+0.00063235i,0.0003874+0.00072426i,-8.7009e-05+0.00047545i,-4.0852e-05-0.00051532i,0.00064636-0.00095491i,0.00044023-0.00069563i
0.0031219+0.0022293i,0.0024188+0.0029556i,0.0012934+0.0012209i,0.0001849+0.00048244i,-0.00097218+0.00021934i,-0.00029942-0.00081687i,0.00041052-0.00085608i,0.00065966-0.00095266i,0.0011986-0.0013513i,0.00083083-0.0015578i,0.00032632-0.00054658i,0.00014764+0.00070787i,0.0002184+0.00058048i,0.00048614+4.193e-05i,0.00075854-0.00044637i,0.00085341-0.00054134i,0.00028257+0.00030168i,-0.00054026+0.00067965i,-0.00072513-0.00014599i,-0.00015053-0.00042442i,0.00050233+0.00015314i,0.00039524+0.00038684i,-0.00040364-0.00028864i
-0.00078146-0.0016526i,-0.00023733-0.0018841i,-0.00024746-0.0010114i,1.3686e-05-0.00066216i,0.0011029-0.00025196i,0.0016153+0.00010638i,0.0010136-0.0011261i,0.0010792-0.0017332i,0.0008758-0.0011822i,0.00012128-0.0012359i,-0.00036912-0.0013485i,-0.00049508-0.0004484i,-0.00022725+0.00051444i,-0.0004727-3.0002e-05i,-0.00065123-0.00063798i,-0.00043623-0.00011303i,-0.00011476+0.00052929i,0.00030339+0.00043536i,0.0012025+0.00045323i,0.0012988+0.0010197i,0.00090678+0.00070466i,0.0010159+0.00034569i,0.00085894+0.00020887i
