-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
0.0015913+0.00016008i,0.002442-0.00028444i,0.0029265-0.0017138i,0.002221-0.0022346i,0.00068976-0.0014446i,2.894e-05-0.00036606i,-0.00026111+0.00062595i,-0.00024567+0.00087766i,-0.00047294-0.00024089i,-0.00093338-0.0013564i,-0.00051584-0.00075925i,-0.00024709+0.00015017i,-0.00053656+0.0003658i,-0.00015327-3.1305e-05i,-7.88e-05-0.00074408i,2.0777e-05-0.00064919i,1.5457e-06-0.00017493i,-0.00038035-0.0002564i,-0.00071175+0.00021948i,-0.00096145+0.00075936i,-0.0001858+0.00057017i,0.00016871-3.3e-06i,-0.0002843-0.00069586i
-0.00023536+0.00049432i,-0.00043732-0.00061558i,-0.00023031-0.00088781i,-0.00047251-0.00031172i,-0.00094885+1.5749e-05i,-0.0018397-0.00034781i,-0.00098381-0.00083208i,-0.00032411-0.00031809i,-0.00066388+0.00024905i,-0.0004384+3.0723e-05i,-8.292e-05-0.0004159i,0.00055311-0.00038733i,0.00032658-0.00024781i,0.00045201+0.00028799i,0.00079172+0.0011398i,0.0006278+0.0010001i,0.00069251+0.00026724i,0.00045607-0.00021007i,-0.00016515-0.00040509i,-0.00016921-0.00039207i,0.00082776-0.00057297i,0.00087606-0.00124i,0.00029059-0.00055492i
0.00058052+0.00075547i,0.0018263-0.00021174i,0.0023057-0.00069328i,0.0024556-0.00076907i,0.0021104-0.0020645i,0.0013704-0.0023482i,0.00064742-0.0016507i,0.00022335-0.0010223i,-0.00026505-0.0010125i,-0.00060216-0.00059864i,-0.00075222+0.00030504i,-0.00042574+0.00070276i,-0.00014438+0.0006049i,-0.00021592+5.7632e-05i,0.0001398+8.8725e-05i,0.00033943+0.00063729i,0.00037883+0.0004025i,0.0004053+0.00041538i,0.00014783+0.00052606i,8.4578e-06-3.0132e-05i,0.00015667-0.00056293i,9.4419e-05-0.00062896i,-0.00019142-0.00021981i
-0.001625-0.001461i,-0.0020158-0.00017015i,-0.0022776+0.00027917i,-0.0019258+0.00023851i,-0.001249+0.0010907i,-0.00084241+0.0010396i,-0.00015261+0.00040732i,0.00026598-0.00011826i,-8.0411e-05-0.00063016i,-0.00015919-0.0013398i,0.0003149-0.0012516i,0.00017464-0.00048203i,0.00059838-0.00022336i,0.0007949-0.00021507i,0.00050128-0.00022466i,0.000856-0.00033008i,0.00059854-0.00043882i,0.00034492-0.00079203i,0.0007077-0.00013409i,0.00011073+0.00051397i,1.054e-06+0.00018809i,0.00074324-4.2481e-05i,-9.1642e-05-7.2311e-06i
0.0005304+0.00046745i,0.00085196-0.001024i,0.0013129-0.0013386i,0.0013023-0.0010317i,0.00044428-0.00016585i,0.00036133-0.00011216i,0.00092832-1.4059e-05i,0.00042053+3.9116e-05i,0.00022626-0.0009869i,0.00048462-0.0014348i,-0.00015948-0.00050347i,-0.0010874+0.00016252i,-0.00087456-8.0738e-05i,-0.00023318+3.4612e-05i,9.8619e-06+0.0008016i,0.00065958+0.00069221i,0.00049324+0.00021449i,3.4256e-05-6.3697e-05i,-0.00056814-0.00017551i,-0.00066662-0.00037678i,-7.9782e-05-0.00067691i,0.00044033-0.00042687i,0.00049055-0.00037125i
-0.00074097-6.7422e-05i,-0.0010707+0.00051206i,-2.7961e-05+0.00036016i,0.00060045-0.00048553i,0.00069489-0.0010267i,-2.8562e-05-0.0015589i,-0.00047091-0.0020746i,-0.00038468-0.0016974i,2.8333e-05-0.00040861i,0.00024255+0.00065756i,-7.1019e-06+9.6476e-05i,-5.1796e-05-0.00024133i,0.00013006-0.00028032i,0.00064102-0.0002515i,0.00088116-0.00023213i,0.00075738+0.00026909i,-0.00021229+0.00026742i,-0.00058075-0.0004946i,-8.5125e-05-0.00040934i,-6.2111e-05+0.00033169i,-0.00026892-0.00031483i,-0.00030775-0.0016711i,-0.00011512-0.0017271i
0.0016789-0.0017505i,0.0013351-0.0025254i,-0.00024539-0.0028489i,-0.0014008-0.0014913i,-0.0014862+0.00045958i,-0.00051609+0.0016712i,0.00052017+0.0018388i,-0.00031054+0.00085776i,-0.00048361-0.00036507i,-0.00041811-0.00023936i,-0.0007638-8.0795e-05i,-0.00069699+0.00023081i,-0.00043117+0.00076313i,-3.3381e-05+0.0004973i,0.00025044+7.1445e-05i,0.00074639+1.3008e-05i,0.00080675+0.00019812i,-4.2215e-05+2.1715e-05i,-5.3591e-05-6.8796e-05i,0.00021934+0.00050172i,6.1279e-05+0.00094846i,-0.00015832+0.00029931i,-0.00053447-0.00017088i
0.0011138-0.0011256i,0.0010887-0.0016897i,-0.00035472-0.0024792i,-0.0014528-0.0023918i,-0.0011971-0.0018505i,-0.0005933-0.0010808i,-0.00034645+0.00010035i,-0.00014731+0.00016222i,-1.0186e-05-0.0010092i,0.00025573-0.0010761i,0.00015248-0.00049826i,-0.00044047-0.00059189i,-0.00028642-0.00077235i,-0.00021135+0.00014143i,-0.0001656+0.00051866i,0.0012452-0.00053123i,0.0015414-0.00098264i,0.00075183-8.8852e-05i,0.00057105+0.00019147i,8.4354e-05-0.00023903i,-0.00044696+4.5767e-05i,-0.00041411+0.0001935i,0.00013961-8.0682e-05i
0.00040121-0.00012907i,0.0010129-0.00069051i,0.0013554-0.0017992i,0.00059403-0.0012514i,-0.00018076-0.00069627i,-0.00073694-0.00075098i,-0.0014078-0.00054339i,-0.0013332-0.00055029i,-0.0010093-0.00052818i,-0.00048159-0.00033415i,-0.00047958-0.00093636i,3.5077e-05+0.00015075i,0.00060108+0.00070341i,7.3842e-05-7.661e-06i,-0.00013731+5.9668e-05i,3.0974e-05-0.00025421i,0.00053582-0.00049492i,0.00081053-0.00045739i,0.00036338-0.00035893i,0.00027242-7.7744e-05i,0.00067401-3.2349e-05i,0.00045751+0.00011439i,-0.00048602+0.00032976i
-0.00157-0.00085992i,-0.00041506+0.00070586i,0.0008568+0.0024902i,0.00080093+0.0021037i,0.00039877+0.0016112i,0.001343+0.001231i,0.0010752+0.00039289i,-3.5855e-05+0.00028003i,-0.00075949+7.4617e-05i,-0.00099007+0.00010006i,-0.00087155+0.00017804i,-0.00049991-9.5381e-05i,0.00023828-0.00066766i,0.0012429-0.00055786i,0.0010829+2.3026e-05i,0.00016176+0.0003377i,0.0001582+0.00062556i,0.00037575+0.0008122i,0.00043513+0.00050865i,0.00043093-0.00064045i,-1.5601e-06-0.0011857i,-0.00067553-0.00057686i,-0.00058107+6.5484e-05i
0.00023192-0.00072885i,0.00055245-0.00096137i,1.6367e-05-0.0010722i,-0.0010796-0.0012565i,-0.0015739-0.0008201i,-0.00022624+0.00036926i,0.00044733-0.00012201i,-0.00032642-0.00088597i,-0.00080823-0.001455i,-0.00086379-0.0012293i,-0.00078622-0.00069409i,-0.00060159-0.00090899i,-0.0001701-0.00012828i,-2.8412e-05+0.00092678i,0.00028844+0.00090671i,0.00095904+0.00047235i,0.0017023+0.00012013i,0.00095528+0.00011961i,4.7833e-06+0.00024847i,-0.00029654+0.00062567i,6.182e-05+0.0011759i,0.00084573+0.00037594i,0.00057577-0.00026809i
4.8118e-05-0.0017946i,-0.00078117-0.0010054i,-0.00088234-0.00037086i,-0.001003+0.00070803i,-0.00082387+0.0017364i,-0.0011138+0.0010153i,-0.0015389-0.00017989i,-0.00059798-0.00097264i,-0.00016541-0.0010114i,-0.0010508-0.00082044i,-0.0010411-0.00020496i,-0.00032302+0.00048448i,0.00053378+0.00054381i,0.00071212-0.00012279i,0.00090685-0.0010693i,0.0009212-0.0009905i,0.00033589-0.00046919i,8.313e-05+0.00015823i,0.00066865+0.00011104i,0.0011907-0.00052116i,0.00037904-0.00053227i,-0.0006636-0.00033855i,-0.00039687-0.00065185i
0.00012049-0.0016236i,0.00042476-0.001802i,6.9046e-05-0.0018178i,-0.00054865-0.00141i,6.7771e-05-0.00088556i,0.00020022-0.00072113i,-0.00027144-0.00068635i,-0.00078789-0.001137i,-0.0011415-0.00051381i,-0.0011571+0.00034694i,-0.0010547+0.00029883i,-0.00045386+0.0004019i,7.7676e-05+0.00060421i,-7.5354e-05+0.00035965i,0.00042871-0.00040598i,0.00084456-0.0004353i,0.00035228-7.4023e-05i,0.00047123+0.0003618i,0.00094502+0.0002428i,0.00090102-4.6594e-05i,0.00024838-0.00026111i,-0.00031226-0.00037203i,-0.00034172-1.3105e-05i
0.00017311-0.00032804i,-6.5637e-05+0.00019878i,0.00028476+0.00083349i,0.00062283+0.00095342i,0.00015668+0.00054439i,4.038e-05-6.5304e-05i,0.00097662+0.00012849i,0.00055904+0.00064342i,-0.00045069+0.00017548i,-0.00026197-0.00031986i,-0.0002016+0.00012258i,-0.00068615+0.00035898i,0.00020955-0.00012108i,0.0010946+0.00017259i,-0.00010598+0.00049798i,-0.00076387-0.00041446i,-5.4922e-05-0.00023375i,0.00027479+0.00062427i,0.00044715+0.00036066i,-3.1835e-05-8.5354e-05i,-9.8001e-05-0.00035827i,0.00069312-0.0004243i,0.00095992-0.00098776i
0.0021425-0.00051664i,0.0014819-0.0028027i,0.00054995-0.0032824i,-0.0013118-0.0025135i,-0.0016861-0.0014394i,-0.0017259-0.00079334i,-0.0015556-0.0006651i,-0.00053443-0.0001065i,-1.8467e-05+6.4748e-05i,-0.00023026-0.00036108i,-0.0002431-0.00010225i,-0.00022013+0.00041228i,0.00030424+0.00023231i,0.00084464-0.00017581i,0.00084705-0.00039068i,0.00044888+0.00015029i,0.00015269-7.3031e-05i,2.9787e-05-0.0011686i,-0.00012528-0.0010696i,-0.00076975-0.00029002i,-0.00056572+0.0002389i,0.00043198+0.00071366i,0.00019934+0.00038398i
-0.0013097+0.0013518i,-0.00023336+0.0038228i,0.00036377+0.0046093i,0.00046916+0.0025228i,0.00074597+0.0011984i,0.00013968+0.00074095i,-0.0009303+0.00031363i,-0.0014681+0.00021405i,-0.0015809+0.0007513i,-0.00099877+0.0016695i,-0.0010501+0.00099171i,-0.0008519-7.9892e-06i,-0.00012013-0.00024948i,-0.00021176+0.00010632i,-0.0006121+0.00071581i,-0.00016643+0.00061539i,-0.00012376+0.00043313i,-0.00017363+6.6887e-06i,2.9776e-05+0.00017361i,-0.00017133-0.00028735i,-0.00016554-0.00098262i,-0.00057378-0.00076059i,-0.00092056-0.00068257i
-0.0013138+0.00046807i,-0.0016456-0.0003221i,-0.00045395-0.0011375i,0.00080787-0.0012088i,0.00088655-0.00070826i,0.00030296-0.00057291i,0.00036487-0.00066452i,0.00010605-0.00062165i,-0.00035382-0.00049482i,-0.0003182-0.00013297i,0.00032644+0.00047896i,-0.00013619+0.00037436i,-0.00081177+0.00052283i,-0.00093854+0.00091152i,-0.00071602+0.00033066i,-6.9752e-05+2.7728e-07i,0.00053911-0.00024306i,-0.00024695-0.00030228i,-0.0010271-0.000353i,-0.00029828-0.00016161i,0.00023526-0.00027621i,-0.00030925-0.0011384i,-0.00038447-0.000947i
-0.0014437+0.0015797i,0.00031185+0.0034382i,0.00072344+0.0042207i,0.00089235+0.0037848i,0.0018105+0.0027121i,0.0020339+0.00054032i,0.00094267-0.00036829i,-0.00037916-0.00012276i,-0.0011397-0.00040953i,-0.0012455-0.00059118i,-0.00037052-0.00022817i,0.00049675+9.5817e-05i,0.00016226+8.5248e-06i,-0.00039782-0.00019749i,-0.00036586+1.4823e-05i,-0.00036401-9.8252e-05i,-0.00018715-0.00040787i,0.00013521+0.000131i,7.954e-05+0.00037622i,0.00036338+0.00010154i,0.00023837-8.6465e-05i,-0.00012962-0.00033841i,0.00011087-0.00042595i
-0.0017963+0.00051693i,-0.0015061+0.00010211i,-0.00083234-3.2205e-06i,-0.00029441+0.00010228i,0.00044358-0.00036002i,0.00066627-0.00068177i,0.00053849-0.00046848i,0.00019784+5.402e-05i,-0.00078541+0.0004649i,-0.00078515-0.00014125i,-0.00031168-0.0011187i,-0.00068275-0.0014351i,-0.00057049-0.001123i,0.00023092+4.8994e-05i,0.00035503+0.00045916i,0.000351+0.00044914i,0.00030687+7.9894e-05i,0.0006659-0.0002335i,0.000808-0.00047597i,0.00083195-0.0010246i,0.00048105-0.000381i,-0.00013751+0.00046174i,0.00013961+0.00023648i
0.0022796+0.00034217i,0.0035282-0.00070273i,0.0033776-0.0016823i,0.0020702-0.0017589i,0.00073152-0.00060385i,0.00024086-0.00014792i,-0.00022951-0.00045472i,-0.00018483-0.00041251i,0.00013436-0.00016076i,-4.6389e-05-7.338e-05i,-0.00056177-3.5816e-05i,-0.00080961-0.0003116i,-0.0001646-0.00027075i,0.00060089+0.00015039i,0.00055466+0.000208i,-0.0003704-0.00053294i,-0.00042956-0.00101i,0.00013752-0.00011265i,-0.00012722+0.00012156i,-0.00090725-0.00025153i,-0.00085567-0.00047647i,-0.0004785-0.00055476i,-0.00059302+9.8953e-05i
0.0012325-0.00051279i,0.00024347-0.00062618i,0.00042028-0.00018198i,-0.00013267+0.00016305i,-0.00071591-3.545e-05i,-0.0012743+0.00082744i,-0.0012508+0.001747i,-0.00034401+0.0013319i,0.00013878+0.00032522i,-0.00035139-0.00011025i,-0.0011115+4.3099e-05i,-0.00090063+0.0004273i,0.00037102+0.00012967i,0.00086576+0.00020488i,0.00048078+0.00024023i,0.00014318-0.00029322i,4.8912e-06-0.00043839i,-0.00025732-0.00039189i,-0.00026048+0.00033977i,-0.00021894+0.00069938i,0.00021304+3.411e-05i,0.00085662-0.00016843i,0.00047326-0.00094262i
0.00070112+0.0012839i,0.0018247-0.0015749i,0.0026199-0.0028095i,0.0015483-0.0028761i,5.3411e-05-0.00233i,-0.00048045-0.0015816i,1.3308e-05-0.0002914i,-4.733e-05+0.00098561i,-0.0012917+0.00065199i,-0.0019715-0.00073274i,-0.0012286-0.00092931i,-0.00033257+0.00013574i,-0.00045325+0.00040344i,-0.00052283-4.1655e-05i,-0.0001388+1.2571e-05i,9.4768e-05+0.00037199i,-0.00018599+0.00079043i,-0.00035303+0.00085581i,-0.00017338+0.00057795i,-0.00011471+0.00023129i,-0.00011636-0.00026093i,2.3629e-05-0.00024294i,-2.1326e-05-0.00024948i
-0.00021628+0.0019009i,0.00060308+0.0023743i,0.0016726+0.0021488i,0.0017768+0.00079202i,0.0010818+9.0579e-05i,-9.775e-05-0.00012902i,-0.00059076-0.00030886i,-0.00059756-0.00035999i,-0.00088939-3.0606e-05i,-0.00084669-0.00021754i,-0.00038073-0.00013955i,0.00019707-2.0644e-05i,0.00056003-0.00095444i,0.00053928-0.00048096i,0.00060438+0.00062898i,7.1134e-05+0.000215i,-0.00029893-0.00080686i,-7.809e-05-0.00074865i,0.00034102-4.8219e-06i,-0.00020603+0.00025768i,-0.00066764-4.2621e-05i,0.00015952-0.00017984i,0.00024154+0.00024489i
-0.00076657-9.8205e-06i,-0.00062384+0.00015161i,-0.0010035+0.000668i,-0.00042244+0.0014805i,-0.00038994+0.0010965i,-0.00040795+0.00042276i,-1.9203e-05-0.00023836i,-0.00029382-0.00097367i,-0.00011244-0.00095617i,-0.0001625-0.00070867i,-0.00075921-0.00020487i,-0.00070178+0.0005143i,-0.00049521+3.7634e-05i,0.00019529-0.00086285i,0.00051589-0.0007284i,7.7629e-05-0.0001906i,-0.00023614-0.00045992i,-0.00022207-0.00060683i,0.00036312-0.0001126i,0.00074568+0.00096777i,0.0005072+0.00084998i,0.00050319-0.00060611i,6.4016e-05-0.00061234i
-0.00080306+0.0025113i,0.00039833+0.0014285i,0.0016709+0.00091766i,0.0017553+0.00071322i,0.0013397+0.00061908i,0.00082295-7.5377e-05i,9.1042e-06-0.0010799i,-0.00022248-0.00095594i,0.00022101-6.7183e-05i,0.00030602+0.00052724i,0.00027463-9.0265e-05i,0.00053181-0.0012259i,0.00046523-0.0017117i,-0.00054391-0.0012799i,-0.0012669-0.0001475i,-0.0005645+0.00059011i,-0.00012228+0.00046986i,-0.00059312-2.3175e-05i,-0.0012307+1.6865e-05i,-0.00091971+0.00033736i,-0.00012095-9.2261e-05i,-9.4323e-05-0.00018202i,-0.00052185+8.4197e-05i
-0.00056974+0.0016268i,-0.0003723+0.0024579i,0.00099599+0.0028847i,0.0021247+0.0016018i,0.0020336+5.4312e-05i,0.00078833-0.0007929i,-0.00030879-0.00093443i,-0.00023468-0.00025214i,-0.00025155+0.00078952i,-0.00062159+0.00098925i,-0.00051109+0.00016299i,0.00027567-0.00079426i,-0.00032147-0.00094578i,-0.00076214-0.00027241i,-0.0003502+0.00015123i,2.2856e-05-0.00039978i,0.00013995-0.00069113i,-6.5591e-05+0.00012673i,0.00023766+0.00070414i,0.0002843+0.00038987i,-7.1415e-05-2.1358e-06i,-4.5723e-05+0.00041663i,0.00010702+0.0012076i
0.00087743-0.00044306i,0.0003482-0.00047896i,-0.00044939-0.0014935i,-0.0008387-0.0030515i,-0.00012261-0.0030188i,0.00025484-0.0016314i,-0.00011774-0.0011495i,0.00051953-0.0011143i,0.00057467+0.00022325i,-0.00012467+0.00020743i,0.00021356-0.00068201i,0.00075978-0.00062251i,0.00072661-0.00033462i,-0.00012988-8.2058e-05i,-0.00056944+5.3468e-05i,-0.00026645-0.00033653i,6.3845e-05-0.0011444i,-9.9575e-05-0.00074929i,0.00028414-0.00054561i,0.00042051-0.00082046i,5.3256e-05-0.00029626i,-0.00014763+0.00064794i,-5.2283e-05+0.00045643i
0.001048-0.0011681i,0.0026412-0.00028373i,0.0030744-0.00027607i,0.0014631-0.0011505i,-0.00053504-0.0008896i,-0.001266+0.00062087i,-0.00039712+0.0016051i,-0.00020052+0.0010651i,-0.00040267-6.1853e-05i,-0.00057149-0.00080889i,-0.00092675-0.00066396i,-0.0012713-0.00062i,-0.00093845-0.00072384i,0.00035928+4.6105e-05i,0.00062649+0.00040721i,1.9368e-05+0.0001424i,2.9123e-05+3.7233e-05i,-0.00027423-1.9499e-05i,-0.00063662+0.000155i,-0.00044192-1.6904e-05i,7.2011e-05-0.00044882i,0.00027624-0.00043783i,0.00066536-0.00062529i
-0.00067443+7.7673e-05i,-0.0013122-0.00025588i,-0.0018456-0.00063175i,-0.001747-5.3656e-05i,-0.0014902+0.00095132i,-0.0011451+0.00097527i,-0.0011003+0.00012901i,-0.001063+0.00036304i,-0.0010605+0.00043698i,-0.000951-0.0006159i,-6.4266e-05-0.0011387i,0.00064236-0.00062863i,0.00089217-3.2194e-05i,0.001396+8.3823e-05i,0.0012547+0.00010827i,0.00053768-0.00026028i,-0.00016415-0.00016325i,-0.00073777+0.00035795i,-0.00080731+0.00073248i,5.1684e-05+0.0012777i,0.00055664+0.0012514i,0.0004319+0.00015294i,0.00047197-0.00081664i
-0.00056277-0.00070357i,0.0012467-0.00061916i,0.0016965-4.0623e-05i,0.0013261+3.1454e-05i,0.00078356-7.2107e-05i,-0.00021749-0.00032856i,4.5694e-06+8.3667e-05i,-0.00063564-0.00029456i,-0.0022845-0.0010045i,-0.0019175-0.00082803i,-0.00055042-2.1105e-05i,-0.00041058+0.00017371i,-0.00072478-7.7899e-05i,-0.00097599+0.00019161i,-0.00064294+0.00047258i,8.0301e-05-5.22e-05i,0.00030971+6.3149e-05i,0.00035946+0.00034508i,5.7813e-05-1.5208e-05i,0.00038894+0.00011172i,0.00050488-0.00039283i,-0.0007896-0.00080817i,-0.00074056-0.00068595i
-0.00094386+0.0017799i,-0.0024811+0.0030927i,-0.0027503+0.0022828i,-0.0017295+0.00065555i,-0.00072107-0.00082722i,0.00016763-0.0012887i,0.00041676+8.4442e-05i,-9.0716e-05+0.00075074i,-0.0006015+0.00060372i,-0.00026691+0.00018091i,0.00016293-0.00041176i,0.00031278-0.00068563i,0.00049504-0.0007491i,0.00058014-0.00028302i,0.00052572-0.00018985i,0.00055624+1.3593e-05i,0.00052772+0.00046552i,0.0003133+0.00032317i,0.0001799-0.00033328i,0.00033308+6.5722e-05i,0.00032913+0.00030318i,0.00039825-0.00058559i,0.0003762-0.00084658i
-5.1264e-05-0.00035422i,-0.00035141-0.00067149i,-0.00033737+0.00012077i,0.00050916+0.00012559i,0.0010447+0.00026858i,0.00072736-0.00010874i,-0.00046616-0.0002023i,-0.00077498+0.00039871i,8.8143e-05+0.00046035i,0.00014192+0.00017263i,-0.00016388-0.00017267i,-0.00048823-0.00019555i,-0.00056161+0.00041326i,-0.00049548-0.00016975i,-0.00013039-0.0002444i,0.00016031+0.00052317i,0.00019881-0.00014118i,0.0003016-0.00067969i,0.0002036-0.00037646i,0.00013819-1.2031e-05i,5.8348e-05+0.0001845i,-0.00044577-0.00025107i,-0.00048434-0.00061581i
-0.001635+0.00069944i,-0.00094972+0.002263i,0.00042898+0.0024762i,0.0016087+0.0014969i,0.0011178-0.00016928i,0.001032-0.00097817i,0.00060842-0.000363i,-0.0005302-0.0002492i,-0.0010092+9.8543e-05i,-0.0012824+0.0004868i,-0.00098358+0.00011414i,2.3167e-05+0.00021409i,0.00074458+0.00027569i,0.0004005+5.2152e-05i,-0.00040981-7.2066e-05i,-0.00034422-0.0007027i,1.9916e-05-0.0010212i,-0.00014701-0.0008029i,-0.00052692-0.00017598i,-0.0011217+0.00064212i,-0.00082225+0.00054256i,-0.00017192+0.0002238i,0.00027103+0.00013645i
-0.00084251-0.0010561i,-0.0017191-0.00053248i,-0.0022228-0.00013231i,-0.0014407+0.00022674i,0.00065525+0.00093931i,0.0012315+0.0013258i,0.00063309+0.0012219i,0.00037207+0.00026884i,-0.00079744-0.0007038i,-0.0013692-0.00049867i,-0.0010806+0.00054066i,-0.00054171+0.00043443i,0.00043085+0.00031918i,0.00075962+0.00084022i,0.00051378+0.0011675i,0.00081256+0.00073884i,0.00076302-0.00032116i,0.00060304-0.00012235i,0.00044572+0.00066879i,5.9547e-05+0.00056363i,0.0002484+0.00013092i,0.00057341+0.00034969i,0.00081101+0.00061239i
-0.0001314+0.00088746i,0.00072835+0.00089193i,0.001117+0.00097801i,0.0012465+0.00049452i,0.0015391-0.00037329i,0.00088494-0.00079266i,-0.00020059-0.00099401i,-0.00040918-0.0011492i,-0.00030223-0.00031496i,-0.0008006+0.00015019i,-0.0010186+0.00029508i,-0.00073528+0.00046089i,-0.00047607+0.00025501i,-0.00048922+6.3245e-05i,-0.00080682+0.00042497i,0.00039487+0.00090587i,0.0011252+0.00065956i,0.00016881-0.00045749i,0.00017412-0.00046113i,0.00025479+0.00053006i,-0.00045231+0.00038534i,-0.00047654+0.00030355i,-0.00016018+0.00053853i
-0.0012174+0.00075514i,-0.00063621+0.00086298i,-0.00058884+0.0016487i,-4.0238e-05+0.00078455i,0.00082664-0.0009609i,0.0013794-0.0017705i,0.00041975-0.00091609i,-0.00061051+0.00050837i,-0.00071605+0.00091368i,-0.00088117+0.00024991i,-0.00031884-0.00053854i,0.00032096-0.00022158i,-0.00038646+5.2432e-05i,-0.00082003+0.00011052i,-0.00074284+0.00016904i,-0.0011292-1.8527e-05i,-0.0013274-8.9884e-05i,-0.00092279-0.00016065i,-5.932e-05-7.9391e-05i,0.00042122+0.0004563i,0.00016239+0.0010391i,-8.1604e-06+0.0007837i,-0.0001298+0.00044621i
-0.00090807+0.00078912i,-0.00033501+0.00053286i,1.7175e-05+0.0015548i,-0.0003903+0.0011388i,0.00035633-0.00030658i,0.00089455-0.00073975i,0.00038123-0.00070386i,-0.00050294+8.821e-07i,-0.0013404+7.2702e-05i,-0.001437-0.00018387i,-0.00052859+0.00038812i,0.00049001+0.00052915i,0.00047287+0.00039592i,0.00020902+0.00069676i,6.6521e-05+0.0008543i,-6.8549e-05+0.00091237i,-7.3731e-06+0.001097i,-0.00011619+0.00036086i,-5.193e-05-0.00014299i,0.00053081+0.00013182i,0.00073325+0.00013157i,0.00019747-0.00032346i,-6.7424e-05-0.00022675i
0.00024875+0.0010002i,-0.0001077+0.0015445i,-7.8198e-05+0.0011361i,0.00049961+0.00044408i,0.00037576+3.9321e-06i,-0.00071688-0.00040095i,-0.00059696-0.00048247i,-0.00030074-0.00021662i,-0.0011788-0.00012624i,-0.00077073-0.0005302i,0.00012603-0.00081876i,0.00030125-0.00069451i,0.00018232-0.00044994i,0.00016785+4.992e-05i,0.00022101+0.00093604i,-0.00052771+0.00090716i,-0.00047684-3.2085e-05i,0.00065471-0.00031616i,0.00064278-0.00038497i,-0.00025693-0.0001217i,-0.00056933+0.00077601i,-0.00056332+0.00096048i,0.00035492+0.00054085i
-0.00034992+0.0014323i,-0.00047011+0.0006138i,-0.0013314+0.00017881i,-0.0010757+0.00087413i,-0.00078389+0.0017265i,-0.00025505+0.00098881i,-0.00091345-0.00048992i,-0.0011991-0.00033834i,-0.0006766+0.00026987i,-0.00066145+0.00059842i,-0.00044267+0.0006005i,-0.00066625+0.00080548i,-0.00063894+0.00072035i,-8.3828e-05+2.9725e-05i,0.00036531-0.0006703i,3.3727e-05-0.0013942i,4.0212e-05-0.00089611i,0.00037284+0.00087463i,-0.00021845+0.0013389i,-0.00055967+9.4249e-05i,0.00022857-0.0010199i,0.00096357-0.00040179i,0.00041043+0.00028771i
0.001256+0.00071735i,0.0012853+0.00082983i,0.0012018-0.00045937i,0.00093287-0.00098881i,0.00049388-0.00076403i,0.00065424-0.00018139i,0.00081327+0.00071819i,0.00085636+0.00070965i,-8.3618e-05+0.00064354i,-0.00069147+0.00049938i,-0.00030458-5.2587e-05i,3.509e-05-1.4239e-05i,0.00043357+0.00054742i,-1.4453e-05+0.0012453i,-0.0002499+0.0010733i,0.00028711+0.00098192i,0.00091419+0.001124i,0.00045507+0.0005387i,0.00012969-0.00033531i,0.00029249-0.00038946i,-0.00033338-8.8022e-06i,-0.00091194+0.00056093i,-0.001223+0.0010903i
-0.00037192-0.00061319i,-0.0009127-0.00071207i,-0.0013296+0.00062526i,-0.001333+0.0010739i,-0.00052499-0.00012793i,-0.00032262-0.00050733i,-0.0010538-0.00059742i,-0.0010975-0.00088638i,-0.0013108-0.0006457i,-0.0010694-0.00038397i,2.3562e-05+0.00034634i,0.00043496+0.00063186i,0.00049671+0.00096085i,4.5445e-05+0.0010753i,0.00021793+0.00097014i,0.0010907+0.00070646i,0.0011893+0.00054743i,0.00096077+0.00052286i,0.00056801+3.735e-05i,0.00040325-0.00060865i,0.00034151-0.00033076i,-3.3478e-05+0.00062442i,-0.0001873+0.00070801i
-0.00024431+9.7581e-05i,0.00054095+0.00033268i,0.00076414-0.00039145i,0.00075523-0.0011184i,0.00085172-0.0009401i,0.00065544-0.00039039i,0.00012576+0.00043419i,-0.00080649+0.00036986i,-0.0014648+0.00029268i,-0.0012781+0.00048394i,-0.0010416+0.00029324i,-0.00064203-0.00016982i,0.00059433-0.0011034i,0.001251-0.00071469i,0.00069488+4.4822e-05i,5.9103e-05+2.0304e-05i,0.0001695+4.4159e-05i,0.00059853+3.6166e-05i,7.9058e-07+4.6305e-05i,-0.0007826+0.00034597i,-0.0011183-5.6889e-05i,-0.00041356-0.00026089i,0.00020374-0.00027692i
