0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
0.00016252+0.00076641i,0.00032397-3.333e-05i,-0.00033655+0.00055838i,-0.0016728+0.0012905i,-0.0013738+0.0014192i,-0.00013127+0.00079709i,-0.00011614+0.00045383i,-0.0001692+0.00037083i,0.00016566+0.00028712i,0.00072306+3.8062e-05i,0.00088576-0.00023801i,0.00053697-9.0344e-05i,0.00031995-4.9494e-05i,1.7577e-05-0.00055774i,-0.00076555-0.00088861i,-0.00060597-0.0011347i,0.00021615-0.00065931i,0.00060425-0.00041701i,0.00071747-0.00068734i,0.00040034-0.00083539i,-7.1276e-05-0.00065138i,-0.00036362-8.7485e-05i,0.00033045+6.3893e-05i
-0.0010471-0.00059836i,-0.00092362-0.00072656i,0.00049309-7.3016e-06i,0.0010817+0.00051841i,0.00027919-1.995e-05i,-0.00010035+0.00019406i,0.00068689+0.00081781i,0.00077853+0.00072524i,4.0887e-06+0.00033847i,-7.5935e-05-8.8257e-05i,0.00051545-0.00026295i,0.00088486-0.00048918i,0.00051122-0.00074586i,-8.1837e-05-0.00019427i,-0.00077796-0.00012299i,-0.00067702+8.2871e-07i,-2.5084e-05+0.00033671i,-5.7344e-05+8.5201e-05i,0.00012273+0.00016463i,0.00026022+0.0004258i,-0.00020658-0.00019365i,-0.00051465-0.00059741i,-0.00073983+0.00024345i
0.00083291-0.00083143i,0.0007242-0.00086179i,0.00062077-0.00022653i,0.0002342-0.00061398i,-0.00048338-0.00058099i,-0.00073685+0.00020817i,-0.00048306+0.00012514i,1.7365e-05+0.00011102i,0.00059202+0.0011551i,0.0010733+0.0012322i,0.00075243-0.00039601i,0.00075672-0.0012128i,0.00067414-0.00038268i,0.00010733+0.00059291i,-0.00020454+0.00077038i,-0.00048764+0.00012697i,-0.00041776-0.00018775i,-0.0005301+0.00010465i,2.857e-05-0.00079875i,0.00017478-0.00062455i,-0.00032264-3.8021e-05i,-0.00012759+6.7925e-05i,0.00014461+0.00026377i
-0.00031776+0.0016017i,0.00084088+0.0015273i,0.0015972+0.0019895i,0.001824+0.0018078i,0.0015376+0.0014333i,1.9285e-05+0.00065935i,0.00021685-0.00016791i,0.00095221-0.00026484i,0.00048757+0.00031682i,8.8936e-05+0.00067076i,-4.9693e-05+0.00075526i,0.00023923+0.00026403i,0.00088688-0.00028052i,0.00049708-0.0002178i,0.00073348-0.0002548i,0.0012805-0.0005431i,0.00039252-0.00054625i,-0.00079761+0.00016454i,-0.0012259+0.0005653i,-0.0009181-5.3561e-05i,-0.00083263-0.00010119i,-0.00011552-0.0001372i,0.00105+0.00012437i
0.00014407+0.00056331i,-0.00029615+0.00028465i,-0.0001732-0.0013691i,0.0001002-0.0018887i,-0.00017089-0.00022572i,-0.0004719+0.00057174i,-0.00061785+0.00022763i,-0.00069559+0.0001571i,-0.00018475+0.00049723i,0.0002553+0.00067022i,7.1758e-05+0.00052063i,0.00053924-0.00025821i,0.0012097-0.00080643i,0.0009734+7.7682e-05i,0.00062844+0.00054789i,0.00040141+0.0003804i,0.00035885+0.00075491i,0.00057254+0.00060883i,0.00089769+0.00046127i,0.00064559+0.0010484i,-0.00018674+0.00087133i,-0.00044767-4.2672e-05i,0.00027218-0.00016432i
-0.00066806+0.0013082i,-0.00045808+0.00055311i,0.00010592+0.00017234i,0.0012355+0.00058224i,0.0005633+0.00067851i,1.6178e-06+0.0008205i,0.00010033+0.0014952i,-0.00027798+0.0018431i,0.00070475+0.0013616i,0.0011219+0.00072988i,0.00059116+0.00015311i,0.00076062-0.00014068i,0.00088954+6.7993e-05i,0.00033166-0.00015318i,-3.5562e-05-0.00061954i,-7.151e-05-0.00039431i,0.00017376+0.000569i,0.00079847+0.00022762i,0.0012652-0.00047641i,0.00088945+0.00023629i,0.00023058+0.00044895i,-2.5268e-05+0.0003408i,0.00011815+0.00038017i
0.000122+0.0018985i,0.0012689+0.0026984i,0.0018492+0.0022787i,0.0002552+0.0015324i,-0.00087352+0.0013232i,-0.00010126+0.0014914i,0.00032911+0.0020783i,0.00057711+0.0014836i,0.0010277+0.00071027i,0.00052481+0.0011047i,0.00052228+0.00060773i,0.0008957+4.1517e-05i,0.00079896-0.00024326i,0.00027929-0.00040824i,-7.0004e-05-0.00038745i,0.00026287-0.00014372i,0.00016962+0.0003732i,4.8102e-06+0.00036108i,0.0001997+0.00030419i,0.00011306+0.00037251i,0.00024265-0.00028187i,-7.3962e-05-0.00026541i,-0.00020141-2.2273e-05i
-0.00043986-5.4936e-05i,7.3767e-05-0.0012335i,0.0011347-0.00077481i,0.0011167-2.5291e-06i,0.0006071-2.3088e-05i,0.00041296-0.00035227i,0.00032232+0.00026687i,0.00066063+0.0011102i,0.0013238+0.0017863i,0.0013168+0.001339i,0.00099552+9.5528e-05i,0.000977-0.00055346i,0.00082118-0.00069345i,0.00010976-0.00011274i,-0.00017806+0.00035936i,-0.00011679+0.00077096i,0.00028106+0.00032391i,-0.00068722-0.00019718i,-0.00092248-0.00056882i,-0.00057817-0.00040206i,-0.00083+0.00087764i,-0.00013878+0.00025984i,0.0006633-0.00080543i
0.00082447+0.0012092i,0.00061783+0.00082361i,-0.00097119+0.0004384i,-0.0016136-0.0002607i,-0.0013346-0.00024433i,-0.00082651+0.00023372i,0.0001673+0.00078789i,0.00036964+0.0011775i,-6.7228e-05+0.0010021i,0.0002763+0.00047493i,0.00059502+0.00030257i,0.00019116+0.00027541i,1.5179e-06+5.0967e-05i,0.00047371-0.00016731i,0.0013226+3.7164e-05i,0.00091201+0.000409i,-0.00015414+7.9244e-06i,-0.0001974+0.00037126i,0.00043583+0.00059927i,-3.0563e-06-0.00012787i,-0.00033165-6.9136e-05i,9.0444e-05+0.00037765i,-4.798e-05-1.2849e-05i
0.00058867-0.0010552i,0.0011517-0.0016446i,0.0019645-0.0015459i,0.00092124-0.00079929i,-0.00077231+5.747e-05i,-0.0008157+0.00032914i,-0.00072388-5.1378e-05i,0.00026732+0.00028812i,0.00075759+0.0007659i,0.00025837+0.00063424i,-0.00048585-5.8035e-05i,-0.00085733-0.00025624i,-0.00055713-0.00027729i,-0.00012346-0.00022265i,6.5525e-05+0.00033066i,-0.00037166+0.00036836i,-0.00089353+0.00044831i,-0.00079043+0.00042162i,-0.0004283+0.00019416i,-0.00041229+0.00028509i,-0.0001632+0.00029207i,0.00047953-0.00010922i,0.00058055+0.00044768i
0.00062302-0.00034176i,0.00080348+0.00048614i,0.00039637+0.0010538i,-0.00071653+7.24e-05i,-0.0012984-0.00041888i,-0.0013446+0.0010309i,-0.00053934+0.0014367i,0.00069941+0.00060331i,0.00092087+0.00087184i,0.00080624+0.0010146i,0.00081224+0.0003905i,0.00059004+0.00022075i,0.00034165-0.00080419i,0.00033974-0.0014013i,0.0002184-0.00072519i,-0.00018418-0.00047892i,0.00024447-6.3012e-05i,0.0013171+0.00057496i,0.0020333+0.00028798i,0.0014961+0.00028937i,0.0011878+0.0002385i,0.00056381-0.00013078i,0.00011163-0.00096884i
-0.00019599-0.0013995i,9.6952e-05-0.00049331i,-0.00015841-3.8017e-05i,-0.00081805+0.00045375i,-0.0011073+0.0012001i,-0.00060043+0.0017746i,0.00080437+0.002169i,0.0011511+0.0018658i,0.00044413+0.00096305i,0.00021089-0.00032355i,0.00074792-0.00067785i,0.0011825+0.00041983i,0.00090229+0.00041461i,0.00035357+6.0014e-05i,0.00012284+0.00082104i,8.2642e-06+0.00081805i,-0.00026472+0.0002733i,-0.00030447-0.00048629i,-0.00036236-0.00031816i,-0.00066527+0.00038023i,-0.00018475+0.00016168i,0.00037834+0.0003743i,0.000292+0.00054608i
0.0009049-0.00055979i,-0.0001307-0.001489i,-0.0014459-0.0015393i,-0.0010788-0.00062055i,-0.0013385+9.8171e-05i,-0.0015922+0.00053116i,-0.0010364+0.00089603i,-0.00015951+0.00055212i,0.001146+0.00017056i,0.0019025+0.0001743i,0.00050855+0.00015806i,-0.0012745+0.00011727i,-0.00087254+0.00041611i,6.9299e-05+0.00043358i,0.00029153+6.6486e-05i,9.5835e-05-0.00076043i,-0.0004949-6.8722e-05i,-0.00058928+0.00026861i,-0.00020382-0.00046201i,-6.9142e-05-0.00011738i,0.00029112-0.00010732i,0.001043-0.00030775i,0.0010611+0.00036672i
0.00045576-0.00095405i,0.00067937-0.0013703i,0.00042257-0.0010237i,-0.0002857-0.00030086i,-0.00053319+0.00073451i,-0.00056898+0.0012687i,-0.00051677+0.0015892i,-5.3759e-05+0.001486i,0.00017661+0.0013069i,0.0013755+0.0011443i,0.0017241+0.00081527i,0.00085726+0.0013998i,0.00021378+0.00084637i,0.00011085-2.613e-05i,0.00057436+0.00018403i,0.00094938+0.0007751i,0.00014403+0.00076867i,-6.8204e-05+0.00027558i,0.00043515-0.0001246i,-0.00011223+0.0001603i,-0.00077498+0.00072662i,-0.00061647+0.00047737i,-0.00037634-0.00018204i
0.00092873+0.0007984i,0.00054034+0.001027i,0.00053692+0.00052388i,-0.00016101-0.00037186i,-0.00024833-0.0005271i,9.2422e-05+0.00018416i,0.00069432+0.00073957i,0.00095365+0.00095859i,0.00096216+0.0011064i,0.0010492+0.0013284i,0.00055282+0.00094514i,4.2612e-07+0.00036325i,0.00033652+9.2665e-05i,0.0004725-0.00034148i,-0.00033246-0.00034975i,-0.00050555+8.0333e-05i,-0.00018967+0.00025027i,-0.00028596+0.0004018i,-0.00073142+0.00095543i,-0.00034795+0.0010576i,-2.7035e-05+0.000116i,0.00030406-0.00059593i,0.00059964+6.2869e-05i
-0.00065252-0.0013106i,-0.00041851-0.0010617i,-0.000295-0.00094586i,-0.00047206+0.00015707i,-0.001752+0.0010489i,-0.0017783+0.00082145i,-0.00038512+0.00059058i,0.00016935+0.00021716i,0.00025264+0.00029791i,0.00032528+0.00012483i,3.6316e-05-0.00028424i,-8.8075e-05-0.00059828i,1.8e-05-0.00090836i,9.2632e-10-0.00042143i,-5.5057e-05-7.9064e-05i,0.00040991+0.00015214i,0.0008013+5.9281e-05i,1.5163e-05-7.8678e-05i,-0.00020579-0.00012282i,-3.305e-06-0.00062393i,-0.00021997-0.00067674i,-0.00078493-0.000292i,-0.00055774-0.00052033i
-0.0014406+0.0010982i,-0.00076599+0.00087826i,-0.00090471+0.00097303i,-8.1434e-05+0.00051086i,0.00049529+0.00047157i,9.5722e-06+0.00032749i,-0.00074467+0.0001711i,-0.0002976+0.00049154i,0.0004786+0.00075707i,0.00036939+0.00075161i,0.00042151+0.00085855i,0.00057584+0.00028546i,0.00076228-7.8205e-05i,0.00068003+0.00023993i,0.00015587+0.0002129i,-0.00041854+0.00020786i,-0.00054027+7.5274e-05i,-0.00032375+0.00031099i,2.9029e-06+0.00029537i,0.00076906+0.00010655i,0.00068182+0.00046801i,0.00049155-0.00011472i,0.00060452-0.00016664i
-1.6958e-06+0.00085043i,0.00090993+0.00092255i,0.0013391-0.00038395i,0.0017333-0.0011054i,0.0013283+0.00085236i,1.4502e-05+0.0025203i,0.00011123+0.0018227i,0.00084002+0.0011486i,0.0013056+0.0010466i,0.0012077+0.00010966i,0.0011861-0.00040773i,0.0013107+0.00040256i,0.00047407+0.00028092i,-0.00061245-0.00020443i,-0.00056979+4.2843e-05i,-0.00050885+0.0004705i,-0.00092646+0.00056827i,-0.00053882+0.00026503i,0.00026818+0.00019819i,0.00016303+0.00010982i,7.272e-05+0.00019631i,2.5743e-05+0.00036295i,0.00039046-2.3422e-05i
0.0016557-0.0018065i,0.00050338-0.0020451i,-0.00077003-0.0020282i,-0.0012249-0.0016025i,-0.0015967-0.0010009i,-0.0017213-0.00048782i,-0.00053057+0.00074957i,-0.0001169+0.0012161i,0.00042695-7.4297e-05i,0.0012115-0.000925i,0.0012716-0.00011481i,0.00074004+0.00013299i,0.0004657-9.56e-05i,0.00073823+9.6976e-06i,0.00091709+0.00015037i,0.0012551+6.1513e-05i,0.0015401+7.5689e-06i,-0.00017552-0.00021293i,-0.00083512+6.1571e-06i,0.000413+0.00015357i,0.0011547-0.00032304i,0.0012436-0.00062983i,0.00040128-4.5339e-05i
-0.00035399+0.00081593i,-0.0014932+0.0016448i,-0.0013656+0.0026495i,-0.0010237+0.0019869i,6.3335e-05+0.00056329i,0.00031263+0.0013584i,0.00063016+0.0018478i,0.00093577+0.00080131i,0.0005324+7.8859e-05i,0.00091717-0.00022465i,0.00037756+0.00027775i,0.00043409+0.0009746i,0.0016649+0.00082329i,0.0018557-3.8086e-05i,0.00083789-0.0002217i,-0.00044081-5.16e-05i,-0.00077545-0.0002547i,-0.00095775-0.00057316i,-0.00073412-9.8692e-05i,-0.0003691+0.00054983i,-0.00025358+0.0004903i,2.4967e-05+0.00047591i,0.00058858+9.6647e-05i
0.00030573-0.0011409i,-0.00014366+0.00021909i,-0.0011514+0.0001942i,-0.0017667-0.00048774i,-0.0018271-0.00016314i,-0.0012084+0.00093213i,0.00060552+0.00026403i,0.0011937-0.001132i,0.0014117-0.0010103i,0.00087183-0.00086876i,-0.00031376-0.00074142i,0.00010334-0.00057373i,0.0010089-0.00039638i,0.0011553-0.00060471i,0.00086036-0.00063967i,0.00046437-0.00039199i,0.0003187-0.00036222i,0.00034363-0.00026865i,0.00080788-0.00019891i,0.00079398+0.00041639i,0.00067027+0.00036711i,0.00074071-5.2062e-06i,-4.3817e-06+0.00012144i
-0.00090628+0.00037771i,-0.0015786+6.1932e-05i,-0.0014584-0.00065193i,-0.0012956-0.00093065i,-0.001397-0.00063617i,-0.00059484+0.00071155i,0.00045279+0.0022727i,0.0010849+0.0022558i,0.0013179+0.0018013i,0.00049188+0.00093857i,0.00011972+0.00063363i,0.00047523+0.00073836i,0.0012524+0.00010825i,0.0013573-0.00089648i,0.00016705-0.001554i,-0.00054867-0.0012021i,-0.0001609-0.0011086i,-0.00014592-0.00067375i,0.00018171+0.00045862i,0.00039106+0.00034136i,3.3598e-05+0.00027966i,0.00024981+0.00062746i,0.00049572+0.00067131i
-0.0016046+0.00024166i,-0.0001785+0.00097165i,-4.7049e-05+0.0016817i,-0.00064457+0.0013779i,-0.00072883+0.00021114i,-0.00059513-0.00045614i,9.9886e-05+0.00031308i,0.00087783+0.0016529i,0.00086733+0.0015653i,0.00095546+0.00057909i,0.0013607+0.00048851i,0.00096084+0.00021661i,-9.8584e-06-0.00029679i,-0.00037256-0.00056707i,0.00031551-0.00014484i,0.00069507+0.00044639i,-2.0265e-05+0.00070032i,-0.00098879+0.00014984i,-0.00068045-0.00023505i,-2.1473e-06-0.0007912i,8.4537e-05-0.00084537i,0.000199-0.00037641i,0.00020996+0.00028825i
-0.00020113+0.00055017i,-0.00015574+0.00053752i,-0.00051036+0.0013839i,-0.000564+0.00077215i,0.0008391-0.00020843i,0.0011939+0.00057285i,0.00067626+0.0015906i,0.00035857+0.0013699i,0.00091961+0.0010047i,0.0010308+0.00012092i,0.001031-0.00084815i,0.0010631-0.0011573i,0.00063532-0.00068963i,0.00052911-0.00026679i,-0.00029937-0.00024266i,-0.00081321+0.00046643i,-0.00039192+0.00081451i,-0.00051373+0.00034306i,-0.0007705-0.00027667i,-0.00053919-0.00042908i,0.00038494-0.00058178i,0.00069122-0.00031302i,0.00046091+4.7125e-05i
0.0019006-0.00027307i,0.0011168-0.0010273i,0.0013401-0.0012099i,0.0010817-0.00086588i,3.8089e-05-0.00063725i,-0.00064586-5.8035e-05i,-0.000427+0.0011469i,0.00038124+0.0017198i,0.0016661+0.0015464i,0.0018992+0.0011096i,0.0014641+0.00056678i,0.00095692-2.2259e-05i,0.00041135-0.00039628i,0.00060427+0.00010163i,-6.6672e-05+0.00021501i,-0.00036779+0.00029908i,-0.00013732+0.00044392i,-0.0010259+0.00010934i,-0.00089928-0.00012012i,-0.00041599-0.00018933i,-0.00046453-0.0005469i,0.00046641-0.00071656i,0.00065477-0.00051667i
-0.002506-0.0015627i,-0.0021924+0.00027806i,-0.0019855+0.001149i,-0.0012884+0.0022866i,-0.00059002+0.0030487i,-0.00038955+0.001606i,0.00018996+0.00038985i,0.0003717+0.00013403i,0.00058785+0.00017616i,0.00065612+0.00072073i,0.00078045+0.0012287i,0.00082774+0.00056288i,0.00046841+0.00060541i,3.4574e-05-0.00020896i,-0.00038591-0.0011332i,-0.00078082+4.7251e-05i,-0.00091057+0.00121i,-0.00068097+0.0011658i,0.00023796+0.00062794i,0.00065619+0.00023016i,0.00035713-0.0001656i,0.00011691-0.00019991i,-5.6489e-05+0.00026881i
-0.0011909-0.0010527i,-0.0019105+0.00043329i,-0.0030712+0.0029753i,-0.002334+0.0026437i,-0.00097901+0.0019901i,-0.00052064+0.0015235i,-0.00033988+0.00066211i,-0.00011144+0.0012164i,-0.00044705+0.0014755i,-0.00060971+0.0011094i,0.00038502+0.00075452i,0.00069571+0.0002433i,0.00016444-0.00013397i,0.00023541-0.00054401i,0.00034004-0.00098166i,9.4494e-05-0.0010125i,-0.00042478-0.00070921i,-0.00023902-0.00055106i,0.00081362-0.00021116i,0.00096544+0.00037068i,0.00072141-3.6491e-06i,0.00079966-0.00028148i,0.00055925-0.00036591i
-0.00052694-0.00050968i,-2.7345e-05-3.5048e-05i,0.00025622-0.00020179i,0.00032575-0.00016433i,0.00040416+0.00079772i,-0.00039303+0.0014038i,5.7981e-05+0.0013182i,0.0012328+0.0016869i,0.001729+0.0015949i,0.0016784+0.00075013i,0.0018294-0.00021116i,0.0013831-0.00063989i,0.0002539-0.00088762i,-0.00016699-0.00073777i,-0.00044512+1.6058e-05i,-0.00049388+0.00074912i,-0.0007055+0.00090474i,-0.0012663+0.00033289i,-0.0013994-0.00051557i,-0.00068422-0.00018118i,0.00046268+4.9967e-05i,0.0010895-0.00050246i,0.0012918-2.0124e-05i
0.00047439+0.001666i,0.0010266+0.0012621i,-0.00023567+0.00060528i,-7.5717e-05-8.4612e-05i,0.00013427+0.00072071i,-0.00081801+0.00084738i,-0.0012025+0.00087914i,-0.00028216+0.0011621i,0.00035432+0.00087628i,0.00065955+0.00032004i,0.0010468-0.00055942i,0.0015076-0.00084748i,0.0015965-0.0002004i,0.00076121+0.00054267i,-0.00020585-0.00071869i,-0.0006447-0.0011759i,-0.00027933-0.00016932i,8.8549e-05+0.00056645i,-0.00010836+0.00038965i,0.00037336-7.2758e-05i,0.00090824-0.00036007i,0.00054008-0.00050065i,-0.00044239-0.00052731i
-0.00039837+0.00052778i,-0.00068853+0.00037388i,-0.00069677+0.0014556i,-0.00019786+0.0016983i,0.00031317+0.0012674i,0.00041949+0.00093941i,0.00039034+0.00057866i,0.00035048+0.00087545i,0.00032126+0.0011561i,0.00020699+0.0007075i,0.00020035+8.5281e-05i,0.00042233+0.00019312i,0.00058648+0.00042134i,0.00087398+0.00020473i,7.2929e-05-0.00015801i,-0.00048843+7.5624e-05i,-0.0001115+0.00044398i,-5.3598e-05+1.6168e-05i,-9.4766e-05-0.00069838i,3.665e-06-0.0010782i,-0.00017525-0.00078206i,-2.1091e-06-0.00065782i,-0.00019539-0.00032331i
-0.00065388+0.00066931i,-0.0013701+0.0010346i,-0.00034817+0.00058743i,-0.00015945-0.00038477i,-0.0012596-0.00039696i,-0.00065212+0.0011091i,9.1996e-06+0.0020033i,0.00030114+0.0014893i,-0.00013341+0.00059558i,-2.449e-05+0.00024093i,0.00069231-0.00023267i,0.00097179-0.00033977i,0.0012144-0.00059766i,0.00089767-0.0010658i,-0.00030574-0.00047011i,-0.00026595-0.00021176i,1.6306e-05+0.00014132i,-0.00042294+5.891e-05i,0.00037694-0.00090954i,0.00053125-0.0010934i,-0.00011448-0.00067549i,-0.00020425-0.00061163i,0.00057942-1.2029e-06i
-0.0010907-0.0022112i,-0.00011821-0.00088542i,-0.00019169-1.0865e-05i,-0.0010425+7.3563e-05i,-0.0012476+0.00044886i,-0.00097953+0.0017392i,-0.0011174+0.0018672i,-0.0010046+0.001276i,-0.00027752+0.0014026i,0.00066252+0.0014175i,0.0010483+0.00076012i,0.00099048+0.00087698i,2.0112e-06+0.00035915i,-0.00081351+4.2575e-05i,-0.0010574+0.00044882i,-0.00088419+0.00039519i,-0.00025272+0.00029769i,-7.9507e-05-0.00028921i,0.0001144-0.00026591i,0.0004885-0.00034019i,0.00036129-0.0010727i,-7.1454e-05-0.00082617i,5.4485e-05-0.00029994i
-0.00039986-0.00088258i,-0.00089054-0.00072575i,-0.0019191-0.00035477i,-0.0016942+0.00081629i,-0.00073679+0.0018554i,-0.00045502+0.0015212i,-0.001096+0.00091269i,-0.00055161+0.0005876i,0.00073135+0.00076806i,0.00088986+0.0011276i,0.00029333+0.00097604i,3.6956e-05+0.00087267i,0.00061091+0.00010123i,0.0011862-0.00074602i,0.00049282+8.7751e-05i,-0.00043919+0.00063482i,-0.00013767+5.3756e-05i,0.00027008+4.3225e-05i,0.00030476+0.00022431i,0.0002893-0.00081109i,0.00028632-0.0011088i,0.00022222-0.00037975i,-0.00031383-0.00028168i
-0.00060899+0.00028749i,0.000213+0.00057338i,0.0013243-0.00023821i,0.0012337-0.00076228i,0.00056124-0.00047532i,-0.00014713-0.00013868i,-0.00039164+0.00024942i,0.00062358+0.00017445i,0.0011663+0.00025904i,0.0002737+0.0004606i,0.0003386+0.00087147i,0.0011435+0.00068154i,0.0015387+0.00024176i,0.001134-0.00054421i,0.00032878-0.001336i,0.00025378-0.00082434i,0.00078312+0.00022885i,0.00024475+0.00079259i,-0.0012333+0.00034456i,-0.0015293-0.00019316i,-0.00070275-0.00015624i,7.5161e-05-0.00027623i,0.00023209-0.00056296i
-0.00031009+0.0012484i,-0.00021339+0.00061006i,0.00011391-0.0011375i,0.00020856-0.0012449i,-0.00029634-0.00066312i,-0.001044-0.00069689i,-0.00038778+0.00023411i,0.00085719+0.0014984i,0.0012708+0.00062759i,0.00098356-0.0005807i,0.0006551+3.4412e-05i,0.00025083+0.00058843i,-1.3449e-05+0.00037999i,0.00018408-4.1515e-06i,0.00029749-0.00049569i,0.00027726-0.00054008i,9.1255e-06-0.00044258i,-0.00013165-0.00049686i,0.00017288-0.00045777i,0.00068862+6.3545e-05i,0.000677+0.0005366i,0.00039779+0.00030329i,2.8781e-05+0.0002258i
-0.0017797+2.7097e-05i,-0.002529+0.00029562i,-0.0027259+0.00049775i,-0.0017184+0.00054693i,-0.00066481+0.00056302i,0.00082452+0.00019101i,0.0012373+0.00010633i,0.00072545+4.2996e-05i,0.00025748+0.00013615i,5.8196e-05+0.0001025i,0.00014837-0.000801i,0.00052854-0.00063154i,0.0011706+0.00035594i,0.0012766+0.00019816i,0.00046279-0.00024936i,0.00012991-0.00010298i,0.00017158-7.253e-05i,-3.245e-05-0.0008102i,-0.00011786-0.0007923i,0.00050514-0.00055988i,0.00048602-0.00056665i,-0.0002618-1.7054e-05i,-0.00054369+6.517e-05i
-0.00084317+2.0159e-05i,-0.00046261+0.001065i,9.0499e-05+0.0013475i,3.783e-05+0.0015728i,-0.0001685+0.0022371i,-0.00030687+0.0022557i,-1.1091e-05+0.0018248i,0.00071814+0.00093842i,0.00070382+0.00029359i,0.00065127+0.00023147i,0.00068196+0.00049921i,0.00072631+0.00048845i,0.00071355-0.00031236i,-3.5693e-06-0.00062274i,-0.00060649-0.00011983i,-0.00065694-0.0002919i,-0.00025072+1.2228e-05i,0.00062671+0.00062773i,0.00064802+0.00082503i,-3.7599e-05-0.00014128i,-0.00073893-0.00025149i,-0.0011446+0.00059074i,-0.00050158+5.8991e-05i
0.00050402+0.0010717i,0.0013938+0.000546i,0.0019974+0.00071627i,0.0015991+0.00021449i,0.00035191-0.000321i,-4.5453e-05-0.00052693i,0.00015863-0.00035631i,-2.6371e-05+0.00088627i,0.00034442+0.00087403i,0.00097316+0.00027675i,0.0010571+0.00016189i,0.00051894+0.00025613i,0.00076615-2.5039e-05i,0.00066124+0.00019012i,0.00011771+0.0008683i,-0.00010411+0.00082772i,-0.00038093+0.000191i,0.00013747-4.7634e-06i,0.0005333-0.00010135i,0.00066997-0.00060939i,0.00019682-0.00042573i,0.00012464+0.00030116i,-4.2903e-05+0.00066222i
-0.00018397-0.00076444i,-0.00099378-0.0013287i,-0.00053233-0.0018763i,-0.00059521-0.00098574i,-0.001644+0.00025959i,-0.00085372+6.055e-05i,0.00022881-5.7876e-05i,0.00048668+0.00070819i,0.00048391+0.0013535i,0.00025646+0.0012078i,0.00075732+0.00024893i,0.0013093+0.00016566i,0.00082048+0.00047816i,0.00041051-0.00044007i,0.00026155-0.0009914i,-8.4958e-05-0.0010682i,-0.00065755-0.001031i,-0.00084177-0.00040754i,-0.00010706-0.00057366i,0.00070691-0.00059119i,0.00052049+0.00084421i,0.00030671+0.00072169i,0.00073455-0.00041851i
-0.00013179-0.00043835i,-3.8303e-05-0.00050428i,0.00019118-0.0011795i,0.00059105-0.00023414i,0.00065857+0.001419i,-0.00010462+0.0011864i,-0.00038383+0.00055647i,-0.00040404+0.0015751i,-0.00021552+0.0018743i,-0.00042847+0.0010535i,-0.00051194+0.00063319i,7.2763e-05+0.00031263i,-1.6978e-05-0.00033744i,-4.6012e-05-0.00044553i,-0.00050115+0.0001026i,-0.0012909+0.00049429i,-0.00018573-0.00045629i,0.00035015-0.00081157i,0.00048834-0.00027714i,0.00083829-0.0001091i,0.00022045-8.0682e-05i,-0.00044646-0.00031014i,6.7099e-05+0.00028602i
0.0001302+0.00020298i,-0.00041114-5.988e-05i,-0.00030044+5.8448e-05i,0.00044489+5.8998e-05i,-0.00020853-0.00031255i,-0.0010485+9.2892e-05i,-0.0002041+0.00050643i,0.00081754+0.00041615i,0.0012025+0.0002748i,0.00076675+8.8719e-05i,0.00049732+0.0010223i,0.00018011+0.00088187i,-0.00014947-1.5965e-05i,7.5883e-05-2.6059e-05i,0.00019483+0.00011326i,-0.0003031+0.00013416i,-0.00040212+0.0001734i,0.00043161+0.00015129i,0.0011553+8.1354e-05i,0.00095129+0.00035835i,0.00043727-0.00031492i,-0.00035428-0.00067828i,-0.0011562+0.00012417i
-0.00067593+0.00075082i,0.00017614+0.0011556i,0.00046273+0.0013899i,0.00014905+0.001337i,-0.00028632+0.0013552i,0.00024312+0.0011971i,0.0010192+0.001138i,0.00099723+0.0010817i,0.00080222+4.6543e-05i,0.00092097+8.9766e-05i,0.00084615+0.00076932i,0.00020436+0.00031301i,-0.00075867-0.00034799i,-0.0011052-0.00038683i,-0.00073907-0.00046478i,0.00012137-1.9046e-05i,0.00027769+0.00030512i,-0.00046264-0.00054804i,-0.00079386-0.001115i,0.00011025-0.0010653i,0.00045387-0.001073i,9.0061e-06-0.00074662i,-8.3716e-05+0.00012564i
0.00062399-0.0015486i,0.00037378-0.0015783i,-0.00031263-0.0013011i,-0.0009071-0.0015106i,-0.0013725-0.0012315i,-0.0017817+0.00028999i,-0.00062674+0.0020514i,0.0001099+0.0022035i,9.8876e-05+0.0013311i,0.00050137+0.00071994i,0.00083594+0.00026754i,0.0013685-0.00019375i,0.0012556-0.00050248i,0.00061031-0.00079745i,0.0001472-0.00026536i,0.00061331+0.00043053i,0.00126+0.00055646i,0.00039144+0.00048935i,-8.0511e-05+9.8087e-05i,-0.00011636-0.00047942i,-0.00082482-0.00058457i,-0.00070887-0.0001783i,-2.2469e-05+0.00014692i
