0.00076075-0.00034503i,0.00073054-0.0012995i,0.00012916-0.002971i,-8.4379e-05-0.0038061i,-0.0007307-0.002238i,-0.00065791+0.00022739i,0.0013081+0.0013258i,0.0025849+0.00077399i,0.0023672+8.0449e-05i,0.0017232-0.001026i,0.0007902-0.0012534i,-0.00074477-0.00061502i,-0.0014446+0.00042447i,-0.00093268+0.0010817i,-0.00083241+0.00051018i,-0.00067324+3.9368e-06i,0.00013638-0.00011145i,0.00086045+4.0158e-05i,0.00038676-0.00017174i,-0.00014168-0.00010492i,-0.00022821+0.00031833i,-0.00052732+0.00027075i,-0.00086791-0.00024776i
-0.00011671-2.0114e-05i,0.00026187+0.00064404i,-0.00061874+0.0010903i,-0.00079606+0.001224i,0.00032792+0.0015423i,0.0010214+0.0005796i,0.00092125-0.0004941i,0.00056595-0.00039499i,0.00031252-0.00016235i,5.9053e-05-4.6104e-05i,-0.00031903+0.00018623i,-0.0013303-0.0001962i,-0.00094825-0.00066334i,0.00040613-0.0014122i,0.0011254-0.00094301i,0.0010253+3.8606e-05i,-9.4356e-05+6.6578e-05i,-0.001043+0.00027846i,-0.00057607+0.00014248i,-0.0001109-0.00043376i,-0.00010965-0.00057771i,0.00044785+0.00013946i,0.0006439+0.00034688i
-0.00043438+0.0001771i,-0.00084749-0.0001589i,-0.0010052-0.00027793i,8.839e-05-0.0003161i,0.00065622-0.00069057i,0.0012483-0.00091151i,0.00098837-0.00058112i,0.0001332-0.0004247i,0.00034034-0.0005932i,0.0002658-0.00080393i,-9.3267e-05-0.00036426i,0.00012781+0.00020972i,6.1963e-05+0.00044999i,-0.00079506+0.0014246i,-0.00076713+0.0012095i,-0.00026946+0.00010915i,-0.00020408+0.00023765i,-0.00038178+2.605e-05i,-0.00053132+0.00025559i,9.2999e-05+0.00083047i,0.00018001+0.00032358i,0.00028996-0.00031528i,0.00083657-0.00027875i
-0.0010678-0.00094302i,-0.0011562-0.00088858i,-0.0011129-0.00050222i,-0.00041154-0.00014023i,0.00069592-0.00044398i,0.0016784-0.00034232i,0.001943-0.00063202i,0.0011081-0.0011226i,0.00031114-0.00093335i,-0.00026231-0.00044663i,-0.00043429-0.00022953i,-0.00034661-2.0767e-05i,0.00025556+0.00055707i,0.0010084+0.00087677i,0.0012108+0.00098574i,0.00091351+0.00044711i,0.00049932-0.00010606i,-0.00054675+0.00031912i,-0.00072417-8.0662e-05i,-0.00025192-0.00028064i,0.00011132+0.00022178i,0.00019902+0.00044943i,0.00025507+0.00044181i
-0.00029157-0.00016306i,-0.0010207-0.00044758i,-0.0016343-0.00059699i,-0.0012291-0.00035453i,-0.00040362+1.101e-06i,0.00063008+0.00028147i,0.0014952+0.00042717i,0.00076478-0.00058935i,-0.00017099-0.0013882i,0.00010907-0.0015987i,-8.2977e-05-0.00116i,-0.00019051-0.00041101i,-0.00053098-0.0003864i,-0.00077438-0.00086185i,-0.00032268-0.00033139i,-9.5062e-05+0.00063924i,0.00021462+0.00080808i,0.00053655+0.00033212i,0.00068261+5.7895e-05i,0.00089827+0.00024443i,9.5482e-05-0.0001106i,0.00012117-0.00066854i,0.0007419-0.0001284i
-0.00068326+0.00026826i,-0.00074288+0.0012073i,-0.0014655+0.0012358i,-0.00062334-6.5041e-05i,0.00080226-0.00041001i,0.0012073-9.5973e-05i,0.0014367-0.0011277i,0.0010922-0.0015164i,0.00044203-0.00037736i,0.00041939+0.00031996i,0.00032738-0.00034816i,0.00088537-0.00095497i,0.0015558-0.00035836i,0.00091397+0.00019579i,-8.1232e-05-0.00053986i,0.00023147-0.00080578i,0.00050772-0.00010595i,0.00048838+0.000459i,0.00037994+0.00033919i,0.0003435-0.00054188i,-0.00010773-0.00091646i,0.00035892-0.00028184i,0.00090217-0.00027993i
0.00061096-0.0012981i,0.00026182-0.0005722i,0.0005662-0.0003686i,0.0010925-0.00041651i,0.00078386+0.00016974i,0.0011085-5.9496e-06i,0.0013691+0.00014399i,0.00069089+0.0004211i,0.00071475+0.00041848i,0.00074972+0.00031636i,0.00047364+0.00025201i,0.0008762+0.00072541i,0.00087459+0.00018126i,0.00071929-0.00041181i,0.0011246+0.00057649i,0.00070804+0.0014745i,-0.00027146+0.00070713i,6.5643e-06-8.549e-05i,2.6808e-05-0.00014278i,2.5922e-05-0.00057103i,0.00036158-0.00054483i,-0.0002457-0.00017808i,-0.00035311+0.00049647i
-0.0027962+0.0007024i,-0.0019948+0.00039448i,-0.0017161+0.00042969i,-0.0011642+0.0014351i,0.00093535+0.0014209i,0.0018937+0.00042088i,0.0014113-0.00060354i,0.00045939-0.00074702i,2.5699e-05-0.0001483i,0.00056386+0.0006005i,0.00048324+0.0010745i,-3.8183e-06+9.0969e-05i,0.00027885-0.00050364i,0.00049789+0.00029691i,0.00085961+0.00032501i,0.00099314+0.00038535i,0.00014592+0.00051633i,-0.00043317-0.0001062i,-0.00057624-0.00086148i,-0.00078562-0.00095192i,-0.00080121-0.00095626i,-0.00089358-0.00081368i,-0.00036903-0.00015931i
-1.9926e-05-0.0018921i,-0.00093703-0.0020238i,-0.0017214-0.0019971i,-0.0011518-0.0017486i,-0.00027258-0.0010474i,0.000584+7.8806e-05i,0.0013355+0.00082489i,0.0015136-0.00016853i,0.00087055-0.0015963i,-0.00014513-0.00078214i,-0.00068807+0.00066351i,-0.00091534+0.00028196i,-0.00080978+0.00013758i,-0.00058799+0.00084172i,-0.00036019+0.0013413i,0.00071311+0.0011545i,0.00063461+0.00061654i,-0.00025064+0.00040611i,-0.00026346+0.00031081i,-0.00013999+5.6333e-05i,0.00020745-0.00012537i,0.00016906-0.00014261i,-0.00030522-9.232e-05i
-0.0012525+0.0001963i,-0.00069846-0.00023601i,-0.00020675-0.00033376i,0.00044784+0.00072651i,0.0012636+0.00083927i,0.0017871-8.725e-05i,0.0013766-0.00043996i,0.00064809+3.9506e-05i,0.00012245+0.00038332i,-0.00041595-5.5012e-06i,-0.00022189-0.00029423i,0.0005846-0.00048041i,0.00055014-0.00027345i,5.5304e-05-0.00017504i,0.00019872+0.00031105i,0.0004866+0.00034179i,0.0006849+0.00013564i,0.00050563+0.00017776i,-0.00066623+1.2736e-05i,-0.00083211-0.00021957i,6.7399e-05-0.00016153i,0.00021007-0.00020975i,0.00041536-6.5419e-05i
-0.0012922-0.0013179i,-0.0015367-0.0011902i,-0.0012841-0.00056439i,-0.00013379+0.00045528i,0.0012137+0.00060807i,0.0011539+4.5179e-05i,0.00080365-0.00054906i,0.0006943-0.00077063i,0.00030117-0.00095252i,0.00052917-0.00091165i,0.00015424-0.00024926i,-0.00032727-0.00013271i,-0.00010456-0.00026081i,-1.0197e-05-0.00028646i,0.0002398-0.0001728i,0.00015629-0.00025146i,0.00047708-0.00033488i,0.001305-0.00027877i,0.00092073+0.00017957i,0.00045443+0.0005035i,-0.00010385+0.00058974i,-0.0009008+0.00068087i,-0.00090518+0.00018351i
-0.002444-0.00033625i,-0.001196+0.0007767i,0.00023384+0.0021689i,0.00044749+0.0017277i,0.0011297+0.00053126i,0.0020803-8.3542e-05i,0.0019858-0.00042485i,0.00131-0.0010242i,0.00050501-0.0004795i,0.0002307-6.2411e-05i,-9.7723e-05-0.00030383i,-0.00078636-0.00015452i,-0.0005761-0.00028277i,-0.00044308-0.00084438i,-7.2687e-05-0.00068999i,0.00013527+0.0003455i,7.4086e-05+6.2393e-05i,-0.00023747-0.00041526i,-0.0003075+0.00038834i,-0.00043311+0.00011681i,-0.00037759-0.00046498i,0.00044342+0.00044615i,0.00030664+0.00040391i
-0.0012359+0.00046129i,-0.0012629+0.00031176i,-0.00060384-0.00043603i,0.00058626-0.00012835i,0.0011823-2.5344e-05i,0.0014042-0.0013536i,0.0017046-0.001473i,0.00035819-0.0012324i,-0.00020077-0.0011715i,-3.8945e-05-0.00099371i,-0.00065244-0.0006281i,-0.00047166-7.6794e-05i,-0.00021302-0.00017422i,-0.00013365+0.00028021i,0.00038465+0.00078654i,0.00069648+0.00032884i,0.00027841-0.00017469i,-0.00042192-0.00035001i,-0.00051583+6.9238e-05i,0.00048548+0.0010103i,0.0010795+0.00030211i,0.001059-0.00013624i,0.00097888+0.00021344i
-0.000527+0.00083345i,-7.3488e-05+0.0010916i,-0.00018627+0.0011447i,-1.5769e-05+0.0003817i,0.0010245-0.00076404i,0.0012046-0.00096107i,0.00046993-0.00080511i,1.4443e-05-0.00079023i,1.0307e-05-0.00066495i,0.00054611-0.00029545i,0.00072387-0.00010927i,0.00030002-0.00013559i,-0.00056359+2.2574e-05i,-0.00077334-0.00011032i,3.8238e-05+1.1185e-05i,0.00054205+0.00021219i,0.00027795+1.0579e-05i,-0.00013314+7.4411e-05i,-6.8191e-05+0.00010459i,0.00010325-9.9735e-05i,-0.00026068+0.00039287i,-0.0013414+0.00041328i,-0.00095533-0.00084746i
-0.00010902-0.00065978i,-0.00071457-0.00079138i,-0.0010292-0.00062748i,-0.00030895-0.00067178i,0.0010156-0.00059143i,0.0017507-0.00028066i,0.0018083-0.0015327i,0.00040478-0.0017517i,-0.00078872-0.00056503i,6.89e-05+0.00012521i,0.00018562+4.5885e-05i,-0.00079969-0.00037495i,-0.00022641+0.00029941i,0.00049074+0.00097906i,0.00066726+0.00036076i,0.00084116+4.1019e-05i,0.00017108+0.00031951i,-9.033e-05+0.00041076i,0.00041908-8.1149e-05i,0.00018784-0.00027397i,-0.0001443-5.4449e-05i,-1.1895e-05-0.0003092i,-8.8211e-05-0.00015327i
-0.00020819+0.00011092i,0.00073933-0.00096862i,0.00079524-0.00085762i,-0.00054952-0.00025692i,-0.0009689-0.00033974i,0.00019235-0.00054258i,0.0010073-9.7119e-05i,0.00056346+0.0004053i,0.00039255+4.6583e-05i,1.6338e-05-0.00038327i,-0.00092612-2.1876e-05i,-0.00088625+8.7479e-05i,2.9449e-05+1.7975e-05i,-1.1933e-05+0.00044629i,3.2443e-06+0.00050393i,0.0001037+0.00068797i,-0.00041668+0.00039585i,-0.00060857+0.00021699i,-0.00044209+0.00043079i,-0.00024551+0.00030945i,-2.7485e-05+0.0001534i,2.5694e-05-0.00014675i,-0.00051814-0.0011351i
-0.0003413-0.0017092i,-0.00040553-0.0012777i,-0.00016563-0.00099423i,-0.00026789-0.00029601i,0.00063229-0.00019583i,0.0022193-0.0003007i,0.0025307-0.00023708i,0.0010571-0.00072201i,0.00028537-0.0014329i,-0.00017426-0.00079305i,-0.00036981-0.00015642i,0.00031654+0.00027924i,0.0011738+0.00045896i,0.0013102+0.00025919i,0.00028702+0.00031597i,-0.00025204-0.0001425i,-0.00020371-0.00041115i,-0.00075653+0.00019993i,-9.5715e-05+0.00049393i,0.00048898+2.9465e-05i,-0.00020685-0.00019739i,-1.9141e-05-0.00048835i,0.00041832-0.00033097i
-0.00048058+0.00053934i,-0.0015639+0.00040163i,-0.0012218+0.00019649i,-0.00074562-0.00066538i,0.00037686-0.00045332i,0.0011494+0.00015923i,0.00062488-0.000581i,0.00070385-0.0010314i,0.00079816-8.933e-05i,0.00094043+0.00058069i,0.00052821-0.00019431i,-0.00043863-0.00068789i,-0.00054923-0.00024548i,-5.7081e-05+0.00060872i,2.4982e-05+0.00019771i,-0.00044925-0.00039018i,-0.00020016+0.00018007i,-0.00015112+0.00032985i,-0.00056051-2.8345e-05i,-9.224e-05-0.00022177i,0.00023273+0.00035658i,-0.0002116+0.00082395i,-0.0011711+0.0003985i
-0.00092236-0.0016465i,-0.0016341-0.0019875i,-0.00066984-0.0010825i,0.00084692+0.00061403i,0.0012822+0.00063378i,0.0012606-0.00038693i,0.0012475-0.0012297i,0.0012261-0.0015063i,0.00042575-0.00030396i,3.7621e-05-0.00013337i,0.00013082-0.0005074i,-0.00015862+0.00053677i,0.00024262+0.00069799i,0.00054141+0.00014209i,0.00074762-0.00025455i,0.00082203+0.00015556i,0.00013154+0.00035002i,-0.0010857+0.00038881i,-0.00080722-0.00019981i,0.00024904-0.00040596i,0.00043585-0.0001206i,-6.5111e-05-0.0004689i,-0.00091458-0.00036082i
0.00046837+0.0017419i,0.0008111+0.00077937i,0.0015216+9.1506e-06i,0.0012248+4.9941e-05i,0.0006969-0.00018554i,0.0010102+0.00068067i,0.0011116+0.0010275i,0.00046897+0.00066581i,-9.0419e-06+5.0282e-05i,-0.0003288-0.00099208i,-0.00010242-0.0011549i,-0.00030565-0.00079367i,-0.00075435-0.00021067i,-0.0005381+0.00011723i,-0.00056437+0.00021033i,-0.00031042+0.00016542i,0.00011109+9.2895e-05i,0.00031698+8.6258e-05i,-3.6042e-05-0.00062397i,-6.1092e-05-0.00056066i,8.5594e-05-9.269e-05i,-4.1135e-06-0.0001147i,-0.00011277+4.7946e-05i
-0.0034184-0.00010122i,-0.0041458+0.00043249i,-0.003342+0.0019774i,-0.001086+0.0022398i,0.0010283+0.0010737i,0.0017503+4.2681e-05i,0.0019681-0.00048145i,0.001612-0.00050087i,0.00019809-0.00049336i,-0.00020391+0.00041077i,-4.9936e-06+0.00067663i,5.6681e-05-0.00015756i,0.00049726-0.00054647i,0.00073137-0.0010884i,0.0001278-0.00076994i,0.00045983+0.00012479i,0.00089927-5.8818e-06i,0.00028124+0.00049547i,-0.00078683+0.0005745i,-0.00073309+7.6594e-05i,-0.00079389+2.7541e-05i,-0.00057754-0.00012943i,-0.00028117-0.00032384i
-0.00067468+0.00015285i,0.00018493+0.00052681i,0.00088302+0.00051909i,0.0005003-0.00029195i,0.00034659-0.0011172i,0.0011154-0.0017381i,0.00094133-0.001997i,0.00054874-0.0016268i,-4.7772e-05-0.00047326i,-0.00022666-4.9685e-05i,0.0001272-0.00021885i,-5.0102e-05+0.00036017i,-0.00013031+0.00076891i,-0.00027225+0.00077576i,-0.00046824+0.001209i,-0.00033376+0.00053505i,-0.00037465-0.00078632i,-0.00047479-0.00073185i,-0.00050663-0.00039098i,-0.00013037+0.00020537i,0.00038626+0.00055763i,-0.00059592-8.571e-05i,-0.0012635-0.00029521i
-0.0029299-0.0017148i,-0.0025379-0.0010072i,-0.0012421+0.0011801i,0.00068351+0.0021125i,0.0020937+0.00091556i,0.0026771-0.00022617i,0.0028914-0.0011355i,0.0017931-0.0010726i,-0.00017428-0.00030978i,-0.00031631-0.00021998i,0.00025478-0.0009492i,0.00076271-0.00075845i,0.0016622-0.00032344i,0.0012124-6.6723e-05i,0.000438+1.7806e-05i,0.00021246-0.00044928i,0.00013253-0.00010264i,-0.00032793+0.00073534i,-0.00067166+0.00095587i,-0.00022628+0.0009952i,0.00066562+0.00051779i,8.3256e-05+0.00016723i,-0.00127+0.00049638i
-0.0012486-0.00069539i,-0.00060562-0.0013713i,5.3562e-06-0.00090061i,0.00063347-0.00038382i,0.001447-0.00018399i,0.0017724-0.00070616i,0.0021218-0.0015401i,0.0017574-0.001287i,8.4595e-05-0.00076693i,-0.00054974-0.00085974i,-0.00055376-0.00044247i,-0.0007225+0.000118i,0.00039707-0.0001215i,0.0014118+0.00062324i,0.001286+0.00061431i,0.0007671+5.4122e-06i,0.00026123-0.00030545i,-5.5574e-05-0.001355i,-0.00020165-0.00063716i,-0.00019669+0.0007284i,-0.00015461+0.00025486i,-0.00044098-5.0222e-05i,-0.0006174+0.00010531i
-0.00089339+6.1361e-05i,-0.0014732+0.00094625i,-0.00036377+0.0011908i,0.00056242+0.00083844i,0.0011433-9.6315e-05i,0.0020969-0.00058078i,0.0026706-5.9999e-05i,0.0015764+0.00044011i,0.00034572+0.00059547i,-0.00035134+0.00030455i,-0.00035903-0.00055315i,-0.0003344-0.00066471i,-0.00055437+7.2908e-05i,-0.00045176-3.6887e-05i,6.2525e-05-0.00044453i,0.00010513-4.6348e-05i,-0.00057354+3.7547e-05i,-0.00086663-0.00027917i,-0.00032847-0.00021533i,9.8399e-05-0.00033918i,0.00022571-8.5265e-05i,0.00014935-0.00032833i,-0.00052377-0.0012208i
-0.0010084-0.00028877i,-0.0015534-0.00028837i,-0.002+2.1146e-05i,-0.00063299-7.6458e-05i,0.0011702+0.00031399i,0.0015835-0.0001883i,0.0012865-0.0012457i,0.00021324-0.0011992i,-0.00010253-0.00050745i,0.00037215-0.00074653i,-8.1943e-05-0.00085854i,-0.0001783-0.00013892i,-4.6604e-05+0.00015115i,-0.00073991-6.0402e-05i,-0.0010737-0.00012312i,-0.00095603-0.00010775i,-0.00055299-4.5492e-05i,-0.00032764+6.3416e-05i,-0.00087127+0.00015172i,-0.0010326+0.00058128i,-0.00017473+0.00089701i,0.00022298+0.00076555i,0.00023348+0.00024075i
-0.002564-0.00015026i,-0.0020995-0.0006239i,-0.001414+0.00050229i,-0.00036242+0.0013045i,0.00065472+0.00083942i,0.00072441-0.00057769i,0.00080068-0.0017085i,0.000183-0.001101i,-0.00065396-0.00055332i,-0.00015331+0.00011914i,0.00062099+0.00049383i,0.0004033+3.9094e-05i,1.497e-05-0.00010271i,6.3457e-05+0.00020441i,0.00013003+0.00033028i,-0.00034599-0.00017467i,-0.00035335+1.3542e-05i,-0.00015219+0.000255i,-0.00077254-8.1435e-05i,-0.00102-0.00013753i,-0.00027701+0.00057055i,0.00014939+0.00091559i,0.00024536+0.00071872i
0.0017039+0.0012391i,0.0022838+0.00025033i,0.0019707-9.568e-05i,0.0018386-0.0009319i,0.0018387-0.0017209i,0.001749-0.0020084i,0.0017271-0.0012056i,0.00077452-0.00045301i,-0.00010353-0.00023043i,1.3604e-05-6.957e-05i,-0.00016367-4.4476e-05i,1.5745e-05-0.00029412i,0.00024093-0.00082868i,-0.00038425-0.00047996i,-0.00062265-0.0004501i,-0.00088122-0.0010987i,-0.00062581-0.0011367i,-0.00056738-7.3593e-05i,-0.00090867+0.00098817i,-0.00050983+0.00082307i,0.00070313+0.00079894i,0.00085972+0.0010693i,0.00010782+0.00038789i
-0.00053755+0.00016292i,-0.00082366-0.00046417i,-0.00083701-0.00020386i,-0.00089753+0.0011393i,8.6634e-05+0.0011691i,0.001382+0.00017834i,0.0023226-0.00084556i,0.0023722-0.00071166i,0.0011433+0.00017915i,-2.6289e-05+1.3211e-06i,-0.00079501+0.00024487i,-0.0012198+0.00040643i,-0.0011478+0.00034204i,-0.00029484+0.0002397i,0.0004995+0.00010446i,0.00043838+0.00017259i,-0.00010266+0.00026018i,-0.00033679+0.00034174i,0.00048256-0.00029226i,0.0011385-0.00036777i,0.0010856+0.00048863i,0.00065762+0.0012164i,5.8025e-05+0.0010525i
1.8623e-05+0.00094784i,-0.00043504+0.00083658i,-0.00029927+0.0006463i,3.7712e-06+0.00013881i,0.00032013-0.00059546i,0.00078615+0.00027269i,0.00045042+0.00048394i,-0.0002728+9.7536e-05i,-0.00097175-0.00017128i,-0.0012085+6.4266e-05i,-0.00064735+0.00030417i,-0.00015446-0.00014593i,1.8652e-05-0.00017776i,3.7827e-05+0.00017242i,0.00045081+0.00093261i,0.00057284+0.0015976i,0.00014178+0.0009355i,-0.00031517+0.00048592i,-0.00042949+0.001043i,-8.9477e-06+0.0014051i,-0.00054419+0.00011018i,-0.00086589-0.0008125i,-0.0005933-6.5125e-05i
0.00030583-0.0014864i,0.00035092-0.00066815i,0.0003759-0.00023628i,0.00031857-0.00039313i,0.0011094-0.00022784i,0.0027176+4.3403e-05i,0.0025323-0.00059036i,0.0016696-0.00086528i,0.00094184-0.00036267i,-0.0001133-0.001009i,-0.00034783-0.00085941i,0.00022321-2.7884e-05i,0.00085015-0.00017898i,0.00078126+0.00021323i,0.00074044+0.00057101i,0.00067813+0.00030272i,0.00052177-0.00032089i,-9.9337e-05-0.00018497i,-0.00061966+0.00042614i,0.00014537+0.0005228i,0.00092589+0.00032453i,0.00044456-0.00028277i,-0.00014486-0.0011327i
0.00039911-0.0010229i,-0.0012099-0.00069414i,-0.0019273+4.6541e-05i,-0.0013752-0.00038614i,0.00014995-0.00030282i,0.001364+0.0011779i,0.0020725+0.00025571i,0.0016169-0.00091702i,0.00057948-0.00080082i,0.00016615-0.00066631i,-0.0001681-0.0006216i,-0.00040606-0.00022665i,-0.00043057+0.00034878i,-8.2982e-05+0.00010265i,-0.00012711+0.00035499i,-0.0002967+0.000554i,-0.00018763+5.0872e-06i,-0.00018-0.00034663i,0.00012998-0.00047194i,0.00052575-0.00065726i,0.0006515-0.00054294i,0.0005751-0.00027016i,0.00035642-0.00033421i
-0.00049997-0.00079019i,-0.00052759-0.00078438i,-0.00051306-0.0008393i,-0.00036173+0.00021171i,6.8768e-06+0.00078852i,0.0015102+0.00012856i,0.0022319-0.0006369i,0.0013382-0.0010155i,8.6632e-05-0.00070405i,-0.00034542-0.00038756i,-0.00065822-0.00021367i,-0.00037418+0.00031831i,0.00053303+0.0010035i,-0.00017714+0.0005065i,-0.00046057+2.994e-05i,1.4844e-05+0.00021964i,-0.00045808-9.0335e-05i,-0.0011036-0.00034353i,-0.00076588+0.00021276i,-1.3382e-05+0.00016638i,0.00034243-0.00090819i,-5.8905e-06-0.00097724i,0.00036005-9.3028e-05i
0.0013375+0.00064228i,0.0013999-0.00047817i,0.0014137-0.0002178i,0.0013735+1.1836e-05i,0.00088202-0.00070397i,0.0008394-0.0009557i,0.0010125-0.00068651i,0.00067971-0.00013925i,0.0006431+0.00027164i,-6.5887e-05-0.00020704i,-0.0010208-0.0005885i,-0.00067902-0.00034167i,0.00052832+2.0381e-05i,0.00039779+0.00063498i,-0.00055259+0.00066608i,-0.00061233+0.00038802i,-0.00047378+0.0003093i,-0.00040637+0.00042069i,1.1812e-05+0.00069502i,0.00012354+0.00085124i,6.3593e-05+0.00063467i,0.00020223-0.00011429i,4.5144e-05-0.00091055i
-0.0026348-0.0030347i,-0.0033879-0.0018596i,-0.0037765-0.00063747i,-0.0023551+0.0013265i,0.00055723+0.0025933i,0.0021321+0.0014139i,0.0018504-2.0022e-06i,0.001139-0.00050392i,-7.6496e-05+0.000133i,-0.00081501+0.00078087i,-0.00027678+0.00078753i,0.00021308+0.0009476i,0.00067292+0.00026049i,0.00024784-0.00050703i,-0.00032351+8.1935e-05i,0.00017431+0.00050611i,-0.00018258+0.00020591i,0.00010407+0.00056227i,-4.2935e-05+0.00030535i,-0.00071061-0.00065157i,-1.2713e-05-0.00070461i,0.00036282+0.00013825i,-0.00018366+6.0712e-05i
0.0012418-0.0010693i,0.00069451-0.0017042i,-0.00026046-0.0025803i,-0.00056671-0.0020202i,-0.00014441-0.00057755i,0.0012162+0.00028799i,0.0023825+0.00049979i,0.0020939+2.4861e-05i,0.0012019-0.0008528i,0.0013329-0.00094801i,0.00055792-0.00050717i,-0.0003383+0.00019322i,-0.00014722+0.0011767i,-0.00015485+0.0013617i,-2.2744e-05+0.0012827i,0.00039314+0.00093579i,-0.00011492+0.00045328i,-0.00059425+0.00017582i,0.00035251-6.7835e-07i,0.00020219+0.00036211i,-0.00043629+0.00059801i,-0.00017192+0.00034007i,-0.00037726-0.00012123i
-0.002592-0.0021122i,-0.0028525-0.0014439i,-0.0029232+0.0002056i,-0.0013536+0.00162i,0.00047262+0.0020855i,0.0023675+0.0013464i,0.0027799-0.00033319i,0.00096359-0.0010248i,3.4038e-05-0.00029955i,0.0005278+0.00025164i,0.00045222+0.00091145i,4.1591e-05+0.00085013i,0.00036979+0.00038798i,0.0010759+0.00058957i,0.0015462+0.00046633i,0.00044738+0.00037896i,-0.00047481+0.00051151i,-0.00039877+0.00028718i,3.4256e-05+0.00018768i,-0.00012793-1.189e-07i,-0.00074747+0.00013183i,-0.00041213+0.00011639i,0.00026469-0.00034027i
-0.00086534-0.00024696i,-0.0021066+0.00072347i,-0.0033345+0.00083279i,-0.0025661+0.0011099i,-0.00063811+0.0013919i,0.0012247+0.00068587i,0.0021864+5.2229e-05i,0.0011407-0.00087675i,-0.00015345-0.0011048i,-0.00057726-0.00025105i,-0.00046321-3.762e-05i,-0.00018851+7.8574e-05i,0.00021279+0.0001677i,0.00013048+6.7046e-05i,0.00012567+0.00045273i,-0.0003359+0.00079799i,-1.6173e-05+0.00010484i,0.0011328-0.00019362i,0.00082378-1.6502e-06i,-0.00026897-0.00037689i,-0.00028573-0.00063088i,0.00010684-0.00069425i,0.0004352-0.00083708i
-0.0012837-0.00096274i,-0.001601-0.0011692i,-0.00052708-0.0005272i,-0.00013281-6.8227e-05i,-0.00020729-0.00013592i,0.0010368+0.00062376i,0.0016334-3.4149e-05i,0.00025302-0.0012209i,-0.0010131-0.00068427i,-0.00042253-0.00023134i,-2.274e-05-0.00051501i,-0.00092777-3.6994e-05i,-0.0010786+0.00099194i,-0.00035887+0.00070878i,-8.6436e-05+0.00010333i,0.00042412-0.00021226i,0.00074106-0.00064248i,0.00040743-0.00037478i,0.00032744+0.00032845i,0.00022704+4.4888e-05i,-0.00031763+0.00016718i,-0.00047919+0.00032486i,-8.7021e-06+0.00047012i
-0.00097855-0.0015785i,-0.00013542-0.00044956i,0.00018673+0.00041951i,0.00048274+0.0011798i,0.0011509+0.0013555i,0.0021019+0.00033925i,0.0022773-0.0006856i,0.0011185-0.0015894i,7.0427e-05-0.0015381i,-0.00032431-0.0010486i,-0.00017049-0.0013087i,-0.00090267-0.001103i,-0.0015172-0.00046776i,-0.00028893-0.00055346i,0.00069029-0.00030631i,0.00070952+5.5038e-05i,0.00011661-0.00047053i,-0.0015033-0.00057549i,-0.0012659-0.0004191i,-0.00012887-0.00037886i,-0.0006268+0.00071747i,-0.0014936+0.0015125i,-0.0013064+0.00039609i
-0.0015019-6.3922e-05i,-0.0017154+0.00035723i,-0.0021751+0.00075501i,-0.0012806+0.00047665i,0.0007336-0.00054346i,0.0022761-0.00070761i,0.002863-0.00063041i,0.0017367-0.00062877i,0.00036935-0.00070743i,0.00010253-0.001155i,-1.1343e-05-0.00076833i,-0.0005906+0.00042234i,-0.00024163+0.00085582i,8.6786e-05+0.00092933i,-0.00024789+0.00068606i,-0.0005546+3.0299e-05i,-0.00034581-5.8297e-05i,-0.00025133+0.00016361i,-3.1639e-05-0.00034483i,0.00024476-0.00035916i,0.00027734+0.00083244i,0.00076348+0.00099621i,0.0002515-6.1482e-05i
0.00061112-4.5306e-05i,-0.00069753+0.00015473i,-0.00058212-0.0010287i,0.00048853-0.00092132i,0.00071528-0.0006791i,0.0015748-0.0007835i,0.0020316-0.00021848i,0.0013408-0.0002269i,8.7514e-05-0.0008464i,-6.7238e-05-0.00043802i,0.00010607+0.00032497i,1.2558e-05+7.9883e-05i,-0.00036107+3.5095e-05i,-0.00046876+0.00010795i,7.7796e-05-2.5638e-05i,0.00067767-0.00013798i,0.0003861-0.00020898i,6.2316e-05-0.00027282i,-0.00065241+0.00027885i,-0.00061577+0.00090535i,0.00018599+0.00046971i,0.00072533+0.00026026i,0.0006929+0.00048965i
0.0007395+1.1937e-05i,-0.00057425-0.00055821i,-0.00099193-0.00085447i,-0.0016124+0.0002722i,-0.00102+0.0013269i,0.0011899+0.0011595i,0.0018329+0.00059154i,0.0011709+0.00015941i,0.00022981+0.00050687i,-0.00027193+0.00014974i,0.00019906-0.00027054i,0.00026319+0.00012835i,-0.00013095+0.00063195i,-7.9571e-05+0.0013149i,6.0637e-05+0.0015505i,0.00010491+0.0012436i,-3.9888e-06+0.00070291i,4.5352e-05+4.1224e-06i,-8.9818e-05-0.00086436i,-0.00047304-0.00098726i,-0.00014817-0.00053218i,0.00012121-0.00027287i,0.00080404-9.8155e-05i
