-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
-0.00043224-0.0017449i,-0.00073914-0.0017037i,-0.00097045-0.0013846i,-0.00084123-0.00094789i,-0.00012961+0.0001304i,0.0001597+0.0010566i,0.00058523+0.00083978i,0.00047169+0.00076809i,9.0178e-07+0.0010351i,-0.00014452+0.00088266i,-0.00094801+0.00041146i,-0.0011243+0.000178i,-0.00037858-0.00020711i,0.00011408-0.00016668i,0.00033421+3.4546e-05i,-0.00032432+0.00020648i,-0.0012029+0.00036489i,-0.00069581+0.00010958i,-0.00018271-0.00016086i,-6.0694e-05-0.00040354i,-4.6702e-05-0.00046255i,-0.00033446-0.00074955i,-0.00041769-0.00030178i
-0.00080177-3.8697e-06i,0.00036895+0.001647i,0.0013582+0.0012745i,0.0012873+0.00066273i,0.00062442+0.0012114i,0.00056208+0.0014657i,0.00052156+0.0012375i,-5.7766e-05+3.8882e-05i,-0.00067157+2.9788e-05i,-0.0010127+0.00064359i,-0.00013111+0.00048632i,0.00018068+0.0006316i,-0.00059329+0.00075752i,-0.0014284+0.00068808i,-0.0009587+0.00078796i,-0.0006806+0.00088466i,-0.00078429+0.0012443i,-5.3186e-06+0.0010341i,0.00034009+4.8882e-05i,0.00049746-0.00038538i,1.7436e-05-0.0007091i,-3.2669e-05-0.0010271i,0.00027537-0.0004278i
-0.00019549+0.0014002i,0.00074317-0.00031877i,0.0017275+6.1104e-05i,0.0015782+0.00034571i,0.00091635-4.4802e-05i,0.00061307+0.00044399i,0.00097271+0.00097752i,0.0008658+0.00072588i,-0.00067203+0.00062135i,-0.00099016+0.00047597i,-0.00081885+0.00035742i,-0.0006041+0.00077088i,0.00040302+0.00092273i,0.0010819+0.0010594i,0.00073979+0.00045811i,0.00032567-0.00048157i,0.00024914-0.00070291i,0.00040413-0.00068506i,0.00013486-0.00065658i,0.00010463-0.00073952i,0.00089537-7.6474e-05i,0.00082434+0.00041638i,0.00059017-0.00019754i
-0.00070127-0.00081828i,-0.00074388-0.00058207i,-0.00020984-0.00086585i,0.00027018-0.00040169i,0.0003988+0.00074342i,0.00091143+0.00058877i,0.00101-0.00046801i,0.00098114-0.0007489i,0.00026241-0.00024796i,-0.00013135+0.00056736i,-0.00013188+0.0010561i,-0.00081764+0.00094455i,-0.0008944+0.00015581i,-0.00029436-0.00068529i,-0.00014626-0.0010608i,-5.2658e-05-0.00086878i,0.00052929-0.00031649i,0.00063957-1.7135e-05i,0.00039775-0.0005757i,0.00071406-0.0011039i,0.00060664-0.00063013i,0.00063038-5.5959e-05i,0.00047057-3.0544e-05i
0.00075861+0.00029217i,0.0011848+0.00063919i,0.0013828+0.00086563i,0.0015668+0.00060381i,0.0014624+0.0010128i,0.0016797+0.0015549i,0.0011272+0.0013342i,0.00056277+0.00065203i,0.00035565+0.00010385i,0.00049154+4.5996e-05i,0.00046147+0.00061918i,0.0005768+0.00080758i,-4.089e-05+0.00027153i,-0.00078086-0.00025561i,-0.00085596-0.00048566i,-0.00052766-0.00014911i,-0.00018053+7.6073e-05i,-0.0002111-0.00021204i,0.000133+0.00014178i,0.00025145+0.00031635i,-0.00025729-7.7602e-05i,-0.00016926-0.00043327i,0.0005906-0.00049579i
-0.00018493+0.00093214i,0.0004363-0.00016026i,0.0021437-0.0010104i,0.0018613-0.0011663i,0.00084661-0.0010755i,0.0012484+7.568e-06i,0.0019121+0.00061666i,0.0018045+0.00017027i,0.00055331-3.8985e-05i,-9.8507e-05-9.5001e-05i,0.00043141+0.00063752i,0.00058837+0.0011792i,0.00059074+0.0010971i,0.00050259+0.00076764i,0.00095975+0.00060393i,0.00095833+0.0007011i,0.00042023+0.00068228i,0.00017182+0.00074187i,8.3077e-05+0.00044563i,-0.00039741+0.00010506i,-0.0006486+0.00042769i,-0.00037735+0.00011439i,-5.1196e-05-0.000378i
0.00049031-0.0011151i,-0.00018928-0.00064839i,0.00089868-0.00027212i,0.0014312+0.00047198i,0.00086718+0.00027426i,0.00019121+0.00023712i,0.0013598+0.00039416i,0.0015033+0.00028196i,8.8534e-05-8.3573e-05i,4.3016e-06-5.0621e-06i,-0.00011648+0.00042425i,-0.00029316+0.0010491i,-0.00021601+0.0012731i,-0.00090973+9.9086e-05i,-0.00086438-0.0007428i,0.00013712-0.00033014i,0.00033099-0.00011692i,1.9815e-05-0.00035962i,0.00011797-0.00079076i,0.00066397-0.000599i,0.00058584+0.00037158i,-0.00047117+1.919e-05i,-0.00072496-0.0002487i
-0.0003285-0.00032512i,0.00014745-0.00027084i,0.0017618+0.00070498i,0.0024687+0.00035138i,0.002694+0.00080436i,0.0023882+0.0015826i,0.0016676+0.0010289i,0.00075705+0.00039541i,0.00035543+0.00064871i,0.00013498+0.00085537i,0.0002438+0.0010002i,-0.00042567+0.0011784i,-0.0010265+0.0002374i,-0.0010955-0.00029145i,-0.00015657-0.00034656i,0.00011953-0.00062689i,-0.00049882-0.00040798i,-0.00038375+6.7282e-05i,0.00071056+0.00030589i,0.0010418+3.9284e-05i,0.00084455-4.9798e-05i,0.00067789+0.00057754i,0.00054829+0.00068362i
0.0019877+0.0015136i,0.00187+0.0002268i,0.0021335-0.00041785i,0.0022587+0.00023848i,0.0018219+0.00034975i,0.0015523+0.000348i,0.0016+0.00047507i,0.00080243+3.9187e-05i,-5.4535e-06-0.00012543i,6.6895e-05+0.00012275i,-1.5497e-05-0.00040997i,0.00013992-0.00079354i,-0.00021953-0.00075998i,-0.00052898-0.00027824i,-0.00022519+0.00019542i,5.2411e-05+2.6261e-06i,0.00018905-4.2547e-05i,0.0003693+0.00045953i,0.00049041+0.00051556i,0.0007996-0.00041107i,0.00045597-0.00062534i,-0.00032671-0.00023631i,-0.00081199-0.00017109i
0.00097812-0.0010595i,0.00058536-0.00049114i,0.00021674-2.3034e-05i,-0.00023602+4.5776e-05i,-0.00036724+0.00042603i,0.00034369+0.001805i,0.00083503+0.0021351i,6.7572e-05+0.0010936i,-0.0012046+0.00040945i,-0.0015668+0.00041437i,-0.0010426+0.00067813i,-0.00085719+0.0011765i,-0.00090187+0.0014367i,-0.0010824+0.0014052i,-0.00085422+0.00096934i,-0.00051399+0.00066547i,-0.00076886-5.6182e-06i,8.3307e-05-0.00015582i,0.00060599+0.00033441i,0.00038674-0.00019332i,0.0003769-0.00034226i,0.00021662+7.749e-05i,0.00051989+0.00029105i
-0.00028043+0.0012808i,-0.00011967+0.0008586i,0.00023971+0.0018265i,0.0012112+0.0024083i,0.0017004+0.0021889i,0.0012957+0.00089137i,0.0013564-0.00015099i,0.0010994-8.7411e-05i,-0.00010787+0.00023176i,-0.00072915+0.00040368i,6.4437e-05+0.00039241i,9.9839e-05+0.00067819i,0.00020514+0.00050442i,0.00044918+0.00060227i,0.00047151+0.00032056i,0.00047226-0.00057646i,0.00047395-0.00010259i,0.0010798+0.00075198i,0.001362+0.00094147i,0.001547+0.00035039i,0.00092751-0.00028595i,0.00056363-0.00021922i,0.00099294+0.00022183i
-0.0013366-0.00052667i,-0.0018052-0.00020115i,-0.001996+0.0013451i,-0.00058435+0.002167i,0.0014166+0.0016859i,0.0025207+0.00081208i,0.0025153-0.00029186i,0.0016487-0.00034856i,0.00079382+5.3762e-05i,0.00024146+0.00058167i,0.00031339+0.00086234i,0.00032595+0.0010757i,-0.0004398+0.0014104i,-0.00058817+0.0010518i,-0.00035269+0.00081489i,-0.00054275+0.00037296i,-0.00055078+0.00027013i,-1.1941e-05+0.00049565i,0.0004605+0.00091067i,0.00055914+0.00083928i,0.00041188+0.00019055i,-0.00019702-9.3848e-05i,-0.00039489+0.00026771i
-0.0011804+0.00027251i,-0.0011335+0.00090413i,-0.00042597+0.0010579i,0.0002442+0.0011607i,0.0014587+0.00084055i,0.00179+0.0007926i,0.0015327+0.0011007i,0.00069389+0.00065993i,-3.4008e-05+0.00025277i,-0.00018392+0.00031654i,-0.00031798+0.0012619i,-0.00027802+0.0015922i,7.7776e-06+0.00026802i,0.00040486-0.00017357i,0.00038948+0.00077254i,0.00015527+0.00050798i,-0.00019828+0.00037041i,-0.00032126+0.00090796i,0.00037305+0.00048578i,0.00042481+0.00022775i,-0.00057884-0.00011905i,-0.00022206-0.00069614i,0.00088845-0.00074625i
0.00019224-0.00044907i,-0.00012038-0.0010225i,-0.0016495-0.0010069i,-0.001142-0.00053784i,0.00053652+0.00030386i,0.00084792+0.00046754i,0.0012533+8.6931e-05i,0.00095063+0.00011877i,6.3545e-05+0.00042413i,-0.00032894+0.00078804i,-0.00091355+0.00099317i,-0.0010218+0.00096705i,-0.00046723+0.00078288i,-0.0004244+0.00050372i,-0.00026407+0.00026088i,-0.00045172+0.00044852i,4.8778e-05+0.00063024i,0.00057929+0.00055744i,0.00045914+0.00051319i,0.00054663+0.00078888i,0.00066064+0.00010989i,0.00049278-0.00020649i,-0.00081017-0.00065133i
0.0025021+7.9413e-05i,0.0020687-0.00055017i,0.0013643-0.0012577i,0.00045638-0.00079072i,-0.00022947-0.00085297i,-0.00010333-0.0006569i,-0.00026646+0.00082628i,-0.00034323+0.00020479i,0.00083273-0.00054266i,0.0011385+0.00012293i,-0.00015011+0.00038997i,-0.0012718+5.7243e-05i,-0.0010105-0.00044952i,-0.00055737-4.5477e-05i,-0.00010039+0.00053323i,0.00048721+0.00044436i,0.00046368+5.3664e-05i,-7.6106e-05+0.00012288i,-0.00017284+0.00026169i,0.00028729-0.00011522i,0.00070371+1.0536e-05i,0.00071128+0.00021766i,0.00036059-1.7892e-05i
0.00056467-0.00066261i,0.00036425-0.0008695i,0.00043551+0.00043141i,8.0408e-05+0.00090327i,0.00023882+0.00074715i,0.0012048+0.0006169i,0.0012808+0.00045887i,0.00094124-0.0004108i,0.001151-0.00023366i,0.0010221+0.00075954i,0.00013961+0.00078722i,-0.00089928+0.00088966i,-0.0005598+0.00047988i,0.00074577+5.7834e-05i,0.00038358+0.00069833i,-0.00056084+0.0010923i,-0.00014253+0.0010568i,3.8083e-05+0.00053787i,-0.00045165+5.166e-05i,-4.3591e-05+0.00011533i,5.6215e-05+0.00024071i,-0.00023752+0.00060086i,-0.00060913+0.00031003i
7.6564e-05+0.00095662i,6.7935e-05-0.00019172i,0.00073511-0.00076285i,0.0012416-0.00056798i,0.00093947+1.5921e-05i,0.0012227+0.00072917i,0.00248+0.0008054i,0.0020365+0.00033357i,-0.00022834+1.3655e-05i,-0.00082785+0.00037044i,-0.00015193+0.00077607i,3.4458e-06+0.00047671i,0.00024883+0.00032968i,-0.00034863+0.00056133i,-0.0015112+0.00064656i,-0.0012995+0.00029823i,-0.0007218+0.00011643i,-0.00089651-0.00015504i,-0.0013808+0.00019337i,-0.0011716+0.00010845i,-0.00044813-0.0010327i,0.00027077-0.00073846i,0.00057249+0.00066402i
-0.0017719+0.00053544i,-0.00041978+0.0007567i,0.00039465+0.00079992i,0.00057209+0.0012973i,0.00062986+0.0020506i,0.0011195+0.0013345i,0.0016895+0.00030864i,0.00092275+0.00031646i,6.5007e-05+0.00069274i,-0.00043547+0.00067671i,-0.00080317+0.00028314i,-0.00090327+0.00042702i,-0.00099959+0.00077197i,-0.00019651+5.9253e-05i,-6.919e-05-0.00065146i,-0.00054216-0.00078011i,-0.00065256-0.00058329i,-0.00049216-8.926e-05i,-0.00034749-5.886e-05i,-0.0001785-0.00018645i,0.00033589-0.00018166i,0.0010583-0.00024221i,0.00045919+0.00034659i
0.0012085-1.5021e-06i,0.00095883-0.00052963i,0.0019354-0.0004169i,0.0015685+0.00035688i,9.5807e-05+0.00092937i,0.00069985+0.0012975i,0.0022499+0.0017429i,0.001748+0.0012641i,0.00060881+0.00016038i,-9.5712e-05-0.00047985i,-0.00010158+0.00014188i,0.0003228+0.00089187i,-0.00019312+0.00028123i,-0.00045561-0.00027879i,-5.2135e-05-3.963e-07i,0.00017376+0.00011432i,0.00061695+0.00033132i,0.001109-6.5656e-05i,0.0010178-0.00030841i,0.00066532-0.00011124i,0.00021171+1.0199e-05i,-0.00043186-0.00016856i,-0.00042975-0.00078671i
-0.00064042+0.0004402i,-0.001332+0.0013541i,-0.0012772+0.0021051i,-0.00045352+0.0019428i,0.00030967+0.0013021i,0.00059495+0.00088669i,0.0010996+0.00080053i,0.0016468+0.00082608i,0.00080669+0.00075326i,0.00013521+0.0012658i,-8.3781e-05+0.001529i,-0.00058228+0.00083599i,0.00022191-0.00016795i,0.00071133-0.00040694i,-0.00010349-0.000301i,-0.00063562-0.00067592i,-0.00043423-0.00048752i,-0.0001984-6.7328e-05i,-2.4622e-05+5.2167e-05i,0.00099249-6.1799e-05i,0.0011253-0.00030476i,0.00030355-0.00026672i,0.00011765+0.00027023i
-0.00010288-0.00090632i,0.00018409-0.0016331i,0.0015438-0.0023144i,0.0018433-0.0016966i,0.00056541-0.00077143i,0.00072835+0.00014901i,0.0012579+0.00043788i,-0.00016389-3.0919e-05i,-0.0011321+0.00053558i,-0.001288+0.0014413i,-0.0009683+0.0010421i,-0.00085561+0.00044602i,-0.00092339-1.9754e-05i,-0.00021704+0.00012192i,0.00034836+0.00012166i,0.00051509-0.00022431i,8.156e-05+0.00012768i,-0.00060418+0.00033173i,-0.00030964+0.00022845i,-0.00010583+0.00020802i,-0.00044077+0.00093076i,-0.00025571+0.001139i,0.00029851+0.00034256i
0.00095248-0.00036863i,0.00064802-0.0010284i,0.0013464-0.0012721i,0.0011985-0.00042376i,0.00062555+0.00044677i,3.3888e-05+0.00051999i,-0.00011921+0.0005695i,0.0002331+0.00095125i,0.00026558+0.00068119i,0.00021997+0.00097273i,0.00022283+0.0010549i,4.293e-05+0.00072956i,-0.00016336+0.00034649i,-0.0003467-0.00022093i,-0.0005353-0.0004528i,-0.00037373-0.00040936i,-2.2899e-05-0.00020558i,0.0001967-0.00025488i,0.00040287-4.0771e-05i,9.1029e-05-0.00036596i,9.9337e-05-0.001133i,0.00045778-0.00069797i,0.0003108-0.00042892i
0.0005568-0.00047343i,0.00035-0.0001961i,0.00063131+0.0004277i,0.00056831-4.4083e-05i,0.0004996-7.7973e-05i,0.00041469+0.000973i,0.00046101+0.00080826i,0.00067286-1.0308e-05i,0.00087916-0.00018952i,0.00010299+0.00089407i,-0.0010946+0.0012151i,-0.0016515-8.6775e-05i,-0.00078588-0.00039475i,-0.00035458+2.3684e-05i,-0.00053727+0.00034275i,-0.00020953+0.00063199i,8.4539e-05+0.00040423i,4.491e-06+0.00074771i,-1.8958e-05+0.0011573i,0.00021955+0.00073665i,0.00012294+0.00044752i,-0.00023798+0.00037209i,2.8686e-05+1.6229e-05i
-0.0013657+0.00052209i,0.00013474+0.00066604i,0.0009071+0.00095381i,0.0013378+0.0020675i,0.00067215+0.0024571i,0.00091876+0.0011979i,0.0015078+0.00033532i,0.0016206+0.00050266i,0.00098021+0.00051028i,0.00070338+0.001353i,3.8955e-05+0.0016755i,-0.00045281+0.0010565i,6.9384e-05+0.00069421i,0.0004175+0.0012928i,0.00031594+0.0011446i,0.00031402+0.00051398i,0.00025456+0.00011768i,0.00043363-0.00032266i,0.00076244+0.00016863i,0.00038525+0.00039669i,-3.0718e-05+0.0002728i,-0.00018858+0.00036107i,9.271e-05+0.00031356i
0.000394-0.0012581i,0.0002293-0.0012596i,0.00020829+0.00011942i,0.00078548+0.0011061i,0.00074256+0.00088832i,0.00077442+0.0015547i,0.0011071+0.0016544i,0.00060562+0.00047813i,-0.00014466+9.4697e-05i,-0.00058119+0.00059464i,-0.0012725+0.0011807i,-0.0010786+0.00070038i,-0.00057177-0.00020231i,0.00010072+0.00017236i,9.6261e-05+0.00035821i,0.00021739+0.00043776i,0.00058155-0.00018926i,-0.00028133-0.00035291i,-0.00053552-0.00012167i,-0.00052161-0.0006602i,-0.00079974-0.0004123i,-0.0005894+0.00059722i,-0.00060277+0.00053096i
0.00094117-0.00033966i,0.0006851-0.00065474i,0.00045929-0.0012646i,0.0008969-0.00080851i,0.0009581-0.00011579i,0.0010042-0.00039715i,0.0014765-0.00040203i,0.0010446-3.8461e-05i,0.00058344+5.5269e-06i,0.00021815+9.2981e-05i,0.00013401+0.00043394i,-0.00029674+0.00095243i,-0.00086824+0.00036363i,-0.00018674-0.00026092i,0.00031002-0.00024257i,-0.00082609-0.00039129i,-0.0011963-0.0009539i,-0.00018667-0.00047112i,0.00045992+0.00083962i,0.0006166+0.00085304i,0.0006347+0.00023991i,1.3065e-05+0.00019428i,-0.00036012+4.2139e-05i
0.00032526-0.0026362i,-0.00048521-0.001819i,-0.00093395-0.0017149i,-0.00063321-0.0014706i,-0.00076942+0.00030668i,-0.0010802+0.0017567i,0.0004312+0.0010275i,0.0013472+0.00063582i,4.9795e-05+0.00092353i,-0.00055436+0.00073976i,-0.00034982+0.00051386i,0.00031822+0.00010115i,0.00064536-8.0409e-05i,0.00047626-5.8532e-05i,0.00013867+0.00031953i,-0.00032582+0.0004345i,-0.00021103-0.00011488i,-0.00047018-0.00019649i,-0.00023283-0.00074703i,0.00051602-0.00090818i,0.00049177-0.0006387i,0.00026214-0.00032924i,0.0005855+0.00047619i
-0.00052177+0.00033771i,-0.0010946+0.0011972i,-0.00033261+0.0015003i,0.00041501+0.0014492i,-0.00015771+0.0017943i,-0.00064499+0.0017169i,0.00024937+0.0012194i,0.00053664+0.00077985i,-0.00015113+0.00056154i,-0.00020163+0.00057619i,-0.00049314+0.00081515i,-0.0008786+0.00070318i,-0.00059111+0.00078098i,-0.00028451+0.00071895i,3.2595e-05+4.0103e-05i,0.00027943-0.00065952i,-3.1087e-05-0.0005084i,0.00029068+0.00031854i,0.00075742+0.00046861i,0.00032417-6.8378e-05i,-0.00035262-0.0007672i,-0.000454-0.00059748i,0.00017567-3.4685e-06i
-0.00024411-0.00036648i,-0.0010199+5.0517e-05i,-0.00096953+0.0010538i,-0.00042999+0.0017544i,2.0799e-05+0.0021613i,0.0010168+0.0022186i,0.0019708+0.0015406i,0.0015358+0.00036043i,0.00045878-1.9308e-05i,-4.2553e-05+0.0008647i,-0.00022107+0.00076365i,-0.0007673+0.00066456i,-0.00061651+0.00018499i,-0.00021805+0.00021853i,-0.00018501+0.00092324i,2.3871e-05+0.00052912i,0.00038231+0.00029663i,0.00092634-2.2735e-05i,0.00065625-0.00045827i,0.00062335-0.00047098i,0.0011546+0.00023683i,0.00028449+0.0007523i,-6.7474e-05+0.00047463i
-0.00057258-0.0023737i,-0.0008068-0.0021494i,-0.0011338-0.0012271i,-0.0013355+0.0001034i,-0.00043372+0.0019426i,0.00054536+0.0025599i,0.0010533+0.0012045i,0.0010991+0.00040925i,0.00023104+0.00076861i,-0.00068343+0.00072623i,-0.00075543+0.00072636i,-0.00030748+0.00015227i,-6.7515e-05-0.00057228i,-0.00014003-0.00033689i,-0.00051756+0.00037267i,-0.00097245+0.00039395i,-0.00053622-0.00075137i,-0.00049745-0.0014305i,-0.00040326-0.0009816i,-3.0373e-05-0.00070908i,1.9528e-05-0.0001604i,-2.9352e-05+0.0002024i,-0.00035986-0.00032865i
0.0006444-0.00068431i,-8.7739e-06+0.00027456i,-0.0013347+0.0004623i,-0.00094539+0.00034686i,0.00032136+0.00096877i,0.00097015+0.001538i,0.00089306+0.00033576i,0.00014568-0.00083037i,-0.00032564-0.00089822i,-0.00036197-0.0007112i,-0.0010617+0.00047056i,-0.0008437+0.0013294i,-0.00032313+0.0013223i,-0.00062203+0.00073741i,-0.00019204+0.00018623i,0.00060371+0.00052509i,0.00048379+0.00041527i,-0.0001562-0.00018948i,-0.00038814+1.7716e-05i,-0.00010453-0.00016863i,-0.0001236-0.00043006i,-0.00020294-0.00020397i,0.00021203-0.00023661i
-1.8651e-05-0.00057685i,-0.00045414+0.00015983i,-0.00050401-0.00022534i,-0.00028349-0.00030159i,0.0008199+0.0006565i,0.0019906+0.00145i,0.0021912+0.0016457i,0.0015813+0.0014038i,-0.00012217+0.00083567i,-0.0012103+0.00035403i,-0.0012156-0.00033545i,-0.00073358-0.00013383i,-0.00073492+0.00063989i,-0.0012566+0.00027632i,-0.0012973-0.00017432i,-0.00084076-0.00031473i,-0.001137-0.00050631i,-0.00035131-0.00010139i,0.000767+0.00053932i,0.0010867-0.00020241i,0.0011163-0.00099631i,0.00022794-0.00030612i,4.0782e-06-0.0002735i
-0.0015175+0.0010776i,-0.00054988-0.00088932i,0.00047401+0.00038587i,0.00092571+0.0010288i,0.00089681+0.00068301i,0.0011796+0.00039467i,0.0020371-0.0004324i,0.0013115-0.00056202i,-0.00063047+0.0010411i,-0.0012978+0.0015657i,-0.00030763+0.0011294i,0.0003968+0.0018824i,-0.00017363+0.0012128i,-0.00076338+0.00010859i,-0.00078646+0.00042788i,-0.00032716+0.00079494i,7.5574e-05+0.0011512i,-5.3174e-06+0.0009405i,-0.00031987+0.00017727i,-1.088e-05-0.00032557i,0.00033164+0.00024722i,0.00031345+0.00036844i,0.00074748-0.00043245i
-0.00055811-0.0013057i,-0.001478-0.0016296i,-0.0022819-0.001303i,-0.002382+0.00063879i,-0.0017268+0.0023083i,0.00031112+0.0020038i,0.0015375+0.0005097i,0.00045811-5.0636e-05i,-0.00057057+0.00048716i,-0.0009281+0.00079976i,-0.00051969+0.00047748i,-0.00026001+0.0010832i,-0.00044282+0.0016535i,-0.00038044+0.00040909i,6.7364e-05-0.00088302i,0.00032963-0.00093625i,2.1043e-05-0.00033515i,0.00024612+0.00047331i,0.0010613+0.00044749i,0.00090856-0.00025657i,9.6725e-05-0.00045916i,-1.6497e-05-0.00014349i,0.00064134+6.0284e-05i
0.00029444+0.0013475i,0.00013253+0.0011374i,0.00046398+0.0021414i,0.00058746+0.0022018i,0.00036825+0.0020495i,0.00062248+0.0023068i,0.00097106+0.002328i,0.00062061+0.0011533i,0.00018437+0.00062914i,-0.00050422+0.00063017i,-0.0001883+0.00026391i,-6.7721e-05+0.00032498i,-6.5109e-06+0.0003786i,0.00035823+0.00032373i,-0.00010008-0.00017413i,-0.00044265-0.00065778i,-0.00070962-0.00045592i,-0.0002877-0.00012938i,0.00064564-1.9054e-05i,0.00058772-4.813e-05i,0.00071465+2.1338e-05i,0.00082653-3.607e-05i,0.00062012+0.00042964i
-0.00091721+9.268e-05i,0.00037414+0.00095232i,0.00037324+0.0006646i,0.00017634+0.00066365i,0.00076327+0.0011176i,0.00090715+0.0013326i,0.00050991+0.0012094i,0.0001813+0.00052182i,-0.00045401+0.00058835i,-0.0011738+0.00076629i,-0.0011438+0.00083642i,-0.00052396+0.0010422i,-0.00086872+0.0017402i,-0.0010811+0.0017591i,-0.0006879+0.0011584i,-0.00043441+0.00068627i,-0.0008346-5.541e-05i,-0.00084453+0.00012607i,0.00021469+0.0002656i,0.00046205-0.00017921i,6.0359e-05-0.00012235i,1.8807e-05+0.0010341i,8.0389e-05+0.0014918i
0.0015304-0.00044704i,0.0015497-0.00050313i,0.0023384-0.00029543i,0.0024562+0.00027556i,0.00081391+0.00093897i,0.0002281+0.001569i,0.00037588+0.0013707i,0.0008546+0.00040506i,0.0007925+0.00022621i,0.00049708+0.00091617i,0.00026109+0.00062118i,-0.00016928+0.00037979i,-0.0005007+0.00041184i,-0.00057813-8.9154e-05i,-9.3581e-05+0.00017841i,0.00012915+0.00045974i,-0.00012801+0.0005817i,7.4108e-05+0.0010923i,0.00031717+0.00070541i,0.00028852-0.00024042i,0.00010093-0.00047536i,0.00033466-0.00020614i,0.00087357+1.6532e-05i
3.6406e-05+0.0012447i,0.00024914+0.0018846i,0.001484+0.0020028i,0.0015548+0.0007408i,0.0013731-8.9323e-06i,0.001166+0.00035473i,1.2952e-05+0.00019637i,-0.00032716+0.00013552i,-0.00039564+0.00062305i,-0.00062644+0.00077996i,-0.00057995+0.00077738i,-5.5887e-05+0.00078867i,0.0010171+0.00033188i,0.0008392+2.188e-05i,0.00041057+7.7862e-05i,0.00076195+0.00022273i,0.00066719-0.00041911i,0.00050845-0.00016813i,9.1172e-05+0.00079769i,-6.653e-05+9.2781e-05i,-7.1808e-05-1.3899e-05i,-5.2484e-05+0.00061273i,0.00019368+0.00099571i
0.00013944+0.0006303i,0.0016987+0.0009839i,0.0028681+0.00060725i,0.0022279+0.00067165i,0.00089731+0.00085327i,0.00024717+0.00066923i,0.00052851+0.00065854i,0.00030512+0.00044258i,-0.00066396+0.0003536i,-0.00092923+0.00013304i,-0.00057676+1.9832e-08i,-0.00046625+8.8065e-05i,0.0002195-0.00047065i,2.5927e-05-0.00089901i,-0.00070569-0.00028659i,-0.0009052+0.00047754i,-0.0012843+0.00062645i,-0.00073717+0.00016685i,0.00013575+0.00062436i,4.9866e-05+0.00076092i,0.00011825+0.00029163i,0.00061238+0.00049857i,0.00018809+0.0011019i
0.00043472+0.00036599i,0.0004176-0.00066463i,0.00013363+0.00023921i,0.00035709+0.00085685i,-5.2627e-06+0.0015003i,3.0707e-05+0.0023238i,0.00092684+0.0020674i,0.0007245+0.0012254i,-0.0003206+0.00083459i,-0.00021745+0.00097229i,0.00065029+0.00048744i,0.00067499-0.00030203i,-0.00046908-0.00041592i,-0.00068873-0.00052714i,-0.00039703-0.00060357i,-0.00010726-0.00042143i,0.00019689+0.00035127i,-0.00020376+0.0014495i,-0.00053456+0.00081941i,-0.00066439-0.00021805i,-0.00023856-0.0005308i,0.00072761-0.00083273i,0.00091142-0.00028485i
-4.3908e-05+0.00022937i,0.0011701+0.0013285i,0.0016938+0.0030907i,0.0018031+0.0035967i,0.0014886+0.0026944i,0.0016854+0.00099826i,0.0026855+0.00079876i,0.0025264+0.0013296i,0.00062334+0.0015763i,-0.00045564+0.0010566i,-0.00028505+0.00063348i,-0.00051703+0.00070493i,-9.6968e-05+0.0011094i,0.00014717+0.00083728i,-9.4945e-05+0.00061917i,6.0214e-05+0.00090468i,1.2386e-05+0.00014605i,-0.00043781-4.8079e-05i,-0.00062206-9.6732e-05i,-0.00082715-0.00022737i,-0.00093609+0.00015377i,-0.00056392+0.00050737i,-0.00025229+4.4785e-05i
0.00027856-0.0013391i,-0.0003606-0.0010885i,0.00093029-0.000229i,0.0020411+0.00044871i,0.00226+0.0013528i,0.0013716+0.0025334i,0.0011739+0.0015696i,0.0013793+0.00056288i,0.00066435+0.00032461i,-0.00015769+7.509e-05i,-0.00031952+0.00054704i,8.2077e-05+0.00095567i,0.00024062+0.00099345i,5.0685e-05+0.00050544i,0.00049951+4.1592e-07i,0.0004336+0.00030331i,0.00054942+0.00057938i,0.00068258+0.00038827i,3.4078e-05+0.00019492i,-0.00018353-8.8591e-05i,2.1768e-05-0.00017953i,-0.00049334+0.00031283i,-0.00068918+0.00056181i
0.0017273+0.00013424i,0.000884+0.00026502i,0.00062927-0.00039761i,0.00080018-0.00070828i,0.00067238-0.00022318i,0.0010963+0.00040948i,0.00085224+0.00052908i,0.00086168+0.0001781i,0.00028552+0.00071263i,-0.00033922+0.00069101i,0.00048801+0.00047642i,0.00076816+8.3695e-05i,0.00028534-0.00068219i,-0.00019983-0.0006215i,-0.0002803-0.00026879i,0.00031045-0.00020298i,0.00048372-0.00039871i,0.00070943+3.7003e-05i,0.00025533+0.00061974i,-0.00027118-1.2708e-05i,-0.00031103-0.0002353i,-0.0005501-0.00020648i,0.00034848-0.00030512i
