-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
0.00052148+0.001753i,0.00035371+0.00047933i,0.00017137-0.0001328i,0.00016318-0.0011889i,-0.00035268-0.00088536i,-0.00090189-0.00021273i,-0.00053809-0.00040809i,-0.00013116-0.00061031i,-0.0002346-0.00061695i,-0.00021713-0.0005618i,-0.00046714-0.00095228i,-0.00049453-0.00044194i,-0.00033605+0.00057885i,-0.00029535+0.00086731i,-0.00027922-0.00017788i,2.0023e-05-0.00089289i,0.00026816-0.00071171i,0.00021696-0.00010881i,1.4311e-05-5.0501e-05i,0.00037714+0.00016241i,0.00046761+0.00041258i,-0.00023874-0.00054478i,-0.00036196-0.00089069i
0.001842-0.0018016i,0.00046161-0.001366i,0.00021559-0.001109i,2.6648e-05+0.00025771i,-0.00053579+0.0011127i,-0.00015142+0.00088053i,0.0007533-0.0001746i,0.00078681-0.00084452i,0.00075197-0.00046706i,-0.00012266-0.00021312i,-0.00051653-0.00017453i,-0.00037144-0.0004676i,-0.00025062-0.00045564i,-0.00016819+0.0007228i,-0.00059398+0.0010607i,-0.00033492+0.00081777i,-9.0294e-05+0.00077031i,0.00020996+0.00023481i,3.5998e-05-0.0002656i,3.7832e-05-0.00019439i,0.0003723-0.00030948i,0.00050314-0.0005553i,0.00071312-0.00029064i
-2.4577e-05-0.0013144i,0.00027314-0.0014791i,-0.00031632+4.7018e-05i,-0.00045607+0.00068264i,0.00024145+0.00035486i,0.0013552+0.00087938i,0.0016745+0.00080703i,0.0010748-0.00039526i,0.00080714-0.00040042i,0.00095009+0.00017565i,0.00076618+0.00012539i,0.00056496+0.00022646i,0.00052668+0.00075073i,-0.00034363+0.00093584i,-0.0005204+0.00080447i,0.00016364+0.00057322i,0.00041105+0.0004304i,0.00018864+0.00038624i,-0.00031656+5.6824e-06i,-6.682e-05-0.0007221i,0.00018518-0.00076539i,0.00032986-9.0485e-05i,0.00059071+0.00029596i
0.00031878+0.00029558i,0.0013666+0.00016444i,0.00099207+0.00039294i,0.00026381-0.00038186i,0.00029305-0.00045379i,0.00070606-0.00057038i,0.0001553-0.00055016i,-0.00058233-9.4163e-05i,-0.00031258+3.2824e-05i,0.00047801-8.5006e-05i,0.0005738-0.00029232i,-0.00010668-0.0012378i,-0.00088527-0.0015719i,-0.0011723-0.00071818i,-0.00050135-0.00017548i,3.8415e-05+8.8072e-05i,9.7846e-05-0.00026067i,-0.00040725-0.00072996i,-0.00011892+0.0003836i,0.0002836+0.00079102i,1.1388e-05-0.00025267i,6.8078e-05-5.2926e-05i,-0.00020696+0.00092153i
0.0011666+0.0012182i,0.0010669+0.00076205i,0.0018625+0.00064274i,0.0015113-3.7532e-05i,0.00036048-0.00014899i,9.2424e-05+0.000401i,4.5326e-05+0.00053474i,-0.00030759+0.00040823i,0.00032064+0.00047569i,0.0006653+0.00055493i,0.00026346+0.00029998i,-0.00016297+0.0001051i,-7.3635e-05+0.00056588i,-0.00017818+0.00050958i,-0.00093801+9.2488e-05i,-0.00059198+0.00017267i,-0.00015553+0.00055195i,0.00011264+0.000296i,0.00084668+0.00017455i,1.2986e-07-0.0001455i,-0.00089811-0.00073984i,-0.0011224-0.00069554i,-0.00094387-0.00041103i
-0.00073366-0.0002006i,-0.0010515-0.00037962i,-0.0017952-0.00042096i,-0.0016114-3.6283e-05i,-0.00051612-0.00023617i,0.00082177-0.00062123i,0.0016149-0.0010819i,0.0010638-0.0011896i,0.00062319-0.00072381i,0.00058778-0.00031504i,0.00034553+0.00025088i,0.00028769+0.00045228i,-0.0001361+0.00019903i,-0.00055667-0.00019336i,-0.0004647-0.00028853i,-0.0002713-0.000111i,-0.00014521+0.0001812i,-0.00069626+0.00023736i,-0.00072108+0.00038402i,0.00011461+0.00083914i,-0.00033001+0.00093719i,-0.00054496+0.00064863i,0.00090418-0.00023524i
-0.0011685-0.0008828i,-0.0014675-0.0006491i,-0.00064562+5.1719e-05i,0.00042971+0.00064892i,0.00061997+0.00060578i,0.0012941+0.0010871i,0.0012942+0.00093784i,0.00072128-0.00044371i,0.00040176-0.0010775i,-0.00033277-0.00049563i,-0.00093448-6.6036e-05i,-0.00031054+5.5074e-05i,0.0001077-0.00016028i,0.00048312-0.00046684i,0.00101-0.00044253i,0.00029309-3.7982e-05i,-0.00048584+0.00016801i,-0.0002563-9.1185e-05i,-8.5642e-05-0.00032936i,-8.5897e-05-0.0002213i,-0.00040344+0.00013716i,-0.00072304+0.00061992i,-0.0008137+0.0013819i
0.0013446-0.00033611i,0.00057194-0.0003554i,0.00079467-0.00037581i,0.00038725-0.00087533i,-0.00065387-0.00061749i,-0.00067102+0.00040221i,0.00059112+8.3048e-05i,0.00046788-0.00043378i,-0.00012113-0.00043535i,-0.00093146-8.0289e-05i,-0.00082411-0.00033684i,-0.00031573-0.00043128i,0.00018217+0.00058437i,0.00011144+0.00097196i,-0.0010208+0.00036757i,-0.00088282+0.00014303i,-0.00059424-0.00033976i,-0.00043872-0.00027919i,-6.9401e-06-2.9773e-05i,0.00042182-0.00035745i,0.00097598-0.00076557i,0.001074+0.0001255i,0.0004054+0.00065923i
-0.00010582-7.5274e-05i,-0.00097777-3.5661e-05i,-0.00042841+0.0003606i,0.0001807+0.00035802i,0.00032555+0.00012955i,0.00056161+0.00071525i,0.00090092+0.00023237i,0.0013269-0.00091796i,0.0008268-0.0010023i,9.0939e-05-0.00059265i,-0.00021554-0.00020713i,-0.00066017+0.00049227i,-0.00036567+0.00063568i,-1.1752e-05+0.00089067i,-0.00067619+0.0010012i,-0.0011286+0.00049603i,-0.00059418+0.00051858i,0.0004776+0.00036561i,0.001095-0.0001724i,0.0010041-0.00087049i,0.00038033-0.0014419i,-9.3242e-05-0.00091693i,0.00030871-5.4187e-05i
0.00034433-0.00026311i,0.00053584-0.00026367i,0.00046003-0.00055087i,0.0016446-0.00090962i,0.0021295-0.0016084i,0.0011345-0.0016599i,0.00032603-0.0008239i,-9.2195e-05-0.00018089i,1.5282e-06+0.00032224i,0.00028788+4.4286e-05i,6.2782e-05-0.00017833i,-0.0003897-0.00027533i,-0.00027744-0.00056309i,-0.00065994-0.00076236i,-0.00098122-0.00051553i,-0.00040765-0.00032795i,0.00044255-0.00018293i,0.00043814+0.00022918i,3.632e-05+0.00054282i,-0.00027389+0.00013431i,0.00017505-0.00026703i,0.00076322+0.00039426i,0.00090668+0.00055528i
0.00030061-0.0020294i,-0.00082873-0.0022238i,-0.0017101-0.0024837i,-0.0014821-0.00034291i,-0.00087165+0.0011923i,-0.00047625+3.3755e-05i,0.00048277-0.00078776i,0.0005986-0.00038781i,-0.00010049-8.0703e-05i,-0.00014914-0.00016991i,2.9759e-05+1.9681e-05i,0.00049902+0.00046921i,0.0010104+0.0006967i,0.00026431+0.0011465i,-0.00036578+0.0010797i,-0.00040861+0.00067578i,-0.00036062+0.00059891i,0.00019877+0.00050167i,0.00029264-0.00038513i,0.00030884-0.00062815i,0.00074426+4.5059e-05i,0.00030583-4.9985e-05i,-0.00031182-0.00020137i
-0.00012459+0.00014077i,-0.00035114+4.3289e-05i,0.00061558+0.00047907i,0.0013055+0.00055153i,0.0014784+0.00097524i,0.0011881+0.000738i,0.00084935-0.00043405i,0.00022032-0.0010942i,0.00018709-0.00078057i,0.00075315-0.00022508i,0.00021456+0.00010177i,-0.00065105+0.00044076i,-0.0012675-0.00016815i,-0.00062466-0.00052829i,0.00021657-0.00044083i,0.00011194-0.00021918i,-0.00011156-1.4529e-05i,0.00015101+0.00010877i,0.00077679-9.2032e-05i,0.00031538+0.00078503i,0.00022608+0.0010155i,-3.0798e-06+0.0004925i,-0.0003996+0.00021127i
-0.00064132-0.00014009i,-0.00035931+0.00020618i,0.00017489-0.0001328i,0.00040837-0.00012783i,0.00086811+0.00030054i,0.0004558-0.00054567i,0.00065463-0.00054793i,0.0012323-0.00026532i,0.0010671-0.0002677i,0.0010429+5.0213e-05i,0.00066424+0.00017921i,-0.001001+0.00055263i,-0.0020355+0.00014952i,-0.0012637-0.00098387i,0.00011223-0.0010902i,0.00044166-0.00020366i,-0.00020211+0.00045048i,-0.00036046+0.00075164i,-0.0002066+0.00050876i,-1.9377e-05+0.00016949i,-0.0001097+0.00071992i,-0.00051446+0.00011725i,-0.00020417-0.00090994i
-0.0016963+0.0021815i,-0.0010384+0.0025913i,0.00072978+0.0018884i,0.0010923+0.00048368i,0.0010137+0.00015701i,0.00062676+0.00037946i,0.00020118-0.00072295i,0.0005679-0.0013737i,0.00030818-0.001014i,-0.00019183-0.00084668i,-0.00083562-0.00034274i,-0.00087691-6.2118e-05i,-0.00095488-0.0004014i,-0.0010701-0.00062027i,-0.00037654-0.00072286i,-0.00023398-0.00016089i,-0.00035243+0.0004892i,0.00025721+0.00019227i,0.00079939-3.6161e-05i,0.0002246+0.00013011i,-0.00015249-0.00046897i,-0.0001429-0.00088374i,-4.9191e-05-0.00052876i
-0.00066784-0.0012998i,-0.00026467-0.0013754i,0.00022132-0.00071339i,0.00085113-0.00051057i,0.0013934-0.00039741i,0.0014631-0.0005425i,0.000587-0.00084548i,-0.00042631-0.00066246i,-0.00054145-0.00011658i,0.00010137+0.00073646i,7.4724e-05+0.00037693i,-0.00061508-0.00036001i,-0.00043478-0.00093165i,7.0688e-05-0.0011225i,-0.00043971-0.0011367i,-0.0005988-0.0013211i,0.00010267-0.00089136i,-0.00017118-3.4105e-05i,-0.00067184+0.0003797i,-0.00046233+0.00073035i,-0.00033329+0.00042446i,0.00017404+0.00024817i,0.0006526+0.00030504i
-0.0011203+0.00051299i,-0.00062589-0.00037236i,0.00014508-0.00044424i,0.00081711-2.5601e-05i,0.0011257+0.0002964i,0.00067255-0.00024656i,-0.00013931-0.0014152i,-8.5781e-06-0.0015883i,0.00013315-0.00069718i,0.00033429-0.00059016i,0.00053107-0.00027167i,0.00019435+0.00061747i,-0.00036452+0.00016135i,5.7306e-05-0.00082833i,0.0006554-0.00073184i,0.00017171-0.0006183i,0.00012302-0.00099788i,0.00032964-0.00084932i,-0.00035133-0.00057795i,-0.00067088+0.00020654i,-0.00027641+0.00080793i,-2.3915e-05-0.00048633i,-3.3163e-05-0.00058081i
0.00093078-0.00029362i,0.00099941-1.7313e-05i,0.0012009+0.00033472i,0.00070733-0.0011076i,0.00036914-0.0012032i,0.00059921-0.00064058i,0.00012299-0.00073443i,3.6859e-05-0.00048312i,0.0011156+0.00014972i,0.0010037+0.0002324i,0.00017394+5.3227e-05i,0.0002337+0.00022989i,0.00024202+0.00029346i,0.00029109-0.00038874i,2.0689e-05-0.00072495i,-0.00017505-0.00030673i,0.00016738-8.2821e-05i,-2.893e-05-4.5876e-05i,-8.4079e-05-8.2072e-05i,-0.0001762-5.9079e-05i,-8.6413e-05-3.2271e-05i,0.00033911-0.0004912i,0.00052357-0.00036858i
-0.00044618+0.00047207i,-0.00059246+0.00082644i,-0.0012903+0.0015289i,-0.00084019+0.0020566i,-4.2031e-06+0.0016328i,0.00038973+0.00076038i,0.00026774+5.548e-06i,-5.1228e-05-0.00046449i,-0.00024851-0.00052459i,0.00030656-0.00076113i,0.0002998-0.001483i,-0.00020357-0.00075959i,-0.00023057+0.00028154i,-0.00061475+0.0010551i,0.00015079+0.00060264i,0.00044393+0.0001279i,0.00013722+0.00032376i,5.1086e-05+0.00060596i,-0.00089762+0.00049598i,-0.00097083+0.00015569i,-0.00026282+0.00026982i,-0.00022764+0.00056519i,-0.00070249+0.00043735i
0.00031907-0.0023449i,0.00035621-0.0026763i,0.00029683-0.0013965i,-0.00028896-0.00011098i,0.00014702+0.00064216i,0.00091955+0.00073271i,0.0016832+0.00049898i,0.0017421+0.0003039i,0.00068968-1.9176e-05i,-7.276e-05+0.00017729i,2.7402e-05+0.00032922i,8.2952e-06-0.00017798i,-0.00017962-0.00067503i,6.348e-05-0.00052983i,0.0001952+0.00047706i,-0.00017352+0.0011103i,-8.6063e-05+0.00074228i,-1.0657e-05+0.00035713i,0.00025997-0.00018753i,0.00022053+6.6154e-05i,-0.00021796+0.00071771i,-0.00035193+0.0005305i,-0.00092998+0.00029188i
-0.0013118-0.0011332i,-0.0014128-0.00078907i,-0.00083946-0.00027609i,-0.00050351-0.000423i,0.0004631-0.0011179i,0.0021229-0.0013936i,0.002619-0.0011013i,0.0012596-0.00077132i,-0.00025168-0.00028719i,-0.00062923+0.00016891i,-7.9215e-06+0.00049327i,0.00073137+9.6028e-05i,0.00090141-0.00072298i,0.00064568-0.00065677i,0.00043905-5.6587e-05i,0.00046539+0.00029654i,0.00049412+0.00038679i,0.00094349+0.00015304i,0.00082549-3.509e-05i,-7.1399e-05+0.00042067i,1.6767e-05+0.00034776i,0.00024553-0.00033618i,0.00021901-8.8854e-05i
-0.00013911+0.00075536i,-2.7819e-05-0.00013142i,0.00023606+6.6193e-05i,2.3109e-06+0.00029713i,2.769e-05+1.2405e-05i,2.8813e-05-0.00036054i,-7.9187e-06-0.00042079i,-0.00027989-0.00036049i,-0.00058293+8.8231e-05i,8.0896e-05+0.00075565i,0.00055886+0.0005321i,0.00033533-0.00043858i,0.00016788-0.00082326i,-0.00010819-0.00094359i,-0.00024409-0.00091018i,1.9465e-05-0.00047246i,0.00042813-0.00038977i,0.00052724-0.00076161i,0.00034832-0.00024342i,0.00026701+0.00015772i,0.0001121-0.00013988i,-0.00016904-0.00058067i,-0.00039027-0.00026277i
0.00030779-0.0010012i,0.00036878-0.00072495i,0.00065904+0.00018301i,0.00080329-0.00020003i,0.00027229-0.00051187i,-0.00025554-9.773e-05i,0.00014509+3.9285e-05i,0.00027089+0.00016244i,-7.9978e-05-0.00042816i,-0.0005826-0.00091634i,-0.0009216-0.00054746i,-0.00093873-6.4531e-05i,-0.00071497+0.00086433i,-0.00065574+0.0016192i,-0.00032484+0.0013466i,-0.00010688+0.00032004i,-0.00020167-0.00050351i,0.00045081-1.4701e-05i,0.00055824+0.00038975i,0.00016699+7.051e-05i,0.00011241+0.0004721i,-0.00035206+0.0007028i,0.00010303+0.00030547i
-0.0011686+0.0017236i,-0.0013832+0.0015945i,-0.0008861+0.00061986i,-0.00018724+0.00051117i,8.7422e-05+0.00044219i,0.00042888-0.00027347i,0.0014091-0.00054271i,0.0015391-0.0001033i,0.00039933+0.00020365i,6.3118e-05-0.00028758i,0.0009169-0.00093816i,0.00043408-0.00075612i,-0.00037966-0.00048248i,-0.00056219-0.00067387i,-0.00071574-0.001691i,-0.00055224-0.0018824i,-0.00053247-0.001224i,3.986e-05-0.00058741i,0.00037854-2.5987e-05i,-0.00040251-0.00010128i,-0.00071783-0.00027533i,0.00016687-0.00049545i,0.00057309-0.00086005i
0.00052501-0.00062774i,0.00066179+0.00021057i,0.00091258-0.00016661i,0.00066809-0.00049558i,0.00042893-8.025e-05i,0.00035602-0.00055778i,-0.00021113-0.00073958i,-0.00035782-0.00061093i,0.00010734+0.00010537i,-0.00017622+0.00050411i,-0.00063174-0.00021366i,-0.00076235-9.9687e-05i,-0.00058669+7.4472e-05i,-0.00029813-7.0778e-05i,-0.0001001+0.0004054i,0.00011016+0.00045826i,-0.00013916+0.00025454i,1.1223e-05+0.00072176i,3.6712e-05+0.00067048i,0.00017715+0.00012442i,0.00040763-0.00015579i,0.00022486-0.00063714i,0.00081404-0.00068667i
-0.00023801-0.0010795i,-0.00092654-0.0012385i,-0.0011323-0.00040327i,-0.00053029+2.5551e-05i,0.0002984+8.1981e-06i,0.0013372+5.8532e-05i,0.0018284-1.8181e-05i,0.001444-0.00034821i,-0.00016455-0.00040687i,-0.00062628-0.00015164i,-0.00036755+0.00012121i,-0.00051403-0.00036034i,0.00021891-0.00090208i,0.0012462-9.3477e-05i,0.0016429+0.00066419i,0.001463+0.00027503i,0.00089505-0.00018907i,0.0004165-0.00040538i,0.00024754-0.00085232i,8.7374e-05-0.00069824i,0.00026849+1.2108e-05i,0.00020487+2.3377e-05i,0.00015577-0.00048784i
-0.00096572+0.0012491i,2.8842e-05+0.00088931i,0.0008511+0.0012313i,0.0013015+0.0012583i,0.0016919+2.435e-05i,0.0021064-0.0009655i,0.0018912-0.00091487i,0.00092281-0.0004077i,7.3159e-05-0.00056987i,0.00021311-0.0007006i,0.00025444+7.7654e-05i,-0.00046937+0.00023642i,-0.00096949-0.0011997i,-0.00056067-0.0012011i,-0.00031589-0.00036037i,-0.00044171-0.00041732i,-0.00062375+0.00015255i,-0.0008283+0.00064246i,-0.00067864+0.00062512i,0.00020514+1.5857e-05i,0.00094522+1.8614e-05i,0.0010677-5.5205e-05i,0.00074642-0.00063858i
-0.0012978-0.0019683i,-0.0018852-0.0018814i,-0.0026375-0.00048437i,-0.0019425+0.0003414i,-0.00065733+0.00031793i,0.00056214+0.00022021i,0.0012883-0.00012103i,0.0010433-0.00054465i,0.00030231-0.00055382i,-0.00051802-0.00048388i,-0.0001854-0.00028608i,-3.171e-05-0.00036562i,0.0011598-0.00031075i,0.002077-9.4346e-05i,0.0012234-0.00035497i,0.00028182-0.0006859i,-6.0284e-05-0.00065227i,0.0002638+3.4575e-05i,0.00057302-0.00015321i,0.00058745-0.00064164i,0.00037859-0.00031371i,-0.00011314+7.847e-05i,-0.00055302-4.7335e-05i
-0.00059837-0.00081404i,0.00097598-0.00093282i,0.0016004-0.00059486i,0.0013331-0.00055762i,0.00083933-0.00073643i,0.0013087-0.0008063i,0.0021003-0.00067031i,0.0015457-0.00016072i,0.00046257+0.00029987i,-0.00055408+0.00036591i,-0.00049373+0.00035467i,-2.3564e-06+0.00077623i,-0.00035728+2.6212e-05i,0.00025455-0.0010128i,0.00086267-0.00068483i,0.00063439-0.00060136i,0.00056683-0.00036184i,0.00074839+0.00021853i,0.00043265+4.9394e-05i,-7.0466e-05-0.00032715i,-0.00020653+0.00038562i,-0.00050385+0.00082335i,-0.00060166-1.7282e-05i
-0.0016911+0.00024449i,-0.0010451+0.00033318i,-0.00089489+0.0011576i,-0.001572+0.0015334i,-0.00095174+0.0012094i,0.00039233+0.00030115i,0.00094703-0.00064658i,0.00045755-0.0016491i,-2.4409e-05-0.0017879i,-0.0001926-0.00065188i,-0.00020467-6.5536e-06i,-0.00022716-0.00021797i,-8.6634e-05-0.00061755i,0.00042993-0.00067779i,0.00061952-0.00059965i,0.00031454-0.00022453i,0.00024254-0.00049082i,0.00017261-0.00076731i,0.00040628-0.0011238i,0.00059691-0.0015443i,0.00068912-0.0011833i,0.00039466-0.00062805i,-0.00014428-0.00033485i
0.0011554+0.00032716i,0.00053742-0.00023827i,0.00012558-0.00051543i,-0.00032662-8.5416e-05i,-0.0002336+0.0008193i,0.00047954+0.0011041i,0.00086212+0.00030857i,0.00061825-0.00027324i,0.00044671-0.00076131i,0.00012911-0.00069936i,-0.00077452-0.00027213i,-0.0011387+4.7479e-05i,-0.00033554+0.00031315i,0.00037666+0.00028645i,0.0010393-8.8464e-05i,0.00093767-0.00023411i,-1.9569e-05+0.00035233i,-0.00028444+0.0010744i,-0.00024107+0.00096349i,-0.0009347+0.00052638i,-0.0014557+0.00031687i,-0.00018873-0.0002998i,0.00040548-0.00071303i
-0.0011412-0.00060697i,-0.00091388-0.00039773i,-0.00061479-4.1774e-05i,0.00013421+0.00038042i,0.0005229+0.00084329i,0.0009624+0.00047746i,0.0014725-0.00090104i,0.00085068-0.0013795i,-3.3628e-05-0.00090037i,0.00020036-0.00060722i,0.00060052-0.00066965i,0.00069057-0.00090684i,7.3355e-05-0.00073775i,-0.00052362-0.00097456i,-0.00026158-0.0010474i,6.2235e-06-0.00037297i,4.4287e-05+0.00019854i,-0.00056928+0.00028595i,-0.0006425+4.8487e-05i,-0.0001334-0.0003357i,-0.0003022-0.00029874i,-7.3802e-05-0.00028605i,5.1591e-05-0.00019966i
0.00066375-0.0007816i,-0.00026087-0.00024123i,-0.0015747+1.0765e-06i,-0.0011982+0.00024643i,0.00017362+0.0011556i,6.4264e-05+0.0018924i,0.00024654+0.0018822i,0.00078623+0.0012299i,0.00056368+0.00020986i,0.00044695+0.00050501i,0.00018107+0.0007137i,-0.00022887+0.00039132i,0.00015113+0.00011992i,0.00026037+0.00043498i,-3.1887e-05+0.0001253i,0.00035043-0.00034795i,0.00063525-9.7774e-05i,-8.7802e-05+0.00014102i,0.00019449-2.5434e-05i,0.00074394-8.8117e-05i,0.00010814+5.3783e-05i,-0.00039055-0.0005414i,-0.00063631-0.0003947i
-0.0022092+0.0002551i,-0.0012644+2.277e-05i,-0.00011394+0.00065799i,-0.00036988+0.0014484i,-0.00064256+0.00082827i,-0.00018418-0.00090427i,0.00047886-0.0017936i,0.00029589-0.0015609i,-0.00016122-0.00064435i,1.1355e-05+0.00014648i,-0.00027664-0.00015795i,-0.0004143-0.00032441i,8.4629e-05-0.00025191i,0.00073357-0.00045712i,0.00081073-0.00032657i,0.00025651+0.00029966i,-0.00016139+0.00062348i,4.1566e-05+0.00034886i,0.00039241-0.00033528i,0.00023628-1.538e-05i,2.3741e-05+0.00046798i,0.00022611+0.00028856i,0.00069983-0.00046247i
0.00064881-0.00024451i,-0.00028997-0.00013526i,-0.00079186-1.3911e-05i,-0.00070153+0.00032888i,0.0001822+0.00054334i,0.0011551+0.00014724i,0.00068154-0.00019894i,0.00024726-0.00018763i,0.0002621-0.00016528i,4.4581e-05-0.00052408i,-0.00014227-0.00026316i,-0.00027084+0.00016377i,0.00035791+0.00047729i,0.0010127+0.00082549i,0.00063757+0.00034832i,0.00035799-1.7968e-05i,4.7536e-05+0.00045539i,0.00025381+0.00099658i,0.00010935+9.0004e-05i,-0.00019334-0.00025218i,-8.8802e-05+0.00092714i,0.00024517+0.0015794i,9.2106e-05+0.00079853i
0.00076502+0.0015069i,0.00075194+0.0011448i,0.00042843+0.0010087i,-0.00029552+0.00055635i,0.00032552-6.2538e-06i,-6.3951e-05-0.00074346i,-0.00038464-0.0011684i,-7.248e-05-0.00086294i,2.519e-05-0.00047142i,3.2107e-05-0.00062273i,-0.00066463-0.00080346i,-0.0011248-0.00059734i,-0.0013673-0.00024006i,-0.0013806+6.4363e-05i,-0.00097324+6.114e-05i,-0.00093719+4.7801e-05i,-0.0013052-0.00040634i,-0.0010056-0.00059276i,-0.00021985-0.00070621i,0.00036804-0.00017257i,0.0008279+0.00055883i,0.0013265-2.5389e-05i,0.0010267-0.00060603i
-0.0021558+5.1041e-05i,-0.0015944-0.0001007i,-0.00064017+0.00045823i,-0.00013146+0.00098421i,0.00037533+0.0012079i,0.001503-0.0001034i,0.0017181-0.001007i,0.0011346-0.0011047i,0.00074779-0.00096112i,3.295e-05+0.00011119i,-0.0010476-6.5959e-05i,-0.001382-0.00036675i,-0.00078126+0.00015436i,-0.00055077+0.00018816i,-0.00042493-0.00020934i,-0.0002089-0.00038982i,-4.0689e-06-0.00033625i,0.00018239-0.00054785i,0.00020863-9.9268e-05i,-0.00019136-0.00013487i,-0.00028766-0.00010348i,-0.00020493+0.00030533i,0.00058967-1.1096e-05i
0.00093491-1.079e-06i,0.00033496-0.0011084i,0.00091651-0.001767i,0.000986-0.0014949i,0.00012991-0.00028425i,-0.00083153+0.00053332i,-0.00060124-9.2194e-05i,-0.00026814+9.0293e-05i,-0.00014304+0.00071101i,-0.00040536+9.3829e-05i,-0.00013791-0.00055338i,-3.3093e-05+0.00021466i,-0.00074677+0.00078613i,-0.00072727+0.00032101i,-0.0004028+0.00027196i,-0.00036292+0.00079566i,-0.00027184+0.0006394i,0.00070253+0.00057154i,0.0016847+0.00074927i,0.0014025-8.4718e-05i,0.00050425-0.00028235i,0.00020122-0.00038722i,0.000396-0.00022696i
-0.0013998+9.6568e-05i,-0.00061525+0.00031308i,-0.00081576+0.00066481i,-0.00056054+0.00056209i,0.00090084+0.00030623i,0.0021824-0.00029121i,0.0017824-0.00095579i,0.00059139-0.00054863i,0.00037843+0.00036948i,-7.8014e-06+0.00092441i,-0.00087496+0.0011936i,-0.00017595+0.00040631i,0.00077501-0.00065735i,0.0011048-0.0013505i,0.00070257-0.0012071i,0.00041787-0.00035525i,0.00032432+0.0003525i,2.1241e-05+0.00019292i,-3.4577e-05-0.00015075i,-5.0826e-05-1.4077e-05i,0.00042513-6.9606e-05i,0.0003452-0.00028644i,-0.0005805+9.5683e-05i
-0.00073783+0.0015279i,-0.00016602+0.0003871i,0.00041308+0.00087019i,0.0020736+0.001438i,0.0026628+0.00081373i,0.0016726-0.00044325i,0.00081949-0.00067475i,0.00064211-6.5263e-05i,0.00080369+3.3125e-05i,0.00092376+1.2075e-05i,0.00057069-0.00019002i,-0.00023061-0.00034643i,-0.00079622-0.00026997i,-0.00045753-8.4285e-05i,0.00013244+0.00017166i,0.00012603-0.00012091i,-0.00035722-0.00055208i,-0.00042087-7.7776e-05i,-0.00034426+2.4737e-05i,-0.00022021-0.00099915i,-7.7369e-05-0.00087833i,0.0002056+1.7366e-05i,0.00021505+0.00031232i
-0.00055581-0.00042916i,5.3665e-05-0.00014368i,-0.00015447-0.00013041i,-0.00090969-2.2738e-05i,-0.00068109+0.00013631i,0.00056613-4.8913e-05i,0.00063853-0.00087691i,0.00050804-0.001646i,1.6002e-05-0.0009291i,0.00012782-0.00050296i,0.00054432-0.00089302i,0.00018502-0.00015585i,-0.00034386+0.00031656i,-0.00051297+0.00017417i,0.00040035+9.6101e-05i,0.00061026-0.00017305i,-9.0989e-05-4.3927e-05i,0.00034891-0.00033044i,0.00078568-0.00023648i,0.00051025+0.0003399i,0.00058265+0.00057811i,0.00088902+0.0001663i,0.00011896+0.00010202i
0.00043336-0.00069703i,-0.00031012-0.00052874i,-0.00013931-0.00041849i,0.00036547-0.00040515i,0.00044792+0.00030147i,-1.3773e-05+0.00093128i,4.5258e-05+0.00064638i,-0.00025704+0.00082776i,-5.4795e-05+4.1065e-05i,0.00021938-0.001072i,-0.00017102-0.00047008i,-0.00025847+0.00047296i,0.00047355+0.00072654i,0.0010853+0.00051568i,0.00055994+0.00058756i,0.00012236+0.00099587i,0.00030034+0.0008603i,0.00053154+0.0002565i,-7.4582e-05+5.4272e-05i,-0.00046138-5.1095e-05i,-0.00081583-0.00016664i,-0.00070215-0.00045571i,-0.00014185-0.00074085i
-0.0010258-0.0030188i,-0.0014776-0.0025556i,-0.0016717-0.001532i,-0.001588-0.00015894i,-0.00089997+0.00054404i,0.00028427+0.00035664i,0.0016254-0.00082306i,0.0015105-0.0014559i,0.00022987-0.0010117i,-0.00021861-0.00041139i,0.0003437+2.5555e-05i,0.00023036+0.0002649i,0.00033306+0.00088983i,0.0012041+0.0012696i,0.00107+0.00087492i,0.00060157-0.00036334i,0.00063461-0.00099257i,0.00040956-0.00066696i,0.00025905-0.00011573i,-4.9803e-05+0.0002786i,-0.0002059-0.00026999i,-0.00022605-0.00081156i,0.00018153-5.1956e-05i
