-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
-0.00033349+0.0011015i,6.5249e-05+0.0009889i,0.00043847+0.00058025i,0.00027182-0.00018432i,0.00037957-0.00056232i,0.00028244-0.00073151i,0.00098672-0.00064708i,0.0017656+0.000216i,0.00093168+0.0010058i,7.3171e-05+0.0017308i,2.2543e-05+0.0018751i,-0.00016369+0.001955i,5.2277e-05+0.0014284i,7.5193e-05+0.00031208i,0.00035251-8.1897e-06i,0.00057778+0.00038838i,0.00035708+0.00056482i,0.00034809+0.00022555i,0.00037285-0.00012402i,8.2129e-05-0.0001521i,-0.000347+5.24e-05i,-0.00045169-0.00043975i,-0.00088694-0.00095778i
-0.00080523+0.00014834i,-0.00087962-0.00021172i,-0.0015174+0.00085882i,-0.00067653+0.00091546i,0.00031341-0.0010845i,0.00014755-0.0024344i,-0.00039952-0.0022621i,-0.00040353-0.0019853i,-5.4713e-05-0.0012162i,-5.2231e-05+0.0001829i,-8.2848e-05+0.000728i,-0.00013412-0.00018925i,0.00028529-0.00065422i,0.00019697-0.00050041i,-0.00017001-0.00039479i,0.00021885-0.0002556i,2.9119e-05+0.00032372i,-0.00041118+0.00014862i,-0.00045481-0.00014581i,9.5568e-06+0.00039882i,0.00038711+0.0010036i,0.00056968+0.00066944i,0.00032435+6.5908e-05i
7.0667e-05+9.4909e-06i,0.0003283-0.00018613i,-3.2141e-05+0.0011113i,-0.00053572+0.0011151i,-0.00044253+0.00011185i,-0.00041648-0.00013101i,-0.0011228-2.2835e-06i,-0.0009115-0.00060999i,0.00011125-0.0005686i,-0.00034321-0.00026135i,-0.00030568-3.9841e-05i,0.00021941-9.7668e-05i,-0.00048012-0.00032188i,-0.00070279+0.00049196i,7.3003e-05+0.00044369i,0.00054603-0.00019295i,-0.00022374+7.2981e-05i,-0.0012085-1.5811e-05i,-0.00096971-0.00018777i,-0.0005019+0.00056804i,-0.00020222+0.00068681i,-8.295e-05-0.00036591i,-0.00048108-0.0005572i
0.00030596-0.00062138i,-0.001508-0.0012735i,-0.0016227-0.0021943i,-0.0011846-0.0018128i,-0.0012097-0.0013755i,-0.00071424-0.00050933i,0.00020791+0.00033012i,0.00015398+0.00053786i,-0.00061924+0.00091138i,-0.0010737+0.00099416i,-0.00061631+0.00049831i,-0.00050476+0.00015162i,-0.00063698+0.00061484i,-0.00028505+0.00064084i,-0.00058171+0.00015743i,-0.0014644-0.00013854i,-0.0013838+0.0002731i,-0.00075144+0.0010583i,-0.00054077+0.00054295i,-0.0001515+3.1551e-05i,-8.3676e-05+0.00010581i,-0.00066627+0.00053935i,-0.00080883+0.00068526i
0.00028088-0.0011976i,-0.00056734-0.00014693i,-0.0015201+0.00030641i,-0.0015856+0.00010406i,-0.0018015+0.00049347i,-0.0017787+0.0010215i,-0.00098685+0.00014462i,-0.00028597-0.00033651i,-0.00090641-0.00057639i,-0.0010961-0.00097281i,-0.00015974-0.00012391i,0.0010016+0.00065602i,0.0012795+0.00072324i,0.00067799+0.00054792i,0.00052108+0.00024958i,0.00045554-0.00014379i,4.7801e-05-0.00028919i,-0.00025681-0.00010933i,-0.00058432+0.00011583i,-0.00079426+0.0006167i,-0.00057319+0.00042144i,-0.00058733+0.00055341i,0.00035909+0.0009265i
-0.0010517-3.456e-05i,-0.0010895-0.00057642i,-0.00083996-0.00011979i,-3.942e-05+0.00072487i,0.00042114+0.0011293i,0.00072769+0.000192i,0.0015955-0.00018339i,0.0017139-0.00045865i,0.00044355+3.4344e-05i,-0.00058474+0.00068708i,-0.00080431+0.00093022i,-0.00024524+0.00052966i,0.00090592-0.00040239i,0.00049281-0.00086012i,-0.00050883-0.00039976i,-0.00067923-0.00026821i,-0.00076974-0.0009273i,-0.00052867-0.0012907i,0.00023074-0.00057387i,0.00051098+0.00023343i,0.00017545+1.7069e-05i,0.0003424-0.00025612i,0.00061545-0.00069467i
0.00062496+2.7376e-05i,-0.0012734+0.00033246i,-0.001844+0.00056226i,-0.00073285-0.00097897i,-0.00012152-0.0014922i,-0.00083521-0.0013999i,-0.0010384-0.0017194i,-0.0003606-0.0015397i,-0.00014861-0.00080575i,-0.00081569-0.00030884i,-0.0017866+0.0001244i,-0.001029+0.00039306i,0.00050797+0.00062872i,0.00079937+0.0007264i,0.00047778-0.00021547i,0.00024171+1.3825e-05i,-0.00031621+0.0010402i,-0.00077895+0.00095498i,-0.00088778-0.00020019i,-0.0002374-0.0004551i,0.00030198-0.00022755i,-3.678e-05-0.00051932i,-0.00029068+2.8831e-05i
0.00030471+0.00074893i,-0.00049614-0.00026404i,0.00019539-0.0010245i,0.00055061-0.0017236i,0.00030612-0.0025677i,-0.00076485-0.0025031i,-0.0012038-0.0021805i,-0.00012321-0.0014371i,0.00041167+2.7199e-05i,0.00075071+0.00061165i,0.0013933+0.00036272i,0.00059084+7.6969e-05i,0.00047578+0.00018751i,0.00018307+0.00056487i,0.00047282+0.00047973i,0.0010001+0.00036294i,0.00023286+0.00041986i,-0.00036061+0.00028854i,-0.0009047+0.00038238i,-0.00048991+0.00063027i,0.00038971+0.00020105i,0.00012154-0.00084967i,-0.00037757-0.0012451i
-0.00033027-0.0014759i,-0.00037081-0.0020324i,-0.00039066-0.00080727i,-0.0010769+0.00071444i,-0.00093068+0.00053756i,-0.00022866+0.000252i,-3.9355e-05-0.00010862i,0.00011726-0.00080286i,-0.00031623-0.0011169i,-0.00035156-0.0013601i,-0.00023052-0.00085051i,0.00037171+0.0004099i,0.00056818+0.00073525i,0.00042457+0.00035337i,-0.00016574-0.00047467i,-0.00090534-0.0010172i,-0.00052513-0.00071888i,0.0003482-0.00043491i,0.0004738+0.0007763i,-4.6711e-05+0.001072i,0.00057921+0.00035785i,0.00046857+3.9156e-05i,-0.00038002-0.0001569i
-0.00017141-0.0017172i,-0.00068199-0.0017885i,-0.0010676+1.3306e-05i,-0.00088128+0.0010501i,-0.00037112-1.4887e-05i,0.00022422-0.00085691i,0.00051625-0.00034401i,0.00021504-0.00010327i,-0.00074236-0.0003786i,-0.0003766-0.00031953i,5.1506e-05+0.00020439i,0.00051005+0.00071411i,0.00099144+0.00025074i,0.00069642-0.00035111i,-0.00057142-0.0011244i,-0.0010246-0.00067128i,-0.00012464+2.046e-05i,-0.00030298+0.00028192i,-0.00046108+0.00025194i,0.00025783+0.0003373i,0.00035736+0.0011044i,-0.00017173+0.00094247i,-0.00025621-0.00010185i
0.00084873-0.00017778i,-0.0010536-1.2535e-05i,-0.0018788-0.00044512i,-0.0015362-0.0013006i,-0.0015732-0.0011269i,-0.0019053-0.00031083i,-0.00099104+0.00042492i,-0.00024542+0.00097487i,-7.0099e-05+0.00047502i,-0.0005594+0.0002186i,-0.00037606-0.00020307i,2.6222e-05+0.00023297i,-0.00023721+0.0005316i,0.00011147+0.00050928i,5.7654e-05+8.9911e-05i,-0.00097023-0.00025194i,-0.0015485-0.00010249i,-0.0011902-0.00033956i,-0.00099994-8.8922e-05i,-0.00068988+0.0001477i,-0.00022571+0.0002863i,0.00028452+0.00096719i,-0.00047223+0.00068894i
-0.0017826-0.0014432i,-0.0015404-0.00028193i,-0.0015235+0.00023196i,-0.00057966-0.00066868i,0.00034489-0.0012144i,0.00049178-0.0019548i,0.00077745-0.0013464i,0.0013783-1.1876e-05i,0.0011339-0.00083853i,0.00017917-0.00107i,-0.00057758-0.00015275i,-0.00082649-0.00018052i,-0.00073489-0.00013297i,-0.00088151-3.5014e-05i,-0.0007389+3.1477e-05i,0.00041605+0.00057455i,0.0015604+0.00020311i,0.0018338-0.00026465i,0.0012571+6.5657e-06i,0.00067191+6.1584e-05i,0.00032823-0.00013527i,0.00035348-0.00032494i,0.00012344-0.00056751i
-0.00030144+0.00068553i,-0.00054343+0.0002063i,-0.00081347+0.00058245i,-0.00031957-0.00011249i,0.00020871-0.0011609i,0.00048446-0.001484i,0.00086981-0.0016778i,0.00079045-0.001905i,0.00054677-0.0016447i,-8.0694e-05-0.00068567i,3.9609e-05-0.00020907i,0.00043319+0.00019717i,-2.8886e-05+0.00052323i,-0.00035592+0.00070011i,0.00029531+0.00059527i,0.00047629+9.8104e-05i,-0.00015547-0.00044427i,-0.00025678-0.00045288i,-0.00017782-4.9548e-05i,-0.00026573+0.00059425i,-0.00027886-0.00014427i,-6.1245e-05-0.00068373i,0.00039652-0.00069128i
-0.0005739-0.00092285i,-0.0012117-0.0010492i,-0.002261+0.00035029i,-0.0015176+0.00037497i,-0.00021935-0.00074091i,-2.0883e-05-0.00087173i,4.5848e-05-0.0003988i,0.00033212-0.00014409i,0.00010962-9.8592e-05i,-0.00033632+0.00020091i,-0.00053012+0.00061524i,3.0146e-05+0.0013889i,0.00086275+0.0012288i,0.00085943+0.00037558i,0.00055846+0.00054322i,0.00035018+0.00056966i,0.00042325+0.0001321i,0.00083892+0.00086312i,-2.1413e-05+0.00099136i,-0.0010221+0.00046722i,-0.00095327+0.00065586i,-0.00054759+9.2418e-05i,-0.00081716+0.00017271i
0.00090758+0.00020346i,-0.00047607-0.0018259i,-0.0024737-0.0024244i,-0.0026108-0.0021358i,-0.0014007-0.002192i,-0.00085503-0.002665i,-0.00024709-0.0018301i,-0.00022756-0.0015244i,-0.00059232-0.0012823i,-0.00068263-0.00031183i,-0.00044306+0.00018717i,0.0005652+0.00093002i,0.0011713+0.0012375i,0.0010483+0.00080255i,0.0010977-0.00011881i,0.0010721-0.0008395i,0.00072351-0.00043395i,-0.00019686+0.00039117i,-0.0008998+0.00084071i,-0.00021516+0.00043793i,0.001407+2.3238e-05i,0.0019921-6.3245e-05i,0.00088837+0.00025255i
0.00033996-0.0004144i,0.00096489-0.0010025i,0.00034511-0.00090671i,-0.00017219-0.0010669i,7.3908e-05-0.0016323i,-0.00017196-0.0019321i,-0.00029405-0.0010929i,-0.00043463-0.00033403i,-0.00091258-0.00011152i,-0.0006589+0.0006601i,0.00073166+0.0011248i,0.0012215+6.7396e-05i,0.00051041-0.00023174i,0.00011783+0.00061528i,0.00046892+0.0012259i,0.00026685+0.00042832i,-0.0005544-0.00099089i,-0.00095901-0.00089855i,-0.00081785+0.00015537i,-0.00061374+0.00093971i,-0.00016208+0.00042591i,0.00043136+7.6208e-05i,0.00044025+9.5863e-05i
0.00010571-0.0010557i,-0.00089787-0.00084038i,-0.0016165+0.00011728i,-0.0011084+7.226e-05i,-0.00023944-0.0014913i,3.7773e-05-0.0014249i,0.00033828-0.00010308i,-0.00011558+0.00060545i,-0.00042029+0.00054457i,5.9584e-05-0.00044357i,0.00061608-0.00063411i,0.00098355-0.00027698i,0.0010998-0.0005269i,0.00073484-0.00015004i,0.00010415+0.00017881i,-0.00022391-0.00012955i,0.00025192-0.00030709i,0.00060429+4.3084e-05i,0.00055732+0.00061173i,0.00046223+0.00068308i,-4.0812e-05+9.3092e-05i,0.00023001-0.00022574i,0.00046808-0.00022514i
-0.00019147+0.00014016i,-0.00082485+0.0015557i,-0.0011309+0.0018109i,-0.00098658+0.00082586i,-0.00031269-0.0002195i,0.00041505-0.00039003i,0.00052966-0.00035001i,0.00094267-0.00025111i,0.00084545-4.5586e-05i,0.00029877-1.1098e-05i,-0.00057519-0.00032086i,-0.0008114-0.0006527i,-0.00020885-0.00021771i,0.00063016+0.00012274i,0.00022471+0.00034811i,-0.00085636+0.00089077i,-0.0013482+0.00096942i,-0.00149+0.00038979i,-0.0014982-0.00017789i,-0.00014536-2.5421e-05i,0.00058498+0.00034115i,0.0006214+0.00047719i,0.00033848+0.00070022i
0.0012939-0.0016749i,-0.00015338-0.0021352i,-0.0014091-0.0027979i,-0.0022666-0.0024705i,-0.0026409-0.0016908i,-0.0010719-0.00041994i,0.00048366+0.00020157i,0.0014938-0.00059561i,0.0010036-0.0007971i,-0.0010052-3.4177e-05i,-0.0012048+3.6718e-05i,6.759e-05+0.00019761i,0.0008536+0.0010581i,0.001119+0.00066643i,0.00091771-0.00023791i,0.00034144-2.6725e-05i,-0.0012333+0.00043072i,-0.0021284+0.00063612i,-0.0014029+0.0002866i,-0.00038178+0.00012255i,-0.00075864+6.8803e-05i,-0.00064662-0.00088427i,7.284e-05-0.00070239i
-0.00069693-0.0011681i,-0.00031939-0.00027393i,-0.0020447-0.00058419i,-0.0029084-0.00080212i,-0.0015048-0.00051806i,3.9855e-05-0.00086138i,0.00052657-0.0016718i,0.00068766-0.0015592i,0.00028124-0.00076966i,-0.0012162-0.00010284i,-0.0016997+0.00075862i,-0.00059976+0.001012i,0.00050127+0.00073749i,0.00097132+0.00025867i,0.0007477+0.00025812i,0.00045202+0.00029715i,6.7575e-05-0.00010225i,0.00031657+0.00053246i,0.00027559+0.0012307i,-0.00048347+0.00034393i,-0.00062484-0.00058769i,-0.00017745-0.0011153i,7.6762e-05-0.00045159i
0.00057898-0.00058104i,-0.00085866-0.0009272i,-0.0009938-0.00077286i,-0.00051127-0.0012108i,-8.4128e-05-0.0015656i,-0.00021184-0.0013939i,-7.6283e-05-0.0010623i,0.00031039-0.0011202i,2.7624e-05-0.0013116i,-0.00043842-0.00072468i,-6.8176e-05-0.0001055i,0.00085294-2.4475e-05i,0.00083998-3.6513e-05i,0.00010684-1.8994e-05i,0.00010075+0.00032857i,7.6127e-05+0.00069054i,0.00031965+0.00018982i,0.0015113-0.00072301i,0.0017556-0.00037427i,0.00060521-0.00024451i,-0.00027352-0.00036664i,-0.00037973+6.7071e-05i,-0.00091142+0.00015749i
0.0003998-0.00030954i,0.00030845-0.00077761i,-8.9777e-05-0.00060919i,-0.00073422-0.00051138i,-0.00066343-0.0015048i,-0.00044774-0.001864i,-0.00086227-0.0010734i,-0.0014451-0.00029782i,-0.0014076-1.7546e-05i,-0.001113+0.00025316i,-0.00049239+0.00030805i,0.00072068-0.00037647i,0.0012679-0.00015223i,0.00011261+0.00039261i,0.00027491+8.6394e-05i,0.00099033+0.00038827i,0.00048216+0.00059191i,0.00045274-0.00014461i,0.00034659-0.00031365i,6.8132e-05+0.00043097i,4.5612e-05+0.0006283i,-0.00036814+0.00033047i,-0.00028883-2.1899e-05i
0.002019+0.00093851i,0.0012521-2.3537e-05i,0.0013603-0.0028007i,0.0012589-0.0027216i,-0.00025558-0.0017718i,-0.001254-0.0021474i,-0.00089615-0.0011738i,-0.00029429-3.4181e-05i,-0.00010755-0.00043314i,0.00053648-0.00032344i,0.00040673+0.00027979i,7.3914e-05-0.00018638i,0.00029494+0.00020864i,4.0794e-05+0.00064751i,0.00022443+0.00053332i,0.00078751-7.2435e-07i,0.00021537-0.00030512i,-3.7189e-05+1.047e-06i,0.00015881+0.00076905i,-0.00040793+0.00039801i,-0.0005168-0.00052372i,0.00047924-7.923e-05i,0.00035249+0.00063366i
-0.00025615-5.1819e-06i,-0.00067-0.00040637i,-0.0013351+5.9888e-05i,-0.0015954+1.7071e-05i,-0.00093639-0.00012166i,-0.00056763-0.00036029i,-4.6814e-05-3.1173e-05i,0.00087841+0.00077908i,0.00048683+0.0010193i,-0.00084485+0.0010805i,-0.0010583+0.001042i,-0.00076226+0.00035426i,-0.00061538-0.00021219i,-0.00021238-0.00050076i,0.00031202-0.00086138i,0.00045104-2.9399e-05i,-0.00016855+0.00073055i,-0.00049172+0.00047742i,-0.00051612-5.9497e-06i,3.2192e-05-0.00045792i,0.00050046-0.00040972i,-0.00016005-0.00056224i,-0.00064588-0.0012473i
-0.0015677+0.00041263i,-0.0012953+0.00025391i,-0.0014526+0.0012033i,-0.0015497+0.0019081i,-0.00057264+0.00096894i,-0.00051129-4.9664e-05i,4.1512e-05-0.00021256i,0.0014105-0.00012678i,0.0011399-6.533e-05i,0.00030434+0.00011315i,-0.00021245+0.00083063i,0.0001697+0.0012774i,0.00029887+0.0010381i,0.0004994+0.00024437i,0.00052428-0.00045399i,0.00051255-0.00041624i,0.00017161+0.00012186i,-0.00063298-6.6352e-05i,-0.00064935-0.00028225i,0.00011332+0.00020225i,0.00025855+0.00053568i,-0.00036241+0.00024374i,-0.00064544-0.00053166i
-0.0015095+0.00025546i,-0.0013049-0.00062225i,-0.00068165-0.00091883i,0.00016196-0.00018451i,-0.00016896-0.00031674i,-0.00024217-0.00030557i,-0.00020416-5.7973e-05i,0.00055757-0.00054801i,0.00024337-0.00096413i,-0.0012539-0.00094706i,-0.00122-3.0428e-05i,-0.00030776+0.00083017i,-0.00027075+0.0010205i,-0.00083091+0.00052023i,-0.0010318+0.0001336i,-0.00020595-0.00028585i,0.00011416-0.00010561i,-0.00014884+0.00050679i,-0.00015843+0.00067333i,-0.00025854+0.00023837i,-0.00022845-6.7273e-05i,-0.00038797+0.00026418i,9.5705e-05+0.00024567i
5.3988e-05-0.0011713i,6.7367e-05-0.0011333i,-0.0005884-0.00088758i,-0.00125-0.00020795i,-0.00049193+0.00017306i,0.0004772-0.0012145i,0.0004827-0.0020342i,0.00096592-0.0019333i,0.00012651-0.0013916i,-0.00066309-6.3731e-05i,-0.00055127+0.00086039i,-0.0002283+0.001038i,0.00012538+0.00048566i,0.00039108+7.1444e-05i,0.00071132+8.2418e-05i,0.00048905+0.00026074i,-0.00010809+0.00046333i,-0.00049218-2.5044e-05i,-0.00032815-0.00020033i,-0.00014288+0.00052853i,-0.00042777+0.00094344i,-0.00037994+0.00088902i,-0.00045821+0.00020169i
-0.0012239-0.0013423i,-0.0023092-0.00036682i,-0.0024967+7.8815e-05i,-0.0021416+5.6681e-05i,-0.0010735+0.00069441i,-0.00030404-0.00028329i,-0.0010258-0.0014816i,-0.0014063-0.0010795i,-0.00077946-0.00085348i,-0.00030884+2.707e-07i,0.0001548+0.00084321i,0.00071731+0.00087214i,0.00047061+0.00075202i,0.00060072+6.0996e-05i,0.0010092-0.00036577i,0.00062691-0.00057163i,0.00039902-0.000232i,0.00046977-2.4697e-05i,0.00021254+0.00035692i,6.106e-05+0.00075809i,3.922e-05+0.00063567i,0.00023271+4.4255e-06i,0.00055943-0.00042127i
-0.0020686-0.0020618i,-0.0016618-0.0011953i,-0.0022549-0.0005377i,-0.0028456-0.00014035i,-0.0022042-7.5597e-05i,-0.00059-0.00015465i,0.0002415-0.00038684i,2.4116e-05-0.00025667i,-0.00055177+0.0002432i,-0.0007226+0.00096249i,-0.0001365+0.0016304i,0.00056619+0.0017684i,0.0011711+0.0014817i,0.0010093+0.00033897i,0.0010543-0.00053705i,0.00087825-0.00066608i,0.00033889-0.0011348i,0.00032045-0.0007632i,3.5189e-05-0.00049397i,0.00028094-0.00044221i,0.00014246+0.00019865i,6.7221e-05+0.00043346i,0.00023442+0.00028841i
-0.00060027+2.4107e-05i,-0.00095978-0.00087012i,-0.0011782-0.00063085i,-0.00090889-0.0010131i,-0.0007899-0.002018i,-0.00068885-0.0017129i,-0.0002304-0.00081945i,0.00040759+0.00031595i,0.00056176+0.0008427i,0.00018601+0.00029979i,-0.0002188+0.00051748i,0.00015182+0.0015682i,0.00091691+0.0012089i,0.0011502-4.4848e-05i,0.00046728-0.0010899i,-0.00021875-0.0011112i,-0.00014807-0.00023015i,-0.00057456+0.00029558i,-0.00064654+0.00032762i,0.00025327+0.00037747i,0.00037065+0.00049816i,8.7819e-05+0.00028242i,0.00013289+0.0002156i
-7.8968e-05-0.0011257i,5.6708e-05-0.00079963i,-3.3908e-05-0.00079908i,-0.00015398-0.0010151i,-0.00036054-0.00047409i,-0.00032835-0.00055511i,0.00046289-0.0010366i,0.0010936-0.0011404i,0.00089625-0.00067117i,-5.7066e-05+0.00028459i,-0.00061257+0.00085178i,-0.00035598+0.00058591i,3.0391e-05+0.00076442i,2.0241e-05+0.00076748i,-0.0002672-2.4036e-05i,-0.00076411-0.00044944i,-0.00043604-6.4184e-05i,0.00015292+0.00012391i,7.7947e-05-6.7683e-05i,5.8953e-05-0.00014126i,0.00038893+7.6982e-05i,0.00036719+6.7857e-05i,3.0527e-05+0.00037657i
-0.00098961-0.00018296i,-0.00016541+8.9229e-05i,-0.00033807-1.3577e-05i,-0.00019153-0.00052736i,0.00055318+5.6332e-05i,0.0012626-0.00022479i,0.0017357-0.0012884i,0.0012728-0.0015223i,0.00052796-0.00045118i,0.00021124-0.00039083i,0.00055483-0.00072154i,0.00033287+2.196e-05i,-8.8219e-05+0.00029652i,-0.0001787+6.6421e-05i,0.00013487+0.00012262i,0.00052158-7.6212e-05i,0.00024698-8.7452e-05i,-0.00026667+0.00034343i,-0.00037696+0.00051589i,0.0002331+0.00080681i,8.7992e-05+0.00089536i,-0.00022253+0.00016146i,5.058e-05+0.00024356i
-0.00071628+0.00079259i,-0.00050869+0.0001584i,-0.0012759+0.0012688i,-0.0013309+0.0020811i,-0.00032893+0.00017222i,0.00052643-0.0019126i,0.00094023-0.0014811i,0.00056686-0.00087721i,-0.00056699-0.00079643i,-0.00097381-0.00012457i,-0.00092615+0.00094148i,-0.00082259+0.00088587i,-0.00063333-0.000364i,-0.00073304-0.00085842i,-0.00077933+2.7935e-06i,-0.00048709+0.00053089i,-0.00029857+0.00025311i,0.00021792-2.3402e-06i,0.00084379-0.00046219i,0.00068605-0.00069202i,0.00060258-0.00014567i,0.00069079+2.1451e-05i,0.00050536-0.00096731i
0.0014216-0.0016271i,0.00022377-0.0015559i,0.00033122-0.0016125i,0.00010843-0.0023607i,-0.001067-0.0029492i,-0.0016661-0.0021454i,-0.0010798-0.00096202i,-4.0338e-07-0.00028014i,0.00054407-0.00027326i,-0.00045807-0.0004119i,-0.001098+0.00044867i,-0.00058437+0.00085537i,-0.00035067+0.00029272i,-0.00069476+0.00029111i,-2.5886e-05+4.0498e-05i,0.00061137-0.00021548i,0.00093942-6.6807e-05i,0.00085415-8.76e-05i,0.00051087-0.00011796i,-6.1909e-05-0.00045612i,-0.00022662-0.00082581i,0.00045026-0.0011492i,0.00044663-0.0010016i
-0.00079517+0.00085262i,-0.00080088+0.00057102i,-0.00062977+0.00038398i,-1.1883e-05+0.00059213i,0.00047881-0.0005431i,0.00025973-0.0014479i,-2.1261e-05-0.0010174i,-9.2784e-05-0.00026327i,-0.00042101+0.00029031i,-0.00093471+0.00044362i,-0.00060855+0.0013341i,-0.00031078+0.0018184i,-0.00026851+0.0010332i,-0.00019079-0.0002443i,9.3537e-05-2.8185e-05i,-9.6107e-05+0.00035232i,-0.00034712-0.0001623i,-0.00033891-0.00034487i,-2.5292e-05-0.00031i,0.00038854+0.00019335i,0.00031775+0.0003777i,0.00035785-0.000211i,0.00010928-0.00049085i
-0.00018384-0.00028456i,-0.0011742-8.5492e-05i,-0.0027261-1.7693e-05i,-0.0029358-0.00063874i,-0.0012849-0.00065636i,-0.00022671-0.00040273i,8.9942e-05+0.00018873i,0.00028085+0.00093626i,-0.00076857+0.0010456i,-0.00075672+0.00067508i,9.9247e-05+0.0012325i,0.00041367+0.0013708i,0.00086315+0.00012868i,0.00047195-0.00061087i,-0.00026491-0.00076514i,-0.00042853-0.00084598i,-0.00064165-0.0010371i,-0.0005006-0.00067724i,-0.00012756-6.9021e-05i,0.0003145+2.9954e-05i,0.00078812+0.00015406i,0.00075807+0.0001356i,0.00029662+0.00041568i
0.0004071-0.00064796i,-0.0010713+0.00022916i,-0.00086586+0.00067221i,-0.00010584+0.0008681i,0.00032789+0.00015283i,0.00084008+3.3514e-05i,0.0010878+0.0011358i,0.000932+0.0013872i,0.00082553+0.00055986i,0.00059319-0.00015579i,0.00065239-0.00043148i,0.00092632-0.00016505i,0.00053874+7.1914e-05i,8.6749e-05+0.0002442i,-0.00036017-0.00036434i,-0.00093097-0.00061868i,-0.00075295+0.00041927i,-0.00041619+0.00082042i,3.8115e-05+0.00059454i,0.00064199+0.0005335i,0.00057751+0.00075944i,0.00014643+0.00043792i,-0.00027576-0.00011253i
-0.0006335-0.00080706i,-0.0013405-0.002242i,-0.0014182-0.0018502i,-0.0010823-0.00088092i,-0.0010134-0.0013757i,-0.0014728-0.0014254i,-0.00072704-0.0010709i,0.00050172-0.0006869i,0.00043442-4.578e-06i,0.00020443-0.00027916i,-0.00038675-0.0010242i,-0.00033989-0.0012427i,0.00032822-0.00097787i,0.00018578-0.00056769i,-0.00018017-0.00020901i,0.00016248-0.00039557i,0.00071451-0.00012962i,0.00025115+0.00024402i,3.1665e-05-0.00044014i,0.00042198-0.00054542i,0.00030252+0.00049166i,-0.00041628+0.00023731i,-0.00035705-0.00051077i
-0.00043852-0.0013299i,-0.0012578-0.00061327i,-0.0017661+9.5472e-05i,-0.0010158-0.00049137i,-0.00022456-0.0007435i,0.00062149-0.0011083i,0.0012607-0.0016586i,0.0005261-0.0015939i,-0.00046742-0.0010906i,-0.0016951-0.00041285i,-0.0021204-0.00011341i,-0.0014624+0.00037846i,-0.0007402+0.0004764i,-4.9386e-05+0.00023479i,0.00028218+0.00025585i,0.00075955+0.00014537i,0.00050867+0.00042559i,-0.00034523+0.0012327i,-0.00043569+0.00053997i,-0.00014114-0.00041136i,0.00023524+5.1902e-05i,0.00069876+0.00082662i,0.00046645+0.0013078i
-0.001379-0.0009733i,-0.0015272-0.0010725i,-0.0015037-0.00026571i,-0.0018933+3.7625e-05i,-0.0014258-0.0012356i,-0.00025223-0.0020187i,0.00049776-0.0022292i,-0.00024621-0.0021071i,-0.0017887-0.00080619i,-0.0024178+0.00063845i,-0.0020072+0.0012485i,-0.00025481+0.00088607i,0.00054755-1.8105e-05i,2.9826e-06-2.6818e-05i,0.00067757+0.00055898i,0.00037375+0.00034134i,-0.00036618-0.00011097i,-0.00059131-0.00042123i,-0.00033385+0.00033236i,-8.52e-05+0.0008587i,-0.00010734+6.8041e-05i,-0.00031418-0.00019666i,-0.00013091-0.00027938i
-0.00047702-0.0020189i,-0.0013147-0.0015271i,-0.0015874-0.0001427i,-0.001707+0.00077478i,-0.0017429-0.00062465i,-0.0005387-0.0008739i,-0.00029038-0.00010661i,-0.001076+0.00032443i,-0.0015522+0.00069175i,-0.0010488+0.00075516i,-0.00043999+0.0014475i,0.00034848+0.001718i,0.0012661+0.00060525i,0.0010918-0.0010932i,0.00029123-0.001362i,0.0002466-0.00098071i,-0.00018359-0.00053544i,-0.00097109+0.00024331i,-0.00055559+0.0004135i,-4.0319e-05+0.0006215i,0.00062159+0.0007729i,0.00028867+0.0010653i,-0.00058838+0.00039346i
0.00033871+0.00012703i,0.00076543-0.0007946i,0.0016337-0.0003404i,0.00072575-0.00050289i,0.00018402-0.001782i,0.00017503-0.0022016i,-0.00039675-0.0016144i,-0.00067475+0.00019712i,-0.00044751+0.0014791i,0.00022919+0.001896i,0.0010156+0.0020797i,0.0011009+0.0015279i,0.00069531+0.00013862i,0.00015769-0.00015468i,-0.00028767+4.6732e-05i,-0.00023783-0.00029497i,4.3261e-05-9.0579e-05i,1.0423e-05-0.00061903i,0.00023194-0.00033811i,0.000982+0.000109i,0.0014239-1.6809e-06i,0.00082986-5.1883e-06i,0.00044839-0.00010477i
