-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
5.4732e-05-4.9302e-05i,0.00025192-2.9125e-06i,-0.00020401-0.00029404i,-5.5312e-05+0.00021511i,0.00027397+0.00023761i,0.00072341+0.00011504i,0.0019135+0.00043367i,0.0028852-0.00079832i,0.002109-0.0015097i,0.00084495-0.00042299i,0.00029419-8.4067e-05i,0.00021723-0.00085139i,0.00068824-0.0013998i,-0.00012228-0.0013281i,-0.00092389-0.0007077i,-0.001095-0.00074014i,-0.001149-0.00069113i,-0.00044956+0.00025996i,0.00054007-3.4007e-05i,0.00086585-0.00037057i,0.00053046-0.00023603i,4.1594e-05-0.00027381i,0.00017535+4.036e-05i
0.001079-0.0013218i,0.00034847-0.0010483i,-0.0003409-0.00065542i,-0.00041162+0.00044238i,0.00012072+0.00077457i,0.00056286+0.00021044i,0.0020699-8.7392e-07i,0.0028929-0.0013035i,0.0020891-0.0021363i,0.00073671-0.00042924i,-4.8121e-05+0.00054252i,0.00060223-0.00018561i,0.0010468-0.00025853i,0.00075472+0.00051322i,0.00032272+0.00026226i,0.00024621+0.00015072i,0.00037157+0.00048743i,4.7885e-06+0.00021481i,-1.6725e-05+4.6206e-06i,0.00023366+0.00029369i,0.00053289-8.276e-05i,0.00079331-0.00051878i,0.00013657-3.0099e-06i
-0.001119+0.00082584i,-0.0011853-0.00011408i,-0.00081107-0.0005821i,-0.00051956-0.00051015i,-0.00092846-0.00045585i,-0.00060519-0.00035111i,0.00076643+0.00011036i,0.0016021-0.00016349i,0.00089724-0.00033512i,6.8332e-05-0.00021443i,0.00013043+2.1331e-05i,0.00022404+0.00033728i,8.4424e-05-0.00020077i,-0.0001107-0.00026602i,0.00016806-0.00025346i,-0.00020545-0.00012592i,-0.0010427-0.00019519i,-0.00063548-0.00022483i,-0.0001127-0.00023385i,0.00046329-0.00010418i,0.00086657-0.00010848i,-0.00031104-0.00065697i,-0.00081769-0.00023656i
0.00033833-5.8501e-06i,-0.00035817+0.0014709i,-0.00013281+0.0013363i,-0.00021432+0.00064992i,-0.0005463+0.00021827i,-0.00038949+0.0003028i,9.171e-05+0.00014472i,0.0012909-0.00055338i,0.0019488-0.0020935i,0.0011652-0.0027691i,0.00014123-0.0012146i,0.00057796+0.0003042i,0.0014035+0.0003081i,0.00084611+0.0004759i,-5.5704e-05+0.00040279i,0.00016615+0.00020725i,0.00027501+0.00044551i,-3.3882e-05+6.5014e-05i,-0.00011351-0.00014561i,-0.00046537-0.00010043i,-0.00049974-0.00035068i,-0.00046149-0.0006579i,-0.00034015-0.00066797i
0.00027863+0.00093858i,-0.00077059+0.00020962i,-0.00080397-0.00042126i,3.9233e-05-0.0005654i,0.0011233-0.00098958i,0.00060156-0.0015191i,0.00047075-0.0011293i,0.0017463-0.0011257i,0.0017122-0.0023422i,0.0011405-0.0027925i,0.00065343-0.0012036i,0.00026343-9.5945e-05i,0.0010981+0.00031326i,0.0012154+0.00090079i,0.00037615+8.8458e-05i,-0.00027162-0.00030183i,-8.2485e-06-0.00012386i,-0.00012103-0.00018028i,-0.00065222+7.2451e-05i,0.00018245+0.0002079i,0.0006629-0.00031308i,0.00015476-0.00064203i,-0.00010437-0.00037061i
0.00039102+0.00074575i,0.00016033+0.00127i,0.00011787+0.00079749i,-0.00011149+0.00032544i,0.00037778+0.00035481i,0.0011718+0.00018005i,0.0015998-0.00031704i,0.0022266-0.0012556i,0.0021895-0.0013873i,0.0014987-0.00055772i,0.00071364+1.6347e-05i,0.00022812-5.4471e-07i,0.00031914+0.00022504i,0.00039346+0.00065727i,0.0011063+0.00030106i,0.00053022-0.00029051i,-0.0001716+0.00026808i,2.6498e-05+0.0001839i,0.00038977-0.00024409i,0.00049345-0.00013062i,0.00069448-0.00032405i,0.00054907-0.00023183i,-0.0005548+4.5388e-05i
-0.00033743-0.0014731i,-0.0010542-0.0020244i,-0.00052329-0.0016286i,-1.3587e-05-0.00095019i,-0.00035846-0.00061177i,-0.00034756-0.00026436i,0.00065136-0.00087591i,0.002128-0.001472i,0.0020922-0.0016829i,0.00089363-0.00073581i,0.00043557+0.00047212i,0.00035506+0.00024702i,-9.7269e-05-0.00055953i,-0.00012758-0.00071997i,0.00042211-0.00021155i,0.00057063+0.00036624i,5.012e-05+0.00022441i,-0.0001052-0.00038709i,-0.00019803-0.00046598i,9.0338e-05-0.00041143i,0.00031948-0.00075175i,0.00054648-0.000913i,0.00068908-0.00017465i
-0.00066822-5.2998e-05i,0.00068045+0.00098946i,0.00064683+0.00084115i,7.8359e-05+0.00094209i,0.00049334+0.0022473i,0.0015563+0.0019072i,0.0023184+0.00099383i,0.0026703-0.00040253i,0.0025326-0.001388i,0.0010851-0.00085992i,0.00037277+0.00029986i,0.00095384+0.00069625i,0.0001334+0.00011038i,-0.00088036-0.00097753i,-0.00083355-0.0010005i,-3.618e-05-0.00061425i,0.00015803-0.00080898i,-0.00070563-0.0010547i,-0.00089989-0.00057881i,-0.00030486-0.00034407i,8.9743e-05-0.00056388i,0.00036061-0.00048378i,0.00023216-0.00029426i
0.00055967+0.00052085i,0.00044806-8.0328e-05i,-0.00035662-0.00080216i,-0.00034508-0.00080701i,0.00011097-0.00043749i,-0.00052978+0.00018727i,0.00016748-0.00022703i,0.0018135-0.0014767i,0.001392-0.0017018i,0.00018751-0.0011467i,0.00039073-0.00085819i,0.00037307-0.00033593i,0.00022174+7.7033e-05i,0.00019814+0.00012372i,0.00049486+0.00046195i,0.0011032+0.00039289i,0.00072952+0.00028857i,-0.00010969+0.00056624i,-0.00048627+0.00029399i,7.8583e-05-0.00061477i,0.00094376-0.00031022i,0.00046675+0.00010902i,-0.00011236+0.00041177i
-0.00035905+0.0018898i,-0.00026202+0.0014859i,0.00060646+0.0010888i,0.0010781+0.00034041i,0.00087788-0.00039873i,0.00098049-4.6528e-05i,0.0010916+0.00035091i,0.0013941-0.0003171i,0.0011777-0.00050162i,0.00033658-0.00024646i,0.00051998+0.00022734i,0.0012101+0.00077358i,0.0011138+0.00080119i,0.00045866+0.00014211i,0.0004843-0.00027813i,0.00041622+0.00016416i,-7.2933e-05+0.00046343i,-3.7477e-05-0.0001536i,-0.00010713-0.00019319i,-0.0010451+0.00015062i,-0.0012242+0.00026248i,0.00016107-6.0192e-05i,0.0010199-0.0011148i
-0.00015859-0.00039009i,-0.00077844-0.00045802i,-0.0011689-1.202e-05i,-0.0012329+0.00010056i,-0.0008145+0.00037589i,-7.2745e-05+0.0005953i,0.0017437+0.00011334i,0.0024347-0.00075617i,0.0015835-0.0011446i,0.00075826-0.00061167i,0.00019515+0.00060389i,-1.4033e-05+0.00055039i,0.00025102-0.00028278i,0.00093329+6.2467e-05i,0.00027908+0.00039666i,-0.00079093+7.077e-05i,-0.00067243-0.00063868i,-0.00028356-0.00090778i,-0.00050448-0.00039723i,-0.00027035-0.00017418i,0.00030686-8.3273e-05i,-5.9776e-05-0.00019296i,-0.00026586-0.00089203i
-0.00053426+0.00040723i,4.8978e-06+1.1734e-06i,0.00070332-0.00048086i,0.0008819-0.00038723i,0.00073641+0.00090386i,0.0013186+0.0003378i,0.0023101-0.001135i,0.0026722-0.0015255i,0.0016253-0.0018532i,-9.1584e-05-0.0015174i,-0.00067396-0.00024126i,0.00031482+4.2592e-05i,0.00055911-4.4702e-05i,-0.00035502-9.9826e-05i,-0.0001231+0.00030273i,9.6423e-05+0.00064233i,6.4155e-05+0.00047571i,-0.00054094-0.00014616i,-0.00080607-0.00075623i,-9.0685e-05-0.00061838i,0.00041101-0.00053352i,0.00016112-0.00028868i,-0.0001152-0.00022869i
-0.00059894+0.00028072i,-0.0012826+0.00031054i,-0.0011815+0.00038881i,-0.00081159+0.0010079i,-0.0010601+0.00091729i,-0.0010267+0.00054966i,0.00026228+0.00030383i,0.0015947-0.0011584i,0.0020193-0.0020673i,0.001748-0.0015297i,0.0011692+0.00037967i,0.00069084+0.0012418i,0.0002493+0.00059592i,-0.00049121-2.4305e-05i,-0.00089512-0.00090352i,-0.00051669-0.00092517i,-0.0007971-0.0008728i,-0.00086413-0.00032712i,-0.00066413+0.00026229i,-0.00078297-0.00012995i,-0.00044946+0.00034365i,-0.00072051+0.00052052i,-0.00068743-6.8608e-05i
-0.00040047+0.00096968i,-0.00050666+0.00023781i,0.00014057+5.4203e-05i,0.00036762-0.00055376i,0.00022562-0.00064233i,8.7345e-05-0.00082805i,0.00066169-0.00064245i,0.0018321+1.4727e-05i,0.0018695-6.0024e-06i,0.00090424-5.0147e-05i,0.00028798+0.00030921i,0.00079424+0.00056429i,0.0011308+0.00084845i,0.00063913+0.00033562i,-0.0001541+0.00041209i,-0.00020481+0.00012474i,-6.8167e-05-8.2959e-05i,-0.00059446-8.6743e-06i,-0.00047807-0.00041185i,-0.00018835-0.0005489i,-0.00026352-0.00038662i,-0.00057776+2.922e-06i,-0.00055673-8.1174e-05i
-0.0007355-0.00040682i,-0.00054712+0.00016537i,-0.00027426+6.7983e-05i,-0.000396+0.00049919i,-0.00088241+0.00089104i,-0.0006002+0.00090085i,0.0013144+0.00074787i,0.0020159-0.00035124i,0.0011607-0.0017343i,-8.1672e-05-0.00049567i,-0.0002414+0.0005988i,0.00025417+1.7686e-05i,0.00035974+6.7637e-05i,0.00045802-4.3028e-06i,0.00049943+3.7412e-05i,0.00045913+0.00091152i,-0.00013824+0.0013506i,-0.00056683+0.00046036i,-0.00020853-0.00056476i,0.00017681-0.00021736i,0.00057001+0.00017481i,0.00075842-0.00044003i,0.00024442-0.0003713i
-0.0012172+0.0012301i,-0.0010037+0.00070315i,-0.0010918+0.00056958i,-0.0010321+5.3108e-05i,-0.00053256-0.0012689i,0.00018455-0.0019779i,0.00067695-0.0020175i,0.001947-0.0019865i,0.0026435-0.0011303i,0.0012451-0.00032676i,-2.8601e-05+0.00049507i,0.00028903+0.00027168i,0.00040126-6.3909e-05i,0.00037347+0.00010949i,0.0007528+0.00069948i,0.00063423+0.0014061i,6.4857e-05+0.00033826i,-0.00095652-0.0012577i,-0.0007851-0.00091262i,-0.00016713+9.7082e-07i,-0.00018133+0.0001235i,-0.00030577+0.00013129i,-0.00041848+0.00023108i
0.00071691+0.00065375i,-0.00051197+0.00061805i,-0.00087581+0.0005211i,-0.00011713+0.00019584i,-5.325e-05+0.00055393i,-0.00041135+0.00074761i,0.0002109-4.5301e-05i,0.00084934-0.00051933i,0.00088189-0.0011056i,0.00080561-0.00072047i,0.0010764+4.7843e-05i,0.001243+2.9378e-06i,0.00081225-0.00020409i,0.00019163+0.00027869i,-0.00013074+0.0004468i,0.000296-3.6028e-05i,0.00033163-0.00044792i,-6.986e-05-0.00065817i,-4.8669e-05-0.00022909i,-6.2645e-06-9.2654e-05i,8.6926e-05-0.0010715i,0.0001783-0.0013864i,-0.00052709-0.00085742i
0.00060924-0.00079806i,4.8534e-05-0.0016248i,-0.00017914-0.0017597i,-0.00023611-0.0012495i,-0.00034069-0.00024568i,6.2089e-05+0.00035495i,0.0011732+0.00063639i,0.0020979+0.0005465i,0.0018967-0.00071402i,0.0012461-0.001687i,0.00048632-0.0010978i,-0.00013687-0.0008284i,-4.0153e-05-0.00060938i,0.00049176+0.00039139i,0.00083632+0.00050619i,0.0003233+0.00043351i,-0.00061618+0.00022726i,-0.00076222+0.00027557i,-0.0004154+0.00037416i,5.3051e-05-8.2995e-05i,-0.00016208-0.00058509i,-0.00057454-0.001104i,-0.00058542-0.00076063i
-0.0012339+8.2986e-05i,-0.00052255-0.00020913i,0.00027684+4.6604e-05i,0.00044062+0.0014406i,0.0006149+0.0019134i,0.00099776+0.00058523i,0.0011951-0.00071114i,0.0018125-0.0016223i,0.001983-0.0015164i,0.00071093-0.00025232i,1.1005e-05+0.00061102i,0.00070029+0.00085689i,0.00076112+0.00042769i,0.00019523-5.4212e-05i,-0.00028317-0.00040984i,-0.00032517-0.0012739i,0.00026084-0.00093817i,0.00017717-0.00018496i,-0.0002302-0.00082112i,-0.00032402-0.00075119i,-0.00014564+7.8058e-05i,-2.5764e-05+0.00011814i,-2.1231e-05-0.00028737i
-0.00093573+0.00091648i,-0.0014216+0.00050019i,-0.0012053+0.00043119i,-0.00054815-0.00016266i,-0.00018676-0.00056159i,-0.00080599-0.00025962i,8.4076e-05-0.00023644i,0.0016101-0.00020093i,0.0012838+0.0005105i,0.00048299+0.0011528i,0.00044982+0.00076362i,0.00044524-0.00025143i,-0.0001706-0.00085708i,-0.00083007-0.00032806i,-0.0011422+3.6221e-05i,-0.0011463-0.00027773i,-0.00079174+0.00031196i,-0.00025501+0.0007236i,-0.00029971+0.00034659i,-0.00037227+4.9872e-05i,8.6514e-05+0.00052121i,0.00014813+0.00062876i,-0.00025645+1.1955e-05i
-0.0016517-0.0017675i,-0.00067506-0.0018134i,0.0005551-2.6199e-05i,0.0012437+0.0012517i,0.0011751+0.00083883i,0.0018346+0.00039693i,0.00268+9.061e-05i,0.002587-0.00081329i,0.0024074-0.0018695i,0.0017572-0.001259i,0.00083767+0.00053344i,0.00072691+0.0011375i,-0.00017456+0.00079261i,-0.00063958-3.3813e-05i,-7.7099e-07-0.00080083i,-1.5598e-05+9.2942e-05i,-0.00068047+0.00069673i,-0.00095804+0.00011926i,7.1011e-05+0.00020804i,0.00051064+0.00052163i,0.00030083+0.00019376i,0.00028478-0.000104i,0.00038872-0.00063265i
4.5868e-05-0.0012531i,-0.00087036-0.00041265i,-0.0019445-0.00067345i,-0.0021711-0.00049727i,-0.0015998-0.00068583i,-0.00083423-0.00076754i,0.00058862-0.00051199i,0.0020575-0.00076524i,0.0020167-0.00077308i,0.0010263-0.00083447i,0.00032498-0.00044545i,0.00025637+0.00020894i,0.0009582+2.3251e-05i,0.0013401+0.00014904i,0.00054884-0.00023074i,-0.00033904-0.00072297i,-0.00065947-0.00068109i,-7.1422e-05-0.00039634i,0.00017416-0.00040928i,-0.00025306-0.000486i,-0.00033694+3.7571e-06i,0.00013535+0.00014188i,0.00082109-7.1356e-05i
-0.0017063-0.0010037i,-0.00056182-0.0017319i,0.00048109-0.001228i,0.0011201-0.00052389i,0.00089943+0.00050336i,0.00084278+0.00054663i,0.0014491+6.7354e-05i,0.002376-0.00086499i,0.0023759-0.0016829i,0.0019025-0.0010106i,0.0019507-0.00011103i,0.0015608+0.00026317i,0.00020188+0.00080577i,-0.001142+0.00068034i,-0.001637-0.00020897i,-0.0013213-0.00060634i,-0.00011502-0.00075532i,0.0011376-0.00030352i,0.00096538+0.0001632i,0.00045148+0.00014472i,-0.00023067-0.00019416i,-0.00039221-0.00016785i,-0.00037197-0.00043838i
0.00071497-0.00025196i,0.00069288+0.00017131i,0.00042043-0.00024955i,-0.00012513+8.8344e-05i,0.00012733+0.00043846i,2.5125e-05+0.00067528i,0.00045983+0.00034918i,0.0018522-0.0012053i,0.0019517-0.0016359i,0.00035244-0.0011962i,0.00052744-0.00032378i,0.001268+0.00014893i,0.00020807-0.00057035i,-0.00037986-0.00091121i,-0.00069898+0.00011281i,-0.00081957+0.00024615i,-0.00081414+0.00014433i,-0.00049167+0.00034475i,0.00020077+0.00014791i,0.00071551-1.3262e-05i,0.00068567-0.00024221i,-0.0001548-0.00021032i,-0.00066846+0.00010523i
0.001116-0.0002885i,0.0014656-0.00035721i,0.0013655-0.00052159i,0.00079582-0.00028923i,0.00028043+0.00014325i,-0.00015672-0.00021535i,0.00038793+0.00014702i,0.0014676+0.0002496i,0.0018399-0.0002809i,0.0015448-0.00041138i,0.00089731-0.00017433i,0.00024174+0.00039995i,-0.00029162+0.00019912i,-0.0005718+0.00022189i,0.00011561+0.00093717i,0.0003304+0.00025656i,0.00018905-0.00096571i,0.00037762-0.0010909i,-7.2528e-05-0.0010005i,-0.0009866-0.00082645i,-0.00066529-0.00051148i,0.00015926-0.00026038i,0.00012657+0.00027138i
-0.00076933+0.00017485i,-0.00077503+0.00077752i,-0.0022418+0.0008935i,-0.0019115+0.00063549i,-0.0012969+0.00080405i,-0.0003866+0.00056926i,0.0011201-0.00034424i,0.0019164-0.00066234i,0.0019507-0.00095548i,0.00086764-0.00083446i,0.00012708+0.00082892i,0.00016972+0.001304i,-0.00012152-3.5554e-05i,4.9872e-05-0.00024164i,-0.00022275+0.00037398i,-0.00017344+0.00075515i,-0.000123+0.00064428i,-0.00032811+0.0001027i,-0.00022821-0.00063513i,-0.00039454-0.00058709i,-0.00034863+0.00019456i,2.9363e-05+0.00039815i,0.00075331+0.00056176i
-0.00012278-0.00015309i,-0.00052939-0.00015724i,-0.00012305+0.00013925i,0.00055031+0.0005426i,0.00027318+4.2546e-05i,6.9985e-05-0.0010043i,0.00029974-0.0013681i,0.00097895-0.0013482i,0.0012916-0.0014023i,0.0004426-0.0013325i,-0.00051114-0.00030868i,-0.0010304+0.00068167i,-0.0009264+0.0006024i,-0.00062385+7.3197e-05i,-0.00059992+5.302e-05i,-0.0001071+0.00014422i,0.00054987+0.00023926i,0.00039556-0.00025899i,-0.00012109-0.00064988i,-0.0006071-0.00056067i,-0.00023489-0.00038248i,4.7281e-05-8.6702e-05i,-0.0007111+0.00033591i
0.00042199-6.6575e-05i,0.00024384-0.00025191i,-0.00082192-0.00046377i,-0.0015113-0.00046579i,-0.00089716+0.00013185i,0.00051308+0.0012122i,0.0010061+0.0011148i,0.0012829-0.0002355i,0.0013394-0.00074918i,0.00051433-0.00056888i,0.00022571-0.00040892i,0.00072506-0.00057351i,0.00030132-7.5641e-05i,-0.00061527+0.0002846i,-0.00029796-0.00026195i,-0.00019109-0.00047134i,-0.00028825-0.00040084i,-0.00031982-0.00020442i,-0.00070924-0.00030569i,1.7178e-05-0.00050361i,0.00049263-0.00041495i,-0.00023798+0.00012276i,-0.00015312+0.00056734i
0.00023998+0.0017902i,-0.00018563+4.9676e-05i,0.00038141-0.00097615i,0.00041279-0.0013966i,-6.0269e-05-0.0016333i,-0.00011617-0.00082374i,0.0010958-0.00053991i,0.0023357-0.0015213i,0.0017008-0.0015005i,0.00086774-0.00058103i,0.00017382+0.00010769i,-0.00061588+0.0004262i,-0.00087591-8.7128e-05i,-0.00025648+3.537e-05i,-2.6133e-05+0.00066416i,-0.00032812+0.00028947i,-0.00032697-0.00038528i,-0.00020837-0.00029994i,-0.00045484+6.4176e-05i,-0.00040961-0.0001087i,0.00079587-0.00011398i,0.0010808-0.00024938i,0.00057819+0.00019319i
-0.00011431+6.4031e-05i,-0.00017809+0.00075971i,-0.00038377+0.00084189i,-0.00019132+0.0010783i,-0.00014536+0.0017963i,0.00015545+0.0016724i,0.0012819+0.00091604i,0.0027198+0.00031409i,0.0022037-5.019e-05i,0.0010659-0.00056435i,0.0013132-0.00036154i,0.0010566+7.1615e-05i,0.00059787+4.6906e-05i,-7.7216e-05-0.00022376i,-0.00045696+6.2254e-05i,-0.00049258+0.00075123i,-6.152e-05+0.00085547i,0.00030277+9.7266e-05i,0.00021664-0.00012974i,0.00059022+6.2974e-05i,0.0010308-0.00029765i,0.0012178+0.00031697i,0.00041963+0.00080489i
-0.001447-0.0013188i,-0.0012229-0.0013453i,-0.0010543-0.001252i,-0.0015011+0.00014719i,-0.0010369+0.00023136i,0.00069269+0.00062425i,0.0014913+0.00077111i,0.0018996-0.00031659i,0.0018198-0.0016314i,0.00096112-0.0011163i,0.00057571+0.00051859i,0.00019039+0.0010641i,-0.0001421+0.00085627i,-0.00076861+0.00049254i,-0.00084796-0.00017236i,-0.00014779-0.0008791i,0.0004082-0.0011977i,0.00034278-0.0011352i,6.9291e-05-0.00083862i,0.0001338-0.00048426i,-0.00028544+9.6263e-05i,-0.00088477+0.00082802i,-3.4336e-05+0.000684i
-0.000964+0.00035664i,-0.00081312+0.00061616i,4.9084e-05+0.00088348i,0.00011836+0.00062283i,-5.9536e-05+0.00020892i,-0.00031256-0.00051663i,0.00070465-0.0005451i,0.0021518-0.00010729i,0.0012207-0.00032053i,-0.00044383-0.0015905i,-0.00089574-0.0013243i,-0.00060362-0.00046016i,0.00013457-6.0284e-05i,-5.4921e-05-1.5403e-05i,-0.00052966-0.00080998i,-0.00048661-0.00090805i,-0.00069266-0.00020113i,-0.00096942+6.4707e-05i,-0.0014025+4.5713e-05i,-0.001549+0.00023505i,-0.0007428-9.5264e-05i,-0.0003189-0.00087958i,0.00029566-0.00078357i
-0.0011898-0.00083911i,-0.0013867-0.0014868i,-0.0010465-0.00095839i,-0.00018106+0.00032586i,0.00021091+0.00096766i,0.0010407+0.00069534i,0.0017386-0.00026141i,0.0019128-0.0017379i,0.0011292-0.0022462i,0.00028096-0.0013426i,0.00042645-0.00043067i,0.00066232-0.00063992i,0.00037392-9.0609e-05i,0.00019612+0.00024059i,0.00015362-0.00011787i,-0.00018913+0.00035764i,-0.00027248+0.00030776i,-0.0002325-0.00048338i,-0.0002459-0.0006364i,0.00012351+6.641e-05i,8.8939e-05+0.00034782i,-0.00048815-8.2084e-06i,-0.00037523-0.00071338i
-0.00083038-9.2479e-05i,-0.00067451-0.00026602i,-0.0007523-6.9599e-05i,-0.00028951+0.00016128i,0.00054911+9.3977e-05i,0.0010454-0.00089768i,0.0013083-0.0015002i,0.0016748-0.0016514i,0.0010453-0.0013654i,-0.00026713-0.0010921i,-6.9393e-05-0.0003044i,0.00041685+0.00023655i,0.00020006-0.0004936i,-7.4891e-05-0.0012477i,-0.00046179-0.0010187i,-0.00041013-0.0004977i,-7.0899e-05-0.00026657i,-0.00010503-0.00047267i,-0.00053841+1.0313e-06i,9.9905e-06+4.048e-05i,0.000966-0.00010569i,0.00067388-0.00027i,0.00016852-0.00071725i
0.00040547+0.0014919i,-0.00028476+0.00071357i,-0.00012261+0.0004644i,0.00073007+0.00090759i,0.00089245+0.00041957i,0.00094123-0.00022309i,0.00084456-0.0004766i,0.001238-0.0010859i,0.0016394-0.0010433i,0.0005853-0.00038304i,-0.00055293+0.00025216i,-0.00030667+0.0002413i,-0.0002928-0.00043649i,-0.00067572-0.00062285i,-0.00083214-0.00044724i,-0.00053796-0.00047907i,-0.00029145-0.0003651i,-2.1038e-05-2.7336e-05i,0.000602+9.3686e-05i,0.00041718+0.00024614i,-0.0001969+0.00041666i,-0.00058473+0.00036396i,-0.0013585+0.00038596i
-0.00032545+0.00060158i,-0.00032252-0.00038439i,-0.0003503-0.00048918i,-0.00010457-0.00053375i,4.9579e-05-0.00055419i,0.00038521+0.00033715i,0.0007426+0.00081142i,0.0022251-0.00066093i,0.0029366-0.0022573i,0.0015569-0.0015297i,0.00020587+1.923e-05i,0.0007903+0.00025564i,0.00093917-0.00026081i,3.5861e-06+0.00022i,-0.00043251+0.00072394i,-0.0010177+0.00053481i,-0.0011753+0.00037223i,-0.00059744-0.00036731i,0.00043245-0.00066623i,0.0007117-0.00080091i,1.9412e-05-0.00079587i,-0.0002026-0.00072837i,-0.0003831-0.00046427i
-0.00056538+0.00074335i,-0.00070211+0.0004302i,-0.00069745-0.00042249i,-0.00067357+0.0002039i,-0.00074291+0.00024375i,-0.00078206-0.0001263i,-9.2255e-05-0.00018956i,0.0011462-0.0012083i,0.0015585-0.0014708i,0.00080541-0.00054131i,0.00032137+0.00051237i,0.00037465+0.0007305i,0.00022582+0.00044564i,8.6848e-05+0.00016425i,0.00010018+0.00045843i,0.00035536+0.00042474i,0.00082042+0.00010399i,0.00013512-9.1153e-05i,-0.00039421-0.00076151i,-0.00021208-0.00070305i,0.00050304-0.00022087i,0.00049253-0.00012108i,0.00037904+0.00045034i
0.0023377+0.00026039i,0.0014117+0.00035207i,0.00053989-0.00045129i,0.00012003-0.00073153i,-0.00054659+0.0003427i,-0.00053698+0.0010298i,0.00031517+0.00047557i,0.001259-0.0014071i,0.0013086-0.0022815i,0.00061542-0.0017462i,0.0002988-0.00069065i,2.747e-05+0.00011113i,-0.00041586+0.00010361i,0.00052078+0.0003182i,0.00078597+0.00013736i,0.00028563+8.8311e-05i,0.00026259+0.00071229i,0.00036731+0.00050412i,1.4895e-05+4.7506e-07i,0.00020346-0.00028724i,0.00037848+5.9408e-05i,-9.1234e-05-4.2349e-05i,0.00031356-0.00036799i
-0.0014793-0.00057101i,-0.001036-0.00099103i,-0.0011212-0.00074692i,-0.0012269+3.3533e-05i,-0.00089864+0.00095708i,0.00063296+0.0011451i,0.0024398-0.00068086i,0.0028332-0.0019888i,0.0018323-0.0019536i,0.00086522-0.00081281i,0.00088289+0.00031296i,0.00060769+0.0009128i,-0.00014725+0.00049794i,-0.00044451-2.5493e-05i,-0.0008045+0.00035459i,-0.00093326+6.6774e-05i,-0.00060237-0.00060338i,-0.00070814+0.00012578i,-0.00087318+0.00046556i,-0.0004626+0.00019742i,8.1427e-05+0.00023336i,0.00042752-0.00047849i,0.00050512-0.0009554i
0.00024488+0.00086754i,-1.5584e-05-0.00029334i,-0.00016643+9.4819e-06i,0.00054189+9.9949e-05i,0.00074531-0.0005667i,0.00064703-0.0010396i,0.00075094-0.0009056i,0.001114-0.0014863i,0.0013039-0.0019688i,0.00076736-0.0012304i,0.00022055+0.00010995i,1.8041e-05+0.00086664i,-0.00010816+0.00052759i,-0.00013755+7.9024e-05i,-8.1859e-05+5.0926e-06i,-0.00019847+0.00065121i,0.00013076+0.00079884i,-0.00017314-0.00012525i,-0.00027054-0.00049325i,0.00037693-0.00030332i,0.00049373-0.00050458i,0.000557-0.00040143i,0.00030918-6.0223e-05i
-0.00023929-0.00032736i,-0.00081604+0.0008727i,-0.0007257+0.00095566i,8.5447e-05+0.0015334i,0.00051614+0.0015371i,0.0011082+0.0009011i,0.0021196+0.00063728i,0.0024823+0.00018047i,0.0019982-0.00024533i,0.00023268-0.00025667i,-0.00052082+0.0010614i,0.00016143+0.001525i,-0.00020633+0.00080806i,-0.00057314+0.00060002i,-0.00024909+8.7348e-05i,0.00035967+4.6169e-05i,0.0004336+0.00062822i,-0.0001519+6.0646e-05i,7.6307e-05-0.00015269i,0.00079208-0.00018025i,0.0004127+2.2359e-05i,-0.00060065+0.00029209i,-0.00057016+0.00025506i
-0.0010501-0.00094592i,-0.0015199-0.00083338i,-0.0017027+0.0004899i,-0.0012101+0.00072953i,-8.886e-05+0.00014731i,0.001052-0.00042723i,0.0020205-0.00066783i,0.0021372-0.0011578i,0.0017844-0.001897i,0.00079107-0.0014395i,-2.6169e-05+0.00041962i,3.0965e-05+0.00088125i,-6.36e-05-3.4526e-05i,-0.0014669+3.0039e-05i,-0.0017099+0.00024421i,-0.0012623+0.00012555i,-0.0007287-0.00068282i,-0.00020326-0.00052081i,-0.00052149+0.00036574i,-0.00072576+0.00017188i,-0.00091306+0.00029267i,-0.00079348+0.00033093i,-0.00057897+0.00024551i
0.0016874+0.00029352i,0.00026838+0.0009519i,-0.00078014+0.00047709i,-0.0011013+0.00011239i,-0.00094183+0.00013393i,-0.00071405-0.00019422i,0.00016957-0.00071424i,0.0014606-0.0013696i,0.0015397-0.0015596i,0.00075704-0.00069343i,0.00015328+0.00025094i,4.267e-05+0.00056115i,0.00060739+0.00010776i,0.0007399+0.00011465i,0.00018409+0.00020694i,-4.5483e-05+0.00030869i,0.00016212+0.00072475i,0.00034262+0.00080254i,0.00036419+0.00032636i,4.2863e-05-4.6502e-05i,0.00049284+0.00027295i,0.0010213+0.00029006i,0.0010351+0.00014488i
