-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
-0.00058009+0.00065279i,0.00048786+0.00056087i,0.00017216-0.0003779i,-0.00028884-0.0017233i,-0.00038502-0.00080939i,-0.00027373+0.00093139i,3.0603e-05+0.0011294i,0.00020862+0.00090338i,0.00015605+0.00092767i,-9.126e-06+0.00025854i,-8.9609e-05-0.00033273i,-4.6948e-05-0.00060623i,-0.00014131-0.00041702i,-0.00071567-0.00020246i,-0.00060425+8.9336e-05i,-0.00041665+0.0001806i,-0.00052613+0.00021362i,-7.8474e-05+1.1094e-05i,0.00050354+0.00038473i,0.00053369+0.00079204i,0.00037345+0.0010333i,7.0626e-05+0.0014271i,0.00041055+0.0013218i
0.00075968-0.00058455i,0.0012556-0.0010887i,0.0014321-0.0016502i,0.00057916-0.0011425i,0.00014939-0.00052528i,7.7781e-05-0.00029994i,0.00043719+0.00082349i,0.00094407+0.00051099i,0.0010626+0.00031268i,0.00039892+0.00051598i,-0.00063997-4.5597e-05i,-0.00086795-0.0006747i,-0.00049074-0.000508i,-0.00016343-8.6611e-05i,0.00014738+0.00045492i,0.00022153+0.00049066i,-0.00028641-8.4468e-05i,-0.00044212-0.0009933i,0.00026702-0.0014211i,0.0010562-0.00089058i,0.00047359-0.00019438i,-0.000334-0.00025066i,-0.00023339-0.00068384i
-0.00071652+7.6006e-05i,-0.0004845-0.00043255i,4.8351e-05-0.000115i,0.00039897+4.3364e-05i,0.00060553+8.4996e-05i,0.00087041-0.00020364i,0.00048825-0.00040491i,0.00016321-3.0604e-05i,-1.8211e-05-0.00016103i,0.00014386-0.00060952i,0.0002599-0.00052644i,0.00038109+0.00010041i,0.00018992+0.00043679i,0.00020303+0.00013851i,0.00070532+1.3901e-05i,0.00063168+0.0003617i,-8.6187e-05+0.00061931i,-0.00032831-0.00012222i,2.8076e-05-0.0010321i,0.00018426-0.00055886i,0.00046482+0.00024212i,0.00029593+0.0003186i,-0.00010739+0.00026408i
0.0012076-0.0003632i,9.9274e-05-0.0003976i,-0.00033855-0.0011767i,-0.00020258-0.0011714i,-0.001165-0.00052945i,-0.0024136-0.00085431i,-0.0015808-0.00033124i,6.3422e-05-5.754e-05i,0.00031517-6.6728e-05i,-5.7078e-05+0.00071157i,1.4345e-05+0.00060422i,4.007e-06-0.00032734i,-0.00090455-0.00043394i,-0.00096246-0.00034835i,-0.00015476-6.7454e-05i,0.0010601+0.0005914i,0.0009712+0.00099104i,-6.6446e-05+0.00082546i,-0.00050967+0.00068096i,0.00029798+0.0010342i,0.00061993+0.0014953i,-0.00049937+0.00078971i,-0.00088078-9.9863e-05i
-0.0015994+0.0003464i,-0.0013572+0.00029341i,-0.00053214+0.0008673i,1.8507e-05+0.00050866i,-0.00018793-0.00044825i,-0.00027125-0.00056483i,0.00041792+4.0138e-06i,0.00028935+0.00079598i,-0.0003556+0.0010995i,-0.00017144+0.0006239i,0.00034845-0.00043834i,-7.674e-05-0.00043446i,-0.00012937-0.0001988i,-1.6858e-05+0.00013598i,3.1533e-05+0.00085716i,0.00062716+0.00093236i,0.00085369+0.00034719i,0.00047954+0.00022921i,0.0003409+0.00065426i,0.00025895+0.00037262i,0.00043522+0.000275i,0.00045886+0.00062663i,-5.1157e-05+0.00054078i
-9.0399e-05-0.0011348i,0.00050217-0.0013545i,-0.00015915-0.0006245i,0.00029032+0.00014305i,0.00076611+0.0006191i,0.00078759+0.00036604i,0.0010754+0.00015548i,0.00073278-0.00011312i,0.00020986-0.00030938i,0.00045926-0.00071593i,0.00091786-0.00045553i,0.00056123+0.00023378i,8.9508e-05+0.00034584i,6.8522e-05-0.00025677i,4.2092e-05-0.00096113i,0.00064894-0.00085463i,0.00037739+0.00017643i,-0.00065707+0.00057751i,-0.00054312-9.6178e-05i,-0.0003949+0.00010215i,-0.00048359+0.0005042i,-0.00079421+0.00018504i,-0.00053131+0.00058317i
0.00011956-0.00063854i,0.00019273-0.0015411i,-0.00094443-0.0024874i,-0.00073722-0.0020635i,0.00066913+4.9358e-05i,0.0016244+0.0012802i,0.0012388+0.00143i,0.00043777+0.0016789i,-0.00033708+0.0015276i,-0.00098616+2.2722e-05i,-0.0016739-0.00070831i,-0.0012424-0.0010367i,-0.00037648-0.00069594i,1.0911e-05+0.00018033i,7.187e-05+0.00024307i,8.3111e-05-0.00021666i,0.00043972-0.00063597i,0.00034757-0.00043736i,0.00036122-0.00050447i,0.0005927-0.00085191i,0.00025689-0.00049065i,-0.00059038-1.946e-05i,-0.00027313-0.00035592i
0.00026219+0.00031275i,0.0012417+0.00070307i,0.00053716-1.189e-05i,-0.00039436-0.00040212i,-0.00087889-0.00034519i,-0.00069355+0.00052556i,-0.00036368+0.0015276i,-0.00016049+0.0015039i,0.00014622+0.00053179i,9.9335e-05-0.00017407i,-7.5519e-05-8.2215e-05i,-0.00032172-0.0004366i,-0.00066202-0.00040009i,-0.00096225-0.0002514i,-0.00027462-0.00085703i,0.00050027-0.00071817i,0.00094066+0.00011282i,0.00081566+3.8954e-06i,0.00025087-0.00026199i,-0.00037519-0.00019658i,-0.00025681-9.6463e-05i,0.00047577+0.0003729i,0.00014133+0.0001161i
0.0013005+0.00069571i,-3.879e-05+0.0013193i,0.0001663+0.0005423i,0.00072475-0.00099122i,0.00033824-0.0018241i,-9.2869e-05-0.00060891i,-0.00016078+8.7315e-05i,-2.1938e-05+0.00048545i,0.00019835+0.00080088i,0.0006327+0.00020678i,0.00070351-0.0004778i,-0.00029082-0.00028676i,-0.00085751-0.00038811i,-0.0003363-0.0007391i,-5.5698e-05-0.00039482i,0.00060626-0.00027156i,0.00097268+0.00020118i,0.00019309+0.00025679i,-0.0003927+2.44e-05i,-0.00031833+0.00040184i,-2.5833e-05+0.00018343i,0.00041105+0.0004334i,0.00015662-8.5151e-05i
0.0021268+0.00031573i,0.0017032+0.00062777i,0.00070698+4.082e-05i,-0.00048562-0.0013668i,-6.025e-05-0.0011956i,0.00024549+0.00033603i,-8.4105e-05+0.001502i,0.00068951+0.0020145i,0.0011112+0.0011718i,0.00050273+0.00046566i,-8.3303e-05+0.00046359i,-0.0012201+7.5846e-05i,-0.0010957+0.00011074i,-4.1434e-06+0.00047718i,-0.00021809+0.0011171i,-0.00086046+0.00099182i,-0.00045815+0.00014402i,0.0007858-0.0003697i,0.00092601-0.00050182i,0.00097528-0.00053461i,0.00094959-0.0003228i,0.00069727+0.00074394i,0.00026924+0.00075183i
-0.00067919-0.0017021i,-0.0014757-0.0010482i,-0.0021635-0.00038595i,-0.0023911-0.0013057i,-0.001803-0.00089058i,-0.00056842+0.00052532i,0.00088368+0.00081799i,0.0014462-5.6435e-05i,0.00090657-0.00027598i,-0.00010473+0.00057523i,-0.00081999+0.00040119i,-0.001165+0.00016638i,-0.0010894+0.00039073i,-0.00063139+4.0825e-05i,-0.00046156-0.00024209i,-0.00062271-6.9703e-05i,-0.00067778-0.00010991i,-0.00019808-0.00064991i,-6.4771e-05-0.00099292i,0.00057842-0.00094782i,0.0011668-0.00018342i,0.00025886+0.00048415i,-0.00070683+4.9593e-05i
8.2944e-05+0.0015334i,6.6014e-05+0.00053248i,-8.7896e-05-0.0002678i,-0.00021512-0.0003685i,5.5512e-05-0.00030094i,0.00018899-0.00079917i,-0.00025588-0.0001259i,-0.00013241+0.00060274i,0.00057639+0.00064561i,0.0008249+0.0004407i,0.00028988+0.00042792i,-0.00027483+5.5386e-05i,-0.00044383+0.00013989i,-0.00021299+0.00075427i,7.1875e-05+0.00056217i,0.00050059+0.00031573i,0.0010392+0.00040123i,0.0010658+0.00015301i,0.00016084-8.8466e-05i,-8.8247e-06-0.00025i,-0.000214+6.6008e-05i,-0.00035381-0.00042815i,-0.00017246-0.0012089i
-8.5052e-05+0.0020523i,0.00017327+0.0020024i,0.00095412+0.0010918i,0.0011363+0.00037787i,0.00047207-0.00020524i,0.00021378-0.0004571i,-3.5689e-05-0.00071568i,0.00021213+2.3515e-05i,0.00085162+0.00050921i,0.00025113-0.00016831i,-0.00070632-0.00066002i,-0.00074473-0.00069199i,-0.00080518-0.00011695i,-0.00098964+0.00011595i,-0.00059515+0.00061771i,9.7099e-05+0.00079186i,0.00051302+0.00022257i,7.508e-05-6.738e-05i,-3.3508e-05-0.00075244i,0.00036999-0.00062733i,-3.7173e-05-0.00062995i,-0.00025453-0.00051565i,5.8782e-05+5.6729e-05i
0.0013058-0.00067638i,-0.00029793-0.001299i,-0.00087824-0.00098563i,-0.0014936-0.0010288i,-0.0018578-0.00053302i,-0.00091197+0.00054008i,0.00022077+0.0010341i,0.00066807+0.001099i,-0.00027488+0.00069687i,-0.0011777+0.0006854i,-0.00070064+0.00092307i,-0.00019293+0.0009523i,-9.4584e-05+0.00076738i,-0.00013401+0.00069102i,-3.9069e-05+0.00056667i,3.699e-05+0.00033428i,0.00014508+0.00091392i,0.00039423+0.0011165i,0.00022194+0.0004225i,0.00015918-2.0502e-05i,-0.00049904+0.00028925i,-0.00092766+0.00049284i,-0.00059067-0.0003552i
0.0012835-0.00012015i,0.0010669-0.0011831i,0.00028902-0.00098052i,-0.00021601-0.00039023i,0.00022192-0.00038155i,0.00018253-0.00042228i,0.00012483-8.0682e-05i,0.0003528+5.5744e-05i,0.00047052-0.0001737i,0.00046228+0.00050931i,-0.00021415+0.00063742i,-0.00099664+0.00017035i,-0.0012037-4.71e-05i,-0.0011946+1.4672e-05i,-0.00084649+0.00015097i,-0.00035266+0.00053585i,0.00034049+3.3036e-05i,0.00063444-0.00066516i,0.00052068-0.00078946i,-0.00010839-0.00034135i,-0.0007676+0.00036214i,-0.00028376+2.2738e-05i,-0.00039521-0.00070758i
0.00083751-1.5398e-05i,0.00015327+0.00055904i,8.7906e-06-1.0487e-05i,-0.00023408-0.00096318i,-0.00041009-0.00084526i,-0.0010091+0.00024762i,-0.0010246+0.00099154i,-0.0011347+0.00077649i,-0.0012186+0.00017016i,-0.00047095+0.00029091i,-1.1285e-05+0.0006042i,-0.00058838+0.00083353i,-0.00092348+0.00032108i,-0.00077853-0.00031659i,-0.00052875-0.00067878i,0.00031687-0.00061946i,0.00035217+0.00044136i,-0.00027004+0.00040732i,8.5327e-05-0.0001971i,2.103e-05-0.00033499i,-0.00060435-0.0001109i,-0.00085861+0.00032847i,-0.00053108+5.6887e-05i
0.0015948-0.0015179i,0.0015606-0.00092845i,0.00113-0.00099929i,0.00044588-0.00048938i,-0.00029722-1.2849e-05i,-0.00072184+0.00036051i,2.7501e-05-0.00025284i,0.00042122-3.9442e-05i,1.6119e-05+0.00046786i,-4.627e-06+9.2644e-06i,-0.0004956-0.00076301i,-0.00084106-0.00080492i,0.00054635-4.491e-05i,0.0011499+0.00031478i,0.00036465+0.0004794i,0.00038124+0.00051709i,0.00017306+0.00070456i,-3.1691e-05+0.00073837i,0.00020813+0.0006287i,-5.6855e-05+0.00011854i,-0.00015358-0.00014057i,-0.0006491-4.0961e-06i,-0.000586+0.00021486i
-0.0016212+0.00059016i,-0.00047234+0.00051339i,0.00084094-0.00018577i,0.00052995-0.00033455i,3.4005e-05+6.0422e-05i,0.00017376+0.0010018i,-0.00035434+0.0011592i,-9.7219e-05+0.00044819i,-0.00018045+0.00039037i,-0.0012339+0.00013684i,-0.00034946-0.0007974i,0.00087795-0.00069619i,0.0010917-0.00020005i,0.00044206+0.00043878i,5.4863e-05+0.0012345i,0.000329+0.00033468i,0.00067278-0.00015667i,0.00011499-8.9051e-05i,-0.0011493-0.00051781i,-0.0017389+6.6699e-05i,-0.0020799+0.00087361i,-0.0014085+0.00049035i,-0.00019363-0.00053506i
0.0009948+0.0002729i,0.0016461-5.2117e-05i,0.001621-0.00049107i,0.00093963-0.00076157i,0.0013678-0.00082471i,0.0012953-0.00059402i,0.00091805-0.00058809i,0.00048405-0.00024666i,0.00013033+6.9968e-06i,0.00099957-0.00019285i,0.00084681-0.00017341i,-0.00034103-0.00024853i,-0.00065164-0.00047456i,3.7237e-05-0.00025623i,-0.00043843+6.1826e-05i,-0.00087304+0.00034731i,-0.00041669+0.00013375i,0.00021794-0.00068037i,9.2016e-05-0.00095627i,-0.00051-0.00090717i,-0.00018602-0.00050215i,0.00040774-0.00029325i,-7.8971e-05-0.00010301i
-0.00088277-0.00024768i,-0.0018336-0.00053097i,-0.0018931-0.00048562i,-0.00091206+0.00018994i,0.00015402+0.00048362i,0.00095458+0.00069465i,0.00033411+0.00063952i,-0.00013492+0.0005752i,-0.00020289+0.00045593i,-0.00038557+0.00041542i,0.00041702-2.3385e-05i,0.00059351-0.00062139i,-0.00025182-0.00022008i,-0.001201+5.2344e-05i,-0.0012697-0.00041538i,-0.00074848-0.00012521i,-0.00031156+0.00037548i,-0.00010479+0.00027735i,-0.00017843-8.291e-05i,-4.2885e-05+0.0002403i,0.00041091-4.0446e-05i,0.00082057-0.00038596i,0.0004448-0.00038598i
0.0016997-9.0197e-05i,0.0014649-0.0021138i,0.00077317-0.0022282i,-0.0012582-0.0018804i,-0.0012751-0.0014343i,0.00026006-0.00054088i,0.0011567+0.0010862i,0.00081423+0.0016534i,0.0001872+0.0014633i,0.00012782+0.0013691i,-1.5569e-05+0.00057082i,-8.2408e-05+9.8527e-05i,-0.00028828+0.00024527i,-0.0005238+0.00014581i,-0.00030853-0.00010354i,0.00048196-0.0010484i,0.0011966-0.0014458i,0.0016672-0.00052627i,0.0010609+0.00031217i,0.00010833+0.00054009i,0.0003164+0.00084809i,0.00028189+0.00037692i,-0.00023311+0.00016738i
-0.00054641+0.0020304i,-0.0013946+0.0016693i,-6.3891e-05+0.00036636i,0.00043286-0.00077326i,-0.00026626-0.00044573i,-0.00058847+3.3488e-05i,-0.00025635-0.00031475i,0.00063154-3.8278e-05i,0.00093083+0.00010829i,0.00067465+0.00020411i,-1.8036e-05+0.00060328i,-3.5033e-05+0.00042508i,-0.00012924+0.0002316i,-0.00084457-6.6335e-05i,-0.00057877+0.00027417i,-0.00079734+0.00087292i,-0.0012663+0.00013417i,-0.0011069-0.0004428i,-0.00024164-0.0003314i,-0.0001392+0.00012329i,-0.00029973+0.00039413i,-4.66e-05+0.00049078i,0.00019717+0.00054548i
4.5771e-05+0.0027681i,-0.00034142+0.00023182i,0.00086348-0.00030205i,0.0014825-0.00034678i,0.001714-0.00089626i,0.0013582-0.0010235i,0.00048361+0.00016206i,8.6046e-05+0.00018548i,-2.0556e-05-0.00017101i,0.00037539-0.00016041i,0.00034435+0.00027228i,7.6668e-05+0.00027882i,0.00033129-0.00019486i,0.00057615+7.2751e-05i,0.0012079+0.00090549i,0.0010785+0.00064838i,0.00019089-6.4075e-05i,5.5655e-05+0.0004022i,-0.00034447+0.00059564i,-0.00030231+0.00065672i,0.00056787+0.00023214i,0.0004427-0.00023278i,-0.00013733+7.6724e-05i
0.0011941-0.00037051i,0.00060469+2.7873e-05i,-0.00011486-0.0010241i,-0.00093702-0.0013049i,-0.00079346-0.0002401i,-0.00028746+0.00057112i,0.00022301+0.0012302i,0.0005984+0.0016888i,0.00014758+0.0010445i,-0.00030861+0.00038222i,-0.00063972+0.00022449i,-0.00037249+0.00062174i,0.00035474+0.00062357i,0.00052386+0.00055212i,0.0008628+0.00074532i,0.00084483+0.00092437i,0.00072209+0.0010036i,0.00071344+0.00097342i,0.00041449+0.00022429i,0.00055626-0.0002137i,0.00050276-0.00010993i,-0.00013417-8.1929e-05i,-0.00076723-0.00013642i
0.0013941-0.00077615i,0.00046952-0.00022891i,-0.0005581-0.00080681i,-0.00070772-0.00088727i,-2.7273e-05-0.00040779i,0.00063099-0.00015898i,0.0011022+0.00023329i,0.00080353+0.0010031i,0.00011376+0.00059543i,-0.00017793-0.00010037i,-0.00060744+0.00020431i,-0.00041362+0.00047617i,-0.00016188-0.00042929i,-7.4363e-05-0.0012196i,-1.7015e-05-0.00048026i,0.00032435+0.00046695i,0.00089717+0.00072273i,0.00094244+0.00082079i,0.00010637+0.00058626i,-0.00013009-0.00032597i,0.0005019+7.4283e-05i,-0.00017874+0.00073912i,-0.00053755+0.00038803i
0.0026903+0.00049953i,0.0010124+0.00049902i,-0.00095139-0.00039745i,-0.0013207-0.0012111i,-0.00043914-0.0014262i,0.00032883-0.0010889i,0.0006373-0.00048184i,-5.2333e-05-0.00019624i,-5.6365e-05-0.00028956i,0.00099781-0.0002314i,0.00098208+7.4674e-05i,-3.6354e-05+0.00016053i,-0.00075623-0.00050015i,-0.00056664-0.0005199i,0.0001238-0.00033431i,0.00037153+7.0294e-05i,-0.00060654-3.9157e-05i,-0.00097585-0.0012647i,-0.00024888-0.00098584i,-5.161e-05-0.00014853i,-0.00021136-0.00034633i,-0.00031985-0.00085166i,-0.0003435-0.00049917i
0.00076668+0.00017534i,0.00034154+0.0005649i,0.00018073+2.6915e-05i,-0.00012143-0.0006972i,-9.2882e-05-0.00037938i,0.00048513-1.5762e-05i,0.00019111-3.4988e-05i,8.7202e-05-0.00023223i,0.00029841-0.00011761i,-6.8159e-05+0.00058658i,-0.00036205+0.00038555i,-0.00059377-0.00028618i,-0.00079776-0.00047317i,-0.00070078-0.00020237i,-3.329e-05-3.8737e-05i,0.00048175-0.0003123i,0.00025655-0.00093954i,0.00036364-0.0011593i,0.00026302+0.00026311i,1.562e-05+0.0011257i,0.00012473+0.00094618i,-0.00011811+0.00059819i,-0.00030262+0.00035942i
0.00060061-0.0019117i,-0.00011931-0.0021152i,-0.00035613-0.0015039i,-0.00099322-0.0012556i,-0.00046596-0.00090651i,0.00023754-0.00010233i,0.00046567+0.00035237i,0.00058899+0.00031625i,0.000714+2.2311e-05i,0.00026577-0.00047391i,-8.1624e-05-0.00053746i,-8.1822e-05-0.00062819i,0.00033-0.00055236i,-0.00019785-2.3742e-05i,-0.0014405-0.00019141i,-0.0013033-8.5348e-05i,-0.00030511+0.00057137i,0.0001838+0.00063782i,-0.00013995+0.00058971i,0.00017662+0.0001896i,7.9977e-05+0.00022999i,-0.00026547+0.00061328i,-7.0099e-05+0.00014428i
-0.0012033-0.00056809i,-4.4841e-05-0.00041488i,0.00015332-0.00074765i,-0.00034373-0.00046107i,-0.00033627+0.00043037i,-0.0001546+0.0001503i,0.00069856-0.00073621i,0.0014841+0.00042114i,0.00087845+0.0015168i,-0.00052743+0.00050481i,-0.0011967+2.1597e-05i,-0.00023768+0.00079505i,0.00063575+0.00030503i,0.00015679-0.00058533i,-0.00051291-0.00065008i,-0.00036045-0.00026263i,0.00057826-0.00093954i,0.00080799-0.0014298i,0.00048125-2.3107e-05i,0.00018665+0.0012043i,-0.0001659+0.0015851i,-8.5443e-05+0.001342i,0.00030294+0.00030058i
0.0002096-0.0014254i,-0.00053826-0.0012761i,-0.0006259-0.0015203i,-0.00041954-0.00075056i,-0.0007145-7.4752e-06i,-0.00080944+0.0005964i,5.4936e-05+0.00063272i,0.0010891+0.00030041i,0.0011558+0.00068523i,0.00056874+0.0003641i,-0.00032552-0.00097359i,-0.00071722-0.0013465i,-0.00029034-0.00086866i,0.00081132-0.00036979i,0.0012298+0.00022909i,0.00082106+0.00058477i,0.00050698+0.00049246i,0.00041989-2.8495e-05i,0.00015649-5.3904e-05i,0.00017844+0.00031535i,0.00051135+0.0010666i,0.00033532+0.00040125i,0.00025981-0.00080306i
0.002158+0.00097134i,0.0019524+0.00076323i,0.00058205+0.0004442i,-0.0013641+9.008e-05i,-0.0020161-0.0009934i,-0.0013419-0.0011299i,7.6077e-05+0.00034377i,0.00085881+0.00063457i,0.00052558-7.6642e-05i,-0.00032299+0.0001165i,-0.00012328+0.00011105i,0.00031708-0.00048699i,0.00026614+1.3857e-05i,-0.00026803+0.0010194i,-0.00074881+0.00084132i,-0.00057906-0.00018246i,0.00082847-0.00022754i,0.0013949+0.00025597i,0.00083277+0.00027859i,6.1901e-05-0.00020443i,-0.00054198-0.00065469i,-0.00020561-0.00028872i,0.00049372+0.00014141i
-0.0013649-0.00067696i,-0.002073-0.00019313i,-0.0014707-0.00057714i,-0.0015376-0.0014285i,-0.0017636-0.00056346i,-0.0012078+0.0010927i,9.8677e-05+0.0018444i,0.00038398+0.0017846i,0.00026724+0.0013156i,0.00062977+0.00066773i,0.00037589+0.00013208i,-2.3176e-05+5.4282e-05i,7.5601e-05+0.00059329i,3.1537e-05+0.00050568i,-0.00017298-3.9235e-05i,-9.8458e-05-0.00051951i,-0.00013332-1.0284e-05i,-1.2751e-05+0.00039251i,0.00022805-8.8279e-05i,-0.00017517-8.2229e-05i,-0.00086735-0.00018284i,-0.0007432-0.00035644i,0.0002116-0.00022336i
0.0017724-0.00040728i,0.001125-0.00070484i,-0.0005095-0.00080298i,-0.0012631+0.00071172i,3.2907e-06+0.0012893i,0.00071973+0.00093386i,0.00031373+0.00029829i,5.9253e-05-0.00023948i,-0.00018496-2.0433e-06i,-0.00061124+0.00052398i,-0.00034667+6.2827e-05i,-0.0002269-0.00042705i,-4.5588e-05-0.00078378i,0.00044451-0.0013037i,0.00032443-0.0010007i,-0.00031347-0.00054167i,-0.00087686-0.0005796i,-0.0001359-0.00039114i,0.00082388-0.00031882i,0.00059552-0.00050467i,0.00011894-0.00062953i,-0.000147-0.00068103i,-0.00031096+0.00015162i
-0.00081532+0.00063805i,0.00021097+0.00011863i,0.0019326-2.7975e-05i,0.0010088-5.8667e-06i,-0.00022991+0.00026503i,-0.0011194+0.0007957i,-0.00099856+0.00076744i,0.00035655-1.6094e-05i,0.00053325-0.0001232i,-0.00065873-0.00026064i,-0.0009222-0.00036185i,-0.00079297-0.00084178i,-0.00058108-0.00083387i,-0.00093147-0.00066881i,-0.00086811-0.00076366i,-0.00015239-0.00024792i,0.00036067-0.0002758i,0.00068174-0.00049118i,0.00053802-3.8614e-05i,0.00038206+0.001007i,-7.985e-05+0.0013745i,-0.00033427+0.00051733i,-0.00071082+5.9784e-05i
0.0039966+5.8327e-05i,0.0028994+0.00016898i,0.0018097-0.0011551i,0.00051659-0.0014281i,-0.00076217-0.0014754i,-0.0011746-0.00099585i,-0.0011648-7.7945e-05i,-0.00017601-7.6355e-05i,0.00076195-0.00044584i,0.00044675-0.00071417i,-0.00015985-0.00064739i,-0.00081731-0.00073567i,-0.0010665-0.00095548i,-0.00084481-0.00042902i,0.00021038+0.00057418i,0.00054756+0.00045443i,0.00040468-0.00057235i,0.00016329-0.00066588i,-0.00055812-0.0001863i,-0.0007135+0.00023125i,-0.00044319+0.00070807i,-0.00053939+0.0010777i,-0.00027565+0.00076495i
-0.0007728-0.00075827i,-0.00042964+0.00040414i,-0.00048442+0.0018543i,-0.0013552+0.001071i,-0.0014638+0.00016809i,-0.00042331+0.00054045i,-9.064e-05+0.00040021i,-0.00041464+0.00053155i,-0.0005707+0.0010454i,8.0196e-05+0.0004241i,0.00032246+0.00030139i,0.00015304+0.00049122i,-0.0001814+0.00028089i,-0.00042359-0.00017155i,-4.1235e-05-0.0007074i,0.00014114-0.00088596i,-0.00034402-0.00042824i,1.7555e-05+0.00061563i,0.00090097+0.00070731i,0.00051687+0.00064043i,-0.00018464+0.00049262i,-0.00046037+0.00024102i,-0.00021976-0.00033038i
0.0013574-0.0026558i,0.00043103-0.0022399i,-0.00083244-0.0014484i,-0.0017015-0.0013797i,-0.0011764-0.00056418i,-0.00013195-0.00020139i,0.00045283-0.00023578i,-0.00035249+0.00024279i,-0.00097799-3.4016e-05i,-0.00036558-0.00053254i,-4.7658e-05-0.00035235i,-6.891e-05+0.00026136i,0.00044638+0.00033699i,0.00055792-0.00010896i,0.00042676+0.00019506i,0.0002933+0.00021698i,-1.8225e-05-1.4946e-05i,-8.4016e-05+0.00021717i,0.00031459+0.00032332i,2.6312e-05+0.00085271i,-0.0010521+0.00093876i,-0.0012893+0.00041654i,-0.00042708-0.00025337i
0.001567-1.5418e-05i,0.00084508-0.00054636i,0.00014589-0.00060003i,-0.00057287-0.00016265i,-0.00076814+0.00052417i,-0.0003814+1.1213e-05i,0.0006945-2.8071e-05i,0.0014941-6.5013e-05i,0.0010734-0.00066213i,0.00011407-0.00078816i,7.3484e-05-0.00053544i,-0.00011681-0.00066116i,-0.00016691-0.00072406i,0.00040432+0.00026738i,-0.00021788+1.5413e-05i,-0.00085639-0.00067775i,-0.00061329-0.0007046i,-0.00031117-0.00031587i,-0.00018615+0.00018218i,-0.00091064-0.00029589i,-0.00069731-0.00055238i,0.00016746-0.0001303i,0.00039406+0.00014408i
-0.002419+0.0014472i,-0.00076626+0.00064813i,-1.4527e-05+0.00058548i,0.00049992+0.00042897i,0.0016527-0.00030785i,0.0013502-0.00051842i,0.00044103+0.00016102i,0.00043549+0.00086358i,0.0011594+0.0010283i,0.0018179-1.9021e-05i,0.00069378-0.0010561i,6.6372e-06-0.00016931i,0.00027731+0.00034008i,0.00013731-0.00014416i,0.00016112-0.00021434i,0.00036036-0.00034054i,0.00019421-4.8071e-05i,-0.00039445+0.00055727i,-0.00023397+0.00036429i,-8.3019e-05-0.00050821i,-4.4892e-07-0.00069541i,0.00034174-0.00036943i,0.00059783+0.00016175i
0.0022516-0.0009016i,0.00069132+0.00034426i,-0.0009815+0.00063426i,-0.0013552+0.00058i,-0.0015937+0.00053349i,-0.0015472+0.0002325i,-0.00011787+0.00036879i,0.00099725+0.00086113i,0.0011046+0.00016756i,8.6698e-05-0.00054903i,-0.0010733-0.00032709i,-0.00044058-0.00047259i,0.00052171-0.00079212i,0.00061753-0.00038485i,2.7453e-05-0.00022569i,-1.0781e-06-0.00069452i,0.00072433-0.00099831i,0.0011695+0.00017325i,0.0012114+0.00090732i,0.0013551+8.8819e-05i,0.0010718-0.0005322i,0.00028947-0.0002749i,-3.2201e-05-0.00015927i
-0.0015911+2.1267e-05i,-1.0347e-05+1.9164e-05i,0.0001086-0.00037193i,-0.00082785-0.00071841i,-0.0013096+1.7952e-05i,-0.00040778+0.00073437i,0.0013123+0.0009253i,0.0015467+0.00039104i,0.00068686-0.00020921i,-0.00035254+0.00043532i,-0.00059356+0.00043452i,-0.00091736+0.00010403i,-0.0011041+0.00032291i,-0.00037771+0.00020848i,4.7824e-05+0.00018842i,-0.0004762+4.9332e-05i,-0.0005426-0.00015771i,7.6808e-05-0.00026238i,-0.00012304-0.00020329i,0.00014867+0.00014523i,0.00068866+0.0002813i,0.00022468+0.00048957i,-0.00024501+0.00010828i
0.00067906-0.0010854i,0.00035228-0.0017927i,-0.000156-0.0015278i,-0.00071039-0.0014823i,-0.00073557-0.0017082i,0.00012446-0.00096585i,0.00056255+0.00032406i,0.001229+0.0005152i,0.0010928+0.00036442i,0.00076037+0.00018849i,0.00055687-0.00014817i,-0.00051206+7.3286e-05i,-0.00075873-0.0002686i,-0.0010469-3.8114e-05i,-0.00096593+0.0006976i,-0.00038018+0.00046212i,0.00015219-0.00016231i,0.00052846-7.6442e-05i,0.00049577+0.00019602i,-0.00032106+0.00082006i,-0.00025616+0.00085887i,0.00069745+0.00021583i,0.00059688+9.6769e-05i
