0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
-0.0009748+0.00049182i,-0.0011913+0.001528i,-0.00049509+0.0017036i,0.00016604+0.001464i,0.00037557+0.0011011i,0.00076197+0.001067i,0.00039097+0.0005256i,0.00010448-0.00029035i,-0.0001373-0.00061999i,0.00037934-0.00080886i,0.00086397-0.00089791i,0.0004971-0.00066818i,0.00013124-3.922e-05i,0.00037152+0.00092116i,0.00087097+0.00084808i,0.0014347+0.00014959i,0.00047997-0.00044165i,-3.166e-05-0.00063452i,0.00020035-0.0008487i,-0.00015478-0.00032963i,-0.00082491+0.00013321i,-0.0010315-0.00036334i,-0.000362-9.5581e-05i
0.0011441+0.0011789i,0.001513-0.00062091i,0.0021688-0.0011993i,0.001096-0.00022192i,0.0012363+2.511e-05i,0.00067574+9.6743e-05i,-7.1131e-05+0.00033175i,0.00015872+0.00047422i,0.00043982+0.00083986i,0.00030408+0.001042i,5.5099e-05+0.00026503i,0.00038345-0.00021177i,0.00021168-8.1095e-05i,-0.00089905-4.743e-05i,-0.00093168-0.00035014i,-0.00027882-0.0006983i,-0.00056126-0.00092167i,-0.00053568-0.00062544i,-0.00038523+0.00011848i,-0.00048372-4.7262e-05i,0.00022882+0.00036637i,0.00066883+0.00076555i,0.00028413-4.3079e-05i
0.00022685+0.00040927i,0.0010111+0.0014425i,0.00095639+0.0014674i,0.0011215+0.00060738i,0.00094225+0.00042312i,0.0005272-5.1537e-05i,0.00043773-0.00015643i,0.0003054+9.0295e-05i,-7.6317e-05-0.00011621i,-0.00011168-0.00084727i,0.00040746-0.0010303i,0.00047152-0.0010723i,0.00023105-0.001021i,-1.5912e-05-0.0006687i,0.0002596-0.00010682i,-3.593e-05-0.00021783i,-0.0002951-0.0006713i,-7.1589e-05-0.00046217i,-0.00058171+7.2202e-05i,-0.0010309+1.3391e-05i,-0.0005706+7.7645e-05i,-0.00010868-0.00027262i,0.00011869-0.00045955i
0.0015637-0.0020586i,0.0012208-0.0023027i,0.00029979-0.0024594i,-0.00050282-0.0025687i,-0.0011128-0.0016633i,-0.00091632+0.00037845i,-0.00042288+0.0012493i,0.00047125+0.00075655i,0.00091248+0.00055553i,-5.6998e-05+0.00064435i,-0.00090788+0.00085251i,-0.00041658+0.00077576i,0.00023816+0.001155i,0.00028082+0.0010812i,2.908e-05+0.00046324i,0.00012729-0.00022208i,0.00045994-0.00032865i,0.00037854+0.00024036i,-2.913e-05+0.0001505i,1.7612e-05+0.00031221i,0.00039672+0.00024177i,0.00082592-0.00017905i,0.00032304-0.00048483i
0.00083447+0.00099381i,0.0023762+0.0006764i,0.0021891+0.0010646i,0.0014495+0.0010871i,0.00053399+0.00046919i,0.00066268-0.00025727i,0.00035393-0.00034944i,-0.0007893-0.00072805i,-0.00070739-0.00043359i,-0.00011412+0.00037267i,0.00052605+0.0006851i,0.00057273+0.00069423i,-0.00016868+3.7318e-05i,-0.00055801-0.00057499i,-0.00058962-3.9909e-05i,-0.00029383+0.00028116i,-0.00051128+3.173e-08i,-0.00072876-0.00023287i,-0.00032163-0.0012833i,-2.9774e-06-0.0011588i,-0.0002768-0.00011693i,-0.00048113+0.00027876i,-4.0922e-05+0.00043387i
-0.00096663+0.0015948i,0.00017225+0.00090789i,0.00097261+0.0003141i,0.0014595-3.3702e-05i,0.00078047-3.9318e-05i,0.00028761-0.00084319i,0.00069002-0.00046426i,0.00045648+0.000472i,-0.00032779+0.00054346i,-0.0005643+0.00036234i,0.00025531+2.6966e-05i,0.00088176-0.00063769i,0.001068-0.00066235i,-2.4829e-05-0.00031799i,-9.3298e-05-0.00012275i,0.00060403+0.0011083i,0.00074065+0.00087449i,0.00048489-0.0003501i,-4.965e-06-0.00024957i,0.00045444+9.8789e-06i,0.00068792+7.0985e-05i,-0.00030015+0.00032842i,-0.0010486+0.00044212i
0.00092202-0.00063448i,-0.00011938-0.00028909i,7.8821e-05+5.3809e-05i,0.001103+0.00073161i,0.0008416+0.0011786i,0.00092705+0.00077559i,0.00061083+4.9153e-05i,0.00027232+7.9784e-05i,-5.0617e-05-0.00014954i,-0.00051218-0.00066592i,-0.00043369-0.00040649i,0.00033485+0.00060342i,0.00061351+0.00076552i,0.00023014+0.00025707i,-2.0182e-05+6.6068e-05i,-0.00018231-0.00028673i,0.00031263+7.8694e-06i,0.0001265+0.00065206i,-7.0827e-05-0.00018773i,0.00047358-0.00075344i,0.00039956-0.00037937i,0.00063787+1.0983e-05i,0.00038045+0.00073938i
-0.0012768-0.00010306i,-0.00011207-0.00066543i,-2.0769e-05+0.00016015i,0.00028465+0.0013575i,0.0012007+0.0014854i,0.0014317+0.00058716i,0.00069789-0.00018691i,-0.00058777-0.0003696i,-0.0010535-0.00065873i,-9.4302e-05+4.3975e-05i,0.00077797+0.00018345i,0.00065006-0.00072589i,0.00023395-0.0003453i,-6.6476e-05+0.0003165i,0.00017401-0.00045982i,0.00045328-0.00068925i,0.00045838-0.00075686i,0.00011217-0.00053714i,-6.9577e-05+0.00045752i,-0.00030752-6.1882e-05i,-0.00034469-0.001069i,8.9499e-05+0.00013207i,0.00051883+0.00094814i
0.0006357-0.00072442i,0.00030897+0.00074316i,0.00038036+0.0013598i,0.00038996+0.00058414i,4.9582e-05+1.6036e-05i,-0.00056445+0.00014683i,-0.00059842+0.0008562i,-0.00025269+0.00087189i,5.5232e-05+5.7027e-05i,-0.00017651+4.4336e-06i,-0.00030331+8.7601e-05i,0.00043208+6.0855e-05i,0.00044892+0.00043767i,0.00020092+0.00069962i,0.0010944+0.00038314i,0.00060429+0.00011787i,-0.0007374+0.000263i,-0.00091722+0.00037308i,-0.00049898+0.00016321i,-3.9347e-05+0.00052253i,0.00029598+0.00078557i,3.5842e-05+6.7915e-05i,-0.00017535+1.0787e-05i
0.0018202-0.00057393i,0.001529-0.0023733i,0.00078964-0.0023053i,0.00040012-0.00049485i,-1.343e-05+0.0014354i,-0.00051807+0.001271i,-6.8637e-06+0.00032277i,0.00062168+0.00017399i,0.00021305-0.00014224i,-0.00011512+0.00047378i,-0.0001887+0.0012401i,-0.0003943+0.0010158i,-0.00064182+0.00079565i,-0.00032109+0.00081164i,6.4321e-06+0.00074102i,0.00021531+0.00059036i,0.0004676+0.00062381i,0.00027332+0.00026248i,0.00030847-0.00072104i,0.00056491-0.00055218i,-1.6137e-05+5.9313e-05i,-0.0001133+0.00028266i,-2.6023e-05-0.00018618i
-0.001034+0.00060622i,-0.00059456-0.00012739i,0.00046412-0.00050235i,0.0004658+0.00018094i,0.00061132+0.00052607i,0.0010358-0.0003872i,0.0011879-0.00092537i,0.00022002-0.00099635i,0.00024849-0.0010644i,0.0010031+5.9269e-05i,0.00014931+8.3698e-05i,-0.0007539-0.0004668i,-0.0002381-0.00053235i,0.0001893-0.00050855i,0.00041682-0.00069355i,0.00098226-0.00039833i,0.00050408+0.00022011i,-0.00041628+0.00039756i,-0.00092682+5.882e-05i,-0.00031681-0.00083552i,0.00011246-0.00090047i,-0.00081647-4.9487e-05i,-0.0015161+0.00051692i
-0.0018293+7.2472e-05i,-0.0007172-0.00016584i,-0.00040786+0.00047459i,-0.0003613+0.00029783i,-0.00044915+4.4858e-05i,0.0003459+0.00070601i,0.00076666+0.0006992i,0.0001999-0.00020623i,-0.00017055+0.00016722i,0.00024824+0.00075221i,0.00073737-5.7353e-05i,0.0011429-0.00074795i,0.00098479-0.001155i,0.00039725-0.0013805i,-0.00012253-0.00088751i,-2.7367e-05-0.00039379i,-0.00028209-0.00035841i,-0.00038081-0.00035879i,-0.00061832-2.8322e-05i,-0.001215-0.00021671i,-0.0012314-0.00032527i,-0.00011468+0.00054964i,-7.481e-05+0.0010653i
0.00091848+0.00016324i,0.0016842-0.00013483i,0.0012094-0.00015656i,0.00072107+0.00050427i,0.00055056+0.001143i,0.00072825+0.00069727i,0.00039773+0.00037749i,0.00024094+0.00030601i,-0.00023544+2.0355e-05i,-0.00047663-0.00011212i,0.00034979+0.00031477i,0.0002229+0.00048041i,-0.00026728+0.00011233i,-0.0010417-0.00056177i,-0.0014028-0.00097026i,-0.00072969-0.00080952i,-0.00015025-0.00071105i,-8.972e-05-0.0007785i,-0.00032529-0.0005387i,-0.0003862+0.00029394i,-0.0005138+0.00079094i,-0.00045416+0.00045393i,0.00017205-0.00048817i
0.0006291+0.00076819i,0.0023777+0.00097858i,0.0034925+0.00047719i,0.0028105+0.0003126i,0.0018883+0.00057626i,0.001238+0.0012209i,0.00075364+0.0016166i,0.00013892+0.0013872i,-7.3251e-05+0.00041145i,-0.00018236-0.00066492i,0.00024522-0.0011583i,0.0011075-0.00060086i,0.0010354+0.00021891i,0.00055847+0.00055036i,-5.0055e-05+0.00090403i,-0.0004685+0.00036511i,0.00021422-0.0011676i,0.0010481-0.0010538i,0.0011546-0.00046013i,0.00051238-0.00011061i,-0.00027863+4.6841e-05i,-0.0009229-0.00033738i,-0.00075291-0.00022053i
0.00049608-0.0012054i,-0.0001043-0.0010186i,-0.00081092-0.0012514i,-0.00094216-0.00092768i,-0.00065114-0.00031505i,-0.00020582+0.00049079i,-0.00011287-0.00035713i,0.00040768-0.00063783i,0.00094212-4.4398e-05i,0.00063731+6.2781e-05i,0.00081014-8.7509e-05i,0.00084979+0.00017579i,0.00076761-0.00012093i,0.0015236-0.00019175i,0.0014132+0.00046647i,0.00046548-0.00029076i,-0.00032097-0.0011582i,-0.00095908-0.0013508i,-0.00012622-0.0010074i,0.00017634-1.1085e-05i,-0.00073785-0.00027455i,-0.001149-0.00086776i,-0.00068784-0.00079972i
0.00069351+0.0012172i,0.0010223-0.00026342i,0.0013405-0.00090415i,7.4001e-06-0.00039654i,-0.00080366+0.00061223i,-0.0003066+0.0013053i,-0.00017362+0.00053652i,-0.00047272-0.00029398i,-0.00056933+0.00020842i,-0.00011024+0.00010937i,0.00042428-0.0003602i,-0.00020809-0.00015518i,-0.00088097+0.00043345i,-0.00044972+0.0010706i,-0.00019956+0.00061474i,0.00037426+2.8192e-05i,0.00055623-0.00013692i,5.8353e-05-0.00049359i,-9.6844e-05+0.00016887i,-0.00017269+0.0006026i,0.00034293+0.00021161i,0.0012791-0.00029188i,0.001216-0.0005465i
-0.0013716+0.00037355i,-0.0010096+0.001148i,-0.0010235+0.0022246i,-0.00064355+0.0022528i,0.00097629+0.0019816i,0.0020595+0.0012313i,0.0014861+5.5053e-05i,-0.00028609-0.00037353i,-0.0010408+0.00028976i,-0.00080588+0.00060818i,-0.0002049-0.00018708i,0.0002558-0.00067576i,0.0011656-0.00030307i,0.0015828-3.1242e-05i,0.00068762-0.00075703i,0.00076313-0.0011773i,0.0012837-0.0011087i,0.00046273-0.0013858i,-0.0011706-0.0011569i,-0.0018279-0.00046213i,-0.0015603-0.00058619i,-0.001149-0.00073309i,-0.00066484-0.00034317i
0.00025086+0.00019115i,0.00089418+0.00013114i,0.0020249+4.8232e-05i,0.0020013+0.00023433i,0.0018788+0.00024038i,0.0011303+0.00045167i,-0.00030606+0.00068331i,-0.00050801+0.00054376i,0.0003221+0.00020441i,0.00048238-0.00018281i,0.0005257-0.00024458i,0.00069307+3.5761e-05i,0.00029536-0.00043342i,3.4692e-05-0.00091601i,-0.00089704-0.00048505i,-0.0014733+0.00028979i,-0.00083318+0.0002818i,-0.00052234-4.443e-05i,-0.00060658-6.3552e-05i,-0.00099032+0.0004677i,-0.00086204+0.00069526i,-0.00050202+0.00051055i,-0.0001363+0.00056619i
0.0016916+0.00044669i,0.0026066+0.00077254i,0.0022729+0.000587i,0.0011853+0.00054333i,0.00043884+0.0005764i,0.00053114+0.00012893i,0.00080677-0.0002511i,0.00095468+9.9634e-05i,0.00099368+0.00014335i,0.0006561-0.00011586i,-0.00037296+0.00027627i,-0.00077911+0.00011635i,-0.00059478-0.00014464i,-0.00048258-7.8821e-05i,-0.001248+0.00028395i,-0.0014662+0.00053933i,-0.00046548+0.00012069i,0.00057954-0.00051749i,0.00063011-0.00055823i,0.00017293-0.0003811i,8.8512e-05+2.1764e-05i,-4.1447e-05+0.00034538i,-5.2302e-05-0.00043657i
-0.00023243+6.7627e-05i,-0.00039575+0.00065953i,-7.8215e-05+0.00099963i,0.00063785+0.00080128i,0.00047621+0.0012935i,-0.00022485+0.001812i,-0.00037349+0.0011085i,-3.767e-06+0.00023762i,5.256e-05+0.00055022i,0.00038261+0.0008394i,0.00069676+0.00028177i,-4.3496e-05-3.8827e-05i,-0.00069312+0.0004827i,0.00011469+0.0005001i,0.0010046+0.00064137i,0.0012089+0.00039605i,0.00053575+0.0008242i,2.9675e-05+0.00096601i,0.00015447+0.00081108i,0.0006879+0.00024496i,0.0011334-0.00095717i,0.00057175-0.00097667i,-0.00029922-0.00024024i
0.0012946-0.00075241i,0.0011906-0.00046647i,0.00087109-0.00063509i,-0.00020767-0.00039115i,-0.00089294+0.0004286i,-0.00065117+0.00059772i,-0.0010194+0.00024834i,-0.0013387+0.00018593i,-0.00066983+0.0003227i,0.00014157+1.7243e-05i,0.00046372-0.00044871i,0.00035987-0.00041764i,0.00050657-6.0519e-05i,0.00049695+0.00015781i,-6.5199e-05+0.00028544i,4.4785e-06+0.00062871i,0.00088643+0.00040892i,0.00092376-0.00052244i,-0.00028212-0.00032049i,-0.00052311-0.00023347i,-0.00046265-0.00038426i,-0.00033089-0.0005511i,-8.455e-07-0.00035575i
-0.0004695+0.0026165i,0.00048286+0.0035557i,0.0015705+0.0026128i,0.0020126+0.0003911i,0.0018349-0.00024369i,0.0011366+0.00077696i,0.00042588+0.0015313i,0.00044299+0.0011699i,0.0005277+0.00027693i,0.00019978-0.00018478i,0.00028128-0.00016336i,7.168e-05-0.0010715i,-0.00095012-0.0016411i,-0.0012542-0.001045i,-0.00072883-0.00098645i,-0.00023623-0.00089905i,-0.00014559-0.0001054i,-0.0002597+0.00094231i,-0.00057001+0.0010346i,-0.0012506+0.00060359i,-0.0017251+0.00087365i,-0.00142+0.00034042i,-0.00054729-0.00077888i
0.0024976-0.00028495i,0.0018728-0.0024276i,0.0020185-0.0032883i,0.0019104-0.0028539i,0.0014689-0.0014872i,0.0012654-8.3603e-05i,0.00092536-0.00031902i,0.001007-0.00062665i,0.0014003-0.0011622i,0.0013231-0.0011719i,0.00081124-7.5347e-05i,0.0001417+0.00047326i,-0.00011403+0.0003171i,7.583e-05+0.00077809i,-0.00023522+0.00086997i,-0.00016782-0.0001982i,0.00013474-0.00017158i,-0.00018738+0.0008169i,-0.00055691+0.0011448i,-0.00022517+0.00094726i,0.00061071+0.00071411i,0.00051583-0.00044523i,0.00019076-0.00073518i
0.0018702+0.0010365i,0.0026371+0.0003116i,0.0022143+0.00014551i,9.9505e-05+0.00043678i,-0.0011967+0.00094308i,-0.0022082+0.0008271i,-0.001524-0.00034385i,4.4343e-05-0.00019212i,0.00028819+0.00029585i,0.00011758-0.00019981i,-0.00010074-0.00031423i,-0.00041002-3.6394e-05i,-0.0001064+0.00024322i,0.00050481+0.00054868i,0.00029562+0.00013168i,-0.00013481+0.00049423i,-0.00056407+0.00072098i,-0.00011873+0.00039668i,0.00040188+0.00031124i,0.00014879+0.00037358i,0.00058195-2.1155e-05i,0.00072868+0.00024608i,-0.00078648+0.00091848i
0.0023278-0.00086416i,0.0024362-0.0010656i,0.001363-0.0004992i,-0.00016854+0.00014668i,-0.00043028+0.0013086i,-0.00016824+0.002106i,0.0001716+0.001508i,0.00030159+0.00022832i,-0.00029222+0.00055159i,-0.00025602+0.00085161i,-0.00031144+0.00029492i,-0.00061288+0.00063872i,-4.9208e-05+0.0011716i,0.00040239+0.0011252i,-5.004e-05+0.00077769i,-0.00053938+0.00011796i,-0.00067308-0.00060917i,-0.00016279-0.00065027i,0.00016938+6.336e-05i,0.00017357+0.00013186i,-5.5013e-05-0.00042508i,-2.7432e-06-0.00089021i,0.00043839-0.00023824i
-0.00045783+7.2248e-05i,-0.00055443+0.00095055i,-0.00035849+0.0015001i,0.00059896+0.00066755i,0.00095547+0.00082582i,0.0017389+0.00021209i,0.0012228-0.0010918i,0.00011728-0.0008073i,-2.7562e-05+0.00051694i,0.00020856+0.00096093i,6.0662e-05+0.00035013i,-0.00013815+6.6403e-05i,-0.00023755+0.0001404i,-0.00045965-0.00013375i,5.7158e-05-0.00042499i,0.00049189+5.8082e-05i,0.00077806+0.00080648i,0.00022404+0.00063657i,-0.00024506+0.00019214i,0.00027603-6.8308e-06i,-3.6523e-05-8.3274e-05i,-0.00021532+0.00015385i,-0.00010072+0.00059315i
0.0014176-0.00034214i,0.0022299-0.00043808i,0.0015672-0.00033552i,0.0010212-0.00042658i,0.00023877-0.0011207i,0.00035814-0.0010276i,0.00099853-0.00039263i,0.0010866+2.2331e-05i,0.0010213+0.00026341i,6.4898e-05-7.8266e-05i,-0.00024046-0.00047897i,0.00050767-0.00055533i,0.00058874-0.00084178i,0.00078882-0.00066355i,0.0011515-0.00021027i,0.00095294-5.6738e-05i,0.00060817+0.00035032i,-3.9694e-05+0.00092081i,-6.8543e-05+0.00089247i,0.0004368+0.00018571i,0.00065051-0.00039326i,-5.6368e-05-0.00028774i,-0.00046083-8.4636e-05i
-0.0011377-0.00018981i,-0.00068582+0.00024103i,-8.9919e-05+0.00048482i,-0.00016925+0.00099494i,-0.00013588+0.0012084i,0.00045808+0.00084455i,0.0010936-0.00022113i,0.00055302-0.00082057i,-0.00035762-0.00043099i,-0.00017304-0.00098922i,0.0003842-0.0013214i,9.6515e-05-0.00034855i,-0.00036612+0.0002333i,-0.0001578+0.00026021i,0.00053388+0.00015023i,0.00015412+0.0002364i,1.5528e-05-0.00034809i,0.00068425-0.0004894i,0.00016491-0.00029327i,-0.00018938-0.0011601i,-1.7557e-05-0.0013114i,0.00032442-0.0004516i,0.00052458+0.00015949i
0.00080882-7.6307e-05i,0.0012239-0.00077586i,0.0014048-0.0014101i,0.0003344-0.0002295i,-0.0011004+0.00058662i,-0.0012499+0.0007324i,-0.00050116+0.00059443i,0.00052608+0.00042094i,0.00053091-2.7837e-05i,0.00030448-0.00045624i,-4.3226e-05+0.00032923i,-0.00078422+0.00064347i,-0.00023076-0.0003963i,0.00045118-0.00040762i,-1.3966e-05+0.00010424i,-0.0011531-4.3001e-05i,-0.00069139-3.515e-05i,0.00039375+0.00046793i,6.171e-05+0.00057862i,7.66e-05+0.00037826i,-8.2598e-05-1.4014e-05i,-0.00027246-0.00015948i,8.2537e-06-5.6477e-05i
0.0016055+0.00033661i,0.0019507+0.0015252i,0.00096095+0.0014596i,-0.00021634+0.00025995i,-0.000802+0.00035885i,-0.00027861+0.000689i,0.00048877+0.00036662i,0.00069725-0.00035716i,0.00051418-0.00044015i,0.00034517-4.3835e-05i,0.00076759-0.00019275i,0.0004402+0.00054331i,-0.0010112+0.00098961i,-0.00086778+0.00048789i,2.2124e-05+0.00021872i,0.00076867+0.00053149i,0.0010725+0.00019062i,0.00072016-0.000245i,0.00077818-0.00011416i,0.00077489-0.00027504i,0.0001635-0.00089856i,-0.000108-0.001647i,0.00056263-0.00081311i
-3.6465e-05+0.00072289i,0.00019452-0.0005325i,0.0012812-0.00025781i,0.00070847+0.00018243i,-2.652e-05-0.00040613i,-5.7338e-05-0.0007679i,-0.00059071-0.0012295i,-0.00058685-0.00094762i,-5.5666e-05-0.00015239i,4.6192e-05-0.00015914i,0.00025822-0.00036032i,0.00022441-0.00087066i,0.00037583-0.00067345i,0.00093802-0.00027795i,0.00090245-0.00049737i,0.00029789-0.00027179i,0.00025112+0.00013372i,0.00053627-3.1302e-05i,-0.00033256-0.00061278i,-0.00097719-3.3632e-05i,-0.00074818+0.00052852i,-0.00042711+0.00015317i,0.0004101+0.00047919i
0.0015822+0.00024539i,0.0012508-0.0012925i,0.00054127-0.00048198i,0.00049456+0.00088123i,0.0011199+0.0013743i,0.0011973+0.00067118i,0.0010415+0.00058162i,0.00071192+0.00046181i,5.5486e-05-5.2246e-05i,-0.00058012-0.00012196i,-0.00048425+0.00079533i,-0.00032878+0.00087496i,-4.8525e-05+0.00071156i,0.00025218+0.0011208i,-9.8936e-05+0.00098i,-0.00052485+0.0011502i,-0.0009395+0.0015823i,-0.0013213+0.0011099i,-0.00061279+5.2796e-05i,-2.2345e-06-2.8422e-05i,-0.00023398+0.00037034i,6.9863e-05+0.0006518i,5.8475e-05+0.00023138i
-0.00019063-0.00039159i,0.00020703+0.0003477i,0.00042232+0.00063777i,0.00062646+0.00084336i,0.00032604+0.0019048i,0.00048815+0.0019998i,0.00086298+0.0014845i,0.00058312+0.00039796i,0.00063146-0.0005777i,0.00039225-0.00052774i,-2.7661e-05+0.00028774i,-0.00015055+0.00059171i,-0.00067561+2.9575e-05i,-0.00078205-0.00022933i,-0.00021211+0.00033663i,0.00045407+0.0012534i,0.000672+0.0010399i,-3.0047e-05+0.0005259i,5.1715e-05+0.00032952i,0.0010499+0.00017727i,0.00066094-0.00044016i,-0.00076109-0.0010557i,-0.0015238-0.00066593i
-9.2659e-05-0.00057735i,0.00081518+0.00033843i,7.8379e-05+0.00076909i,-0.0014597+0.00023764i,-0.0014296+0.00018023i,-0.00015864+0.00060051i,0.0010359+0.00040238i,0.00095416-2.983e-05i,-0.00057724+0.00030342i,-0.00092681+0.00044535i,-0.0006463+0.0002414i,-0.00037848+0.00033078i,0.00016603+0.00043751i,0.0005969+0.0006198i,0.00068145+0.00016843i,0.00017284-0.00010502i,-0.00076784+2.1421e-05i,-0.00070599+0.00021674i,0.00013068+0.00024054i,0.0004235-0.00013312i,0.00056319-9.0058e-05i,0.00083579-0.00012321i,0.0001006+0.00018106i
0.0014382+0.00033588i,0.0022194-0.0005198i,0.0026999-0.00026089i,0.0011511-0.00016979i,0.0005575-0.00043125i,0.00049336-0.0003029i,0.00049757-0.00037826i,0.00081743-0.00076708i,0.00072571-0.0007048i,0.00081363-0.00096381i,0.00051725-0.00091018i,-0.0004527-0.00093817i,-0.00023031-0.00060081i,0.00061616+0.00030176i,0.00042018+0.00038217i,-0.00010037-5.639e-05i,-0.00033921-2.2205e-05i,-0.00034269+0.00010399i,-0.00079744-0.00042148i,-0.00074321-0.00081161i,1.1213e-05-0.00024125i,-0.00020912+0.00040435i,-1.0001e-05+0.00046969i
-0.00039606-0.0010018i,-0.00028004-0.00059673i,0.00030495-0.00026437i,0.00053114+0.00018684i,8.9787e-05+0.00025844i,0.00044803+0.00011813i,0.0010929-0.00013661i,0.0013557+0.00024873i,0.00020784+0.00058584i,-0.00030034+0.00052901i,0.00037382+0.00046183i,0.00023915+0.0007717i,-0.00054768+0.0011232i,-0.00012172+0.0010348i,0.00099762+0.0010106i,0.00053299+0.00022539i,0.00034821-0.0013499i,0.0011516-0.0011819i,0.0011884-0.00058446i,0.00038108-0.00059487i,-0.00035385-0.00043777i,-0.00039118-0.00086593i,-0.0001446-0.00066074i
0.00056134+0.00023951i,0.0024087+0.00063299i,0.0030928+0.00085009i,0.0022403+0.0011352i,0.0012228+0.0014987i,0.00091336+0.0015601i,4.8488e-05+0.000701i,0.00016307+0.00037414i,0.00035741+0.00069132i,-0.00070413+0.00043361i,-0.00077209+0.00028576i,-0.00024184+0.00011564i,0.00044689-0.00022415i,0.00096378-0.00043676i,0.00049941-0.00022174i,-3.537e-05+0.00044458i,0.00021785+0.00084089i,0.00080026+0.00013594i,0.00030046-0.00089789i,0.00037864-0.00071227i,0.00027797-0.00014311i,-0.0004695-1.2835e-05i,0.00011728+0.00046236i
0.0016381-0.0012209i,0.0010732-0.0014491i,-3.2235e-07-0.002055i,-0.00091719-0.0017721i,-0.0012987-0.00032369i,-0.00041065+0.00063046i,0.00079565+0.00055789i,0.00073671+0.00029259i,4.3757e-05-0.00024888i,-0.00016341-0.0010497i,-0.00010254-0.0009956i,-0.00063278+7.9446e-05i,-0.00064743+0.00070783i,0.00026581+0.00062485i,0.00064112+0.00037948i,0.0006202-0.00016745i,0.00082824-0.00035978i,0.00085805+6.0513e-05i,0.000373+0.00069972i,-0.00012703+0.00074341i,0.0006121+0.0001952i,0.00053894+0.00016667i,-0.00047457+0.00062659i
0.00021203+4.4386e-05i,0.0013138-0.00053949i,0.0018033-0.00016477i,0.0003732+0.00093199i,-0.0011726+0.0012205i,-0.0011408+0.00096573i,-0.000374+0.00031829i,-2.5817e-05-0.00013147i,0.00033055+0.00025611i,7.3561e-05+0.0012788i,-0.00053303+0.0010842i,-0.00059117+0.00040168i,0.00057147+0.00033331i,0.0012878+0.00050615i,0.00022511+0.00041474i,-0.00071666+4.7111e-05i,-0.00065087-0.00024695i,-0.00039891-0.00015087i,-0.0005115+0.00026929i,-0.00060061+0.00073352i,-0.00056375+0.0012455i,0.00026007+0.0015909i,0.00088971+0.0015823i
-0.0002149-0.00081237i,-0.00042069-0.0011726i,-0.0015106-0.001458i,-0.00083564-0.00080604i,-3.9762e-05+0.00010179i,-0.00026536+0.00050534i,0.00011481+0.0011178i,0.00072146+0.0010036i,0.0001823-0.00017228i,-0.0007297-0.00052949i,-0.0011134-0.000264i,-0.00055883+0.00016814i,0.00050657+0.00034401i,0.00065055-0.00027461i,-0.00011739-0.00020543i,-0.00084989+0.00032275i,-0.001167+2.1637e-05i,0.0005304-5.0484e-06i,0.0015517-2.3774e-05i,0.00096918-7.9068e-05i,0.00074335+0.00032503i,0.00011271-1.6983e-05i,-0.00098647-0.00078403i
0.0020995+0.00054079i,0.0036495-0.00032027i,0.0031764-0.0013348i,0.0018628-0.0010356i,0.00077671-6.5856e-06i,0.00035934+0.0011256i,0.00018862+0.0012238i,0.00075236+0.00038702i,0.0011703-8.9219e-05i,-0.00018697+7.677e-06i,-0.00079034+4.7716e-05i,-0.00010609-2.525e-05i,-0.00013654+0.00014441i,-0.00066462+0.00011548i,-0.00080746+0.00039938i,-0.00021152+0.00082824i,-0.00047955+0.00023389i,-0.00094122+0.00034488i,-0.00048083+0.0008818i,8.0542e-05-8.6711e-05i,0.00035424-0.00034487i,-0.00014667-0.00011018i,-0.00078626-0.00065795i
2.5387e-05-0.00072923i,-0.0010192-0.00021823i,-0.0016315+0.00061599i,-0.00081017+0.00064439i,0.00015341+0.00094803i,-0.00046183+0.0011997i,-0.00093856+0.00042089i,-0.00056285-2.6962e-05i,5.2345e-05-0.00014816i,-0.00036267-0.00041695i,-0.00090418-0.00042595i,-0.00056742-0.00046476i,0.00013104-0.00049938i,0.00079811-0.00037255i,0.0012582+0.00019668i,0.00090919+0.00050635i,-0.00010163-5.1145e-05i,-0.0001639-0.0010717i,0.00019786-0.00072351i,-0.00025331+0.00031233i,-0.00066083+0.00035816i,-0.00023205-0.00052797i,0.00042661-0.0010218i
0.0013282+0.0010994i,0.0023812+0.00053267i,0.0026499-0.00031513i,0.00093187-0.00086724i,-0.00038626-0.00060166i,-0.00037131+0.00040392i,0.0004722+0.0009544i,0.00068364+0.00040626i,-8.5119e-05-0.00030427i,7.1534e-05-0.00047854i,0.00031152-0.00033367i,-0.00017731-0.00023591i,0.0003952-0.00047176i,4.3618e-05-9.1319e-05i,-0.00078682+0.00016847i,-0.0012548+1.4614e-05i,-0.00071347-0.00032599i,0.00011335-0.00027271i,-0.00073424+0.00034459i,-0.00096229+0.00093541i,-0.00036783+0.00085354i,0.00027884+0.00040205i,3.5177e-07-1.1352e-05i
