0.00029476+0.0011705i,0.00011908-0.00021133i,-0.0013175-0.0018119i,-0.00080236-0.0035553i,-0.00012814-0.0026493i,-0.00037782-1.5316e-05i,-0.0012057+0.00063734i,-0.00093939+0.00049714i,0.00023818+0.00017897i,0.00094559+4.1142e-05i,0.0002639-0.00026241i,0.00019373-0.0010675i,0.00044807-0.00074895i,-0.00031391-0.00048032i,-0.00057546-0.00036367i,9.4319e-05-0.00048679i,0.00072157-0.0011998i,0.00058372-0.00087411i,0.00032039-7.3787e-05i,0.00065508+0.00027992i,0.00044104+0.00018408i,-0.00010465-5.2738e-05i,5.2326e-05-0.00055983i
0.00081576-0.0012034i,0.00055596-0.0010483i,0.00013412-0.00087566i,0.0010274-0.00099536i,0.0022107-0.00051338i,0.0010225-0.00061016i,-0.00054665-0.00093337i,-0.00081799-0.00081231i,-0.00033497-0.00041717i,-1.941e-05-0.00048993i,0.00015588-0.00029017i,-5.648e-05+0.00013845i,-0.00035381+0.00065165i,-0.00019338+0.00037157i,-0.0004652-0.00042421i,-0.00026408-0.0010293i,0.0002128-0.00064141i,0.00025623+0.00027606i,0.00031691+0.00078276i,0.00030388+0.0005904i,0.0006992+0.0001735i,0.00077184+0.00017695i,0.00034758+0.00013933i
0.001276-0.0021041i,0.00088868-0.001669i,0.00040898-0.00082373i,0.00067463-0.00034965i,0.0013034-0.000117i,0.0007594-0.00072793i,-0.0003905-0.0012169i,-0.00068489-0.0013671i,-0.00030135-0.00062594i,-0.00016422-0.00046844i,-5.0436e-05-0.00041853i,0.00011964-0.00060473i,0.00046274-0.00063554i,0.00076705-1.5236e-05i,0.00034669-0.00026327i,-0.00041704-0.00025818i,-0.0011392+0.00024929i,-0.0011815+0.0007432i,-0.00073981+0.00094781i,-0.00048233+6.2153e-05i,-4.4052e-05-0.0002626i,0.00053715-0.00030368i,0.00087517-0.0006753i
-0.00036395+0.0018928i,0.00042544+0.002176i,0.0013058+0.0022973i,0.0022008+0.0010147i,0.0023972-0.0010622i,0.0019043-0.0025404i,0.00068101-0.0022655i,0.00032978-0.00054309i,0.00026721-0.00010967i,0.00024788-0.00053275i,0.00070352-0.00049251i,0.00063597-0.00067972i,1.4294e-05-0.00037623i,-2.4867e-05+0.0002752i,0.00056883+0.0003012i,0.00062182-0.00074128i,0.00029581-0.0010729i,6.3017e-05-0.00048576i,-0.00048957-0.00026065i,-0.00085439+0.00039222i,-0.000775+6.3437e-05i,-0.00046036-0.00034073i,0.00055634+0.00064194i
0.0016848+0.0012789i,0.0017425+0.0018234i,0.00044978+0.00076653i,0.00071907-0.00083098i,0.0017904-0.0010703i,0.0015465-0.001066i,0.0008457-0.0010361i,0.00089633-0.00063914i,0.00069305-0.00062801i,0.00048953-0.00095919i,0.0011631-0.00027313i,0.0018976+0.00033774i,0.0011571-0.00021973i,0.00068059-0.0008936i,0.00145-6.1436e-05i,0.00054408+0.0013015i,-0.00060923+0.00047973i,-0.00014395-0.00064808i,0.00031897-1.2942e-05i,0.00040977+0.00095129i,0.00044444+0.0010514i,0.00033735+0.00080232i,0.00033966+0.00077018i
-0.00031053-0.0018305i,-0.00013541-0.0012167i,0.00030332-0.00090191i,0.0023281-0.00014727i,0.0038642+0.00020945i,0.0031187-0.0001198i,0.0013913-0.00082341i,7.4626e-05-0.0015641i,-0.0001714-0.001418i,-0.00065883-0.00040532i,-0.00029566+0.00015432i,0.00044766-0.00014224i,0.00044586-0.00070999i,6.0333e-05-0.0012233i,-0.00051542-0.0010414i,-0.000788+4.326e-05i,-0.00039226+0.00064962i,3.5184e-05+0.00048897i,0.00016384-0.00023697i,0.00017078-0.00052371i,-2.0329e-05-0.0010455i,0.0001837-0.0011153i,0.00049565-0.00065929i
0.00053066-0.0012932i,0.00013319-0.002114i,-9.8565e-05-0.0024984i,0.00030104-0.00094434i,0.00066671+0.00022751i,0.0010184-0.00031158i,0.00089813-0.0012319i,0.00036392-0.0010427i,-6.0928e-05-0.001194i,0.0002178-0.00074582i,0.00020125-0.00048737i,-0.00018562-0.00032985i,0.00026894-8.5031e-05i,0.00059794-0.00030178i,0.00032136-0.00025166i,-0.00015882+8.1466e-06i,6.3138e-05-0.0001189i,0.00036133+3.9308e-06i,0.0008112+0.00056035i,0.0011484+0.00065656i,0.00025696+0.00032841i,4.0899e-05+7.6877e-06i,0.00056932+0.00054713i
0.0023095-0.00098084i,0.0015876+2.227e-05i,0.0020406-0.00055056i,0.0020112-0.0016251i,0.0015242-0.0018464i,0.00068396-0.0018027i,-4.3614e-05-0.001397i,-0.00055869-0.00082094i,-0.00056859-0.00078554i,-0.00027572-0.00073624i,2.9735e-05-0.00045247i,0.00024273-0.00055163i,0.00043782-0.00063433i,0.00041907-0.00049642i,3.4223e-05+0.00074287i,-0.00033079+0.0010844i,-0.00023642+7.1343e-05i,0.0001623-0.0004115i,-2.5273e-05-8.2337e-05i,-0.00034143-0.00029284i,-0.00042396-0.0011555i,-0.00060202-0.00037062i,-0.00028024+0.00066179i
-0.00016722-0.0022077i,0.0004526-0.0022373i,0.00053461-0.001705i,0.00076819-0.00035991i,0.0013121+0.00071367i,0.0010248+0.00053058i,0.00064869-0.00034603i,-0.00010521-2.0811e-05i,-0.0006841+1.9004e-05i,-0.0011586+1.5497e-06i,-0.0010272+0.00031665i,-0.00053774+0.00081894i,-0.00069104+0.0013491i,-0.00073402+0.00080304i,-0.00025083+0.00017624i,1.5075e-05-0.00015199i,6.6106e-05+0.00018484i,0.00021763+0.00070682i,3.9921e-05+5.6481e-05i,-0.00038479-0.00068475i,-0.0002512-0.00087224i,0.00047535-0.00011022i,0.00087929+0.000385i
0.0011602-0.0010893i,-3.3033e-05-0.0016757i,-0.00068211-0.0013498i,0.00080693-0.00023694i,0.0011973-0.00037372i,0.00086982-0.0015069i,-0.00028555-0.001387i,-0.00072424-0.00050092i,7.0629e-05+4.1558e-05i,0.00039372-0.00022862i,8.7908e-05-0.00030284i,8.9296e-05-1.3277e-05i,7.8573e-05-0.00031677i,-8.4587e-05-9.5769e-05i,0.00021559-1.6195e-06i,0.00047343-0.00056977i,0.00026741-0.00036746i,-0.00024784-6.9937e-05i,9.4351e-05+0.00022427i,0.00085422-2.2215e-05i,0.00039449-0.00075408i,-0.00023571-0.0012223i,-0.00069287-0.0007607i
-0.0021243+0.0030458i,-0.0016684+0.0024612i,4.7896e-06+0.0020017i,0.0025933+0.0016548i,0.0039213+0.00098254i,0.0031558-0.00050688i,0.0013072-0.0011689i,0.00021843-0.0013458i,0.00034312-0.0013753i,0.00051735-0.00094227i,0.00069892-7.9755e-05i,0.00080203+0.00056458i,0.0015154+0.00066821i,0.0014618+0.00013096i,0.0010892-0.00029286i,0.0017915-0.00037799i,0.0014844+0.00014254i,0.00012323+0.00018362i,-0.00015397-0.00037367i,1.4263e-05+0.00036166i,2.0873e-05+0.00087846i,0.00012659+0.0003215i,0.0008165-0.00013829i
0.0011755-0.00061926i,0.0012535-0.00034823i,0.0012653-0.00072906i,0.00091387-0.00076054i,0.00054878-0.0018214i,0.00043702-0.0027124i,8.4486e-05-0.0017275i,-0.00012128-0.000643i,-0.0003589-0.00023946i,-0.00032748-0.00070943i,0.00036766-0.00098739i,0.00085312-0.00063637i,0.0013025-0.00046039i,0.00065536-0.00013402i,-0.00049678+0.00010451i,-0.00017553+6.6352e-05i,0.0005518+0.00019727i,5.3895e-05+0.00029455i,-0.00072356+7.8918e-05i,-0.00025417-0.00048277i,0.00025508-0.00098363i,0.00048253-0.00055784i,0.00090601+0.00016768i
-0.0017341-2.6615e-06i,-0.0014167+0.00026257i,-0.00035016+0.0012549i,0.0017978+0.0021643i,0.0026587+0.0015151i,0.0018836+0.00042803i,0.0004532-2.5108e-05i,-0.00017422+5.4898e-05i,0.0005302+0.00011456i,0.00079157+0.00020529i,0.00066177-7.3107e-05i,0.0005032-0.00080376i,8.2845e-05-0.00062852i,0.00016475+0.00066184i,0.00016485+0.00069649i,0.00022941+0.00018412i,0.00079991-0.00028983i,0.00033093-0.00086136i,-0.00037906-0.00044761i,-0.00025182+0.00010018i,-0.00068765+0.00020849i,-0.00036454+0.00077519i,0.00026784+0.0011312i
9.1559e-05+0.00072539i,-0.0010278+0.00010008i,-0.00028928+0.00010894i,0.0013821+0.00031384i,0.0018486+0.00016819i,0.0015163-0.0010875i,0.0013429-0.0014369i,0.00042729-0.0010184i,0.0003433-0.00053952i,0.0010328+0.00012307i,0.0011462+0.00038912i,0.00091899+0.0004735i,0.00076286+0.0003838i,1.0326e-05+0.0004257i,-0.00068718+0.00096406i,-7.2696e-05+0.00057275i,0.00027205-3.9076e-05i,-0.00011672+0.00047185i,-0.00026988+0.0004572i,-0.00021673+0.00012501i,-0.00015665+0.00041892i,0.00015552+0.00037457i,-8.8822e-05-7.2836e-05i
0.00045953+0.00014377i,0.00017607+0.00041279i,0.00093264+0.00062185i,0.0019693+0.00060932i,0.002356-0.00049778i,0.0021936-0.001037i,0.0016029-0.0015914i,0.00081176-0.0015604i,0.00013003-0.00046623i,-0.00020853+0.0004647i,1.7919e-05+0.00037817i,0.00090796-0.0010835i,0.0011437-0.0013781i,0.00069511-0.00071066i,0.0013064-0.000646i,0.0014963-0.00027118i,0.00058243+0.00014234i,0.00015058+0.00026348i,0.00025979+0.00028589i,0.00023082+9.0958e-05i,0.00033294+0.00024203i,0.00044266+0.00074976i,0.00027072+0.0004396i
-0.00077035+0.00063071i,-0.00045901+0.00076826i,-0.00049482+0.00077668i,0.0012847+0.0003448i,0.0030236+0.00034291i,0.0019357+0.00055599i,0.00037507-0.00012709i,-0.00041355-0.00061982i,2.7452e-05-0.00044246i,0.00089602-0.00014598i,0.00092447-4.3327e-05i,0.00088489-0.00044452i,0.0014371-0.00047632i,0.00089285+0.00029596i,0.00014607+0.00019174i,-0.00049539-0.00071442i,-0.0010886-0.00048335i,-0.00051323+0.00070507i,-0.00032053+0.00064863i,-0.00081529-0.00018521i,-0.0011428-0.00049271i,-0.00037805-0.00035052i,0.00050439+0.00030489i
-0.0014054-0.0013702i,3.5141e-05-0.00084448i,-8.8295e-05+0.00091677i,0.00056214+0.0013739i,0.0017819+0.00041266i,0.0022093-0.00017012i,0.001259-0.00017675i,0.00035703-0.00034034i,-4.3437e-05-0.0011428i,-0.00063085-0.0016267i,-0.00080622-0.00058312i,-0.00050238-0.00021746i,-0.00016961-0.00060917i,0.00022745-0.00035613i,0.00036739+0.00014879i,0.00060533-0.00019037i,1.9149e-05-0.00046332i,-0.00094993-0.00014228i,-0.00049817+0.00011802i,2.7903e-05+0.00021843i,0.00047964-0.00016475i,0.00067587-0.0002122i,0.00051328+3.6345e-05i
-0.00015228-0.0017349i,-0.00022683-0.0011739i,-0.00036616-0.00048828i,-0.00033461-0.00028976i,0.00060628-0.0008787i,0.0015488-0.0021522i,0.0013259-0.0021638i,0.00062725-0.0010418i,2.1672e-05-0.00024921i,-0.00049097+0.00069457i,-0.00031988+0.00090136i,-0.00026867+0.0004771i,-0.00084056-0.00027065i,-0.0011668-0.00079885i,-0.00072294-0.00022024i,-2.3153e-05+0.00034303i,-0.00014147+0.00034332i,-0.00048-0.00018444i,-0.00046824-0.00017466i,-0.00045237+0.00039206i,-0.00076896+0.00094685i,-0.00085643+0.00076074i,-0.00045587-8.1765e-05i
0.0023978+0.0013212i,0.0030106+0.0012037i,0.0041111+7.0188e-05i,0.0057647-0.00099558i,0.0047754-0.0016226i,0.0013096-0.0028879i,-0.00068665-0.0021224i,-4.014e-05-0.0010789i,0.00055092-0.00095724i,-1.2624e-05-0.00035963i,0.00031467-0.00042532i,0.0012648-0.00086678i,0.0011282-0.00029161i,0.00043997-4.9313e-05i,0.00032136-0.00036491i,0.00062963-0.00064661i,0.00014457-0.00053087i,0.00022958-0.00027777i,0.00038697+0.00033067i,0.00058002+0.0011206i,0.00038552+0.0011484i,-0.00016379+0.00077099i,-0.00011443+0.00018244i
0.0019801+0.00024298i,0.0015364+0.00039433i,0.0015154+0.0009999i,0.0013475+0.0001801i,0.0013757-0.0010663i,0.00075651-0.0010478i,-5.9768e-05-0.00066771i,-0.00042472-0.00052266i,-0.00021931-0.0007723i,0.00064456-0.00098066i,0.00086088-0.00048127i,0.00048947-0.00031223i,9.6201e-05-9.8625e-05i,0.00023678+0.00070085i,0.00036525+0.00039188i,0.0001789-1.8577e-06i,-0.00028446+4.5072e-05i,-0.0005587-0.00054172i,-0.0005313-0.00054938i,-0.00025173+0.00036158i,8.6925e-05+0.00088894i,0.00040308+0.00067236i,0.00043363+0.00040191i
0.00052143+0.00082655i,0.0006504-0.00068347i,0.0020827-0.0011815i,0.0039352-0.0012843i,0.0040714-0.0018123i,0.0022362-0.0021801i,0.00063995-0.0021533i,0.00040702-0.001724i,0.0010947-0.0007018i,0.001069-0.00028438i,0.00093448-0.00035513i,0.0015645-0.00015498i,0.0016391-0.00016985i,0.00054016-0.00049867i,0.00013748-0.0005098i,0.00089994-2.02e-05i,0.00082792+0.0001629i,0.00025529-5.2232e-05i,-0.00048043+0.00060841i,-0.00016184+0.0010574i,0.0002151+0.00047655i,-5.1481e-05-0.0008614i,-0.00032431-0.00073999i
8.3027e-05+9.1472e-05i,0.0001461+0.00080768i,0.00025453+0.0011491i,0.0013575+0.0014133i,0.0014126+0.00023314i,0.00076107-0.0012531i,-2.302e-05-0.0009496i,-0.0003692-0.00020724i,-0.00038087+4.7142e-05i,-7.8859e-05-0.00034739i,0.00060139-0.00075374i,0.00045238-0.00022686i,6.0367e-05+0.00028812i,-3.0197e-05+0.00010801i,-0.0003424-0.00066945i,-0.00055286-0.00064313i,-0.00079856-0.00033583i,-0.00048503+6.8569e-05i,7.5992e-05+0.00080399i,-0.00022084+0.00096724i,-0.00061215+0.00084889i,-0.00080029-0.00016666i,-0.00045499-0.00096831i
0.0014624-0.0012684i,0.0014269-0.0030913i,0.0010271-0.0026538i,0.0020587-0.0026199i,0.0021871-0.0027719i,0.00073524-0.0020695i,-0.00042333-0.0011669i,-0.0011176-0.00037976i,-0.001225-0.00053836i,-0.00072106-0.00090468i,-0.00054899-0.00015261i,-0.00080959+0.0006583i,-0.00015553+0.00045899i,9.7227e-05-0.00055098i,-0.00051232-0.0012544i,-0.00041221-0.0011141i,0.00024831-0.00085617i,0.00058383-0.0007437i,4.8345e-05-0.00042923i,-0.00044277-0.00013764i,-0.0003262+7.771e-05i,-0.00014548+0.00019869i,-0.00017055+0.00053085i
0.00021447-0.00091022i,0.00034627+0.00019624i,0.0012985+0.00029903i,0.00091495+0.00091904i,0.00022346+0.0012783i,0.00075166+0.0010957i,0.00057961+5.6748e-05i,-0.00019506-0.00057855i,-0.00091427-0.00026333i,-0.0012893-0.00047563i,-0.00056654-6.3813e-05i,7.9255e-06+7.9706e-05i,-3.6606e-05-5.8556e-05i,-0.00041008-7.163e-05i,-0.0013216-0.0004828i,-0.0008283-0.00092248i,0.00039924-0.00084155i,9.6236e-05-0.00026167i,-0.00053811+6.7454e-05i,0.00021419+0.00015779i,0.00091451-4.1681e-05i,9.6005e-05-0.0002704i,-0.00024401-0.00023445i
-0.00016973+0.00072089i,0.00013062+0.0010289i,0.0004591+0.00015992i,0.0014373-0.0010987i,0.0017632-0.0011888i,0.0010562-0.00039163i,-0.00077-0.00056228i,-0.0011467-0.0018343i,2.5265e-05-0.0019079i,-0.00010966-0.0012158i,-0.00023815-0.0001181i,0.00013818+0.0010471i,0.00066123+0.00093186i,0.00065078+0.00053821i,-3.817e-05+0.00079192i,-0.00077126+0.0010143i,-0.0010543+0.00052689i,-0.00044054-0.00053032i,-9.5429e-05-0.0011286i,-0.0012686-0.0013102i,-0.0016015-0.00068098i,-0.00057598+0.00013358i,0.00063129-5.5251e-05i
-0.00049+3.7055e-05i,-0.00091875+0.00069303i,0.00044143+0.00029032i,0.0013833-0.00035729i,0.0013969-0.0019029i,0.0016299-0.0022477i,0.00020953-0.00074814i,-0.00080664-0.00043423i,0.00020582-0.00088544i,0.00060809-0.00095644i,-9.0505e-05-0.00027707i,-0.00019879+0.00016689i,-0.00021338+0.00029535i,-0.00082468+0.00038977i,-0.00018033+0.00017266i,0.00023318-0.0005441i,-0.00022456-0.0010244i,-4.6573e-05-0.00073467i,-3.561e-06-0.00059787i,-0.00045358+5.066e-05i,0.00044869+0.00074443i,0.0012548+0.00019802i,0.00070062-0.00011594i
-0.000869-0.0015209i,-0.0010575-0.0017699i,-0.00053177-0.00099867i,-0.0016331+0.00074057i,-0.0010287+0.0010152i,0.00077188+0.00031995i,0.0010215+3.8792e-05i,0.00039261-0.00027517i,-0.00033979-0.00061242i,-0.00013271-0.00018711i,0.00093254-0.00023536i,0.0012821-0.00024712i,0.00043789-7.8796e-05i,-0.00028883-0.00040951i,-8.3e-07-0.00034601i,0.00054576-0.00071032i,0.00090121-0.0008494i,0.0013224+9.1238e-05i,0.0015474+3.7395e-05i,0.00058943-0.00056265i,-2.1187e-05-0.00039209i,0.00062328+0.0001896i,0.00052274+0.00036803i
0.00088011-0.00012554i,0.0011133+0.00056598i,0.0015729+1.7114e-05i,0.0030278-0.001144i,0.0035743-0.0014866i,0.0023251-0.0018286i,0.00064332-0.0016505i,-5.1813e-05-0.0010128i,0.00065406-0.00064703i,7.547e-05-0.0001847i,-0.00058091+0.00010646i,0.00030743-0.00017614i,0.00035032+8.0692e-05i,0.00077732+0.00036152i,0.0014537+5.9768e-05i,0.00074149-0.00036754i,-3.1549e-05-0.00040848i,3.6547e-05+9.687e-05i,0.00091819+0.000745i,0.0017705+0.0004366i,0.0012946-0.00037633i,5.2677e-05-0.00048376i,-0.00032873-0.00063739i
-0.0017748-0.00075122i,-0.0014907-0.00074529i,-0.0019484-0.00059188i,-0.0012789+0.00062572i,0.00063746+0.0015864i,0.0014511+0.0012543i,0.00027027+0.00055203i,-0.00030484-0.00029378i,-8.5652e-05-0.00031785i,-0.00041362-0.00020685i,-0.00066766-0.00060394i,-0.00041449-0.00027012i,-0.00066813-0.00020538i,-0.00031102-0.00043447i,1.9518e-05-0.00013751i,-6.842e-05+2.7621e-05i,-0.00013046+0.0006637i,-0.00068118+0.00073372i,-0.00049089+0.00032632i,-0.00018139-8.9229e-06i,-0.0004183-0.00023539i,-0.00051541-0.00071417i,-7.0927e-05-0.0010486i
-0.001721+0.00012702i,-0.0020311+0.0012i,-0.0018916+0.0021679i,-0.0004338+0.0007789i,0.0022225-1.3357e-05i,0.0034258-0.00030116i,0.0021933-0.000543i,0.00089428-4.0569e-05i,-0.00048037-0.00035141i,-0.0003477-0.00050769i,0.0006383-0.00028694i,0.0011604-0.00022133i,0.00085283-0.00037102i,-0.00010277-0.00048652i,-0.00055006-0.00049469i,-0.00011134-0.00019564i,0.0005935+0.00024938i,0.00054968+0.00044341i,-7.6709e-05+0.00051921i,-0.00035308+0.00046677i,-0.00062638+0.00040848i,-0.000669+0.00036824i,-0.00026114+0.00036802i
-0.00098071+5.9162e-05i,0.00052021-0.00069294i,0.0016178-0.00011909i,0.0019685+0.00070824i,0.0018882+5.9603e-05i,0.0009698-0.0017115i,5.0152e-05-0.0027093i,-0.00015545-0.0012786i,0.00014354-0.00048209i,0.00033799-0.00061674i,0.00037064-5.2501e-05i,0.00027307+0.00021473i,6.2883e-05-0.00038923i,4.8066e-05-0.00070157i,-0.0001737-0.00046373i,3.9267e-05-0.00066487i,-0.00011101-0.0010182i,-5.3651e-05-0.00096206i,0.00038236-3.8815e-05i,5.4749e-05+0.00033452i,9.4482e-06+0.00028703i,0.00030416-8.7031e-05i,0.00026776-0.00010287i
-0.00025714-0.0021024i,-2.5293e-05-0.0010291i,0.00033762-0.00010876i,0.00093331-0.0004589i,0.001422-0.00095359i,0.00147-0.0011235i,0.0011045-0.00086529i,1.2379e-05-0.00086489i,-0.00090128-0.0012847i,0.00020443-0.00059584i,0.00054227+0.00092877i,9.6325e-05+0.0014139i,0.00011485+0.00052098i,0.00061148+1.3224e-05i,0.00075142+0.000143i,0.00040904-0.00041505i,-0.00019182-0.00011297i,-0.00063422+0.00026592i,-0.00047303+0.00054975i,-0.00018338+0.00092794i,0.00022563+0.000284i,0.00044765-0.00050273i,-0.00024354-0.00082765i
0.0002476+0.00049807i,0.0003443+7.0003e-06i,0.00031707+0.00097301i,0.0014438+0.00022677i,0.002791-0.0010752i,0.0020389-0.0012917i,0.0013498-0.00069172i,0.0010064+2.3629e-05i,0.00010316-7.6173e-05i,-0.00015027-0.00039353i,0.0005535+9.9521e-05i,0.0011917+0.00033426i,0.0015453-0.00034585i,0.00083442-1.6594e-05i,-0.00046891+0.00010968i,-0.00044929-0.00090264i,-1.708e-06-0.00027603i,-0.00013605+0.00044993i,8.6465e-05-9.8365e-05i,0.00068918-0.00043819i,0.00073278-0.00060156i,-2.4576e-05-0.00055128i,-0.00032996+7.2655e-05i
0.00086453+0.0015i,0.00094843+0.0021688i,0.00195+0.0021614i,0.0025252+0.0021994i,0.0024963+0.00094444i,0.0017643-0.00087707i,6.9137e-05-0.0018443i,-0.00086376-0.0017694i,-0.0008233-0.00094814i,0.00034382+0.00039461i,0.00092596+0.00068753i,0.00075205-0.00019834i,0.00073728-0.00023095i,0.00068543-0.00055805i,0.00071932-0.0007478i,0.0008276-0.00044801i,7.6716e-05-0.00044738i,-0.00097843-0.00035071i,-0.0005224-0.0004392i,0.00074523-0.00044107i,0.001472-0.00061384i,0.00073032-0.00017676i,-0.0004408+0.0001173i
0.00062379-0.00095298i,-0.00067964-0.00086902i,-0.00041448-0.00086446i,0.0023661+0.00036106i,0.0038821+0.00032074i,0.0035555-0.00084405i,0.0018752-0.00011429i,0.0007193+0.001012i,0.00069033+0.00052004i,0.00031498-0.00010178i,-0.00024307-0.00047664i,0.0005148-0.00046515i,0.00087182-0.00078427i,0.00061085-0.00054769i,0.00026856+0.00043411i,-0.00030172+0.00041782i,-0.00048114+8.3685e-05i,-0.00064228+0.00044892i,-0.0011184+0.00048302i,-0.00091504-0.00010296i,0.00048169-0.00025515i,0.001273+0.00043683i,0.00032562+0.00051056i
0.0018728-0.00049527i,0.0012438-0.0013161i,0.0011275-0.0018028i,0.0018604-0.0014526i,0.0013293-0.0018614i,0.00059351-0.0030878i,0.00097519-0.0023693i,0.00062129-0.00082296i,0.00038143-0.00027019i,-0.00028768-7.5167e-05i,-0.00068569-0.00011625i,-0.00069292-0.00029113i,-0.00061287-0.00063805i,-0.00018612-0.00089693i,0.00069217-0.00098813i,0.00062367-0.0014428i,-5.6584e-05-0.0014016i,0.00034162-0.00062498i,0.00053555-0.0004831i,0.00059964-0.00040728i,0.00057829-0.00028093i,0.00030292-0.0005714i,0.00015526-0.0005499i
0.00040675+0.00099752i,0.0014002+0.0020173i,0.0028094+0.0008561i,0.0034853+0.00022769i,0.0024827+0.00023411i,0.0017478-0.00065554i,0.0010621-0.0013846i,0.00020088-0.001089i,7.8134e-05-0.00072817i,-0.00016364-0.00078816i,-0.00041693-0.0013936i,8.7901e-05-0.0011038i,0.00035385-0.00043161i,6.7071e-05-0.00045895i,-0.0002021-0.00027673i,-0.00011996-0.0007766i,0.00010637-0.001019i,-2.438e-05+6.134e-05i,-0.00026906+0.00054787i,0.00043947+0.00010355i,0.00033235-4.5069e-05i,0.00013538-2.2336e-05i,0.00041054-0.00015731i
0.001324-0.0015854i,0.00090887-0.0015556i,0.0010833-0.0011034i,0.00081729-0.00032717i,0.0011441-0.0003045i,0.0013657+3.2635e-06i,0.00042572-0.00044802i,-0.00075551-0.0013084i,-0.0010882-0.0014647i,-0.00054639-0.0014057i,-0.00036604-0.00092607i,-0.00060211-0.0002385i,-0.00027064-4.6897e-05i,-0.00027068-0.00024761i,-0.00012824-0.00054691i,0.00012593-0.00030767i,0.00023037-7.8617e-05i,0.00017011-0.000698i,-0.00015582-0.00087104i,-0.00012647-0.00039883i,-0.00022963-0.0010766i,-2.4631e-05-0.0011208i,0.00047601-3.2087e-05i
0.00094724-0.00090268i,0.00096678+0.00020992i,0.0011133+0.00095282i,0.0019102-0.00023838i,0.0021035-0.001245i,0.0017047-0.0020054i,0.0010489-0.0018067i,0.00015995-0.00078266i,-0.000627+0.00021845i,-0.00025399-9.1744e-06i,5.1727e-05-0.00034204i,9.7055e-05+0.0005335i,0.00028851+0.0006161i,-0.00023321-0.00013139i,-0.00039797-0.0004803i,-0.0003123+5.5079e-05i,-0.0001626+0.00068437i,0.00042255+0.00054521i,0.00086096+0.00038895i,0.00047619-0.00043281i,-3.3341e-05-0.0011829i,0.00012217-0.00057539i,-0.00010474+0.00042358i
-0.00079254+0.00081096i,0.0005512+0.0024323i,0.0014371+0.0018137i,0.0029288-0.00011927i,0.0033936-0.0016185i,0.0023943-0.0027349i,0.00096035-0.0026677i,0.00044755-0.0010766i,0.0013795-0.00019655i,0.001268-0.00024387i,0.00091884-0.00014961i,0.00071859-9.7738e-05i,0.00035193-0.00087881i,0.00070126-0.0013155i,0.00090096-0.0006745i,0.00025374-0.00012203i,-0.00032284-0.00054658i,-0.00018742-0.0010615i,3.698e-05-0.0007618i,0.00054046-0.00029497i,0.00065564-8.8574e-05i,0.00029332+0.00011199i,0.00061041+0.0002844i
-0.0022598-0.00098332i,-0.0023675-0.00019064i,-0.0017824+0.00087069i,4.543e-05+0.0010726i,0.0016813-0.00027002i,0.0023776-0.0014994i,0.0019472-0.00087107i,0.0010078-2.834e-05i,0.00025923-0.00050779i,0.00012449-0.0009218i,0.00019534-0.00022419i,1.3996e-05+0.00083111i,-7.3138e-05+0.00095493i,0.00030414+0.00090118i,0.00051126+0.00072404i,0.00052903-2.0978e-06i,8.5342e-05+5.1001e-05i,-0.00051782+5.1846e-05i,-0.00055572-0.00011379i,-0.00044662-3.0052e-05i,-0.00067795+0.0010416i,-0.00042223+0.0013083i,-0.00026974-0.00018746i
-0.000466+0.0010383i,-0.00024732+0.00093466i,0.0001589+0.0011503i,0.0016797+0.00023378i,0.0029027-0.00053936i,0.0030735-0.0010385i,0.0021549-0.0016525i,0.0013084-0.001787i,0.00057495-0.00096575i,-0.00026734+4.7469e-05i,-0.00023779+0.00059858i,0.00041078+0.00039293i,0.00053819+2.5612e-05i,0.0007528+0.00025321i,0.00052579+0.00044432i,0.00029282-0.00011487i,0.000578-0.00037057i,0.0003452-0.00042182i,-0.00020293-0.0001769i,-0.00038878-2.5108e-05i,0.00016472+0.00021801i,0.0010271+0.00075591i,0.00095856+0.00080771i
-0.00097371-0.00011673i,-0.0010952+0.0004231i,-0.0004442+0.0011217i,0.000788+0.0018207i,0.0013712+0.00088983i,0.0012656-0.00040892i,0.0012488-0.001103i,0.00065961-0.00085292i,0.00014407-0.00075851i,0.00024968-0.00018857i,0.00010344+0.001412i,-0.00066518+0.0017641i,-0.00085876+0.00040391i,-0.00040799-5.7107e-05i,-0.00034765+0.00010801i,-0.00018115+0.00022141i,-2.2676e-05-0.00034567i,-0.00011562-0.0011024i,0.00059072-0.00034392i,0.0013819+0.00054108i,0.00091629+0.0011152i,2.5202e-05+0.00064515i,0.00043226+0.00061434i
0.0014978+0.00050507i,0.0011023-0.00052014i,0.0012986-0.0016667i,0.001918-0.0021001i,0.0019264-0.0022924i,0.00083271-0.0024036i,-0.00028248-0.0018742i,-0.0008772-0.0016231i,-0.00071012-0.0011232i,-0.00036675-0.0007686i,-0.00024205-0.0012284i,0.00041409-0.00084384i,0.0014348-0.00070614i,0.0014489-0.00047408i,0.0010329+0.00023924i,0.00087693+0.0001098i,0.00050546+0.00066452i,-0.00024458+0.00052118i,-0.0011345-0.00042669i,-0.00082588+0.00020428i,-0.00030792+0.00081216i,-0.00043375+0.00022524i,1.2269e-05-0.00040742i
