-0.0012301-0.00029107i,-0.0017755-0.00036694i,-0.0031936-0.00012842i,-0.0036953-0.00094235i,-0.0043719-0.00045333i,-0.0038176+0.0021677i,-0.0017393+0.002674i,0.00024442+0.0011806i,0.0010655+0.00031209i,0.0011328+0.00090876i,0.00094521+0.00077516i,0.00031095-5.573e-05i,-0.00043592+0.00058846i,-0.00042992+0.00075653i,0.00018995-0.0006393i,0.00017675-0.00091628i,-0.0003106-2.214e-05i,-0.00036251-4.0783e-05i,-0.00027465-0.00020425i,-0.0002356+0.0002161i,0.00054664+3.46e-05i,0.00090086-0.00019737i,0.00029812-0.00049408i
-0.00029987-0.0021769i,0.00034258-0.0012333i,0.00015498-0.0017981i,-0.00029008-0.0022734i,-0.00077562-0.0012307i,-0.0005356-0.00043879i,0.00022597-0.00040447i,0.00059396-0.00053372i,0.00031046-0.00063009i,-0.00051652-0.00052808i,-0.00092608-0.00017532i,-0.00075382+0.00097664i,-0.00069663+0.0010402i,-0.00095319-9.0656e-06i,-0.00085437-0.00026747i,-0.00057982-0.00032443i,-0.00047822-0.00031561i,-0.00066844-0.00030803i,-0.00044444-3.3897e-05i,0.00051366+0.00043411i,0.00091062-0.00038231i,0.00077605-0.00080319i,1.6533e-05-0.00041102i
-0.0021386+0.0011585i,-0.0020964+0.0011542i,-0.0011481+0.0013501i,-0.00019814+0.0012482i,5.874e-05+0.00041706i,0.00030243+0.00075056i,0.0001856+0.0014323i,0.00056857+0.00093607i,0.0015333+0.00087052i,0.0011733+0.00073922i,3.0959e-05+0.00023076i,-0.0002559-0.00050312i,-1.0803e-05-0.00085864i,-8.511e-05-0.00081255i,-0.00012958-0.00023932i,0.00037274+0.0005149i,0.00015079+0.00068794i,-0.00047318+0.00038644i,-0.00037539+0.00012741i,-0.00045871+0.00041535i,-0.0007264+0.00049703i,-5.8225e-05+0.00013857i,0.00059725+0.00033959i
0.00027688+0.0006402i,0.00044437+6.7107e-05i,0.00052241-6.158e-05i,0.00011351-0.00092662i,-0.00044652-0.0015392i,-0.00031639-0.00069883i,0.00054817+0.00023999i,0.0011087+0.00022924i,0.0009894+8.4901e-05i,0.00032624+0.00067424i,-6.4965e-05+0.00077048i,-3.6029e-06+0.0011366i,0.00011287+0.0011996i,0.00014403+0.00088085i,-0.00010469+0.00061868i,4.1557e-05+5.1784e-05i,-0.0003-7.7582e-05i,-0.00064177-0.00045662i,-0.00027744-7.9646e-05i,-3.4593e-05+0.0003509i,-8.7452e-05-0.00031941i,4.6534e-05-0.0010247i,0.0003639-0.0010536i
-0.00077737+0.00094768i,-0.00054522+0.00087031i,0.00054388+0.00042458i,0.00072857-0.00026191i,-0.00015589-0.00034814i,-0.00068329-0.00015318i,-0.00035454+0.00094722i,-7.9263e-05+0.0015402i,-5.7451e-05+0.001398i,0.00027036+0.0010748i,0.00041006+0.00056849i,6.6454e-05+0.00017344i,0.00015005-6.0153e-05i,0.00030993+0.00017658i,0.00015143-0.00012796i,0.00054653-0.00042824i,0.00025832+0.00019592i,0.00018722+0.00083903i,0.00077018+0.00072052i,0.00084896+0.00018992i,0.00073698-0.00031811i,0.0005735-0.00065572i,0.00034056+0.00026093i
4.1941e-05+0.00055496i,-5.8099e-05+0.0010733i,4.8289e-06+0.00087317i,-0.0001369+0.00011312i,-0.00061602-0.00013851i,-0.00097201+9.6891e-05i,-0.00037428+6.4416e-06i,0.00019759-0.00057175i,0.00019847-0.00048184i,1.5002e-05-0.001027i,0.00030594-0.00092381i,0.0003743-0.00054477i,-0.00010984-0.00086242i,4.7613e-05-0.00064934i,-0.00022697-0.00059893i,-0.00057856-0.0006451i,-0.00035501-0.0006693i,-0.00015861-0.00020891i,7.6754e-05+0.00046974i,0.00012771+0.00059531i,0.00030252+0.00024898i,0.00059843+2.5589e-05i,-8.9369e-06-0.0002888i
5.2986e-05-0.00027385i,0.00096584-0.00094098i,0.0014096-0.00061406i,1.4723e-07-0.00041751i,-0.0017762-0.0015768i,-0.0019047-0.0017515i,-0.00087504-0.0008061i,-0.00027746-0.0007711i,-0.0004488-0.00045422i,-0.00018892+6.7449e-05i,0.0001057+0.00048073i,4.2437e-05+0.00082654i,-0.00030463+0.00092167i,-0.00066317+0.0003896i,-0.00045797-0.00021008i,-0.00012031+5.0256e-05i,-0.00015908-0.00024035i,-0.0003366-7.8827e-05i,-3.9738e-05+0.00026862i,0.00029838+0.0005746i,-0.00035453+0.00090807i,-0.00098643+0.00080822i,-0.00079274+0.00074362i
-0.00072135-0.00025581i,-0.000789+0.00020317i,-0.00051383+0.00070785i,-0.00028415+0.00020018i,7.7209e-05-0.00012693i,0.00032144+0.00064236i,4.0515e-05+0.00059205i,-0.00034664+7.1262e-05i,-0.00025592+0.00025167i,-0.00029551+0.00028068i,-0.00063818-0.0001878i,-0.00020051-0.00030444i,-0.00018699-0.00039952i,-6.998e-05-0.00073649i,0.00041735-0.00039326i,0.00037537+0.00027749i,6.9523e-05+0.00083667i,-0.00043642+0.000643i,-0.00043788+0.00032267i,-0.00036948+0.00074905i,-0.00083667+0.00076788i,-0.00032361+0.00083i,0.00058694-0.00028285i
0.00019553+0.00088493i,-0.00033783+0.00095171i,-0.00026634-0.0003355i,-3.5201e-05-0.0011245i,-0.00028767-0.00028974i,-3.1712e-05+0.00046058i,0.00031249+0.00095139i,0.00038287+0.00046351i,-8.4578e-05+0.00013184i,-0.00075109+0.00038801i,-0.00071445+8.0039e-05i,-0.0012076-0.00030807i,-0.0010513-0.00024976i,-0.00015542+0.00061622i,2.214e-05+0.00052601i,-2.3114e-06-0.00024362i,-0.00027797-0.00019179i,9.3336e-05+0.00063613i,0.00084692+0.00057395i,0.00076408+0.00054715i,0.00034+0.00087784i,0.0001087+0.0009455i,-0.00024102+0.00070991i
-0.0017669+0.00038529i,-0.0024615+0.00087706i,-0.0014251-5.1603e-05i,-0.00019227-0.00028697i,-0.00066631-0.0003014i,-0.00077718-0.00048075i,0.00011059-9.1083e-05i,-0.00017097+0.00021542i,-0.00056448+0.00078195i,-0.00061171+0.001147i,-0.00015044+0.0010939i,0.00033425+0.0010289i,2.3364e-05+0.00095394i,-0.00044637+0.0010222i,-0.00078053+0.00033935i,-0.0010863-0.0005865i,-0.00083734-0.00037612i,-8.747e-05-0.0002946i,-0.00028189+0.00024653i,-0.00059747+0.00061409i,-0.0002849+0.00031895i,-2.3396e-05+0.0006927i,0.00035331+0.001156i
0.00096978+0.00031288i,0.0011266+0.00034592i,0.00052336+0.00038695i,-0.00069338-0.0010474i,-0.0013948-0.0011454i,-0.00089216-0.00012934i,-0.00044831+3.6299e-05i,-0.00024647-0.00042316i,0.00058356-0.00081114i,0.0014253-0.00068491i,0.0010181-0.00079476i,-0.00016227-0.00036049i,-0.00036972+1.604e-05i,0.00013475+0.0003792i,0.00054708+0.00047526i,0.00020487-8.8082e-05i,-0.00045695-0.00070737i,-0.00076728-0.00071555i,-0.00018562+0.00025784i,0.00013005+0.00084084i,6.1782e-05+0.00034486i,0.00042286-0.00059442i,0.00059237-0.0011067i
-0.00087445+0.0032321i,0.00011558+0.0028553i,0.00065908+0.002854i,-1.2432e-05+0.0019281i,-0.00013188+0.00023267i,0.00078759-0.00045372i,0.00049039-0.00067955i,-0.00050348-0.00060579i,-0.00071125+0.00037733i,-7.6918e-05+0.00090029i,0.0007534+0.00028343i,0.00074904-1.3802e-05i,0.00042407+7.7386e-05i,0.00035548-2.3524e-06i,0.00067184-0.00043519i,0.00084458+6.7201e-05i,0.00055055+0.00019589i,0.00072345-3.8923e-05i,0.00062063+0.00046734i,-0.00012414+0.00035107i,-0.00028924-0.00035203i,0.00022632-0.00085682i,0.00080836-0.00089629i
0.00013047+0.00059523i,0.0005497+0.00023201i,0.0004392+0.00022385i,0.00031093-0.00044743i,-0.00074708-0.0015344i,-0.0011489-0.0012404i,-1.8098e-05-0.00051476i,0.00046918-0.00050785i,0.0001424+1.4296e-05i,7.1789e-05+8.962e-05i,0.00010096+3.8334e-05i,-5.1498e-05+0.0006037i,-0.00058854+0.00056074i,-0.0012138+0.00012909i,-0.0008944-0.0002782i,-0.00043088-0.00088905i,-0.00043008-0.00057722i,-0.00096054-0.00032901i,-0.0011567-0.00064661i,-0.00099136-0.0010167i,-0.0004103-0.00048823i,0.00055443+0.00018616i,0.0013521-2.0006e-05i
-0.00083909-0.0011859i,-0.00052418-0.0019662i,-0.0010165-0.0023405i,-0.0012083-0.0023455i,-0.00065463-0.0018292i,-0.00069394-0.00065285i,-6.7289e-05+0.00074203i,0.0001011+0.0012692i,-0.0013527+0.00029768i,-0.0016292-0.00020853i,-0.00036765+0.00015848i,-5.9964e-05-0.00011006i,-0.00028323-0.0003269i,2.6705e-05-0.00032838i,6.7251e-05-0.00034679i,-0.00073111+0.00037876i,-0.0013679+0.00017897i,-0.0014153-0.00056564i,-0.001024-0.00034252i,-0.0007097+1.1688e-05i,0.00021744+8.4869e-05i,0.00024203+0.00056419i,-0.00067482-0.00018949i
-0.0017518+0.0023995i,-0.0026468+0.0022111i,-0.0023193+0.0027837i,-0.00167+0.0021398i,-0.0010993+0.001254i,-0.00026203+0.00018599i,0.00030023-0.00052176i,0.0004246-0.00087521i,5.3882e-05-0.0011615i,5.3094e-05-0.00095004i,-0.00011877-0.00082763i,-0.00052619+4.8999e-05i,-0.00026036+0.00036837i,0.00014872+0.00016753i,5.4791e-06-5.7425e-06i,-2.2886e-05+5.3065e-05i,0.00057672-0.0001731i,0.00043138-0.00074183i,0.0001931-0.000275i,0.00062269+0.00040901i,0.00051415+0.00032108i,0.00032222+0.00024809i,0.00057174-6.0281e-05i
0.0001902+0.001716i,0.0013801+0.00059334i,0.00097402-0.00092884i,6.9492e-05-0.00081669i,-0.00036073-0.00037148i,9.5945e-05-0.00069992i,-7.9859e-05-0.00072811i,-0.00027617-0.00092697i,1.9867e-05-0.00024197i,0.00028594+0.00021422i,0.00012772+0.00026986i,-0.00038135+0.00071039i,0.00023453+0.00069994i,0.0011163+0.00017512i,0.001263+0.00020595i,0.0012265+0.00028735i,-0.00020972-0.00010071i,-0.00065553+1.7981e-05i,1.2351e-05+0.00010091i,0.00022101-0.00025548i,1.7233e-05-0.00021428i,0.00018173-0.00043865i,0.00057413-0.0001626i
-0.00097343-0.00032639i,-0.00087379-0.00043145i,-0.0012757+7.4485e-05i,-0.0020301+0.00085031i,-0.002147+0.00068899i,-0.0013636-5.8034e-05i,7.2958e-05-0.00029098i,0.00040813-0.00053348i,-0.00068881-0.00056316i,-0.00076512-0.00057573i,0.00077922-0.00086667i,0.00097368-0.00082301i,0.00010125-0.00042242i,0.00048588+0.00011034i,0.0011199+3.4559e-06i,0.00041196+0.00032297i,-0.00067907+5.7702e-05i,-0.0019878-0.0005573i,-0.0010859-0.00013739i,-0.00038215+3.4052e-05i,-0.00038129-0.00029205i,0.00052646-0.00046064i,0.00039547-0.0004532i
-0.0018597+0.0017058i,-0.0013564+0.0017742i,-0.0020897+0.0024594i,-0.00175+0.0031074i,-0.0012738+0.0029097i,-0.0012307+0.0017686i,-0.00079591+0.00083565i,0.00021427+0.00073398i,6.5189e-05+0.0012394i,-0.00047972+0.00079011i,-2.2328e-05+0.00037617i,0.00077133-0.00022956i,0.00048989-0.00011545i,5.8512e-05+0.00010382i,-2.0431e-05-0.000507i,-0.00066254-0.00056445i,-0.0013108+0.00011456i,-0.00095484+6.3904e-05i,8.803e-05-0.00036878i,2.7373e-05-6.2481e-05i,-0.00073735+0.00053773i,-0.00048305+0.0011095i,2.9915e-05+0.00080074i
-0.00089116+0.00026851i,-0.00091687+0.00026739i,-0.0017175+0.00091667i,-0.0017373-0.0002984i,-0.0010598-0.0014064i,-0.0015608-0.00093327i,-0.0016346-0.00068274i,-0.00057435-0.00025868i,-0.00045245+0.00011765i,-0.00032546+0.00012333i,-0.00016112+2.3557e-05i,-0.00066638-0.00045998i,-0.00017867+0.00047417i,0.00075298+0.00090791i,0.00045345+0.00070516i,2.3286e-05+0.00045232i,2.6161e-05+0.00021458i,2.5455e-05+0.00025014i,-0.00021618+0.00012589i,-0.00068348+3.4218e-05i,-0.00041454-9.1646e-05i,-0.00082811-0.00041871i,-0.00066346+0.000137i
0.0021301+0.00027705i,0.0022393-0.0001387i,0.0013457+0.00052109i,8.0961e-05+0.00075041i,-0.00098828+0.00039566i,-0.0012623+0.00051945i,-0.00031656+0.00067413i,3.0155e-05+0.00045692i,-0.00019345-3.8924e-05i,7.738e-05-0.00053502i,-0.00014855-0.00023433i,-0.00085455+0.00018912i,-0.0011284+0.00033124i,-0.00056343+0.00014219i,-3.4575e-05-0.00044133i,8.7854e-05-0.00035362i,-0.00013845+0.00032279i,-0.00060657+0.00065184i,-3.0365e-05+0.00073616i,0.00058789+0.00052853i,0.00056383+0.00041966i,0.00040176+9.5358e-05i,0.00028607-0.00065153i
0.0012973+0.00023698i,0.0017343-5.9362e-05i,0.0017947+0.00010622i,0.00040515-0.00056955i,-0.00089198-0.0013802i,-0.0007555-0.00095828i,0.0002147-0.00025032i,0.0002865-0.00057682i,0.00029932-0.00077893i,0.00065567-0.00033473i,0.00038133-0.00028591i,-0.00028918-0.00029663i,-0.00064631-9.635e-05i,0.00027403-0.00045632i,-0.00031575-0.00022128i,-0.00062826-0.00010685i,2.855e-05+0.00021555i,0.00065595+0.0010008i,0.0011149+0.0010026i,0.00037294+0.00069223i,7.9693e-05+0.0010822i,0.00020874+0.0011354i,0.00024799+0.00037867i
0.0012208+0.00079923i,0.0010942+0.0010717i,0.00062056+0.00014729i,-0.00043262-0.00096524i,-0.00081474-0.0015777i,-0.00067633-0.00081458i,-0.00077055+0.00037946i,-0.00080633+0.00041852i,-0.00039278+7.101e-05i,0.0004502-0.00035746i,0.00050941-0.00022338i,0.0001681+0.00029684i,1.542e-05+0.00084534i,-0.00042646+0.00080622i,-0.00044791+0.00065325i,-0.00022788+0.00070181i,0.00030331+0.00045404i,0.00081864+0.00048236i,3.5802e-05-5.9163e-06i,-0.00078104-0.0005084i,-0.0001022-0.00010213i,0.0002791+0.00016699i,0.00014815-0.00014307i
-0.00041306-8.6618e-05i,0.00078398-0.00063235i,0.0012128+9.1722e-05i,0.00052359+0.00067801i,-0.001401+0.00031295i,-0.0021307+0.00052211i,-0.0017914+0.0010643i,-0.00082715+0.0010443i,0.00012475+0.0011597i,0.00056723+0.00098525i,0.0002407+0.00070072i,-0.00053393+0.00057855i,-0.00025069+0.00033925i,2.5862e-05-0.00022202i,0.00040191-0.00029438i,0.00069649-0.00050164i,-8.6962e-05-0.00036217i,5.3619e-05-0.00017735i,0.00080659+0.00045206i,0.00016187+0.0014059i,-0.00039891+0.00037405i,0.00056037-0.00079404i,0.00076522-0.00062135i
-0.0011659-0.0015099i,0.00043914-0.0012775i,-0.00083919-0.00062659i,-0.002053-0.0010645i,-0.0021093-0.0012876i,-0.0012736-0.00048629i,-0.00015025+0.00027704i,-2.0765e-05+0.00075124i,-0.00079645+0.00095625i,-0.00062287+0.00062698i,-0.0004127+0.00088993i,-0.00042293+0.0012355i,-0.00019041+0.00038542i,-0.00033769-0.0002308i,-4.16e-06-0.00024259i,0.00021135-0.0001909i,0.00035589-0.00021351i,0.00068647-0.00028235i,0.0013522+0.00010199i,0.0015417+0.00029284i,0.0010872+3.5763e-05i,0.001395-0.00021118i,0.00073019-0.00014503i
-0.00030029+0.00016728i,0.00014624+0.00026212i,0.0009807+0.00082331i,0.0015629+0.00035405i,0.00040189-0.00038726i,-0.00049655-0.00049751i,0.0010382-0.00024514i,0.0014476-0.00010762i,0.00046845-0.00040457i,-0.0004133-0.00041035i,-0.00070158-0.00065403i,-0.00049536-0.00074083i,0.00019771-0.00018647i,0.0006426-0.00019886i,0.00034052-5.4825e-05i,-0.0001691+3.6852e-06i,6.6042e-06-0.00025956i,6.4776e-05-0.00020564i,-0.00027706+0.00030795i,-0.00079613+0.00076757i,-0.00086107+0.0011578i,-0.00055435+0.00097027i,0.00021811+0.00033417i
-0.00059799+0.0005717i,-0.0021907+0.00086445i,-0.0020177-5.1197e-06i,-0.001699-0.00016079i,-0.0014463-0.0003055i,-0.00068534-0.00043955i,-0.00010845-2.5381e-05i,8.8589e-05+3.8106e-05i,0.0004755+0.00056187i,0.00049745+0.00082371i,4.3831e-05-0.00063365i,0.00047909-0.0010163i,0.00015922-0.00015733i,-0.00084332+3.969e-05i,-0.00076418+4.8949e-05i,-0.00080716+0.00016042i,-0.00072273-0.00018145i,-0.00040778-5.7524e-05i,-0.00029937+9.2793e-06i,3.3063e-05-0.00044691i,-0.00013836-0.00019708i,-0.0003112-0.0001399i,-0.00015171-0.00053403i
0.00076663+0.0014252i,0.00069169+0.0014574i,0.0012917+0.00075486i,0.0015522-0.0004554i,0.00071816-0.00063572i,-0.00049634-0.00028004i,-0.00066476-0.00040979i,-0.00023841+3.8844e-05i,0.00043701+0.00066198i,-1.3054e-05+0.00058769i,-0.00078354+0.00012807i,-0.00060782-0.00081247i,-0.00074683-0.00080361i,-0.00064577-0.00023126i,-0.00031045+0.00014303i,-0.00029115-7.1479e-05i,-6.6008e-05-2.591e-05i,3.4037e-05+1.3294e-05i,0.00023308+1.382e-05i,0.00032899-6.423e-06i,0.00028526+0.00037125i,0.00052132+0.00074964i,0.00098472+0.00065844i
0.0013287+0.00081791i,0.00081501-0.00036962i,-0.00015169-0.001642i,-0.0012633-0.0013443i,-0.0014278-0.00055291i,-0.0011264+0.00020148i,7.0295e-05+0.00056106i,0.00021038+0.00070318i,-0.00027628+0.0002543i,-0.00043695+0.0005493i,-0.00054697+0.001232i,-0.00054674+0.00062334i,-0.000613-0.00058028i,-0.00058683-0.00046762i,-0.00057213-0.0005834i,-0.00031426-0.00093834i,-0.00030413-0.00063119i,-0.00040462-0.00059461i,-0.00058617-0.00068086i,-0.000511-0.00069895i,-3.9382e-06+7.3859e-06i,6.1382e-05+0.0003356i,-0.00018294+0.00019845i
-0.00070387-0.0010999i,-0.00047441-0.0011101i,-0.0015599-0.0016805i,-0.0021927-0.0017341i,-0.0016507-0.00075343i,-0.0012446+0.0004157i,-0.00026162+0.0010721i,0.00010716+0.00074656i,-0.0011139+0.0006089i,-0.0010692+0.00038469i,0.00031987-0.00014496i,9.6113e-05+7.1752e-05i,-0.00048032-0.00037767i,-0.00063511-0.00038949i,-0.00053295+6.8874e-05i,-0.00046022+0.00042478i,-0.00056148+0.00041158i,-0.00024644+0.0003893i,-0.00018655+0.00026615i,-0.00015127+1.5008e-05i,7.0126e-06-0.00059522i,-2.778e-05-0.0010592i,-0.00052769+0.00015956i
-0.0011141-0.0012576i,-0.0010009-0.0018015i,-0.0015708-0.0010277i,-0.0018575-0.00080427i,-0.0011598-0.00077221i,-0.00092171-0.00036411i,-0.00044115-0.00040696i,0.00026233-0.00073252i,0.00037254-0.00051991i,-0.00015145+0.00057882i,-0.00023107+0.0005919i,-0.0003585+0.00035952i,0.00046207+0.00027239i,0.0015477-0.00036683i,0.0010259-0.00069411i,0.00072326-0.00018916i,0.00096302-0.00020286i,0.00076733-0.00061445i,0.0010987-0.00043959i,0.00074752-0.00018274i,-0.00044147-0.000301i,-0.00061637-0.00060372i,0.00016911-0.00086581i
7.0246e-05-0.0017176i,4.1583e-05-0.0012623i,-0.00088918-0.0009427i,-0.0010248-0.0013359i,-0.0011791-0.00064996i,-0.0014339+0.0005665i,-0.00043525+0.00023328i,0.00068084-0.0007168i,-0.00034419-0.0013962i,-0.00072894-0.0012984i,-0.00058177-0.00073062i,-0.00069373-0.00053335i,-0.00071653+4.5739e-05i,-0.0009192+0.00055931i,-0.00069221+0.0004333i,-0.00096342-0.0001889i,-0.0014077-0.00061178i,-0.00064616-0.00083774i,0.00048688-0.00046432i,0.00082171-7.4106e-05i,0.00081424-0.0002871i,0.00018923+0.00026527i,-0.00091366+0.00083191i
-0.00082517-0.00011962i,-0.0012902+0.00010807i,-0.00082608-0.00043531i,-0.00084999-0.0012736i,-0.001614-0.0010871i,-0.0018375+3.9581e-05i,-0.0009972+0.00070874i,-0.00029907+0.00011628i,0.0002363-0.00050423i,0.00019486-8.5705e-05i,-0.00016453+5.7289e-05i,-0.00020574-0.00021299i,-2.7577e-05-0.0006362i,1.3039e-05-0.00035646i,0.00053396+0.00044951i,0.0003619+0.00077204i,-0.00091745+0.00053822i,-0.0012202+0.00054801i,-0.0011441+0.00054679i,-0.00079073+0.00025721i,7.8027e-05+0.00027039i,0.0004024+0.00016987i,-7.1343e-05+0.0002067i
0.0025828+0.00013398i,0.0026097-0.00079607i,0.0030447-0.0018199i,0.0012795-0.0025566i,-0.00029356-0.0026124i,-0.00042138-0.0013314i,-0.00035454-2.5515e-06i,0.00035977+0.00027863i,0.00040999-0.00041688i,0.00037474-0.0010545i,0.00066234-0.00051736i,0.00041191+0.00034424i,0.00015243+0.0007922i,5.0475e-05+0.00058972i,-1.3032e-05+0.00036585i,-0.00029387-0.00025601i,-0.00044295-0.00089943i,-0.00028561-1.528e-05i,-0.00053215+0.0011968i,-0.00034776+0.0006676i,0.00046899-0.00037368i,0.00044723-0.0010174i,-0.00033064-0.0008402i
0.0016006-0.001185i,0.0011187-0.0014075i,-0.00018725-0.0015602i,-0.00071914-0.0020486i,-0.0017323-0.0015367i,-0.0019761-9.2625e-05i,-0.0011514+0.00086389i,-0.00057327+0.00059658i,-0.00043456-0.0001448i,-0.00088211+1.6898e-05i,-0.00055642+0.00038973i,-0.00062452+0.00040277i,-0.00033693-0.00035146i,-0.00010021-0.00031661i,-0.0006934-0.00034101i,-0.00062485-0.00034587i,8.9216e-05+0.00025108i,-7.4556e-05+0.00015965i,-0.0008486-0.00023699i,-0.00085944-0.00033224i,-0.00054034-0.00038336i,-0.00071767-0.00015434i,-0.0011254+0.00015451i
-0.00058904+0.00063827i,1.3877e-05+0.00077881i,0.00027194-0.0010228i,-0.00055071-0.0011288i,-0.0014795-0.00014737i,-0.0017517+0.00061872i,-0.00077357+0.0010112i,0.00048653-0.00027788i,0.00073108-0.0010043i,0.00027245-0.00052699i,0.00043655+0.00023772i,0.00023062+0.00081786i,-0.00012023+0.00072447i,-0.00049559+0.00047594i,-0.0008112-0.00044449i,-0.0015531-0.0011963i,-0.00095826-0.00071398i,0.00013922-0.00023072i,-0.0003313+8.1118e-05i,-0.00041035+0.00019327i,0.00055651+0.00024037i,0.0006827+0.00056122i,2.8936e-05-0.0001084i
0.0018627-0.002619i,0.0020299-0.0020564i,0.0017419-0.0018165i,0.00041225-0.0024587i,-0.0019824-0.002066i,-0.0026511-0.001363i,-0.00050759-0.001321i,0.0007331-0.0012515i,0.00074592-0.00058796i,-0.00025984-0.0004711i,-0.0009893-0.00055212i,-0.00090341-0.00041816i,-0.0004836-0.00028074i,-0.00082504-6.3284e-05i,-0.0013942+5.5964e-05i,-0.00090872+0.00043177i,-0.0009887+0.00078222i,-0.00092866+0.0010804i,-0.00010132+0.0012051i,0.00024281+7.0406e-05i,0.00017988-0.00087309i,-1.1007e-05-0.00091594i,-0.00019716-0.00010092i
0.00034172+0.002097i,-0.0003909+0.0024054i,-0.00012528+0.001212i,0.00033182-6.7507e-05i,-0.00020907-0.00041701i,-0.000976+0.00042863i,-0.00064972+0.00070073i,-0.00037371-0.00010095i,-0.00053961-0.00061322i,-0.0005629-0.00024805i,0.00011971+0.00015195i,0.00080039+0.00015989i,0.00056729+0.00018632i,-0.00025063+0.000217i,-0.0005441-0.00011906i,-0.00013033-0.00067602i,0.00049057-0.00034274i,0.00018709+0.0011983i,-3.0831e-05+0.0010614i,0.00090455-0.00054563i,0.0011257-0.0013058i,0.00044627-0.00039818i,-5.0897e-05-0.00022271i
-0.0016044+0.0025886i,-0.00082502+0.0016026i,-0.00017699+0.00094486i,0.00061092+0.00010745i,0.00023739-0.00021906i,-0.00099925-0.0006658i,-9.9687e-05-0.0011358i,0.00078594-0.00061129i,-8.7932e-05+1.7639e-05i,-0.00084589+6.8921e-05i,-0.00082427+0.00030076i,0.00031421+0.00080315i,0.00084665+0.00015473i,-0.00023736-5.8323e-06i,-0.00072464+0.00058241i,-0.00046154+0.00021362i,-0.00081858-0.00025431i,-0.00087789+1.8738e-05i,-0.00019218+0.00017672i,0.00032926-0.00046026i,0.0001673-0.00051746i,-0.00017826-3.7872e-05i,-0.00032854-0.00011291i
0.00022687-0.0009339i,0.0011456-0.00014843i,0.0011403-0.0002323i,5.6319e-05-0.0010057i,-0.0014112-0.0011655i,-0.0019291-0.0010086i,-0.00045607-0.00059893i,0.0011914-0.00022942i,0.00082468-9.5396e-05i,-2.0707e-05-0.00065556i,0.0003578-4.2133e-05i,0.0011117+0.00039467i,0.00068359+0.00061086i,-0.00048191+0.00057179i,-0.00079192-0.00038787i,-0.00030102-0.00024047i,-0.00079066+0.00036286i,-0.0014209+0.00030722i,-0.00067617+8.6457e-05i,9.3706e-05+9.4586e-06i,5.7167e-05+0.00013491i,-0.00060433+0.0005342i,-0.0010942+0.00013261i
-0.0002345-0.00091636i,0.0005584-0.0013515i,0.00011114-0.0011626i,-0.00069483-0.0016708i,-0.0017546-0.0019828i,-0.0016365-0.0012753i,-3.3789e-05-3.7379e-05i,0.00020793+0.00054371i,-0.0002993+0.00026639i,-0.0013055+0.00030759i,-0.0011899-6.1226e-05i,-0.0006316-0.0002965i,-0.00045954-0.00016585i,-0.00018486-0.00017705i,6.1562e-05-0.0005896i,-0.00030558-0.00072025i,-0.00088572+2.446e-05i,5.929e-05+0.00020994i,0.0010511+0.00013981i,0.00052976+0.00049448i,0.00018485+0.00079756i,-0.00034077+0.00049736i,-0.00059491-4.8054e-05i
0.0010156+0.0013812i,0.002023+0.0010109i,0.0017291+0.00092236i,0.0011003+0.00040953i,0.0010142+6.9787e-05i,-0.00015717+0.00037805i,-0.00049251+0.00027614i,4.2058e-05-7.3316e-05i,0.00017041-0.00018626i,0.00028765-0.00013386i,0.00098983+0.00044181i,0.00066488+0.00057449i,5.3084e-05+0.00018899i,0.00047152-0.00035278i,0.00042791-0.00085285i,1.5447e-05-0.00059018i,8.0179e-05+0.00043098i,0.00017977+0.00064062i,-0.00027735+0.00052328i,0.0001896+0.00099975i,0.00072922+0.001265i,-7.8697e-05+0.00053509i,-0.00022984+1.9139e-05i
0.00060966-0.0002042i,0.00095998-0.00048256i,0.00079015-0.0018284i,4.8161e-05-0.0023808i,-0.00092915-0.0017578i,-0.0010268-0.00070071i,-4.6774e-05-5.6099e-05i,0.00031597-0.00039567i,7.4828e-05-0.00053704i,-0.00010732-0.00029109i,-0.00081609-0.00027599i,-0.00073867+0.00028672i,7.809e-05+0.00052536i,9.1643e-05+0.0008208i,-0.00020353+0.00066378i,-0.00021569-0.00027466i,-0.0010239-0.00094164i,-0.00066974-0.00090314i,0.00073175-0.00020587i,0.00060315+0.00035804i,-4.2392e-05+0.0007652i,0.00020741+0.00048794i,0.00020741-0.00071134i
-0.00083538-1.5238e-05i,-0.00036551-0.00060801i,-0.0006983-0.00094527i,-0.0016696-0.0007945i,-0.002182-0.00096298i,-0.0015818+7.2712e-05i,-0.00085832+0.00056796i,-0.00068445+0.00046685i,-0.00070509+0.0003315i,-0.00044794-0.00020791i,6.801e-05-2.6913e-05i,-2.086e-07+0.0011482i,3.711e-05+0.00092834i,0.00032813+0.0003905i,-0.00023898+0.00040145i,-0.0002749+0.00054164i,-0.00020564+0.0010895i,-0.00065694+0.00065009i,-0.0001723+0.00062466i,0.0009797+0.001146i,0.00089446+0.0011637i,7.3543e-05+0.00058858i,-0.00021022-0.000162i
