0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
0.00011705+0.002164i,-0.00039977+0.0023707i,-0.00060608+0.0010556i,9.1564e-05-0.00020425i,0.00020758-0.00053868i,-0.00022212+0.00057738i,-0.0003197+0.0012769i,0.00011854+0.00043595i,0.00043482+0.00018394i,0.0005399+0.00049996i,0.00074345+0.00035355i,0.00089458-0.0001671i,0.0011225-0.0006386i,0.00065815-0.0010232i,-5.6876e-05-0.0010676i,-6.1426e-05-0.00067023i,-7.2734e-05-5.676e-05i,-0.00055798+2.7241e-05i,-0.00033242-0.00040172i,7.42e-06-3.6791e-05i,1.9523e-05+0.00044327i,0.0001608+0.00041043i,0.00015478+0.00011376i
0.00078135-0.00013163i,4.444e-05-0.00065603i,0.00097821-0.0014112i,0.001565-0.0021118i,0.00071278-0.0020653i,0.00017038-0.0010992i,0.000533+2.6854e-05i,0.00099784+0.00028858i,0.00047507-0.00068363i,0.00025038-0.0013026i,0.00057418-0.00069938i,0.0001053-0.00035793i,-0.00016354-0.00018824i,-8.2677e-05+0.00033707i,-5.9766e-05+0.00045559i,0.00029021+0.00023964i,0.00028048-0.00028774i,-0.00017714-0.00040739i,0.00014034+8.5548e-05i,0.0003887+0.0010185i,0.00047732+0.0015234i,0.0004564+0.00045543i,0.0011267-0.00091446i
-0.0013681+0.00050628i,-0.00047238+0.00079927i,0.00017825+0.0013146i,0.00047287+0.00024371i,0.0017719-0.000831i,0.0018026-0.00052296i,0.00042597+0.00032642i,-0.00017284+0.00050379i,0.00076364+0.0010465i,0.0021448+0.0011225i,0.0018053-0.00023106i,0.00016436-0.001027i,-6.8945e-05-0.0011438i,-0.00012844-0.0008388i,-0.00027574-0.00022139i,-0.00048082+0.00034792i,-0.00082357+0.00035519i,-0.0002915-0.00019203i,0.00033597-0.00020014i,0.0001085+0.00021005i,0.00019013+0.00037195i,0.00040788+0.00021109i,0.00050825+0.00019563i
-0.00015019-0.00086662i,0.00012231-0.00021859i,0.00040743-0.001104i,-0.00073621-0.000873i,-0.0015096-0.00017041i,-0.00046016+5.5134e-05i,1.7544e-05+0.00024741i,0.0003121-0.00041398i,0.0014148-0.00057859i,0.0015383-4.0169e-05i,0.00020778+9.4161e-05i,-0.00029032+0.00021894i,0.0002225-0.00034192i,0.00048837-0.00076083i,0.00018362-0.00067398i,0.0010135-0.00060759i,0.0013091+2.8943e-05i,0.0001689+0.00069336i,0.0001768+0.00071485i,0.0003866+0.00071734i,-0.00013026+0.00095613i,-0.00046769-0.00027088i,-0.00034036-0.00086903i
0.0015262-0.0010431i,0.00051331-0.0012875i,-0.00062803-0.0024837i,-0.00108-0.0020838i,-0.0015902-0.0015525i,-0.00066849-0.00092483i,0.00061222+0.00033415i,0.00062128+0.0008776i,0.00089644-0.00077236i,0.0007649-0.0018801i,0.00029774-0.00092791i,0.00029483-0.00060457i,0.00016333-0.00055451i,0.00014045-0.0005032i,0.00056392-0.00017876i,0.00067498+0.00029477i,-0.00028749+0.00075348i,-0.0007793+0.00057384i,-0.00030852+0.00065434i,-0.00028292+0.00054906i,-0.00038634+0.00049032i,-0.00025755+0.0001608i,0.00018372-0.00025825i
0.00015672+0.00041599i,0.00043234+0.0006183i,0.00084761+0.00079984i,0.00084358+0.00041944i,0.0011267+0.00020246i,0.0014762-0.00021916i,0.0011451-0.0010012i,0.00046848-6.5926e-05i,0.00048745+0.00076442i,0.0013969+0.00031264i,0.0016472-0.00030743i,0.0012684-0.00097147i,0.00019778-0.0010661i,-0.0017618-0.00016114i,-0.00086116-0.0002012i,0.00032674+9.4913e-05i,-0.00023474+0.00020385i,-0.00048222+0.00024441i,-0.00058775+0.00014943i,-0.001061-0.00034088i,-0.00080887-0.00042647i,0.00012114-0.00027925i,-0.00019793+2.9485e-05i
-0.00039508-0.0013026i,-0.0013024-0.00033752i,-0.001304+0.0018058i,-0.00091859+0.0024306i,-0.00088066+0.00098884i,-0.00076615+0.00055448i,-0.00028891+0.00054284i,0.00049302-0.00083113i,0.00016409-0.0011723i,-0.00021647-0.00037369i,0.00013282-0.00075432i,0.00053794-0.0011804i,0.0001712+0.00038093i,-0.00011574+0.00059556i,-0.00024208-0.00094741i,-0.00029628-0.0008793i,0.00030456-1.6008e-05i,6.9968e-06+0.00015711i,0.00028505-2.74e-05i,0.00068712-0.00029299i,0.00019269-0.00079877i,6.6112e-06-0.00088801i,0.00012522-0.000388i
0.00044923-0.0017536i,0.00066558-0.0018958i,0.00067497-0.0013313i,-0.00013751-0.0010038i,-0.00010077-0.0011427i,0.00089221-0.00022705i,0.00069662+0.00041275i,0.00047111+0.00012671i,0.0011928+0.00081154i,0.0011962+0.0011484i,0.00082287+0.00034568i,9.069e-05-0.00018366i,-0.00055773+7.6187e-05i,-0.00051283-3.6626e-06i,0.00018021-0.00019838i,0.00080616-0.00038696i,0.00035028-0.00036058i,-5.3707e-05-7.0558e-05i,0.00051559+0.00012146i,0.00076242+0.00025223i,0.00014131-0.00014993i,-0.00020813-0.00027403i,0.0008882-2.3228e-05i
0.000971+0.00072608i,0.00073371+0.00019622i,0.00021801-0.00019519i,-0.0007148-0.00099114i,-0.00080918-0.00144i,-0.0010188-0.00053004i,-0.00084282-0.00042842i,0.00060017-0.00099073i,0.00096725-0.00037571i,0.00092183+9.4183e-05i,0.0011758+0.00014147i,0.00083379-0.00013553i,0.0007316-0.00047097i,-6.6839e-05-5.8345e-05i,-0.00092839+0.00028812i,-0.00031017+0.00028404i,0.00049025-0.0004107i,0.00024996-0.0011309i,0.00043992-0.00064177i,0.00040513-0.00017618i,0.00010827-0.00042904i,0.00060311-0.00058449i,0.00052348-0.00089452i
0.00072723-1.6139e-05i,-0.00034975+0.0004582i,-0.00078989-0.00039904i,-0.00060892-0.00054152i,-0.0014688+0.000521i,-0.0016653+0.00047263i,-0.00055222+0.00017758i,7.6816e-06+0.00024239i,0.00042144-0.00040283i,0.0011283-0.00058836i,0.0012438-0.00096925i,0.00044166-0.00089877i,5.4204e-06-0.00025058i,0.00024914+0.00045509i,0.00014111+8.9348e-05i,-0.00015106-0.00084006i,0.00034373-0.00051103i,4.1496e-05+0.00071233i,-0.00081383+0.0010531i,-0.00068689+0.00044476i,-0.00078109+0.00019145i,-0.0010456+0.00012746i,-0.00025148+0.00027391i
-0.00078135-0.00054233i,-0.00094862+0.00027742i,-0.0011041+0.00065798i,-0.0012518+0.00094905i,-0.0004399+0.0014205i,0.00048123+0.0010326i,0.00078442+0.00021561i,0.00065127+0.00048888i,0.00036866+0.0006588i,0.0003144+0.00025214i,0.00029608-0.00028198i,0.00091776-0.00049531i,0.00086923-0.00066347i,0.00017263-0.00099937i,-0.00065864-0.0010967i,-0.00064705-0.0004452i,-0.00016952+0.00053341i,0.00019921+0.0010954i,0.00035426+0.0006901i,5.1699e-06+8.1322e-05i,-0.00029788+2.8185e-06i,1.9425e-05+0.00014668i,0.00027543+9.0359e-05i
0.00035452+0.00049643i,0.00092588+0.00037941i,0.0017992+0.00010064i,0.0010014-0.00060207i,0.00098117-0.0008082i,0.00097089+0.00032398i,0.00040181+0.00069349i,0.00041262+3.5476e-05i,0.00084336-0.00016487i,0.0016661-0.0002665i,0.00088991-0.0006085i,-0.00031175-0.00077337i,-0.00085351-0.00079049i,-0.00089689-0.00052887i,0.00015286-0.00043402i,0.00011319+0.00010965i,-0.00083226+0.00049661i,-0.00016313-0.00023506i,0.00037648-0.00033234i,0.00029568-5.5615e-05i,0.00054128+2.5781e-05i,0.00047282+0.00017663i,0.00022517+0.00024135i
-0.0007276-0.0009065i,-0.00032695-0.0013763i,-0.00016733-0.0011156i,0.00040785-0.0003989i,0.00012779+0.00018934i,1.4394e-05+3.809e-05i,0.00074214+5.8972e-05i,0.00081496+3.2951e-05i,0.00098421+0.00016139i,0.00074733+0.0001681i,0.00037057-0.000476i,0.00071658-0.00071802i,0.00083715-0.00021243i,-0.00010567-0.00028134i,-0.00045967-6.0192e-05i,-0.00021111+0.00044855i,-0.00028783+9.5789e-05i,-0.00096641-0.00040131i,-0.001148-0.0010339i,-0.0011348-0.00056911i,-0.00062358+0.00083871i,0.00038981+0.0007866i,0.0006968-0.00069588i
-1.9822e-05+0.00045029i,-0.00027605+0.0004025i,-0.00061554-0.00099769i,-0.00041086-0.0011567i,-0.00047004-0.00042294i,-0.00050045-0.00041589i,0.00032424+0.00030587i,0.0013525+0.00043239i,0.0012478-0.00031675i,0.00041688-0.00027317i,2.1641e-05+0.00012168i,1.0355e-05-0.0005834i,-1.6135e-05-0.0005068i,0.0002398+7.863e-05i,0.00086006+0.00017288i,0.0011282+3.1895e-05i,0.00081862-0.00095055i,0.00032655-0.0012643i,-0.00032133+0.00019665i,-0.00067411+0.0006253i,-0.00038031+0.00043955i,5.7339e-05+7.2739e-05i,0.00033888-0.00045236i
0.0028101-0.00058817i,0.0017859-0.0019381i,0.00066014-0.003142i,0.00096584-0.0035064i,0.00076778-0.0021853i,0.0002936-0.00060066i,0.00044494-0.00039826i,0.00085381-0.00053067i,0.0011556-0.00087476i,0.0013156-0.001399i,0.00091449-0.0012976i,-0.00026852-0.00085453i,-0.00085136-0.00054985i,-0.00026247-0.00082213i,0.00068406-0.00076006i,0.00077257-0.00028768i,6.0047e-05+1.7791e-05i,-0.00086727-0.00017048i,-0.0011003-0.00053456i,-0.00067418-0.00030265i,-0.00016282+0.00020613i,-0.00012847+0.0001749i,0.00028299+0.00033608i
-0.00019363+0.000507i,-0.00049405+0.0013336i,0.00085449+0.00027614i,0.0016853+0.00017528i,0.00016414+0.00078356i,-0.00026861+0.0010081i,0.00078584+0.00075558i,0.001137+0.00035053i,0.0010346-4.8279e-05i,0.0013068-0.00015886i,0.0015653-3.6862e-05i,0.00079554+0.00056356i,0.00012435+0.00038398i,2.8651e-06-0.00072768i,-0.00018846-0.00096665i,-0.00017566-5.3695e-05i,-0.00042763+0.00030989i,-0.0011932+0.0003139i,-0.0010644+0.00030419i,-0.00040695-0.00010247i,0.00011577-0.00029097i,-0.00032649-0.00014154i,-0.00054341-0.00024592i
0.00086615-0.00045687i,-0.00065514-0.0012249i,-0.001594-0.0013841i,-0.001386-0.0010687i,-0.00041201-0.0009603i,-0.00017384-0.00030853i,0.00010693+0.00071943i,0.0002411+0.00068109i,0.00035232-0.00025384i,0.00063567-0.00065653i,-6.6462e-05-0.00038053i,-0.00070824-0.00069324i,-0.00034434-0.0011792i,1.6653e-05-0.0006312i,-0.00015284+0.00018045i,-0.00014654+0.00048368i,-0.00034086-6.6855e-06i,-0.00072881-0.00029024i,0.00022869+6.8563e-05i,0.0008359-0.0003356i,0.00041858-0.00058162i,0.00012751-6.4004e-05i,-6.6481e-05-0.00010863i
0.0011879+0.00060747i,0.00077672+0.00064894i,0.00090945+0.000116i,0.0011058+3.03e-05i,0.00059584+0.00014088i,-0.00017682-0.00015642i,-0.0004256-0.00016085i,0.00026012-6.8648e-05i,0.00070748-0.00068165i,0.0010768-0.0011948i,0.0011815-0.0014351i,0.00091181-0.0011308i,0.0002664-0.00075159i,-0.00027372-0.0011067i,-0.00046513-0.0013257i,-0.00026772-0.00090912i,-0.0003383-0.00024752i,-0.00050895+0.0002145i,-0.0009093-3.2478e-05i,-0.00077554-0.00072539i,-0.00040922-0.0010041i,-0.00017523-0.00037639i,0.00016416+0.00029492i
-0.00067482-0.00021756i,-0.00045472-0.0010044i,-0.0004679-0.00062321i,0.00013121-0.00046805i,-0.0004232-0.00056149i,-0.0013185-0.0003663i,-0.0008424-0.00034773i,0.00013619-5.212e-05i,0.00034174-0.00012009i,0.00073016-0.00053561i,0.00038628-0.0012637i,-0.00023225-0.00088449i,-0.00091446-0.00033134i,-0.0006839-0.00029827i,1.1995e-05-0.00059532i,0.00041168-0.00076036i,7.194e-06-2.831e-05i,-0.00017968+0.00022239i,-0.00047678-0.00048095i,-0.00078373-0.00063109i,-0.00067085-0.0004409i,-0.00073582-0.00025505i,-0.00069006-0.00024639i
-0.00033684-0.00017105i,-0.0013473-0.00037962i,-0.0018904-0.00027423i,-0.0013738-0.0001496i,-0.00047597-5.3888e-05i,-0.00052772+0.00029068i,-0.00054924-0.00046614i,0.00046022-0.0009757i,0.00092551-5.8241e-05i,0.0012152+0.00032581i,0.00095242+0.00016033i,0.0006196-0.000187i,0.00086169-0.00070963i,0.00035958-0.00084105i,-0.00066175-0.00076042i,-0.00094949+0.00012162i,-0.00063852+0.00080134i,-0.00030261+0.00050248i,0.00015315+0.00040134i,0.00044757-0.00020359i,0.0007065-0.00065019i,0.00044381-0.00035956i,0.00041149+0.00062914i
-0.00027559-0.00060269i,0.00032002-0.00049421i,0.0013503-0.0013133i,0.0010193-0.0022747i,-0.00029581-0.0021502i,-0.00022863-0.0012599i,0.00041228-0.00073585i,0.00090731-0.00032257i,0.0011603-0.00026234i,0.00053741+3.7129e-05i,0.0004307+0.00035306i,0.00050612+0.00029649i,-7.743e-05-7.4822e-05i,-0.00071775-0.00092825i,-0.00081844-0.00034611i,-0.00024572+0.00023434i,0.00012732-1.543e-05i,9.8512e-05-0.00027697i,0.00020431-0.00016311i,0.00082622-4.0044e-06i,0.0014543-0.00052796i,0.001223-0.00058513i,0.00076171-0.00031049i
0.0011203+0.00066622i,0.0016133+0.0013648i,0.0012149+0.0010109i,0.00088771+0.00014933i,7.6982e-05-0.00064496i,-0.00073897-0.00083962i,-0.00010223-0.00029409i,0.00018079-0.00017384i,0.00022038+0.00036352i,0.00027292+0.00080414i,0.00020858+0.00051475i,0.00058347-0.00069332i,0.00058927-0.00073574i,-0.00027325-0.00057445i,-0.0010397-0.0008506i,-0.00089368-0.00036961i,2.1924e-05-6.1282e-05i,0.00041126-0.00027451i,0.00027836-0.00069568i,0.00017599-0.0010245i,-0.00031158-0.00041423i,-0.00087553+8.2078e-05i,-0.00091505+5.3702e-05i
-0.00018138+5.5337e-05i,-0.00082834+8.4428e-06i,-0.001448+0.00015555i,-0.00063864+0.00096118i,-0.00011242+0.0010473i,-0.00049806+0.0006997i,-0.00030661+0.00015684i,0.00037949-4.7514e-05i,0.00066867+0.00063318i,0.00094575+0.0012743i,0.0011016+0.00082629i,0.0004654+0.00029753i,-0.00073782+0.00040399i,-0.00099527+0.00013896i,-0.00073057-0.00069952i,-0.00010358-0.00027215i,-0.00045253-5.9158e-05i,-0.00078412-0.00074513i,-0.00018849-0.0015594i,-0.00030452-0.0008294i,-0.00065929+0.00029456i,-0.00067321-2.541e-05i,-0.00032723-0.00024568i
-0.00094719-0.00074441i,-0.0009681-0.00023315i,-0.0021861+8.6509e-05i,-0.0017182+0.00019732i,-0.00028611+0.0010459i,-0.0007616+0.0013288i,-0.00069456+0.00061527i,0.00091172-0.0003559i,0.0013062-0.00012272i,0.00021355+0.00074741i,0.000163+0.00067583i,-0.00012941+5.7714e-05i,0.00027037-0.00070025i,0.00013238-0.00076023i,-0.00032135-0.00047539i,0.00016534-0.0002929i,0.00013486-0.00069103i,-0.00029826-0.00017273i,-0.00072597+0.00058185i,-0.00086272+0.00037808i,-0.00010383+0.00024781i,0.00039484+0.00051504i,-0.00035942+0.00071385i
-2.9128e-06-0.00022649i,3.558e-05-0.00074038i,0.00053487-0.0015481i,0.0004915-0.0025004i,0.00042977-0.0024876i,0.00058368-0.0011034i,0.00047431+0.00027261i,0.00091167+0.00058576i,0.0010135-0.00050532i,0.0010559-0.0014423i,0.001101-0.00065031i,0.00013608+0.00053329i,0.0003443+0.00048291i,0.00088898-0.00011084i,0.0001569+3.1865e-05i,-0.00015935-6.8532e-05i,0.00053812-0.00050353i,0.00048627+0.00012754i,0.00010003+0.00033525i,0.00017014-0.00016943i,0.00019376-0.00024132i,-0.00032436-0.00022209i,6.8086e-05-0.00018104i
-5.6731e-05-0.00060966i,-6.7411e-05-7.7341e-05i,0.00064411+0.00067463i,0.0016591+0.00066749i,0.0015459+6.2235e-05i,0.0012107-0.00017291i,0.0016519+0.00026995i,0.0018112+0.00025302i,0.00083769+0.00059742i,0.0001373+0.0010516i,0.00031305-2.9372e-06i,0.00041463-0.00092611i,7.4324e-05-0.00038902i,-0.00029161-0.00012901i,-0.00023006-0.00033008i,-4.2944e-05-0.00017271i,0.00013466-0.00022792i,0.00010503-0.00036742i,0.0003272-0.00039474i,0.00048509-0.0010868i,0.00031115-0.00094824i,-0.00046758-0.0009254i,-0.00028987-0.0010684i
0.00046698+0.00035706i,0.0005464+0.00093643i,0.00035863+0.00031527i,0.00033729-0.00081417i,5.6375e-05-0.0012146i,0.00065395-0.00056634i,0.00066254-0.00057281i,0.00027083-0.00071004i,0.00061668+0.00042979i,0.00071938+0.00031658i,0.00075125-0.00072582i,0.00049473-0.00072128i,1.8243e-05-0.00029928i,-0.00028614-0.00020658i,-0.00067151-0.00033845i,-0.00049475-0.00054418i,0.00023938-0.00017716i,5.9639e-05-1.1019e-05i,-0.00011702-0.00090366i,0.0005518-0.00062902i,0.00068726+7.3928e-05i,0.0004839-0.0002982i,0.00013098-0.00067382i
0.00049367+0.00077776i,0.00025478-0.00036406i,0.00079674-0.0013862i,0.00079531-0.001973i,0.00033498-0.0011485i,0.00044223-0.00037228i,0.00076456+0.00013377i,0.0012773+0.00041086i,0.0016228-3.0465e-05i,0.0014077-0.00021202i,0.00028613-3.5775e-05i,-0.00042953-0.00039014i,-0.00063915-0.00063403i,-0.00073257-0.00035571i,-0.00022646-0.00025464i,-0.00014236-0.00033878i,-0.00014995-0.00023456i,-0.00011978-0.00011556i,4.2418e-05+1.0428e-05i,0.00044788+0.00063392i,-0.0001907+0.00051418i,-0.0012551-2.3021e-05i,-0.00088148+0.00015748i
0.0011013-0.0028568i,0.00047376-0.0030928i,-0.0002542-0.0024657i,-0.0017204-0.0020211i,-0.002125-0.0014912i,-0.0009388+2.2554e-05i,-0.00038965+0.00089734i,0.00028979+0.0005881i,0.00096645+0.00030688i,0.00026377+0.00071277i,-7.8718e-06+0.0001476i,0.00055432-0.00038727i,0.00019982+4.3373e-05i,-0.00029889+0.00029768i,-0.00057613+0.00021828i,-0.00017428-8.2124e-06i,3.1351e-05-0.00016214i,-2.4383e-05+0.00047981i,0.00023004+0.00056254i,0.00015088-9.2232e-05i,-0.00027438+0.00035872i,6.992e-06+0.0003731i,0.00029088+7.069e-05i
-0.00026709+0.00014425i,0.00072737+8.5868e-05i,0.0013053+0.00048103i,0.00078343-0.00013814i,0.00048349-0.0010081i,0.0007984-0.00085589i,0.00026263-0.00089733i,-0.00017236-0.00097438i,6.2274e-05-0.00032438i,0.0003083-0.00010914i,0.00072778-0.00062783i,0.00042064-0.0001192i,-0.00053633+0.00019212i,-0.00056151-0.0001401i,-8.5606e-05+0.00040048i,0.00013824+0.0006099i,5.6774e-05+2.405e-05i,-0.00050268-0.00059158i,-0.00037071-0.00055703i,0.00029441-0.00030333i,0.00040341-0.00071926i,-5.1348e-05-0.00019088i,-0.00061118+0.00020791i
0.0014095+0.00050796i,0.00062448-0.00029186i,0.00070284-0.00014997i,-6.6361e-05-0.0002842i,-0.0012918-0.0013231i,-0.0011546-0.001363i,0.00014789-0.00041846i,0.00071155+0.00063993i,0.0008939+0.00053123i,0.0010363+0.00016253i,0.0010697-0.00014046i,0.00061982-0.00093551i,-0.00015901-0.0010595i,1.2401e-06-0.00080901i,0.00049087-0.00026165i,-0.00011103-0.00012375i,-0.00097306+2.8157e-07i,-0.00075798+0.00085669i,0.00010353+0.00085634i,2.707e-05+0.00033978i,-0.00062111+0.00090657i,-0.0012188+0.0010977i,-0.0010764+9.9845e-05i
-0.00012487-0.0014003i,-0.00035359-0.0026225i,-0.0009696-0.0020043i,-0.0010204-0.00074542i,-0.00069369-0.00021667i,-0.0011186-0.00028379i,-0.00092361-8.6592e-05i,-0.00023941-1.7578e-05i,0.00058141-0.00016043i,0.00080417-0.00030334i,0.00029509-0.00056702i,-0.0004119-0.00055382i,-0.00029598-0.0005112i,0.00036203-0.001445i,0.0006813-0.0019013i,0.00040358-0.0015232i,-7.5767e-06-0.00044128i,-0.00070817+0.00035096i,-0.00099568+0.00065619i,-0.00059882+0.00017665i,-7.781e-05+1.3567e-05i,0.00025451+0.00019646i,0.00046478+0.00011896i
0.00056874-0.0010213i,-0.0006296-0.00055064i,-0.00073207-0.00023019i,-0.00071573-0.00042i,-0.00096408-0.00064441i,-0.0005887+0.00025661i,5.6814e-05+0.00067973i,0.0008337+1.9208e-05i,0.0011686-0.00080789i,0.0012943-0.00081812i,0.00041017-0.00059429i,-0.00045353-0.00033791i,-0.00021045-0.00032152i,0.00027015+0.00021959i,0.00048192+0.0010591i,0.00040292+0.00068173i,7.5039e-05+0.00010537i,-0.00026764-0.00038428i,-9.5806e-06-0.00073651i,0.00023607-0.00090688i,0.00026806-0.00041294i,0.00020351+0.00029251i,-6.8009e-05-0.00013934i
0.00052326-0.0002597i,0.00055432-0.0009062i,0.0019062-0.00095148i,0.0012703-0.0012475i,-0.00098278-0.0010757i,-0.00076132-0.00038935i,0.0006596-0.0002235i,0.00082789-0.00033449i,0.00061551-0.00035766i,0.00054858+0.00011296i,0.00038924-0.00020238i,-1.0476e-05-0.00074773i,-0.00023044-0.001473i,-9.9255e-06-0.0013862i,0.00019627-0.00060246i,-2.9646e-05-0.00090784i,-0.0010904-0.00076186i,-0.0014029+0.00031312i,-0.00069059+0.00030164i,-0.00047128-0.00041493i,-0.00022024-0.0002787i,-0.00016657+0.00014079i,-0.00010953+1.7602e-05i
0.0011654-0.0013153i,0.00065797-0.00099898i,0.00079581-0.0010656i,0.00069993-0.0012252i,0.00040257-0.0018438i,0.00053849-0.0014656i,0.0009027+0.0001705i,0.0012276+0.00017884i,0.00091134-0.00087293i,0.00063828-0.00071642i,0.00058671+7.145e-06i,0.0006155+0.00012059i,0.00035214-0.00021747i,0.00057774-0.00043089i,0.00034963-0.00075001i,-0.00030798-0.00099875i,-0.00078918-0.00085018i,-0.00074879-0.0006222i,-0.00053786-0.00072728i,-0.00062339-0.00074549i,-0.00017865-0.0003256i,6.8723e-05-0.00025865i,9.7014e-05-0.00046201i
-0.0012367-0.0014742i,-0.0011336-0.0011523i,-0.00053607-0.00078346i,-0.0001959-0.00035432i,0.00010753+0.00018673i,0.00057926+0.00042249i,0.00046992+0.00070585i,0.00050775+0.00053404i,0.00092939+0.0001712i,0.00059969+0.00026899i,0.00026673+0.00056252i,-0.00030173+0.00057174i,-0.00052363+0.00039092i,0.00037535-3.4136e-05i,0.00096331-0.00010001i,0.00049932+0.00033126i,2.2517e-05+0.00022363i,-0.00036216-0.00017996i,-0.00022088+0.00037673i,-0.0003249+0.0011186i,-0.00080968+0.00059925i,-0.0010164+6.839e-05i,-0.00060883+1.1268e-05i
0.0010663-0.0002237i,0.00056802+0.00050822i,-0.000149+0.00026136i,-0.000778+8.8247e-05i,-0.0010696+0.00012928i,-0.00068051+0.000325i,-0.00084234+0.00014045i,-3.7017e-05-0.00011624i,0.0011023-6.2665e-05i,0.0013724+0.00026263i,0.00068644+0.00037678i,-3.033e-05-0.0002394i,-0.00062327-0.0010296i,-0.00057782-0.00089153i,-9.6493e-05+4.6774e-06i,-0.00011973-9.244e-05i,-0.00021186-0.00097031i,0.00016097-0.0011625i,9.6461e-05-0.00039572i,0.00020028+7.043e-05i,0.00074684+0.00078887i,0.00097566+0.00082236i,0.00081452+3.7399e-05i
0.0004037-0.00043047i,0.00050233-0.0020855i,0.00038108-0.0021626i,-7.7181e-06-0.0010846i,-0.00021996-0.00044638i,-0.00053525-0.00019626i,-0.0002453-0.00016886i,0.00024612-9.6865e-05i,0.00050241-0.00015736i,0.00048984-0.00036277i,0.00054001-0.00041461i,0.0011391-0.00043962i,0.00080351-0.00046841i,-0.00010911-0.00080006i,0.00057397-0.00059508i,0.00070919+0.00069036i,-7.6342e-05+0.0014841i,0.0004966+0.00068885i,0.00073487-3.8381e-05i,0.00024494+0.0003816i,0.00037866+0.00078799i,0.00076623+0.00075907i,0.00071934+0.00060868i
-0.0011649-0.00083554i,-0.00043136+0.00050957i,0.00029412+0.00085462i,0.0013282+0.00036216i,0.00073106+0.00034453i,-0.00019518+0.00055155i,-3.7149e-06+0.00032897i,0.00039192+0.00010411i,0.0010054-0.00061824i,0.0013791-0.00025478i,0.0012382+0.00064174i,0.00053174+0.00057884i,-5.3258e-05+3.5277e-05i,0.00055986-0.00084775i,0.0011329-0.0013355i,0.00095034-0.0010068i,0.00034597-0.0011061i,-0.00036158-0.00085991i,-0.00041335+0.00023206i,-0.00058073+0.00011316i,-0.00035059+0.00018439i,-0.00092477+0.00058118i,-0.00094228+0.0014034i
0.0018973+0.0005508i,0.0021947-0.00045696i,0.0023988-0.0013625i,0.0021421-0.0016768i,0.00092427-0.0015758i,-6.6275e-05-0.0018952i,0.00021746-0.0011424i,0.0013035+0.00048784i,0.0014054+0.00072608i,0.0014956-0.00048888i,0.0012429-0.00060584i,0.00010326+0.00028753i,-0.00065856-2.5564e-06i,-0.00043516-0.00034498i,0.00013904-0.0002431i,0.00083641-4.7284e-05i,0.0012247+0.00040069i,0.00078589+0.00065792i,0.00019106+0.00031755i,4.296e-05-6.4103e-05i,0.0005449-0.00029371i,0.0006428+0.00018798i,-0.00025739+0.00029183i
0.00060656+1.3903e-05i,0.00032147+0.00056362i,0.00031604+0.00086093i,-0.00028142+2.1935e-05i,0.00022134-0.00055005i,0.0006151-0.0004703i,0.00038725-0.0005799i,0.00058727-0.0004729i,0.00056924-0.0001824i,0.0009516-0.00015938i,0.0011068-0.00034838i,0.00057122-0.00074247i,-0.00046013-0.00052349i,-0.00062548+6.1403e-05i,0.00050601+0.00015389i,0.00046385-8.8834e-05i,3.7887e-05+8.5633e-05i,-8.8858e-05+0.0004593i,-0.00037486+1.4598e-06i,-0.00021465-0.00013469i,-9.2307e-05-0.00017953i,-0.0006059-0.00076413i,-0.00064286-0.00029439i
-0.0010786-0.0019831i,-0.00077513-0.0023683i,-0.00071962-0.001425i,-0.00056506-0.0005655i,-0.00046549+0.00023412i,5.43e-05+0.0011054i,0.00062714+0.00095732i,0.0013353+0.00039052i,0.0014534+0.00015994i,0.0008744-0.00035873i,0.00066866+0.00025311i,0.00055098+0.0011297i,0.0011695+0.00024512i,0.0018451-0.00064366i,0.00086839-0.00048976i,0.00012971+0.00039589i,0.00057955+0.00098446i,0.0002799-2.3292e-05i,-7.3619e-05-0.00076323i,0.00057702-0.00023315i,0.00037994+0.00016911i,-0.00078526+0.0005711i,-0.00077246+0.00072986i
1.1368e-05-0.00092375i,0.00033177-0.0002267i,0.00020244+0.00064592i,-7.019e-05-3.8026e-05i,-0.00021893-0.00074731i,-3.2519e-05+4.0618e-05i,-0.00035212+0.00066597i,-0.00091181+0.00029386i,-2.0663e-05-0.0002133i,0.0010689-0.00060353i,0.0015415-0.00070089i,0.0010795+0.00027272i,-8.4021e-05+0.00064078i,-0.00055187+0.00019176i,0.00011232+0.00012488i,-0.00013196-0.00041492i,-0.0012158-0.00048984i,-0.001064-0.00045226i,-0.00037821-0.00020327i,-5.6571e-05+9.9772e-05i,-0.00065785+7.7405e-05i,-0.00063896-1.707e-05i,-0.00013804-0.00017005i
