-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
-0.00012715-0.00023265i,-0.00012828-2.1652e-05i,-0.0015082+0.00069683i,-0.0010627+0.0017848i,0.0011483+0.0017987i,0.0015872+0.00058116i,-0.00039524-0.00078843i,-0.0022212-0.0011413i,-0.0015053-0.00080647i,-0.00042891-0.00059538i,-0.00048438-0.00017363i,-0.00021301+0.00073596i,-3.4372e-05+0.00044397i,-0.0002997+0.00034372i,-0.0001675+0.0007852i,-0.00012698+0.00024401i,-0.00015823-0.00075723i,-0.00039727-0.00064799i,-0.00012336-0.00033051i,0.00033629-0.00063833i,0.00031169-0.0005386i,0.00022397+0.00023552i,0.00016623+0.00081442i
0.00084397-3.5377e-05i,0.00049-0.00032541i,0.00026455+0.00047864i,0.00045265+0.0013788i,0.0015779+0.00080984i,0.0019873+0.00012701i,-0.00030339-6.6297e-05i,-0.0017146-0.0003458i,-0.0011583-6.2026e-05i,-0.00059367-0.00042716i,-0.00053355-0.00036243i,-6.2386e-05+0.00030184i,0.00016146+0.00066377i,-0.00043552+0.00056122i,-0.00085593-0.00011684i,-0.00066195-0.00022443i,-0.00052561+0.00033322i,-0.00087317+0.00025872i,-0.00019634-0.00012018i,0.00074499+0.00012671i,0.00081697+0.00084355i,0.00054224+0.00060537i,0.00061182+0.00018171i
-0.0010864+0.0016416i,-0.00088335+0.0014726i,-0.00098917+0.00091475i,-0.00070313+0.0009019i,-0.00017326+0.0015131i,0.00047534+0.0011726i,-0.00026689+0.00056129i,-0.0012952-0.00066122i,-0.0011648-0.0011207i,-0.001255-0.00024939i,-0.0013723+0.00072817i,-0.00064956+0.0010507i,-0.00019113+5.8227e-05i,-6.0148e-05-0.00049026i,-1.3799e-05-0.0004997i,-0.00044594+1.3341e-05i,-0.00096072+0.00089423i,4.5948e-06+0.0011931i,0.00017746+0.0013302i,-0.00034876+0.00089313i,-0.00020966-0.00020608i,-0.00033644-0.00076424i,-0.00012609-0.0010334i
0.00015251-5.732e-05i,-0.00048999+5.6273e-05i,-0.00011981+0.00088375i,0.00091226+0.0017371i,0.00093905+0.0014655i,0.00035129-0.0010255i,-0.00099793-0.0013162i,-0.0023282-0.00014406i,-0.0021654-0.0003639i,-0.00090945-4.7544e-05i,-0.0003256+0.00024306i,0.00042829+0.00062157i,-3.9943e-05+0.00062394i,-0.00065535+0.00011751i,-0.00016919-0.00073884i,-6.8795e-05-0.0012767i,-0.00040845-0.00078335i,-0.00010094-0.00028367i,0.00056185-0.00028509i,0.0010785-0.00043105i,0.00090691-5.87e-05i,0.00080908+0.00055535i,0.00044397+0.00087569i
-0.0008052+0.0013669i,-0.0005508+0.001414i,3.9209e-05+0.0015365i,0.0011831+0.0014603i,0.00078775+0.00090621i,-0.00061118-0.0006141i,-0.0014162-0.0016212i,-0.0018073-0.0013238i,-0.0010919-0.00026783i,-0.00081164-0.00053384i,-0.00053225-5.6883e-05i,8.3562e-05+0.00062145i,-0.00016426-0.00017402i,-0.00031468-0.00065027i,-4.6215e-06-0.00062853i,0.00051835-0.00094353i,0.0010152-0.00085912i,0.0010105-8.802e-05i,0.0008398-3.0885e-05i,0.00019033-0.0010357i,-0.00042898-0.0012486i,-0.0003925-0.00057068i,3.8173e-05-0.0004711i
0.00033103-0.0012959i,-0.00021712-0.0016605i,-0.0005061-0.0005469i,-0.00055695+0.00041515i,3.9079e-06+0.0014107i,-0.00036674+0.0014361i,-0.001426-0.00014098i,-0.0017413-0.00031661i,-0.00094543+0.00029905i,-0.0010244+7.6693e-05i,-0.00094244-0.00029654i,9.8953e-05-0.00040506i,0.00010905-0.00048483i,-0.00012567-0.00064858i,-6.3498e-05-0.00025366i,-0.00083008-3.2904e-05i,-0.00028509-0.00017275i,0.00061645-0.00037726i,0.00068653-0.00030711i,0.00023988+0.00032567i,0.00032021+0.00047899i,0.00035865+0.00012831i,-0.00013583-0.00028891i
-0.00051848-0.00098603i,-0.0017063-0.00060847i,-0.0025455-0.0016267i,-0.0023829-0.0013956i,-0.0011195+2.3286e-05i,-0.00013675-0.00026389i,-0.00072835-0.0014183i,-0.0012641-0.00055097i,-0.00066369+0.00082126i,0.00022477+0.0010438i,-0.00019813+0.0010725i,-0.0009201+0.00061072i,-0.00065809+0.0010062i,-6.7677e-05+0.0013848i,-0.00012801+0.00053518i,-0.00064008-3.8867e-05i,-0.00033847-0.00020797i,0.00078874-7.2657e-05i,0.0014238+2.9673e-05i,0.000971-2.0314e-06i,-0.00053981+0.00011303i,-0.00078421+0.00046732i,-0.00037714+0.0002241i
5.7241e-05-0.00031412i,-0.0011995-0.00087153i,-0.0015387-0.00013589i,-0.00048999+0.0011315i,0.00027032+0.0016115i,-0.00011119+0.00026142i,-0.0013722-0.00076643i,-0.0015185-0.00063036i,-0.00065648-0.00071185i,-0.0010206-0.00080983i,-0.0011569-0.0001377i,-0.00038381+0.00069327i,0.0003593-0.0001986i,0.00086162-0.0003893i,0.00046133+0.00031676i,-0.00025797+0.00035803i,-0.00012421+0.00032441i,0.00020383+0.00010585i,-9.5687e-05-0.00065407i,-0.00059949-0.0010175i,9.3378e-05-9.3712e-05i,0.00021867+0.00049889i,-8.6499e-05+0.00083245i
-0.00066414+0.0018642i,0.000975+0.00030876i,0.0018234-0.00017476i,0.0018243+0.0016319i,0.0010191+0.0018717i,6.1852e-05-9.4055e-05i,-0.00081536-0.0011842i,-0.00087615-0.0010807i,0.00032592-0.00022841i,0.00072184-7.9839e-06i,0.00041081-0.00021071i,0.00066359+0.0001463i,0.00055664+0.0011159i,-0.00034238+0.00060512i,-0.00049869-0.00066536i,0.00038889-0.00047294i,0.0009071+5.1645e-05i,0.00060884-7.186e-05i,0.00012773-0.0004902i,4.646e-05-0.00051801i,7.2205e-05+0.00031279i,-0.00048472+0.00057993i,-0.00079434+0.00034968i
-0.0012045-0.0017729i,-0.00073242-0.00053906i,-0.0014227+0.00014349i,-0.0014696+0.0010362i,-0.00089807+0.0015461i,-0.00024629+0.00056897i,-6.5414e-05-0.00049488i,-0.00090433-0.0010349i,-0.0012071-0.0014745i,-0.00066415-0.0011381i,-0.00051443-2.7385e-05i,-0.00010705+0.00064877i,0.00025628+0.00060342i,0.00024492+0.00059706i,0.00077919+0.00095889i,0.00051978+0.0012603i,-0.000456+0.0004558i,-0.00019822-0.00052854i,0.00028983-0.00093483i,-0.00016183-0.0011617i,-0.00028342-0.0001025i,0.00019881+0.00074492i,0.00032991+0.00028298i
0.0012847-0.0011808i,0.00038663+0.0004387i,0.00028535+0.0016498i,-0.00081127+0.0021256i,-0.00046639+0.0018945i,0.00012954+0.00051699i,-0.00084164-0.0008585i,-0.001001-0.00030518i,-0.00062546+0.00056756i,-0.00038888+0.00036273i,-0.00033246+5.9862e-05i,-0.000143+6.2576e-05i,5.5886e-05-0.00035578i,0.00054072-0.00051741i,-8.1488e-05+0.00014626i,-0.00057159+8.6047e-05i,-0.00014882-0.00099478i,2.7408e-05-0.0010149i,0.0003484-0.00036273i,0.0007745+0.00052067i,0.00093916+0.00093798i,0.00015679+0.00083333i,-0.00064466+0.00092969i
-0.00071021-0.001535i,-0.00063876-0.00098739i,-0.0008245-0.00055698i,-0.0014311+0.00067234i,-0.0010649+0.00085639i,-4.861e-05-0.00015902i,-0.0009185-0.00011992i,-0.0018859+0.00019567i,-0.001319+0.00051142i,-0.001059+0.00047714i,-0.00073334+0.000282i,0.0003056+2.8016e-06i,0.00047978+0.00039983i,-0.00035806+0.00072895i,-0.00070161+0.00057115i,-0.00038401-1.4884e-05i,-0.00015983-7.6211e-05i,-5.2252e-05+1.6419e-05i,0.00040673-9.6679e-05i,0.00076982+0.00028316i,0.00044956+0.00044147i,0.00011287+0.0007794i,-0.00014286+0.00055097i
0.0015079-0.0011566i,0.00079482-0.00072284i,-0.00010951-0.00091592i,-0.00022211-0.00023284i,-4.0261e-05+0.0001723i,-0.00060469-0.00062758i,-0.0012289-0.0015279i,-0.001624-0.00077415i,-0.0010092+9.004e-05i,-0.00071904-2.7992e-05i,-0.00096312+8.8338e-05i,-0.00070914+0.00016915i,-0.00091468-3.956e-05i,-0.0013841-0.00079983i,-0.0013757-0.0010535i,-0.0010315-0.00065384i,-0.00068745-0.00036044i,0.00013316-0.00062719i,0.00067828-0.00079653i,0.00042191-0.00058931i,0.00022622-0.00046212i,0.0010618-0.00038934i,0.0010102-0.00051156i
-0.00029981+0.00080168i,-2.0763e-05+0.0012653i,-8.5633e-05+0.00050693i,-5.0419e-05+0.00028432i,0.00086564+0.00099887i,0.00072916+0.0008722i,-0.00048727-0.00019886i,-0.00095-0.0010661i,-0.000338-0.00080311i,7.1909e-05-0.00049148i,0.00034797-1.8539e-05i,0.00027813+0.00046275i,5.3449e-05-0.0002585i,-3.1369e-05-0.00087421i,2.0313e-05-0.00024766i,-0.00019547+0.00013794i,-0.00030969-0.00022286i,-0.00044009+2.7063e-05i,-0.00072569+0.00054042i,-0.00094272+0.00062631i,-0.00030571+0.00043784i,4.5838e-05-8.5183e-05i,-0.00059711-0.00058361i
0.00038057-0.00077247i,0.00078526-0.00054494i,-0.0009301-0.00088845i,-0.0021157-0.00037815i,-0.0016113-9.4743e-05i,-0.0011177-0.00046917i,-0.00097544-0.0001789i,-0.00096206-0.00011545i,-0.0005129-0.00017998i,-0.00051597-0.0004146i,-0.00062812-0.00046648i,-0.00034777-4.2135e-05i,-0.00023037-8.444e-05i,-0.00093152+6.4771e-05i,-0.0011683+0.0002074i,-0.00077047+0.00043105i,-0.00050343-1.0855e-05i,-0.00024359-0.00030709i,8.6176e-05+6.4958e-05i,0.00051805-0.00014204i,0.00032703-0.00039419i,0.00029956-0.00056979i,0.00025358-3.3159e-05i
0.00025648-0.0010193i,-9.0038e-05-0.00076209i,8.7081e-05+0.00091132i,0.00055769+0.003068i,0.00070184+0.002727i,0.00033773+0.00056933i,-0.00020871-0.00092319i,-0.00055111-0.0010156i,-0.0010129-0.00021646i,-0.0016702+0.00010396i,-0.0011979+9.7266e-06i,-0.00044091-0.00015976i,-0.00028468+0.00042668i,-0.00038257+0.0012288i,-0.00010775+0.00090033i,6.6388e-05-0.00012571i,0.00039538-0.00025354i,0.0007246+6.2007e-05i,0.00082072-0.00019275i,0.00083554+0.00031325i,0.00069387+0.00074277i,0.000669+0.00085925i,0.00027081+0.00021615i
0.00097237-0.0010269i,0.0008825-0.0011413i,0.00030538-0.00067599i,-7.4606e-05+0.00045486i,-0.00026838+0.0002742i,-0.00028987-0.00044952i,-0.0010212-0.001025i,-0.0012722-0.00059516i,-0.00097055+0.00013187i,-0.00085083-0.0005116i,-0.00090479-0.00037392i,-0.00086381+0.00022527i,-0.00046073+0.00010227i,0.00024776+0.00020694i,0.00019194+6.3407e-05i,-0.00024603-0.0004624i,8.0593e-05-0.00077276i,0.00024808-0.00028116i,0.00051203-0.00045923i,0.00064693-0.00027122i,0.00038537+0.00018941i,-0.00049404-0.00023405i,-0.00066106-0.00047093i
0.0020509-0.00017104i,0.001845-0.00099937i,0.0016765-0.0013955i,0.0015843-0.0015928i,0.00145-0.00099363i,-0.00018145-0.00024806i,-0.0014219-0.00077277i,-0.0019441-0.00048084i,-0.0016307+0.00018706i,-0.0015861-0.00050496i,-0.0014832-0.00087261i,4.1014e-05-0.00070829i,0.00066412-0.00040032i,0.00027757+0.00041455i,-0.00042217+0.0005777i,-0.00041016+0.0002916i,0.00047511-7.0971e-05i,0.0011857-0.00016021i,0.0014126-0.00036725i,0.0012101-0.00012419i,0.00046704+0.00034613i,6.7905e-06+0.00037422i,-1.7206e-05+0.00067313i
0.00063083+0.00026127i,-0.00039752+0.00055576i,-0.0020165+0.00039653i,-0.0017313+0.0011652i,-3.1198e-05+0.0015016i,0.0014373+0.00026487i,0.00099258-0.00067209i,-0.00059381-5.674e-05i,-0.001118+0.00061204i,-0.0004121+3.1956e-05i,4.6345e-05-0.00036416i,-0.00052168-0.00024712i,-0.00051608-0.00053537i,0.00042853-0.00036706i,0.00022737+0.0001815i,-0.00068765+0.00039519i,-0.0011628+0.00022213i,-0.00056646+1.4917e-05i,0.00065841-0.00024495i,0.0011713-0.00052227i,0.00076455-0.0005255i,0.00033697-0.00050113i,0.00025469-0.00026497i
0.00087807+0.0019715i,0.00080687+0.00084042i,0.0018593+0.00099673i,0.0014846+0.0022204i,0.0003922+0.0018693i,0.00016846+0.00054226i,-0.00065263-0.00079439i,-0.0012438-0.0014469i,-0.0010316-0.0014264i,-0.0010977-0.001341i,-0.00084594-0.00088355i,-0.00016004-0.00086684i,0.00026251-0.00059836i,1.962e-05-0.00012586i,-0.00024105+0.00019312i,-0.00023257+8.0503e-06i,-0.000289-0.00021122i,-0.00062196-0.00020119i,-1.2428e-05-0.00079147i,0.00060289-0.00060944i,0.00071662-0.00043799i,0.00040287-0.00059622i,-0.00014245+2.739e-05i
0.0012766+0.00021847i,0.0016529-0.00032326i,0.0031797-0.00043851i,0.0029113-0.00099875i,0.0023327-0.00099719i,0.0018006-0.00091508i,0.00073839-0.00094597i,-8.5909e-05-0.00026503i,-0.0003628-0.00017946i,-8.2593e-05+1.2619e-05i,3.998e-05+0.00034915i,0.00017757+0.00045398i,0.00016551+1.3289e-05i,-2.6462e-06-0.00035218i,-0.0002937+6.906e-07i,-0.00069416+0.00031878i,-0.00070993-0.00035544i,-5.0338e-05-0.00065736i,0.00044141-0.00063221i,0.00049643-0.00087133i,0.0010487-0.00086096i,0.0014636-0.00064845i,0.00064671-0.0004353i
-0.00022711-0.0017183i,-0.00057679-0.0021083i,-0.0014476-0.0031035i,-0.0013758-0.0019556i,-0.0002504-0.0007582i,-6.4989e-05-0.0010781i,-0.00096859-0.0012583i,-0.001394-0.00039206i,-0.00058666+0.00031783i,-0.00061655+0.0001942i,-0.0010317-4.6708e-05i,-0.0012545+0.00021134i,-0.0010575+9.2118e-05i,-0.00062108-2.4272e-05i,-0.00042854+0.00024119i,0.00015398+0.00065031i,0.00062395+0.00054968i,0.0006438+0.00013692i,0.00029344-7.5558e-06i,0.00012607-0.00043902i,0.0013735+0.00012093i,0.0017591+0.00086317i,0.0006015+0.00028093i
0.00051373+0.0016721i,0.0008553+0.00089491i,0.00094265+0.00084651i,0.0018447+0.0024967i,0.0015604+0.0030006i,-0.0002777+0.00067476i,-0.0011613-0.00087522i,-0.00048614-0.00094656i,8.2481e-05-0.00072966i,5.4468e-05-0.00033412i,-0.00016261+0.00057808i,-8.7789e-05+0.00066869i,1.3672e-05-0.00061807i,0.00021132-0.00080909i,0.00093719-0.00047245i,0.0011172-0.00059109i,0.00039004-0.00059152i,-0.00038533+4.7362e-06i,-1.387e-05+0.00037557i,0.00057048+0.00056407i,-0.00022894+0.00064487i,-0.00059316-0.00015334i,-0.00012533-0.00041886i
0.00059643-0.00010995i,0.00016937-0.00050781i,0.00031724+9.5027e-05i,-0.00030079+0.00058527i,-0.00023337+0.000363i,7.5616e-05-0.00095531i,-0.00095221-0.0013258i,-0.0015203-0.00025636i,-0.00065137+0.00034034i,-0.00064667+9.4025e-05i,-0.00034508-6.6346e-05i,0.00033284-0.00055987i,0.00070293-0.00059711i,0.00044748-7.808e-05i,-0.00049756+0.00019715i,0.00011358-0.0002846i,0.0011401-0.00047965i,0.0013404+0.00026391i,0.00083689+1.6713e-05i,0.00044433-0.00022942i,0.00081787-0.00028745i,0.0008707-9.5302e-05i,0.00046706+0.00043493i
0.00019849-0.00040858i,0.00024482-0.00052599i,0.0017284+0.0002037i,0.0015486+0.00072061i,0.00118-2.3052e-05i,0.00056099-0.00098675i,-0.00077858-0.0016777i,-0.0014418-0.0016207i,-0.00061483-0.00092137i,9.3451e-05-0.00080106i,-0.0001672-0.00046659i,-0.00049546-0.00017214i,-0.00028221-0.0005951i,-0.00066439-0.00040052i,-0.00039051-0.0011863i,0.0010736-0.0015412i,0.00084211-0.00063139i,0.0002176-0.00012871i,0.00057007-0.00015187i,0.0002086-0.00059953i,0.00015978-0.00064422i,0.00040176-0.00023457i,0.0002756+5.3978e-05i
-0.00010378-0.00066651i,-0.0019241+0.00012444i,-0.0021719+0.00063829i,-0.0010461+0.0013843i,-0.0001079+0.0015079i,0.00038926+9.9501e-05i,-0.00029686-0.0013763i,-0.00092679-0.00075163i,-0.00067933-0.00010342i,-0.0015806-0.0011075i,-0.0020191-0.0015269i,-0.00058052-0.00031327i,0.00038681+0.0010256i,0.00014812+0.00044491i,-0.00060231-0.00050765i,-0.00025919-0.00060621i,0.00048523-0.00025919i,0.00070509-0.00023823i,0.00028905-0.00086134i,0.00015934-0.00054689i,0.00013116+0.00020003i,-0.00064002+0.00068217i,-0.00035116+0.00032118i
-0.0015923-0.001503i,-0.0024732-0.0015735i,-0.0018644-0.0017648i,-0.00036731-0.0010528i,-1.8506e-05+0.00022602i,-0.0002471-0.00025057i,-0.00063931-0.0010148i,-0.00098312-0.00072495i,-0.00040953+6.1754e-05i,-0.00044603+0.00013911i,-0.001046+0.00060298i,-0.00058384+0.00049296i,-0.00031305-0.00032206i,-0.00038364+0.00012462i,-0.00013244+0.00079124i,8.0052e-05+0.00044744i,0.00031564-0.00028081i,0.00031778-0.00029739i,-2.1007e-05-4.0077e-05i,-0.00091893+0.00011562i,-0.00057232+0.00061324i,0.00044356+0.0011199i,-0.00022602+0.00088926i
0.00046925-0.0021401i,-0.00022547-0.0018044i,-0.00029907-0.0017238i,-0.00050467+2.3943e-05i,-0.0010094+0.0011842i,-0.0010152+0.00047154i,-0.00079201-0.00065973i,-0.0010029-0.00051492i,-0.00094183+1.7832e-05i,-0.00097849-0.00050209i,-0.0012419-0.00042758i,-0.0012618+0.0003922i,-0.0013677+0.00053578i,-0.0013784+0.00041367i,-0.0010758+0.00094676i,-0.00062214+0.00083517i,-0.00024799+0.00035375i,-0.00015036-0.00034767i,0.00050561-0.00087145i,0.0014345-0.00050045i,0.00087122+0.00012319i,-0.00028684+6.6016e-05i,-0.00021756+2.2972e-06i
-0.001112-0.00034829i,-0.0020905-0.00083049i,-0.0036629-0.0004369i,-0.0036146+0.00089764i,-0.0027201+0.0012051i,-0.0016898+2.3376e-05i,-0.0014331-0.0010938i,-0.0013739-0.00063758i,-0.00067239-0.00011708i,-0.00044014+3.5307e-05i,-0.00054227+0.00023992i,-0.00031056+0.00059287i,-6.6234e-06+0.00055557i,-0.00024439+0.00017082i,-0.00048594+0.000335i,-0.0004897+0.0011377i,-0.00031002+0.0010211i,0.00012804-0.00011821i,0.00014633-0.00086452i,8.1508e-05-0.00016151i,0.00056078+0.00026945i,0.00067943-0.00017871i,-0.00024598-3.1722e-05i
-0.00037527-0.00084732i,4.6854e-06+0.00032653i,0.00071864+0.00085044i,0.0018159+0.00091633i,0.002098+0.0012055i,0.00117+0.00031149i,-0.0004545-0.0015492i,-0.0016207-0.0017926i,-0.00094286-0.00063425i,-0.00018584-2.2986e-05i,-0.00061735+0.00024682i,-0.00039039+0.00039266i,-0.00016009-9.4477e-06i,-0.00046404-0.00013929i,-0.00023009-0.0002439i,-0.00010141-0.00059918i,-0.00052422-0.00032885i,-0.00067664-0.00063438i,-0.00012061-0.0015615i,-8.7137e-05-0.0013195i,-0.0005623-0.00070575i,-0.00012482-0.00011202i,6.6154e-05+0.00020439i
0.00028776-0.0012839i,-0.0005501-0.00089832i,-0.0013236-0.00064413i,-0.0014411+0.00019924i,-0.00052037+0.00021079i,-0.0002694-0.0011157i,-0.000675-0.001422i,-0.0010664-0.00097115i,-0.0011147-0.00050124i,-0.0010238-0.00025099i,-0.0010765-0.00038758i,-0.0013375-0.0010493i,-0.0012077-0.0010278i,-0.00062102+7.6305e-05i,-0.00052232+2.4786e-05i,-7.8926e-05-0.00026602i,0.00067121+0.00023759i,0.00064428+0.00034868i,0.00044094+0.00022844i,0.00054132-0.0001427i,-0.00029555-0.00033409i,-0.00078109+7.2942e-05i,-0.00073495+0.00060342i
-0.001534+0.00077335i,-0.0010586+0.00037282i,-0.00075599+0.00054398i,-0.001316+0.00077187i,-0.00096457+0.00056441i,-0.00029639+0.00022611i,-0.00079648+0.00014986i,-0.0015938+0.00022808i,-0.0015264+0.00021953i,-0.00030311-0.00023077i,0.00047306-0.00016622i,0.00057176+0.00012913i,0.00021537-0.0001038i,-0.00018525-0.00052445i,-3.1316e-06-0.00040311i,0.00041162-0.00034086i,0.00034987-0.00038673i,7.2214e-05+7.1787e-05i,-4.7625e-05+0.00014159i,0.0005575-8.9048e-05i,0.0011486+0.00086796i,0.0010722+0.0010283i,0.00071433-9.6693e-05i
-0.00050849-0.0010152i,-0.00019411+0.00014358i,-0.0008742+0.0012201i,-0.00068392+0.0021669i,-9.4045e-05+0.0015604i,-0.00034114-6.5773e-05i,-0.0015848-0.0011308i,-0.0015201-0.0013402i,-0.00065892-0.0011402i,-0.00064742-0.00077038i,-0.0010698+0.00011469i,-0.0013177+0.0011868i,-0.00043747+0.00165i,0.00051687+0.00034221i,0.00042744-0.00048535i,0.00010087-0.00080884i,7.4754e-05-0.00096394i,0.00078623-0.00077735i,0.0006226-0.00016397i,0.00033205+0.00017457i,0.00067169+0.00047983i,0.00011856+0.001103i,-0.00039427+0.00068042i
0.0011232-0.0014985i,0.00046352-0.0017481i,-0.00022454-0.001395i,-0.00090303-0.00012846i,-0.0012091+0.0002207i,-0.00059628+0.00015212i,-0.00032356-5.3404e-05i,-0.00083807-0.00049459i,-0.0012428-0.00025958i,-0.0012337-0.00030218i,-0.0006876+0.00019857i,-0.00032642+0.0013703i,-0.00017171+0.00093717i,-0.0007378+5.8504e-05i,-0.00066974-4.6901e-05i,-7.6833e-05-7.9076e-05i,-0.0004494+9.5562e-05i,-0.0003706+0.00014509i,0.00020131+0.00023198i,0.0003541+0.00028604i,0.00053829-0.00019914i,0.00048119-0.0002563i,-0.00064201-7.2682e-05i
-5.6932e-05+0.00054703i,-0.00027813+0.0014177i,0.00017399+0.0016595i,0.00035662+0.0012402i,0.0003209+0.00057173i,-8.4693e-05-0.00061592i,-0.0013465-0.0014608i,-0.0016238-0.0015305i,-0.00059474-0.00064502i,-5.4955e-05+0.0001788i,-0.00047695-0.00028178i,-0.00020413-0.00084867i,0.00015333-0.00034784i,-0.0002997-7.21e-05i,-0.00045186-0.00063732i,-0.00039802-0.00027287i,-0.00045584-1.0632e-05i,-0.000628-0.0001109i,-0.0012029+7.4688e-05i,-0.00075425+0.00023299i,4.532e-05+8.1168e-05i,-0.00019066-0.00036527i,3.7617e-05-0.00015883i
-0.00041969-0.00034532i,-0.001391-1.6633e-05i,-0.00077022-0.0002311i,0.00025569+0.00055694i,-0.00027351+0.00068051i,-0.00050938-0.0011634i,-0.00056687-0.0021002i,-0.00078725-0.00153i,-0.00025602-0.00047242i,0.00025092+0.00014614i,-0.00030019-0.00021281i,-0.00024701+0.0001602i,0.00041599+0.00036858i,0.0001653-8.4836e-05i,9.1943e-05+0.00018515i,-1.4941e-05-0.00043538i,0.00025608-0.0011088i,0.00049379-0.00043701i,-6.4524e-05+0.00059768i,-0.00042272+0.00071473i,-4.0672e-05+0.00025101i,0.00015755-2.6091e-05i,2.8743e-06+3.7855e-05i
0.00025211-3.39e-05i,0.00040559-0.00060111i,-0.00039927+0.00079817i,-0.0010535+0.0019677i,-0.00046682+0.001838i,-0.0003368+0.00099158i,-0.00099468-0.00040695i,-0.0017031-0.0010424i,-0.0013413-0.00024833i,-0.00053234-0.0004328i,-0.00047217-0.00084024i,-0.00038638+0.00022193i,0.00010607+0.00093793i,0.00063326+0.0004832i,0.00097102-0.00028427i,0.00074382-0.00015285i,0.00063127+0.00061008i,0.00043176+0.00041095i,0.00013766-3.8294e-05i,-6.5045e-05-0.00032062i,-0.00052856-0.00013604i,-0.0007866+0.00076093i,-0.00048337+0.0016682i
0.00076194+0.0011893i,0.00090537+0.00035294i,0.00054755-0.00041074i,0.00035023+0.00043446i,-0.00022195+0.00054505i,-0.00042877-0.00015528i,-0.00060354-0.0010682i,-0.0010387-0.0010241i,-0.00017976-0.00076205i,0.000108-0.0010412i,-0.00031306-0.00091243i,-0.00062194-0.00016091i,-0.0011053+1.2404e-05i,-0.00073566-0.00025274i,0.00050913+0.00016031i,0.00072449+3.469e-05i,0.00048058-0.00033643i,0.00066465-0.00012299i,0.00066658+0.00051967i,0.00085905+0.00028697i,0.00057326+5.3434e-05i,-0.00042967+0.00030927i,-0.00059719+0.000628i
0.00058298+0.00013121i,0.0015731+0.00098549i,0.0014778+0.00122i,0.0014778+0.001404i,0.0020264+0.0012619i,0.001561-0.00024235i,-2.3244e-05-0.0015433i,-0.0010614-0.0015453i,-0.0013708-0.00064537i,-0.0012154-0.00036174i,-0.00073549-0.00018599i,-0.00055692+0.00036991i,-0.00053055+0.00048126i,-0.00026525-0.000192i,-0.00016827-0.0008203i,-1.2699e-05-0.0012291i,-0.00026373-0.0013376i,8.7536e-05-0.00068846i,0.00049726+6.1848e-05i,0.00015925-0.00026343i,0.00018981-0.0002176i,-0.00028765+0.00019183i,-0.00091507+6.3257e-06i
3.1446e-07+0.0014371i,0.00015167+0.0012995i,-0.00047563+0.0015264i,-0.0010986+0.0015221i,-9.9204e-05+0.00059244i,4.6699e-05-0.00090704i,-0.00064444-0.0015976i,-0.00048656-0.00098903i,-0.00077724-3.9942e-05i,-0.0013838+0.00072053i,-0.0018855+0.00078116i,-0.0011889+9.637e-05i,5.3787e-05+3.362e-05i,0.00019113-0.00019725i,0.00048585-0.00023921i,0.0005927-0.00016725i,-0.00014376+9.8435e-06i,-0.0005805+0.00020596i,-0.00088162-0.00032973i,-0.00050115-0.00053495i,4.4984e-05-0.00017412i,0.00055651+3.7926e-05i,0.00095044+0.00042216i
-0.00063734-0.00015299i,-0.0010259+4.258e-05i,-0.0022074+0.0017697i,-0.0023441+0.002262i,-0.0012832+0.0021898i,-0.0001851+0.0018292i,-0.00025166+0.00020768i,-0.00055165-0.00057549i,6.741e-05+0.00013441i,-0.00011053+0.00088628i,-0.00089975+0.0010312i,-0.00035493+0.00067824i,-8.0794e-05+0.00060193i,-0.00051206+0.00032244i,-0.00051009-9.4875e-05i,-0.00035371-0.00033332i,8.6255e-05+3.8692e-05i,0.00022527+0.00032421i,-0.00023261+0.00029699i,-0.0002713+0.0007068i,-0.00020161+0.00033983i,-0.00040596-0.0010538i,-5.6329e-06-0.0010957i
0.00048656-0.0010796i,0.00076985-0.00074299i,0.00075238-0.00031424i,0.0016574+5.5205e-05i,0.0020907+0.00026484i,0.00077245-0.00071559i,-0.00067881-0.0012616i,-0.00092168-0.00029074i,-0.00074747+0.00039956i,-0.00076042+0.00064608i,-0.00091547+0.00067403i,-0.00089514+0.00027493i,-0.00042483+0.00018742i,-0.00048546+0.00033233i,-0.00036021-4.6769e-05i,0.00021495-0.00026162i,0.00040307-0.00011613i,0.00018634+0.00041582i,-0.0001357+0.00039597i,-0.00014021-8.9164e-05i,-2.6979e-05-0.00016901i,-0.0004717-0.00015025i,-0.00079103+0.00037204i
