-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
-0.0005935+0.00073487i,-0.00012621+0.00045442i,-0.00025942+0.00087956i,-2.9867e-05+0.0010084i,-0.00034829+0.00084464i,-0.0012195+0.00073937i,-0.0013736+0.00081025i,8.4412e-05+0.00050948i,0.0011598-0.00015114i,0.00090575-0.00043058i,0.00080193+0.00021821i,0.00055107+0.00069888i,0.00024986+0.00046356i,-0.00049101-4.7784e-05i,-0.00084773-0.0006922i,-0.00080143-0.0014794i,-0.00017411-0.0013513i,0.00013232-0.00085978i,-0.00055601-0.00039649i,-0.00017154+0.00033961i,0.00047901+0.001061i,0.00026776+0.00075525i,0.00011754-2.0652e-05i
-0.0011063-0.0012329i,-0.0013267-0.00032728i,-0.0011543+9.6081e-05i,-0.001508-0.00041662i,-0.0020124+9.868e-06i,-0.0015525+0.0013444i,-0.0007095+0.0024224i,-0.000608+0.0010401i,-0.00063702-0.0003893i,-0.00029092-0.00055327i,0.00033354-0.00024231i,0.00063678-0.00012062i,0.00075953-0.00011715i,-2.2775e-05+6.922e-05i,-0.00089702+0.00035606i,-0.00065664+0.00069105i,0.00023688+0.00076407i,0.00058947+0.0010624i,0.00011919+0.00067371i,-0.0005044-0.00023299i,-0.00073485-0.00035069i,-0.0006646+0.00025996i,6.6336e-05+0.00078961i
-0.0010129+0.00053272i,-0.0010744-4.5075e-05i,-0.00018143+0.0010066i,-0.00039753+0.0014778i,-0.0012633+0.0010418i,-0.00031818+0.00094552i,0.0011497+0.00074707i,0.00093929+0.00027961i,0.00020786+0.00020024i,0.00077884+0.00094253i,0.0010073+0.0005295i,0.00060954-0.00063538i,0.00026075-0.0015737i,0.00033077-0.0011187i,-7.2467e-05+0.00036693i,-0.00047753+0.00071601i,-4.9586e-05+4.1561e-05i,-4.0509e-05-0.00025528i,0.00023461-1.4256e-05i,2.6988e-05+0.00070421i,0.00035664+0.00083374i,0.00079155+0.00040342i,0.00029626+0.00031277i
0.00054927-0.0023599i,0.00022681-0.0026259i,2.7275e-05-0.0020348i,-0.00068281-0.00066084i,-0.00094665+0.0012733i,-0.00061372+0.0020076i,-0.00050453+0.0014737i,-0.00049645+0.0012539i,-0.0001242+0.0011848i,5.1756e-05-9.3202e-05i,-0.0003333-0.00099495i,-0.00028223-0.00058815i,-0.00074386-0.00018699i,-0.00062507+0.00020134i,0.00022528+0.00019454i,0.00012441-0.00026831i,5.4388e-05-0.00024545i,3.0253e-05-0.00026354i,-0.00018763-0.00015659i,1.5901e-05-2.3048e-05i,-0.00083662+0.00011714i,-0.0012922-0.00024772i,-0.00040525-0.00060182i
-0.00037689-0.001748i,-0.00047024-0.0011536i,-0.001323-0.00022848i,-0.0014929+0.00059098i,-0.0015105+0.00063936i,-0.0012386+0.0010228i,-0.0011978+0.00060276i,-0.0012168+1.0688e-05i,-0.00065947-0.00073114i,-0.00039387-0.0018442i,1.8764e-05-0.0019127i,0.00049392-0.0015299i,0.0001023-0.0012222i,-0.00042778-0.00088733i,-0.0010331-0.00066722i,-0.001661-0.00022425i,-0.0019997+0.0003216i,-0.0014359-0.0001669i,-0.00064678-0.00039922i,2.2341e-05-3.1126e-05i,0.00068286-0.00028761i,0.00069708-0.00068703i,0.00054991-0.00049074i
0.00028239+0.002174i,0.00054748+0.0011752i,0.0019775+0.0009831i,0.0022305+0.00073702i,0.00096774+0.0010931i,-0.00041881+0.0008371i,-0.00062604+0.00036486i,-0.00066078+0.00072624i,-0.0010407+0.00047956i,-0.00094144+0.00039214i,-0.00051995-4.4156e-05i,-0.00074918-0.0008147i,-0.00057964-0.00079216i,-0.00052647-0.00021235i,-0.00039363+8.8998e-05i,-0.00030269+0.00045246i,-0.00046192+0.00042647i,-0.00014235-0.00071488i,-4.3054e-05-0.00077519i,0.00041898+0.00018027i,0.00066753+0.0007235i,-0.0001224+0.00037743i,-9.1766e-05-0.00014253i
-0.00028678-0.0022067i,-0.00020455-0.0027416i,-0.0010332-0.0017937i,-0.0012349-0.0011105i,-0.0012298-0.00098497i,-0.00066961-0.00047802i,-0.00063127+0.00016201i,-0.00077775+0.00015094i,-0.00038577-0.00071061i,0.00052958-0.0012411i,0.00053043-0.0010599i,-0.00069355-0.00073516i,-0.00089591-0.0012925i,-0.00043024-0.0016889i,-0.00061546-0.0012987i,-0.00074654-0.0010077i,-0.00060141-0.0012587i,-0.00056447-0.00083799i,-0.00064827-0.00037573i,-0.00066263-0.0010061i,-0.00080274-0.0012777i,-0.0007364-0.00063177i,-0.00027365+6.5992e-06i
-0.0031481-4.2396e-05i,-0.0032328+0.00026615i,-0.0023017+0.0014199i,-0.0014538+0.0021604i,-0.0013696+0.0016339i,-0.0009587+0.00090301i,-0.00029224+0.00043556i,-0.00046405+0.00053115i,-0.00062812+0.00053916i,-0.00015396+0.00015059i,0.00026529-0.00010486i,0.00036759-0.0001575i,1.7146e-06-0.00010193i,1.9331e-05+0.00038706i,0.00058593+0.0010727i,0.00063885+0.00052855i,0.00050485-6.1851e-05i,-0.00016719-0.00014472i,-0.00042605+0.00019566i,-0.00040914+0.00011997i,-0.0002635-9.2346e-05i,-0.00028089+9.9994e-05i,-0.00030879+0.00053782i
0.0006426+0.00058697i,-0.0011517-0.00043711i,-0.0014126-0.00044545i,-0.00076933+0.0018019i,-5.8648e-05+0.0025395i,0.00065318+0.0018721i,0.00026057+0.0012759i,-0.0010133+0.00036343i,-0.0011976-0.00022323i,-0.00036237+0.00035675i,-8.3424e-05+0.0007375i,-0.00041607-7.5301e-05i,1.0791e-05-0.0013603i,-0.00024783-0.0010856i,-0.00094887-0.00049304i,3.2398e-05-0.00063839i,0.00081612-0.00040898i,0.00067827+0.00020698i,0.0007457+0.00044043i,0.0008784+6.6431e-06i,0.00061698+0.00016492i,0.00035371+0.00080258i,0.00038242+0.0010443i
0.00021085-0.0018032i,-0.00043903-0.0012511i,-0.00016289-0.0012246i,-0.00024406-0.00073721i,-0.0011983-0.00058049i,-0.0013144-0.00060796i,-0.00034285+6.9878e-05i,0.00024079+0.00036933i,-0.00019959+0.0006574i,-0.00052874+0.00060902i,0.00019496-1.6784e-05i,0.00078201-9.3627e-06i,0.00056973+0.00024791i,-9.6192e-05+3.6017e-05i,-0.0011283-0.00026724i,-0.0014926-0.00066299i,-0.00074212-0.0013723i,-0.00015349-0.0013385i,-0.00051266-0.00096762i,-8.3853e-05-0.00047215i,0.00060305+0.00022947i,4.6881e-05+0.00051404i,-0.00047404+0.0004494i
-0.00021925-0.00090966i,-0.00058542-0.0011923i,-0.00069213-0.0017655i,-0.00041836-0.0007845i,-0.00041099+4.1155e-05i,-0.0006195+0.00090628i,-0.00082751+0.001541i,-0.00025133+0.00034645i,0.00017549-0.00015034i,0.00026472+0.00029367i,3.1625e-05+7.7302e-05i,-0.00056293-9.5721e-05i,-0.00048049+0.00055441i,-0.00040047+0.00069672i,0.00022467+0.00065285i,0.00032524+0.00061044i,-6.911e-05-0.00027949i,-0.00025701-0.00030455i,-0.00041059-0.00031733i,0.0001651-0.00095152i,0.00060355-0.00039398i,9.2208e-05+0.00044146i,0.00037178+0.00078709i
0.0024862-3.2165e-05i,0.0010008+0.00018033i,0.00080248-1.0692e-06i,-0.00024979-6.6337e-06i,-0.0010004-0.00058279i,-0.00082858-0.00018511i,-0.0010471+0.00055722i,-0.0013417-0.00015427i,-0.00054971-0.00069391i,0.00067804-0.0010271i,0.00060643-0.0011759i,-0.00019051-0.0014419i,-0.00027447-0.0016948i,-4.8552e-05-0.001203i,-0.00049497-0.00078102i,-0.00096599-9.3293e-05i,-0.00094006+0.00083067i,-0.00098566+0.00049605i,-7.8548e-06-0.00024115i,0.00039188-0.00045566i,1.1734e-05-0.00020715i,-1.0399e-05-0.00034383i,0.00035166-1.3807e-06i
-0.0004571-0.0012191i,0.00013804-0.001026i,0.00026026-0.00038126i,-0.0010826-0.00071349i,-0.0019755-0.00074498i,-0.0020435+0.00049391i,-0.0015707+0.00086797i,-0.00075327-3.4892e-05i,-0.0008337+0.0001155i,-0.00063613+0.00051671i,-0.0007038-0.0001213i,-0.0013183-0.00080252i,-0.0012553-0.0007754i,-0.00092097-0.00032566i,-0.00055844+0.00012343i,-0.00028251-0.00010367i,-0.00060501-0.0002382i,-0.00025065+8.8946e-05i,-0.00019849+0.00053918i,-0.00064588+0.00053058i,-0.0007416-2.9571e-05i,-0.00083048+0.00012181i,-0.0007314-2.4303e-05i
-0.0010283-0.001708i,-0.0012894-0.0019875i,-0.0018288-0.00090814i,-6.0357e-05-0.00020331i,0.00081912+0.00011604i,9.3206e-05+0.0011739i,-7.914e-05+0.001332i,-0.00050794+0.00039257i,-0.0008974-1.1792e-05i,-0.00054581+0.00024583i,0.00012961+0.00029535i,0.0004041+5.6004e-05i,-0.00048919+0.00025315i,-0.0010554+0.00038565i,7.8389e-05+0.00078685i,0.00053967+0.0010154i,-0.00027958+0.00015609i,-0.00061292-0.00052922i,7.032e-05-0.00033733i,0.00032375-0.00042855i,0.00027592-0.00088729i,0.00046562-0.00017304i,-8.0842e-06+0.00035688i
-0.0002997+0.00068503i,-0.0010161+0.00077309i,-0.0023357+0.00024399i,-0.0018013+0.00081468i,-0.0010475+0.0011653i,-0.00092091+0.00084842i,-0.00024172+0.00039895i,0.00030466+0.00033609i,0.00029265+0.00016408i,-0.00041666-0.00050867i,-0.00058006-0.00074731i,-3.4057e-05-0.00062922i,-0.00044487-0.00031521i,-0.0016796+3.9553e-05i,-0.00095808-0.00023202i,9.4966e-05-0.00036996i,-0.000194+2.3804e-05i,-0.00047969+0.00023117i,-0.00015205+0.00036922i,0.00032891+0.00049859i,0.0010284+0.00048863i,0.00041966-2.0453e-06i,0.00027386+4.0773e-05i
0.0013078+0.00040819i,0.0017938+0.00036588i,0.0010398+0.00053189i,-7.896e-05+0.00048925i,-3.5384e-05-0.00058582i,0.0001478-0.00066924i,-0.00056842-0.00034718i,-0.00065115-0.00046239i,-0.00040838-0.00027002i,0.00011761-0.00029706i,0.00066686-0.0010089i,0.00025786-0.00083423i,-0.00076179-0.00066518i,-0.00082086-0.001249i,0.00015615-0.00096681i,0.00028706-0.00014411i,-0.00014561-0.00022274i,-6.2324e-05+0.00054592i,-4.8834e-05+0.00087142i,-0.00031257-0.00069481i,-5.1096e-05-0.0010609i,0.00025855-9.4832e-05i,-0.00038815+0.0010061i
-0.00030876-8.3139e-05i,-0.0011646-6.9659e-05i,-0.0013212+0.0011031i,-0.00021565+0.0017963i,6.3722e-05+0.0014696i,-0.0013257+0.0011945i,-0.0013372+0.0011453i,-0.00019024+0.00041958i,0.00021323-0.00041293i,0.00025555-0.00011855i,0.00011404+0.00083509i,2.6538e-05+0.00063483i,-0.00040341-3.7569e-05i,-0.00041278-0.00061223i,-0.0001921-0.00062872i,2.6908e-05-0.00051423i,-0.00044692-0.0013246i,-0.00097624-0.00097656i,-0.00036076-0.00019008i,5.419e-05-0.00043354i,-0.0002371-0.0005673i,-0.00043082+0.00019414i,-0.00036368+0.00017516i
0.0017042+0.00052404i,0.0016872+0.00078666i,0.0016001+0.00047362i,0.0013561+4.4573e-05i,0.00043224-0.00035316i,-0.0007863+0.00068233i,-0.00036574+0.0014847i,-0.00021688+0.0010897i,-0.00067827+0.0006566i,0.00016509-0.00028065i,0.00060178-0.00051523i,0.0011337-0.00023956i,0.0011706-0.00079844i,0.00038241-0.00081688i,9.8222e-05-0.00047608i,0.0007586-0.00058755i,0.00067732-0.00051011i,-9.5722e-05-0.00030875i,-0.00069416-6.6389e-06i,-0.00082944-7.6697e-05i,-0.00049928-0.00021113i,0.00030469-0.00012946i,0.00032961+0.00011746i
0.00074841-0.0005572i,-7.3754e-05-0.0011807i,-0.00076738-0.0015465i,-0.0017587-0.0012144i,-0.0022178-0.00069075i,-0.0015575-0.00041915i,-0.00027244+0.00013851i,0.00032968+0.00072849i,0.0004717+0.00039555i,0.00024562-0.00081737i,0.00021509-0.0014563i,0.00025463-0.0012226i,-0.00037327-0.0015451i,-0.00095401-0.0013602i,-0.00060839-0.00072005i,-6.9091e-06-0.00037862i,-0.00021282-1.1423e-05i,-0.00057234+0.00024975i,-0.00027059+0.00037479i,0.0003334+0.00028841i,0.00042701-0.0001062i,0.0005879-0.00027513i,7.1523e-05-0.00019037i
3.2217e-06-4.7555e-05i,-0.0019191+0.00037342i,-0.0024363+0.00022162i,-0.0011143-0.00022133i,-0.00049128+0.00061508i,-0.0010147+0.0013807i,-0.0012373+0.0013576i,-0.00080224+0.00057829i,-0.0012086-2.5631e-05i,-0.0011319+3.3474e-05i,-0.00074714-0.00042236i,-0.00014273-0.0003101i,-0.00025592+0.00026533i,-0.00073702+0.00042822i,-0.00049841-0.00058044i,-0.00013605-0.001215i,0.00015725-0.00089263i,-9.8622e-06-0.0010553i,-0.00012755-0.00088656i,7.691e-08-0.00045575i,-3.2625e-05-1.6286e-05i,0.00042936+1.469e-05i,0.0010673-5.8231e-05i
-0.00068728-0.0017461i,-0.00012202-0.0020328i,0.00046664-0.0016874i,0.00047831-0.00074577i,0.00012355+0.00042716i,0.00014134+0.0012719i,-0.00045436+0.0012308i,-0.000885+0.0011657i,-0.00058444+0.00082743i,4.8543e-05+0.00017875i,5.3297e-05+0.0003952i,-0.00024935+0.00066822i,-0.00029521+0.00032882i,-0.00076652-0.00065393i,-0.00060297-0.0011394i,0.00020206-0.00078135i,-0.00056811-0.0006741i,-0.0011987-0.00093628i,-0.0010295-0.00029527i,-0.001319+0.00035025i,-0.0012905+0.00039848i,-0.0012698+0.00027868i,-0.0015407+0.00048069i
-0.00016319-0.001945i,-0.0017753-0.0020162i,-0.0021842-0.0020096i,-0.0024852-0.00092216i,-0.0024697-0.00015691i,-0.0014944+0.0012664i,-0.00076037+0.0016404i,-0.00067672+0.00041334i,-0.00051897-0.00055507i,-0.00074764-0.00098844i,-0.00057843-0.0011056i,0.00013324-0.00046793i,-0.00040562-0.00013523i,-0.0003777-0.00039542i,-2.3338e-05+0.00065864i,1.8709e-05+0.0010027i,0.00035982+0.00035731i,-0.00057397+0.00022128i,-0.00044695+0.00061286i,0.00021681+0.00033184i,0.00033406-3.5433e-05i,0.00086481-0.00022347i,0.00065206-7.292e-05i
0.0011389-8.4637e-05i,-0.00087703-0.0013199i,-0.00011905-0.0016745i,0.0011689-0.0012272i,0.00028495-0.00055876i,-0.0012416-0.00045295i,-0.0011204-1.6206e-05i,0.00013192+0.00045986i,0.00041925+0.0004159i,0.00018898-0.00011367i,0.000339-0.0011559i,0.0004958-0.00061224i,-0.00018002+0.00032411i,-0.00048245+0.00031282i,-0.00039285-0.00010378i,-0.00044334-0.00040428i,-0.00033762-0.00062688i,-0.00053461-0.0010281i,-0.00032175-0.00080748i,-0.00027309+8.7484e-05i,-0.00087588+0.00035645i,-0.00096133-6.5081e-05i,-0.00052403-7.4561e-05i
-0.0015046-0.0016145i,-0.0019925-0.0018797i,-0.0014264-0.00063064i,-0.00063229+0.0010386i,-0.0013395+0.001668i,-0.00071544+0.0008133i,-5.4022e-06+0.0011514i,0.00017614+0.0017116i,-0.00018095+0.00089247i,-0.00038223-0.00032785i,-0.00024835-0.00065972i,0.00019375-0.00036632i,0.00027578-9.3664e-06i,-0.00018128-0.00015308i,-0.00046088-7.9174e-05i,-0.0001135+0.00018596i,-4.4669e-05-4.1107e-05i,-0.00052149-0.00037782i,-0.00012349-0.00053136i,0.00049945+8.6344e-05i,0.00073216+0.00070538i,0.00050255+0.00091096i,0.00033496+0.00095214i
-0.0012421+0.0019899i,-0.0010916+0.0017655i,-0.0012495+0.0025841i,-0.00070772+0.0016169i,-0.0002486+4.6438e-05i,-0.00061741-0.00015088i,-0.00086668+0.00031444i,-0.001013-0.0001075i,-0.0010483-0.00072114i,-0.00044812-0.00028676i,9.0603e-05+0.00021158i,0.00023319-0.00062589i,0.00012068-0.0013538i,0.0005538-0.00087239i,0.00088751-0.00028246i,0.00039425-0.00073282i,0.00015498-0.0013231i,0.00071802-0.0015058i,0.00080696-0.0015211i,0.00068363-0.0012425i,0.00022839-0.00076141i,-0.0005134+0.00026619i,-0.0006405+0.0007755i
-0.00041492-0.00096413i,-0.0010119-0.001612i,-0.00079529-0.00096883i,-0.00064991-0.0004131i,-0.0016411+4.6568e-05i,-0.0021896+0.00069716i,-0.0021469+0.0008089i,-0.0015846+0.00024993i,-0.00071668-1.1021e-05i,-8.0708e-05+0.00062421i,-9.3745e-06+0.0005144i,-0.00022487-0.00024996i,-0.0001901+0.00020926i,-0.00052283+0.00044458i,-0.00015668+0.00021783i,-3.004e-05+6.3586e-05i,-0.0005279-0.00036428i,-0.0013166-0.00080068i,-0.0012907-0.0006346i,-0.0008131+0.00036026i,-0.00081635+0.0010338i,-0.00047322+0.0009414i,0.00071625+0.00054412i
-0.00026318+0.0001599i,-0.00021204+0.00039332i,-0.0015364+0.00078295i,-0.0012466+0.00091704i,7.0125e-05+0.0012564i,-0.00041079+0.0008091i,-0.00089252+0.00046665i,-6.1671e-05+0.00033906i,0.00058602-0.00012786i,0.00083778+0.0004283i,0.00057115+0.00066175i,7.1621e-05+4.9951e-05i,0.00035526-0.00057806i,0.00019067-0.0008456i,-0.00027443-8.795e-05i,-0.00025688+0.0005111i,-0.0001796-1.2647e-05i,-0.0005274-0.0005157i,-0.00070836-5.8339e-05i,-0.00041481+0.00021829i,5.9818e-05+0.00028713i,0.00055255+0.00041512i,0.00060345+0.00062167i
0.00047057-0.00016713i,0.0001507-0.00034684i,-0.00028026+0.00016862i,-0.00036194+0.00061449i,-0.00050012+0.00017109i,-0.0006144+0.00018918i,-0.00016662+0.00063014i,-0.00011945+0.0011529i,-0.00063098+0.00066515i,-0.00047079-0.00021658i,-0.00032441-6.0178e-05i,-0.00050183-0.00042669i,-0.0003705-0.00021728i,-5.7395e-05+0.00011117i,0.00021902-2.2126e-05i,-4.1187e-05+0.00020315i,0.00041953-0.00075679i,0.00054822-0.000946i,5.5879e-05-3.5731e-05i,0.00043373+0.00045445i,0.00095899+0.00096653i,0.00090063+0.0012222i,0.0006865+0.00080326i
-0.00018558-0.0019284i,-0.00030481-0.0015914i,-0.001017-0.0007935i,-0.0011562-0.00081048i,-0.0019942-0.00036967i,-0.0019285+0.00016784i,-0.000414+0.000382i,0.00026615-0.00047462i,-0.00014844-0.0011484i,-0.00058944-0.00049868i,-0.00022211+0.00017592i,6.3669e-05+0.000608i,-0.00055517+9.0359e-05i,-0.001464-0.00074555i,-0.0013141-0.0004838i,-0.00038344+0.00019328i,-0.00050853+0.00041868i,-0.00070886-7.2534e-05i,-0.00019542-0.00024726i,0.000173-0.00012898i,0.00028703+6.2145e-05i,0.00018137+0.0005208i,-2.9711e-06+0.00064554i
4.6651e-05-0.00015517i,-0.00038131-0.00011223i,-0.00023946+0.00058566i,-0.00065945+0.00054888i,-0.00067831+0.00030757i,-0.0010816+0.00049839i,-0.0013459+0.00061078i,-0.0011902+0.00017455i,-0.00030963-0.00064368i,0.00042343-0.0015159i,0.00016345-0.001042i,4.8478e-05-0.00032394i,-5.0515e-05-0.00064432i,1.6955e-05-0.00055998i,-0.00030099-0.00014711i,-9.1273e-05-0.00043836i,0.00040492-0.0013859i,-0.00012153-0.0014715i,0.00013823-0.00011102i,0.00043178+2.1546e-05i,-4.322e-05-2.3477e-05i,-0.00029152+7.136e-05i,6.8228e-05-0.00013512i
-0.0017032+0.00096189i,-0.0020582+0.00020123i,-0.0016737+0.0011946i,-0.0012159+0.0015929i,-0.0008774+0.0010708i,-0.0010498+0.00056996i,-0.0009392+0.0012062i,-0.00046553+0.0015202i,-0.00027856+0.00087676i,-0.00022701+0.00033894i,0.00013032-0.00037858i,0.00025689-0.00053837i,-1.3149e-05-3.0203e-05i,-0.00019987-0.00054149i,-0.00034509-0.0016148i,0.00013986-0.0013703i,0.00030572-0.00059617i,0.00028833+0.00023347i,-0.00017358+0.00085962i,-0.00059593+0.00057408i,-0.0003565+0.00043546i,0.0002718-0.00042032i,0.00051297-0.00053818i
0.00085504+0.0013499i,0.00065574+0.00047451i,0.0016004+0.00016968i,0.0017559+0.00035332i,0.00033039+0.00039414i,-0.00060816+0.00052931i,-0.00068962+0.00027017i,-0.00063319-0.00027032i,-0.00044795-0.00087804i,8.0643e-05-0.0012665i,0.00086184-0.00128i,0.00074633-0.00047119i,8.0226e-05+0.00025586i,0.00036626-5.6767e-05i,0.00062936-0.00050708i,9.8325e-05+4.5733e-05i,3.8223e-05+0.00019811i,-2.9277e-05+0.00028667i,-0.00024871+0.00086384i,-0.00050893+0.00049533i,-6.2797e-05+9.1181e-05i,0.00021385-0.00034707i,0.00012145-0.00091977i
0.0011175+0.0013705i,0.0010913+0.00048153i,-3.6153e-05+0.00050461i,-0.0011757+0.00015075i,-0.0015569-0.00084467i,-0.0018164-0.0010233i,-0.0013257+2.2202e-05i,-0.00090041+0.00038647i,-2.3466e-05-1.8568e-05i,0.0010503-3.677e-05i,0.00070407+0.00035762i,0.00010694-8.0744e-05i,-0.0001107-0.00066412i,-0.00019867-0.00020267i,0.00056123+9.8805e-05i,0.00046697-0.00024898i,-0.00032115-0.00047689i,-0.00015873+0.00019797i,-1.6892e-05+0.00079417i,-0.00020663-0.00010261i,-0.0001506-0.00069723i,-0.00035271+0.00045607i,-0.00053595+0.00036038i
-0.00045194+0.0014681i,-0.00033731+0.0011962i,-0.0001064+0.001679i,0.00014452+0.0012403i,-0.00021701+0.0010629i,-0.00087669+0.0011476i,-0.00077451+0.001224i,-0.00017498+0.00091041i,-0.00014206-0.00034918i,-0.00039174-0.00069533i,-0.00068658-0.000244i,-0.00041711+0.0001369i,0.0002069+4.9744e-05i,0.0001659-0.00041872i,-0.00012171-0.00051293i,-0.00042598-0.00044182i,-0.00026599-0.00040597i,-0.00035971+4.1315e-05i,-0.00065846+5.0557e-05i,-0.00012318-0.00066076i,0.00029072-0.00090446i,0.00049476-0.00021776i,0.00021131-0.00020442i
0.00021324-0.0015237i,0.00047512-0.00036687i,0.000246-0.00013508i,0.00032057-7.3746e-05i,-0.00042587+0.0010682i,-0.0013733+0.0012552i,-0.000767+0.00050471i,-0.00034316+2.3947e-05i,-0.00019172-0.00035597i,1.6546e-05-5.4084e-05i,-1.1503e-05-0.00017442i,0.0005781-0.00075233i,0.00039296-0.00048982i,-5.9091e-05+3.9628e-05i,0.00011865+0.00058984i,-0.00020924+3.7362e-05i,-0.00021259-0.00034129i,-0.00086385-0.00054903i,-0.00034615-0.0010963i,0.00035375-0.0013068i,-0.00058966-0.0010118i,-0.00045098-0.00049524i,0.00065411-7.7655e-05i
-0.0021715-0.00032432i,-0.0027349+0.000167i,-0.0032824-0.00013425i,-0.002612-0.0003234i,-0.0013635+0.00084102i,-0.00082393+0.0014137i,-0.00060113+0.00031513i,4.8617e-05+4.1967e-05i,0.00019023+0.00028327i,6.888e-06+0.00074924i,7.4534e-05+0.00040275i,0.00016009-0.00018147i,-0.00083589+0.00021575i,-0.00050062+0.00090191i,0.00041981+0.0014384i,-0.00086141+0.00073898i,-0.0012175-0.00065442i,-0.00073784-0.0007861i,-9.8707e-05+0.00012705i,0.00052837-5.4689e-05i,-0.00027995-0.00038415i,-0.00088543-0.0005349i,-0.00016256+0.00014679i
0.00044197+0.00080754i,0.00025087+0.0012106i,0.0011444+0.0025143i,0.0011986+0.0022812i,7.2158e-05+0.0013454i,-0.00071821-6.9063e-05i,-0.0008072-4.2469e-05i,-0.00036067-0.00015679i,0.00033447-0.00064112i,0.00089447-0.0008158i,0.00090753-0.00063794i,0.00018663-0.00074175i,-0.00045552-0.00090191i,-0.00035734-0.00068053i,-0.00022442-0.000868i,5.5318e-05-0.00086582i,-9.1763e-05-0.00062835i,-0.00076421-0.00058145i,-0.00096463+6.0242e-05i,-0.00022231+0.0002627i,0.00038024+0.00056602i,-0.0001424+0.0004082i,-0.00018923+0.00014862i
0.00060349+0.00067652i,0.00012791-0.0002058i,-1.9742e-05+0.00025461i,0.00018795+0.00060715i,-0.00085453+0.00056357i,-0.0015757+0.00065898i,-0.0012004+0.0011647i,-0.0011871+0.00076851i,-0.00084119-0.00049163i,-0.00010591-0.0011739i,0.00050605-0.0012747i,0.00046307-0.001318i,-0.00018722-0.00066315i,-0.00035711+0.00042102i,-0.00016228+0.0010535i,-3.9579e-05+0.00075989i,1.4109e-05-0.00037186i,0.00027731-0.0010231i,0.00020611-0.00057787i,9.128e-05+0.00028709i,-0.00035246+0.00064638i,-0.00040736+0.00029087i,-0.00045251+0.00010914i
0.0012706+0.00019212i,0.00061308+0.00023458i,0.00065873+9.5991e-05i,0.00065582+0.00014108i,1.0494e-05-0.00019085i,-0.00055483+0.0010303i,-0.00083463+0.0015833i,-0.0007029+0.00038777i,9.6782e-06-0.00029886i,0.00030742-0.00032129i,2.4162e-05-0.00034549i,-0.0002224-0.00024881i,-0.00064813-0.00045841i,-0.00087441-0.00070788i,-0.00039106-0.00041249i,-0.00028389-7.5285e-05i,-0.00034819-0.00042291i,6.431e-05-0.00027672i,0.00023333-0.00040771i,-0.00020831-0.0011467i,-0.0003236-0.00064895i,-1.1164e-05-0.000633i,0.00017675-0.00038182i
-0.00015088-0.00032166i,-0.00061503-0.00052923i,-0.0021984-0.00011769i,-0.0023845-0.00046733i,-0.001667-0.0001835i,-0.001304+0.00041965i,-0.001499+0.0014838i,-0.0015803+0.0016072i,-0.00054487+0.00038417i,0.00077547-0.00050112i,0.00088129-0.00035678i,3.6671e-05+0.0002354i,-7.4728e-05-5.3998e-05i,0.00013382-0.00039667i,8.0538e-05+0.00022953i,-0.00020277+0.0002101i,-6.9774e-06-0.0004858i,0.00032653-0.0007596i,0.00040147-0.00048719i,0.00030535+0.00025311i,9.2301e-05+0.00059494i,0.00019451+0.00024383i,0.00056666-0.00016002i
-0.0030273-0.00017582i,-0.0020141+0.00017181i,-0.0011443+0.0010737i,-0.00039598+0.0011223i,-0.00050308+0.0011841i,-0.0011187+0.0018675i,-0.0014959+0.0015865i,-0.0014832+0.00072149i,-0.00077301-7.9152e-06i,-0.00011659-0.00092296i,0.00020836-0.0013181i,0.00047655-0.00076059i,0.00017821-0.00041985i,-0.00039229-0.00024248i,-0.00059101+5.9619e-05i,-0.00059373+0.00028375i,-0.00078889-5.3408e-05i,-0.00090984-0.00069457i,-0.00029912-0.00094651i,0.00083748-0.00044209i,0.0004904-9.3811e-05i,-0.00070464+7.6073e-05i,-0.0010279+0.00013483i
7.3626e-05+0.00039699i,-0.00061032-0.0010289i,-0.00080082-0.0012263i,-0.0015166-0.00062953i,-0.0014196-0.00088437i,-0.001805-0.00070076i,-0.0015685-0.00038303i,-0.00033122-0.00064809i,1.7133e-05-0.00086586i,-0.00047429-0.00057452i,-0.00026193-0.00015847i,2.1693e-05-0.00026002i,-0.00016119-0.00022775i,-0.00024013-0.000518i,0.0002617-0.00096976i,0.00011956-0.00090954i,-0.0010817-0.00053102i,-0.0013569-0.00035426i,-0.0010022-0.00019879i,-0.00043902+0.00013076i,-0.00015968-7.4138e-05i,-0.00015222-0.00030002i,-0.00018199-0.0001721i
