0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
1.7406e-05+0.0011275i,0.00070269+0.0010085i,0.0015791+0.00025989i,0.0019234-0.00095863i,0.0019564+0.00053136i,0.0020561+0.0020396i,0.0021681+0.0011831i,0.0021876-0.00047613i,0.0024508-0.0011858i,0.002916-0.0010729i,0.0024012-0.00092647i,0.00077066-0.00090843i,-2.1171e-05-0.00060991i,-0.00017554+5.6268e-05i,4.9589e-05-0.00027476i,-0.00021364-0.00063439i,-0.00096663+3.4782e-05i,-0.0011491+0.00062479i,-0.00060972+0.00083408i,-0.0004835+0.000359i,-0.00059604+3.7795e-05i,0.00013845+0.00022202i,0.00047883+0.00050042i
0.0026209-0.0017651i,0.0022183-0.0021521i,0.0020073-0.0027601i,0.00094631-0.0017073i,6.6844e-05+0.00085203i,0.00073594+0.0029807i,0.0016586+0.0019351i,0.0026705-0.00075657i,0.0036616-0.001962i,0.0030771-0.0010566i,0.0015275+0.00016529i,0.00075005-0.00019547i,0.00057477-0.00089183i,0.00023765-0.00088984i,0.00018382-0.00076982i,0.00071904-0.00018937i,0.0011356+0.00027662i,-0.0005847-0.00031984i,-0.001779-0.0005467i,-0.00048231+0.00030797i,0.0012946+0.0010073i,0.0015971+0.0008135i,0.00059936+0.0001915i
-0.0010966-0.0022232i,-0.0015728-0.0026696i,-0.0014687-0.0021405i,-0.0019111-0.00012407i,-0.0026305+0.002645i,-0.0012873+0.0050299i,0.00085959+0.0047683i,0.002039+0.0032257i,0.001932+0.0021922i,0.00054779+0.00055598i,-0.00063505+9.8776e-05i,-0.001363+0.0016082i,-0.0011298+0.0015137i,-0.00077204+0.00098584i,-3.4407e-05+0.0010697i,0.0011597+0.00020788i,0.00081135-0.00063983i,-5.0954e-05-0.00071989i,-0.00038911-0.00034094i,-0.00051471-7.1124e-05i,-0.00023642+2.366e-05i,-0.00086558-0.00015239i,-0.0015389+0.00073984i
0.00090966-1.438e-05i,5.0938e-05+0.00058694i,-0.00060534+0.0010236i,-0.00088838+0.0010623i,-0.00066463+0.0018289i,0.00023271+0.0030617i,0.0014705+0.0028698i,0.0020838+0.0016203i,0.0015373+0.00036138i,0.0010712-0.00013695i,-0.00017251-0.00052766i,-0.0009439-0.00049956i,-0.000544-0.00017121i,-0.00081534-0.00020403i,-0.0011492-0.00015063i,-0.00048459+0.0002829i,0.00035896+0.00025342i,0.00017908+0.00029648i,-0.00050761+0.00020008i,-0.00083212+0.00010611i,-0.00028556+0.00046832i,0.00023939+0.00015972i,0.00057412-0.00041604i
0.0017155+0.00075i,0.0026628-0.00016389i,0.0024509-0.0007573i,0.0018328-0.00034841i,0.0011934+0.0017893i,0.00061958+0.0028442i,0.0012643+0.0021828i,0.0019031-0.0002314i,0.0025587-0.0022106i,0.0028387-0.0021262i,0.0016377-0.0019671i,0.00032892-0.0019504i,-0.00049562-0.0016354i,0.00012313-0.0015012i,0.00084707-0.00027896i,0.00028755+0.00042921i,-0.00051424+0.00077046i,-0.00084915+0.00033549i,-0.00054402-0.00059062i,-0.00021229-0.0002576i,-0.00011459+0.00061159i,-3.4403e-05+0.00018415i,-0.00026322-0.00065067i
-0.00010289-0.00074527i,0.00029852-0.001021i,0.00044072-5.3278e-06i,-0.0019899+0.0014092i,-0.0026385+0.0022591i,-0.00068223+0.0031342i,0.0011182+0.0029419i,0.0020882+0.0008477i,0.0027411+0.00028316i,0.0022879+0.0013342i,0.0021435+0.00092496i,0.002386+0.00030451i,0.0022276-0.00015048i,0.0015724-0.00035372i,0.0014045-0.00074543i,0.0019632-0.00089857i,0.0013388-0.00025347i,0.00019941-9.9432e-05i,-0.00016754-0.0001415i,0.00021698+0.00016393i,0.00015298+0.0010389i,4.3409e-05+0.0012798i,0.00030882+0.00042288i
0.00037283+0.00058135i,0.001042+0.0006452i,0.0019407+0.00096001i,0.0010721+0.0012384i,-0.00028392+0.0017883i,4.5199e-06+0.0022295i,0.0010863+0.0019839i,0.0023663+0.00097893i,0.0021162+0.00047984i,0.00070825+0.0011404i,-0.00027679+0.0020831i,-0.00058896+0.00223i,0.00036076+0.0017972i,0.0011129+0.0015201i,0.00085269+0.00080195i,0.00040635-0.00026009i,-7.1206e-05-0.00071641i,-0.00036098-0.00038461i,-0.00046975+0.00015086i,-0.00065367+0.00014329i,-0.0002924-0.00046232i,0.00019606-0.00084463i,0.00045524-0.00094713i
-0.0005445-0.00059827i,-0.0003053-0.0003305i,-0.0010482+0.0011505i,-0.0012042+0.0023278i,-0.0009422+0.0031341i,0.0010204+0.0039662i,0.0020281+0.0034923i,0.0019083+0.0015698i,0.0014592-0.00042884i,0.00064568-0.0015701i,-0.00076466-0.0018379i,-0.0011948-0.00053375i,-0.00056641+0.00072989i,-0.00024213+0.00093936i,8.293e-05+0.0010241i,0.00082909+0.0013407i,0.00098687+0.00077735i,0.00058217-0.00026019i,0.00057061-0.0003357i,0.00019576+0.0001972i,0.00036585+0.00072478i,0.00023355+4.3567e-05i,2.2906e-05-0.0008773i
0.0017698+0.0011174i,0.0023619+0.0012528i,0.0027862+0.0010821i,0.0015139+0.00079067i,0.00080848+0.0018455i,0.00079468+0.0028194i,0.0013995+0.0021976i,0.002052+0.00057841i,0.0028966-0.00098152i,0.0036991-0.0020204i,0.002927-0.00238i,0.0014148-0.0021688i,-9.8664e-05-0.0012353i,-0.00076584-0.00069611i,-0.00098705-0.00065269i,-0.0012266-0.00045604i,-0.00040986+0.00025807i,0.00066395+0.00046132i,0.00076354+0.00019995i,0.0003136+0.00051865i,6.0519e-05+0.00073924i,-0.00017167+0.00023326i,-0.00048143-0.00016415i
0.0026281+0.0010073i,0.0030351+0.0012463i,0.0051402-0.00015246i,0.0048036-0.0005669i,0.0022652+0.00046476i,0.00020384+0.0026313i,0.0012152+0.0032152i,0.0035187+0.0012627i,0.0034825-0.00012497i,0.0022826-0.00042522i,0.0020896-0.00084411i,0.0021202-0.0012892i,0.0022931-0.0021329i,0.0017895-0.0025631i,0.00053326-0.0020509i,0.00030415-0.0013244i,0.00022807-0.0006034i,-0.00030305-0.00043879i,-0.00075322-0.00048024i,-0.00050823-5.8759e-06i,0.00034162+0.0006406i,5.2169e-05+0.00085817i,-0.00016415+0.0011977i
0.0014351-0.0023371i,0.00028232-0.0023129i,-0.0011134-0.0014071i,-0.002191-0.0001294i,-0.0029399+0.00074825i,-0.0015841+0.0022075i,0.00086066+0.0022837i,0.0022328+0.0014285i,0.0020193+0.0014814i,0.00025201+0.0017146i,-0.00070127+0.0018202i,-0.00024101+0.0020915i,0.0002661+0.0019616i,0.00048453+0.0010953i,0.00074539+0.00013667i,0.0010825-7.48e-05i,0.001338+9.6662e-05i,0.00091611-0.00029616i,0.00021774-0.00027329i,-5.7987e-05+0.0011077i,0.00035795+0.0019266i,0.00059398+0.0015204i,-4.3143e-05+0.00058096i
0.0017579-0.00033447i,0.0019557-0.00065679i,0.0025601-0.0010773i,0.0011871-0.00071626i,-4.2161e-05+0.0011418i,-0.00028043+0.0032761i,0.00039666+0.0032352i,0.0008856+0.0011833i,0.00034235-0.00035556i,-0.00035148-0.0013758i,-0.0012345-0.00172i,-0.0017856-0.00055822i,-0.0016245+0.00043923i,-0.00069513+0.00062305i,-0.00017568+0.00076204i,0.00019884+0.00017615i,0.00029896+0.00010265i,-0.00050114+0.0010529i,-0.00059199+0.0011398i,-0.00027375+0.0004707i,-0.00030681+0.0001333i,0.0002646-0.00031355i,0.00065886-0.00014877i
0.0017111+0.00095505i,0.003251+0.0013359i,0.0034943+0.00061895i,0.0027553+0.00077257i,0.0022045+0.0018095i,0.0021243+0.0024565i,0.0022073+0.0022464i,0.0033109+0.00040637i,0.0046506-0.0014619i,0.0038251-0.0022797i,0.0020717-0.002552i,0.00062109-0.0023995i,-0.00036942-0.0016546i,3.8893e-05-0.0010224i,0.00031331-0.00072809i,0.00014916-0.00027245i,-0.00048938+0.00034481i,-0.00077176+0.0002354i,0.00020485-8.4814e-05i,0.00032551+0.00020499i,0.00010313+0.00022357i,0.0009658+0.00038572i,0.0017323+0.00028264i
0.0016626-0.0022345i,-4.4566e-05-0.0018984i,-0.00074276-0.0019568i,-0.0015401-0.00053882i,-0.0023152+0.0022855i,-0.0014601+0.0038243i,8.3002e-06+0.0024073i,0.001236+0.00024054i,0.0025191-0.0011627i,0.002704-0.0010503i,0.001434-0.0008293i,0.00036961-0.001521i,-4.4624e-05-0.0018783i,-0.00033629-0.0018888i,-0.00055151-0.0014401i,0.00010842-0.00050862i,0.00057309-0.00014767i,-0.00022039-0.00044807i,-0.00039144-0.00019411i,-0.0001231+0.00032533i,-0.00010235+0.00051979i,-0.00019298+0.00043529i,-0.00043581-0.00011376i
-0.0016103+0.0010269i,-0.0015672+0.00064201i,-0.00041467-0.00011945i,0.00050462+8.7474e-05i,0.001014+0.0012565i,0.0014522+0.0031257i,0.0011105+0.0032283i,0.0017566+0.001048i,0.0019452+0.00079708i,0.001042+0.0023499i,0.00091627+0.0028054i,0.0011983+0.0019543i,0.00128+0.0020177i,0.0010287+0.0020685i,0.00097347+0.0012026i,0.00095263+0.00070872i,0.00040211+0.00070599i,-0.00055875+0.0012526i,-0.0013942+0.0012044i,-0.0011435+0.00042193i,-0.00034114+0.00094176i,-0.00035452+0.0013854i,-0.00037578+0.00052861i
-0.0019176+0.00016192i,-0.002782+8.2662e-05i,-0.0032174+0.00082643i,-0.0025846+0.0020482i,-0.0015017+0.0036244i,-0.00020314+0.0046192i,0.0016412+0.0026831i,0.0019551+0.00092155i,0.00079479+0.00032529i,5.5806e-05+0.00027314i,-0.00069022+0.00075508i,-0.0015435+0.001282i,-0.0019096+0.0016826i,-0.0013875+0.00047536i,0.00029792-0.00011955i,0.00010634+4.6547e-05i,-0.00095844-0.00074525i,-0.001201-0.0010187i,-0.0010427-0.00081594i,-0.00084451+0.00053139i,-0.00050962+0.0012245i,0.00028444+0.0011099i,0.00052723+0.0015174i
0.0013758+0.0020391i,0.0011833+0.0027943i,0.0012582+0.003355i,0.0010522+0.0034508i,0.00057132+0.0032233i,0.00085685+0.002527i,0.0013277+0.0016518i,0.001703-0.00011145i,0.0023889-0.0019164i,0.0016515-0.002235i,0.00014323-0.0022934i,-0.00051061-0.001957i,-0.00062992-0.00088986i,-0.00099235-0.0006908i,-0.00097362-0.00087413i,-0.00057981-0.00031061i,-0.00053636-0.00015682i,-0.00018863-0.00031753i,0.00039124-0.0004037i,0.00062299-3.7472e-05i,0.0005303+0.00031436i,0.00069608+0.00017116i,0.00093678+0.0001697i
0.00039628+0.00037216i,0.0015927+0.00046363i,0.0027499+0.00088603i,0.0029797+0.0014261i,0.0031828+0.0019036i,0.0024751+0.0022918i,0.0023159+0.0025417i,0.0030989+0.0018575i,0.0033933+0.0012536i,0.0035334+0.00060368i,0.0029374-0.00020894i,0.0012105-0.00053764i,0.0004558-0.0011262i,0.00052441-0.001666i,0.00042891-0.001741i,0.00037165-0.0012507i,0.00041314-0.0011086i,0.00061709-0.00072091i,0.0009004-0.00021708i,0.00050391-6.0767e-06i,-0.00012812+0.0012385i,-0.00029133+0.0023702i,-0.00016493+0.0016751i
-0.0018006+0.00087134i,-0.0026519+0.0022897i,-0.0026048+0.0022479i,-0.0021971+0.0025217i,-0.0015659+0.0037606i,-0.00023592+0.0046292i,0.00072809+0.0030335i,0.0020861+0.0012541i,0.0030689+0.0011084i,0.0024253+0.0010803i,0.0016623+0.00059907i,0.0013065+0.00055965i,0.0015662+0.0007001i,0.0017524+0.00040611i,0.001223-0.00073168i,0.00054114-0.00094888i,-3.6684e-05-0.00012265i,-0.00045944-0.00036788i,-0.00089552-0.00028557i,-0.00064138+0.00071873i,0.00029971+0.00097123i,-0.0003384+0.0006894i,-0.00073175+0.00059123i
0.0013282-0.0011652i,0.0023629-0.0012469i,0.0020711-0.0008637i,0.0010936+0.00014714i,0.0012906+0.0012563i,0.0020244+0.0017576i,0.0025075+0.0012101i,0.0019679-0.00019137i,0.00041199-0.0012597i,-0.00053205-0.0012266i,-0.00071429-0.00068474i,-0.00052865+0.00042676i,-0.00018802+0.00068875i,-0.00023836-0.00015544i,-2.7664e-05+0.00026531i,-0.00044458+0.00068762i,-0.00087631+6.8154e-05i,-0.00068124-0.00035213i,-0.00080177-0.00024617i,-0.0011244-3.1054e-05i,-0.00054579+0.00016984i,3.358e-05+0.00015045i,-6.0877e-05-1.2637e-05i
-0.0017032-1.7791e-05i,-0.0006553+8.6303e-05i,-0.0013274-0.00079826i,-0.001334+0.00010621i,-0.00013494+0.0031346i,1.8196e-05+0.0041754i,-0.0001181+0.0026684i,0.0002642+0.00074364i,0.0012475-0.00056405i,0.0014138-0.0017429i,0.0001514-0.0017932i,-0.00073508-0.00047905i,-0.0010463+0.00062291i,-0.0008096+0.00070362i,0.00019256+0.00033717i,0.00035197+0.00025006i,-0.00046914-0.00053981i,-0.00063146-0.00062273i,-0.00045071-0.00066525i,-0.00050833-0.0006538i,-0.00023522+3.7516e-05i,-0.00027449+0.00060345i,-0.00071859+0.0002586i
-0.00086866+0.00076576i,0.00071267+0.00022096i,-0.0003085-0.00054662i,-0.0013176+0.00093871i,-0.00068894+0.002593i,0.00018131+0.0028875i,0.0014515+0.0023789i,0.0024925+0.00077554i,0.0028747-0.00017452i,0.0023436-8.347e-05i,0.0014505-0.00013397i,0.00055169-0.00072344i,-0.00030206-0.0013189i,-0.00061595-0.0014009i,0.00039221-0.00053263i,0.00075784+0.00018308i,0.00025388-0.00037861i,-0.00023525-0.00050236i,-0.00043192-0.00021871i,0.00041169-0.00019849i,0.00064515-0.00021037i,-6.75e-05+0.00075187i,-0.00024179+0.00084355i
0.00019456+0.0011174i,0.0001698+0.00017112i,9.9338e-05+0.00094857i,0.0003891+0.00067927i,0.0018511+0.00026515i,0.0029737+0.00054835i,0.0030728+0.0010187i,0.0032668+0.00075656i,0.0031402+0.0002457i,0.0025037+0.0003912i,0.0013725+0.00041157i,0.00068037+0.000274i,0.001125-0.00014434i,0.0014803-0.00033052i,0.001008-0.00014086i,0.00028011-0.00020884i,8.2294e-05-0.00076767i,0.00016811-0.00090399i,-0.00045775+1.7505e-06i,-0.0013238+0.0010737i,-0.0010363+0.0014466i,0.00016944+0.00076793i,0.00066697+0.00013398i
-0.0021611-0.001424i,-0.0027828-0.0020404i,-0.0031367-0.0015822i,-0.0038956+0.0011103i,-0.0037048+0.0039094i,-0.0029353+0.0047372i,-0.0015698+0.0035789i,-0.00016572+0.0016082i,0.00028012+0.00056803i,0.00017951+0.00049381i,-0.00045578+0.00018049i,-0.0010997+0.00049563i,-0.00085321+0.0013464i,-0.00054275+0.0020365i,0.00020326+0.0018372i,0.00080191+0.00095773i,0.00027703+0.00037629i,-0.00026274-0.0005994i,-0.00074275-0.0010834i,-0.0011048-0.00050643i,0.0004456-0.00065095i,0.0016975-0.00017945i,0.0012475+0.00081548i
0.0018006+0.0022401i,0.0021283+0.003109i,0.0029115+0.0030719i,0.0013742+0.0028291i,0.00031276+0.0024564i,0.00095944+0.0028394i,0.0015411+0.0028351i,0.0019455+0.001492i,0.0019134+0.00050445i,0.0014309-0.00081209i,0.00040012-0.0011812i,-0.0004081-0.00024929i,0.00012816-0.0007626i,0.00057737-0.00095389i,0.00035304+0.00028666i,0.00033766+0.00010921i,-0.00048934-0.00094451i,-0.00055404-0.0015592i,-0.00013216-0.001224i,-0.00084896-0.00095718i,-0.00070172-0.00066632i,0.00022879-4.0111e-05i,-9.5463e-05+0.00052463i
0.003147-0.0023103i,0.0038166-0.0030395i,0.0030854-0.0040618i,0.0028587-0.0026757i,0.0018217-0.00035088i,0.0004868+0.00033425i,0.0017346+0.00032384i,0.0028942-0.00032738i,0.0034953-0.0011129i,0.0030994-0.0013229i,0.0012881-0.0018396i,-4.8026e-05-0.0018128i,5.7314e-06-0.0020509i,0.00062285-0.0020766i,0.00057414-0.0014442i,0.00059754-0.00069763i,0.00052406-0.00025248i,-0.00013421+8.5077e-05i,-0.00055948+6.8729e-05i,-0.0007949-0.00015099i,-0.00018196+0.00021765i,-1.6818e-05+0.00031658i,-0.00037176+0.00012863i
0.00036281+0.00016717i,0.0004014+0.00036972i,0.00013748+0.00088177i,-0.00061399+0.00080826i,-0.00079461+0.0017771i,0.0002334+0.0035085i,0.0014662+0.0029074i,0.0020276+0.0013911i,0.002064+0.00055335i,0.0019211+0.00031381i,0.0010604+0.0001544i,-0.00029154-1.6855e-05i,-0.0009827+0.00030188i,-0.00042452+0.00058967i,0.00040799+0.00059369i,0.00029997+0.00073761i,0.00046388-0.00014693i,0.00099935-0.0010895i,0.00035821+1.8329e-05i,0.00012802+0.00043542i,-9.893e-05+0.00028738i,-0.00041711+0.00052477i,-0.00025695+0.00025499i
0.0014709+0.0017314i,0.0011819+0.0026395i,0.0016801+0.0022108i,0.0007231+0.0011706i,0.00023396+0.00086811i,0.0012421+0.0021214i,0.0025939+0.0025609i,0.0030495+0.0013476i,0.0028368-0.00014846i,0.002188-0.000338i,0.0011333+0.00031151i,-9.7394e-05+0.00043718i,-0.00066168+0.00038212i,-0.00024659-6.5503e-05i,0.0006264+0.00028958i,0.0005774+0.00045564i,0.00097429-0.00033984i,0.0007186-0.00054177i,-0.0013685-0.00032869i,-0.0022595-0.00028061i,-0.001375+0.00017726i,-0.00065891+0.0006529i,-0.00026376+0.00029298i
-0.00038571+0.0016415i,-0.00073968+0.00086675i,0.00031017+0.0013014i,0.00036001+0.0027308i,3.0423e-05+0.0025533i,-0.00033828+0.0017297i,-1.4179e-06+0.00092132i,0.0011944+0.00057916i,0.0018613+0.00025243i,0.00097466-0.00036752i,-0.00036976-0.00031598i,-0.00040904+0.00018109i,-0.00045887-1.4284e-05i,-0.0014447-0.00024134i,-0.00093489-9.9426e-07i,0.00014228-0.00032768i,-0.00044406-0.00096103i,-0.0010993-0.0016171i,-0.0013251-0.001062i,-0.00058918-0.00044869i,0.00031676-0.00065122i,0.00026101-0.00052348i,-7.0855e-05+0.00054943i
0.00054765+0.00016381i,0.00093811+7.307e-06i,2.5481e-05+0.00023996i,-0.0009174+0.0012799i,-0.00075999+0.0019241i,0.00077681+0.0033736i,0.0023166+0.0039634i,0.0029659+0.0024067i,0.0022793+0.00046958i,0.00086352-0.00044367i,0.0003682-0.00055547i,0.00025526-0.00084876i,0.00032065-0.0011113i,0.00064918+2.8692e-05i,0.00014899+0.00055493i,-4.056e-05-1.2756e-05i,0.00028426-0.00033176i,0.00035805-0.00031893i,0.00013129+0.00019233i,-0.00050298+0.0014009i,-0.00033708+0.0012194i,0.00038268+0.0010044i,0.00020227+0.0016959i
0.0012735+0.00079634i,0.0014598+0.0017265i,0.0022676+0.0025617i,0.0019586+0.0017711i,0.0014823+0.0023191i,0.0016719+0.0031054i,0.0018913+0.0018781i,0.0020719+0.00059035i,0.0026032+0.00048852i,0.0027672-0.00026346i,0.0018798-0.00072263i,0.00039815-0.00016372i,0.00010752-0.00045016i,0.00098274-0.00064481i,0.0009642-0.00022645i,0.00085623-0.00076119i,0.00097813-0.0011688i,0.00077285-0.00053443i,0.00043278+0.00025425i,-1.4705e-05+0.00049608i,2.892e-05+0.00062141i,0.00016246+0.00049586i,-0.00023675+4.1338e-05i
0.0010888-2.4839e-05i,0.0013365-0.00025396i,0.0010462+0.00049536i,7.9317e-06+0.0017162i,-0.00036628+0.002577i,-0.00014788+0.0032868i,0.0010974+0.0022849i,0.0023829+0.00072862i,0.0031425-0.00013962i,0.002169-0.00049096i,0.00090351-0.00063247i,0.0003521-0.00030994i,-0.00041279+0.000124i,-0.00042062-7.7123e-05i,-0.00010804+0.00053186i,-5.7118e-06+0.0009823i,-4.6605e-07+0.0005207i,-0.00039753+0.00022098i,-0.00039234+0.00060999i,-0.00054563+0.00053289i,-0.00096787+7.7549e-05i,0.00040524-0.0002056i,0.00093134-0.00049291i
8.0862e-05+0.0013428i,-0.00053369+0.0010585i,-0.00033198+0.002123i,0.00012261+0.0024265i,0.0005154+0.001799i,0.0016022+0.0019166i,0.0017642+0.0024139i,0.0019372+0.0014363i,0.0018655+0.00054168i,0.0017221-1.9627e-05i,0.0013959-0.00012482i,0.00049861+0.0007973i,7.1075e-05+0.00089241i,-0.00014587+0.00056192i,-0.00040363+0.0005845i,-0.0007577-0.00013923i,0.00018107-0.0012738i,0.00026113-0.0012009i,-0.00034834-0.00055981i,-0.00026571-7.5046e-05i,0.00015962+0.00077833i,0.00025239+0.0010155i,-0.00049881+0.00021165i
0.0013968+0.0018135i,0.0026342+0.0012597i,0.0021991+0.0016068i,0.0011017+0.0022537i,0.00093855+0.003159i,0.0014801+0.0030492i,0.0020822+0.0017966i,0.002407+0.00031663i,0.002483-0.00045627i,0.0023969-0.00059839i,0.0016925-0.00090716i,0.00097581-0.00079838i,0.0012096-0.00070634i,0.0007437-0.00035755i,0.00022639-0.0005597i,0.00094149-0.00099781i,0.0012317-0.00081004i,0.0011489-0.00069746i,0.00088093-0.00086871i,0.00087788+0.00010672i,0.00051377+0.0009989i,-0.00028675+0.00042292i,-0.00053675+0.000137i
-0.00097776-0.0030229i,-0.0010417-0.0032912i,-0.001255-0.0015288i,-0.00070223+0.0013327i,-0.00013391+0.0031066i,0.0001532+0.0042327i,0.00052544+0.0026027i,0.0012408+0.00064355i,0.0015867+3.2434e-06i,0.00080587-0.0005186i,1.7447e-05-0.00030083i,-6.6997e-06+0.00080131i,-0.00014984+0.00030209i,4.7889e-05-0.00089907i,9.9141e-05-0.00078299i,-0.00077297+0.0001823i,-0.00034306+0.00024501i,0.00062859-0.00074738i,0.0006178-0.00071758i,0.00051361-0.00034821i,0.00057859-0.00019441i,0.00015319+9.8626e-05i,1.9883e-05+0.00051096i
-0.00099798-0.0015109i,-0.0010317-0.001593i,-0.0013701-0.0017138i,-0.0018289-0.00040808i,-0.0023663+0.001533i,-0.0012077+0.0026468i,0.00047665+0.0028975i,0.00095715+0.0021635i,0.0014193+0.00083568i,0.0017116+7.773e-05i,0.00077386+4.3313e-05i,3.6711e-05+0.00025782i,4.2405e-05+9.2399e-05i,-0.00018602-0.00071396i,-0.0005818-0.00021829i,-0.00040028+0.0012071i,0.00012471+0.00060171i,0.00026357-0.00012935i,0.00017145+0.00026699i,0.00057138+0.00068028i,0.00044883+0.00099527i,2.5862e-05+0.00062328i,6.6011e-05-0.00063969i
-0.00050948+0.0024723i,0.00040755+0.0024337i,0.00062271+0.0029289i,0.0002327+0.0023796i,0.00013133+0.0018815i,0.00061644+0.0021066i,0.00091947+0.0022939i,0.0014024+0.0020233i,0.0027195+0.0011347i,0.0030776+0.0004331i,0.0018691-0.00013179i,0.00026273-0.00069682i,-0.00053188-0.00062403i,0.00035798-4.3162e-05i,0.0012656+0.00022049i,0.0011419-0.00042591i,0.00071651-0.0015946i,-0.00015885-0.002083i,-0.00084391-0.0013458i,-0.00057953-0.00010266i,-0.0001504+0.00011485i,-3.0817e-05-5.4167e-05i,-0.00014225-0.00026711i
0.002453+0.001138i,0.0033634+0.00047845i,0.0041145+0.00030652i,0.0027176+0.00083603i,6.8181e-05+0.0014313i,-0.00059237+0.0016711i,0.0009465+0.00088661i,0.0025483-0.0007559i,0.0022752-0.00091233i,0.0013587-0.00061872i,0.00067868-0.00057415i,0.00015336-0.00087999i,0.00065778-0.0011986i,0.0006676-0.00033333i,0.00035983+6.1532e-05i,0.00051384-0.00038571i,9.5526e-05-0.00026706i,-0.00033184-0.00038396i,-0.00044754-8.6713e-05i,0.00024884+0.00032268i,0.00072617+0.001195i,0.00080926+0.0016851i,0.00072469+0.001104i
-0.00069354+0.00088774i,-0.0010654+0.0012211i,-0.0023069+0.0009237i,-0.0015088+0.0015827i,0.00041909+0.0033744i,0.0008782+0.0025816i,0.0013492+0.0012701i,0.0028502+0.00051075i,0.0020711-0.00058858i,0.00054411-0.00097295i,0.00029983-0.0003033i,-0.00014914+0.0009267i,-6.5358e-05+0.0010492i,0.0015454+0.00041248i,0.0019479-3.5136e-05i,0.00094807+0.00027078i,0.001077+0.00070335i,0.0017269-0.00010146i,0.0013106-0.00070909i,0.00026848+5.8896e-05i,-0.00065366+0.00094389i,-0.00063546+0.00064956i,-6.7801e-05+0.0001046i
-0.00045324+0.00062579i,0.00013368+0.0010792i,-6.7341e-05+0.00077459i,-0.00021595+0.00067307i,0.00065445+0.0020501i,0.0010928+0.0033782i,0.00087231+0.0028832i,0.0015849+0.0012286i,0.0018749+0.00041506i,0.0018232-0.00011769i,0.0016737+5.4923e-05i,0.00094489+0.0010699i,0.00050489+0.0015516i,0.00026574+0.00074411i,6.4759e-05+0.00018127i,-0.00019784+5.5753e-05i,0.00012887-0.00075546i,0.00048223-0.00085956i,0.00047586-0.00016334i,-0.00033356+0.00022037i,-0.0011483+6.9881e-05i,-0.00020444+0.0001477i,0.00082401+7.0416e-06i
-0.00016243-0.00013513i,0.00024386+0.00022437i,-0.00076966-6.359e-05i,-0.0011538+0.0011125i,-0.00067519+0.0025774i,0.00080153+0.0028768i,0.0021511+0.0023644i,0.0021614+0.00037619i,0.0024616-0.0014847i,0.0024221-0.00073232i,0.00081547+0.00097509i,-0.00032165+0.0010004i,-0.00058825+0.0004052i,-0.00072089+0.00064049i,-0.0011572+0.0002865i,-0.00063828+4.6694e-05i,-0.00011293-6.738e-05i,-0.0001962-0.00049588i,-4.3833e-05-0.00073755i,-0.00019083-0.00068961i,-0.00027438-0.00022173i,0.00020613-0.00056563i,-5.0534e-05-0.00044099i
-0.0022147+0.0017736i,-0.0020303+0.0024146i,-0.0011088+0.0035456i,0.00035756+0.0041492i,0.0012283+0.0041322i,0.001722+0.0035238i,0.0023261+0.0024702i,0.0027059+0.00094401i,0.0025226+0.00080976i,0.0026603+0.00057819i,0.001644-0.00025242i,0.00054035-0.00078294i,0.00043139-0.00053687i,0.00041216+8.5422e-05i,0.00049306-0.00019585i,3.4694e-05-0.00065686i,-0.00048056-0.0010443i,-0.0005237-0.00040937i,-0.00051619+0.00046693i,-0.00021303+0.00065101i,0.00034535+0.00081266i,0.0011381+0.00038651i,0.00029478+0.00023639i
-0.0020031+0.00050624i,-0.0026405+0.0011362i,-0.0037636+0.00099457i,-0.0033903+0.0019379i,-0.0026023+0.0035089i,-0.0017148+0.0033478i,-0.00027582+0.0029825i,0.0012192+0.0025395i,0.0018651+0.0012645i,0.0015463-0.000139i,0.00097269+3.0929e-05i,0.00096319+0.00038597i,0.0015555-7.8554e-05i,0.0016227+0.0001056i,0.0014692+0.00035333i,0.0013971+0.00056413i,0.00073681+0.00065413i,0.00016135-0.00015608i,-9.5536e-05-0.00034459i,9.3934e-06+9.8881e-05i,8.2722e-05+0.0011407i,0.00055459+0.0020065i,0.00079258+0.001645i
