-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
0.00085466+5.3639e-05i,0.0013267-0.00072448i,0.0013507-0.0011366i,0.0006446-0.00074839i,-0.00022306-0.00056367i,-0.00029352-0.00029456i,-0.00028776-0.0005262i,-0.00053932-0.00022468i,-0.00019828+0.00082333i,5.4959e-06+0.00077824i,-0.00029397+0.00019512i,-0.00054635+0.00020642i,-0.00017681+0.00070039i,0.0010945+0.00088556i,0.00088402+0.00037275i,0.00019745-0.00014404i,7.8116e-05-0.00025585i,-0.00014107+0.00029949i,-0.00060319+0.00063556i,-0.00087519+0.00033977i,-0.00021742+0.00038584i,0.00025939+0.00025856i,-0.0001272-1.3562e-05i
-0.0014726-0.00022793i,-0.00043844-0.00050003i,-0.0011263-0.00092981i,-0.0020703-0.0006004i,-0.0012686-0.00030938i,-0.00031809+0.00021234i,-0.00058526+0.00058079i,-0.00075223-4.738e-05i,-0.00018856-0.00084593i,-0.00045988-0.00033578i,-0.0012456+2.9556e-06i,-0.0011395+0.00025782i,0.0002191-6.7786e-05i,0.00095777-0.00060422i,-0.0001856-0.0011134i,-0.00057896-0.001275i,-1.976e-05-0.00040447i,0.00047059-0.00023335i,0.00071398-0.00062895i,0.00049165-0.00078017i,0.00044596-1.8615e-05i,0.00077935+0.00036113i,0.00065743-0.00028476i
0.0010534-0.000443i,0.00075566-2.3037e-05i,0.00033425+0.000723i,-0.00037535+0.00090798i,-0.00084281+0.0010738i,-0.00038229+0.0007952i,-0.00013282+0.00056083i,-0.00025494-0.00024169i,-0.0003616-0.00098694i,7.1169e-05-0.00035847i,0.00092648+0.00071166i,0.00091956+0.0011872i,-0.00022216+0.0007495i,-0.00052426+5.0149e-05i,-9.8076e-05-0.00040877i,-0.00034386-9.5376e-05i,-0.00053136-0.00055826i,0.00049307-0.0015617i,0.00053621-0.0011956i,-0.0006304-0.00058081i,-0.00080044-0.00096923i,-0.00030842-0.00086569i,0.00015215+6.0614e-05i
0.00046729+0.00042178i,0.00035782-0.00019943i,1.1692e-07-0.00025484i,-0.00094155-0.00034309i,-0.0010052+8.1747e-05i,-0.00092985+0.00089379i,-0.00094118+0.0011087i,-0.0010479+0.001098i,-0.0010276+0.00071606i,4.6758e-05+0.0007941i,0.00041296+0.0010314i,0.00023484+0.00080519i,0.00057032+0.00065445i,4.0573e-05+0.00082578i,-0.00034842+0.00036758i,-0.00011466-0.00039268i,2.6187e-05-0.0010705i,-0.00080085-0.00098373i,-0.0014543-0.00049235i,-0.0012381-0.00037611i,-0.00020782+0.00036322i,-8.9672e-05+0.0012979i,-0.0010897+0.00090605i
0.00010947-0.00041205i,-0.00064706-7.1907e-05i,-0.0010402+0.00057232i,-0.00065753+0.0012883i,-4.7355e-05+0.0012051i,0.00049682+0.0003186i,-0.00037215-4.8053e-05i,-0.0010414-0.00038649i,-0.0005768-0.00056007i,0.0004868-0.00051727i,0.00061688+1.021e-05i,0.00022554+0.0001389i,0.00030597-0.00019939i,-4.752e-05-0.0011729i,-0.00027869-0.001205i,0.00019387-0.00039577i,0.0010189-0.00041177i,0.00070352-2.9042e-05i,-0.0003169+0.00072909i,-0.00061227+0.00044634i,-0.00031562-0.00035199i,0.00049675-0.00023877i,0.000567-7.4665e-05i
-7.3851e-05+0.0011126i,-0.0010207+0.00012372i,-0.0019985-0.00071113i,-0.0012389-0.00079859i,-0.00069816-9.1342e-05i,-0.00094984+0.00084728i,-0.00070278+0.00040282i,-0.00051483-5.7452e-05i,-2.2625e-05-0.00010362i,0.00010723+2.5675e-06i,0.00021673-0.00074251i,0.00071506-0.00089322i,0.0008689+7.1509e-05i,-3.1885e-05+0.00024708i,-0.00023018-0.00010557i,0.00029315-0.00034762i,3.94e-05-0.00040472i,0.00023408-8.5446e-05i,0.00060553-0.00016296i,0.00065696-0.00076562i,0.00093121-0.0011609i,0.0011206-0.001039i,0.00094422-0.00048587i
0.0014782-0.000339i,0.0013184-0.0012339i,0.00097313-0.0017i,8.2016e-05-0.0019442i,-0.00076845-0.0017271i,-0.00060678-0.00081573i,1.0453e-05-1.9449e-05i,0.00060746-1.2039e-05i,0.00022563-0.00056152i,1.4131e-05-0.0011355i,4.8971e-05-0.00034248i,-0.00030779+0.00073772i,9.3554e-05+0.00059651i,0.00049752-0.00064799i,0.0004311-0.00046852i,0.00055389-5.9472e-06i,0.00047338-0.00066252i,8.6791e-05-0.00071277i,-0.00018834-0.00039739i,-4.1729e-05-0.00033156i,-0.0001385+5.1185e-05i,-3.0738e-05+0.00047932i,0.00067889+0.00015418i
0.00060394+0.00020499i,-0.00029962-6.009e-05i,-0.0007327+0.00033196i,-0.00083678+0.00064948i,-0.0013521+0.00074798i,-0.001616+8.3189e-05i,-0.0012306-0.00041177i,-0.00098505-0.00068232i,-0.00036545-0.0003573i,-8.09e-05-0.00079568i,0.00018517-0.0011356i,0.00042139+4.4351e-05i,0.00014292+0.00026783i,-0.00015481-0.00061684i,-8.533e-06-0.00025698i,0.00042898+0.00038469i,0.00037592+0.00013979i,-0.00017464-0.00077332i,-0.00043346-0.00053223i,0.00029321+0.00034608i,0.00087721+0.00073494i,0.0005163+0.00066372i,0.0005414+0.00011987i
-0.00096331-0.00069653i,-0.0018397-0.00098986i,-0.0021151-0.0012261i,-0.0021127-0.00074654i,-0.0020178+0.00038992i,-0.0011844+0.00058512i,-0.00027155-0.00041083i,-0.00053622-0.00038412i,-0.0012376-9.0313e-05i,-0.00079917-0.00010802i,2.2092e-05+0.00015055i,0.00055315-8.4232e-05i,0.0011056+3.8101e-05i,0.00091087+4.6245e-05i,0.00029868-0.00056637i,-0.00039201-0.00026149i,-0.000978-5.9597e-06i,-0.0011239+0.00059942i,-0.00096736+0.0010425i,-0.00039651+0.00032434i,0.00032242-0.00011191i,0.00019969-0.00038127i,-0.00054477-0.0002063i
-0.0020162+0.00024335i,-0.0018848+0.00060328i,-0.00091993+0.0012348i,-0.0008463+0.0018174i,-0.00042378+0.0020063i,0.00061769+0.001526i,0.00085715+0.00075238i,7.4405e-05+0.0003546i,-0.00057107-0.00046963i,-0.00023098-0.00068909i,2.6506e-05-0.00023205i,-0.00012081-8.2521e-05i,0.00013352-0.00032744i,0.0013308+0.00011909i,0.0019131+0.00011139i,0.001412-0.00053641i,0.0011669-0.0012388i,0.00096157-0.0014498i,0.00020989-0.00056695i,-6.3918e-05-0.00034232i,0.000446+0.00030522i,0.00041058+0.0004336i,0.00062826+0.00044227i
0.00066952+0.00053507i,0.00097678+0.00049696i,0.00078237-0.00026461i,5.2496e-05-0.00053604i,-0.00037585+0.00034513i,0.00013014-3.0042e-05i,0.00010419-0.000808i,-6.2441e-05-7.2872e-08i,0.00036314+0.00071888i,0.0010863+0.00026755i,0.00061275+0.00013693i,-0.00016123+0.00077692i,2.7961e-05+0.0011353i,9.597e-05-0.00019796i,-0.00038115-0.00063347i,0.00039694-3.3991e-06i,0.00050775-5.7018e-05i,0.00026432-3.4984e-05i,0.00039156+1.3544e-05i,0.00037473-0.00020865i,0.00078777-0.00014726i,0.00078379+8.8009e-05i,0.00075761+0.00026072i
-0.00042163+0.0023766i,-1.2224e-05+0.0025762i,0.00051584+0.0021772i,0.00050156+0.001453i,-0.00017124+0.00057059i,-0.0002434-0.0004566i,-0.0004522-0.00059472i,-0.00076882-0.00019507i,-0.00084089-0.00010424i,-2.4367e-05-0.00062537i,0.00068793-0.00099792i,0.00056997-0.00047191i,0.0002745+7.3929e-05i,0.00025404-0.00048364i,0.00014568-0.00143i,-0.00026049-0.00097812i,0.0006812+5.3946e-05i,0.0010145+0.00037048i,0.00046184+0.00031671i,1.2495e-05+6.2951e-05i,-0.00022556-0.00014054i,-6.0394e-06-0.00039151i,-0.00040531+0.0001605i
0.00067834-0.00020809i,-0.00023969-0.00019866i,-0.00050632-0.00079481i,-0.00040474-0.0013344i,-0.00028004-0.00051254i,0.00031987+0.00027193i,0.00038151+7.5241e-05i,0.00035905-1.5e-05i,3.7136e-05+0.00015815i,-0.0003349+4.9329e-05i,-0.00052311-0.00044045i,-0.00033802-0.00067212i,-0.00020802-0.00035383i,-5.0751e-05-7.0224e-05i,0.000382-0.00028817i,0.00012713-0.00039722i,-0.00051104-0.00013961i,-0.00011694+0.00010454i,0.00046029+4.328e-05i,0.00034617-0.00028228i,-3.0043e-05-0.00053477i,3.7612e-06-0.00055861i,0.00029508-0.00029652i
5.6012e-05-6.4757e-05i,9.3977e-05-0.00064884i,-0.00048441-0.00078589i,-0.0011006-6.2023e-05i,-0.00086732+7.6923e-05i,-3.2509e-05-0.00049619i,0.00043642-0.00045943i,-4.5943e-05+0.00023436i,-0.00033268+0.00073422i,0.00014712+0.0010642i,0.00038612+0.00055815i,0.0001592-5.5478e-05i,0.000184+0.00023887i,0.00071575+0.00021127i,0.00010591-0.0003296i,-0.00053134-0.00012174i,-0.0004188+3.5882e-05i,-0.0003654-0.00018545i,-0.00045679+0.00012265i,-0.00039854+0.00064939i,0.00031911+0.0014651i,0.00085685+0.0008007i,0.00041576-0.00055956i
0.0012334-0.00060428i,0.0018192-0.00095825i,0.0015974-0.001051i,-0.00011974-0.0017499i,-0.0014697-0.00083295i,-0.0017503+0.0012962i,-0.0019911+0.001249i,-0.0011818+0.0005983i,0.00021087+0.00066095i,0.000221+0.00039583i,-0.00087789-2.3146e-05i,-0.0011152+0.0001742i,-0.00013147+0.00017914i,0.00053856+0.0006527i,0.00052054+0.0006739i,0.00017572+0.00047442i,0.00022801+0.00038884i,0.00070976-3.612e-06i,0.0010564+0.0003352i,0.00098041+0.0012522i,0.00068129+0.0013155i,0.00043839-5.1305e-06i,0.0004718-0.000939i
-0.0014072+0.0014142i,-0.001442+0.0016273i,-0.0018352+0.0020639i,-0.0020589+0.0023198i,-0.0012132+0.0024553i,0.00055715+0.0018686i,0.00053898+0.00015422i,1.2269e-05-0.00065147i,0.00028867-0.00023368i,0.00081166-1.6857e-05i,0.00023183-0.00070835i,-0.00033784-0.0010226i,0.0003014+3.0844e-07i,0.00033084+0.00037234i,-0.00039026-1.8409e-05i,-0.0010944+0.00029243i,-0.00098074-2.9682e-05i,-0.0006311-0.00044417i,-0.00052442+0.00023683i,-0.0007561+0.00023196i,-0.00079746-0.00020736i,-8.7972e-06-0.0006155i,0.00019496-0.00047221i
0.0014112-9.1077e-05i,0.0019749-0.00073455i,0.0018777-0.001112i,0.00072245-0.0012385i,9.6241e-05-0.0013093i,4.6794e-06-0.00063444i,0.00024776+0.00044212i,0.00063798+0.00076017i,0.00056537+0.00061453i,0.00063836+0.00046161i,-0.00031268-9.6025e-05i,-0.0011003+1.8167e-05i,-5.8496e-05+0.00044157i,0.00060715-0.0002479i,0.00051823-0.00049946i,0.00036055+0.00066695i,0.00017265+0.00077428i,-4.5122e-05-0.00051884i,-0.00049747-0.00080307i,-0.0010154-0.00057575i,-0.001307-0.00025158i,-0.00029948-6.3851e-05i,0.00044073-6.8466e-05i
-0.00089402+0.0013553i,0.001221+0.0017241i,0.0013873+0.0014764i,0.00036923+0.00070295i,0.00061724+0.00097468i,0.00055638+0.0014789i,-6.0869e-06+0.00025722i,-0.00059963-0.0010053i,-0.00036231-0.00080359i,-0.00011996-0.00030699i,-5.6597e-05-0.00024956i,0.00085405-0.0001072i,0.0014684+6.8895e-05i,0.0010134+0.00025547i,0.00087208+0.00081014i,0.00072104+0.00064648i,-8.8829e-06-3.7181e-05i,-0.00042902-8.1976e-05i,-0.00035541-7.3995e-05i,-0.00021934-5.6564e-05i,-0.00022948+0.00013877i,-0.00045801+4.1101e-05i,0.00034392-4.5262e-05i
-0.0010121-0.002283i,-0.0017266-0.0009509i,-0.0023815-0.00032067i,-0.0026638-7.5991e-05i,-0.0025503+0.00017199i,-0.0012906+0.00084665i,-0.00084046+0.00075502i,-0.00060707-0.00066388i,4.3585e-05-0.0010322i,-0.00014132-0.00022488i,-0.00049958+0.00059172i,-0.00029909+0.00084015i,0.00041826+0.0005972i,0.00081892+0.00028667i,0.00064668-0.00030934i,0.00087278-0.0010006i,0.00064855-0.0010209i,-0.00012062-0.00090706i,0.00025829-0.00013359i,0.001015+0.00023213i,0.0010883+0.00012348i,0.00069034+0.00031781i,0.00025743+0.00048567i
-0.00043607+0.00011228i,-0.00053967+1.8889e-05i,-0.0010147+3.5051e-05i,-0.0020986+0.00053485i,-0.0021835+0.0013804i,-0.0011289+0.0013403i,-0.00048386-1.1595e-05i,-0.00076431-0.00065693i,-0.0010317-0.00037502i,-0.00049459+1.8165e-05i,-0.00044731+9.2117e-05i,-0.0006394-0.00016377i,0.00053299-0.00066906i,0.0012549-0.0007813i,0.00061995-0.00043127i,6.4224e-05-0.00020255i,0.00032013+0.00022174i,0.00027517+0.00058323i,0.00016553-0.0002736i,0.00071877-0.00040766i,0.0014405-0.00015979i,0.0011091-0.00055115i,0.0010177-0.0003393i
-0.0021818+0.00043101i,-0.0014909+0.0014479i,-0.00079281+0.0021718i,-0.00065628+0.0026465i,0.00017956+0.0018795i,0.0012678-6.1573e-05i,0.0010326-0.0006871i,-0.00028696-0.00014669i,-0.00096072+0.00052886i,-0.00020156+0.0007928i,0.00046014+0.00089155i,0.00091453+0.0013636i,0.00075198+0.0014433i,-2.4115e-05+0.00020137i,-0.0006986-0.0011071i,-0.00083673-0.00096521i,-0.00044457+8.9146e-05i,0.00014356+0.00032522i,0.00041499-0.00044845i,0.00053648-0.0005013i,0.00029129-0.00029217i,-4.0685e-05-0.00044975i,0.00022031-0.00097584i
-0.00071605+0.00052868i,8.8694e-05+0.001158i,-3.2412e-05+0.0014372i,-0.00095262+0.00067792i,-0.0013295+0.00025652i,-0.00031396+0.00015925i,2.1236e-05-0.00035228i,0.00016039-0.00042909i,0.00013487-0.00039861i,-0.00025777-0.00021979i,-0.00055163+0.00024957i,-0.0011702+0.00062765i,-0.00077833+0.0009261i,0.00023171+0.00084592i,6.895e-05+0.00040465i,-0.00044836+0.00032068i,-0.00043025+0.00057888i,-0.00062632+0.00030547i,-0.00047321+0.000234i,-0.00018306+0.00035127i,-0.00028692+0.00010345i,-0.00046944-0.00014509i,-9.7464e-05-0.00019902i
-0.0015172+0.00066663i,-0.00067766+0.0005928i,-0.00087826+0.00060448i,-0.0022358+0.0016917i,-0.0018109+0.0027386i,-2.4042e-05+0.0019477i,0.00013994-0.00025393i,-0.00034906-0.0013687i,-0.00067917-0.00066833i,-0.00034263+0.00048491i,0.0005076+0.00061127i,0.0011417-0.0004832i,0.00063336-0.00083477i,-0.00072589-0.00048043i,-0.00081347-0.00035057i,-4.3968e-05+0.00017088i,0.00043614+0.00044831i,8.553e-05+0.00060037i,-0.00026563+0.00075395i,-0.0007958+0.00010435i,-0.0011418-0.00010883i,-0.00082827-0.0003388i,-0.00041753-0.00074071i
0.0020006+0.00035105i,0.00171+0.00061728i,0.0012757-0.00024769i,0.00053591-0.0012031i,-0.00086566-0.0011015i,-0.0011772-0.00090659i,-0.00082908+0.00019987i,-0.00019653+0.0012405i,0.00057736+0.00097361i,0.001307-0.00023883i,0.00083713-0.00081198i,-4.6571e-05-0.0002649i,8.0499e-05+0.00083393i,0.00019513+0.00068922i,-0.00050524+0.0001575i,-0.00010158-0.00011068i,0.00081785-0.0006505i,0.0011216-0.00070212i,0.00086892-0.0002081i,0.00038931+0.0003291i,0.00057703-5.2904e-06i,0.000597-0.00092074i,9.84e-05-0.00088838i
0.00091727+0.00085963i,0.0013701+0.00036674i,0.0015883-0.00056813i,0.0014585-0.00062546i,0.00085182+0.00023971i,0.00043163+0.0011957i,-0.00011457+0.00041486i,-0.00051868-0.00015499i,-0.00064173+0.00043403i,-7.6161e-05+0.00036193i,0.0010119+0.00018375i,0.0010176+0.00017278i,0.00067155-0.00030691i,2.5471e-05-0.00084265i,-0.00051323-0.00086887i,-1.9409e-05-0.00014984i,-6.1325e-05+0.00093886i,-0.00056571+0.00076559i,-0.00080479-0.00027787i,-0.00080672-4.2241e-05i,-0.00034014+0.00030127i,-0.00019934-8.8101e-05i,7.7711e-05+0.00024351i
-0.00013428-0.0019844i,-0.00086979-0.0011585i,-0.0025036-0.0014656i,-0.0041258-0.00092337i,-0.0035501+9.0061e-06i,-0.0017269+0.00043638i,-0.00055511+0.00037255i,0.00010292-0.00026071i,2.9083e-05-0.00058747i,-0.00023398-0.00060712i,-0.00038871-0.00046092i,-7.177e-05-0.00045144i,0.0014313+6.1918e-05i,0.0017921-0.00025306i,0.0011126-0.00065092i,0.0008712+0.00034058i,0.00046999+0.00016878i,-1.2077e-05-0.00026694i,-0.00014793+5.6032e-05i,-0.00040502+0.00063636i,-0.00057267+0.0010662i,-0.0001709+0.00038047i,0.00025016-0.00020999i
-0.00067193+0.0010253i,-0.00076401+0.001543i,-0.00093718+0.0011605i,-0.0018056+0.00058518i,-0.0019751+0.00025204i,-0.00077341+0.0003831i,0.0003128+0.00097903i,0.00027264+0.00096823i,0.00043664+0.00052974i,0.00052344+0.0010631i,0.00012225+0.0013151i,-0.00054476+0.00039398i,-0.00033191+0.00024224i,-0.0003337+0.00041676i,-0.00040993-0.00011114i,0.00015194-0.00015039i,0.0007754+0.00048671i,0.00069335+0.00029544i,0.00039904+5.1579e-05i,-0.00028458-0.00016159i,-0.00027728+7.0227e-05i,-0.00047637+0.00036112i,-0.00053637+0.00045859i
5.3283e-05-0.00086629i,-0.00060009-0.0012457i,-0.001039-0.00096194i,-0.0010605-0.0012684i,-0.00087973-0.0011921i,-0.00044347-0.00068325i,-0.00019662-0.00063682i,-0.00026104-0.00034465i,-0.00020495-0.00040005i,0.00015342-0.00072616i,0.00011013+4.9378e-05i,-0.00045567-2.5407e-05i,-0.00067629-0.00011366i,-0.00024399-2.9875e-05i,-0.00027603-0.00025519i,0.00010147-0.00031235i,0.00062299-0.00039322i,0.00051778-4.9444e-05i,0.00060325-0.00065505i,0.00010156-0.00096499i,-8.0187e-06-0.00030711i,6.8255e-05-1.4875e-05i,-0.00044274-0.00031003i
0.00058569+0.00015998i,0.0007585+0.00013739i,0.00095811+0.00064263i,0.00091393+0.0011381i,0.00042852+0.0011395i,-0.00042284+0.0013391i,-0.00031561+0.00067995i,0.0004396+1.4227e-05i,0.00078247-0.00021209i,0.0012089-0.00014717i,0.00095504-0.00030224i,-0.00021304-0.00032478i,-0.00067292-0.00038898i,0.0001671-6.5303e-05i,0.00013289+0.00077675i,0.00040559+0.00085404i,0.00054988+0.0010005i,-0.00056192+0.00071337i,-0.00045092-0.00037088i,0.00067698-0.00064743i,0.00079987-0.00041758i,-0.00014577-0.0001593i,-0.00022314+9.1065e-05i
0.00047372-0.00031152i,-0.0003558-0.0010885i,-0.00030924-0.0012203i,-0.00092344-0.00048044i,-0.0014237+0.00055026i,-0.0013726+0.0011679i,-0.001218+0.0011507i,-0.0011314-0.00015327i,-2.6431e-05-0.00077997i,0.00060027-0.00031891i,0.00031338-0.0011434i,0.00041029-0.0013759i,0.0010176-0.00043967i,0.00077566+0.00052609i,-0.00078389+0.0008194i,-0.0010612+0.00021704i,-0.00067823-0.000283i,-1.3348e-05+0.00031509i,0.00080684-3.3118e-05i,0.00055192-0.00028682i,0.00019524+0.00042699i,4.4405e-05-0.00030283i,8.4651e-05-0.00074502i
0.00081645+0.0018909i,9.7596e-05+0.0024231i,-0.00083245+0.0019221i,-0.0013594+0.00092193i,-0.00070003+0.00092894i,-0.0004952+0.00031401i,-0.00036224+6.8286e-05i,-0.00053993+8.2152e-05i,-0.00044042-0.00030763i,0.00045776-2.6631e-06i,0.00037922+0.00073555i,-0.00013052+0.0012945i,-0.00021085+0.00082523i,0.00021055-0.00014422i,0.0001272-0.00035289i,-0.00019635-0.00023989i,0.0001055-0.00040761i,0.00054647+0.00011237i,-5.28e-05-0.00012254i,-0.00076953-0.00070535i,0.00020178-0.00044484i,0.00054059+0.00016294i,0.00011588+1.8121e-05i
-0.00038342-0.0011908i,-0.0011616-0.00083373i,-0.0016676-0.0015377i,-0.001284-0.0012957i,-0.0012833+0.00021454i,-0.0012454+0.0011158i,-0.00020308+0.00042105i,0.00010101+8.6391e-05i,-0.00035138+0.00043048i,-0.00022436-3.306e-05i,-0.00035416-0.00068266i,-0.00021166-0.00027991i,0.0003597+0.00023617i,0.0013576+1.6234e-05i,0.0013824-0.00073918i,0.00035693-0.00085593i,-0.00030772-0.00071503i,-0.0002768-0.0006648i,0.00052214+9.5844e-05i,0.00068723+0.00064218i,7.7194e-05+0.0009475i,0.00020242+0.00015915i,0.0006646-0.00014207i
-0.00026524+0.00067936i,-0.00035071+6.3544e-06i,0.00013719-0.00095283i,8.1077e-05-0.00014951i,-0.00024078+0.00035484i,-0.00080077+0.00012327i,-0.0013334+0.00050722i,-0.00066948+2.3627e-05i,0.00020174-0.00098337i,0.0012017-0.00085417i,0.0011115+0.00019098i,-0.00011342+0.00064249i,0.00031178+0.00054611i,0.0009681+0.00022609i,0.0009797-0.00057616i,0.00086685-0.00074619i,0.00028624-0.00058403i,0.00031159-0.00039861i,0.00029499-0.00045498i,-4.2397e-05-0.00027773i,-0.0003197+0.00012319i,-0.00061355+0.00045306i,-0.00035016+0.00033854i
0.00037758-0.00026206i,0.00074031-0.0012113i,0.00051075-0.0016808i,0.00052101-0.0011559i,0.00053786-0.00014473i,-0.00039311+0.00089868i,-0.00060954+0.00061563i,-4.8955e-06-0.0003961i,-0.00040034-0.00055709i,-0.00052328-6.9361e-07i,0.00017579-8.0638e-05i,0.00018174+0.00017978i,9.1914e-05+0.00072736i,6.7545e-05+0.00061573i,-0.00010455+0.00039388i,-6.657e-05+0.0003168i,-3.8935e-05-8.9247e-05i,0.00016683-0.00040916i,0.00021985+0.00016415i,0.00049102+0.00056437i,-0.00017976+0.00022181i,-0.00089703-0.00018039i,-0.00069702+0.00010071i
-0.0013371+0.00031209i,-0.00036151-0.00047526i,-0.00021062+3.9635e-05i,-0.00045517+0.0011088i,-0.000474+0.0018462i,-0.00052525+0.0021065i,-0.0002619+0.0012644i,-0.00026939+0.00040313i,-0.00012598+0.0003949i,0.00042387+0.00025371i,0.00057173-4.5246e-05i,0.00013561+0.00017913i,0.00032427+0.00095673i,0.00026973+0.00091415i,-0.00028267+1.5609e-05i,-0.00024485-0.00044331i,0.00022815+0.00032486i,0.00037183+0.00074042i,0.00044737+0.00051179i,4.3575e-05+0.00024204i,-0.00029166-0.00032149i,-0.00047385-0.00013583i,2.9088e-05+0.00037415i
-0.0010432+0.00046534i,-0.00050541+0.0016775i,4.8778e-05+0.0012084i,-0.00068361+0.001686i,-0.0012947+0.0020275i,-0.00022115+0.00036454i,0.00035405-0.00011481i,0.0003176-0.00012072i,0.00011103-0.00033705i,-0.00050756-0.0004913i,-0.00036362+0.00010345i,0.00016997+0.0007337i,0.0001591+0.00028095i,0.00075947-0.00068057i,0.00090421-0.00091992i,0.00045408-0.00068872i,0.00030769+0.0001422i,2.4299e-05+0.00056406i,0.00052899+0.00017079i,0.00040041+0.00052527i,-0.00041727+0.00048081i,-0.0006253+0.00043115i,-0.00042781+0.00068912i
-0.00032515-0.00018355i,-0.0010162-0.0002085i,-0.0021344+4.3198e-05i,-0.0020608+0.0002608i,-0.0012959+0.00045156i,-0.00018829+0.00029382i,0.0002146-0.00050777i,-0.00022683-0.0011324i,-0.0010982-0.00072962i,-0.0011771-0.00030301i,-9.568e-05-0.00091659i,-4.6273e-05-0.0014294i,-0.00045048-0.0010191i,0.00029008-0.00095662i,0.00040661-0.0016255i,-9.6598e-05-0.0013584i,-0.0002384-0.00050549i,-6.9584e-05-0.00053305i,0.0002187-0.0014297i,0.00070929-0.0010001i,0.0006957-6.7701e-05i,-0.00031038-0.00050588i,-0.00048503-0.00088303i
-0.00034915-0.00078281i,-0.0004348-0.00017671i,7.1571e-05+0.00057031i,0.00071772+0.0014245i,0.0011237+0.0017628i,0.0011646+0.0010268i,0.00040597+8.1744e-05i,0.00010281+0.00010972i,0.00047298+9.3219e-05i,0.00024179-0.00040052i,-0.00018527-6.496e-05i,3.1332e-05-0.00030625i,0.00019208-0.0003282i,0.00022409+0.00016313i,-5.4502e-06+0.00010952i,0.00023001+0.00013237i,7.5581e-05+0.0002257i,-0.0005165+3.8535e-06i,-3.2342e-05+0.0001242i,0.00067755+0.00033205i,0.00062807+4.2169e-05i,0.0010612+0.00043737i,0.0010296+0.00013585i
0.0012182-0.00049653i,0.00011842-0.0010254i,-0.0003998-0.0014977i,-0.0014038-0.00193i,-0.0024404-0.0015821i,-0.0024931+0.00010953i,-0.0013566+0.001264i,-0.00073791+0.0010735i,-1.6213e-05+0.0002209i,9.0956e-05-0.00055784i,-0.00021142-0.0013285i,0.0002875-0.00066439i,0.0007561+0.00077897i,0.0010384+0.0012237i,0.0007803+0.00076483i,0.00016809-2.5863e-06i,0.00031308-0.00045621i,0.000231-0.00045821i,-0.00016938-0.00022348i,0.00027019-0.00043285i,0.00065762-0.00035286i,0.00084137+0.00011101i,0.00031605-4.6047e-05i
-0.00046583+0.00066861i,0.00050389+0.0005556i,-0.00037414+0.00048691i,-0.00080574-0.00015008i,0.00049808-0.00015792i,0.00091057+0.00037711i,0.00025661-0.00038079i,-0.00068624-0.0012502i,-0.00076495-0.00088572i,-5.8113e-05-0.00048072i,-0.00047686-0.00052946i,-0.001215-8.377e-05i,-0.00018248-0.00022455i,0.00045837-0.0001711i,-0.00021155+1.217e-05i,-2.9735e-05-0.00044631i,4.281e-05-0.00082183i,-0.00017063-0.00068905i,-9.9487e-05-0.00034757i,-0.00049534+7.9188e-05i,-0.00085793+0.00017492i,0.00019721-0.00032153i,0.00055609-0.00029851i
8.2e-05-0.00054897i,0.00053593-0.00052439i,-0.00012188-0.00015059i,-0.00013113-7.0517e-05i,-0.00015194-7.0252e-05i,-3.8703e-05-8.3013e-05i,-0.00061513+0.00024235i,-0.0011892+0.00018294i,-0.000765+0.00011949i,7.5733e-05-2.3181e-05i,6.0539e-05-0.00012332i,-0.00052634+9.8518e-05i,-0.00039594-0.000251i,0.00048244-0.00023513i,0.0009755+0.00017282i,0.00063055+0.00058562i,-0.00045024+0.0005853i,-0.0005708-0.00047553i,0.00022777-0.0011445i,0.00070772-0.00060092i,0.00085241-5.8422e-05i,0.0010937+0.00061774i,0.0011766+0.00032501i
2.3748e-05+0.0019804i,0.00012346+0.0011564i,0.00028781+0.00083719i,8.5169e-05+9.1853e-05i,0.00027539-0.00023152i,0.0005896+0.00045195i,-5.8419e-05+0.00013829i,-0.00056172-0.00018793i,0.00047613+0.00034649i,0.0010388+0.00032854i,0.00030827-0.00019842i,-0.00056512+0.00015499i,-0.00020203+0.0001728i,0.00049433-0.00048225i,0.00035412+6.5647e-05i,-0.00036183+0.00084263i,-0.00016733+0.00011085i,0.00041866-9.0423e-05i,7.5308e-06-0.00037851i,0.00017416-0.00058665i,0.00059875+0.00010049i,0.00052768+0.00049433i,-8.4445e-05-9.9335e-05i
