-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
-0.0022853-0.00065735i,-0.0018841-0.00097195i,-0.0021741-0.0016638i,-0.0016139-0.001684i,-0.00051627-0.0014762i,-0.00066227-0.00066543i,-0.0010628-0.0003342i,-0.00033261-0.0003485i,0.00056358-0.00045417i,0.00096191-0.00021401i,0.0013765-3.2542e-05i,0.00057803-0.00046956i,-0.00059434-8.681e-05i,-0.00074981+0.0003361i,-0.00035735-5.3263e-05i,-7.7077e-05-0.00022958i,-0.00037799+6.1718e-05i,-0.00066577+4.7235e-05i,-0.00044324-0.0003963i,-0.00057641-0.00070357i,-0.00057526-0.00075338i,-0.00083115+0.00014533i,-0.0010676-0.00016324i
0.0021398-0.0031972i,0.0015681-0.0024024i,-0.0001801-0.0022904i,-0.0012811-0.0014592i,-0.0010054-0.00053691i,4.8228e-05+9.7234e-05i,0.0009207+0.00036632i,0.00089055-0.00060119i,0.00052897-0.0013397i,0.00031421-0.00073985i,-0.0003396-0.00026613i,-0.00031908-0.00011938i,0.00024054+9.7029e-05i,0.00048369+0.00027688i,0.00033564+0.00077414i,7.2351e-05+0.0010123i,0.00062983+0.00060248i,0.0008174-0.00033463i,0.00018459-0.00073006i,-0.00023044-0.00048952i,-0.00048282+0.00020852i,-4.9487e-05+0.00081461i,0.00087341+0.00041442i
-0.00038451+0.00034065i,-0.0013809-0.00085102i,-0.0012496-0.0019455i,-0.00049235-0.0018539i,-0.00049024-0.00014225i,-0.00012814+0.00054342i,0.00091082+1.4325e-05i,0.00083851-0.00024776i,0.00034387-0.00056379i,-3.788e-05-0.00056219i,9.579e-05-0.00044774i,0.0008006-0.00067486i,0.0012603-0.00036017i,0.0009351+5.4674e-05i,0.00024831+0.00041477i,0.00031578+0.00037039i,0.00060947+0.00035946i,3.1956e-05+0.00062638i,-0.00022375-0.00014746i,-0.00011085+2.5778e-05i,-0.00071695+0.00091612i,-0.00096061+0.00017392i,-0.00065038-8.2279e-05i
0.00075911-0.0018125i,0.00088287-0.0021947i,-0.00027452-0.0024802i,-0.00096878-0.0022794i,0.00052334-0.001569i,0.0010779-7.5478e-05i,0.00040462+0.001209i,0.00012713+0.0012622i,-7.5775e-05+0.0005397i,-0.00025291-0.00065099i,-0.00010206-0.00066711i,-0.00032827-0.00053688i,-0.00048972-0.00093832i,0.00048881-0.00045176i,0.00096776-0.00024454i,0.00051709-0.00018755i,0.00041897-0.00039546i,0.00075106-9.7479e-05i,0.00011344-7.1046e-06i,-0.00079502-0.00068003i,-0.00088821-0.00062472i,-0.00066601-0.00049663i,-7.8304e-05-5.277e-05i
0.00012156+0.00025836i,-0.00015641+0.0004644i,-0.00053529-5.0129e-05i,-0.00084821-0.00054501i,-0.00070085+0.00022338i,0.000158+0.0014821i,0.0005807+0.0010046i,0.00060168+0.00027261i,0.00021126+1.6526e-05i,2.7062e-05+0.00030705i,-6.2837e-06+0.0012427i,-6.9232e-05+0.00050901i,-3.3849e-05-5.1361e-05i,0.00019436-0.00011337i,0.0006633-0.00036369i,0.0006926-0.00063598i,0.00056314-0.00095586i,0.00040366-0.00045789i,0.00087556+0.00016151i,0.0010681+0.00039731i,0.00067825+0.00050467i,0.0010391+0.00059131i,0.0007325+0.00026331i
0.001131+0.00073461i,0.00088074+0.00097001i,6.5395e-05-0.00011978i,-0.00054225-0.0011413i,-0.0011615-0.0011339i,-0.0012899-0.0002532i,-0.00074253-6.9738e-05i,0.00058543-0.0013464i,0.0017114-0.00099701i,0.0013918+0.00067258i,0.00034781+0.0010613i,-0.00024586+0.00091284i,0.00017175+0.00023361i,0.00031246-0.00019047i,-1.0553e-05+0.00038187i,-0.00017781+0.00092313i,-0.00018323+0.0012749i,0.0001872+0.0012384i,0.00011729+0.00052306i,-0.00019736-0.00036448i,5.7491e-05-0.00046282i,8.8106e-05-0.00034249i,6.1293e-05-0.00064589i
0.00069882-0.0003646i,-0.00083605-0.00076949i,-0.001734-0.0013228i,-0.0010464-0.0013822i,-0.00058853-0.0010158i,-0.00059559+4.9936e-05i,4.0731e-06-7.8496e-05i,-7.2638e-05-0.0010168i,-0.0004293-0.00086536i,-0.00095462-0.0006211i,-0.000661-0.00051374i,-7.6205e-06-0.00013623i,0.00022453+1.0039e-05i,0.00054437-0.00018549i,0.00062988+2.8782e-06i,8.7474e-05+9.0339e-05i,0.0001989-0.00011415i,0.00070632+6.6081e-05i,5.1034e-05+0.00027731i,-0.00042596+0.00038501i,-0.00018582+0.00012263i,-0.00021153+0.0001547i,-0.00026679+0.00038091i
0.0020003-0.00044853i,0.002249-0.0014611i,0.0015781-0.0034603i,-4.7833e-05-0.003707i,-0.00033826-0.001906i,0.00081727+0.00025293i,0.0006919+0.00036022i,0.00039752-0.00028965i,1.7777e-05-7.6865e-05i,-0.00084658-0.0003597i,-0.00052504-0.00022697i,0.00054143+0.00015112i,0.00082331+0.00015309i,0.00080938+0.00016409i,0.0010961+0.00013625i,0.00096045+0.00066925i,0.00096036+0.00048068i,0.00050656-0.00043037i,-0.00018004-0.0009577i,0.00036374-0.00063933i,0.00030977-0.00016549i,0.00017481-4.5499e-05i,0.00029287-9.2135e-05i
-0.0015301+0.00030578i,-0.0029274-0.00093401i,-0.0015668-0.0010139i,-0.0012453-0.00076421i,-0.0015456+3.9257e-05i,-0.00068849+0.00085061i,0.00039716+0.00031789i,0.00075055-0.0002561i,-0.00049161-0.00067956i,-0.00090247-0.00037623i,-0.00023611-8.5049e-06i,-0.00027959+0.00021595i,0.00024274+0.00027132i,0.00094011+0.00032649i,0.00076406+0.0003807i,-0.00020497-9.7188e-06i,-0.00052639-0.00013141i,-0.00027864+0.00025498i,-0.00027079+0.00029493i,0.00020735-3.9578e-05i,0.00045978-0.00016332i,0.00028245-0.0006082i,0.00046706-0.00050446i
0.00039772+0.0001381i,0.0013069-0.00051517i,0.00070564-0.0010041i,-0.00027571-0.00012769i,-0.00057272+0.00064158i,0.00027907+0.00044181i,0.00062504+0.00011325i,1.3451e-05-0.00067014i,-0.00015079-0.00063331i,0.00017054+0.00029698i,0.00033765+0.00048143i,0.00070916+0.0001377i,0.0009317-0.00054087i,0.0011229-0.00027982i,0.00057045-0.00018503i,-0.00083074-0.00027119i,-0.001236-0.00022136i,-0.0011586-0.00048133i,-0.00081348-0.00034665i,-0.0004247+0.00024771i,0.00012343+0.00033267i,0.00031029+0.0001723i,0.00038239+0.0005409i
-0.00068605+0.00062067i,-0.0016927-0.00018477i,-0.00079484-0.0013589i,0.00059282-0.0013181i,0.00078992-0.00024959i,0.0010093-0.0002619i,0.00087513-0.00073916i,0.00060691-0.00051445i,0.00066388+0.00060372i,-0.00015315+0.0009844i,-0.00051215+5.8855e-05i,0.00023514+0.00044974i,-0.00019782+0.00055714i,-0.00082226+0.00045697i,-0.00065954+0.00048291i,-0.00083011+0.00055943i,-0.00071139+0.00061502i,-0.00034332+5.4252e-05i,-0.00026999-0.0001202i,-0.00018993+0.00031454i,-1.467e-05-0.00021511i,-0.00042572-2.5549e-06i,-0.00078197+0.00071816i
0.0004333+0.0015895i,7.167e-05-0.0002075i,-0.00060073-0.0020606i,-0.0018663-0.0018785i,-0.0019118-0.0010773i,-0.00025723-0.00096091i,0.00067844-0.00081i,0.00070161-0.00052317i,-0.00026433+0.00047549i,-0.00073991+0.0014378i,0.00011398+0.0005238i,0.00030567-0.00050899i,-0.00025434-0.00090422i,-9.5394e-05-0.00026311i,0.0002972+0.00077401i,-4.0957e-06+0.00036594i,-5.587e-05-6.8824e-05i,0.00027259+0.00054845i,-0.00012348+0.00025784i,-0.00025497+0.00055208i,-3.4556e-05+0.0011613i,-0.0005245+0.00053771i,-0.00074356-0.00022751i
-0.00030671+0.0007971i,-0.00094507-0.00046623i,5.5958e-05-0.0014703i,0.00034158-0.0013224i,-0.0003502-0.00064453i,-0.0011418-0.00010338i,-0.00058985-0.00042163i,0.0005581-0.00081687i,0.0010975-0.00093158i,0.00098303-0.0007934i,0.00042032+0.00024001i,0.00025+0.00069529i,-0.00021854+0.00039956i,-0.00055671-9.6996e-05i,0.00014833-0.00060642i,0.0003902-0.00029778i,-0.00046892-7.3791e-05i,-0.0011902-0.00015655i,-0.00042362-0.0003129i,0.00052372-0.00042477i,0.00011252-0.00035747i,-0.00033294-5.6098e-05i,-0.00045991-3.5615e-05i
0.00096868-0.0014892i,0.0011772-0.0011525i,0.00035548-0.00067383i,-0.00014683-0.00070977i,0.00037609-0.00019397i,0.00074592+0.00035009i,0.00026652+8.388e-05i,0.00049721-0.00088937i,0.0006962-0.00033325i,2.2539e-05+0.00027867i,0.00033467-8.6454e-05i,0.00071677-0.00020434i,0.00037637-0.0003633i,2.6946e-05-0.00078842i,-0.00042631-0.00053432i,-0.00033562-0.00025086i,0.00022194-8.8589e-05i,-4.5243e-05+0.00010316i,-0.00047493-0.00056316i,-0.00044404-0.0005574i,-0.00054538-0.00045314i,0.00037387-0.0012671i,0.0010253-0.0011807i
0.00047423-0.002062i,-0.00053254-0.0017741i,-0.0025065-0.0017035i,-0.0024748-0.00078895i,-0.0014927+0.00069656i,6.7523e-05+0.0011585i,0.0013488+0.00036839i,0.00093542+0.00022974i,0.00032552+0.00036346i,-0.00020388-8.8432e-06i,-0.0004692-0.00016724i,-0.00044883-4.9875e-05i,-0.00034511+0.0001089i,-0.0001993+8.0969e-05i,0.00050031+0.0001307i,0.00088406-0.00011528i,0.00042023-2.7624e-05i,0.00035513+0.00038301i,0.00015737-0.00022572i,-7.4691e-05-0.00028927i,8.8738e-05+0.00052966i,0.00036544+0.00036873i,-0.00030936-0.00026845i
0.001418-0.00059131i,0.0009442-0.0008598i,0.00099002-0.001395i,3.4543e-05-0.0011295i,-0.001218-7.7178e-05i,-0.00038737+0.00043527i,0.00074351+0.0005011i,0.00057925-0.00035183i,-0.0001003-0.00050973i,-0.00037483+0.00081354i,-0.00045223+0.0012899i,3.7101e-05+0.00057295i,0.0012276-0.0003368i,0.0010046-0.00033308i,-3.5707e-05-0.00012875i,-8.4887e-05+5.5013e-05i,0.00012288+0.00034601i,0.00034516-0.00019774i,0.00045643-0.00037791i,7.7353e-06-0.00061733i,-0.00018767-0.00050996i,-0.00036545+0.00028925i,-0.00088211+0.0006135i
0.0011751-0.000695i,0.00089188-0.0017093i,-0.00040512-0.0025364i,-0.0010722-0.0016417i,-0.0010607-0.0003801i,-0.00036382+0.00057248i,0.0009769+0.00081329i,0.0011774+0.00041561i,0.00079414-0.00024612i,-8.0054e-06-7.8934e-05i,-0.0010828+8.9242e-05i,-0.00098043-2.815e-05i,-0.00063548-0.00027212i,-0.00023354-0.0007551i,0.00080094-0.00051869i,0.00092799+0.0003591i,4.8166e-05+0.00061276i,0.00020453-8.016e-05i,0.00076974+0.00037357i,0.0005667+0.0011876i,0.00045409+0.00091796i,-0.00011714+0.00042668i,-0.00042719-3.1186e-06i
0.00073143-0.00024171i,-0.00060693-0.00044162i,-0.0013086-0.0009849i,-0.0013618-0.00099849i,-0.00047862-0.0010263i,3.1315e-05-0.0011086i,0.00044457-0.00092599i,0.0013823-0.00071425i,0.0010514-0.00018658i,-6.9078e-06+0.00050264i,0.00044031+0.00014714i,0.00059181-0.00027876i,-7.7751e-05-6.6242e-05i,-0.00064396+0.00010303i,-0.00077833+0.00050293i,-0.0002253+0.0007352i,7.127e-06+0.00025354i,-0.00014766-0.00033036i,-0.00016741-0.00030507i,-0.00028353+7.314e-05i,-0.00047473+0.00048205i,0.00016173+0.00054462i,0.00055102-0.00029672i
-0.00017899-1.4071e-05i,0.00080084-0.0015695i,0.00049883-0.0028073i,-0.00080314-0.0024398i,-0.0011433-0.0010907i,-0.00035522-0.00062859i,0.00046798-0.0013208i,0.00066819-0.0013258i,-6.8341e-05-0.00057925i,-0.00041683+0.00043165i,0.00015881+0.0011331i,3.8682e-05+0.00040277i,-0.00068619-0.00056703i,-0.00091735-0.00034342i,-0.00032138-0.00032728i,6.0433e-05-0.00031741i,5.2125e-05+0.00013138i,0.00021068+0.00030519i,-8.5472e-05+8.8961e-05i,0.00044054+2.798e-05i,0.0010914+0.00035814i,0.00079201-0.00019302i,0.00045052-0.0003476i
0.0014508+0.0004867i,0.00039772+7.6664e-05i,-0.0010728-0.00027726i,-0.00057968+0.00048014i,-0.00022605+0.00054073i,-0.0001504+1.444e-05i,0.00017841+0.00018079i,0.0004154+8.5188e-05i,0.00041461+0.00013055i,0.0001615-0.00030295i,0.00051565-0.0012904i,0.00091364-0.00068087i,0.00038457-0.00031815i,0.00039876-0.00069796i,-6.7245e-05+0.00025365i,-0.00064835+0.00032368i,-0.00063632-0.0005834i,0.00012111-0.00075734i,0.00074029-9.5569e-05i,0.00020644+0.00016024i,-2.3485e-05+0.00017634i,-0.00035593-0.00022539i,-0.00036909-0.00080267i
-0.00086892+0.00029956i,-0.00098748-0.00046024i,0.00029126-0.0015501i,-9.518e-05-0.00035458i,-0.0020792+5.5957e-05i,-0.0018741+1.1666e-05i,-0.00059472-0.00041189i,1.4896e-05-0.00045307i,5.1985e-06-0.0007864i,1.1169e-05-0.0012707i,0.00012219-0.0011155i,-0.00010009-0.00059249i,-0.00019761-0.00014341i,-0.00022545-6.3171e-05i,-2.0793e-05-0.00057419i,0.00015797+9.0443e-05i,-0.00022434+0.00042654i,0.00022572-0.00034823i,0.00064484-0.00036237i,0.00017591+0.00045173i,9.5678e-06+0.00089319i,-0.00026559+0.00073449i,-0.00048633+0.00035646i
0.0030212+0.0012328i,0.0015712+0.00024137i,0.00013578-0.0017459i,-0.0010276-0.0013264i,-0.0012468-0.00044094i,-0.00023242-0.00057041i,0.00057048-0.00026749i,0.00066711+0.00052404i,0.00041603+0.0006557i,0.00033436-0.00022107i,0.00058536-0.00068721i,2.4574e-05-0.00071535i,-0.00019741-0.0011242i,0.00022407-0.0011261i,0.00050046+0.00015112i,0.00024047+0.00051689i,6.4406e-05+1.8835e-06i,-0.00019715+0.00020709i,-0.00090415+0.00051456i,-0.00071849+0.0001074i,-7.5781e-06-0.00035083i,0.00018137-0.00015599i,0.00020985+5.9863e-05i
0.0026095+0.00029361i,-0.000181+0.00054141i,-0.00056004+6.2377e-05i,-0.00086476-0.00021333i,-0.001095+0.00040886i,-0.00079376+0.0018295i,0.00031916+0.00042632i,0.00087209-0.0013576i,-0.00020386-0.00069302i,-0.0010469-0.0002561i,0.00018062-0.00017585i,0.0014768+0.00052066i,0.00077656+0.00016536i,-0.00052338-0.00024296i,-0.00095934-0.0002645i,0.00031606-0.00052633i,0.00066692-0.00032719i,-1.1374e-05+0.00053017i,-7.3491e-05-0.00018342i,-0.00014994-0.0011217i,0.00012978-0.00083924i,0.00082897-0.00014925i,0.00064222+6.6087e-05i
0.0011869-0.0025654i,0.0022904-0.0038303i,0.0010967-0.0031782i,0.00059455-0.0013974i,0.00066113+0.00015563i,0.00084417+0.00021953i,0.0006905-4.8758e-05i,0.00049551-0.00037209i,0.0001796-0.00062191i,-1.5757e-05+6.5988e-05i,-9.3961e-05+0.00036533i,0.00027752+5.8167e-05i,0.00040666+0.00029614i,0.00018739-0.00015431i,0.00034028-0.00059202i,0.00045204-0.00024449i,0.00067462-2.5136e-05i,0.00024514+0.00038338i,-0.00059406+0.00069393i,-0.0010617+0.00025941i,-0.00095907+0.00014134i,-9.5254e-05+0.00032095i,4.3355e-05+0.0002523i
-0.00035637+0.00069176i,-0.0016402-0.00034867i,-0.0020805-0.0013772i,-0.0021744-0.00056639i,-0.0018402+0.00081789i,-0.00055249+0.00094751i,0.00085578+0.00067926i,0.00072033+4.7972e-05i,0.00059105-0.00010041i,0.00015187-0.0003608i,-0.00049029-0.0007195i,-0.00034584-0.00019134i,1.4571e-05+0.00049386i,0.00023509+0.0006021i,0.00037123-7.7006e-05i,-0.00026548-0.00046024i,-0.00044352-0.00036788i,-0.00015235-0.00024299i,-0.00070165+0.00034619i,-0.00032486+0.00053899i,0.00067361+0.00012038i,0.00061702+0.00015003i,0.00029742+0.00049825i
0.001213-0.002288i,0.0013417-0.0033638i,-0.00022701-0.0022867i,-0.0020386-0.0017697i,-0.0015606-0.0014043i,-0.00025379-0.00051831i,0.0006958-0.00021792i,0.0012178-0.00050134i,0.00076213-9.6747e-05i,-8.1301e-05+0.00044858i,0.00016459+0.00016165i,0.0002493-1.0772e-05i,6.4996e-05+0.00030854i,0.00014082+2.6773e-05i,0.00058722+0.0003363i,0.00050036+0.00035921i,-0.00053076+0.00021678i,-0.0009615+1.8587e-05i,-0.00011419+7.7379e-05i,0.00031833+0.00055756i,-0.00047101+0.00018i,-0.0011267-3.0454e-05i,-0.0007165+0.00026024i
-0.00045671-0.001093i,-0.00022227-0.0013248i,1.6671e-05-0.0018689i,-0.00030588-0.0016608i,-0.00058208-0.00025706i,-0.00062633+0.00095501i,0.00011838+0.00052608i,9.7597e-05-0.00060557i,-0.00038812-0.00050245i,-0.00034369-0.00011086i,-0.00047464-0.00073273i,-0.00059859-0.00064351i,-0.0010371+5.7409e-05i,-0.0010875-0.0002301i,-0.0007248-0.00062935i,-0.00019049-0.0010953i,0.00012345-0.00079464i,0.00021354-0.00060707i,0.00013618-0.00092039i,-7.3138e-05-0.00058138i,-6.7959e-05+0.00020816i,0.00037684+0.00018159i,0.00095171+0.00027468i
-0.0003777-0.0011934i,7.8062e-05-0.0013811i,0.00041827-0.0024876i,0.00099315-0.0028854i,0.00087785-0.0009579i,3.6728e-05+0.0001162i,0.0001915+0.00014548i,0.00084835-0.00030183i,0.00064217-0.00014644i,0.00015503+0.00029629i,-0.00011557-4.6208e-05i,-0.00039138-9.3104e-05i,-0.00036928-2.0408e-05i,0.00034362-0.00061549i,0.00075709-0.00055361i,0.00035365+0.00034427i,0.00013244+9.9667e-05i,0.0003787-0.00022622i,0.00059772-0.0004711i,0.00048728-0.0010663i,-1.7301e-05-0.00044801i,-0.00031467+0.00045849i,-0.00028362+0.00093831i
-0.0012598+0.00080518i,-0.0016942-0.0016396i,-0.0015459-0.0028328i,-0.0008033-0.0023007i,-0.00059417-0.0015555i,-0.00067167-0.001371i,-0.00062919-0.00067648i,-4.2904e-05+8.2732e-05i,0.00012847+2.9757e-05i,-0.00035581+0.00044542i,-0.00057455+0.00066763i,-0.00034116+0.00014828i,-0.00090585+8.8317e-05i,-0.0012173-0.00014969i,-0.0008243-0.00038694i,-0.0007607-0.00034755i,-0.00061353-6.6311e-05i,-0.00036354+4.5802e-05i,0.00031836+0.00028876i,0.00060917+0.00059024i,0.00042873+0.00061401i,0.00018355+0.001077i,-0.00039202+0.00064546i
0.00046798+0.00013344i,0.00044039-0.00022966i,-0.00061342-0.00084411i,-0.00068836-0.00028213i,-0.0008125+0.00068186i,-0.00078112+0.00055071i,-6.1746e-05+0.00054686i,0.00036922+0.00018748i,0.00035257-0.0004831i,0.00056736-0.000825i,0.00092192-0.00063326i,0.00095322-0.00015834i,0.0007916+0.00018942i,4.4641e-07+0.00033283i,-0.00045373+0.0002811i,-0.0002803-7.8181e-05i,-0.00039988-0.00024104i,-0.00093404-0.00052578i,-0.00073426-0.00097406i,-3.7857e-05-0.0002415i,0.00046892+0.00054795i,0.00046613+0.00083912i,0.00029071+0.00098947i
0.00059414-0.0020921i,0.0010456-0.002728i,-0.00051078-0.0016578i,-0.00060115-0.00027134i,0.00015923+0.0010293i,0.0007101+0.0013115i,0.00089108+0.00047971i,0.00040562+0.00015268i,-0.00048159-0.00030123i,-0.00093947-0.00098531i,-0.00048258-0.00041088i,0.00036386+0.00065338i,0.00066369+0.00055353i,0.00069196-0.00047967i,0.00038468-0.00060559i,-3.9303e-05+0.0002193i,-8.7258e-05+0.0010069i,-0.00028961+0.0009966i,-0.00012313+0.0001568i,0.00065989+0.00033073i,-0.00016757+0.00065376i,-0.0011058+0.00063732i,-0.00052221+0.0012695i
-0.0013095-0.00066668i,-0.0013736-0.0017508i,-0.0012031-0.0024461i,-0.0013776-0.0023891i,-0.0012008-0.0016572i,3.4818e-05-0.00059912i,-1.2587e-05+0.00016927i,-0.00068626-0.00030313i,-0.001011-0.00012215i,-0.0010462+0.00064745i,-0.00077833+0.00053463i,-0.00071714-0.00012901i,-0.00021132-0.0002186i,-0.00016808+0.00021338i,-0.00053843+7.9639e-05i,-0.00048496+2.6589e-06i,0.00036426-0.00021434i,0.00029673-0.00027532i,6.3287e-05+0.00025002i,0.00076966+0.00070698i,-5.4548e-05+0.00091038i,-0.00061299+0.00044751i,-0.00021861-7.9647e-05i
0.00059783-0.00060314i,0.0008962-0.001223i,0.00093797-0.0026803i,5.5356e-05-0.0038427i,-0.00075851-0.0023627i,-0.00089355-2.1313e-05i,0.00029723+7.5343e-05i,0.0010356-0.00073623i,0.00089396-0.00062931i,-0.00036921-0.00039977i,-0.0010932+0.00023792i,-1.628e-05+0.00025151i,0.0002802-0.00039656i,-0.00024341-0.00049711i,0.00012051-0.0010237i,-1.2178e-05-0.00057086i,-0.00084482+0.00030912i,-0.00080997+0.00025867i,0.00028098+0.00021151i,0.00097848+0.00025604i,0.00054008+0.00054712i,0.00021232+0.00029163i,0.00051011-0.00039642i
-0.00091827-0.0014275i,6.65e-05-0.0014795i,0.0003396-0.0012937i,-0.0003964-1.297e-05i,-0.00050059+0.0019587i,-0.00027346+0.0017419i,0.00013573+0.00027905i,0.00085567-0.00073092i,0.00076178-0.00028749i,0.00064383+0.00069667i,0.00048752+0.00077308i,0.00013002+9.6886e-05i,2.8869e-05-0.00045285i,0.00026966-0.00040841i,0.00055187-0.00027791i,0.00015806-0.00033733i,-0.00027434-0.00029072i,1.6872e-05+9.7131e-05i,-0.00029196+0.00061896i,-0.00063086+0.00025558i,-0.00049928-3.6146e-06i,-0.00027657+0.0001486i,-4.3643e-05-2.5247e-05i
-0.00020969-0.00080788i,0.00070055-0.00094909i,0.00062129-0.0010322i,0.00024695+0.0003097i,3.4278e-05+0.0011997i,0.00036389+0.00073704i,0.000445-0.00020802i,1.9007e-05-0.00052895i,0.00014054-0.00010469i,0.00014203+0.00035026i,-0.0008043+0.00010681i,-0.0005964-0.00016085i,-2.4982e-05-0.00024705i,-0.00014022-0.00020483i,-9.0097e-05-0.00010136i,-6.425e-05-0.00032109i,5.8158e-05-0.00031771i,0.00031946-0.00018997i,0.00057799-0.00010443i,0.00055687+2.0955e-05i,-9.9443e-05+0.00035423i,-0.00054286+0.00085819i,-0.00069867+0.000211i
-0.00017661-0.0010801i,-0.00097362-0.0010744i,-0.0017601-0.0020958i,-0.0027605-0.0019578i,-0.0021322-0.0012039i,-0.0001943-0.00036059i,0.00012582+0.00031282i,2.4515e-05-0.00044643i,-0.00013415-0.00093899i,-0.00047367-0.00050055i,-0.00046617-0.00015133i,-0.00028837-0.00050655i,4.4244e-05-0.00092398i,8.2691e-05-0.00018356i,-0.00036348+0.00012249i,-0.0003443+8.9687e-05i,-8.6312e-05+0.00073631i,-0.00038389+0.00027014i,-0.000471-0.0003747i,-4.7507e-05-0.00056696i,-0.00020959-0.00053498i,-0.00034652-0.00015248i,3.5221e-05+8.2806e-05i
-0.001039+0.00047381i,-0.00089638-0.0020178i,-0.00058834-0.002089i,-6.8622e-05-0.00077855i,0.00024026-0.00019347i,0.0004296+8.1454e-05i,0.0010791+0.00049864i,0.0014651+0.00012273i,0.0011106-0.00055451i,-8.6469e-05-0.0003136i,-0.00072201-0.00012761i,-0.00043431+0.00023631i,0.00019528+0.00014482i,0.00027935-0.00043514i,-0.00030161+0.00016176i,-0.00061529+0.00032331i,-0.00063013+7.3045e-05i,1.419e-05+0.00055033i,0.00018774+0.00072922i,-0.00027458+0.00023363i,-2.0673e-05-0.00063319i,0.00086892-0.0002189i,0.0010819+0.00046445i
0.00021586-0.0017627i,0.00067973-0.0011644i,0.001052-0.0018212i,0.0010468-0.0016535i,-0.00066597+0.00048903i,-0.0011028+0.00074268i,-8.9007e-06-0.00045204i,-0.00055713-0.00076737i,-0.00095532-0.00084117i,-8.0423e-05-0.00020711i,-0.00030209+0.00051419i,-0.0012227+0.00092113i,-0.00027549+0.0015079i,0.0002945+0.0010727i,6.3019e-05+9.0348e-05i,0.0002303-0.0011383i,0.00020517-0.0013271i,0.00014028-0.00087574i,-0.00013581+6.4333e-05i,-0.00017169+0.00039565i,0.00031425-0.00029936i,0.00015645-0.00086275i,9.3961e-05-0.00043119i
0.0013371-0.001003i,0.00080906-0.0016916i,0.00030494-0.0011175i,8.6757e-05-0.0006313i,-0.00029531-0.00036641i,-0.00021266+0.00031071i,0.0002703-0.00011435i,1.1368e-05-0.0013147i,-0.00064625-0.0014393i,-0.0006143-0.00041091i,-0.00016275+5.9879e-06i,0.00061068+0.00011214i,0.00065758+0.00045612i,0.0008177-0.00028975i,0.00011809-0.0010129i,-0.00032485-0.0010629i,0.00023345-0.00081969i,0.00036214-0.00069911i,-0.00034359-0.00010783i,-0.00051138+0.0005341i,-0.00017041+0.0003158i,-1.2191e-05+0.00056956i,0.00013609+0.00065735i
-0.0011476+8.7262e-05i,-0.0012601-0.0015595i,-0.0016442-0.0028309i,-0.0015438-0.0031194i,-0.0013444-0.0020855i,-0.00043525-0.0011516i,0.0006691-0.00043122i,0.00030482+1.54e-05i,-6.812e-05-8.459e-05i,-5.9596e-05-0.00043719i,-0.00022164-0.00041088i,-0.00030215-0.00012139i,-1.6783e-05+0.00023551i,0.0006826+0.00063015i,0.00069543+0.00047319i,-0.00030679+0.00015535i,1.5446e-05+0.0002603i,0.00040574+0.00019758i,-1.1095e-05+0.00062165i,-0.0001256+0.00088096i,0.00010002+0.00087751i,0.00041789+0.00086825i,0.00047567+0.00022613i
0.0014925-0.00041803i,0.0016896-0.0017206i,0.0018091-0.0027178i,0.0002227-0.0025588i,-0.00032483-0.0015161i,0.00068256+0.00030831i,0.0011048+0.00064246i,0.00071013-2.3038e-05i,-0.000433-0.00034666i,-0.00094669-0.00036431i,-0.0010065+0.00035125i,-0.00098848+0.00092353i,-0.0010507+0.0011691i,-0.0011109+0.00037145i,-0.00055164-0.00042023i,-0.00050211-0.0004547i,-0.00022456-0.00070476i,0.00058832-0.00074791i,0.0005141-9.0627e-05i,-0.0002199+0.0006867i,-0.00025777+0.00092303i,0.00066287+0.0011253i,0.0010195+0.0013164i
0.00019411-0.00019058i,0.0007543-0.00031519i,0.0020253+0.00021354i,0.0018586-0.00038198i,0.0007055-0.00029655i,0.00074261-0.00013996i,0.0010852-0.00066264i,0.00069053-0.00051783i,0.0001041-0.00017085i,-0.0004681+0.00049884i,-0.00011359+0.0012681i,0.0009507+0.00077025i,0.0017347-0.0005532i,0.0010075-0.00084098i,-8.4045e-05-0.00069733i,-0.00023822-0.0010153i,-8.7951e-05-0.00069252i,-7.4536e-05+0.00011139i,0.00033005+0.0002837i,0.00052552+0.00021133i,0.00016528+0.00040419i,0.0003071+0.00031258i,0.00049327+0.00054674i
