0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
0.00063304+0.00070071i,0.0020333+0.00013737i,0.0013735+0.00072288i,0.00035701+0.0013113i,-0.00012443+0.001572i,-0.00010474+0.00071262i,0.00029617-0.00044151i,-0.00032858-2.6188e-05i,-0.00057141+0.00077122i,8.5889e-05+0.00099444i,0.0005719+0.00099947i,0.00047569+2.3363e-05i,-0.00051652-0.00016606i,-0.00059344+0.00090747i,-0.00040139+0.0014851i,-0.00056687+0.0014673i,-0.00034347+0.0011985i,-0.00039252+0.00077751i,-0.00043234+0.00033949i,0.00025615+3.5227e-05i,0.00079381-9.2461e-05i,0.00099563-1.9747e-05i,0.00047433+7.7551e-05i
-0.0014652-0.001115i,-0.0014121+0.00059611i,-0.0020771+0.0016367i,-0.0016661+0.0018794i,-0.00082102+0.0026896i,0.00046489+0.0025044i,0.00088518+0.0013662i,0.00017146+0.00035771i,-0.0001604-6.3368e-05i,-0.00045135+1.3152e-05i,-0.00029516-2.0217e-05i,-0.00037536-3.4507e-06i,-0.00038681+3.3942e-05i,0.00023855+0.00017804i,2.6282e-05+0.00031136i,-0.00042183-6.4428e-06i,0.00020319+0.0004372i,0.00072193+0.00069854i,0.00016011-6.6684e-06i,-0.00013128-0.00036948i,0.00035178-0.00032117i,0.00057608-0.0001823i,0.00053067+0.00046752i
0.00030203+0.0016362i,0.00065332+0.00085697i,0.00097151+0.0014987i,0.00081779+0.00089904i,0.00026918+0.00010409i,0.00037701+0.00013597i,0.00014349-8.6984e-05i,-0.00087142+0.00021559i,-0.00071895+0.0014487i,-0.00044072+0.0012871i,-4.1477e-05-8.772e-06i,0.00051257-0.00050203i,-6.5244e-07-0.00089309i,-0.00079615-0.0008625i,-0.00063107-0.00095862i,-8.445e-05-0.00087699i,2.3353e-05+0.00022899i,-0.00029202+0.00039453i,-0.00031678-0.00056328i,7.4836e-05-0.00091124i,0.00046377-0.00082961i,0.0002152-0.00053678i,-0.00034238-0.00038454i
0.0002856-0.00019208i,0.00026423-0.0001621i,-0.00090019+0.00045005i,-0.0021575+0.0012368i,-0.0016868+0.0018933i,-0.00066881+0.0013171i,-0.00041738+0.00024867i,-8.9108e-05+0.00024989i,0.0001679-0.00028471i,-0.00014637-0.0010889i,-1.0624e-05-0.0009289i,-0.00011939-0.00082397i,-0.00063228-0.00031447i,-0.0012009-4.7436e-05i,-0.0007832-0.00018842i,4.7196e-05+4.3171e-05i,0.00010307+0.00039939i,6.7026e-05+0.00046968i,0.00048274-0.00036393i,0.00051307-0.00069966i,0.00016579-8.9566e-05i,0.00028257+0.00013372i,0.00021316+0.00029559i
-0.00057987-0.00030768i,-0.0010673+0.0010958i,-0.0020814+0.0019808i,-0.0014287+0.0021689i,8.3801e-05+0.0022145i,0.00075859+0.001699i,9.527e-05+0.0014267i,-0.00042583+0.0010258i,-0.00017209+0.00058503i,0.00018914+0.00080198i,0.00014704+0.00080045i,-0.00048675+0.00038504i,-0.0005592-1.5636e-05i,-0.00060288+0.00011643i,-0.00033919+0.00022394i,-0.00031667-0.0001659i,-0.00056582-0.00073886i,0.00035018-0.00067872i,0.00016351+0.00025297i,-0.00081401-0.00011727i,-0.00066167-0.00042522i,-6.6576e-05-0.00034568i,1.208e-05-0.00025903i
0.0013429-0.00012942i,0.0015455-0.00021288i,0.0014407-0.0014031i,-0.00040114-0.0021043i,-0.0015141-0.0013219i,-0.0012752-0.00013655i,-0.00079545+0.00019563i,-0.00021449+0.00028509i,-0.00031233+0.0005563i,-0.00075657+0.00037563i,-0.00043634+0.0004132i,-3.6896e-06+0.00022279i,2.1435e-05-2.3536e-05i,-0.00069078+0.00023468i,-0.0005081+0.00097097i,-0.00056124+0.0010015i,-0.00071794-0.00014682i,-0.00072999-0.00046626i,-0.00053351-6.4262e-05i,-0.00032669+0.00011569i,-0.00031184-5.9848e-05i,-0.00037276-0.00057817i,-0.00027783-0.0004207i
0.00079698-0.00064031i,-0.00043536-0.00046846i,-0.0008395-0.00049532i,-0.0012413+0.00041249i,-0.00088547+0.00088504i,-3.9549e-05+0.00076829i,-0.00035329+0.00060877i,-0.000304+0.00057168i,-0.00038938+0.00095864i,-0.00064801+0.0011259i,-0.00050009+0.00056546i,-0.00045315+0.00010109i,-0.0007819+0.00023714i,-0.0010299+0.00051938i,-0.0014329-5.14e-06i,-0.00084543-0.00061545i,-0.00047186-0.00060449i,-0.00023855-0.00038746i,0.00072505-2.6625e-05i,0.00074666+0.00010729i,0.00027555-9.0264e-05i,1.8809e-05-3.9457e-05i,-0.00014839-0.00020825i
-0.00052398+0.00019795i,-0.00016148-0.0009081i,-0.00092558-0.00057468i,-0.0013889+0.00085146i,-0.0011765+0.0012376i,-0.00042413+0.00018507i,-4.9742e-05-0.00022117i,0.00030926+0.00033253i,4.4141e-05-4.5191e-05i,-0.0010894-0.00058078i,-0.00092651+0.0001037i,-0.00039838+0.00089439i,-0.001197+0.00039444i,-0.0010168+1.1378e-05i,-0.00045123-0.00040794i,-0.0013667-0.001182i,-0.0017693-0.0010976i,-0.0011901+0.00044023i,-0.00091588+0.0010936i,-0.001018+0.00092013i,-0.00085613+0.00047239i,-0.00048097-0.00041869i,0.00010128-0.00041171i
-0.0010882-0.0010334i,-0.0014751-0.0005747i,-0.0022273-0.00027574i,-0.0022059+0.00033988i,-0.0011317+0.0013842i,0.00033052+0.0017259i,-6.2167e-05+0.0012977i,-0.0010052+0.00094831i,-0.00079196+0.0015354i,-0.00035343+0.0023707i,-0.00053223+0.0018539i,-0.0012782+0.00023829i,-0.0010338-0.00035i,-0.00059116-9.8886e-05i,-0.00031444+4.3468e-05i,-0.00027632-9.1197e-05i,0.00016067-0.00051134i,0.00018483-0.00075527i,0.00017933-0.00017081i,-0.00030051+0.00056382i,-0.0007127+0.00040851i,-0.00025431+0.00016098i,-0.00043464+8.5426e-05i
-0.0015531+0.00078294i,-0.00088646+0.0013434i,-0.000789+0.0012481i,-0.0017331-0.00015423i,-0.0012908-0.00041548i,0.00043894+0.00026415i,0.00085576+0.00041727i,0.00018095+0.0012305i,-0.00011098+0.0018356i,-0.00020325+0.0010552i,-0.00016198+9.2973e-05i,-0.00012849+4.1895e-05i,-0.0004328+0.00048865i,-0.00081825+1.0889e-05i,-0.0015662+2.5883e-05i,-0.001288+0.00014485i,-0.00035324+1.7624e-05i,-0.00054879+0.00037901i,-0.00030509+0.00080681i,6.8659e-05+0.0001598i,0.00016625+0.00011833i,0.00019862+0.00025729i,-0.00044669+0.00082078i
0.00048918-0.0013804i,-0.00066091-0.001398i,-0.0016475-0.00066464i,-0.0027157+0.00024575i,-0.0024763+0.0019835i,-0.00090315+0.0031479i,-0.0001534+0.0019042i,0.00012661+0.0010252i,-0.00016741+0.0005705i,-0.0003833-0.00020744i,-0.00033981+0.00032721i,-0.00045924+0.001169i,-0.00047527+0.00068269i,-0.00069722+9.858e-05i,-0.00085125+7.5086e-05i,-0.00070158-0.00056594i,-0.00041763-0.0010819i,-0.0002317-0.00076166i,-6.2745e-05+6.6813e-05i,4.1549e-05+1.2832e-05i,0.00056891-0.00032518i,0.00083469-4.3788e-05i,0.00015294+8.1682e-05i
0.0012593+1.6808e-05i,-0.00010982+0.00045611i,-0.0015302+0.00087784i,-0.0010449+0.00068106i,4.1554e-05+0.00012759i,0.00081569-1.524e-05i,0.00055383+0.00020425i,-0.00027662+0.00027368i,-0.00074428+0.00015631i,-0.0009438+6.9408e-05i,-0.00066772+0.00028837i,-0.00029729+0.00069033i,-0.00034366+0.00042571i,-0.00013803+2.3313e-05i,0.00030755+0.00015592i,0.00056515+0.0001828i,0.00039126+0.00040205i,-0.00035242-3.7585e-05i,-0.00049783-0.00091207i,-0.00023271-0.0004801i,-0.00032654+0.00016312i,-8.1009e-05+0.00060546i,0.00049556+0.00056199i
-0.00010451-0.00019449i,-0.00014058-0.00070022i,-0.00077767-0.00055857i,-0.0014284-0.00020904i,-0.0009908+0.00051211i,9.3183e-05+0.0011002i,0.00062738+0.0011411i,0.00014001+0.0012557i,-0.00021115+0.0012449i,-0.00044842+0.00081891i,-0.00085298+0.00054803i,-0.0015791+0.00074571i,-0.0017876+0.00078949i,-0.00083959+0.00084439i,-0.00015251+0.00079992i,-0.00034008+0.00056663i,0.00021908-0.00017069i,0.0006131-0.00034447i,0.00037467+0.00040069i,0.00029017+0.00059448i,-0.00055725+0.00027085i,-0.00097783+0.00028385i,-0.00044126+0.00051387i
-0.00083033+0.00022219i,-0.00070068+0.00028635i,-0.00090147+0.0013577i,-0.0017062+0.0018824i,-0.001082+0.0018557i,0.0005888+0.0012607i,0.00075845+0.00031114i,-0.00016102+3.8249e-05i,-0.0013715+0.00032228i,-0.0018723+0.00032746i,-0.00084775-6.4092e-05i,-0.00010419-0.00046958i,0.0002908-0.00031609i,-0.00027088+0.00030223i,-0.0011455+0.0007836i,-0.00010891+0.00066836i,0.00095113-0.00014262i,0.00074383-4.3701e-05i,0.00012863+0.0001338i,-0.00034799-0.00059628i,-0.00063729-0.00040521i,-0.00037128+9.8579e-05i,0.0004396-0.00040428i
0.0014731+0.0018311i,0.0015828+0.00062788i,0.0014649-9.1223e-05i,0.001007-0.00079671i,0.00078378-0.0010723i,-0.00011328-0.0010687i,-0.00021306-0.00031434i,8.8444e-06+0.0010751i,0.0003352+0.0011106i,0.00076915-8.5103e-05i,0.00022017-0.00067365i,-0.0003836-0.00086588i,-0.000995-0.00077591i,-0.0013079-0.00013297i,-0.00052286+5.7517e-05i,0.00040876-0.00033723i,0.00028111-0.00047761i,-0.00042231+0.00035921i,-0.00081174+0.00092569i,-0.0007126+0.00046013i,-0.00053986+3.5394e-05i,-0.00081417-0.00036258i,-0.00051066-6.2577e-05i
-0.0010086-0.00036495i,-0.00056153+0.00089873i,-0.00017269+0.0027878i,-0.00031237+0.0028853i,-0.00049988+0.0016314i,0.00019716+0.0014639i,0.00040425+0.0011096i,2.8494e-05+0.00084807i,-0.00057823+0.0010889i,-0.0014533+0.00052312i,-0.0015415-1.4217e-05i,-0.0008577-0.00031416i,-0.00065303-0.00041964i,-0.0010362-6.2398e-05i,-0.00040087+0.00013024i,0.00081814+0.00022137i,0.0010333+0.00051227i,0.00030528+0.00021361i,0.00029797-3.0035e-05i,0.00015432-0.00052634i,-0.00066895-0.00070976i,-0.00058938-2.583e-05i,-0.0003642+0.00017297i
0.00095154+0.00028891i,-0.00010075+0.000955i,-0.00036517+0.0014208i,-0.00056804+0.0011744i,-0.00041657+0.00082743i,-5.6373e-05+0.00077361i,0.00020424+0.00052709i,0.00013397+0.0010286i,-0.00041017+0.001773i,-0.0014793+0.001629i,-0.0017099+0.0002456i,-0.001115+0.00033559i,-0.00047144+0.0013887i,-0.00045056+0.0009695i,-3.8881e-05+0.00034183i,0.00067926+0.0006008i,0.0011293+0.00077122i,4.3685e-05+0.00040981i,-0.00065966+0.0002646i,-0.00032146+0.00012043i,0.00036505-0.00018419i,0.00038595-0.00029805i,-0.00053225-3.4219e-06i
1.7205e-05-0.00051608i,-0.00081577-0.0018106i,-0.0017295-0.0016396i,-0.0018435-0.00033297i,-0.0011042+0.00050559i,-0.00033624+0.0013006i,-0.00013501+0.0017273i,0.00029759+0.0012862i,-0.00012569+0.0010089i,-0.00059577+0.0017065i,-0.00018223+0.0017243i,0.00017398+0.00056566i,2.2605e-05-0.00041456i,0.00010117-0.00043998i,1.0443e-05+1.3005e-05i,-0.00016694-0.00013138i,-0.00025185-0.00020399i,-0.00014828+0.00025963i,-0.00029058+0.00031402i,-0.00065207+0.00012291i,-0.00098696+0.0002832i,-0.0010629+0.00020764i,-0.00047245-0.00034574i
0.0013905+0.00037233i,0.0016961+0.00019586i,0.0017749-0.0009516i,0.0013035-0.001455i,-0.00020362-0.00085684i,-1.039e-05+0.00045938i,0.00047783+0.0014906i,2.092e-05+0.0014509i,-0.00039886+0.0014061i,-0.00096429+0.00096756i,-0.00063817+0.00057273i,-0.00098502+0.0003321i,-0.0018377-0.00053119i,-0.0012861-0.00032042i,-0.00023035+0.00027386i,0.00068593+0.00025037i,0.00040564+0.00040652i,-5.0739e-05+0.00098047i,0.00053742+0.0013636i,0.00073228+0.00086334i,0.00039643-5.7354e-05i,0.00071801-0.00035171i,0.00037901+0.00030763i
0.0013615-0.00072713i,0.00093327-0.00031806i,-0.00039524-4.5308e-05i,-0.00087464+0.00013558i,-0.00075647+0.001041i,-0.001174+0.0012215i,-0.00098147+0.00071387i,-0.00057855+0.00027005i,-0.0005748+0.00011854i,-0.0011178+0.00023862i,-0.0017429+0.00033656i,-0.0017393+0.00028522i,-0.001519+4.3745e-05i,-0.00074169+0.00014177i,-0.00043659+0.00044446i,-0.00028119+0.00060438i,0.00017181+0.0010438i,0.00052537+0.00093548i,-7.6354e-05-0.00011678i,-0.00054795-0.00055364i,-0.00011996-0.00035748i,9.8017e-05-0.00065417i,0.00010604-0.00014548i
0.00091835+0.0014465i,0.001525+0.0017595i,0.0017372+0.0015709i,0.0017227+0.0010434i,0.0015501+8.7442e-05i,0.001343-9.4041e-05i,0.00042576+0.00019252i,-0.00031197+0.00055635i,0.00031349+0.00095294i,0.00043702+0.00068523i,-3.8973e-05+0.0002723i,-2.7516e-05-0.00016738i,-0.00052794-0.00060257i,-0.0010806+4.3846e-05i,-0.0010911+0.00014861i,-0.00067025-0.00010849i,-0.00087791+0.0004831i,-0.0011455+0.00036148i,-0.00094666+0.00058971i,-0.00063322+0.00039553i,-0.00024814-0.00055347i,-3.3172e-05-0.00056672i,-7.1495e-05-0.00029254i
0.0019014+0.0010078i,0.00083083+0.0012657i,0.00072726+0.00082729i,0.00044191-0.00024528i,0.00018431-4.482e-07i,-0.00058374+0.00019189i,-0.0010684+0.00037781i,-0.0003923+0.0011491i,0.00044133+0.001048i,0.00029683+0.00083222i,-0.00035887+0.00048766i,-0.00053405+0.00058688i,-0.00090425+0.0011348i,-0.0012004+0.00053162i,-0.00059961+3.7995e-05i,-0.00030815+0.00037456i,-0.00024115+0.00013425i,0.00038774-0.00057563i,0.00030054-0.0010924i,-0.00048783-0.001084i,-0.00063876-0.00076086i,-0.00064109-8.6043e-05i,-0.00083804+8.2464e-05i
-0.00042484-0.0017022i,-0.00078295-0.0010855i,-0.0012741-0.00042378i,-0.00058072+0.00057593i,-9.6608e-05+0.0021437i,-1.9695e-05+0.0027608i,-0.00036471+0.00098358i,-0.0003326+0.00066045i,0.00012746+0.00081445i,-0.00027506+0.0005131i,-0.0013261+0.00028246i,-0.0013572-0.00029567i,-0.0010381-0.00025472i,-0.00079815+0.000365i,-0.00045875+0.00093671i,-0.00013113+0.00071193i,0.00031427-1.8952e-05i,0.00055281-0.00014287i,-0.00025545-7.1041e-05i,-0.00078757-0.00050694i,-0.00057769-0.00031036i,-0.00086587-0.0004476i,-0.00066878-0.00072356i
0.00091754+0.00066473i,0.00048832+0.00017322i,0.00023052+0.00086356i,0.00019733+0.0011327i,0.00076455+0.00092831i,0.00084942+0.00039255i,0.00020159+0.00046554i,0.00013621+0.0013898i,-0.00023684+0.0015063i,-0.0011639+0.0015482i,-0.0011143+0.0017559i,-0.00095941+0.00069708i,-0.00092766+5.1185e-05i,-0.0003181+0.00017124i,-0.00047451+8.7061e-05i,-0.0011452+2.5589e-05i,-0.0011882-5.9943e-05i,-0.0004215-0.00020351i,0.00067303-0.00060688i,0.00088823-0.0010785i,0.00017677-0.0010415i,-0.0005023-0.00033189i,-0.00075312+0.00094801i
-0.00095503-0.0007756i,-0.00051506-0.000755i,-0.00095009-0.00017732i,-0.00076771+0.00057785i,0.0003466+0.0011373i,0.00049117+0.0012106i,0.0001951+0.0011118i,-0.00029783+0.0014953i,-0.00094899+0.0010283i,-0.00091229+0.00069582i,-0.0011452+0.00050647i,-0.0011883+0.00032938i,-0.00076421+0.0011613i,-0.0006011+0.0018287i,-0.00042291+0.0010524i,-0.00029723+0.00084905i,7.815e-05+0.00049983i,0.00032461-0.00042741i,-0.00016234-0.00057816i,-0.00029855-0.00022741i,-0.00014631-5.1599e-05i,-0.00079421+0.00030314i,-0.0009522-9.3522e-06i
0.0010789+0.00036058i,0.00067286-0.00051354i,5.3953e-05-0.00024675i,-0.00066284-0.00050165i,-0.00039544-0.0012713i,0.00052641-0.001073i,7.7054e-05-0.00072766i,-0.00054809-0.00019942i,-0.00019628+0.00093012i,-0.00013024+0.0011583i,0.00013041+0.00080927i,0.00016809+0.0010592i,-0.00088941+0.00048516i,-0.00096127-0.00062211i,0.00016682-0.00027639i,0.00073322+0.00040492i,0.00078525+0.00025086i,0.00075481+0.00010387i,0.00057785+0.00077485i,-0.00022867+0.00098461i,-0.00032472+0.0001567i,0.00011309-0.0002357i,-0.00029122+0.00049907i
0.00085453-0.0004883i,-0.00032908-0.00054367i,-0.00069911-0.00088799i,-0.00068032-0.00088i,-0.0011104+0.00033288i,-0.00065542+0.0015886i,0.00011161+0.0018205i,-1.6136e-05+0.00084216i,-0.00029034+0.00034694i,-0.00036364+0.00053466i,-0.00040334+0.0002172i,-0.00051859+9.4119e-05i,-0.0009234-0.00012258i,-0.00071021+0.00067548i,-0.00057514+0.0014917i,-0.00090149+0.0010354i,-0.00082366+0.00051308i,-0.00053474+4.5885e-05i,-9.6768e-05-0.00063446i,0.00062349-0.00074539i,0.00098197-0.0007073i,-0.00016875+3.4686e-05i,-0.00074908+0.00029997i
0.00054415-2.3762e-05i,0.0010002-0.00018425i,0.0016643-0.00095834i,0.001234-0.0014083i,0.00032761-0.00078128i,-0.00015804-0.00050107i,-0.00039013-0.00088107i,-0.00033877-0.00043321i,0.0002217+6.9617e-05i,-0.0002011+4.0637e-05i,-0.00081785+0.00023159i,-0.00043769-0.0003184i,0.00015544-0.00047513i,-3.768e-05-0.00016557i,-0.00047819+0.00017753i,-0.00050775+0.0010377i,-4.5845e-06+0.0013448i,0.00058839+0.0010621i,0.0001993+0.00043426i,-0.00028068-0.00017901i,-0.00042864-0.00045923i,-0.00041315-0.00032527i,-4.1138e-05+3.5069e-05i
0.001944+0.0012701i,0.0010066+0.0022364i,0.00013683+0.00156i,-0.00025288+0.0017205i,-0.00048478+0.0017577i,-0.00078604+0.00074787i,-0.00087485+0.00015433i,-0.00062429+0.00033926i,-0.00039477+0.00076337i,-0.00055083+0.00086291i,-0.0008625+0.00022986i,-0.0014134+0.00021887i,-0.0020256+0.00041611i,-0.0017994+0.00027391i,-0.00078863+0.00045259i,3.8414e-05+0.00057544i,0.00023699-0.00015182i,-0.00035188-0.00075428i,-0.0009434-0.00059232i,-0.0015308+0.00038292i,-0.0013199+0.00060849i,-0.00105-0.00036045i,-0.0012388-0.00053633i
0.0021212+0.00068323i,0.0023249-0.0010646i,0.00105-0.0020317i,-0.00019416-0.002619i,-0.00054894-0.0015234i,-0.0010966-0.00016644i,-0.0012561+0.00096715i,-0.0004135+0.0017016i,-0.0003027+0.00085859i,-0.00071736+0.00046567i,-0.00011285+0.00016943i,-0.00025714+0.00016664i,-0.00095429-0.00033157i,-0.00098782-0.00064639i,-0.00068854+3.186e-05i,0.00043318-0.00021652i,0.0004391-0.00053052i,0.00012449-0.00017955i,0.00034416-0.00064558i,0.00018173-0.00073695i,-0.00022789-0.00017974i,-0.00093177-0.00029309i,-0.001151-0.00075036i
-0.00061542-0.00037017i,-0.0014178+0.00020008i,-0.0018503+0.00058181i,-0.0021551+0.0016407i,-0.0012956+0.0015623i,-0.00029092+0.0016541i,-0.0010276+0.0016862i,-0.001047+0.00059821i,-0.00041841-8.4395e-05i,-0.00036391+0.00035698i,-0.00060688+0.0016813i,-0.00058811+0.0018318i,-0.00038086+0.00034713i,-7.8371e-05-0.00027189i,-0.00056226+0.00036536i,-0.00042289+0.00031774i,0.00031058-0.00037094i,0.0003007-0.00035382i,-4.2408e-06-6.0219e-05i,0.00039073+0.00044403i,0.00041367+0.0011217i,-0.00039229+0.0015215i,-0.00054233+0.0015536i
0.00059302-0.00051624i,0.00035972-0.0011604i,0.00040442-0.0014217i,-4.1385e-05-0.00072949i,-0.00087199-0.00022208i,-0.0007882+0.00039275i,-0.00045717+0.00087279i,-0.00042687+0.00090419i,-0.001007+0.0015235i,-0.0015395+0.0015806i,-0.00068137+0.00067908i,0.00021318+0.00025796i,-0.00035106+0.00012872i,-0.00088743+0.00028674i,-0.00028713+0.00093022i,-0.00017494+0.00092589i,-0.00034587+0.00082008i,0.00080263+0.00044428i,0.0013706+0.00017052i,0.0012887+0.00016346i,0.00081728-0.00044946i,0.00017079-0.00032643i,-0.00046675-8.9819e-05i
-2.6391e-05+0.0016168i,0.00041507+0.00042886i,0.00051268-0.0012979i,0.00067505-0.0013055i,0.00054278-0.00031008i,0.00060022+7.5846e-05i,0.00082389+8.6601e-05i,0.00022282+0.00021346i,-0.00048077+0.00070388i,-0.00093426+0.0010925i,-0.00099978+0.0012757i,-0.0011648+0.00052033i,-0.00094114+0.00015876i,-0.00018771+0.0007924i,0.0001356+0.00053364i,5.2109e-05+0.00029475i,5.6357e-05-6.7954e-05i,-9.0406e-05-0.00014999i,-3.2842e-05-0.00039646i,6.2246e-05-0.00023027i,0.00075654+0.00017404i,0.00083426+0.00072415i,1.199e-06+0.00075395i
0.0013262+2.5383e-05i,0.00073347-0.00032403i,1.0227e-05-0.00043114i,-0.0010138+0.00048485i,-0.0019911+0.0011661i,-0.0019303+0.00066988i,-0.00051298+6.6701e-05i,-4.1161e-05-3.0499e-05i,-9.0212e-05+0.00067487i,-0.00031921+0.00096206i,-0.00088744+0.00068314i,-0.0011568+0.00019323i,-0.00058267+3.5187e-05i,-0.00015344+0.00038263i,0.00052931+2.7806e-05i,0.00039261+0.00041886i,-1.3513e-05+0.00051675i,0.00037259+0.00048685i,0.00030456+0.00061529i,-0.00032974+0.00074835i,-0.0009874+0.00054752i,-0.00088931-0.00010486i,-0.00046534-0.00011756i
0.00019244+0.00098459i,0.00015196+0.00040659i,0.00046216-0.00085963i,0.00044633-0.0011728i,0.00018828-0.00044789i,-0.00011401-0.00012905i,3.3311e-05+0.00078623i,-0.00022489+0.0010089i,-0.00090808+0.0012873i,-0.00041583+0.0019318i,-0.00030182+0.0015077i,-0.00084403+0.00046369i,-0.00079853-0.0005319i,-0.00041952-0.00079781i,-0.0006496+0.00058413i,-0.00091127+0.0010672i,-0.00016047+0.00021935i,0.00019219-0.00016966i,0.00037648+1.2376e-05i,0.00040588+0.00019528i,0.00054989-5.1504e-05i,9.2017e-05+0.00023785i,-0.00023681+0.00075103i
-0.00015039+0.00098772i,-4.929e-06+0.0005846i,-5.3827e-07+0.0017205i,5.4831e-05+0.0011477i,0.00085748-0.00019829i,0.0010414-0.00066454i,0.00011689-0.0006346i,-0.00028025+0.00052943i,-0.00070453+0.0013858i,-0.00049972+0.0014378i,-0.00012474+0.0011337i,-0.00087473+1.0142e-05i,-0.0014001-0.0010791i,-0.00038247-0.00098072i,0.0004676-0.00038963i,0.00023037-0.00045067i,-0.00031674+8.9328e-05i,-0.0010447-6.0052e-05i,-0.0009569-0.0006507i,-0.00068015-0.00064603i,-0.00057966-0.0006447i,-0.00018833-0.00029279i,1.8276e-05+1.2721e-05i
0.0022953+0.00034919i,0.0029682-0.0010796i,0.0022387-0.0022828i,0.0006446-0.0012196i,-0.00084974+0.00030677i,-0.0010112+7.6284e-05i,-0.00014448+0.00030915i,-0.00018843+0.0012182i,-0.00062278+0.0011309i,-0.0007052+0.00026041i,-0.00063063-0.00036585i,-0.00051108-0.00054027i,-0.00053397-0.00045319i,-0.00044748-2.0014e-05i,-0.00014527+0.00052879i,-0.00046725+0.00042323i,-0.00042377-0.0003349i,0.00040496-0.0004914i,0.00054338-0.00014369i,0.00020753+0.00030789i,0.00023768+0.00088014i,0.00061281+0.0010165i,0.00051833+0.00030671i
-0.0012639+0.00055291i,-0.0014215+0.0014619i,-0.0018608+0.0019846i,-0.0018109+0.0013726i,-0.00093859+0.00042727i,0.0003189+0.00096146i,0.0013065+0.00054942i,0.00080963+0.00014029i,-3.3063e-05+0.00053916i,-0.00048341+0.00069069i,-0.00047834+0.00075403i,0.00017308+0.00058568i,-0.00018773-2.4046e-06i,-0.000413-0.00046597i,8.7122e-05-0.00048017i,-1.388e-05-1.0234e-05i,4.4129e-05+0.00053017i,0.00030151+0.00055555i,0.00046706+0.00063675i,0.00058304+0.00071833i,6.0682e-06+0.00041706i,-0.00014983+0.00027564i,-8.3206e-05+0.00063231i
0.0012768-0.0014374i,0.00044941-0.001233i,-0.00066405-0.00052735i,-0.0015229+1.2746e-05i,-0.0021035+0.00068336i,-0.00095332+0.001797i,0.00092665+0.002061i,0.0005386+0.0016747i,-0.00073484+0.0013014i,-0.001573+0.00064502i,-0.0015903+0.00031804i,-0.0010449+9.3382e-05i,-0.00025791-0.00017617i,0.00048535+0.00034925i,7.5268e-05+0.00069935i,-0.00015567+0.00044016i,-0.00049134-0.00024643i,-0.00026067-0.0002705i,0.00058449+0.00076531i,0.0010333+0.00044245i,0.00028628-0.00035858i,-0.00047726-0.00024495i,-0.00020315+0.00020356i
-0.00091907+0.00023116i,-0.00094632+0.0020222i,-0.001539+0.002056i,-0.0013252+0.0011988i,-0.00035361+0.00029777i,0.00044069-0.00096622i,0.00013393-0.0012886i,-0.00064227-1.762e-05i,-0.0013897+0.00061419i,-0.0010636-9.7263e-05i,-0.00010713-0.00017361i,-0.00048011-7.0854e-06i,-0.0009481-7.042e-05i,-0.00083256-0.00036159i,-0.00083581-1.4183e-05i,-0.00051475+0.00044728i,-0.0004737+0.00048931i,-0.00064957-0.000248i,-0.00012719-0.0010068i,0.00029646-0.00085476i,0.00035129-0.00050455i,-6.9318e-05-8.0117e-05i,-0.00067914+3.9398e-05i
0.00069274-0.00052453i,0.001418-0.00023028i,0.0017814-0.00075634i,0.0015175-0.0013542i,0.00058984-7.1735e-05i,-0.00011494+0.00072483i,-0.00041176+0.00042817i,-9.9398e-05+0.00035217i,0.00025399+0.00066938i,-0.0007824+0.00074646i,-0.0011831+0.00046315i,-0.00038417+0.00050709i,-0.00026993+0.00028359i,-0.0006456+0.00016327i,-0.00088657+0.000459i,-0.0004323+6.786e-05i,0.00028582-0.00044958i,0.0006751-0.00089032i,0.00036253+6.8362e-05i,0.00010172+0.00098357i,-6.3152e-05+0.00076694i,0.00033224+0.00035417i,-8.609e-05-0.00017851i
0.00024024+0.00017972i,-0.00093414+0.00038996i,-0.0017275+0.0013631i,-0.001528+0.0026174i,-0.0013354+0.0024252i,-0.00074024+0.0015513i,0.00013992+0.0013277i,0.00033047+0.0010432i,-0.00017665+0.00028923i,-0.00034606+0.00017319i,-0.0004531-8.2076e-05i,-0.000915-0.00018026i,-0.0010217+0.00030692i,-0.001098+9.2848e-05i,-0.0011827+0.00048095i,-0.0010301+0.00056606i,-9.8772e-05+0.00048296i,8.908e-05+0.00048691i,-0.00039578-0.00043913i,-0.00010419-0.00083299i,-0.00026974-0.00043304i,-0.0009924+0.00032137i,-0.0010675+0.0003066i
