-0.0017543+0.0019123i,-0.0018644+0.0010726i,-0.001512+0.00055574i,-0.0011243+0.00017655i,-0.0011772+0.00090993i,-0.0015945+0.0015616i,-0.00067104+0.0014993i,0.00037239+0.0013909i,0.0003081+0.00096481i,0.00028573-0.00021174i,0.000986-0.00088069i,0.0010497-0.00097277i,0.00051246-0.0007882i,-3.783e-05-0.00054589i,4.9772e-05-7.7431e-05i,0.00010795+0.0001024i,-0.00033712-0.00021269i,-0.00011724-0.00040375i,0.00017421-0.00019366i,-0.00017569-0.0002057i,0.00073069+2.9068e-05i,0.0011078+0.00035016i,0.00025039+0.00052131i
0.0007458+7.765e-05i,0.0009549+0.0010997i,0.00065012+0.0015187i,8.513e-05+0.00014865i,4.6056e-05-0.00069711i,0.00054229-0.00061226i,0.0015044-0.00033951i,0.0013547-0.00011647i,0.00049947-6.4189e-05i,-0.00073743-0.00058589i,-0.0010524-0.0015053i,-0.00066803-0.00083488i,-0.00084848+0.00044581i,-0.00032806+0.00043052i,-0.00019197+0.00059242i,-0.0005269+0.0006357i,-0.00044294+5.9765e-05i,-0.000433-0.00010716i,-0.00071699+0.00016548i,-0.00039253+0.00088848i,-0.0001612+0.00022851i,-0.00028364-0.00070425i,-0.0002622-0.00077915i
0.00064426-0.0013283i,3.4914e-05-0.0026058i,-0.00047006-0.0030731i,-0.00019416-0.001281i,5.5256e-05+4.1363e-05i,-0.000299+0.00065016i,-0.00010108+0.00068885i,0.00026299+0.00089842i,-0.0010435+0.00023656i,-0.0017149-0.00092829i,-0.0011543-0.0011031i,-0.0006516-0.00040303i,1.8924e-05-0.00022466i,6.3922e-05+6.3955e-05i,-0.00021508+0.00063575i,-0.00024939+0.00040862i,-0.00042106-0.0002049i,-0.00020682-0.00032043i,-0.00016896+0.00033033i,-0.00058908-0.00015327i,-0.00067109-0.00044114i,-0.00055088+0.00013699i,0.00042691+9.2998e-05i
-0.0010367+0.00027163i,-0.00082873+0.0011958i,-2.7341e-05+0.0025712i,0.00080702+0.0027468i,0.00096316+0.0021468i,0.00039867+0.00069941i,-0.00023863-0.00049794i,-0.00039659-0.00052433i,-0.00078089-0.00024303i,-0.00087036-0.00012825i,-0.00060782-0.00064545i,-8.0446e-05-0.00042489i,0.00027341+0.00018493i,-0.00051651+0.00017177i,-0.00079876-0.00015864i,-0.00051002-0.00052119i,-0.0002133-0.00033925i,0.00044167+0.0002694i,-0.0003212-0.00016692i,-0.00091471-0.0010821i,-0.00067445-0.0011819i,-0.00040637-0.00029949i,9.1763e-05-0.00025746i
-0.00019451+0.00075919i,-0.00034648-0.0001719i,-0.00069467-0.0010144i,0.00052003-0.00059795i,0.0015077+5.2981e-05i,0.00070363-4.5127e-06i,5.0884e-05+0.00017252i,-9.3884e-05+0.00014628i,-0.00054235-0.0011197i,-0.000407-0.001635i,-0.00027851-0.0013017i,0.00036979-0.0004734i,0.00062538+0.000461i,-0.00012489+0.00018313i,-0.00022772-0.00030481i,0.00014185+0.0001145i,0.00048446+0.00024085i,0.00085469-0.00010267i,0.00082708+0.00054928i,0.00099364+0.0010401i,0.00050781+0.00063063i,-5.1821e-06-0.00023203i,0.0001942-0.0011706i
0.0001145+0.00024791i,0.00064429+0.00030884i,-1.8102e-06+0.00016923i,0.00031182+0.00067079i,0.0011371+0.00044958i,0.0009666-0.00041883i,-0.00013179-0.00016317i,-0.00010204+0.00018505i,-0.00013058+0.0001491i,-0.00056495-0.00015489i,-3.6991e-05-0.0011i,0.00025651-0.00070634i,8.05e-05-0.00015903i,-0.0004193-0.00041526i,-0.0010352+0.00031299i,-0.00052531+0.00091815i,4.6343e-05+0.00067292i,-0.00080462+0.00048304i,-0.0009881+0.00032867i,-0.00049731+1.7353e-05i,-0.00026319-0.00036975i,0.00011422-0.00017324i,0.00011096+0.00030158i
-0.0013719+0.00017493i,-0.00090119+0.00058734i,-0.0011104+0.0012656i,8.4016e-05+0.00085731i,0.001514+0.00043887i,0.0018961-0.0002848i,0.00055376-0.0010459i,-1.7146e-05-0.00074935i,0.00019321+3.6039e-05i,-0.00027741+0.00022048i,0.00072933+0.0003704i,0.0013843-6.3349e-05i,-0.00053656-0.0008235i,-0.0013955-0.00069651i,-0.00021682+0.00058705i,2.4375e-05+0.0011801i,0.00033516+0.00041315i,0.00066365+0.00043702i,0.00014133+3.2003e-05i,0.00018106-0.00096174i,0.00040554-0.0012839i,0.00010532-0.0016524i,-0.0001649-0.001004i
-0.00059541-0.00048179i,-0.000725-0.000391i,-0.00055692+0.00079975i,-0.00018528+0.0017549i,0.00045697+0.0018491i,0.00046101+0.0010463i,0.00031525+0.00044576i,-5.6976e-05-4.8382e-05i,-0.0003517-2.485e-05i,-0.00060297+0.00047292i,-0.0008541+0.00039615i,-0.00086271+0.00049244i,-0.00053983+0.00025179i,-0.00025493-0.00081656i,0.00055417-0.00074725i,0.0007246-0.00021711i,-0.00012619+4.4571e-05i,-0.00037863+0.00042939i,-0.00022571+0.00053162i,-0.0008273+0.00010376i,-0.0011742-0.00036941i,-0.00096249-0.00049305i,-0.00023326+0.00015896i
0.0006812-0.0011597i,0.00076841-0.0015048i,0.00055968-0.0019624i,0.00010478-0.002028i,5.8217e-05-0.0013046i,0.0006674+0.00079985i,0.00077026+0.0011769i,0.00069487+0.00057382i,3.3425e-05-1.6548e-05i,-0.00052823-0.00048326i,-0.00011969-0.00048029i,-0.00011019-0.00013154i,-0.00041438+5.1376e-05i,3.1486e-05+0.00051767i,0.00037448+0.00075624i,0.00010213-0.00010787i,5.8644e-05-0.0003756i,0.00024164-5.5004e-05i,0.00027065-0.0001414i,-0.00032532-0.00037721i,-0.00066149-0.00029533i,-0.00068019-0.00010647i,-0.00060984+0.00012897i
0.0013302-0.00057591i,0.00086188-0.00017715i,-4.5121e-06-0.00063632i,-0.00073034-0.00014358i,-0.00079564+0.001262i,-0.0004562+0.0011486i,-0.00020184+0.00054705i,-0.00021157+4.5981e-05i,-0.0011124-0.00035396i,-0.0021704-0.00087719i,-0.0017269-0.0011724i,-0.00014917-0.00027403i,0.00063372+0.00099994i,-0.0002254+0.0011457i,-0.00060303+0.00047591i,-0.00091736-0.00016047i,-0.00099486-0.0009684i,-0.00070079-0.00017699i,-0.00080021+0.00071063i,-0.00026831+8.7465e-05i,0.00047512+0.00036546i,-0.00011032+7.7477e-05i,-0.00052307-0.00028384i
0.0010416-0.0005173i,0.001421-0.0005976i,0.0013991-0.0013563i,0.00059024-0.0010922i,0.00017227-0.00057394i,-0.0001233+0.00053573i,-0.00023944+0.00099319i,-0.00023433-0.00034526i,-0.001153-0.001132i,-0.0017487-0.00090377i,-0.0013795-0.00058051i,-0.00042558-0.00050698i,0.0002346-0.00053896i,-0.00027662-0.00053962i,-0.00030651-0.00031944i,-0.00014059+0.000356i,-0.00047245+0.001042i,-0.0001437+0.0010168i,-4.9713e-06+0.0011018i,8.9298e-05+0.0010127i,0.0010572+0.00051603i,0.0010812+0.00029036i,0.00042872+0.00025116i
-0.0015792+0.00064733i,-0.00081129+0.00054747i,-0.00046979-0.0003412i,-0.00014883+0.00036506i,0.00014106+0.00079697i,2.0367e-05+0.0002571i,-0.00040295-0.00029112i,-0.00061681-0.0013027i,-0.0002734-0.0010798i,-0.00036357-0.00070628i,-0.00049437-0.0013193i,-0.00012624-0.0011216i,-0.00011875+0.00012688i,2.075e-05+0.0011787i,0.00010618+0.00089166i,-0.00089811+0.00072041i,-0.00087836+0.00066259i,3.5893e-06+0.00051676i,-0.00059549+0.00039751i,-0.0011616+0.00020774i,-0.00031707+0.00039057i,0.00034401+0.00023601i,-0.00021171+0.0001375i
0.0003495+0.0020926i,0.00070561+0.0012047i,0.00094078+0.00088347i,0.0012489+0.00037733i,0.0015894-0.00019432i,0.0010196-0.00053103i,0.00050764-0.00019312i,0.00054427+3.889e-05i,0.00024313+0.00014041i,-4.6877e-05+0.00039318i,-0.00060347+0.00023994i,-0.00030125+5.6425e-05i,0.00021333-0.00027065i,-0.00023028-0.00015297i,-0.00047399-0.00017297i,-3.1592e-05-0.00067002i,-0.0006004-1.1491e-05i,-0.00090655+0.00043421i,-0.00041531+0.00017393i,-0.0001677-1.1023e-05i,-0.00020715-0.00023717i,-7.5933e-05-0.00031745i,0.00039302-0.00031917i
-0.00057472+0.00030109i,8.1288e-05+0.00019447i,8.7559e-05-0.00026392i,-1.4676e-05+0.00036112i,0.00015957+0.0013472i,0.00071033+0.001121i,-0.00013963+0.00050592i,-0.0015775+0.00022995i,-0.001547-0.00026266i,-0.0015717-0.00071358i,-0.0010451-0.00042344i,-0.00029707-0.00013796i,-0.00016376-0.00040067i,-0.0012212-0.00054095i,-0.002293-0.00091074i,-0.0014499-0.0008014i,-0.00021401+0.00010978i,-0.00046981+0.00057381i,-0.00060524+0.00034522i,-0.00078103-3.0646e-05i,-0.0010865+1.1577e-05i,-0.0010085+8.4066e-05i,-0.00086405+0.0004288i
-0.0001043+0.0014229i,-0.00045047+0.0015027i,-2.7695e-05+0.0011334i,0.00038175+0.0008042i,0.00041269+0.00044592i,0.00036438+0.00079283i,0.00033451+0.00044976i,0.00053935-0.00031492i,0.00034914-0.00083477i,-1.9306e-06-0.0005288i,-0.00031969-0.00055016i,-4.0637e-05-0.0013691i,0.00013918-0.0016274i,-0.00048692-0.00089121i,-0.00045425+0.00020752i,-0.00028353+0.00055562i,-0.00013965+0.00032474i,-2.5419e-05-0.0001774i,-0.00023664-0.00070232i,-0.00043602-0.00080992i,-0.00019308-0.00027774i,-0.00080544+9.1145e-06i,-0.0005753+0.00022667i
0.0012518+0.00016933i,0.00078435-0.00044996i,0.00035318-0.00016111i,0.00056046+0.00044301i,0.00050126+0.0010133i,-0.00038987+0.0011727i,-0.0003481+0.00039553i,-5.9612e-05-3.9518e-05i,-0.00037979-0.00049493i,-0.00033345-0.00027315i,-0.00047295-0.0003308i,-0.00045118-0.001174i,-0.00039302-0.00040257i,-0.0003203-0.00011015i,-9.7629e-05-0.00021666i,-8.1883e-05+7.2974e-05i,0.00060753-0.00050905i,0.00037196-0.00042553i,-0.00010678-0.00013849i,0.00035439-0.00013973i,-0.00024344+0.00022728i,-0.00062732+0.00056369i,-0.00062205+0.00060789i
-0.00033718-0.00054572i,-0.0014237-0.0015748i,-0.0017133-0.0018i,-0.0003791-0.00025817i,0.00077689+0.0012304i,0.00058162+0.00078805i,-0.00029548-0.00020332i,-0.00098657-0.00089219i,-0.0011614-0.0011793i,-0.00072531-0.00091198i,-0.00027965-0.00085121i,2.3227e-05-0.0011298i,-0.00010035-0.0011848i,-0.00038748-0.0011925i,-5.8821e-05-0.00089305i,-0.00010071-0.00063878i,-0.00065607-0.00083306i,-6.5246e-05-0.00064506i,0.00034273+0.0001033i,0.00033965+0.00019849i,0.00072711-5.7703e-06i,0.00050261+0.00095319i,5.0356e-05+0.0012366i
0.0016603+0.00011592i,0.00071135+0.00012465i,6.5449e-05-0.000913i,-0.00032015-0.00064357i,-0.00087011+0.00039254i,-8.8682e-05+0.0006141i,0.0010536+0.00066729i,0.00070774+3.745e-05i,0.00013096-0.0001268i,-0.00014156-1.4211e-05i,-0.00063553-0.00067525i,-0.00026992-0.00023175i,0.0006147-0.00014746i,0.00082531-0.0004205i,0.00063803-0.00043032i,0.00077298-0.0013467i,0.0010172-0.0014027i,0.00019197-0.00044231i,6.6964e-05+0.00020714i,1.8706e-05+0.00040479i,-0.00054194+9.2443e-05i,0.00013919-0.00054994i,0.00064286-0.0011979i
0.00069886-0.00040336i,0.00058453-0.00050342i,0.0010083-0.00064888i,0.0001045+0.00042187i,-0.00072075+0.00052005i,-0.00089836-0.00011259i,-0.00012497+0.00010948i,-0.00016432+0.00036801i,-0.00033416-0.00088003i,-0.00040678-0.00096378i,-0.00072782-0.00037477i,-0.00080962-0.00095153i,-0.00037957-0.0011466i,-2.9404e-05-0.00052525i,0.00027125-0.0001916i,0.00039125+0.00044408i,-0.00020903+0.00068074i,-0.00036374+0.00046932i,7.3478e-06+0.00020229i,-7.0348e-05-0.00017011i,-0.00020638-9.6511e-05i,-0.00042893+0.00011967i,-0.0005057+0.00035899i
-0.00050639+0.00028732i,-0.00052327+0.00010779i,2.0426e-06+0.00089886i,0.00088419+0.00085328i,0.00077446+0.00095084i,0.00068112+0.00092441i,0.0013457+0.00030714i,0.0014187-0.00038922i,0.00068139-0.00083734i,0.00016611-0.0010049i,0.00034132-0.0012449i,-0.00012082-0.00097753i,-0.00039908-0.00027225i,-0.00025248+0.00040204i,-6.5919e-05+0.00065672i,-0.00055143+0.00036874i,-0.0010461-8.6518e-05i,-0.00034441-7.5671e-06i,0.00053457+0.00060719i,0.0007183+0.00046495i,0.00056693+0.00025987i,-0.00011817+0.00018447i,-4.673e-06+0.00014406i
-0.00044706-0.00054237i,-0.00096019-0.00085383i,-0.0017407-0.0012185i,-0.0016954-0.00098259i,-0.00095804+0.00028344i,-0.00072714+0.00075035i,-0.00070066-1.4401e-05i,-0.0004907+0.00019176i,-0.00056078+0.00076749i,-0.0006354+0.00034842i,4.1084e-05-0.0001171i,-0.00039914-0.00031366i,-0.0011322-0.00088564i,-0.0010598-0.0007291i,-0.00058817-0.00047938i,-0.00027986-0.00026368i,-0.00068956+0.00036191i,-0.00055683+0.00015261i,-0.00050721+0.00017899i,-0.00067306+0.00038368i,-6.2702e-05+0.00049412i,0.00027136+0.00065851i,2.1e-05+0.00092977i
-0.00055756-0.00053153i,-0.00015731-6.8791e-05i,-4.0341e-05+0.00085227i,-0.00048897+0.00036655i,-0.00049615+6.7495e-06i,-0.00033263-6.6934e-05i,-0.00064955+3.4027e-05i,-0.0011683-0.00056157i,-0.00080178-0.0012194i,-0.00067451-0.00072029i,-0.00098946-0.00012132i,-0.00036836+0.0002242i,-8.2276e-05+0.00031577i,-0.0004249+3.2344e-05i,-0.00085849-1.7879e-05i,-0.00081759+0.00040606i,4.0053e-05+0.00053961i,0.00065833+0.00021162i,0.00082377+0.00020235i,0.00045513+0.00035805i,-6.1683e-05+8.5557e-05i,0.00037899+0.00017586i,0.00045112+0.00081088i
-0.0015105+0.00023468i,-0.0015001+7.1985e-05i,-0.0018466+0.00028968i,-0.00097762+0.0017495i,0.00023623+0.0024463i,0.00070733+0.00082311i,0.0011344-0.00026606i,0.00037647+7.1617e-05i,-0.00026083-0.00018212i,-0.00075496+5.428e-05i,-0.00084707-0.00047201i,2.875e-05-0.0013859i,0.00041746-0.00085353i,-0.00058509-0.00034509i,-0.0010994-0.00063746i,-0.00041695-0.00082454i,0.00050101-0.00069775i,0.00025141-5.5707e-05i,-0.00028549+0.00070174i,-0.00017441+0.00081136i,0.00011285+0.00020149i,0.00091187+0.00023001i,0.0013806+0.0011709i
-0.00057807+0.0003346i,0.00080663+0.00087447i,0.00086974+0.00073393i,-0.0003648+0.0011345i,-0.00012695+0.001495i,0.0007256+0.00023618i,0.00078367-0.00085315i,-6.0826e-05-0.00059345i,-0.00031825-0.00020552i,-3.5906e-05+0.00018633i,-0.000307-0.00021566i,-0.00034614-0.00093889i,-0.0014151-0.0018361i,-0.0018807-0.002279i,-0.0013277-0.0022298i,-0.00087397-0.0011522i,-0.00015236-0.00037607i,0.0002007-0.00039148i,6.7169e-05-0.00020134i,-0.00021552+0.00015119i,-0.0001478+7.6645e-05i,0.00022695-0.00012963i,0.00017986-0.00060675i
-0.0010041-0.00032979i,-0.00088834-0.00042977i,-0.00088577+0.00011872i,0.00045154+0.00087756i,0.0013306+0.0020904i,0.00058925+0.001484i,-0.0004005+0.00075466i,-0.0005464+0.00015195i,-0.0006935-0.00096544i,-0.00051925-0.00090478i,-0.00012658-0.00021514i,-8.3758e-05-0.00015623i,0.00019917-0.0001247i,0.00044626+5.4601e-06i,0.00030271+0.0001402i,0.00038291-7.3698e-05i,0.00031252+0.00011084i,0.00040306+0.00045103i,0.00017272+0.00085859i,-0.00044776+0.00052865i,-0.00016854-2.7838e-06i,-0.00038731+0.00035443i,-0.0004745+0.00039735i
-0.00040688-0.00080516i,-0.00032849-0.00017016i,-0.00018781+0.00023014i,-0.00033086+0.00025053i,-0.0014324+0.00067861i,-0.0012903+0.00068053i,-0.00040146+0.00022043i,-0.00080289+2.1798e-05i,-0.0013537-3.5967e-05i,-0.0010579-0.00029783i,-0.0014844+0.00019252i,-0.0013538+0.0010126i,-0.00096648+0.00084074i,-0.00061084-1.4459e-06i,0.0001681-6.5766e-05i,-0.00036618+0.00066148i,-0.00042229+0.00073465i,0.00038665-0.00026719i,0.00014633-0.00021916i,3.7984e-05+0.00035661i,0.0013625+0.00046103i,0.0016694+0.0005217i,0.00043838+0.00058121i
-0.001363-0.00027176i,-0.0011956-0.00010562i,-0.0013614-5.5981e-05i,-0.0011343-0.0004364i,-0.00021898-6.8163e-05i,0.00070886+0.00058571i,0.00090223-0.00025415i,0.00013424-0.00080665i,-0.00030825-0.00059629i,-0.00031692-0.00092506i,-0.00022525-0.0012239i,-2.3891e-05-0.00091727i,0.00047417-0.00067371i,0.00015521-0.00085105i,-0.00066356-0.00058341i,-0.00052811+0.00057711i,0.00019919+0.00067791i,0.0003182+0.00064562i,0.0001489+0.00052869i,-0.00018168+0.00039604i,-0.00025298+0.0002888i,-7.8752e-06-0.00028212i,0.00027528-0.00062061i
0.00032107-0.00099552i,-0.00068914-0.0008236i,-0.0011121-0.0011306i,-0.00061521-0.00087543i,-0.00047478-0.00031562i,-0.00079259-0.00020761i,-0.001055-0.00021564i,-0.0011945-0.00079388i,-0.0010398-0.0010446i,-0.001718-0.00045939i,-0.0020459-0.0002463i,-0.0013628-0.00010424i,-0.00098745-9.3018e-05i,-0.00066123+3.6282e-05i,-0.00078767+9.1174e-05i,-8.0027e-06-0.00026445i,0.0010751+0.00021309i,0.00052127+0.00070858i,-0.00065669+0.00085293i,-0.00041214+0.0010234i,-0.00024655+0.00033857i,-5.1987e-05-0.00024747i,1.5305e-05+0.00012308i
0.00032673+0.00084701i,0.00041675+0.00062789i,0.00028695+0.00024635i,0.0009765+0.00096574i,0.00069488+0.0011375i,0.00068466+0.00064558i,0.0010153+5.7294e-05i,0.00045791+2.0723e-05i,-0.00056274+0.00027035i,-0.0012846-0.00052938i,-0.0012967-0.0011067i,-0.00050447-0.001107i,0.00033737-0.0010837i,-4.0559e-06-0.00059848i,-0.00012799+0.00022681i,0.00022885-4.0591e-05i,0.00040274-0.0008687i,0.0006599-0.00069781i,8.542e-05-0.00014732i,-0.00058826+4.6635e-05i,-0.00070541+0.00022322i,-0.00011198+0.00011522i,-3.7092e-05-5.0486e-05i
-0.00059986-0.0002403i,-0.00070813-0.0002091i,-0.00029006+9.2286e-05i,-0.00016966+0.000504i,-0.00063515+0.00090548i,-0.0010389+0.00034105i,-0.0011912-0.00038457i,-0.00057958-0.00056535i,-0.00051186-0.00058268i,-8.4826e-05-0.00059452i,0.00032443-0.0007906i,-0.00042727-0.00081412i,-0.00085123-0.0001443i,-0.00075913-8.9511e-05i,-0.00078318+0.00016943i,-0.00041505+3.7588e-05i,0.00032477-0.00041744i,0.00042754-2.0527e-05i,0.00039182+0.00029079i,0.00059935+0.0006401i,-8.4597e-05+0.00049848i,-0.00032322-7.4414e-05i,-5.7687e-05+0.00012714i
0.00043615-0.00022945i,0.00096157-0.00054915i,0.00089118-0.0011967i,6.6641e-05-0.00086035i,-0.00067347-0.00031986i,-0.00032356+0.000149i,0.00033189+0.00023596i,-5.7027e-05-0.00030466i,-0.00075744-0.00062949i,-0.0013944-0.00097866i,-0.0011968-0.00097734i,-0.0005654-0.00070556i,-0.00017442-0.00089698i,0.00052298-0.00070464i,0.00071551-0.00057555i,0.0004288-0.00028973i,0.00047093+0.00024058i,0.00077759+0.00032185i,0.00054294+0.00020683i,-4.6039e-06-0.00069747i,-0.00016645-0.0010743i,1.8527e-05-0.00026385i,0.00021367-6.6044e-05i
0.00013847-0.0006084i,-0.0010778-0.00031132i,-0.0018517+0.00026374i,-0.0020382+0.00048492i,-0.0024781+0.00087264i,-0.0017229+0.00089709i,-0.00062832+0.00035226i,5.2627e-05-2.245e-05i,3.8642e-05-0.00048786i,-0.00036679-0.00078349i,-0.00094562-0.0011i,-0.00090385-0.0012889i,0.00029084-0.0010937i,0.00070827-0.0006782i,5.7426e-05+0.00030154i,-6.7479e-05+0.00080878i,-0.00010484+0.0004414i,0.00041062-8.6306e-05i,0.00090433+0.00050724i,0.00037804+0.00056134i,0.00017183-2.5987e-05i,0.00010942-0.00075558i,-0.00055157-0.00059781i
0.00070346-0.0012742i,-0.00044087-0.0015276i,-0.0014774-0.0016285i,-0.0016195-0.00095771i,-0.0013828-2.1722e-05i,-0.00027551+0.00043085i,0.0010971+0.0013018i,0.0012344+0.00098944i,9.9101e-05-0.00068268i,-0.00075899-0.0012026i,-0.0012578-0.0011522i,-0.0011685-0.0013009i,-0.0011408-0.0007029i,-0.0011716+0.00030577i,-0.00084733+0.00025976i,-0.00041001-0.00055886i,-0.00016021-0.00064487i,0.0001051-0.00048574i,0.00060248-0.00062678i,0.00069132-0.00060464i,8.2662e-05-0.0001485i,0.00040816+0.00011592i,0.0012018-1.8156e-05i
0.0010161+0.00089888i,0.00029632+0.00019905i,0.00019788-4.3539e-05i,0.0010315+0.00074194i,0.0010088+0.001372i,0.00012955+0.00063968i,0.00042482+0.00066961i,0.00083791+0.00077163i,0.00088339+0.00038415i,0.00076351-0.00013809i,0.00023321-0.00062421i,-0.00055922-0.00091668i,-0.00092375-0.0010971i,-0.00097269-0.0011576i,-0.00046945-0.0012518i,0.00060355-0.00081885i,0.00077779-0.00045627i,0.00062633+2.8918e-05i,0.0010494+0.00023588i,0.00059419-0.00015701i,-0.00030886-0.00013921i,-0.00025982+0.00014822i,0.00034621+0.00041942i
0.00077853-0.0014195i,0.00013675-0.0015523i,-0.00084402-0.00053127i,-0.0013772-0.00046859i,-0.0015644-0.00037651i,-0.0016861+0.00034024i,-0.0012547+0.00095813i,-0.00029092+0.00025971i,0.00019461-0.00035049i,-0.00012413-0.00034694i,-7.0928e-05-0.00022121i,-0.00014512+1.081e-05i,-0.0006869+0.00039447i,-0.0010841+0.00043495i,-0.0010315-0.00043948i,-0.00047971-0.00084344i,-0.00015766-0.0002074i,-8.8658e-05+0.00057769i,0.0008177+0.00047277i,0.00098192+3.5637e-05i,0.00011127+0.00027563i,0.00041733+0.00044737i,0.0009327+0.00030586i
-0.00095947+0.0001772i,-0.00041718+0.00022866i,-0.00088441-0.00045151i,-0.00065376-0.0012689i,-0.00048926-0.0004022i,-0.00044089+0.00052858i,-5.0718e-05+4.3108e-05i,0.00041375-0.00075558i,0.00021975-0.00065471i,-0.00065821-6.3752e-05i,-0.0003357-0.00029899i,0.00022139-0.00081866i,-0.0001271-0.001171i,-0.00075584-0.00032077i,-0.00098579+0.00051556i,9.707e-05+0.00038857i,0.00016995-0.00049038i,-0.00013688-0.0015484i,0.00042371-0.0017654i,0.00065347-0.0016399i,0.00070612-0.00098384i,0.00094797-0.00027284i,0.00042734-0.00046243i
0.00035676-0.00017582i,0.0008834-9.425e-05i,6.975e-05+2.5781e-05i,-0.00063141+0.00061202i,-0.00062059+0.00089756i,-0.00025891+0.00067369i,0.00052375+0.00025874i,0.00029164-0.00040197i,-0.00010298-0.00028601i,-0.00011707+0.00015476i,-0.00048275-0.00027403i,-0.00046887-0.00038304i,-0.00047257-0.00042507i,-0.00085172-0.001213i,-0.00094627-0.0011232i,-0.00055153-0.00018642i,-0.0002401+0.0005796i,0.00041585+0.0013695i,4.3089e-05+0.0010485i,-0.0004933+0.00022546i,-0.00057103-0.00038626i,-0.00090986-0.00023262i,-0.00086217+0.00019485i
-0.0015466-0.00051358i,-0.0021404+8.4137e-05i,-0.0017445+0.00014018i,-0.0013915+0.00051133i,-0.0011604+0.0012438i,-0.00048329+0.0018894i,1.7258e-05+0.00072248i,-0.00094823-0.0009656i,-0.0018817-0.00097788i,-0.0012723-0.00043083i,-0.00039372-2.5248e-05i,-0.00032669+0.00045129i,-0.00078141+0.00010903i,-0.00083892-0.00067962i,-0.00028421-0.00081722i,0.00031091-0.00030908i,0.00074038+1.3084e-05i,0.0008409-0.0001234i,4.8318e-05-6.7637e-05i,-0.0005215-0.00028676i,-2.2561e-05-0.00041344i,-7.5696e-05-0.00043551i,-5.8918e-05-0.00061086i
5.3222e-05+0.0014211i,-0.00030805+0.00085853i,0.00020781+0.00051784i,0.0011118+0.0006688i,0.0014393+0.0013232i,0.00087008+0.0013245i,0.00020184+0.00044421i,3.9687e-05-0.000427i,2.1649e-05-0.0012675i,-0.00021532-0.0010754i,-0.00041083-0.00089085i,-0.00012007-0.0013734i,-0.00011062-0.0013155i,-0.00042093-0.00016832i,-0.00042395+0.0013114i,-4.4502e-05+0.0013002i,0.00022579+0.00075002i,0.00012492+0.00021383i,0.00041782+0.00016512i,0.00072318+0.00044679i,0.00077107-5.4806e-05i,0.001085+0.00018026i,0.00064147+0.00012338i
-0.00017778-0.001088i,-0.00094381-0.0010251i,-0.00085625-0.00086186i,3.6708e-05-0.00016094i,0.0005352+0.00066043i,0.00068808+0.00046598i,0.00055038-0.00020488i,-3.4652e-05-0.00015627i,-0.00083912-0.0006253i,-0.00061092-0.00096213i,-7.0303e-05-0.0014032i,0.00030137-0.00094404i,-2.5064e-05-0.00052553i,-0.0014203-0.00094171i,-0.0013742-0.0010729i,-0.00019545-0.00091697i,0.000241-0.00062553i,-3.2106e-05+0.00021636i,0.00038394+0.00085611i,0.0006309+0.00067599i,0.00034061+0.00053297i,0.00028463+0.00062139i,-0.00023563+0.00025823i
-0.0002998-0.00088337i,-0.00034872-0.001619i,-0.00026774-0.0015202i,-0.00068445-0.00063171i,-0.0010077+0.00048987i,-0.0005726+0.0014529i,0.00039778+0.0010659i,0.0004798+0.0001812i,-0.00016705-0.00075931i,-0.00094572-0.0014949i,-0.00082223-0.00081766i,-8.4657e-05-0.0002318i,0.00036861-0.00024793i,-2.8178e-05-2.511e-05i,-0.00039888+0.00022541i,-0.00011836+0.00018128i,0.0002659+0.00010907i,0.00072824+0.00059931i,0.00045861+0.00037384i,9.4506e-05+4.847e-05i,8.0984e-05-4.4524e-06i,-0.00082286-0.00033218i,-0.0011005-0.00047335i
0.0014579+0.00070074i,-0.0001579+0.00037701i,0.0001022-0.0008227i,5.5815e-06-0.0012785i,-0.0002825-0.001345i,-0.0003608-0.00059892i,-0.00048357+0.00026306i,1.1098e-05+4.7701e-05i,-0.00013242-0.00075895i,-0.0001388-0.0013249i,0.00026506-0.00076523i,-0.00076985+0.00021832i,-0.0014127+0.00022236i,-0.00042479+6.2932e-05i,1.9481e-05+0.00060589i,0.0002547+0.00095258i,0.00034005+5.1087e-05i,-0.0007304-0.00060782i,-0.00084107-0.00078029i,3.5883e-05-0.00060005i,5.7648e-05-0.0002895i,-0.00019063+0.00026698i,-0.00021001+0.00050346i
0.00075006+0.0014581i,0.0013525+0.00087624i,0.0028292-0.00028396i,0.0025789-0.0009204i,0.00067511-0.00083121i,-0.00062495-0.00096879i,-0.00047009-0.0010301i,0.00031181-0.00092605i,0.00083479-0.00086482i,0.00034694-0.0012144i,-1.0994e-05-0.0011039i,0.00033827-0.00070556i,0.00049459-0.00084879i,0.00024121-0.00057863i,-0.00059813-0.00038509i,-0.00095518-0.00023904i,-0.0012834-0.00024994i,-0.0011288-0.00032297i,-0.00053505+0.00022179i,-7.4382e-05+0.00050026i,0.0005633-0.00010484i,0.00065801-0.00012981i,6.5582e-05+2.3814e-05i
