-0.0018012+0.00040463i,-0.0018073+1.9882e-05i,-0.0014944+0.00080352i,-0.0011768+0.00030653i,-0.0018623-0.00058502i,-0.0027366-0.0007069i,-0.0021602+2.2899e-05i,-0.00018091+0.00072764i,0.0011565+0.0012805i,0.0013452+0.001311i,0.00073232+0.00073642i,0.00020171+9.5143e-05i,0.00060454-8.2313e-05i,0.0010966+0.00030012i,0.00010651+0.00073557i,-0.0010126+0.00050691i,-0.00091821-0.00038705i,-0.00020578-0.0007027i,1.1476e-05-0.00066038i,-0.00040945-0.00048512i,0.00030697+0.0003465i,0.00044937+9.0343e-05i,2.9587e-05-0.00084677i
0.00046973-0.0010897i,0.00041362-5.9099e-05i,-0.0006084+0.00096113i,-0.00066516+0.00013278i,-0.00036748-0.0010545i,-0.00090691-0.0017683i,-0.0016414-0.0016393i,-0.0017147-0.00065689i,-0.00062437+5.0057e-05i,-8.3601e-05+0.00033158i,-5.0402e-05-0.00067871i,0.00011097-0.00030654i,-0.00023368+0.00077871i,4.1422e-05+0.00034571i,0.00085061+0.00033999i,0.00042663+0.001104i,0.00027818+0.00093058i,0.00077923+3.6238e-05i,0.00088994-0.00070847i,0.00047381-0.00048652i,0.00041814-0.00010539i,0.00068675+0.00067549i,0.00027256+0.0013652i
-0.001596+0.00011645i,-0.0015934-1.3097e-05i,-0.001923-0.00012451i,-0.0015665+0.00024388i,-0.001642-0.0008637i,-0.0018024-0.0014279i,-0.0017463-0.001043i,-0.0018149-0.00052028i,-0.0007923-0.00034115i,0.00020197-0.00018486i,-0.00016427+9.5518e-05i,-0.00029741+2.2768e-05i,-0.00034197-6.3438e-05i,-0.00075822-0.0004611i,8e-05-0.00063625i,0.0012107-1.7226e-05i,0.00081197+0.00040548i,0.00064025+0.00061866i,0.00059732+0.00061044i,0.00016464+0.00074608i,0.0004064+0.0010135i,0.00023764+0.00045095i,0.00041966+0.00032689i
-0.00099511-0.00058713i,-0.00074876+0.00052879i,-0.0014204+6.5628e-05i,-0.001538-0.00036555i,-0.0010899-0.00030065i,-0.0016375-0.0010755i,-0.0013825-0.0010192i,0.00020211-8.4545e-05i,0.0002201+0.00031401i,-0.00091777-0.00051537i,-0.00035181-0.00048157i,0.00086091+0.00025455i,0.0011318+0.00056032i,0.00084913+0.00060517i,-0.00021726+0.00052503i,-0.00038113+0.00024473i,-0.00020114-0.00030764i,-0.00050526-4.949e-05i,-0.00011057-0.00015935i,0.00083067-9.4922e-07i,0.00090614+0.00032629i,-0.00014003+0.00030399i,-0.00088616+0.00073768i
-6.694e-06+0.00041647i,-0.00045196-0.001293i,-0.0012595-0.0011665i,-0.0025673+5.495e-05i,-0.002841-0.00087415i,-0.0023545-0.0016835i,-0.0020179-0.0013033i,-0.0013118-0.00058674i,-0.00048244-0.00015512i,0.00018478-0.00033454i,-0.00017137-0.00032819i,-0.00083802-0.00054017i,-0.0011307-0.00092834i,-0.00090473-0.00047927i,-0.00067718+0.0004315i,-0.00029665+0.00021252i,1.3793e-05-0.00019012i,-0.00010917+0.00064448i,-0.00040693+0.00099674i,-0.00090583+0.00050892i,-0.0012758+0.00016886i,-0.0011728+0.00054863i,-0.00081227+0.00041866i
-6.2676e-05+0.00060578i,-0.00069781+0.0012293i,-8.2727e-05+0.00067378i,-4.1332e-05-0.0007631i,-0.00059818-0.0012495i,-0.0011082-0.0010181i,-0.0010076-0.00056413i,-0.00079735-0.00060151i,-0.00025357+4.6475e-05i,3.5329e-06+0.00012077i,0.00067884-0.00055129i,0.0003541-0.0008583i,0.00024884-0.0007601i,0.0013391-8.9836e-05i,0.001038+0.00021542i,0.00035554+0.00076356i,0.00079445+0.0010307i,0.0010454+0.00098739i,0.00058149+0.0010726i,0.00019966+0.00074105i,0.0001241-0.00010245i,0.00021555-0.00055782i,0.00045213-0.00049979i
0.00030611-0.0012905i,-9.93e-05-0.0014786i,-0.0014321-0.0013808i,-0.0024148-0.0013379i,-0.0026289-0.0020199i,-0.0019097-0.0024377i,-0.0011469-0.0014506i,-0.0009316-0.0010365i,-0.00085324-0.00010629i,-0.00072522+0.0015232i,-0.00033476+0.0015258i,-0.00039715+0.0013304i,-0.00032159+0.00082782i,-3.9472e-05-0.00010385i,-0.00029836-6.5505e-05i,-0.0005567-0.00014409i,0.00046915-0.00046225i,0.00092306+0.00024637i,0.00025449+0.00087673i,0.00023908+0.00048134i,-5.3748e-05+0.00037755i,-0.00016334+0.00071668i,0.00046623+0.00066748i
5.0109e-05-0.0012393i,-0.00076799-0.00072438i,-0.00099021-0.00035314i,-0.0011334+3.5849e-05i,-0.0018395-0.00029979i,-0.0021333-0.00072569i,-0.0019493-0.0004288i,-0.001674-0.00017349i,-0.0008111-0.0006943i,-0.0001228-0.00070683i,0.00014965-0.00030036i,-0.00028485+0.00035438i,-0.00074383-0.00014461i,-0.00015815-0.000891i,0.00045958-0.00046725i,0.00044452+0.00038055i,0.00016657+0.00059051i,-0.00013694-0.00021932i,-7.0535e-05-0.00066862i,0.00025168-0.00029041i,0.00039545-0.00021301i,0.00034441-0.00063974i,0.00038438-8.4323e-05i
0.00048366+0.00010305i,-0.00017467-0.00051581i,-0.0005332-0.00095323i,-0.0010553-0.001391i,-0.0012906-0.001209i,-0.0018332-0.0010672i,-0.0025253-0.0011293i,-0.0012562-0.00025466i,-0.00053417+0.0002249i,-0.00058041+0.00010279i,-0.00029246+0.00037887i,-0.00015542+0.00041978i,0.00071185+0.00043853i,0.00099983+0.00039429i,0.00042185+0.00036644i,0.00081996+0.00055576i,0.0014059+0.00019764i,0.00062844+2.1428e-05i,-0.00019088+0.00011382i,-0.00025809+0.00052171i,0.00025828+0.0010887i,0.0008159+0.0012133i,0.00064229+0.00084977i
0.0011775-0.00032881i,3.4653e-05-0.0007735i,1.1533e-05-0.00049368i,0.00010441-0.00084168i,-0.00075998-0.0017756i,-0.0011518-0.0020569i,-0.00097238-0.0013528i,-0.00082251-0.0012242i,-0.000136-0.00076277i,-1.3501e-07+0.00032886i,-0.00050886+5.5171e-05i,-0.00034964-0.00061922i,-0.00018774-0.00081604i,-0.00035454-0.00063947i,-0.00013854-0.00054959i,0.00016724-0.00049857i,0.00047646-0.00063874i,0.00050134-0.00037825i,-8.2283e-05+7.3545e-06i,-0.00019912-0.00022938i,-0.00030601-0.00061276i,-0.00024402-0.00069434i,0.00039497-0.00010029i
-0.001351-0.0009047i,-0.0013461-0.0017126i,-0.0023002-0.0012103i,-0.0028799-2.4548e-05i,-0.0022101-0.00024253i,-0.0019625-0.0010822i,-0.0019518-0.0021485i,-0.0014829-0.0015077i,-0.0010898-0.00029602i,-0.00033805-0.00037154i,0.00044708-0.0002836i,5.5464e-06-0.00051535i,-0.00029586-0.00055994i,-0.00082583+0.00017838i,-0.00094565+0.00033759i,-0.00063792-0.00047393i,-0.00066182-0.00055283i,-0.00056483-0.00014971i,-0.00041398-0.00024794i,0.00041619-0.00058771i,0.0008268-0.001311i,0.00093388-0.00087731i,0.00084343-0.0003129i
0.00022503-0.0001708i,0.00034348+1.3403e-05i,-0.00031402-0.00050297i,-0.0014109-0.0012133i,-0.002052-0.0020699i,-0.0026493-0.0014602i,-0.0027194-0.0010126i,-0.0020489-0.0004716i,-0.00059794+0.00035579i,7.4399e-05-5.5326e-05i,-0.00013383-0.00037412i,0.00056867-0.00024331i,0.00046148+5.0333e-05i,-9.5035e-05+1.3853e-05i,-0.00010143-0.00022405i,8.7332e-05-0.00037818i,-0.0002005-0.00076453i,-0.00033499-0.00051714i,-0.00042139-0.00037434i,0.00011361-0.00027586i,0.0004953+0.0002248i,-7.907e-05-0.00051391i,-1.5617e-05-0.00072128i
-0.00077248+0.00023697i,-0.00090323+0.00034407i,-0.00056673+0.00059921i,-0.00049154+0.00022367i,-0.00054247-3.5205e-05i,-0.00051533-0.00064303i,-0.0013008-0.0012643i,-0.0017122-0.0012802i,-0.0012609-0.00062833i,-0.00078924+0.00029765i,-0.00027218+0.00047135i,0.00025336+0.00013429i,0.00027384+0.00026922i,-5.556e-05+0.00026169i,0.00018134+0.00034408i,0.0011397+0.00062827i,0.0012501+0.00053186i,0.00039763+0.00047394i,0.00068419+0.00057008i,0.00078507+3.2713e-05i,-0.00044557-0.00023255i,-0.00054287-0.00046455i,0.00039151-0.00052893i
-0.000267+0.00086802i,-0.00034323-0.0003559i,0.00016452-0.00070561i,0.00012149-0.0010373i,1.0322e-05-0.0016734i,-0.00058159-0.0015473i,-0.0011833-0.0013596i,-0.00037982-0.0010809i,0.00013102-0.00052932i,2.5581e-05-0.00075425i,0.00027842-0.00061968i,-0.00019822-5.4517e-05i,-0.00051265-0.0001585i,-0.00066928-0.00038649i,-0.00010619-2.5431e-05i,0.0003716+0.00017363i,6.9974e-05+1.0358e-05i,-0.00029407+0.00013925i,-0.00027342-0.00014925i,-0.00041923-0.00044339i,-0.00063603-0.00019869i,6.3534e-08+0.00046619i,0.0008501+0.0016032i
-0.0011593-0.00070047i,-0.0011628+0.00029509i,-0.0013167+0.0004135i,-0.0013201-0.00013236i,-0.0018644-0.0010692i,-0.0023299-0.00054959i,-0.0021731-9.6158e-05i,-0.0013666+3.8978e-06i,-0.0008818+0.00043384i,-0.00026637+2.211e-05i,0.00050489-0.00064212i,0.0013783-0.00073518i,0.0010069-0.00030171i,0.00039823+0.00047357i,0.00082011+0.0011986i,0.00098646+0.0011945i,0.00078791+0.0010614i,0.00012003+0.00053654i,-0.00037835+0.00081122i,-5.5269e-05+0.0018272i,-5.2338e-05+0.0011767i,5.3476e-05+0.00017069i,2.4725e-05+0.00010659i
0.00027835-0.0007559i,0.00034712-0.0004266i,-0.00062927-0.00061955i,-0.0020994-0.00086525i,-0.002378-0.00082944i,-0.0022408-0.0010578i,-0.0023269-0.0014543i,-0.0016321-0.0010442i,-0.0003327-0.00071022i,-0.00059195-0.00038206i,-0.0011205-0.00045037i,-0.00064967-0.00045197i,0.00027441+0.0002669i,0.00022983+0.00048029i,0.00023006+4.7681e-05i,0.00043663-0.00028666i,-5.6435e-05+0.00016797i,-0.00012956-0.0002955i,-0.00056762-0.00033576i,-0.0014293+0.00060629i,-0.0015454+0.00097038i,-0.0010882+0.00052141i,-0.00019576+0.00035792i
-0.00087668+0.00097619i,-0.00042306-0.00013897i,-0.00015311-0.001497i,-0.0004437-0.0015408i,-0.00086722-0.00078622i,-0.001309-0.00094543i,-0.0020652-0.00084915i,-0.0018445-0.00014555i,-0.00012437+2.3736e-05i,0.00041681+0.00017183i,0.00015492+0.0002759i,0.00022927+0.00040782i,0.00046078+0.00021226i,0.00030478-0.00028984i,7.9923e-05-0.0011662i,0.00071154-0.0008958i,0.00090915-0.00012595i,0.00076747+7.9114e-05i,0.00027-5.3436e-05i,-0.0004699-0.0003222i,-0.00048364-2.8837e-05i,0.0001686+0.00093136i,0.00014524+0.00077947i
-0.0026531-0.0016744i,-0.0021801-0.00014051i,-0.0025291+0.0010069i,-0.0027148+0.001337i,-0.0018663+0.00081366i,-0.00081684-0.00053578i,-0.001562-0.0014723i,-0.002009-0.001193i,-0.000948-9.9537e-05i,-0.00055809-9.35e-05i,-0.00013676-6.2796e-05i,0.00026126+0.00011887i,-0.00013423+0.00037958i,-0.00053922+0.00083497i,-0.00056845+0.00095137i,-0.00015032+0.00044184i,1.9721e-05+2.0844e-05i,-0.00036335-0.00050052i,-0.00025452-0.00059344i,0.00012549-0.00030567i,0.00023474-0.00037708i,0.00045402-0.00028412i,0.00099106-0.00023459i
0.00018874-0.00045863i,-0.00024905-0.00052037i,-0.00033127-0.00048931i,0.0003954+0.0001395i,0.00014237-0.00051683i,-0.00049513-0.0012805i,-0.00084277-0.001348i,-0.0010712-0.0012867i,-0.00090436-0.0010212i,-0.0011951-1.9529e-05i,-0.0010424+0.00070944i,-0.000279-4.923e-05i,-0.00010589-0.00041399i,-0.00031444+0.00022926i,-0.0005674+0.0010939i,-0.00016938+0.0013732i,0.00015803+0.00037245i,-0.00010304-0.00061012i,0.00028426-0.00022623i,0.00041438+0.00020271i,-0.00022458+0.00047443i,-9.0893e-05+0.00072865i,0.0002777+0.00051748i
-0.0010533+0.00067021i,-0.0007475+0.00015313i,-5.2754e-05+0.00039957i,-0.00021394-4.2673e-05i,-0.00070234-0.0015398i,-0.001902-0.0017739i,-0.0016625-0.00094019i,-0.00047041-0.00044474i,0.00051706-0.00019172i,0.0011259+0.00019359i,0.00046545+0.00020087i,-0.00034153-0.00080782i,6.1839e-05-0.0011897i,0.00027296-0.00098526i,0.00038339-0.00048971i,0.00058244-8.2639e-05i,0.00052869-0.00095249i,0.00086514-0.0011731i,0.00022242-0.0004805i,-0.00031979-0.00051003i,-0.00072591-0.00056957i,-0.00088684-0.00053011i,-0.00053372-0.00067005i
-0.00018005+0.00069967i,-6.9558e-05-0.00033906i,0.00023604-0.00091467i,0.00027247-0.00037282i,-0.00078826-0.0005378i,-0.0018117-0.00084284i,-0.0026065-0.0010868i,-0.0015834-0.0013472i,-1.9399e-05-0.00090767i,6.6432e-05-0.00084342i,-0.00030176-0.0014381i,-0.00021897-0.0012799i,0.00018898-0.00066745i,0.00060454-0.00024907i,-0.00014821+2.2745e-05i,-0.00094391+0.00027801i,-0.0007961-6.1431e-05i,-0.0003678-0.00039359i,0.00015565-9.6957e-06i,3.1208e-05+3.1483e-05i,0.00020981-0.00059102i,0.00065019-0.0011068i,-0.00031554-9.7048e-05i
0.00022401-0.00011706i,-0.00012239+6.5726e-05i,-0.00072761+0.00071227i,-0.0016659+0.00012576i,-0.0015742-0.00078261i,-0.0014648-0.0011713i,-0.0016939-0.0010672i,-0.0013616-0.00090837i,-9.2784e-05-0.00092065i,0.00066526-0.00043247i,0.0011322+0.00034394i,0.00096739+0.0004068i,0.00060454+8.12e-05i,0.00018544+0.00012308i,0.00012282+0.00052462i,0.0004587+0.00083319i,0.00032488+8.3687e-05i,1.8662e-05-1.3144e-05i,-0.00034042+0.00078015i,-0.00010206+0.00033915i,0.00023716+1.1798e-05i,6.1287e-05+0.00041201i,-0.0002638-2.3565e-05i
0.00054883-0.00088519i,2.6666e-05-0.0010862i,-0.0007949-0.00097838i,-0.0021941-0.001279i,-0.0025939-0.0015823i,-0.0019659-0.0020752i,-0.0019928-0.0021639i,-0.0018048-0.00091807i,-0.00091654+0.00035751i,-0.00054466+0.00072359i,5.1054e-05+0.00032806i,0.00022242+0.00013231i,-0.00026023-0.00014455i,0.00017316-0.0008515i,0.00079334-0.00082146i,0.00053404-0.00012014i,-2.8302e-05-0.0001956i,0.00023799-0.0008048i,0.000381-0.00056366i,-0.0004658-0.00026021i,-0.0008153+0.00049105i,-0.0007939+0.00075128i,-0.0010721+0.00069599i
-0.00091241-0.0019548i,-0.00096417-0.00071538i,-0.00073919-0.0002922i,-0.0019954-0.00025776i,-0.0029428-0.00044232i,-0.002218-8.395e-05i,-0.0016541-0.00018019i,-0.0011194-0.001162i,-0.00052938-0.0013523i,-0.0006892-0.00070757i,-0.00035305+0.00016086i,0.00065998-0.00016005i,0.00069656-0.0004274i,0.00013815+0.00028314i,0.00033326+0.00011509i,-0.00013305-0.00013191i,-0.00044972+9.7987e-05i,-0.00048669+0.00044917i,-0.00036725+0.0002981i,0.00030458+0.00070109i,0.00032157+0.0011242i,0.00033827+0.00073142i,5.8097e-05+0.00057218i
-0.0010621+0.0005182i,-0.0015614-0.00032185i,-0.0010417+0.00030606i,-0.00059625+0.00092732i,-0.00056597-0.00027705i,-0.0006976-0.0016869i,-0.00085914-0.0017269i,-0.00036482-0.00056382i,0.00042244+0.00040931i,0.00068015+6.0312e-05i,0.00058195-0.0012295i,0.0010921-0.0011248i,0.00062203-0.00057732i,-0.00064963-0.0007529i,-0.00070905-0.0010127i,-5.3183e-05-0.0010319i,0.00013366-0.00021611i,0.00019345+0.00072974i,2.3767e-05+0.0005778i,-0.00012484+0.00027627i,-0.0003046+0.00050034i,-0.00034357+0.0006625i,-0.00027926-0.00012089i
0.00012418+0.00048862i,0.00037267+0.00098311i,-0.00051192+0.00014041i,-0.0013908-0.0005487i,-0.0014244-0.00107i,-0.0012531-0.0025219i,-0.0017499-0.0029382i,-0.0013499-0.0018431i,-0.00032736-0.0013886i,-0.0005468-0.00088657i,-0.00067728+0.00020483i,0.00027516+0.00036225i,0.0005823-7.3113e-05i,4.3803e-05-0.00041356i,-0.00029526-0.00040749i,1.0994e-05-0.00058233i,0.00067355-0.0003447i,0.00088786-0.00030143i,0.00090292-0.00067792i,0.0001566-0.00055322i,-0.00033136-0.00036857i,-2.173e-05-0.00039498i,-0.00054886-0.00038491i
-0.00030531-0.00099073i,-0.00067592-0.00084521i,-0.00047502-0.0012884i,-0.00081692-0.0015604i,-0.0020175-0.001825i,-0.0026505-0.0017036i,-0.001833-0.0015356i,-0.0008604-0.0012676i,-0.00079113-0.00056003i,-0.00097225-0.00069428i,-0.00038785-0.00095592i,0.00014366-0.00077967i,0.00015225-0.00043385i,-0.00042782+9.6704e-06i,-0.00068199+0.00027574i,-0.00027796+9.1009e-05i,0.00032645+0.00026759i,0.00045512+0.00063662i,0.00040849-5.8342e-05i,0.00035746-0.00027408i,0.00021583-0.00026251i,0.0003791+0.00010026i,0.00072177+0.00042205i
0.0014562-0.00012653i,0.00056632-0.00056558i,9.4555e-05-0.00063771i,-0.00050484-0.00091043i,-0.00051862-0.0013343i,-0.00096074-0.0013612i,-0.0010885-0.00087776i,-0.00091244+1.8227e-05i,-0.00050326-0.00029371i,0.00020096-0.0005512i,5.2102e-05-0.00065945i,0.00039364-0.00042221i,0.00047838+0.00031032i,-0.00041386+0.00041407i,-0.0001164-0.00028739i,-0.00010013-0.00044574i,-8.8728e-05-0.0001947i,0.00066498+0.00015232i,0.0007947+0.00046549i,0.00068441+0.00049587i,0.0010035+2.8355e-06i,0.00061888+0.00053007i,-0.00029285+0.00084054i
-0.00011981-0.0003973i,-0.00066311-0.0012296i,-0.00029988-0.0014533i,-0.00044267-0.0012961i,-0.00066233-0.0010025i,-0.00087133-0.00091203i,-0.0010321-0.0012823i,-0.00063603-0.0013447i,-9.626e-05-0.0010872i,0.00019713-0.00073812i,0.00030755-0.00063563i,0.00020685-0.0010303i,-0.00035529-0.0009627i,-0.00037471-3.9747e-06i,0.00020322+0.00056523i,0.00024186+0.00033115i,0.00029491-0.00012861i,0.00029631+0.00044973i,0.0003466+0.00096657i,-2.2783e-05-0.00036396i,-0.0007099-0.0015499i,-0.00038299-0.0008779i,0.00044852-0.00035283i
-0.00080961+0.0017268i,-0.00026069+0.00050923i,0.00030945+0.00044342i,9.4295e-06-3.3674e-05i,-0.00055583-0.0016658i,-0.00081422-0.0023704i,-0.0012916-0.0016978i,-0.00078284-0.00050528i,-0.00020424+0.00020348i,-0.00048848-0.00019223i,-0.00066303-0.00074805i,-0.00067593-0.00067826i,-8.4516e-05+6.4341e-05i,4.9799e-05-0.00028789i,-0.00021921-0.00033185i,7.3394e-05+0.00051258i,0.00041136+0.0010385i,0.00058569+0.00094248i,0.00049077-0.00010553i,0.00075171-0.00052978i,0.00052044+0.00018311i,-0.00015161+0.00035123i,-0.00051435-0.00054869i
-0.00090595+0.0015764i,-0.00086744+0.0008064i,-0.00071742-0.00040629i,0.00023281-0.0013163i,7.3319e-05-0.0012241i,-0.00080843-0.0022947i,-0.0016875-0.0021133i,-0.0015665-0.00069782i,-7.1092e-05+0.00011301i,7.1975e-06+0.00057303i,-0.00061583+0.00023241i,-0.00044126+1.2095e-05i,0.00024147-0.00020562i,0.00027594-0.0004699i,-0.00011713+0.00027787i,-0.00021171+0.00028224i,0.00015738-0.00061803i,-8.1754e-05-0.00056813i,-0.00030145-0.00051184i,-0.00020657-0.00033055i,-0.00044606+0.00012167i,-0.0004586+9.1088e-05i,0.00033632-1.7824e-05i
-0.0011047+0.0019351i,-0.00023763+0.00062904i,0.00059067-0.00015553i,0.0006785-0.00049712i,-0.00052196-0.00057339i,-0.0016868-0.0022745i,-0.0018209-0.0034268i,-0.0010429-0.0021471i,-0.00025578-8.7077e-05i,-0.00079484+0.0014056i,-0.00079252+0.0017007i,0.00010278+0.00069778i,0.00036923+0.00016024i,0.00022035+0.00070922i,0.00063077-0.00020937i,0.00072306-0.00055898i,-0.00051848-0.00030464i,-0.00077514-0.00057285i,0.00013548-0.00028609i,0.00025126+0.00037716i,3.8232e-05+0.0012434i,0.00017734+0.0013091i,0.0003343+0.00083541i
-0.00068939-0.00045054i,-0.00095518+0.00023475i,-0.0018821+0.00026968i,-0.0021258+7.8756e-05i,-0.0017063-0.00028262i,-0.0018384-0.00059785i,-0.001537-0.0006122i,-0.00037244-0.00021313i,0.00041304-0.00053651i,0.00066107-0.00030799i,0.00038288+0.00046489i,6.9658e-05+0.00031431i,0.00033043-0.0003629i,0.00059965-0.00069849i,0.00086726-0.00036337i,0.00078392-0.00015818i,0.00046983+0.00026517i,0.00050362+0.00055456i,-0.00025369+0.00063855i,-0.00057325+3.0536e-05i,-0.00079961-0.00020809i,-0.00079442-0.00021497i,-0.00014474-0.00040379i
0.0014396-7.8493e-05i,0.00012524-0.00018621i,-2.3116e-05-0.00034964i,-0.00010024-0.00076508i,-0.00031351-0.0014232i,-0.00031249-0.0015197i,-0.0011255-0.00086123i,-0.0015345+0.00017676i,-0.00081302+0.0004929i,-6.5373e-06+0.00058662i,0.00014033+0.00027114i,0.00053408+0.00026237i,0.0011667+0.00011515i,0.00061004-0.00038484i,5.736e-05-0.00011235i,0.00040147+3.2883e-05i,0.00063745-0.000119i,0.00088668+0.00035704i,0.00085203+0.00021846i,0.00062097-0.00011858i,0.00064067-3.3395e-05i,0.00027764-0.0003101i,0.00061128-0.00016309i
-0.00031484-0.00084453i,-0.0009433-0.0010869i,-0.00020059-0.00083144i,-0.0002693-0.00066473i,-0.0016538-0.0010842i,-0.0027019-0.0014598i,-0.0024229-0.0018193i,-0.001607-0.0014946i,-0.00067615-0.00058063i,0.00040354-9.7622e-05i,0.00051418+0.00010533i,-3.3161e-05-0.00019469i,7.5197e-05-0.00025635i,9.2384e-05+1.5206e-05i,-4.1142e-05+0.00010359i,0.0002971-6.6373e-06i,0.00035521+0.0006181i,0.00037922+0.00082355i,0.00046581+0.00043769i,-7.3989e-06+0.00048448i,-6.0491e-05+0.00035302i,8.0298e-05-0.00047545i,8.2779e-06-0.00079646i
-0.00029058+0.0010459i,-0.00017325+0.00052292i,5.6044e-05+0.0012535i,0.0003099+0.0013362i,0.00042784-0.00015189i,-9.3515e-05-0.0015275i,-0.0012231-0.0013262i,-0.00071581-3.233e-06i,6.2836e-05+0.00080854i,0.00032458+0.00081635i,0.0011226+0.00013971i,0.0010517-0.0004825i,0.00064984-0.00071628i,0.00043109-0.00060279i,0.00018635+0.00020011i,0.00041116+0.00056717i,0.00033234+0.00045609i,0.00031289+0.00076881i,0.00021252+0.00084256i,-0.00032368+0.00034768i,-1.886e-05-0.0002491i,0.0005824-0.00025672i,-0.00019498+0.00010647i
-0.0018219-0.00069467i,-0.0015829-0.00048583i,-0.0015851+0.00014435i,-0.000953+9.1717e-05i,-0.00046451-0.00040892i,-0.00087282-0.00083874i,-0.0010868-0.0012324i,-0.00090292-0.00067249i,-0.00069318+0.00055768i,-0.00054558+0.00080666i,3.6581e-05+0.00023037i,0.00042265-0.00029783i,0.00052927+0.00019591i,0.00055137+0.00065266i,0.00018164+0.00054149i,0.00014823+0.00031292i,-1.7619e-05-8.149e-05i,-0.00018685-0.00047594i,-0.00030883-0.00034534i,-0.00038006-0.00035806i,-0.00019769-0.00069289i,-0.00085907-0.00073782i,-0.00073774-7.4186e-05i
0.00096726+0.0017615i,0.0010342+0.00074356i,0.0006038+0.0001951i,0.00018028-0.00056014i,-0.00010253-0.0019979i,-0.00098188-0.00214i,-0.0013391-0.0012248i,-0.00065718-0.00059232i,-0.0001457+6.8287e-05i,-0.00044802-0.00029696i,-5.4327e-05-0.00093423i,0.00038572-0.0010452i,-0.00033857-0.00041379i,-0.00056984-3.9424e-05i,0.00011337+0.00017804i,0.00053204+0.00083413i,0.00021907+0.0014313i,-4.4852e-05+0.0010604i,0.00042721+0.00093912i,0.00049971+0.00066126i,0.00041257-0.00050655i,0.0003819-0.0012748i,0.00067869-0.00095223i
-0.0009576+0.00058548i,-0.00067775-0.00058653i,-0.00097676-0.00064126i,-0.001274-0.00074666i,-0.00079816-0.0011303i,3.0009e-05-0.0013848i,-0.00075641-0.0015188i,-0.0017233-0.0016585i,-0.00097379-0.00062922i,-0.00044652+0.00018573i,-0.00047276-0.00053753i,-0.00057219-0.0010427i,-0.00090122-0.0013477i,-0.00030702-0.0011296i,0.00015996-0.00058569i,0.00053514+3.6151e-05i,0.00066502+1.184e-05i,0.00076176-0.00031459i,0.0011533+0.00026121i,5.9185e-05+0.00034323i,-0.00047975-9.1433e-05i,-0.00018196+0.0002922i,-0.00010143+0.00066683i
0.00086432+0.00088933i,-3.2422e-05+0.00070789i,-0.00051011+0.00057898i,0.00014427-0.00065975i,-5.8853e-05-0.0022163i,-0.00096872-0.002888i,-0.0012335-0.0027106i,-0.00044902-0.0013714i,0.00057149-0.00029154i,0.00088119-0.00013124i,0.00050253-0.0004623i,0.00030748-0.0003842i,-0.00022794+0.00023035i,-9.2954e-05+0.00064065i,0.00013256+0.00073343i,-4.4478e-05-2.9365e-05i,0.00035089-0.0001469i,3.3009e-05+0.00057545i,-0.00036022+0.00054996i,-0.00015062+0.00037624i,0.00019362-0.00011893i,0.00046416-0.00022766i,-0.00024569+0.00053767i
0.00014763+0.00083179i,-0.00097104-0.00031746i,-0.00063524-0.0012699i,0.0001247-0.0010639i,-0.00033932-0.00042666i,-0.0011845-0.0012249i,-0.0016964-0.0009557i,-0.0015311+0.00013532i,-0.00021771+0.00092731i,0.00022229+0.0014397i,0.00042214+0.001075i,0.00058353+0.00070488i,0.00056718+0.00014813i,0.0011889+1.7461e-05i,0.0015159+8.3785e-05i,0.0008215-0.00023396i,-4.0121e-05+5.3267e-05i,-0.00067678-0.00028023i,-0.00077907-0.00051939i,3.5185e-05-0.00020308i,0.00063413+0.00015977i,0.00045018+0.00019483i,0.00034507+0.00011344i
0.00038593+0.0012348i,0.001281+0.0010408i,0.0016053+0.00068198i,8.2218e-05-0.0013062i,-0.0011069-0.0021124i,-0.001566-0.0015177i,-0.0018909-0.00083767i,-0.0013755-9.6688e-05i,-0.00042281+0.00016276i,-0.00010259+5.9442e-05i,1.9653e-05-0.00012263i,-0.00013119-9.9674e-05i,-0.00051768+0.00036873i,-0.00014148+0.00064442i,0.00092488+0.00057192i,0.0011784+0.00081075i,0.00055844+0.00056798i,0.00051382+0.00014629i,0.0012578+0.00015533i,0.00086819-0.00044036i,0.00029128+0.00024742i,-0.00011287+0.0012523i,-0.00033972+0.00034167i
-0.0012491-0.00021027i,-0.0013446-0.00060977i,-0.00089572-0.00069253i,-0.00059406-0.00068098i,-0.0017695-0.00063547i,-0.0023941-0.00052299i,-0.0019216-0.0014471i,-0.001485-0.0016969i,-0.0010348-0.00049545i,-0.00013746+0.00011444i,0.00013459-0.00019826i,-0.00027255-0.0010362i,8.8207e-05-0.0013116i,0.00084614-0.00052238i,0.0003591+0.00030127i,0.00021813+0.00035401i,0.00074919+0.00073159i,-0.00027627+0.00073264i,-0.0010449+0.00047701i,-0.00062878+0.00023918i,0.00050616+6.6008e-05i,0.00064005-2.4162e-05i,-5.2593e-05-0.00035163i
