-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
-0.00059656-0.00062636i,-0.0006569-0.00057927i,-0.00055987-0.00048742i,-0.0010639-0.00010294i,-0.0016808+0.00064229i,-0.00097857+0.0011197i,-0.00032554+0.0012563i,-0.00070021+0.00089438i,-0.0010449-5.2571e-05i,-0.00085002-0.00047172i,-0.00036467-1.858e-05i,-0.00096579+0.00018131i,-0.00089288-0.00032263i,-0.00069123-0.00059046i,-0.00025632-0.0003244i,0.0002958-1.7735e-05i,0.00042331+2.4506e-05i,0.00066683-8.0467e-05i,0.00081973-0.00010762i,0.00047165-0.00018287i,0.00063338-0.00014941i,0.00050096-6.4935e-05i,-0.00051865-0.00019323i
-0.00038996+2.5867e-05i,0.00086238-4.0841e-05i,0.00088567+0.00024675i,0.0011512+0.00058029i,0.0014881+0.0011981i,0.00011128+0.00087227i,-0.00057067-0.0001679i,-0.00014077-0.00046755i,-0.00018336-0.0002058i,-6.4253e-05-0.00099918i,0.00038598-0.0013428i,0.00027233-0.00077493i,6.2857e-05-0.00058136i,6.2319e-05-0.00021115i,-0.00048677+0.00061798i,-0.0010845+0.001198i,-0.0006855+0.000933i,-0.00076623+0.00071741i,-0.00053224+0.00032431i,-1.1014e-05+0.00032178i,-7.3823e-05+0.00049047i,2.4763e-06+0.00026504i,-9.2316e-05-0.00013327i
-3.6092e-05+0.00084253i,0.00034487-0.00015878i,0.00069568-0.00041787i,0.00036032+0.00089201i,-0.00044412+0.0016296i,-0.00041487+0.00096188i,0.00015838+0.00044688i,-0.00020349+0.00041481i,-0.0011403+0.00015186i,-0.00096469-6.4146e-05i,-0.00048809-0.00086328i,-0.00012882-0.00071238i,-0.00024535+1.4456e-05i,-0.0010283-0.00022041i,-0.00018713-0.00019253i,0.00086182-0.00016529i,0.0013122-0.00037673i,0.0011287-0.00028212i,0.00079015-0.00011945i,0.0011416+0.00046984i,0.00068371+0.00024219i,0.00014201+4.248e-05i,6.9527e-05+7.6316e-05i
-0.0012023+2.9549e-05i,-0.001722-0.00034487i,-0.0031832-0.00072262i,-0.0031833-0.00040531i,-0.0024175+0.00043275i,-0.0016496+0.001149i,-0.00094058+0.00068452i,-0.0010233-0.00038008i,-0.0019152-0.00061203i,-0.0018342-0.00054246i,-0.0013315-0.00025356i,-0.0010338-8.3447e-06i,-0.0011102+0.00018692i,-0.0012116-0.00010166i,-0.0014442-0.00059343i,-0.0011564-0.00054468i,-0.00043281-5.8452e-06i,0.00015133+0.00046117i,2.7459e-05+0.00036951i,-0.00033021-2.5384e-05i,-0.00018322-2.9638e-05i,-7.3387e-05+0.00025627i,-0.00035758+0.00029647i
3.241e-05-0.001129i,-0.00058478-0.0015443i,-0.00089328-0.0026324i,9.8736e-06-0.0024021i,0.00029775-0.00014196i,-0.00042109+0.0011522i,0.00010282+0.0013697i,-0.00014447+0.00044316i,-0.001453-0.00079256i,-0.0016051-0.00028192i,-0.00019272+0.00026426i,7.9802e-05+0.00058652i,0.00024878+0.00017715i,0.00031876-0.0010451i,-0.0001528-0.00082008i,-0.00024418-0.00044326i,-0.00038075-0.00024238i,3.0052e-05-1.2815e-05i,0.00052621-0.00055318i,0.00020279-0.00036371i,0.00029026+0.00047496i,0.00026434+0.00033813i,0.00052111-1.8322e-05i
0.0019282-0.0012108i,0.00090411-0.0011503i,8.4462e-05-0.00072655i,-0.0014227+0.0008923i,-0.0023639+0.0018896i,-0.0015731+0.0011952i,-0.0010286+0.00021277i,-0.00060735-0.0005395i,-0.00062823-0.00057039i,-0.0010752-0.00051606i,-0.00076667-0.0010978i,-0.00068764-0.0011133i,-0.00038449-0.00032061i,0.00021921+0.00016365i,-0.00024636+0.00024228i,-0.00012155+0.00068122i,-1.9661e-05+0.00060106i,-0.00047065+6.7047e-05i,-0.00012898+0.00054098i,0.00031774+0.00081367i,0.00050697+0.00032457i,-0.00015752+0.00022563i,-0.00063764+0.00020674i
-7.1664e-05-0.00047423i,-0.000417-0.00012389i,-0.0016541-0.00013101i,-0.0022569-0.00099486i,-0.0026017-0.00071004i,-0.0029252+0.00063792i,-0.0020787+0.00068998i,-0.00086287-0.00013237i,-0.00083068-0.0010644i,-0.00045906-0.00092839i,-0.00054276-0.00065962i,-0.00030602-0.00096268i,9.7613e-05-0.0011488i,-0.00046014-0.0012761i,-0.00083914-0.00085536i,-0.00060325-0.00024015i,-0.0002623+0.0001619i,-0.00011743+0.00015261i,-0.00032702+8.2394e-05i,0.00048125+0.00019927i,0.001199+0.00076576i,0.00052618+0.00053832i,0.00034812+0.00018431i
-0.0022876-0.00090103i,-0.0023112-1.2936e-05i,-0.003326+0.0012625i,-0.0021762+0.0021426i,-0.001035+0.0021165i,0.00017131+0.0019015i,0.0016378+0.00093951i,0.0010148-0.00038236i,-0.0002388-0.00022254i,-0.00073881+0.00049752i,-0.00058629-0.00041428i,-0.0004505-0.0011235i,-0.0004801-0.0012594i,-4.2986e-05-0.00099518i,-1.405e-05-0.00032509i,2.9852e-05+0.0004273i,0.00059693+0.0010251i,0.00011687+0.00036293i,-3.5106e-05-0.00073707i,0.00049069-0.00027269i,0.00055531+0.00024256i,0.00030951+0.0002313i,0.00040832+0.00078618i
-0.00053646-0.00043592i,-0.0011716+0.00023942i,-0.0025095+0.00014066i,-0.0027316+0.00092272i,-0.001155+0.0020046i,0.00011913+0.0018356i,-0.00023688+0.0010043i,-0.0012828+0.00029964i,-0.001658-0.00025139i,-0.00098885-0.00045837i,-0.00013124-2.5906e-05i,0.00036517+0.00040636i,0.00099813+0.00030804i,0.00077198+0.00014558i,-0.00022093-0.00015889i,-0.0011323-7.5465e-05i,-0.0009248-0.00014439i,-0.0004873-0.00075783i,-0.00050958-0.00075656i,-0.00011576+5.0318e-05i,7.1887e-05+0.0005317i,8.3766e-05+0.00057894i,0.00029283+0.00045742i
-8.9599e-05-0.00061822i,0.0003573-0.00025588i,-0.00021032+4.3283e-05i,-0.00099067-9.0506e-05i,-0.0011045+0.00041013i,-0.00030872+0.00079801i,-0.00071757+0.00037473i,-0.0011861+2.8073e-05i,-0.0010592-0.00071262i,-0.0012533-0.0010541i,-0.0014525-0.0010878i,-0.0012122-0.00051555i,-0.00093507+0.00046597i,-0.00065664+0.00016719i,-0.00049971-0.00036068i,0.000504-0.00064355i,0.00087747-0.00025032i,9.3164e-05+0.00044475i,-0.00018467+0.00013996i,0.00061126-0.00032122i,0.0013976-0.00022057i,0.0018665-0.00095585i,0.0012459-0.0012115i
-0.00013184+0.00076952i,-0.00047274+8.3033e-05i,-0.0016194+0.00029004i,-0.0024606+0.00066057i,-0.0024449+0.0011182i,-0.0016215+0.0011314i,-0.00034316+0.00082364i,-0.00045716-3.3398e-05i,-0.0012302-0.0012519i,-0.0011401-0.0011149i,-0.00018241-0.0008271i,0.0002287-0.00083494i,-9.3835e-05-0.00075815i,-0.00036975-0.00096979i,-0.00016296-0.00022343i,0.00012598+0.00024554i,3.7049e-05+0.00026374i,-0.00071297+0.00040854i,-0.00080586+0.00012012i,0.00024206+0.00060732i,0.0010567+0.00070907i,0.0011198+7.9975e-05i,0.00076929-9.105e-05i
-0.0011326+0.0017733i,-0.00057654+0.0016524i,-0.0002925+0.0018602i,0.00038078+0.0014984i,-0.00017116-4.9608e-05i,-0.00077295-0.00048403i,-0.001105-0.00072125i,-0.0014367-0.0013338i,-0.0011199-0.00094584i,-0.0015883-0.00083416i,-0.0018237-0.00060028i,-0.001577-0.00053394i,-0.0014628-0.00075829i,-0.0017634-0.0010567i,-0.0014895-0.00036449i,-0.00053743+0.00081212i,-3.1912e-05+0.00078564i,-0.00021643+0.00062873i,-0.00013319+0.00036263i,0.00040965+0.00030175i,0.00024806+0.00025689i,6.5226e-05-0.00018518i,0.00015514-2.9317e-05i
0.0014776-0.0016037i,0.0014875-0.0013267i,0.0001093-0.00097141i,-0.00024519-0.00086857i,1.193e-05+0.00023008i,-0.00062787+0.00090342i,-4.4263e-05+0.00075582i,0.00044404-0.00018732i,-0.00041703-0.0013305i,-0.00047271-0.0015545i,-0.00037181-0.0015587i,-0.00076161-0.0010472i,-0.0013053-0.00046517i,-0.0012664-0.00043644i,-0.00087615-0.00051846i,-0.00043674-0.00056322i,0.00011535-0.0010076i,0.00018418-0.00065414i,6.4772e-05-7.3622e-05i,0.00016642+0.00022953i,-7.9287e-05+0.00036264i,-0.00018139-0.00060997i,0.0006851-0.0011958i
0.00090946+0.0015231i,0.0013327+0.001132i,0.00038858-9.3174e-05i,-0.00072687-0.0012983i,-0.00068014-0.00099441i,-0.00084706-3.7335e-05i,-0.001353+0.000848i,-0.0012767+0.00097477i,-0.00054338+0.00045543i,-0.00014586-0.00067935i,-0.00014248-0.0013578i,-0.00073677-0.001248i,-0.00034802-0.00096277i,-0.00010404-0.00049768i,0.00017364-0.00032116i,0.00061738-0.00036115i,0.00045895-0.00015642i,0.00011322+0.00012998i,0.00014794+0.00020072i,0.0007286+0.00010917i,0.0007087+0.00051064i,-0.00018254+0.0010599i,-0.00034859+0.00036306i
0.00083083+0.00087896i,-0.00010165+0.001591i,-0.00089159-0.00037315i,-0.0015107-0.0012549i,-0.0021744+0.00081778i,-0.0018473+0.0010168i,-0.0011713+0.00015845i,-0.0013042-0.00047452i,-0.0016848-0.0013199i,-0.0010715-0.001177i,-0.00094346-0.00091916i,-0.0014371-0.0012383i,-0.0014187-0.00046629i,-0.00063947+0.00024205i,-0.0004618-0.00028358i,-0.00016201-0.0010124i,0.00049612-0.00072326i,-0.00033818-0.00050144i,-0.0010077-0.00053206i,-0.00048009-0.00037069i,-5.1601e-05-0.00017997i,0.00013289-7.2452e-05i,0.0002252+0.00054712i
-0.0015709-0.0025226i,-0.0016837-0.00072675i,-0.0020321-0.00017982i,-0.0020102-0.00060749i,-0.0019071+0.00010876i,-0.0013967+0.0015133i,-0.00089985+0.00091288i,-0.0010041-0.00097009i,-0.0016697-0.0015198i,-0.0014029-0.00038359i,-0.0013036-0.00023823i,-0.0010329-0.0012538i,-0.00044356-0.0015852i,-0.00069294-0.0010991i,-5.8665e-05-0.0006826i,0.00016477+2.7811e-05i,-5.9641e-05+0.00038875i,1.9784e-05-0.00012454i,8.2942e-05-0.00062627i,-0.0001016-0.00022692i,-0.00012899-2.1565e-05i,-0.00014691-0.00040665i,8.0935e-05-0.00087912i
-1.3964e-05-0.0011162i,-0.0010776-0.0013635i,-0.00072108-0.00047328i,-0.00068929+0.0001787i,-0.0012379+0.0003554i,-0.00044047+0.0013947i,0.00024511+0.0013613i,-0.00077265+0.00020598i,-0.0022728-0.00090309i,-0.0023883-0.000811i,-0.0016303-0.00011688i,-0.00076105-0.00011847i,-0.00043254-0.00018257i,-0.00026004-0.00039163i,9.4766e-05+0.00022099i,0.00049146+0.00080854i,0.00072522-0.0001663i,0.00022162-0.00031755i,-0.00040249+0.00080971i,-0.00019994+0.00096154i,0.00019253+0.00048576i,6.066e-05+0.00036255i,5.1436e-05+0.00064238i
-0.00041491+0.00013316i,5.9417e-05+0.00018126i,0.00017371+0.00090603i,-0.00092776+0.0021751i,-0.0016182+0.0023674i,-0.000941+0.0015333i,-0.00031568+0.00046301i,-0.00029869-0.0003208i,-0.00028178-0.00075354i,-0.00013026-0.00084523i,-0.00027859-0.00039392i,-0.0010535-0.0001805i,-0.00061561-0.00045912i,0.0010757-0.00060924i,0.0015139-0.00017789i,0.00045992-4.3402e-05i,-0.00012135-0.00036046i,4.9394e-05-5.8254e-05i,-0.00012436+0.00011882i,-0.00025969-0.00011294i,-0.00040624-0.00013396i,-0.00074817-0.00024715i,-0.00083297-0.00060237i
-0.001642+0.00063561i,-0.0022291+0.00071412i,-0.0028945-0.00016631i,-0.0028052-0.00058394i,-0.0020921+0.00034064i,-0.0011879+0.001151i,7.8592e-05+0.0013484i,-0.0001303+0.00026104i,-0.00024401-0.00078815i,0.00034783-0.00056379i,0.00050381+0.00018006i,0.00063724+5.9736e-05i,0.00021415-0.00073537i,0.0003815-0.00049209i,0.00035999+0.00072618i,0.00038139+0.0012917i,0.00051303+0.00051498i,-1.2352e-05-0.00034694i,-0.00034732-0.00034961i,0.00023755-0.00019615i,0.00063387+0.0004261i,0.00023391+0.00080598i,0.00094431+0.0008123i
0.00053316-0.00086267i,0.0005402-0.00062562i,0.0010729-0.0010789i,0.0013189-0.0012767i,3.4777e-05-0.0008804i,-0.0012996-0.00012147i,-0.001253+0.00049972i,-0.00075808-0.00089576i,-0.0010502-0.0018787i,-0.0010471-0.0014222i,-0.0005175-0.00030149i,-0.00085868+0.00089766i,-0.0006602+0.00056282i,0.00034926-0.00040915i,0.00013047-0.00098836i,-9.2818e-05-0.00085695i,0.0001932-6.9698e-05i,0.00044818+0.00011821i,0.00017379-0.00012551i,-0.00011746+0.00071845i,0.00037962+0.00094508i,-0.00011935+0.00053491i,-0.0015798+1.1288e-05i
0.0019043-0.00063977i,0.0008676-0.00057602i,9.9833e-05-0.00041675i,-0.00087234+0.00055229i,-0.0021197+0.0012824i,-0.0018175+0.0008737i,-0.00069012+0.00050997i,-0.00047792+3.8271e-05i,-0.00036585-0.0011215i,-0.0001295-0.0016468i,-0.00051754-0.0010748i,-0.00032147-0.00072923i,0.00029454-0.0005227i,-0.0003101-0.00028722i,-8.1512e-05+0.00038732i,-0.00031101+0.00034918i,-0.00034119-0.00014242i,-0.00016466-2.0761e-05i,-0.00076598+0.0006678i,-0.00095181+0.00062079i,-0.00054166+5.2154e-05i,5.5664e-05+0.00024911i,-9.5055e-05+0.00057169i
0.00024394+0.00099233i,3.8126e-05+0.0010892i,-0.00046977+0.001084i,-0.0010156+0.00096517i,-0.0013504+0.00097903i,-0.00033974+0.00054489i,-0.00016329-0.00011182i,-0.0010771-0.00052343i,-0.0016124-0.00086655i,-0.0015516-0.0010054i,-0.00098633-0.0012881i,-0.00061692-0.0011613i,-0.00052366-0.00066257i,-0.00087665-0.00036755i,-0.0010857-0.00017872i,-0.00060816+5.285e-05i,-0.00010772-0.00086411i,0.00013371-0.00086456i,0.00026928-3.9837e-05i,0.00022865-0.00047236i,0.00039939-0.00033688i,0.00058801+0.00062134i,-0.0003281+0.00046431i
-0.0022626-0.00069343i,-0.0015271-0.0004468i,-0.0013821+0.00016345i,-0.0013764-0.00071971i,-0.00078816-0.0011306i,-6.6333e-05-0.00058624i,-0.000161-5.1094e-05i,-0.00071242-0.00073332i,-0.00074485-0.001051i,-0.00025915-0.00073496i,0.00031595-0.00058779i,0.00060795+3.9056e-05i,0.00043526-0.00062576i,-0.00021045-0.0014337i,0.00028676-0.00068545i,0.00050904+0.00015337i,0.00025265-9.7453e-05i,0.00075233-0.00014266i,0.001208+0.00013429i,0.0010697+0.00035317i,0.00057161-0.00016218i,0.00015662-0.0011942i,0.000251-0.00067325i
-0.001569+0.00083518i,-0.0013243+0.00075015i,-0.0011742-2.5042e-06i,-0.00065248+0.0001164i,-0.0010955+0.0010319i,-0.0013443+0.0011508i,-0.00061028-0.00042448i,-0.00026244-0.0014877i,-0.00051438-0.0011084i,-0.00041764-0.00099323i,-0.0002206-0.0012366i,-0.00091798-0.0013236i,-0.0017552-0.001068i,-0.0015938-0.00047158i,-0.00098533+0.00022664i,-0.00029304+0.00030678i,-4.71e-05+0.00022757i,-1.9444e-05+0.00074376i,-3.9941e-06+0.0012646i,-0.00038725+0.00067266i,-0.00061394+0.00015594i,4.3228e-05+0.00018428i,0.00011615+4.5039e-05i
0.00067747-0.0010369i,-0.00043879-0.0016391i,-0.00077433-0.0013742i,-0.0013724+0.00020382i,-0.0024394+0.0011089i,-0.0025395+0.0015624i,-0.0021754+0.0011208i,-0.001757+0.00042412i,-0.001545-0.00039454i,-0.0014497-0.0011012i,-0.0012383-0.0011484i,-0.00097648-0.00080305i,0.00012546-0.00047095i,0.00082165-0.0010224i,0.00018978-0.0012557i,-0.00014763-0.00046842i,0.00013+0.00054311i,0.00072097+0.00096571i,0.00090764+0.00014603i,0.0010593-0.00045143i,0.00092312+0.00015842i,0.00091569+0.00013171i,0.0006806-0.00016863i
0.0016514+0.0016683i,0.0027128+0.00096432i,0.0019224+0.00024769i,0.00030232-0.00022592i,-0.00036946-0.00038725i,-0.001505-0.00019251i,-0.0019152-0.00029378i,-0.0010898-0.00068814i,-0.00059623-0.00050755i,-0.00061325-0.00071093i,-0.00052737-0.0013361i,-0.00074428-0.0010399i,-0.00068054-0.0011037i,-0.00027278-0.00086146i,-0.00012087+0.00062515i,-0.00012092+0.00085625i,0.00026893+0.00065913i,0.00025478+0.00061607i,-0.00014234+0.00043991i,0.00023216+0.00012668i,0.0010305+0.00043518i,0.0014229+0.0010031i,0.00097871+0.00065502i
3.3263e-06+0.00030796i,-0.00016716+0.00019545i,0.00011587-0.00014925i,7.3337e-05-0.0010701i,-0.00022572-0.0011505i,-0.00028553-0.00041804i,-0.00044723-0.00071211i,-0.0011923-0.00093687i,-0.0021032-0.00091454i,-0.0013634-0.00088723i,0.00022148-0.00061036i,0.00065032-0.00025484i,0.00024863-0.00019899i,-0.00084386-0.00061985i,-0.00142-0.00051588i,-0.00041983-7.8712e-05i,0.00030456-0.0001322i,0.00026181-4.1127e-05i,8.2986e-05+0.00024066i,4.0552e-05-0.0003263i,0.00041936-0.00046409i,0.00047024+0.00016014i,5.0278e-05+0.00056333i
0.00067958+0.0005145i,0.00015436-0.00027049i,0.00038652+0.00047117i,-1.377e-05+0.00087558i,-0.00086249+5.0709e-05i,-0.00093041-0.00042853i,-0.00023745+1.0481e-05i,-0.00042828-0.00027186i,-0.0014086-0.0010473i,-0.00035625-0.00086414i,0.00084291-0.00056611i,1.9367e-05-0.00052658i,-0.00082933-9.7367e-05i,-0.0010021+0.00041184i,-0.00046549+0.00070707i,-0.00031586+0.00055296i,-0.0007026+0.00046363i,-0.0002407+0.0012307i,-9.2972e-06+0.0014334i,-0.00035423+0.00049392i,0.00014332-0.00027444i,-0.00011258-0.00020619i,-0.0010335+0.00023706i
-0.00080665+0.00027605i,-0.00095406+0.00041434i,-0.0015671-0.00010363i,-0.0016858+0.00050059i,-0.0010381+0.0022088i,0.00027347+0.0023782i,-4.6472e-05+0.00093993i,-0.00077159-0.00078941i,-0.0017541-0.0013044i,-0.0017426-0.0012241i,-0.0013966-0.0010179i,-0.00069333-0.00087932i,0.00022069-0.00057708i,0.00037743-0.00052198i,0.00026165-0.00022092i,0.00027028+0.00029405i,0.00050003+0.00032374i,0.00093973-0.00023476i,0.0010166-0.00095432i,0.0017149-0.00092372i,0.0018333-0.00047907i,0.00043774-0.00018675i,4.7183e-05+0.00039171i
6.6581e-05-0.00068247i,0.00012785-0.001377i,-0.00045854-0.00085176i,-0.00079966+0.0011223i,-0.0013783+0.0020564i,-0.0015256+0.0014906i,-0.0012853+0.00039898i,-0.0012906-0.00026631i,-0.0011048+0.00021986i,-0.0012914+0.00039492i,-0.0010759-0.00050428i,-0.00053313-0.00085328i,-0.00081544-0.00062653i,-0.00051046-0.00059155i,9.5169e-05-0.00032581i,-4.8616e-05+0.00022648i,-2.1435e-05+0.00013656i,0.00035603+3.5872e-05i,0.00047293+0.00024111i,-0.00023925+0.00083407i,-8.3737e-05+0.0010052i,0.0002067+0.00030399i,-0.0007902-1.5729e-05i
-0.001455+0.00057754i,-0.0010237+0.00026472i,-0.00087709+0.0009672i,0.00012028+0.001095i,0.00024195+0.0011266i,-0.00016176+0.00094646i,0.00030844+0.00030389i,-7.4158e-05+0.00045091i,-0.0015843+0.00082408i,-0.0014332+0.00040812i,-0.001035-0.0006499i,-0.0014099-0.0014429i,-0.0014287-0.0015948i,-0.00048473-0.0016183i,-4.0029e-05-0.00042963i,-0.00072677+0.0009872i,-0.00034776+0.0011571i,0.00028717+0.0010125i,0.00043651+0.00039916i,4.9759e-05+0.00038597i,-0.00069507+0.00047756i,-0.00084979+0.00015232i,-0.00031139+0.00048085i
-0.00073802-0.00025848i,-0.0011364+0.0002241i,6.5852e-05+0.00030872i,0.00039792+0.00024568i,0.00011012+0.00099399i,4.7686e-05+0.0016713i,-0.00021361+0.00093466i,0.00018071-0.00013536i,0.00016258-0.00086968i,-0.00057481-0.00099361i,-0.0011798-0.0010094i,-0.00064639-0.0002044i,-0.00026839-0.00027982i,-0.00023089-0.00035822i,0.00012785-0.00012443i,-0.0001398-0.00051405i,-0.00017657-0.00058759i,0.00030213-0.00018148i,0.00050825+0.00023871i,0.00058987-0.00012268i,0.00046238-0.0002878i,0.00015379-0.00031912i,0.00030162-0.00019093i
0.0015407+0.00033195i,0.0019102-0.00030867i,0.0016043-0.00050569i,0.0011722-0.00035239i,0.00037287-0.00018914i,0.00014584-0.00036932i,-7.4306e-05-0.00071808i,-0.00021871-0.00040642i,-0.0010161+0.00025741i,-0.0013373+1.7694e-05i,-0.00087539-0.00071123i,-0.0012352-0.00079785i,-0.0012588-0.00064742i,-0.0012438-0.00066194i,-0.00078991-0.00069987i,0.00016649-0.00054348i,0.00027792+0.00011573i,0.00043751+3.8752e-05i,0.00020854-0.00043353i,-0.00031239-0.00035624i,-0.00022923+7.8853e-06i,0.00040263-4.9683e-05i,0.00039716-8.0228e-05i
-8.1689e-05-0.00014368i,0.00018219+0.00020773i,-9.4494e-05+0.0010698i,-0.00097862+0.0016797i,-0.0017463+0.0013517i,-0.00097568+0.0011955i,-0.00057894+0.0002421i,-0.00062386-0.0010595i,-0.00091941-0.00090515i,-0.001274-0.00036614i,-0.00097525-0.00089191i,-0.0009227-0.0012898i,-0.00071437-0.00039893i,-0.00015117+0.00034851i,-0.00014182+0.00058186i,0.00047121+0.00064384i,0.00051518+0.00059567i,-0.00023852+0.0011016i,-0.00039411+0.00056455i,0.00023164+0.00022093i,0.00030334-0.00020776i,-3.9342e-05-0.00069866i,-0.00037219-0.00098667i
0.00018622+0.0012504i,0.00010092+0.00086484i,-0.00095983+4.7486e-05i,-0.0011292-0.00016062i,-0.0010748+0.00047224i,-0.00059221+0.00055197i,-1.3114e-05+0.00075948i,-0.00063767+0.00095238i,-0.0013515+0.00066897i,-0.00088141+0.00036245i,-0.00031662-0.00030436i,-1.1444e-06-6.872e-05i,-2.2541e-05-0.00028287i,-0.00041111-0.00094914i,-0.00082431-0.00037021i,-0.00070599-3.7941e-05i,-0.00053469-0.00013971i,-0.00027489-9.3817e-05i,-0.00035904+0.00036568i,5.6028e-05+0.00021173i,5.9667e-05-0.00018141i,-0.0011731-4.7672e-05i,-0.00094212-0.00023044i
3.4857e-05+0.00040784i,0.00098015+0.00057213i,0.00165+0.0012024i,0.0020783+0.0008805i,0.0018412+0.0012769i,0.00077551+0.0010561i,-0.00076311-0.0002345i,-0.0017833-0.00074047i,-0.0023076-0.00026498i,-0.0016708-0.0003258i,-0.0012723-0.0016864i,-0.00043805-0.0019253i,0.00011019-0.0010371i,-8.7019e-05-0.00077481i,-8.9847e-05-0.00030919i,0.0001823+0.00059531i,0.00043502+0.00073951i,0.00083557+0.00076403i,0.0004664+0.00032484i,0.0001511-0.00028188i,0.00071564-0.00052452i,0.00099659-0.00026847i,0.00052485+3.2787e-05i
-4.0856e-05+0.0020168i,-0.00088467+0.00076618i,-0.00094121+0.00012619i,-0.0010004+0.00021507i,-0.0011568-1.8405e-05i,-0.0011441-0.00022593i,-0.00085012-0.00087474i,-0.00078976-0.0011536i,-0.0006714-0.0009544i,-0.00058722-0.0014282i,-0.00063212-0.0017692i,-0.00080105-0.0012196i,-0.00013222-0.00020093i,0.00071081-0.00039065i,0.00026353-0.0010036i,-2.5226e-05-0.00045784i,2.8476e-05+4.3364e-06i,-0.00014004+0.00015348i,-0.00035898+0.00021301i,-0.00015041+0.00019979i,0.00033781+1.7578e-05i,0.0006847-0.00012093i,-3.5341e-05+7.395e-06i
-0.00038617+0.0015286i,-2.4146e-05+0.00060433i,0.00023179-0.00024117i,-0.00031491-0.00047629i,-0.00051308+0.00066265i,0.00051232+0.0015507i,0.00070185+0.00085623i,-0.00014968+8.3705e-05i,-0.00068663+6.0774e-05i,-0.00071123-0.00012323i,-0.00084188-0.00042956i,-0.0013098-0.00043612i,-0.00095804-0.00070385i,-0.0003779-0.0010949i,-0.00028985+0.00024398i,-0.00032125+0.0010997i,0.00062356+0.00044201i,0.001258-1.4232e-05i,0.0010466+3.1446e-05i,0.0009495+0.00037509i,0.00022584+1.8324e-05i,-0.00018601-0.00014246i,-0.00053042+7.1823e-06i
-0.00060723-0.00087381i,-0.0010115+0.0002564i,-0.00086375+0.0010969i,-0.00059834+0.00082924i,-0.00091344+0.0003198i,-8.927e-05-5.127e-05i,0.00039161-0.00036078i,-0.0003716-0.00046778i,-0.0011188-0.00097308i,-0.001313-0.0010601i,-0.00041679-0.0007483i,0.00062523-0.00048535i,-3.9107e-05-0.001074i,-0.0013401-0.0013698i,-0.00072418-0.0005212i,0.00054544+8.9402e-05i,0.00011702+2.9254e-05i,-0.00019812+0.00011583i,4.8269e-05+0.00019872i,-0.00018261+0.00020911i,0.00012943+0.00028601i,0.00035863+0.00029152i,-1.0417e-05+0.00083685i
-0.00038558-2.1011e-05i,-4.7056e-05-0.00020587i,0.00031273+0.0006294i,0.00050626+0.0015324i,0.0010171+0.0023383i,0.0010434+0.0016232i,0.0012339+0.00025561i,0.00087787-0.00038788i,-0.00030507+2.3375e-06i,9.0336e-05+0.00016088i,0.0011233-0.00025388i,0.00093733-0.0001707i,9.4401e-05-0.00041987i,-0.00036678-0.0007182i,-0.00060106-0.00020441i,-0.00054844+0.00011197i,-0.00047998+7.2175e-05i,-0.00023661-0.00032811i,0.00030035-0.00041421i,2.6495e-06-0.00071825i,9.5371e-05-0.00074428i,0.00067398-0.00042104i,0.00021637-0.00067771i
-0.00087163+0.0016636i,-8.8456e-05+0.0018136i,-0.00012391+0.0015112i,-0.00067342+0.0010489i,-0.00057104+0.00083041i,-0.00085588+0.00061042i,-0.0012538+6.2041e-05i,-0.00096527-0.00054282i,-0.00052654-0.0006203i,-1.0594e-06-0.0013629i,4.1162e-05-0.0017938i,-0.000478-0.0018161i,-0.0014017-0.0020489i,-0.001721-0.0020905i,-0.0011934-0.0012817i,-0.00012375-0.00013188i,0.00099053+0.00063271i,0.0015421+0.00085391i,0.00098848+0.00083081i,-0.00053148+0.00034572i,-0.0010428-0.00034289i,-0.00038917-0.0011473i,0.00029026-0.001657i
-0.0016113-0.0014053i,-0.0026445-0.00017774i,-0.0034434+0.00074736i,-0.003194+0.00067091i,-0.0027082+0.00093104i,-0.0011042+0.0015125i,-0.00016928+0.00089342i,-0.00046346-4.9037e-05i,-0.0011385-0.00028663i,-0.0010672-0.00065192i,4.5791e-05-0.00024056i,3.6581e-05+0.00035165i,-0.00021171-0.00037773i,-0.00032838-0.00099426i,-0.00038267-0.00049741i,-0.0004637-0.00039292i,-0.00045545-0.00087398i,0.00014701-0.00043594i,0.00072548-4.4019e-05i,0.00069449+5.0007e-05i,0.00042878+0.00032291i,0.00044729+0.00040795i,3.5743e-05+2.3868e-05i
