0.0015807+0.0018282i,0.0013062+0.001482i,0.00064571+0.0011742i,-0.00024729+0.00070565i,-0.0012775+0.0007276i,-0.0019965+0.0014959i,-0.0013151+0.0019106i,-0.00065005+0.0020603i,5.9036e-06+0.0015812i,0.00086518+0.00055112i,0.0012933-0.00021342i,0.00082429-6.7937e-05i,0.00034317-0.00024357i,0.00049518-0.00035564i,0.00029972+0.00032797i,-0.00029482+0.00016991i,2.6755e-05-0.00014079i,0.00074863+2.7951e-05i,0.0008855+9.3986e-05i,0.00057749-0.00017505i,0.00021318-0.00061445i,3.714e-05-0.00083448i,9.6845e-05-0.00084375i
2.3911e-05-5.1507e-05i,0.00035924+0.00033227i,0.00085352+0.001054i,0.0014168+0.0020016i,0.00064092+0.0019835i,0.00044457+0.00077176i,0.00058263+0.00041585i,0.00081184+0.0011653i,0.00078613+0.00073551i,3.8981e-05-0.00034915i,-0.00038935-6.9062e-05i,-0.00038744+0.00021948i,0.00031715+2.5709e-05i,0.00025022-0.00026748i,-0.00048232-0.00034589i,2.9123e-05-0.00032194i,0.0013042-0.00051425i,0.001395-4.6281e-05i,0.00068455+0.00058496i,6.9947e-05+0.00050849i,-0.00044708+0.00024657i,0.00019529+1.3014e-05i,0.00067575+0.00012129i
-0.0018234-0.0005619i,-0.0015949-0.00014072i,-0.00047806+0.0012198i,0.00019261+0.0022958i,0.00067458+0.0022214i,0.0012732+0.0014643i,0.00083382+0.001163i,-4.971e-06+0.00054984i,-0.00046939-4.5138e-05i,0.00017141+0.00037582i,0.0013936+0.00063899i,0.0015173+4.8828e-05i,0.00097618-0.00022965i,0.00095047+1.6553e-05i,-8.3506e-06-0.00049627i,-0.0010363-0.0004108i,-0.00051308+0.00049645i,-0.00024087+0.00035164i,-0.00056826-0.00027458i,-0.0005059-0.00086123i,-0.00025513-0.00052749i,-0.00039468+0.0006236i,-0.00017704+0.00074478i
0.0016396-0.00060205i,0.00091699+0.00081518i,0.00092829+0.00079957i,-0.00051595+0.00086498i,-0.001342+0.0013636i,-0.0014299+0.0016494i,-0.0016498+0.0017916i,-0.00024619+0.0015112i,0.00064458+0.00088297i,-0.00016822-8.1917e-06i,-0.00088275-0.0012323i,5.4776e-05-0.00092284i,0.00050859+5.5717e-05i,0.00036016+9.6535e-05i,0.00062291+4.6369e-05i,-2.6428e-05+0.00032483i,-0.00054745+0.00045448i,-6.732e-05-0.00035866i,0.00026968-0.0010188i,0.00028314-0.00037812i,0.00047777+0.00061556i,0.00069306+0.0010317i,0.0003932+0.00077867i
0.00096809-0.0011421i,0.00051643-0.00074198i,0.0002461-2.425e-05i,0.00015815+0.00068892i,-0.00031785+0.00077524i,-0.00028232+0.0010144i,4.6022e-05+0.0010141i,0.00036048+0.0011634i,0.00058104+0.0010982i,0.00033393+0.00035022i,-0.00026769-0.00033519i,-0.00081281-0.00065962i,-0.0011439-0.00085656i,-0.00045299-0.00087992i,0.00055658-0.00082965i,0.00028925-0.00025145i,-3.6571e-05+0.00046072i,0.0001439+0.00023567i,4.0573e-05+0.00055291i,-0.00029885+0.00036887i,7.6669e-05-0.00059417i,0.00022038-0.00078866i,-0.0001503-0.00011185i
-0.00035179-8.5599e-05i,-0.00025022+0.0010731i,-0.00026551+0.0022393i,5.178e-05+0.0031168i,-0.00039416+0.0031768i,-0.00028314+0.0024595i,0.00020038+0.0007943i,0.00014686-0.00033244i,-0.00054877-0.00010502i,-0.00034023+0.00067557i,0.00023626+0.0011284i,0.00010342+0.001377i,0.00010448+0.00097558i,0.00015684+0.00068462i,0.00084607+0.00077664i,0.0008369+0.00075018i,0.00015579+0.00025003i,0.00024374-9.4331e-05i,0.00052862+9.8688e-05i,0.00039314+0.00025836i,0.00018842-8.8255e-05i,-0.0001812-0.00052443i,-0.00043913-7.2249e-05i
0.00072773+0.00082321i,0.00081079+0.00065416i,0.00047317+0.00020453i,0.0004839+0.001148i,0.00058106+0.0023798i,0.00057106+0.001471i,0.00071678+0.00044563i,0.00031405-0.00068983i,-1.7675e-05-0.0010758i,0.00016383-0.00040797i,0.00040425+7.1055e-05i,-0.00017812+0.00051563i,-0.0012566+0.00029566i,-0.00086751-0.00053436i,0.00018438-0.00082315i,0.00043589-0.0008262i,0.00089535-0.00090575i,0.0010995-0.00084698i,0.00050908-0.0006326i,-0.00052266+0.00013066i,-0.0011029+0.00047561i,-0.00066988+9.0069e-05i,-4.3044e-05-5.9057e-05i
-0.00039611+0.0010538i,-0.00012303+0.0016034i,0.00032139+0.0025537i,-3.1831e-05+0.0028046i,-7.101e-05+0.0031019i,-0.00018791+0.0029604i,-0.00082366+0.0024515i,-0.001108+0.0016197i,-0.00051962+0.0012524i,0.00052106+0.0012039i,0.00022798+0.00047551i,5.0661e-05-0.00039749i,0.00073907-0.0002651i,0.0011404-0.00040797i,0.0011966-0.0007309i,0.0007186-0.00073378i,0.00021732-0.00097467i,-5.1376e-05-0.00036581i,0.00033755+0.00047761i,0.00073158+0.00051529i,0.00012742+9.6508e-05i,-0.00052708-0.00025847i,-0.00077636-0.00015874i
-0.0010312+0.00013438i,0.00059218+0.00052089i,0.0013985+0.0019318i,0.0014163+0.0024899i,0.00175+0.0015933i,0.0015864+0.00036734i,0.00032294+0.00017378i,-0.00072486+0.00034224i,-0.00020071+0.00075452i,0.00027209+0.0005761i,0.00054204-8.3529e-05i,0.00147-0.00013104i,0.0017747+0.00034209i,0.00081978+8.6611e-05i,0.00036477-0.0010023i,0.00069636-0.00086478i,-0.00011868-0.00048109i,-0.00058168-0.00019108i,0.00034322-0.0001859i,0.00075888-0.00099581i,7.2081e-05-0.0011344i,-0.00054911-0.00046283i,-0.00032966+0.00019602i
-0.0011312+0.002167i,-0.0022238+0.0019433i,-0.0018431+0.0017338i,-0.0010969+0.0022845i,-0.00020243+0.00321i,0.00095975+0.003143i,0.00051909+0.0022659i,-6.914e-05+0.00090778i,-0.00020499+8.8824e-05i,-0.00076168+0.00065002i,-0.00041636+0.00099715i,0.00052617+0.00091943i,0.00071226+0.00058032i,0.0011353+0.00022675i,0.00064094+0.00054028i,-0.001093+0.00052628i,-0.001061+0.00016506i,0.00039745-0.00017751i,0.00083615-0.00095252i,0.00090282-0.00099455i,0.00067114-6.8724e-05i,0.00020679+0.00082183i,-0.00026598+0.00076628i
-0.00011686+0.001558i,-0.00010495+0.00096787i,0.00066991+0.001298i,0.0015584+0.0012764i,0.0014968+0.00058985i,0.00035297-0.00034334i,-4.0626e-05-0.00035891i,9.2621e-05+0.00044509i,-0.0005271+0.00091218i,-0.00086699+0.001717i,-0.00066418+0.0020283i,-0.00044424+0.00087113i,9.6631e-05+0.00051619i,0.00046864+0.00071305i,0.00033893+0.00025821i,0.00029115+0.00042609i,0.00024215-6.8227e-05i,0.00075352-0.00039296i,0.00086478-0.0003527i,0.000197-0.00061799i,-6.4123e-05-0.00047203i,-5.5269e-05-0.00019339i,0.00039302+0.00024954i
-0.0024685+6.3422e-05i,-0.0024013-0.000323i,-0.0018381+0.0010422i,-0.0010507+0.0030865i,-0.00064053+0.003046i,-0.00047948+0.0023535i,-0.00072761+0.0011769i,-0.0006535+0.00069585i,-0.00013374+0.00071822i,6.8232e-05+0.00047122i,1.2404e-06+0.00027529i,-0.00038645+0.00041466i,-0.00080374+0.00042485i,-0.00064965+0.00026782i,-3.1167e-05+0.00050027i,0.00082982+7.7221e-05i,0.0013193-0.000111i,0.0010106+0.00016792i,9.1618e-06+0.00025935i,-0.00095809+0.00057335i,-0.00053733+0.00025105i,0.00025549-6.8603e-05i,-0.00047287-0.0001726i
0.0011435-0.00059571i,0.0013896+2.9183e-05i,0.00042658+0.0001464i,-0.00054384+0.0013363i,-0.00020217+0.0029955i,0.00033328+0.0034893i,0.00039198+0.0024625i,0.00074581+0.0015744i,0.00073435+0.00084488i,-1.0831e-05+3.8425e-05i,-0.000463-0.00013426i,-0.00024576+0.00096229i,-0.00022673+0.0010298i,-5.4635e-05-0.00030768i,0.00016913-0.00048524i,-4.844e-05-0.00065128i,0.00039303-0.00045743i,0.0012347+6.7887e-05i,0.0011064-0.00010581i,0.00087261-0.00012913i,0.00045954-3.1392e-05i,0.00060885-0.0003059i,0.00018506-0.00038565i
-0.0027604-0.00051185i,-0.0032496+3.6719e-05i,-0.0019304+0.0016039i,-0.00086228+0.0031582i,-0.00063757+0.0027795i,-0.00053514+0.001418i,-0.00064533+0.00079592i,-0.00087183+0.00095635i,-0.00032182+0.00093039i,-0.0002355+0.00073384i,-0.00035658+0.00052371i,-7.5509e-05+0.00029585i,0.00082222-0.00021559i,0.0015663-0.00043463i,0.0019039-0.00030291i,0.0014549-0.00038209i,0.00084521-0.00041406i,0.0006858-4.6948e-06i,0.00047698-1.1693e-06i,0.00090173-0.00034256i,0.00095273-0.00057821i,0.00027541-0.00037959i,-0.00045166-4.2866e-05i
-0.00052945+0.00068583i,0.00074051+0.0013121i,0.0011837+0.0016737i,0.00067014+0.0027045i,0.00022128+0.0032359i,0.0003926+0.0021793i,-0.00030833+0.00074672i,-0.00045783+0.00052892i,-0.00048567+0.00058532i,-0.00082793+0.00018514i,-0.00035381+0.00013488i,-0.00043158+0.00062383i,-0.00043114+0.00069363i,8.3384e-05+0.00035702i,6.1656e-05+0.00044884i,0.00048456+0.00057999i,0.00062956+0.00060213i,0.00023607+0.00066119i,0.0001515+0.00063808i,0.00042198+9.9571e-06i,0.00058086-0.00094661i,0.00037689-0.00086223i,0.00034798-4.0793e-05i
-0.00067774+0.00086432i,-0.0012476-4.3942e-05i,-0.00076072-0.00010174i,-0.00060333+0.00095235i,-0.00075062+0.0015244i,-0.000709+0.0027005i,-0.00036121+0.0029282i,7.6544e-05+0.0015002i,7.6209e-05+0.00065773i,0.00026122+0.00016722i,0.00065654-0.0002141i,0.00024726-0.0001128i,-0.00067842-0.00019007i,-0.0005435+0.00023917i,0.00032921+0.00057026i,0.00048296-0.00021878i,0.00026151-0.00068063i,0.00061351+0.00035731i,0.0012989+0.00069473i,0.0011202-0.00014189i,0.00054518-0.00026551i,0.00044161-0.00024387i,0.00056099-0.00043852i
0.00054775+0.0027755i,0.0015384+0.002999i,0.0022534+0.0033044i,0.0018389+0.0022983i,0.0010602+0.0015917i,-0.00020919+0.0010518i,-0.00060087+0.00020786i,-0.00017375+0.00034635i,7.3442e-05+0.00069917i,0.00088335+0.00055396i,0.00066345+0.00026047i,-0.0001696-0.00035966i,-0.00030179-0.00082582i,0.0002768-0.00049481i,0.0012226-9.6928e-05i,0.0014575+0.00013216i,0.0010988+0.00045907i,0.00069908+0.00078716i,0.00020988+0.0007201i,-2.9459e-05+0.0001688i,1.7983e-05+0.0003692i,-0.00010655+0.00074032i,-9.4474e-07+0.00012543i
-0.00089794-0.0013497i,-0.00045829-0.0015765i,6.5447e-05-0.001077i,-0.00035807+0.00048669i,-0.00017526+0.0016809i,0.00019129+0.0018714i,0.00043001+0.001592i,0.00060397+0.00043592i,0.00046449-0.00019135i,0.00097905-0.00036784i,0.00048834-0.00066146i,-0.00039549-0.00060915i,-0.00028282-0.00037289i,0.00048279-0.00034426i,0.00052089+4.5063e-05i,0.00072554+0.0004192i,0.0012533+8.5263e-05i,0.00083709-0.00047648i,0.00055705-0.00085313i,0.00063784-0.00091687i,0.0010698-0.00060988i,0.00061716-0.00012464i,0.0001617-2.339e-05i
-0.0007429+9.277e-05i,0.00036302+0.0015102i,0.00070732+0.0028342i,0.0010022+0.0022786i,0.00073818+0.0010129i,0.0011827+0.0005339i,0.00058603+0.00092432i,-0.00018808+0.0012722i,-0.00012985+0.00095958i,0.00029115+0.00028294i,0.00082575+0.00017611i,0.0014246+5.3857e-05i,0.00080332-0.00063721i,-5.3095e-05-0.00079549i,-0.00040773-0.00017026i,-0.00030339+0.00058174i,2.4203e-05+0.00063002i,9.0742e-05+0.00027574i,0.00020187-0.00025536i,0.00068017-0.00034435i,0.00079305-0.0003189i,0.00020273-0.00035463i,-9.2677e-06-0.00027182i
-0.00050189-0.00071316i,-0.0014017-0.00095505i,-0.0014297-0.00085965i,-0.0015036+0.00047965i,-0.00084067+0.002106i,0.00039396+0.0028679i,0.00090925+0.0022596i,0.00049774+0.0015041i,0.0003929+0.0012162i,0.00072128+0.0006171i,0.00037191+0.00089158i,0.00025683+0.0013955i,0.00080894+0.001183i,0.00074088+0.00047952i,1.0679e-05-0.00028269i,0.00029877-0.00099589i,0.00080666-0.0011898i,0.00052547-0.00076497i,0.0001078-0.000979i,0.0003047-0.0012656i,0.00048026-0.00082236i,0.0002656-0.00050092i,2.5005e-05-0.00014509i
0.0015579+0.00080219i,0.0014217+0.0010689i,0.00097199+0.00089967i,0.00084869+0.0008179i,0.00013563+0.00097118i,-0.00011553+0.001043i,-0.00036805+0.0020658i,-0.00074523+0.0018921i,-0.00037823+0.00042686i,-0.00026014-2.077e-05i,7.1099e-05-0.00024236i,0.00095368-0.00053529i,0.00080883-0.00012692i,0.00040794+0.00022659i,0.00051283+0.00043022i,7.8061e-05+0.00090014i,-4.6308e-06+0.00041847i,0.00017089-0.00076831i,0.00035269-0.00067362i,0.00060237-0.0004316i,-0.00029835-0.00039631i,-0.00071895-0.00018931i,-0.00020256+0.00030358i
0.00061197+0.00057704i,0.00084762+0.00075814i,0.00057445+0.0015619i,0.00027758+0.0022044i,-5.4622e-05+0.0027037i,-0.00014637+0.0022553i,0.00044453+0.0012587i,0.00013924+0.00063554i,-0.00028042+0.00046232i,-3.5119e-05+0.0005559i,-0.00021308+0.00096047i,-0.00034587+0.00095478i,0.00017617+0.00064571i,-0.0002595-1.3559e-05i,-0.00041193-0.00023181i,-8.4545e-07-0.00011899i,0.00046922-0.0007403i,0.00090045-0.00052363i,0.00098267+0.00036366i,0.00044256+0.00021832i,0.00035551-0.00031874i,0.00067389-0.00017442i,-0.00050408+0.0001052i
-0.0014317-0.0013334i,-0.00030479+0.00012201i,-0.00076446+0.001367i,-0.0014584+0.0026605i,-0.0017513+0.0033055i,-0.0016035+0.0022442i,-0.0020344+0.00098487i,-0.001322+0.00028718i,-0.00046043-0.00060763i,-0.00062691-5.0856e-05i,-0.00018111+0.00075081i,0.00040431+0.00061997i,0.00017192-0.00015696i,0.00011195-0.00095916i,-7.6283e-05-0.00036446i,0.00010427-4.2389e-05i,0.00046815-0.00011672i,0.0004011+0.00019553i,0.00047327+0.00047272i,0.00035803-0.00012099i,-0.00010837-0.00068794i,-0.00048741-0.00042697i,-0.00041962-0.00050412i
-0.00090967+0.00087544i,-0.0014902+0.00033231i,-0.0017111+0.00067096i,-0.0009203+0.001611i,0.0011206+0.0025825i,0.0019197+0.0024067i,0.0012209+0.0019148i,0.00070987+0.0016146i,-0.0002037+0.0016326i,-0.00024027+0.0012826i,0.00054431+0.00031736i,0.00049011-0.00031883i,2.4993e-05-0.0001065i,0.00018923-0.00010583i,0.00062894-0.00073913i,0.0011637-0.0012131i,0.001556-0.00071383i,0.0014019+0.00036863i,0.00079822+0.0008477i,0.00040825+4.3873e-05i,-0.00025452-0.00077587i,-0.00076207-0.00067053i,-0.00082893-0.00021714i
-0.00050142+0.00096074i,-0.00089545+0.0013172i,4.9228e-05+0.001219i,0.00011017+0.0012898i,-0.00051423+0.0013968i,-0.00074851+0.0016328i,-0.00052997+0.0020577i,0.00040573+0.001836i,0.0010111+0.00068773i,0.00060089-0.00014762i,-6.6386e-05-8.0038e-05i,-0.00042852-9.73e-05i,0.00025157+0.00013645i,0.00098332+0.00019733i,0.00096763-0.00054959i,0.00081669-0.00073776i,0.00025063-0.00067449i,-0.00027138-0.0006659i,0.00024218-0.00042527i,0.00047195-0.0003843i,0.0002756-0.0002663i,3.0417e-06+5.1157e-05i,-0.00039606+0.00048725i
0.00096905+0.00038082i,0.0017541+0.00089113i,0.0014799+0.00087312i,0.00098642+0.0010066i,-6.0496e-05+0.0010501i,-4.2005e-06+0.00040084i,0.00037101+0.00049337i,-0.00050193+0.00089339i,-0.0012466+0.00010395i,-0.00083307-0.00026409i,-0.00044767-0.00027612i,-0.00042525-0.00069421i,0.00047897-0.00053335i,0.00082639-0.0004457i,0.00072608-0.0010474i,0.00083369-0.0011867i,0.0012457-0.00036887i,0.00071068+0.00020358i,-0.00015086+0.00042552i,-0.00043563+0.00048838i,-0.00045248-3.4413e-05i,-3.3091e-06-0.00093562i,0.00012386-0.00093949i
-0.0014009+0.00085757i,-0.0011253-0.0001958i,8.7136e-05+0.00073222i,0.0011389+0.0026422i,0.00057921+0.0031538i,7.9557e-06+0.0017197i,0.00012337+0.00062317i,0.00010357+0.0003357i,0.00050592+0.00015102i,0.00067919+0.00038408i,0.00047753+5.7791e-05i,0.00022483-0.0013609i,0.00065103-0.00098234i,0.00068082-0.00018449i,2.7733e-05-7.3489e-05i,-0.00024243-0.000154i,-0.00038478-0.00050128i,-0.00032206-0.00052614i,0.00046041-0.00034902i,0.00074665-0.00042434i,-0.00021618-8.4364e-05i,-0.0010116+0.00074313i,-0.00028239+0.00024738i
0.002075-0.0007698i,0.0023046-0.00071396i,0.00088634-0.0008558i,-0.0014266-0.00048535i,-0.0028013-3.3726e-05i,-0.0025819+0.0013391i,-0.0012089+0.002615i,0.00023151+0.0018433i,0.00053432+0.00043668i,-0.00051755-0.00012422i,-0.0013448+0.00010545i,-0.0012941+0.00029077i,-0.00033612+0.00031288i,0.0011577+0.0010091i,0.00175+0.001051i,0.0012905+0.00022201i,0.00066257-4.1918e-05i,0.00062027-0.0001057i,0.00084238-1.2635e-05i,0.0010739-0.00025992i,0.0010389-0.00016347i,0.00015163+2.5224e-05i,-7.2458e-05-0.00027712i
-0.00042414-0.00080476i,-0.0013102+5.6306e-05i,-0.00088204+0.00063475i,-0.00065215+0.00065715i,-0.00085756+0.0011229i,0.00014459+0.001997i,0.00077687+0.0023174i,0.00075882+0.0025106i,0.00064462+0.001484i,0.00015717+0.00028969i,-0.0006733+5.7959e-05i,-0.0013206+0.00034788i,-0.0012524+0.00023761i,-0.0011318+0.00069281i,-0.00074029+0.00055993i,-0.00015816-0.00020885i,0.00085085-9.4165e-05i,0.00088242+5.1118e-05i,-0.0001656+0.00017487i,0.00036881-8.4242e-05i,0.00058559+0.00017424i,0.00050313+0.0006741i,0.00042292+0.00046076i
0.00075219-0.00023112i,6.1631e-05-0.00033395i,-0.00025029-0.00017799i,-0.0014087+0.00093495i,-0.002118+0.0021635i,-0.00073385+0.0021019i,0.00040755+0.00090251i,0.00075729-5.9145e-05i,0.00060331+1.8351e-05i,0.00038645+0.0002377i,0.00035692+0.00027804i,0.0006572-0.00057419i,0.00079704-0.00054016i,0.00051841-3.7765e-05i,0.00088274-0.00052949i,0.0010108-0.0001689i,0.0011165-2.3281e-05i,0.0016301-0.0001252i,0.0015586+0.00021512i,0.00088681+0.00033379i,0.00018252+0.00016161i,-0.000289+0.00024924i,-0.00060507-7.5095e-05i
-0.00012909-9.9488e-05i,-0.00063276+0.00086881i,-0.0017718+0.0016828i,-0.0020494+0.002048i,-0.0013893+0.0022437i,-0.00032333+0.0020051i,0.00052516+0.0016392i,0.00066999+0.00078475i,0.00047402+0.00034882i,-0.00023371+0.00071748i,-0.00029691+0.00022952i,0.00017198+0.00048898i,0.00051682+0.00028128i,0.0011262-0.00026481i,0.00078921-6.5847e-05i,0.00032077-0.00050138i,0.0011196-0.00051485i,0.0012638+0.00044149i,0.00043915-0.0003835i,0.00036407-0.0012675i,0.0005495-0.00062502i,9.3701e-05+0.00010108i,-0.0005689+0.00029134i
-0.00085741+0.0014319i,-0.00067754+0.0021231i,0.00023397+0.0020528i,0.001328+0.0015483i,0.0019276+0.0019113i,0.00078067+0.0017482i,-0.00075963+0.0010476i,-0.00068357+0.00090673i,0.00026212+0.0016887i,0.00026388+0.0019742i,-0.00061633+0.00067456i,-0.00082196-0.00064888i,-0.00034283-0.0010121i,0.00050782-0.00057416i,0.00028406+0.00014484i,-0.00081086+0.00017256i,-0.00073113-0.00036395i,0.00011108-0.00048626i,9.4726e-05-0.00045343i,-0.00060824-0.00087566i,-0.00033023-0.0010315i,4.082e-05-0.00053252i,-0.00049307-0.00037915i
0.0011648-0.0001529i,0.00027994-0.00046401i,-0.000462+0.00014752i,-0.00092574+0.00057794i,-0.0017258+0.00088769i,-0.0022433+0.0014229i,-0.0012277+0.0015705i,-0.00061588+0.0014233i,-0.00022516+0.00096922i,1.8541e-05+6.8122e-05i,0.00034369-4.9229e-05i,0.00072949+0.00017031i,0.00019883-0.00019651i,-0.00062383-0.00065424i,-0.00070454-0.00054341i,4.5736e-06-0.00034948i,0.00066061+0.00034237i,0.00082809+0.00050228i,0.00038656-0.00071498i,0.00032203-0.00066556i,0.00022834-0.00012504i,-0.00028502-0.00020142i,2.3663e-05-0.00015542i
0.001273-0.00061214i,0.00078872+0.00070442i,0.00030804+0.001426i,9.1563e-05+0.0013678i,-0.0001489+0.0012588i,-0.00047253+0.0011284i,-0.00048134+0.00076957i,-0.00065629+0.00099635i,-0.00011668+0.0010234i,0.00013992+0.00023301i,-0.00016055-0.00056268i,0.00030559-0.00066646i,0.00053546-0.00057626i,0.00057056-0.00020371i,0.00069738+0.0003139i,1.905e-05+0.00085414i,-0.00026154+0.0012228i,0.00031913+0.00079085i,0.00026676+0.00048501i,6.4193e-05+0.0010057i,1.5299e-05+0.0011733i,-0.0003133+0.00093849i,-0.00056688-0.00031377i
7.5297e-06+0.00033196i,-0.00072352-0.00027056i,-0.0012385+0.00057145i,-0.0012376+0.0016721i,-0.0009835+0.0020327i,-0.00059574+0.0017776i,-0.00056053+0.0014897i,2.7045e-06+0.0014943i,-4.9498e-05+0.0018365i,-0.0008226+0.0011408i,-0.00070505+0.0003301i,-0.00038429+0.00080981i,-0.00035814+0.00067033i,-1.3612e-05+0.00025216i,-0.000225+0.00088219i,0.00014272+0.0013163i,0.00067105+0.00087188i,0.00045082+0.00012769i,0.00040127-8.3129e-05i,0.00039475-4.1878e-05i,0.00052073+5.7831e-06i,0.00029513-0.0002021i,-0.00020685+0.00011067i
-0.00010607-0.0013832i,-0.00054885+0.00045731i,-0.0011986+0.0018869i,-0.0015152+0.0024197i,-0.00076251+0.0020508i,-2.7227e-05+0.0014212i,-0.00023602+0.00065399i,0.00069842+0.0001882i,0.0010821+0.00028018i,-0.00012769+4.0039e-05i,-0.00058905+0.00033356i,-9.173e-05+0.0011465i,1.6776e-05+0.00070186i,6.8955e-05-0.00043276i,0.00017631-0.00096451i,-2.9808e-05-0.0004324i,-0.00028238+0.00039586i,-0.00062254-0.00033426i,-0.00059583-0.0013021i,-0.0004139-0.00085359i,-0.00054214-0.00010498i,-0.00042128+5.2743e-05i,-0.00045909-1.1216e-06i
-0.00025102-0.0022247i,-0.00014208-0.0015784i,-0.00067551-0.00043064i,-0.0012017+0.00071191i,-0.00053447+0.0023053i,-0.00023685+0.0032216i,-0.00052761+0.0021722i,-0.0010232+0.00088855i,-0.001437+0.0010547i,-0.00056562+0.001592i,0.00046227+0.0012013i,0.00077982+0.00030018i,0.00026935+2.9137e-05i,0.00030551-0.00027894i,0.00080596-2.8372e-05i,0.0006594+0.00043045i,0.00090726-3.5773e-05i,0.00090721-0.0002595i,0.00010983-0.00028967i,-0.00070981-0.00021118i,-0.0009209-0.0002174i,-0.00080209-0.00010921i,-0.00027945+0.00016222i
-0.00026933-0.0016708i,-0.00014912-0.00074772i,-0.001159-2.0591e-05i,-0.0022382+0.00099939i,-0.0014979+0.0015673i,-0.00027696+0.0018162i,0.00058483+0.001254i,0.00075007+0.00048263i,0.00056407+2.6781e-05i,0.00011663-0.00044148i,-0.00041364-0.00022253i,-0.00033009-0.00036395i,0.0001792-0.00033032i,0.00027653+0.00023346i,0.00026313+0.00015281i,0.00032295+0.00017967i,-5.207e-05+0.00060712i,-0.00071941+0.00092773i,-0.00049894+0.00058136i,-2.1167e-05+0.00013669i,-0.00023004-0.00025793i,-0.00016892-0.00077276i,-0.00023969-0.00057003i
-0.000685+0.00086397i,-0.00077122+0.00092173i,-0.0007141+0.00067607i,-0.00023349+0.0015033i,0.0003969+0.0019949i,0.00024541+0.0016616i,-4.7856e-05+0.0010707i,-0.00031172+0.00051159i,-0.00059765+0.00060015i,-0.0003316+0.00070549i,6.7325e-05+0.00041069i,0.00011115+0.00012594i,9.6151e-07-2.8705e-06i,0.00024268-0.00023638i,0.00014749-0.00026386i,0.00020439-0.000629i,9.6959e-05-0.00094387i,0.00024108-0.00072344i,0.00085995-0.00053664i,0.00038558-0.00025002i,0.00029719-0.00019536i,0.00046264+9.4828e-05i,-0.00046684-0.00017369i
-0.0009159-0.00082132i,-0.0016565-0.0001869i,-0.002323+0.00056379i,-0.0014798+0.0011934i,-0.00078462+0.00212i,-0.00095705+0.0029532i,-0.000977+0.0021593i,-0.00022467+0.001462i,3.4224e-05+0.0012391i,-0.00036779+0.00075385i,-0.00061384+0.00043546i,-0.0001764+0.00014559i,0.001134+0.00059111i,0.0012336+0.00081734i,0.00070753+0.0002844i,0.00051237+0.00025729i,-2.5281e-05+3.6702e-05i,-0.00030196-0.00010756i,0.00016259+0.00048727i,0.0010295+0.00076098i,0.0010285+0.00051758i,0.00017154+0.00041709i,-7.2737e-05+0.00029948i
-0.00047213+0.00057501i,-0.00060736+0.0010688i,6.9588e-05+0.0024059i,0.00095097+0.0030003i,0.0012761+0.0026106i,0.00092499+0.0015091i,0.00020995+0.0009314i,-0.0006121+0.0006754i,-0.00049107+0.00059932i,-0.00034229+0.00064715i,0.00018478+0.00012397i,0.00059309+0.0004706i,-3.9766e-05+0.00026013i,0.00057014-0.00022773i,0.0012861+0.00032113i,0.00087299+0.00026821i,0.00048242+4.5351e-06i,-0.00011478+0.00014497i,-0.00064691-0.000409i,-0.00052802-0.00043142i,-0.00053034-0.00021868i,-0.00072132-0.00043095i,-0.00075902-7.1394e-05i
-0.00060965-0.00024504i,-0.00049259+0.00077319i,-0.00025427+0.0014814i,0.00058348+0.0016503i,0.00063001+0.00153i,0.00030316+0.001423i,5.6794e-05+0.001683i,-0.00021068+0.0023878i,-1.7056e-05+0.0018429i,0.00039245+0.0013288i,7.4394e-05+0.00064977i,-0.00050427-3.9449e-05i,0.00056966-3.3345e-07i,0.0014599-0.00021518i,0.00058713-0.00053136i,-0.00018906-0.00044634i,-0.00027114-5.757e-05i,4.5095e-07+0.00041135i,0.00052617+4.51e-05i,0.00032286-0.0007413i,0.00038086-0.00075696i,0.00051821-0.00053314i,0.00030329-0.0005384i
-7.3635e-05+0.00076134i,-0.00039441+0.0021706i,-0.00020755+0.0029927i,0.00076764+0.0027509i,0.0010642+0.0023551i,0.00039061+0.001938i,-0.00020476+0.0016736i,-0.00018496+0.0015358i,-0.00049715+0.0010095i,-0.00061512+0.00052933i,-0.00069848-0.00024875i,-0.00051502-0.00056742i,0.00010075+0.00015667i,0.00031297+0.000858i,5.3861e-05+0.0001742i,0.00053372-0.00088373i,0.0012163-0.0011355i,0.0010237-0.0009796i,0.00039696-0.00077901i,0.00021211-0.0005163i,0.00068195-0.00042414i,0.00058987-0.00026018i,-0.00031643-0.00038475i
-0.0012046+0.0012335i,-0.00036383+8.2469e-06i,0.00098773-4.6851e-05i,0.0016451+0.0011128i,0.0015993+0.00071925i,0.00063717-9.481e-05i,-0.00073988+0.00038931i,-0.00056726+0.00068486i,0.00021323+0.0011232i,-0.00016809+0.001331i,-0.00056228+0.00023667i,-0.0006954-0.00027497i,-0.00049725-7.6922e-05i,0.00058317-0.00020855i,0.001175+0.00024483i,0.0011807+0.00051589i,0.0018166+8.1645e-06i,0.002371-0.00050448i,0.0017856-0.00046745i,0.00086963-0.00054758i,-1.1308e-05-0.00042735i,-0.00030638+0.0001336i,-0.0005602+0.00055091i
