-0.002464+0.00041246i,-0.0029503+0.0003137i,-0.0033856+0.00082373i,-0.0014561+0.0011216i,-0.00052489+0.001741i,3.783e-05+0.0021212i,0.00065114+0.0025996i,0.00094203+0.0027561i,0.0014821+0.0014802i,0.002365-0.00034452i,0.0015451-0.00069696i,0.00023402-0.00090474i,0.00027745-0.00084138i,0.00032927-0.00020477i,7.7523e-05+0.00022463i,5.6242e-06+0.00023043i,0.00022348-6.0099e-06i,0.00032532-8.3814e-05i,0.00039685-0.00014046i,0.00010425-0.00014694i,5.3748e-05-0.00031923i,-0.00040653-0.00032275i,-0.00057796+0.0002953i
-0.0023488+0.00016553i,-0.0024373-0.00098796i,-0.0006749-0.0011431i,0.00048898-0.0010011i,0.00028955-0.00084795i,-0.00043329-0.00042746i,0.00016445-0.00024752i,0.0011312+0.00063102i,0.0011905+0.00043909i,0.0010599-0.00032163i,0.00035599-0.00046334i,-0.00010959-0.00071644i,-6.6379e-05-0.00052166i,-0.00035037+0.00020198i,-0.00045858+0.00058139i,-5.3117e-05+0.0011265i,-0.00040811+0.00083259i,-0.0012171-0.00060854i,-0.00033807-0.0010297i,0.00038899-0.00068302i,0.00017499-0.00038193i,0.00043597-0.00076368i,0.00056998-0.00069246i
8.3756e-05-0.0016748i,-0.00019114-0.001847i,-0.00026707-0.00091322i,0.00032824-0.00038921i,0.00026745-3.2484e-06i,0.00016315+0.00059598i,-3.8534e-05+0.0010485i,4.1996e-05+0.00096729i,0.00071912+0.00073512i,0.00063617+0.00044604i,0.00078482+8.8704e-05i,0.00016971+0.00047459i,-0.00056662+0.00034432i,-0.00019245-0.00015697i,0.0003819-0.00032112i,0.00022252-0.00011085i,-0.00016329+0.00046231i,0.00077458+0.0010645i,0.0015988+0.0008736i,0.0016251-3.5212e-05i,0.00077054-0.00017257i,-4.659e-05+0.00028006i,-0.00060486+0.0003302i
0.00093939-0.0010608i,0.00050216-0.00037863i,0.0015411+0.00078314i,0.00067553+0.00083585i,-0.00038215-0.0002701i,0.00033103-0.00034207i,0.00082458+0.00045332i,0.00094843+0.00059828i,0.0012021+0.00020312i,0.0013618-0.0001817i,0.00055097-0.0010488i,0.00035427-0.0010431i,3.6443e-06-0.00047524i,-0.00091956-0.00051588i,-0.00092933-0.00019825i,0.00031446+0.00053446i,0.00057915+0.00066641i,-1.6537e-05+0.00013106i,0.0002855-0.00021226i,0.00035173-2.7144e-05i,0.00046052-0.00054462i,0.0001269-0.00025587i,-0.00081204+0.00011957i
0.000595-0.00021119i,0.00080359-0.00012166i,0.0011544-0.00026089i,0.0014856-0.00067104i,0.0014938-0.00076733i,0.00085959-0.00079986i,0.00046798-0.00022745i,0.00056453-0.00025562i,0.00048344-0.0014388i,0.0003407-0.0014124i,-7.1013e-06-0.00071123i,-0.00020428-0.00089572i,-0.00079903-0.0014382i,-0.00079014-0.0010323i,2.3054e-05-0.00033501i,0.00022094+0.00040131i,0.00025421+0.0005087i,0.00043262-0.00018296i,0.00025663-0.00041294i,-5.4632e-05-0.00049551i,-0.00050863-0.00055476i,-0.00078739-0.00037878i,-0.00023217+0.000103i
-0.00059951+0.0009926i,-0.0011106+0.00085461i,-0.00057+0.001403i,-0.00058778+0.001187i,-0.0001657+0.00074416i,0.0011693+0.00053804i,0.0010722+0.0014065i,0.00094636+0.0021373i,0.001478+0.0016978i,0.0012145+0.00046288i,0.00080006+5.2758e-05i,0.00059121+0.00056167i,0.00065306+0.00039964i,0.00047942-0.00066436i,0.00052104-0.00092815i,0.00092233-0.00038402i,0.0003531-4.0477e-05i,0.00049686-0.00020989i,0.00035831-0.00064622i,0.00091562-0.0004005i,0.0015863+0.00018121i,0.0012327-0.00018675i,0.00060563-0.00040982i
-0.00041683+0.00060946i,0.00059414+3.1716e-05i,0.0011237+0.00021552i,0.00035205-0.00025751i,0.00031581-0.00075042i,0.00049154+0.00017243i,0.00080512+0.00095121i,0.00062932+0.0012258i,0.00035075+0.00084792i,0.00036651+9.9196e-05i,-0.00048801-0.00071021i,-0.00036035-0.00090189i,0.00023031+0.00015542i,0.00042932+0.0010815i,0.00023488+0.00054147i,-0.00027688-0.00029699i,-0.00031972-0.00056056i,0.00025587-0.00065142i,0.00019954+0.00021896i,-0.0001007+0.00078028i,0.00014063-7.2133e-05i,0.00068538-0.0010156i,0.00047943-0.00067344i
-0.0003328+0.0007012i,-0.0003967-0.00038987i,-0.00038661+8.6043e-05i,-0.00062365+0.00070948i,0.00044221-0.00022792i,0.0014525-0.00068368i,0.00011483-0.00018249i,-0.00054121+0.00054126i,0.00055669+0.00023873i,0.00094255-0.00059638i,0.00011258-0.00031198i,0.00010089-0.00011136i,0.00060749-0.00074845i,-0.00013893-0.00079433i,-0.00060128-4.0031e-05i,0.00067923+8.3287e-05i,0.00099425-0.00068275i,0.00056606-0.00082109i,-9.2736e-05-0.0005726i,-0.00040657-0.0005788i,0.00031021-0.00099713i,0.00047963-0.0010496i,2.76e-05-0.00062879i
-0.0014101-0.00070503i,-0.00097543-0.0016088i,-0.00081924-0.00087077i,0.00033032-0.00033139i,0.0013522+0.00018051i,0.00071088+0.0013072i,-7.3167e-05+0.0016279i,0.00022716+0.0011193i,0.00037791+0.0005245i,-3.3564e-06-0.00020425i,-0.00031009-0.00088033i,0.00041746-0.00013403i,0.00043927+0.00063369i,-0.00046678-2.1142e-05i,-0.00065315-0.00032477i,-0.00077634-6.9473e-05i,-0.001002-0.00028696i,-0.00012272-0.00032266i,0.00037637-0.00019795i,-1.3165e-05-0.00017548i,0.00019447+4.7245e-05i,0.00016752+0.00021398i,-0.00035483-0.00012501i
-0.00063558-0.00079729i,-0.00058477-0.00018175i,-0.0014788+0.00098934i,-0.00090262+0.0007581i,-2.0134e-05+0.00032643i,0.00056906+0.00039096i,0.00069092+0.00017585i,0.00018386+0.00068851i,9.4136e-05+0.00066343i,0.00034147-0.00084428i,0.00099558-0.00092509i,0.0014623-0.00021375i,0.0012367+0.00033338i,0.00027531+0.00073305i,-0.00012512+0.00075893i,0.00049226+0.00031494i,-7.6155e-05-0.0002743i,-0.00080619-0.00048826i,-0.00031849-0.00075837i,0.00034277-0.00069893i,0.00096408-0.00051648i,0.0010646-0.00024583i,0.00084827-4.716e-05i
0.00024403+0.00057733i,-0.00041795+0.00020741i,-0.00021555-9.095e-05i,-0.00017934-0.00025813i,-0.00042232+4.1585e-05i,-0.00022276+0.0008302i,-0.00012602+0.00089207i,0.00055825-0.00046091i,0.00052114-0.00060063i,8.9383e-05+0.00062817i,-0.0011768+0.00023143i,-0.0019966-0.00067719i,-0.0008407-0.00052122i,0.00045564-0.00048097i,0.00074109+1.1907e-05i,-9.2298e-05+0.00047178i,-0.00018355-1.5781e-05i,0.00045889+0.00047513i,0.00048194+0.0009982i,0.00018621+0.00050434i,0.00062427+0.00024022i,0.00065396-0.00012667i,-0.00033939+0.00011154i
0.00014671-0.0019557i,-4.5489e-05-0.0024615i,0.00047896-0.001291i,0.00054607-0.00037549i,-0.00011873+0.00040044i,-0.00055599+0.0010628i,-0.00071401+0.0013603i,0.00028534+0.0014106i,0.00093025+0.00089634i,0.00081618+0.00030423i,0.00061822+0.00030242i,-0.00015422+0.00034006i,3.4876e-05+0.00054167i,0.00043239+0.00025211i,0.0003808-0.00041324i,6.9087e-05-0.00073315i,-4.7459e-05-0.00089056i,0.00011363-0.00064602i,0.00015382-0.00036632i,0.00033534-0.00027159i,0.00036039-0.00018944i,-0.00013+9.519e-05i,-2.8952e-05+0.00026602i
-0.00032123+0.00094196i,-0.0004577+0.00056633i,-0.0004089+0.00079492i,-3.343e-05+0.00051484i,0.00075362+0.00056041i,0.0011953+0.0013016i,-4.5144e-05+0.0012484i,-0.00078808+0.00058795i,-5.9837e-05-0.00012957i,0.00048048-0.00060612i,0.00060083-0.00041968i,0.00060312-0.00018246i,0.00046897-0.00013094i,0.00064212+8.4826e-05i,0.0010583+0.00033246i,0.0010038+0.00028218i,0.00065631+0.00012698i,0.0004629-0.0001888i,0.00050704-0.00068737i,0.0010071-0.000732i,0.0009871-0.00052878i,0.0010839-0.00011948i,0.00098+0.00013092i
-0.0011943+0.00056062i,-0.0016071+0.00045634i,-0.00068266+0.0016955i,0.00012912+0.0013757i,0.0012891+0.00081614i,0.0011702+0.00070199i,-5.8969e-05+0.00071319i,-0.00041947+0.0010637i,0.00025196+0.00036776i,0.00062391-0.00042141i,0.00055062+0.00048453i,0.00045449+0.00095076i,0.00050788+0.00046587i,0.00021094-3.2754e-05i,8.9797e-05-0.00011813i,0.00031315+0.000136i,0.00039297-0.00077707i,0.00054238-0.0015495i,0.0004159-0.0010998i,3.9345e-05-0.00016821i,0.00051337+0.00029713i,0.00095399+0.00023312i,0.00037841+0.00056149i
0.00051275-0.00066199i,0.00047539-0.0010366i,-0.00031422-0.0014875i,-0.00019283-0.0014721i,0.00088926-0.00040509i,0.001867+0.00097947i,0.0010716+0.0013446i,0.0004728+0.00065449i,0.00094956-1.0401e-05i,0.00093726-0.00076028i,0.00043168-0.0011057i,-7.6434e-05-0.00010202i,0.0001503+0.00047049i,0.00027527+0.0004173i,6.0221e-05+0.00020691i,-7.741e-05+0.00051141i,0.00027357-5.8316e-05i,0.00090952-0.00056375i,0.00047093-0.00019398i,-0.00016338-0.00056375i,-0.00022456-0.00039868i,1.6203e-05+3.3747e-05i,0.0003581-0.00020836i
-0.00079403-0.0026333i,-0.0019329-0.0025019i,-0.0024099-0.0032083i,-0.0020234-0.0020564i,-0.0018395-0.00032089i,-0.00077072+0.0010078i,0.00031106+0.0010838i,0.0003392+0.00053644i,0.00053935+0.00011717i,0.00081986-0.00080058i,7.7928e-05-0.00047157i,-0.00043822+0.00023127i,-0.00027812+0.00014371i,-0.00049515+0.00014382i,5.6873e-06+0.00019979i,0.00079259+0.00045591i,0.00051962+0.00035074i,-9.0971e-05+0.00036261i,-0.00033038+0.00068178i,-0.00012359-0.00012019i,-0.00012785-0.0011115i,4.4156e-05-0.0012482i,-0.00081046-0.0014643i
5.5625e-05+0.00012772i,-0.00112+0.00039588i,-0.001546+0.00088067i,-0.0010549+0.0011911i,-0.00067821+0.00031845i,-0.0010275-0.00064273i,-0.00065095-0.00052129i,0.00067495+0.0002289i,0.0013597+5.465e-05i,0.0014503-0.00085019i,0.0013583-0.00083354i,0.00057134-0.00032402i,0.00036045-0.00055889i,0.00063612-0.00064667i,-4.8204e-05-0.00067108i,-0.0010378-0.00059734i,-0.0010992+0.00030492i,-0.00018176+0.00067035i,-2.585e-05-0.00017171i,-0.00021545-0.0008866i,0.00051988-0.00076104i,0.00043189-0.00092719i,-0.00020874-0.00076544i
-0.002441-0.001359i,-0.002114-0.00017866i,-0.0028154-0.00015553i,-0.0023753+2.0703e-05i,-0.00070702+0.001252i,0.00047838+0.0021377i,0.00099109+0.0016392i,0.00079133+0.001036i,0.00030201+0.00078761i,1.1468e-05+0.000484i,-0.0004065+0.00096552i,-0.00093119+0.0012948i,-0.00052491+0.00035679i,0.00024354-0.00015261i,0.00030862+0.00015848i,-7.4005e-05+0.00011633i,2.0929e-05-0.00033613i,0.00033801-0.00042934i,-0.00013809-0.00013875i,-0.00037594-0.00012048i,0.00028149-3.2112e-05i,0.00062415+0.00093058i,-0.00036601+0.001136i
-0.00036067+0.00037241i,-0.00016992+0.00029539i,-0.00064636-0.00027575i,-0.0005676-0.00058777i,-0.00065266+0.00024101i,-0.00013944+0.00046512i,-1.9506e-05+0.0004015i,0.00023056+0.00065425i,0.0010648+0.00064279i,0.0013794-0.00020132i,0.0011688-0.0007811i,0.00032298+0.00016181i,-0.0005455+0.00017665i,-0.0002897-0.00083497i,0.0001558-0.00042432i,9.0672e-05-0.00043475i,0.00036876-0.00060293i,0.0010407-0.00019634i,0.00096283-8.5166e-05i,0.00027962+0.00030226i,0.00014382+0.0010161i,0.00026251+0.0015059i,-0.0002229+0.00081199i
0.00039402+0.00064378i,-9.1212e-05+0.0010743i,-0.00051055+2.3087e-05i,0.00027423-0.00015353i,-0.00023197+0.00059223i,-0.0016099+0.00033342i,-0.0017072+4.1548e-05i,-0.0013917+0.00012656i,-0.00043624-0.00011421i,0.00061953-0.00069198i,0.00017876-0.00089169i,-0.00066259-0.00051789i,-0.00026341-0.0002027i,0.00026803+0.00013289i,-0.00012508+0.00020194i,-0.00048548+0.00012783i,-0.00036896-0.00041926i,-0.00045855-0.00072538i,-0.00030694-0.00022954i,0.00032926-0.00014092i,0.00068759-0.00012068i,0.00037071-0.00049915i,-0.00037733-0.00050872i
-0.0011723-0.00089957i,-0.0013602-0.0017188i,-0.00078417-0.00094837i,8.5127e-05-0.00050405i,0.00054864-0.00034378i,0.0010813+0.0010593i,0.0011591+0.002069i,0.0013387+0.0014847i,0.0011482+0.00014808i,0.00049138-0.00057379i,-0.00010995-0.00064055i,0.00017839-0.00069179i,0.0007163-0.00032023i,0.00087691+0.00020778i,0.0001973+0.00089999i,-0.00051976+0.00096189i,-0.00014005+0.00046188i,0.00052297+0.00038506i,0.00014375+0.00020553i,0.00014296-7.6089e-05i,0.00026411-0.00056809i,-1.44e-05-0.0010437i,6.6395e-05-0.00090111i
-0.00011931+0.00052689i,-0.00066171-0.00052839i,-0.0010248-0.0010675i,-0.0010114-0.00031688i,-0.0011531+0.00041466i,-0.0011441+0.00072086i,-0.00030756+0.00034338i,0.00044855+0.00051506i,0.00083295+0.00051505i,0.0010012-0.00044681i,9.5176e-05-0.0011332i,-0.000347-0.00035864i,-0.00054836+0.00060289i,0.00024158+0.00050273i,0.00095063+0.00057475i,0.00012862+0.00027448i,9.9936e-05-0.00051058i,-2.7058e-05-0.00048457i,-0.00021005+0.00038734i,-0.00011709+0.00042095i,-0.00013953-0.00047748i,-0.00023792-0.00038394i,-0.00028768-0.00046383i
0.0018099+0.00094477i,0.00081492-0.00066293i,0.0028716-0.0014788i,0.0027673-0.0013023i,0.0016406-0.001222i,0.00051016-0.001021i,3.9538e-05-0.00081991i,0.001349-0.00073196i,0.0020778-0.00020444i,0.001513-0.00033139i,0.0013046-0.00049061i,0.001248+0.0010185i,0.00035859+0.00077126i,-0.00038337+8.14e-05i,-0.00050353+0.00047395i,-3.452e-05-0.00013825i,2.0426e-06-0.00050695i,-0.00037396-0.00029741i,-0.00029983-0.00050396i,-0.00026258-0.00057415i,-0.0002406-0.00042204i,0.00015001-0.00011741i,-0.00010375+0.0004452i
-0.00044135-0.0019232i,0.00069036-0.0020224i,-0.00028491-0.0020891i,-0.0013471-0.001058i,-0.00083521-3.4789e-05i,-0.0004468+0.0011255i,-0.00042676+0.0010816i,-0.00045134-6.9447e-05i,0.00024115-0.00059002i,0.00063247-3.4556e-05i,-8.4441e-06-0.00032936i,7.3436e-05-0.00035401i,0.0005448+0.00051153i,0.00016356+0.00072801i,-0.00030433+3.0058e-05i,-1.557e-05+0.00015402i,0.00040544+0.00065451i,0.00021402-3.127e-05i,-0.00029541+4.3021e-05i,0.00021124+0.0002472i,-0.00013496-0.00046789i,-0.00022955-0.0013818i,-4.4981e-05-0.0010765i
-0.0016195-0.00013632i,-0.0016527-0.0007393i,-0.0011883-0.00035036i,0.00053045+0.000133i,0.001364+0.00089574i,0.0013963+0.00083257i,0.00075481+0.00052603i,0.00020504+0.00053303i,0.00032018-0.00023699i,0.00091463-0.00078187i,0.00077249-0.00071613i,-2.5837e-05-0.00040771i,-0.00071422+9.616e-05i,-0.00024662+0.00034836i,0.00079144+0.00049328i,0.00033442+0.00043256i,-0.00046759+0.00013006i,-0.00026286-6.9342e-05i,2.9094e-05-0.00029391i,8.8249e-05+7.7952e-05i,2.8877e-05+0.00026787i,0.00012673+3.8767e-05i,0.00035172-0.0001142i
-0.0012854-0.0011792i,-0.001031-0.00062944i,-0.0010059+0.0002989i,0.00038532+0.00058893i,0.0013075+0.00098003i,0.0010436+0.0016814i,0.001914+0.0017839i,0.0016953+0.0015172i,0.0004077+0.00061332i,0.00011388-0.00023987i,-0.00055635+8.3149e-05i,-0.00091234+0.00047796i,4.6598e-05+0.0004366i,0.0011183-9.4643e-05i,0.0010063-0.00013261i,0.00061443+1.0948e-05i,0.0010801+8.0856e-05i,0.00060806+0.00024114i,-0.00052549+2.6672e-05i,-0.0013182-0.00078928i,-0.0011442-0.00072957i,-0.00047051+0.00055477i,-0.00093609+0.00077115i
-0.0017266-0.00079312i,-0.0024248-0.00065759i,-0.0025336-0.00017409i,-0.0011187-0.00060816i,0.00026994+0.00013904i,0.00074508+0.0015084i,0.0004033+0.0010782i,0.00018032-0.00038798i,0.0004236-0.0008554i,0.0011041-0.00058838i,0.00092879-0.00033398i,-5.5235e-05+0.0002972i,0.00016671+0.00049278i,2.3524e-05+0.00071491i,-0.0006512+6.8652e-05i,-2.7782e-05-0.00066074i,0.00079973-3.5146e-06i,0.0010821+0.00038621i,0.0002288+0.00036935i,-0.00073544+1.5006e-05i,-0.00075886-0.00074506i,-0.00024363-0.00083838i,-0.00012336-0.00033325i
-0.0025981-0.00025398i,-0.0026129+0.00059921i,-0.0034555+0.00023851i,-0.0025717+0.00026936i,-0.00014897+0.00065274i,0.00074111+0.0010744i,0.0011074+0.0014052i,0.0013439+0.0011125i,0.0010038+0.00062209i,0.0007018+0.00033372i,0.00041767+0.00014165i,0.0006246+0.00039205i,0.0012684+0.00072084i,0.00090535+0.00086146i,7.1318e-05+0.00043811i,0.00076203-0.00010837i,0.00081423-0.0001254i,0.00014632+7.2042e-05i,0.00041781-0.00017238i,-1.6738e-05+0.00020208i,-0.00043748+0.000112i,-0.00029265+0.00015967i,0.00016841+0.00012716i
-0.00091288-0.0024604i,-0.0006202-0.0033455i,-0.00072124-0.0015539i,-0.0013602-0.00037751i,-0.001068-1.4399e-05i,-0.00020016+0.0011867i,-7.312e-05+0.001905i,0.00026849+0.0012047i,0.0002016+0.000249i,-0.00027444-0.00038699i,-0.00040032-0.0010228i,-0.00031529-0.00030383i,-6.7582e-05-6.8576e-06i,6.8358e-05-0.0002643i,-0.00028439-0.0001889i,0.00021832+2.2035e-05i,0.0010111+0.00082105i,0.00075142+0.00063717i,0.00038568-0.00034323i,0.00053424-0.00029256i,0.00056708-3.5667e-06i,0.0002699-1.2057e-05i,-0.00010239-0.00018448i
0.00020802+0.001359i,-9.1917e-05+0.00093812i,-0.00033518+0.0009063i,0.00055512+0.00069363i,0.0009046+0.00024981i,0.00037146+0.000141i,-0.00027952+0.0003893i,-0.00063549+0.00070176i,-3.3999e-05+0.00037932i,0.00041405-3.6639e-05i,0.00036787-0.00047294i,0.00054471-0.00025126i,0.00044696+0.00034706i,-0.00018229+0.00060447i,-0.00074202+0.00041631i,8.688e-05+0.00077884i,0.000139+0.0011859i,-0.00041235+0.00031578i,-0.00035707-0.00061061i,0.00028072-0.0011718i,0.00085397-0.00097333i,5.4497e-05-0.00057536i,-3.0992e-05-0.00040281i
0.0027912+0.00013258i,0.0019298-0.0010993i,0.0014299-0.0013587i,0.00075653-0.00083417i,0.00022367+0.00015389i,-0.00044146+0.0011712i,-0.00018367+0.0014796i,0.00068977+0.00062007i,0.0011772-0.00020012i,0.0010894-0.00050189i,0.00065851-0.00068518i,0.00067646-0.0001109i,0.00071969+0.00017402i,0.00096147+0.00018053i,0.00036037+0.00085813i,-0.00014035+0.00053283i,-0.00038555-0.00036102i,-0.00039534-0.00078538i,-0.00012476-0.00063919i,0.00043448+3.9492e-05i,0.00054199-0.0001734i,0.00064376-0.00072703i,0.00045126-0.00037965i
0.00024306+0.00022197i,0.0012714-0.00041629i,0.00037666-0.0003883i,0.00046149-0.00036609i,0.0010471-0.00035151i,0.00087996+0.0005596i,0.00026368+0.0010591i,0.00023223+0.00075239i,0.0012023+0.00032122i,0.0020805-0.0001022i,0.0013227-0.00040353i,0.00013242-0.00048842i,-0.00023506-0.00025934i,-0.00047796-0.00048769i,-0.00040928-0.00093118i,-0.00014961-0.00039788i,-3.2348e-05-0.00027608i,-0.00076819-0.00032679i,-0.00052343-0.00017496i,0.00052422-0.00022395i,0.0006087-0.00025678i,0.00036918+0.00017471i,0.00061393+0.00075371i
-0.00041947+0.00072282i,-0.0011579+0.0007822i,-0.00082381+0.00062285i,0.00019681+0.00014482i,0.0001684+0.0002941i,0.00019755+0.00015526i,0.00052803+0.00041836i,0.00062737-0.00022445i,0.00067441-0.00065553i,0.00053239-0.00031046i,0.00069023-0.0007743i,0.0013161-0.00023791i,0.0014728+0.0010805i,0.00071073+0.00069621i,-5.5476e-05-7.8551e-05i,9.9449e-05-0.00017233i,0.00057651-0.0003659i,0.00080111+0.00014066i,0.00028494+0.0011102i,-0.0002908+0.000704i,-0.00056549-0.00036704i,-0.0002246-0.0011127i,-0.00017627-0.00067408i
-0.00050727-0.00026035i,-0.0001493-0.00066617i,0.00066813+0.00065911i,0.00054105+0.00092287i,0.00080391+0.00026091i,0.00064851+0.00021795i,4.3334e-05+0.00057267i,-0.00034708+0.00057676i,-0.00036003+0.00016996i,0.0011564-0.00050327i,0.0016641-0.001232i,0.001481-0.0010959i,0.0017386+9.8277e-05i,0.0009725-0.00012667i,0.00015221-0.00093778i,6.0539e-05-0.0006911i,0.00029693+0.00028978i,0.00046104+0.00069959i,0.00052754+0.00015239i,-2.2388e-05-9.7158e-05i,-3.5934e-06+0.00037433i,0.00044097+0.00068927i,0.00022271+0.00018918i
0.0017348-0.00065852i,0.00065943-0.001025i,0.00098874-0.00065189i,0.0011722-0.00013964i,0.00064301-0.00047677i,-0.00039166-0.0001722i,-0.0013452+0.0008094i,-0.0014716+0.001141i,-0.0002511+0.00078821i,0.0012951+0.00019684i,0.0012988-0.0003139i,0.00015859-0.00033692i,-0.0010691+0.00013714i,-0.00096237+0.00028786i,3.1724e-07+0.00018023i,-0.00010923+0.00019041i,-0.00055931+0.00018465i,2.9096e-05-0.00015586i,0.0007172-0.0010724i,0.00077182-0.0010222i,0.00022777-0.00028582i,-0.00090519-0.00035434i,-0.0013013-0.00025255i
-0.0015347-0.0010668i,-0.00036581-0.00071182i,-0.00077309+5.996e-05i,-0.0012502+0.00030544i,-0.00023759+0.00029823i,0.001541+0.00081084i,0.0010625+0.001493i,0.00010439+0.0018631i,0.00056114+0.0012188i,0.00094205+0.00066958i,0.00067503+0.00034714i,0.0010804-0.00036426i,0.0010508-5.4121e-05i,0.00019512+0.0006523i,0.00036658+0.0010737i,0.00053831+0.00087854i,0.000585+0.00037961i,0.00069501+0.00012343i,0.00033901+0.00032337i,-0.00025781+6.4664e-05i,-0.00018892-0.00080333i,-0.00055648-0.0007694i,-0.00091733-0.00011562i
0.0011299-0.00061388i,0.00034922-0.0016526i,0.00053569-0.0015972i,0.0014499-0.0012202i,0.0018869-0.001085i,0.00095613-0.00013103i,-0.00026303+0.00067741i,-0.00054694+0.00077738i,6.9768e-05-6.8482e-05i,0.00063441-0.00076071i,0.00066724-0.00059829i,-0.00027043-2.8436e-05i,-0.00095575+0.00024283i,-0.0010458+0.00052949i,-0.00086444+0.00056431i,-0.00012652+0.00031162i,0.00065283-1.4104e-05i,-9.7758e-05+0.00013998i,-3.0069e-05+0.00065728i,0.0011456+0.00070953i,0.0012941-0.00030918i,0.0017212-0.00063314i,0.0017617-0.00022756i
-0.001233+0.001206i,-0.0009005+0.0021809i,-0.00088207+0.0024454i,-0.00041051+0.0011582i,0.00011669+0.00031359i,0.00074957+0.00057512i,0.0011323+0.00086241i,0.0020051+0.00046215i,0.0023911+0.00051137i,0.0017564+0.00063981i,0.00086803-0.00017974i,0.00033295-0.00022617i,0.00061942+0.00031635i,0.00035256-7.7063e-05i,0.0001211+0.00032219i,0.00028068+0.00056785i,0.00042225-0.00026342i,0.00050207-0.00038203i,0.00049981-0.00072667i,0.00041502-0.0011337i,8.1667e-05-0.00053296i,-0.00022899-0.00026073i,-0.00077382-0.0011696i
-0.0002155+0.0009274i,0.0012088+0.00023622i,0.00068738+8.5858e-05i,0.00072362-0.00040709i,0.0013959-0.00097707i,0.0015633-0.00077658i,0.0012465-0.00029112i,0.00088867+0.00014381i,0.0011878+0.00058347i,0.0006228+0.00090532i,-2.2014e-05+0.00087288i,0.00031406+0.00059483i,0.00090621-0.0002341i,0.001122-0.0012677i,0.00097381-0.00080486i,0.00035299-0.00027939i,2.4862e-05-0.00082037i,0.00017836-0.0011015i,0.00032126-0.00071497i,0.00029058+0.00046295i,2.4427e-07+0.00084202i,2.0191e-05+0.0006052i,0.00046833+0.00020847i
0.00060845-0.0011998i,-0.00039346-0.00047528i,-0.00068482-0.00091588i,-0.0012054-7.4712e-07i,-0.0013215+0.0018572i,-0.00052479+0.002348i,0.00020117+0.0014183i,8.8332e-05+0.0009701i,0.00051416+0.00056519i,0.00040385-0.00049924i,0.00013556-0.0010117i,0.00021009-1.1016e-05i,-0.00021939+0.00049656i,-0.00080396+0.00024152i,-0.00075952-0.00018209i,-0.00058759-0.00056322i,0.00054406-0.00019823i,0.0015216+0.00067239i,0.0014614+0.00026549i,0.00061625-0.00096707i,-0.00030873-0.00050304i,-0.00068908+0.00032799i,-0.00016321+0.00046399i
0.0010587-0.0030201i,3.1031e-05-0.0027256i,-0.00075129-0.0021844i,-0.002013-0.0014695i,-0.0019182-0.00036133i,-0.00059161+0.00035303i,-0.0004699+0.00059989i,-0.00041906+0.00036085i,0.00047229-0.00053474i,0.00080968-0.00039853i,0.0001723-0.00025502i,-0.00066447+9.937e-05i,-7.2517e-05+9.8762e-05i,0.00029777-0.00019661i,-0.00071203+0.00015771i,-0.00065556-0.00019975i,-0.00035543-0.00060572i,-0.00015142-0.00033295i,-4.9126e-05-9.1069e-05i,0.0001376+0.00022507i,0.00057049+0.00047222i,0.00035+2.2111e-05i,-0.00025829-0.0005655i
-0.00085291-0.0003469i,-8.8747e-05-0.00038778i,0.000668+0.00019848i,0.0019581+0.002244i,0.0025698+0.0023136i,0.0021938+0.0015524i,0.0014265+0.0013478i,0.0011244+0.0010597i,0.0013909+0.00060293i,0.0008033-3.0743e-05i,0.00062299-0.00037068i,0.00050279+0.00024291i,0.00033532+0.00060499i,2.9636e-05+0.00023658i,-0.00023256+0.00053541i,-0.00040387+0.00058827i,-0.0010813+0.00013505i,-0.0012041-0.00035989i,-0.00078156-0.00062561i,-7.4885e-05-0.00035826i,0.00080421-0.00046893i,0.00054422-0.00040032i,-0.00062164+0.00046553i
0.00024285-0.00096803i,0.00099694-0.0014141i,0.0006363-0.0020363i,-0.00059793-0.0024778i,-0.0006598-0.0020203i,-0.00028244-0.0011808i,0.00069789-0.00034524i,0.0012446-0.00051993i,0.00085724-0.00064132i,0.00017506-0.00046784i,-0.00034083-0.00031735i,-0.00045278+7.1809e-05i,-0.00041422-0.00021266i,0.00013149-0.00054702i,0.0004819+0.00052133i,0.00023842+0.0016971i,-4.3401e-05+0.0016985i,1.7621e-05+0.00058385i,-0.00019815-0.00042853i,0.00013974-0.00038156i,0.00044626-4.941e-05i,0.00041478-0.00018746i,0.00041665-0.00047125i
0.0018135-0.0010393i,0.0021167-0.00078281i,0.0021405-0.0017998i,0.0010725-0.0021671i,-1.7716e-05-0.0010157i,-0.00061771-3.5506e-05i,-0.00095036+0.00041236i,-0.00032689+0.00052985i,0.0004544-0.00028473i,-3.2329e-05-0.0013387i,-0.00053187-0.0011259i,-0.00038171-4.6882e-05i,-0.0001795+1.1444e-05i,3.7429e-05-0.00035753i,-0.0003056-0.00042774i,-0.00087983-0.0004719i,-0.00033245-0.00023695i,0.00015902-0.00028638i,-8.7119e-05-0.00024366i,-4.6656e-05+0.00010187i,-6.1278e-06+0.00080888i,0.00017907+0.00085912i,0.00070424+0.00063625i
