-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
0.001964+6.6378e-05i,0.0024301+0.00078766i,0.0022152+0.00089173i,0.00069241+0.00093333i,-0.00028898+0.00116i,-0.00032448+0.0014774i,9.7478e-05+0.0013456i,0.0002951+0.00067121i,0.00032454-1.6228e-06i,3.4578e-05-9.9558e-05i,-0.00035813-0.00020063i,-0.0004086-0.00016494i,-0.00035455-1.0917e-06i,0.00024709-0.00029068i,0.0012729-0.0005124i,0.00083516-0.00075085i,0.00023475-0.0010163i,0.00092847-0.00090543i,0.0008318-0.001077i,0.00056156-0.0011202i,0.0005663-0.00033479i,0.0001776+0.00017041i,-0.0003193-0.00038697i
-0.00061438-0.0011171i,-0.001433-0.00033813i,-0.0027544+0.00040943i,-0.0029602+0.00078742i,-0.0021164+0.0013957i,-0.00056673+0.001981i,0.00073801+0.0013382i,0.00030955-0.00013197i,-0.00030154-0.00070109i,0.00033524-0.00046492i,0.001062-0.00038917i,0.00042922+0.00039851i,-0.00036753+0.00089016i,0.00026972+0.00043964i,0.00077282+0.00018242i,0.00058909-8.8505e-05i,0.00025513-0.00055935i,0.00054967-0.00066197i,0.0009246-0.0011062i,0.00067381-0.001223i,-0.0001061-0.0009923i,-0.0002444-0.00081381i,0.00053486-6.7139e-05i
0.001075+0.00087091i,0.0015041+0.0010716i,0.00050583+0.002094i,-0.00013831+0.0020263i,-0.00019615+0.0011664i,-6.046e-06+0.00076991i,-2.6362e-05+0.00023423i,-0.00045549-0.0006436i,-0.00078118+1.2973e-05i,-0.00062977+3.9605e-05i,-0.00053926-0.00035951i,-0.00048817+0.00069606i,0.00020695+0.00089463i,0.00040848+0.00041019i,-0.00028535+7.2089e-05i,-0.00046584-8.3292e-05i,0.00059615+0.00025553i,0.0013347+0.00076985i,0.0011027-2.9611e-05i,0.00095261-0.0010811i,0.0011208-0.00055818i,0.0005436+0.00034207i,0.00062911+0.00047317i
-0.0012074-0.0025829i,-0.00088218-0.0018629i,0.00022583-0.00032622i,0.00039155+0.00037823i,-0.0003085+0.00068646i,-0.0011564+0.00059305i,-0.00081089+0.00018762i,-0.00059522+1.7915e-05i,-0.0014698+0.00016348i,-0.0010876+0.00028i,0.00015315-0.00030607i,0.00062607-0.0001265i,0.0002068+0.00021496i,-0.00025792-0.0007911i,0.00021163-0.0009928i,0.00095028-0.00037616i,0.00048298-0.00011391i,0.00038271-7.5767e-05i,0.00049269-0.00025746i,-9.2362e-05-0.00072477i,-7.2022e-05-0.0015597i,0.00038519-0.0011456i,0.00085931+8.6032e-05i
-0.0011495+0.0016521i,-0.00055495+0.0026982i,-0.0019445+0.0035362i,-0.0026941+0.003274i,-0.0012615+0.0028192i,-0.00017994+0.002591i,-0.00020134+0.0011929i,-0.00060652+0.00039402i,-0.001249+0.00050744i,-0.00083925+0.00071684i,0.00020317+0.0002434i,0.00013184+0.00015904i,-0.00023047+0.00018763i,0.00025292-0.00032251i,0.00048758-0.00053589i,0.000464-0.00077762i,0.00058971-0.00067214i,0.00037112-0.00081998i,0.00037317-0.00055787i,0.00043671-7.4304e-05i,0.00013113+0.00022224i,-0.00016732+0.00021982i,5.3351e-05-0.00016317i
-0.0011544+0.00056391i,-0.00056764+0.0016079i,0.00096209+0.0018986i,0.00066708+0.0019605i,-0.00089331+0.00082757i,-0.0013553-0.00017223i,-0.0012315-0.00036085i,-0.00115-0.00088239i,-0.00051144-0.00037079i,0.00049585-0.00023364i,0.00059565-0.00063807i,-0.00015166+4.1081e-05i,-0.00022561+0.0003393i,8.4258e-05+9.9916e-05i,-0.00016978-0.00033728i,0.00014575-0.00033476i,0.00037665+0.00018789i,-1.1412e-05-0.00018119i,0.00017791-0.00083211i,0.00071761-0.0010652i,0.00099772-0.00049413i,0.00040267+0.00024332i,-0.0004926-0.00025026i
-0.0018054+0.00033854i,-0.0015033+4.4749e-05i,-0.0027941+0.00094795i,-0.0028687+0.002391i,-0.0012802+0.0030987i,-0.00017686+0.0026574i,-0.00055734+0.0006658i,-0.00080383-0.0004933i,-0.0014313-0.00013657i,-0.0013351+0.00026229i,-0.00022556+5.6262e-05i,0.00060091+0.00023701i,0.00089557+0.00020881i,0.00069459-0.00046951i,-0.0001326-0.00031523i,4.358e-05-0.00066081i,0.00056701-0.0006662i,2.5415e-05-0.00014897i,0.00037087-0.00031586i,0.00040255-8.782e-05i,-0.0003403-9.7061e-05i,-0.00017902-0.00053721i,-0.00014816-0.00035546i
-0.00062658-0.0013581i,-0.00073783+0.00020496i,-0.00067185+0.0017427i,-0.00015327+0.0021787i,0.00051396+0.0022391i,0.00069268+0.0014438i,7.7105e-06+0.00011979i,-0.00065112-0.00028471i,-0.00074266-0.00013599i,-0.00090108-0.00031154i,-0.00046839-0.00058173i,-0.00019351-0.0004993i,0.00040786+0.00028368i,0.0007746+0.00021211i,0.00026303-0.00066854i,0.00092297-0.00082548i,0.001292-0.0009663i,0.00082648-0.00052805i,0.00088935+0.00021798i,0.00055603+0.00043479i,0.00072023-2.5952e-05i,0.0007789+0.00010803i,-0.00011746+0.00077672i
0.0012278+0.0016573i,0.0014113+0.0011115i,0.0011522+0.00035044i,0.0011693-0.00014212i,2.4812e-05-0.0010104i,-0.0013172-0.00081465i,-0.0016033+0.00032395i,-0.0013288+0.00088115i,5.9341e-05+0.00086956i,0.0013596+0.00030354i,0.00082373-2.6662e-06i,-0.00053155+0.00053044i,-0.00091314+0.00064345i,-0.00062311+0.00052327i,-0.00056961+0.00038132i,7.6908e-06-0.00030902i,0.00061481-0.00053189i,0.0006713-0.00024579i,0.00043619-0.00028978i,8.4427e-05-0.00065241i,0.00021443-0.00057788i,0.00040647+5.6183e-05i,0.0004645-8.6779e-05i
-0.00027887+0.00037479i,0.00028915+0.00025159i,-5.995e-05+0.00078206i,-0.00078386+0.0009368i,-0.00028884+0.00090806i,-0.00016975+0.00070702i,0.00033622+0.0003564i,0.00020454+0.00027329i,-0.0007111+0.00097264i,-0.0008503+0.0017542i,-0.00073849+0.00046929i,-9.9527e-05-0.00063699i,-0.00012639-0.00093246i,-0.00050731-0.0014785i,-0.00034347-0.00096067i,-0.00049769-0.00012498i,0.00037125+0.00038013i,0.0014725+0.00025912i,0.0013647-0.00037064i,0.0012447-0.0012546i,0.00071105-0.001253i,8.5112e-05-2.304e-05i,0.00012274+0.0003926i
-0.0010003+0.0013922i,0.00011396+0.0020979i,0.00047474+0.0031181i,0.0010775+0.0024677i,0.0016585+0.0013942i,0.00078375+0.00061794i,-0.00042426-0.00020967i,-0.00098891-0.00041829i,-0.0017385-5.8785e-06i,-0.0014506+0.00049951i,-0.00087446+0.00023065i,-0.00087496-0.00015585i,-0.00033033+3.9683e-06i,0.0001356+4.4525e-05i,0.00025468-0.00042939i,8.8661e-05-0.0009122i,0.00066462-0.00066744i,0.0010193-6.225e-05i,0.00085949+3.5024e-05i,-6.3778e-05-0.0001187i,-0.0012271-0.00021244i,-0.0011279-0.0006239i,-0.00040282-0.00028938i
0.0029339-0.0016587i,0.0013441-0.0016958i,-0.00026705-0.001642i,-0.002046-0.00086226i,-0.0029676-3.8735e-05i,-0.0014456+0.00088934i,0.00052998+0.0014362i,0.0017071+0.00029019i,0.0019337-0.0001132i,0.0012225-0.0003904i,0.00026389-0.00078859i,-0.00027392+0.00030928i,8.635e-05+0.00037281i,0.00069096-0.00047272i,0.00081082-4.4843e-05i,0.0010864+0.00095752i,0.0011863+0.00040156i,0.00049605-0.00041337i,5.8929e-05-0.00088739i,0.00028246-0.0010719i,-4.9827e-06-0.00070268i,2.4764e-05-0.0007414i,7.289e-05-0.00037475i
0.0017949+0.0003654i,0.0019354+0.00016487i,0.0014836+0.00025963i,1.8793e-05-0.00022156i,-0.0010855-7.3294e-05i,-0.0016216+0.00029987i,-0.00097072+0.00077555i,-0.00044556+0.0014564i,0.00014699+0.00090261i,0.00077448+0.00053056i,0.00025698+0.00068075i,-0.00034014+0.00065851i,8.2562e-05+0.00049051i,0.00061082+0.00045736i,-3.9834e-05+0.0001912i,-0.00019588-0.00034624i,0.00040989-0.00032806i,0.00099012-0.00029625i,0.00048214-0.0002162i,0.00016123-0.0004001i,0.00071487-0.00051732i,0.00054576-0.00020125i,2.3849e-05+1.5905e-05i
-0.0015098+0.0017806i,-0.00050023+0.0013298i,-4.5371e-06+0.0010977i,-0.00017737+0.0013682i,-0.00053034+0.00098074i,-0.00019331+0.00044388i,-0.00026359+0.00037258i,-0.00042697-0.00010422i,-0.00094141-0.00022609i,-0.001361-0.0003685i,-0.0008052-0.00095605i,-0.0001267-0.0012644i,8.799e-05-0.0012405i,0.00021578-0.00066557i,0.00055513-0.00020329i,0.00046764-0.00082034i,0.00071465-0.00074625i,0.00086972+0.00021835i,0.0004668+4.1598e-05i,0.00055581+8.0905e-05i,0.00037556+0.00047918i,1.4299e-05+9.0869e-05i,-0.00031974-0.00035094i
0.00047735-0.00039306i,0.00047966+0.00064297i,-6.5866e-05+0.0014873i,-0.00036206+0.0011873i,-8.077e-05+0.0019913i,0.00047686+0.0020996i,0.00048019+0.00043538i,-3.7879e-05-0.00026823i,-0.00013737-0.00022677i,0.00065012-0.00030838i,0.00088615-0.00014756i,-0.00010894+0.00021232i,-0.00051156-0.0002441i,-0.00029219-0.00031851i,-7.2961e-05+0.00050339i,5.3607e-05+0.00051272i,0.00033929-0.00014833i,-0.00015654-0.00044474i,-0.00088837-0.00039219i,-0.00073015-0.0007218i,-0.00089767-8.0308e-05i,-0.00094633+0.00062527i,-0.00017225+2.8756e-06i
0.00032353+0.00027472i,-0.00054056+0.00077836i,-0.00041318+0.0012062i,0.00035638-6.9873e-05i,0.00029601-0.00011649i,-0.0011169+0.0012871i,-0.001734+0.0013378i,-0.0013724+0.0013375i,-0.0014354+0.0022745i,-0.00084866+0.0016724i,0.00031831-0.00025716i,-3.8196e-05-0.00052202i,-0.00040141+5.8206e-05i,-0.00014106+0.00018841i,-0.00031908-0.000197i,-0.00081626-0.00040114i,-0.00070705-0.0006426i,0.00054414-0.00076215i,0.000977-0.0004729i,0.00048389-0.00033542i,0.00033602-0.00020764i,7.9571e-06+0.00061035i,-0.00048177+0.0009456i
0.00035475-0.0019307i,0.00014012+0.00068289i,-0.0013948+0.0026075i,-0.0018562+0.0024388i,-0.0013215+0.0025712i,-0.00052229+0.0024328i,-0.00020342+0.0012049i,-0.00094665+0.00021544i,-0.0012749-0.00034645i,-0.00062836-0.00023641i,-1.6629e-07+0.0003715i,-0.00013217+0.00057804i,-0.00033998+0.00038057i,0.00027618+0.00012309i,0.0012039-0.00035826i,0.0011002-0.00044047i,-0.00013222-0.00090518i,-0.00043972-0.0010726i,7.5161e-05-0.00066829i,-0.00040029-5.2599e-05i,-0.00045709+0.00070535i,-9.2632e-05+0.00051278i,-9.5218e-05+0.00077872i
-0.0010485-0.0018099i,-0.0018429-0.0013077i,-0.00099254-0.00073856i,-0.00082092-0.00039722i,-0.0012327+0.0013543i,-0.00038944+0.0029505i,0.00079622+0.001748i,5.8459e-05+0.00029735i,-0.00054592-3.3684e-05i,0.00029892-0.00075233i,0.00046702-0.0010083i,-0.00038828-0.00023492i,-0.00067042+0.00026043i,-0.00046429+0.00024096i,-0.00042824+0.0005336i,-0.000216+0.00027272i,0.00018697-0.00042291i,0.0006697-0.00067126i,0.00073193-0.0010492i,1.1971e-05-0.0012452i,-0.00071043-0.0018309i,-0.00027076-0.002087i,0.00026313-0.00088659i
0.00017711+0.0011092i,0.00097504+0.0012939i,0.00056558+0.0015871i,0.00044415+0.00067931i,-4.3323e-05+0.00054903i,-0.00049061+0.00075168i,-0.00061418+0.00094554i,-0.00056691+0.00096245i,-0.00038705+0.00045442i,0.00014908+0.00020044i,0.000782+0.00077581i,0.00058798+0.0010365i,-0.00045124+0.00023493i,-0.0011221-9.6591e-05i,-0.00091996-2.9374e-05i,-0.00097197-0.00045199i,-0.00021188-0.0007973i,0.00086329-0.00091987i,0.0010339-0.00060481i,8.1587e-05-0.0005445i,-0.00033333-0.0009976i,-0.00010434-0.0009538i,0.00024548-0.00040712i
-0.0041301-0.0014698i,-0.0043891-0.0012561i,-0.0033927+0.00082139i,-0.0012877+0.0029878i,0.00047081+0.0030987i,0.00057129+0.0010123i,-0.00059378-0.00062772i,-0.0012592-0.00095357i,-0.0011532-0.0002342i,-0.00043868+0.00090003i,0.00050297+0.0011001i,0.00049044+0.00027257i,-0.00021942-9.2566e-06i,-0.0005806-0.00028128i,-0.00047214-0.00058433i,0.00018628-0.0004515i,0.0004929-0.00030711i,0.00035245-0.00026183i,0.0012958+0.00031167i,0.0012862+0.0010771i,0.0003927+0.00041873i,5.2489e-05-0.00075983i,0.00021563-0.00077668i
0.001496+0.0016553i,0.0027482+0.0023137i,0.002078+0.0023175i,0.0012517+0.001147i,0.0007581+0.00063634i,0.00025673+0.00055144i,5.7344e-05-0.00061136i,0.00037426-0.0012755i,-3.8072e-05-0.00026712i,-0.00033048+0.00025613i,-3.468e-05-0.00026609i,0.00020168-0.00025567i,0.00067334-0.00019944i,0.00083463-0.00031538i,0.00026806-0.00022193i,0.00030604-0.00034113i,0.00035718-0.00074489i,0.00071065-0.0011383i,0.0011171-0.00078767i,0.00052016-5.0065e-05i,-0.00030707+0.00010104i,-0.00064968+0.00031904i,-0.0004834+0.00035486i
-0.001016-0.0021843i,-0.0027139-0.0010821i,-0.0030365-4.9462e-05i,-0.0022532+0.00020754i,-0.0020782+0.00021949i,-0.0016601+0.00089773i,-0.0002341+0.0015952i,0.00030402+0.001346i,0.00035587+0.00080218i,0.00072422-2.0283e-05i,0.0005221-0.00039472i,-0.00036939-0.00075718i,-0.00040323-0.00070821i,0.00019157-0.00052633i,0.00017314-0.00034203i,-0.00048836-0.0003066i,-0.000606-0.00042595i,-0.00020364-0.00061149i,-0.00036088-0.00042097i,-0.00045881+3.7156e-05i,-0.00014787+0.00010272i,-5.3393e-06+0.00048117i,0.00019959+0.00055473i
0.0039644+0.001274i,0.0021651+0.0015467i,0.00093118+5.2467e-05i,4.1599e-05-0.00086634i,-0.0018974-0.00014846i,-0.0033516+0.00077506i,-0.0026895+0.0016665i,-0.001437+0.001788i,-0.0010294+0.0009195i,-0.00071525-0.00037528i,-0.00074825-0.00069322i,-0.0010117+0.00024708i,-0.00073378+0.00045673i,-0.00078709+0.00022248i,-0.00070508+0.00010348i,0.00020591+0.00056057i,-7.6072e-05+0.00058049i,-0.00020701+9.96e-05i,-4.9756e-05-0.00052496i,-0.00068216-0.0010137i,-0.00031744-0.0010906i,0.00044358-0.0010794i,-0.00011104-0.00030761i
-0.0006508-0.00016762i,-0.00045927-0.00096981i,-0.00028777-0.00026496i,-0.00067216+0.0009747i,-0.0011705+0.0013607i,-0.00015476+0.00074853i,0.00067166-0.00014352i,0.000414-0.0010973i,-0.0001004-0.00094225i,-0.00033226-0.00033039i,-5.404e-05-8.7735e-05i,7.3777e-06+0.00083713i,0.00016401+0.00088949i,-0.00037012+0.0004543i,-0.0012195+0.00075024i,-0.0007898+0.00012376i,0.000569-0.00036164i,0.001025-0.00032505i,0.00090153-0.00037471i,0.00075492-0.00036458i,1.7879e-05-0.00056239i,-1.8978e-05-0.00046559i,0.00088815-0.00065075i
0.00069648+0.00092355i,0.00034647+0.0007893i,-0.00047235+0.00040561i,-0.0010364-0.0007891i,-0.0013794-7.6449e-05i,-0.0011684+0.0011836i,-0.00062486+0.0013584i,-0.00028819+0.0013193i,2.4644e-05+0.0013051i,0.00020376+0.0012183i,7.7352e-05+0.0007598i,-0.00036341+0.00089014i,-0.00078216+0.00062481i,-0.00030396+0.00065046i,-0.00043713+0.00083444i,-0.0012156+0.00021236i,-0.00051871+5.4078e-05i,0.00018365+0.00025705i,0.0006468-0.00043021i,0.00058823-0.0010258i,-4.252e-05-0.00082524i,-0.00012047-0.00012746i,0.0004414-8.2887e-05i
0.00014622+0.00033339i,0.00020461+0.0019051i,0.00065589+0.0016104i,0.00094387+0.00059617i,-1.8807e-05-3.6201e-05i,-0.0014275-0.00015865i,-0.0024102-8.6111e-05i,-0.0015585+0.00039615i,-0.0014838+0.00084468i,-0.0015348+0.00047569i,-0.00090841-0.00052054i,-0.00068681-0.00083168i,-0.00028381+0.00010893i,1.1165e-06+0.00044047i,0.00018371+0.00054041i,0.00065333+0.0008012i,0.00083028-1.3728e-05i,0.0013225-0.00086485i,0.0017293-0.0012041i,0.0013696-0.00047715i,0.0011058+0.00029798i,0.00032648+0.00033562i,-0.00066016+0.00055658i
-0.00080133+0.00085911i,-0.00069295+0.00044909i,-0.00017837+0.0016884i,0.00097955+0.002459i,0.0013927+0.0017854i,0.00044806+0.00021969i,-0.00064689-0.00084145i,-0.00094085-0.00096409i,-0.00068799-0.00054782i,-0.00015525-0.00012443i,0.00034232+0.00045613i,0.00043533+0.00073305i,0.00064135+0.00019321i,0.00055081+0.00015716i,0.00046569-0.00022797i,0.00032373-0.00043638i,0.00062448-0.00010563i,0.00090404-0.00055829i,0.0011731-7.8863e-05i,0.0011574+0.00017106i,0.0011431-0.00070479i,0.00040489-0.0011143i,-0.0005376-0.0011151i
0.00022957-0.0013219i,0.00023536-3.1423e-05i,-4.8229e-05+0.0002498i,-0.0011807+0.00054347i,-0.0012529+0.0013577i,0.00017612+0.0018481i,0.0011307+0.0020642i,0.0011305+0.0016174i,0.0011615+0.0011758i,0.0010137+0.00067399i,7.6707e-05+0.00026745i,-0.00025629+0.00017002i,2.5596e-05+0.00015912i,-6.7205e-05-9.9217e-05i,-0.0010094-0.00017064i,-0.00060196-0.00019415i,0.00024272-0.00034212i,0.00045478+8.9869e-05i,-0.00051261+5.2294e-05i,-0.0012123-0.00019627i,-0.00072271-0.00025669i,2.2531e-05-0.0006567i,-0.00023789-0.0006929i
-0.00066847-0.00032407i,-0.0012304-0.00015697i,-0.0015513+0.00013011i,-0.0010597+0.0001511i,-0.00041701+0.00041879i,-0.00038741+0.0011342i,-0.0007916+0.00064786i,-0.0011371+0.00022672i,-0.00070113+0.0010987i,0.00015001+0.0011209i,0.00032467+0.00049287i,9.0775e-05+0.00055264i,-0.00047269+0.0010539i,-0.00085583+0.0007622i,-0.00050732-0.00010225i,8.9212e-05-0.00051774i,4.3201e-05+3.3663e-05i,-8.9965e-05+0.00037215i,0.00038803-0.0006562i,0.00042501-0.00095512i,0.00052984-0.00046723i,0.00096746-0.00031546i,0.00061571-0.00034725i
-0.00014188+0.00061938i,0.00026528+0.0011457i,0.00052071+0.0014624i,0.00016285+0.0013335i,-0.00042995+0.00036646i,-0.00041414+0.00033768i,-0.00096168+0.00073524i,-0.0016545-6.15e-06i,-0.0018388-0.00013221i,-0.0009218-0.00013893i,-9.7658e-06+0.00022902i,-4.1686e-05-3.4248e-05i,-0.00025944+0.00038016i,-0.00041136+0.00056498i,-0.0002411-0.0009912i,0.00020975-0.0016963i,0.00096265-0.0008968i,0.0015778-2.1037e-05i,0.0012212+0.00023593i,0.00062681+0.00019229i,-2.093e-07+0.00013333i,-0.00054817+0.00025411i,-0.00045895+0.00045965i
-0.00020283+0.0011565i,-0.00021104+0.00098631i,0.00097322+0.0010421i,0.0010975+0.0013557i,0.00075946+0.0009912i,0.001204-2.182e-05i,0.0010723-0.00027775i,0.00038284-0.00016397i,0.00012081-0.0001572i,0.00034293+0.00013524i,0.00063053+0.0008514i,0.00081493+0.0017887i,0.0010917+0.0021084i,0.00085927+0.00078428i,5.2525e-05-0.00059334i,-0.00069254-1.4301e-05i,-0.00085296+0.00054022i,-0.00031222+0.0006016i,0.00019685+0.0011518i,-0.00038277+0.00072062i,-0.00087255-0.00037926i,-0.0010365-0.0004699i,-0.00098699-0.00061227i
0.0019182-0.00082425i,0.0010487-0.00028802i,0.0004589+9.1149e-05i,-0.00041965-0.0001097i,-0.0019955+0.00042318i,-0.0015901+0.0016512i,0.0001742+0.0018166i,9.1e-05+0.0011978i,-0.00045811+0.0011532i,-8.9644e-05+0.00094839i,-0.0006321+0.00042327i,-0.00099749+0.00048968i,-0.00024951+0.00072419i,0.00015077+0.00046302i,0.00020878+0.00014219i,0.00036172+0.00034562i,0.00062759+0.00023853i,0.00055179-6.6387e-05i,0.00040514-4.4528e-05i,0.0004256-0.00028327i,0.00029896-0.00029597i,0.00022594+0.00010603i,0.0003177+0.00044179i
-0.00060707+0.0011293i,-0.00094322+0.0011143i,-9.007e-05+0.0014996i,0.00062294+0.0021249i,0.00031476+0.0012257i,-0.00051554-0.00011103i,-0.0015766-0.00029972i,-0.0018004-4.0574e-05i,-0.0012917+0.00075251i,-0.0011248+0.00066142i,-0.00089416-8.4529e-05i,-0.000849-0.00027497i,-0.00051584+8.9223e-06i,-2.24e-05+0.00014104i,8.8187e-05+0.00032892i,0.00044765+0.00070536i,0.0013066+0.00046609i,0.0018726+0.00037069i,0.0014362-5.0051e-05i,0.00094915-0.00070263i,-0.00013637-0.00088538i,-0.0010373-0.0009921i,-0.00083144-0.00083923i
5.9088e-05-0.000375i,-0.0013236+0.00033706i,-0.0019146+0.0019715i,-0.000979+0.0032115i,0.00039122+0.0030792i,0.0013969+0.00093128i,0.0013259-0.00074583i,0.00018666-0.00089131i,-0.00095207+0.00018569i,-0.00046226+0.00086206i,0.00025984+0.00067415i,0.00028615+0.00018735i,-0.00010138-0.00037313i,-0.00070736+2.1799e-05i,-0.00085468-0.00012357i,-0.00045622-0.00071364i,0.00045758-0.00083853i,0.0004612-0.0012535i,0.0003114-0.00093748i,0.000678+0.00019744i,0.00033686+0.00075789i,-0.00049749+0.00017832i,-0.00078558-8.6189e-05i
-0.00079865+0.0010845i,-0.00067764+0.0022862i,-0.001463+0.0016887i,-0.001024+0.000737i,-0.00043036+0.00079813i,-0.0010017+0.001702i,-0.00031267+0.0018958i,0.00031506+0.00094076i,-0.00031143+0.00046554i,0.00017963+0.00039082i,9.5568e-05+0.00089569i,-0.00028142+0.0019433i,0.00020743+0.0016408i,0.00037056+0.00046855i,-0.00035263-0.00028439i,-0.00073925-0.00060738i,0.00015494-0.00046088i,0.00075988-0.00081798i,0.00021428-0.0012282i,0.00046466-0.0005554i,0.00049554+0.00027141i,-0.00028298+0.0003999i,-0.00043595-0.00011727i
-0.00024095-0.00060841i,0.0005174-0.00046541i,0.00047789+0.0010867i,0.00050869+0.0014604i,0.0014537+0.00057628i,0.0011532-0.0001197i,0.00012443-0.00077324i,-0.00063987-0.00099946i,-0.0010895-0.00048882i,-0.00065128+0.00025184i,9.7148e-05+0.00057295i,0.00040026+0.00068365i,0.00098454+0.00033407i,0.0010575-7.3846e-05i,-5.3927e-05-0.00030674i,-0.00090523-0.00034641i,-0.00069687-0.00034627i,-0.00014096-0.00024509i,0.0001057-0.00016949i,0.00015133-0.00020452i,-0.00012854+1.2969e-05i,-0.00077404+0.00030653i,-0.00040507-4.1374e-05i
-0.0012131+0.00043004i,-0.0003423+1.9844e-05i,5.1409e-05+0.00023204i,0.00033584+0.00090471i,0.00027726+0.00061128i,3.0965e-05+4.9889e-05i,-4.1905e-05+0.00044106i,-0.00058762+0.00055546i,-0.00085026+0.00036547i,-0.00044427+0.000246i,-0.000659+7.7097e-05i,-0.00021871-0.00018289i,0.00029949-0.00038404i,0.00032306+0.00051914i,0.00021951+0.00082273i,0.00044766-0.00080664i,0.0012978-0.0014398i,0.0012992+7.8569e-05i,0.00044728+0.00084978i,5.6664e-05-4.5926e-06i,0.00053805-0.00015847i,0.00066786+0.00017002i,5.7852e-05+0.00016028i
0.00033368+0.0002738i,0.0004569+0.00037559i,0.00032219+0.00050734i,-0.0010332+0.0003144i,-0.0018056+0.00085663i,-0.0010645+0.0014982i,0.00019291+0.00063494i,0.00046083-2.1585e-05i,0.00012387-0.0002011i,-0.00019762-0.00028371i,-0.00087357+0.00026224i,-0.00062554+0.0011222i,0.0005289+0.00090644i,0.00060118+0.00038846i,0.00019967+0.00041227i,0.00027938+0.00013483i,0.00033317+1.6759e-05i,0.0014107+0.00045975i,0.0012955+0.00064609i,0.00044274+0.00026083i,5.1207e-05-7.3862e-05i,-0.00068773-0.00090103i,-0.00077211-0.00070272i
-0.00085019-0.0024835i,-0.00063543-0.0014025i,-0.0010855+0.00092224i,-0.0011143+0.0026703i,-0.00039557+0.0029205i,0.00013228+0.0025201i,-0.00049016+0.00093012i,-0.00056678-0.00074039i,-0.00034997-0.000366i,0.00058342+0.00094709i,0.00065288+0.0015495i,-3.7203e-05+0.00091495i,0.0003133-3.8125e-05i,0.00049412-0.00014444i,0.00023303-0.00041039i,0.00059811-0.00053977i,0.00072204-0.00043666i,0.00035844-0.0010074i,-0.00047136-0.00081571i,-0.00050995+4.9762e-05i,-0.00034405-7.6e-05i,-0.0005937-0.00050141i,0.00020062-0.00046351i
-0.00012851+0.0014151i,-0.0007005+0.00051955i,-0.00042672+0.00023047i,-0.00041897-0.00011161i,-0.0011518-0.00067649i,-0.0019093-0.00031969i,-0.0024997-0.00019277i,-0.0018785-0.00048424i,-0.00085064-0.00038238i,-0.00021192-0.00059895i,-0.00026742-0.0016442i,-0.00077114-0.0012061i,-0.00056532-0.0003938i,0.00047274-0.00019865i,0.0011412+0.00013499i,0.00067382-9.8147e-05i,0.00033689-0.00087748i,0.00067535-0.00085115i,0.0010734-3.9559e-05i,0.0009265+0.0005875i,0.00021045+0.00034678i,6.8243e-05-4.4804e-05i,0.00011988+0.00032728i
9.1735e-05-0.0012499i,-0.00037373+0.0003528i,-0.0020416+0.0013763i,-0.0027183+0.0020756i,-0.0021715+0.0023968i,-0.0014674+0.0026491i,1.6967e-05+0.0016156i,0.0006155-0.0004921i,4.0109e-05-0.0015152i,0.00028163-0.00052918i,0.00039712-4.2752e-06i,0.000163+0.00042161i,0.00047464+0.00078557i,0.00070174-6.8583e-05i,0.00037068-0.0010018i,0.00016581-0.0015204i,0.00076568-0.0010414i,0.00066026+1.816e-05i,0.00016011+0.00012397i,0.00039156-0.0012627i,0.00077819-0.0011821i,0.0010133-0.00027864i,-7.1647e-05-7.0483e-05i
-0.0014098-0.00017709i,-0.0013842-0.00025727i,-0.001895-0.00022242i,-0.0020332+0.00033765i,-0.0020126+0.0009261i,-0.0015377+0.0016055i,-0.0019356+0.0012436i,-0.0021891+0.00065181i,-0.0019691+0.0004982i,-0.0016734+0.00081146i,-0.00038461+0.00070103i,0.00091595-0.00010587i,0.00088794-0.00018727i,0.00042168+0.00012703i,-0.0001844+0.00045391i,-0.00044311+4.7257e-05i,-0.00034953-0.00071752i,-0.00061652-0.0011857i,-0.00014614-0.0010326i,0.00066113-0.00057204i,0.00082975-9.271e-05i,-0.00010928+0.00022362i,-0.0007965-0.00060445i
