-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
-0.0012002+0.0002673i,-0.0014221+0.0010156i,-0.0018091+0.00097967i,-0.00074713-0.00014865i,0.0014503-0.00024904i,0.002457-4.7247e-05i,0.0014448-0.00043488i,-0.00058893-0.00066301i,-0.0019856+0.00027206i,-0.0018938+0.00093766i,-0.0009857+0.00030391i,-0.00050006-0.00057008i,-0.0004326-0.00058897i,-0.00034746-0.00026823i,-5.2498e-05-0.00030458i,0.00013442-0.00019501i,0.00030347-0.00019233i,0.00080883+8.0174e-05i,-0.00010691-6.5096e-05i,-0.00075158-0.00043072i,4.8191e-05-0.00040333i,0.00030354+0.00035247i,-0.00065884+0.00078613i
-0.00058188+0.0013745i,0.00037522+0.0018082i,0.00041844+0.002159i,0.00078885+0.0023822i,0.00070408+0.001362i,-0.00028582-0.0005249i,-0.0016243-0.001406i,-0.0014625-0.00074012i,-0.00077609+0.00036513i,-0.00066735+0.00063755i,-0.00078103+9.6367e-05i,-0.00050479-0.00088543i,-0.00027513-0.00129i,-0.00029772-0.00064616i,-0.00049847+6.9112e-06i,-0.00044045-7.7698e-05i,-7.4367e-05-0.00047544i,8.8291e-05+3.4795e-05i,-0.00053718+0.00041011i,-0.00062859-0.00011568i,-0.00025933-8.5645e-05i,-0.00033882+1.1626e-05i,-9.7105e-05-0.00013123i
0.0019988+0.0037235i,0.0010093+0.003657i,0.0010671+0.0033925i,0.00053696+0.001464i,-0.00045485-0.00057734i,0.0006952-0.0017486i,0.00040168-0.0018315i,-0.0014155-0.00045236i,-0.0019944+0.0013275i,-0.00060873+0.0012571i,-5.5923e-05-0.00045787i,-3.1551e-05-0.00081008i,-0.00012204-0.00055987i,-0.00026871-0.0008226i,0.00035268-0.00051422i,0.0006521+0.00011712i,0.00073371+0.00045557i,0.00080913+0.00025923i,0.00090195+0.00015392i,0.00071013+0.0002419i,0.0001541-1.5475e-05i,-0.00060753-0.00047121i,-0.00057745-0.0014429i
0.0012902-8.338e-05i,0.0012691-0.00061411i,0.0011865-0.0032299i,0.00075566-0.0044689i,0.00054805-0.0034641i,0.00023651-0.0017523i,-0.00035109-0.00033889i,-0.0013363+7.0847e-05i,-0.0016486+0.00052591i,-0.00057601+0.00069251i,-3.692e-05+0.00046651i,-0.00060547+0.00065017i,-0.00066902-0.00011055i,0.00015217-0.00089217i,0.00069657-0.00078374i,-0.0002018-0.00060326i,-0.0013305-0.00079969i,-0.0015564-0.00062775i,-0.00070224-0.00018992i,0.00028439+4.8976e-05i,0.0011128-0.00019742i,0.0014542+0.00038312i,0.00093277+0.00062166i
-0.002373+0.00096703i,-0.002328+0.00040937i,-0.0014723+0.00099169i,2.9842e-05+0.0013199i,0.00023637+0.0011587i,0.00082173+0.00075586i,0.00094295-0.00028139i,-0.0005536-0.00023003i,-0.0012686+0.00040851i,0.00015887+0.00062263i,0.0013357+0.00060246i,0.00098061+0.00023057i,2.7568e-05-0.00052613i,0.00028325+6.714e-05i,0.00080837+0.00096625i,0.00057664+0.00031345i,4.3169e-05+0.00027178i,-0.00030756+0.00075437i,-0.00021299+0.00047315i,0.00028055-0.00010964i,0.00035121+0.00010246i,0.0002697+0.00062458i,0.00068251+0.00080398i
0.00043647-0.0021606i,-0.00041381-0.001893i,-0.0013279-0.0015272i,-0.0023729-0.00042471i,-0.0027512+0.00059729i,-0.0015099-1.8461e-05i,-0.00048021-0.00095409i,-0.0010351-0.00036359i,-0.0013077+0.0005061i,-0.0012736+0.00042552i,-0.0012343+5.4071e-05i,-0.00085584-0.00036479i,-0.00057284-0.0010956i,-0.00033555-0.00077681i,0.00010027+0.00010807i,0.00015468-0.00011226i,-0.00052869-0.00035262i,-0.00068948+0.00053774i,-0.00050001+0.0010279i,-0.0001962+0.0007267i,1.5278e-06+0.00048753i,-0.00019878+0.00062264i,-0.00081298+0.00014133i
5.9475e-05-0.0027142i,-0.00021597-0.0022244i,-0.00049885-0.003757i,-0.00087144-0.0032236i,-0.00057183-0.00096744i,-0.00030314-0.00015617i,-0.00017537-0.00055614i,-0.0013242-0.00020755i,-0.0021368+0.00033386i,-0.0014439+0.00011368i,-0.00093641-7.3188e-05i,-0.00078529+4.4197e-05i,-0.00091707-0.0001615i,-0.00075485+8.3244e-05i,-0.00062598+0.0007647i,-0.00037529+0.0002728i,0.00026985-4.2295e-05i,0.00085774-5.877e-05i,0.00071787-0.00019594i,-5.4385e-05-3.6209e-05i,-0.00071656+0.00018413i,-0.00084594+0.00048294i,-0.00049737+0.00052829i
-0.00098993+0.0012509i,-0.00056788+0.0017008i,0.00034273+0.0013233i,0.00071421+0.0010471i,0.00054183+0.00040231i,0.00051191-0.0005497i,0.00048-0.00092945i,-0.00093679-2.6804e-05i,-0.0024828+0.0017661i,-0.0022225+0.0015751i,-0.00061513+0.00014261i,0.00051435-0.00041233i,-6.4503e-05+0.00018857i,-0.00028568+0.0007799i,-1.5886e-05+0.0010214i,-2.7754e-05+0.00061812i,0.00017569-2.7727e-05i,0.0004487-0.00013788i,0.00047783+0.00017786i,9.5907e-05+0.000497i,0.00057985+0.00050197i,0.00096771+7.2038e-05i,-0.00029977-0.00049517i
-0.0024728-0.0015887i,-0.0018045-0.0012116i,-0.0032436-0.00028407i,-0.0032571+0.00093084i,-0.0023102+0.0016546i,-0.00088869+0.00070252i,0.00047152-0.00027302i,-0.00021032+4.877e-05i,-0.0011362+0.00091129i,-0.00093423+0.0013421i,0.00022174+0.00083728i,0.00076109+0.00057114i,0.00074298+0.00067614i,0.001309+0.00099647i,0.001441+0.00072152i,0.00081595-0.00012588i,0.0002089-0.00010002i,1.7791e-06-1.9314e-06i,-0.00013315+0.00027621i,-0.00036992+0.00083055i,-0.0001927+0.0014207i,-2.784e-05+0.0018874i,0.00022492+0.0013539i
-0.0015016+0.00054364i,-0.00064691-7.619e-05i,-0.00031163+3.5752e-05i,0.00010206+8.872e-05i,0.00011837-7.7477e-05i,-5.151e-05-0.00064275i,-0.00029038-0.00094416i,-0.00082857-0.00054037i,-0.0014644-9.537e-05i,-0.0010273-6.1625e-06i,0.00022638+7.7827e-05i,0.00068803+1.9695e-05i,0.00017461+0.00030956i,-0.00046599+0.00071137i,-0.00022121+0.00049769i,0.00025819+0.0004262i,-2.2156e-05+0.00026894i,-0.00050244-4.1458e-05i,-0.00039487+0.00010301i,0.00010817+0.00046035i,0.00088033+0.00038264i,0.0012587+0.00058507i,0.00079697+0.00088834i
-0.00078883+0.00012932i,-0.00077352-0.00022886i,-0.0015981+0.00018739i,-0.0018733+0.00044114i,-0.0013133+0.00031887i,0.00031048+0.00015276i,0.0012516-0.00034429i,-0.00015723-2.5067e-05i,-0.0015987+0.00094349i,-0.00077019+0.00091006i,-0.0001174+0.00047439i,1.4855e-05+0.00034318i,0.00030658+0.0003853i,-6.3705e-05+5.0968e-05i,-0.00044612-7.9582e-05i,-0.00059752-0.0001476i,-0.00043233-0.0003998i,0.00049788-0.00030609i,0.00059097-0.0002602i,-0.00013595-0.00014216i,-0.00019389-0.00013528i,-0.00011058-0.000362i,-0.00050673-0.00038507i
-0.0021633-0.00056719i,-0.0011068+9.8724e-05i,-0.00233+0.0021405i,-0.001623+0.0032876i,0.00016001+0.0034424i,0.0016049+0.0019023i,0.0018375-0.0004178i,0.00083866-0.00088574i,-0.00067978-0.00017416i,-0.0015806+0.00045684i,-0.00071675+0.00010763i,-0.00045316+0.0002264i,-0.00037609+0.00090833i,0.00022955+0.00069204i,0.00052685+0.00027991i,8.4769e-05-9.0172e-06i,-0.00011939+0.00019637i,-0.00012892+0.00037939i,-1.7803e-05+0.00011209i,0.00030626+0.00015764i,0.00013617+0.00037491i,-0.00075465+0.00052701i,-0.00046325+0.00066344i
0.0008446-0.0011645i,0.000754-0.0014274i,0.00078941-0.00087438i,0.00016698-0.00024815i,-0.00080349+0.00033027i,-0.00086732+0.0010387i,-0.0006215-0.00050852i,-0.00065853-0.0011284i,-0.00054403+0.00077748i,-0.0002434+0.002219i,7.6295e-05+0.0019511i,0.0001333+0.0015767i,-0.00016722+0.00063968i,0.00023504-0.00036225i,0.0003224-1.7547e-05i,-0.00030013+0.00062376i,-0.00076549+0.00049827i,-0.00045225+0.00059215i,0.00042212+0.00066458i,0.001225+0.00049893i,0.0008644+0.00076136i,-0.00019357+0.00047287i,-0.00022481-0.0002265i
-0.0028221-0.0012292i,-0.0036289-0.001789i,-0.0040684-0.0011255i,-0.0038816-0.0013057i,-0.0024685-0.0010683i,-0.00025771-0.00086612i,-0.0003248-0.0010449i,-0.00098504-0.00037525i,-0.0010991+0.0010016i,-0.0013877+0.0019541i,-0.0013122+0.0017008i,-0.00094887+0.00085948i,-0.00090415+0.00056074i,-0.00019164+0.00046557i,0.00046763+0.0001682i,-0.00012141-0.00028194i,-0.00045927-0.00030444i,-0.00048024+0.0004868i,-0.00045544+0.00060398i,8.5201e-05+0.00064441i,0.00022484+0.00056299i,2.8202e-05+0.00070695i,-0.00020699+0.00075759i
-8.8701e-05-0.00019227i,0.0005073-5.3049e-05i,0.0006016-0.00038352i,0.0011011+0.00026066i,0.0014036+0.00082335i,0.00066658-6.1031e-05i,0.00023422-0.00031077i,-0.00014498+0.00017837i,-0.00033885+0.00072357i,-0.00052406+0.00050357i,-0.00065455-0.00033544i,-9.9795e-06-0.00031034i,0.00036408+0.00020262i,-0.00017462+0.00011395i,-0.00094075-0.00058646i,-0.00096722-0.0005477i,-0.00041819+0.00032652i,-1.1957e-05+0.00052792i,0.00033335+0.00029911i,-2.7557e-05+0.00027557i,-0.00046362+0.00015964i,-0.00060374+9.0439e-05i,-0.00039477+0.00036616i
0.0010492+1.2039e-05i,0.001825-0.0015533i,0.001956-0.0010131i,0.00070222+0.00077965i,-0.0010212+0.00052528i,-0.0019594-0.00057226i,-0.0013676-0.00075493i,-0.0014302+0.00025557i,-0.0016585+0.0010174i,-0.00081064+0.0013771i,5.3417e-05+0.0010177i,0.00031375+0.00015071i,0.00073451-0.00047012i,0.0014874-0.00025731i,0.00060492-0.00014855i,0.00018205-0.00030262i,0.00068878+0.00035103i,0.00065201+0.0002945i,0.0006566+6.0686e-05i,0.00023842+0.00053102i,-0.00026217+0.00063611i,-0.0003131+0.00067529i,0.00012314+0.00082883i
0.00031516-0.00026206i,0.00026816+0.00014132i,-0.00081918-0.00065795i,-0.0020712-0.00036483i,-0.001873+0.00053i,-0.00083721+0.0005699i,-0.00050086+0.00014554i,-0.0005726+0.00013467i,-0.00060405+0.00065865i,-0.00074496+0.0012333i,-0.00063502+0.00039349i,-0.00031187-3.3671e-05i,-0.00037616+3.1362e-07i,-0.00026087-6.6015e-05i,-0.00053619+5.0563e-05i,-0.00052609-0.00011439i,0.00040329-0.00030681i,0.00091358+0.0001245i,0.00073951+0.00033489i,0.00067105-8.4994e-05i,0.00069272+0.00017657i,0.00043124+0.00055022i,0.00075888+4.0592e-05i
-0.00049394+5.5747e-06i,-0.00016808+0.00047273i,-3.1881e-05+0.00084919i,0.00025753+0.00033362i,0.00066289-0.00034272i,0.00076081-0.0011321i,-0.00032564-0.00074981i,-0.0018055-8.5826e-05i,-0.0019914+0.00092199i,-0.001336+0.0018167i,-0.00072681+0.0011503i,-0.00045008-0.00023712i,0.00061555-0.00038152i,0.00067941+0.00048628i,-1.7185e-05+0.00041893i,0.0006505-0.00019134i,0.00064356-0.0003756i,7.8285e-05+5.8033e-05i,4.6286e-05-0.00027737i,-0.00025689-0.00088095i,1.118e-05-0.00043308i,0.00039841-0.00024635i,8.5461e-05-0.00046274i
-0.0015826-0.0020466i,-0.00074051-0.0022178i,-0.0018149-0.0015848i,-0.0024427-0.00037745i,-0.00034455+8.0077e-05i,0.0016306-0.0002526i,0.00060416-0.0010861i,-0.0015409-0.00088032i,-0.0020028+0.00056669i,-0.0013854+0.0010257i,-0.0005504+0.00042788i,0.0001242+0.00016083i,-0.00020077+0.00031831i,-0.00045303+0.00045358i,6.201e-05+0.00048536i,-3.9214e-05+8.1619e-05i,0.00016738-0.00030821i,0.00089873+8.1788e-05i,0.00075128+0.00086383i,9.6315e-05+0.0007581i,-0.00046866-5.6709e-05i,-0.00065666+0.00013833i,-0.00040364-0.00029528i
-0.00019137+0.0023781i,0.0016815+0.0018165i,0.0023188+0.0029826i,0.0015294+0.002643i,0.0020865+0.0011605i,0.0016507-0.00029733i,-0.00017366-0.00084339i,-0.002085+0.00036408i,-0.0027639+0.0010331i,-0.0015011+0.00068505i,-0.00073782+6.4317e-05i,-0.00061481-0.0005929i,-0.00018591-0.00058323i,0.00020745-0.00024642i,0.00055263-0.00063098i,0.00046958-0.00089209i,0.00038649-0.00059218i,0.00018813-0.0001673i,-0.00070304+7.3777e-05i,-0.00038209+0.00020962i,-0.00049382+0.00032382i,-0.001088+7.74e-06i,-0.00038058-0.00018565i
-0.00095526+0.0019725i,-0.0016863+0.0016118i,-0.000507+0.0009983i,0.00033522+0.0001748i,2.4398e-05-3.8371e-05i,0.00031762-0.00069152i,0.00012064-0.00091123i,-0.0012395-0.00070996i,-0.0019156+0.00049369i,-0.0011315+0.0015036i,-0.00041623+0.0011527i,-7.5505e-05-3.7713e-05i,0.00073913-0.00033604i,0.0011262+0.00017974i,0.0005961+0.00045523i,-0.00047933-5.9704e-05i,-0.00084924-0.00062732i,-0.00069455+0.00055421i,-0.00063149+0.0011646i,-0.00010187+0.00064103i,0.000694+6.399e-05i,0.00091132+0.0005448i,0.00079965+0.0014871i
-0.0014429+0.00016338i,-0.0016142-0.00019269i,-0.0016512+0.00055338i,-0.00073456+0.0012814i,0.00084417+0.00061237i,0.0012783-0.00019705i,0.00086632-0.0008891i,-0.00060768-0.00073153i,-0.0015191+0.00042569i,-0.00087637+0.0012361i,0.0002242+0.00080377i,0.00027323+0.00025165i,0.00012653+0.00018993i,-9.4814e-05+9.1761e-05i,-0.00031797+0.00050464i,-1.8261e-05+0.00090217i,-0.00041237+7.5808e-05i,-0.00065619-0.00050754i,-0.00036043-0.00016513i,-7.62e-05+0.00068182i,-0.0008067+0.00097748i,-0.0003629-0.0001539i,0.00081063-0.00062057i
-0.0017725-0.0011055i,-0.0011764-0.00070028i,-0.0012675-0.0002137i,-0.00058867-0.00034869i,-9.5521e-05-0.00067852i,0.00072261-0.00074512i,0.00062916-0.00091198i,-0.0007908-0.00093993i,-0.0014107+0.00062969i,-0.00096876+0.0016785i,-0.00065999+0.0010858i,-3.5951e-05+0.00090815i,0.00038108+0.00061944i,-5.0284e-05-6.2854e-06i,0.00037717-0.00084268i,0.0011251-0.0015649i,0.0006961-0.0011038i,0.0004695+4.6141e-05i,0.00023384+0.00010771i,-0.00054401-0.00012192i,-0.00014955+0.00012157i,0.0010529+0.00048601i,0.0010046+0.00022994i
-0.00019363+0.0016036i,-0.00049796+0.0021453i,-0.00064784+0.0022358i,-0.00023023+0.0012483i,0.00029923+0.00039094i,0.00083423-0.00016706i,0.00076681-3.6412e-05i,-0.00018579+0.00061916i,-0.0012996+0.00071035i,-0.0013723+0.00023967i,-0.00070902-0.00065624i,-0.0004583-0.00098272i,-0.00029139-0.00039061i,-0.00028762+6.0815e-05i,-0.00040631-0.00041793i,-0.00032092-0.001313i,-0.00021041-0.00098182i,-0.00012041-0.0002344i,0.00010922+0.00049936i,0.00021898+0.00054621i,0.00019889+0.00014022i,0.00025822-0.00086804i,3.0184e-06-0.00096155i
0.00067696+0.00020645i,0.0011138-0.00045644i,0.0013857-0.00025227i,0.00092667+0.00017337i,0.00045446+0.00026194i,6.8612e-05-0.00051517i,-4.8687e-05-0.00074106i,-0.00098864-0.00054615i,-0.0011866+0.00011716i,-0.00022743+0.00069353i,-3.5999e-06+0.00059478i,-0.00078427+0.00045477i,-0.0012857+9.5673e-06i,-0.0010238-0.00048914i,-0.0010418-0.0010074i,-0.0010926-0.00089074i,-0.0011316-0.00070108i,-0.0011161-0.00044757i,-0.00014279+0.00081453i,0.00052199+0.00094023i,0.00027617+1.3128e-05i,0.00058457+0.00022213i,0.00066827+0.0010046i
-0.00056658-0.0016887i,-0.0012075-0.0019448i,-0.001745-0.0013829i,-0.0016955-0.00035181i,-0.0016783+0.00027807i,-0.0010666+0.00046192i,-0.00062892+0.00059684i,-0.0013256+0.00057798i,-0.0023553+0.0010467i,-0.0021052+0.0014418i,-0.0007462+0.00049797i,-0.00017736-0.00010065i,-0.00022659-0.00011546i,-0.0010987+0.00052377i,-0.0015851+0.00075464i,-0.00036117-1.0246e-05i,1.5171e-06-0.0010356i,-0.00052453-0.001395i,-0.00038505-0.00045995i,9.0363e-05-1.8618e-05i,0.00095218+0.00032054i,0.0014536+0.00074719i,0.0011935-3.139e-05i
-0.0017026-0.00044008i,-0.0010977-0.00024986i,-0.0004937-0.0012358i,5.1504e-05-0.0008707i,0.0014738-4.9628e-05i,0.0020256-0.00055938i,0.001292-0.0011696i,-0.00029392-0.0011021i,-0.0015269-0.00044795i,-0.0010763+0.0005041i,-0.00055553+0.00059069i,5.6991e-05+0.00056156i,0.0002973+0.00058565i,0.00015455+0.00017058i,-7.3715e-05+0.00041875i,-0.00038797+0.00066064i,-0.00056531+0.00025718i,-0.00044967-7.5715e-05i,-0.00052785+0.0006545i,-0.00055045+0.00106i,-5.8672e-05+0.00033833i,0.00046306-0.00039295i,0.0006442+6.5967e-05i
-0.0012059-0.0014932i,-0.001284-0.0024136i,-0.00068378-0.0028418i,-0.0020086-0.0013114i,-0.0020212+0.00010102i,-0.00041728+0.00070835i,0.00023136+0.00031279i,-0.00020035+0.00016689i,-0.00060704+0.00051049i,-0.00025731+0.00079059i,0.00046096+0.00049693i,-8.5362e-05-0.00023153i,-0.00049785-0.00054809i,-0.00018746-0.00060128i,-0.00046165-0.00054057i,-0.00080153-0.00048334i,-2.758e-05-0.00025574i,0.0008384-0.00016188i,0.00085501+8.222e-05i,0.001103-0.00012589i,0.00057534+4.2608e-05i,0.00027155+0.00045962i,-0.00024474-0.00011827i
-0.0035844-0.00030396i,-0.0032788+0.00026113i,-0.0035932+0.00073484i,-0.00312+0.0010471i,-0.001321+0.00097553i,0.00048037+0.00034763i,-0.00033242-0.00026028i,-0.0015344+0.00056573i,-0.0014691+0.0012283i,-0.00030929+0.0009948i,0.0011139+0.0003215i,0.0011031-0.00011687i,0.00068354+0.00013364i,0.0012937+0.00039469i,0.0012372+0.00055917i,0.00029838+0.00056565i,0.00052556+0.00029379i,0.0010427-0.00044215i,0.00090852-0.00051781i,0.00043461-0.00013559i,0.00018489-0.0001577i,-0.00029377-0.00042615i,5.9492e-05-0.00017941i
0.00068261-0.0012853i,0.00061503-0.0014214i,1.2685e-06-0.0020615i,-0.00014003-0.0019532i,0.00046284-0.0012416i,0.00039842-0.00044289i,0.00016891-5.0983e-05i,-0.00011446-0.00026007i,-0.0012464-7.7642e-06i,-0.0012374+0.00070104i,-0.0008588+0.00081966i,-0.00097357+0.0006515i,-0.00013588-0.00014069i,0.00052961-0.00077471i,0.0003586-0.00039427i,-0.00013955+0.0002562i,-0.00031092+0.00092571i,-6.7707e-05+0.0011179i,-0.00023432+0.0012818i,-0.00028277+0.0017075i,-4.3952e-05+0.0012506i,0.00030333+0.00064054i,-6.8541e-05+0.00071303i
0.00032576-0.00058983i,-0.00070214-0.00060146i,-0.0020807-0.00053839i,-0.0022049-0.00050291i,-0.0019432-0.00021543i,-0.00065828+0.00042212i,0.00025529+0.00040768i,-0.00089137+0.00018004i,-0.0021973+0.00063934i,-0.0023757+0.001018i,-0.0017456+0.00052613i,-0.00076859-0.0002221i,-0.00015531-0.00081068i,-0.00062064-0.00089112i,-0.0003261-0.00021631i,-5.2241e-05+0.00026663i,-0.00040381+6.1354e-05i,6.1314e-05+0.00031948i,0.00061037+0.00044674i,-1.3513e-06+0.00040973i,-0.00082949+0.000106i,-0.00052106-8.4657e-05i,0.00020001-0.00013922i
0.0013992+1.7778e-05i,0.0013794-0.00040466i,0.0010516-0.00059919i,0.00050127-0.0012851i,-0.00020977-0.0011719i,-0.00026953-0.00034072i,-0.00019999-1.6695e-05i,-0.0011371+0.00047759i,-0.0017184+0.0010217i,-0.0012066+0.0010677i,-0.00089025+0.00060759i,-0.00046768-0.00022166i,-0.00046825-7.0029e-05i,-0.00081022+0.00012936i,-9.4414e-05-0.00022978i,0.00038445+0.00026921i,-1.3279e-05+0.0004822i,-0.00045651+0.00023057i,-0.00026369+0.00010438i,-0.00010582-0.00023161i,-0.00032981-7.0372e-05i,0.00023968-0.00020157i,0.00073501-0.00041234i
-0.00097569+8.0724e-05i,-0.00051191+0.0012765i,-0.00084154+0.00107i,-0.0013372+0.0008696i,-0.0005541+0.00037911i,0.00091519-0.00067104i,0.00045568-0.001507i,-0.0018-0.00081136i,-0.0024434+0.00030074i,-0.0018417+0.00012067i,-0.00086141-0.0001488i,8.4303e-05-0.0009695i,0.00047149-0.0017184i,-4.2988e-05-0.00029216i,-0.00068632+0.00050115i,-0.00059776+0.0006015i,-0.00051749+0.00032281i,-0.00074338-0.00031123i,-0.0010887-0.00087688i,-0.00070007-0.0010642i,-4.9423e-05-0.00062024i,0.00024327-0.0001115i,0.00014241+7.3264e-05i
7.3193e-05+0.0022593i,0.00073741+0.0011836i,0.00045708-1.7446e-05i,0.00068206-0.00096134i,0.00062746-0.0014547i,0.00044825-0.0017745i,-0.00070712-0.0014143i,-0.001721-0.00074961i,-0.0019371+0.00095775i,-0.001847+0.0017218i,-0.00063378+0.00036088i,7.4299e-05-0.00031371i,-0.00052045-0.00019485i,4.613e-05-0.00026706i,0.001184-0.00067329i,0.0013203-0.0010095i,0.00062825-0.0001751i,2.2449e-05+0.0012579i,-0.0003268+0.00078371i,0.00011693+0.00064333i,0.0012371+0.0011904i,0.0010617+0.0012316i,0.00056256+0.00075297i
-0.00086983+0.00073726i,-0.0010381+0.0001684i,-0.0011266+0.00015634i,-0.000594+0.00077851i,-9.554e-05+0.00047821i,-0.00040406+0.0002127i,-0.00095308-0.00015059i,-0.0011622-0.00052211i,-0.0015208-0.00030538i,-0.0007831+0.00023066i,0.0001544+0.00075815i,0.00020581+0.00035006i,-8.4326e-06-0.00025702i,0.00047226+5.0159e-05i,0.0011175+0.00039206i,0.00058367-0.00037849i,-0.00020695-0.0012098i,0.00023938-0.00089404i,0.0010505-1.2979e-05i,0.00034989+8.8041e-05i,6.0483e-05-0.00025564i,0.00061943+0.00092511i,0.00088298+0.0014026i
0.00084013-0.0010682i,-0.00010883-0.0012148i,7.0467e-05-0.00071196i,-0.00032971-0.00010071i,-0.0006682-4.4966e-06i,0.00012992-0.00042857i,0.00036582-0.00069981i,-0.00069968-0.00075491i,-0.00095133-0.0003256i,-0.00040788-1.1095e-05i,3.1801e-05-2.3257e-05i,0.000333+0.00031016i,0.00072263+6.3911e-05i,0.0009125-0.00063445i,0.00048383-0.00015619i,-0.00022393+0.00051546i,-0.00033418+0.00013681i,-7.4657e-05-0.00035924i,0.0002931-0.000386i,0.00030209-0.00047569i,-3.2414e-05+0.00015678i,-5.0774e-05+4.7267e-05i,3.6612e-05+1.5051e-05i
-0.00059235+0.00058434i,-0.0008493+0.00018656i,-0.0013543-0.00030307i,-0.00083812-5.3064e-05i,-0.00015673+0.00026705i,0.00077151-0.00059777i,0.001365-0.0012375i,-0.0002429-0.00074693i,-0.0010543+0.00022685i,0.00039535+0.0011594i,0.00079629+0.0005432i,0.00021397-0.00017538i,-0.00029329-8.5788e-05i,-0.00041112+0.00024214i,-4.1107e-05+0.00033886i,-3.8982e-05-0.00023217i,-0.00045426-0.00049318i,-0.00042136-0.00054809i,-0.00030016-0.00017802i,0.00050514-0.00033971i,0.00031318-3.8395e-05i,0.00028887+4.2138e-05i,0.00068229-5.2384e-05i
-0.0035856+0.00066524i,-0.0036167+0.00093798i,-0.0040158+0.0017275i,-0.0031931+0.0016172i,-0.0012079+0.0014235i,0.00084367-4.6673e-05i,0.00099584-0.0015032i,-5.0971e-05-0.0005378i,-0.0011996+0.00060248i,-0.001626+0.0006579i,-0.00077103+9.484e-05i,-8.0805e-06-0.00021557i,-0.00014612-0.00047135i,5.8246e-05-0.00042585i,0.00074223-8.0537e-06i,0.00073651+0.0003377i,-0.0002375+4.4688e-05i,-0.001125-0.00023289i,-0.00039376-9.5035e-05i,0.00071021+0.00018074i,0.00010929+0.00045959i,-0.00084655+0.00032549i,-0.00042557-0.00039152i
-0.00028403+0.00033067i,-0.00090037+0.0015596i,-0.0015295+0.0026125i,-0.00080371+0.0013509i,0.00073798+0.00093094i,0.001124+0.00042871i,0.00023694-0.00079028i,-0.00074154-0.00087482i,-0.0014048+0.00011081i,-0.0007435+0.00077627i,9.4063e-05+0.00058919i,4.691e-05-0.0001028i,-0.00021191-0.00074544i,0.0001562-0.00046319i,-9.2758e-05+0.00076092i,-0.00061618+0.00020643i,-0.00062293-0.00056315i,-0.00016014+0.00018094i,-2.1545e-05+0.00042811i,-0.00067998+0.00027814i,-0.00096675+0.00011383i,-0.00022852-0.0002255i,0.00018057-0.00025879i
0.00063503-0.00053604i,0.00043881-0.0013677i,-0.00020896-0.0014439i,-0.0013237-0.00072234i,-0.0010503-0.00027705i,-0.00023354-0.00031989i,-0.00034871-0.00012963i,-0.0018805+0.00050631i,-0.0022866+0.001203i,-0.0016735+0.0014404i,-0.00088838+0.00039964i,-0.00039376-0.00046275i,-0.00063674-0.00049835i,-0.00023652-0.00038033i,0.00014656-0.00011387i,0.0001148-0.00030513i,-0.00022208-0.00060583i,-0.00069983-0.00015231i,-0.00039343+0.00035044i,-0.00062563+0.00026993i,-0.00052605+0.00023825i,0.00031987+0.00028446i,0.0014828+0.00076909i
-0.0011283+0.0016685i,-0.0011119+0.0016529i,-0.0014992+0.00081684i,-0.0018081+0.00012973i,-0.0011982-4.2249e-06i,1.3925e-05-0.00024621i,0.00024938-0.00064789i,-0.00088708-0.00042982i,-0.0019674+0.0004945i,-0.0010234+0.00053754i,-0.00032747+0.00043082i,-0.00034029+0.0007226i,8.8505e-05+0.00096236i,-9.5351e-05+0.00088435i,-0.00034031+0.00044161i,0.00025759+1.8368e-05i,0.00061499-0.00042997i,0.00054162-0.00040385i,0.00021562-9.4547e-05i,-0.00049549-0.00028455i,-0.0005663-7.2382e-05i,2.2061e-05+0.00040165i,0.00053217+0.00067514i
0.0013085-0.00087686i,0.0015953-0.00081776i,0.0014545-0.0022389i,0.0010872-0.0021414i,0.00070731-0.00067744i,0.00039397-0.00019844i,0.00043978-0.00050706i,0.00021293-0.00035451i,-0.000676-1.1321e-06i,-0.00079094+0.00042379i,-0.00041023+0.00032531i,-0.00026566-0.00058451i,0.00056563-0.00070615i,0.0013158+0.00061977i,4.5109e-05+0.00069999i,-0.00078464-9.3522e-05i,-0.00050593+0.00011505i,-0.00053911+0.00042884i,-0.00021522+0.00011982i,3.6307e-05+0.00063669i,0.00031671+0.00141i,0.00049229+0.00063949i,0.00050006-0.00022244i
