-0.0011347+0.00060208i,0.0001489-0.0010085i,0.00029973-0.0020328i,0.00028236-0.0016099i,7.9546e-05-0.00032438i,-0.00067704+0.0005392i,-0.00030081+0.00080566i,8.2312e-05+0.0012796i,-7.6328e-05+0.000919i,-3.1916e-05+0.00052105i,-0.00086864+0.00027167i,-0.0011231-1.508e-05i,-0.0013279-0.0003958i,-0.0013201-0.00094131i,-0.00077836-0.00071077i,-0.00098917-0.0003166i,-0.00037181-0.0011397i,0.00045665-0.0014371i,1.27e-05-0.00060346i,-0.000435+0.00027434i,0.00032678+3.8868e-05i,0.00086588+0.00021989i,0.00046852+0.00043457i
-0.0015279+0.00075122i,-0.00076216+0.0016537i,-0.00032699+0.0028636i,0.00079561+0.0026738i,0.0016389+0.0015354i,0.0015245+0.0010056i,0.00046309+0.00058516i,7.8279e-05+0.00027149i,2.9782e-05-0.00023746i,-1.9139e-05-3.3433e-05i,0.00021135+0.00084505i,-0.00033411+0.00063868i,-0.00038624+7.1479e-05i,7.1073e-05-5.7711e-05i,0.00053386-0.00018721i,0.0010027-4.5206e-05i,-9.8973e-05+6.6807e-05i,7.0789e-05-0.00012391i,-2.0039e-05+0.00017389i,-0.0013677+0.00055685i,-0.0012653+0.00034199i,-0.00065762+0.00045631i,-0.00053278+0.0010164i
-0.0018809+0.00019634i,-0.0012816+0.00059441i,0.00023964+0.0005134i,0.00086505-0.00042737i,0.00088318-0.00083374i,0.0008429-0.00031973i,0.00089559+2.8226e-05i,0.00053796+0.00020397i,0.00037033+0.00062763i,0.00037505+0.00065064i,0.0005781+0.00068667i,0.00074414+0.0008958i,0.00034659+0.00040136i,-0.0001779-6.6719e-05i,-0.00030135-0.00066463i,-0.00058914-0.0012831i,-0.00042599-0.00060195i,-0.00059814-0.00033832i,-0.00065027-0.0006301i,0.00021267-0.00065228i,-0.00011789-0.0011277i,-0.0010815-0.00095607i,-0.001329-0.00032945i
0.0014927-0.00021275i,0.00028215-0.00056426i,-0.00070937+0.00016362i,-0.00053415+0.00019242i,0.00024444-0.00012888i,0.00012302-0.00031069i,-0.00050577-0.000333i,-0.00048354-0.00057638i,-8.2009e-05-0.00041067i,0.00021178-4.2286e-05i,-0.00053215-0.00012256i,-0.00068693+0.00064905i,0.00028758+0.0013965i,0.0013037+0.0013257i,0.0010024+0.00088119i,0.00034332+0.00068383i,7.1688e-05+0.00063978i,-0.00010953+0.00016409i,-3.0657e-05-0.00027645i,0.00011136+0.00025288i,0.00017447+0.00098683i,0.00065785+0.00090129i,0.00069322+0.00056681i
-0.00085223+0.00019397i,-0.0010848+0.0010454i,-0.00073885+0.0013553i,-1.4773e-05+0.00036834i,0.00027253-0.00071619i,-0.00030016-0.0013196i,-0.00076922-0.0010889i,-0.00052755-0.00043761i,-0.00034272-0.00048529i,0.00020244-0.00072617i,-0.00038826-0.00046904i,-0.0011488-0.00010425i,-0.00067812+0.00022551i,-0.00051894-6.5171e-06i,-0.00068917-0.00039888i,-0.00040879-0.000216i,-0.00013537+0.00015796i,-6.8606e-05+0.00083679i,9.5561e-05+0.00091965i,2.1057e-05+0.00048072i,-0.00010773+2.1699e-05i,-9.337e-06+8.7161e-05i,-6.9578e-05+0.000486i
0.0015221+0.00081915i,0.00069663-0.00039484i,0.0013988-0.00099117i,0.001386-0.00099494i,-5.5776e-05-0.0016651i,-0.0012044-0.0010844i,-0.00092718+0.0003006i,0.00037152+0.00072693i,0.00096399+0.00037496i,0.00050996-0.00011678i,0.00069184+0.00062397i,0.00064283+0.00084906i,0.00028552+0.00022464i,0.00019309+0.00017885i,0.00037194-0.0003609i,0.0005536-0.00026764i,5.0686e-05+0.00022946i,-0.00045972+0.00032236i,-0.00048123-0.00026722i,-0.00033065-0.00018192i,-0.00031737+0.00060036i,-1.3062e-05+0.00066074i,0.00049097+0.00022522i
-0.0013606+0.00023908i,-0.0011889+0.00072259i,-0.0016604+0.0013055i,-0.0016389+0.0012934i,-0.00031648+0.0015876i,0.000326+0.00076441i,0.00049271-0.0007361i,0.00098951-0.0013282i,0.00029015-0.00092198i,-0.00066503-3.0715e-05i,-0.00074736-4.5365e-05i,-0.00019807-0.00011517i,0.00027001+0.00063549i,0.00037373-0.0001395i,0.0004574-0.00052864i,-0.00052082+0.00019169i,-0.00028335-9.1134e-05i,0.00044845-0.00012496i,-0.00026394-0.0002721i,-0.00039138-0.001153i,0.00014888-0.00056576i,0.00080906+1.5008e-05i,0.0006244+0.00010127i
-0.00040208+8.807e-06i,0.0004963+0.00044198i,0.00072165+0.00088339i,-0.00017213+2.3103e-05i,-0.00092307-0.00095043i,-0.00050417-0.00094095i,-0.00015569+5.9117e-05i,-0.00018722+0.00035731i,0.00016311+0.000258i,0.0008625+0.00039428i,0.00027193+0.00037517i,-0.00030431+7.2784e-05i,0.00050578+0.00028719i,0.00027979+0.00049967i,-0.00057066-0.00057003i,-0.00031725-0.00097724i,-2.5222e-05-4.7582e-05i,-6.456e-05+0.00064498i,0.00025532+0.00035873i,-0.00015865+9.0764e-05i,-0.00043698-0.00011327i,-0.00020397+5.9254e-05i,3.295e-05+0.00024799i
-0.00030246-0.00070266i,-0.00082195-0.0014609i,-0.00066964-0.0014369i,-0.00036116-0.00016384i,-0.00029901+0.00047976i,-9.9333e-05+0.00038976i,-1.2732e-05-0.00024006i,-0.0001473-0.00072258i,-0.00023917-0.00037341i,-0.00027977+0.00017402i,-0.00015233+0.00066349i,-0.00035358+0.00067939i,-0.00049102+0.00084859i,-0.00032494+0.0011107i,-0.00022711+0.00010356i,-0.00045347-0.00052945i,-0.00078639-0.00019063i,-0.00040633+4.6428e-05i,0.00019619+0.00027191i,0.00022186+0.00020226i,0.00071775+0.00014743i,0.0009838+1.4966e-06i,-0.00024054-0.00041803i
-0.0018848+0.0010419i,-0.0020971+0.0014701i,-0.00099508+0.0011206i,0.00096593+0.00017994i,0.0016826+0.0002422i,0.0012102+0.00073358i,0.00020688+0.0011344i,-0.00054124+0.0011656i,-0.00079505+0.0010465i,-0.00075525+0.0012382i,-0.00018023+0.0010732i,-2.4523e-05+0.00035846i,3.2975e-05-0.00033519i,0.00026007-0.0010275i,0.00083406-0.00099937i,0.00061744-0.00056236i,0.000223-0.00025309i,-0.00024921-0.00019658i,-6.9403e-05-0.00025983i,0.00050863-6.3416e-05i,0.00034746+0.00025827i,1.835e-05+0.00058706i,0.00013173+0.00082668i
-0.00097746+0.0010631i,-3.1075e-05+0.0016936i,0.00045608+0.00066469i,0.00071209-0.00024182i,0.000394-0.00043963i,-0.00081772-0.00043099i,-0.00074829-0.00034865i,0.00070896-0.00036799i,0.00063514-0.00054151i,-5.9787e-05-0.00058312i,6.1869e-05+0.00029007i,-0.00017679+0.00077981i,-0.00057677+0.0003571i,-1.486e-05+0.00031155i,0.00066854+0.00026784i,0.0010383-0.00015826i,0.00098039+0.000254i,0.00040238+0.00096851i,-0.00016292+0.00082997i,-0.00069788+4.3044e-05i,-0.00066471-2.5689e-05i,-0.00038008-5.5085e-05i,-0.00032993-0.00043472i
-0.00024565-0.00080647i,-0.00086872-0.00011387i,-0.0017706+0.00089442i,-0.0021724+0.0021533i,-0.001792+0.0024749i,-0.00045226+0.0017253i,0.00052484+0.00086593i,0.00037399+0.00060992i,2.0152e-06+0.00081925i,-0.00033548+0.00043854i,0.00034294+0.00037173i,0.00092791+0.00054713i,0.00052437+0.00027209i,0.00033848+0.00067638i,-0.00011122+0.00030562i,-0.00031523-6.7695e-05i,-0.00030108+0.00015033i,-0.00042085-0.00017288i,-0.00024183-0.00025216i,-0.00030941-0.00036493i,-0.00057258-0.00065254i,-0.00012822-0.0010831i,0.00055964-0.0013089i
-0.00022044-0.00070619i,0.00040324-2.3243e-05i,-1.6599e-05+7.823e-05i,-0.00061099+0.00045533i,-0.00036903+0.0003718i,0.00052438-0.00099195i,0.0008649-0.0011713i,0.00020947-0.0002303i,-0.0010672-3.5525e-06i,-0.001146+0.00027565i,-0.00038457+0.00028486i,-0.00015317+0.00052066i,-0.00016033+9.5623e-05i,-0.00022278-0.00031907i,-0.00090588-7.3161e-05i,-0.00085389-0.000537i,-0.00055765-0.00068145i,-0.00080259-0.00041543i,-6.6149e-05-0.00030581i,0.0003623-0.00026497i,5.1801e-05-1.7355e-05i,0.00038199-0.00063095i,0.00055461-0.00082564i
0.0012031+0.0016266i,0.0017662-3.6972e-06i,0.0029508-0.0011517i,0.00257-0.0018264i,0.0012634-0.0023611i,-0.00024977-0.0016562i,-0.00036039-0.00055984i,0.00073999-0.00027532i,0.00085026-0.00022317i,0.00064915-0.00014097i,0.00081486-0.00039983i,0.00023241+2.1269e-05i,-0.0005483+0.00026737i,-0.001071-0.00034275i,-0.0003444+0.00024193i,7.1851e-05+0.0010533i,-0.00094971+0.00046154i,-0.0010133+0.00012513i,-0.0004145-0.00012399i,1.4729e-05-0.00057287i,0.00029513-0.00021054i,0.0005327+8.8167e-05i,0.00056917-0.00033233i
9.1974e-05-0.00087049i,0.00015736-0.00053744i,-0.0002553-8.8202e-05i,-0.00033796-2.9724e-05i,9.8281e-06+0.00019123i,0.00033592+0.0004201i,0.0010333-0.00022878i,0.00081803-0.0010817i,0.0001421-0.001776i,-7.5528e-05-0.0016226i,-0.00011864-0.00036644i,0.00049349+0.00058947i,0.00096296+0.00036856i,0.00021958-0.00091251i,-0.00014758-0.0013307i,-0.00013963-0.00073386i,-0.00084258-0.00014214i,-0.0006237-4.7606e-05i,-5.5693e-05+0.00021776i,0.00033819+0.00047231i,-5.7497e-05-0.00015954i,-0.00026446+6.5418e-05i,-0.00052297+0.00065136i
2.9336e-05+0.0015808i,0.00027664+0.0022095i,0.0011797+0.0015465i,0.0016967+0.00088763i,0.0012945+0.00013593i,-0.00016464-0.00017704i,-0.00097242-1.1326e-06i,-0.00058496+0.00051356i,-0.00043517+0.0014743i,-0.00022297+0.00097748i,0.00025362-0.00022675i,-0.00026611-0.00066935i,-0.00032946-0.00071834i,-0.00035684-0.0007074i,-0.0002979-0.00026572i,0.00045143+0.00024841i,0.00061344-0.00035365i,0.00074761-0.00042449i,0.0012418+0.00044981i,0.00063012+0.00051923i,-0.00046213+0.00011898i,-0.00046072+0.00047771i,1.3061e-05+0.000393i
4.5428e-05+0.0012483i,0.0020833-2.2688e-05i,0.0034151-1.4834e-05i,0.0015492-0.0004718i,-0.00010918-0.00061503i,0.00019378-0.00028719i,0.00071674-0.00020175i,0.00090827-0.00029824i,0.00037583-0.00057507i,-0.00052798-0.00069667i,-0.00076257-0.00067324i,-0.00044736-5.2312e-05i,-0.00030905+0.0002736i,6.1212e-05+0.00066515i,-0.00011874+0.00035301i,-0.00030419-0.00087718i,0.00064292-0.00097679i,0.0013667-0.0010579i,0.00049691-0.00077017i,-0.00033779+0.00038361i,0.00053366+0.0010564i,0.001605+0.00092725i,0.00027597+0.00030348i
0.00011808-0.0011885i,-0.00066557-0.0015375i,-0.0014722-0.0016941i,-0.0017871-0.0014951i,-0.0014276-0.00074489i,-0.00084542-0.00028053i,-0.00041847+0.0004327i,0.00029033+0.00064821i,0.00020576+0.00042512i,-1.9924e-05+0.00029675i,-0.00063787-0.00049213i,-0.00089655-0.00064802i,-0.00032479+0.00021687i,-0.00010511+0.00026111i,0.00031482-0.00025794i,0.0010673-0.00047743i,0.00039998-0.00029369i,-0.0010263-0.00014738i,-0.0014175-0.0011174i,-0.00046313-0.0010332i,0.00029905-0.00011292i,0.00020418+0.00028717i,0.00057667+0.00036342i
-0.00013356-0.0019414i,-0.0011251-0.001646i,-0.0015608-0.00095913i,-0.0016584+9.8288e-05i,-0.0016137+0.00041275i,-0.0015025+0.0011363i,-0.00042952+0.0013704i,9.6624e-05+0.00036466i,-0.0005006-0.00032973i,-0.00098875-0.0003805i,-0.00084494+0.00048748i,-2.4555e-05+0.0014092i,0.00041556+0.0013951i,0.00020777+0.00096819i,-0.00037268+0.00061864i,-0.00061514+0.00030546i,-4.2068e-05+0.00043559i,0.00017084+0.00069193i,0.00010077+0.00056877i,3.5747e-05+0.00027681i,-0.00023912+0.00065047i,-0.00028952+0.00093296i,-0.00049395+9.2745e-05i
-0.00029927+0.0014666i,0.00050222+0.00081267i,0.00063624+0.00016482i,5.5263e-05+0.00016755i,0.00030141-9.3795e-05i,0.0013472-0.00047132i,0.00085092-1.203e-06i,0.00035776+0.00046534i,0.00011534-0.00014439i,-8.9888e-05-0.00016026i,-0.00028697+9.7312e-05i,-0.00040759-0.00046282i,-7.0496e-05-0.00065926i,5.9697e-05-0.0004405i,-0.00078152-0.00054419i,-0.00041527+6.6817e-05i,0.00063433+0.00018389i,0.00054628-5.0359e-05i,0.0003037+0.00010672i,0.00013627+0.00014175i,-2.5238e-05+0.00029068i,-0.00022702+0.00066721i,-0.00024158+0.00044421i
-0.00057904-0.00061095i,-0.00075195-0.0013684i,-0.0012499-0.0017551i,-0.0010867-0.0011561i,-0.001178-0.00034122i,-0.0014548-0.00016303i,-0.0011733-2.4612e-05i,-5.2475e-05+0.0010517i,0.00061506+0.0014281i,0.00054727+0.0012179i,0.00035114+0.00074149i,-0.0002643+0.0006246i,-0.00095047+0.00046448i,-0.00076021-0.00024108i,-0.00021407-0.00056505i,0.00025517-0.00010837i,0.0009951+0.00027183i,0.00033944-0.00045739i,-0.00076572-0.00091663i,-0.00030036-0.00017285i,0.00017385+0.00078374i,0.00066312+0.000967i,0.00060571+0.00011881i
0.00064232+0.0018321i,0.00036916+0.0013439i,3.2784e-05-0.00025025i,-1.247e-05-0.0009555i,-0.00056652-0.001101i,-0.00031167-0.00086267i,-0.0010189+7.8424e-05i,-0.0014222+0.00087405i,-0.00035684+0.00066289i,0.00018766-0.00012605i,0.00026884-0.0002752i,-1.3907e-05-0.00034173i,0.00011184+6.6527e-06i,9.3343e-05+0.00027721i,0.00021602+0.00040181i,-0.00022581+0.00035567i,-0.0014716-0.00029768i,-0.0013404-0.00033176i,-0.00035049-0.00032784i,0.00077283-0.0003307i,0.0012131+0.00021283i,-1.4453e-05+0.00025368i,-0.00036841+0.00018284i
0.0013679+0.00043932i,0.0014376+0.00035058i,0.0017612+4.5687e-05i,0.0010617-0.0002289i,0.0002201-0.00075047i,0.00024184-0.00086108i,0.0004349-0.00096877i,0.00021439-0.00073003i,-0.0001262+0.00036606i,2.8842e-05+0.0012033i,0.00045653+0.00042068i,0.00072747+0.00014391i,0.00032916+0.0010975i,0.00019618+0.00075134i,0.00021135+0.0004046i,0.00039746+8.2034e-05i,0.00047683-4.3477e-05i,3.1307e-05+0.00016091i,0.00052093+0.00014939i,0.0011964+0.00023297i,0.0013264-0.00019202i,0.0012004-0.00058083i,0.00012212-0.00019542i
-0.0017676+0.00022635i,-0.0006862+0.00042886i,4.565e-05+0.00079458i,0.00064735+0.00048279i,0.0008439+0.00032916i,0.00097448+6.968e-05i,0.0007336+0.00018402i,-0.00029077+0.00015766i,-0.00064679+0.00021638i,-6.0527e-05+0.0010485i,0.00052268+0.001478i,0.00019115+0.00071693i,0.00090636-0.00025936i,0.0014687-0.00066082i,0.0012489-0.00049746i,0.00021981+0.00010266i,-0.00074529+9.7309e-05i,-0.00010943-2.6673e-06i,0.00075214+0.00045482i,0.00061772+0.0002661i,-0.00023896+9.4874e-05i,-0.0011398+0.00062121i,-0.00053987+0.00045475i
-0.00027103+0.0003446i,0.00036784-0.00053605i,0.00026972-0.00018303i,-0.00013471+0.00043046i,-0.00069216+8.7524e-05i,-0.00038374-0.0008463i,9.0203e-05-0.0006616i,0.00039408+0.00085507i,0.00019073+0.0010733i,-8.0985e-06+0.00028224i,0.00092714+0.00015504i,0.000821+0.00072191i,-0.0005145+0.0012631i,-0.00030121+0.0011415i,-0.00034059+0.0009142i,-0.00018488+0.00064354i,-0.00012374+0.00055359i,-0.0012724+0.00047697i,-0.00057855+0.0002465i,0.00084274-0.00012292i,0.00099942+9.7515e-05i,2.6184e-05+0.00017115i,-0.00021326+6.844e-05i
0.001054-0.00076238i,0.0010751-0.0012688i,0.00076558-0.001568i,0.00053002-0.0018323i,0.00019323-0.0016442i,2.8557e-05-0.0014585i,-0.00034228-0.00092082i,-0.00041323+0.00022117i,0.00025421+0.0011979i,-0.00086524+0.00027026i,-0.0019768-0.00075979i,-0.0015965-0.00084623i,-3.4101e-05-0.00024465i,0.00044736+0.00011889i,0.00029649+8.2261e-05i,0.00042477+8.9894e-05i,-0.00013478-0.00039671i,-0.00051058-0.00055888i,-8.2817e-05+0.00014096i,6.4444e-05+0.00078675i,-0.00041432+0.00036652i,-0.00044905+0.00060094i,-0.00076981+0.0010715i
-0.00053684-0.00022607i,-0.00054164-0.00014251i,-0.0006488-0.00053026i,-0.0006314-0.0014784i,-5.005e-05-0.0011285i,0.00051329-0.00023764i,-0.00017465+0.00036071i,-0.0006628-0.00012393i,-0.00016865-0.00074752i,0.00071806-0.0003972i,0.00036079-6.5408e-05i,-0.0001397-4.2705e-05i,-0.00046074+0.00011917i,-0.00063309-6.386e-05i,-0.00074275+0.00041151i,-0.00066639+0.00051263i,-0.00074866+9.2185e-05i,-0.00075917-0.00029683i,-0.00037933-0.00072196i,-0.00068564-0.00075355i,-0.00069365-0.0006251i,1.4703e-05+4.611e-05i,-0.00016709+0.0011271i
-0.00023493-0.00075788i,0.00027143+0.00019395i,-3.1533e-05+2.7007e-05i,-0.00010071-0.00025334i,0.00026102+7.7132e-05i,-0.00014825+0.00047431i,-0.00047315+0.00044058i,-4.3702e-05+0.00049739i,0.00059257+6.1853e-06i,0.00058993-0.00076355i,-3.8599e-05-0.00045552i,-0.00063497+0.00020029i,-0.0011577+0.00011266i,-0.00048295-0.0010443i,0.00028685-0.00090129i,0.00036494-0.00075442i,0.00044545-0.00062262i,0.00020713+9.6339e-05i,0.00027625+0.00040073i,0.0002207+0.00021166i,-2.7359e-05-0.000259i,-4.14e-05-1.6971e-05i,9.052e-05+0.00013281i
0.00078206-0.0012135i,0.00018355-0.00078051i,-0.00043985-0.0011205i,-0.00095872-0.001016i,-0.0011864-0.00055367i,-0.00044868-0.00039276i,-0.00032313-0.0011286i,-0.00039426-0.0012271i,-4.1689e-05-0.00015077i,0.0003933+0.00018448i,0.00014257+0.00077404i,-3.2041e-05+0.0010876i,0.00051026+0.00076409i,0.00071631+0.00038277i,0.00068062-0.00071808i,0.00042933-0.0018223i,0.00014598-0.00099701i,0.00059357-0.00026609i,0.00061337+0.00011074i,0.00042706+0.00068375i,-4.5099e-06+0.0010969i,-0.00080133+0.00095363i,-0.00028943+0.00086384i
0.0014399+0.0011849i,0.0013333+0.00088415i,0.00027357+0.00047498i,0.00032427-0.00043939i,0.00060622-0.00099097i,2.3567e-05-0.00097869i,-0.00055479+2.8345e-06i,-0.00025503+0.00097843i,0.00034068+0.00034612i,0.0010861+0.00011753i,0.00041366+0.00042583i,-0.00098734-6.0219e-05i,-0.0012117-0.00019729i,-0.00053736+0.00026726i,0.00062984+0.00075586i,0.00097586+0.00016537i,-9.9099e-05-0.00046696i,-0.00046864-0.00020669i,0.00025316+0.00047174i,0.00058273+0.00077365i,0.00027035+0.00025514i,-0.00035249-1.0096e-05i,-0.00012819+0.00056577i
-4.5009e-05+0.0005851i,-0.0011039+0.00054919i,-0.00090403-0.00022886i,-0.00031793-0.0010131i,-0.00089855-0.0012967i,-0.0015065-0.001147i,-0.0014445-0.00022588i,-0.0008417+7.0776e-05i,-5.5907e-05-7.2384e-05i,0.00020982-0.00050671i,-0.00042873-0.00095635i,-0.00065028-0.00034658i,-0.00077043+0.0001263i,-0.00030261+0.00073627i,-0.00038835+0.0011607i,-0.00052065+0.0006357i,-0.00013958+0.00022454i,-0.00022169+0.00053639i,-0.00014039-0.00012122i,-0.00068331-0.00063364i,-0.00046334-0.00040107i,-5.7057e-05-0.00028677i,-0.00033455-0.000178i
0.00075729+0.0021436i,0.0010281+0.0010859i,0.0020151-0.00014523i,0.0022889-0.00045879i,0.0010532-0.0007317i,-2.0526e-06-0.00068944i,-0.0007572+0.00054854i,-0.00040399+0.00060908i,-0.0001702+0.0010344i,-0.0003716+0.0012174i,0.00011947+7.7902e-05i,0.00048553-2.1451e-05i,0.00053974+0.00072742i,5.8272e-05+0.00089719i,-0.00021403+0.00084622i,4.7937e-05+0.00092738i,8.7128e-06+0.0016216i,-0.00039062+0.0015452i,-2.6656e-05+0.00054474i,0.00011983+0.00061013i,-0.00066774+0.00019214i,-0.0016104-0.00039338i,-0.0012191+0.00044683i
-5.1647e-05-0.00044025i,-0.0017134+1.0399e-05i,-0.0017916+0.00077139i,-0.0010105+0.001194i,-0.00087928+0.00084183i,-0.00073265+0.00017672i,9.2105e-05+0.00025486i,-0.0006728+0.0002581i,-0.00082401-7.7703e-05i,-0.00034355-0.00040577i,-0.00032531-0.00049734i,-7.2485e-05-0.00067137i,-0.00010471-0.00031063i,-0.00035591+0.00049689i,-7.9222e-05+0.00046723i,0.00037984+0.0001934i,0.00013446-0.00050421i,0.00015197-0.00038057i,-0.00015736+0.00023607i,-6.737e-05-0.00011041i,0.00080203-0.00097545i,0.00034433-0.00018612i,-0.0010415+0.00064969i
0.0016117+0.00043543i,0.0017905-0.00033108i,0.0013951-0.0014411i,0.0011103-0.0013068i,-2.3332e-05-0.000559i,-0.00047893-0.00032181i,-0.00029498-0.00013549i,-1.1987e-05+0.00029713i,-7.0857e-05+0.00013342i,-0.00012771+0.00017569i,-0.0001743+4.9302e-05i,7.5371e-05-0.00020237i,0.0004157+0.00088757i,0.00017631+0.0014035i,-0.0005756+0.0009913i,-0.00020784+0.0008931i,0.00016044+0.00076245i,-0.00038902-0.00017265i,-0.00094231-0.00072246i,-0.00075727-0.00015444i,-0.00042882+0.00040356i,-0.00015762+4.5563e-06i,-0.00053705-0.00018913i
-0.00011709-0.00098878i,-7.0526e-05-0.0002035i,-0.0012035+8.6608e-05i,-0.0018641-5.3579e-05i,-0.00049131-0.00019953i,0.00033005-0.00014063i,0.00038173-0.00034773i,0.0003148-0.00017865i,-0.00071748+0.00026166i,-0.00071961+0.0006768i,0.00019037+0.0011023i,0.00062752+0.0010694i,0.00069011+0.0004452i,0.00066225+0.0003662i,0.0011164+0.00042362i,0.00061821-0.00012829i,-0.00011028-0.00018446i,0.0003125-0.00033261i,0.00073844-0.0014277i,0.00011965-0.00088306i,-0.00024419+0.00020191i,-0.00022866+0.00043139i,-0.00034459+0.00027482i
0.001838-0.0013596i,0.0024579-0.0019089i,0.0021292-0.0025864i,0.00063482-0.0033912i,-0.00017013-0.0025309i,0.00041708-0.0013535i,0.0011269-0.00060752i,0.0011337-0.00017561i,0.00066631-6.4858e-05i,0.00045978+0.00017328i,0.00014528+5.0133e-05i,-0.00061467+0.00012239i,-0.00017154+0.0010626i,0.0004501+0.00091177i,0.00011424-0.00021417i,0.0003037-0.0004092i,0.00066497-5.8848e-05i,0.00027684+0.00077007i,-0.00018875+0.00092374i,-0.00039171+0.0006242i,0.00021579+0.00059457i,3.1811e-05+0.00035i,-0.0001033+0.00076502i
-0.00022996+1.4735e-05i,-0.00083798+0.0003413i,-0.00056927+0.00091036i,0.00018234+0.00095977i,0.00039822+0.00054852i,-0.00022048-9.4391e-05i,-0.00037772-0.00024168i,-0.00035397-0.00019972i,-0.0002343-0.00032852i,0.00033095-0.00027919i,0.00035342+8.0104e-05i,0.00027684+0.00056473i,0.00017526+0.00059159i,-0.00077763-8.2998e-05i,-0.00059563-0.000399i,-0.00028244-0.00032321i,-0.00014098+0.00031219i,9.3346e-06+0.0011314i,-0.00071453+0.00093083i,-0.00069256+0.0009079i,-0.00011602+0.00076705i,-0.0001367+0.0003315i,0.0002021+0.00028301i
-0.002486+0.00042597i,-0.0014104+0.00054597i,-0.0010898+0.00083014i,-0.0016353+0.00099176i,-0.0014699+0.0008345i,3.6914e-06+0.00065781i,0.00049991+0.00022743i,-0.00010042+0.00011181i,8.1463e-05+0.00046959i,0.00033299+0.0013069i,-4.5598e-07+0.0011014i,-0.00032466+2.7449e-05i,-0.00032959+0.00013627i,-0.00017591-0.00039716i,0.00033349-0.0010056i,0.00019735-0.00026512i,-0.00052531-0.00012304i,-0.0003526-0.0006384i,3.4743e-05-0.0010146i,0.00054015-0.00078414i,0.00043762-0.0002732i,-0.00032138-0.00033942i,-0.00035358-0.00015947i
0.00070147+0.0014049i,0.00077263+0.0008045i,0.0010578+0.0011376i,0.0020811+0.00036i,0.0011489-0.0013543i,-0.00014351-0.0015685i,-2.9492e-05-0.001421i,-0.00030391-0.0010736i,-0.00059825+0.0001583i,-7.1046e-05+0.00080243i,0.00024679+0.00032688i,0.00055734-5.8333e-05i,0.00071301+0.0002116i,0.00039621+0.00098004i,0.0002504+0.0012047i,0.00023581+0.00040506i,0.00042277-0.00033024i,0.0005644-0.00054111i,0.00053364-0.00051072i,0.00066834-0.00026821i,-0.00052101+0.00047081i,-0.001475+0.0010539i,-0.0010236+0.001161i
-9.374e-05+0.0017559i,-0.00016153+0.00038189i,0.00032849-0.00023225i,0.00019898-0.0010682i,0.0010007-0.0017459i,0.00034507-0.00096455i,-0.0017098-3.0238e-05i,-0.00145+0.00037724i,-0.00070497+6.5599e-06i,-0.00053794-0.00053055i,0.00016723-0.0008394i,0.00041826-0.00048855i,0.00010554-0.00014706i,-0.00013547-0.00015557i,-0.00057626-4.1498e-05i,-0.000357-2.6361e-05i,-8.5876e-05+5.7254e-05i,-0.00019481-0.00019736i,0.00010321-0.00025407i,-0.00020321-0.00015839i,-0.0004693-0.0003407i,0.00024458-0.00085241i,0.00061234-0.00043256i
-0.0010024-0.0014162i,-0.00080874-0.00015869i,-0.00092129+0.0017147i,-0.0012365+0.0019449i,-0.00041365+0.0016068i,0.0012947+0.0018722i,0.0016247+0.0012722i,0.0011541+0.00042808i,0.0010066+1.7438e-05i,0.0009453-0.00026903i,0.0002956-5.8672e-05i,9.6663e-05-0.00032655i,0.00016955-0.00081133i,-0.00045165-0.00031082i,-0.00074833+0.00017249i,6.4084e-05-0.00052341i,0.00031165-0.0010257i,7.7134e-06-0.00050412i,1.9352e-06+0.00019954i,-0.00033116+0.00045095i,-0.00032777+0.00020842i,-0.00018304+0.00023951i,-0.00049548+0.00029383i
-0.0013077-0.0015682i,-0.0019133-0.0016062i,-0.0031128-0.0011491i,-0.0027162-0.00041708i,-0.0015866+0.00058501i,-0.00082994+0.0010578i,-0.00082127+0.0004531i,-0.00041976+4.152e-05i,-0.00014116+0.00019532i,-0.00021482+0.00028895i,-0.00026784+0.00060233i,-0.00015205+0.00033865i,3.6194e-05-8.1935e-05i,-8.3672e-05-0.00016596i,-0.00037678-0.00039723i,-4.9838e-05-0.00028089i,-0.00023211+0.00061893i,-0.00044791+0.00044066i,0.00021973+0.00031592i,0.00035737+0.00068421i,0.00031809+0.0005728i,0.0003294-0.00018202i,0.0002581-0.00056128i
-0.00023294-0.00039149i,0.00082295-0.0003976i,0.0013433-0.00055726i,0.00094306-0.00056676i,0.00012677-0.00061505i,-0.0010673-0.00042782i,-0.0016087+0.00045037i,-0.00013459+0.0012113i,0.0012502+0.00047991i,0.00089829-0.00026529i,-0.00021216+3.772e-05i,-4.2369e-05+0.00064624i,0.00050228+0.001209i,0.00096545+0.00094181i,0.00074358-0.00030035i,0.00064712-0.00070389i,0.00064172+0.00051982i,-0.00022311+0.001291i,-0.00013193+0.00076825i,0.00053621+0.0002558i,0.00038851-2.5576e-05i,-0.00026188+0.00059062i,-0.00083398+0.00039485i
