-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
-0.00031077-0.0014637i,-0.00051439-0.00070405i,1.2237e-05-0.00046822i,0.0013345-0.0011393i,0.00053693-0.0013379i,-0.0004896-0.0007614i,0.00037568-9.8941e-05i,0.00080757-2.8906e-06i,0.0006592-0.00044163i,0.00012904-0.00035271i,9.4795e-06-3.6824e-05i,0.0001781-0.00015944i,-5.935e-05-0.0002709i,0.00011522+3.2093e-05i,3.855e-05+0.00055622i,-0.00046909+0.00073656i,-0.00054773+0.00041008i,-0.0006998-2.3558e-05i,-0.00033696-0.0001126i,7.9802e-05-0.00018635i,-9.8309e-05-0.00055202i,-0.0004016-0.0006678i,-0.00056035-0.00055917i
-0.0010923-0.00040532i,-0.00065889-0.0006433i,-0.00084767-0.00077748i,-0.00072027-0.00043805i,-0.00087021-0.00052435i,-0.0011787-0.00052587i,-0.00060422-5.7651e-05i,0.00036844+0.00031037i,0.0011806+0.0006896i,0.00082713+0.00023765i,0.00024029-0.00011291i,0.00021076-4.8156e-05i,0.00025159-0.00028818i,0.00064588-0.00068743i,0.00081-0.00049404i,0.00048386+0.00039717i,-8.1888e-05+0.00065348i,-0.00042991+0.00041132i,-0.0004194+0.00068414i,-7.1325e-05+0.00095687i,0.00040006+0.00072237i,-3.4518e-05-3.0126e-05i,-0.00061756-0.00092776i
0.00043614+0.0021543i,0.00062345+0.0013549i,0.002167+0.0011801i,0.0025093+0.0011795i,0.0016485-0.00022277i,0.0005971-0.0013523i,-0.00017307-0.0011088i,0.00049373-0.00048737i,0.0012517-0.00023366i,0.0011682+0.00035122i,0.00088045+0.00032922i,0.00069803+0.00057643i,0.00066981+0.00078681i,0.0013353-0.00044952i,0.0010733-0.00076333i,0.00027099-0.00054278i,-0.00012184-0.00061802i,-0.00059372-0.00036265i,-0.00052662-0.00019566i,3.3167e-05-6.5633e-05i,0.00066463-0.0003492i,0.00075792-0.00084465i,0.00085409-0.00087923i
0.003473+0.00011558i,0.0024149-0.00012567i,0.0026063+4.2628e-05i,0.0025234-0.0010602i,0.00083497-0.0023621i,-0.00045335-0.0017793i,9.9757e-05-0.00069053i,0.00023617-0.00035631i,0.00013042-0.00046966i,0.00060866-0.00097622i,0.00075873-0.0013404i,0.00042113-0.0013691i,0.00050164-0.00123i,0.00076961-0.00081155i,0.00016688-0.00089769i,0.0001732-0.0010517i,0.00013224-5.7744e-05i,-0.00015275+0.00047347i,-0.00019185+0.000805i,-0.00030749+0.00093093i,0.00010211+0.00034531i,0.00059355-9.3085e-05i,0.0010382-0.00039084i
-0.00043914+0.00057158i,-0.00040326+0.00097318i,-0.00035959+0.0012945i,0.0016053+0.00062105i,0.0029307-0.0001047i,0.0017518-0.00053023i,0.00047767-0.00028017i,0.00062515+0.00010608i,0.00092869+0.00028775i,0.00094143+8.0904e-05i,0.00060189+0.00042234i,3.0265e-06+0.00077162i,0.0003475+0.00024233i,0.00071988-0.00045729i,0.00045664-0.00043171i,0.0006678-0.00033695i,0.00031931+0.00012157i,-0.0002529+0.00013599i,-0.00071594+3.1877e-05i,-0.0006522+0.00032887i,-0.00015035+0.00040679i,0.00041906+0.00017071i,0.0004767-5.3285e-05i
0.00067094-0.0005203i,0.0014119-0.00056082i,0.0013042-0.00052807i,0.0012405-0.00052976i,0.00027655-0.00089995i,-0.00088451-0.00053873i,-0.0010899+0.00018248i,-0.0010733+0.00041803i,-0.0011477-0.00029934i,-0.00073786-0.00055423i,-0.00025572-0.00030709i,5.7712e-05-0.00020358i,0.0002726+0.00042026i,0.00021848+0.00010619i,0.00019997-0.0011749i,0.00013104-0.00093077i,-0.00023207+0.00010708i,-9.6378e-05+0.00068853i,-0.00035571+0.00069354i,-0.00028301-4.6592e-05i,6.7104e-05-0.00055091i,-3.5258e-05-0.00051158i,-0.00016349-0.00026925i
-0.00019036+0.0013963i,0.00027663+0.0011751i,0.0011998+0.0015102i,0.0016919+4.8157e-05i,0.0018636-0.0019027i,0.0018333-0.0015445i,0.0017335-0.0012497i,0.0016805-0.0011103i,0.0015248-0.00023666i,0.0010321-4.7185e-05i,0.00040683-0.00067514i,0.00011893-0.0011875i,0.00032828-0.0015466i,0.00058909-0.00091624i,0.00036011-0.00052932i,-0.00019063-0.00099149i,-0.000665-0.00050886i,-0.00063654-0.00017509i,0.00031108-0.00075242i,0.00082158-0.0013196i,0.0003875-0.0012269i,0.00075375-0.0010767i,0.00038822-0.0013914i
-5.0784e-05+0.00043409i,-0.00060525+8.7749e-05i,0.00051413-0.00024089i,0.00032381+0.0001256i,-0.00058206-0.00031378i,-0.0010357-0.00074673i,-0.0006328-0.0002941i,0.00034785-6.5975e-05i,0.00057526-0.00064335i,0.00026347-0.00061486i,-8.9335e-05-0.0006927i,-0.00044751-0.000593i,-4.0587e-05+7.6944e-05i,0.00078947+0.0002483i,0.00048644+0.0003566i,0.00018259+0.00026549i,0.00014484-0.00040405i,-0.00014089-0.00042213i,-2.4101e-05-0.00025579i,0.00032923-5.3425e-05i,0.00010371+0.00023935i,0.00041996-0.00057176i,0.00081465-0.0012013i
-0.00093396-0.00030228i,-0.0015654-0.00054275i,-0.0012901-0.00069243i,-0.00076014-0.00032709i,-0.00084043-0.00030569i,-0.00010706-0.00051867i,0.00077556-0.00025731i,0.00092582-9.5442e-06i,0.00063592-0.00039299i,0.0002248-0.00037796i,-0.0001803+3.0401e-05i,-0.00038469+0.0002455i,-0.00055892+0.00041807i,-0.0010618-0.00010033i,-0.00062728-0.00053188i,0.00011086-0.00027375i,-0.0003935-3.7462e-06i,-0.0002446-0.00017993i,0.00011289-0.00075935i,-0.0002831-0.00098561i,0.00034249-0.00026087i,0.0010462+0.00025621i,0.00095449-0.00019548i
0.0003878+0.00050181i,0.00027432+0.00078516i,0.00027545+0.00010362i,0.00026334-0.00078741i,0.00092455-0.0011958i,0.00091087-0.0014235i,-0.00019124-0.0017527i,-7.8953e-05-0.0017219i,0.00083753-0.00090284i,0.00041095-0.00029792i,-0.00014539-0.00041248i,1.5717e-05-0.00017998i,0.00047919+0.00023348i,-0.00013538+7.9014e-05i,-0.00087697-0.00042837i,-0.00032916-0.000672i,-0.00036152-0.0010494i,-0.00046227-0.0015932i,-0.00016255-0.001821i,3.0258e-05-0.0011029i,0.00032262-0.000644i,0.00034553-0.0004109i,0.00081656-0.00012186i
-0.00031687+2.2364e-05i,-0.00026723+0.00026643i,0.00041285-0.00014653i,0.0011905-0.0006464i,0.001092-0.00098665i,0.00052272-0.00094069i,6.1239e-05-0.0006257i,-0.00022413-0.0005805i,-0.00039056-0.00051691i,-0.0002404-0.00013965i,-5.3866e-05-0.00030817i,0.0004904-0.00076711i,0.00031271-0.00050703i,-0.00017844-0.00048126i,-0.00024929-0.00042874i,-0.00036274-0.00045962i,-0.00034238-0.00094443i,-2.8415e-05-0.00084941i,0.00015933-0.00018228i,5.5695e-05+0.00015789i,0.00041897+2.0575e-05i,-0.00018257-0.0002267i,-0.00076451-9.4805e-05i
0.00019097+0.00075684i,0.00014492+0.00043958i,0.00068652-0.0001211i,0.00064452-0.0012109i,-0.00029962-0.0017525i,-0.00091385-0.0010628i,-0.0011088+5.6147e-05i,-0.00065178+0.00041246i,4.5051e-05+0.00035224i,0.0011049+0.0003229i,0.0008892+0.00063161i,8.5572e-05+0.00048956i,0.00022453+0.00040545i,0.00036161+0.00036854i,4.5743e-05+0.00041238i,-0.00026777-0.00012487i,-0.00077252-0.00094137i,-0.0013173-0.00037478i,-0.0010745-0.00027418i,-0.00054237-0.0001232i,0.00054969-4.0735e-05i,0.0013259-0.00030581i,0.0014124+0.00040098i
0.00055932-0.0018685i,0.00030463-0.0020027i,0.00066583-0.0030318i,0.0010251-0.0029093i,0.00058395-0.0015885i,0.00088-0.00097276i,0.0011341-0.00036698i,0.001333-0.00010747i,0.0016907-0.00061376i,0.00080421-0.00061865i,6.2843e-05-0.000209i,0.00028273-0.00012385i,0.00031686-0.00028124i,-7.0607e-05-0.00072696i,-0.00033929-0.00066836i,-0.00050312+0.00011068i,-0.00073694+0.00060829i,-9.1645e-05+0.00020798i,0.00068365-0.0001652i,0.00069818-0.00013747i,3.438e-05+0.00013587i,-0.0002736+0.00030242i,7.5125e-05+0.00049815i
-0.0016786+0.0022662i,-0.0018244+0.0023841i,0.00018765+0.001522i,0.00095423+0.00028793i,-3.6581e-05-0.00039436i,-0.00058414-0.00021303i,-0.00065791-0.00023391i,-0.00029322-0.0002473i,0.00028278-0.00016311i,0.001013-0.00038249i,0.00098494+5.5127e-05i,0.00054727+0.00022937i,0.0005792+0.00014908i,0.00073368+0.00039821i,0.00021689+0.0004777i,-0.00015242-0.00039111i,0.00026325-0.00091986i,-0.00018071-0.00027456i,-0.00062362-0.00020322i,0.00027504-0.00014082i,0.00064885-0.00030825i,0.0003264-0.00091211i,0.00040732-0.00062032i
-0.002055-0.00028513i,-0.0021288+7.4344e-05i,-0.0015324+0.00012542i,9.3641e-05-0.00012008i,0.00023623-0.00037089i,6.3682e-05-0.0010573i,0.00078662-0.0017739i,0.0012036-0.0013974i,0.0013012-0.00029431i,0.0015793-0.00019911i,0.0011116-0.00032537i,0.00031292-0.0004222i,0.00033708-0.00012631i,0.00013589+5.1622e-05i,0.00028011-0.00027337i,0.00051776-0.00079724i,-2.205e-05-0.00095946i,-0.00039699-0.0010612i,-0.00032309-0.00087135i,-0.00056395-0.00069356i,0.00021638-0.00081887i,0.00080394-0.00021318i,0.00012475+0.0001515i
0.00050662-0.0013778i,0.0010487-0.001266i,-0.00012296-0.00094037i,-0.0010602-0.0012887i,-0.0013305-0.0014095i,-0.0014464-0.00050718i,-0.00054274+0.00048213i,-0.00057026+0.00059103i,-0.00066979+0.00030468i,0.00069471-0.00035337i,0.00078532-0.001569i,-0.00030257-0.0016599i,-0.00062974-0.0016469i,-0.00051977-0.00083922i,-0.00071762+0.00024768i,-5.7387e-05+0.00023385i,0.00073724-0.00020684i,0.00017468+0.00053648i,-0.0002502+0.00072301i,-0.00026688+0.00015823i,-0.00046454+0.00034422i,-0.00060723-0.00018352i,-0.00032325-0.0012286i
-0.0026264-0.0010873i,-0.0017608-0.0018821i,-0.001257-0.0013166i,-0.00088665-0.00073267i,-0.00020201-0.00065165i,-0.0002789-0.0011252i,-0.00029894-0.0011322i,-2.7267e-05-0.00082427i,-0.00022269-0.00018201i,-0.00026106+0.00064211i,0.00017433+0.00037146i,4.5137e-05+0.0001143i,-0.00031182-0.00093134i,-0.00015564-0.00053567i,0.00029925+2.2186e-05i,0.00057979-0.00039809i,0.00050314+0.00046539i,9.8458e-05+0.00035934i,-0.00014128-0.00058924i,0.00010922-0.00087751i,0.0010551-0.0014097i,0.00086164-0.00128i,0.00014509-0.00034971i
7.88e-05+0.00047492i,-0.00012687+0.0017159i,-0.00064305+0.0031629i,0.00037428+0.002308i,0.00079812+0.00085248i,0.00059446-7.5946e-05i,0.00054306-0.00067143i,0.00083844-0.00068998i,0.0006405-0.0010913i,7.4235e-05-0.0011797i,6.0146e-05-0.00011622i,-0.00026552+0.00019774i,-0.0006194+6.5647e-05i,-0.00045321-0.0001261i,-1.096e-05-0.00060021i,-2.0808e-05-0.00053752i,-7.8597e-05-0.00088696i,0.00040883-0.00095087i,0.00051313-6.9341e-05i,0.00052122-0.00012949i,0.00066948-0.00069099i,-0.00022569-0.00060351i,-0.0005106-0.0005267i
0.00078496-7.19e-06i,2.1021e-05-0.00016653i,-8.3867e-05-0.000721i,-9.0027e-05-0.0021435i,-0.00041161-0.0026865i,-0.001259-0.0022814i,0.00016931-0.0017878i,0.0010745-0.0010102i,0.00082137-0.0003817i,0.00096902-6.339e-05i,0.00019923+0.0004043i,-0.00064759-0.00017993i,-0.00046443-0.0011691i,0.00046932-0.0011939i,-0.00015965-0.00085087i,-0.00078084-0.00061362i,0.00023701-0.00042349i,0.0001518-0.00015209i,-0.00010159-0.00042636i,-0.0001425-0.00035648i,0.00012496+0.00027576i,0.00018986+0.00038896i,0.00024402+0.0001759i
0.001166+0.00028335i,0.0012598+0.00011062i,0.0029011+5.92e-05i,0.003708+0.00012916i,0.0018936-0.0011825i,0.00038425-0.00096562i,0.00024787+0.00045978i,0.0011115+0.00018046i,0.001582-0.00027459i,0.000781-0.00055048i,-0.00036231-0.0011282i,-0.00094734-0.00016455i,-0.00046839+0.00073531i,-0.00047446+0.00025812i,-0.0011211-0.00052745i,-0.00037186-0.00042824i,0.00042418-1.5418e-05i,0.00020258-1.6855e-05i,-0.00044994-0.00027252i,-0.00066878-0.00014616i,-0.00069911-0.00017743i,-0.00084888-0.00055424i,-0.00032297-0.00069796i
-0.00046947-0.00023582i,-0.00027005-0.00049028i,-4.2614e-05-0.00028873i,-0.00028207+0.00034074i,-0.00054222+0.00056024i,-0.00012978-0.00014874i,-0.00051621-0.00040337i,-0.00019116-0.00058495i,0.0010525-0.00061397i,0.00082079-0.00081119i,0.00080988-0.00085542i,0.00026714-0.00075108i,-0.00043596-0.00040689i,-0.00022912-6.1359e-05i,-0.00051244-0.0005196i,0.00012395-0.00074578i,0.00089569+9.0429e-05i,0.00025101+0.00039953i,-0.00035932-0.00069973i,-0.00054378-0.0011976i,-0.00075875-0.00063909i,-0.00011148-0.0011747i,0.00083429-0.00117i
0.00091335-9.5213e-05i,0.0013184-0.001462i,0.00064511-0.0016524i,0.0011946-0.0021407i,0.0016791-0.0031756i,0.0005584-0.0027006i,-0.00094961-0.0020436i,-0.00086147-0.0016966i,-0.00020307-0.00094881i,0.00040071-0.00018599i,0.00089961-5.7597e-06i,0.00011388+4.5828e-05i,-2.6555e-05-0.0008713i,0.00027878-0.0012998i,-8.2201e-05-0.0011631i,0.00026145-0.0007712i,0.0009426+5.1572e-05i,0.00075746+0.0005048i,0.00019686+0.00034606i,0.00024011+0.00023189i,0.00032553+5.8671e-05i,0.00032829-0.00089184i,0.00066831-0.0013668i
-0.00084864+0.00019646i,-0.00049892-0.00033256i,-0.00053336-0.00073074i,-0.00017874-0.00070998i,0.00010781-0.00092267i,0.00070749-0.00093255i,0.0013118-0.00055347i,0.0018052-0.00054767i,0.0013806-0.00048402i,0.00062936+0.0004609i,0.00023153+0.00055833i,0.00023796+0.00033955i,0.00082598+0.00059488i,0.0010015+0.0005223i,0.00010472+0.00092685i,-0.00052642+0.0012178i,0.00021485+0.00078584i,0.0007718+8.4521e-05i,0.00070127-5.3608e-06i,0.00050641-0.00031953i,0.00037284-8.3111e-05i,0.00048399-0.00059922i,0.00028454-0.0012007i
0.00023334-0.0012806i,0.00058392-0.0017886i,0.0011396-0.0026194i,0.00019459-0.0036452i,-0.00080403-0.0036848i,-0.0011776-0.0015743i,-0.00044124+0.00053787i,0.00053572+0.00052036i,0.00082548+5.2395e-05i,0.0010314-9.9402e-05i,0.00074458-0.00033368i,0.00024379-8.77e-05i,-0.00034022-3.8255e-05i,-0.0004556-7.9399e-05i,6.134e-05+6.2452e-05i,-0.0003507+6.3513e-05i,-0.0006051-0.00018056i,-0.00029816+0.00051724i,-9.7745e-05+0.0003322i,0.00035693-8.8442e-05i,0.00052283+0.0004273i,0.00020337+0.00039652i,-0.00050945-7.4047e-05i
-0.00098149-0.00092643i,0.00018928-0.00060918i,0.00060351-0.00047377i,-0.00094816+0.00039323i,-0.0010756-0.00043468i,-3.1647e-05-0.0010765i,0.0004276-0.00053266i,0.00032384-0.00062773i,4.8957e-05-0.0010321i,0.000554-0.00053815i,0.00086834-0.00017362i,0.0005916-0.00011084i,0.00012737+0.00015255i,-0.00013306-0.00039807i,-3.6769e-05-0.00072888i,-0.00017038-0.00033176i,0.00037681-0.00054492i,0.00066406-0.00022035i,0.00016627+0.00097146i,0.00051601+0.00036144i,0.00059749-0.0009871i,-0.00035753-0.0014258i,-0.00013247-0.0005079i
0.0014497-0.0014997i,0.00040206-0.0015901i,-0.0006618-0.0016235i,-0.0011344-0.0016304i,-0.0013622-0.0014663i,-0.00075283-0.00070416i,-0.00020904-0.00058832i,0.00024427-0.0006449i,0.0005921+0.00021046i,0.00087605+0.00038128i,0.00072469-0.00014233i,0.00025931-0.00044022i,-2.6556e-05-0.00034244i,0.00012768-0.00080726i,7.3709e-05-0.0011949i,-4.7411e-05-0.00027965i,-0.00011603+0.00038959i,-0.00017311+9.0757e-05i,-0.00032389-0.0004615i,-0.00017169-0.00051773i,0.00019606-0.00015604i,1.6638e-05-0.00011433i,-0.00036855-0.00038655i
-0.00014931+0.00014852i,0.00054477+7.3534e-06i,0.0011326+0.00020063i,0.001821-1.9173e-05i,0.001149-0.0010414i,-0.00013445-0.001278i,9.0572e-07-0.00071787i,0.00025619+3.0082e-05i,-6.1182e-05-0.00017831i,0.0003098-0.00017649i,0.00064141+0.00040128i,0.00049013+9.4721e-05i,0.00059332+3.7882e-05i,0.00047862-0.00010856i,4.2267e-06-0.00047457i,-0.00028716-0.00016036i,-0.00022753+0.00051311i,3.9868e-05+0.00027159i,0.0010012-0.00025489i,0.0010047-6.2837e-05i,0.0003755+0.00057554i,0.00010971+0.00079216i,0.0005631+0.00036554i
-0.0013971-0.00090025i,-0.00094366-6.2336e-05i,-0.00064941-0.00022923i,-4.4153e-05-0.001119i,0.00076866-0.0012168i,0.00098492-0.00046931i,0.00049577+0.0001922i,0.00045905+0.00038279i,0.00080409+0.00017482i,0.00027851-0.00052121i,0.00024884-0.00072516i,0.00025788-0.00028396i,-0.00013445-8.2256e-05i,0.00021347-0.00039729i,-8.2571e-05-0.00047871i,-0.00054978+0.00013313i,-9.8594e-05-0.00033221i,4.9927e-05-0.00039303i,0.00011234+0.00019403i,0.00039046+0.00036061i,0.00059655+0.00027733i,-0.00014252+0.00020961i,-0.0011563+0.00047752i
0.0023339+0.00013249i,0.002648+0.00011375i,0.0024018-0.00062452i,0.0013084-0.0012955i,0.00017275-0.0018908i,-0.00087558-0.00084154i,-0.0016585-1.1844e-05i,-0.001207+1.3921e-06i,0.00015106+0.00014695i,0.0012522-0.00032331i,0.0014384-0.0012399i,0.00056-0.0013405i,0.00024473-0.0014994i,0.0015507-0.0019648i,0.0010118-0.0011549i,-0.00046057-0.00030707i,-0.000754+2.5429e-05i,-0.0001289+0.00048279i,0.00077642+0.00054395i,0.00050643+0.00019406i,2.7201e-05+1.7577e-05i,-0.0004725+0.0001204i,-0.001086-4.6175e-05i
-0.0017783+0.0013978i,-0.00082231+0.00039984i,0.0004475+0.00016372i,0.0016538+0.00038916i,0.0013489+0.00012379i,0.00011778-0.00086741i,-0.00072262-0.00098067i,-0.00012988+3.5293e-05i,0.00070173+0.00055158i,0.00098081+0.00010806i,0.0014282-0.00040405i,0.0005552-0.0010138i,-0.00063382-0.001052i,-0.00012901-0.00063219i,0.00018939-7.0027e-05i,-0.00071874+0.00041137i,-0.00031324+0.0005007i,0.00010976+0.00050473i,0.00013239-2.5696e-05i,0.00062001-0.00020142i,0.00076244+3.2877e-05i,0.000593+0.00027112i,2.6778e-05+0.00042602i
-0.00049998+0.00029982i,-0.000602+0.00056106i,0.00022217+0.00053184i,0.0011281+0.00024043i,0.0012343-0.00091258i,0.00062822-0.0015497i,5.243e-05-0.00042672i,0.00037695+6.4311e-05i,0.00036604-0.00031308i,-0.00048473-0.00053765i,-0.00064666-0.00049443i,-0.0003062-6.7554e-05i,-0.00073621+0.00081888i,-0.0011676+0.0009867i,-0.0012141+0.0004983i,-0.00019323+2.9054e-05i,0.00085137-0.00028782i,0.00093945-0.00041112i,0.00095763-0.00024414i,0.0006893-0.00033833i,-2.5022e-05-0.000401i,0.00049065+0.00031515i,0.00069648-5.4892e-05i
0.0011216-0.00085361i,0.00041403-0.000986i,-0.00019957-0.00075457i,-0.0004148-0.0013861i,-0.0015002-0.0018721i,-0.001292-0.0010427i,-0.00010422-0.00014627i,0.00043461-0.00010461i,0.00081285-0.00034275i,0.0011426-0.00055252i,0.00095873-0.00032105i,-3.4114e-06-0.00059837i,-0.0011687-0.00066813i,-0.0012145+0.00034439i,-0.0005949+0.0006142i,-0.00025161-0.00016556i,-0.00030557+0.00013074i,-0.00052179+0.00089519i,0.0004759+0.00031821i,0.0011787-0.00022419i,0.00024276+8.0535e-05i,-0.00043356-0.00013269i,0.00047488-0.00035977i
-0.00039964-0.00069508i,0.00041671-0.00049417i,-0.0001967-0.00033195i,0.00064804-0.00088414i,0.0011329-0.00061588i,0.00098088-0.00061662i,0.000726-0.0006017i,0.00044809-0.00039525i,0.00043947-0.00050109i,0.00040769-0.000148i,0.00016358+0.00046067i,0.00045249+0.00049305i,0.00094249+9.8541e-06i,0.00027773+0.00035132i,0.0001119+3.5443e-05i,0.0004887-0.00041995i,-0.0002456+9.9267e-06i,-0.00046783-2.0129e-05i,-0.0001757+0.00037381i,3.9596e-05+0.00052791i,9.9643e-06+0.00036166i,0.00038012-0.00015298i,0.00084275-0.00036448i
-0.001002-0.002391i,-0.0022123-0.0013953i,-0.0019184-0.00076298i,-0.0013107+0.00013829i,-0.0012037+0.00017015i,-0.00053776-3.5562e-05i,0.00026076-6.0326e-05i,0.00055053+0.00013933i,0.00059323+0.00030757i,0.00099025-9.8262e-05i,0.0010453+5.6172e-05i,0.00055248+0.00078079i,0.0003563+0.00067197i,0.00025164-3.3746e-05i,0.00010713-0.00025399i,-0.00024948-0.00031706i,-0.00074809-0.0002831i,-0.0004625+0.00034279i,0.00010895+0.00099396i,0.000442+0.00024689i,0.00019093-0.0011813i,-0.00034843-0.00087713i,-0.00037426-0.00058513i
0.00087553-0.00098791i,-0.00014757-0.0013077i,0.00032483-0.0018318i,0.0013861-0.0023649i,0.0012096-0.0020395i,0.00028334-0.0012726i,-0.00038843-0.00058722i,-0.00020778+0.00027741i,0.00046145+0.00046259i,0.0009502-0.00048408i,0.0011481-0.00083794i,0.00094761-0.000439i,0.00022198-0.00090799i,-5.8505e-05-0.0018837i,0.00021181-0.0018137i,-0.0002149-0.001488i,-0.00049929-0.0015449i,-0.00041169-0.0011309i,-0.00042259-0.00071639i,0.00037072-0.000168i,0.0006715+0.00058482i,0.00069048+0.00039647i,0.00053707-0.00012179i
0.00029394+0.00075i,0.00015765+0.0006289i,0.0013552+0.00083664i,0.0025393+0.00071137i,0.0017575-0.00014963i,0.0006874-0.0012007i,0.0001248-0.0011778i,0.0012277-0.0006684i,0.0018219-0.00028461i,0.00051633+8.0171e-06i,-0.00033791-0.00011882i,3.3953e-05-0.00018946i,8.4251e-05-0.00080317i,1.986e-05-0.00070639i,6.0502e-05-0.00036854i,0.00021113-0.00048701i,-3.9385e-05-0.00044673i,-3.9346e-05-0.00052001i,0.00028591-0.00033103i,-3.4185e-05+0.00043129i,-0.00063978+0.00047158i,-0.00064453-0.00026737i,2.9302e-05-0.00044951i
0.00012819-0.0022905i,0.00023214-0.0021332i,-0.00097888-0.0020229i,-0.0021821-0.001308i,-0.0022983-0.0007918i,-0.0016714+0.00011057i,-0.0008748+0.00051183i,-6.4252e-05-0.00062302i,0.00017959-0.0011496i,-3.4357e-05-0.00033828i,-0.00042242+0.00033651i,-0.0004466+0.00078002i,0.00016473+0.00043705i,-0.00034572+0.00014996i,-0.0013575+0.00066073i,-0.001007+0.00093385i,-2.8696e-05+0.00052965i,-0.00013985+0.00030253i,-4.326e-06+0.00045237i,-0.00032646+0.00021245i,-0.00034852+0.00028089i,0.00023001+0.00086811i,0.00038793+0.00047312i
0.0038469+0.002656i,0.0029908+0.0024465i,0.0035052+0.0011708i,0.0041357-0.00081912i,0.003706-0.0025642i,0.0019279-0.002924i,0.00072667-0.0014955i,0.0007795+9.2199e-05i,0.0008007+0.00043844i,0.00057269+0.0006738i,0.0010799+0.00037171i,0.00062897-0.00031555i,0.00047629-0.001294i,0.00089533-0.0011466i,0.00060642-0.00045572i,0.00090668-3.5366e-05i,0.00091781-0.00038391i,0.0006682+3.95e-07i,0.00071822-2.5258e-05i,0.00040415-0.00094575i,0.00079391-0.0005671i,0.0010607-0.0001354i,0.00028659+1.6717e-05i
0.0026823-0.00010309i,0.0019053-0.00022516i,0.002133-0.00055589i,0.0021142-0.0016699i,0.00092698-0.0020631i,0.0001554-0.00096172i,-7.7854e-05-0.00010089i,0.00064085-0.00052278i,0.0016281-0.00076093i,0.0014141-0.00092763i,0.00092827-0.0012326i,-3.2805e-05-0.00025308i,-0.0014065+0.0003882i,-0.0013312+0.00044697i,-0.00073456+0.00010573i,-0.00019292-0.0005305i,-0.00010169-0.00085698i,-0.00041999-0.0012395i,-0.00024969-0.00068023i,0.00038921-6.9747e-05i,0.00057307-0.00063392i,-0.00032737-0.0011295i,-0.0010714+6.9817e-05i
0.00088624+0.0015005i,0.0015645+0.00060621i,0.0030687-0.00030188i,0.0031712-0.0015736i,0.0020205-0.0025523i,0.00063504-0.0021109i,-0.00018549-0.00097074i,-0.00046625-0.0003391i,0.00048914-0.00072266i,0.0019484-0.0010375i,0.0017103-0.00060101i,0.00095437-0.00055478i,0.00050073-0.00072093i,0.00049884-0.00033059i,0.00063097-0.00042292i,0.00067647-0.00073993i,0.0013034-0.00018565i,0.00073468+7.4625e-05i,-0.00051188+0.00015935i,-0.00011654+0.00014673i,0.0006148+0.00088827i,0.00059439+0.0015644i,0.00029815+0.00090535i
-0.00042549-0.00023344i,-0.00037846+0.00049336i,-0.00076685+0.00088543i,-0.00048018+0.0010948i,0.00022936+0.0010222i,0.000906-0.00031483i,0.0010179-4.8149e-05i,0.0013056-1.2938e-05i,0.00095888-0.00068122i,0.00034423-0.00054487i,0.00027421+8.2026e-05i,-9.5695e-05+0.00027428i,-0.0002234+6.8185e-05i,-3.312e-05+0.00013508i,-0.00023877-0.00039398i,-0.0007159-0.00046331i,-0.00092719+6.5301e-05i,-0.00075366-0.00015414i,-0.00044542-0.00016053i,0.00032815+0.00056498i,0.0002863+0.00048733i,4.8116e-05-0.0006454i,-8.8555e-05-0.00094852i
0.001217+0.0012438i,0.0016821+0.001482i,0.0022553+0.00083013i,0.0024768-0.00064786i,0.0021773-0.0021331i,0.00064891-0.0015232i,-0.00029509-1.3644e-05i,3.6908e-05+0.00052097i,0.00046069+0.00014591i,0.00091925-0.00010472i,0.00078012-0.00011687i,0.00067857+0.00011685i,0.00048778+3.141e-05i,-2.1382e-05-0.00030124i,-0.000254-0.00065673i,1.499e-05-0.00060698i,0.00030354-0.0008113i,0.0001518-0.00020719i,-0.00022601+0.0002544i,-0.00028345-0.00035321i,0.00032431-0.00045593i,0.00016452-0.00074927i,-0.00050384-0.00061616i
-0.0028535+5.6697e-06i,-0.0022084-0.00028001i,-0.0014527-0.00066033i,-0.00067148-0.00016449i,-0.00019093-0.00067714i,0.0003388-0.0010528i,0.00026617-0.0010032i,0.00031641-0.0005634i,0.0011084-0.0003118i,0.00073797+0.00043112i,0.0003297+0.0010513i,0.00052146+0.0010471i,0.00060817+0.00030967i,0.0011558-0.00021164i,0.00095891-7.8127e-05i,0.00018403-0.00019322i,-0.00059336+9.5265e-05i,-0.0011605-0.000112i,-0.00043536+3.9108e-05i,0.00023248+0.0010296i,0.00015948+0.00068076i,0.0001756+2.6813e-05i,-0.00038405+0.00078251i
