-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
-0.00016338+0.0014012i,0.0017406+0.00092677i,0.0029006-0.00056149i,0.00084237-0.0010815i,-0.00076848-0.0011074i,-0.00056534-0.00034313i,-0.00059817+0.00069556i,-8.2666e-06+0.0010955i,0.00020563+0.0005573i,-0.00019567+0.00035049i,-0.00031615+0.00053969i,9.4405e-05+4.1733e-05i,0.00037769+0.00029318i,-0.00063427+1.1272e-05i,-0.0012058+6.2537e-05i,-0.00095191+0.00060787i,-0.00047078+0.00086174i,0.00010951+0.00075897i,0.00056955+0.00062549i,0.00066043+0.00061767i,0.00046326+0.00060756i,0.00057699+0.00019365i,0.00072363+0.00058337i
0.0013217-0.0015216i,0.0013691-0.00084665i,0.0010272-0.00051782i,0.00067626-0.0007996i,0.00048792-1.5183e-05i,-0.00010665+0.00061035i,-0.0013635+0.00033637i,-0.0015036+0.00052426i,-0.00047484+0.00063848i,4.7806e-05-0.00010719i,0.00027438-0.00016588i,-0.00071367+0.00043133i,-0.0013133+0.00053688i,-0.00061433+4.1669e-05i,0.00037969-6.8555e-05i,0.00067717+0.00030558i,-0.00011082+0.0002948i,-6.068e-05+0.00028102i,0.00035794+5.8519e-05i,0.00029792+8.3727e-05i,0.00076165+0.00023977i,0.00065086+0.00025818i,3.7182e-05+0.0011399i
-0.00027339+0.0012999i,0.00012833-0.0004582i,0.00016075-0.00092954i,-0.00022491-0.00020926i,-0.00073669+0.00014872i,-0.00078519-0.00062819i,-0.00056169-0.00095269i,-0.0016034+0.00061885i,-0.0015346+0.0014797i,-0.00057421+0.00067979i,-0.00072665-3.9966e-06i,-0.0010298-0.00026271i,-0.0004008-0.00089266i,-3.1946e-05-0.00052576i,-0.00070245-0.000129i,-0.0011104-0.00074655i,-0.0013559-0.00070305i,-0.00054363+0.00028637i,0.00024263+0.00072004i,0.00043053+0.00060453i,0.00034957+0.00073045i,0.00038939+0.00085549i,0.00041494+0.00056324i
0.00046107+0.00055017i,0.001307+0.0014433i,0.0013854+0.00079531i,0.00059587-0.00099204i,-0.0012445-0.0012596i,-0.0025327-0.00056724i,-0.0022186+0.00031875i,-0.0010443+0.00095157i,-0.00031226+0.00064973i,-0.00043612+0.0004717i,-0.00045291+0.00053126i,-0.00037921+0.00041118i,-0.0012738+0.00054729i,-0.0014011+0.00092417i,-0.00043621+0.00088353i,-0.00051315+0.00023736i,-0.00057872-0.00037792i,3.2766e-05-0.00070141i,3.147e-06-0.00052325i,0.00038535-0.00035858i,0.00084965-0.00049628i,0.00054953-1.1305e-05i,-0.00041241+0.00039766i
-0.00062815+0.00017675i,-0.0003537+8.2041e-05i,-0.0001403+0.00034638i,0.00019432+0.00089246i,0.00019591+0.0011428i,-0.00016358+0.0016498i,-0.00037144+0.0015744i,-0.00059867+0.0013526i,-6.5625e-05+0.00082163i,-0.00017457+6.469e-05i,-0.00030125-0.00030403i,0.00071113-0.00065652i,0.0008244-0.00085131i,0.000493-0.00080047i,0.00082493-0.0007475i,0.00085531-0.00032572i,0.00085803+0.00042846i,0.00059418+0.00066685i,-0.00016437+0.00050793i,0.00017144-9.0599e-05i,0.00019329-0.00041714i,-0.0010744-8.8621e-05i,-0.00086008-0.00020675i
0.001061-0.00054507i,0.0010034-0.00041672i,0.00098744-6.1279e-05i,-0.0002111-0.00055822i,-0.00099368-0.0011375i,-0.0010606-0.00079433i,-0.0016446+3.7211e-05i,-0.0015456+0.00057536i,-0.00094559+0.0003104i,-0.0011026+4.4057e-05i,-0.0012879+2.5116e-05i,-0.00096482+0.00043741i,-0.00032349+0.00042025i,0.00036969+6.6894e-05i,-3.756e-05+0.00014208i,-0.00045068-0.00015142i,0.00016052-0.00054264i,0.00071307-0.00010756i,0.00066959-8.1892e-06i,0.00087192+3.01e-05i,0.00074577-4.7897e-05i,-0.00052696-0.00033789i,-0.0016467-0.00031684i
0.001244-0.00059883i,0.0011951-0.00018742i,7.7795e-05-0.00018731i,-0.00032731-0.00068455i,-0.00097513-0.00044104i,-0.001537+0.00064965i,-0.0014861+0.00062664i,-0.00083352+0.00020592i,8.4278e-06-0.00013034i,-0.00010318-1.4756e-05i,-0.00024051-0.00023539i,-0.00012091-0.00039206i,0.00018371-1.4947e-05i,0.0003005-1.388e-05i,-0.00021669+7.9763e-05i,-0.0007887+0.00051602i,-0.00026324+0.00012628i,-0.00010499-0.00016021i,-8.5362e-05-0.00025453i,0.00023313-0.00059612i,1.1529e-05-0.00028767i,-0.00034895-0.00033224i,-0.0005535+0.0003089i
0.0014219-0.001568i,0.00079588-0.0015274i,0.00015173-0.0015597i,0.00034261-0.0012432i,-0.00038487-0.00027166i,-0.0012106+0.00011253i,-0.00079019+0.0001106i,-0.00043764+0.00049731i,-0.00058903-0.00011486i,4.5148e-06-0.00056618i,0.00089625-0.00022805i,0.0003382-1.6945e-05i,-2.8912e-05+0.00095184i,0.00037969+0.00083143i,8.6685e-05-3.3473e-06i,-0.00031757+0.00017421i,-0.00023625-6.0281e-05i,-0.00026079-0.00036351i,-5.1398e-06-7.2064e-05i,0.00042459-0.0001891i,0.00087468+9.065e-05i,0.00063309+0.00029114i,0.00048295+0.0004862i
0.0014247-0.0025747i,0.00057601-0.0020932i,-0.00033609-0.00061158i,-0.0003366+0.00016771i,-0.00031985+0.00033694i,-0.0012951+0.00090976i,-0.0016129+0.00090488i,-0.0005008+0.00065823i,3.3388e-05+0.00048174i,-0.00088735-9.7782e-06i,-0.00063149-0.00038325i,0.00010344-0.00022145i,-0.00018549+0.00076511i,-0.0011641+0.0010951i,-0.0013131+0.00042196i,-0.00061503+0.00037387i,-0.00029023+0.0002077i,-0.00036064-0.00013189i,5.5509e-05+0.00027397i,-0.00023478+0.0012061i,-0.00015453+0.001062i,0.00010869-0.00011836i,-0.00012911-0.0002569i
4.1861e-05+0.0011363i,9.4886e-07+0.00069147i,0.00057317-0.00039606i,0.00022221-0.0011821i,-0.00067329-0.0011922i,-0.0014079-0.0011655i,-0.0012421-0.00082525i,-0.00059706-0.00044531i,0.00022416-0.00030926i,0.00021492-0.00034531i,-0.00012428-0.00058668i,0.00022552-0.00042969i,0.00023892-6.9815e-05i,0.00044634-0.00016779i,0.00073021-0.00067962i,0.00048624-0.00055611i,0.00026817+0.00064486i,5.1396e-06+0.0011414i,-0.00027013+0.00062601i,-0.00072555-7.3039e-05i,-0.00045046-0.00068637i,-1.7208e-06-0.00072586i,1.405e-06-0.0003202i
0.0010921+0.00039299i,0.0015441-0.00024338i,0.0012085-0.00056017i,0.00063926+0.00043102i,-7.627e-05+0.00046353i,-0.00076406+0.00065437i,-0.00089694+0.0010977i,-0.0003493+0.0010353i,-4.8084e-05+0.00070211i,1.6556e-05-0.00039699i,-5.99e-05-0.00026533i,-0.00059916+0.00057971i,-0.00036562+0.00064444i,-0.00078304+0.00091218i,-0.00090575+0.00076169i,-0.00038208+0.00029792i,-0.00053609+0.00024788i,-0.00088212+0.00054029i,-0.0011354+0.00079731i,-0.00028339+0.00079821i,0.00014769+0.00010807i,0.00010961-0.00063728i,0.00044791-0.00091774i
0.0019566-0.0014294i,0.0013085-0.0001717i,0.00051013+0.00024047i,0.00022782+0.0001919i,-0.00036661+0.00023833i,-0.00042505+0.00054952i,-0.00056939-4.7099e-05i,-0.00077595-0.00011011i,-0.00070063+0.0003344i,-0.00084512+0.00020703i,-0.00059999+9.7654e-05i,-0.00071483-8.9013e-05i,-0.00081773-0.00012662i,-0.00028634+0.00096711i,8.2468e-05+0.0016282i,0.00056193+0.00053396i,0.000903-7.3064e-05i,0.001157+7.7614e-05i,0.0014405+0.00048268i,0.00093952+0.00051671i,0.00069484+0.00055797i,0.00022581+0.00073234i,-0.00020355+0.00029016i
0.00079295+0.00011168i,0.0016114-0.0001093i,0.00075566-0.00046385i,-0.00026946-0.00022438i,-0.0005834-0.00013969i,-0.00099154-0.00032922i,-0.00093767+5.3725e-06i,-0.00036768+0.00016542i,-0.00041174+0.00045394i,-0.00017222-0.00017252i,-0.00017626-0.0014148i,-0.00092884-0.00094282i,-0.0013178-5.8718e-05i,-0.0012323+0.0010124i,-0.0010621+0.0012478i,-7.8535e-05+0.00046022i,0.00010143+0.0004622i,-0.00061667+0.00038084i,0.00024047+0.00015988i,0.00069202+0.00046576i,0.00046368+0.00036559i,0.00085865+0.00017124i,0.00092805+5.6597e-05i
0.00022099+0.0026798i,0.0002009+0.0017989i,-2.6683e-05-7.6158e-05i,0.00071807-0.00064498i,0.0012721-0.00037441i,-0.00046522-0.00061038i,-0.0016856-0.00031921i,-0.00078726+0.00039808i,-0.00010579+0.00037745i,-0.00016091+0.00021822i,-0.00011131-0.00012622i,-0.00061544-0.00024742i,-0.0009607+0.00010189i,-0.00024069+0.00048484i,-4.4517e-05-8.4727e-05i,0.00011533-0.00087351i,0.00033564-0.00079224i,0.00055584-0.00081223i,0.00062994-0.00076007i,-0.0001062-0.00044396i,-0.00065094-0.00073046i,0.00016049-0.00028355i,0.00073337-2.997e-05i
-0.00023662-0.00025609i,-0.00041553+0.00039617i,-0.00023678+0.00066143i,-0.00020055+0.00030653i,-0.00084421+0.00037116i,-0.00081331+0.00026306i,-0.00014189+0.00010355i,-0.00047133+0.00066917i,-0.00016814+0.0011438i,0.00097233+0.0011671i,0.00081482+0.00079436i,-0.00031287+0.00023632i,-0.00054709-5.2831e-06i,0.00063887+2.0321e-05i,0.0010695+0.00071789i,0.00065738+0.001159i,0.00051014+0.0011997i,0.00043653+0.001124i,0.00041241+0.0014365i,-5.3354e-05+0.0011722i,-0.0006019+0.00050967i,-0.00088417-1.3126e-05i,-0.00092391-0.00041134i
0.00045821+0.0010193i,0.0010985+0.00074948i,0.0014228+0.00021408i,0.0013796+5.3684e-05i,0.0004203-4.1827e-05i,-0.00040726-8.5679e-05i,-0.00088752+0.00050651i,-0.00097166+0.001264i,-0.00019223+0.00086157i,0.00056702+0.00038022i,0.00061625+0.00052958i,0.00042134+0.00035067i,-0.00042652+0.00012958i,-0.0013909-1.6496e-05i,-0.0012754+0.00048551i,0.00017929+0.00094666i,0.00043758+0.00076229i,-0.00067442+0.0011605i,-0.001024+0.0011308i,-0.00049842+0.00089243i,-0.00086394+0.00052475i,-0.00085165+0.00010617i,0.00023814-0.00016772i
0.00018658-0.00026415i,0.0002736-3.6495e-05i,0.00023964+0.00028671i,-0.00010217+0.00028011i,-0.001156+0.0005848i,-0.0013004+0.0010401i,-0.00065202+0.00078726i,-0.0011295+0.00067321i,-0.001633+0.00091634i,-0.0014448+0.00077814i,-0.00052466-1.7265e-05i,-0.00020965-0.00048522i,-9.4515e-05-0.00033233i,0.00044058+5.0657e-05i,0.00054075+0.00037497i,-3.0191e-05+0.00025738i,-0.00076219+0.00010479i,-0.00079004-0.00019034i,-0.00075215-0.00031394i,-0.00065276+0.00032482i,-0.00036007+0.00080067i,-8.9702e-05+0.001038i,0.00022637+0.00061897i
-0.00091906-0.0016253i,0.00018993-0.00081346i,0.0002095-0.00068575i,-0.00039057-0.00076584i,-0.00043471-0.00037179i,-0.00046471+5.4103e-05i,-0.00074364-0.00048782i,-0.00072107-0.00067515i,-0.00054434-0.00045094i,-1.0338e-05-0.00068108i,-2.1256e-05-0.0001444i,9.6606e-05+0.00028996i,5.7911e-05+0.00046525i,-0.00023105+0.00088714i,-5.0683e-06+0.0010987i,1.7958e-05+0.00054756i,0.00014372-4.2205e-05i,-0.00037556+0.0004064i,-0.00096671+0.0011328i,-0.00097618+0.00093892i,-0.00023936+0.00052687i,0.00022103+0.000693i,-9.0565e-05+0.00074611i
0.0014684+0.0008539i,0.001827+0.00064898i,0.0018163+0.00028483i,0.00027234-0.00045274i,-0.00012438-0.00037167i,-0.00023193-0.00016296i,-0.00065333+0.00057453i,-0.00054372+0.0017381i,-0.0005155+0.0011801i,-0.00088227-0.00027369i,-0.001188-0.00073582i,-0.0015789-0.00061215i,-0.0020028-0.00089845i,-0.0019574-0.0011759i,-0.0011855-0.00075392i,-0.00058179-0.00025915i,-0.00073339-0.00026288i,-0.00075145-0.00020787i,-0.00052113+0.00030713i,-0.00027495+0.00091702i,-1.0115e-05+0.00064878i,0.00035012+3.2173e-05i,5.4851e-06-0.00041443i
-0.00026334-0.0014867i,-0.00058626-0.00061909i,-0.00097994+0.0003262i,-0.0015931+0.0001957i,-0.0013924+0.00029428i,-0.00017619+0.0012209i,-0.00053499+0.0013187i,-0.00095922+0.00062578i,-0.00073811-1.2687e-05i,-0.00071627-9.336e-05i,-0.00033391+5.5975e-05i,0.00015845-0.00028318i,0.00080329-0.00052331i,0.0010312-0.00030616i,0.0009277+0.00017286i,0.0010368-0.00027961i,0.0010285-0.00011173i,0.0006286+0.00049097i,-7.7788e-05+5.6356e-05i,-0.0001919-8.8227e-05i,6.2118e-06+0.00027448i,-0.00014064+0.00031469i,-0.00017082+0.00073134i
0.00043017+0.0006071i,0.0014382+9.4354e-05i,0.0019897-0.0010665i,0.0010036-0.0014397i,-0.00015433-0.00070444i,-0.0011794+6.9312e-05i,-0.0018203+0.00052072i,-0.00090174-6.4942e-05i,-0.0001043-0.00039889i,-3.0324e-05-0.00057201i,-9.7689e-05-0.00064154i,-0.00020886-0.00046054i,-0.00018682-0.00021779i,-0.0004843+0.00011472i,-0.0006492+8.151e-05i,-0.00058208-0.00022648i,0.00015745+0.00013706i,0.00047521+0.0008137i,0.00032392+0.00034165i,-7.1587e-05-0.00029035i,-0.00070376-0.00020157i,-0.00084536-0.00031598i,-0.0002805-0.00062485i
0.0029982+0.0017298i,0.0032091+0.0012301i,0.0025331+0.00033354i,0.00093589-0.00037596i,-0.00024085-0.00063098i,-0.00088205+9.3408e-05i,-0.0011268+0.00044117i,-0.0011738+0.00082875i,-0.0006763+0.00081594i,-0.0003472+0.00014328i,-8.9776e-06-0.00034979i,0.0004437-0.00028562i,1.558e-05+7.1554e-05i,-0.00069546+0.00091924i,-0.00052508+0.0013811i,8.3821e-05+0.0015038i,8.7146e-05+0.0011925i,-6.7616e-05+0.00087436i,-9.0348e-05+0.00025245i,2.9902e-05-0.0006363i,5.6506e-05-0.00062414i,0.00051806-0.00091529i,0.00021342-0.0011244i
0.0020414+0.0012077i,0.0017911-0.0014425i,0.0014193-0.0030814i,0.0010586-0.0023859i,0.00052481-0.0018975i,-0.00038825-0.0015326i,-0.0017468+8.7081e-05i,-0.0018309+0.00046968i,-0.0010767+0.00014454i,-0.00069749-0.00055098i,-0.0004837-0.00091608i,-0.00041931-0.00066988i,-0.00058425-0.00047223i,-0.0011422-7.899e-05i,-0.00098088+0.001248i,-0.00045109+0.0014696i,-0.00046379+0.0011624i,-0.00078818+0.0015801i,-0.00081371+0.0015821i,-0.00030616+0.00079643i,-0.00025473+0.00061914i,-0.00083838+0.00019527i,-0.00086136-0.00022154i
0.0011086-0.00086915i,0.00061423-0.00052656i,-0.00075214-0.0010584i,-0.0016643-0.0012406i,-0.00093547+0.00011957i,-0.00066914+0.001152i,4.3374e-05+0.00091624i,0.00014734+0.00054467i,-0.00052774+0.00064074i,-0.00052872+0.00043613i,0.00030595+0.00065873i,0.00085537+0.0013325i,0.00065601+0.00086916i,0.00038195+0.00067166i,0.00063275+0.00029753i,0.00046057-5.8963e-05i,-2.2076e-05-2.2631e-05i,5.8113e-05-0.00017837i,0.00036568-0.00050888i,0.00020937-0.0002057i,-0.00050722+0.00030591i,-0.00052493-8.5734e-05i,-0.0001133-3.0808e-05i
-0.0010788+0.0028199i,2.35e-05+0.003196i,0.0018266+0.0027307i,0.0025763+0.0012822i,0.0021762-0.0001507i,0.00069169-0.00024748i,-0.00057378+0.00037783i,-0.00080974+0.00050804i,-0.00032018+0.00048141i,4.0177e-05-0.00019204i,-8.8638e-05-0.00082522i,-0.00064266-0.0011061i,-0.00045017-0.00061279i,-0.00045387+0.00015602i,-0.001357-0.00020815i,-0.0014707-0.00035707i,-0.00026935-0.00015138i,-0.00017373+0.00088656i,-0.00064065+0.00098727i,-0.00068594+0.00049611i,-0.00076429-0.0003133i,-8.6252e-05-0.00035792i,2.0639e-05+0.00051718i
6.4668e-05-3.0064e-05i,0.00068609+0.00038017i,0.0013687-0.00010095i,0.0011496-0.00064919i,0.00023722-0.00024654i,-0.00061163-4.9244e-05i,-0.0015516+0.00054914i,-0.0018642+0.0012774i,-0.001151+0.0016237i,-0.00060359+0.00053997i,-0.00027701-0.00048162i,-0.00062165-0.000811i,-0.00083639-0.00096981i,-6.7623e-05-0.00041505i,-2.2443e-05+0.00033279i,-0.0011549+0.00073924i,-0.0012298+0.0004028i,-0.00038463+0.00053302i,0.00033807+0.00053043i,0.00040458+0.00062413i,0.00027445+0.00072978i,0.00052277+0.00033064i,0.00098506+0.00021858i
-0.00010793-0.0008803i,0.00088569-0.00091925i,0.0014143-0.00050842i,0.00029339-6.5016e-05i,-0.00050869-0.00067501i,-0.00077872-0.0012625i,-0.0010601-0.0011767i,-0.00065689-0.00055281i,-0.00023599-0.00010419i,-0.00028774-0.00061449i,-0.0011032-0.00085143i,-0.0012928-0.00099151i,-0.00057924-0.00053765i,-0.00073337+0.00014978i,-0.001145+0.00061073i,-0.00082182+0.00047478i,-2.1338e-05+0.00024745i,4.4539e-05+0.00059752i,-0.00038862+0.0004645i,-0.0003368+0.00058659i,-0.00024072+0.00086008i,-3.8282e-05+0.00050324i,-4.0897e-05+1.0131e-06i
-0.00091389-0.002145i,-0.0020956-0.00021435i,-0.0017836-0.00030008i,-0.0011568-0.00084044i,-0.00050008-9.2552e-06i,-0.00031682+0.00088962i,-0.00085529+0.001077i,-0.0012754+0.00069636i,-0.00080035+0.00010168i,0.00064806+0.00017538i,0.00060168+0.00064114i,0.00013023+0.00089982i,0.00063502+0.0005833i,0.00069301+0.00030037i,0.00028635+0.00028498i,-4.8955e-05+0.0001404i,-0.00060112+3.0819e-05i,-0.00075123+0.00053984i,-2.1157e-05+0.00052756i,0.00045264+6.7393e-05i,0.00061339+0.0001829i,0.00086623+0.00084435i,0.00048402+0.0010021i
0.00048469+0.0001602i,0.00068753+0.0010452i,0.00041447+0.0005557i,0.00014344-0.00051035i,-2.2968e-05-0.00022634i,-0.00048316-0.00045379i,-0.00035806-0.00017518i,0.00015101+0.00096638i,9.3435e-05+0.0011998i,-0.0011489+0.0008112i,-0.0013887+0.00016482i,-0.00037571-0.00037418i,-0.00032382-0.00030929i,-0.00034021+0.00028458i,0.00032486+0.0010908i,-1.2101e-05+0.00067408i,-0.00092001-0.00057855i,-0.0013391-0.00084232i,-0.0014635-0.00060403i,-0.00055843-0.00034427i,-0.00015443+0.00014847i,-0.00060289+0.00025322i,-0.00060428-0.00013371i
-5.1678e-05+0.0021137i,1.6749e-05+0.0021811i,0.00080589+0.00087433i,0.00098092-0.00020794i,0.00053865-0.00097839i,-0.00086156-0.00093946i,-0.001526-0.00047615i,-0.00091754+0.00055047i,-0.00031595+0.0011588i,-0.00073659+0.00017614i,-0.00080318-0.00027632i,-0.00031018+4.5705e-05i,-0.00015881-0.00012054i,-0.00052407-2.7085e-05i,-0.00047641+0.00036927i,-0.00052846+0.00081004i,-0.00050798+0.00099273i,-9.8176e-05+0.00056119i,0.00031459-0.00020469i,0.00083129+2.6941e-05i,0.00011345+0.00033285i,-0.00054966-0.00027435i,-0.00061181-0.00043842i
0.00053462+0.00024838i,0.00020324+0.00091053i,0.00125+0.0003368i,0.0016501-0.0006524i,0.00060661-0.00035738i,-0.0002102-0.0001056i,-0.00063523+0.0004901i,-0.00089055+0.0011566i,-0.00065329+0.00080827i,-0.00027774-0.00022188i,-0.00049939-0.000514i,-0.00045176-0.00037874i,0.00087767-0.00035835i,0.00068004+0.00032526i,-0.00026482+0.00031162i,-9.7064e-05+4.2012e-05i,-0.00018275-0.00039255i,-0.00054022-0.00050819i,-0.00047669-0.00064161i,-0.00014913-0.00033545i,-0.00011956+0.00042191i,-0.00038005+8.2084e-05i,-0.00058243-0.00046083i
-0.00058209+0.0014315i,0.00014463+0.00073272i,5.2193e-05+0.0013018i,0.00040058+0.000731i,0.00069637-0.00025809i,-0.0004845-0.00017647i,-0.0021443-0.00031884i,-0.0020772-0.00038238i,-0.0009099-0.00050517i,-0.00010021-0.00098608i,-0.00041794-0.00062283i,-0.00085953-4.4819e-05i,-0.00090552-0.00060382i,-0.0010271-0.00089351i,-0.00071329-0.00034052i,0.0001682-0.00053006i,0.00069907-0.00090752i,0.00017022-0.00048259i,-0.00051043-0.00053001i,-0.00077625-0.00046777i,-0.00054376-0.00058431i,-0.00018361-0.00028631i,2.4201e-06+0.00028928i
0.0018777+0.00036485i,0.0013471+0.00049205i,0.0011411-0.0002323i,0.00082064-0.0002786i,-0.00076265+0.00073991i,-0.0024119+0.0017058i,-0.0017642+0.0016196i,-0.00074437+0.0011915i,-0.00076484+0.00064956i,-0.00031085+0.000142i,-9.8463e-05-0.00029029i,-1.5471e-05-0.0010019i,0.00028132-0.00018689i,8.2951e-05+0.00024819i,0.0011391-2.2116e-05i,0.0015927-0.00016393i,0.0002671-0.00021157i,0.00016295-0.00048432i,0.00069065-0.00055692i,2.3441e-05-0.00048381i,-0.00021312-0.00082881i,-2.1477e-06-0.0011719i,-0.00038132-5.1123e-05i
0.00072886+0.0012298i,-7.9677e-05+0.0020345i,0.00050752+0.00099639i,0.00013973-0.00019849i,-0.0003968-0.00093823i,-0.0013641-0.00067251i,-0.0018369+0.00010341i,-0.00080732+0.00092625i,0.00023091+0.00072991i,2.274e-05+0.00017624i,-0.00020285+0.00081574i,0.00010135+0.0007921i,-0.00025197-0.00042974i,-0.00071416-0.00058658i,-0.0004078+0.00092917i,-0.00011498+0.0016188i,-3.6498e-05+0.0010894i,0.00014486+0.0010211i,0.00065038+0.00096526i,0.000851+0.00061573i,0.00076094+0.0010759i,0.00044341+0.0010534i,-0.00060004+0.00093335i
0.00013586-0.00066213i,0.00023769-0.0010682i,-0.00028547-0.0010156i,0.00010061-0.00077994i,-0.00034649-0.00030052i,-0.00041321-0.00012351i,-0.00037744-0.00059501i,-0.00014679+0.00029633i,0.00054854+0.00089638i,0.00058131+0.00094299i,0.00037092+0.00057711i,0.0007223+5.3552e-05i,0.00032679+0.0006021i,-0.00048178+0.0014905i,-0.00090841+0.0017337i,-0.00077476+0.0011463i,0.00058289+0.00085949i,0.00085122+0.00077619i,0.00081912+0.00040298i,0.00056188-3.854e-05i,-0.00054819+0.00040515i,-0.00074733+0.00038602i,-0.00023353+0.00014089i
0.0022418-0.0007029i,0.0019189-0.00075683i,0.00091986-0.0012319i,0.00013554-0.0010593i,-0.0010493-0.00069375i,-0.0023391+6.1268e-05i,-0.0025456+0.00051478i,-0.0013926+0.00028278i,-8.219e-05+0.0006854i,0.00012325+0.00083861i,-0.00060907-0.00027409i,-0.0011176-0.0010793i,-0.00083956-0.00070852i,-0.00069395-0.00015421i,-0.0012045-2.7631e-05i,-0.0010761-0.0001233i,-0.00034238-1.9129e-05i,-0.00023733+4.4259e-05i,-0.00064084+0.00014419i,-0.00057175+0.00018216i,0.000189+0.00044674i,0.00021414+0.00079163i,0.00041946+0.00040383i
0.0011458+0.00033281i,0.0010138+6.6057e-05i,0.001274-0.00054215i,0.00037755-0.0014851i,-0.0018002-0.0013671i,-0.0028038+0.00055257i,-0.0025333+0.0016654i,-0.0013232+0.0012165i,1.998e-05+0.0004505i,4.5727e-05+0.00047546i,-0.00059066+0.00097934i,-0.00075509+0.00081986i,-0.00065747+0.00018476i,-0.00072135-0.00023663i,-5.0473e-05+0.00015089i,0.0004389+0.00033404i,0.00028124+0.00039527i,0.00021662+0.00066828i,0.00011672+0.00036542i,0.00013023-3.2724e-06i,0.00017721-8.1477e-05i,0.00022492-0.00010341i,5.0537e-05+0.00017009i
-0.00077883-0.00029047i,-0.0011909+0.00053449i,-0.00058775+0.00069867i,2.8953e-05+0.00026122i,5.7324e-05+7.4295e-05i,5.7519e-05+9.6487e-05i,3.1369e-05-0.00068672i,-0.00063975-0.00063338i,-0.00083687-0.00017534i,-3.5464e-05-1.524e-05i,0.00037626+0.00046452i,0.00019634+0.00051647i,0.00025019-0.00016264i,0.00066655+0.00016011i,0.0015502+0.0012244i,0.0013873+0.00078686i,0.00043181+0.00011573i,-0.00014706+0.00034972i,-0.00018312+0.0001383i,-0.00030293-0.00044999i,-0.00030027-0.00040879i,-0.0004759+0.00043585i,-0.00032773+0.0012036i
0.0024342+0.00020969i,0.0017239-0.00026181i,0.0012906-0.00038776i,-2.2772e-05-0.00030027i,-0.0013643-0.00068443i,-0.0011934-8.6289e-05i,-0.0015781+0.00023501i,-0.0011674-6.4739e-05i,-0.00046316-1.5033e-05i,-0.00054736-4.0145e-05i,-0.0010862-0.00030484i,-0.00078633+9.9412e-05i,-0.00026948+0.00088824i,0.0004845+0.0011118i,8.1913e-05+0.00078161i,-0.00047539+8.0505e-05i,0.00018518-0.00021454i,0.00051968-6.8173e-06i,0.00032908+0.00032449i,0.00037667+0.00018839i,0.00036288-0.00030857i,7.1186e-05-0.00044578i,-0.00054903+1.3696e-05i
0.00026143+0.0017866i,0.00060737+0.0017879i,0.0010191+0.00045943i,0.0012007-0.00059665i,0.00035357-0.00045036i,-0.00028865-0.00052741i,-0.00049566-0.00023931i,-5.7085e-05+0.00031753i,0.00025317+0.0002122i,-0.00012611-6.9339e-05i,2.607e-05-0.00019343i,0.00060878-0.0005147i,0.0011698-0.00038419i,0.001674-0.00047473i,0.0013701-0.0011413i,-4.1604e-05-0.00085234i,-0.00076846-0.00020593i,-0.00062158-0.00040034i,-0.00067978-0.00037887i,-0.00033137+1.0855e-05i,0.00050042+0.00014604i,0.00078151+0.00011568i,0.00051646-2.0169e-05i
0.00084375+0.0012693i,0.00049355+0.0010719i,0.00039562+0.0003774i,7.0936e-05+3.8056e-05i,-0.0010046-0.00080199i,-0.0011371-0.00097046i,-0.00066009-3.9071e-05i,-0.00039519+0.00057679i,-0.00070115+0.00093278i,0.00018096+0.00078117i,0.00097775+0.00074227i,9.4225e-05+0.00012117i,3.3241e-05-0.00068058i,0.00028085-0.00052937i,0.00022014+0.00011633i,0.00037825+0.00030799i,0.00033588-7.4675e-05i,2.7315e-06+0.00042967i,3.6503e-05+0.0015342i,-1.3548e-05+0.00083585i,-0.00059811-3.7753e-05i,-0.0004582-0.00025444i,-8.157e-05+7.3689e-05i
-0.00013399-0.00075096i,0.00019701-0.00050439i,0.0003449-8.7758e-05i,0.00072076-0.000657i,0.00099703-0.00065132i,0.00023801+0.00023429i,-0.00059651+0.00022001i,-6.6551e-05-0.00060491i,0.00033409-0.00045625i,-0.00016069+0.00012805i,-0.00029872+0.00034469i,-0.00027403+0.00041113i,-0.00040137+0.00057455i,4.5171e-05+0.00059423i,0.00056325+0.00040356i,0.0007968-0.00020161i,0.00085867-0.00016787i,-0.00018368+0.00013457i,-0.00064627+9.3377e-05i,-0.00042194-0.00036088i,-0.00052917-0.00036482i,-0.00013636-0.00010445i,0.000269+0.00022524i
