-0.0050226-0.00015381i,-0.0047416+0.0011643i,-0.0057327+0.0034083i,-0.0046391+0.0041783i,-0.0027382+0.0026755i,-0.0011892+0.00095413i,-0.00096999+0.00074173i,-0.00066703+0.0021205i,0.00063078+0.0033598i,0.001528+0.0033023i,0.0013804+0.0018672i,0.0009976+0.00075704i,0.0012287+3.9466e-05i,0.0011783+0.000292i,0.0010461+0.00064894i,0.00057732-1.4055e-05i,0.00021364-0.0001342i,0.00021684-0.00012833i,2.6076e-05-0.00048365i,-1.9866e-05-0.00018443i,0.00023208+0.00078681i,8.3455e-05+0.00070641i,-0.000441+2.3523e-05i
-0.00024922+0.000655i,6.0785e-05+0.00095649i,0.00052796+0.0010931i,0.0018027-2.7184e-05i,0.0027095-0.0022039i,0.0019154-0.0032688i,0.0007173-0.0032683i,0.00050055-0.0018369i,0.0005928+0.00035313i,0.00076132+0.0019634i,0.0013506+0.0027435i,0.0015715+0.0020236i,0.0010901+0.0012772i,0.00080312+0.00084463i,0.00031803+2.5711e-05i,0.00044525-0.00017483i,0.00034346-0.00023663i,0.00023655+8.3869e-05i,0.0010098+0.00029642i,0.00075518+0.00059795i,4.6019e-07+0.00085695i,0.00033+0.00047021i,0.00086491-0.00022504i
0.000462-0.00028409i,0.00085126+0.00062485i,0.00047985+0.0013756i,-0.0009469+0.0026078i,-0.0021004+0.0031942i,-0.0030619+0.002154i,-0.0036503+0.00048249i,-0.0036748-0.00018444i,-0.0023606+0.00061677i,0.00046448+0.001669i,0.0022145+0.0023238i,0.0014043+0.0016593i,0.0002549+0.00054784i,0.00033563+0.00041078i,0.0011381+0.00043231i,0.001784+0.00073953i,0.0013856+0.0012867i,0.00085189+0.0010857i,0.00019276+9.0367e-05i,0.0001905-0.00032201i,0.00040506-0.00068802i,-7.4786e-05-0.0010974i,-0.00025897-0.00069157i
0.00088594-0.00040638i,0.00032166+0.00012443i,0.00014832+0.00034439i,-0.00041555+0.00088735i,-0.00085315+0.0018887i,-0.00063863+0.0022424i,-0.0011288+0.0016913i,-0.0020612+0.0016326i,-0.0016115+0.0022599i,9.2191e-05+0.002187i,0.0013619+0.00084058i,0.0010403+1.4972e-06i,-0.00015207-0.00035326i,-0.00038177-0.00068493i,-8.9697e-05-6.3465e-05i,0.00027511+0.00065146i,0.00058086+0.00040689i,-0.00017203-0.00020582i,-5.0285e-05-0.0006654i,0.00026958-1.8044e-05i,0.00016469+0.00065586i,0.00011361+0.00089319i,-0.00050832+0.00062471i
-0.0013558-0.0011011i,-0.0016572-0.00033948i,-0.0033319+0.00095483i,-0.0023448+0.0034282i,-0.0006417+0.0053408i,5.2736e-05+0.0049473i,-0.000109+0.0033893i,-0.001194+0.0029059i,-0.0016039+0.0029572i,-0.0012933+0.0021526i,-0.00026091+0.00061943i,5.9733e-05-6.6003e-05i,-0.00019339+0.00068166i,0.00027913+0.0016204i,0.00060123+0.0009601i,0.0015822+0.00014051i,0.0028492+0.00023036i,0.0019502+0.00035004i,0.00079787-1.269e-05i,0.0002312-8.2088e-05i,-0.00071825+0.00049548i,-0.0010488+0.00074502i,-0.0010476+0.00033741i
-0.0003011-0.0023717i,0.0007272-0.0016306i,0.0024558-0.0011442i,0.0035855-0.0011067i,0.0038992-0.00058609i,0.004134+0.00091056i,0.0029761+0.0016522i,0.00092578+0.001555i,-0.00081229+0.0021804i,-0.0018596+0.0020623i,-0.0021544+0.0014495i,-0.0027691+0.0010063i,-0.0023075+0.00097211i,-0.00064697+0.00096774i,0.00060467+0.00073752i,0.0014265+2.9226e-05i,0.0013486+2.8845e-05i,0.0008787+0.00044063i,0.00016858-6.6361e-05i,9.3672e-05-0.00051739i,0.00070899-0.00011929i,0.00028886+0.00049703i,-4.7762e-05+0.00033561i
-0.0012529-0.00060703i,-0.00035415+0.00041811i,0.00043575+0.0020402i,0.0018566+0.0027806i,0.0027354+0.00091134i,0.0025478-0.0018639i,0.0018282-0.0026822i,0.0010347-0.00094758i,0.000218+0.001305i,-0.0019482+0.0023826i,-0.0031539+0.002921i,-0.0021319+0.0023786i,-0.000607+0.0014004i,-0.00013975+0.0016685i,0.00056972+0.0014903i,0.0016494+0.000824i,0.0016907+0.00040541i,0.0011277+0.0002033i,0.00016491+9.9692e-05i,-0.00025427+0.0008623i,-3.8736e-05+0.0014311i,0.00054529+0.0004875i,0.00085199-0.00092786i
-0.0018984-0.0011594i,-0.002089+9.6005e-05i,-0.003486+0.00057863i,-0.0048236+4.7151e-05i,-0.0040245-5.3311e-05i,-0.0010401-0.0010887i,0.00052884-0.0025035i,-0.00047502-0.001421i,-0.0010581+0.0012503i,-0.00097552+0.0044899i,-0.00042518+0.0067867i,0.00038675+0.0054161i,0.0002267+0.0028254i,-0.00039313+0.0014469i,-0.00042697+0.00099545i,0.00074276+0.00068949i,0.00097003+0.00066168i,0.0001511+0.00044624i,6.2784e-06-0.0001662i,-0.00022107-0.0003989i,1.6214e-06-0.00067487i,7.0229e-05-0.00050961i,-0.00033401-1.0921e-05i
0.0010102-0.0021312i,0.00040397-0.0019484i,-0.00033157-0.0021676i,-0.0013847-0.0012339i,-0.0038577+0.00067174i,-0.0047924+0.0014114i,-0.0034941+0.00029748i,-0.002561-0.00012017i,-0.0014613+0.0014649i,0.00073637+0.0033691i,0.002396+0.0042787i,0.0030369+0.0031419i,0.002495+0.0013862i,0.0012387+0.00066825i,0.0005324+0.00078072i,0.00014058+0.00078328i,0.00055597+0.00036617i,0.0009642-0.00040702i,0.0010356-0.00050578i,0.00024328+0.00030272i,-0.00031767+0.0010128i,-0.00043212+0.00055507i,-0.0014701-0.00062252i
-0.001226+0.00056111i,-0.00095544+0.00028286i,-0.00045075+0.0016541i,2.2662e-05+0.0040059i,-0.00052681+0.0062853i,-0.0015625+0.0062057i,-0.0019358+0.004414i,-0.0013458+0.0037885i,-0.0003174+0.0043767i,0.0020174+0.0030337i,0.0035295+0.0010335i,0.0031516-0.00066562i,0.0013092-0.0013246i,0.00074314-0.00027262i,0.0012345+0.0010317i,0.00057156+0.00064455i,0.00039842-0.0010449i,0.00033792-0.0012661i,0.00031902-0.001051i,0.00072093-0.0008133i,0.0006041-0.00048424i,-0.00046338-0.00048495i,-0.00081404-0.00017276i
0.00046835-0.00071999i,-0.00022841-0.00083328i,0.000693-0.0010181i,0.0030656+0.0002622i,0.0047608+0.0020984i,0.0040783+0.0031216i,0.0024651+0.0026953i,0.0004875+0.0017493i,0.00069529+0.0013226i,0.0018104+0.00017388i,0.0012574-0.0023471i,-1.3185e-05-0.0033295i,-0.00083483-0.0017971i,-0.001336+4.8764e-05i,-0.00062144+0.0014751i,0.00068137+0.0018603i,0.0012084+0.00097833i,0.0008825+0.00060375i,0.00074539+0.00058383i,0.00035549-0.00020222i,-8.8956e-05-0.00034868i,-0.00032365-1.2953e-05i,0.00046246-0.00041096i
-0.0033408-0.0003777i,-0.0026715+0.0012202i,-0.002016+0.0024749i,-4.2973e-05+0.0042595i,0.0030362+0.0044745i,0.0050426+0.003188i,0.0043342+0.0018137i,0.0023132+0.00047011i,0.00018588-0.00064271i,-0.0019031-0.00048594i,-0.0037064-0.00060181i,-0.0043408-0.0010587i,-0.0032644-0.00022512i,-0.0010157+0.0011237i,0.0012414+0.0014637i,0.0027001+0.0011955i,0.0031402+0.00044859i,0.00235-0.00038161i,0.00063277-0.00057554i,-0.00024607-0.00017524i,-9.5614e-05+0.00014782i,0.00011672+0.00017258i,0.00056998+0.00034631i
-0.0017445+0.00048458i,-0.00031304+0.0014468i,-0.00021437+0.0015728i,-0.00033024-0.0011799i,0.00061065-0.0038835i,0.0016753-0.0051433i,0.0015837-0.0046059i,6.5481e-05-0.001979i,-0.0030976+0.00040332i,-0.0056982+0.0021494i,-0.0059965+0.0037237i,-0.0041614+0.0035082i,-0.001313+0.0023202i,0.00059784+0.0014604i,0.0013441+0.0007584i,0.0012762-0.00027635i,0.0014612-0.0006891i,0.00085024-0.00039485i,-0.00018961+4.3431e-05i,-0.00054878+0.00088666i,-0.00036866+0.0015007i,-0.00010419+0.0013849i,-0.00045206+0.00057366i
-0.0006216+0.00032853i,-0.0010901-0.00021445i,-0.0026744-0.00029835i,-0.0030618+0.0007686i,-0.0023652+0.00019739i,-0.0018492-0.0015098i,-0.0012116-0.0018046i,-0.0022261-0.00092991i,-0.0039678+0.0016545i,-0.0042984+0.0048515i,-0.0026255+0.0064721i,-0.00028629+0.0061696i,0.0008079+0.0039327i,0.0011074+0.0013073i,0.0019836-0.00041937i,0.0020869+0.00028385i,0.0015242+0.00091508i,0.0015024+0.00024972i,0.0013182+9.3927e-05i,0.0010474+0.00052353i,0.0010224+0.00031064i,0.00082033-0.00048761i,0.00067465-0.001199i
-0.00041285+0.00019433i,-0.00062255+0.001403i,-0.0020007+0.0035666i,-0.0025517+0.0054419i,-0.0039991+0.0056375i,-0.0051652+0.0035944i,-0.0038683+0.0013397i,-0.0036609+0.0018986i,-0.0039341+0.0044384i,-0.0022042+0.0071452i,0.00075481+0.0072595i,0.0036992+0.0044137i,0.0039847+0.0019228i,0.0012704+0.0010691i,-0.00059482+0.00078847i,-0.00046753+0.00077053i,0.00011692+0.00032794i,0.00039387-0.00020604i,0.00047845+0.00014363i,0.00085844+0.00013561i,0.00067436-3.3039e-05i,0.00075157+0.00021459i,0.00029989+0.00043693i
-3.5712e-05-0.00061073i,0.00098932-0.00039442i,0.0022881+0.00047026i,0.0031966+0.002233i,0.0026884+0.0045354i,0.0011031+0.0056541i,-0.0010884+0.0040988i,-0.0022957+0.0031669i,-0.00070731+0.0042288i,0.0034726+0.0050486i,0.0063052+0.0033879i,0.0054339-0.00020509i,0.0028852-0.0019701i,0.0012373-0.00027857i,0.0008394+0.0018922i,0.0003031+0.0021055i,0.00055242+0.00065674i,0.0012041+0.00040795i,0.0011393+0.00055619i,0.00041868+0.00026725i,-0.00043714+0.00018799i,-0.00070891-3.4483e-05i,-0.0016933-0.00021796i
3.955e-05+0.0017577i,0.00064542+0.0021897i,0.0010102+0.0045601i,0.0026177+0.0064633i,0.0053103+0.0059098i,0.0060305+0.004026i,0.00422+0.002119i,0.0026291+0.0020662i,0.0028958+0.0026624i,0.0041857+0.001072i,0.0041468-0.0023461i,0.0017583-0.0035539i,-1.0276e-05-0.001924i,0.00046089-0.00067011i,0.0011371-3.6513e-05i,0.001566+0.0011411i,0.0016317+0.0012739i,0.0015313+0.00099794i,0.0014457+0.00052288i,0.00049796+5.092e-05i,-6.5669e-06-0.00018808i,-1.2637e-05-0.00081806i,-0.00035682-0.00040718i
0.00038309-0.0029325i,-0.00024213-0.0033906i,0.00015987-0.0038862i,0.0010065-0.0027403i,0.0029217-0.0017013i,0.0054-0.00095806i,0.0054768+0.00031769i,0.0031785+0.00091751i,0.001615+0.00045756i,0.00042187-0.0018531i,-0.0020768-0.0036316i,-0.0034925-0.0026237i,-0.0021392-0.00050121i,0.0003319+0.00044288i,0.0022007-0.00044468i,0.0029956-0.00069647i,0.002803-0.00011245i,0.0018884+4.1642e-05i,0.00019743-0.0001754i,-0.00099855+4.4711e-05i,-0.00055462-0.00025427i,0.00014276-0.0013916i,-0.00015709-0.00092352i
0.0007497-0.0008813i,0.00035298-0.00045536i,0.00013151-0.001182i,-0.0003117-0.0021316i,-0.0013586-0.0036868i,-0.0014548-0.0057481i,-0.00029901-0.0061367i,0.00032357-0.0051167i,-0.0012332-0.0037603i,-0.0041733-0.0022975i,-0.0062666-0.00062039i,-0.0051781+0.0014082i,-0.0030218+0.0018584i,-0.0015562+0.00090831i,-0.00028841-0.00017086i,0.00013004-0.0016709i,0.00065232-0.0021203i,0.00074157-0.0010775i,0.00022729-0.00046725i,-3.5912e-05+8.0427e-05i,0.00043155+0.00027678i,0.00076747+0.00040632i,0.00045841+0.00044672i
-0.0010847-0.00030332i,-0.0015329+0.00059155i,-0.0022998+0.0014794i,-0.002827+0.0023195i,-0.0037392+0.0020514i,-0.0041155+2.8146e-05i,-0.0032883-0.0021523i,-0.0044111-0.0027117i,-0.0070447-0.0010104i,-0.0079951+0.0026482i,-0.0058927+0.0064931i,-0.0025435+0.0066899i,8.827e-05+0.0042988i,0.00031905+0.0023592i,-0.00082622+0.00092659i,5.828e-05+0.00039296i,0.0013823+2.8825e-05i,0.0017921-0.00058453i,0.00091707-0.00029357i,0.00032275+5.8552e-05i,0.00075197+0.00021182i,0.00050928+0.0004255i,-0.00056288+0.00013486i
-0.0021716-0.00054094i,-0.00077924-0.00053441i,-0.00093092+0.0014012i,-0.0010455+0.0053062i,-0.0016196+0.007263i,-0.0028225+0.0052838i,-0.0039819+0.0024633i,-0.0052244+0.0022836i,-0.0053909+0.0052132i,-0.0032313+0.0085188i,0.00010816+0.0090198i,0.0024224+0.0063606i,0.0020633+0.0032954i,0.00032709+0.0021378i,0.00031054+0.001806i,0.00055409+0.0016161i,0.00016184+0.0008375i,0.00035709+0.00028163i,0.00028553+0.00061083i,-0.00036669+0.00056128i,-0.00075544-0.00022716i,-0.00094347-0.0005764i,-0.001399+0.00011175i
-0.0014629-1.2905e-05i,-0.0018284+0.00087776i,-0.0020163+0.0031693i,-0.001403+0.0060025i,-0.00057738+0.0089761i,-0.00032875+0.0093275i,-0.0011148+0.0057642i,-0.0019949+0.0052186i,-0.00216+0.0079759i,0.0010597+0.008938i,0.0050084+0.006324i,0.0056376+0.0026008i,0.0031455+0.0013038i,0.0016209+0.001811i,0.0018425+0.0025528i,0.0018854+0.0027706i,0.001598+0.0017612i,0.0011067+0.00081046i,0.00032768+0.0008867i,5.1984e-06+0.00043625i,0.00061845+4.7618e-05i,0.001587+0.00024208i,0.00098983+0.00050147i
-0.0031334+4.548e-05i,-0.0023401-0.00013444i,-0.0014201+0.00013154i,0.0025076+0.00075013i,0.0070289+0.0032668i,0.0080868+0.0048004i,0.005998+0.0038828i,0.0041043+0.0045964i,0.0034177+0.0063057i,0.0044631+0.0041254i,0.0052921-0.00069468i,0.0031087-0.0029445i,0.00062432-0.0017093i,0.00081971+0.00021801i,0.0015954+0.00085969i,0.0015577+0.0010941i,0.0018526+0.00021868i,0.0020645-0.0007298i,0.000972-0.00018923i,-5.2613e-05+0.00099884i,-0.0001541+0.0012326i,-0.00028068+0.00070977i,-6.4596e-05+0.0006097i
-0.0018003-0.0021991i,-0.0022774-0.00091881i,-0.0017419-0.00068437i,-0.00092237-0.00031041i,0.0014178-0.0011148i,0.0042127-0.0020854i,0.0051189-0.0012985i,0.0053861+0.00014052i,0.0049868+0.00053958i,0.0027215-0.0013171i,-0.00020367-0.0032107i,-0.0019323-0.0031123i,-0.0009239-0.0015418i,0.00078141-0.00092179i,0.0018111-0.0012941i,0.002727-0.0011139i,0.0031952-0.00090361i,0.0029446-0.00036619i,0.0017808+0.00047354i,0.00080564+1.4065e-05i,0.00062353-0.00027107i,0.00034802+0.00015537i,-0.00022001+0.00051116i
-0.00086628+0.0016217i,-0.00092463+0.001438i,-0.0012313+0.0024036i,-0.00094333+0.0016101i,-0.00016646-0.0024585i,-5.4492e-05-0.0061364i,-0.00025748-0.0067033i,0.00040456-0.0052791i,0.00054253-0.0042698i,-0.0021937-0.003598i,-0.0048842-0.0018327i,-0.0045657-0.0006993i,-0.0024852-0.0012326i,-0.00044568-0.001789i,0.00059939-0.0010565i,0.0004598-0.00035405i,0.00069756+8.2918e-05i,0.00089611-0.00054215i,0.00076806-0.00076695i,0.00041361-0.00034511i,0.0005319-0.00084928i,0.00081732-0.00095133i,0.0003179-0.00099015i
0.0014712-0.00034375i,0.0019403-0.0006859i,0.0020252-0.0010022i,-0.0011016-0.0001381i,-0.0057097+6.6475e-05i,-0.0070673-0.0015927i,-0.0050425-0.0036961i,-0.0042154-0.0047233i,-0.0060694-0.0041828i,-0.0077733-0.00073723i,-0.0069923+0.0031414i,-0.0040781+0.0041222i,-0.0018633+0.0030177i,-0.00016794+0.0013852i,0.0011087+0.00067386i,0.00070056+0.00055015i,-0.0001496-0.00047174i,8.6396e-05-0.00087431i,0.00027571-0.0003432i,0.00018949-0.00043744i,0.00021532-0.00062857i,0.00036279-0.00065706i,0.00041947-0.00045941i
-0.0018562-0.0019757i,-0.0010113-0.00087688i,-0.00074923+0.00097473i,-0.0014011+0.0048659i,-0.0032823+0.0086701i,-0.0052271+0.0075615i,-0.005803+0.0037823i,-0.007102+0.0028956i,-0.0088055+0.0043081i,-0.0076099+0.0065735i,-0.0035401+0.0086414i,0.0001892+0.0071128i,0.0013272+0.0040614i,0.0006381+0.0030072i,0.00019288+0.002995i,0.00063377+0.0023536i,0.0012834+0.00088202i,0.0014824-0.00015996i,0.00089095-8.5831e-05i,-0.00012251+0.00088636i,-0.00039076+0.0012939i,-0.00048522+0.00029023i,-0.00062861-0.0011748i
0.0021974-0.001707i,0.0013542-0.0019327i,0.00054435-0.0017719i,0.00049349+0.0020512i,0.0011671+0.0082727i,0.00048057+0.01089i,-0.0016911+0.0083567i,-0.0036438+0.0070059i,-0.0036591+0.0087727i,-0.00091261+0.0094074i,0.0035673+0.0070438i,0.0048656+0.0031722i,0.0026429+0.0013082i,0.0011787+0.002038i,0.00090573+0.0017949i,0.0010531+0.00062141i,0.0014256+0.00022558i,0.001882+0.00011526i,0.0016604+0.00034984i,0.00077628+0.0007582i,-0.0004309+0.00091997i,-0.0015322-0.00025153i,-0.00073134-0.0017245i
-0.00089896+0.00041648i,-0.00096362+0.00053224i,0.00084988+0.0013476i,0.0046484+0.0018622i,0.0094144+0.0031659i,0.011395+0.0036433i,0.0080718+0.0035036i,0.0033756+0.0051371i,0.0022415+0.0077325i,0.0044549+0.0070793i,0.0052546+0.002303i,0.0039298-0.0011155i,0.0027376-0.00018873i,0.0028381+0.00092243i,0.00323+0.0011086i,0.0026998+0.0013857i,0.0025132+0.0015562i,0.003279+0.00088115i,0.0022235+0.0010164i,0.0010441+0.0012122i,0.0016565+0.00021017i,0.0012042-0.00069202i,-0.00044915-0.00073819i
0.00094878-0.0031741i,-0.00051344-0.002168i,-0.00077023-0.001834i,0.0016276-0.0030818i,0.0057544-0.0059971i,0.0074552-0.0073517i,0.0065096-0.0042429i,0.0057738-4.842e-05i,0.0058636+0.0014699i,0.0049589+0.00085762i,0.0027335-0.0010664i,0.00081592-0.0026446i,-9.3332e-06-0.0017204i,0.00010481-0.00051682i,0.0014829+0.00020563i,0.0020486+0.0012494i,0.001324+0.00064687i,0.00026522-0.00061797i,8.1994e-05-0.0010074i,0.00030277-0.00060437i,0.00061138+0.00013383i,0.00027381-7.1007e-05i,-0.00047471-6.6647e-05i
-0.0013979-0.0019313i,-0.0018413-0.0029301i,-0.0026845-0.0022865i,-0.0037613-0.002903i,-0.0047216-0.0062506i,-0.0034676-0.0082024i,-0.00013482-0.0079258i,0.0024246-0.006043i,0.0023612-0.0039407i,-0.00017323-0.0034301i,-0.0036639-0.0024343i,-0.0045767-0.00025446i,-0.0024491+0.0010598i,-0.0010542+0.00091961i,-0.0010916+0.00076707i,-0.00047658+0.00077525i,-0.00020064+0.00054047i,-8.1167e-05-0.00033109i,0.00093523-0.0014083i,0.00078651-0.0010598i,0.00012794-0.00084046i,-7.8272e-05-0.00057261i,-0.00011383+0.00069143i
-0.0031038-0.0012251i,-0.0035011-0.00049226i,-0.0053218+0.0018726i,-0.0073357+0.0055087i,-0.010568+0.0054998i,-0.011516+0.0013271i,-0.0088421-0.0020443i,-0.0056578-0.0037428i,-0.0053073-0.0037745i,-0.0064332-0.0016698i,-0.0058592+0.001843i,-0.0037269+0.0035223i,-0.0030831+0.0026986i,-0.0032265+0.00046887i,-0.002354-0.00068402i,-0.00093887-0.00041167i,-0.00028552+0.0001077i,0.00071341+0.00047616i,0.00051879+0.00017356i,-0.00053804-0.0003134i,-0.0005826-3.7414e-05i,-0.00054484-0.0003951i,-3.5452e-05-0.00081435i
-0.0021332-0.00087455i,-0.0014768-1.492e-05i,-0.0013765+0.003411i,-0.0012053+0.0082933i,-0.0023124+0.012626i,-0.0046844+0.012839i,-0.0062249+0.0071694i,-0.0065837+0.0025388i,-0.007598+0.0022685i,-0.0073172+0.0038297i,-0.0038253+0.0057304i,-0.00052634+0.0051406i,-0.00039974+0.0033442i,-0.0006399+0.00284i,0.0015373+0.0025633i,0.003295+0.0025015i,0.0023966+0.0011627i,0.0015387-0.00075016i,0.0007848-0.00062205i,-0.0002368+0.00027884i,-0.00046656+0.00040796i,-0.00031632-0.00070144i,-0.0010895-0.0011287i
-0.0019432+0.00082287i,-0.0022725+2.618e-05i,-0.0008271+0.0022514i,0.003708+0.0064794i,0.0084341+0.010673i,0.0083269+0.011487i,0.003315+0.0087694i,-0.0018552+0.0072622i,-0.0047377+0.0084023i,-0.0036749+0.0092172i,0.0005279+0.0071289i,0.0032492+0.0036805i,0.0031559+0.0019918i,0.0028261+0.0024755i,0.0028946+0.0032547i,0.0025346+0.0033389i,0.00205+0.002059i,0.0011902+0.00014673i,0.00014395-0.00027742i,-0.00043631+0.00073187i,-4.279e-05+0.001095i,-0.00013754+0.0010614i,-0.0010122+0.00049819i
-0.00035898+0.00031421i,0.00018593+0.00016227i,0.0019344+0.0015448i,0.0063839+0.0011607i,0.011832+8.7487e-05i,0.013761+0.00074435i,0.0093799+0.0022542i,0.0038028+0.0053905i,0.0020756+0.0084186i,0.0029474+0.0082788i,0.0040044+0.0040459i,0.0043798-0.0001775i,0.003658+0.00044805i,0.0025375+0.0017647i,0.001749+0.001254i,0.0018442+0.00084524i,0.0020098+9.9762e-05i,0.0017222-0.001004i,0.0015214-0.001023i,0.0010925-0.00086773i,0.00063312-0.00017934i,0.00016768+0.00088748i,-0.0003848+0.00094285i
-0.003364+4.4867e-05i,-0.0035763-0.0008699i,-0.0029384-0.0002773i,-6.1369e-05-0.0010341i,0.004248-0.0066879i,0.0084035-0.011723i,0.0082671-0.0095059i,0.00543-0.0038117i,0.0042736+0.00024082i,0.0033557+0.0014142i,0.0015444+0.00025142i,-0.0014307-0.00032721i,-0.0022638+0.00028512i,-0.00068785+0.00074786i,0.00032919+0.00073384i,0.0008372+0.00062921i,0.00079046+0.00028814i,0.00093969+0.00057609i,0.00091859+0.00066287i,0.00010791-0.00058784i,6.2917e-05-0.0012404i,0.00050183-0.0005244i,0.00068522-0.00063601i
-0.0044589-0.001347i,-0.0034204+3.994e-05i,-0.0067639+0.0019002i,-0.010134+0.0010812i,-0.011188-0.0019151i,-0.0092588-0.0065966i,-0.005838-0.0081373i,-0.0029412-0.005211i,-0.0020605-0.0028894i,-0.0030611-0.0011322i,-0.0033527+0.0010087i,-0.0019907+0.0020637i,-0.00053544+0.002025i,0.00081053+0.00058478i,0.0017574-0.00058458i,0.0020133-0.00057218i,0.0014502-0.00030726i,0.0007797-0.00012212i,0.00062269+0.00065405i,-5.0175e-06+0.0011834i,0.00032185+0.0010552i,0.0020259+0.00033264i,0.001929+0.00021863i
0.010644+0.0018703i,0.010647+0.0014977i,0.018609-0.0020878i,0.014729-0.0048788i,-0.0006588-0.0035595i,-0.014363-0.00048499i,-0.014448+0.0011936i,-0.0092994+0.00077865i,-0.0066783+0.0013011i,-0.0032981+0.0015694i,-0.0012062+0.0014526i,-0.0004725+0.001283i,-1.2825e-05+6.0622e-06i,-0.00030024-0.00051439i,-0.00052338+0.00094896i,-0.00025726+0.0019138i,0.00037576+0.0017283i,0.00073192+0.0013111i,0.0010297+0.00022715i,0.00088784-0.00089704i,-2.9678e-05-0.0013325i,-0.00056648-0.0023062i,-0.0010771-0.0025393i
0.0029009+0.0010127i,0.0026323-2.7413e-05i,0.0031942+0.0010415i,0.0009638+0.006627i,-0.0025551+0.013084i,-0.0056966+0.015595i,-0.0067717+0.011797i,-0.0059168+0.0063572i,-0.0041216+0.0064875i,-0.0023104+0.0080969i,-0.00013121+0.0064706i,0.0025122+0.0038032i,0.0024752+0.0019849i,0.00039262+0.0017839i,-0.00071516+0.0018376i,-0.00084119+0.0012459i,0.00039506+0.00057164i,0.0023273-0.0003771i,0.0026763-0.0010606i,0.0019591-0.0013745i,0.00083527-0.0015663i,0.00026641-0.00137i,-0.0009773-0.00076829i
0.002336-0.00047227i,0.0030539-0.0013997i,0.0060165-0.0015529i,0.0096588+0.00116i,0.013279+0.0069591i,0.01347+0.011402i,0.0099375+0.011003i,0.0054993+0.0078217i,0.0034816+0.006831i,0.0041261+0.0065402i,0.0042837+0.0042239i,0.0030702+0.000317i,0.001415-0.0020147i,0.00026486-0.0011259i,9.821e-05+6.6256e-05i,0.0011278+0.00047258i,0.0020235+0.0002571i,0.0023411-0.00032831i,0.0025421-0.00039486i,0.0021969-0.00013519i,0.001497-0.00035437i,0.0001958-0.00039864i,-0.0015677-0.00014265i
0.0021991-0.00018988i,0.0025791-0.00044236i,0.0057603+6.7354e-05i,0.0099342-0.0015954i,0.015002-0.0051054i,0.017359-0.0062977i,0.014002-0.0036108i,0.0090545-0.0013856i,0.0075588-0.0011728i,0.0064527-0.0019309i,0.0034881-0.0032417i,0.00036763-0.0035062i,-0.00097989-0.0016666i,-0.00066836+0.00030063i,0.00012441+0.00065415i,0.0017868+0.00043353i,0.0020802+0.00094553i,0.00072812+0.00085836i,-0.00042692+0.00022392i,-0.0012602-7.4009e-07i,-0.00099212+9.2062e-05i,0.00023789+0.00011452i,0.00041208+0.00032251i
-0.0028058+0.00050799i,-0.0028543+0.001375i,-0.0031087+0.00072362i,-0.0022304-0.0046149i,0.0012756-0.012647i,0.0042926-0.017623i,0.0044037-0.015778i,0.0022607-0.011388i,-0.00060392-0.0087829i,-0.0029458-0.006983i,-0.0038981-0.0038433i,-0.0043771-0.00096002i,-0.0032535+0.00096639i,-0.00099284+0.0016939i,0.00045108+0.001226i,0.0015187+0.00045946i,0.001622-9.0816e-05i,0.00038913-7.1275e-05i,-0.00037057-0.00039461i,-0.00098255-0.00061815i,-0.00096156-0.00084524i,2.9542e-05-0.00071993i,0.00050499-0.00097302i
0.00030017-0.00085091i,0.00012968-0.0012591i,6.1081e-07-0.0013132i,-0.0037364-0.0028666i,-0.01136-0.0076343i,-0.015428-0.011383i,-0.012517-0.010563i,-0.0099197-0.0067516i,-0.011033-0.0030007i,-0.010969+0.00037651i,-0.0080944+0.0027411i,-0.0048716+0.0036545i,-0.0020325+0.0037714i,-0.00051387+0.0028431i,-0.0011632+0.0011403i,-0.0017503+0.00014967i,-0.00059761+0.00059117i,0.00061617+0.00061878i,0.00084386-0.0002153i,0.00057877+0.00081146i,0.00044811+0.00074733i,0.00045192-0.00080772i,0.00033395-0.0019346i
-0.0034664-0.00030653i,-0.0050779+0.00098625i,-0.0078402+0.0043227i,-0.011704+0.009183i,-0.016747+0.014306i,-0.01983+0.01436i,-0.017344+0.009521i,-0.013713+0.006939i,-0.012549+0.0091126i,-0.010268+0.011802i,-0.0051582+0.010921i,-0.00063037+0.0077717i,0.0016984+0.0052278i,0.0023682+0.0025215i,0.0014268+0.0011621i,0.00056775+0.00071789i,0.0011696+0.00054543i,0.0022684+0.00063269i,0.0023347+0.00063105i,0.0012915+0.0022289i,0.00010504+0.0023582i,0.0001222+0.00075659i,-0.00075593-0.00020321i
-0.0020649+0.00060824i,0.00045185+0.0018272i,0.0028078+0.0054072i,0.0045892+0.012066i,0.0056524+0.019811i,0.004478+0.022462i,0.0014585+0.017866i,-0.00023509+0.013572i,0.0014535+0.013774i,0.0043335+0.014142i,0.0061399+0.0103i,0.005879+0.0052124i,0.0043283+0.0023954i,0.0027341+0.0018846i,0.0013604+0.002461i,0.001396+0.0023079i,0.0019761+0.0014092i,0.0012736-8.4209e-05i,0.0004661-0.00020789i,0.00074732+0.00088298i,0.00068521+0.0010738i,-0.00038049+0.0010392i,-0.0019655+0.0010868i
