-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
0.00030558+0.00035364i,9.6025e-05-0.00047578i,-0.00021531-0.0011258i,0.00054474-5.2518e-05i,0.0005078+0.0017099i,0.00017172+0.0020519i,-5.1217e-05+0.0017452i,-0.00073578+0.00041841i,-0.0015467-0.0018379i,-0.0016948-0.0030555i,-0.0012746-0.0022102i,-0.00012178-0.0013443i,0.0013615-0.0013027i,0.0013364-0.00068917i,0.00077601-1.6619e-05i,0.00029063+0.0003098i,-0.00066433-5.1772e-05i,-0.0015057-0.00020837i,-0.0010593+0.00023972i,-0.00048282-0.00015765i,-0.00023578-0.00032401i,0.00013216-0.00022549i,-8.6762e-05-1.3038e-05i
-0.00077124+0.00044295i,-0.0002191+0.00085533i,-0.00084286+0.0011273i,-0.0019841+0.001269i,-0.0020144+0.00057091i,-0.0017686+0.0010119i,-0.0017727+0.0019003i,-0.0020894+0.00079226i,-0.00053902-0.0017769i,0.0019927-0.003701i,0.0029557-0.0039115i,0.0027206-0.0023511i,0.0022218-0.0006543i,0.0014689+0.00037931i,0.0005761+0.0011222i,0.00025614+0.0015646i,2.2664e-05+0.001629i,-0.00018079+0.0014037i,0.0002903+0.00060476i,0.0005968+0.00043606i,0.00057748+0.00093642i,0.00044667+0.00048252i,5.5152e-05-4.0489e-05i
0.00014527-5.2561e-05i,-0.001214-0.00085065i,-0.0028089-9.1576e-05i,-0.0025396+0.0019637i,-0.0013093+0.0027968i,-0.0014248+0.0010408i,-0.00198-0.00027476i,-8.7148e-05-0.00059648i,0.0028918-0.00041341i,0.0042612+0.00067963i,0.0041975+0.00094578i,0.0034562+0.00051066i,0.001529+0.00070033i,-0.0005576+0.0012911i,-0.0014827+0.0018286i,-0.0011938+0.00095895i,-0.00076181-0.00043596i,-0.00089362-0.00090875i,-0.00094479-0.0012799i,-0.0012649-0.0018315i,-0.0011117-0.0020619i,-0.00012949-0.0014408i,0.00077491-0.00076762i
0.00064564-0.00013946i,0.00054178+0.00030314i,6.29e-05+0.0011652i,4.5265e-05+0.0021066i,0.00071657+0.0024432i,0.00067742+0.00045981i,0.0004124-0.0016508i,0.00030004-0.00068272i,-4.7157e-05+0.0020441i,0.00031988+0.0037743i,0.00095989+0.0034303i,0.0016249+0.0019205i,0.0010484+0.0014924i,-0.00091249+0.0010418i,-0.0018203-0.00021382i,-0.0014873-0.00074604i,-0.00090184-6.4665e-05i,-0.0010779+0.00052415i,-0.00099419+0.00075012i,-0.00012931+0.00017333i,0.00066781-0.00013531i,0.00098205+3.1185e-05i,0.00043021+4.5169e-05i
0.00040183-0.0020336i,-0.00090454-0.001516i,-0.0030148-0.0018363i,-0.0036362-0.00049212i,-0.0018698+0.0011614i,0.00036145+0.00086804i,0.00050609+6.6625e-05i,-0.00070036-5.2268e-05i,-0.0024649+0.0008046i,-0.0042565+0.0012209i,-0.0036445+0.00067867i,-0.0019174-0.0001222i,-0.001195-0.0010515i,-0.00054785-0.0017992i,3.8299e-05-0.0012615i,0.00026033-0.00047425i,0.0003565+5.9214e-05i,0.0005374-1.6008e-05i,0.00047935-0.00079246i,-7.8159e-05-0.00061585i,0.00026399-0.00022057i,0.001232+1.4215e-05i,0.0013136+0.00039965i
-0.0010228+0.00041914i,-0.00033726+0.0014667i,-0.0013257+0.0036969i,-0.0019137+0.0048273i,5.3795e-05+0.0049447i,0.0019101+0.0035813i,0.0015947+0.0014887i,-0.00022864-0.00061575i,-0.0017078-0.0024676i,-0.0018351-0.003435i,-0.00088976-0.0030612i,-0.00027999-0.0027171i,-0.00016781-0.002389i,0.00010525-0.0019996i,0.00010349-0.00075755i,0.00014603+0.00060491i,1.4314e-05+0.00062521i,-0.00033718+0.00080163i,-0.00050588+0.00035112i,-2.6104e-05-0.00012214i,0.00060852+0.00070545i,0.0003406+0.00071872i,-0.00031921-0.00015302i
-0.00055077-0.00089939i,-0.0013704-0.0016537i,-0.0029735-0.0016292i,-0.0029316-0.00047746i,-0.0014137+0.0019675i,-0.00046145+0.0030378i,-0.00069861+0.0017369i,-0.00032653-0.00023314i,0.0022316-0.002697i,0.0037402-0.0040359i,0.0037122-0.0032771i,0.0032135-0.0019637i,0.0020565-0.0011531i,0.0011787+0.00018614i,0.00058907+0.0011221i,0.00043366+0.00023544i,0.00014225-0.00081909i,0.00029165-0.00037948i,0.00071285+0.00093436i,1.4142e-05+0.00044312i,-0.00063285-0.00057724i,-0.000638-0.00052784i,-0.00014458-0.00023841i
-8.1138e-05+0.0008742i,0.00096136+0.0015625i,0.00049538+0.0027676i,-0.00062872+0.0042652i,-0.00093631+0.0045235i,-0.0012573+0.0027303i,-0.0015925+0.0014884i,0.00085255+0.0013786i,0.0038446+0.0013002i,0.0054011+0.0013833i,0.0054933+0.0020195i,0.0035959+0.0019385i,0.0003775+0.0007143i,-0.0014048-1.1327e-05i,-0.0010193+0.00014661i,-0.00097084+0.00049858i,-0.0012392+0.00057216i,-0.0017084+0.00049581i,-0.0016402+0.00046709i,-0.0011273+0.00047562i,-9.9469e-05+0.00016648i,0.00072749+0.00015304i,0.00081539-7.1928e-05i
0.00078632-3.6501e-05i,0.00050025-0.0021952i,-0.0015452-0.0027751i,-0.0033236-0.0016361i,-0.0032834-0.00037078i,-0.0024875-0.00054786i,-0.0015719-0.00037022i,-5.2266e-05+0.0013773i,0.0003235+0.0036804i,0.00031762+0.0043157i,0.00062917+0.0028998i,0.00080153+0.0012707i,0.00061553+0.00023543i,0.00041967-9.6282e-05i,-6.5363e-05-0.00047604i,-0.00056283-0.00016394i,-0.00049351+0.00044161i,-7.8844e-05+0.0013358i,0.00037143+0.0010381i,0.00017165+0.00023522i,-0.0001172-0.00023205i,0.00023938-0.00073245i,0.00065371+0.0001627i
-0.00043257-0.0014306i,-0.00064144-0.00044353i,-0.0029962+0.0029081i,-0.0041751+0.0046856i,-0.002125+0.0032147i,0.00028503+0.0012094i,0.00014957-0.00035851i,-0.0018997+0.00018028i,-0.0036721+0.00083026i,-0.0034857+0.00083041i,-0.0029429+0.00071196i,-0.0022509+0.00019826i,-0.0010548-0.00054552i,-0.00061056-0.0011068i,-0.00073369-0.00084395i,-0.0011929-0.00068901i,-0.0018454-0.00072858i,-0.0012622-0.00033061i,-0.00044288-0.00010913i,-0.00020607-3.0431e-05i,-0.00013715-0.00056081i,0.00029292-0.00061374i,-0.0001969+0.00049805i
0.00013878-0.001043i,0.00014004-0.0016634i,-0.00029492-0.0011481i,-0.0008203+0.00068513i,-0.00016707+0.001552i,3.6394e-05-2.877e-05i,-0.00071473-0.0014662i,-0.0020722-0.0021773i,-0.0031346-0.0032002i,-0.0027025-0.0035589i,-0.0017702-0.0024731i,-0.00036635-0.0014898i,0.0010728-0.0011172i,0.00085384-0.00070995i,5.9101e-05+0.00012903i,-0.0003968+0.00076615i,-8.4775e-05+0.00045562i,-0.00025622+0.00085098i,-0.00091182+0.0016477i,-7.0695e-05+0.001453i,0.0012268+0.0010787i,0.0010081+0.00012391i,0.00011817-0.00039213i
0.00033291+4.0277e-05i,0.00040224-0.00025365i,-0.0013556-1.434e-06i,-0.0036835+0.0011816i,-0.0036312+0.0017655i,-0.0012262+0.0022518i,0.00049171+0.0010419i,0.0014675-0.0019421i,0.0027727-0.0043046i,0.0035242-0.0042792i,0.0032886-0.0027168i,0.0021128-0.0017206i,0.0013142-0.0010605i,0.0011885+0.00034897i,0.00013195+0.00045788i,-0.00060618-1.0496e-05i,-0.00053185+0.00043111i,-0.00072717+0.00089222i,-0.0006897+0.00043505i,-0.00043781-0.00040474i,-0.00023967-0.0011483i,5.2276e-05-0.00122i,-0.00011664-0.00022138i
-0.00056986-0.00091263i,-0.0011886-0.00049712i,-0.0018233+0.00020835i,-0.0013128+0.0024686i,-0.001496+0.004405i,-0.0010048+0.0038149i,0.0004242+0.0016918i,0.0022095-0.00019466i,0.0035783-0.00031802i,0.0027998+0.00063507i,0.0018687+0.00096807i,0.0024067+0.00011978i,0.0023854-0.00023761i,0.0010623+0.00014493i,0.00046382-0.00011772i,0.0003833-0.00035686i,-0.00037297+1.8999e-05i,-0.001164+0.00060137i,-0.0007545+0.0006788i,8.7595e-05+0.00056757i,0.00016427+0.00012024i,-0.00014967-0.00025939i,-0.0004089-0.00046758i
-0.0015124-4.7168e-05i,-0.0019812-0.00037886i,-0.003445+4.7423e-05i,-0.0044023+0.0015878i,-0.0030965+0.0037428i,-0.00040156+0.0036131i,0.00033887+0.0018402i,1.375e-05+0.0019281i,8.2587e-05+0.0026163i,0.00072841+0.0023463i,0.00060007+0.0015724i,0.0001894+4.272e-05i,-9.711e-05-0.0011958i,-0.00051637-0.0015767i,-0.00070008-0.0014674i,-0.00081493-0.00081463i,-0.0011158-0.00037225i,-0.0010827-0.00012687i,-0.00077901-0.00040576i,-0.00012984-0.0010056i,-0.00033589-0.0013619i,-0.00065329-0.0018815i,-0.00013156-0.0011759i
0.00013894-0.0005357i,0.00017907-0.0007536i,0.00016273+0.0018354i,-0.00041667+0.0041521i,-0.00039613+0.0033479i,-0.00048882+0.0013776i,-0.0016513+0.0016888i,-0.0028347+0.0023568i,-0.0025493+0.0015559i,-0.0019088+0.00046498i,-0.0010479-0.0002285i,0.00033558-0.00042384i,0.00075673-0.00033964i,-0.00017985-0.00079555i,-0.00026397-0.00044673i,0.00032128-0.00019349i,0.00014624-0.00068792i,0.00019181+1.2898e-05i,-0.00059232+0.00059547i,-0.00081194+0.00039259i,0.00015225+0.00034703i,0.00041822+0.0004526i,0.00064084+0.00022979i
0.0012107-0.00089667i,0.00093602-0.0014401i,-0.00060922-0.002297i,-0.0013669-0.0015767i,-0.00069859-0.00023987i,-0.00071841-0.00049278i,-0.001937-0.00057413i,-0.0026797-0.00071998i,-0.0020645-0.0012756i,-0.00039639-0.0013895i,0.00032347-0.0013304i,0.0010767-0.00099561i,0.001595-0.00023078i,0.00053736-0.00013982i,-0.00046388+0.00014204i,-0.00047639-0.00010385i,-0.00015351-7.711e-05i,0.00038828+0.00059648i,0.00014238+0.0014672i,-5.5135e-05+0.0014742i,0.00041741-8.4651e-05i,0.00021869-0.00087764i,-0.00010499-0.0002073i
0.0004664+0.00082658i,0.00082069+0.0014721i,-0.00041834+0.0023941i,-0.0016053+0.0029416i,-0.0018475+0.0025717i,-0.0019422+0.00088514i,-0.00218-0.0011128i,-8.7832e-05-0.0021378i,0.0019788-0.0027576i,0.0022013-0.0022463i,0.0022109-0.00060999i,0.0014211+0.00026401i,0.00068028+0.00059479i,0.0002857+0.00022767i,0.00024602+0.00027019i,-9.5921e-05+0.0011334i,-0.00025576+0.00053286i,4.2082e-05-4.4577e-05i,-6.4112e-05-0.00025594i,-0.00038299-0.00031146i,-0.00067245+0.0002878i,-0.00053604+0.00083029i,-0.00044307+0.00060683i
-0.00048719+2.2069e-05i,3.5965e-05-0.00093973i,-0.0010699-0.0016788i,-0.0011548-0.00021916i,7.2206e-05+0.0015206i,0.0011118+0.0012211i,0.0017629-0.00013868i,0.002755-0.000281i,0.003112+0.00017724i,0.0025724+0.00054908i,0.0016161+0.0009836i,0.00037297+0.0011223i,0.0002528+0.00050167i,0.00010872-0.00031115i,-0.00094979-0.00033079i,-0.0005365+8.8617e-05i,-0.00012242-0.00020305i,-0.00065779-0.0002122i,-0.00067547-0.00024129i,0.00023437-0.00028288i,0.00050633-0.00036254i,0.00028732-0.00089469i,-0.00023414-0.0008837i
-0.00046838+0.00011617i,-0.001077+0.00031083i,-0.001786+0.0014215i,-0.002329+0.002214i,-0.0018137+0.0027689i,-0.00066475+0.0019873i,0.00030619+0.0016824i,0.00048071+0.0022981i,5.9928e-05+0.0015533i,0.00030299+0.00072919i,0.00076824+0.00010968i,0.00059094-0.00037065i,0.00012619-0.00083341i,-0.00037934-0.00094529i,-0.00054762-0.0005649i,-0.00058307-0.00048066i,-0.00070139-0.00065095i,-0.00095247-0.00025462i,-0.0011678+0.00021464i,-0.0012816+0.00035285i,-0.00047557+0.00079324i,0.00051573+0.00085217i,0.0004958-9.8069e-05i
0.00042058-0.00087769i,-0.0004383-0.0021206i,-0.00095969-0.0020402i,-0.00026522-0.0002834i,0.00081491+0.00088244i,0.00094468+0.00094054i,0.00027861+0.00031931i,-0.00055562+0.0006091i,-0.0012332+0.0017015i,-0.0013764+0.00080165i,-4.1649e-05-0.00031088i,0.0010034-0.0010318i,0.00046416-0.0016371i,0.0003788-0.0011773i,0.00033819-0.00034038i,-6.0641e-05-0.00011141i,-0.00010596+0.00023946i,-0.00060203+0.00033687i,-0.00041702+0.00061182i,0.00051273+0.00029176i,0.00081599-0.00013396i,0.00020869+7.4402e-05i,-9.0014e-05+0.00014831i
0.00051767+0.00082579i,-0.00024918+0.0009765i,-0.002576+0.0016924i,-0.0025906+0.0016089i,-0.0012707+0.0020269i,-0.00072744+0.0017668i,-0.0012324+0.0011421i,-0.0014434+0.00032311i,-0.000462-0.0013324i,0.00071057-0.0020713i,0.0017017-0.0015025i,0.0019614-0.00055869i,0.0009812-0.00051226i,0.00027138-0.0010622i,0.00052606-0.00048613i,0.00030095+0.00026151i,-0.00019802-8.4152e-05i,4.8066e-05-0.00020675i,-8.8535e-05+0.00013785i,-0.00019828+0.00063029i,0.0002048+0.00064472i,0.00057724+0.00034278i,0.00050496+0.00015923i
0.0014171-0.00044493i,0.0015509-0.00025191i,0.00061109+0.0013747i,-0.002148+0.0029684i,-0.0032762+0.0032297i,-0.0024987+0.0017271i,-0.002103-9.4256e-05i,-0.0015179-0.0016483i,-0.00041036-0.0023373i,0.00083872-0.0013415i,0.0017951+7.6383e-05i,0.0022316+0.00082819i,0.0022875+0.0011832i,0.0016914+0.0008568i,0.00033936+0.00025386i,-0.00064418+0.0006021i,-0.0010156+0.0009516i,-0.00080058+0.00012066i,1.5264e-05-0.00010236i,0.00066011+0.00034798i,0.00040218-9.4733e-05i,-0.00047858-0.00019972i,-0.00050038+0.00034085i
2.1169e-05-0.0015433i,0.00025262+0.00027768i,-0.00092631+0.00080589i,-0.0017352+0.00074142i,-0.0017499+0.00065924i,-0.0015018-0.00034894i,-0.00039178-0.0010668i,0.00194-0.00089461i,0.0025811-6.0452e-06i,0.0016928+0.0010072i,0.0012128+0.0014112i,0.00042737+0.00090269i,0.0003588+0.00038621i,-0.00039891+0.00094382i,-0.0012326+0.00015612i,-0.00092771-0.0012848i,-0.00046489-0.00074782i,-0.00017633+4.8994e-05i,-0.00012128-0.00049173i,-0.00032428-0.00044801i,7.3278e-05+0.0001138i,0.00072578+0.00038939i,0.00051601+0.00055795i
-0.0004653+0.00081983i,-0.00055679+0.0012806i,-0.0010303+0.0018225i,-0.0015821+0.0024582i,-0.0022496+0.0036386i,-0.0010632+0.0022711i,0.00051536+6.2448e-05i,0.0011656+0.0001289i,0.00062925+0.00035285i,-0.00012528+0.00066098i,-1.611e-06+0.00060319i,-0.00011806-0.00048904i,-0.0005686-0.00058644i,-0.0011688-0.00057672i,-0.0015476-0.00058739i,-0.0012197-0.00016208i,-0.00089473-0.00027235i,-0.00070585-0.00063935i,-0.00033436-0.00052199i,-9.3785e-05+0.0003624i,0.0003934+0.00054218i,0.00085722+0.00010806i,0.00057389+0.0002011i
0.0012824-0.0017503i,-3.6942e-05-0.0027814i,-0.00078219-0.0035163i,-0.00077113-0.0021674i,-0.00046812-0.00085738i,-0.00023008+0.00028974i,0.00019941+0.0013741i,1.0705e-05+0.0020981i,-0.00033658+0.0012i,-0.00072676+0.00040963i,-0.0010606-0.00037027i,-0.00086778-0.0012702i,-0.00057012-0.00079942i,-0.00090883-0.00013546i,-0.00079735+0.00011964i,-0.0006087+0.00040735i,-0.00077707+0.00075899i,-0.00038475+0.00058893i,-0.00013648+0.00057054i,0.00049472+0.00054042i,0.00049141-0.00023946i,1.7792e-05-0.00064684i,0.00016869+0.00019251i
-0.00045459-0.00034262i,0.0015297+0.00026498i,0.00019259+0.0020966i,-0.00094733+0.0030613i,-0.0005389+0.0026824i,-3.8826e-05+0.00094007i,-0.00039856-7.1408e-06i,-0.00067531+0.0003407i,-0.00080066+0.00015582i,0.00061586-0.00066013i,0.0021751-0.0009838i,0.0027391-0.001216i,0.002453-0.0013909i,0.0013863-0.0013559i,0.00014561-0.00054903i,-0.00049157-0.00040327i,-0.0010415-0.0004743i,-0.00053099+0.00016626i,-2.0004e-05+0.0011685i,-0.00020309+0.00094214i,0.00043185-0.00058666i,0.0009883-0.0012903i,0.00097776-0.0010478i
0.001829-0.0010542i,0.0032551-0.0023859i,0.0034009-0.0025851i,0.00189-0.0014886i,0.00082518-1.528e-05i,-2.0161e-05+0.00061621i,-0.00097864+0.00035867i,-0.0010219-2.4784e-05i,6.5941e-05-0.000833i,0.00074496-0.0017734i,0.0013575-0.001452i,0.0012867-0.00070747i,0.00038843-0.00059724i,0.0004938-0.00030427i,0.001066+0.0007001i,0.00033846+0.0006907i,0.00030796-0.00010646i,0.00046304+4.4373e-05i,0.00043434+0.00063736i,0.00047265+0.00037862i,-4.7116e-05+0.00010135i,1.915e-05-3.1597e-05i,0.00029513+0.00011046i
0.0012994-0.0004702i,0.00062088-0.0014864i,-0.00053872-0.0015874i,-0.0018537-0.00063301i,-0.0027049+0.00028306i,-0.0027957+0.00020545i,-0.0022985-0.00048428i,-0.00046149+6.3172e-06i,0.0014998-0.00023684i,0.0020806-0.00067497i,0.0016932+0.00047357i,0.00027181+0.0012392i,-0.00032116+0.0010709i,0.00013861+0.0010375i,0.00014079+0.00074479i,-0.0002913+0.0002384i,-0.00051707+0.00031151i,-0.00060683+0.0003528i,-0.00070958+6.3618e-05i,-0.0010236+0.00042561i,-0.00074072+0.00012435i,0.00030636-0.00065587i,-6.709e-06-0.00052515i
0.0003769+0.0010096i,0.00041149+0.00032431i,0.00025325+0.00053913i,-0.0010503+0.0020954i,-0.0011433+0.0023152i,-4.8473e-05+0.00053627i,-0.00063619+0.0001521i,-0.00066588+0.00049614i,0.00041677+0.00049598i,0.0013127+0.00096167i,0.0013083+0.00054595i,0.00049636-0.00069542i,-0.00046033-0.0014032i,-0.00035135-0.00091671i,-0.00056576+7.3176e-05i,-0.00052441+0.00056475i,-0.00045758+0.00077961i,-0.0011936+0.00037177i,-0.0014522+4.0957e-05i,-0.00075868+9.7471e-05i,1.3292e-05+0.00013793i,-0.00035197-0.00018766i,-0.0005493-0.0002969i
0.0017681-0.00017292i,0.0020339-0.00082898i,0.0015844-0.0012737i,0.00062631-0.00064654i,0.00045126-9.4806e-05i,-1.9883e-05+0.00011019i,-0.00038595-1.8499e-09i,0.0002652-0.00049241i,0.00063863-0.00014715i,9.999e-05+3.2911e-05i,1.5975e-05-0.00043004i,7.107e-07-0.00067288i,-0.00075719-0.00084274i,-0.0012016-0.00064975i,-0.00060152-5.1661e-06i,-0.00025614+0.00058634i,-0.00097095+0.0004124i,-0.00098208+0.00033986i,-0.00092483+0.00020706i,-0.00067435-0.00056053i,0.00013176-0.00071037i,0.00051873+5.9127e-05i,0.00047129+0.00028193i
0.00081947-0.00096657i,0.00053956-0.0017601i,-0.00039809-0.0028409i,-0.0013544-0.0019098i,-0.0019971+4.3093e-05i,-0.0028674+0.00065778i,-0.0023457+0.00034126i,-0.00086168+0.00038895i,-0.00034309+0.00033986i,0.00043282-0.00028597i,0.0011872-0.00059597i,0.0014069-0.0011625i,0.0013823-0.0011023i,0.001344+9.4666e-05i,0.00072324+0.0001112i,8.1755e-05-0.00043328i,-0.00015887-0.00066043i,-0.00028154-0.0013255i,0.00012575-0.0012256i,0.0010251-0.00089136i,0.0009333-0.00061872i,0.00048351-0.00012456i,-0.0001113-5.8439e-05i
0.00015119+0.0026701i,-0.00046238+0.0022742i,-0.0014652+0.0032626i,-0.0016257+0.0031256i,-0.00025206+0.0014988i,0.00054219+0.00054511i,-0.00010944+0.00060969i,-0.00044907+0.00023528i,0.0001915-0.00088808i,0.00086322-0.0011046i,0.0018493-0.00068887i,0.0020383-0.00038626i,0.0011677-0.00019862i,0.00038825+8.7464e-05i,0.00018869+0.00048615i,-1.6207e-05+0.00046107i,-1.2387e-05+0.0004724i,-3.4562e-05+0.00057711i,4.8734e-05+0.0011373i,0.00057134+0.0013274i,0.00063487+0.00042876i,-0.00028443-7.5933e-05i,-0.00081117+0.00013881i
0.002385-0.0013358i,0.0017821-0.0028449i,0.0010268-0.0027852i,-8.5698e-05-0.00088745i,-0.00085936+0.00033469i,-0.001297+0.00016237i,-0.0012293-0.00014017i,-0.00026663-0.0007859i,0.00015597-0.0013319i,0.0005635-0.00059188i,0.0011085+0.00033742i,0.00071811+0.00041471i,0.00028321+0.00045273i,9.9368e-05+0.00093304i,0.00010258+0.0011921i,0.00049849+0.00044511i,-0.00032271-0.00070083i,-0.0013021-0.00082433i,-0.0011343-0.00081389i,-0.00074297-0.00054761i,-0.00025755+5.3748e-05i,2.4262e-05+0.00031963i,0.00012364+0.00026679i
-0.00034382+0.00086206i,0.00034696+0.0012949i,3.7824e-05+0.0032158i,-0.0001176+0.0044138i,-0.00075739+0.0041808i,-0.0011427+0.0024055i,-0.000318+0.0003996i,0.00065124+0.00020971i,0.00069788+0.0003774i,0.00015304+0.00028106i,6.0499e-05+0.00076833i,0.00022291-0.00020937i,0.00027978-0.00095874i,-0.00041876-0.00047617i,-0.0008912-5.3485e-05i,-0.0013376+0.00039818i,-0.0022321+0.00059606i,-0.0014025+0.00073735i,-6.7954e-05+0.0009162i,6.4647e-05+0.0003566i,4.0361e-06-0.00018485i,2.8082e-05+0.00030219i,-0.00012843+0.00028355i
0.00028366-3.2278e-05i,0.0010972-0.0010852i,0.0014845-0.0013448i,-0.00081634-0.00095073i,-0.0019294-0.00028842i,-0.00095356+0.00042922i,-0.00045966+0.00047051i,-0.00060332+0.00087426i,-0.00012494+0.00097695i,-0.00010813+5.5217e-05i,-0.00051608-0.00046026i,-0.00027548-0.00015422i,0.0003939-0.00026709i,0.00032969-0.00065948i,0.00021841-0.00076167i,0.00062881-0.00053311i,0.0006021+0.00025252i,-0.00022582+0.00092184i,-0.00067438+0.00069675i,-0.00023028-0.00012704i,-4.9207e-05-0.0011451i,-0.00052715-0.0017808i,-0.001012-0.0013907i
-0.0002661-0.00050565i,-0.00046296-0.0011134i,-0.0024366-6.7721e-05i,-0.0033923+0.00082663i,-0.0023203+0.00098067i,-0.00048823+0.0010402i,0.00015109-3.6665e-05i,0.00017091-0.00080913i,-0.00013296+0.00022143i,-0.00019662+0.00074977i,0.00019954-0.00028994i,0.00095473-0.00066838i,0.00048913+0.00038819i,-0.0001083+0.00011121i,0.00041027-0.00075815i,-0.00024414-0.00037296i,-0.0015062-0.00053392i,-0.0011144-0.00019831i,-0.00018823+0.0006802i,-5.4877e-05+0.00091128i,0.00055696+0.0008041i,0.0011635+0.00052578i,0.00080046+0.00052267i
0.0021948-0.00079i,0.0021956-0.0015602i,0.0015894-0.0002067i,1.9303e-05+0.0017094i,-0.00090814+0.0015205i,-0.00084132-0.00025646i,-0.0011736-0.00050925i,-0.00077432-0.00051752i,0.00031-0.00022715i,5.366e-05-0.00026254i,-0.00065492-0.00087709i,-0.00033164-0.0016739i,-0.00033624-0.0017989i,-0.00089241-0.0010999i,-0.00083795-0.00037166i,-0.00019518-0.00010841i,8.2947e-05+0.00024992i,-0.00031461-3.1358e-05i,1.7795e-05-5.6032e-05i,0.00069773+0.00081473i,0.00052124+0.0012649i,0.00046135+0.0011056i,0.00087365+0.00091893i
0.0011443-0.00036225i,0.0010766-0.00042541i,-0.00011687-0.00040395i,-0.00059713+0.0013768i,-5.4961e-05+0.0025427i,0.00012183+0.00083055i,0.00018468-0.00022922i,0.0005963+0.00014893i,0.00096454+1.0701e-06i,0.0016167-0.00054212i,0.0018065-0.0013894i,0.0021406-0.0020342i,0.0020208-0.0016763i,0.00064401-0.00089217i,-0.00035054-0.00015024i,-0.00076879-0.0001022i,-0.0012768-0.00032676i,-0.0008759+0.00012063i,-0.00036864+0.00092963i,-0.00040107+0.00063593i,-8.068e-05-0.00072897i,-6.721e-05-0.0013084i,0.00024007-0.00058841i
0.0018695+0.00014746i,0.002361-0.00028082i,0.0020556-0.00079456i,0.00081928-0.00070027i,0.00054996-5.2578e-05i,4.4736e-05+0.00059876i,-0.00061802+0.00033123i,4.2193e-05-4.5448e-05i,0.0006607-8.9021e-05i,0.00042068-0.00026912i,-0.00019667+0.00014791i,-0.00057616+0.00033745i,-0.00017043-0.00044836i,0.0002417+6.4521e-05i,-0.00057344+0.00023516i,-0.0014804-1.6425e-05i,-0.0013708-2.7465e-05i,-0.0009563-0.00057432i,-1.8271e-05-0.00053948i,0.00019953-0.00039592i,-2.4931e-05-0.00028279i,0.0001787+0.00021108i,-0.00074631-0.00014239i
0.00096479-0.00024354i,0.00097807-0.00075539i,-0.00025508+8.1469e-05i,-0.0012748+0.00075001i,-0.00017618+0.00088227i,0.00027286+0.00045181i,-0.00016956+0.00019836i,3.335e-05+0.00042543i,-0.00022098+0.0003685i,-0.00045973+0.00021087i,-0.00048915+0.00040885i,-0.00019416+0.00059759i,0.0004539-3.0377e-05i,0.0007699-0.00034124i,0.00032811-6.1338e-05i,-0.00048725-0.00037879i,-0.0017443-0.00065302i,-0.0019538-0.00066039i,-0.00077272+0.0002794i,-0.00047493+0.00085904i,-0.00022736+0.00029872i,0.00059158+0.00053872i,0.00067181+0.00047798i
0.00048054-0.00015299i,-0.001505-0.00048191i,-0.0030224-0.0012134i,-0.0034967-0.00059137i,-0.0028881+0.00060741i,-0.0016515+0.0015029i,-0.0013126+0.0012799i,-0.001137-6.9958e-05i,-0.00014352-0.00084312i,0.0008264-0.0006263i,0.00078043-0.0006575i,8.2015e-05-0.0005391i,0.00056882-0.00056602i,0.0007578+0.00021286i,-0.00013405+0.001351i,0.00013432+0.001556i,7.7515e-05+0.00052331i,-6.3277e-05-4.5645e-05i,9.8399e-05+0.00059525i,-0.00015521-3.398e-05i,0.0001957-0.00064588i,0.00079243+0.00020422i,0.00034694+0.00029963i
-4.0084e-05+0.00086584i,0.00050166+5.4646e-05i,0.00094081+0.00066921i,0.00095952+0.0028383i,0.00075535+0.0032504i,0.0009217+0.0018589i,0.00033743+0.0011265i,-7.8626e-05+3.151e-06i,0.00084663-0.0011395i,0.0010123-0.0015413i,0.0012689-0.0021587i,0.00072948-0.0015375i,-0.00070776-7.0142e-05i,-0.0013299+0.00048408i,-0.00073193+0.00046525i,0.000328+0.00040377i,0.00050565+0.00049199i,0.00027806+0.00050213i,0.00011642+0.00050255i,-0.00019884+0.00031237i,0.0005098-0.00063283i,0.00030391-0.00080506i,-0.0006189-0.00054416i
-8.1704e-05-0.00035889i,0.0005085-0.0012161i,-0.0006786-0.001526i,-0.0010013-0.0011855i,-0.00033175-0.00061807i,9.8586e-05-0.0010071i,0.00063386-0.0012853i,0.0012377-0.0012284i,0.0012836-0.0014261i,0.0011252-0.0011124i,0.00056947-0.00030049i,0.00036753-0.0006677i,0.00017318-0.0013716i,-0.00031399-0.0012132i,-0.00037587-0.00066102i,-0.00036448+0.00020988i,-0.00019635+0.00030322i,0.00011519-4.1942e-05i,0.000317+0.00061114i,0.00042967+0.00088232i,0.00010235+0.00089461i,3.187e-05+0.0011875i,-0.00012864+0.00048722i
