-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
-0.00019371+0.00017516i,0.00091472-0.0010319i,0.0010498-0.00037721i,-3.4299e-05-0.0001351i,0.00022219-0.00063201i,0.00045978-0.00067523i,0.00038194-0.00042238i,0.00018758-0.00018262i,-0.00066221+0.00051572i,3.6675e-05+0.0010336i,0.00075632+0.00041399i,0.00036786-0.00018398i,0.00062833-0.00055588i,0.0010969-0.0014921i,0.0015352-0.0010544i,0.0010605-0.0004778i,0.00036514-0.00061469i,5.087e-06-0.00049238i,-0.00091444-4.3303e-05i,-0.00075945+0.00097703i,0.00045867+0.00077664i,0.00097065+7.3953e-05i,0.0012548+0.00039344i
0.00060796+0.00050663i,0.0004433+0.00080878i,0.0010383+0.00012284i,0.0017898-6.2955e-05i,0.0011919+0.00050289i,-0.00081607+0.0016671i,-0.00092989+0.0022755i,-0.00029304+0.0016457i,-0.0004536+0.00031755i,-0.00028053+0.00023036i,-2.0255e-05+6.4626e-05i,0.00017382-0.00020656i,0.00025938-0.00016845i,1.9552e-05+0.000208i,-0.00028762+0.00025015i,0.00021861-0.00029357i,0.0005096-0.0001166i,0.00053754+0.00031813i,0.0014958-0.00010882i,0.0016839-6.7123e-05i,0.00064915+0.0002875i,8.6561e-05-0.00010625i,-0.00036793-0.00033028i
-0.0013837+0.0017875i,0.0010817+0.0017029i,0.0026742+0.0011574i,0.0014386+0.00058102i,0.00040955+0.00029043i,0.00077461-0.00018487i,0.00084643+0.00023664i,0.00040958+0.00061008i,-1.9215e-05+0.0010603i,-2.8225e-05+0.00083759i,-0.00030886-0.00022453i,0.00012526-0.00053792i,0.00082689-0.0002412i,0.00069556-0.0011911i,0.00019758-0.0018827i,-0.00049019-0.0015329i,-0.00076236-0.00069962i,-0.00062164+0.00013363i,-0.00094455+0.000825i,-0.00075476+0.001094i,9.0243e-05-0.00015009i,4.4962e-05-0.0010683i,-0.00043679-0.00039593i
0.0010588+0.00087483i,0.00025285-0.00015528i,-0.00015166-0.00097925i,6.3792e-05-0.00076105i,0.00052212-0.00084462i,0.00030981-0.00031985i,0.00016912+0.00056552i,0.00065195+0.0002233i,0.00060906+0.00026673i,-3.914e-05-0.00017295i,-0.00077156-0.00065767i,-0.00074174-5.0459e-05i,-0.00077957+8.932e-05i,-0.001423-0.00031225i,-0.0015066-0.00050892i,-0.00048735-0.00019764i,0.000348+0.00053974i,0.00064333+0.00013195i,0.00092079-0.00026562i,0.0011914+8.2192e-05i,0.0011197-1.4065e-05i,0.0010296-0.00011246i,0.00086279-0.00015843i
-0.00265-0.00065283i,-0.0022055-0.00052719i,-0.0016706+0.00075882i,-0.00085381+0.00095147i,8.9585e-05+0.0003967i,0.00017276+6.9947e-05i,-8.3055e-06-0.00050911i,-0.00095387-0.00097519i,-0.0015612-0.00045314i,-0.00070693-0.00011155i,-0.00035179+0.00045247i,-0.00044841+0.00091803i,-0.00019374+0.00019153i,0.0005238-0.0012122i,0.00099241-0.0015467i,-1.4749e-05-0.00089839i,-5.4189e-06-0.0002759i,0.00030025-5.8509e-06i,0.00013272-0.00051077i,6.8649e-05-0.0001557i,-0.0005055+0.00029748i,-0.00025354+0.00029888i,0.0012721+0.0002581i
0.00021427-0.00058595i,0.0028547-0.0017014i,0.0036958-0.0020031i,0.0020667-0.00097071i,0.0010128+0.00088758i,0.0011728+0.0009661i,0.00101+2.8717e-05i,0.00029759+7.9881e-05i,-0.00028477-0.00053296i,-2.7747e-05-0.00067285i,7.6495e-05-0.0004059i,0.00049835-0.00088148i,0.00097946-0.00069668i,0.001055-0.00078288i,0.00097952-0.00060504i,0.0003228+0.00013797i,-5.514e-06+0.00050325i,0.00050937+0.00024859i,0.00023224-0.00034185i,-4.9113e-05-0.00092551i,0.00013131-0.0010309i,0.00034936-8.8671e-05i,0.00035962+0.00025115i
0.0012904+0.0010557i,0.00058668+0.00066742i,-0.00062085+0.00094324i,-0.0014584+0.0012244i,-0.00051293+0.00081153i,0.00066843+0.00061472i,0.000844+0.00083697i,0.00071602+1.5475e-05i,0.00045856-0.0006798i,-4.2029e-05-0.00067859i,-5.0937e-05-0.00083831i,-0.00019178-0.00035902i,0.00014895+0.00010059i,0.00016793-0.00074831i,-0.00043773-0.00066224i,-0.00016241+5.9147e-05i,0.00013637+0.00012889i,-0.0003296-5.6538e-05i,-0.00067018+0.00052418i,-5.8701e-05+0.00080802i,0.00080162+4.0141e-05i,0.00055156-0.00017555i,0.0003661-0.00018323i
-0.00053913+0.001012i,-0.00022167+0.001592i,0.0010975+0.0016141i,0.001262+0.00060869i,0.0010578+6.4012e-05i,0.00051258+0.00011591i,-0.00030358+0.00029101i,0.00014248+0.00023556i,0.00094893-0.00078706i,0.001164-0.00099275i,0.00084499+2.8185e-06i,-0.00025262+0.000592i,-0.00077998+0.00083558i,-0.00057077+0.00081869i,-8.1231e-05+4.5636e-05i,0.00013994-0.00024469i,-0.00024818-0.00036471i,0.00022478-0.00024692i,-0.00010903+0.00024726i,-0.00073283-0.00018902i,-0.00021681-0.00040844i,0.000162-9.8723e-05i,0.00044046+0.00037604i
-0.0010174-0.00080351i,5.3626e-05-0.0017944i,-0.00019986-0.0018799i,-0.00051196-0.0010063i,-0.00022168+0.00034113i,0.00092833+0.00075235i,0.0014768+0.00048169i,0.00032427+0.00023489i,-0.00043351-0.0005632i,0.00024844-0.00053831i,0.00062079+0.00033294i,0.00018143+7.2989e-05i,0.00052932-0.0010724i,0.00052566-0.0018423i,7.7438e-05-0.0016279i,0.00031862-0.0012986i,0.00056161-0.001005i,0.00015599-0.00057389i,0.00010057-0.00035722i,0.00052629+0.00034039i,0.00082139+0.0011587i,0.000993+0.00081175i,0.0010175+0.00039895i
-0.0015503-0.0015429i,-0.0014974-0.0013119i,-0.0018736+0.00035806i,-0.0016015+0.0018954i,-5.6002e-05+0.0022522i,0.00086144+0.0013659i,0.00071572+0.00017834i,0.00039719-6.4603e-05i,-4.9345e-05-1.9936e-05i,4.1228e-05-0.00031495i,0.0003021-0.00045619i,0.0006961-0.0005821i,0.0010828-0.00020732i,0.00059584+0.00044614i,-0.00010167-0.00039036i,0.00036598-0.0004015i,0.00063821+0.00053569i,0.00042576+5.8037e-05i,0.00051973-0.0007842i,0.00086026-0.00092144i,0.0012145-0.00053134i,0.00085311-0.00034783i,0.00053184-0.00053294i
0.0026913-0.0022117i,0.0029741-0.0027747i,0.0031487-0.003033i,0.0010741-0.0030117i,-0.0012955-0.0017867i,-0.0014573+5.9595e-05i,-0.00048535+0.00087412i,0.0003883+0.00048045i,0.00034006+0.00022111i,0.00046571+0.00056495i,0.0010579+0.00032459i,0.0010051-0.00025898i,0.0010694+0.00019887i,0.0011802+0.00048815i,0.0005408+0.00024313i,-0.00047178+0.00054248i,-0.00033912+0.00048482i,-0.00017747-8.5442e-05i,-0.00029431-3.6832e-06i,0.00014399+0.00077913i,-0.00024782+0.00071082i,-0.00076813-5.1863e-05i,-0.00053161-0.00040586i
-0.00078159+0.0020222i,-0.0011821+0.0016579i,-0.0017632+0.00018712i,-0.0012888-0.00074921i,-0.00010874+0.00024331i,-8.9706e-06+0.00085196i,0.00027811+1.3405e-05i,0.00032345+6.4977e-05i,-0.00052772+0.00024109i,-0.00082862+0.00017695i,-0.00021766+4.5869e-05i,0.00031126-0.00042453i,0.00059038-0.001398i,0.00021588-0.0015801i,-0.0003727-0.00093553i,9.8364e-05-0.00082192i,-0.0001309-0.00015503i,-0.00039273+0.00059265i,-0.0003298+0.00035936i,-0.00013518-0.00049719i,0.0002693-0.00090491i,-0.00014521-0.00045723i,-0.00045705+0.0005686i
0.00017591+2.8928e-06i,0.0008353+0.00043577i,0.0010994+0.00044318i,0.0010705-0.0003213i,0.00099608-0.00010665i,-4.7165e-05+0.00082856i,-0.00058798+0.0012705i,0.00045312+0.00098273i,0.00050522+0.00038882i,0.00010043-0.00037235i,0.00011758-0.00060886i,0.00041088-0.00018614i,0.00060034+0.00026183i,0.00052859-4.7519e-05i,0.00026016-0.0013949i,-0.00046467-0.0012681i,-0.00051944+3.9755e-05i,0.00011161+0.00032748i,8.9617e-05-0.00020168i,-5.2982e-05-0.00023503i,0.00030557+0.00045632i,0.00040757+0.00098319i,-5.8626e-05+0.0010628i
0.00090187+0.0014483i,0.0013095+0.00075269i,0.0015978-0.00098959i,0.00074451-0.00028891i,0.00010754+0.00052329i,0.000544-0.00075076i,0.000684-0.0008516i,0.00038739-0.00030793i,0.00053045-0.00074202i,0.00059952-0.00087073i,0.00023452-0.00020208i,-0.00010573+5.8697e-05i,-4.6938e-05-0.00028678i,-0.0002697-0.00071135i,-0.00011234-0.0010664i,0.00072125-0.0010289i,0.00072361-0.00041219i,-3.7808e-05+0.00015703i,-0.00056466+0.00051201i,-0.00040388-0.00018933i,-7.1829e-05-0.00079527i,8.7595e-05-6.2344e-05i,-0.00021746+0.00040308i
0.00093373-0.0007716i,0.00029321-0.00040604i,0.0001002-0.00052491i,0.00076637-0.0011905i,0.0012291-0.00053227i,0.00035933+0.0008782i,9.5506e-05+0.00064403i,0.00075209+0.00051041i,0.00070603+0.00065517i,0.00080359+0.00078279i,0.00046122+0.0012156i,-0.00043291+0.0011952i,-0.00096399+0.00086543i,-0.00031709+0.00079559i,0.0001602+0.00057314i,-0.00058303+0.00017417i,-0.00026769+0.00070266i,0.00080789+0.0013501i,0.00073784+0.00063489i,0.00013776-0.00052641i,-0.00021676-0.00069444i,0.00038769-0.00036347i,0.00051779+0.00054911i
0.00025543+0.00036145i,0.0015179-0.0006211i,0.0018581-0.002048i,0.00090329-0.0012248i,0.00016645-0.00033984i,0.00015027-0.00061721i,0.00018583-0.00027445i,8.684e-05+0.00049037i,0.0001549+0.00039939i,0.00019343+0.00023625i,-0.00027405-0.00042091i,-0.0002281-0.0014905i,0.00057725-0.0020247i,0.00078786-0.001681i,0.00066381-0.0013713i,-7.1513e-05-0.0016573i,-0.00070976-0.0011098i,-0.00065413-0.00019793i,-5.6488e-05-6.9851e-05i,0.00041857+0.00021056i,0.0004494+0.00044892i,0.00032679+0.00052625i,4.3471e-05+0.00052926i
-0.0006939+0.0013011i,-0.00128+0.0014955i,-0.00070504+0.002804i,0.00028293+0.0026917i,0.00171+0.0019191i,0.0022208+0.0020853i,0.0016894+0.001791i,0.0015696+0.0010605i,0.0015012+0.00069612i,0.00094156+0.00032395i,-1.0968e-05-0.00020246i,-0.00062024-0.00040361i,-0.00056027+0.00023567i,-0.00029297+0.00019471i,4.594e-05-0.00099024i,-0.00020441-0.0013107i,-7.4996e-05-0.00023489i,0.0007953+0.00071155i,0.00072685+0.0011967i,-0.00022176+0.00093481i,-0.00040873+0.00065031i,0.00051634+0.00076998i,0.00074278+0.00055902i
0.002602+0.00082247i,0.0031443+0.00030702i,0.0034835-5.7862e-05i,0.0020166-0.00053635i,-0.00048396-0.00093673i,-0.0012859-0.00065512i,-0.00092434-0.0004231i,0.00018881-0.00015229i,0.00031809+0.00050848i,-1.4445e-05+0.00057606i,0.00024573+0.00039093i,0.0006418-9.9186e-05i,0.0004489-0.00042593i,0.00013634-0.00055858i,-0.000193-0.001319i,9.9162e-05-0.0013147i,0.0008997-0.0011153i,0.00067863-0.00044665i,-8.7773e-05+2.5492e-05i,6.0039e-05-0.00050575i,0.00053013-0.0002344i,0.00063194+0.00025483i,0.000269+0.0004395i
-0.001128-0.00020805i,-0.0014193-0.00083354i,-0.00012742+0.00025804i,0.00043837+0.00064167i,0.0001977+0.00038067i,0.00092252+0.00082332i,0.0017539+0.00092706i,0.00068912+0.00054813i,-0.00017085+0.00015161i,-0.00038159+2.2903e-06i,-0.00069413-0.00044322i,-0.00045801-0.00044008i,0.00032427+0.00021661i,0.00032912+0.00029229i,-0.00038427-0.00050504i,-0.00036955-0.00060495i,0.00013499-5.7434e-05i,0.00073111+0.00022051i,0.00011508+9.0157e-05i,-0.00030991+0.00026413i,0.00051874+0.00010582i,0.00070036-0.00031728i,0.00040533-0.00024792i
0.0038729-0.00031534i,0.0035065-0.00042158i,0.001415-0.00062865i,8.8058e-05-0.00047801i,1.6336e-05-0.0011022i,-0.00041236-0.0017033i,-5.3986e-05-0.0014947i,-0.00025869-0.00090347i,-0.00064726-0.00049648i,-0.00014196-0.00058548i,9.7911e-05-0.00058517i,0.0004678-0.00040634i,0.00069575+0.00039363i,0.00054891+0.00015591i,0.000793-0.0010932i,0.00063826-0.0016774i,-0.00032934-0.0010489i,-0.00034779+0.00027592i,0.00028764+0.00014715i,0.00025433-0.0011235i,-0.00032418-0.001284i,9.108e-06-0.00037776i,0.00032222-4.3192e-05i
-0.002788+0.00010039i,-0.0019383+2.1132e-05i,-0.00071682+0.00072122i,0.00060899+0.001048i,0.0018761+0.0010087i,0.0019291+0.0010742i,0.0020261+0.00061622i,0.0012128-0.00057312i,-0.00025861-0.00065108i,0.00021639+0.00011141i,0.0010015-0.00023343i,0.0010311-0.0009824i,0.0012707-0.00072239i,0.0014217-0.00038801i,0.00097752-0.0009053i,0.0006152-0.0010495i,0.0012866-1.6986e-05i,0.0011371+0.00044879i,0.00021638-9.3227e-05i,0.00017592-0.00058621i,0.00018678+0.00027149i,-0.00013648+0.0017849i,-4.9642e-05+0.001198i
0.00023024-0.0021135i,-0.00029327-0.0008624i,-0.0007338-0.0011582i,-0.0016002-0.00097429i,-0.0013211+2.9335e-05i,0.00019934+0.00035629i,0.0015646+0.0006029i,0.0019469+0.00075791i,0.00076904+0.00045414i,3.5189e-05-3.3079e-05i,7.7533e-06+0.00036828i,-0.00017071+0.0014554i,0.0002096+0.0011394i,0.00068388+0.0013697i,-3.0889e-05+0.0017461i,-0.000914+0.00076983i,-0.00058566+0.00035836i,-0.00029783+0.00022708i,-0.00080334-4.4981e-05i,-0.00059966-5.6278e-05i,-7.4864e-05-0.00041927i,-0.00018046-0.0006295i,0.00030642-0.00050085i
0.00095338-9.9395e-05i,0.00041133-0.00044943i,0.00043948-0.00048655i,0.00047003+0.00023111i,-0.00043292+0.00095763i,-0.00087254+0.0012374i,-0.00031872+0.0011597i,-0.00032434+0.00092922i,-0.00048082+2.7957e-06i,-0.00093017-0.00053752i,-0.00084622-0.00020695i,-0.00024726-0.0002873i,-0.00015603+0.00011253i,-0.00018446+0.00037151i,0.00024458-0.00060343i,0.00098499-0.00065631i,0.00071047+0.00019084i,0.00022279+0.0001122i,-0.00014671-6.3274e-05i,-0.0010195+0.00015746i,-7.5916e-05+6.6619e-05i,0.00098597+3.314e-05i,7.5778e-06+0.00066603i
0.0021179-0.0019156i,0.0024791-0.0024307i,0.0011199-0.0022436i,-0.00065547-0.0014554i,-0.00020083-0.00074973i,0.00022066+3.4319e-06i,0.00013475+0.0003531i,0.00035081+0.00017656i,-0.00018285-0.00058362i,-0.00015328-0.0013401i,0.00023082-0.0009494i,-0.00044626-4.5497e-05i,-0.00016555+0.00024868i,0.00074673+8.7976e-05i,0.00037132-0.00094269i,-4.4507e-05-0.00094574i,-0.00023062-0.00024152i,-9.7745e-05-0.00019023i,0.00036488+0.00030357i,0.001049+0.0010924i,0.0012467+0.00068524i,0.00049471-0.00018726i,0.00043455-0.00042201i
-0.00053122-0.00067614i,2.3591e-05-0.0018311i,0.00023238-0.00018361i,-0.00017184+0.001715i,0.00026205+0.0013283i,0.00075131-0.00016265i,-2.7903e-05-0.00063115i,-0.00066446+5.1153e-05i,-0.00031413+0.00061746i,0.00026295+0.00044934i,0.00022409-6.8354e-07i,-0.00013883+0.00025422i,-0.00091294+0.00068607i,-0.0006242-3.9875e-05i,0.00044837-0.00096043i,8.9896e-05-0.0012666i,0.00012777-0.0011888i,6.0157e-06-0.00070829i,-0.00078928-0.00043377i,-0.00040203-9.9177e-05i,0.00028471+0.00039476i,0.00042307+0.00017502i,1.3479e-05-0.00012678i
-0.0011692+0.0016814i,-0.00033536+0.0016083i,-0.0005275+0.0016586i,-0.00048658+0.0017103i,0.00016322+0.00083942i,-0.00028026+0.00044057i,-0.00067542+0.00035943i,-0.00060596-0.00021171i,-0.00039796-0.00035695i,0.00075328-0.00020582i,0.00076593+0.00016369i,-0.00023355-0.00020572i,0.00032575-0.0006884i,0.0010275-0.0011277i,0.00080343-0.0012868i,0.0008911-0.00073084i,0.0012344-0.0007452i,0.00059425-0.00022886i,-0.00034694+0.00072201i,-0.00049038+0.00056374i,0.00012208+5.3789e-05i,0.0002437+0.00038574i,0.00039239+0.00062184i
-0.000335+0.0005169i,-6.0943e-05+0.00094868i,-0.0001463+0.00090199i,-0.00027282+0.00080028i,-1.4517e-05+0.00098537i,0.00049851+0.001368i,0.00082446+0.0005682i,0.0012137-5.3709e-05i,0.0010939+0.00041621i,0.00031745+0.00063351i,-8.9566e-05+0.00015696i,-0.00028074-0.00049345i,8.4093e-05-0.00043985i,0.0012072-0.00045896i,0.0016211-0.0010133i,0.00087478-0.00084338i,-2.6275e-05-0.00079114i,0.00029309-0.0006613i,0.00039967-0.00021659i,-9.004e-05-3.5533e-05i,-0.00061691+0.00080001i,-0.0010078+0.001404i,-0.00032873+0.00068354i
0.00066501-0.0023333i,0.0011121-0.0017859i,0.00038257-0.00041905i,-0.00011983+0.0002695i,-0.00026393+0.0010584i,9.7964e-05+0.0012348i,0.00067543+0.00081061i,0.00061743+0.0001433i,0.00040865-0.0003759i,0.00084168-5.9392e-06i,0.0010964+8.794e-05i,0.00030198+0.00037952i,0.00059554+0.00041617i,0.0013106-2.484e-05i,0.00082804-0.00026743i,0.00060087-0.00024139i,0.00036908-0.00048857i,0.00016908-0.0011438i,0.00064238-0.00085179i,0.00088725+0.00026567i,7.0937e-05+0.00069502i,-0.00046668+0.00023822i,-6.8062e-05+0.00031868i
-0.0014293-0.0011762i,-0.0018429-0.0012556i,-0.0012743-0.00084223i,0.0002438-0.00010248i,0.00084461+0.00061882i,0.00082264+0.0012074i,0.00042694+0.001286i,-0.00034199+0.00016747i,-0.00042438-0.00070607i,3.5289e-05-0.00068213i,0.00025075-0.00028416i,-5.4961e-06+0.0001619i,0.00026531+0.0004916i,0.00010213+3.0179e-05i,-5.691e-05-0.00046027i,-0.00013676-0.00045068i,-0.00017927+0.00027177i,-0.00019648+0.00057956i,-0.0003432-6.2059e-08i,-9.3288e-05-0.00024325i,0.0004246+2.1449e-05i,0.001207+0.00018028i,0.0012147+0.0012689i
0.0015017-0.001652i,0.0023135-0.0021967i,0.0021869-0.0019193i,0.00081438-0.00028835i,-0.00099488+0.0011582i,-0.0013173+0.00079325i,-0.00035156-0.00019207i,0.00071798-0.00058216i,0.0011991-0.0010422i,0.00047666-0.0010725i,0.00014578+0.00013558i,0.00072646+0.00059706i,0.00059719+0.00050933i,0.00026759+0.00056058i,0.00084929+0.00010486i,0.0012272-3.8376e-05i,0.00049721-9.1307e-05i,0.00027611+6.4248e-05i,0.00087967+0.00032891i,0.0014621-0.00037368i,0.00096822-0.00052341i,-1.8608e-06-0.00021971i,0.0002648-3.1495e-06i
-0.00079003-0.00066754i,-0.00051604-0.00082572i,-0.00028873+0.00027105i,0.0006595+0.0015591i,0.00092157+0.0017034i,0.00068698+0.0013297i,0.00058659+0.00044149i,0.00014361-0.00025573i,-0.00024268-0.00063923i,-0.00033134-0.00059942i,0.00054737-5.7256e-05i,0.00082228-0.00039111i,0.00083788-0.00011856i,0.0012232+0.00043947i,0.00077325-0.00075474i,0.00030044-0.0014814i,0.00028677-0.00063433i,0.00049366+0.00042418i,0.00013151+0.00084914i,-7.7717e-05+0.00051798i,0.00029848+0.00068209i,0.00044298+0.00082922i,-0.00015261+0.00052587i
-0.00095083+0.0013551i,-0.00038384+0.00014579i,2.7646e-05-0.00055382i,0.00024819-0.0009222i,0.00052228-0.0016305i,0.0005762-0.0014709i,0.00013842-0.0006221i,-0.00048174+7.9319e-06i,-7.7226e-05-0.00010659i,0.00010192+0.00051185i,0.00020701+0.0010047i,4.8112e-05+0.00032245i,-0.00082592-0.00037436i,-0.00030229-0.0011073i,0.0008664-0.0018211i,0.00053344-0.001473i,-9.9823e-05-0.00050765i,-0.00066815-7.7502e-05i,-0.00061128+0.000528i,4.1907e-06+0.0008915i,3.5458e-05+7.0762e-05i,0.00013088-0.00046758i,-3.4222e-06-0.00023891i
0.00044978+0.0010062i,0.00031643+0.0018721i,0.0009675+0.0020101i,0.0015647+0.0012685i,0.0011349+0.0011138i,0.00033294+0.0016959i,0.00042185+0.001575i,0.00042941+0.00058639i,-0.0002354-0.0001567i,-0.00010078-0.00021262i,4.4124e-05-0.00014227i,-0.00017408-0.00057736i,-0.00016946-0.00070931i,0.00013413-0.00047291i,0.0005244-0.000362i,0.0004845-0.00024729i,0.00041598-0.00026608i,0.00014522-0.00026177i,-0.00013585-0.00033105i,-0.00026008-0.00018068i,-0.00013653+0.00029226i,-3.7259e-05+0.00026113i,0.00010082+0.00020372i
0.0014242-0.0028437i,0.00073228-0.0036354i,-0.00077696-0.0032907i,-0.0016816-0.002046i,-0.0014019-3.285e-05i,-0.00061933+0.0010961i,-0.00024163+0.0011888i,-0.00012599+0.00074352i,-0.00054951+0.00023828i,-0.0010992+2.2768e-05i,-0.0002489+0.00032734i,0.00016447+0.00022842i,-9.9083e-05+0.00010082i,-0.00013974+0.00056483i,-0.00014496-4.6054e-05i,-0.0001705-0.00035846i,-0.00010316+0.00042702i,-0.0002493+0.0002866i,0.00029023-0.00062179i,-5.1027e-06-0.00080335i,-0.0012147-0.00034483i,-0.0012481+0.00022265i,-0.00086445-2.3359e-05i
-0.00051462-0.00037726i,-0.00011157-0.00052869i,0.00040781-0.00032176i,0.00043926+0.00076258i,0.00011551+0.00089279i,-7.8985e-05+0.00059252i,0.00035254+0.000881i,0.00097039+0.00060614i,0.00091019-0.00038966i,0.00035901-0.00075873i,-5.8055e-05-0.00054752i,0.0003658-0.00033256i,0.00053882-0.00037427i,-5.4332e-05-0.00031553i,-0.00046619+0.00010833i,-0.00011471+0.00036958i,-3.0663e-05+0.00019251i,-0.00089782-1.7013e-05i,-0.00036493-0.00051517i,-0.00012613-0.00035493i,-0.00056322+0.00015996i,9.0799e-06+0.00066077i,0.00019581+0.00044717i
-0.00079136+0.00033634i,-0.0020948-0.00036721i,-0.00088673-0.0004617i,0.0012693-0.00023399i,0.0021209-0.00023873i,0.0019267+0.00024802i,0.0013871+0.00080414i,0.00036168+0.0017618i,-0.00012849+0.0015248i,0.00025648+0.0005201i,-0.00047447+0.00043631i,-0.00078815+0.00021546i,-0.00048607-0.00018553i,-0.00025199-0.0011439i,0.00067501-0.0019967i,0.00097929-0.0012273i,0.00015144-0.00088213i,7.2586e-05-0.0004458i,0.00054398+0.00046462i,0.00033926+0.00056196i,-0.00012708+0.00060535i,4.9472e-06+0.00060158i,0.0006367+0.0005655i
0.00049896-0.00084468i,0.00072416-0.00081972i,6.2653e-05-0.00025939i,-0.0012175+0.00035418i,-0.0016795+0.00056774i,-0.00088185+0.00078209i,0.00043451+0.00089669i,0.0013955+0.00048043i,0.0012828+0.00021676i,0.00084317+0.00047319i,0.00052148+0.0009242i,0.0001344+0.0002914i,4.3588e-05-0.00051366i,0.00013515-0.00036637i,0.00042536+0.00046375i,0.0011857-0.00018414i,0.00049819-0.00073447i,-0.00019989-0.00018867i,0.00065407+0.00019356i,0.00059744+0.00015649i,0.00013927-0.00017207i,0.00021162+0.00012897i,-0.00051239+0.00011507i
-0.0012458-0.0010089i,-0.0027785-0.00080449i,-0.0039721+8.1514e-06i,-0.0035215+0.00099825i,-0.0022569+0.0018636i,-0.00067891+0.0018767i,-0.00026281+0.0010662i,-0.00015464-0.00042483i,-0.00010821-0.00059633i,-0.00065471+0.00038701i,-0.00078779+0.0003002i,4.7003e-05-0.00023189i,0.00087735-3.266e-05i,0.0013396+0.0004665i,0.00087595+0.00070184i,-3.5338e-05-0.00045943i,-0.00037848-0.0012899i,0.00011444-0.00022285i,0.00049517+0.00037819i,0.00067634-7.7722e-05i,0.00060978-0.00059951i,-0.00040167+5.7838e-05i,-0.00095855+0.0011159i
0.0011929-0.0013967i,0.00039454-0.0013196i,-0.00010153-0.00063126i,0.00042526-0.0010661i,0.00083153-0.00067548i,0.00026646+0.00086315i,0.00025208+0.0015936i,0.0010249+0.001011i,0.00081776+0.0002258i,8.984e-06-0.00046976i,0.00028261-0.0003076i,0.00044005-5.4884e-05i,-0.00055464-0.00046478i,-0.0012688+0.00013863i,-0.00073054+0.0011022i,0.00017362+0.0002732i,0.00032994-0.00028026i,0.00090804-0.00023911i,0.0011025-0.00033573i,0.00057076-0.00017759i,0.00071894-0.00025012i,0.00075223-0.00031147i,0.00043001-0.00032544i
-0.0001505-0.0026363i,-0.0011114-0.001644i,-0.0016955-0.0014345i,-0.0013993-0.00040799i,-0.00090472+0.00064627i,-0.000285+0.00068147i,0.00063541+0.0007331i,0.001296+0.00016972i,0.00079331-0.00034404i,0.00010329+9.0264e-06i,0.00057688-0.00020059i,0.00070284-7.9353e-05i,0.00033454+0.00033059i,0.00038081+0.00062741i,0.0021985+0.00034845i,0.0028624-0.00026441i,0.0016376+4.0155e-05i,0.0010169+0.00029998i,0.00097135-0.00083969i,0.0011456-0.0011466i,0.0004831-0.00033553i,-0.00018837-0.00017324i,-2.0786e-06-9.2079e-05i
-0.00029923-8.5244e-05i,-4.3931e-05+0.00020722i,0.00049125+0.0019552i,1.2617e-05+0.0021064i,6.9033e-05+0.0010881i,0.00096732+0.00083179i,0.0016077+0.00093349i,0.00092769+0.00071157i,0.00017358+0.0005994i,0.00047899+0.00060665i,0.00052902-8.0048e-05i,0.00029541-5.3972e-06i,0.00049796+0.00032979i,0.00075644-0.0005115i,0.00044479-0.0017817i,3.3474e-05-0.00114i,-0.00013235-0.00041629i,-0.00059893-0.00023566i,-0.00063226-0.00022845i,-0.0004432-0.00032232i,-0.00043366+0.00018544i,-0.0008292+0.0001072i,-0.0006978-7.9068e-05i
0.00057009-0.00065702i,0.00067472-0.00042306i,-0.00024225+1.7474e-05i,-0.0011674-0.00020055i,-0.0013341+6.9258e-06i,-0.00067248+0.00024765i,-0.00053325+0.00018948i,-0.00077166-9.2962e-05i,-8.7858e-07-0.00034772i,0.00016883-0.00018114i,-0.00022076+0.00016758i,-0.00042913+5.0353e-05i,6.4492e-05+2.4336e-05i,0.00043952+0.00026692i,0.00046245-0.00028347i,0.00081126-0.00077717i,-0.00021378+0.00033733i,-0.00067415+0.0005209i,-0.00022894-0.0005358i,0.00023652-0.00089552i,0.00012491-0.00040692i,-0.00047282-0.00010457i,-7.7344e-05-0.00055547i
0.00095938+0.00038056i,0.00052287+0.00042793i,0.00029312-9.7775e-05i,0.000717-0.00010675i,0.00025246+0.0010527i,-0.00020481+0.0015084i,0.00082422+0.00067843i,0.0014314+7.7096e-05i,0.00078509+0.00052322i,0.00050217+0.00038989i,0.00050777-0.00028262i,-5.2735e-05+0.00013947i,-7.2723e-05+0.00099145i,0.00025617+0.00077207i,0.00028142-0.00021096i,0.00020372-0.00074843i,0.00076662-0.001099i,0.0011835-0.00032725i,0.00066443+0.00070914i,-0.00012668+0.001155i,-0.00045237+0.0010993i,9.1179e-05+0.00092365i,0.00063306+0.0010576i
