-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
-0.0010506-0.00069399i,-0.00065407-0.00015505i,-0.00049097+0.0010286i,-0.00043255+0.00083803i,-0.0002437+0.00020858i,-0.0013484+0.00027001i,-0.0028133+7.4914e-05i,-0.0024388-0.00027795i,-0.00063175+0.00010132i,0.00075622+0.00025719i,0.00072895-0.00035796i,0.00016087-0.00067924i,0.00044118-0.00095641i,0.00091405-0.0011529i,0.00067465-0.00082672i,0.00060134-0.00015361i,0.00018496+0.00048929i,-0.00048908+0.00042901i,-0.00029081-0.00030763i,-0.00011526-0.00090634i,-0.0005211-0.00042346i,-0.0011107-9.9682e-05i,-0.00043363-0.00039808i
-0.0005099+0.00015156i,-3.2224e-05-0.0012153i,2.184e-05-0.00068432i,-2.1205e-05-0.00031732i,-0.00048092-0.00019494i,-0.0011653-7.6496e-06i,-0.001156+0.00065874i,-0.0010581+0.00088951i,-0.00044155+0.00052509i,0.00013678+0.00064212i,3.3714e-05+0.00055809i,-1.8624e-05+0.00055074i,-0.00045278+0.00069807i,-0.00063944+0.00041831i,-7.3335e-05-8.3508e-06i,0.0003183+6.4761e-05i,0.00055792+0.00011696i,0.00035355+0.00032078i,-0.00039663+0.00027939i,-0.00027296+0.00012747i,-5.365e-05+6.4137e-05i,-0.00043583-0.00023006i,0.00017513-0.00049994i
-0.002253+0.00072703i,-0.0010076+0.00071487i,9.9396e-05+0.00038526i,-0.0009979+0.00020315i,-0.0020114-0.00020236i,-0.0016093-0.0005215i,-0.0012854-8.0957e-05i,-0.001364+0.0004564i,-0.0012728-0.00012536i,0.00018257-0.00023332i,0.00061411+0.00019203i,0.0001023+9.0266e-05i,0.00054394-0.00040388i,0.00095067-0.00072702i,0.00090874-9.9963e-05i,0.00065926+0.00069308i,0.00093505+0.00044953i,0.00029692-3.003e-05i,-3.6622e-05-0.00074738i,-6.6468e-05-0.00063899i,-0.0003427-0.00053829i,0.00014137-0.00092589i,4.5838e-05-0.00080803i
0.00070105+0.00093667i,0.00018759+0.00090661i,-9.8983e-05+0.00013936i,-0.00079861-0.00067685i,-0.0014395+0.00010118i,-0.0017682+0.0005384i,-0.0014141-0.00010192i,-0.0012145+0.00024242i,-0.0014422+0.00015745i,-0.0010927-0.00057864i,-0.00048427-0.00068272i,-0.0004869-0.00068719i,0.00055334-0.00048367i,0.00071373+0.00071863i,8.4278e-05+0.0011272i,5.8298e-05+0.00036989i,-0.00041658+6.0383e-05i,-0.00038981+0.0001516i,-0.00036827+0.00027189i,-0.00038955+0.00028705i,-0.00051454+0.00041202i,-0.00028708-0.0001683i,0.00046501-0.00075728i
-0.0010009-0.00068628i,-0.00095704-0.00028022i,-7.65e-05-0.00087063i,0.00028425-0.00080387i,-0.00051499-5.5551e-05i,-0.0012833-9.1105e-05i,-0.0013491+0.00019955i,-0.00075048-3.374e-05i,0.0003728-0.0008341i,0.0013636-0.00074523i,0.00088926-0.00049523i,-0.0001871-0.00054402i,-0.00044006-7.8076e-05i,-9.1156e-05-5.7053e-05i,0.00034678+5.4937e-05i,-0.00023454+0.00094747i,-0.00074425+0.0011049i,-0.00053328+0.00040185i,-0.00027521-0.00020474i,0.00016716-0.00095169i,0.0010564-0.001511i,0.00090541-0.0008706i,6.4424e-05-0.00066918i
-0.00018505-0.0022267i,0.00015418-0.0011486i,-0.0017548-0.0010067i,-0.0034795-0.0013003i,-0.003203-0.00019863i,-0.0023564+0.00093344i,-0.0017973+0.0014028i,-0.00084229+0.0011054i,-0.0004258+0.00014863i,-0.00034338-0.00062426i,-0.00022848+7.731e-05i,-0.00077854+0.0002536i,-0.0011808+0.00018374i,-0.0012288+0.00032397i,-0.00078384+0.00036595i,-0.00015391+0.00083771i,0.00010896+0.00064351i,-0.00037874+0.00035683i,-0.00013307+0.00038245i,-0.00020746+0.00022966i,-0.0007658-0.00041504i,-0.00044153-0.0013656i,0.00029277-0.0013984i
0.001681+0.0012744i,0.0013925+0.00062157i,0.00088903+0.0002197i,-0.00018584-0.00092687i,-0.00090556-0.0018164i,-0.001616-0.00082138i,-0.0015528-5.5086e-05i,-0.0005821-0.00033583i,-0.0001495-0.00082092i,-0.00048311-0.0005961i,-0.00050154+1.5631e-05i,-2.2328e-05-6.6359e-05i,-0.00035208-0.00044718i,-0.001034-0.00053893i,-0.00077092-0.00029383i,-0.00029673+3.0333e-05i,-9.345e-05-0.00064459i,0.00019478-0.001022i,0.00063627-0.00062915i,0.00052747-0.00058381i,-0.00024242-0.0001556i,-0.0011219-0.00021139i,-0.0004405-0.00042584i
0.00056677+0.0005889i,-0.00066133-0.00034183i,-0.00030372-0.0009401i,-0.00050794-0.00080606i,-0.001449-0.00029218i,-0.0016999+0.00087529i,-0.00094847+0.0017859i,-0.00041339+0.0010793i,-0.00028152+0.00048987i,-0.00030212+0.0005924i,-0.00050608-0.00014926i,-0.00081007-0.00025919i,-0.00015304-7.0074e-06i,0.00017371-0.00067122i,-0.00048588-0.00089158i,-0.00096727-0.00061546i,-0.001565-0.00066688i,-0.0013481-0.00026864i,-0.00071674-0.00040459i,9.0775e-05-0.00081945i,0.00059909-0.00058273i,0.00029236-0.00019211i,-0.00056184-0.00030015i
0.00093065+1.2103e-05i,0.0013731+0.00016851i,0.00053093-0.00027282i,-0.00025326-0.001326i,-0.00013189-0.00090194i,-0.0005537+0.00028125i,-0.00064134+0.00085877i,-0.00023449+0.00099081i,0.00010218+0.00023831i,0.00016004-0.001076i,-0.00038653-0.00056491i,-0.00077481+0.00029371i,0.00016169+1.2659e-05i,-8.4029e-05-8.2061e-05i,-0.0004563-0.00024675i,0.0004589-0.00053766i,0.00038589+6.8374e-05i,-0.00012842-3.1865e-05i,-8.7881e-05-0.00052821i,-0.00021919-0.00036134i,-0.00046991-3.1263e-05i,-0.00040773-0.00030124i,-0.00017105-0.00011952i
-0.00052943+0.0010819i,-0.0013143+0.00070303i,-0.0014831+0.00049802i,-0.0011747-0.00060022i,-0.0010043-0.0011115i,-0.00055716-0.00058769i,-0.00015917+0.00011583i,-0.0001219+0.00017446i,7.7044e-05-0.00030061i,0.00046079-0.00073136i,0.00042921-0.00048968i,0.0001588-0.00026909i,0.00025078+9.4311e-06i,-0.00014922+6.1401e-05i,9.1822e-06-2.0889e-05i,0.00015729+0.00042521i,-0.00060157+0.00061264i,-0.00059969+0.00020886i,-0.00017265+0.00017808i,5.1205e-05-0.00021966i,0.0004165-0.000176i,0.00054775+0.00038366i,0.00084617+1.0897e-05i
0.0030512+0.00030443i,0.0036634+0.00048315i,0.0037732-0.00034464i,0.0011064-0.0016681i,-0.00071343-0.0019257i,-0.0013306-0.0011392i,-0.0015212-0.00034509i,-0.00070172+0.00015762i,0.00066637-2.7612e-05i,0.00072813-0.0006294i,0.00023592-0.00098847i,-0.00023997-0.00031789i,1.5306e-05-0.00037907i,0.00058052-0.00037077i,0.00056191-0.00018488i,0.0007529-0.00074728i,0.00072439-0.00026525i,0.00034852+0.00098204i,-0.00036172+0.00073833i,-0.00074442-0.00026284i,-0.00099598-0.00063764i,-0.0010139-2.4575e-06i,-0.00084233+0.00064027i
-0.00011993-0.0011742i,-0.0005589-0.00088231i,-0.00098369-0.0012367i,-0.001304-0.0010336i,-0.0018523+7.737e-05i,-0.0012015+0.00078144i,-0.00062336+0.000351i,-0.00081267-0.00032647i,-0.00086831-0.00047747i,0.0003965+0.00023058i,0.00071204+0.00038423i,0.00050351-0.00014236i,0.0011421+0.00016333i,0.0016245+0.00086401i,0.00084742+0.00089908i,-0.00048289+0.00029198i,-0.00082246+0.00017975i,-0.00070085+0.00020512i,1.5549e-05+0.00054769i,-5.1669e-05+0.0011622i,0.00020522+0.00090416i,0.00099747+0.00079708i,0.00089924+0.00084855i
0.0004196+0.001384i,0.00049704+0.00062983i,0.00056386-0.00060251i,-0.00025131-0.00083473i,-0.0014543-0.00051502i,-0.0018759-0.00058626i,-0.0016291-9.688e-06i,-0.0013244+0.00069588i,-0.00085438+0.00096034i,0.00017657+3.311e-05i,0.00047232-0.00069763i,0.0004266-0.00029852i,0.00031967+3.4739e-06i,-0.00011784+0.0001836i,-0.00015627-3.2829e-05i,0.00013162-0.00027122i,0.00025392+0.00070954i,0.00017757+0.0021891i,-0.00012351+0.0021264i,-0.00054996+0.0008993i,-0.00093379-3.2491e-05i,-0.00071768-3.4102e-05i,-0.00046111+0.00014759i
0.00049103+0.0016483i,0.00019494+0.0011791i,0.0009568+0.00032076i,0.00022708-0.00084078i,-0.0012451-0.0013103i,-0.0018611-0.00032006i,-0.0016056+0.00067902i,-0.00012421+0.00015523i,0.00086395-0.00041473i,0.00032325-0.00020061i,-0.00033543-0.00063298i,-0.00019672-0.0010372i,0.00045775-0.0005213i,0.00082317-0.00036271i,0.00089722-0.00024596i,0.00011003-0.00018957i,-0.00035877-0.00094216i,-4.2829e-05-0.0011893i,1.8358e-05-0.00038823i,-4.0912e-06+0.00048716i,0.00026051+0.00079831i,0.00026901+0.00058731i,-3.3047e-05+0.00025429i
0.00044556+9.6457e-05i,0.0010318-0.00056523i,0.00051926-0.00092226i,-0.00057988-0.00072375i,-0.0010515-0.00018253i,-0.00089129-0.00025291i,-0.00090417-0.00030429i,-0.00049417+0.0002875i,-0.00014285+0.00069754i,-0.00025407+0.00016889i,-0.00034156+5.0789e-05i,-0.00019456+0.00020831i,0.00034059+0.00036471i,0.00041197+0.00062037i,-0.00023398+0.00087737i,-0.00059037+0.00052356i,-0.00072076+0.00033071i,-0.00051185+0.00095382i,0.00016723+0.00057251i,0.0011282-0.00060094i,0.00076362-0.00087747i,0.00042184-0.00034506i,0.00048178-0.00049072i
-0.0012069-0.0013012i,-0.0008042-0.00054784i,-0.00073727+0.00034726i,-0.0016075+0.00096423i,-0.0022257+0.00063869i,-0.0019007-4.3551e-05i,-0.0019644+3.271e-05i,-0.0018708+0.00013882i,-0.00083217-0.00032873i,-0.00047148-0.0002245i,6.1392e-05+0.00017109i,0.00021695-6.992e-05i,-0.00016263-0.00015559i,0.00024077-0.00023023i,0.00027881-0.00021067i,0.00011942-0.00019555i,3.9579e-05-0.00056422i,-0.0003562-0.00099739i,-0.00031322-0.00083808i,-0.0008004-0.00018777i,-0.0010194-0.00024045i,-3.4808e-05-0.00071694i,3.5533e-06-0.00049756i
0.00056037+0.00084248i,0.00019418-8.0267e-05i,-0.00063406-0.0009752i,-0.00087476-0.0013307i,-0.00065466-0.0012789i,-0.00083576-0.000626i,-0.0012504-0.00017861i,-0.0010293-0.00011008i,-0.00039263-2.013e-05i,0.00021814-0.00019249i,0.0001787-0.00059647i,-6.2637e-05-0.00052858i,-0.00038071-0.00059763i,4.3877e-05-0.00086176i,0.00063836-0.00141i,0.00045187-0.00089692i,-5.2262e-05+0.00027531i,-0.00033628+0.00035851i,-1.7665e-05+0.00029843i,0.00039972+0.00036055i,0.0007785-0.00029585i,0.00108-0.00011645i,0.00054653+0.00094613i
-0.00049606+0.0028163i,0.00038331+0.0021069i,0.00017946+0.0013432i,-0.00017215+0.0011263i,0.00028102-1.9931e-05i,-0.00035631-0.00017973i,-0.0010864+0.00045617i,-0.0011022+0.00071666i,-0.0001786+0.00074268i,0.00044669+0.00018095i,0.00018572-0.00027569i,0.00010273+0.00044209i,0.00013232+0.00070206i,-0.00034894-0.00045584i,-0.00081593-0.00069448i,-0.0004942-0.00023987i,-0.00077879-0.0004554i,-0.0010253-0.00013867i,-0.00093908+0.00016616i,-0.00036408+0.00015061i,-0.00020046+0.00026328i,-0.00078357-0.00034047i,-0.00084789-0.00072565i
0.00056262-0.00028794i,0.0012297-0.00077573i,0.00055612-0.00074917i,-0.00017482-0.0006687i,-0.0010733-0.00013921i,-0.0020001+0.00043855i,-0.0015179+0.00010316i,-0.00061506-0.00033849i,-0.00045704-0.0010333i,-0.0004114-0.001073i,-9.8593e-05-0.00060613i,-0.000126-0.00037324i,-0.00035271-0.0005733i,-0.00035627-0.00059617i,-0.00050033-0.0005514i,-0.00016125-0.00070454i,0.00035566+0.00020239i,0.00040706+0.00038753i,0.00041686-0.00011559i,0.00034945-0.0003925i,0.00031382+7.6974e-05i,-9.5462e-05+0.00062619i,1.2523e-05+0.00029772i
0.00088648+0.00060495i,-8.747e-05-5.1338e-05i,-9.9947e-06-0.00066251i,-0.00043102-0.00035501i,-0.0019574-0.00033572i,-0.0026392-0.00054912i,-0.0017902+1.7332e-05i,-0.000764+8.5902e-05i,-0.00031038+0.00014997i,-5.0732e-05+0.0001005i,0.00013237-0.0007481i,-4.1522e-05-0.0012984i,0.00070361-0.00050353i,0.00074744-0.00018614i,4.6576e-05-7.7769e-05i,-0.00015173-0.00056653i,1.3883e-05-0.00095059i,0.00012863-0.00022492i,-0.00024269+6.5103e-05i,-0.00038794+0.00015701i,-0.00049882+5.6485e-05i,-0.00055276-0.00016481i,-0.00025281-0.0003643i
-0.00071845+0.00011075i,-0.0010266-0.00042102i,-0.002192-0.0014232i,-0.0016347-0.00022082i,-0.00062603+0.00040599i,-0.00085564+8.7192e-05i,-0.00098033+0.00025985i,-0.00054544-5.9218e-05i,-2.9218e-05-0.00081791i,9.0546e-05-0.00080265i,-0.00019004-8.704e-05i,-0.00026652+0.00026853i,0.00066437+0.00032723i,0.00022993+0.00026551i,-0.00041498+2.1771e-05i,-0.00022921-0.00038864i,-0.00034536-0.00083946i,0.00011042-0.00071656i,0.00039613-0.00027844i,-9.6381e-07-0.00031016i,-0.00031962-0.00022984i,-0.00063964-0.00021402i,-0.00048682-0.0005826i
4.6862e-05+0.0016144i,-0.00010144+0.0028739i,0.00026765+0.0012483i,3.686e-05-0.00039845i,-0.0007768-0.0003731i,-0.0012552-0.00020397i,-0.0014123-1.2368e-05i,-0.0014926+0.00035905i,-0.00092412+0.00066763i,-0.00071802+0.00074463i,-0.00087282+7.7586e-05i,-0.00064895-0.00083265i,-0.0010143-0.0008841i,-0.0017313-0.00091368i,-0.0014017-0.0010718i,-0.00073822-0.00080614i,-0.00073109-0.00032571i,0.00035522+1.3967e-06i,0.00091641+0.00012389i,0.00023188-0.00023742i,8.6748e-06-0.00064504i,0.00032136-0.00055419i,-0.00031082-0.00032276i
-0.00015213-0.0005459i,-0.001623-0.0010714i,-0.0014283-0.00083473i,-0.0011258-0.0012254i,-0.00079448-0.00095961i,-0.001494-7.1315e-05i,-0.0015366+0.00054255i,-0.0013334+0.00075566i,-0.00085013+0.0010661i,0.0004224+0.00065811i,0.00051093-0.000438i,-0.0004129-0.00041673i,-0.00028918-3.4822e-05i,0.00022427-0.00038415i,-0.00034573-0.00022086i,-0.00084127+0.00012854i,-0.0005755+0.00054849i,-0.00035684+0.00091398i,-7.6208e-05+0.00092877i,-0.00059424+0.00079685i,-0.00095908+6.5128e-05i,-0.00066786-0.00031652i,-0.00041241-0.00047105i
-0.00092427-0.000577i,-0.0003003-0.00073214i,-0.00018127-0.0015998i,-0.00040509-0.0012533i,-0.0012854-0.00016814i,-0.0018221+0.00067542i,-0.0017293+0.00051715i,-0.00047934+0.0001069i,9.3782e-05-0.00031156i,-0.0005683-0.00018922i,5.0217e-05+0.00042743i,0.00070922+0.00023995i,9.6417e-05+0.00028453i,-5.6092e-05+0.00078376i,-6.7885e-05+5.7351e-05i,0.00014126-0.00096124i,0.00042965-0.00078247i,0.00069117+0.00026163i,0.00055376+0.0004426i,7.6253e-05-0.00020282i,-0.00071519-0.0002385i,-0.00037811-0.00084715i,0.00063673-0.0010093i
0.0006792+0.00047217i,0.00012851+0.0013086i,-0.00055692+0.0011438i,-0.0011412+0.00057963i,-0.0016103+0.00039438i,-0.0015457+0.0003648i,-0.00020635+0.00027425i,0.0012713-0.00016972i,0.0012693-0.00069785i,0.00065442-0.00047813i,-0.00011925-8.5319e-05i,-0.00047559-0.00045885i,-0.00045124-0.00033548i,-0.00034607+0.00024668i,-8.1756e-05+0.0004119i,7.9579e-05-0.00032019i,0.00022141-0.00063559i,0.0001765-0.00025761i,0.00012812-0.00016327i,0.00027011-0.00015035i,0.00056265-0.00043286i,0.00031093-0.00051129i,-0.00031956+0.00032631i
0.00077346+0.0019102i,0.0010785+0.00090388i,0.00063305+0.00060744i,-0.00030247-6.1543e-06i,-0.0007983-0.0010527i,-0.0011111-5.6318e-05i,-0.0012137+0.00095947i,-0.00082167+0.00042114i,-0.00056871-0.00023977i,-0.00044209-0.0010723i,-0.00061238-0.0011195i,-0.0012841-0.00094618i,-0.0019425-0.00078671i,-0.0016124+0.00010864i,-0.00081948+3.5563e-05i,-0.00055455-0.00051523i,-0.00036521-0.000253i,-0.00023448-0.00023133i,-3.0196e-05-0.00064804i,-0.00041251+0.00034293i,-0.00018288+0.00066861i,0.00077853+0.00019965i,0.0007153-0.00014981i
0.0001686-0.0024694i,0.0002252-0.001156i,-0.00067986-0.00031991i,-0.001651-0.00021403i,-0.0025396-0.00055396i,-0.0028639-0.00037141i,-0.0021624+0.00086338i,-0.0011965+0.0013412i,-0.0014179+0.0008978i,-0.00096077+0.00087279i,-4.6432e-05+0.00083806i,-0.00019089+0.00061033i,0.0001977+0.00017124i,0.0003118+0.00040165i,0.00013109+0.00066828i,0.00028173+0.00072565i,-0.00011741+1.6108e-05i,-0.00010664-0.00040322i,-0.00024213-0.00029363i,-0.00031274-0.00019452i,0.00044391-0.0003326i,0.0010314-0.00075755i,0.0011804-0.0006133i
0.0013062+0.00025809i,0.00053554-0.0013259i,0.0010429-0.0023292i,0.00068198-0.0019827i,-0.00066674-0.0016925i,-0.0011415-0.00217i,-0.00074881-0.0014502i,-7.025e-05-0.00090818i,0.0003817-0.0010678i,-9.8632e-05-0.00063198i,-0.00068338-0.00024803i,-0.00021323-0.00078473i,0.0004368-0.0007373i,0.00072895-0.00012576i,0.0006898+4.811e-05i,0.000167+4.4652e-05i,-0.00010074+0.00015477i,3.1057e-05+0.00011878i,7.2214e-05-0.00019731i,-0.00063155-0.00043826i,-0.0018665-0.00015608i,-0.0016565+4.2225e-05i,-0.00011288-8.8946e-06i
7.7288e-05-0.0003408i,-0.00048129+0.00029793i,-0.00043975-0.00026611i,-0.00092473-0.00036206i,-0.0007695+0.00071287i,-0.00063181+0.0012296i,-0.00097063+0.0013031i,-0.00023903+0.001277i,-0.00050431+0.00030477i,-0.0010155-0.00039452i,-0.00098785-0.0004439i,-0.0010352-0.00027709i,-0.0012544-0.00050633i,-0.001218-0.00037615i,-0.00096936+8.6667e-05i,-0.0003845+0.00023675i,-0.0001326+1.6087e-05i,-0.00023063-0.00033644i,1.757e-05-0.00064179i,0.00057575-0.0004212i,1.9374e-05-0.0004716i,-0.00065092+0.00014789i,-0.00045783+0.0010817i
0.0013139-0.0014665i,0.0011514-0.0011404i,-0.00032993-0.0020316i,-0.002141-0.0023753i,-0.0024895-0.00093057i,-0.0020222+0.00081278i,-0.00152+0.00081493i,-0.00068264-0.00054675i,2.5407e-05-0.00090014i,-0.00024783-0.00090768i,-0.00074566-0.00083003i,-0.0011309-0.00027422i,-0.00097053+0.00018055i,-0.00069358-9.8769e-06i,-0.00034535-0.00071103i,0.0006841-0.00024167i,0.00095602+0.00041554i,0.0001873-0.00047294i,-0.0003218-0.00078348i,0.00015582-0.00058479i,7.9706e-05-0.00068108i,-1.3197e-05-0.00032855i,0.00033265+0.00041776i
0.0011289+0.0017309i,0.00048913+0.0006129i,0.0017233+5.4446e-05i,0.0015485-0.0015395i,-0.00056869-0.0023953i,-0.0017741-0.0012197i,-0.0015167+0.00068496i,-0.00084363+0.00095431i,-0.0002231-5.4021e-05i,0.00042269-0.00058085i,0.00020808-0.00056194i,-0.00042825-0.000259i,-0.0010433-2.7723e-05i,-0.0010138+0.00029753i,-0.00053342-0.00018559i,0.00037341-0.00099697i,0.00096499+6.7821e-05i,0.00061212+0.0010641i,0.00064506+0.0010716i,0.00023577+0.00099673i,-0.00025667+0.00048602i,0.00028459-0.00043167i,0.0005001-0.00029352i
-0.00053018-0.00049544i,5.6994e-05-0.0005794i,-0.0007321-0.0014932i,-0.00085932-0.0024179i,-0.00053823-0.0011552i,-0.0009875+0.00037094i,-0.001504+0.00031574i,-0.00098238+0.00053886i,-0.00053315+0.0010657i,-0.00029128+0.00031739i,0.00027267-0.00046714i,0.0003955+2.9302e-05i,4.9735e-05+0.00032588i,1.472e-05-0.00030029i,1.4752e-05-0.000562i,-0.00028841+0.00033346i,-0.00052711+0.00068171i,-0.00017016+0.00065939i,-0.00083804+0.00063928i,-0.001788+0.00040339i,-0.00079909+3.6607e-05i,0.00078415-0.0006324i,0.00065203-0.00055294i
-0.00020371-0.0008082i,0.00026104+0.0003236i,0.00020192+0.00033626i,-0.00084467-0.00012806i,-0.0022512-0.00027278i,-0.002363+0.00033033i,-0.0010141+0.00043746i,-4.5018e-05+5.7454e-05i,0.00044091+8.8369e-05i,0.00021069-0.00031352i,0.00048874-0.00042225i,0.0004047+0.00060288i,-0.00073523+8.5929e-05i,-0.00035993-0.00058941i,9.2487e-05-0.00043469i,-0.00013363-7.1966e-05i,-7.5374e-06+0.00011097i,-4.0103e-05+0.00038932i,-0.00015564-1.94e-05i,-0.00025571-0.00050428i,0.00027319+0.00050145i,4.829e-05+0.00097947i,-0.00033496+0.00020845i
0.001674-0.00051828i,0.00020783-0.00068636i,-0.0016486-0.00053978i,-0.0020825-0.00092344i,-0.0022515-3.7591e-05i,-0.0013536+0.0014425i,-0.0004617+0.0017248i,-0.00055781+0.00078617i,-0.00079709-2.3837e-05i,-0.00068782+0.00019254i,-0.00066702+0.00021019i,-0.00050302+0.00014082i,5.8887e-05+4.2663e-05i,0.00081895-0.00032735i,-0.00012166-0.00072645i,-0.0014358-0.00086463i,-0.00041245-0.00071758i,0.00032794-0.00011982i,-0.00015139+0.00073468i,-0.00050816+0.00054087i,-0.00098624+0.00046115i,-0.0015139+0.00078498i,-0.0017739+0.0005939i
-0.0011075-0.0015944i,-0.00040021-0.0010727i,-0.00034696-0.00072257i,-0.0010251-0.00013092i,-0.0014455-7.9131e-05i,-0.0010651+0.00039033i,-0.00096595+0.00027871i,-0.0015589-0.00053255i,-0.00087022-0.00092021i,2.4507e-06-0.00031131i,1.1119e-05+0.00026771i,-5.3342e-05+0.00032296i,0.00031044+0.00042265i,0.00085087+0.00094548i,0.00050787+0.0010714i,-6.463e-05+9.0381e-05i,0.0001399-0.00021481i,0.00049089+0.0004166i,7.1735e-05+0.00022055i,-0.00017408-0.00026748i,0.00027873-0.000347i,0.00017555-0.00012787i,0.00039471-0.00029823i
0.0013532-0.00080771i,0.0012916-0.0010644i,0.0004279-0.00096068i,-0.00052912-0.0007653i,-0.00046377-0.00030173i,-0.0007452-6.4899e-05i,-0.00097451-0.00044562i,-0.00013789-0.00039756i,0.00024375+0.00057449i,1.5399e-05+0.0007375i,-0.00034993-0.00019975i,-0.00046746-0.00043813i,-5.2411e-05-0.0002628i,-0.0001209-0.00062121i,0.00019007-0.00054145i,0.00087815-5.8957e-06i,0.00067974+0.00037231i,0.00024509+0.00031424i,-0.0004287+0.00024252i,-0.0011713+0.00051944i,-0.00048021+0.00047386i,0.0005772+0.00031339i,0.00031023+0.0011823i
-0.002073-0.0012538i,-0.0017886-0.0010343i,-0.0020132+0.00028313i,-0.002611+0.00078166i,-0.0023455+0.00049209i,-0.0010424+0.00040777i,-0.00040969-0.0001085i,-0.00044042-0.00052323i,-8.1634e-05-0.00073951i,-0.00029191-0.00013275i,-0.0006809+0.00093674i,-6.8824e-05+0.00091244i,0.00054336+0.00084462i,0.00021974+0.0008296i,-0.00036906+0.00062559i,-9.2575e-05+8.3141e-05i,0.00015335-0.00076352i,-0.00012753-0.00056527i,-0.00039154-0.00034729i,-0.00035783-0.00017998i,0.00017925+0.00012647i,0.00055822+0.00026447i,-3.7614e-05-0.00019876i
3.2885e-05-0.00019312i,3.0013e-05-9.4522e-05i,-0.00039386-0.00035638i,-0.00072908-0.00064258i,-0.00092357-0.00065397i,-0.0015317-6.4096e-05i,-0.00047113+0.00014529i,0.00053999+1.6074e-05i,0.00053671+5.8785e-05i,0.00043482+0.00023208i,7.7515e-05-0.000365i,-0.00069722-0.00021919i,-0.00099572-0.0001272i,-0.00034498-0.00061653i,0.00025485-0.00047526i,-0.00015967-0.00063538i,-0.00049204-0.00064203i,-9.0042e-05+0.00025146i,-0.00020236+0.00059183i,-0.00024887+0.00037037i,0.00011028-0.0002187i,7.163e-05-0.00050414i,-0.00010504-0.00011509i
-0.00065797+4.2945e-05i,-0.00023371-0.00069441i,-0.000606-0.00058759i,-0.0015501-2.8646e-05i,-0.0019863+0.0006816i,-0.0020651+0.0011455i,-0.0018867+0.00081057i,-0.0016888+0.00040546i,-0.00064924-0.0001546i,-0.00031262-0.00041646i,-0.00075147-0.00023137i,-0.0011592-0.00033492i,-0.0012734-0.0006621i,-0.0010423-0.00047188i,-0.00067648-0.00031916i,-0.00078499-0.00026467i,-0.00080037-8.4256e-05i,-0.00050981+0.00019775i,-9.7761e-05+0.00057786i,0.00013114+0.0007117i,-0.00010703+1.9762e-05i,-4.7053e-05-0.00051248i,-1.7521e-05+0.00022221i
-0.00057204+0.000132i,0.00038527-0.00022748i,0.00027865-0.00016256i,-0.00024297-0.0006398i,-0.00089976-0.0009167i,-0.00076968-5.5453e-05i,-0.00025699+0.00047611i,0.00017712+0.00038103i,-5.294e-05+0.00042471i,-8.7279e-05+0.00055125i,-0.00019553+0.00015999i,-0.00017933-0.00052002i,-0.00017972-0.00049249i,-0.00084048-0.00035071i,-0.00083094-0.00027941i,-0.00049015-0.00027633i,-9.3942e-05+0.0004766i,8.0712e-05+0.00035497i,0.00020684-0.00062446i,0.00030053-0.00058736i,0.00018488-9.231e-07i,-5.9029e-05+0.0007646i,-2.5883e-07+0.00066101i
0.00092563+0.0014381i,0.00057955+0.0001807i,0.00059895-0.00058165i,-0.00050402-0.0010815i,-0.0015606-0.0013318i,-0.0015462-0.00027633i,-0.0012206+0.00062294i,-0.00082713+0.00092913i,-0.00066884+0.00079264i,-0.00021155+5.7195e-05i,0.00015218-0.00039266i,-3.5951e-05+6.5558e-05i,-0.00036902-0.00014507i,-0.00039429-0.00020524i,-0.00048334-6.4269e-05i,-0.00048711-0.00021492i,-0.00024796-0.00047599i,-0.00023974-0.00024712i,-4.0973e-05+0.00039557i,0.00016532+0.00042152i,-0.00020845+0.00047963i,-4.3638e-05-2.0147e-05i,0.00084263-0.00030162i
0.0011306-0.00042858i,0.00085125-0.00014563i,0.00035582-0.00078676i,-0.0016707-0.0018974i,-0.0023931-0.0020953i,-0.0018159-0.00075477i,-0.0013981+0.00016738i,-0.00075989-0.00029793i,-0.00037762-0.00090628i,-0.0011499-0.00025394i,-0.0018964+0.00063763i,-0.0011313+0.00032375i,0.00010651+0.00017181i,0.00038489+0.00016778i,-0.00015321+0.00018381i,-0.00069546+0.00032014i,-0.00055854+0.0008732i,-0.00020055+6.7752e-05i,0.00023185-0.00056439i,0.0004983-0.00019076i,-0.00015181-0.0008324i,-0.00063811-0.0013246i,-0.00044372-0.00022796i
