-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
-0.0016249-0.00055343i,-0.0011825+9.9395e-06i,1.9445e-05+0.00046638i,-0.00029739+0.00089044i,-0.0018025+0.0010136i,-0.0014964+0.0017672i,-0.00069335+0.001518i,-0.00029065+0.00037028i,-0.0003123+0.0001739i,-0.0010147+0.00012546i,-0.00073922-0.00028632i,-0.00041438+0.00011715i,0.00010641+0.00071999i,0.00025927+0.00034481i,-1.8104e-05+0.00012525i,0.00031485-0.00032329i,-0.00057082-0.00054548i,-0.00018823-0.00066772i,0.00040378-0.00046846i,0.00012968-0.00031956i,0.00031048-0.00020737i,0.00025654+0.00029203i,0.00029454+0.00027315i
0.00071382+0.00084715i,0.00023384+0.0012144i,-0.00055011-0.00011381i,-0.00036835-0.0013773i,-0.00073483-0.0010732i,-0.001217+1.6112e-05i,-0.00068212+0.00036229i,-0.0003308+0.00027848i,-0.00072425+4.6145e-06i,-0.00057531-0.00024836i,0.00019708-5.5039e-05i,0.0006364+0.00034575i,0.00050742+0.00088221i,-0.00060328+0.0011225i,-0.0004348+0.00077336i,0.00020631+0.0006898i,0.0005606-8.607e-06i,0.00058651-0.00056677i,-0.00031109+0.00046236i,-0.0010168+0.00038952i,-0.00033448-0.00018033i,0.00074625-0.00076479i,0.00045121-0.00065937i
0.00034346-0.00049432i,0.00031295-4.4596e-05i,0.0005853+0.00036781i,0.00073694+0.00015606i,0.00042636-0.00015552i,-0.00011891+0.00052848i,-0.00021446+0.00060745i,9.2091e-05+0.00023192i,-0.00013271-0.00027345i,-6.0332e-05-0.0002969i,0.00030646+8.9942e-05i,0.00046064+0.00042193i,0.00030266+0.00024222i,-0.00012343+9.9018e-06i,-0.00024973+0.00084277i,-0.00036047+0.00090473i,-0.0002483+0.00015846i,-5.2834e-05+0.00032444i,-0.00017807+0.00044589i,-0.00028794+0.00013903i,0.0003645-0.00010593i,-0.0002505-0.00080179i,-0.0014628-0.00080154i
0.00029398+0.00089526i,0.00038201+0.0018265i,4.8992e-06+0.001119i,-0.00029494+0.000198i,-0.00094501+0.00053559i,-0.0018688+0.00084878i,-0.0016536+0.001268i,-0.00090563+0.0013526i,-0.00091335+0.00086293i,-0.0002393+0.00055675i,0.00090481+0.00065557i,9.0834e-05+0.00050842i,-0.00028998+0.00068693i,0.00037684+0.00075891i,-0.00038703+0.00043269i,-0.00081971+0.00012212i,-0.00022221-0.00014142i,0.00052273+0.00017272i,0.0010635+0.00061388i,0.00045674+0.00038818i,0.00012665+0.00014421i,7.4774e-05+3.6388e-05i,-4.7536e-05-0.00028395i
0.00016872-0.00038745i,-0.00011987+0.00081596i,-0.00044158+0.00062116i,-0.00074098-0.00028596i,-0.0016426-0.00040219i,-0.0022471+0.00050664i,-0.0016473+0.00074125i,-0.00068895-0.00058914i,-0.00026776-0.00078115i,0.00029588-0.00016784i,-8.688e-06-2.4397e-05i,-0.00051757+0.00010339i,-0.00079056+2.2255e-05i,-0.00051025-0.00052638i,0.00014285-0.00093186i,-0.0004528+7.8041e-05i,-0.00041616+0.00023361i,-3.2007e-05-0.00070678i,0.00014435-0.001163i,0.00073062-0.00035536i,0.00075222+0.0006i,0.00061058+0.0012631i,0.00045055+0.00082021i
0.00049819-0.00093045i,0.00015438+1.0799e-05i,5.3702e-05-0.00016186i,-0.00010829-0.00070876i,-0.00058132-0.00070451i,-0.00084601-0.00036515i,-0.00031566+3.5461e-05i,0.00015343+0.00066106i,0.00015449+0.0010963i,-8.4427e-06+0.00062904i,-0.00044198-0.00024857i,-0.00069703-0.00022614i,-0.00053093+5.9348e-05i,-0.00034045+0.00026255i,-0.00025711-3.404e-05i,-0.00042623-0.00088442i,-0.00083189-0.0018308i,-0.00012744-0.0012507i,0.00034677-1.8235e-06i,0.0003586+0.00054838i,-0.0001971+0.00050751i,-0.00048839-9.6027e-05i,-0.00018394+1.6213e-05i
0.00081903+0.0013341i,0.00090075+0.0023366i,0.00047437+0.0011828i,-0.00010623+0.00035829i,-0.0002086+0.00097228i,-0.00034629+0.0010221i,-0.0011183+9.4803e-05i,-0.0010452-0.00025063i,-0.0004716+0.00032731i,0.00017626+0.00027913i,0.00028755-0.00010086i,-0.0005317+1.4157e-05i,-0.00081443-0.00035718i,-0.00041334-0.00030086i,-0.0002593-0.00030654i,2.9821e-05-0.00042422i,0.00037162-0.00031118i,0.0007971-0.00024822i,0.00086761+0.0003425i,0.00025408+0.00069657i,-7.1879e-05+0.00059538i,2.8988e-05+0.0006701i,0.00031647+0.00035505i
-0.0017967+0.0020356i,-0.00091267+0.0023315i,0.00080971+0.0024874i,0.0017051+0.00061096i,0.0015268-0.0011593i,-0.00052636-0.0012286i,-0.0022217-0.00053382i,-0.0022275-0.00037661i,-0.0013863+0.00012655i,0.00078554+0.00045232i,0.0015443+5.9156e-05i,0.00097088-0.00072445i,0.00033192-0.0010304i,0.00050344-0.00022926i,0.00030162-0.00010912i,-0.00023981-0.00089525i,0.00060231-0.00080569i,0.00074347-0.00068081i,0.00035969-0.00097919i,0.00032907-0.00074547i,0.00045144+0.00047237i,0.00068097+0.00098531i,0.00048874+0.00039114i
-0.00087609+0.00024305i,-0.0012497+0.00064174i,-0.0012511+0.0010181i,-0.00080422+0.00035061i,-0.00059096-0.00042941i,-0.0006739+0.0005864i,0.00023571+0.00069524i,0.00058036-0.00044693i,-0.00010559-0.00033728i,-9.983e-05-7.3968e-05i,0.000356+0.00022743i,0.00058633+0.00051695i,0.00051419-7.1157e-05i,-0.00041971-0.0013015i,-0.00059924-0.0015184i,0.00010745-0.00071276i,0.00014692-0.00037236i,0.00049927-0.00022535i,0.00064839-0.00036009i,-1.1407e-05-0.00065148i,0.00036281-0.00084423i,0.00067857-0.00026208i,-0.00032136+0.00022236i
0.00071831+0.00076052i,0.00057489+0.00079325i,0.0010527+5.6819e-05i,0.0005904-0.0014559i,-0.00052183-0.0015008i,-0.00059053-0.00016424i,-0.00038338+0.001341i,-5.1829e-05+0.0016816i,0.00069026+0.001078i,0.0010293+0.00010784i,0.00028798-0.00064643i,8.5197e-05-0.00049102i,0.00049304-0.00029272i,7.5459e-05-0.00023571i,-0.001059-0.00010309i,-0.0015157-7.9511e-05i,-0.00044944+0.00025686i,5.488e-06+0.00056195i,0.00012909-0.00010824i,0.00057927+0.00020463i,0.00028434+0.00051152i,0.0001595-0.00020813i,0.00030967+0.00027225i
-0.0007924+0.00169i,-0.00017635+0.0031318i,0.00097428+0.0034448i,0.0019913+0.0017892i,0.0020664+0.00082988i,0.00061443+0.0012063i,-0.00067926+0.0012002i,-0.00028053+0.00074216i,1.3413e-05+0.00060373i,-9.0557e-06-3.7931e-05i,0.000429-0.00011029i,0.00083104+0.0003759i,0.00043772+0.00038839i,0.00014968-7.6371e-05i,0.00024276-0.00086053i,0.00016858-0.00036274i,-0.00051167+0.00022616i,-0.00071604-0.00051824i,-0.00042938-0.00053044i,-6.5543e-05+0.00031948i,0.00045194+0.00049951i,0.00069742+0.00091846i,0.0004103+0.00076306i
-0.0019613+0.00043431i,-0.0017531+0.00041813i,-0.0009281-7.2245e-05i,-0.00034537-0.00055156i,-0.00075282-0.00029543i,-0.0014331+0.00097421i,-0.0013149+0.00093739i,-0.00096888-0.00052748i,-0.00011216-0.0015351i,0.00099647-0.0013981i,0.0007369-0.00047915i,4.3625e-05+0.00017946i,-0.00042403+0.00018238i,-0.00042585-0.00022815i,-0.00067982-0.0004259i,-0.00088001-0.0003504i,-0.00038235-0.00046053i,0.00017964-0.00040888i,0.00060953+0.00021989i,0.00083353+0.00052492i,0.00024593+0.00081914i,1.4642e-05+0.00055709i,0.00035988+0.00038985i
0.0020176-0.00050536i,0.0024212+0.00012269i,0.0021897+0.0002779i,0.00054406-0.00032759i,-0.00093653-0.00018472i,-0.00056542+0.0014177i,0.00017887+0.0021633i,0.00055668+0.00092256i,-0.000167-9.2661e-05i,-0.00026792+0.0001643i,9.7134e-05+0.00073755i,0.00015133+0.00077762i,0.0010509+0.00065313i,0.0015327+0.00064575i,0.0011918+5.8373e-05i,0.00056175-0.00023213i,0.00011624-0.00037016i,-0.00021715-0.00014554i,-0.00059954-7.9883e-05i,-0.00054001-0.00058022i,-0.00042399-0.00042837i,-0.00066794-0.00023162i,-0.00043156-1.571e-06i
5.5376e-06-0.0018415i,-0.00056085-0.00073925i,-0.0014812-0.00027735i,-0.0019394+0.00021386i,-0.0017219+0.0013981i,-0.00086942+0.0013725i,0.00023178+0.0010011i,0.00075606+0.00077064i,0.00047873+0.00034718i,0.00016548+0.00050976i,0.00032601+0.00041558i,0.00092457-0.00012804i,0.00099646-0.00032609i,0.00027125-1.5888e-05i,-1.5304e-05+0.00010779i,0.00029073-0.00061763i,0.00029838-0.00046238i,-5.2653e-05+0.00044736i,-0.0002429+9.5188e-06i,-0.00028344-0.00058866i,-0.00070786-9.5008e-05i,-0.00033847+0.00013939i,0.00060929-0.00023919i
-0.0011449+0.00022456i,-0.00044711+0.0013193i,7.6931e-05+0.0026927i,0.0002398+0.0010162i,-0.00055482-0.00068891i,-0.0024958-3.7258e-05i,-0.0021096+0.00033216i,-0.00087796+0.00031914i,-0.00072685+0.0002818i,-5.0823e-05+0.00018648i,0.00075578+0.00028052i,-0.00016101+0.00066119i,-0.0012962+0.000375i,-0.00082946-0.00069125i,0.00036458-0.0010573i,0.00065236-0.0008476i,0.00044622-0.00019964i,0.00045695-6.9585e-06i,0.00025499-0.00025543i,0.00010314-0.00023031i,0.00039976-0.00027205i,0.00061929-0.00014788i,0.00013714-0.00021464i
0.00044915-0.00056053i,7.8792e-05-0.00057498i,9.1348e-05-0.00039727i,-0.00047672-0.00070241i,-0.0019402-0.00079381i,-0.0023153-6.4492e-07i,-0.0017733+0.00049282i,-0.00033557+0.00011116i,0.00044894-4.1256e-05i,2.033e-05+0.0003244i,0.0001074+0.00054902i,0.00042747+0.00033275i,0.00011706-0.00028965i,0.00036779-0.00068275i,0.00079492+0.00013076i,0.00029269+0.0011179i,0.00022946+0.00085326i,0.00077814+0.00017566i,0.0010009-0.00025508i,0.00071751-0.00022707i,7.346e-05+0.00026251i,-0.00011017+0.0003988i,-0.0001858-0.00022415i
0.0023798+0.00057021i,0.0027771-0.00018332i,0.0022078-0.0012216i,0.00060248-0.0022294i,-0.00057782-0.0013269i,-0.0015695+0.00042781i,-0.0011964+0.0015227i,0.00019458+0.00098473i,0.00086834+0.0002874i,0.00076249-0.00041388i,0.0004866-0.00092287i,-1.277e-05-0.00012717i,-0.00095865+0.00093358i,-0.0014367+0.00070242i,-0.00098911-0.00015247i,-0.00019403+0.00017572i,0.00043567+0.00036052i,0.00041048+0.00067641i,-0.00049745+0.00061893i,-0.00022616+0.00023809i,0.00073802+0.00032527i,0.00094349+0.00055566i,8.5025e-05+0.00010692i
-0.0014273+0.000795i,-0.0015512+0.0016653i,-0.00069776+0.0012461i,-0.00046984+0.00043809i,-0.0012097+0.00016853i,-0.0018243+0.00016002i,-0.0011376+0.00039696i,0.00022917+0.00024532i,0.00088659+0.00059134i,0.00033845+0.0012183i,-2.8724e-05+0.00071696i,-0.00078764+0.00010319i,-0.00092679-0.00060079i,-2.8718e-05-0.0014135i,0.00053011-0.0012483i,0.00025696-0.00017294i,-0.00080429+0.00020852i,-0.0010919-0.00048641i,-0.00070455-0.00086259i,0.00015641-0.00044276i,0.00061238+0.0002745i,3.6429e-06+6.6117e-05i,-0.00016403-0.00072145i
-0.00071945+0.00065201i,-0.00066337+0.0012756i,-0.000346+0.0015588i,-0.00053533+0.00065467i,-0.00076528-0.00073384i,-0.00096499-0.00048883i,-0.0011218+0.00043791i,-0.0010377+0.00046307i,-0.00054122+0.00011523i,-1.4162e-05-0.00041555i,0.00044726-0.00022421i,0.00079067-3.5258e-05i,0.00034363-4.2082e-05i,-0.00044432+0.0004164i,-0.00069511+0.00030218i,-0.00044057+1.0397e-05i,0.00042392+0.00068142i,0.00086479+0.00025319i,-2.8257e-05-0.00083938i,-0.00049428-0.0010099i,-0.00029899-0.00020047i,4.1918e-05-0.00011374i,0.00034306-0.00060755i
0.0008162-0.00067959i,0.0013314+0.00047844i,0.00097381+0.00026503i,6.2845e-05-0.00042133i,-0.00070737-0.00032685i,-0.00081134+0.00062141i,-0.00069013+0.0011047i,0.00014189+0.00057025i,0.00019536-5.1964e-06i,-0.00080964-6.8452e-05i,-0.00063464+8.1821e-05i,0.00029003+0.00035201i,-0.00010381+0.00081735i,-0.00059522+0.00039046i,-0.00048922+0.0001225i,-0.00051623+0.0002708i,-0.00073563-0.00014109i,-0.0012054-0.00065433i,-0.0012218-0.0008763i,-0.00070277-0.00096305i,-4.1656e-05-0.00078645i,0.00011443+0.00025588i,-0.00027476+0.00070172i
-0.00081989-6.8612e-05i,-0.0006788+0.00024862i,-0.00042123+0.00082679i,0.0004028+0.0013514i,0.0014816+0.0012018i,0.00064122+0.0015732i,-0.00031586+0.001061i,-0.0002917-0.00031641i,0.00012623-0.00062093i,0.00076513-0.00018153i,0.00073791+8.5491e-05i,0.00076166+3.7791e-05i,0.00069765+0.00033949i,0.00059631+0.00035665i,0.00011131-0.00014439i,6.5177e-05+8.6411e-05i,-7.7112e-05-0.00047797i,6.4227e-05-0.00086152i,0.00056858-0.00018269i,0.0007979-0.00049525i,-3.3358e-05-0.00081518i,-0.00071192-0.0007679i,-0.00024223-0.00054959i
-0.0027367+0.00067727i,-0.0014995+0.0011152i,-0.00064142+0.0010942i,-0.00027024+0.000611i,-1.3655e-06+0.00047132i,0.00042157+0.0001941i,0.00078468+0.00024329i,0.00029715+0.0010324i,0.0001164+0.00057811i,0.00099746-0.00010417i,0.0014261+0.00025786i,0.0011072-0.00061145i,0.00076513-0.0015027i,0.00017285-0.0015028i,3.8442e-05-0.0011041i,5.4835e-07-5.2778e-06i,-0.00019167+0.00050928i,-4.9323e-05+0.00048264i,-7.0561e-05+0.0010503i,0.00015848+0.00069795i,0.00077972-0.00048244i,0.00079913-0.00044657i,0.0004877+0.00024795i
-0.0029215-0.001599i,-0.0036418+0.00037774i,-0.0037079+0.0012658i,-0.0027967+0.00078557i,-0.001439-7.2822e-05i,-0.00049165-0.00035272i,0.00027658-0.00028538i,0.00052457-0.00046825i,1.0468e-05-0.00036619i,-0.00047506-0.00026516i,-0.00071964+8.9226e-05i,0.00021916+0.00027564i,0.0012301-0.00029825i,0.00080867-0.00072935i,0.00036439-0.00038026i,0.00079383-0.00023435i,0.0012291-0.0005707i,0.00099686+5.9516e-05i,0.00059158+0.00045745i,0.00044593-0.00053253i,-0.00014135-0.00026497i,-9.285e-05+0.00044005i,0.0008656+0.00018716i
0.00088612-0.00011462i,0.00041383+0.0002044i,0.00054039+0.00020778i,0.00091912+0.00073968i,-0.00011129+0.0011443i,-0.00052049+0.0010601i,-0.00011409+0.000919i,0.00030986+0.0002172i,0.00034365-0.00035632i,9.6898e-05-0.00020139i,-7.3348e-05+0.00015867i,5.8883e-05+0.00048068i,0.00011569+0.00025064i,0.00047083-0.00032095i,0.00072538-0.00061951i,0.00072312-0.00041124i,0.0003405+0.00034152i,-4.842e-05+0.00014671i,-0.00042685-0.00022916i,-0.0007159-1.7814e-05i,-1.7533e-05+0.00027067i,0.00059602+0.00016213i,0.00031488-0.00072549i
-0.0010544+0.00021886i,-0.0014293+0.001665i,-0.0018865+0.0030958i,-0.0011461+0.0030337i,-0.00062275+0.0013609i,-0.00088961+6.7066e-05i,-0.00048357+0.00035883i,-0.00031198+0.00060233i,-0.00075877+1.0278e-05i,0.00010529-9.173e-05i,0.00078883+0.00054924i,0.00072518+0.00096634i,0.00038575+0.00073391i,7.0136e-05-0.00033672i,0.00028636-0.0012915i,5.2678e-05-0.00068172i,0.00043233+0.00049496i,0.00058969+0.00047397i,8.2106e-05+0.00017282i,-0.00047383+0.00040877i,-0.00088213+0.00026198i,-0.00082805+0.00034685i,-0.0003847+0.00063312i
-0.00080816-0.0018314i,-0.0015376-0.0010626i,-0.0020442-0.00059556i,-0.0023413-0.00048353i,-0.0021111+0.00043444i,-0.0020809+0.0011814i,-0.0016043+0.0011823i,-0.0012492+0.00067761i,-0.0014724-0.00040711i,-0.0012005-0.00081395i,-1.4978e-05-0.00056983i,0.0004415-0.00034183i,-0.00025557+0.00062831i,-2.3981e-05+0.00089378i,0.00039419-1.2412e-05i,-0.00015576+0.00037285i,-0.00062288+0.0005102i,-0.00026808+2.8196e-05i,0.00042312+0.0003226i,0.0003772+0.00013727i,-0.00030668-0.0004662i,-0.00047984-0.00013523i,-0.00062986-0.00049693i
0.001049+0.00029857i,0.0010969+0.00044169i,0.0013516+0.00018643i,0.0018128-0.0012539i,0.00062687-0.0016235i,-0.00029566-0.00016454i,-0.00090383+0.00023162i,-0.00059+0.00016627i,0.00047259-0.00024084i,0.0010869-0.00045674i,0.0011515-0.00027222i,0.00074441+9.2386e-05i,0.00034724+0.00047369i,4.0488e-05+0.00080609i,0.00012644+0.00087768i,0.00032317+0.00067614i,1.1038e-05+0.00033047i,0.00017153+0.00053035i,0.00043258+0.001373i,0.00049977+0.0012351i,0.00099257+0.0001785i,0.00078436-0.0005145i,4.1761e-05+8.0953e-05i
-0.0015602+0.00056757i,-0.0019184+0.0012788i,-0.00093381+0.0022241i,-2.7154e-05+0.0017688i,-0.0001632+0.0014393i,-0.001188+0.0016843i,-0.0019203+0.0013342i,-0.0014565+0.00067393i,-0.00025213+0.00030836i,0.00059086+0.00041359i,-0.00028016+8.0457e-05i,-0.00039919-0.00070757i,0.00070156-0.00042467i,0.00069312+0.00021758i,-0.00045601+0.00016695i,-0.00077836-9.359e-06i,-0.00029291-7.1395e-05i,-0.00016903+0.00011044i,-0.00039622+0.00042617i,0.00024506+0.00069996i,0.00064581+0.00031035i,0.00099547-4.5973e-05i,0.0011748+0.00013482i
-0.00025348-0.00065258i,0.00034584-0.0010747i,0.00062783-0.00071758i,-0.00010248+0.00022149i,-0.00056158+0.00080912i,-0.00048627+0.00021354i,-0.00011031-0.00049765i,0.00079281+0.00016464i,0.0016538+0.00047102i,0.0016513-0.00052376i,0.00073454-0.0016521i,0.0003774-0.0011029i,0.0010414+0.00056042i,0.001315+0.0012853i,0.00056777+0.00093117i,7.1175e-05+0.00019499i,-0.00027932-1.88e-05i,-0.00085804-6.8272e-05i,-0.00048057-0.00049265i,-0.00034079-0.00072115i,-0.0010689-0.00046685i,-0.00092282+2.9099e-05i,-0.00015612-7.0736e-05i
-5.0513e-05+0.00043837i,-0.00067574+0.00013254i,-0.00080057-0.00031567i,-0.0013923-0.001367i,-0.0024706-0.0013664i,-0.0023629-0.00027609i,-0.0010232+0.00048913i,-0.00092354+0.00047122i,-0.0007854+8.9377e-05i,-6.5606e-05-0.00023762i,0.00032985-0.00011763i,0.0002963+0.00022355i,-0.00021212+0.00067634i,-0.00019323+0.00054394i,-0.00029418+0.00014078i,-0.00020734-8.2927e-05i,0.00022601+0.00036626i,-9.7951e-05+0.00086073i,-2.9547e-05+0.00074755i,1.9486e-05+0.00043933i,-0.00051334+0.00048955i,-0.00034713+0.00025031i,2.3123e-05+1.6753e-05i
-0.00070296-0.00068794i,-0.00030532-0.00083667i,-2.3602e-05-0.00019111i,-0.00013308+0.00071893i,-0.00015571+0.00091923i,-0.00087147+0.00019494i,-0.0014593-0.00046791i,-0.00052918-0.00060715i,-0.00023927-0.0012452i,2.2649e-05-0.0012376i,0.00072544-0.00057954i,0.00038511-8.1005e-05i,-0.0001825-0.00013594i,-9.4319e-05-0.00092442i,0.00019746-0.0012104i,-0.00042431-0.00094229i,-0.0010582-0.00047362i,-0.00082283-0.0005081i,-0.00060417-0.00014856i,-0.00017446+0.00026515i,0.00030714+0.00018441i,9.3062e-05+0.000614i,0.00016549-7.5003e-06i
-0.00011758+0.00032183i,-0.00010744+0.0019012i,0.00034867+0.001858i,8.4226e-05+0.0012516i,-0.0012414+0.0009778i,-0.0013205+0.0011868i,8.1627e-06+0.0014812i,0.00033728+0.00045283i,-0.00090431-0.00041948i,-0.0010164+0.00047221i,0.00030841+0.0010011i,0.00074686+3.7008e-05i,-0.00010939-0.00049256i,-0.00045462+0.00017183i,-0.00014878+0.00046573i,-0.0005847+0.0001174i,-0.00073519+4.1654e-05i,0.00017491+0.00033292i,0.00035623+0.00051462i,0.00071294+0.00056031i,0.00061571-6.5018e-05i,0.00055004-0.0012762i,0.00087982-0.0016778i
-0.00059335+0.00080933i,-0.00057287+0.00080856i,-0.00078547+0.00071636i,5.7486e-05-9.6301e-05i,7.5761e-06-0.00047331i,-0.00095082-0.00094589i,-0.0012934-0.00070889i,-0.00101-0.00018976i,-0.00048669+0.00013757i,-0.00016993-8.7165e-06i,0.00059877-0.00014049i,0.00052628+0.000106i,0.00013663-0.0003705i,0.00040182-0.00099456i,0.00032809-0.00063479i,-0.00072635-0.00026833i,-0.00035359-0.00031666i,0.0010365-0.00014556i,0.0015383-0.0001578i,0.00057932+0.00023632i,-0.00057036+0.00045238i,-0.00098261+9.1483e-05i,-0.00072247-0.00032549i
0.00026975-0.0011739i,-8.6675e-05+0.00018577i,-0.00028008+0.0012511i,-0.00064894+0.00055i,-0.00038147-0.00075791i,-0.00055897-0.00066016i,-0.00024617-0.00020696i,0.00057349-0.0008192i,0.00067776-0.00065667i,0.00036458-0.00020684i,0.00023532-0.00072043i,4.3289e-05-0.00040361i,-9.6172e-05+6.3523e-05i,-0.00020208-0.00025941i,-0.00043728+0.00052651i,-0.00041894+0.000989i,-0.00017632+0.00028857i,0.00021541-0.00037243i,0.00081687-0.00059654i,0.0011439-0.00027718i,0.00054897+0.00038129i,0.00031405+0.0007367i,0.00057577+0.00010669i
-0.00040843-0.00037648i,-0.001403-0.00024042i,-0.0019126-0.00019197i,-0.0014889+0.00060216i,-0.0011541+0.0014021i,-0.0012789+0.0011091i,-0.0016555+0.00025502i,-0.0011526-0.00024903i,-0.00062037+0.00018355i,-0.00048378+0.0005168i,0.00032328+0.00049766i,0.00057381+0.00049716i,0.0001317+0.00047125i,0.00031911-0.00028861i,0.00041556+0.00017273i,-0.00026128+0.00091187i,-0.00012106+0.00039941i,6.253e-05-0.00054064i,-0.00048324-0.00051922i,-0.00052393-2.8259e-05i,1.2435e-05-0.00014133i,0.0004523+0.00012145i,0.00045092+0.0002523i
-0.00033998+0.00048817i,8.4427e-05+2.4501e-05i,0.00085438+0.00010826i,0.00070443-0.00043256i,-0.00075084-0.001601i,-0.0013518-0.0014379i,-0.00059402+5.633e-06i,0.00031387+0.00025143i,0.00067711+0.00031156i,0.00090471+9.6227e-05i,0.00092679-0.00063763i,0.00056368-0.00039864i,-0.00034602-0.00030429i,-0.0011385-0.00077203i,-0.00039293-0.00041814i,0.00040401+0.00024362i,-0.00021656+0.0010077i,-0.00072054+0.00058014i,-0.00036463-0.00041608i,-0.00057649-0.000145i,-0.0012282+0.00056308i,-0.0011317+3.2767e-05i,5.8429e-05-0.00072727i
0.001126-0.0012092i,-0.00086492-0.002101i,-0.0019639-0.0024467i,-0.0021211-0.002132i,-0.001822-0.0011056i,-0.0014518+0.00095332i,-0.00085009+0.0011584i,-0.00041578+0.00021742i,-0.00026048-6.4958e-05i,0.00027256-0.00017049i,0.00019814-0.00038313i,-0.00010527-0.0002546i,2.6494e-06+0.00055051i,-1.1535e-05+0.0010466i,7.5558e-05+0.00083217i,-0.00022327+0.0003636i,-6.9317e-05-0.00024455i,0.00090949-0.00030396i,0.0009104-6.2178e-05i,0.00070626-0.00019834i,0.00015507-2.2239e-06i,-5.8234e-05+0.00015601i,0.00037354+9.6989e-05i
-0.00069289+0.00042078i,-2.2355e-05+0.0013111i,0.00047653+0.0022226i,-0.00024577+0.0017838i,-0.00087855+0.00055501i,-0.00068482+3.7683e-05i,-0.00081751+0.00058607i,-0.00064897-0.000239i,-0.00022921-0.00056886i,0.00021992+0.00022596i,0.00050083+0.00021758i,0.00087268-0.00057619i,0.00087153-0.0015843i,0.00046354-0.0012493i,0.00024991-0.00093665i,-0.00024459-0.00092481i,-0.00031602-0.00034469i,-0.00012125+0.0001403i,-2.6527e-05-1.6898e-05i,4.303e-05-0.00016601i,-0.00043188-0.00038752i,9.3086e-05-0.00031918i,0.00086124+0.00052473i
0.0006546+0.00059824i,0.0012628+0.0013034i,0.00037599+0.00094637i,-0.00022407-0.00018053i,-0.00042465-0.00079495i,-0.00093402+0.00032642i,-0.00025682+0.00095423i,0.00066431+0.00029585i,0.00014093-6.4936e-05i,-0.00071885+9.6839e-05i,-0.00079709-0.00037773i,-0.00064119-0.00034424i,-0.00097563+0.00015531i,-0.001106-0.0001089i,-0.0012246+0.00016573i,-0.0012839+0.0002436i,-0.0003282+5.1749e-06i,0.00041705+0.00041233i,0.0010075+0.0006034i,0.00038209+1.4979e-05i,-0.0008892-0.00058702i,-0.0006548-0.00031066i,0.00024046+4.5776e-05i
0.0028113-0.0012395i,0.0023446-0.0022335i,0.0025538-0.0029141i,0.0016959-0.0020825i,-0.00030136-0.00041449i,-0.0012929+0.00055284i,-0.00064535+0.0023735i,0.00040851+0.0025078i,0.0013212+0.00017522i,0.0010919-0.00094787i,0.00036723-0.00047717i,0.0002648-8.3686e-05i,0.00023062+0.00087442i,0.00055071+0.0014408i,0.00054429+0.00069144i,-0.00031194+0.00019825i,-0.00057758-0.00021889i,1.1841e-05-0.00057345i,0.00015155-0.00049229i,-2.9561e-05-0.00055051i,0.00010892-0.00028498i,-0.00050327-0.00013649i,-0.0010326-0.00017907i
-0.0023385+0.00011586i,-0.0016874+0.00033714i,-0.0014699+0.0014619i,-0.0005633+0.0012947i,0.0011562+1.4112e-05i,0.0011088-0.0014967i,0.00030666-0.0015282i,0.00068167-6.3222e-05i,0.00080403+0.00050939i,0.00047641+0.00031802i,0.00052827+0.00014409i,0.00021808-0.00045403i,0.00035315-0.00047083i,0.00056898-0.00078027i,0.00016864-0.0015606i,1.3264e-05-0.0013745i,-0.00037874-0.0012456i,-0.00092872-0.0016461i,-0.00088625-0.0010754i,-0.00047623-0.00044499i,8.8892e-05-0.00033131i,0.00025773+0.00040864i,1.7928e-05+0.00096018i
0.0019161+0.00082916i,0.0015426+0.0010634i,0.00089383+0.0013896i,-0.00025569+0.0011103i,-0.0011659+0.00037782i,-0.00071375-9.9202e-05i,-0.00065087+0.00025826i,-0.00053095+0.00084835i,-0.00014411+0.00070936i,0.00024833+5.9341e-05i,9.0347e-05-0.0001026i,-0.00029624+0.00053253i,-0.00031167+0.0008578i,5.5619e-05+0.00021216i,0.0006082-0.00034887i,0.00018324+3.2014e-05i,0.00031929-0.00030665i,0.00055461-0.00090381i,-0.00046756-0.00051855i,-0.00080886-5.4858e-05i,-0.00029744+0.00032153i,0.00036351+0.001104i,1.2557e-05+0.00073582i
