-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
0.0014787-0.00034377i,0.00047652-0.0012968i,-0.00029921-0.0010454i,0.00031253-0.00019608i,0.001114+0.00030798i,0.00077546+0.00098337i,0.00026503+0.0014091i,-3.7372e-05+0.00076786i,-0.00030525-0.0002671i,-0.00041618-0.00062555i,-0.00033779-0.00072391i,-0.00036988-0.00079084i,-0.00083041-0.00074816i,-0.00066558+0.00011524i,-0.00038872+0.00066313i,-0.00012484+0.00059619i,0.00024214+0.00028047i,0.00058758-0.00018694i,0.0010482-0.00041843i,0.00097634-0.00055852i,0.00083889-4.6484e-05i,0.00087236-5.295e-05i,0.00076747-0.00060846i
0.0009375-0.0011496i,0.00093995-0.0024191i,0.0011947-0.0034899i,0.0011578-0.003426i,0.00093836-0.0020244i,0.00028099-9.303e-05i,0.00013126+0.00054966i,0.00022251-2.477e-05i,-0.00050674-0.00031836i,-0.00040891-7.1276e-05i,-0.00033668-0.00027027i,-0.00072265-0.00074006i,-1.384e-06-0.00039386i,0.0010771+0.00073851i,0.001084+0.001588i,-2.4009e-05+0.00041226i,-0.0002675-0.00095677i,4.4965e-06-0.00079691i,0.00018411+0.00019067i,0.00035074+0.00044908i,0.00055926+0.00050843i,0.0011939+0.0013878i,0.00071057+0.001413i
0.00081314-0.0014706i,0.001325-0.001999i,0.0019918-0.0024864i,0.0018368-0.0025083i,0.001563-0.0021017i,0.0010654-0.00087584i,0.00029894+0.00085295i,3.5378e-05+0.00073332i,0.0004731+0.00018709i,4.4918e-05+0.00037853i,-0.00062089-0.00010481i,0.00028723+3.6067e-05i,0.0006515+0.00055709i,-3.7898e-05+0.00059483i,-7.4226e-05+0.0005675i,0.00036918+3.9762e-05i,-9.6896e-05+0.00010582i,-0.00032732+0.00042134i,-5.6021e-05+0.00010308i,0.00048866-0.00087591i,0.00019272-0.0012165i,-0.00096024-0.0014712i,-0.00028493-0.0014362i
-7.6154e-05+0.0002078i,0.00023211+0.00013404i,-7.8698e-05-0.00019543i,-0.0002525-0.0011214i,0.00017212-0.00070135i,0.00062719+0.00060634i,0.00061413+0.0010337i,-7.6837e-05+0.00091549i,-0.00030468+0.00041626i,-0.00072568-0.0001483i,-0.00091568+9.3094e-05i,-0.00052891+0.0006011i,-0.00031052+0.0011573i,0.00010103+0.00096283i,-9.3659e-05+9.818e-05i,-0.00014966+0.00011286i,0.0001194+0.00042368i,-0.00010444+0.00073416i,-0.0004955+0.00054187i,-0.0003874-0.00017247i,-8.2961e-05-0.00042343i,0.00015825-0.00058879i,-0.0003427-0.00032603i
-5.2441e-05-0.00015421i,0.00056214-0.00023726i,7.6448e-05+0.00036618i,0.00024701-7.2988e-05i,0.0001368-0.00019575i,0.00022072+0.00021381i,0.00072601+9.8455e-05i,0.00015668-0.0006612i,-0.00081121-0.00051312i,-0.00063278-0.00067115i,-0.0009087-0.00087582i,-0.0014721-0.00074481i,-0.0014122-0.00051271i,-0.00049686-0.0001287i,-0.00019401+0.0004573i,-0.000956+0.00087263i,-0.0010617+0.00049425i,-0.00035929-0.00010004i,0.00043374-0.00024582i,0.00039846-0.00011364i,0.00074057-0.00041471i,0.0010935-0.00073065i,0.00039389-0.0008353i
0.00086682-0.00090957i,0.0011222-0.0019535i,0.0011883-0.0025518i,-0.00016145-0.0026028i,-0.00075858-0.0014684i,-0.00095019+9.0665e-05i,-0.0010362+0.00071323i,-0.00025225-5.0291e-05i,-0.0005287-0.0013957i,-0.0014855-0.0014395i,-0.0017469-0.0013518i,-0.0014162-0.0016367i,-0.00042415-0.0010012i,2.378e-05+0.00033672i,-0.00018244+0.00041247i,-0.00055314-0.00044745i,-0.00020528-0.00063879i,0.00021346-0.00074037i,-0.00011833+7.4508e-06i,-0.00070679+0.00059758i,-0.00051766+0.00013464i,-0.00011059+3.2516e-05i,0.00012009-0.00010713i
0.00089026-0.00090485i,0.00037168-0.0015079i,-0.00029146-0.0015091i,-0.00024924-0.00026848i,-0.00020012+0.0014132i,0.00085268+0.0016793i,0.0015288+0.00068057i,6.8255e-06-2.2165e-05i,-0.0013898-0.00048739i,-0.0010577-0.00015368i,-0.00086897+7.9421e-05i,-0.00037568-0.00014465i,0.00012964+0.00030663i,-0.0001675+0.0004236i,-0.00025818-0.00014401i,-0.00022561-0.00060767i,-0.00061275-0.00056413i,-0.00040059-0.00032012i,-0.00029945-0.00041579i,7.1345e-05-0.00025712i,0.0007546-0.00016193i,0.00053479-1.5404e-05i,0.00012638+0.00049958i
0.00058716-0.0006503i,0.0015916-0.002167i,0.0020919-0.0026283i,0.0012184-0.0023391i,0.00065816-0.0014165i,0.00019907-0.0003856i,-0.00044989+0.00033927i,-4.3948e-05+0.00028965i,0.00017254+0.00027674i,0.00041019-2.4705e-05i,0.00062405+4.3703e-05i,-0.00030303+0.00028554i,-0.00055485+8.6014e-05i,0.00024396+6.3385e-05i,0.0001443+9.8218e-05i,2.3024e-05+0.00062673i,0.00059653+0.00029394i,0.00037605+1.1195e-05i,-3.1979e-05-4.2662e-06i,-0.00012761+0.00018032i,0.00013234+0.00028206i,0.0010682-6.2352e-05i,0.0011773+0.00017189i
-0.0011922-0.0007331i,-0.0011044-0.0019096i,-0.00066306-0.0015262i,-0.00044954+0.00068783i,-0.00018241+0.0022232i,0.00055018+0.0018947i,0.00062367+0.00095188i,0.00059196-0.00015579i,7.8751e-05-0.00039917i,-0.00040284-0.00024671i,-0.00052403-0.00042917i,-0.00063182-0.00043154i,-0.0011228+9.7852e-05i,-0.0011908+0.00069693i,-0.00098026+0.00056774i,-0.00033725+0.00013059i,-0.00032971+0.00010994i,-0.00044436+0.00047975i,0.00051923+0.001072i,0.00034855+0.0008591i,-0.00033875+0.00030348i,-3.0894e-05-9.6755e-05i,0.00028696+0.00038023i
0.00062349-0.00029129i,0.00026355-0.0013033i,-0.00014559-0.0013064i,1.5726e-05-0.0002221i,9.3277e-05+0.001048i,-0.00012761+0.0015235i,0.00022261+0.00069788i,0.00041915+0.00030918i,-0.00024365-0.0002464i,-0.00070199-0.0010501i,-0.00091527-0.0007139i,-0.0013342-0.00047495i,-0.0012279-0.00059703i,-0.00045424-0.00015141i,-0.00040439+0.00033418i,-0.00052003+0.00033762i,0.00043753+0.00049658i,0.00056669+0.0005503i,0.00073619+0.00030738i,0.00083624+0.00045889i,-0.00019575+0.00020745i,-0.00015963-5.7686e-05i,0.00045345-0.00047615i
-0.00031744-0.00038974i,0.00014706-0.0010751i,9.9642e-05-0.0011165i,-7.3751e-05+8.399e-07i,0.00017129+0.00086238i,0.00041982+0.0013557i,0.00040973+0.0011378i,-8.712e-05+0.00017823i,-0.00019137-0.00039739i,-0.00017092-0.00063584i,5.5105e-05-0.00060486i,0.00037034-0.00020387i,0.00057319-0.00024512i,0.00047946+0.00012337i,0.00027422+0.00091309i,0.00026092+0.0011216i,-4.652e-05+0.00040016i,-0.00023238+0.00019422i,7.1806e-05+0.00034003i,-0.00013387-0.00018012i,-0.00049853-0.00043034i,-0.00011054-0.00024657i,0.00060901-0.00036407i
-0.00021856+0.00054794i,3.5822e-05-0.0010994i,0.00016218-0.0028193i,0.00063503-0.0020921i,0.0016004-0.00064646i,0.0014304-0.00023372i,0.0013114-0.00076921i,0.00061958-0.00092569i,-0.00017278-0.00060486i,7.2365e-05-0.00019454i,-0.00035926-0.0006822i,-0.0011068-0.0010533i,-6.0311e-05-0.00015747i,0.00056078+0.00034634i,0.00035972-0.00056986i,0.00045396-0.00072756i,-0.00023671+2.9615e-05i,-0.0010453+0.00013802i,-0.00085459-0.00038922i,-0.00053337-0.00011433i,-0.00020065+5.142e-05i,0.00014099+0.00042643i,-1.7839e-05+2.5612e-05i
0.0012095+0.001215i,0.002301-2.2885e-05i,0.0028783-0.00084594i,0.0019009-0.0017401i,0.00058953-0.0012957i,-0.00042762+0.00037357i,0.00047416+0.0014919i,0.0014681+0.0016072i,0.00068208+0.00011032i,-2.2534e-05-0.00068833i,-7.2246e-06-0.00044763i,0.00027904-6.5177e-05i,0.00049444+0.00086234i,0.00098731+0.0011142i,0.00070421+0.00073009i,-0.00033721+0.00017795i,-0.00072455-0.00039589i,-0.00055525+1.8788e-05i,4.2133e-05+0.000145i,9.6606e-05-0.00032898i,-0.00028117-0.00060272i,-0.00035446-0.00026664i,-0.00059345+0.00056066i
0.00034523-0.00093376i,-0.0005686-0.00080313i,-0.0018652-0.0011425i,-0.001668-7.2012e-05i,-0.00061296+0.0013742i,0.00037499+0.0013942i,0.00034781+0.00044341i,-9.1347e-05-0.00021831i,-0.00032706+0.0004311i,-0.00033241+0.00084334i,-0.00052103+0.00080578i,-0.00033575+0.00053986i,0.00033982+3.3448e-05i,0.00068736-7.3222e-05i,0.0003785+0.00027835i,-0.00016401+0.00018803i,-0.0008293-0.00042816i,-0.0012725-0.00031531i,-0.00080513+0.00032676i,0.00015275-0.00024694i,0.00032555-0.00035362i,-0.00030684+0.00010881i,-0.00026882-1.5916e-05i
6.8936e-05+0.00023292i,-5.8606e-05-0.0017552i,-0.00092621-0.0011812i,-0.0011074+0.00012612i,-2.4946e-05+0.00048179i,0.00032656+0.00079295i,0.00011738+0.00081509i,-0.00028081-0.00010162i,-0.00056693-0.001235i,-0.00036714-0.0012833i,-0.00046366-0.00096788i,-0.00044224-0.00099907i,1.253e-05-0.00087665i,6.1175e-05-0.000434i,0.00032125+0.00013433i,0.001212+9.6569e-05i,0.00066857+7.441e-05i,0.00055116+0.00023357i,0.0010473+2.9891e-05i,0.00077614-0.00032327i,0.00018093-0.00032107i,-0.00020446-0.00046552i,-0.00026868-0.00029991i
-0.00090853+0.0013189i,0.0006323+0.0010086i,0.0019873+0.0011979i,0.0030685+0.001729i,0.0022674+0.0018553i,0.0013486+0.0007302i,0.0010954-0.00057588i,3.8189e-05-0.00091323i,-0.00092684-0.00024526i,0.00010093-0.00029972i,6.4307e-05-0.00052295i,-0.00059833-0.00091161i,-0.00070519-0.0012305i,-0.00047319-0.0013838i,-2.33e-05-0.00080385i,9.2862e-05+7.136e-05i,0.00065215+0.00069142i,0.0013295+0.00057265i,0.00097914-0.00034381i,0.0005845-0.0001237i,0.00049648+0.00021291i,0.00048638-0.00034245i,0.00062707-0.00095385i
-0.00031184-0.0004286i,-0.00010144-0.00089602i,-0.00024292-0.00079221i,2.7056e-05-0.00040206i,5.9569e-05+0.0011391i,6.3738e-05+0.0019352i,-0.00018201+0.0014552i,-0.00014414+0.00023551i,-4.327e-05-0.00072001i,-0.00054557-0.00086043i,-0.00089267-0.00019877i,-0.00085781+0.00038976i,-4.9226e-05+0.00027415i,0.00054974-0.00056874i,2.3632e-05-0.0010422i,-0.0011342-0.00076218i,-0.00052347-0.00040947i,0.0001529+0.00037282i,-7.8329e-05+1.4454e-05i,-0.00011067-0.00064007i,-8.257e-05-0.00026218i,0.00040888+0.00017586i,0.0006783-0.00047832i
0.00019656-0.00025118i,0.00023291-0.0007703i,0.00047401-0.0012978i,2.2545e-05-0.0016165i,0.00011583-0.0010255i,0.00045377+0.00016304i,-0.00023328-0.00060995i,-0.00085291-0.0014196i,-0.00057907-0.00093445i,-0.00037089-0.0013805i,-0.00070705-0.0010814i,-0.00094217-0.00060872i,-0.00038585+0.00042315i,0.00043016+0.00137i,0.00077482+0.00064045i,0.00089139+0.00091491i,0.00057591+0.0013167i,0.00038365+0.0006471i,0.00049917+0.00014038i,0.00051659+0.00012641i,0.00060253+0.00020486i,0.00049683+0.0004821i,0.00042422+0.0009208i
0.00032474+0.00019497i,0.0012335-0.0016216i,0.0013426-0.002058i,0.00062923-0.0017014i,0.00084742-0.0013516i,0.00052097-0.00052341i,-0.0001208+0.00031514i,-0.00018544-6.2537e-05i,-0.00058-0.00044033i,-0.00021003-0.00026309i,-0.00028933-0.00077161i,-0.00026867-0.0010267i,0.00061314-0.00011987i,0.00040003+0.00077847i,0.00036175+0.00055426i,0.00065428+0.00010457i,0.00031039+6.5065e-05i,0.00040098+5.1937e-05i,-1.1436e-05+0.00030718i,-0.0004734-6.6688e-05i,0.00013113-1.6912e-05i,0.00040102-0.00067135i,0.00045025-0.0010764i
0.0010656-0.001231i,0.00087788-0.0024683i,0.0014205-0.0028054i,0.00086402-0.0015458i,7.5219e-05-0.0005377i,-0.00042737-9.6563e-05i,-0.0004156+0.00014047i,-0.0005648+0.00038445i,-0.0014815+0.00021984i,-0.0021378+0.00020233i,-0.0021216-3.1452e-05i,-0.0018483-9.258e-05i,-0.0011733-6.8339e-05i,-0.00040429-0.0002177i,0.00040232+0.00023947i,0.00093028+0.00057256i,0.00097658-0.00043524i,0.00070437-0.0014749i,0.00067573-0.00097495i,0.00060727-0.00045533i,0.00064019-0.00056497i,0.00059505-0.00034431i,0.00089032+2.5543e-05i
-0.00040805-0.00014087i,-0.00069658-0.0010026i,2.3524e-05-0.0011767i,0.00058123-0.00037996i,0.00095915+0.0013892i,0.0011597+0.0025916i,0.00063366+0.0018364i,-6.1276e-05+0.00010759i,-0.00070577-3.5652e-05i,-0.00051783+0.00052649i,-3.3431e-07+0.00052279i,-1.8607e-05+0.0001047i,5.6224e-05-0.00093874i,0.00025556-0.00088226i,-3.3209e-06-6.8002e-06i,0.00028623-6.4715e-05i,0.00034643-0.00050782i,-0.00022119-0.00038545i,-0.00022984-0.00057485i,-0.00062307-0.0012602i,-9.3565e-05-0.00043673i,0.00067696+0.00036054i,0.00046136+0.00010647i
0.00039089-0.00031223i,0.0014163-0.00061004i,0.0012926-0.00050429i,0.0014747-0.00067582i,0.0014049-0.00073192i,0.00056516-0.00041388i,0.00029449-0.00091779i,0.00033555-0.001614i,-0.0004783-0.0014708i,-0.0012069-0.0006461i,-0.00077656-0.00079875i,0.00030193-0.00071938i,0.00094573+2.6317e-05i,0.00085632+0.00023353i,0.0005061-0.00023807i,0.00093441-0.00042585i,0.00085567+5.8169e-05i,0.0010856+0.00045925i,0.00093697+0.00034392i,0.00071808+0.00012756i,0.00086639+0.00060117i,7.3389e-05+0.00059532i,-0.00088473+0.00031274i
0.00021922-0.00069267i,0.0010602-0.002029i,0.00075363-0.0029916i,-0.00082267-0.0021569i,-0.0010031-0.00038606i,0.00024148+0.00095368i,0.00095177+0.00043329i,0.00041452-0.0006862i,-9.7552e-05-0.00083606i,0.00022004-0.00057878i,-7.8277e-05-0.00044941i,-0.00041155-0.00054497i,0.00027586-0.00024277i,0.0011498-0.00043137i,0.0011037-0.00019161i,-0.00010696+0.00041059i,-0.00063693+0.00062782i,-0.00047386+0.00042821i,1.4598e-05+0.00010632i,0.0008815+1.9733e-05i,0.001057+0.00022821i,0.00051873+0.00051965i,0.00035528+7.3411e-05i
-7.8422e-05-0.00099853i,0.00014862-0.0017261i,0.00030958-0.0015694i,-0.00073894-0.00054141i,-0.0010191+0.0003121i,0.00027021+9.6471e-05i,0.00084479-0.00080807i,0.00022117-0.0011815i,-0.00075837-0.0010278i,-0.0015973-0.00080966i,-0.0013081-0.00064369i,-7.8571e-06-0.00049128i,0.0010876-0.00054121i,0.0013418-8.4784e-05i,0.00093074-4.8693e-05i,0.00067697-8.8e-05i,0.00029093+0.00036276i,-7.032e-05+0.00012562i,-0.00020216-1.5405e-05i,0.0001502-0.00070674i,0.00031664-0.0011106i,0.00029097-0.00070508i,0.0005097-6.5057e-05i
-0.00065056-0.00084539i,-0.00069562-0.0014939i,-0.0016481-0.0016996i,-0.002243-0.00083383i,-0.0015281+0.00083491i,0.0001904+0.0010132i,0.0008703+0.00039497i,0.00043944-0.00066729i,7.6637e-05-0.00057893i,-0.0010118-5.5636e-05i,-0.0020312-0.00045134i,-0.0013368-0.0006278i,-0.00011016+0.00028398i,0.00040278+0.00059247i,0.00014259-0.0002201i,0.00045931-0.00036586i,0.00095415+0.00017407i,0.0010847+0.00010947i,0.0007076-0.00017866i,0.0001155-0.00051437i,0.00045743-0.00041013i,0.00047241-0.00012427i,-0.00038567+0.00021015i
0.0007246-0.00082839i,0.0014053-0.0024188i,0.00045928-0.0025186i,0.00017983-0.001075i,0.00061396+0.0010646i,0.00014033+0.0020156i,0.00038811+0.001646i,0.0007834+0.00034633i,-0.00034138-0.00070794i,-0.00070378-0.0010598i,-0.00075994-0.0011091i,-0.00066122-0.00017812i,0.00056482+0.00069495i,0.00074626+0.00078784i,0.00020261+0.00034563i,-8.6023e-06-0.00030786i,-0.00059521-0.00035859i,-0.00080789+6.3143e-05i,-0.00037212-0.00060334i,-0.00064257-0.00124i,-0.00046705-0.00094547i,-2.9912e-05-0.00044839i,0.00012791+0.00024797i
-0.0015718-0.00085267i,-0.0013946-0.0013338i,-0.00074635-0.00072393i,-0.00084158+0.0015409i,-0.00027595+0.0027246i,0.00086972+0.0017459i,0.00091341+0.00060547i,-0.00015762-0.00017613i,-0.00083752-0.00082515i,-0.00039524-0.00091748i,0.00011316-0.00026325i,0.00033099-0.00010233i,0.00047893-0.00038287i,0.00046641-0.00059105i,0.00030428-5.692e-05i,-0.00042103+0.00027552i,-0.00078378-0.00022543i,-0.00034905-0.0001492i,0.00031316-0.00029757i,0.00091018-0.00052463i,0.00090066-0.0012181i,0.00047953-0.0011048i,0.00021647+9.9558e-05i
-0.00018702-0.00076989i,6.1715e-05-0.003085i,0.0011327-0.0034038i,0.00079509-0.0020713i,-0.00022023-0.0012187i,-0.00042025+8.7442e-05i,0.0003036+0.00075027i,0.0014802-0.00057344i,0.0019528-0.0023555i,0.0011206-0.0014816i,0.00028589-0.00048586i,-0.00044731+0.00010372i,-0.00025987+0.00029149i,4.4251e-05-0.00047532i,0.00042126-0.00022306i,0.00039017+0.00013878i,0.00072703+0.00019591i,0.00054211+8.3044e-06i,-0.00038873-0.00038438i,-0.00049199-0.00062588i,-0.00030113-0.00038184i,-9.0562e-05-0.00032942i,0.00040666-0.00030114i
0.0012567-0.00033071i,0.0018474-0.0021529i,0.0023473-0.0026417i,0.001901-0.0012301i,0.0007253-0.00067031i,0.00015686+1.1818e-05i,0.00042442+1.8298e-05i,0.00078485-3.7918e-05i,0.00055238-0.00016246i,3.5393e-05-0.00028291i,0.00021191-0.00068358i,-8.2405e-05-0.00028455i,-0.00054028+0.0011568i,-0.00034918+0.0016313i,-0.00037417+0.00093407i,-0.00036761-0.00032526i,1.8706e-05-0.00033883i,-3.6882e-05+0.00051579i,-0.00011823+0.0001503i,0.00082429-0.00040817i,0.0015131-0.00012171i,0.00078594+0.00029588i,-6.9256e-06+0.00036423i
0.0013665-0.0021903i,0.0010614-0.0040914i,0.00085048-0.0075644i,-0.00031858-0.0067743i,-0.000476-0.0038202i,0.00077012+0.00063842i,0.003651+0.0026448i,0.0062296+0.00011303i,0.006097-0.0032794i,0.0035117-0.0052427i,0.00033702-0.0049904i,-0.0010067-0.0027847i,-0.00093172-0.00047138i,-0.00014224+0.00082846i,0.00052535+0.0013065i,0.00042104+0.00033853i,0.00071732-0.0011005i,0.00070215-0.0011382i,0.00014413-0.00031476i,9.7985e-05-0.00047002i,-2.9292e-05-0.0012209i,-0.00039703-0.0009391i,7.5151e-06-0.0001224i
0.00010685-0.00045323i,0.000108-0.0019435i,-0.00035236-0.0015928i,5.133e-05+0.00025754i,0.00057397+0.0017482i,0.00068946+0.0014014i,0.00015147+0.00059106i,-0.0012008+0.00054843i,-0.0019452+0.00077773i,-0.0020471+0.0006125i,-0.00090933+0.00030884i,9.4936e-05+0.00038008i,0.00088641+0.00047263i,0.0013939+0.00098123i,0.00040375+0.00032146i,-8.9989e-06-0.00034006i,0.00032849+0.00013405i,6.0086e-05+0.00044562i,-0.00088164-1.7274e-05i,-0.00051295-0.00078606i,0.00051523-0.00091236i,0.0006932-0.00054377i,0.0002563-0.00015582i
-0.00058322-0.0015167i,-0.00069156-0.0027222i,-0.00067121-0.0020563i,-0.0007638-0.00089568i,0.00028321-0.00072443i,0.00064146-0.00055317i,-0.00012631-0.0011414i,-0.001166-0.0013409i,-0.0018537-0.00021551i,-0.0010466+0.00059199i,-0.00016472+0.00026886i,0.00010761+0.00023097i,-0.00052004+3.6007e-05i,-0.00094887-0.00070592i,-0.00075297-0.00083131i,-0.00031367-0.00055737i,-0.00014513-4.5897e-05i,-0.00048671+0.00031722i,-0.00026735+0.00054008i,0.00048994+0.00039614i,0.0011679+4.8354e-05i,0.0015846-0.0007228i,0.0013068-0.00073842i
0.0010402-0.001602i,-0.00018852-0.0021363i,-0.0018925-0.0027927i,-0.0023347-0.0031602i,-0.0019532-0.0018816i,-0.0010642+0.00061066i,-0.0002003+0.00085002i,-0.0001954-0.00063178i,-0.00099645-0.00054743i,-0.00094867-0.00053513i,-0.00032685-0.00058152i,0.00058319-0.00032629i,0.0016092-0.00046873i,0.001646-0.0004375i,0.00084661-0.00035548i,0.00059206-0.00058894i,8.4768e-05-0.00049229i,-0.00038156-4.4794e-05i,0.00019089+0.00055472i,-0.00027365+0.00059417i,-0.00050197+0.00011934i,-0.00040366+0.00026872i,-0.00027854+0.00017127i
0.00085071-0.00046437i,0.0017732-0.001628i,0.0013457-0.0026668i,0.00069483-0.0020227i,0.0003491-0.00014241i,0.0001265+0.00036569i,0.00021596-6.1246e-05i,-0.00044839-0.00063657i,-0.00077102-0.00041179i,-0.00082829+0.00031733i,-0.00076559+0.00090822i,-0.00018527+0.00018642i,9.5768e-05-0.00074099i,-0.00011758-0.00043267i,-8.8893e-05-0.00050455i,-0.00016759-0.00036535i,-0.00022212-0.00037568i,-0.00014767-0.00038283i,-0.00050489-0.00032178i,-0.00069805-0.00068503i,-0.00043117-0.0004982i,4.6327e-05-0.00020574i,0.00017948-0.00067102i
-0.0011057-0.00050445i,8.0523e-05-0.00010507i,-0.0009578+0.0013849i,-0.0013362+0.0016945i,-0.00089693+0.0011433i,0.00033083+0.0013839i,0.00075863+0.0011446i,3.5168e-06+0.0003742i,-0.00094418-0.00038371i,-0.00078754-0.00048409i,-0.00029975+9.8396e-05i,-7.6764e-05+0.00068189i,0.00042535+0.00074613i,0.00023995+0.0001116i,0.00019168-0.00030312i,0.00023432-8.1638e-05i,-0.00063906+0.00038438i,-0.0013346+0.00068457i,-0.0006717+0.00049993i,0.00039978+0.00035716i,0.00080132+0.00019474i,0.00041835-0.00036432i,-0.00022928-0.00037618i
0.0010516-0.00044194i,0.0016086-0.0029291i,0.0022352-0.0036675i,0.0027772-0.0030816i,0.0015442-0.0011516i,0.00030007+0.00060149i,-0.0004098+0.00050725i,-0.0010511-0.00059753i,-0.0016171-0.001049i,-0.0008389-0.00092636i,-4.9232e-05-0.00099699i,-0.00036387-0.0013449i,-0.00049272-0.0013713i,-0.00078547-0.00048144i,-0.00097112-0.00031234i,-0.0010388-0.00072945i,-0.0014609-0.00089819i,-0.0011013-0.00052309i,0.00020557-6.3867e-05i,0.00059707-0.00088997i,0.00026412-0.00064099i,6.4049e-05+0.00070581i,0.00024211+0.00051992i
0.00039988+0.00012819i,0.00045762-0.00041284i,-0.00017557-0.00085215i,-0.0010109-0.00045821i,-0.00085699+0.00090308i,0.0002271+0.0019383i,0.00084841+0.0016524i,0.00047256+0.00032502i,-0.00052686-0.00026373i,-0.00085297-0.00018245i,-0.00083607-0.00059029i,-0.00058088-0.00076655i,0.0001898-0.00051265i,0.00051506-0.00088775i,0.00014621-0.00086721i,-0.00021785+0.00018402i,0.0001199+0.00066229i,0.0010514+0.00034543i,0.00093056-0.00065393i,0.00010057-0.0015799i,1.0933e-05-0.0016194i,0.00053232-0.0012706i,0.00066281-0.0016115i
-0.00020807-0.00050771i,-0.00067466-0.00064492i,-0.0023663-0.0011036i,-0.0032901-0.0010894i,-0.0017736+5.8612e-05i,-0.00065416+0.001212i,-0.00027887+0.0012199i,-0.0003356+0.0010762i,-0.001299+0.0001934i,-0.0019141-0.00093769i,-0.0019023-0.00093632i,-0.0018275-0.00014316i,-0.0015733+0.000676i,-0.0008419+9.4237e-05i,0.00037245-0.00096122i,0.00049748-0.00081388i,-0.00090838-0.00051376i,-0.0012945-5.0217e-05i,-0.00055905+0.00064318i,0.00033348+0.00026556i,0.00027428-0.00017472i,-0.00061039-7.7891e-05i,-0.00076039-0.00019628i
0.00041425-0.0022632i,0.00015999-0.0027736i,0.0010398-0.0041944i,0.0017684-0.0039193i,0.0010277-0.001719i,0.0001198-0.00071737i,-0.00017991+0.00010604i,-0.00067326-0.0001767i,-0.00085797-0.0010353i,-0.0012386-0.0011711i,-0.0013089-0.0010326i,-0.00086357-0.00099364i,-0.00011297-0.00021085i,0.00074325+0.00065448i,0.00085986+0.00015862i,0.00021345-0.000371i,-0.00022441-0.0009868i,8.0625e-05-0.0010115i,0.00035882-0.00018399i,-4.9711e-05+4.0763e-05i,-0.00032241+0.00026155i,0.00034953+0.00060026i,9.0263e-05+0.00038002i
0.00046918-0.0027596i,-0.00013399-0.0023136i,-0.0014721-0.0024251i,-0.0024596-0.0019201i,-0.0023186-4.0142e-05i,-0.0010455+0.0013008i,0.00010367+0.0015777i,0.00012801+0.00079282i,-0.00033638+0.00039063i,-0.0006438+0.00015428i,-0.00022047-0.00068148i,0.00071666-0.00049448i,0.0011013+2.7852e-05i,0.0010698+0.00012985i,0.00064556+7.7958e-05i,-3.8198e-05+0.00017502i,-0.00049829+0.00034162i,-0.00056101+0.00025392i,0.00020159-6.7345e-05i,0.00031775-0.0005037i,0.00023679-0.0013082i,0.00017302-0.0017204i,0.00051126-0.00068715i
-0.00030783-0.00033833i,-0.00058345-0.0012748i,-0.0015745-0.002192i,-0.0026288-0.0026661i,-0.0023758-0.00080293i,-0.00097979+0.00082404i,4.4387e-05+0.00046268i,-0.0003342-7.6847e-05i,-0.00071141-0.00047927i,-0.00061981-0.00090478i,-0.0010351-0.00081262i,-0.0015264-0.00059032i,-0.00055475-0.00087068i,0.00071547-0.00144i,0.0004178-0.00088004i,-0.00023422-0.00028702i,-0.00020155-0.00055966i,3.3069e-05-0.00022181i,0.00039707+0.00026087i,0.0011734+6.4351e-05i,0.00076303-9.0304e-07i,0.00037929+0.00025577i,0.00018832+0.00049613i
0.00073365+0.00054165i,1.1143e-06-0.00018814i,0.00095696-0.00086532i,0.0012483-0.00066542i,0.00041767-0.00016058i,-0.00024657-0.0001915i,-0.00018217-0.00037499i,-0.00038025-0.00035815i,-0.00084914+4.5661e-05i,-0.0006257+0.00021995i,-0.00048362-0.00029267i,-0.00052644+0.00025436i,-0.00025386+0.0010187i,2.5775e-05+0.00040565i,0.00016028-7.3608e-05i,-0.00049302-0.00026642i,-0.00048768-0.00068265i,9.3463e-05-0.00085807i,-0.00016265-0.0011384i,-9.6767e-05-0.00092139i,4.8777e-05-0.00057356i,0.00043547-0.00035524i,0.00039181+0.00035332i
