0.0017102+0.00010096i,0.001002-0.0012875i,0.0012652-0.002388i,-0.00026588-0.0018233i,-0.0026798-0.00034547i,-0.0029302+0.0012042i,-0.0014523+0.0019475i,-0.00026052+0.0019905i,0.00013743+0.00049946i,-0.00016194-0.000633i,-0.00074847-0.0011755i,-0.0014966-0.00089452i,-0.0012294+0.00040658i,-0.00077217+0.0010349i,-0.00053444+0.0006348i,0.00039088+0.00030897i,0.00086929-0.00047166i,0.00052272-0.00064367i,0.0009334-1.915e-06i,0.0014201+0.00032196i,0.0010231-0.00040432i,0.00056251-0.0010101i,0.00016799-0.00070177i
-0.0014924-0.00011708i,-0.001913-0.00042517i,-0.0024868+0.00035703i,-0.0018283+0.0006046i,-0.00052931-0.00054065i,0.00056698-0.0011705i,0.00042982-0.0014142i,4.1833e-06-0.00093784i,-0.00019323+0.00016172i,-0.00055386+0.00063455i,-0.00041169+0.00022334i,-0.00016865-0.00034242i,0.00030653-0.00081147i,0.00025178-0.00086987i,-3.2499e-05-0.00021053i,-1.4383e-06+2.7865e-05i,-9.1239e-05-2.3161e-05i,-0.0004188+0.00014456i,-0.00012519+0.00014932i,0.00030898-0.00019541i,0.00033735+0.00023074i,0.00042074+0.0002555i,0.00034496-0.0001248i
0.0012837-0.0011054i,0.0013899-0.0011596i,0.00043218-0.0020554i,0.00037874-0.0021592i,-0.00011002-0.0020747i,-0.00054349-0.001915i,-1.4118e-05-0.0015109i,0.0005062-0.0010547i,0.00070585-0.00061403i,0.00043138+3.8691e-05i,-0.00020282+0.00045548i,0.00018182+5.6487e-05i,0.00030383-0.00049061i,-0.00013573-0.00041168i,-0.00046811-0.00033194i,-0.00038255-0.00034906i,0.00011701-0.00014067i,-0.00065776+8.3726e-05i,-0.00068257-0.00041252i,9.8534e-05-0.00016658i,0.00014116+0.00010134i,0.00047142-4.0385e-05i,7.3983e-05+0.00049304i
-0.0028159-0.0013592i,-0.0026747-0.0010642i,-0.0022093-0.00055183i,-0.0020609+0.00028926i,-0.0012222+0.00054285i,-0.00058462+0.0001014i,-0.0013848-0.00014701i,-0.001118-0.00040271i,-6.9593e-05-0.00066115i,9.1376e-05-0.00086536i,-5.8554e-05-0.00098822i,-0.00032913-0.00088062i,-0.00056811-0.00039726i,-0.00014989-0.00024528i,0.00068404+0.00048398i,0.00047745+0.00067487i,0.00065288+9.1893e-05i,0.0012239-0.00077271i,0.00072432-0.0012756i,0.00013962-0.00091281i,0.0003336-0.00047125i,0.00045039-0.00045643i,0.00037243-0.00050824i
4.7851e-05+0.00011833i,0.00079621-0.0011133i,-0.00016359-0.0019792i,-0.0014219-0.0027047i,-0.0012414-0.0028312i,-0.00063431-0.0020847i,-8.2107e-08-0.00086687i,-9.4097e-05+0.00030094i,-0.00019493+0.00051759i,-0.00018663+0.00043065i,-0.00045083+0.00073668i,-0.00025168+0.00021489i,-2.2526e-05-0.0003775i,-1.615e-06+0.00013857i,0.00033822+2.6478e-05i,-8.9866e-05-0.00064875i,-0.00059666-0.00019539i,-0.00028655+0.00020241i,-0.00026507-3.4593e-05i,-0.00084592-0.00033664i,-0.00098116-6.2702e-05i,-0.00060634+0.00044392i,-0.00052893+0.00040231i
0.0002475-5.5519e-05i,0.00050736+0.00013887i,0.0002997+0.00069321i,0.00046351+0.00042271i,0.0011472-0.00029795i,0.0012031-0.00040127i,0.00070842+0.00011362i,0.00025658+0.00022016i,-0.00012127-0.00013502i,-0.00018493-0.0001346i,-9.3243e-05-0.00049596i,-1.3002e-05-0.0012837i,-0.00015696-0.0011403i,-0.00053833-0.00028125i,-0.00073731+0.00049274i,-0.00034678-0.00027972i,0.00029818-0.0005528i,0.00038013+0.00021916i,-0.00038723+0.00010092i,-0.00071235-0.00020517i,-0.00052805-0.00013776i,-0.00072616-0.00073597i,-0.0006301-0.0010901i
0.001077-0.00023968i,0.0012477-0.00049712i,0.00045957-0.00016372i,-0.001278-0.00074439i,-0.0022456-0.0016597i,-0.00097682-0.00097939i,0.00058624+0.00019471i,0.00050243+0.0006295i,0.00020563+0.00085587i,9.3817e-05+0.00049395i,-0.00014862-0.00035505i,-0.00054232+0.00011613i,-0.00043349+0.0010476i,0.00020667+0.00073245i,0.00012884+0.00037601i,7.0889e-05+0.00064816i,0.0001164+0.00034527i,0.00021026+2.9927e-05i,0.00076651-0.00012906i,0.00075654+0.0001139i,0.00045023-8.7332e-05i,0.00027289-0.00048773i,0.00058382-7.3145e-05i
-0.00073061-0.0016586i,-0.0011864-0.0011574i,-0.0010363-0.0012949i,-0.0016694-0.0016081i,-0.0022312-0.00077691i,-0.0013522-0.00015643i,0.00039194-0.00070203i,0.0010483-0.00066306i,0.0012081-0.00011529i,0.00052555-0.00043296i,0.0003914-0.00076131i,0.0013837+6.9104e-05i,0.0017233+8.8762e-05i,0.00057337-0.00015716i,0.00015759-2.0599e-06i,0.00063545-0.00050146i,0.00069722-0.00048577i,0.00014255+0.00021815i,-0.00040543+0.00061178i,0.00029766-3.9437e-06i,0.00092686-0.00094307i,0.00097486-0.001018i,0.00064916+3.4742e-05i
-0.0020273+0.00019824i,-0.00085554+0.00047228i,-0.0012871+0.00091078i,-0.0023308-0.00072894i,-0.0015799-0.0017576i,-0.00043463-0.0015755i,-0.00030155-0.00040857i,-0.00025077+0.00056463i,-0.00022942-5.9159e-05i,0.00049602-0.0001017i,0.0011033+0.00023244i,0.00095001+0.00038516i,0.00061231+5.5581e-05i,0.00017623-0.00087803i,-0.00020099-0.0019056i,-0.00030647-0.0010014i,0.00029503+8.7093e-05i,0.0011038+5.5118e-05i,0.00088512-6.783e-05i,0.00041447-0.00012082i,0.00029599-0.00013394i,0.00081774-3.3135e-05i,0.0010899-0.00065174i
-0.0016777-0.0015069i,-0.001723-0.0017198i,-0.0014884-0.0014379i,-0.0012594-0.0012048i,-0.001357-0.0015246i,-0.00094601-0.0017641i,0.00015756-0.0012257i,0.0011324-0.00072891i,0.0010267-0.00016111i,0.0002086+0.00057118i,-0.00025694+0.0001404i,0.00048212-8.7341e-05i,0.0014713+0.00046121i,0.0012732+0.00095019i,0.00047342+0.00090379i,0.00025277+0.00070984i,-0.00011678+0.00052563i,-0.00075979+0.00044145i,-0.00087556-0.0002056i,-0.00047219-0.0010309i,0.00021885-0.00067213i,-7.1375e-05-0.00082899i,-0.00022407-0.0010526i
-0.00025343+0.00068226i,0.00072347-6.3635e-05i,0.0015858-0.00014853i,0.0017948-0.00030223i,0.0012699-0.00040396i,0.00087914-0.00079943i,0.00021838-0.00067234i,-0.00018583-0.00078045i,0.0001627-0.00079293i,0.00036288-0.00046562i,8.0622e-05-0.00019789i,-0.00050003-0.00018898i,-0.00051396-0.00042557i,-0.00013485-0.00079884i,0.00016251-0.00043011i,0.00021644+0.00016242i,-0.00025251+0.00017087i,-0.00018643+0.00026827i,0.00043413+0.00037219i,0.0003659+0.00038139i,-0.00045654+0.00055843i,-0.00010606+0.00064772i,0.00019263+0.00028017i
-0.00037606-0.00076536i,-0.00043997-0.0010298i,-0.0010108-0.00067644i,-0.0018657-0.00099236i,-0.001576-0.0017105i,-0.00012106-0.00086053i,0.00016464+0.00074164i,0.00047015+0.00082486i,0.00091003+0.00049861i,-0.00017282+0.00014217i,-0.00035404-0.00052602i,-6.9474e-05-0.00051112i,-0.0010379-3.3792e-05i,-0.00051632+1.8336e-05i,0.00044554-0.0008178i,0.00057919-0.0012888i,-9.8261e-05-0.0010671i,-0.00084241-0.0011394i,-0.00062746-0.00056582i,-5.006e-06-7.4933e-05i,0.00027952+0.00036151i,0.00012987+0.00016016i,2.9787e-05-0.00035368i
-0.00058305-0.00044071i,0.00012978-0.00077109i,-0.00031551-0.0013884i,-0.00080594-0.0013435i,-0.0007352-0.0012474i,-0.00051487-0.0014235i,-0.0001918-0.00071983i,-0.00078859+0.00044006i,-0.00037661+0.00089438i,0.0004069+0.0009743i,-5.0343e-05+0.0010402i,-0.0003325+0.0012054i,0.00055055+0.00048981i,0.0008121+0.00018824i,0.00010729+0.00017992i,-0.00062259-0.00051358i,-0.0004509-0.00080859i,-6.084e-05-0.00018462i,-0.00015688-0.00015903i,-0.00043522-0.00092425i,6.9007e-05-0.0010096i,0.00041819-0.00045527i,3.5915e-05-0.00010361i
-0.00065984+0.0012822i,-0.0003706+0.0014652i,-0.00051651+0.0012738i,-2.251e-05-0.00061196i,0.00020796-0.0021193i,-0.0004383-0.001471i,-0.00054284-0.0010642i,-0.00035516-0.00064481i,-0.00039399+0.00042725i,-0.00034057+0.00041382i,-8.5335e-05-7.5742e-05i,-0.00059233-0.00079262i,-0.00096834-0.0014161i,-0.00093834-0.001323i,-0.00054626-0.0010957i,0.00015089-0.00072771i,0.00043807+0.00010341i,0.00036689+0.0005033i,0.00070869+0.00042275i,0.00040227-8.0674e-05i,4.1652e-05-0.00084648i,-0.00027763-0.00034339i,0.00026863+0.00034092i
-0.0011667+0.00043508i,-0.00054986+0.00096685i,6.6425e-05+0.001204i,-0.00037951-9.3569e-05i,-0.0011448-0.0016943i,-0.001143-0.002349i,-0.00065453-0.0015801i,-0.00027597-0.00046991i,0.00042161-0.00043515i,0.0010843+8.4625e-05i,0.00096414+0.0004912i,0.00026308-0.00022134i,0.00013039-0.00055308i,0.00052317-0.00095888i,0.00042812-0.00081854i,1.5063e-05-0.00047376i,-0.00063682-0.00034194i,-0.00098772+7.9522e-05i,-0.00085558-0.00030988i,-0.00035882-0.00098422i,-0.00053598-0.00067274i,-0.00017852-0.00030433i,0.00061101-0.00020053i
0.00062192-0.0012817i,-0.00033678-0.0017832i,8.3222e-05-0.0013138i,0.00010888-0.00063905i,-0.00040184-0.00028223i,0.00020322+0.0001204i,0.00053356-9.0074e-05i,-0.00054633+0.00033888i,-0.00061196+0.00038403i,7.9523e-05-0.00039013i,0.00062299-0.00027287i,0.00025798-0.00062177i,0.00014012-0.001026i,0.00024426-0.00054768i,0.00059632-0.00090236i,0.00080145-0.0010281i,-1.6074e-05-0.00075529i,-0.00030615-0.00061051i,0.0001771-0.00035679i,0.00026897-0.00046274i,-7.5392e-05+6.5499e-05i,-0.00032239-3.7782e-05i,0.0001724-0.00097218i
-0.00099505-0.00029112i,-0.0019843+0.00026122i,-0.00077762+0.00088905i,0.00075435+0.00036748i,0.00027992-0.00028172i,-0.00086933-0.00093949i,-0.00092555-0.00099063i,0.00031606-0.00034648i,0.0012221-0.0001534i,0.0012626-0.0013047i,0.00062619-0.001827i,-0.00057291-0.0015433i,-0.00073241-0.00055789i,-0.00065354+0.00070156i,-0.00050326+0.00030169i,-0.00024173+2.5846e-05i,-0.00064979-4.3303e-05i,-0.00064151-0.00012259i,-0.00063977+0.00026356i,-0.00025118+0.00059554i,0.00047374+0.0010505i,0.0003116+0.0010376i,6.6738e-05+0.00017784i
-0.0014229-0.001817i,-0.0014253-0.001907i,-0.0018432-0.0018777i,-0.0018424-0.0026012i,-0.0013017-0.0020719i,-0.0010355-0.00054535i,-0.00086351+3.3317e-05i,-0.00037933-1.0333e-05i,-0.0008983-0.00034951i,-0.00033188-0.0004882i,0.00039672+8.0232e-05i,0.00028726+0.00044i,0.0004651-9.5509e-05i,0.0006378-0.00052525i,0.00016512-0.00044714i,-2.3963e-05-0.00016351i,0.00023218+0.0001823i,-0.00078112+0.00039032i,-0.0012209+3.0984e-05i,-0.00033925-0.00030746i,7.6769e-05-0.00048909i,0.00015588+4.205e-05i,0.00018436+0.00053278i
0.00083568-0.00042151i,0.0015801-0.00113i,0.0017577-0.0013224i,0.0012311-0.0015145i,0.00020698-0.0018017i,-7.8729e-05-0.0018332i,0.00076045-0.00057129i,0.00068114-0.00019543i,0.00031433-0.0005865i,-9.6511e-05-0.00055263i,-0.00049193-0.00082166i,-0.00074125-0.0010909i,-0.00017569-0.00040959i,-6.9423e-05-0.0003878i,-0.00065256-0.00074662i,-0.00052467-0.0004787i,-0.00027212-0.00072389i,0.00065456-0.00034225i,0.00088477+0.00047881i,0.00028957-0.00029796i,7.9018e-05-0.00090645i,0.00019259-0.00059254i,0.00032755-0.0003718i
0.00059322+0.00040412i,0.00069331-0.00038976i,0.00061809-0.0013215i,2.3745e-05-0.0018657i,-0.00022702-0.0017011i,-0.00037104-0.0012192i,-0.00060077-0.00046697i,-0.00068386+0.0010952i,-0.00041981+0.0015028i,0.00022816+0.00018873i,0.00043368-0.00066404i,4.878e-05-0.00087679i,-0.0010424-0.0010014i,-0.0012569-0.0009525i,-0.001212-1.7668e-05i,-0.001212+0.00049905i,-0.00037527-0.0001891i,-0.00035444-0.00081732i,-0.00085841+0.00010022i,-0.00063607+0.00034249i,-0.00035189-0.00033467i,0.00049469-0.00036484i,0.00067335-0.00043825i
0.00099137-0.0015341i,0.00045421-0.00089052i,-0.0011787-0.00079353i,-0.0017091-0.0012545i,-0.0014907-0.001497i,-0.0012127-0.0013361i,-0.00041877-0.00069601i,3.8254e-05-7.2471e-05i,-7.4441e-06+0.0002262i,-0.00047527-0.00014329i,-0.00018588-0.00040904i,0.00054959-9.9371e-06i,0.0013975+0.00092218i,0.0012828+0.0013351i,0.0002144+0.00057096i,0.00026057-0.00026452i,0.00067802-9.1084e-05i,0.00089206-1.7034e-05i,0.00036466-1.5519e-06i,-6.3664e-05+0.00037972i,0.00013032+7.1733e-05i,-0.00033394-0.00051268i,-6.1265e-05-0.00071389i
0.0007293-0.0017741i,0.0012088-0.0026807i,0.0010348-0.0030958i,-0.0005563-0.0030009i,-0.0012784-0.0021901i,-0.00095816-0.0011518i,0.00011748-8.9709e-05i,0.0010013+0.00026762i,0.0010221+6.0164e-05i,0.00015829+8.1236e-05i,-0.00015851+0.0003467i,-0.00030838+0.00026708i,0.0001925-0.00021695i,0.00023614-6.6649e-05i,-0.00031848-0.00072589i,2.075e-05-0.00092039i,0.00055144+0.00028608i,0.00050476+1.3103e-05i,4.7206e-05-0.00051443i,-0.00049241-0.00020557i,-0.00060209-0.00014395i,-0.00040588+0.00078152i,0.00021551+0.00064354i
-0.00078426-0.0003487i,-0.00052204-0.00053087i,0.00025311-0.00053732i,-6.5077e-05-0.00097384i,-0.00040514-0.0015771i,-0.00073659-0.0013972i,-0.00086096-0.00061945i,-0.0009813-0.00059745i,-0.00060119-0.0004661i,0.00029856-3.3125e-07i,0.00059476+0.00010237i,0.00022858-0.00043915i,0.00044172-0.00089917i,0.00072486-0.00038916i,0.00053796+0.00024978i,-0.0004186-0.00036022i,-0.00065863-0.00065312i,0.00010375-0.00031071i,0.00029308-0.00064766i,-0.00042287-0.00094627i,-0.00079433-0.00085244i,-0.00056561-0.00061929i,-0.00018527-2.3878e-05i
0.0015312-0.00076217i,0.0017428-0.00088965i,0.0011517-0.0012868i,-0.00019967-0.0027855i,-0.00070084-0.002597i,-0.00073819-0.0015415i,-0.00034509-0.00096959i,0.0004345-0.00032275i,0.00093506+0.00021928i,0.00060743+0.00022473i,-0.00034182-7.5169e-05i,-0.00030216+0.00050308i,-0.00021416-0.00010559i,-0.00027691-0.00032987i,-0.00027705+0.00071454i,-0.00079533+0.000225i,-0.0007211-0.00038693i,-0.00034947-0.00020884i,1.8392e-05-0.00064621i,-0.00011025+0.00019096i,-7.0231e-05+0.0010862i,0.00036709-0.00027152i,0.00031776-0.0011171i
-0.0021874+0.00042311i,-0.0015049-0.00021544i,-0.0004987-0.00052381i,0.0002168-0.00061967i,0.00069318-0.00084767i,0.00052277-0.00039841i,0.00014149+0.00034487i,-0.00041115-4.7214e-05i,-9.5647e-05-0.00018489i,0.00040758-0.00019422i,0.0004391-5.6174e-05i,0.00075281+0.00038501i,0.00081692+0.00050514i,0.00076427+0.00061531i,0.00096971+0.00039747i,0.0016194-0.00017609i,0.0017396+0.00012313i,0.00015493-5.1228e-06i,-0.00016163-0.00017724i,0.00027957+6.3178e-05i,-8.4502e-06+3.1138e-06i,-6.7471e-05+0.00064363i,0.00026955+0.0010972i
0.00053842+0.00067602i,0.0001654+0.00030825i,0.00080055-0.00098517i,-0.0002226-0.0017535i,-0.001462-0.0023996i,-0.0013345-0.0018385i,-0.00111-0.00047782i,-0.00063127-0.00019591i,-0.00039345-0.00038611i,-0.00049613+1.8053e-05i,-0.00022223+3.7117e-05i,-1.1902e-05-0.00029316i,-0.00013532-0.000912i,5.6675e-05-0.00089672i,-0.00023214-0.00023681i,-0.00059188+8.8018e-05i,-0.00071357+0.00038809i,-0.00033865+0.00050114i,0.0013921+0.00017459i,0.0016646+1.0124e-05i,0.00083336+4.0638e-05i,0.001304+0.00024889i,0.00068086-7.9571e-05i
-0.0019584+0.00047743i,-0.0014397+0.0018618i,-0.0010167+0.0015273i,-1.4186e-05-9.3074e-05i,0.00073711-0.0011861i,0.0011626-0.001182i,0.00067776-0.00029431i,-7.8706e-06+8.309e-05i,-6.4036e-05-4.0467e-05i,7.0071e-05-0.00034072i,0.00019524-0.00031738i,-0.00053522+0.00037978i,-0.0013264+0.00045135i,-0.00064308-0.00037855i,0.00080276-0.00090654i,0.00070551-0.00041325i,-9.3329e-05+0.0001732i,-5.3983e-05+0.00074437i,-0.00055114+0.00068246i,-0.0008964+1.6611e-05i,-0.00083577-0.0001203i,-0.00044006+0.00039059i,-5.7702e-05+0.00035492i
0.00050206+0.00029728i,0.0012407-0.0013963i,0.00065476-0.0024375i,-0.00038881-0.0029739i,-0.00045977-0.0026682i,-0.00018497-0.0021678i,0.00047514-0.0011441i,0.00051194-4.9383e-05i,0.00018783+0.00020483i,3.4483e-05+0.00044169i,-1.0014e-05+0.0001193i,0.0002996-8.7059e-05i,0.00037572+0.00042725i,0.00028024+0.00049009i,-1.9023e-05-0.00015717i,-0.00047729-0.00067283i,-0.00042322+0.00016941i,-0.00029288+0.00080818i,-0.00052384+0.00093179i,-0.00061406+0.0003795i,-0.00064186-0.00046073i,-0.00014428-0.00022231i,-8.1157e-05-0.00051048i
-0.0003363-0.00042102i,-0.00055672+0.0003229i,-0.00084501+0.00080626i,-0.0014348+9.7829e-05i,-0.0015256-0.0014733i,-0.00088696-0.0021626i,-4.3361e-05-0.0010218i,0.00021355-0.00040887i,0.00011986-0.00069053i,-8.5771e-05-0.00023929i,-0.00047333-0.00012368i,-0.00085725-0.00013437i,-0.00068694+0.00014582i,-0.0005385+8.0178e-05i,-0.00079634-0.00029468i,-6.4557e-05-0.00052058i,0.00094251-0.00051058i,0.00064599+0.00018989i,-0.00011242+0.00018984i,-0.00045219-0.00031005i,-5.8961e-05-9.3016e-05i,-5.2524e-05-1.042e-05i,2.3917e-05-1.2905e-05i
0.00033257-0.00067931i,0.00021622-0.001795i,-0.00054594-0.0026886i,-0.00051094-0.0018501i,-0.00053395-0.0011475i,-0.0006122-0.0010038i,-2.9733e-05-0.0014638i,6.7322e-05-0.0013035i,-0.00024647-0.00056599i,-0.000576-0.0005455i,-0.00024628-0.00051731i,-3.4318e-05-0.00058195i,-0.00039652-0.00021418i,-0.00012614-3.8624e-05i,0.00069653+0.00038102i,0.0011848+0.0012315i,0.001161+0.0017753i,0.0003284+0.0011819i,0.00042133+0.00054209i,0.00069895+0.0007003i,8.3577e-05+0.0004352i,-0.0002653+3.548e-05i,-0.00091602+0.00016492i
-0.00079621+0.00048193i,-0.0005324+0.0011574i,-0.0010499+0.001519i,-0.00058934+0.00063079i,-0.00031723-0.00018565i,0.00028427-0.0011241i,0.0010406-0.0011411i,0.00048647-0.0010821i,-0.0004762-0.00088491i,-0.00058085-0.00020891i,-0.0005134+0.00019238i,-0.00047342+0.0003455i,2.9786e-06-0.00040876i,0.0001259-0.00080121i,-4.0524e-05-0.00064989i,0.00023177-0.00016414i,0.00054188+0.00023803i,0.00095672+0.00039229i,0.00061696+0.00091612i,0.00030729+0.0008642i,0.00014864+0.00019494i,-0.0002113+4.7615e-05i,0.00013211+0.00039475i
-0.0012804+0.0018073i,-0.0021711+0.00055146i,-0.0020929-0.00063365i,-0.0010002-0.0001667i,-0.00043261-0.0004553i,-0.00088945-0.00095669i,-0.00041574-0.00077956i,-0.0001362-0.00028993i,-0.00083213-0.0002604i,-2.4627e-06-0.0003694i,0.00065959-0.00012193i,0.00025702+2.5338e-05i,0.00039709-0.00049909i,-0.00066567-0.0015774i,-0.0018546-0.0016317i,-0.00057368-0.00036547i,9.1531e-05-6.3977e-05i,-0.00020702-0.00020016i,-7.5391e-05-0.00038144i,-0.00047365-0.00050786i,2.5569e-05-0.00030031i,0.00064373+0.00051271i,0.00063702+0.00061379i
-0.00055035-0.0014702i,0.00034848-0.0022827i,0.00018112-0.0025893i,-0.00014963-0.0027774i,0.00073005-0.0037598i,0.00094743-0.003279i,0.00038492-0.0015029i,-4.6276e-05-0.00011218i,-0.00028817-0.00014481i,-0.00054204-0.00011816i,-0.001327+0.00058153i,-0.0013099+0.0014071i,8.1353e-05+0.0011656i,0.00094607-6.8496e-05i,0.000467+6.0072e-05i,0.00046933+0.00096066i,0.00052192+0.00038091i,0.00034549-0.00016261i,-0.00019887-2.1822e-05i,-0.0010714+4.1996e-05i,-0.00047078-0.00051154i,0.00046456-0.00084146i,0.00031129-6.4599e-05i
0.0030684+0.0010328i,0.0032809-0.00060553i,0.0027695-0.0006817i,0.0013084-0.0010128i,-0.00066583-0.001607i,-0.0019488-0.0011827i,-0.0013837-0.00067333i,-8.5855e-05-0.00033212i,0.00029777-5.1713e-07i,-0.00098276-9.8408e-05i,-0.0017148-0.00034493i,-0.00073063-0.00021519i,-0.00030401+0.00019294i,-0.00058373+0.00029926i,-0.00061492+0.00044404i,0.00028367-7.2049e-05i,0.0015874+0.00052469i,0.0013591+0.00123i,0.00022603+0.00010387i,-0.00031674-0.00038924i,0.00015902-0.0003471i,0.00034494-0.00063738i,0.00026505-0.00054264i
0.0002579-0.00080703i,-0.00082511-0.0012059i,-0.0011333-0.0011297i,-0.0016095-0.0013779i,-0.0020363-0.0019737i,-0.0011191-0.0020943i,-0.00059916-0.0010156i,-0.00038429+6.7668e-05i,0.00068186-0.00019774i,0.0005552-0.00091744i,-0.00017448-0.00070524i,-0.00017831+1.3372e-05i,-0.00017262+0.00053188i,-0.00022159+0.0010176i,-0.0011064+0.00044236i,-0.00097015-0.00023898i,4.487e-05+0.0003361i,-0.00019399+0.00050154i,-0.0006097-0.00020892i,9.5223e-05-8.191e-05i,0.00080144+0.00047192i,0.00081657-0.00038407i,0.00056382-0.00083449i
0.0015382-0.0004531i,0.0017386-0.00029309i,0.00057307-0.00089445i,-9.0895e-05-0.0012637i,-0.00090852-0.002055i,-0.0012635-0.0015497i,-0.0011249-0.000264i,-0.00073922-0.00028878i,-0.00013664-0.00075767i,0.0004581-0.00073269i,0.0005665-0.00032433i,3.0419e-05-8.7089e-05i,5.9491e-05-0.00013665i,0.00026712-0.00014292i,-0.00023239-0.00031572i,-0.00044719-0.00084971i,0.00018824-0.00091177i,0.00034506-0.00068401i,-0.0003147-0.00018684i,-0.00017717-4.5564e-05i,-0.00018622+0.00010855i,-0.00085236-8.7163e-05i,-0.00055387-0.00046535i
-0.0019294-0.00056626i,-0.0023537-0.00092797i,-0.001846-0.00073664i,-0.00082303-0.00099358i,-0.00048783-0.0016702i,0.00043175-0.0017111i,0.00055989-0.001111i,-7.0759e-05-0.00023122i,1.0403e-05-7.7172e-07i,0.00026657-0.00034482i,0.00042266+0.00023881i,0.00010823+0.00042351i,1.815e-05-3.1687e-05i,0.00055414-0.00057143i,0.0015908-0.00073033i,0.0020733-0.00032772i,0.0011686-0.00025237i,7.7325e-05-0.00025888i,-0.00027218-0.0002133i,-0.00022994-9.496e-05i,0.00020157+7.6863e-05i,0.00052287-0.00029509i,0.00099189-0.00033026i
0.00048192+0.00042449i,0.00074774-0.00029169i,0.0010374-0.00096963i,0.0005985-0.0017686i,-0.00024826-0.0028506i,-0.0014783-0.0029212i,-0.0014513-0.0016478i,-0.00051216-0.00076568i,0.00025446-0.00040541i,0.0002065-6.0737e-05i,-0.00082391-9.7728e-06i,-0.00129+0.00061894i,-0.001019+0.00091286i,-0.00053177+0.00031358i,-0.00020063+0.00027622i,-0.00013021-3.2186e-05i,0.00071295-0.0005781i,0.00078239+8.2218e-05i,0.00055956+0.00054463i,0.00080526+0.00011467i,0.00050149-9.9687e-06i,0.00029667+0.0001626i,0.00045929-0.0002191i
0.0010572+0.0005348i,0.00047577-0.00037364i,2.0849e-05-0.0012753i,-0.0015197-0.0018408i,-0.0014204-0.0016824i,0.00041791-0.00070539i,0.00022675+0.00040005i,-0.00045499+0.00066457i,-0.00017549+5.0869e-05i,0.00034498-1.8866e-05i,-0.00019348+0.00038074i,-0.00036138+0.00030574i,-0.00049127-6.8681e-05i,-0.0013433+0.00016903i,-0.0017971-0.00014768i,-0.0015529-0.00072889i,-0.00069778-0.00027361i,0.00041369+0.00010635i,0.00093981+3.0271e-05i,0.00077855+0.0003783i,0.00099572+0.00012406i,0.00092963-0.00025108i,0.00062111+1.6739e-05i
-0.00046611-0.0014156i,-0.0009164-0.0010431i,-0.0020763-0.0002921i,-0.0020453-0.00071782i,-0.0011482-0.0013752i,-0.00012224-0.0012668i,1.7683e-05-0.00023926i,-0.00029608+0.00046272i,-0.00015587+0.00027215i,0.00051073-0.00026422i,0.00089415-0.00049433i,-0.00011078-0.00025689i,-0.00020652-0.00046887i,0.00049236-0.00054173i,0.00081552+4.0897e-05i,0.0010762+0.00022272i,0.00098283-0.00014221i,0.001023+0.00034929i,0.00042639+0.00071421i,-0.00035174+0.00042422i,-0.00045742-6.5008e-05i,-0.00031039-0.00034079i,-0.00070761-0.00028937i
0.0001754-0.0018137i,-0.00054044-0.0022024i,-0.0013965-0.0026113i,-0.001611-0.0019623i,-0.0016691-0.0017598i,-0.0013542-0.0018984i,-0.00034827-0.00064449i,0.00022247+0.00032148i,-0.00022786-0.0006156i,-0.00029121-0.0018827i,-0.00067592-0.00098235i,-0.00057544+0.00059716i,0.00041457+0.00071913i,0.0010657+0.00029224i,0.00052442+0.00026116i,-0.0002051+0.00034936i,-0.00043476+0.00020159i,-0.00017062-0.00033005i,-0.00026243-0.00084255i,-0.00021774-0.00069999i,0.00024791+0.00027485i,6.7285e-05+0.00030451i,-0.00036483+0.00028515i
-1.8642e-05+0.00078094i,0.0007419+0.00046011i,0.0011212+0.00060969i,0.0010611+9.6836e-05i,0.0003566-0.0009937i,-0.00012027-0.0012823i,-0.0004412-0.00033928i,-0.00068669+0.00055775i,-0.00023294+0.0004421i,2.4857e-05-1.9138e-05i,-0.00073307-0.00066099i,-0.0012786-0.00092462i,-0.00034194-0.0010251i,0.00044195-0.0012918i,-6.4596e-05-0.0019469i,-0.00034699-0.0019965i,0.0002822-0.0018161i,0.00045539-0.0013939i,0.00027526-0.00056614i,6.1152e-05+0.00012502i,-0.00015004+0.00033055i,-0.00022221-0.00017979i,0.00010359-0.00040343i
-0.0010246-0.00017908i,-0.00073683-0.00042705i,-0.0020191-0.0002067i,-0.0028244-0.0002333i,-0.0025004-0.0012146i,-0.0011473-0.0017245i,-0.00043446-0.00045639i,-0.0011327+0.00029871i,-0.0012609+0.00073351i,-0.0008548+0.00083637i,-0.00047837+0.00028208i,-6.4991e-06+5.3779e-06i,-0.00050862-0.00040698i,-0.00050607-0.00061909i,0.00033236-3.5514e-05i,0.00046245-4.1637e-05i,0.00049171-0.0010701i,0.00082146-0.0010765i,0.00036119-0.00079197i,0.00029435-0.00038053i,0.00054511+0.00019768i,0.00051949+0.00012976i,0.00046131+0.0001754i
