-0.00051432+0.00071713i,-0.00020986+0.00035285i,-0.00046615+7.1819e-07i,-0.00096465-0.00023542i,-0.0015368+0.00023789i,-0.0020118+0.00043877i,-0.0010923+0.0010339i,0.00030034+0.0020171i,0.001663+0.0013971i,0.0019025+0.0001032i,0.0015119-3.6861e-05i,0.00089807-6.6485e-06i,0.00011989-0.00029558i,0.00019277-0.00015561i,0.00054329+0.00046806i,0.00081794+0.001431i,0.00051224+0.0011957i,0.00010399-0.00035737i,0.00046452-0.001179i,0.00034601-0.00098729i,0.0001943+2.0984e-05i,-0.00042835+0.0010659i,-0.00097768+0.00093534i
-0.0020671+0.00067936i,-0.0010108+0.0024952i,-0.0010048+0.0038288i,0.00016273+0.0034804i,0.0014603+0.0025465i,0.0016718+0.001033i,0.0010404+0.00010934i,7.0601e-05-1.6741e-05i,-0.00029307+0.00024201i,0.00046766+0.00056927i,0.0014582+0.0006351i,0.0017781+0.0003418i,0.0016506+0.00010963i,0.00071954-0.00012286i,-0.00029524-0.00070321i,-0.00053762-0.00061823i,-0.00056452-0.00037198i,2.9295e-05-0.0005286i,0.00050858-0.00061718i,-0.00022477-0.00076736i,-0.00030127-0.00030777i,0.00017048-0.00013763i,0.00025668-3.8843e-05i
0.00079727-0.00064086i,0.00018563-0.0014171i,-0.00038225-0.0024293i,-0.00047496-0.0019919i,-0.00046148-0.0005294i,-0.00042754-5.4172e-05i,-0.00037837-0.00083233i,0.00023794-0.0010086i,0.00095085-0.00069855i,0.0011489-0.0004652i,0.00033483-3.1815e-05i,5.2522e-05+0.00055291i,8.9899e-05+0.00088856i,-0.00019281+0.00059571i,-0.00019643+0.00022778i,-0.00018237+0.00059645i,6.5388e-05+0.00060623i,0.00037427-0.00025131i,9.9964e-05-0.00025136i,-7.034e-05-8.2789e-05i,0.00026478-0.0001854i,1.1581e-05-0.00019362i,-0.00037193+0.00044677i
-0.00060267+0.0015086i,-0.00034991+0.0012608i,0.00014289+0.0021993i,0.0012392+0.0020134i,0.0022337+0.00062797i,0.002436-0.00098035i,0.0013721-0.0016034i,-0.00010556-0.0003341i,-0.00082831+0.00087345i,0.00028631+0.00068818i,0.0015446+0.00032434i,0.0013957-0.00056248i,0.00088384-0.00066863i,-0.00011414+0.00034711i,-0.00066296+0.0006241i,-0.00052501+0.00015965i,-0.00022858+0.00011336i,-0.00012149+0.00016482i,-0.00016959+7.787e-05i,-0.00023892-0.00036322i,-0.00044521-0.00095032i,-0.00034259-0.00038862i,-6.0932e-05-0.00017956i
0.00013351-0.00033052i,-0.00060698+0.00018379i,-0.0011334-8.4981e-05i,-0.0008631-0.00043106i,-0.00051318-0.00028535i,-4.4661e-05+0.00024233i,4.7383e-05+0.00097297i,-0.00021349+0.00042941i,-0.00028317-0.00032397i,-9.5756e-05+0.00010301i,2.1974e-05+0.00038303i,0.00052597+0.00027i,0.0013679+2.3141e-05i,0.0010369-0.00065284i,0.00023093-0.00066689i,-0.00019602-0.0001432i,-0.00079327-0.00032921i,-0.0010358-0.00047026i,-0.00019213+1.2778e-05i,-0.00038594+0.00046471i,-0.00047219+0.00095965i,2.2259e-05+0.0009019i,-0.00038513+0.00050821i
-0.00037597-0.0012524i,-0.00045923-0.00017295i,-0.0010206+0.00055133i,-0.0018243+0.00027727i,-0.0011907-0.00010051i,-4.6943e-05+2.6507e-05i,0.00063246-4.7325e-05i,0.0009323-0.00042957i,0.00042484-0.00093218i,-0.00013804-0.00098793i,0.00054253-0.00037475i,0.00099399+0.00045644i,0.00069714+0.00055586i,0.00081733+0.00015177i,0.0006968-0.00044378i,0.00044773-0.00063389i,0.00089525-0.00045204i,-3.1861e-05+3.7137e-05i,-0.00054398+7.3437e-05i,0.00034967+0.00031785i,0.0008356+0.00094187i,0.00038481+0.00088476i,-0.00031955-0.00034079i
-0.00092378+0.0004827i,-8.1657e-05+4.0597e-05i,2.9299e-05-6.3899e-05i,0.00030092+0.00011509i,0.0010384-0.00025913i,0.0013283-0.00090521i,0.0012529-0.001016i,0.00027726-0.00032831i,-0.000535+0.00061415i,-0.00069594+0.00080752i,-0.00078804+9.0018e-05i,0.00049392-0.00033i,0.001087-0.00030364i,-0.00010416-0.00050909i,-0.00040398-0.00048697i,-0.00029756-0.0002226i,-0.00019858+0.00020469i,-0.00028345+0.00055959i,-0.00048812+0.0005071i,1.0047e-05+0.00051391i,3.0557e-05+0.0005395i,3.8995e-05-4.8961e-05i,0.00062074-0.00084321i
-0.00054428+0.00057469i,-0.00089242+0.001553i,-0.00063451+0.0011743i,-0.0001032+0.00015863i,0.00087324-0.00014796i,0.0014535+0.00069064i,0.00035505+0.00065066i,-0.00071658-0.00012527i,-0.0012361-0.0001548i,-0.00085573-0.00044512i,0.00019602-0.00061621i,0.00042266-9.1816e-05i,0.00050937+0.00037605i,0.00078836+7.6046e-05i,0.0002177-3.2409e-05i,-0.00072475+0.00032202i,-0.00067371+0.00019031i,0.0001008-0.00021191i,6.1712e-05-0.00072662i,-0.00027532-0.00099337i,-9.4066e-05-0.00033416i,0.00028659+0.00025123i,-4.2733e-05-0.00064635i
-0.00029255+0.002462i,0.00081809+0.0012728i,0.00077768-0.00030349i,0.00076626-0.00073887i,0.00091731-0.00042492i,0.00091045-0.0010581i,0.0001246-0.00095493i,-0.00066863+6.2862e-05i,-0.00044944+0.0003902i,-5.3791e-06-0.00049638i,0.00038701-0.0013512i,0.00086026-0.0013906i,0.00060526-0.000724i,1.269e-05+0.00029134i,0.00042143+0.00066071i,0.00050313+0.00051417i,0.00023347+0.00017415i,0.00046095-4.0923e-05i,0.00038939-5.4996e-05i,0.00042235+0.00016192i,0.00069679+0.00024316i,0.00051817-0.00019993i,0.0002566+2.5132e-05i
-0.00056637+0.00059822i,-0.00012672+0.00052406i,-0.00011076+0.001127i,0.00010665+0.0011889i,0.00029722-0.0004043i,0.00075043-0.0014933i,0.0004333-0.00076985i,-0.00071629-0.00032051i,-0.0011175-0.00028246i,-0.00042986+7.6011e-05i,0.00037929+0.00027437i,0.00060496+0.000427i,0.0011322+0.00019438i,0.0011966-0.00033051i,0.0010372-0.00055592i,0.0010269-0.00046591i,0.00031506-0.00063935i,-0.00030025-0.00066924i,6.2246e-07-8.8194e-05i,0.00017701+0.00057459i,-0.00057504+0.00016418i,-0.00078239-7.8724e-05i,0.00011376+0.0001018i
0.00093594+0.00018244i,0.00044658+0.00034987i,-0.0011044-0.00048046i,-0.0013092-0.0009491i,-0.0012463-0.00064985i,-0.00092867+0.00017805i,-0.00012787+0.00072465i,0.00025278+0.00027991i,0.00073555-0.00025741i,0.00089103-0.00048557i,0.00085073-0.00061769i,0.0010902-0.00072355i,0.0011218-0.00048939i,0.00049824-0.00083471i,0.0007954-0.00066051i,0.00071867+0.00077123i,-0.00056313+0.001134i,-0.0010432+0.00045167i,-0.0011745+0.00030837i,-0.00061254+0.00036709i,0.00063001+0.00072962i,0.0010742+0.00050125i,0.00097554+6.0491e-05i
0.0011274+0.0016148i,0.0015739+0.0020347i,0.0024578+0.0016485i,0.0022815-0.00017582i,0.0018329-0.0011577i,0.00068021-0.0012342i,-0.0007723-0.00078515i,-0.0016886+0.00018357i,-0.00084807+0.00067794i,0.00032517-0.00034917i,0.00038042-0.00060043i,-2.1604e-05+0.00081694i,-4.5618e-05+0.001361i,0.00031398+0.0010239i,7.2613e-05-0.0003656i,0.00033294-0.00059807i,-0.00015739+0.00032218i,-0.00057306-0.00038484i,0.00011299-0.00028213i,0.00017561-3.9864e-05i,-0.00027083-0.00053234i,-0.00019115-0.00050528i,0.00047946-0.00098386i
0.00039687+6.1692e-05i,0.00076045+3.3269e-06i,0.00074312+0.00084049i,0.0015589+0.001716i,0.0017398+0.00083169i,0.0012998-0.00031841i,0.00088837-0.00040015i,-5.1895e-05-0.00014425i,-0.00040959+0.00040883i,0.00036104+0.00078234i,0.00080471+0.00026132i,0.00059165-0.00049414i,0.00081533-0.000455i,0.00046245+0.00017933i,0.00033489+0.00066117i,0.00090795+0.001141i,0.00085241+0.00043443i,0.00081986-0.00022261i,0.00093034-0.00018995i,0.00038726+0.00020237i,-4.4128e-05+0.00065464i,0.000225+0.00028545i,9.7369e-05-0.00052536i
0.00039135-0.0011204i,-0.0005977-0.00069398i,-0.0018475-0.00061451i,-0.0023337-0.00048506i,-0.0018979+7.4477e-05i,-0.00056925+8.5454e-06i,-0.00024119+9.4852e-05i,-0.00013339-8.5886e-05i,0.00027413-0.00047104i,-0.00035198-0.0001077i,-0.0011254+0.00039577i,-0.00057172-0.00013295i,0.00067201-2.7938e-05i,0.00016462+0.00053551i,-0.00045404+0.00055166i,0.00032772+0.00018063i,0.0011333-0.00033308i,0.00028872-0.00039035i,-0.00063366+0.00011381i,-0.0003223-0.00030996i,-0.00031525-0.00062169i,-0.00069389-0.00056065i,-0.00045802-0.00072585i
-0.00032726-0.0009913i,-0.00015765-0.00098151i,0.0005114-0.00049806i,0.00021846+0.00010277i,0.00019967+0.0002213i,0.0011046-0.0002922i,0.00092285-0.00022008i,-1.0977e-05-0.00030639i,-0.00015694-0.00055828i,0.00025508-0.00014053i,0.00045541+0.00055014i,0.00085623+0.00029139i,0.0015268-0.00062199i,0.0011284-0.00095308i,0.00068446-0.00071878i,0.00067121-0.00055411i,-1.3718e-05-0.0006509i,-0.00045348-0.00033033i,0.00018015-0.00035832i,0.00066923+0.0002673i,0.00039488+0.00084424i,-3.7511e-05-5.1418e-05i,-0.000124-0.00051546i
0.00011931+0.00087252i,0.00022977+0.00094321i,4.1025e-05+0.0017602i,0.00030374+0.0019395i,0.001063+0.0011768i,0.001344+2.8562e-05i,0.0015108+2.2884e-05i,0.0010196+0.00072739i,-3.0205e-05+0.00079278i,-0.00071886+0.00056091i,-0.00052065-0.00036939i,0.00029912-0.0010738i,0.00058558-0.00046907i,-1.9045e-06+0.00014538i,0.00013351-5.0188e-05i,0.00025016-0.00076257i,4.1956e-06-0.0014089i,-0.00019178-0.0010638i,-0.00027514-0.00023277i,-0.00012844+2.3803e-05i,0.00038914-0.00014368i,0.0002793-0.00011402i,-0.00019588-6.4632e-05i
-0.00096729-0.00058115i,-0.0011677-0.00016293i,-0.0012156+0.00013402i,-0.00048915-0.00060024i,0.00019813-0.00066148i,0.00047722-0.0004875i,-0.00021546-0.00039382i,-0.00085347-0.00056585i,-0.00085368+1.378e-05i,0.00015909+0.00086117i,0.0013056+0.00054576i,0.0012703+8.8208e-05i,0.0013019-5.5869e-06i,0.001106-5.9794e-05i,0.00014434-0.00032153i,-4.0944e-05-0.00042964i,-0.00027302-0.00063367i,-9.7612e-05-0.00024817i,0.00034318+0.00025624i,-0.0002443+0.00014323i,-0.00083142-0.00017527i,-0.00075042-0.0001754i,0.00013392+0.00011236i
8.3207e-05+0.0021765i,0.0013641+0.001635i,0.0027134+0.0010795i,0.0016962+0.0013429i,0.00047381+0.0011353i,0.00020782+0.00033881i,-0.00053334-0.00052528i,-0.00056299-0.0011443i,0.0007847-0.00073792i,0.0018928-0.00022492i,0.001335-0.00011594i,-9.6358e-05-0.00013019i,-0.00049834+5.5366e-05i,-9.2792e-05+0.00017463i,0.00029963-8.003e-06i,-2.4728e-05-0.00045005i,0.000109-2.6563e-05i,0.00058683+0.00063576i,0.00080744+0.00056197i,0.00044367+0.00012586i,-0.00034192-0.00032004i,-0.00011971-0.00011183i,0.00031185+2.6042e-05i
-0.00077911+0.00042269i,-0.00030409-0.00035404i,-0.00050947+0.00016556i,0.0002004+0.00046996i,0.00057345+0.00028798i,0.00013187-0.00038148i,0.00020069-0.00034618i,-5.4506e-05+0.00087772i,-0.00035547+0.0016848i,-0.00030137+0.0012089i,-0.00023418+0.00019463i,0.00050816-0.00035738i,0.00068046-0.00028389i,0.00065452-0.00079239i,0.00049889-0.00068763i,0.00076967-0.00035963i,0.001055-0.00055381i,0.00050382+0.0001425i,2.2867e-05-7.7043e-06i,0.00023987-0.00021633i,0.00057703+0.00094719i,0.00043564+0.0012881i,0.0002014+0.00048203i
0.00035226-0.00025879i,0.00067469-0.00056095i,0.00072639-0.0012691i,0.00028791-0.00047447i,-0.00070435+0.00022777i,-0.0011929+0.00068069i,-0.00019863+0.00040993i,0.00018491-0.00017515i,0.0001243-0.00046501i,-0.00046889-0.00045724i,-0.0004907+0.0003196i,0.00031789+0.0007598i,0.00090381+0.00050192i,0.00062819-1.5353e-05i,-0.00013545-0.00055131i,-4.7172e-05-0.00020236i,6.5691e-05-0.00045502i,-2.2132e-05-0.00028783i,-0.00068657+9.1983e-05i,-0.00076941+0.00030063i,-0.00011419+0.0010851i,0.00024485+0.0015346i,4.9273e-05+0.0014897i
-0.00022924+0.0009726i,-5.7399e-05+0.00035729i,-0.00045901-9.493e-05i,-0.00047058-0.00020044i,0.00018704-0.00054426i,0.00051474-0.00087773i,0.00094411+0.00030892i,0.0011064+0.0012037i,0.0010099+0.00091451i,0.00065282+0.00027515i,-0.00022065-0.00051904i,-0.00048102-0.00083569i,0.00088819-0.00065307i,0.0012386-0.00020314i,0.00036195+0.00060703i,0.00014447+0.00094861i,0.00021786+0.00074376i,0.0001122+0.00016129i,-3.4372e-05+3.1274e-05i,-0.00068843+8.6776e-05i,-0.00094292-3.1436e-05i,-0.0013241-0.00029264i,-0.001314-0.00074658i
0.0004629-0.00019417i,0.00017914-0.00057103i,-0.00016829-0.00093337i,-0.00093189-0.00046232i,-0.0010213-3.2715e-05i,0.00020745-0.00045638i,0.00079564-8.0618e-05i,0.001123+7.5575e-05i,0.00046273-0.00032838i,-3.4997e-05+0.00037493i,0.0005499+0.0010054i,0.00035663+0.00071503i,4.7251e-05-9.8872e-05i,0.00038392-0.00018873i,-0.00011256+0.00055152i,-0.00014975+0.00033467i,0.00032304-0.00030203i,0.00024974+0.00017948i,-0.00033023-7.8068e-05i,-2.3386e-05+0.0004006i,0.00013257+0.0012592i,0.00051378-2.455e-08i,0.0012503-0.001144i
-0.0014748-0.0024594i,-0.00079138-0.0018733i,-0.00016758-0.0014192i,0.0007617-0.00076725i,0.0015417+0.00036932i,0.0016451+0.0013123i,0.00052762+0.00086889i,-0.00045241-0.00030825i,-0.00087062-0.00043642i,-0.0013215+0.00057799i,-0.001031+0.00078103i,-0.00014193+0.00097536i,0.0012916+0.00092503i,0.0015119-0.00013282i,0.00047696-0.0010594i,-0.00023437-0.0015693i,-0.00035747-0.00082116i,0.00037144-8.3873e-05i,0.0013127-0.00050976i,0.00097767-0.00042694i,0.00091673+0.00017085i,0.00070699+0.00062334i,-0.00039506+0.00077792i
0.00057439+0.0012495i,0.00087661+0.001837i,0.0015495+0.0018101i,0.0012772+0.00080569i,0.00019398-0.00014587i,-0.00010656-0.00052434i,0.00033485-0.00053248i,-1.706e-05-0.00032356i,6.5771e-05+7.0093e-05i,0.00066709+0.0002717i,-0.00047944-4.6329e-05i,-0.00090466-0.00053769i,0.00043316-0.0004382i,0.0004813+6.2084e-05i,9.6884e-05+0.00048602i,0.00040704+0.00071703i,-0.00015733+0.00067243i,-0.00023326+1.2954e-05i,-6.2901e-05-0.00080811i,-0.00019637-0.00051099i,-4.3225e-05+0.00038728i,0.0001113+0.0004119i,-0.00045988-0.00013133i
0.00071953+0.00057205i,0.00029738+0.00073916i,-0.00068436+0.0020928i,7.0428e-05+0.00078427i,0.00055559-0.0010542i,0.00020078-0.00099181i,-0.00021417-0.00091569i,-0.0001125-0.0012072i,-0.00014746-0.00066221i,0.00014315-3.2423e-05i,0.00049556+0.00022027i,0.00016517+0.00020445i,0.00027553+0.00034184i,0.00051684+8.5853e-05i,0.00014033-0.00026996i,-0.00050478-0.00054807i,-0.00012389-0.00015399i,0.00043587+0.00050382i,0.00068113+0.00062437i,0.00025919+0.00041835i,-0.00056939-0.0002461i,-3.3075e-05-0.00041479i,0.00047741-0.00022983i
0.001553-0.0012542i,0.0011056-0.0020802i,0.0010295-0.0033492i,0.00070264-0.0027855i,-0.00041682-0.0014948i,-0.0010312-0.0010903i,-4.5682e-05-0.00099689i,0.00025661-0.00097735i,0.00020653-0.0015241i,0.0011074-0.0010461i,0.0014689-0.00015494i,0.0011429+0.00032618i,0.0012979+0.00058689i,0.0012316-0.00015752i,0.00047984-0.00061767i,-0.00010597-0.00055357i,-3.0506e-05-0.0004134i,6.3294e-05+0.00020826i,0.00022725+0.00040479i,0.00048311+0.00019191i,0.00030935-0.00012769i,-0.00030265-0.00053702i,-0.00031682-0.00077331i
-0.00035084+0.0011481i,-0.00022647+0.00061i,1.7226e-05-3.221e-07i,-0.00076569-0.00039221i,-0.0006061-0.00068302i,2.4557e-05-9.0997e-05i,-3.8892e-05+0.00020458i,-0.00011693+9.5548e-05i,0.00022949+0.00037207i,0.00068022+0.00075785i,0.00046391+0.00021904i,0.00028608-0.00031054i,0.00042101-0.00024943i,0.0011824-0.00062939i,0.0014367-0.00031698i,0.00075637+0.00038157i,9.6836e-05-0.00028462i,0.0001425-0.00035272i,0.00034641+0.00064759i,6.0435e-05+0.00080312i,0.00041569+0.00068158i,0.00020255+0.00076925i,-0.00038126+0.00084633i
0.0010385-0.0010099i,0.001173-0.0004245i,0.00099383-0.00011434i,2.3445e-05+0.00016274i,-0.0012415+0.00036653i,-0.0011263-0.00017421i,0.00024729-4.4952e-05i,0.001126+0.00045669i,0.00051918+0.00034837i,0.00041627-0.00070285i,0.0010494-0.00080619i,0.00083973-0.0005364i,0.0002766-0.00028821i,-0.00015786+0.00020543i,-0.00050228+0.00084606i,-0.00011509+0.0010112i,4.6248e-05+4.338e-05i,-0.0001981-0.0001533i,-0.00051737+0.00058097i,6.2974e-05+6.7336e-05i,0.00037725-1.2928e-05i,0.00021894+0.0011282i,0.00055562+0.0014467i
-0.0012516+0.00037571i,-0.00040539+0.00057925i,0.00013392-4.3403e-05i,0.00022775-0.0005772i,0.00062657-0.0012232i,0.0010479-0.0014016i,0.00063533-0.001171i,-5.0554e-05-0.00069962i,-0.00026709-0.00056608i,-0.00033862-0.00060545i,-0.00015631+0.00023644i,0.00091916+3.7274e-05i,0.0010431-0.0010229i,0.00024529-0.00076399i,-0.00022654+0.0002856i,1.8366e-06+0.00014554i,0.00059337+0.00015366i,0.00090933+0.00036169i,0.001184-0.00054341i,0.00090969-0.00041873i,5.0955e-05+0.00032574i,-0.00043379+0.00033925i,8.1815e-05-3.6299e-05i
0.00088614-0.0019888i,-0.00012857-0.0016783i,-0.0016233-0.0020679i,-0.0016179-0.0019106i,-0.0014867-0.0012562i,-0.001085-0.00050414i,-0.00066388-0.00016008i,7.1312e-06-0.00037797i,0.00018953-0.00083052i,0.00019547-0.00084156i,0.00029029-0.00079355i,0.00021623+0.00026855i,0.0010154+0.0005449i,0.0013526-0.00014871i,0.001293-0.00038083i,0.001679-2.9542e-05i,0.0015574+0.00010609i,0.0017747+0.00014463i,0.0017639+0.00014569i,0.0011037+0.00035347i,0.00066509+0.0006315i,0.00065277+0.00035554i,0.00049625+8.7473e-05i
0.0014365-0.00052642i,0.00062993-0.0011727i,-0.00018964-0.0015818i,-0.00030181-0.0019722i,-0.00027315-0.0023408i,0.00018198-0.0018379i,0.00019478+0.00014336i,-0.00010549+0.0014275i,0.00093405+0.00092082i,0.0015334-0.00073334i,0.0014227-0.00083512i,0.00090959+0.0007978i,0.00052614+0.001105i,0.0006648-7.1809e-05i,0.00063612-8.9759e-05i,0.00069667+0.0004171i,0.00076586-7.1775e-05i,-0.00024651-0.00034839i,-5.7898e-05+0.00052728i,0.00027704+0.0012805i,0.00017409+0.0011292i,0.00033945+0.0012634i,0.00011531+0.0013482i
0.0002369+0.0020898i,0.002038+0.001023i,0.0031968+0.0019303i,0.0028108+0.0012778i,0.0026629-0.0009905i,0.0016987-0.0019109i,0.00062167-0.0013257i,0.00036656-0.00017157i,0.00030738+0.00038821i,-0.00014656-0.0005015i,-0.00028442-0.00039191i,-2.5438e-05+0.00057614i,-7.3165e-05+0.00018993i,-0.00020241-0.00041262i,-0.00028162-0.00083137i,0.0001093-0.0013477i,0.00099449-0.00078828i,0.0011117+0.00029774i,0.0011331+5.2738e-05i,0.0011434-0.0005339i,0.0002233-0.00034546i,-0.00052534-0.00057369i,-0.0009187-0.00023997i
-0.00025111-5.4439e-05i,-0.00066552+0.00065105i,6.3191e-05+0.00097622i,0.00035868+0.0020184i,0.0002551+0.001955i,0.00023954+0.0004199i,0.00043349-0.00049657i,0.00051556-0.00080597i,0.00035046-0.00093053i,0.0010423-0.00064645i,0.001141-0.00075033i,0.00088835-0.00081002i,0.0013034-6.9916e-05i,0.00077968+0.00036773i,-0.00031218-1.5894e-05i,-0.0004461-7.1205e-05i,8.1924e-05-9.2221e-05i,0.00049285-0.00059966i,0.0006667-0.00050691i,0.00034269-0.00027324i,-0.00021999-0.0002261i,-0.00018416-0.00011916i,0.00013512+0.00037758i
-0.00072681+0.001055i,-0.00046693+0.00026651i,-0.00049132+0.00057666i,0.00013226+0.0011057i,0.0010184+0.00065557i,0.001585+1.5238e-07i,0.00034415-0.0002699i,-0.0011235-0.00033972i,-0.0010003+2.8993e-05i,0.00012226+0.0002092i,0.00044739-0.00018453i,0.00056207-0.00050357i,0.00078248-0.00061827i,0.00090503-0.0003786i,0.00067831+0.00026469i,-0.00011063+0.00054383i,-0.00074651+0.00032916i,-0.00079957+0.0002363i,-0.0011067+0.00031908i,-0.00039375-0.00034791i,0.00074463-0.0016595i,0.00054251-0.0011235i,-0.00049025-0.00062386i
0.0016791+0.00026601i,0.0025491-0.00068458i,0.0020081-0.0017844i,0.00085205-0.00087299i,0.00088506-0.00019582i,0.0012257-0.00075275i,0.0012157-0.00046305i,0.00091419-0.00050484i,0.00045753-0.0011414i,0.000233-0.00086955i,0.00023646-0.00039109i,0.0010344-0.000102i,0.0018988+0.0002972i,0.0018149+3.6806e-05i,0.00070815-0.00034871i,-0.0005488-0.00068438i,-0.00094842-0.00075101i,-0.00044556-0.00025006i,0.00018742-7.2436e-05i,0.00039133+0.00043528i,0.00062492+0.00068585i,0.00063837+0.00025058i,-0.00028591-1.9166e-06i
0.00084299+0.0002194i,0.0011606+0.00078742i,0.0015176+0.00042013i,0.0024003-0.0014876i,0.0011105-0.0026833i,-0.00063144-0.0017208i,-0.00079312+1.4057e-05i,-0.00025271+0.00011071i,0.00042474-0.00033496i,0.00051571-0.00097548i,0.001065-0.00093019i,0.00067722-0.00044908i,-0.00011985-0.00031866i,0.00031695-0.00012434i,0.00024041-0.00025958i,-7.6222e-05-0.00010918i,0.00014396+0.00045035i,0.00013322+0.00037502i,-0.0002013-9.6529e-05i,-0.00047212+4.0957e-05i,-0.00030184-7.091e-05i,4.7109e-05-6.2509e-05i,0.00044118+0.00036596i
-0.00053552+0.0013372i,0.00064403+0.00058358i,0.0010333-0.00062368i,0.0011529-0.0010673i,0.00073635-0.0011437i,0.00064072-0.0010163i,0.00067852-0.00020389i,0.00039124-6.3374e-05i,3.1235e-05-0.00059095i,-0.00045938-0.00034035i,1.578e-07-0.0002122i,7.2688e-05-0.00016801i,8.6286e-05-0.00039422i,0.00050577-0.00016745i,-0.00016096+0.00044051i,-8.8894e-05-0.00040445i,0.00089826-0.0012398i,0.00069456-0.00016894i,-0.00016439+0.00038683i,-0.00044804+6.0673e-05i,0.00020284+9.4108e-05i,0.00094068-7.8426e-05i,0.00047336-0.00098199i
0.0010431-0.00075278i,0.0014061-0.00097938i,0.0016448-0.00060758i,0.0010995-0.00056245i,8.5647e-05-0.00035756i,-0.0006415+0.00010613i,-0.00049373-0.00042002i,-8.8973e-05-0.0010259i,0.0002827-0.0010643i,0.00036719-0.00075132i,9.0712e-05-0.00082952i,0.0001487-0.00047611i,0.00067379+0.00021107i,0.00067571-0.00057482i,0.00038606-0.0013132i,0.00060729-0.00099769i,0.00029855-0.00044568i,-0.000118-0.00086139i,-0.00010819-0.0012854i,0.00014281-0.00033188i,0.00018675+0.00025287i,-0.00040395+9.6005e-05i,-0.00052296-0.00042663i
-0.00033319+0.00039818i,5.9745e-06+0.00024739i,0.00031353-0.00034974i,0.00049187-0.00047499i,0.0010696-0.00060905i,0.00097457-0.00061701i,0.00022749-9.7056e-05i,0.000183+0.00066875i,0.00021649+0.00051393i,0.00013791-5.2929e-05i,0.00070682+0.00036187i,0.0011804+0.00034773i,0.00072634+0.00060225i,0.00019131+0.0005133i,-4.8004e-05-0.00044434i,-0.00012734-0.00032253i,0.00049905-0.00015015i,0.00048438-0.0002853i,-0.00021015-0.00018235i,-0.00052684-0.00047781i,-0.00066518-0.00063851i,-0.00043198-0.00061532i,-0.00024061-0.00036645i
-0.0011798-0.0010082i,-0.0012055-0.00054367i,-0.0028688+0.00027539i,-0.0029608+0.0015766i,-0.0015577+0.0019031i,0.00031924+0.00070833i,0.0013313-0.00068714i,0.00089679-0.00032546i,-0.00077586+0.00011058i,-0.001646+0.00060752i,-0.0009076+0.00081867i,0.00024416-5.4005e-05i,0.00093046-0.00040027i,0.00096612-0.00035144i,0.00033314-0.0011503i,-0.00027913-0.0010821i,-0.00027182-0.00081463i,-5.6733e-05-0.00040981i,0.00076708+0.00082198i,0.0011129+0.00078643i,0.0010896-0.00041915i,0.00085697-0.00073911i,0.00022936-0.0006576i
-0.0026317-0.00032127i,-0.0022884+0.00027703i,-0.0012883+0.00068084i,-3.9019e-05+0.0017402i,0.0011162+0.0019419i,0.0017804+0.00079889i,0.0019142-0.00075263i,0.0013519-0.0010536i,6.4024e-05-0.00064509i,-0.00031914-0.00028102i,0.00031988+0.00014293i,0.00098101+0.00019388i,0.001614-3.6652e-05i,0.0015789-0.00031179i,0.00088248-0.0011557i,0.00052415-0.00073528i,0.00087948-0.00073793i,0.00088919-0.0013456i,0.00058828-0.00066661i,7.1577e-05+0.0001325i,-0.00013347+0.00020212i,-5.4843e-05+0.00033831i,9.0909e-06+0.00024704i
0.0003209+0.00020777i,-0.00039917-0.00034984i,0.00072377-0.00042339i,0.00070832-0.00027467i,-0.00031019-0.0011815i,0.00018153-0.0012038i,0.00077839+7.4612e-05i,0.00057639+0.00013237i,-0.0003545+0.00012503i,-8.4239e-05+0.00049232i,0.00071346+7.4826e-05i,0.00027229+1.843e-05i,0.00014533-0.00024366i,0.00027968-0.00050262i,-0.00069777-0.00033262i,-0.0012297+3.3194e-06i,-0.00091658-0.00039521i,-0.00083557-5.5733e-05i,-0.00010395+0.00041419i,0.00084191+0.00073433i,0.0010073+0.0011238i,0.00067722+0.00059237i,0.00052916+6.7243e-06i
0.00038775-0.00080382i,-0.00026238-0.00047114i,-0.00088197-0.00038552i,-0.0013009-0.00060166i,-0.00090305-0.0011725i,-0.00041213-0.00072969i,-0.0002215-0.00074872i,3.7487e-05-0.0013444i,0.00037537-0.0007066i,0.0006512+0.00022707i,0.00056721+0.00021578i,0.0003379+0.00042743i,0.00069755+0.00023794i,0.0011949-0.00023919i,0.00047129-0.00045769i,-0.00020976-0.00028116i,-2.4576e-05-0.00029688i,-0.00028186-0.00010299i,-0.00058054-0.00026571i,-0.00013775-0.0001474i,4.6476e-05+0.00015024i,6.4267e-05-4.1005e-05i,-9.0427e-06-0.00011127i
3.3147e-05+0.00036028i,-0.0004026+0.0007863i,-0.00010683+0.00010449i,0.00035301-0.00032741i,0.00090126+0.00019474i,0.00071886-0.00019959i,-0.00015723-0.00045885i,-0.00047361-0.00088116i,-0.0001295-0.00095157i,-1.4486e-06-0.00023178i,0.00034479+0.00056841i,0.00069914+0.0009638i,0.00029914+0.0011441i,-0.00061171+0.00047959i,-0.0005065+0.00022709i,0.00052092+0.00015649i,0.00048489-0.0002619i,-0.00065756+0.00053843i,-0.0010724+0.00078885i,-8.133e-05-5.381e-05i,4.683e-05-0.00050981i,-6.3948e-05-0.00040753i,-0.00024029-0.00075678i
