-0.0032967+0.0009075i,-0.0021857+4.502e-05i,-0.0025073+0.00064835i,-0.002159+0.0014466i,-0.0012053+0.0017893i,-0.00054376+0.0011149i,-0.00058279+0.00072523i,-0.00085468+0.0017337i,0.00036475+0.0016935i,0.0024187+0.00019965i,0.0018923-0.0013062i,6.2392e-05-0.0018017i,0.00035707-0.0018236i,0.0010897-0.0018167i,0.00057194-0.0011142i,0.00015304-0.00069761i,0.00018269-0.00040169i,0.00044561+0.00027084i,0.00069112+0.00059354i,0.00056107+4.2685e-05i,0.00074607-0.00021354i,0.00042573-1.0411e-05i,-0.00045592-0.00016446i
-0.0013989+0.00040204i,-0.0013128-7.8268e-05i,-0.0019965+0.0002139i,-0.0018742+4.427e-05i,-0.00016717-0.00060391i,0.0012497-0.0019135i,0.00076584-0.0021647i,-0.00011579-0.00090466i,0.00017213+0.0001311i,0.00064983+0.00056257i,-0.00011845+0.00033051i,-0.00023898-0.00093853i,0.000455-0.0015468i,0.00066432-0.0010803i,0.00015325-0.00056232i,-0.00028461+0.00013623i,-0.00018361+0.00052286i,0.00076884+8.5359e-05i,0.0012391+0.00067449i,0.00076062+0.0010542i,0.00085907+0.00026472i,0.00066611+7.022e-05i,-0.00069766+8.1643e-05i
-0.0017826-0.00094117i,-0.0013562-0.00090329i,-0.00092098-0.00030721i,-0.00036902+0.00018998i,-2.4678e-05-9.2179e-05i,0.00035964-0.00071902i,0.0011826-0.0013924i,0.0017824-0.00097573i,0.0011423-0.00028419i,-8.2177e-05+0.00030494i,-0.00051869+0.00019246i,-0.00035081-0.0009712i,-0.00024984-0.0012435i,0.00024775-0.00058148i,0.00069969-0.00034278i,0.00058028+0.00026273i,0.00046718+0.00049233i,0.001064+0.00040529i,0.0011384+0.00044934i,0.00079721-8.7427e-05i,0.00035825-0.00039719i,-0.00046078-0.00054181i,-0.00058722-0.00072666i
0.00072166-0.001198i,0.00018078-0.001324i,-0.0013705-0.0020054i,-0.0013515-0.0025536i,-0.00025069-0.0018129i,0.00023415-0.0013589i,0.00016862-0.0010316i,-0.00030784-0.00041764i,-0.00027726-0.00014705i,-0.00051309-0.00011163i,-0.00083698+0.00044008i,-0.00014265+0.0010375i,0.00060445+0.00078291i,0.00089236-0.00031037i,0.0015737-0.001388i,0.0021337-0.00073918i,0.0010725+3.5066e-05i,0.00041657+0.00010515i,0.0008707+0.00012262i,0.0012261+9.5537e-05i,0.00044526+0.00011653i,-0.00044939-0.00028428i,-0.00040774-0.00038606i
0.00048986-0.00065023i,0.00074578-0.0011334i,0.00023166-0.0017115i,3.5985e-05-0.00073003i,-3.791e-05-0.00027574i,0.00052646-0.00082461i,0.00012433-0.00059185i,-0.00012922+0.00067567i,0.00066477+0.00097797i,0.0014013+0.00085049i,0.00075647+0.00040985i,-0.00056084-0.00031498i,-0.00085467-2.492e-05i,-0.00051327+0.00028793i,-0.00053066+6.5663e-05i,-0.00052285-0.00016748i,-8.751e-05-0.00019614i,0.00014528+3.2773e-05i,0.00019591+0.00030701i,0.00032925+5.9667e-05i,0.00021933-0.00018157i,-0.00017847+0.00026547i,-0.0005428+0.00048201i
-0.00071821+0.00010087i,8.1909e-05+0.00066316i,0.0010463+0.0013376i,0.0014166+0.00095187i,0.0011327+0.00028406i,0.00077946-1.4488e-05i,0.00023379-0.00030463i,-0.00044689-0.00032281i,-0.00037224+0.00030966i,0.00058285+9.4873e-05i,0.0012195-0.00069214i,0.00041945-0.00087055i,-0.00016904-0.00061927i,5.9328e-05-0.00090989i,0.00044044-0.00070471i,0.0003025-0.00063097i,0.00028752-0.0013482i,0.00070385-0.00038415i,0.00046483+0.00097493i,0.00065678-0.00034578i,0.00097235-0.00094911i,0.00013224-9.1257e-05i,-0.00011293-0.00026657i
0.0012959+4.2472e-05i,0.00034828+0.00018498i,0.0011378+0.00030157i,0.0014308+0.00010919i,0.0010683-0.00057588i,0.0012681-0.0015741i,0.0011036-0.0016103i,0.0011727-0.0012935i,0.0015161-0.00085892i,0.0010079-0.00015607i,4.4692e-05-0.00038429i,-0.00088263-0.00056498i,-0.00081488-0.00079489i,0.00023555-0.00063153i,0.0001757-0.00050403i,-0.00032268-0.00083942i,-0.00025861-0.00037916i,0.00049667+0.00031131i,0.00083122+0.00020587i,0.00035291+8.64e-05i,0.00041259+0.00016673i,0.0001031-0.0004813i,-0.00051713-0.00064446i
0.00098855+0.0031237i,0.0014515+0.0021146i,0.0019108+0.0019275i,0.0022853+0.0010075i,0.0013689-0.0010772i,0.00083076-0.0021629i,0.00078541-0.0017453i,0.00035682-0.0010942i,7.6876e-05-0.00059981i,0.00071012-0.0005426i,0.00062504-0.0011818i,0.00017585-0.0021585i,0.00045931-0.0012353i,5.1264e-05+0.00024595i,-0.00040999+0.00068129i,-0.00011528+0.0002321i,0.00028346+0.00047403i,0.00041433+0.00046238i,0.00070138+0.00032893i,0.0011091+0.00056697i,0.00073035+0.00058097i,-0.00012426+0.00083269i,-0.00022836+0.00097844i
-0.00016062+0.00085787i,5.0219e-06+0.00017195i,0.0015211+0.00013985i,0.0021525+0.00013253i,0.0010117-0.00021329i,0.00041975-0.0013119i,0.0010589-0.0019167i,0.001774-0.0010941i,0.0016066-0.00070687i,0.00085431-0.00086954i,0.00052181-0.00058731i,0.0003844+0.00011135i,0.0005092+0.00047698i,0.00060053-8.7376e-05i,-2.2168e-05-0.00011375i,-0.00034184+1.7102e-05i,0.00014228-0.00061818i,0.00041365-0.0007285i,-0.00018667-0.00013777i,-7.9418e-05+0.00052362i,0.0008673+0.00032824i,0.00055295-0.00057568i,8.2584e-05-0.00061829i
-0.0011764+0.00025944i,-0.00049174+0.00094669i,-0.00028185+0.0017148i,0.00050275+0.00061034i,0.001077-0.00038888i,0.00083677-0.00064884i,0.00033436-0.00092513i,0.00020959-0.00061852i,0.00066029+0.0004796i,0.00075599+0.00019609i,0.00030555-0.00076103i,0.00023368-0.00049448i,0.0015755-8.5649e-05i,0.0014827+0.00023226i,0.00047133+3.0703e-05i,0.00040477+0.0003318i,7.6924e-05+0.00089722i,0.00012521+0.00075181i,0.00064326+4.8898e-05i,0.00081403-0.0003828i,0.00075919-0.00038016i,-5.9874e-05+0.0002387i,-0.00051505+0.00060022i
-0.0027973-0.00088172i,-0.0020746-0.0011071i,-0.002126+0.00044882i,-0.0018116+0.0019104i,-0.0010942+0.0015322i,0.00041606+0.00036317i,0.00023878+0.00054526i,-0.00022189+0.0012742i,0.0010084+0.001012i,0.0015944+0.00046065i,0.001287+8.5882e-05i,0.0010702-0.00020789i,0.00056142-0.00075963i,0.00047697-0.0015576i,0.0011681-0.0012661i,0.00070019-0.00078787i,0.00028311-0.00029692i,0.00083082+0.00020116i,0.0017069+8.0248e-05i,0.0019672+0.00068128i,0.0010272+0.0010128i,0.00024336+2.4705e-06i,-0.00036435-0.00062238i
0.0012444-0.00058228i,1.4033e-05+0.00039411i,0.00056179+0.0010864i,0.0014734-0.00046165i,0.00093196-0.0018164i,0.00055884-0.0021409i,0.00058727-0.0022604i,0.00038474-0.0010826i,0.00076298+0.00052876i,0.00064953+0.0003389i,0.0005938-0.001215i,0.00065581-0.0014947i,0.00061651-0.00078512i,0.000248-0.00078273i,-1.6061e-05-0.00088275i,-1.876e-06-0.00092282i,-0.00012473-0.0012554i,0.00025411-0.00042165i,0.00086769+0.00049768i,0.0011686+0.00054536i,0.00059863+0.00025446i,0.00034136-9.1154e-05i,0.00029282+0.00021085i
-0.00098557-0.0024117i,-0.0011359-0.00172i,-0.0020283-0.0019641i,-0.0013559-0.0010959i,-4.5293e-05-0.00036278i,0.00075946-0.00092094i,0.00054402-0.00080801i,0.00039219+0.00033835i,0.00046648+0.0012848i,0.00026582+0.00096515i,6.7196e-06-0.00052824i,0.00044844-0.0013903i,0.0010251-0.0011649i,0.00088986-0.0012397i,0.00019584-0.0016621i,-0.00036522-0.0017741i,-7.64e-05-0.00083344i,0.00051824+0.0006917i,0.00022097+0.0012814i,-0.00038277+0.0012822i,-0.00026646+0.0014613i,0.00062722+0.00075342i,0.0004644+0.00056416i
0.0013603-0.0010049i,0.0025288-0.00091695i,0.0019067-0.0010493i,0.00021656-0.0015776i,0.00021454-0.0015644i,0.00076952-0.001095i,0.00050545+0.00023467i,0.00060315+0.0012059i,0.00059845+0.0011394i,-0.00012274+0.00028785i,0.00027991-0.00040481i,0.0009718-0.00033608i,0.00037063-0.0001893i,0.00017412-0.00011004i,0.00016483-0.00012903i,-0.00026397-0.00057964i,0.00021563-0.0010629i,0.00064921-0.00092094i,0.00054004-0.0003487i,0.00050638+0.00042141i,5.8457e-05+0.00069024i,-0.00057518+0.00045097i,-0.00058056+0.00010762i
-0.0006671-0.00016372i,-0.00081655+0.00026393i,-0.0010539+0.00054977i,-0.00063132+0.00079595i,-0.00024758+0.0011734i,-0.00017237+0.00056488i,-0.00026552-0.00039789i,-0.00049934-0.00074749i,6.4585e-05-6.7542e-05i,0.0015232-0.00014402i,0.0014538-0.00045325i,0.00020888-0.00074027i,-1.6742e-05-0.00066309i,0.00055941-8.3419e-05i,0.0008087+0.00016496i,0.00085238+0.00029122i,0.0012155+0.00040436i,0.0012115+0.00018242i,0.00083724+0.00055659i,0.00048059+0.00046213i,0.00080581-0.00082716i,0.001034-0.00079689i,4.0245e-05+0.00025219i
0.00057741+0.00078346i,1.3528e-05+0.00055172i,2.2843e-05-0.0006487i,0.00055147-0.0011786i,0.00063958-0.00094182i,0.00032065-0.00065677i,0.00031417-0.00087272i,-0.00022511-0.00037901i,0.00024144+1.5156e-06i,0.00092251+3.6634e-05i,0.00052966-0.00018698i,0.00019121-0.00073248i,0.0001391-0.0002537i,0.00068563-4.4536e-05i,0.00050932-0.0008669i,-0.00030773-0.0014606i,0.0002904-0.0011931i,0.00092687+0.0001005i,0.00040226+0.00050791i,-8.7888e-05+9.8862e-06i,-8.4687e-05+9.3648e-05i,0.00034367+0.00031889i,-4.9301e-05-0.00028501i
-0.00035881+0.0023318i,5.2659e-05+0.0019444i,0.0015406+0.00098341i,0.0026933-0.00015176i,0.0025084-0.0010913i,0.0013558-0.0018154i,-0.00019058-0.0013371i,-0.000228+0.00026818i,0.0011357+0.0012247i,0.001243+0.00064532i,0.00078014-1.7686e-05i,0.00012481+0.00020975i,-0.00021804-0.00018253i,0.00033452-0.00084889i,0.00058567-0.0010916i,-6.9527e-05-0.00060114i,-0.00033842+0.00022231i,-0.00026779+0.00011186i,-0.00018779-0.000111i,0.00084576+0.00064577i,0.0011945+0.0010225i,0.00079907+0.00059765i,0.00020886+0.00047411i
0.0022122+5.828e-05i,0.0018165-7.6385e-05i,0.0021844-0.00037806i,0.0017215-0.00065973i,0.00080907-0.0015335i,0.00021405-0.0029263i,-0.00014588-0.0024841i,0.00062459-0.00093798i,0.0012689-0.00037201i,0.0013485-0.0007899i,0.00098119-0.00056694i,-9.4014e-05+7.5627e-05i,-0.00059067+0.00035519i,-0.00045701+3.2489e-05i,0.00058001+0.00012946i,0.0010048+0.00035037i,0.00027525-4.3309e-07i,0.00018071-0.00026497i,2.1675e-05-0.00013143i,-0.00019345-0.00084715i,6.464e-05-0.0013094i,-0.00028285-0.00085531i,-0.0011827-0.0006677i
0.00052261-0.00032789i,0.00035217-0.00078356i,0.00015778-0.00062044i,-0.00041519-0.0012622i,-0.0010094-0.0018807i,-0.0011396-0.00058987i,-0.0015182+1.9462e-05i,-0.0012098-0.00046729i,0.00061603-4.3336e-05i,0.0016562-0.00026938i,0.00091997-5.0858e-05i,0.00013094+0.00080936i,-0.00010194+0.00060987i,0.00027581+0.00015443i,0.00041841-7.7965e-07i,0.00026492+0.00013679i,-3.526e-05-4.6558e-05i,0.00022144-0.00077358i,0.00070325-0.000474i,0.00078813+0.0003112i,0.00095371+0.00047718i,0.00037076+4.8537e-05i,-0.00020015-1.9164e-05i
-0.00032125+0.00033869i,-0.00026822-0.00032168i,-0.00036242+8.4322e-05i,-6.3985e-05+0.0006222i,0.0010114+7.5982e-05i,0.0008017-0.0014045i,-0.0003448-0.0017193i,0.00036907-0.00070019i,0.001484+0.00049858i,0.0014135+2.7839e-05i,0.001273-0.00061556i,0.0012412-0.00018381i,0.00082833-0.0007839i,0.0010419-0.001325i,0.0011955-0.00061164i,0.0012336-0.00034775i,0.00056325-0.00026346i,-9.1871e-05+0.00018443i,0.00044876-4.8964e-05i,0.0014001+7.6942e-05i,0.00083774+0.00033886i,-0.0005296-7.4104e-05i,-0.0012134-0.00030613i
0.0010518+0.0020228i,0.0013701+0.0021696i,0.0015399+0.0015487i,0.0013884+0.0001776i,0.00098051-0.001508i,0.0008048-0.0020927i,0.00063306-0.0019508i,0.0011889-0.0013282i,0.0014218-0.00066079i,0.00098012-0.00010588i,0.00034677+0.00035597i,0.00016529-0.00012482i,-6.795e-05-0.00027556i,-0.0010813+2.5215e-05i,-0.001603-0.00028515i,-0.00071648-8.1979e-05i,-2.08e-05+0.0004973i,8.5335e-05+0.00093482i,-0.00016615+0.0009713i,0.00016772+0.0005i,0.00082997+0.00061733i,0.00049953+0.00048315i,0.00064413+0.00022981i
-0.0009152-0.0015266i,-0.0010934-0.0018117i,-0.0013731+0.00031925i,-0.0015635+0.0013545i,-0.00091591+0.00057533i,-4.4291e-05-0.00029554i,0.00044018-0.001152i,0.00067464-0.0012356i,0.00029847-0.00052212i,7.7559e-05-0.00015716i,0.00031646-0.00022888i,-0.00025911-0.00045271i,-4.9819e-05-0.00010511i,0.0011682-6.8582e-05i,0.0010258-0.00062324i,0.00024773-0.00043343i,-0.00040479-0.00060089i,-0.00032825-0.0012435i,0.00051663-0.00062848i,0.00082195-0.000576i,0.00052195-0.0012636i,4.1706e-05-0.0012939i,-0.00026633-0.00089763i
0.00020033-0.0031409i,-0.00064439-0.0034078i,-0.00076418-0.0012493i,-0.00093091-0.00034025i,-0.0010751-3.2212e-05i,-0.0005057-0.00062515i,5.0121e-05-0.0012142i,-4.1455e-05-0.00072975i,-0.00057012-0.00018954i,-0.00048296-0.00034151i,0.00056938-0.00027149i,0.0010818+0.00088478i,0.00058898+0.0011292i,0.00079908+0.00045236i,0.00080439-0.00066077i,0.00044873-0.0015623i,5.6428e-05-0.001368i,-0.00029744-0.00062469i,-0.00087192+0.00015305i,-0.00092364+0.00032663i,-6.1145e-05+7.4746e-05i,0.00073201-0.00038382i,0.000123-0.00048565i
0.00038301-0.00089663i,0.00014759-0.00014834i,-0.00051848-0.0014797i,-0.00011704-0.0015214i,0.00013503-0.0015707i,0.00035056-0.0020108i,0.00077932-0.0019049i,0.0008903-0.00092937i,0.00086264-7.1368e-05i,0.00019757-0.00053751i,-0.00082876-0.0010445i,-0.0013472-0.0010354i,-0.00091647-0.00044212i,-0.00017577-0.0010063i,0.00016549-0.0012192i,-0.00016095+0.00026842i,-0.00033579+0.00061645i,0.00032148+0.00080933i,0.0012718+0.0010287i,0.0010583+0.00071018i,0.00077008+0.00022881i,0.00089562-0.00012876i,0.00011916-0.00048569i
-0.00031514-0.00041474i,0.00051872-0.0013672i,-0.00016661-0.0023372i,-0.00065067-0.0014218i,-0.00048923-0.00022021i,-0.00045881-0.00037405i,-7.3952e-05-0.0018908i,0.0002728-0.0018308i,7.0273e-05-0.00073585i,0.0001438-8.2763e-05i,0.00015379-9.6224e-05i,-0.00022913-6.9816e-05i,-2.5572e-05-0.00015491i,0.00080794-0.00030755i,0.00090114-0.00034981i,0.00039651-0.00047887i,-3.767e-05-0.00036847i,-0.00021556+0.00037934i,-0.00050808+0.0010164i,-0.00017705+0.0010777i,-0.00017027+0.00084398i,-0.00042218+0.00058575i,-0.00033445+0.0001857i
-0.00053618+0.00047966i,0.00012527+0.00024551i,0.00042434-9.1599e-05i,0.00073202+0.00011666i,0.00097428+0.00028022i,0.0014307-0.00056366i,0.0011916-0.0010846i,0.00045941-0.00062454i,0.00010883+0.00048132i,0.00062372+0.00014605i,0.0012743-0.0004381i,0.00066779-0.00034105i,0.00022048-5.6359e-05i,0.00058017+0.00032326i,0.00029391+0.00020855i,0.00040934-0.00035089i,0.001028-0.00041038i,0.0014513-8.1829e-05i,0.0016571+0.00011172i,0.0015076+0.0002171i,0.0006366-0.00015739i,-0.00024564-0.00010673i,-0.00088119-4.9918e-05i
-0.0019988-0.0021124i,-0.0020647-0.0016896i,-0.0019069-0.00088182i,-0.00086094-0.00037816i,-9.7223e-05-0.00054387i,0.0011384-0.001122i,0.0013852-0.0015011i,0.00083378-0.00092642i,0.0011815+0.00016003i,0.0011489+0.00092364i,0.00069673+0.00032343i,0.00088334-0.0004863i,0.0012322-0.00037078i,0.0014597-0.00058629i,0.0010902-0.00076443i,0.00049516-0.0002332i,0.00029316+0.00012355i,0.00061534-0.00057228i,0.0006475-0.00088248i,0.00057872-0.00039545i,0.0002564-0.00028478i,-0.00026191+0.00031604i,-0.0003267+0.00094871i
0.0011462-0.00040358i,0.00032389+0.00010644i,0.0013596-0.0014223i,0.0015456-0.002072i,0.0004281-0.0021649i,-0.0002023-0.002137i,-0.00013357-0.0018169i,0.00021854-0.0010977i,0.0009116-0.00016263i,0.00098544+0.00050692i,-1.8826e-05-6.7142e-05i,-0.00073887-0.00081435i,-0.00083729-8.0212e-05i,-0.00037051+0.00071548i,0.0001961+0.00091017i,0.00048196+0.00079069i,0.00047944+0.00030151i,0.00065599-0.00068126i,0.00079738-0.0004262i,0.00088639+0.00060064i,0.00096535+0.00014992i,0.00044366-0.00053333i,0.0002395-0.00048061i
0.00043916-0.0010373i,0.00027335-0.0010089i,-5.0137e-05-0.0018848i,-0.00066623-0.0026405i,-0.00076887-0.0020737i,-0.00086998-0.0011752i,-0.00093743-0.00099384i,-0.00025799-0.00057609i,0.001141+1.203e-05i,0.0017115-0.00028784i,0.00026924-0.0006214i,-0.001334-0.0005065i,-0.00062732+4.2649e-05i,0.00063911+0.00052852i,0.001089-0.00013484i,0.00029681-0.00045724i,-3.5751e-05+0.0005315i,0.00023508+0.00088446i,0.00086588+0.001072i,0.0010485+0.0014592i,0.0010565+0.0011879i,0.001198+0.00067028i,0.00027536+0.00047939i
-0.0033055-0.00061327i,-0.0028915+0.00051122i,-0.0014909+0.0015055i,0.00057934+0.0012598i,0.0018294+0.00053417i,0.0023443-0.00061403i,0.0020056-0.00071906i,0.0013856+0.00024398i,0.001741+0.0007038i,0.001985+0.00043416i,0.00064645-0.00011334i,-0.00058217-0.00050847i,-0.00053356-0.0010284i,-0.00030569-0.0015828i,-0.00040488-0.0014009i,-0.00067629-0.00050898i,3.8126e-05-0.00011616i,-2.8709e-05+0.0002629i,-0.00039833+0.00079312i,0.00051615+0.00072801i,0.00099555+8.9132e-05i,0.00094329-0.00026257i,0.00017484-0.00025019i
0.00043896+0.0016789i,-0.00061041+0.00045042i,-1.7407e-05-0.00065521i,0.00071614-0.00035303i,7.8349e-05-0.00073381i,3.1352e-05-0.0013897i,0.001078-0.0012657i,0.00074353-0.00031297i,0.00073042-0.00021352i,0.0013202-0.00032145i,0.00026917+0.00034408i,-0.00097235+0.00046765i,-0.00078368+2.2312e-05i,0.00032589+4.9806e-05i,0.00035408+0.00013873i,-0.00015203-0.00014511i,8.6498e-05+6.5537e-06i,0.00033779+0.00061722i,0.00011284+0.00054067i,0.00021369+0.00019987i,0.000927+0.00050284i,0.0011195+0.00074371i,0.00023891+0.00059703i
-0.0020532-0.0011271i,-0.00063132-0.00084043i,-0.00022792+8.0893e-05i,0.0003837+0.00027274i,0.00098826-0.00034444i,0.00071453-0.001867i,2.3391e-05-0.0012172i,-0.00044592+0.00088298i,-0.00046609+0.00054078i,0.00026323-0.00032642i,0.00074876-0.00020437i,8.7083e-05-0.00017013i,0.00017133-0.00031585i,0.00070406-0.00010621i,0.0005166-0.00010294i,0.00027792-0.00044419i,4.9752e-05-0.00047514i,0.00032223+0.00032891i,0.0010475-6.4369e-05i,0.0007975-0.00070382i,0.00036655-0.00046581i,0.00070581-0.00046213i,0.0012617-0.00038035i
0.0011738+0.00075406i,0.00077278+0.0010036i,0.00082225+0.00033502i,0.00061943-0.00089416i,0.00026424-0.0017162i,-0.00017967-0.0017302i,-0.00024436-0.0012654i,0.00027801-0.00020004i,0.00083839+0.0010027i,0.00052492+0.00076485i,-0.00024029-0.00018765i,-0.00067169-0.00041066i,0.00027638-0.0004255i,0.0012346-0.00039504i,0.00081315-0.0002617i,-0.00021861-0.0002865i,-0.00032056-0.00072231i,0.00067407-0.00064549i,0.0013347-6.54e-05i,0.00062964+0.00028998i,-2.945e-05-0.0001878i,-0.00022183-0.000789i,-0.00052319-0.00080841i
0.00083679-0.00063513i,0.00087246-0.0016715i,9.5416e-05-0.0017888i,-0.00080963-0.001192i,-0.0011399-0.00089512i,-0.00065439-0.00076553i,-2.903e-05-0.00053224i,0.00064471-0.00029736i,0.00083601-0.00023652i,0.00071712-0.00048251i,0.00025688-0.00047628i,-9.4104e-05-0.00050977i,0.00042605-9.5235e-05i,0.00064417-0.00041235i,0.00047907-0.00060454i,0.00072378+0.00016944i,0.0013258+0.00020661i,0.0015969-0.00040657i,0.0013449-0.00032806i,0.0012788-0.00029971i,0.00068403-0.00027365i,-0.00010689-0.00045627i,-0.00018366-0.00077982i
-0.00068947-0.00036579i,-0.00040522-0.00055365i,-9.9423e-05-0.00057764i,1.4481e-05-0.00073666i,0.0012177-0.0013245i,0.0012947-0.0017628i,0.00019717-0.00095582i,-0.00032582+0.00059383i,0.00032158+0.00093958i,0.0010876+0.00031041i,0.00056966-0.00035513i,1.7321e-05-0.0011163i,-0.00015435-0.001153i,0.000122-0.0013502i,0.00081534-0.0010574i,0.00059243-0.00046946i,-4.8926e-05-2.9588e-05i,-0.00012192+4.7413e-05i,-1.1602e-05-0.00053133i,0.00046375-0.00010337i,0.00075141+0.00040569i,-2.1382e-05-8.0565e-05i,-0.00045183-0.00038501i
0.00044015+0.0024544i,-1.9413e-05+0.001338i,0.00043775-0.00013486i,0.0011295-0.0010742i,0.0012478-0.0018361i,0.00059377-0.0020343i,0.00026875-0.0011506i,-0.00018808-0.00025612i,0.00036029+0.00024932i,0.0015531+0.00032156i,0.00086966-0.00055958i,-0.00044475-0.0014227i,-0.00079167-0.0010763i,-0.00082251-0.00050927i,-0.0012581+6.9981e-05i,-0.00089724+0.00065972i,0.00054962+0.00035401i,0.00088979-0.00037654i,0.00092063-0.00055931i,0.001029-0.00020291i,0.0010655+0.0002987i,0.0012045-0.00018679i,0.00032605-0.00058664i
0.0003872-0.00032971i,7.3673e-05+0.00066828i,0.00024566+0.00053432i,0.00040797-0.00021529i,0.00067333-0.00048671i,0.00099434-0.0012181i,0.0011962-0.0014424i,0.00070641-0.00071469i,0.00048762-0.00014242i,0.00093369+2.521e-05i,0.00038975-0.00037145i,-0.00085136-0.00031417i,-0.0013693-0.00056115i,-0.00039797-0.00085756i,0.00021531-0.00098989i,0.00073462-0.0013417i,0.00086068-0.00044339i,0.000603+0.00042758i,0.0001582+0.00058386i,-0.0004332-0.00036407i,0.00043339-0.0015372i,0.0008419-0.00127i,-0.00027475-0.00023195i
-0.00015388-0.00080106i,-0.0011367-0.00035811i,-0.0017569-0.00049035i,-0.00082241-0.0012104i,-2.9316e-05-0.00067415i,0.00014545+0.00028674i,-0.00021419+0.0002931i,-0.00017778+0.000184i,0.00062551+0.00040326i,0.0012552-7.2483e-05i,0.00096314-0.001067i,0.00053248-0.00092632i,0.00071328-0.00024242i,0.0013397-0.00060497i,0.0011656-0.00096061i,-1.3538e-05-0.000466i,-0.00042212-5.4869e-05i,0.00058081-0.00017906i,0.00058115+8.2702e-05i,-0.00031481+0.00050497i,-0.00033762+0.00039815i,-0.0006708-0.00029518i,-0.001065-0.00052428i
-0.00086834-2.4327e-06i,-0.00017712+0.00026678i,-0.00037682+0.0010939i,-0.00075195+0.00044454i,0.00014603-0.00063406i,0.00043755-0.00045082i,-0.0001857-0.00062846i,-0.00022404-0.00070522i,0.00048525-0.00023798i,0.0012826-0.00051275i,0.0010449-0.0010049i,0.00029566-0.00026251i,-0.00012503+0.00044i,0.00049682+0.00010678i,0.0012011+0.0002054i,0.0010093+0.00052365i,0.00072294+0.0008421i,0.00072217+0.0010397i,0.0012666+0.00068033i,0.0011693+0.00015226i,0.00013375+8.7614e-05i,-0.00038813-6.4106e-05i,-0.00023152-0.00024572i
0.0010138-0.0014485i,0.0004963-0.00074315i,-5.3737e-05-0.00096129i,-0.0003309-0.0010757i,-3.7252e-05-0.00070358i,0.00051059-0.00065033i,0.00067698-0.00053562i,0.00045923-0.00061147i,0.00033-0.00022139i,-8.8707e-05-0.00030112i,-0.00043469-0.00066138i,-0.00027486-2.9092e-05i,0.00066051+0.00057786i,0.0018158+0.00026412i,0.0014966-5.8049e-05i,0.00034338+0.00040343i,2.2272e-05+0.00014502i,0.0013144-0.00012535i,0.0020495+0.00063257i,0.001105+0.00078098i,0.00051927+0.00019233i,0.00058633-6.1113e-05i,0.00057518-5.0052e-05i
-0.0004386-0.00021377i,-0.00019439+0.00034735i,-0.00059876+0.00076245i,0.00053854+0.0015619i,0.0011194+0.00083471i,0.0010994-0.00053168i,0.00084699-0.00065856i,0.00055754+5.2022e-05i,0.00050333-2.8477e-05i,0.00049098-0.00051846i,0.00015028-0.00034142i,-0.00029947-1.9449e-05i,-0.00064363+0.00025346i,-0.00053198+0.0005629i,0.00022637+0.00047473i,0.00053328-0.00025671i,0.00013787-0.00057913i,0.00031251-0.00026545i,0.00083872+0.00013728i,0.0006457+0.00050769i,0.00026862+0.00053887i,-6.9609e-05+0.00043211i,-0.00014207+0.00034421i
-0.0017479+0.0021074i,-0.0011079+0.0016295i,-0.00052374+0.0034654i,0.0005418+0.0030161i,0.0015419+0.00014482i,0.0019053-0.002797i,0.0012138-0.0029519i,0.00027912-0.00076157i,0.00089208+8.0155e-05i,0.0016352-0.00056454i,0.0010143-0.0012829i,0.000719-0.0016784i,0.0015152-0.0011605i,0.0015533-0.001039i,0.00086991-0.00069629i,-0.00023732-0.000164i,-0.00023289-0.00022306i,0.00091355-0.00028979i,0.0010402+0.00015038i,0.00073546+0.0011137i,0.00058768+0.001204i,9.625e-05+0.00029201i,-0.00029606-0.00018066i
0.00022868-0.0018964i,0.0010726-0.0014725i,9.4466e-05-0.0014153i,-0.0015302-0.001097i,-0.0021046-0.0008257i,-0.0007827-0.0010022i,0.00054817-0.00075904i,0.00021441+0.00049285i,-0.00014643+0.00081364i,-2.0831e-06+0.00019577i,0.00069725-0.00028573i,0.00059004-0.00042183i,0.00060293-0.00039404i,0.0004588-0.00049947i,0.00045874-0.00075293i,0.00043818-0.00059244i,0.00036017+0.00051907i,6.4155e-05+0.0012643i,-0.00057144+0.0015962i,-0.00064848+0.00096769i,0.00028487+0.00011879i,0.00036768-0.00064317i,0.00020604-0.00080379i
-0.00010385-0.00038215i,-0.00023833+4.2275e-05i,-0.00019055+0.00017884i,0.00019207-0.00050089i,0.00098153-0.00093115i,0.0010061-0.0010554i,5.5876e-05-0.0013383i,-0.00019444-0.00093671i,1.7689e-06-0.00025575i,0.0001609-0.00031554i,6.2973e-05-0.00010707i,-0.00036763+0.00021184i,-4.0807e-05-0.00014401i,0.00056082-0.00079646i,0.00020315-0.00081734i,0.00054401-0.00045425i,0.0010329+0.00056565i,0.00067912+0.0012469i,0.00019856+0.00067847i,-0.0003152+0.00097214i,-0.00088337+0.00076895i,-0.00049721-0.00014653i,0.0006752-0.00046614i
