-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
0.00019296-0.00030783i,-3.0298e-05-0.00085008i,-0.00049177-0.0005168i,-0.0016251-3.5665e-05i,-0.0015451+0.0007626i,-0.00024624+0.001819i,0.0008178+0.0010927i,0.00068988-0.00023915i,-0.00027905-0.0011369i,-0.00065006-0.0013891i,-0.00095283-0.00052928i,-0.0011718-0.00023995i,-0.001482-0.00041145i,-0.0011638-0.00072379i,-0.00078835-0.00068943i,-0.00088331+8.6003e-05i,-0.0004508+0.00050465i,-0.00022493+0.00012509i,-9.3348e-05-0.00077497i,0.00034449-0.00011457i,0.00023468+0.00029156i,-6.9204e-05-0.00019345i,-0.00038827-0.00013238i
-0.0005275+0.00075025i,-0.00056321+0.00055135i,-0.00019479+0.00091209i,0.00051412+0.0016419i,0.00048653+0.0021001i,-0.00031974+0.0016558i,-0.00072108+0.00035771i,-0.00050665+0.00013736i,-0.00062279+0.00073194i,-0.0010943+0.00017487i,-0.00024965-0.00027873i,0.00084582+0.00048107i,0.00057256+0.00079021i,-0.00035513+0.00032487i,-0.00049599+0.0002227i,5.3731e-05+0.00055606i,0.00075597+0.00028487i,0.00071184-0.00051954i,0.0003885-0.00093443i,0.00030117-0.00070299i,-0.00015197+0.00035324i,-0.0002189+0.00082399i,-0.00023441+0.00012944i
0.00049867+0.00016883i,0.00061917+0.00017438i,3.7494e-05+0.00068381i,-7.8988e-05+0.0009818i,0.00040141+0.0021182i,8.6739e-06+0.0017215i,-2.2638e-06+1.379e-05i,-0.00010303-0.00031168i,-0.00099171+0.00016892i,-0.00084651+0.00054032i,-0.00022339+0.00023054i,2.2695e-05+0.0003938i,-0.00021286+0.00041349i,-0.00032255+0.00011983i,-0.0005777+0.00061277i,-0.00035801+0.00072292i,0.00074895+0.00075872i,0.0013745+0.00073526i,0.00079649+0.00018914i,-0.0002652-0.00023208i,-3.1441e-05-0.00019485i,0.00081304-0.00022997i,0.0009829-0.00032356i
0.0014495+0.0010484i,0.001602+3.0309e-05i,0.0021946+0.00027565i,0.0019914+0.00042806i,0.00094549+0.0008353i,0.00041164+0.0013031i,0.0017858+0.00039937i,0.0023655-0.00073577i,0.00081551-0.00058085i,-0.00023872-0.00012282i,-0.00016457+0.00027361i,-0.00055968+0.00021696i,-0.00087167-0.00035663i,-0.00061437-5.7846e-05i,-0.00020036+0.0001789i,6.0757e-05-0.00014333i,0.00032024-4.5432e-07i,0.00048993+0.00042659i,0.00048649+0.00036329i,0.00013412+0.0003984i,-0.00027423-3.0771e-05i,-0.00014862-0.00014204i,-7.2388e-05-0.00028574i
-0.001293-0.00074121i,-0.0012321-0.00017961i,-0.0017246+0.00055456i,-0.0015235+0.0017719i,-0.00026041+0.0022362i,0.00052861+0.0013864i,0.00018607-0.00012468i,-0.00039734-0.00091853i,-0.00053864-0.0009053i,-0.00075016-0.00031916i,-0.00043891+0.00040765i,0.00026723+0.00093106i,-3.6626e-05+0.0008297i,-0.00038192+0.00062219i,0.00051698+0.00095898i,0.00045935+0.0012796i,0.00012934+0.00058536i,-0.00014915-0.00056434i,-0.00072721-0.00090537i,-4.5238e-05-0.00065988i,0.00072309+9.9201e-05i,0.00074376+0.00057548i,1.0427e-06+0.00067763i
0.00051156+0.00020044i,0.00013995+0.00069611i,0.00035277+0.0010604i,0.00020731+0.00091003i,-0.00045048+0.0013569i,-0.00039754+0.00098458i,0.00042139-3.3071e-05i,0.00080792-0.0010842i,0.00019735-0.0013236i,-0.00089561-0.00027991i,-0.00077316+0.00037566i,0.00017073+0.00055951i,0.00038871+0.00053845i,4.1864e-05+0.0003441i,0.0004079+5.8052e-05i,0.00058864+0.00075721i,3.7711e-05+0.0016047i,0.00041702+0.00067594i,0.00022407+4.4208e-05i,-2.722e-05+0.0008543i,-0.00035889+0.00083661i,-0.00081386-0.00028598i,-0.000452-0.00024358i
0.0021162-0.0006511i,0.0010696-0.00034441i,0.0014066-0.00087657i,0.001298-0.0011906i,4.9857e-05-0.00023895i,-2.1237e-05+0.0010765i,0.00095905+0.0011332i,0.0010525-1.2589e-05i,0.00012095-1.0842e-05i,-0.00070039+0.00070133i,-0.00055213+0.00065813i,-0.00061428+0.00072514i,-0.00081205+0.0006878i,-0.00057805+0.0001344i,-0.00034424+0.00027401i,-0.00024683+4.6782e-05i,0.00026979-0.00088618i,0.00065002-0.00073278i,0.00055452-0.00043225i,2.8308e-05-0.00079047i,-0.00053099-0.00029659i,-0.00048393+3.3215e-05i,7.1421e-05+4.3409e-05i
0.00010052+0.001632i,-0.00028998+0.0014587i,0.00025422+0.0019279i,-7.8784e-05+0.0021721i,-5.9285e-06+0.0024046i,0.0010045+0.0021061i,0.00094377+0.00096333i,4.3015e-05-0.00045185i,-0.00020239-0.0012671i,-0.00027646-0.00066676i,-0.00040027+0.00030779i,-0.00034912+0.0008094i,-0.00057736+0.00068678i,-0.00035726+0.00095081i,0.00039274+0.001122i,0.00073938+0.0008604i,0.00070793+0.0012401i,-0.00019228+0.0012567i,-0.0009413-0.0001869i,-0.00060463-0.00099063i,0.00011884-0.00034065i,-0.00012908+0.00013155i,-0.00086713-0.00014773i
0.0016169+0.00097441i,0.00099954+0.00067224i,0.00090475+0.0016379i,0.00056428+0.0022468i,0.0006383+0.0023986i,0.00076881+0.0023021i,0.00089053+0.0013894i,0.00062114+0.00012773i,6.879e-06+0.00011307i,-0.0005905+0.00047293i,-0.00071143+0.00012304i,-0.00036463+0.00016099i,0.00023977+0.00053012i,-9.0937e-05+0.00073044i,-0.00068041+0.0013924i,0.00051236+0.0013311i,0.0016691+0.00074563i,0.0018109+0.00089644i,0.0010667+0.00056506i,0.00086314+5.0766e-05i,0.00046678-0.00065176i,-7.0698e-05-0.00096216i,4.2542e-05-0.0007797i
0.0010613-0.0017637i,-6.051e-05-0.0016605i,-0.00062473-0.0025975i,-0.00077558-0.0019048i,-0.00062921+0.00034089i,0.00049776+0.0012565i,0.0013435+0.00050609i,0.0017241-0.00087003i,0.0020451-0.001782i,0.00091222-0.0014151i,-0.001032-0.00038618i,-0.0011614+0.00062452i,-0.0012081+0.00076056i,-0.001354+0.00053655i,-0.00029015+0.00099302i,0.00027187+0.0012665i,-4.2958e-05+0.00067886i,0.00010136-0.000193i,0.00011349-0.0003229i,-7.4929e-05+0.00041782i,0.00048596+0.00081291i,0.00051205+0.00043563i,-0.00038429+0.00015283i
0.0012762+0.0004749i,0.0017652+0.00068592i,0.00053225+0.00084207i,-0.00087629+0.0018917i,-0.0011431+0.0024957i,-0.0013144+0.0012984i,-0.00053653+0.00017881i,0.00017541-0.00042968i,0.00010459-0.0010564i,-0.00010155-0.00064786i,-0.00044307-0.00034536i,-0.00098028-0.00048398i,-0.00097505+0.00016528i,-0.00046273-2.5028e-05i,2.708e-05-0.00082556i,0.00050243-0.00036203i,2.9958e-05+6.6908e-05i,0.00033927-6.1551e-05i,0.0011886-0.00073681i,0.0012065-0.00041335i,0.00074815+0.00054079i,0.00042014+0.00033947i,0.00025635-0.00017007i
-0.0020543-0.00013552i,-0.0023816+0.00051296i,-0.0016873+0.0020255i,-0.001184+0.003092i,-0.0013165+0.0034365i,-0.00080677+0.003033i,-0.00046877+0.0014517i,-0.00017108-0.00020869i,-0.00032781-0.00045296i,-0.00086334-3.9909e-05i,-0.00083656+7.5059e-05i,0.00016151+0.00040389i,0.000687+0.0008098i,0.00087108+0.00075549i,0.0015289+0.00077529i,0.0018949+0.0014167i,0.0020401+0.001346i,0.0014491+0.00037201i,-0.00033305-1.5961e-05i,-0.0011066+0.00021448i,-0.00049592+9.0944e-05i,-2.1066e-06-0.00029716i,-0.00012727-6.2567e-05i
-0.00042864+0.001285i,-0.0002118+0.001572i,-0.0005513+0.0012535i,-0.0011268+0.0025479i,-0.0022427+0.0032582i,-0.001241+0.0017588i,0.00028966+0.0003279i,0.00037881-0.00050901i,0.00029327-0.00074382i,-5.9402e-05-0.0005796i,-0.00053661-0.00018758i,-0.0002484+0.00029259i,-0.00028782+0.00046486i,-0.00051822+6.9748e-05i,-0.0006041+5.5612e-05i,-0.00035693+0.00090053i,0.0006229+0.0013383i,0.0011541+0.0010612i,0.00065059+0.00056863i,0.00043924+0.00059746i,-0.00032931+0.00050758i,-0.00089446+0.00016433i,-5.6626e-05-1.3518e-05i
-0.00031521+0.0030605i,0.0001197+0.0029466i,0.00089024+0.0030016i,0.0011732+0.002407i,-4.9997e-05+0.001687i,-0.00059411+0.0011775i,0.00099955+0.00032655i,0.0019202-0.00050787i,0.00087237-0.00024153i,-0.00030789-0.00015216i,-0.00047434-0.0002364i,-0.001118+0.00050521i,-0.0018316+0.00045132i,-0.00065392-0.00058226i,0.00083423-0.00056455i,0.0010329+9.6623e-06i,0.0010626+0.00054973i,0.0018955+0.00053519i,0.00119-2.8524e-05i,-0.000425-0.00031295i,-0.00078707-8.2218e-05i,-0.00048091-0.00045039i,-0.00012443-0.00034i
0.00029322-2.1711e-05i,-0.00055875-5.2343e-06i,-0.0011119+0.0010373i,-0.0016204+0.0025676i,-0.0012958+0.0029236i,-0.00037049+0.0027499i,0.00048415+0.0016676i,0.00031581-0.00034182i,-0.00028289-0.00066653i,-6.3702e-05+2.1219e-05i,-7.1498e-05+0.00065045i,-0.00044511+0.00061847i,-7.5888e-05-0.00010521i,0.00017463+3.9216e-06i,-0.00064569+0.00019539i,-0.00079764+0.00019719i,0.00015357+0.0006175i,-9.4973e-06+0.00052249i,0.00024636+0.00011116i,0.0010616+0.00066811i,0.00012986+0.00054715i,-0.00040276-1.4243e-05i,9.8377e-05+0.00041108i
0.00035348-0.0016895i,0.00012408-0.0017961i,-0.0013493-0.001411i,-0.0021365-0.00029997i,-0.0021399+0.0007557i,-0.001029+0.000936i,0.00049624+0.00056695i,-0.00015705-0.00043735i,-0.0011137-0.0016915i,-0.00027437-0.0018545i,-0.00031271-0.0011113i,-0.00065286+2.3969e-05i,-0.0002229+0.00092234i,-0.00028074+0.0017934i,-4.1927e-05+0.00093249i,0.00041843+0.00028983i,0.0012183+0.00055484i,0.0019175+0.00034073i,0.0014815-0.00061622i,0.00055859-0.0011788i,-0.00032835-0.00020629i,-0.00065849+0.00056054i,0.00025312+0.00016965i
-0.001507+0.00070268i,-0.0015364+0.0010721i,-0.00081356+0.00062362i,-0.00042946+0.0013297i,-0.0010998+0.0021091i,-0.00096705+0.0015077i,-0.00041102+0.00035564i,-0.00040846-0.00038594i,-4.2644e-05-0.00049974i,0.00010832-0.00018474i,-0.00088674+0.00036684i,-0.0010596+0.00087009i,0.00014921+0.00077117i,0.00048872+3.9845e-05i,-6.2261e-05+0.00040512i,-0.00061624+0.0013608i,-0.00010914+0.00045853i,0.00088581-0.00072396i,0.00076579-0.00063046i,0.00052865-0.00050778i,0.00044324+0.00017824i,-7.9891e-05+0.00019056i,0.00043824+0.00043003i
0.00074437+0.00032578i,0.00045616+0.00074433i,-0.00016912+0.0015171i,-0.00020766+0.0011044i,-0.00067152+0.001953i,-0.0012927+0.0020783i,-0.00071773+0.0011266i,-0.0003239+0.00010023i,-7.2537e-05-0.00074604i,-0.00054178-0.00085331i,-0.0011222+0.00015613i,-0.0010505+0.00029558i,-0.00078808+0.0005781i,-0.001161+0.00070195i,-0.0012274+0.00041158i,-0.00057115+0.0011389i,-0.00052879+0.00096913i,-0.0002296+0.00039843i,8.4535e-05-4.279e-05i,-4.0872e-05-0.00048799i,-0.00011914-0.00029329i,-6.1899e-05-0.00052869i,5.7843e-05-0.0002116i
0.00056457-0.00032309i,0.00084264+1.0341e-05i,0.000526-0.00030755i,-0.00064795-8.1102e-05i,-0.00039155+0.00036997i,0.00023657+0.00042425i,0.0008602-8.2498e-05i,0.0012087-0.0010239i,0.00083687-0.0016146i,-2.8708e-05-0.0021543i,-0.00035558-0.0010148i,-0.00020157+0.00033654i,-0.00040518+0.00055696i,-5.1018e-05+0.00023711i,0.00062014+0.0003636i,0.00084509+0.001549i,0.0012628+0.0016129i,0.00080825+0.00026199i,0.00019617-0.00071465i,0.00053355-0.00068147i,0.00022207-6.9148e-05i,-0.00063698+0.00076233i,-0.0010352+0.00075014i
-0.0010969-0.00077696i,-0.0013989-0.00070581i,-0.00059557-0.00014186i,-0.00025468+0.00058251i,-0.0006732+0.0019614i,7.6075e-05+0.0020763i,0.00098115+0.00085962i,0.00047734-4.5605e-05i,8.1251e-05-0.00068832i,-4.0623e-05-0.00042492i,-0.0004099+0.00035705i,-0.00028898+0.00032288i,-0.0007629+0.00028727i,-0.00085299+3.5956e-05i,-0.00030157+0.00055676i,-0.00060479+0.0012141i,-0.00036181+0.00071195i,-0.00029157+0.00055517i,-0.00015947+0.00042928i,0.00048139-0.0006742i,0.00036225-0.00041843i,-0.00062071+0.00038343i,-0.00084221+0.00023353i
-0.0018153+0.0015817i,-0.0016923+0.0022978i,-0.0015531+0.0018233i,-0.00076048+0.0015761i,-0.00043965+0.0014037i,-2.2718e-05+0.00048676i,0.00023683-3.6895e-05i,4.9345e-05-0.00062613i,-5.0329e-05-0.00050594i,-0.00077327+0.00037585i,-0.0010503+0.00069253i,-0.00016013+0.00032088i,-0.00063796+0.0010645i,-0.00080486+0.0018868i,1.1251e-05+0.0013282i,0.00013361+0.00051252i,-9.7991e-05+0.00047358i,-0.00029104+0.00085332i,-0.00048703+0.00055644i,-0.0010132-0.00033335i,-0.000583-0.00069572i,8.9683e-05-0.00016855i,0.00028986+9.9311e-05i
-0.00060338+0.00096706i,-0.00063352+0.00047618i,3.3883e-05+0.0017886i,-0.00057843+0.0027192i,-0.00071663+0.0027795i,-0.00069016+0.0022155i,-0.0003533+0.00096394i,-0.00038647+1.2418e-05i,-0.00041448-0.00073714i,0.00046589-0.00089683i,0.00060773+0.00030932i,-0.00066649+0.0010113i,-0.0016142+0.00098323i,-0.0008033+0.0014569i,-0.00011798+0.0011442i,-0.00036245+7.4113e-05i,-0.00039228-0.00043734i,-0.0002085-0.00049229i,-0.00010541+7.1205e-06i,-9.6146e-05+0.00032478i,1.2509e-05+0.00012621i,-0.00027987-0.00034i,-0.00016565-0.0006078i
0.0010131-0.0018614i,0.0006475-0.0013881i,-0.00031831-0.00073828i,-0.00095887-0.00026071i,-0.00050746+0.0005976i,0.0013263+0.0010727i,0.0021747+0.00030042i,0.00090196-0.0005994i,-0.00058366-0.0014432i,-0.00099857-0.0015032i,-0.0007023-0.00084809i,-0.00048308-0.00048906i,-0.00086791-0.00084012i,-0.0014186-0.00018123i,-0.0011269+0.00054831i,0.00016826+0.0005951i,0.00088466+0.00044675i,0.0010324-0.00019321i,0.00076894-0.00034152i,0.00011203-0.00014081i,-6.3756e-05+9.9029e-05i,0.00042187+0.00018869i,0.0013865+0.00019848i
0.0023355-0.0023964i,0.0019387-0.0028832i,-4.4189e-05-0.001872i,-0.00093456-0.00021549i,-0.00053004+0.0011165i,-0.00052328+0.0017583i,0.00037033+0.00056669i,0.00074334-0.00030932i,-0.00035479-0.00053273i,-0.0010857-0.0011786i,-0.0011165-0.00079886i,-0.00078513+9.7188e-05i,-0.0006895-0.00033896i,-0.00093712+1.8283e-05i,-0.00056549+0.0016476i,0.00021702+0.0027478i,0.0011813+0.0024635i,0.0014419+0.00037116i,0.00093445-0.00083782i,0.0006186-0.00061127i,0.00017513+0.00010369i,-0.00040964+0.00040466i,-0.00068119+0.00063578i
0.00029252+0.00095835i,0.00013802+9.7595e-05i,0.00042701+0.00078885i,0.00011794+0.0017753i,0.00026177+0.0019999i,0.00018983+0.0018561i,9.6415e-05+0.00015135i,0.00062203-0.00089297i,0.0010476-0.00057743i,0.00047895-0.0010949i,-0.00027495-0.0015713i,-0.00013075-0.00068186i,-0.00037674+0.00018703i,-0.00085481+0.0005345i,-0.00010808+0.00054752i,0.00073186+0.00041519i,0.00072793+0.0006144i,0.00030704+4.8739e-05i,-0.00015111-0.00054192i,-0.00033186-0.00046191i,-0.00021724+0.00012584i,-0.00066624+0.00082544i,-0.000574+0.00088141i
-0.0021582+0.00060227i,-0.0016914-0.00012027i,-0.0014393+0.00060512i,-0.0021937+0.001922i,-0.0024432+0.0026205i,-0.001718+0.0018056i,-0.00063333+0.00090959i,-0.00013726+0.00032951i,-0.00065324-0.00013377i,-0.0013584+0.00043421i,-0.00088865+0.00062427i,-6.0296e-05+0.00064787i,0.00063643+0.000815i,0.00094086+0.0013968i,-5.1662e-05+0.0018632i,-0.00031167+0.001417i,2.4908e-05+0.00090113i,0.00052956+0.00077374i,0.00098058+0.00094997i,0.00059124+0.00012752i,0.00029962-0.00049035i,0.00017953-1.2057e-05i,-0.00058316+0.00026579i
-0.00060967-0.0013162i,-0.00088362-0.0013758i,-0.0010976-0.00086481i,-0.0018561+0.00060223i,-0.0022476+0.0017546i,-0.0004826+0.0015301i,0.0012479+0.00061786i,0.00057031-0.00080816i,-9.7834e-05-0.0013111i,-0.00053874-0.00028072i,-0.00085988+0.00023483i,-0.00092777+0.00056866i,-0.00085445+0.00092285i,-0.00079123+0.0010428i,-0.0002036+0.0012903i,0.00063415+0.00086544i,0.0007443+0.00045957i,0.00098688+0.00040544i,0.0010731+0.00023525i,0.00040705-0.00067832i,-0.00049134-0.0010313i,-0.00032992-0.00023005i,0.0003875-0.00017218i
0.0026055+0.00017845i,0.0012745+0.00010568i,0.0014197+0.00034821i,0.00097972+0.00065488i,-0.00042202+0.00050205i,-0.0011084+0.00028262i,0.00021276+0.00072274i,0.00090283-2.5637e-05i,0.00017701-0.00061717i,-0.00012538-0.00017318i,8.1663e-05+0.00014734i,0.00041133+0.00022987i,-0.00041382+9.892e-05i,-0.0010394+1.2499e-05i,-0.00085688+0.00037782i,-0.00059123+0.00048686i,0.00021628+0.00035291i,0.00058184+0.00043326i,0.00051715+0.00041169i,0.00043227+0.00032549i,-0.00047372+3.478e-05i,-0.0014798-0.00017829i,-0.0013793-0.00045517i
0.00067683+0.00046962i,0.00082927+0.00074568i,0.00030608+0.00062502i,-0.00093919+0.0014438i,-0.0022679+0.0022352i,-0.0014521+0.0023087i,-0.00036355+0.0013083i,-0.00036417-0.00011179i,-0.00047912-0.00046033i,-0.00018391-0.00051666i,-0.00012618-0.00055537i,-0.0004491-0.00073696i,-0.00029026-0.00076479i,-0.00075266-0.00029022i,-0.0011349+0.00025939i,-0.00063411+0.0012379i,0.00013967+0.0015901i,0.00089961+7.7969e-05i,0.00015617-0.00053596i,-0.00078548-0.00036225i,-0.00061834-0.00044735i,-0.00020684-0.00034278i,1.3853e-06-0.00047939i
-0.0018195+0.00070608i,-0.0020248+0.00018364i,-0.0024687+0.00093233i,-0.002383+0.0024432i,-0.0010027+0.0028873i,0.00016958+0.0020702i,0.00033762+0.00095191i,0.00041411-1.2239e-05i,0.00012271-0.00080926i,-0.00016007-0.00086519i,-5.5146e-05-0.00029931i,-4.9381e-06+0.00014359i,-0.00019332+0.00066328i,-5.3905e-05+0.00099905i,-2.7147e-05+0.00088381i,0.00049041+0.00065825i,0.0008613+0.00061426i,0.00062265+0.00012891i,0.00047207-2.6057e-05i,9.4021e-05+0.0010404i,-0.0002732+0.0011581i,-0.00028837+0.0004312i,-0.00039361-0.00053386i
0.00036105+0.00082358i,-0.00016301-0.00034049i,1.0572e-05+0.00012453i,0.00041716+0.00094733i,-0.00031028+0.0014011i,-0.00092576+0.0017309i,-6.4419e-05+0.0002317i,0.00031282-0.0013902i,0.0001985-0.0015862i,-0.00024464-0.00059084i,-0.0010757+0.0002059i,-0.00040371-0.00010845i,-4.6112e-05+0.00022553i,0.00014235+0.00079808i,0.00055637+0.00095903i,0.00040378+0.00054077i,0.00084164+0.00018276i,0.0014474-8.7056e-05i,0.00097633-0.0001138i,8.8021e-06-0.00016252i,-8.601e-05-0.00030999i,-0.00039877-0.00061601i,-0.00093739-0.0010279i
0.00067179-9.4027e-05i,4.0576e-05+0.00054544i,-0.00030862+0.00072225i,-0.0009281+0.0012363i,-0.0012913+0.0023267i,-0.00045517+0.0025546i,-0.00041626+0.0013629i,-0.00069566-0.00024564i,-0.00058938-0.00071167i,-0.00093813-0.00038172i,-0.00074812-0.00034613i,-0.00059119-0.00023047i,-0.00090758+6.9772e-05i,3.5081e-05-0.00030867i,0.00067692-0.0005771i,-0.00014533+2.671e-05i,-0.00069278+0.00014904i,-0.00070073-0.0001397i,-0.00041605-0.00024307i,5.4844e-05-0.00035709i,0.0001991-0.00062491i,0.00014178-0.0010397i,0.00033287-0.00069707i
-0.00054815-0.00031046i,-0.00032233+0.0013642i,-0.00036869+0.00091623i,-0.0010909+0.0011212i,-0.0011653+0.0020818i,0.00032774+0.0014811i,0.00052447+9.0537e-05i,-0.00012015-0.0004217i,-0.00018785+0.00022213i,-0.00020829-3.8011e-06i,2.111e-05-5.8409e-05i,3.2392e-05+0.00044302i,-0.0004281+6.1647e-05i,-0.0011022+0.00015101i,-0.00080365+0.001091i,-0.0002065+0.0021214i,-8.658e-05+0.0019304i,0.00053866+0.00039999i,0.00072955-0.00057471i,-4.4412e-05-0.00039819i,-0.00033626+0.00012953i,-0.00073347+0.00051513i,-0.00033972+0.00052413i
-0.0027766+0.00056033i,-0.0021551+0.0010311i,-0.00313+0.0030791i,-0.0031726+0.0031202i,-0.0020818+0.0028786i,-0.00071089+0.0022565i,0.00093529+0.00034788i,0.0015383+0.00012404i,0.00070873+0.00054972i,0.00020766+0.0004596i,0.00014112+0.0012836i,-0.0007679+0.0015802i,-0.00084806+0.00081722i,0.00023992+0.00063233i,0.00031629+0.00056852i,0.00036087+0.0012612i,0.00055592+0.00058471i,0.00048101-0.00042679i,0.00037444-0.00012089i,0.00014373-0.00066286i,0.00010734-0.00087677i,0.00015114-0.00099905i,-0.00024993-0.00091662i
-0.0026779+0.00013435i,-0.0029598+0.00062553i,-0.0043983+0.0013112i,-0.0045709+0.002332i,-0.0021663+0.0031569i,-0.00030454+0.00329i,0.0004092+0.0016225i,0.00074559+0.00038836i,0.00010838-5.9772e-05i,-0.00055716+0.00046475i,-0.00051889+0.00088754i,0.00019311+0.0007707i,0.00033377+0.0013707i,-0.00037511+0.0014365i,-0.0011568+0.00064624i,-0.00083114+0.00022165i,0.00055727+0.00049134i,0.0011491-5.5757e-05i,0.00077603-0.00013678i,0.00011514+0.00023017i,-7.8403e-05+0.00020067i,0.00013551+0.00032992i,-0.0004249+5.9088e-05i
-0.00075675-0.00045627i,-0.0021206-9.5768e-05i,-0.0027267+7.0102e-05i,-0.0025336+0.0014028i,-0.0016681+0.0022861i,-0.00060247+0.0023384i,0.0010405+0.00039881i,0.0016879-0.0012662i,0.00021445-0.0017088i,-0.0014968-0.0015162i,-0.0020171-0.00038784i,-0.001329+0.00014248i,-0.00043263-0.00063327i,-0.00012338-0.0010139i,-0.00055257+0.00032193i,-0.00034591+0.00094104i,5.3755e-05+0.00032407i,0.0001229-3.4926e-05i,2.8253e-05-4.8718e-05i,0.00029996+5.6844e-05i,0.00063415+0.00051215i,7.0551e-05-0.00019491i,-0.00039078-0.00074986i
-0.0012053-0.0016953i,-0.0012767-0.001766i,-0.0018822-0.001693i,-0.0020698-0.00102i,-0.0019757+0.00061139i,-0.0013264+0.0011999i,1.895e-05+0.00051767i,0.0006322-0.0007201i,0.00029081-0.001276i,-0.00067007-0.0010528i,-0.0012239-0.00076261i,-0.0001333-8.4481e-05i,0.00066578+0.00054978i,-0.00069843+0.0011041i,-0.001483+0.0010832i,-0.0010517+0.00085538i,-0.00017534+0.00099891i,0.00076427+0.0010351i,0.0016071+0.00039363i,0.0014951-0.00092002i,0.00047692-0.00089506i,0.00025753+3.4677e-05i,0.00010827+5.5952e-05i
-0.0016228+0.00090354i,-0.0021898+0.0014212i,-0.0017803+0.0010893i,-0.0014484+0.0013364i,-0.0011112+0.0027139i,-0.00098114+0.0023262i,0.00047965-0.00019435i,0.0013625-0.00087592i,0.00056999-0.00054757i,-4.7861e-05-0.00023397i,-0.00042753+0.00039227i,-0.00076976+0.0007855i,-0.0012282+0.00072354i,-0.00047016+0.00047589i,0.00048541+0.00032203i,0.00045724+0.0012813i,0.00013138+0.0015744i,-0.00041465+0.00071096i,-0.00029445+4.3031e-05i,0.00051918-3.8102e-06i,0.00070734+9.0765e-05i,7.2656e-05-0.00019675i,-0.00041723-0.000317i
-0.00024631+0.00087201i,0.00042888+0.0015785i,0.00083883+0.0017925i,7.2713e-05+0.0023282i,-0.00044312+0.002645i,-0.00063711+0.0016652i,0.00015799+0.00071789i,0.00040457+0.00033131i,0.00011421+0.00037449i,5.7292e-05+0.0002533i,-0.00022026-8.2904e-06i,-0.00039914+0.00014133i,-0.00017969+0.0009461i,0.00025832+0.0014646i,-0.00018699+0.0014097i,-0.00059319+0.0012444i,-0.00012161+0.0011764i,0.00055815+0.00037492i,0.00044894+6.326e-05i,0.00041009+0.00036189i,0.0011366+0.00027022i,0.0008055+0.00074393i,0.0002256+0.00074183i
8.5267e-05-0.00075952i,-3.1045e-05+0.0010222i,-0.00012559+0.002477i,-0.00064595+0.0020172i,-0.0014087+0.0024545i,-0.0014069+0.0027281i,6.7716e-05+0.0014819i,0.00042287+9.7818e-05i,-0.00071949-0.00064566i,-0.0012594-0.0012348i,-0.00078152-0.0010938i,-0.0010397-5.0474e-05i,-0.0010013+9.5349e-05i,-0.00060944+2.5012e-05i,5.1533e-05+0.00033673i,0.00067672+0.00049687i,0.00091271+0.00084635i,0.00098847+0.00035593i,0.0015807-0.00025443i,0.00082899-0.0002006i,-0.00037694-0.0002017i,0.00025264-0.00031887i,0.00072696+0.00023247i
0.00037028+0.0012093i,1.0346e-05+0.00067511i,-0.00025266+0.00088835i,0.00020359+0.00062059i,0.0010416+0.00015357i,0.0012032-0.00027229i,0.0015051-0.00091369i,0.00062725-0.0011798i,-0.00052316-0.0013047i,-0.00042955-0.00027298i,-0.00024334+0.0006532i,4.4351e-05+0.00034953i,-0.0002272+0.00031292i,-0.00094033+0.00019503i,-0.00054091-0.00032775i,-0.00033754-8.6197e-05i,-0.00076543+0.00026091i,-0.00029064-1.6128e-05i,0.00059431-0.00067374i,-5.4149e-05-0.00051334i,-0.00018242-0.00062042i,-0.00038998-0.0010818i,-0.00099662-0.0010709i
0.00020948-0.0010559i,-0.00056309-0.00035977i,-0.00065721+0.0003117i,-0.0010675+0.0016092i,-0.0011637+0.0020308i,-0.00092016+0.0021432i,3.0149e-05+0.0013725i,0.00056608+0.00012227i,-0.00013361-0.0007311i,-0.000544-0.0011967i,-0.0011283-0.00089704i,-0.0016924+3.368e-05i,-0.001522+0.00057281i,-0.0011306+0.00051115i,-0.00093472+0.00094657i,-0.00069576+0.0014092i,-0.00011688+0.0012524i,0.00026967+0.0008666i,-0.00044756+0.0010207i,-0.00095807+0.00076746i,-0.00018876+6.2846e-05i,0.00058801-8.409e-05i,0.00053141-2.3296e-05i
