-0.0010143+0.0016182i,0.00063768+0.00053647i,-5.8046e-05-0.00072845i,-0.0008932-0.00097199i,-0.00031181-0.0002956i,0.00027812+0.00026605i,0.00026741+0.0006678i,-0.00060414+0.00021123i,-0.00043467-0.00046139i,7.8014e-05-0.0001593i,-5.4905e-05-6.4519e-05i,-0.00027661+0.00011188i,-0.00092146-5.8563e-05i,-0.00075041-0.0006917i,0.00040076-0.00069315i,0.0011101-0.00010731i,0.0013212-0.00045024i,0.00082553-0.00056561i,-0.00030131+0.00010192i,-0.0003392+0.00091099i,-4.2579e-05+0.0013917i,-0.00029442+0.00074363i,-0.00050445-7.2963e-05i
0.00077112-0.0011909i,0.00012589-0.00078015i,-0.00097023-0.0005078i,-0.001487-0.00025387i,-6.0169e-05-0.00019412i,0.0015839+0.00013624i,0.0014416+0.00044826i,0.00071955+5.5597e-05i,0.0002868-0.00034052i,-8.2045e-05-0.00033021i,0.0002734+8.897e-05i,0.00082719+0.00030478i,0.00061159+0.00019355i,9.4169e-05+0.0002335i,-0.00033009-0.00010192i,-0.00019903-0.00032851i,-1.3177e-05-4.7349e-05i,-0.00055617+0.00045869i,-0.00028198+0.00046692i,4.7701e-05+0.00066314i,-9.4511e-06+0.00084087i,0.00036312+0.00011042i,0.00088806-0.00014836i
-0.00064034-0.00011642i,-0.00086827+0.0011011i,-0.0010163+0.0011805i,-0.00096936-0.0003353i,-0.00019449+7.4616e-05i,3.1264e-05+0.00056978i,-0.00054693-0.00039149i,-0.001415-0.00086044i,-0.00060978-0.00021184i,0.00080423-0.00015656i,0.00027294-0.00059203i,-0.00072495-0.00031571i,-0.00082138-0.00033502i,-0.00038314-0.00065357i,0.0005192-0.00059368i,0.00089247-0.0001064i,0.00050865+3.4211e-05i,-2.2408e-05-0.00013162i,-0.00032667-0.0002601i,-0.00039963-0.00026244i,-0.00023717-0.00036672i,-0.00042718-3.7684e-05i,-0.00062823+0.00046039i
-0.00060036-0.00032685i,-0.00097851-0.00081234i,-0.00092961-0.00031772i,-0.001088+0.0011531i,-0.00048757+0.001078i,0.00075798+0.00016319i,0.00141-0.00039112i,0.00090119-0.00055227i,5.4802e-05-0.00063889i,-0.00043314-0.0002877i,-8.5554e-05+0.00060074i,0.00027289+0.00055785i,0.00027781+7.7907e-05i,-1.4787e-05-0.00020179i,-0.00028918-0.00057701i,-0.00042505-0.00029017i,-8.0661e-05+0.00029911i,0.00035179+0.00035982i,-3.5245e-05+0.00034791i,6.553e-05+0.0002336i,0.000284+0.00010999i,-0.00036371+0.00070168i,2.9e-05+0.00071937i
0.0018912-0.00017133i,0.00064781-0.00054665i,-0.00046329-0.001427i,-0.000839-0.0029386i,-0.0012996-0.0033511i,-0.0011272-0.0018867i,-0.00067254-0.00024316i,-0.00064936+0.00084226i,-0.00085838+0.00073209i,-0.00021541-0.00061173i,0.0007128-0.00093214i,0.00018835-0.00036683i,-0.00013791+0.00022068i,-8.1222e-05+0.00051268i,-0.00033215+0.00033135i,-3.5327e-05+0.00023951i,-0.00030027-0.00020506i,-0.00072012-0.00020886i,-0.00025367+0.00055112i,-0.00025222+0.00092662i,-0.00055902+0.00068255i,-0.0006996+0.0001073i,-0.00058076-0.00030973i
-0.00071385+0.00071794i,0.00042951+0.00024845i,0.0023137+0.00048869i,0.0022904+0.00058147i,0.0020007-0.00011958i,0.0016931-0.0011857i,0.0012217-0.00137i,0.00067056-0.0010551i,-7.8982e-06-0.0011378i,0.00017293-0.00073398i,5.6421e-05-0.00042552i,-0.0008161-0.00080841i,-0.00094119-0.0012744i,-0.00075158-0.001052i,-0.00040007-0.00032593i,3.8377e-05+3.4922e-05i,1.9505e-05-0.00021607i,0.00010963-0.00011448i,0.00032311+3.4927e-05i,-3.4296e-05-0.00029555i,-0.00040056-0.00040882i,-0.00061814-0.00052386i,-0.00012499-0.00026178i
0.00016577+3.801e-05i,0.0004829-0.00021368i,0.00029019-0.00057396i,-0.00010968-0.0015094i,0.00029116-0.0021027i,0.0015892-0.0018047i,0.0019608-0.0013636i,0.0011446-0.0013181i,0.00025304-0.0006052i,-0.00028303-0.00031345i,0.00034767-0.00094455i,0.00079839-0.00084458i,0.00036794-0.00020861i,0.00030227+6.1877e-05i,0.00040365+1.729e-05i,0.00074228+0.00026579i,0.00029789+0.00030687i,-0.00071056-0.00035608i,-0.00094738-0.0011009i,-0.0010069-0.0006692i,-0.00076686+0.00043311i,-0.00044546+0.00083488i,-0.00035535-1.7905e-05i
0.0019003+0.0024868i,0.0017461+0.00061748i,0.0033734-0.00022249i,0.0034547-0.00059829i,0.0023949-0.0014153i,0.0010512-0.0021423i,0.0001691-0.0015178i,7.8838e-06-0.00055881i,0.00023417-0.00033346i,6.4226e-05-0.00054121i,0.00080544-0.00046824i,0.00092297+0.00010067i,-0.00024416+0.0001275i,-0.0011543+0.00016857i,-0.00087679+0.00045736i,-0.00020856+0.000813i,-0.00037955+0.00034297i,-0.0001335-0.00070268i,0.00022935-0.00043295i,0.00060235+0.00051287i,-5.7568e-05+0.0011965i,-0.00024208+0.00080362i,0.00055589+0.00082508i
-0.0023407+0.0007237i,-0.0012873+0.001153i,-0.00030335+0.0020308i,0.0018964+0.0025525i,0.0031506+0.0023196i,0.0020605+0.0014106i,0.00099101-0.00025082i,-4.152e-05-0.001005i,-0.00087513-0.00102i,-0.00063629-0.0007083i,-2.4694e-06-0.00031405i,-0.00010665-0.00080294i,-0.00079852-0.0014483i,-0.0007635-0.0013023i,-0.00027783-0.00060523i,-7.4119e-05+8.1979e-05i,-0.00025689+0.00063942i,-0.00087658+0.00077757i,-0.00033168+0.00015186i,0.00093537-0.0001535i,0.0015071-0.00010817i,0.00070021+3.4677e-05i,-0.00039979+0.00034613i
-0.0037197-0.0013462i,-0.0027274+0.00054934i,-0.0029099+0.0022537i,-0.0020327+0.0022376i,-8.8086e-05+0.0020198i,0.0016293+0.0016064i,0.0020856+0.00038933i,0.00095076-0.00082616i,-9.9089e-05-0.00089997i,-0.00054873-0.00023103i,-0.00051573-0.0005799i,-0.00047431-0.0010558i,-0.00033057-0.0010706i,2.5749e-05-0.00087639i,0.00033962-0.0004099i,1.7597e-06-0.00057411i,-0.00045757-0.00088774i,0.00028271-0.0012006i,0.00068487-0.00070326i,-6.2395e-05+0.00028274i,-6.2063e-05+0.00077696i,0.00063808+0.00078816i,0.00027756+0.00011257i
-0.00053443-0.00061354i,0.00080708+0.00050838i,0.00067434+0.001527i,-0.00013351+0.0014808i,-2.8711e-05+0.00073854i,0.00092154+0.00037687i,0.00047044+0.00025849i,-0.00053483-0.00039477i,-0.00075109-0.00025902i,-0.00043803+0.0004353i,-0.00025262+0.00023629i,-0.00060071-0.00033533i,-0.00087739-0.00078973i,-0.00011444-0.0007703i,0.00064312-0.00089759i,0.00099238-0.00082107i,0.00033286-0.00015487i,-0.0008958+0.00013856i,-0.00072574-5.0827e-05i,0.00013217-0.00056442i,0.0002407-0.00067241i,-0.00013719-0.00011791i,-0.00074339+2.7387e-05i
-0.0004013+0.001584i,-0.0010993+0.0010803i,-0.0014593-3.9717e-05i,-0.00016485-0.00064884i,0.0009185-0.0012398i,0.0017368-0.0014555i,0.0017057-0.00062851i,0.00045074-0.00031441i,-0.00025343-0.00015323i,-0.00024687+0.00011913i,0.00018632-0.00014101i,0.00018106-0.00028497i,0.00032789-0.0001398i,0.00054548-0.00052246i,-0.00044803-0.00033417i,-0.0020016-0.00019119i,-0.0016809-0.0003604i,-0.00068075+7.2901e-05i,-0.00059312-0.00019381i,-0.00074038-0.00066982i,-0.00079615-7.9225e-05i,-0.00033611+0.00028302i,0.00016389-0.00060852i
-0.00011052+1.0058e-05i,0.0002648-8.6622e-05i,0.00073528-0.00075835i,0.0008797-0.00083328i,0.0015391-0.00068635i,0.0016113-0.0010003i,0.0010377-0.00083174i,0.00046077-0.00071547i,0.00019669-0.00021094i,0.00011697+0.00060073i,-1.6128e-05+0.00067533i,-0.00012844-9.9794e-05i,-0.00040803-0.00092711i,-0.00058071-0.0010466i,-0.00061031-0.00082722i,-0.00035836-0.00072524i,-0.00030737-0.00055018i,-0.00065686-0.00063378i,-0.00036617-8.7629e-05i,0.00028824+0.00034895i,0.00026329+0.00045411i,-0.00011108+2.5476e-05i,-0.00032694-0.00058i
0.00018986+0.00019115i,-0.00077731+0.0017082i,-0.00095767+0.001611i,0.0004579+0.00076113i,0.0012672+0.00049683i,0.00098157+0.00085204i,0.00062454-0.00028903i,-0.00061907-0.001448i,-0.0015713-0.00039134i,-0.00098276+0.00048801i,-0.00018442+0.0003609i,-0.00014799-0.0005701i,-0.00098088-0.0011527i,-0.0011113-0.00095277i,-0.00033294-0.00085177i,-0.00024736-0.00031951i,-0.00078155-0.00016841i,-0.0011514-5.3938e-05i,-0.0012986-0.00038311i,-0.00083603-0.00050046i,-0.00069306-0.00057166i,-0.00055142-0.00044148i,2.7377e-05+0.00011033i
-0.00049132-0.00015121i,-0.00043304+7.0304e-05i,-0.000959+0.00068676i,-0.00056156+0.00063398i,0.0013169-7.3195e-05i,0.00245-0.00063437i,0.0017285-0.0016085i,0.0003803-0.0018291i,-0.00083702-0.00093834i,-0.00092165+3.386e-05i,-0.00015028-0.00012062i,0.00033925-0.00079757i,-0.00016586-0.00087689i,-0.00040993-0.00063614i,-0.00027156+0.0003458i,-0.00041351+0.0011851i,-6.496e-05+0.0010509i,0.00052987+0.0003029i,0.00040077+5.4545e-07i,0.00077092+0.00070428i,0.00037002+0.0014643i,-0.00063383+0.00079223i,-0.00090921+0.00020984i
-0.00043741-0.00074472i,-0.0012338-0.0010715i,-0.00071844-0.0019271i,0.00045885-0.0011495i,0.00066931-0.00028776i,0.00097919-0.00045576i,0.0019719-0.0003388i,0.0012472+0.00016766i,-0.00027502-0.00037064i,-0.0006825-0.00059876i,-0.00065206+0.00021976i,3.9302e-05+0.00038902i,0.00051855-0.00010466i,0.00043188-0.00049805i,0.00021852-0.00069149i,0.00036852-0.00047998i,0.00067608+9.3545e-05i,0.00054194+0.00075544i,0.00083428+0.0011142i,0.00041949+0.00046974i,2.5815e-05-1.9445e-06i,1.2227e-05-0.00014853i,0.00018518-9.7866e-05i
0.00013308+0.00082707i,0.00079004-6.9896e-05i,0.00044009-0.00065081i,-0.0013018-0.0018132i,-0.0010216-0.0023802i,2.7314e-06-0.0013597i,-0.00053977-0.0010154i,-0.0013079-0.00086405i,-0.00065478-0.00010226i,0.00050215-0.0004021i,0.00058803-0.00076877i,0.00050812-0.000667i,4.724e-05-0.00012407i,-0.00022092+0.00041972i,-8.6394e-05+0.00059409i,-2.6964e-05+0.00058151i,0.00017473-2.0908e-06i,0.00034574-0.0006831i,0.0004761-0.00034958i,0.00030924+0.000233i,-0.00049979+0.00060847i,-0.0010804-0.0001544i,-0.00012728-0.00074805i
-0.00076125+0.00058169i,-0.00013724+0.001195i,3.1305e-05+0.00077173i,0.00041381+0.00057827i,0.00024587+0.0008043i,0.0004998+0.00034081i,0.00089459-0.00013448i,-0.00018614+0.00033651i,-0.00091314+0.0011406i,-0.0008842+0.0010367i,-2.6575e-05+0.000684i,0.00040587+0.00099226i,0.00039437+0.0005698i,0.00062307+0.00014777i,-0.00030132+5.4311e-05i,-0.0006874-0.00040619i,-0.00016461-0.00034236i,9.7008e-05-4.4682e-05i,-0.00027776-0.00015678i,-0.00083007+8.9174e-05i,-0.00067904+0.00072463i,-0.00035359+0.00098548i,-0.00066641-0.00052849i
-3.0746e-05+0.0030067i,0.001927+0.0029808i,0.0029489+0.0027415i,0.0025052+0.00020788i,0.0023971-0.0010649i,0.0023427-0.00060351i,0.0014313-0.00089942i,0.00024169-0.00043915i,-0.00061194+0.00035518i,-0.00044494-0.0002701i,9.9505e-05-0.00093883i,-0.0003017-0.00062096i,-0.0012975-0.00030721i,-0.0011955-0.00048289i,-0.00059178-0.00073035i,-0.00033101+3.9126e-05i,-0.00050457+0.00074326i,-0.00046949+0.00013747i,0.00032228-0.00034555i,0.00073109+0.00017961i,-1.953e-06-0.00028757i,-0.0010807-0.00031153i,-0.0012582-4.0403e-05i
-0.0012147-0.0012045i,-0.0020451-0.0013888i,-0.002553-0.0014481i,-0.0022814-0.0008438i,-0.00084279+0.00012863i,0.0011622+0.00051528i,0.00134-0.00035841i,-0.00080751-0.00095313i,-0.0013966-0.00059651i,-0.00089785+0.00033629i,-0.0010739+0.00077069i,-0.00061457-0.00016752i,0.00056297-0.00064812i,0.00067477-1.5969e-05i,0.00024746+0.0005296i,1.9195e-05+0.00013081i,0.00023052-0.00015851i,3.2179e-05-5.1313e-05i,-0.00071972-0.00020603i,-0.0013084-7.5479e-05i,-0.00082318-0.00036597i,0.00038138-0.0006776i,0.00030021-0.00024134i
0.00015972+0.0019239i,0.00095982+0.0029717i,0.0026358+0.0021031i,0.0026734-0.00040479i,0.0023427-0.0013526i,0.0018584-0.00154i,0.00077452-0.00096044i,-0.00044548-0.00031801i,-0.00062116-0.00013733i,-7.5156e-06-0.00068909i,2.825e-05-0.0011265i,-0.00027518-0.00055457i,-0.00052099+0.00046109i,-0.00050128+0.00038613i,-0.00069525+0.00021747i,-0.0010673+1.0477e-05i,-0.00067642-0.00082939i,0.00011974-0.0010609i,0.00052077-0.00060663i,0.00060651+6.613e-05i,0.00047474-5.1233e-05i,0.00017708-0.00055543i,0.00014549-2.4877e-05i
0.0018946-0.0016077i,0.00060212-0.001786i,-0.00082801-0.0029835i,-0.00098561-0.0030816i,-0.00069732-0.0021591i,-0.00032042-0.00035974i,-0.00011265+0.00024341i,-0.00030298+0.00046052i,-3.6315e-05+0.00054763i,-6.2247e-05-9.1315e-05i,-0.00058343-0.00039149i,-0.0011052+0.00012866i,-0.00064564+0.00067723i,-0.00014471+0.00083394i,0.00027477+0.00052978i,0.00039012-6.9486e-05i,0.00026127+0.00022762i,0.00037881+9.9836e-05i,0.00036401-6.584e-05i,-2.5932e-05+0.00073199i,4.1033e-05+0.0010782i,0.00044117-0.00022804i,0.00039209-0.00037221i
0.0021332+0.00065449i,0.0024773+0.00067957i,0.0032359-5.6303e-05i,0.0029304-0.00071466i,0.0015102-0.0017477i,0.00045496-0.001641i,-0.00024906-0.00079125i,-0.00093109-0.00060632i,-0.00068427+0.00039876i,-0.00026749+0.00052548i,-0.00032277-0.00016864i,-0.000518-0.00047222i,-0.0003306+8.4367e-05i,-0.00037042+0.0011301i,-0.00032185+0.0008999i,0.00011445-7.6761e-05i,0.00065836-0.0002666i,0.00026481+0.00030463i,-3.101e-05+0.00089304i,0.00031565+0.00079087i,0.00026408+8.9951e-05i,6.3358e-05+1.4058e-06i,0.00010619-0.00018606i
-0.00064195-0.0013719i,-0.00037606-0.0012793i,-0.0014037-0.0018348i,-0.0023627-0.0027992i,-0.0015808-0.0033333i,0.00011684-0.0019659i,0.0010372-0.00067889i,0.00098742-0.00092648i,-0.00035499-0.00021003i,-0.00068935+0.00096121i,2.5259e-05+0.00072481i,0.00065374+0.00035708i,0.0008547+0.00098966i,0.0005082+0.0012479i,0.00061242+0.00074622i,0.0006278-0.00012903i,8.9265e-05-0.0004028i,-0.00019077-0.00049392i,0.00045303-0.00048609i,0.00082223+0.00011119i,0.00051042+0.00015776i,-0.00014034+0.00018117i,-0.00091168-0.00042634i
0.001876+0.0017121i,0.0018152+0.001936i,0.0026413+0.0019663i,0.0037341+0.00027562i,0.0033075-0.0014648i,0.0019263-0.0015208i,0.0002949-0.001071i,4.3972e-05-0.00049179i,0.00020437-3.5853e-05i,-0.00039596-0.00025827i,-0.00045447-0.0003727i,-6.2561e-05+0.00016704i,-0.00028712+0.00038694i,-8.0775e-05+0.0003464i,-4.9594e-05+8.3478e-05i,0.0002241+0.00029637i,0.00059514+0.0006919i,0.0006861+0.00040392i,0.00055619+5.7898e-05i,-0.00020328-0.00044323i,-0.00060463-0.0006896i,-0.00038162-0.0006169i,-0.00048305-0.00011209i
-0.0017231+0.0012406i,-0.00095849+0.0013191i,0.00052356+0.0021594i,0.0016398+0.0029439i,0.0026195+0.0020729i,0.0022838+3.7843e-05i,0.00091117-0.00090866i,-0.00040344+5.3066e-05i,-0.00086327+0.00051062i,0.00010502+0.00018105i,0.00066783+0.00015704i,0.00043442-0.00056495i,-0.00042941-0.0010152i,-0.00092917-0.00062429i,-0.00062194-0.00068744i,-0.00055554-0.0002276i,-0.00018338+1.4391e-05i,0.00044303-0.00027538i,0.00037062+0.00031814i,0.00066306+0.00048042i,0.00055185+0.00034667i,0.00085835+0.000704i,0.00078173+0.00039369i
-0.00053568-0.0017079i,-0.00044211-0.00080713i,-0.00018905-0.00066358i,-0.00079077-0.00070285i,-0.0013794-0.00042247i,-0.0002739-0.00010242i,-0.00038062-0.00021532i,-0.001285-0.0004153i,-0.001668-0.00050172i,-0.0015439-1.5019e-05i,-0.00058768+0.00046901i,0.00054093+0.00056816i,0.001083+0.00033293i,0.001236+0.00035621i,0.0005501+0.00031393i,-6.3151e-05-0.00068726i,-0.00015188-0.0010161i,-0.00062194-0.00011114i,-0.00075116+0.00031804i,-0.00065371+0.00058672i,-0.00033715+0.00066218i,-4.858e-05+0.00012257i,-5.3822e-06-0.00052796i
0.00049849-0.0011017i,-0.00048602-0.0010082i,-0.00042017-0.00084411i,0.00069671-0.00018538i,0.001451-0.00056935i,0.0016584-0.0012245i,0.0013372-0.001741i,0.00020371-0.0016314i,-0.00053914-0.00064636i,-0.00083628+5.0156e-05i,-0.00091352-0.00033446i,-0.00079924-0.00044985i,-0.00014685-3.4811e-05i,0.00022928+0.00048907i,-9.1294e-05+0.00041846i,-7.879e-05-1.7061e-05i,0.00010858-0.00074236i,-0.00079085-0.00063325i,-0.00098951-0.00039836i,-0.00029078-0.00062798i,-9.5063e-05-0.00071666i,0.00018531-0.00043457i,0.00054559+0.00052433i
-0.00036794+0.0009405i,-0.00082871-0.00064326i,-0.0016021-0.0015855i,-0.0022212-0.0010995i,-0.0015634-0.00062825i,-0.00038402-0.00068163i,0.00013854-0.00089061i,1.994e-05-0.00026358i,-0.00069433+0.0006196i,-0.001065+0.00048831i,-0.00038796-6.77e-05i,8.3039e-06-0.00041328i,-0.0005226-0.00048485i,-0.00026296-0.00023484i,0.00039901+0.00022778i,0.00033424+0.00010585i,0.0004269-0.00014643i,0.00042272-9.6458e-05i,0.0005098+0.000107i,0.00056531+0.00073741i,5.766e-06+0.00051059i,-0.00054916-0.00011955i,-0.00038971-0.00030573i
0.0011976-0.00026946i,0.00063318-6.8828e-05i,0.00039337-0.0010525i,0.0017371-0.0017376i,0.0016334-0.0013425i,-4.1114e-05-0.00056814i,0.00011603-0.00064699i,0.00022306-0.00026896i,2.8162e-05+0.00014721i,0.00016846-0.00061772i,-4.5882e-05-0.00044304i,-0.00027005+8.5842e-05i,-0.00053579-0.00012735i,-0.00073825-0.00014194i,0.0001764+8.8698e-05i,0.00049099-0.00034813i,-3.6684e-05-0.00014711i,-0.00016336-0.000153i,0.00010358-0.00037816i,-6.2885e-05-0.0005203i,-0.00051887-0.00045045i,-0.00053833-0.00010047i,-0.0002019-9.5395e-05i
0.00080548+0.00013483i,0.001602-0.00047208i,0.0020532-0.0011773i,0.001491-0.00092702i,0.0013362-0.00034302i,0.0017442-0.00046514i,0.0011674-0.00052365i,-0.00040054-0.00030214i,-0.00079192-0.0001346i,-0.00027995-0.00028939i,-0.00062989-0.00015706i,-0.00085993+0.0003303i,-0.00088364+0.00032645i,-0.00084308+0.00033918i,-0.00034118+0.00032372i,0.00042649+0.00062347i,0.0006297+0.00059986i,0.00090848+0.00045494i,0.0010021+0.00095021i,2.6181e-05+0.00090531i,-0.00031923+0.00030818i,-3.9456e-05+0.0001373i,-7.2033e-06-0.00046338i
0.00040374-0.0017463i,-0.00046977-0.0018968i,-0.0012439-0.0025121i,-0.0011017-0.0026258i,-0.00014308-0.0016619i,0.0012932+0.00020804i,0.0016069+0.0013075i,0.00052613+0.00096767i,-0.00017495+0.00030147i,-0.00056278+2.5163e-08i,-0.001001-0.00016936i,-0.0012002-0.00040718i,-0.00091789+0.00016034i,-0.00030737+0.00057627i,-1.2674e-05+0.00066714i,-8.49e-05+0.00046721i,8.8062e-06+8.4161e-05i,-0.00017477+6.8037e-05i,-0.00046116-0.00012549i,-0.00083464-4.6011e-05i,-0.0013486-0.00041918i,-0.00075393-4.4518e-05i,0.00019304+0.00057585i
0.0033873+0.00012908i,0.0021971-0.0017845i,0.0011038-0.0027081i,0.00034217-0.0025188i,0.00056582-0.00205i,-4.0211e-05-0.0016796i,2.0039e-05-0.00072194i,0.0003526+0.00033344i,-3.6602e-05+3.7945e-05i,-0.00018133-0.000543i,-0.00059188-3.742e-05i,-0.00097445+0.00054388i,-0.00050871+0.00097732i,-0.00035777+0.0012251i,-0.00020631+0.00049262i,4.6647e-05+0.0005557i,-0.000165+0.00040044i,-0.00016413-0.00018787i,6.496e-05+0.00031793i,-9.2911e-05+0.00051738i,-9.659e-05-4.1814e-06i,-0.00028104-0.00022025i,-0.00052929+0.00012942i
-0.0010723-0.0024685i,-0.00085919-0.0016944i,-0.00071903-0.00094118i,-0.00098534-0.0010241i,-0.00057041-0.00036568i,-9.7349e-05-0.0003791i,0.0005424-0.0012539i,0.00072789-0.00048087i,-0.0004211+0.00062654i,-0.00094482+0.00012951i,-0.00019554-0.00096114i,0.00050502-0.0010188i,0.00061529-0.00023047i,0.00026896+0.00017366i,7.1591e-05+0.00034193i,0.00022862+0.00026004i,-7.3376e-05-0.00048274i,-0.00030801-0.0011514i,-3.6735e-05-0.00066287i,0.00012147-0.00030042i,-0.00030964-0.00075703i,-0.00059336-0.00070652i,-0.00064489-0.00014593i
0.0010687-0.0014997i,0.00040408-0.00068535i,-0.0012356-0.00036177i,-0.0015576-9.642e-05i,-0.0019537+0.00076542i,-0.0017573+0.0011866i,-0.00012881+0.0008508i,7.1571e-05+0.00076629i,-0.00073047-0.00035629i,-0.0010075-0.0015944i,-0.00048302-0.00094786i,0.00083722+0.00027887i,0.0012358+0.00060629i,0.00042497+0.0004626i,0.00030283-0.00040437i,-3.1206e-05-0.00067191i,-6.5289e-05+0.00021822i,-8.4214e-05+0.00074794i,-0.00030672+0.00024198i,-0.00030759+0.00063179i,-7.8433e-05+0.0011176i,0.00031688+0.00042464i,0.00032039+0.00077372i
-0.00058448+0.00013503i,-0.0006913+0.001359i,-0.00096292+0.00087435i,0.00020882+0.00089715i,0.0014691+0.0015234i,0.0021048+0.0014634i,0.0014078+0.00047901i,0.00026496-0.00053706i,-8.1404e-05+3.389e-06i,0.00015985+0.00035079i,0.00034188+0.00080587i,0.00019405+0.00068156i,0.00080237+0.00035674i,0.00094512+0.00038632i,0.00055101-3.7408e-05i,0.00029284+4.3636e-05i,-4.6076e-05+0.00011023i,-0.00045574-9.3655e-05i,-0.0005484-7.0323e-05i,2.8288e-05-0.00018629i,0.00089674+0.00033812i,0.0004008+0.00036785i,9.6562e-05+5.5069e-05i
0.0015009+0.0012786i,0.0025165+0.00018792i,0.002271-0.0013728i,0.0019962-0.0019725i,0.0020343-0.0019947i,0.0011778-0.0013519i,0.00021902-0.0005725i,-0.00033875-0.00036113i,-0.00067004-0.0005427i,-0.00056598-0.00075356i,4.7993e-05-0.00053782i,0.0005461-0.00029598i,5.5966e-05+0.00033154i,-0.0010103-0.00010047i,-0.0016565-0.00070901i,-0.00095516-0.0006526i,3.7765e-05-0.00058956i,-5.3266e-05-0.00076957i,-0.000365-0.00026358i,-0.00059708+0.00013198i,-0.00080307-0.0005555i,-0.00092061-0.00041743i,-0.00081367+0.00033485i
-2.3085e-05+0.00062168i,9.0351e-05+0.0015422i,0.00027667+0.0011919i,0.0011788+0.00010497i,0.0011833+0.00047134i,0.00059683+6.2198e-05i,0.00083015-0.0011142i,0.0011593-0.001863i,0.00061011-0.001539i,4.1048e-05-0.00073463i,0.0001996-0.00065274i,-0.00027611-0.00015092i,-0.00048965+0.00027335i,-0.0002245+0.00056471i,-0.00041543+0.00025658i,-0.00086867-0.00040316i,-0.00038484-0.0004057i,0.00040957-4.8793e-05i,0.00045692+4.3361e-05i,8.0716e-05+1.9232e-05i,5.9478e-05-0.00016053i,0.00035224-0.00027233i,0.00023363-0.00045885i
0.00041288-0.00076583i,0.00041585-0.0012026i,0.00068926-0.0012889i,4.2425e-05-0.00089099i,-0.00036043-0.00062338i,-0.00029215+6.7167e-05i,-1.4947e-05+0.00021048i,-0.00021827+0.0002487i,-0.00029108+0.00016217i,-0.00068854-5.5682e-05i,-0.00052215+7.6133e-05i,0.00019761-4.7094e-05i,0.00030587+2.4396e-05i,0.00011016+0.00066674i,-7.3526e-05+0.00048883i,-0.00034745-8.9032e-05i,-0.00042565-0.00063768i,-0.00020985-0.00030129i,-0.00049964-3.6138e-06i,-0.00053451-6.4721e-05i,-0.00022729+0.00041789i,0.00022325+3.6804e-05i,0.00030994-0.00029758i
-9.2931e-05+0.00056309i,-0.00058601+0.001104i,-0.0010676+0.00099998i,-0.00085503+0.00026797i,0.00022566-6.2632e-05i,0.0013303+3.4415e-05i,0.0011103+0.00030425i,-8.9223e-05+0.00041987i,-0.00046622+0.00042321i,0.00014949+0.00027239i,0.00087559-0.00017641i,0.0012119-0.00074825i,0.00099442-0.0002837i,0.00017169+6.1057e-05i,-0.00059585+0.00053121i,-0.00024564+0.00056214i,0.00064575-4.9112e-05i,0.00091614-0.00068935i,0.00062131-0.00092285i,0.00099263-0.00024954i,0.00074292-0.00018876i,-3.0541e-05-4.1418e-05i,0.00011471+0.00029996i
-0.0023301+0.00083167i,-0.0012642+0.00066952i,-0.0005453-0.00031429i,-0.00036862-0.00089032i,0.0011032-0.0010584i,0.0032969-0.0018509i,0.0034175-0.0016197i,0.0013906-0.001042i,-0.0001967-0.0004809i,-0.00082251+3.1094e-05i,-0.00058766+0.00036622i,0.00067619+0.00019657i,0.0012466-0.00051815i,0.00053423-0.00081332i,4.9425e-05-0.00034031i,-0.0002647-0.00036944i,-0.00069477-0.000394i,-0.0004878+0.00066896i,-0.00032053+0.00093386i,-0.0010454-0.00028271i,-0.0010152-0.00096766i,-0.0009792-0.00028421i,-0.0011172+3.9851e-05i
0.0001105+0.00015499i,-0.00025261-0.00056981i,-0.00082495-0.00011064i,-0.0008004-0.00019745i,0.0006562-0.0006502i,0.0008992-0.00072962i,0.00038032-0.0010047i,0.00038023-0.00079302i,0.00014287-0.0002368i,9.8083e-05-0.00055784i,-3.1217e-06-0.00089506i,-0.00054834-5.9257e-05i,-0.0012833-0.00035198i,-0.0010485-0.0010967i,0.0003092-0.00085015i,0.00039216-0.00063024i,3.4475e-05-0.00036547i,0.00057826+0.00077445i,0.00063604+0.00096879i,0.00017862+0.00021152i,-0.0011785-0.00030196i,-0.0017554-0.00047961i,-0.00050907+2.5098e-05i
-0.0011318-0.00045923i,-0.0004056+0.00045508i,-5.502e-05-0.00013983i,-0.00050057-0.00055825i,-0.0003507-0.00014209i,0.00093931+5.5569e-05i,0.0016874-0.00046575i,0.0006781-0.0010282i,-0.00014643-0.00069951i,-0.00020802-8.3136e-06i,-0.00048446+0.0012687i,-0.00092519+0.0014888i,-0.0010706+0.00053531i,-0.0007016+8.0569e-05i,-0.001268+8.8901e-05i,-0.001417-9.3288e-05i,-0.00034291-0.00031068i,0.00052222-0.00059669i,0.00061816-0.00065197i,0.00084364-0.0011489i,0.00090294-0.00045603i,0.00048254+3.5072e-05i,0.00045471+6.7132e-05i
