-0.0018771+0.00081752i,-7.4442e-05+0.00070496i,-0.00048025-0.00030825i,-0.00085057-0.0017197i,-0.0010957-0.0022926i,-0.00082112-0.0019549i,0.00063678-0.00049421i,0.0021402+0.00029603i,0.0028244-0.00033426i,0.0029307-0.00081639i,0.0017354-0.0010935i,0.00059187-0.0011523i,0.00016144-0.00044589i,-0.00015694-0.00063661i,-0.00039503-0.0011838i,-0.00056862-0.00094311i,-0.00072139-0.00089774i,-0.00071099-0.00045439i,-0.00022063-0.00034313i,0.0006228-0.00043552i,0.00024297+0.00021789i,-0.0005548+0.00028818i,-0.00061421-0.00040596i
0.0007195+0.0012519i,0.0014828+0.0002801i,0.0018656-0.00064946i,0.0018286-0.0013274i,0.001228-0.0023692i,0.00057446-0.0021341i,0.00090857-0.00066462i,0.0015928+0.00072396i,0.0014156+0.0013842i,0.00095085+0.00082595i,0.0009073+0.0005496i,0.00026089+0.00010311i,-3.954e-05-0.00074077i,0.00060196-0.0005716i,0.00047937-0.00052866i,-0.00020038-0.00069877i,-0.0001882-0.00043801i,-6.8599e-07-0.00036545i,0.00072646-0.00080276i,0.00039091-0.00050303i,-0.00060949-0.00010158i,-2.0789e-05-0.00010178i,0.0011863-0.00022416i
0.0015208-8.5685e-05i,0.002203-0.00017952i,0.0027526-0.0012144i,0.002912-0.0014213i,0.0019491-0.0017107i,0.0010221-0.0016059i,0.00097645-0.00068366i,0.0017155-0.00075384i,0.0018027-0.00035655i,0.00078115+0.00048742i,0.00020788+0.00078091i,-4.0213e-05+0.00081347i,-0.00045786+0.00028997i,-0.00069129-0.00024496i,-2.0541e-05-0.00019496i,0.00024378-0.00052477i,1.2156e-05-0.00082627i,-0.00022677-0.00042749i,-0.00062551-6.6621e-05i,-0.0003023+0.00015598i,0.00025598+0.0006355i,2.8216e-05+0.00050089i,-1.4515e-05+7.5105e-06i
-0.0013342-8.3745e-06i,-0.00058802+0.00089162i,0.0014234+0.00028686i,0.0023089-0.0019091i,0.0011221-0.0024168i,-0.00025621-0.0011699i,2.2456e-05-0.00031166i,0.0011122-2.1024e-05i,0.0019807+0.00013725i,0.0016395+0.00090753i,0.00023446+0.00087348i,-0.00034711+0.00054303i,0.0001398+0.0005527i,0.00066823+0.00025872i,0.00043988-0.00013221i,6.2732e-05-0.00047084i,0.0001441-0.00094539i,0.00056103-0.0012152i,0.0003362-0.00043996i,-0.00014356+2.0943e-05i,-0.00042923-0.00063399i,-0.00027317-0.0005691i,-0.00010078-0.00019617i
0.0004522-0.0037842i,-0.00016196-0.0024754i,-0.0017608-0.0013812i,-0.0011066-0.0015476i,-0.00063856-0.0018148i,-0.00089325-0.0011295i,0.00058787-0.00045398i,0.0020082-0.00030405i,0.0019062-0.00046508i,0.0010643-0.0010228i,0.00049366-0.00079637i,0.00080832-0.00015397i,0.00081894+0.00035886i,0.0011899+0.00021079i,0.0010873-0.00047176i,0.00010873-0.00083154i,-2.8132e-05-0.00022767i,0.00011234+0.00073467i,-0.00023794+0.00070507i,-0.0002974+0.00033413i,0.00034247+0.0008696i,0.00093649+0.00085324i,0.00070545-0.00020311i
-0.0011823-0.00027056i,-0.00053435+0.00037987i,0.00011135+0.00013666i,0.00092208-0.00086662i,0.0014132-0.0015303i,0.001278-0.0011201i,0.0013516-0.00032376i,0.0015588-0.00015943i,0.0012508-0.00065608i,0.0010466-0.00071635i,0.0010723-0.00025208i,0.0005607+0.00028135i,-0.00012202+0.00012224i,-0.00019332-5.9354e-05i,-0.00011308-0.00045259i,-0.0002008-0.00077903i,-0.00011953-0.00058507i,0.0010113-8.2492e-05i,0.0013158-1.6804e-05i,0.00091879-0.00046305i,0.00072096-0.00027572i,0.00056055+2.0583e-05i,9.7166e-05+0.00019573i
0.00045291-0.00079254i,0.00040691-0.0013234i,0.0011107-0.0020458i,0.0015805-0.0027664i,0.00096874-0.0034533i,0.00018707-0.0021425i,-0.00037533-0.00026534i,-0.00025228+0.00053192i,0.00083275+0.0010209i,0.00097263+0.0012935i,0.0001243+0.001006i,-3.2583e-05+0.00067576i,0.00041471+0.00088447i,0.00051643+0.00063023i,0.00022951+0.00038044i,0.00029928+0.00034083i,-5.0658e-05-5.9947e-05i,-0.0010064-9.54e-05i,-0.00096515+0.00051822i,-0.00050049+0.00023263i,-0.00010661-0.00056815i,-3.049e-05-0.0002064i,-9.9266e-05+0.00051555i
-0.00091022-0.001011i,-0.00050768-0.0016848i,-0.00082297-0.0021797i,-0.00046272-0.0013374i,0.00063381-0.00034474i,0.0012516-0.0002536i,0.0010964-0.00059868i,0.0010957-0.00089467i,0.0015475-0.0013093i,0.0015951+2.9564e-05i,0.0013045+0.0011569i,0.0007678+0.00093762i,0.00064028+0.00050855i,0.00034157-0.00010807i,-0.00010441-0.00079751i,0.00018414-0.00099388i,-0.00038188-0.00036665i,-0.00088002+0.00035352i,-0.00050964+0.0003397i,-1.3861e-05+0.00038016i,7.5055e-05+0.00076113i,-0.00039425+0.00072648i,-0.00010822+0.00072094i
0.00094125-0.00094323i,0.0015741-0.0006305i,0.001254-0.0014586i,0.0018166-0.0020807i,0.0026334-0.0016639i,0.0016078-0.00069428i,0.0012008+0.00068585i,0.0013372+2.2217e-05i,0.0012076-0.00098846i,0.0012952-0.0010884i,0.0012662-0.00067549i,0.00087093+0.00055289i,0.00034713+0.00073174i,8.006e-05+0.00017479i,-0.00014131+0.00018247i,-0.00025528-4.1325e-05i,0.00029637+6.1374e-05i,0.00063269+0.0008069i,0.00048221+0.00082019i,-5.597e-05+0.00046615i,-0.0004345-0.00014579i,0.00018781-0.00041602i,0.00038677-0.00050064i
0.00015222-0.0012366i,0.00031704-0.0020725i,0.00033823-0.0035242i,-0.00040455-0.0045922i,-0.00069221-0.0045886i,5.9636e-05-0.0023184i,0.00136-0.0002279i,0.0017613-0.00011915i,0.0016766-0.00040515i,0.0010459-0.0006052i,0.00039517-0.0006482i,0.00061666-9.3787e-05i,0.0010295-0.00018728i,0.0012464-0.00049562i,0.00062454-0.00079839i,-0.00013762-0.00099615i,-0.00025779-0.00054352i,-0.00015825-0.0005788i,2e-05-0.0015i,-0.00029459-0.0014554i,-0.00011681+3.8232e-07i,-5.2626e-05+0.00097815i,-0.00036006+0.00082491i
7.8184e-06-0.00043606i,-4.9159e-05-0.0011202i,0.00018852+8.292e-06i,0.00051522+0.00039076i,0.0014507-0.0011785i,0.0016577-0.00096175i,0.0014453+0.00037346i,0.0013719+0.00042259i,0.00089256+5.2415e-05i,0.00093384-0.00011079i,0.00028538+0.00030854i,-0.00073488+0.00040104i,-0.00081902+0.00032372i,-0.00027592+0.00020882i,-4.5134e-05+0.00016031i,-9.9627e-05-0.0006866i,-6.3248e-05-0.00097224i,4.9052e-05+0.00014115i,-0.00054321+0.00064079i,-0.00063532+0.00071402i,0.00049823+0.00091891i,0.00089201+0.00039727i,0.0005803-0.00056245i
-0.0015042+0.001339i,-0.00069578+0.00014336i,0.00082095-0.00098332i,0.0014735-0.0018109i,0.0011861-0.0025369i,-0.00053158-0.0021185i,-0.00091315-0.00056153i,0.00042467+0.00071846i,0.0010446+0.001012i,0.00059563+0.00086076i,0.00054292+0.00050029i,0.00044353+0.00092215i,0.00090887+0.0010372i,0.001168+0.00056437i,0.00087193+0.00034159i,0.00054525+5.1493e-05i,0.00052259-0.00048139i,0.0008108-0.00051896i,0.00052903-0.00014139i,-0.00038498+0.00031947i,-0.00012581-1.8971e-05i,0.0011044-0.00057426i,0.00083411+8.2476e-05i
-0.0010539-0.002443i,-0.001566-0.0015712i,-0.0024047-0.00023459i,-0.00080623-0.00023731i,0.00076141+7.597e-05i,0.0013856+0.00058411i,0.0015669+9.8302e-05i,0.0008557-0.00018941i,0.00058313+2.0909e-06i,0.00086212-9.2912e-05i,0.00057759+0.0003151i,0.0006313+0.00040226i,0.0011848-0.00032061i,0.00058119-0.00062421i,0.00034688-0.00024909i,-5.1348e-05+0.00017824i,-3.3694e-05+8.9659e-05i,0.00043473+0.00015057i,0.00031731+0.00038685i,3.7065e-06+0.0003188i,0.00010019+0.00027282i,0.00029807+0.0006281i,-0.00042743+0.00073648i
-0.00039443-0.00023966i,0.00083035+0.00036888i,0.0021331+0.00030773i,0.0033046-0.00065538i,0.0024521-0.0019066i,0.0014573-0.002026i,0.0014221-0.0010976i,0.0016559-0.00018117i,0.0015528+6.0035e-05i,0.00089348-0.00046777i,0.0005841-0.00056602i,-1.3056e-05-0.00073087i,-0.00022361-0.00048934i,8.2733e-05+4.6574e-05i,0.00085056-0.00027424i,0.0015596+0.00019582i,0.00079902+0.00039532i,0.00022145+0.0001092i,0.00042147-0.00053086i,0.00066679-0.00097572i,0.00028898-0.00029294i,-0.00037304-0.0002119i,-0.0010569-0.00026127i
-0.00046502-0.00096039i,-0.00061983-0.00051565i,0.0008439-0.0003273i,0.0019975-0.0010124i,0.0017243-0.0020135i,0.0021162-0.0019672i,0.0023195-0.0010465i,0.0020993-0.00011999i,0.0015753-0.00020248i,0.0012214+7.2503e-05i,0.0011998+0.00047946i,0.00099968+0.0005889i,0.00071484+0.0013481i,0.0011345+0.0011134i,0.0015827-6.5069e-05i,0.0011175-0.0011213i,0.00087895-0.0011573i,0.00054622-0.00038469i,6.3656e-06+7.1928e-05i,-0.00038329-0.00014766i,-0.00041427-5.3038e-05i,-0.0003505-0.00013233i,-0.00038028-0.00019617i
0.00066462+0.0030552i,0.0020057+0.0021699i,0.00343+0.00067466i,0.0043174-0.0021894i,0.0033693-0.0030221i,0.00079458-0.0018286i,0.00019313-0.00039404i,0.0009855+0.0010874i,0.002001+0.0013985i,0.0021969-5.4773e-05i,0.0017681-0.00071025i,0.0010763-0.00048593i,0.00019166-0.00058751i,-0.00016639-0.00035994i,0.00063365-0.00045168i,0.00080199-0.00071018i,0.00043082-0.00078094i,-0.00011681-0.00062351i,-0.00012342-0.00062769i,0.00013669-0.00054676i,0.00028196-0.00027421i,0.0010068+0.00031333i,0.00082841+0.00081076i
0.00043066-0.0013124i,-0.00090426-0.00067424i,-0.0016432-0.0016509i,-0.00057594-0.0025111i,0.00094096-0.0029146i,0.00090076-0.0020686i,0.00039407-4.1741e-05i,0.0010647+0.00020088i,0.0012684-0.00043276i,0.0013344-0.00016905i,0.00081057-3.5093e-06i,0.00054724-8.1503e-05i,0.00037209+0.00037836i,-0.00029671+0.00016839i,-0.00026712-0.00089027i,-0.00015952-0.0012362i,-0.00032734-0.0010239i,-0.00046217-0.00033209i,-0.00067468+0.00064017i,-0.00088265+0.00098066i,-0.00067506-2.2572e-05i,-0.00011535-0.00016965i,8.467e-05+0.00062489i
0.00085316-0.0006779i,0.0010821+8.4726e-05i,0.00079346-0.00020414i,0.0012936-0.0004913i,0.0022877-0.00082316i,0.0026898-0.00042168i,0.0020523+0.0004351i,0.0013323+0.00018153i,0.001152+0.00018524i,0.0014776+0.00015775i,0.0016581-0.00029593i,0.0013985+0.00049886i,0.00065096+0.0010064i,-8.9324e-06+0.00048571i,2.0067e-05+8.1607e-05i,0.00048744-0.00031897i,9.7684e-05-0.00048479i,-9.5667e-05-0.00039245i,0.00015037-0.00064811i,-0.00022616-0.00057474i,0.00040345-0.00037328i,0.00018326-0.00021782i,-0.0011145+0.0004784i
0.00054323+0.0013951i,0.0013241+0.0011872i,0.0030101-0.00040728i,0.0039594-0.0025121i,0.0032195-0.0041921i,0.0015925-0.0029777i,0.0011003-0.0010139i,0.0019027+0.00010947i,0.0019866+0.0012421i,0.0013833+0.0010559i,0.0001792+5.9323e-05i,-0.00018702-0.00027363i,0.00067634+7.6549e-05i,0.00064844+0.00025281i,7.7544e-05+0.00047851i,-0.0005823+0.00093131i,-0.0011083+0.0005364i,-0.00055078+0.00010181i,0.00056176+2.8316e-05i,0.00040061+0.00019676i,3.9789e-05+0.00044224i,0.00013951+9.4754e-05i,9.0587e-05-0.00037453i
0.0025591-0.00035961i,0.0012175-0.0015093i,0.00091584-0.0016592i,0.0015752-0.0018462i,0.0021785-0.0026001i,0.00086076-0.0020259i,0.00047301-0.00026113i,0.0006946+0.001121i,0.00070105+0.0015836i,0.0010124+0.00040352i,0.00069765-0.00040181i,0.00053648-0.00063915i,0.00095742-0.00027334i,0.00072926+0.0014492i,0.00072172+0.0015077i,0.00041517+0.00081212i,-7.5077e-05+0.00069504i,0.00015391+0.00054228i,-3.516e-05+0.00052249i,-0.00076177+0.00010793i,-0.00082762-0.00058034i,-0.00062813-0.00024266i,-0.00052792+0.00055233i
0.0012639+0.0018854i,0.00091719+0.00092452i,0.0021433-0.00022615i,0.0041915-0.0007814i,0.0040176-0.0016946i,0.0021753-0.0016546i,0.0011389-0.00017569i,0.0019606+0.00037131i,0.0016028-6.6549e-05i,0.0015885+0.00040648i,0.00148+0.0010135i,0.00045898+0.00080294i,1.3883e-05+0.00030918i,0.00036861+1.5623e-05i,0.0008687-0.00069934i,0.00092906-0.00072114i,-0.00042695-0.00014031i,-0.00095898-0.00021817i,-0.00013555-0.00073178i,-7.0887e-05-0.00041882i,3.1703e-05+1.2992e-05i,-8.6709e-05-0.00042334i,-0.00021775-0.00065262i
-0.00062749-0.0012397i,-0.0014661-0.0017801i,-0.0023513-0.0023342i,-0.0020598-0.002319i,-0.0013993-0.0012357i,-0.00090221-0.00025618i,0.00035392-0.00061502i,0.0017393-0.00084347i,0.0018752-0.00032526i,0.0011022+0.00036827i,0.00036194+0.00051719i,0.00037642-3.6778e-05i,0.00027511-0.0001013i,0.00060878+9.6665e-06i,0.0011247+5.8972e-07i,0.001006-0.00056682i,0.00072394-0.0011473i,0.00068749-0.00062578i,0.00025693+0.00010967i,-0.00031509+8.2979e-05i,-0.00015397+0.00046684i,0.00019134+0.00081453i,-0.00049123+0.0003407i
0.0017742-0.0013801i,0.00086109-0.00060003i,0.00096521+0.00027308i,0.0012346-6.5976e-05i,0.0012237-0.0012601i,0.0012891-0.00091987i,0.0017711+4.6192e-05i,0.002092-0.00045184i,0.0018596-0.0010434i,0.0011396-0.00082143i,0.00053462+7.7066e-05i,-0.00035766+0.00055136i,-0.00084127-0.00017768i,-0.00032121-0.00082196i,0.00015837-0.00087209i,0.00051699-0.00061776i,0.00067422-0.00065998i,0.00053515-0.00067777i,0.00035968-0.00042182i,0.00023015-0.00014937i,-2.4905e-05+5.3491e-06i,0.000177-0.00049796i,0.00016066-0.0008173i
1.8028e-05-0.00039735i,0.00091274-0.00056647i,0.0015749-0.0014007i,0.0013678-0.0027498i,0.00026195-0.0035984i,-0.00093547-0.0031912i,-0.0006973-0.00096268i,0.0010411+0.00046104i,0.0026236-2.8439e-05i,0.0027102-0.00028175i,0.0014386+0.00052302i,0.00053062+0.00085515i,0.0004829+0.001232i,0.00016634+0.001154i,0.00034272+0.00013218i,0.00041358-0.00049028i,9.4069e-06-0.00046486i,0.00035401+0.00012507i,0.00073114+0.00032691i,0.00036925+0.00011713i,-0.00010142-8.5822e-05i,-0.00029137+0.00035494i,-0.00022469+0.0011831i
-0.0018249-0.0012354i,-0.0016137+0.00054898i,-0.00097334+0.001222i,0.00078109+0.0014422i,0.0021683+0.0013607i,0.0014569+0.00086705i,0.00039735+0.0003399i,0.00062682+0.00043128i,0.0012147-1.4825e-05i,0.00073288+0.00032146i,0.00044858+0.00071997i,9.2157e-05+0.00054801i,2.6155e-05-1.7993e-05i,0.00011191-0.0010454i,-0.00049675-0.0010784i,-9.3237e-05-0.00083779i,0.00046333-0.00065865i,1.7112e-05-0.00025001i,-0.00071962+0.00010041i,-0.00027386+0.00059305i,-0.00010227+0.00031458i,-0.00013303-0.00028104i,0.00024519+4.9788e-05i
-0.0012626-7.0614e-05i,-0.00030335+0.00095504i,-9.9857e-05+0.0010678i,0.0012814+0.00020116i,0.0021564-0.000643i,0.0021263-0.00041851i,0.0025824+0.0001067i,0.0025956+5.6404e-05i,0.0010282-0.00042338i,-0.00011395+0.00023152i,3.0523e-05+0.00057578i,0.00061492-0.0002292i,0.00055792+8.3885e-05i,0.00024769+0.00052252i,-5.1624e-05-0.00010906i,-0.00049571-0.00028967i,-0.00056137+0.00020569i,-0.00012317-0.00028666i,-0.00027551-0.00077351i,0.00039189-0.00036074i,0.00052986+0.00011653i,-0.00051712+0.00030811i,-0.00019613+0.00030491i
-0.0014152+0.00024959i,-0.0017324+0.00025284i,-0.0019074-0.000559i,-0.00064937-0.0012547i,0.00062447-0.0011782i,0.0018648-0.0012541i,0.0023105-0.00071238i,0.0018863+0.00024025i,0.0010375+0.00022432i,0.00060584-0.00077405i,0.00096449-0.00088848i,0.0012828-0.00046142i,0.0012471-5.3566e-05i,0.00043936+3.6104e-05i,-0.00042887+0.0002326i,4.9929e-05+0.00036076i,0.00051294-9.7833e-05i,0.00054277-0.00061059i,8.7009e-05-0.00054098i,-0.00020583+3.8306e-05i,-4.7741e-05+0.00053472i,0.00040494+0.00018904i,0.00038594-0.00095547i
0.0020648+0.0014536i,0.0022252-0.00024756i,0.0031549-0.001247i,0.0041337-0.0020923i,0.0044048-0.0028166i,0.0018302-0.0021823i,0.00016845-0.00058637i,0.001505+0.00030069i,0.0023385+0.00014238i,0.0016533-0.00062432i,0.00075779-0.00062504i,2.1614e-05+0.00023992i,8.7874e-05+0.00082588i,0.00054564+0.00077161i,0.00031131+0.00017049i,3.3286e-05-0.00071379i,0.00020989-0.00067722i,0.00040625-0.00033443i,-0.0003379-0.00031361i,-0.00054798-0.00040331i,6.5624e-05-0.00093919i,-0.00040862-0.00048302i,-0.0012346+0.00030451i
-0.00049601+0.0011937i,-0.00088124-0.00059031i,-0.00030401-0.00098192i,0.00015463-0.0022711i,0.00074099-0.003778i,0.0005259-0.0031576i,0.00028888-0.0014792i,0.0002843-0.00046518i,5.4344e-05+0.00024508i,0.00042003+0.00063969i,0.00013587+0.00089418i,-0.00010658+0.00058294i,0.00075301+0.0002801i,0.00069374+0.00053245i,0.0002923+9.6532e-06i,0.00031766-0.00019896i,-0.00026675+0.00033352i,-0.00048973+4.9151e-05i,-0.00053455-0.00087846i,-0.00087129-0.0014259i,-0.00057232-0.00069565i,-0.00033669+0.00073669i,-0.0006815+0.0011249i
-0.00066502-0.00046075i,-0.00079293+0.001578i,-0.00064926+0.0021247i,0.00093871+0.0014905i,0.0027938+0.00093574i,0.0023755+0.00086557i,0.0011717+0.00030744i,0.00078033+0.00025683i,0.00096441+0.00090194i,0.001352+0.00095967i,0.0010606+0.00078057i,-0.00036853+0.00057699i,-0.00063057+0.00032249i,0.00029755+0.00015255i,0.00072982+2.9811e-05i,0.00037389-0.00037084i,-0.00022303+3.7595e-05i,-0.00078081-3.2881e-05i,-0.00028409-0.00062942i,0.00065601-0.00020349i,0.00091554-0.00020974i,0.00035106-0.0013174i,-0.000294-0.001297i
-0.00054165+0.002378i,0.00031554+0.0014541i,0.0019647+0.00060248i,0.0030671-0.00088685i,0.0028887-0.002255i,0.0018343-0.0023638i,0.0012569-0.0011342i,0.0015263-0.00052145i,0.001733-0.00022027i,0.0015512+0.00012541i,0.0012904+0.00079972i,0.00073212+0.0013727i,-5.2581e-05+0.00046928i,-0.00034916-0.00038477i,0.00027981-0.00026413i,0.00071019-5.1255e-05i,0.00046587-0.00056826i,-8.8315e-05-0.0010334i,-0.00037735-0.0011157i,8.0614e-05-0.00042369i,4.4925e-05+0.00017175i,-2.0891e-05+0.00014806i,-9.4571e-05+0.0001698i
-0.0018043+0.0012603i,-0.00087424+0.0011397i,-0.00018127+0.0010194i,0.0013901+0.00024674i,0.0016441-0.00099122i,0.0011916-0.00093977i,0.00090211+0.00020232i,0.0011317+0.00032978i,0.001953-0.00030416i,0.0016413-0.00092184i,0.00085736-0.0001437i,0.0010046+0.00081349i,0.001184+0.0004476i,0.00072457+0.00022035i,0.00041347+9.4982e-05i,0.00024012-0.00023045i,7.7677e-05-0.00043017i,0.00011214-0.0004439i,3.936e-05-0.00076889i,0.00053243-0.00070442i,0.00082545+6.5966e-05i,0.00044525+0.00021468i,0.00023673-0.0001066i
-0.00070037-0.00037768i,0.00053611+2.5396e-05i,0.002127-0.00051739i,0.003034-0.0018283i,0.0026249-0.0025006i,0.0016303-0.0019011i,0.00071456-0.00064538i,0.00091207+5.1112e-05i,0.0015319+0.00018732i,0.0016858+0.00036936i,0.0015227+0.0004457i,0.00069966+0.00032542i,0.00067869+4.7396e-05i,0.0017774-8.3791e-05i,0.0014542-0.00020109i,0.00055021-4.0172e-05i,0.00079144-5.0665e-05i,0.0011087+0.00018221i,0.0009371+0.00020256i,0.00053074-8.6607e-05i,-0.00018315+0.0002229i,-0.00094398+0.00068638i,-0.0011802+0.00025759i
-0.0017904+0.00014044i,-0.0018661+0.00034842i,-0.00065951+0.00052688i,0.00076752+0.00020179i,0.0017784-0.00053547i,0.0013459-0.00092836i,0.0010632-0.000867i,0.0016321-0.00088565i,0.0012549-0.0011936i,0.00045646-0.00083168i,0.0003651+0.00015564i,0.00040871+0.00065246i,0.0001434+0.00065309i,0.00028854+5.4192e-05i,0.00089127-0.00053743i,0.00099137-0.00099836i,-0.00027661-0.001062i,-0.0011317-0.00029159i,-0.00071102+0.00011583i,-0.00016074-7.335e-05i,0.00080217-0.00025072i,0.0014295+0.00038382i,0.00071447+0.0012595i
0.00023293+4.9245e-05i,0.00018305-0.00044996i,0.0018922-0.00048845i,0.0033882-0.0021151i,0.0031764-0.0036632i,0.002846-0.0033528i,0.0016492-0.0015442i,0.0015467+0.00016018i,0.0020158+0.00017083i,0.0013401-0.00014673i,0.00053193+0.00025183i,-5.2045e-05+0.00028045i,-0.00027061-0.0007895i,-0.00022144-0.00109i,0.00063221-7.8078e-05i,0.00096628-0.000186i,0.00066396-0.00032762i,0.00063364+4.6105e-05i,0.0001738-0.00050588i,-0.00064104-0.00042451i,-0.00041399+0.00011582i,0.00024812+0.00042898i,0.0010132+0.00019305i
-0.0016898-0.0013127i,-0.0016156-0.00070989i,-0.0013784-0.0017818i,-0.00094255-0.0021514i,0.00020908-0.0012412i,0.00078883-0.00056581i,0.0010705+3.0511e-05i,0.0016463+0.00049393i,0.0012491+0.0011903i,0.0011015+0.00094014i,0.0017541-0.00018373i,0.0017119-0.00020928i,0.0012711+0.0005088i,0.0010334+3.2798e-05i,0.00082419-0.0004962i,0.00042824-0.0011209i,-0.00029372-0.0012548i,-0.00091798-0.00022452i,-0.00038906+0.00093912i,0.00037382+0.0013606i,0.0012062+0.00030267i,0.00098924-0.00019701i,0.00024501-0.00037688i
-0.0010968-0.00093459i,-3.7125e-05-0.00032778i,-0.00036675-0.00065121i,0.00067751-0.00081977i,0.0011566-0.00025299i,9.5397e-05+0.00045512i,-0.00016266+0.0010604i,0.000662+0.00047607i,0.0018033-5.553e-05i,0.001875+0.00031206i,0.00028722+0.00059441i,-0.0012817+0.00082689i,-0.001462+0.00072223i,-0.00054597+0.00036046i,0.00019281+0.00023733i,0.0002211+0.00030995i,0.00018209-9.3834e-05i,-0.00028554-0.00037904i,-0.00021686-0.00037455i,0.00027888-0.00032314i,-0.00030123+0.00053875i,-0.00052642+0.0013952i,-0.00010336+0.000374i
0.002504+0.00012407i,0.0020756+0.00017072i,0.002261-0.0020374i,0.0022963-0.0046309i,0.0015336-0.0045908i,0.00026542-0.0021015i,-0.00027896-0.00054898i,0.00024545-9.0811e-05i,0.00066006-0.00064245i,0.00070508-0.00085029i,0.00050817-6.0039e-05i,0.00084549+0.00058877i,0.00072419+0.001422i,0.00028684+0.0012275i,0.00066007+0.00024582i,-0.00012546+0.00032035i,-0.00041729+0.00037388i,0.00085105+0.00026217i,0.0011983+0.00018104i,0.00088044+1.7436e-05i,0.00088269+1.9951e-05i,0.00070333+0.00022924i,9.9711e-05+0.00033187i
0.0011333-0.00095244i,0.00052159-8.1048e-06i,0.0013728-0.00044821i,0.0021504-0.0012634i,0.0021203-0.0023671i,0.0012729-0.0017215i,0.00067435+0.00046517i,0.0014076+0.00093974i,0.0020995+0.00016234i,0.0014753-8.6473e-05i,0.00097669+0.00047739i,0.0011407+0.00086214i,0.00081112+0.00068015i,0.00029741+0.00047329i,0.00028823+2.663e-05i,0.00050561-0.00089593i,0.00084863-0.0015082i,0.00044429-0.0011781i,-6.3104e-05+5.1273e-05i,-0.00032507+0.0012189i,-0.00025919+0.001086i,0.00035918+0.0007787i,0.0003763+0.0007057i
-0.00065488-0.00064893i,-0.00057228+0.00072956i,0.0009842+0.0010204i,0.0041333+6.8698e-05i,0.0047917-0.001565i,0.0027913-0.0027665i,0.0025014-0.0020469i,0.0033709+5.152e-05i,0.0021754+0.0014235i,0.0016521+0.0017761i,0.0018872+0.0015655i,0.0013117+0.00055652i,0.00052421-0.00056771i,0.0002646-0.0010393i,0.00041249-0.001114i,0.00039189-0.0010847i,0.00022902-0.00065936i,0.00026729-0.00028182i,-0.00015601-0.00017043i,-0.0007948+0.00021772i,-0.00046881+0.00043782i,0.00028885+0.00054783i,0.00062024+6.8016e-05i
0.0021784-0.00082519i,0.0012763-0.0013263i,0.0011838-0.0016337i,0.0014789-0.0021903i,0.0009918-0.0026444i,-0.00055488-0.0021066i,-0.00031239-0.0011109i,0.0010767+0.00026892i,0.0018134+0.00069674i,0.0012921-0.00027707i,0.0010296-0.00037934i,0.00079007+0.00066267i,0.00051705+0.0012797i,0.0007681+0.00057203i,0.0014477-0.00070213i,0.0023831-0.00034821i,0.00094315-0.00013017i,-0.00087255-0.00065051i,-0.0004495-0.00073367i,-8.2915e-05-6.8786e-05i,-0.00082257+0.00018855i,-3.4319e-05-0.00039247i,0.00089665-0.00033034i
-0.00049785-8.9611e-05i,-0.00056055+0.00061813i,0.00088739-0.00024454i,0.0011702-0.00073407i,0.00089354-0.001155i,0.00059777-0.0010704i,0.00066021-0.0003636i,0.001312-0.00013363i,0.0022658+0.0003045i,0.0021053+0.0014911i,0.00092128+0.001644i,0.00057661+0.00075678i,0.001041+0.00010056i,0.0010524-0.00027688i,0.0006208-0.00013397i,0.00066812+8.9678e-05i,6.1471e-06-0.00058502i,-0.00078546-0.00029994i,-0.00093551+0.00043086i,-0.00071969+0.00015749i,-0.00062697-0.00014862i,-5.4946e-05+3.6589e-05i,0.00024459+0.0005428i
0.00075441-0.0013614i,0.00035488-0.0019697i,0.00052769-0.0034201i,0.0013575-0.0035602i,0.0012062-0.0032323i,0.00068698-0.0020513i,0.001398+0.00029298i,0.0026747+0.0010813i,0.0020599+0.00046388i,0.00026625-0.00013438i,0.00018551+4.5849e-05i,0.00074129+0.00095096i,0.00042787+0.0014572i,0.00011341+0.00090077i,0.00041145-0.0005336i,0.00066623-0.00045195i,-9.4826e-05-0.00050477i,-0.00020241-1.7104e-05i,0.00034397+0.00052459i,0.00054373+5.9414e-05i,0.00052158+8.1851e-05i,4.529e-05+0.0002818i,-0.00011673-6.5528e-05i
0.0002559+0.0012374i,0.00085887+0.00013004i,0.0020472-0.00038156i,0.0033621-0.00096769i,0.0027916-0.0012466i,0.00074335-0.0015366i,-0.00028952-0.0012531i,4.6724e-05-0.00059476i,0.00073653-0.00042317i,0.0011772-0.00041812i,0.0010548-0.00027371i,0.00030296-0.00026074i,-0.00018498+0.00057742i,-0.00017029+0.0015294i,-0.00036311+0.0011476i,0.00024739+0.00015041i,0.00069702-7.1332e-05i,0.00060539+0.00015588i,0.00074531-0.00024443i,0.00050265-0.00024572i,0.00044443+0.00062052i,0.0004113+0.00052149i,0.00041267+0.0002i
