-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
-0.00063947+0.00088794i,0.00036109+0.0012146i,0.00087451+0.0014049i,0.00075984+0.00084465i,0.00042378+0.00028433i,-4.2943e-05+0.00010423i,-0.00035771+0.00054099i,-0.00033809+0.00089604i,-0.00062037+0.0010952i,-0.0005495+0.0003956i,-0.0001889-0.00039926i,-0.00032151+0.00019792i,-0.00011482+0.00043825i,-6.4425e-05+0.00028975i,-0.00045858+0.00020778i,-0.00048393+7.7633e-05i,-0.00076405-0.00059766i,-0.00086358-0.00049266i,-0.00067599-0.00022226i,-0.00019746-0.0007074i,0.00053718+1.3328e-05i,0.00036067+0.00035825i,-3.9471e-05-0.00014985i
3.105e-05-0.00024577i,0.00024492-5.0836e-05i,0.0010779-0.00028857i,0.0019883-0.0016803i,0.0016541-0.0026288i,0.00050727-0.0025035i,-0.0001819-0.0016066i,-0.00054105-0.0008488i,-0.0003959-0.00030399i,0.00040484+0.00022064i,0.00064135+0.00025446i,-0.00011425-4.1975e-05i,-0.00057722+0.00010584i,-0.00028349+0.00015784i,8.4408e-05-0.00011764i,0.00058549-0.00023759i,0.00073801-0.00010747i,0.0010572-0.00023775i,0.00071086+0.00035188i,-0.00013587-5.7782e-05i,1.537e-05-0.00080506i,0.00033461+0.00020253i,-0.00018439+0.0006906i
-0.0011306+2.7699e-05i,-0.00035634-0.00013102i,-0.00026179-0.00056956i,0.00013338+0.00049774i,-0.00020582+0.00092042i,-0.00096566+0.00019203i,-0.00053766-0.00054131i,0.00025222-0.00092242i,0.00024887-0.0011256i,-0.00065229-0.0010367i,-0.00024386-0.0004835i,0.00054711-0.0002169i,0.00034306-0.0004237i,-0.00011212+0.00017819i,-0.00047107+0.00024379i,-0.000459-0.00039465i,-0.00015867-0.0002826i,-0.00028629-8.9349e-05i,-0.00087209+2.61e-05i,-0.0013068-0.00054841i,-0.00096196-0.00059338i,0.00026891+0.00020534i,0.00092003+0.00054676i
0.00079601-0.0018005i,0.00050126-0.0012476i,-1.397e-05-0.00031744i,3.2903e-05-0.0010792i,-0.00041545-0.0014925i,-0.00035011-0.00096286i,-0.00042911-0.001435i,-0.00070082-0.0021578i,-0.000679-0.0011204i,-0.00091499+0.00035648i,-0.00036317+0.00026119i,5.4592e-05+0.00020888i,-0.00033111+0.00037358i,0.00022941-0.00015673i,0.00058629-0.0005112i,0.00043762-0.00013718i,0.00025235-0.00059712i,0.0005411-0.0011487i,0.0010792-0.00053186i,0.0010698+0.00013638i,0.00062402+0.00026518i,0.00047759-0.00042912i,-2.7648e-05-0.00065888i
-0.00049022+0.0012153i,7.7599e-05+0.00049026i,0.00033195-0.00084456i,-0.00015473-0.002607i,-0.00028661-0.0032684i,-0.00020898-0.0024305i,-0.00016146-0.0013197i,-0.00047301-0.00081163i,-0.00096472-0.00047779i,-0.00046629-0.00051116i,-0.00046249-0.0005582i,-0.00055519-9.9132e-05i,-0.00038834-0.00019274i,9.5594e-06-0.00037855i,0.00013167+0.00036616i,-0.0002646+0.00074509i,-0.0001318+0.00039098i,-0.00011498+0.00019739i,-0.00077024+8.7858e-05i,-0.00067779+6.0009e-05i,0.00027195+0.00014262i,0.00041038+0.00051581i,0.00034395+0.00050206i
-8.1898e-05-0.0010641i,-0.00055776-0.0010856i,-0.00035907-0.0018921i,-7.1231e-05-0.0016747i,-0.00046507-0.0010748i,-0.00066839-0.00037224i,-0.0010336+0.00022809i,-0.0014313+6.15e-05i,-0.0011424-0.00057418i,-0.00097283-0.00030007i,-0.00096018+0.00026165i,-0.0007523+0.0005025i,2.9587e-05+0.00071739i,0.00018028+0.00063021i,-9.7779e-05+7.4647e-05i,0.00013474-0.00026044i,0.00014094+0.00010024i,0.00044414-0.00029584i,0.00093188-0.0004089i,0.00041445+0.00035865i,-6.37e-05+0.0003884i,-0.00083885+0.00037266i,-0.0012667+0.00067144i
0.00096193+0.00020646i,0.0028218-0.00077954i,0.0029801-0.0021912i,0.0016057-0.0030572i,-0.00016509-0.0033935i,-0.00085193-0.002291i,-0.00048874-0.0011187i,0.00033455-0.0014784i,0.00074704-0.001085i,-0.00016255-0.00067573i,-0.00054972-0.00053059i,0.00021132+6.252e-05i,0.00082135+0.00059241i,0.00043891+0.00057227i,0.0001728+0.00039205i,0.00046269+0.00034692i,0.00016962-0.00030387i,-0.0008217-0.00099541i,-0.001044-0.0010728i,-0.00044455-0.0004849i,0.00075166-0.00024479i,0.0006108-0.00042593i,-0.00040816-0.00049356i
5.1684e-05+0.00076254i,-0.0001309+0.0014083i,0.00070828+0.0010922i,0.001104-0.00040607i,-4.5353e-05-0.0017591i,-0.0010878-0.0015948i,-0.001028-0.0011287i,0.00024376-0.0011914i,0.00053849-0.00087038i,-0.00026486-0.00018293i,-7.7037e-05+5.1846e-05i,0.00016514+0.00041821i,-0.00022927+0.00013852i,-1.2762e-05-0.00038537i,0.00052876-0.00039535i,0.00044941-0.00056216i,0.00018978-0.00062474i,0.00023982+0.0001145i,0.00029657+0.0006317i,0.00046984-5.7586e-05i,0.00011948-0.00032861i,-0.00034386-6.767e-05i,-0.00037116+0.00024401i
0.00061441+0.0013096i,0.0015642+0.0012124i,0.003007+0.00045941i,0.002759-0.0010931i,0.0012904-0.0018886i,0.00048246-0.0018514i,-0.00012786-0.0018223i,-0.00016768-0.0014371i,-0.00010784-0.00041971i,-0.00010744-0.00055462i,0.00027241-0.00025117i,2.602e-05-0.00029421i,5.6411e-05-0.00082888i,0.00069611-0.0002551i,0.00060174-0.00022521i,0.00023962-0.00067043i,-0.00060285-0.00074384i,-0.00097692-0.00062814i,0.00011205-0.00061937i,0.00035111+7.0267e-05i,-0.00015584+0.00057902i,-0.00013798+0.00030275i,-0.00053414-3.263e-05i
7.0223e-05+0.0014476i,-0.00017258+0.0015272i,0.00068488+0.00073478i,0.00147-0.0013657i,0.00099158-0.0026746i,-0.00011388-0.0021448i,-0.00034442-0.00062585i,-0.00068694+0.00033678i,-0.00082321+0.00042919i,-0.00058783+0.00018466i,-0.00013127+6.6669e-05i,0.00012175+0.00022901i,0.00030726-6.1879e-05i,0.00013803-0.00084123i,4.8848e-05-0.0012517i,0.00044563-0.00083419i,0.00021997-0.00042418i,-8.7839e-05-4.0562e-05i,0.0004895+0.00045658i,0.00022749+0.00025218i,-0.00068556+3.4841e-05i,-0.00042813-0.00013291i,0.00018105-0.0002192i
0.0017737+0.00038597i,0.0013131+5.3428e-05i,0.0016963+0.00018515i,0.0017987+0.00017516i,0.0010535-0.0010274i,-0.00042022-0.0012393i,-0.0012608-0.00071449i,-0.00048761-0.00074773i,3.3288e-05-0.00088204i,0.00016812-0.00046336i,0.00063036-1.1056e-05i,-0.00044021+0.0001204i,-0.00086757+0.00025787i,-0.00014727+0.00036869i,-0.00043712+4.3838e-05i,-0.00040643+7.8242e-05i,0.00046102+0.00036579i,0.00062702-3.538e-05i,-0.00013864-6.6748e-05i,-0.00053706+4.2146e-05i,-8.419e-05-1.5159e-05i,0.00052438+0.00027644i,0.00062388+0.00044617i
-0.0008147-0.0011149i,-0.00023747-0.0003882i,0.00027493+0.00045409i,0.0006169-0.0002792i,0.00047441-0.00077644i,0.00058101-0.00099833i,0.00062967-0.0010313i,0.0004994-0.00015761i,-0.00011585+0.00080266i,8.5647e-05+0.001522i,0.00090887+0.001203i,0.0010502+0.000252i,0.00097982+0.00014225i,0.00071402-6.6162e-05i,4.2427e-05+2.1809e-05i,-0.00058686+0.00041374i,-0.00045312+0.00022588i,-0.0003017+0.00032766i,-0.00038257+0.00046121i,-0.00041631+0.00018958i,8.8094e-05+0.00051361i,0.00042315+0.00039037i,0.00017212+0.00038919i
-0.00037153-0.00015144i,0.00028897+0.00068779i,0.00056869+0.00079109i,0.00072883-0.0011107i,0.0008883-0.0028499i,0.00022326-0.0022645i,-0.00067773-0.0015478i,-0.0014803-0.0018411i,-0.0014579-0.0015872i,-0.00018073-0.00055477i,0.00040711-0.00032181i,-7.6487e-05-0.00062305i,0.00014465-0.00094793i,0.00018389-0.00098834i,1.5583e-05-0.00037435i,0.00061937-3.2556e-05i,0.00123-4.1297e-05i,0.00038405+0.00051856i,1.9945e-05+0.00058995i,-0.00013847-0.0006852i,0.00012583-0.0015733i,0.00058425-0.001408i,-0.00019055-0.00060244i
0.00048131-0.001061i,3.4721e-05-0.00056187i,-0.00019392-0.0012678i,-0.00011951-0.0020463i,-0.00081578-0.0015199i,-0.00032854-0.00072426i,-3.7155e-05-0.00074912i,-0.00024485-0.0013685i,0.00014055-0.0013751i,0.00027238-0.00034384i,0.00013713+0.00027901i,0.00045361+0.00018139i,0.00054663+2.4895e-05i,0.000348+0.00010568i,0.00041399-0.00044479i,0.00013293-0.0010094i,-0.00019473-0.00063837i,-0.00040567-9.6008e-05i,-0.0010887-0.00036156i,-0.0012584-0.00094167i,-0.00079258-0.00047155i,-0.00011034-6.5186e-05i,0.00051583+0.00047928i
0.0010645+8.6424e-05i,0.00063871+0.00038658i,0.0010301-0.00063145i,0.00046611-0.0013237i,-0.00044063-0.0009102i,-0.00075042-0.00044829i,-0.00084134+0.00028479i,-0.00054822+0.0004351i,0.00028525-0.00059553i,0.00017773-0.00077319i,-0.0010372-0.00084549i,-0.00152-0.00080147i,-0.00073963-0.00055602i,-0.00025527-0.00084761i,-9.6714e-05-0.0008776i,0.00041674-0.00048547i,0.00053501-0.00061676i,-5.0285e-05-0.0008858i,-0.0003635-0.00033346i,-0.00014407+0.00034861i,0.00026508-3.8174e-05i,0.0005594-4.8191e-05i,0.00014778+0.00057611i
0.00043134+5.5914e-05i,-8.007e-05-0.0012067i,0.00046842-0.0028717i,0.0002711-0.0039818i,-0.00099118-0.0042731i,-0.0019686-0.0024046i,-0.0018465-0.00059828i,-0.00095497-0.00049763i,2.0881e-05-0.00070073i,0.00022928-0.0010195i,-0.00062935-0.0010326i,-0.00039636-0.00042499i,0.00030243-0.00042477i,0.00043495-0.00062981i,0.0012785-0.00073957i,0.0011235-0.00092917i,0.00010022-0.00020953i,-0.00039737+0.00069381i,-0.00040287+0.00068986i,-0.0004262-0.00012553i,-0.00035599-6.1344e-05i,-0.00026007+0.00020931i,-0.00051937-0.00014646i
-0.0015398-0.0018627i,-0.001228-0.00139i,-0.0014432-0.00044261i,-0.00082993+0.00011387i,-0.00016052-0.00062998i,-0.00047427-0.0011972i,-0.00083219-0.0011656i,-0.0018103-0.00090224i,-0.0021705-0.00046205i,-0.00069951+8.5198e-05i,0.00029023+4.1759e-06i,0.00051809-0.00020842i,0.00024274-0.00083521i,-0.00055903-0.00032664i,-0.0009889-6.413e-05i,-0.00090346-0.00051024i,0.00019974-0.00074053i,0.0010721-6.3811e-05i,0.00034455+0.00024301i,-0.00061242+0.00032237i,-0.00053114+0.00060168i,0.00037856+0.00067267i,0.00043072+0.00098216i
-0.000219-0.00032765i,0.00012321-0.00066274i,0.0013278-0.0020314i,0.0016415-0.002408i,0.0006185-0.0017628i,-0.00032911-0.0010195i,-0.00084965-0.00077978i,-0.0010486-0.0014873i,-0.00076791-0.0014154i,0.00023053-0.00085671i,0.0010468-0.00072464i,0.00060156-0.00039441i,-0.00033043+0.00026856i,-0.00021212+0.00075583i,0.00057748-0.00019066i,5.0777e-05-0.00078704i,-0.00068254-0.00056407i,-0.00047363-0.00078873i,-0.00030108-0.00093869i,8.617e-05-0.00044045i,1.6293e-05+0.00019478i,-3.1511e-05-0.00012715i,-0.00032527-0.00083871i
0.00010056-0.00013631i,-0.00044004+0.00048132i,-8.8062e-05+0.00049745i,0.00052212+0.0001142i,-0.00010997+0.00018098i,-0.0011515-0.0002496i,-0.00073321+0.00041448i,0.00094804+0.001229i,0.00094981+0.00035423i,0.00018569-0.00082268i,0.00027473-0.00094241i,0.00026315-0.00019517i,0.00024185+0.00015365i,0.00066474+0.0004003i,0.00094158+0.00027962i,0.00026422-0.00025686i,-0.00063457-0.0004987i,-0.0005675-1.7609e-05i,-9.8101e-06+0.00045576i,0.0002227+0.00060502i,-0.00038938+0.0008478i,-0.00079059+0.00086519i,-0.00029296+0.00021996i
0.0011941-0.0018493i,0.0017534-0.0026473i,0.0014513-0.0026892i,0.00068617-0.003677i,-6.5301e-05-0.0038591i,-0.00037419-0.0016476i,-0.00048512-0.00019144i,0.00019665-0.00032239i,0.00058232-0.00059625i,0.00010892-0.0009652i,8.6266e-05-0.00090531i,9.7261e-05-4.7218e-05i,2.7496e-05+4.7072e-05i,0.00016575-1.9537e-05i,-8.4613e-05+0.0001425i,-0.00068128+0.00010371i,-0.00091895+0.00032059i,-0.00020417+0.00043114i,0.00012178+1.2858e-05i,-0.00011766-5.0071e-05i,-0.00019796+4.5351e-05i,-0.00017957-5.3292e-05i,5.8069e-05-0.00012058i
-0.0019518+0.00080351i,-0.0010742+0.0014452i,0.00032557+0.0010674i,0.0017322+0.00073895i,0.0026009+0.00090583i,0.0013778+0.00068281i,0.00050013+0.00016748i,3.7246e-05-0.00015864i,-0.00061284-0.00028631i,-0.00049057-0.00035405i,0.00015586-9.7375e-05i,-3.2e-05+0.00034877i,-0.00030766+0.00044969i,-0.00063905+0.00073736i,-0.00057553+0.00098343i,0.00075943+0.00083144i,0.0012118+0.00032194i,0.00062385+5.8464e-05i,-0.00041568+0.00026952i,-0.0012853-0.00023194i,-0.0013244-0.00073737i,-0.00032712-0.00076421i,0.00010623-0.00038733i
0.00054365-0.00033391i,0.00072365+0.0011305i,0.00068271+0.00088418i,0.00055127-0.0014584i,-0.00023785-0.0029976i,-0.00058139-0.0029115i,-0.00035899-0.0021411i,-0.00019279-0.0018223i,-0.00014941-0.0015533i,-4.1468e-05-0.00070329i,-0.00028666-0.00020266i,-0.00095968+0.00043382i,-0.00094097+0.0010275i,-0.00017515+0.00060556i,-0.00013953+0.00081628i,-5.5232e-05+0.00074018i,0.00087542+0.00021515i,0.00054524-1.9832e-05i,-0.00068845-4.9963e-05i,-0.0008058-0.0006293i,-0.00016413-0.00090326i,2.1027e-05-0.00056802i,0.0006101-0.00031761i
-0.00038715-0.0018826i,0.00060261-0.00010058i,-1.0302e-05+0.00046097i,0.00015974+0.00029808i,0.00019762+0.00059897i,1.5442e-05+7.435e-05i,-9.0608e-07-0.00035322i,-7.9051e-06-0.00047593i,-0.00014425-0.00065463i,-7.5093e-05-0.00028783i,0.00042821+0.00016343i,0.00051944+6.7083e-05i,0.00026369-0.00079704i,0.00023918-0.00072141i,0.00056727-0.00055302i,0.00065371-0.00063158i,0.00024532-3.6213e-05i,-0.00018987-0.00049492i,1.7639e-06-0.0010316i,-0.00031984+2.8389e-05i,-0.00040746+0.00058908i,1.9959e-07+0.00081264i,-0.00027322+0.0013153i
-0.00033298+0.00087068i,0.0001387+0.0009488i,0.00080628+0.00025176i,0.0013191-0.00079119i,0.00063833-0.0015434i,-0.0002549-0.001944i,-0.00071867-0.0019256i,-0.0011487-0.0016183i,-0.00060942-0.00055261i,0.00035078-2.0252e-05i,-0.00018969-0.00069373i,-0.00030076-0.0010946i,9.746e-05+0.0001348i,-0.0002019-0.00017584i,0.00010063-0.0013529i,0.00053514-0.00095199i,-0.00010491-0.00014882i,-0.00079783+0.00051714i,-0.0011914+0.0010584i,-0.0006275+0.0007303i,0.00010032+0.00079196i,-0.0004483+0.0009966i,-0.00021762-0.00027558i
-0.00050091-0.0011808i,-0.00023041-0.00063826i,0.00076124-0.00086887i,0.0013447-0.0012481i,0.0013543+6.3479e-07i,0.00084501+0.0012518i,0.00030959+9.312e-05i,-4.9208e-05-0.0012417i,0.00017427-0.0014839i,6.7877e-07-0.0010428i,-0.00034188-0.00023052i,-0.00067104+0.00018108i,-0.00065725+0.00066766i,-0.00041075+0.0011985i,-0.00039902-2.0311e-05i,-1.521e-05-0.0011592i,-0.00014696-0.00075795i,-0.00032685-0.00033073i,-0.00057339-6.893e-05i,-0.00050198+0.0002734i,0.0001144+0.00019243i,5.3261e-06-5.9763e-05i,-0.0001834-0.00049385i
-0.00054689-0.00052322i,-0.00014311-0.00080328i,-0.0001068-0.00096411i,-0.0002618-0.0010855i,-0.0012721-0.0012848i,-0.0017257-0.0011162i,-0.00069414-0.00089367i,-0.00048227-0.00028384i,-0.0007833-0.00018429i,-0.00050043-0.00044653i,-0.00021857-0.00084112i,4.0919e-06-0.00055492i,0.00014665+0.00022555i,0.00034271-0.00014551i,0.00065494-0.00021111i,-1.7505e-05+0.00051312i,-0.00063482+5.2272e-05i,-0.00074448-0.00051874i,-0.00048089-0.00014458i,3.2882e-05+0.00053052i,0.00017262+0.00081329i,-0.00015894+0.00084015i,0.00021001+0.00069828i
-0.00096063+0.00047904i,-0.00077876+0.00048882i,-0.0002932+0.00075892i,0.00032743+0.00033278i,0.0011081-0.00049589i,0.00042067-0.0006905i,-0.00022542-0.0011704i,-0.00070581-0.0010658i,-0.00088199-0.00067333i,-0.0002067-3.8553e-05i,-5.839e-05+0.0001101i,-2.5129e-05-0.0007942i,-7.0557e-06-0.00031709i,-0.00022942+0.00041541i,-7.538e-05+0.00043203i,0.00026745+0.00049025i,0.00031237+1.5213e-05i,0.0010545-0.00039762i,0.00081083-0.00089822i,0.00036698-0.0010841i,0.00046895+1.8504e-06i,0.0002172+0.00066293i,-0.00036644-6.8467e-05i
-0.00040326+0.0013071i,0.00038934+0.001373i,0.0010016+0.00043379i,0.0012214-0.00025681i,-0.00018801-0.00055923i,-0.00086346-0.00094496i,-0.0012227-0.0014673i,-0.0019899-0.00062797i,-0.0013709+0.0010215i,-0.00046239+0.00095829i,-0.00048764+0.00037985i,-0.00044497+0.0001192i,-0.00013996-0.00021607i,-9.8137e-05+0.00010445i,8.1125e-05-0.00039302i,0.00080264-0.00082072i,0.00052703+1.6668e-05i,-0.00043133+0.00025103i,-0.0008646-0.00018109i,-0.00053524-0.0006112i,-0.00035632-0.00015677i,-0.0002288+0.00068372i,0.00055129+0.00019437i
-0.00144-0.0013281i,-0.00075208-0.00054216i,-0.00037185-0.00030201i,-0.00049222-0.00069121i,0.00032352-0.0011599i,0.00096205-0.00045684i,0.00080067+0.00055885i,0.00057018-2.742e-05i,0.00032243-0.00091402i,0.00016016-0.0010033i,-8.9698e-05-0.00048854i,-0.00044723-0.00029781i,-0.00043487-0.00086075i,0.00017756-0.00063633i,0.00049257+0.00010695i,0.00040784+4.4861e-05i,-0.00014739-4.1385e-05i,-0.00071529+3.0386e-05i,-0.00035479-0.00072437i,0.00028169-0.001514i,0.00031426-0.0008911i,0.00012044-0.00030764i,0.00034636-0.00044193i
0.00092556-2.1135e-05i,0.0016816-0.0001565i,0.0021264-0.00088921i,0.00062425-0.0026852i,-0.00043934-0.0032142i,-0.00072277-0.0019952i,-0.0004475-0.00099661i,-0.0003601-0.00087741i,-0.00073819-0.0010298i,-0.0012438-0.00085177i,-0.00058541-0.00063591i,0.00019994-0.00018905i,-6.4425e-05+0.00044073i,-0.00046412+0.00032166i,-0.00079233-0.00045363i,-0.00021052-0.00092908i,0.00042752-0.00094559i,0.00063887-0.00036919i,0.00045467+0.00073546i,0.00024255+0.00056487i,0.00012382-0.00032013i,0.00044623-0.00010974i,-0.00018446+0.00026293i
0.00083733+0.00056068i,0.0005557+0.0011287i,0.001174+0.00062497i,0.00080831-0.0010911i,-0.00039722-0.0024569i,-0.00057098-0.0020007i,-0.00017905-0.0006237i,-0.00012565-0.00016806i,0.00013212-0.00053064i,0.0012494-0.001229i,0.0016696-0.0011987i,0.0007495-0.0011214i,0.00041386-0.00091258i,0.00029753-0.00021637i,0.00026429+0.00014681i,0.00031618+0.00011723i,-0.00023114+0.00021221i,-0.0008595+0.00018705i,-0.00076312-0.00014238i,-0.0005281-0.00026706i,2.3632e-05+0.00050975i,0.00011154+0.00095823i,0.00041425-0.00023722i
0.00088497+5.5024e-05i,0.00088008-0.0003053i,0.0010541-0.00080522i,0.0011968-0.0022229i,0.0003997-0.0026436i,-0.00038332-0.0017791i,-0.0008874-0.001347i,-0.0010091-0.00085536i,-0.00051203-0.00045994i,0.0002011-0.00033936i,0.00034182-0.00019027i,0.00038052-0.00019952i,0.00076702-0.00020272i,0.00063562-0.00014591i,0.00016035-0.00031121i,-0.00039167-0.00053319i,-0.00059215-7.8497e-05i,-4.5529e-07+0.00021565i,0.0013671-0.00029233i,0.0013482-0.00070093i,0.00028981+7.3095e-05i,-0.00022741+0.00046925i,-0.00052923-0.00032699i
-0.00017472-0.0022903i,-0.00013432-0.0020789i,-0.00051445-0.0026086i,-0.00027033-0.002965i,-0.00019977-0.0024226i,-0.0011107-0.0012855i,-0.0014599-0.00069892i,-0.00087987-0.00046458i,0.00021549+0.00014261i,7.1653e-05+0.00026674i,8.2263e-05-0.00042298i,0.00055462-0.00042868i,-6.3551e-06-0.00023739i,-0.00012339-0.00044579i,0.00021803-0.00079417i,-5.2776e-05-0.00073877i,-0.00024847-0.00065851i,-9.7657e-05+8.5344e-05i,-0.00020056+0.00062712i,0.00027348+0.00061901i,0.00053019+0.0005358i,-2.8872e-06+0.00041939i,-0.0004058+0.00011907i
-0.00017965+0.00089842i,0.00096129+0.00088916i,0.0019959+9.8259e-05i,0.0022768-0.00046779i,0.001678-0.00020775i,0.00050872-0.0010184i,0.00033174-0.00094948i,0.00035232-3.7701e-05i,-0.00014398+3.6903e-05i,-2.6435e-05+0.0004991i,-0.00021072+0.00048874i,-0.00043931-7.1741e-06i,1.7788e-05-0.00039101i,0.00033257-0.00057628i,0.00053787+0.00030911i,0.0002599+0.00012342i,-2.169e-05-0.0005642i,-0.00042288-0.00069113i,-0.00034008-0.00092682i,-0.0002695-0.00050489i,-0.00061474-9.0746e-05i,-0.00065166-0.00023711i,-0.00012987+0.00013859i
-0.00017354-0.00063695i,0.00044597+0.00032454i,0.00062742-5.9761e-05i,0.00086761-0.0013515i,0.00098371-0.0018775i,0.00036791-0.0017607i,0.00059491-0.0013208i,0.00042936-0.00097193i,-0.00060607-0.0013798i,-0.0010791-0.0010172i,-0.0010223-0.0004974i,-0.00046163-0.00023566i,-0.00023335-0.00018598i,-0.00060947-0.00095762i,-0.00035108-0.00132i,-0.00034599-0.00088988i,-0.00076564-0.00033653i,-0.00066387-0.00035991i,-0.00018529-0.0002809i,-4.4864e-05-0.00011455i,-0.00010284-0.00015365i,-6.3279e-05+0.00013458i,2.1195e-05+0.00024145i
0.00089753-0.00024077i,0.0009323+0.00026706i,0.00058388-0.00071364i,-7.9243e-07-0.0023644i,-0.0012314-0.0026841i,-0.0015623-0.0010874i,-0.0011209-0.00011209i,-0.0012736-0.00025329i,-0.0011746-0.00063529i,-0.00070265-0.00046887i,-0.00043488+4.9677e-05i,-0.00056426+0.00061605i,-0.0013878+0.00019895i,-0.0010793-0.00059887i,-0.00012486-0.00069087i,5.4841e-05-0.00085857i,-0.00061849-0.0011671i,-0.0010299-0.0011189i,3.3498e-06-0.00049998i,-6.8545e-05+2.1199e-05i,-0.00043751+0.00035308i,-3.8099e-05-0.00030498i,0.00023194-0.00061803i
0.00071417+0.00046618i,0.0012907+1.9202e-06i,0.0011689-0.00058035i,0.0014802-0.0018148i,0.0010671-0.0021914i,-0.00044435-0.00202i,-0.0013701-0.0014833i,-0.0013062-0.00064794i,-0.00064599-0.00013351i,0.00022513-0.00015462i,2.7688e-05-0.00015782i,-0.00066767-0.00010408i,-0.0010497+0.00033734i,-0.00074941+0.00082951i,-6.6372e-05+0.00026185i,5.7e-05-0.00037254i,-0.00036727-0.00026326i,-0.00042621-0.00025326i,0.00020737-0.00041124i,0.00023834+0.00012622i,6.4327e-05+0.00041251i,-6.8932e-05+0.00017953i,-0.0005056+8.977e-05i
0.00019795+0.0013173i,0.00055678+0.00084922i,0.00042544+0.00032689i,0.00041775-0.0015245i,0.00056509-0.0029166i,6.0987e-05-0.0020437i,9.1665e-06-0.0010552i,-0.00015868-0.00095581i,-0.00018579-0.00047268i,0.00029728+0.0006264i,-0.00018813+0.00030051i,-0.00055238+2.1403e-05i,-0.00051009+0.00097742i,-0.00054369+0.00049057i,-0.0002809-0.001059i,0.00071627-0.001466i,0.00077654-0.00011396i,-0.00033986+0.00094252i,-0.00094147+0.00046048i,-0.00064707+0.00049342i,-0.00017771+0.00050885i,-0.0007006+0.00035678i,-0.00098898+0.00032957i
-0.00085518-0.0011215i,-0.00022591-0.00094677i,5.877e-05-0.00085925i,-1.4042e-05+0.00028694i,-0.00094575+0.00099516i,-0.0011291+0.00022371i,8.2244e-05-0.00012397i,0.0003837-0.00042901i,-0.00019936-0.00062336i,-0.00078571-0.000256i,0.00021237-0.00038938i,0.0011628-0.00064687i,0.00065965-0.00028031i,0.00033781-0.00013356i,0.00028584+3.6053e-05i,0.00042743+0.00031447i,0.00068481-0.00012262i,0.00037134-0.00025297i,8.315e-05+0.00013262i,-0.00030616+7.109e-05i,-0.00056665+0.00042176i,-0.00052729+0.00074388i,-4.7336e-06+0.0006149i
0.00095618+1.483e-05i,0.0020499-0.00063286i,0.002092-0.0017289i,0.00089856-0.0022287i,3.6641e-05-0.0017515i,-0.00052053-0.00067604i,-0.00087372-0.00055237i,-0.00029166-0.00065109i,-0.00016918+0.00061146i,-0.00058474+0.0012881i,-0.0009567+0.00047583i,-0.00097089-0.00059554i,-0.0001493-0.00063975i,-0.00044495-6.1109e-05i,-0.00083887+0.00041427i,-0.0011133-0.00031057i,-0.0011984-0.001083i,-0.0011864-0.00055385i,-0.001301-0.0003968i,-0.0011758-1.3578e-05i,-0.0009375+0.00021252i,0.0002409-0.00025678i,0.00058108-0.00017508i
0.0005277+4.7162e-05i,0.00045451+0.000433i,0.00010015-0.00034484i,3.9513e-05-0.00087828i,-0.00046987-0.0008161i,-0.0014955-0.0012007i,-0.001619-0.001435i,-0.00057262-0.00052142i,0.00027606+0.00040686i,0.00040592+0.00023467i,-0.00011653+0.00021367i,-0.00080576-0.00022814i,-0.0010082-0.0008655i,4.8673e-06-0.00029536i,0.0012368+0.00010996i,0.00053866-0.00053369i,6.0063e-05-0.00032576i,0.00033752-2.6856e-05i,0.00023463+9.1842e-06i,-0.00014557+0.0001566i,-0.00018577+0.00010522i,-0.00011733-0.00029721i,2.9779e-05-0.00068601i
0.0011367-0.00071343i,0.00041416-0.0018235i,-0.00033943-0.0030118i,-1.2158e-05-0.0042679i,-0.00041707-0.0036278i,-0.0017044-0.0011632i,-0.0016988+2.8394e-05i,-0.00099654-0.00045929i,-0.00025171+0.00010815i,2.519e-05+0.00067816i,-0.00033416+0.00025092i,-0.001071+0.00040885i,-0.00074543+0.00069976i,-0.0002285+0.00063325i,-0.00047892+0.00024528i,-0.00039545+4.7483e-05i,-0.0004191+0.00019286i,-0.00030565+0.00059453i,-9.661e-05+0.00093066i,-0.00033434+0.00049443i,-0.00075829-4.7847e-05i,-0.00078608+0.00031315i,-0.00030695+0.00075109i
