0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
-0.00085576-0.00068725i,-0.00072208-0.00084527i,-0.001797+2.7516e-05i,-0.0016037+0.0015506i,-0.00011792+0.0014166i,0.0014974-0.00049012i,0.0011483-0.0015769i,-0.00035123-0.0012496i,-0.00093142-0.00048908i,-0.0011808-0.00012866i,-0.0006361+0.00020757i,-0.00028406+0.00015501i,3.2965e-06-0.0003288i,0.00031405-0.0005228i,0.00022943-0.00017933i,0.00024314+0.00019227i,8.2097e-05-4.8639e-05i,-0.00011675-3.8748e-05i,-0.00067252-2.2078e-05i,-0.00060157-9.6005e-06i,0.00023328+2.6845e-05i,0.00020691-0.00026492i,-0.00029649-0.00024163i
0.00069635+0.00010466i,0.00041217-0.00026417i,0.00069654+4.5488e-05i,0.0017779-0.00010341i,0.002083+3.5762e-05i,0.0010988+0.00010626i,-0.00011014+0.00035436i,-0.00080736+0.00022119i,-0.00072533-0.00037648i,-3.374e-05+8.5763e-05i,-0.00010435+0.00041953i,-0.00042353-0.00040735i,-0.00015436-0.00063507i,-0.00018986-0.00026457i,-1.5761e-05+0.00038522i,0.00028342+0.00031506i,-0.00039622+3.4689e-05i,-0.00078788+0.00046184i,-0.00057591+0.00057922i,-0.00043341+0.00021251i,1.7298e-05+0.00014488i,-0.00044686+0.00062557i,-0.00071045+0.00045138i
0.00044389+0.00032158i,0.00065453-0.00064545i,0.00033883-0.0015383i,-0.00033625-0.0010238i,0.00025632-0.0001288i,0.00071441-9.5258e-05i,0.0010516-0.00076152i,0.00071213-0.00088175i,0.00029095-0.00012473i,-0.00026777+0.00025785i,-0.00085076+1.6338e-05i,-0.00063895-0.00052338i,-0.00020889-0.00085261i,4.2849e-05-0.00036372i,0.00080624+0.00071125i,0.00070362+0.0004338i,0.0002601-0.00017369i,0.0003535-0.0003697i,0.00042021+0.00014856i,0.00056216+0.0007076i,0.00055592-0.00020485i,0.00018089-0.00046115i,-0.00027268-0.00026248i
0.00041267+0.00021532i,-0.00097556+0.00024341i,-0.001265-0.00017872i,0.00085312+0.0001358i,0.0022495+0.00030052i,0.0018811+0.00064688i,0.0010035+0.0010167i,-0.00026053+0.00058762i,-0.00082781+0.00057056i,-0.00084335+0.00044841i,-0.00044068-0.00022463i,0.0002273-0.0009488i,0.00024815-0.00083762i,0.00010812-9.3218e-05i,0.00022603+0.00014874i,0.00023991-0.00038318i,0.00022956-0.00050142i,0.00034741-0.00014995i,1.1569e-06-0.00017858i,-0.00038843-0.00026857i,-0.00048587+8.2171e-05i,-0.00017672+0.00053178i,7.1561e-05+0.00075894i
-0.00052734+0.00078472i,0.00060245+0.00087219i,0.0010046+0.0022473i,0.00116+0.002529i,0.00096427+0.0014064i,0.00098188-8.9982e-05i,0.00021884-0.00025369i,-0.00056439+0.00011464i,-0.00040925-0.00027591i,-3.231e-08-0.00019725i,8.9275e-06-0.00011868i,-0.00026877-0.00033883i,-0.00053227-7.6525e-05i,-5.9071e-05-0.00022987i,0.00031947-0.00052875i,-5.6031e-05-0.00027023i,-0.00042111-0.00050814i,-0.0004157-0.00045716i,-0.00064282+0.00064266i,-0.00069391+0.00083514i,-9.9735e-06-0.00020489i,0.000595-0.00029417i,0.00037152+0.00054428i
-0.00020473-0.00084887i,-6.2105e-05+0.00012907i,-0.0014344+0.0013322i,-0.0010341+0.001721i,0.00095704+0.0010649i,0.001236-4.9069e-05i,0.00031592-0.00096986i,1.9046e-05-0.00087706i,0.00056374+6.6618e-06i,0.00093804+0.0002237i,0.0010113-0.00020167i,0.00077301-0.00016768i,9.3455e-05+7.9006e-05i,-0.00040566-8.7844e-05i,-0.00046101-0.00050438i,-0.00021916-7.6394e-06i,-0.00050618-0.00010922i,-0.0011132-0.0009832i,-0.00059481-0.0012172i,0.0006606-0.00053694i,0.00069284-0.00025771i,-3.8081e-05-0.00018945i,-2.0335e-05+0.00025551i
-0.0010486+0.00096975i,-0.00016146+0.00097802i,0.00081529+0.0018225i,0.0016388+0.0023953i,0.0019899+0.00077692i,0.0022345-0.00075206i,0.0012016-0.00093961i,9.8594e-05-0.00065751i,0.0005499-0.00023679i,0.00082222+0.00040774i,0.00071467+0.00025177i,0.00072684-0.00038448i,0.00011035-0.00012801i,-0.00078711-0.00027262i,-0.00032138-0.00079337i,0.0002636-0.00065007i,-5.0615e-05-0.00043221i,-0.00064161-0.00039503i,-0.0011716-0.00039097i,-0.00089634-0.00055188i,-8.9335e-05-0.0009255i,-0.00023767-0.00046026i,-0.00028685+0.00016878i
-0.00085489-0.00097911i,-0.0018517+0.00044989i,-0.00243+0.0007822i,-0.0023694+0.00014133i,-0.00093209-0.00032617i,0.00052915-0.00055993i,0.00040075-0.00099025i,5.0734e-05-0.0015404i,-0.00013511-0.0009064i,-1.9386e-05+3.0041e-05i,-0.00036868-0.00021631i,-0.00066528-0.00069066i,6.0656e-05-0.00024829i,0.00062073+0.00031272i,-6.406e-05-0.00051489i,-0.00072691-0.0010232i,-0.0005888-9.7266e-05i,2.2246e-05+0.00011882i,0.00042685-0.00029897i,0.00050974-0.00048509i,0.00040687-0.0006466i,-0.00013573-0.00048439i,5.1247e-05-6.0139e-05i
-0.00074734+0.001122i,-0.00025199+0.00091859i,0.0013906+0.0014883i,0.0025448+0.001991i,0.0019263+0.001574i,0.00095509+0.00099899i,0.00016798+0.00028612i,5.0127e-05-0.00028219i,0.00051811-0.00042693i,0.00063241-0.00036763i,0.00054553-4.071e-05i,0.0001672-5.0895e-05i,0.000221-4.4966e-05i,0.00044389+0.00044214i,0.00020684+0.00032832i,-0.00016691-0.0005925i,4.5276e-05-0.00081882i,-4.9017e-05-0.00076345i,-0.00030989-0.00051896i,1.8494e-05+2.0028e-07i,-0.00028862+0.00026807i,-0.00094263-0.00014902i,-0.00041447-0.00091725i
-0.00045084-0.00027181i,-0.00051484-0.0009232i,0.00029164-0.0011355i,0.00027314-0.00067338i,6.3125e-05-0.0002235i,0.00096976-0.00045007i,0.00092107-0.0001876i,-8.4255e-05-4.3012e-05i,-0.00028953+0.00023524i,-5.0167e-05+0.00024703i,-7.6052e-05-0.00068446i,0.00010589-0.0015029i,-4.636e-05-0.0011769i,-0.00065177-0.0011632i,-0.0012529-0.00096791i,-0.00075412-2.9547e-05i,-0.00030362+2.0976e-06i,-5.2557e-05-0.00012709i,0.0002196+0.00022246i,7.6429e-05+0.00055414i,-0.00050167+0.00071512i,-0.00078194+5.2335e-05i,-0.00031353-0.00068455i
5.4931e-05-9.8072e-05i,0.00052224-0.0002904i,0.00072325-0.00095974i,0.00049107-0.00082806i,0.00077938+0.00015509i,0.00049512+0.00022374i,-0.00045598-0.00010485i,-0.0010301+0.00012969i,-0.00089598+0.0005264i,-0.00068384+0.00035912i,-0.00056079+9.4799e-05i,-0.00029026-0.00058289i,-0.00047619-0.00076279i,-0.00051901-0.00048037i,-0.00020006+0.00023701i,0.00010063+0.00039566i,-0.00020993+0.00028625i,-0.00087415+0.0005598i,7.088e-07+0.00067935i,0.00075354+0.00037552i,-7.5729e-05+0.00017518i,0.00018609-0.0001167i,0.0010355-0.0005931i
0.00036082+0.0011688i,0.00058687+0.00080341i,0.00029967+0.00080108i,0.00058916+0.0017816i,-0.00016286+0.0021654i,-0.0012291+0.00047678i,-0.00071029-0.0011849i,-0.00028617-0.0011488i,-0.00082488-5.7411e-05i,-0.00098208-9.3508e-05i,-0.001003-0.0012463i,-0.00041358-0.0017417i,0.00059443-0.0011588i,0.00073003-0.00084531i,7.7982e-05-0.00099244i,-0.00057997-0.00099387i,-0.00043782-0.00054685i,-0.00051449-0.00038969i,-0.00041578-0.00028654i,0.00011292+2.9027e-06i,0.00039541-9.258e-06i,0.00046352+0.00015088i,0.00012831-0.00022246i
4.6726e-05-0.00040532i,0.00057537-0.00049185i,0.0013765-0.00076181i,0.0018852-0.00075982i,0.0016718-0.001136i,0.0014016-0.0020824i,0.0010972-0.0012257i,0.00073137-0.00026127i,0.00098713-0.00012295i,0.0010711+0.00063791i,0.00018151+0.000489i,-0.00030638-0.0005284i,-0.00035654-0.00046785i,-0.00091764+0.00032346i,-0.00062602+0.00033993i,0.00031624+0.00037194i,-0.00011131+9.2968e-05i,-0.00049533-0.00014923i,-0.00019907+0.00040997i,0.00044208+0.00048735i,0.0005206-0.0003928i,0.0003209-0.0011928i,0.00087226-0.00036084i
0.0027758+5.4288e-05i,0.0027708-0.00079267i,0.0028295-0.0022271i,0.0016681-0.0016722i,0.0010486-9.2692e-05i,0.0010043+0.00084615i,0.0014164+7.6857e-05i,0.00051286-6.2967e-05i,-0.00048964+0.00010981i,-0.00073105-0.00082563i,-0.00028037-0.00083301i,0.00014939-0.00058691i,-0.00015178-0.00056139i,0.00026822+7.902e-05i,0.00070222+0.00067103i,0.00050146+0.0012613i,0.00058623+0.0010072i,0.00051527-0.00012893i,-0.00021947-0.00056724i,7.3315e-06-0.000318i,0.00014275-5.2118e-05i,-0.00071594+0.00033577i,-0.00079073+0.0005947i
-2.4217e-05-0.0015357i,-0.0013861-0.0011681i,-0.0027949-0.00080724i,-0.0014183+7.4165e-05i,-0.0002588+0.00055344i,0.00019863-0.00015753i,0.00026843-0.0010758i,-0.00017146-0.00082862i,0.00024842-0.00022274i,0.00016663-3.9567e-07i,0.00020008-0.00049608i,-0.00028943-0.0010395i,-0.00036694-0.0011254i,0.00048943-0.0009044i,0.00011166-0.0009811i,-0.00066165-0.00093144i,-0.00071605-0.00079162i,-0.00053871-0.00043121i,-0.00039215-0.00078163i,-0.00023131-0.0012995i,-0.00010744+0.00019101i,0.00021639+0.00087793i,-0.00025169+0.00017466i
-0.00065768-0.00011422i,-0.00018612-0.00045994i,-0.00039603+7.3979e-05i,0.00015088+0.00099226i,0.00072745+0.0012592i,0.00098417+0.0004189i,0.00051539-0.00092292i,-0.00019608-0.0016306i,-0.00094727-0.0014275i,-0.0013993-0.00044392i,-0.00086714-0.00023405i,-5.3546e-05-0.00071179i,9.4977e-05-0.00086852i,9.4179e-05-0.00088629i,0.0006692-0.0010122i,0.0013374-0.00095483i,0.0007243-0.00052884i,0.00014503-0.00024656i,0.00056847-0.00010678i,0.00045694-0.00011852i,5.3734e-06-0.00028321i,-0.00019807-0.00018484i,-0.00032558+5.3444e-05i
-0.00023033-0.0014015i,-4.9789e-05-0.0020416i,-0.00018394-0.0014439i,-0.00061967+0.00062866i,-0.00042753+0.0025039i,0.00032118+0.0024398i,0.00069723+0.0010698i,0.00041913+6.6977e-05i,0.00027973-0.00047065i,0.00038881-0.00035312i,5.7101e-05-0.00029356i,1.2792e-05+8.3256e-05i,1.2945e-05+0.00041814i,0.00029042+0.00097982i,0.001138+0.00029535i,0.00044256-0.00040672i,-0.00076333+0.00017064i,-0.00042617-0.00020587i,1.1359e-05-0.00058926i,-3.9222e-05+0.00039902i,0.00015306+0.00078325i,0.00015453+0.00016392i,0.00032507-0.00033907i
-0.0022453+0.0011965i,-0.0024227+0.0019388i,-0.0014735+0.0028883i,-0.00013068+0.0028826i,0.0010396+0.0012776i,0.00096887+0.00029005i,0.00036487-0.00019177i,-0.00017683+0.00023152i,4.0816e-05+0.00069267i,0.00044127+0.00075914i,-0.00024539+0.00030846i,-0.00047609-0.00014239i,-0.00032343-0.00036183i,-0.00045234-0.00080689i,-0.00087813-0.00055315i,-0.00080317+0.00014389i,0.00016554-0.0001047i,0.00020699-0.00045772i,-8.8043e-05+0.00022515i,-0.00045901+0.00021313i,-0.0012352-0.00045123i,-0.0010691-2.4067e-05i,-0.00071327+0.0007285i
0.0014511+0.00057304i,0.0020944-0.00027603i,0.0025759-0.00072313i,0.0021045-0.00098999i,0.00098878-0.00091345i,0.00062492-0.00073471i,0.00034397-0.00069414i,-6.0204e-05-0.00091782i,-0.00038389-0.00053254i,-0.00018964-0.00036583i,0.00020506+2.7512e-05i,-0.00050248+0.00021254i,-0.00076654+0.00031915i,-0.00035066+0.00085472i,0.00044503+0.0003769i,0.0006738-0.00020937i,0.00019723-0.00017975i,-0.00034105+3.1845e-05i,-0.00025723+0.00075055i,0.00026158+0.00085723i,-7.2826e-05-1.8772e-06i,2.5461e-06-0.0004313i,0.00066738+0.00031561i
0.00053242-0.0014189i,-9.2655e-05-0.001472i,-0.0014863-0.0021357i,-0.0016848-0.0018506i,-0.001265-0.00088442i,-0.00060814+0.00040595i,-4.3001e-05+0.00095232i,-0.00015739-2.4257e-06i,0.00010723-0.00073845i,-2.4288e-05-0.00053091i,-0.00030437+5.0737e-05i,0.00025816-0.00016326i,0.00022762-0.00050463i,-0.00040924-0.00067377i,-0.00056741-0.00084216i,-0.00041425-0.00037419i,-0.0003157+0.00082521i,-0.00087667+0.00054372i,-0.00087164-0.00048138i,-8.6554e-05-0.00023885i,0.00015106+0.00037935i,0.00036105+0.00086238i,0.00014105+0.00047312i
0.00028876+0.0016539i,4.9564e-05+0.0010734i,0.00051542+0.0013158i,0.0017249+0.0017017i,0.002654+0.00085141i,0.0018535-0.00041624i,0.00056843-0.00054279i,-0.00064389-8.2119e-05i,-0.00073495+3.5765e-05i,1.8996e-05+0.00024695i,0.00040484+0.00036505i,0.00043693+0.00059067i,0.00013163-6.2393e-05i,-0.00017937-0.00076602i,-0.00032348-0.00044813i,0.00015377-9.8786e-05i,0.00041902-0.00068317i,0.0005122-0.00068463i,0.0001738+0.00042472i,-0.00041898+0.0012026i,-0.00044979+0.0010529i,-0.00013918+0.00011741i,-1.2083e-05-0.00077458i
-0.0015541-0.00011137i,-0.0015629-0.00030349i,0.00011103-0.00054081i,0.0010854+0.00018253i,0.0010147+0.00064085i,0.00065167+0.00011135i,-0.0003483-0.0007261i,-0.00031234-0.00078084i,0.00040568+0.0007518i,0.00057618+0.0014228i,0.00089202-0.00014683i,0.0013661-0.00060779i,0.00061458+0.00024668i,-0.00035256+0.00011677i,-0.00044566-0.00053663i,-6.1864e-05+0.00021083i,0.00016544+0.0012128i,0.0004108+0.0004642i,0.00091826-0.00042097i,0.0011528+2.0354e-05i,0.0006894+0.00079756i,-0.00010337+0.00054973i,-0.00048729-0.00046454i
0.00026407+0.00056974i,0.0015667-5.9783e-05i,0.0022812-0.00040902i,0.0021709+1.7782e-05i,0.0023005+0.00044497i,0.0015163+0.00042252i,0.00069018-0.00064244i,-2.6522e-05-0.001068i,2.6099e-05+0.00029111i,0.0007508+0.00058332i,0.00091808+0.00020177i,0.00082611+0.00019287i,0.00058672+3.7124e-05i,0.00046502+0.00026722i,0.00050736+0.00019287i,-7.4775e-06+7.1513e-05i,-0.00029583+0.00034839i,-0.00035743-0.00012828i,3.5383e-05-0.00022261i,0.00086409+0.00025856i,0.00061672-0.00025043i,0.00040312-0.00066002i,0.00038584-0.00035332i
0.00025603-0.00094933i,-0.00010711-0.0010666i,-0.00017455+0.00027537i,0.00036324+0.00072516i,0.00068515+0.00022807i,0.00090284+0.00036731i,0.00050233-0.0002874i,0.00043687-0.00032451i,-0.00019916+0.00067107i,-0.00069056-2.3005e-05i,-0.00014432-0.00072459i,-0.00012761-0.00038389i,-0.00032147+3.7092e-05i,-0.00060265-0.00010884i,-0.00090334-0.00024899i,-0.00075859-0.00073153i,-0.0010761-0.0008316i,-0.0012381-0.00055555i,-5.4923e-05-0.00048825i,0.0004478-0.00075106i,0.00012872-0.00083559i,-0.00050314-0.00062322i,-0.00090668-0.00022565i
0.00030567+0.0001614i,0.00028705-4.095e-05i,-0.00012992-0.00022716i,0.00057453-0.0003029i,0.0011017-0.00039795i,0.00029304-0.00034818i,-0.00064259-0.00057177i,-0.0012836-0.00088622i,-0.00083776-0.0010359i,0.0006723-0.0011487i,0.00099706-0.00060168i,0.00071461+0.00022992i,0.00069815+0.0010163i,0.00050583+0.00076413i,0.00040024+0.00037757i,-2.9678e-05+0.0001073i,-0.00038768+0.00014598i,-0.00020207+0.00038129i,-0.0005309-0.00029937i,-0.00053793-0.00069882i,0.00041071-0.00025512i,0.00086598-0.00018818i,0.00062567+0.00019406i
0.00067083-0.00028504i,0.0001719-6.9143e-05i,-0.00051229-0.00012948i,0.00043403+0.00088744i,0.0015+0.0017028i,0.0013646+0.00064478i,0.0012763-0.00044564i,0.00088324-0.0015117i,0.00043971-0.0012907i,0.00013274-0.00081678i,-9.6299e-05-0.00059999i,3.1866e-06-0.00055394i,-0.00012612-0.00067678i,-0.00038616+0.00012948i,1.4931e-05+0.00013961i,-0.00019207-0.00059603i,-0.00042929-0.00056665i,-0.00044005-0.00075892i,-0.00094571-0.00085654i,-0.00056107-0.00080487i,0.00070066-0.00062185i,0.00057371-0.00022961i,0.00010631-0.00035648i
-0.0012258-0.0007484i,-0.0018189-0.00054428i,-0.0010835-0.00031799i,-0.00014983-0.00012844i,0.00074715+0.00038248i,0.00079072+0.00013661i,-0.00014882-0.0013294i,-0.0011577-0.0012353i,-0.0011204-0.00023135i,2.7169e-05-0.00025256i,-0.00010856+0.00015215i,-0.00062858+0.00043013i,-0.00074426-0.00019315i,-0.0010063-0.00075007i,-0.00075517-0.00050937i,-0.00023226+0.00032448i,-0.00047463+0.00063516i,-0.00042036-0.00033232i,-0.00036419-0.0013521i,-0.00072324-0.0007092i,-0.00077645+0.00022209i,-0.00063773-0.00031i,-0.00011838-0.00048071i
-0.00034453+0.00049075i,-0.00013839+0.00019908i,0.0003455+0.00042683i,-0.00022155+0.0010367i,0.00039924+0.0010443i,0.0013504+0.0011659i,0.001246+0.00075109i,0.00064122+0.00022759i,0.00035869+3.4558e-05i,-7.4111e-05+0.00010135i,-0.00072589-0.00016597i,1.5075e-05-0.00051495i,0.00052145-0.00087808i,0.00099457-0.00099607i,0.0014004-0.00025302i,0.00057572-2.0084e-05i,-0.00039411-0.00020084i,-0.00057892-0.00057937i,-0.00021472-0.00061444i,0.00051718+2.1783e-05i,0.00041761+0.00066016i,-1.1931e-05+0.00044449i,0.00018318+0.00033382i
0.00044528+0.00027553i,0.00075593-0.00024347i,0.00011454-0.00034298i,0.00026213+0.00058702i,0.0018646+0.00089796i,0.0018647+0.0001728i,-0.00012154+6.6978e-05i,-0.0010679-4.9643e-05i,-0.0013796-0.00017638i,-0.00026944+0.0002369i,0.00060521+0.00034272i,0.00084512-5.5313e-05i,0.0012027-0.00038571i,0.00087322-0.00056701i,0.00050385-0.0011124i,0.00095089-0.00084872i,0.0010223-0.00015255i,0.00056694+0.00011847i,0.00019021+0.00069474i,-0.00042349+0.00072617i,-7.7964e-05-4.3167e-05i,0.00025511-0.0003563i,0.00043165-0.00016283i
0.00076892-0.0015967i,0.00091624-0.0008705i,0.0010554-0.00031826i,0.0013391-0.0006491i,0.0020811-0.00083013i,0.0015713-0.0006517i,0.00066557-0.0006597i,0.00018463-0.00065832i,0.00015193-0.0010337i,0.0004868-0.00043511i,0.00081485+0.00062176i,0.0012843+0.00048041i,0.00089627-0.00023946i,-0.00011168-0.00068873i,-0.00030898-0.00020037i,-0.00045002+0.00063755i,-2.9637e-05+0.00073279i,0.00040968+0.00035109i,-0.00019524-0.00025623i,-0.00087073-0.00087092i,-0.00027321-0.00098707i,0.00023018-0.0008367i,0.00062969-0.00048684i
-0.00089026+0.0011044i,-8.6391e-05+0.0012135i,-0.00084077+0.0019564i,-0.00071+0.0018671i,0.00052302+0.001259i,0.0011602+9.9851e-05i,0.0012273-0.0011923i,0.00074732-0.00081735i,0.00076633+0.00011558i,0.0004971-0.00052805i,0.00015802-0.0015105i,-0.00018045-0.0015765i,-0.0001793-0.0014212i,0.00052124-0.00044677i,0.00045176+0.00082462i,-0.00027481+0.00041761i,-0.00051039+0.00034999i,-0.00059878+0.00019567i,-0.0004605-0.00021208i,2.0875e-05+0.00040558i,0.00081797+0.00055932i,0.00088229+0.00074194i,0.00055445+0.00057294i
-0.00096639+7.6447e-06i,-0.00014583+0.00014402i,0.0020954+0.0010087i,0.0024731+0.0022925i,0.0016622+0.0022832i,0.00044786+0.00050834i,-0.00013379-0.00072739i,0.00010922-0.00043676i,-0.00026292+9.0287e-05i,-0.00058442+3.8061e-05i,-0.00044725-0.00041177i,3.3008e-06-0.00048574i,0.00060522-0.00040224i,0.00074233-0.00049089i,0.00016664-0.00041055i,-0.00059263-6.1975e-06i,-0.0010106+0.00018221i,-0.00049451+1.3866e-05i,-7.8821e-05+0.00042649i,-4.6044e-05+0.00083553i,0.00067667+0.00061927i,0.0010071-0.00016736i,0.00053795-0.00024285i
-2.6887e-05-0.0008115i,-0.0013447-0.000476i,-0.0021601+0.00015499i,-0.0014283+0.0012267i,-1.4037e-06+0.0013128i,0.001505+0.00079338i,0.0020801-0.00051845i,0.0012811-0.0014717i,0.00018864-0.00040169i,0.00025892+0.00045183i,0.00075064+0.00062268i,0.00030049+0.00085351i,-0.0004179+0.00011284i,-0.00039021-0.00072784i,-0.00076456-0.0010932i,-0.001035-0.00072273i,-0.00087534+1.5626e-06i,-0.00056932+1.9674e-05i,2.867e-05+0.0002893i,-9.5256e-05-0.00042425i,0.00036835-0.00098837i,0.00039414-0.00076678i,-0.00049469-0.00074242i
0.00024695-0.00021407i,-0.0017521-0.00024398i,-0.0023088-0.00094403i,-0.00079514-8.6052e-05i,0.0011384+0.0010506i,0.0019358+0.0015328i,0.0015695+0.0010087i,0.00079756+0.00015318i,0.0001156+2.9015e-05i,-1.2029e-05+0.00039266i,0.00022269+0.0010639i,5.3426e-05+0.00076637i,0.00038438+0.00029904i,0.0010446+0.00014461i,0.0011192-0.00010271i,-6.6638e-05+0.00010936i,-0.0008367+0.0001363i,-0.00024902+0.00035868i,0.00032438+0.00071475i,6.6694e-05+6.1179e-05i,0.00014873-0.00024523i,0.00026761-0.00033015i,0.00045198+9.037e-05i
-0.00010492-0.00036602i,0.00012015-0.00062474i,-4.0169e-05-0.00029963i,7.7402e-05-0.0003703i,4.427e-05-0.00083164i,-0.00045763-0.00069671i,-0.00035515-0.0005115i,-0.00012151-0.00023847i,0.00032912+0.00014767i,0.00027436+7.3972e-05i,-0.0006727-0.00032395i,-0.00073155-0.00016586i,8.6023e-06-0.0003089i,0.00096134-0.00050385i,0.00039297-0.0001344i,-0.0010699+6.3527e-05i,-0.0010044-0.00012495i,-0.00047423-5.2846e-05i,-1.84e-05+0.00019476i,0.00018151-0.00015154i,0.00037955-0.00062901i,0.00071984-0.00035i,0.00010187-0.00032985i
0.00036733-0.00083678i,0.00069269-0.00037623i,0.00087767+0.00032689i,0.0013431-7.7141e-05i,0.0013671-0.00018947i,0.0010701+0.00034109i,0.00068454-4.9993e-06i,0.00041443-7.8331e-05i,1.1253e-05-0.00047515i,2.4607e-05-0.0010165i,0.00038865-0.0011087i,-2.8437e-05-0.00041071i,-8.5225e-05+0.00067529i,0.00060246+0.00060281i,0.0004477-0.00033836i,-0.00021138-0.00067834i,-5.3749e-05+0.00012169i,0.0001065+0.00043141i,2.3498e-05+0.00011842i,-0.00040617+0.0004764i,-0.00074735+0.00011133i,-0.00032398-0.00014514i,2.2805e-05+8.6988e-05i
-0.00037988-0.0004531i,0.00077701-0.00037544i,0.0013518+0.0006781i,0.0010511+0.0010726i,0.0012848+0.00078253i,0.0016848+0.00040802i,0.00090446-0.00017626i,-0.00045771-0.00072008i,-0.00068907+0.0001178i,0.00038014+0.00089591i,0.00071033+0.00023697i,0.00022791-0.00048021i,0.00029339-0.00079981i,0.00047571-0.00057102i,0.00067858-8.6556e-05i,8.7096e-05-7.9406e-05i,-0.0015309+3.1528e-06i,-0.0012861-0.00037087i,-0.00016811-0.0010066i,0.00014285-0.00065063i,-2.2109e-05-0.00016094i,-0.00081608-0.00034968i,-0.00094785-5.7071e-05i
-0.00074914+0.0011364i,-9.5738e-05+0.00036459i,6.6567e-05-0.00050568i,0.00021395-1.3859e-05i,0.00066715+0.00051187i,0.00087509-0.00016134i,0.00017847-0.00069295i,-0.00023292-0.00015736i,-0.00025883+0.00012562i,-0.00058708+0.00021559i,-0.00056837+0.00076654i,-0.00071269+0.00080878i,-0.00041972+9.7345e-05i,0.00015216-0.00047843i,-5.7306e-05-0.00030971i,-0.00057409-0.00043677i,-0.0005057-0.00088821i,0.00045938-0.00043441i,0.00073251+0.00012185i,4.36e-05+0.00073293i,-0.00026797+0.00019407i,-0.00036166-0.00085721i,-2.6148e-06-0.0011263i
-0.0015927-0.0018746i,-0.001872-0.0014576i,-0.0016356+5.2727e-05i,-0.00014887+0.0020522i,0.0005814+0.0022774i,0.00094956+0.0013861i,0.0016786+5.9633e-05i,0.0006547-0.0007544i,0.00013494-0.00015004i,0.00052097+0.00017586i,0.0003103+0.00015047i,0.00062096+0.00024647i,0.0003095-0.00013779i,-0.0004744-0.00054669i,-0.00045552-0.00029174i,0.00030346+0.0006729i,0.0006202+0.0009528i,0.00051609+0.00016669i,0.00010586-2.3063e-05i,-0.0007133-7.8566e-05i,-0.0007686-0.00035537i,8.3773e-05-0.00024893i,0.00085153+0.00010509i
-0.0009542-0.00016151i,-0.00096536+0.00017052i,-0.0011804+0.00015294i,-0.0014371-0.00037297i,-0.00036436-0.00035657i,0.00092406+0.00012731i,0.0010993+0.00034684i,0.00070087+0.00015214i,0.00056394-0.0002233i,7.6182e-05-5.3221e-05i,-7.6611e-05-0.00010902i,0.0010206+0.00031833i,0.00070578+0.00045491i,0.00021267+0.00045684i,-0.00037023+0.00028332i,-0.00089414-0.00025815i,-0.00057255-0.00059034i,-0.00043033-0.001031i,-5.5329e-05-0.00088974i,0.0006053-0.00011933i,0.0011551-0.00027203i,0.00071574+9.8364e-05i,3.3442e-05+0.00063296i
0.00048389+0.00015728i,0.00010292-0.00038634i,-0.00029692-0.00026403i,0.00022469+0.0013237i,6.3798e-05+0.0016124i,0.00034861+0.00044053i,-2.9594e-05-0.00054449i,-0.00051979-0.00023025i,-0.00059318-0.00038589i,-0.00036724-0.0011686i,0.0001956-0.00035007i,-0.00021557+5.7169e-05i,-0.00042958-0.00031432i,8.4967e-06-0.00010838i,0.00015284-0.00062534i,-7.9373e-05-0.00049003i,-0.00071064-6.8335e-05i,-0.0009266+0.00062357i,-0.0003358+0.0012495i,-0.00021446+0.00082945i,-0.00066193+0.00019741i,-0.00045216-0.0002164i,0.00022744+0.00017548i
-0.00072288-0.00073971i,-0.00049823+0.00071913i,0.00014406+0.0012076i,0.00082775+0.001506i,0.0011669+0.0012735i,0.0011179+0.0009078i,-2.2401e-05-0.00030041i,-0.00072603-0.0015706i,-0.00051045-0.0014285i,-0.00012004-0.00039925i,0.00013538+0.00026392i,0.00048261+0.00026828i,0.00050073+0.00065729i,-0.00015829+0.00050599i,-0.0002281-0.00048183i,0.00053427-0.00023106i,0.00036391+0.00021154i,-7.5522e-05-0.000318i,0.00035109-0.00064831i,-9.1302e-05-0.00046168i,-0.00058861+5.5993e-06i,0.00058514+0.00075831i,0.0015288+0.0012351i
