-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
0.00032359+0.00015801i,0.00028069-0.0012679i,0.00029152-0.0021738i,-2.4605e-05-0.0018003i,-0.00025614-0.00060493i,-0.00057443+0.00064279i,-0.00090903+0.0010939i,-0.0017639+0.00069526i,-0.0018848+0.0010059i,-0.00019546+0.0011116i,0.00026121+0.00031493i,-0.00090328-0.0004341i,-0.0012923-0.00063869i,-0.00073211-0.0002773i,-0.00016256-0.00074868i,-3.4669e-05-0.0014221i,-0.00080912-0.00062689i,-0.0015973+0.00056656i,-0.0014917+0.00051465i,-0.00092097-0.00025907i,-0.00029675-6.7631e-05i,-0.0002588+0.00061795i,-5.712e-05+0.0004094i
0.00065257-0.00041043i,0.00078734-0.0016215i,0.0016538-0.0029444i,0.0019611-0.0026746i,0.00086007-0.0016934i,0.00065306-0.00036711i,0.00064908+0.0010423i,-2.6662e-05+0.0015252i,0.00016325+0.0010617i,0.00098964+0.00038004i,0.00073661-0.000371i,-7.0029e-05-0.00071163i,-0.00053245-0.000296i,-0.00011842+0.00019758i,0.00025645-0.00024638i,-4.4534e-05-0.00026796i,-0.00031063+0.00010152i,2.943e-05+0.00041523i,0.00077905+0.00013178i,0.0005089-0.00063902i,-0.00047273-0.00060401i,-0.00033517+0.00023623i,0.00030145+0.00041452i
0.00033412-0.0011431i,0.00022832-0.0026462i,-0.000632-0.0031005i,-0.00065932-0.0023353i,0.00058763-0.0018663i,0.0014334-0.00015513i,0.00067937+0.0010104i,-0.0009364-2.4288e-05i,-0.00089879+9.8064e-05i,0.00026766+0.0013824i,0.00036893+0.00094237i,-0.00022275-0.00029366i,-0.00047438+0.00023125i,0.00021262+0.0008331i,0.00066146+0.00026654i,0.00021024-6.9849e-05i,-0.00013029+0.0001003i,-0.00040358-0.00026092i,0.00031978-0.00021174i,0.0011784+0.0004151i,0.00090823+0.00030065i,0.00017705-0.00018129i,-0.0006304+2.6456e-05i
0.00094618-0.00059256i,0.00056193-0.0022737i,0.00060158-0.0029689i,0.00073107-0.0022706i,0.0005525-0.00082727i,0.00065815+0.00046828i,0.00054479-7.5983e-05i,-0.00031466-0.00087152i,-0.00060302+0.0003827i,3.3892e-05+0.0010546i,0.00048144+2.762e-05i,0.00032953-0.00038625i,-0.00013825-0.00024956i,-0.00046099+6.9966e-06i,-0.00082495+0.00017807i,-0.00096351-8.6723e-05i,0.00032583+0.00018383i,0.0010844-3.772e-05i,0.0014355-7.4297e-05i,0.0011479+1.2092e-05i,0.00026252-0.00033792i,-0.00038583-0.00053244i,-0.00044365-0.00084766i
2.9434e-06-0.0013787i,-0.00088792-0.0019765i,-0.0012841-0.00195i,-0.0012097-0.0016149i,-0.00021492-0.00092869i,0.0013274-3.5469e-05i,0.001242+0.00017199i,4.5838e-06+0.00030206i,-0.00068049+0.001017i,-0.00078018+0.0015365i,-0.00076255+0.0011564i,-0.00080471+0.00023376i,-0.00013284-0.00044999i,0.00092162-0.0009421i,0.00089802-0.0010388i,0.00027235-0.001192i,-0.00023206-0.0013907i,-4.4121e-06-0.00067244i,0.00032942+0.00013143i,-1.4031e-05+0.00056072i,-0.00041979-0.00019954i,-0.00062478-0.00053641i,-0.00074405-0.00018068i
0.0016189-0.00017981i,0.0020749-0.00095267i,0.0019544-0.0027363i,-0.00024591-0.0038235i,-0.0018057-0.0024554i,-0.0015041-6.357e-05i,-0.00091285+0.00047183i,-0.0010767+0.00021303i,-0.00087534+0.00055943i,0.00040879+0.00075139i,0.00021613-0.00028554i,-0.00055671-0.0010269i,-0.00098279-0.00088785i,-0.0013256-0.00077038i,-0.0011109-0.0009117i,-0.00066258-0.001051i,-3.5558e-05-0.00030585i,0.00057705+0.00051337i,0.00029454+8.0304e-06i,0.00016821-0.00019734i,0.00011144-1.735e-05i,-0.00057847-1.5291e-05i,-0.0010563-0.00023903i
0.001079-0.00059158i,0.0013017-0.0019582i,0.00010588-0.0032321i,-0.00034384-0.0025249i,-0.0002351-0.00077608i,6.6263e-05+0.00022699i,0.00042692-6.0594e-05i,9.8827e-05+0.00012094i,0.00011028+0.00043862i,0.00010715+0.00028332i,-0.00061692-0.00016081i,-0.00084003-0.0004746i,-0.0006713+0.00025188i,-0.00013896+0.0011176i,0.00037307+0.000313i,0.00012044-0.00037181i,-0.00028809-6.9735e-06i,-0.00024592+0.00015898i,-0.00017101+0.000144i,8.4495e-05-0.00016754i,0.00045321-0.000483i,-7.5267e-05-0.00022658i,-0.0005556+0.00010227i
-0.00039935+0.00039748i,0.0011709-0.00082006i,0.0023202-0.0015342i,0.0017654-0.0017397i,0.0013585-0.0014518i,0.0016765-0.00066687i,0.00076788+0.00054079i,-0.00017503+0.00081613i,0.0001327+0.00068707i,0.00044554+0.0011514i,0.00076374+0.00081487i,0.00040299-0.00033599i,-0.00020187-0.00072175i,-0.00021901+3.6951e-05i,0.00024227-0.00011737i,-0.00025059-0.00058713i,-0.0012297-0.00022622i,-0.00055243+0.00029038i,0.00060468+0.0001516i,0.00072686+0.00012529i,0.00049421+0.0003653i,0.00039745+0.0003846i,4.6076e-05-0.00019502i
-0.00035247-0.00062851i,-3.0618e-05-0.00078038i,0.00037741-0.0012433i,0.0011108-0.0022783i,0.0010185-0.0014679i,0.00091384+0.00013081i,0.00059774+0.00032587i,-0.00036086+1.3361e-05i,-0.00099808+0.00040917i,-0.0010695+0.00094204i,-0.0012238+0.00061213i,-0.0011706+0.00038164i,-0.00099936+0.00032778i,-0.00055037-0.00010226i,-1.3374e-05-0.00062189i,-0.00013829+0.00014999i,-0.00021631+0.00090373i,-0.00090083+0.00074576i,-0.0012291+0.00095768i,-0.00084104+0.0012827i,-0.00044367+0.00065973i,-0.00041265-0.00055927i,-0.00077423-0.0014822i
-0.00016068+0.00054643i,0.00084064+0.00096435i,0.0021123-4.0164e-05i,0.0013371-0.0019628i,-0.0003455-0.0032494i,-0.0013328-0.0028554i,-0.0012291-0.00099441i,-0.00053892-0.00040415i,2.8529e-05-0.00014669i,0.00025335+2.3809e-05i,0.00071728-0.00020319i,0.00058709-0.00063746i,-0.00034133-0.0010509i,0.00024986-0.00082303i,0.00033418-3.6097e-06i,0.00029105+0.00031678i,0.00068771+0.00045349i,4.0669e-05+0.00053188i,-0.0002474-0.00010122i,-0.000116-0.00069594i,-8.8172e-05-0.00056786i,-1.5721e-05-0.0003362i,-7.4551e-05+6.5402e-05i
-0.0010498-0.00049327i,-7.7353e-05-0.0008514i,0.00031439-0.00096002i,0.00028277-0.001048i,0.00098887-0.00026565i,0.0012675+0.00038427i,0.0002254-0.00011024i,-0.0003347+0.0003492i,-0.00041091+0.0014948i,-0.00060761+0.0012795i,0.00022234+0.00036648i,0.00032127+0.00017553i,-0.00017067+0.00040902i,0.00015536-0.00015442i,0.0002396-0.00084217i,-0.00012881-0.0002557i,-0.00032471+0.00050747i,-7.851e-05+0.00074519i,-0.00015731+0.00049456i,-0.00024082+0.00029123i,0.00020539+0.00018985i,0.00016776-0.00018126i,-0.00030694-0.00066713i
0.00030056-0.0015056i,0.00032024-0.0013036i,-0.00013344-0.0017398i,-0.00060484-0.0018521i,-0.00080184-0.0005437i,-0.00055748+0.00030821i,6.6723e-05+0.00027599i,-0.00027961+0.00049746i,-0.00045912+0.0010225i,-0.0010216+0.00070073i,-0.0014799-0.00033421i,-0.00071245-0.00082031i,-0.00024242-0.0010219i,-0.00038094-0.0010512i,-0.00029091-0.00048392i,-0.0001293+1.8207e-05i,-0.00056592+0.0003463i,-0.00064356+0.0003264i,-0.00063055+2.6123e-05i,0.00071121-0.00028893i,0.0011613+0.00016264i,-3.8491e-05+0.00044334i,-8.6306e-05+0.00057199i
9.1003e-05-0.0014706i,0.00045835-0.0024216i,-7.2686e-05-0.0035029i,-0.00025381-0.0036805i,-0.00041605-0.002036i,0.00041817-0.00035408i,0.0014114+0.00076983i,0.0008409+0.00084i,0.00079602+0.00059991i,0.0010401+0.000882i,0.0009614+0.00063271i,0.00015467+0.00064297i,-0.00086562+0.00021208i,-0.00052591-0.00024934i,8.9956e-05-0.00018526i,-2.6457e-05-0.00051674i,-0.00031196-0.00032996i,-0.00041165+0.00012452i,1.4536e-05+4.2345e-05i,0.00013795-0.00018154i,-0.00022725+0.00018831i,0.00023696+0.00041937i,0.00052577+0.00019466i
0.00011218-0.0016168i,0.00028097-0.0024672i,-0.0016588-0.002007i,-0.0020012-0.0014147i,-2.2659e-05-0.000809i,8.0211e-05+0.00038319i,-0.00070889+0.0014473i,-0.001609+0.001489i,-0.0018649+0.0018202i,-0.00078711+0.0013209i,0.00035637+0.00083501i,0.00059804+0.00031166i,0.00069405-0.00042157i,0.00053605-2.825e-05i,-0.00026269+0.00064894i,-0.00041383+0.00081272i,-0.00024322+0.00094235i,-0.00021781+0.0005844i,-0.00026228+0.00015505i,-0.00087522+0.00049761i,-0.00073263+0.00061962i,-0.00011258+0.00048312i,-0.00023175-0.00025846i
-7.1677e-05-0.00084968i,-0.00040623-0.00041037i,-0.00055606-0.001474i,0.0002447-0.0024619i,0.00101-0.001452i,0.0012996-0.00037256i,0.00094015-0.00094743i,0.00021297-0.0014793i,-0.00070782-0.0012003i,-0.00027188-0.00054524i,0.00053593-0.00071866i,0.00070001-0.00091346i,-0.0001558+0.00041396i,-0.00033875+0.0010566i,-4.4244e-05+0.0010897i,-0.00013935+0.00089572i,-3.5035e-05+0.00065242i,-6.0205e-05+0.00095762i,-8.2499e-06+0.0012885i,7.0266e-05+0.0013525i,-0.00029587+0.00034777i,-0.00040179-0.00052846i,-7.9836e-05+0.00012916i
-0.00095869-0.00083414i,-0.00026712-0.00084938i,-1.1865e-05-0.0012593i,-0.00061017-0.00056492i,-0.00071149+0.0014001i,0.00043669+0.0017478i,0.0012529+0.00019788i,0.00037032-4.8118e-05i,-0.0005867+0.00069495i,-0.00020397+0.0010596i,0.00029122+0.00097113i,-0.00011087+0.000676i,-0.00075613+2.5008e-05i,-0.00056083-0.00015007i,6.1378e-05-0.00017304i,0.00048479-8.7802e-05i,0.00092803+0.00061762i,0.00091307+0.00086246i,4.5136e-05+0.0002594i,-8.0387e-05+1.9148e-05i,0.00031857+0.00033201i,0.00036762+8.5955e-05i,0.00027161-0.00028481i
0.00078509+0.00043737i,0.00082303-0.00032196i,0.00091854-0.0015498i,0.0014121-0.0016709i,0.0016119-0.0014054i,0.0013463-0.00054209i,0.0010494+0.0002049i,0.00043564+0.00089408i,6.9561e-05+0.001042i,-0.00017527+0.00026851i,-8.1604e-05-0.00059404i,0.00035335-0.0010474i,0.00024894-0.0010748i,-0.00028488-0.001135i,-0.0011228-0.00089002i,-0.0010117-0.00051512i,-0.00027679+5.3766e-05i,-0.00012283+0.0004121i,-0.00064759+0.00051055i,-0.0012472+0.00087296i,-0.00045565+0.00043603i,0.00050396-5.7595e-05i,0.00033496+0.00011261i
0.00064035-0.00069708i,0.0026063-0.0017987i,0.0029466-0.0042333i,0.0020731-0.0047207i,0.00082219-0.0026312i,0.00010548-0.00041042i,-0.00010682+0.0005441i,-9.8557e-05+0.0011061i,-9.6415e-05+0.0019061i,-0.0001565+0.0016347i,0.00021786+0.00040602i,0.00074856-0.00014234i,0.00046198-1.9083e-05i,-0.00061231-0.00021593i,-0.0010296-0.00028517i,-0.00060997-0.00010074i,-0.00056198+0.00096252i,-0.00022716+0.00085879i,-5.0028e-05+0.00051322i,-0.00011266+0.00065378i,7.9976e-05-0.00028949i,0.00033846-0.0014717i,-2.9629e-05-0.0011818i
-0.00015925-0.0011745i,0.00047495-0.0013333i,1.3473e-05-0.0014348i,-0.00040908-0.0011219i,0.00017591-4.456e-05i,0.00052228+0.00064383i,-4.6024e-05+0.00016804i,-0.00091308-0.00011287i,-0.00046518+2.7699e-05i,0.00065512+0.00018351i,0.00077069-2.503e-05i,0.00052021-0.00059064i,0.00058348-0.00075857i,0.00052915-0.00067123i,0.00031278-0.00052959i,0.00057496-0.00067679i,0.00019702-0.00031219i,-0.00063862+0.00019834i,-0.0004354-4.9686e-05i,1.6899e-05-0.00072074i,-0.00025418-0.0008391i,-0.00036051-0.00052346i,-0.00030805-0.0010169i
-0.00050095+0.00092443i,0.00096451-0.00034024i,0.0012754-0.0018232i,0.0012781-0.0026818i,0.00086612-0.0019261i,0.00016786-0.00045694i,0.00016432-1.0008e-05i,-0.000231+0.00011868i,-0.0011676+0.00089869i,-0.0010237+0.0015528i,-0.00067862+0.00082092i,-0.00057419-0.000163i,-0.00054553-0.00024664i,-0.00080571+0.00028013i,-0.0011908+0.00039448i,-0.0011399+0.00032191i,-0.00086454+0.00071526i,-5.5995e-05+0.001515i,0.00085249+0.0013247i,0.00092066+0.0004676i,0.0008405-0.00034542i,0.0011474-0.00075808i,0.0007305-0.00069521i
0.00017363-0.0011431i,0.00043977-0.0024664i,0.00019532-0.003423i,-0.00078861-0.0025598i,-0.0010605-0.0013433i,-0.0006082-0.00070897i,-0.00016878-0.00046348i,-0.00013058-0.00016036i,-0.00028826+0.00067409i,0.0001643+0.0012492i,1.1989e-05+0.00063054i,-0.00056656-8.0688e-05i,-0.00046912-0.00037746i,-0.00031073-0.00044347i,-0.00069477-0.00020449i,-0.0011805+5.2711e-05i,-0.00082175+0.00020297i,-4.8104e-05+0.00052298i,0.00047015+0.0010935i,0.00091407+0.0011i,0.00046217+0.00088953i,-0.00049366+0.00067449i,-0.001119+0.00021581i
0.0013019+5.6339e-05i,0.0014309-0.00083502i,0.0030512-0.0019736i,0.0030959-0.0029221i,0.0016538-0.0034669i,0.0007433-0.0023254i,0.00082208-0.00062427i,0.0006237+0.00077428i,-4.0137e-05+0.0017006i,0.00028948+0.001719i,0.00011122+0.0015146i,-0.00061196+0.00080917i,-0.00095594-0.00047266i,-0.00042954-0.001064i,0.00023022-0.0011072i,-8.7044e-05-0.00071064i,-0.00039367-0.0002227i,-0.00012382+0.0002817i,-0.00020147+0.00015492i,-5.3329e-05-8.7835e-05i,-4.4649e-06+0.00010394i,-0.00035718+0.00016697i,-0.00045516+0.00012511i
-0.00043533-0.0010334i,0.00041528-0.0021059i,-0.0004438-0.003634i,-0.0016678-0.0034486i,-0.001597-0.00059674i,-5.4717e-05+0.0016758i,0.00048972+0.0010245i,-0.00071369-9.6176e-05i,-0.0013845+0.00045802i,-0.00069618+0.0013026i,-0.0002501+0.0005221i,-0.00011971-0.0007179i,-4.5663e-05-0.0008181i,-2.5503e-05-5.4352e-05i,-0.00010929+0.00053252i,-0.00035246+0.0001453i,-0.00056146-0.00057608i,-0.00019137-0.00046797i,-0.00019694-0.00016547i,-0.00064639-0.00023377i,-0.00093211-0.00035893i,-0.00062827-0.00058769i,2.2982e-05-0.0011302i
0.00038596+0.0014655i,0.00089346-2.9567e-05i,0.001534-0.0017791i,0.0011201-0.0026978i,0.00015887-0.0027169i,-0.00068296-0.0012184i,-0.00057824-9.6956e-05i,-0.0010406-0.00069398i,-0.0010517-0.00095301i,6.7013e-05-0.00034449i,0.000769-0.0001704i,0.00013833-0.00055596i,-0.00048819-0.00089998i,-0.00030389-0.00080094i,5.3359e-05-0.0004851i,-0.00088931-0.00042694i,-0.0010808-0.00046566i,-0.00049338+0.00017706i,-0.0006014+0.00056858i,0.00013724+0.00069323i,-7.8639e-05+0.00034622i,1.3749e-05-0.00020544i,0.00042727-0.00040047i
-0.0006318+0.001164i,0.00042486+0.00016403i,0.0015217-0.0027663i,0.0019061-0.0045286i,0.0011577-0.0032157i,0.00026882-0.0010532i,-0.00045936-0.00033853i,-0.00078685-0.00042998i,-0.00059104+0.00063235i,2.6157e-05+0.00058768i,0.00025773+6.5767e-05i,-0.00036378+9.4798e-05i,-0.00031926-0.00055316i,0.00013237-0.00090243i,-0.00062354-0.00076853i,-0.00060203-0.00034237i,6.9946e-06+6.8257e-05i,0.00055875+8.2425e-05i,0.00033536+0.00020786i,0.00045007-0.00027087i,0.00070626+0.0001489i,0.00034495-0.00019269i,-7.0674e-05-0.0013551i
0.00048694-0.0013757i,0.00040103-0.00247i,-0.00010608-0.0030973i,-0.00088513-0.0029924i,-0.00037571-0.0022364i,0.00024396-0.00036533i,0.00028459+8.3716e-05i,-0.00051737-1.3291e-05i,-0.00091533+0.00065889i,-0.00044976+0.00060435i,0.00034149-0.00011606i,-0.0003124+0.00027167i,-0.0011925+0.00072475i,-0.00081154+0.00071111i,0.00033173-0.00028098i,0.00075655-0.00049148i,-0.00019735+0.00054134i,-0.00084144+0.00037006i,-0.00050267+0.00016012i,0.00015116+6.7109e-06i,0.00064825-0.0002667i,0.00088642-0.00048116i,0.00023002-0.00051759i
2.8699e-05-0.00096156i,-0.00026203-0.0026156i,-0.00015728-0.0041098i,0.00041643-0.00333i,-0.00025062-0.00074559i,0.0002664+0.00039376i,0.00059825+0.00051971i,-0.00048335+0.00072675i,-0.00069793+0.0011116i,0.00042823+0.0015288i,0.0010884+0.0010341i,0.0010553+0.00018442i,0.00038599-0.00042791i,-2.0616e-05-0.00056171i,-0.000337-0.0007183i,-0.00078013-0.00090706i,-0.0010082-0.0003588i,-0.00044045+0.00018759i,0.00016448+0.00039549i,0.00061085+0.0001558i,0.00044402+0.0001052i,0.00043328+0.00023927i,0.00044799+0.00021606i
-2.244e-05-0.00050534i,-0.00030626-0.0012108i,-0.00088765-0.0033191i,-0.0020927-0.0032021i,-0.0025977-0.00039239i,-0.0015153+0.0014564i,0.00015143+0.0009309i,0.00055488+0.00037391i,-0.00022387+0.00064437i,-0.00060331+0.0011633i,-0.00055961+0.0014793i,-0.00072853+0.00086692i,-0.00064023+0.00018486i,-0.00016164+0.00037211i,-0.00017433+0.00051071i,-0.00044377+0.0001311i,-0.00047085+0.0002645i,-0.00040788+0.00053634i,-9.9193e-05-0.00017032i,-3.8809e-05-0.00041995i,4.2503e-05+0.00050844i,0.00033256+0.00035846i,0.00024005-0.0003636i
0.00076799-0.0015094i,0.00091891-0.0019723i,0.0011701-0.0022691i,0.0016477-0.0025593i,0.00091109-0.001574i,1.9919e-05+0.00028864i,-0.00042101+0.00044557i,-0.00045964+0.00010536i,-0.0008386+0.00096478i,-0.0010985+0.0013672i,-0.00078904+0.00064512i,-0.00050976-7.2472e-05i,-0.00010392-0.00031931i,-7.1631e-05+8.2205e-06i,-0.00014985+0.00018703i,0.00016516+0.00015432i,0.00054287+0.00020113i,0.00061663-0.00039647i,0.00036361-0.00047405i,0.00022919-2.331e-06i,-4.7591e-05+0.00061948i,-0.00071459+9.086e-05i,-0.00082501-0.00090905i
0.0010329+0.00075833i,0.00023761+6.2734e-05i,-0.00048975-0.0021005i,0.00015499-0.0028697i,0.00014304-0.0019768i,0.00038797-0.00076776i,0.00095159+1.2855e-05i,0.00047876-0.00024827i,-0.00054279-0.00028152i,-0.00035837+2.3779e-05i,0.00022735-0.00020394i,5.6319e-05-0.00044797i,-0.00055787-9.9861e-05i,-0.00066079-2.9493e-05i,-0.00035554-0.00035814i,-0.00047461-0.00020419i,-0.0005481+0.00016591i,-0.00037801+0.00084313i,-2.3793e-08+0.0011291i,0.00046986+0.0013309i,-0.00029685+0.0012124i,-0.00089297-0.00034034i,-0.00058898-0.00046134i
-0.0014892+0.0010679i,-0.00034035+0.00018685i,0.0018386-0.0018357i,0.0025012-0.0029929i,0.0016081-0.0021761i,0.00028423-0.00082793i,-0.00028456-0.00035303i,-0.00095808+0.0001759i,-0.0010904+0.0008518i,-0.00038103+0.00088785i,0.00011782+0.00044185i,0.00032713+0.0002412i,-0.00028909+5.7707e-05i,8.1682e-05+0.00026224i,0.00049717+0.00092701i,-0.00020006+0.00076825i,-0.00010466+0.00072023i,-8.6297e-05+0.00085553i,-0.00025339-7.0486e-05i,-0.00062769-0.00078266i,-0.00082329-0.00062199i,-0.00033152-0.00053454i,-0.00059555-0.00066116i
0.00061178-0.00069334i,0.00080458-0.0012729i,0.0016861-0.0011186i,0.0006882-0.00053922i,-0.00011266-0.00016288i,0.0004781+0.00093182i,0.00053377+0.0011527i,-0.00049832+0.00047675i,-0.0007528+3.577e-05i,-0.00083173+0.00033418i,-0.0015064+0.00029949i,-0.00099796+9.8361e-06i,-0.00023975+0.0004065i,-0.00045613-0.00014671i,-0.00015117-0.0009405i,-4.9697e-05-0.0011919i,-0.00038369-0.00090005i,-0.00051224-0.00052599i,-0.00012929-9.94e-05i,-0.00036578-0.00026036i,-0.00055679-0.0009999i,0.00023514-0.001011i,0.00054036-0.00079809i
-4.5756e-05-0.0016741i,0.00022793-0.0019615i,-0.00013626-0.0032418i,0.00035644-0.0034148i,0.00071251-0.00083684i,0.00074356+0.00073052i,0.00079345+0.00069279i,4.8804e-06+0.00035495i,-0.00099283+0.0010522i,-0.0003233+0.0010191i,0.00062051+0.00045867i,-1.4583e-05+0.000652i,-0.00097229+0.00042767i,-0.0011576-0.00018189i,-0.00055357-0.00060162i,0.00023274+0.00012271i,-0.00021315+0.00024706i,-0.00067432-0.00019887i,-0.0004838-0.00036799i,-0.00027194-0.00054776i,-0.0006236-0.00067207i,-0.00056641-0.00047221i,-0.00037271-0.00076491i
-0.00071077-0.0011533i,-0.00010119-0.0017203i,0.0003385-0.0017073i,9.9522e-05-0.0012436i,-0.00060891-0.00070406i,-0.00099543+0.00030296i,-0.0005683+0.00018661i,0.00017968-0.00063824i,-0.00039437+0.00022913i,-0.00038113+0.0010096i,0.00025726+0.00072763i,0.00029482-0.00038391i,0.00012272-0.001163i,-0.00029132-0.00041589i,-0.00036699+0.00036444i,-0.00015571+0.00022124i,0.00061815-4.9251e-05i,0.00098026+0.00011375i,0.00043461-0.0002571i,0.00019425-0.00033658i,-0.00027754-0.00074905i,-0.0004661-0.0010968i,-0.000291-0.00042559i
0.00049924-0.0019286i,0.00079802-0.002577i,0.0010669-0.002689i,0.0007678-0.0019086i,-5.9306e-05-0.00079887i,6.4795e-05-0.00043878i,0.00043022+0.00028126i,-0.00057463+0.00099846i,-0.0012854+0.0008409i,-0.00078362+0.00095188i,-0.00054613+0.0012903i,-0.00077904+0.0015165i,-0.00095816+0.0010947i,-0.00085303-0.00073667i,-5.3765e-05-0.00037442i,0.0003577+0.00050344i,0.00022065+0.00019307i,0.0002473+0.00029968i,0.00047269+0.0001132i,-0.00014196-0.00045184i,-0.0005935-0.00012026i,-0.00031167+0.00084504i,-0.00014298+0.00064393i
0.00038649+0.00071313i,0.001012-0.00019599i,0.0014045-0.0012877i,0.0014324-0.0016504i,0.0014349-0.0004785i,0.00010672+0.0005155i,-0.00074471+0.00028609i,-0.0011396+0.00061097i,-0.0012612+0.00086808i,-0.00062223+0.00072194i,-0.0001488+4.0044e-06i,-0.00029095-0.00059991i,-0.00048998-0.00024994i,-0.00037837+0.00014525i,-0.00046948+2.3455e-05i,-0.00058471+6.7593e-05i,-0.00077697+0.00049528i,-0.00048299+0.00041534i,-0.00010583+0.00025617i,0.00015745-0.00023904i,0.00046579-0.00065302i,-2.8284e-05-0.00036085i,6.6858e-05-7.2252e-05i
0.00045029-0.0010597i,0.0011991-0.0025695i,0.0017861-0.0028395i,0.0015931-0.002222i,0.00084667-0.0011259i,0.00059373-3.8831e-06i,0.00054611-0.00010555i,-0.00098841+0.00013227i,-0.0018779+0.001448i,-0.00072071+0.0011222i,0.00024982-0.00048829i,0.00027632-0.00085618i,-0.00044237-0.00072965i,-0.00058395-0.00074021i,-9.3881e-05-0.00029781i,9.5118e-05+0.00021426i,6.6033e-05+0.00016642i,-0.00023858+0.00058575i,-0.00061175+0.00055737i,-0.00044554+0.00016057i,-0.00025743-0.00017587i,0.00043442-0.00046567i,0.0002762-0.00041993i
0.0012986+0.00049248i,0.001962-0.0011927i,0.0013319-0.0028568i,0.00039399-0.0022695i,0.00023429-0.00063715i,-0.00027062+2.0683e-05i,0.00037803-0.00027436i,-1.6041e-05-0.00047571i,-0.0013038+9.2956e-05i,-0.00077828+0.00046064i,5.4402e-05+0.00016331i,0.00045442-0.00033009i,0.00021218-0.00056128i,-0.0009549-0.00035158i,-0.0012692-0.00026121i,-0.0006536+0.00046649i,-0.0011902+0.00056196i,-0.0019626+0.00020194i,-0.00072431+0.00083694i,0.00029335+0.0012716i,0.00042018+0.00086438i,0.00072388+5.5728e-05i,0.00034237-0.00056962i
0.00055414+5.896e-06i,0.0013783-0.0012492i,0.0013967-0.0027677i,0.00050358-0.0023912i,-0.0015354-0.0017046i,-0.00098113-0.00087045i,0.00025635-0.00041426i,-0.00042469-3.4824e-05i,-0.00039494+0.00045489i,-0.00017325+0.00082357i,-0.00063706+0.00016276i,-0.0012917-2.9225e-05i,-0.00133+3.3247e-05i,-0.00085949-0.00020601i,-0.00012792-5.6371e-05i,-5.4265e-07-2.0116e-05i,-0.00041846-0.00023666i,-0.00017124+0.00049732i,-5.8203e-05+0.00060072i,0.00048182-0.00039832i,0.00022229-0.0010805i,-0.00041378-0.00064176i,-6.2326e-05+0.00028272i
0.00095454-0.00020951i,0.0013829-0.0018539i,0.0029659-0.0036835i,0.0031013-0.0034003i,0.0023267-0.0014732i,0.0014918+2.4574e-05i,0.00061114+1.9933e-05i,0.00016685+0.00072189i,-0.00016167+0.0013634i,0.00048428+0.00038048i,0.0014149-0.00039212i,0.00044268-0.00017727i,-0.00069382-0.00024353i,-6.0619e-05-0.00050728i,0.00070534-0.00037608i,0.00065281-0.00067587i,0.00048574-0.00044223i,0.00055353+0.0005941i,0.00092684+0.00099002i,0.00087191+0.00050471i,0.00036581-8.4725e-05i,0.00015914+0.0001017i,0.0003763+0.00041564i
-0.00043971-0.0016111i,-0.0015982-0.0020336i,-0.00238-0.0019229i,-0.0019385-0.0011822i,-0.00061542+0.00019971i,0.00040186+0.0014021i,0.0001848+0.0010874i,-0.00059324+6.8344e-05i,-0.0005415-0.00018946i,-0.00031971-5.5994e-05i,-0.00043993-2.415e-05i,6.7982e-05+0.00038862i,0.00033788+0.00073684i,-0.0001217+0.00042305i,-0.00046206+4.2243e-05i,-0.00017644+0.00069428i,-0.00041404+0.0012228i,-0.00093475+0.00066851i,-0.00099815+0.00045353i,-0.0012092+0.00059648i,-0.00094578-1.339e-05i,-0.00070062-0.00039087i,-0.00050351-0.00046736i
-0.00016094-0.00050645i,0.0014861-0.00071686i,0.0036744-0.00109i,0.0035141-0.0012552i,0.0015082-0.00023006i,-0.00023691+0.00039964i,-0.0010138+0.0008866i,-0.0014427+0.00086441i,-0.00052529+0.00069493i,0.00040328+0.0010172i,0.00046231+0.00047045i,0.00031509-0.00032462i,-0.00032077-0.00043441i,-0.00057802-0.00074352i,0.0001787-0.00056349i,0.00054848+0.00014216i,0.00019206-0.00015768i,-0.0002703-0.0013204i,-5.0555e-05-0.0012887i,6.402e-05-0.00084656i,-0.00037652-0.0010842i,-4.431e-05-0.00055277i,0.00022881-0.00014531i
