-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
-0.00014765-0.00039725i,-0.00039099-0.0002864i,0.00014338+0.00057604i,-0.00059149-0.00061703i,-0.00080632-0.0011308i,-0.00016613-0.00011616i,-0.00041946-0.0001149i,-0.00066105+0.00012893i,-0.0004352+0.0004118i,-0.00059406+0.00022877i,-0.00089258-0.0001196i,-0.00025434-0.00068589i,0.00012977-0.0010272i,-0.00043189-0.00052382i,-0.00040317-0.00010593i,-0.00084793-0.00031028i,-0.00090838-0.00035088i,0.00012383-0.00032641i,0.00036154-1.4583e-05i,-0.00017116-9.7297e-05i,-3.4534e-05-0.0010654i,0.00049852-0.0015106i,0.00045767-0.00083894i
0.0011434+0.00037791i,0.0015605+0.00021124i,0.0019106-0.00054237i,0.0017771-0.0014319i,0.00076185-0.0014476i,-0.00028296-0.0015789i,-0.00022846-0.00096089i,6.0884e-05+0.00090075i,4.3529e-05+0.00070539i,0.00039851-0.00015916i,0.00057048-0.00039952i,0.0005606-0.00073136i,0.00064276-0.00016941i,0.00030157+0.00064314i,-1.9136e-05+0.0005022i,-0.00016899-0.00018149i,-0.00067958+9.3823e-05i,-0.00086348+0.0005706i,-0.00037135+0.00020059i,-0.00034031-0.00013195i,0.00012749+0.00035885i,0.0004525+0.00038567i,-7.3236e-05-0.00080315i
2.0411e-05-0.00041185i,-0.00033241-0.00010819i,-0.00017363-0.00012828i,-1.7645e-05+0.00062268i,-0.00031834+0.0010386i,-0.0003151+0.00054218i,0.00019066+0.00040397i,0.0009665+0.00041296i,0.0012572-0.00031095i,0.00043704-0.00023503i,-7.289e-05+0.00073009i,-0.00049351+0.00098101i,-0.0010044+0.00035943i,-0.00077492-8.8644e-05i,2.5228e-05+5.2186e-05i,0.00038117+0.00026086i,-0.00020935+0.00045855i,-0.00040405+0.00017847i,-0.0005667+0.00058371i,-0.00076375+0.00031064i,-0.00011698-0.00018398i,0.00029958+3.3123e-06i,0.00069528+4.754e-05i
0.00046228-0.00028636i,0.00091387-2.6892e-05i,0.00052582+0.00031386i,-0.00073002-0.00018087i,-0.00063616-7.1273e-05i,-0.00054303+0.0005589i,-0.00075353+0.00058474i,-0.00014552+0.00058987i,3.0432e-05+0.00029654i,5.1355e-05+5.0216e-05i,0.00059997-9.4658e-06i,3.8172e-05+0.00010816i,1.2932e-05+0.00037437i,0.00072039+0.00057982i,0.00021213+0.00043017i,-6.0291e-05-0.00019123i,0.00043618-0.00089563i,0.00044245-0.0012028i,0.0012458-0.00075446i,0.0013422+0.0001649i,0.00080953+0.00049605i,0.00021542+0.0001369i,-0.00063523-0.00055443i
0.0011465+0.00061048i,0.0014095+0.00074754i,0.0012316+0.00061807i,0.00036378+0.00031786i,-7.2587e-06+6.4945e-05i,2.1919e-05+0.00048607i,5.7649e-05+0.00058653i,0.00047391+0.00051224i,-5.289e-05+0.00020704i,-0.00054835-0.0005274i,-0.00050039-0.00093535i,-0.00055916-0.00093579i,-0.00027715-0.00031323i,-0.00083186+0.00086988i,-0.0011933+0.0009843i,-0.0010567+0.00012479i,-0.00086523-0.00055241i,-0.00018609-0.001005i,-0.00011978-0.00055453i,-1.3394e-05-0.00019987i,0.00050292-0.00016221i,0.00035375-6.3625e-05i,0.00039178+0.00028803i
8.1253e-05+0.0016745i,0.0001129+0.00096872i,0.00082698+0.00055752i,0.0006993+0.0001798i,-0.00054942-0.00063102i,-0.00085069-0.00036231i,-0.00018104+0.00057717i,-7.1597e-05+0.00066826i,0.00017219+4.1104e-05i,0.0004934-0.000185i,0.0003677-0.00016171i,4.9838e-06+0.00011972i,-8.5947e-05+0.00064222i,-0.00027691+0.00041933i,-3.9544e-05+0.00017823i,0.00098769+0.0001258i,0.0012531-0.00042346i,0.0010344-0.00055856i,0.0011513+0.00039665i,0.00037603+0.0011583i,-4.8396e-05+0.00022268i,9.9572e-05-0.0014971i,0.0001872-0.0012759i
-0.0028205+0.0013207i,-0.0010916+0.0017337i,-0.00027031+0.0021517i,-0.00040243+0.0019108i,-0.00052176+0.0010891i,-0.0007061+0.00080018i,-0.00074467+0.0009952i,6.6466e-05+0.00080663i,0.00063894+0.00058668i,0.00096674+0.00080223i,0.0013483+0.00047345i,0.0012522-0.00049417i,0.0010031-0.00047169i,0.00029089-0.00022627i,-1.3536e-05-0.00045986i,6.442e-05-0.00036746i,0.00038656+5.1415e-05i,-0.00012123+0.00044809i,-0.0006985+0.00028396i,-0.00044544+3.4268e-05i,-0.00045102+0.00023249i,-9.9975e-05+0.00019469i,0.00024315-0.00054559i
-7.3276e-05-0.0011075i,-0.00027058-0.00091772i,-0.00024403-0.0007338i,1.6503e-05-0.00052435i,0.00095018-0.00029187i,0.0013999+2.7557e-05i,0.00071904+0.00029935i,-4.3781e-05-3.0283e-05i,6.3903e-06-0.00067833i,4.447e-05-0.00054111i,0.00045107+0.00034353i,0.0015001+0.00059839i,0.0019161+0.00055846i,0.0014063-6.6945e-05i,0.0010234-0.00063583i,0.00042854+0.00026757i,0.00010888+0.0012218i,7.5389e-05+0.00093967i,0.00010865+1.884e-05i,-0.00012125+0.00034295i,-0.00025071+0.00086132i,0.00046474+0.00063783i,0.00040148+0.00065322i
0.0012411+0.00089763i,0.0016821+0.0017912i,0.0011461+0.00043243i,-3.7098e-05-0.0010045i,-0.0012444-0.0005972i,-0.0015323+0.00024843i,-0.00077542-2.5069e-05i,0.00026449+0.0004297i,0.00026972+0.00094987i,-0.00035493-6.0655e-05i,-0.0011444-0.0015862i,-0.00097614-0.00099025i,-0.00057245+0.00068859i,-0.00054924+0.0012215i,-0.00058899+0.00074805i,-0.00077154+8.0104e-05i,-0.00036936+7.7958e-05i,-0.00013798+0.0010278i,-0.00013685+0.001292i,-0.00015355+0.00069343i,-0.00038924-8.9856e-05i,-0.00010548-2.0001e-05i,0.00017163+0.00072878i
0.00073268+0.0011435i,0.0017503+0.00066705i,0.0027477-0.00034449i,0.0025601-0.0013894i,0.0017647-0.001831i,0.00083049-0.00076983i,-5.5426e-05+0.0013643i,-0.0006205+0.0013906i,0.00014533+0.00013172i,0.00045384-0.00062008i,2.4903e-05-0.00051652i,-0.00036274+0.0006786i,-0.0011438+0.00031166i,-0.0020049-0.00064334i,-0.0016706-0.0006705i,-0.0011681-0.00085235i,-0.0010253-0.0010036i,6.7759e-06-0.00091338i,0.00049815+0.00027649i,0.00030896+0.0014793i,0.00015358+0.00095907i,0.00059514+4.3306e-05i,0.00010505+0.00027704i
0.0023536+0.00085509i,0.0017138+0.00053719i,0.00028264-0.00047283i,6.4237e-05-0.00067653i,0.00041787+0.00029908i,-0.00029598+0.00068205i,-0.0010061+0.00096345i,-0.00098875+0.00089593i,-0.00022515+0.00041744i,0.0004339+0.00027053i,0.00044382-6.9713e-05i,0.00086038-8.1922e-05i,0.0012117-0.00026183i,0.00077134-0.00030513i,0.00024379-0.00028617i,-0.00087014-0.00032619i,-0.0011614-0.0001342i,-0.00064333+0.00073542i,-0.00030571+0.00080296i,0.00045231-5.9726e-06i,0.00067006-0.00029333i,0.00024802-0.00015224i,0.00052445+1.975e-05i
-0.00017491+0.0018701i,0.0011074+0.0017645i,0.00099321+0.0010201i,-0.00017468+0.0010091i,-0.00051222+0.00043022i,-0.00027601+0.00023983i,-0.00013958+0.00064751i,0.00011441+0.00076244i,0.00029975+0.00054066i,7.4312e-05+4.2745e-06i,-0.00013237-0.00073621i,0.00020858-0.00026929i,0.00034997+0.00083983i,-0.00021736+0.0012407i,-0.0002902+0.00078294i,0.00041059+0.00054624i,0.0008186+0.00052991i,0.0005204+0.00071519i,-0.00043576+0.00030295i,-0.0008743-0.00040191i,-0.00032543+9.0468e-05i,0.0007809+0.00050425i,0.0009175+0.00013434i
-0.00063901-0.0014151i,-0.00083734-0.00092731i,-0.00026354+0.00041132i,0.00030584+0.00079416i,-0.0001074+0.00086341i,-0.00027207+0.00042503i,-0.00043375+0.0012503i,-0.00022137+0.0015525i,0.00024375+0.00016082i,-0.00012416-0.00029931i,-0.00014446-0.00021929i,0.00017149+0.00024086i,0.0011159+0.0010573i,0.0019871+0.00043567i,0.0015048-0.00049198i,0.00034405+0.00010912i,-0.00058758+0.00088767i,-0.00039057+0.0001666i,-0.00015652-0.00058126i,-3.4034e-05-0.00030706i,0.00067711+0.00067931i,0.00047568+0.00031299i,0.00043949-0.00078775i
0.0019315+0.0012384i,0.0022812+0.00013444i,0.0017724-0.0020681i,0.00019611-0.0024849i,-0.001133-0.0011788i,-0.00063626+0.000428i,0.00073002+0.0013208i,0.0012121+0.0011264i,0.0008954+0.00050477i,-1.224e-05+0.00020462i,-0.0010943-9.257e-05i,-0.00097097-0.00049171i,-4.7521e-05-0.00025543i,0.00010148-0.00033924i,0.00039198-0.00073371i,-3.2563e-05-0.00051732i,-0.00069135-0.00054622i,-0.00082372-0.00064223i,-0.00082855-0.00044671i,-0.00089873-0.00021039i,-0.00059824-6.3482e-05i,0.00013964+7.0408e-05i,0.0003876-0.00025505i
-0.0012491+0.00038282i,-0.00015788+0.0012032i,-0.00015137+0.0011335i,-0.0011761+0.00058559i,-0.00195-0.00029712i,-0.00186+0.00035935i,-0.0010246+0.0010237i,0.0002219+0.000638i,0.00037535+0.00020389i,0.00020565-4.6611e-05i,0.00052422-4.6567e-05i,0.00044394+0.00073429i,0.00062806+0.00090055i,0.00025536+0.00019584i,-1.5121e-05-0.00025518i,0.00031028-0.00061639i,0.00036998-0.00052517i,-0.00045579-0.00021333i,-0.00083837-0.00041547i,0.00015797-0.00096471i,0.00061208-0.00054368i,0.00022584+0.00025026i,0.00016608-7.3123e-05i
0.0015971+0.00053653i,0.0025832+0.0003618i,0.0024588-0.00039049i,0.0020059-0.00039742i,0.0010846+0.00019498i,-4.3196e-05+0.00030919i,-0.0007445+0.00043076i,-0.0002026+0.00078905i,0.00081762+0.00049703i,0.00073199+0.00020409i,0.00029898-0.00021086i,-0.00016301-0.0003138i,0.00013175-0.00012768i,0.00050029+0.00011139i,8.5469e-05+0.00066895i,-0.00079223+0.00059397i,-0.0010793-0.00018259i,-0.00046547-0.00042813i,-0.00039824+0.00048824i,-0.0011082+0.00019992i,-0.0016076-0.00020336i,-0.0011654+0.00033896i,-0.00031297+0.00060727i
-0.00021101+0.0024321i,0.00026352+0.0026107i,0.00084754+0.0019012i,0.00087488+0.0010041i,0.00040549+0.00028665i,-8.2422e-05+0.00011851i,0.0004776+0.00081201i,0.00067113+0.0009398i,-0.00013341+0.00029705i,-0.00033254+0.00012358i,-0.0004311+0.000702i,-0.00067673-0.00022705i,-0.00056522-0.0012378i,-0.00015214-0.0011804i,-0.0001251-0.00067055i,0.00026999-0.00019488i,0.00026714-0.00044037i,-5.1222e-06-0.00019742i,-4.555e-05+0.00065079i,-0.00083432+0.0004853i,-0.00070325+8.2471e-05i,-0.00023623+0.00050289i,-0.00054605+0.00068132i
0.0011546+0.001822i,0.0017922+0.0018744i,0.0021107+0.0011303i,0.0010563+0.00049034i,0.00011066-0.00032817i,-0.0010647-0.00028359i,-0.0011722+0.00067142i,-0.00019761+0.0014137i,-0.00020026+0.0010877i,-0.00031031+0.00083859i,8.0645e-05+0.00037318i,0.00040361-0.00041275i,4.3789e-05-0.00062871i,-0.00029743-0.00075077i,-0.00079509-0.00027946i,-0.00064924-0.00031902i,0.00062204-0.00027437i,0.00078582+0.00056208i,9.4375e-05+0.0011465i,-0.00060197+0.00081575i,-0.00081464-3.0428e-05i,-0.00064233-0.00062382i,9.1943e-07-0.00095072i
-0.00090576+0.0012362i,-0.00045848+0.00064741i,-0.00012034+0.00040058i,-0.00027685+0.00025363i,-0.00098109+0.00069531i,-0.00068682+0.0011279i,0.00060813+0.00099787i,0.00038851+0.00098581i,-0.00018627-5.1823e-05i,0.000315-0.00061206i,0.00017143-4.0525e-05i,-2.2096e-05-0.00023308i,-0.00010145-0.00053548i,-0.00030142-6.81e-05i,0.00012434+0.00077343i,0.00067012+0.00024657i,0.00063689-0.00015371i,0.00015846-2.8583e-05i,-4.0536e-05-0.0001293i,-0.00022105-0.00018426i,0.00010511-0.00034838i,-4.0453e-05-0.00030758i,-0.0004009-0.00056903i
0.00069865+0.00121i,0.00063117+0.00067176i,0.00099983+0.00039571i,0.00086914+0.00069138i,0.00048569+0.0016979i,-0.0005403+0.0024235i,-0.0011069+0.001818i,-0.00028077+0.00044528i,0.00042872-0.00056162i,0.00018544+0.00013928i,-0.00014985+0.00087823i,0.00056041+0.00023558i,0.00075145+0.00035835i,0.00040319+0.00095597i,0.00065146+0.00069505i,0.00010159-0.00031072i,-0.00079489-0.00063514i,-0.0010455-0.00026861i,-0.00083853-0.00025852i,-0.0007278-3.8356e-05i,-2.3929e-05+0.00037146i,0.00091543+0.00075239i,0.0009+0.00099519i
0.0013228+0.0019879i,0.00060299+0.0020086i,0.00031726+0.00074302i,6.4124e-05-0.00018621i,-0.00074193-0.0011271i,-0.00070803-0.00093461i,-0.00030492+0.00068477i,-0.00034683+0.0011129i,-0.00014121+0.00038676i,-0.00019315+0.00045164i,-0.00066824+0.00059702i,-0.00080866-0.00027974i,-0.00093958-0.00048048i,-0.0011638+0.00015198i,-0.00095879-0.00047352i,1.4583e-05-0.00069854i,0.00080749-0.00032224i,0.00075111+6.809e-06i,8.0429e-05+0.00023478i,0.0001126+0.00046798i,0.00062777-8.7639e-05i,0.00035914-0.0008248i,1.0003e-05-0.00019141i
0.00081216-0.00063i,0.0010708+4.1036e-05i,0.00017887-0.00087584i,-0.00039537-0.00076258i,-0.00064335-0.00016304i,-0.00041707+0.00039095i,-0.00020703+0.00064009i,-0.00012622+0.00011547i,-0.00031095-4.7163e-05i,-4.1942e-05-0.00026559i,0.00016835-0.00051705i,-0.00040534-0.0005452i,-1.6321e-05-0.00020625i,0.00041438+0.00011035i,-0.00054926+0.00050782i,-0.00079519+0.0006618i,-0.00057308-0.00040346i,-0.00061037-0.00080743i,-0.0005706-0.00034965i,-0.00049833-0.00019325i,-2.9673e-05-0.00014838i,0.00014507-0.00016225i,-0.00029393+0.00014878i
0.00086327-7.8071e-05i,0.00097201-0.00021173i,0.00035959-0.00082316i,-0.00054861-0.0014338i,-0.00090877-0.00062754i,-0.0012329+0.0010729i,-0.00071046+0.00085995i,0.00047942-0.00044714i,0.00068304-7.034e-05i,0.00058585+0.0012239i,-3.4648e-05+0.00094529i,-0.0005891-0.00044435i,6.6751e-05-0.0011688i,9.9564e-05-0.000715i,0.00011587+0.00017709i,0.00032345+7.157e-05i,0.00039783-0.00039469i,0.00032727-0.00062648i,0.00032818-0.00048219i,0.00058819-0.00039231i,0.00068009-0.00081681i,0.00043632-0.00056811i,-0.00043318+0.00038347i
1.356e-05+0.0032176i,0.0017191+0.0028074i,0.0031219+0.0018639i,0.0022667+0.00030103i,0.00059488+0.0001227i,-0.00067113+0.00064073i,-0.0010993+0.0019156i,-0.00081783+0.0020459i,-0.00050134+0.0005697i,-0.00017051+6.1372e-05i,4.5013e-05+0.00017386i,-0.00022473+0.000149i,-0.00041341-4.1021e-05i,-0.00071058-0.0008001i,-0.0013536-0.00056617i,-0.0013927+0.00037953i,-0.00063931+0.00040866i,-0.00049373+0.00023872i,-0.0004902+0.00068843i,-0.00054114+0.00059591i,-0.0002292+0.00039839i,-0.00018086+0.00067719i,9.7509e-06-0.00023993i
-0.00011683+0.0015243i,-0.00053848+0.0018962i,-0.00017744+0.0010877i,0.00020251+0.00031284i,0.00034764+0.00086023i,0.00022069+0.0012394i,0.00023764+0.00067314i,0.0005604+0.00091849i,0.00092514+0.00067769i,0.00073319-0.00031391i,0.00025955-0.00043558i,0.00027967-0.00062573i,-0.00011639-0.00075054i,-0.00072569-0.00032414i,-0.00041516+0.00042319i,-0.0003953+0.00063547i,-0.0003517+0.00079649i,5.2754e-05+0.00065066i,0.00040066+0.00021545i,-0.00054779+2.5044e-06i,-0.0010178+0.00061163i,-0.00022216+0.00051648i,-0.00024818-4.129e-05i
-0.00085402+0.00043772i,-0.000798+8.0447e-05i,-0.0015833-0.00018425i,-0.0018648+0.00036456i,-0.001813+0.00074195i,-0.0019541+0.00076135i,-0.0012505+0.00061555i,-4.4021e-05-6.2945e-05i,0.00069345-0.00087254i,0.00083867-0.0012409i,0.00012946-0.00058837i,-0.00026987+0.00018041i,0.00034373+0.00027706i,0.0007742+0.00037378i,0.00071118+6.5401e-05i,0.00012444-0.00060561i,-0.00013736-0.00043443i,0.00021509+0.00010508i,-7.0939e-06+0.00022271i,0.00082712+0.00026299i,0.0010881-0.00039879i,9.9293e-05-0.00058999i,0.00026727+0.00045146i
0.00012726-0.00056139i,-3.8659e-05+4.1718e-05i,-0.00029693-2.2967e-06i,2.5162e-05+3.8029e-05i,0.0002007-0.00033935i,-0.00032684-0.00058591i,3.8348e-05+4.4052e-05i,0.00053647+0.00063795i,3.3416e-05+0.00077385i,8.8816e-05+5.8233e-05i,0.00071891+0.00011094i,-7.8616e-05-8.9834e-05i,-0.0010717-0.00072218i,-0.00065561-0.00047311i,0.0004402-0.00052388i,0.00059925-0.00067238i,0.00030773-0.00043498i,9.4292e-05-0.0001528i,0.00026066+0.00012149i,-4.1059e-05+0.0008409i,-0.00073673+0.00092186i,-0.00085262-0.00015109i,-0.00032084-0.00064776i
0.00095952+0.0029083i,0.0012404+0.0020516i,0.0011161+0.00068588i,0.00077414-8.6089e-05i,0.0016573-0.00014235i,0.0018975-0.00039055i,0.00045461-0.0005902i,-0.00033355-2.9121e-05i,0.00013329-0.0003175i,0.0010945-0.00077187i,0.0013641-0.0010284i,0.00067005-0.0020422i,0.00054083-0.001808i,0.00076462-0.00096884i,0.00017417-0.00062299i,-0.00026185-0.00095732i,9.3036e-05-0.00047334i,0.00042406+0.00010996i,6.5981e-06-0.00047714i,-4.4235e-05-0.00070827i,0.00052024-0.00061637i,0.00077943-0.00032408i,0.00023287-0.00014444i
-0.001632-0.00084509i,-0.00052002-0.0001599i,-0.00053337+0.00076872i,0.00058468+0.00074422i,0.0010806+0.00090712i,-0.00036875+0.00063299i,-0.00052873+0.00080219i,0.00027509+0.0011358i,0.00035597+0.00038288i,0.00061016-0.00029709i,0.00034184-0.00045931i,-6.167e-05-0.00076683i,-0.00013491-6.3928e-05i,-0.00054405+0.00043516i,-0.00066081-0.0006641i,-0.00089693-0.0010862i,-0.00025743-0.00054033i,0.0003745-0.00019561i,0.00050136-0.00010209i,0.00079719-0.00017404i,0.00099778-0.00066973i,0.00066666-0.00066146i,0.00026879-0.00017755i
0.00067292-0.00043i,0.00052837+5.8376e-05i,0.0013001+0.00061603i,0.0017441+9.9723e-05i,0.00086538+0.00027962i,-0.00029866+0.00077636i,-0.00068905+0.00070237i,-0.00021028-0.00012296i,-0.00020628-0.0005941i,-0.00043868-0.00050418i,8.195e-05-0.00044086i,0.00011602-0.00069894i,-0.00015863-0.00058194i,-0.00055398-0.0004009i,-0.00037644-6.548e-05i,-0.00044067+0.00068516i,-0.00048145+0.00076625i,0.00023198-0.00015691i,0.00058248-0.00075101i,-0.00010715-0.00076586i,-0.00058973-0.00043929i,-0.00021386-0.0004733i,-0.00013926+6.2751e-05i
0.0011199+0.00095299i,0.0014434+0.00065991i,0.0013114+0.0003835i,0.00056452+0.00041767i,-0.00068947+2.0359e-05i,-0.0010091-2.5304e-05i,-0.00076441+0.00063656i,-0.00024136+0.00036093i,0.0011796-0.00024837i,0.0014876+0.00017595i,0.00056802+0.00038573i,-0.00055758-0.0003926i,-0.00091381-5.9544e-05i,-0.0010002+5.2684e-05i,-0.001132-0.00072075i,-0.00080218-0.00081828i,-0.0002452-0.00062801i,-1.9789e-05+8.2408e-07i,9.4915e-05+8.8981e-05i,0.00026538-9.151e-05i,-2.1936e-05+0.00010285i,-5.9497e-05-0.00021742i,0.00016371+8.014e-05i
-8.3608e-05+0.00066798i,0.00068134+0.0027186i,0.0016037+0.0025091i,0.0017937+0.0018037i,0.00076174+0.0013494i,-0.00031356+0.00056935i,-0.00085609+0.0004437i,2.1171e-05+0.00090396i,0.00069322+0.0008707i,-0.00021457+8.875e-05i,-0.00025343-0.00038346i,0.0010701-6.4617e-05i,0.0011002-0.00020891i,0.00099345-0.00028223i,0.00032918-1.7549e-05i,-0.00053704+0.00023111i,-0.00076818+0.00025924i,-0.00036357-3.9314e-05i,-3.5809e-05-0.0001102i,-0.00046213+4.4138e-05i,-0.00044817+0.00050133i,-0.0002393-0.0003114i,-0.00013013-0.00067925i
0.0001292+0.00081719i,0.00043436-0.00066706i,0.00033085-0.0016551i,-0.00012907-0.0018958i,-0.00099401-0.00095016i,-0.00083551-3.9281e-05i,-0.00079303+0.00065213i,-0.00075904+0.00084768i,-5.6907e-05+0.00043916i,0.00019641-0.00050579i,1.1595e-05-0.0007445i,-0.00046731+0.00018303i,-0.00029415+0.00049497i,-4.5412e-05+0.00013473i,-0.00055074-0.00066276i,-0.0003303-0.0010389i,-3.9568e-05-0.00063215i,2.5818e-05+0.0001053i,0.0002664+0.00059216i,-0.00031297+0.00043914i,-0.00047149-0.00036604i,-0.00013992-0.00070487i,8.8113e-05+0.00027012i
0.0011915+0.0012703i,0.0019229+0.0021271i,0.001588+0.0011499i,0.0004112-0.0005663i,-0.00067711-0.0011901i,-0.0016444-0.0012846i,-0.00098152-0.00010089i,0.00016142+0.0014231i,0.00069719+0.00094462i,0.00074271-0.00020244i,0.00048214-0.00071058i,-3.0941e-05-0.00079532i,-0.00028948-0.00075881i,-0.00067317-0.00054319i,-0.00032248-0.0006222i,-0.00024407-0.00051813i,-0.00062602-0.00027118i,-0.00054157+0.00032239i,-0.00092908+0.00087623i,-0.00083924+0.00058825i,-0.00054834+0.0001284i,0.00011071+0.00065063i,0.00063014+0.00085813i
0.00011656+0.0018833i,0.00036504+0.0014146i,0.0014346+0.0012557i,0.001335+0.00086137i,0.00018574-0.00035734i,-0.00034273-0.00081121i,0.00052572-0.00073722i,0.00083432+0.00047551i,0.00034405+0.001497i,0.00028557+0.00077356i,0.00035348+3.7594e-05i,0.00046815-7.162e-05i,3.9336e-05+1.7318e-05i,-0.00020187-0.00036746i,-0.00041054-0.00098172i,4.1365e-05-0.00061847i,-1.2352e-05+0.00015168i,-0.00044142+0.00012784i,-5.3462e-05+0.00052182i,4.4516e-05+0.00099157i,0.00052018+0.00072415i,1.8241e-05-0.00016938i,-0.00063998-0.0004445i
0.0022852+0.002465i,0.0029576+0.0015523i,0.0028369+0.00057601i,0.0020972-0.00036772i,0.00075144-0.00090594i,-7.482e-05-0.00072901i,-0.00010125-7.4256e-06i,-0.00022645+0.0005573i,-0.00020081+0.00011132i,-0.0007854-0.00012316i,-0.0016889-0.00026988i,-0.0011115-0.00034198i,-0.00015834-0.00016223i,0.0002195-1.3791e-05i,-0.00017429-0.00011048i,-0.0008297-0.00053743i,-0.00073439-0.00071077i,-0.0001497-0.00054986i,0.00047932+7.274e-06i,0.00091422+0.00058372i,0.0011292+0.00080812i,0.00124+0.00034933i,0.0011642+3.2072e-05i
-0.00080741+0.0028356i,0.00017648+0.0027487i,0.00083113+0.0014686i,0.00048629+7.1665e-05i,0.00065895-0.00064936i,0.0005232-0.00037134i,0.00011745+0.00019998i,0.00052853-0.00036795i,0.00087242-0.00086627i,0.00039727-0.00083975i,0.00016881-9.7171e-05i,0.00073938+0.00014627i,0.00045453-7.79e-05i,-0.00037025-0.00011879i,-8.6617e-05-0.00021327i,0.00088279-0.00018781i,0.001303-0.00039583i,0.0003649-0.00086311i,-0.00030659-0.00078309i,-0.00059591+0.00018336i,-0.00085187+6.3489e-05i,-0.00020813-0.00051704i,0.00064003+3.6746e-05i
4.2223e-05+0.00081795i,-0.00091959+0.00045201i,-0.0014587-0.00032295i,-0.0010017-0.00031457i,-0.00034259+0.00061361i,5.1685e-05+0.00081052i,0.00050726+0.00029713i,0.00087895-0.00069985i,0.00063361-0.0012607i,0.00079963-0.00069057i,0.00042149+3.3285e-05i,0.00014233+0.00022392i,0.00013384+0.00013909i,-9.4661e-05+0.00015113i,0.00043527+0.00057437i,0.0006866+0.00057075i,0.00021056-3.2252e-05i,9.9009e-05+4.6771e-05i,-0.00020671-0.00016451i,-0.00077061-0.000882i,-0.0010349-0.0010011i,-0.00051526-0.00069093i,-0.00021216+0.00029965i
0.0012781-0.00095064i,0.0014651-0.00022017i,0.0015807-0.00041292i,0.00082342+0.00011731i,0.00010868+0.0010648i,-0.00010361+0.0016615i,0.00037247+0.0013122i,0.00048668+0.00044449i,-0.0001312-0.00026271i,-0.00038979+0.00021696i,-0.00060324+0.0006723i,1.1809e-05-0.00011838i,0.00026066-3.2426e-05i,-0.00034796+0.0011609i,-0.00048727+0.001687i,0.00021452+0.0012919i,-6.7918e-05+0.00074102i,-6.2615e-05+0.0002758i,0.00071257+0.00031254i,0.00043391+0.00033946i,0.00034245+0.0003736i,0.00013812+0.00045548i,0.00024993+0.00034908i
0.00071173-0.00018405i,0.0010366+0.00031864i,0.00042803+0.001148i,0.00028641+0.0016029i,0.00088127+0.0013541i,0.00088844+0.00072285i,0.00015409+0.00054884i,0.00023028+0.00028999i,0.00080033+0.00027226i,0.0010028+0.0001832i,0.0012524+4.3228e-05i,0.00091469+2.4228e-05i,0.00026616-0.00069597i,0.00020235-0.00039383i,0.00027677+0.00034978i,0.00024411+0.00018918i,0.0003602+0.00044033i,0.00043461+0.00049171i,-5.6203e-05+0.00054365i,-0.00053481+0.0011832i,-0.00017016+0.00098986i,-8.8622e-05+0.00043843i,0.00011328+8.381e-05i
0.00011674+0.00029305i,-0.00058933+0.00098327i,-0.0016826+0.0012837i,-0.001808+0.0010116i,-0.0011547-0.00019118i,-9.7758e-05-0.0003924i,0.0006366+0.00027745i,0.00055101+0.00048823i,-2.7647e-05+0.00036065i,-3.7519e-05+6.2358e-05i,0.00067542+0.00029829i,0.001238+0.00087372i,0.0012439+0.00016669i,0.00099144-3.2783e-05i,0.00097243+0.00042768i,0.00053099-0.00020047i,0.00033018-0.0010906i,0.00019439-0.00096193i,-6.1828e-05-0.00025856i,-0.00027717+0.0005622i,-0.0006327+0.00054283i,-0.00012522+3.5042e-05i,0.00049863+0.0004151i
-0.0012503+0.0018861i,-0.00010962+0.0013781i,-0.00017098+0.0011621i,-0.00050098+0.00095046i,-0.00033121+0.00018349i,-0.0011331-0.00024494i,-0.0013293-0.00054936i,-0.00039044-0.00069738i,0.00021053-0.00040491i,0.00073768-0.00079789i,0.0012585-0.0012267i,0.00082263-0.0011048i,0.00028126-0.00047612i,0.00052992+3.0736e-05i,0.00084634+0.00013555i,0.00034581+0.00023087i,0.00013164+0.000148i,-0.00019121-0.00066i,-0.00080248-0.00068245i,-0.00046568-2.0647e-06i,0.00025727-0.00040262i,0.00021906-0.00057297i,-0.00049636+0.00027997i
