-0.0010084+0.00051344i,0.00033685+0.00037875i,-0.00090601+0.00063711i,-0.0017557+0.0018024i,-0.0014809+0.0034225i,-0.00017586+0.0045028i,0.00062059+0.0031938i,0.00039906+0.0016889i,0.00084642+0.0013498i,0.00063434-4.3682e-05i,0.00067253-0.00062086i,0.0011292-0.00029557i,0.00031052-0.00029137i,-0.00057559-0.00014097i,-0.00026539+0.0001676i,0.00017795+0.00043633i,0.00015989+5.0384e-05i,-0.00032196-0.0003354i,-0.00045623-0.00021834i,-0.0001241-0.00012147i,4.5543e-05-0.00012246i,0.00050208-0.00045396i,0.00052139-0.00050028i
0.0016441-0.00017897i,0.0010197+4.3992e-06i,0.0004499+0.00032129i,-0.0004505+0.00089971i,-0.001045+0.0011124i,-0.0017467+0.00090449i,-0.0015817+0.0010189i,-0.00017166+0.0011458i,0.00021624+0.0010804i,0.00043341+0.00035642i,0.0005456-9.889e-05i,-0.00070716-0.00013082i,-0.001307-0.00050455i,-0.00087759-0.0010797i,-0.00010014-0.00079673i,0.00077735-1.6187e-06i,0.00077094+6.7353e-06i,-0.00032714-1.8279e-05i,-0.0013058-0.0006213i,-0.00068584-0.0005414i,7.1435e-05+0.00044666i,0.00022514+3.0854e-05i,0.00022584-0.00043997i
0.00057841+0.00047897i,0.00067334+0.0003774i,0.00010651+0.0011326i,-0.00084947+0.0033376i,-0.0011293+0.0045576i,-0.0002819+0.0034841i,0.00053718+0.0019525i,0.00048292+0.0019195i,0.00047928+0.0016276i,0.00074991+0.00010186i,0.00089267-0.00052237i,0.00017311+0.00097166i,-0.00013137+0.0012159i,2.14e-05+0.00033779i,-6.4418e-05+0.00046248i,-0.00021392+0.00033983i,-0.00012846-0.00015665i,0.00011981+0.00011372i,0.0001296+0.0002544i,2.1828e-05+0.00016502i,0.00045526+0.000685i,0.00073905+0.00055389i,0.0006802+0.00011932i
0.0010766-0.00077281i,0.00074629-0.00027032i,0.00081011+0.00058788i,-0.00047835+0.0019706i,-0.0018893+0.0031009i,-0.0012361+0.0031344i,-0.00053856+0.0020009i,-0.00068748+0.0013561i,6.9377e-05+0.00081363i,0.00068156+0.00036944i,-4.1346e-05+0.00051531i,-5.8546e-06+8.0137e-05i,0.00015822-0.00061489i,-0.00011642-4.479e-05i,5.5185e-05+0.00044591i,0.0001586-0.00017212i,-0.00034407-0.00043941i,0.00012188-0.00040215i,0.0011976-0.00034298i,0.0015994+4.0482e-05i,0.001089+0.00029443i,0.00048538+0.00060549i,-0.00024376+0.00081687i
-0.0024668-0.00010381i,-0.0020935+0.0020353i,-0.0024542+0.0030592i,-0.0027612+0.0030043i,-0.0019661+0.0026887i,-0.0010912+0.0021969i,-0.00017436+0.0011593i,0.00052999+0.00088485i,8.2209e-05+0.00085173i,-0.00032435+0.00063906i,-5.4493e-05+0.00097787i,0.00012948+0.00043789i,-1.6158e-05+8.4506e-05i,-5.4144e-05+0.00024906i,-9.4798e-05-0.00010777i,-0.00054866-6.2443e-06i,-0.00037881+8.6703e-05i,-0.00026635-0.00020481i,-0.00033338-0.00035423i,-0.00067802-6.6201e-05i,-0.00057945+0.00030481i,0.00013768+2.3087e-05i,3.343e-05-0.00025948i
-0.0024423-0.0010783i,-0.0018294-0.00054638i,-0.0026398+0.00045796i,-0.0035979+0.0025986i,-0.0029834+0.0044211i,-0.00038187+0.0041176i,0.0012366+0.0023526i,7.7766e-05+0.0011768i,-0.0013595+0.00081742i,-0.00090579+0.00059033i,-0.00011472+0.00026605i,-2.917e-05-0.00024035i,0.00034343-0.00076287i,0.00070513-0.00091443i,0.00079697-0.00080442i,0.00073281+4.7929e-05i,0.00010319+0.00042672i,0.00055551+0.00034939i,0.00076091+0.00064504i,0.00043686+0.00042605i,0.00054897+0.00058515i,8.4985e-05+0.00061083i,-9.7252e-05+0.00023511i
0.0010384-0.00052342i,0.00038906+1.2737e-06i,-0.0013808+0.00085385i,-0.0015477+0.0022158i,-0.0012942+0.0036436i,-0.0010668+0.0036219i,-0.00073232+0.0022686i,-6.0573e-06+0.0014676i,0.00072922+0.00098411i,0.00091946+0.00071266i,0.00017011+0.00062259i,-0.00033703+7.7226e-05i,-0.00021177-0.00021607i,5.8531e-05-2.559e-05i,0.00040112+0.00036596i,0.00053534+1.4793e-05i,0.00047512-0.00040964i,3.6712e-06-0.0004635i,-0.00070695-0.00050379i,-0.00023231-0.00052575i,0.00065829+3.021e-05i,0.00020379+1.1145e-05i,-0.00045816-0.00045694i
0.00079038+1.8967e-05i,0.00096868-0.00067815i,0.0018-0.00068923i,0.0011426+0.00093809i,0.00010224+0.0022804i,0.0007094+0.0022853i,0.00053425+0.0011693i,-0.00010126+0.0005252i,0.00064184+0.0002533i,0.0010166+0.00029988i,-0.0002254+0.00036922i,-0.0009777+0.00020514i,-0.00057072+9.974e-05i,-0.00036191-0.00012237i,-0.00029547-0.00060094i,-9.636e-05-0.00086445i,-0.00026303-0.00041585i,-0.00057966-0.000201i,-0.00064703-0.00056376i,-0.00091098-0.00042939i,-0.00064935-0.00026261i,0.00032115-2.5274e-05i,0.00073582+0.00025269i
0.00097886+0.00017968i,-0.00064144+0.00033111i,-0.00042987+0.00050383i,-0.0011261+0.0015227i,-0.0014301+0.0022043i,-0.00078398+0.0019362i,-0.0010734+0.0013417i,-0.0011104+0.0006362i,-0.00064761+0.00010102i,-0.00059674-0.00019827i,-0.00064811-0.00028068i,-0.00025562+9.3544e-05i,-0.00097028+0.00035947i,-0.0015844+0.00042424i,-0.00042104+0.00017733i,-2.2558e-05-0.00085041i,-7.4261e-05-0.00087i,0.00024641-0.0001267i,0.00023503+0.0001864i,-0.00049449+0.00061236i,-0.00062711+0.00047877i,-0.00016412+0.00043409i,0.00037379+0.00044701i
-0.00086734-0.00058337i,-0.00064119-0.00013621i,-0.0010084+0.00097514i,-0.0010033+0.0014077i,0.0001148+0.0021932i,0.00027883+0.0029911i,-5.4602e-05+0.0023254i,0.00020986+0.0006896i,-2.7294e-05-8.6937e-06i,-0.00069453+0.00023826i,4.555e-05+0.00068605i,0.0010845+0.0007997i,0.0011535+0.0008816i,0.00040637+0.00047365i,-0.00010422-3.9994e-05i,9.4757e-05+0.00055164i,0.00020597+0.00048431i,3.1237e-06-9.5214e-05i,-0.00020905+9.557e-05i,-0.00026333-0.00020896i,-0.00011723-0.00025131i,0.00058141+0.0010641i,0.00066363+0.0020149i
0.00012218-0.00083106i,-0.00096804-0.00072655i,-0.0016203-0.00013979i,-0.0023428+0.0015949i,-0.0026262+0.0030531i,-0.00082636+0.0033846i,0.00098899+0.0026123i,0.00016933+0.00082271i,-0.00031209-0.0004656i,0.00061959-0.00065861i,0.0014175-0.00098527i,0.0013532-0.00088967i,0.00078317+0.00050783i,0.00057617+0.0011972i,0.00061707+0.00069657i,0.00064399+0.00060741i,0.0003697+0.00071458i,0.00021829+0.00025184i,0.00024585-0.0003442i,0.0003013-0.00019081i,0.00045413+0.00024671i,0.00053466+0.00019643i,0.00043385+0.00016332i
4.0454e-05-0.00074553i,-9.7025e-05-0.00045233i,-0.000746-0.00016527i,-0.0025114+0.0011833i,-0.0026864+0.0028142i,-0.001754+0.0031255i,-0.0016636+0.0016767i,-0.0011016+0.00070291i,-0.00037978+0.00019i,-0.00016235+2.6856e-05i,0.00022457-0.00012682i,0.00041454+0.00041757i,0.00045418+0.00071546i,3.1079e-05+0.00046332i,8.283e-05+0.00027993i,0.00031651-0.00012091i,-0.00054098-0.0003301i,-0.00070113-0.00051322i,0.00023514-0.0004329i,-0.00046712-0.0008093i,-0.00090886-0.00078759i,-0.00053634-0.00031069i,0.00011304-0.00026427i
0.0016022-0.00079906i,0.0014668-0.00075473i,-6.2812e-05-5.0181e-05i,-0.0021828+0.0013352i,-0.0033902+0.0036248i,-0.0023808+0.004171i,-0.00054301+0.0022337i,-0.00029396+0.00098031i,-0.00059806+0.00082508i,-0.00022893-8.9417e-05i,0.00063373-0.00027313i,0.00085495+0.00064256i,0.00045351+0.00035093i,6.4346e-05-0.00035849i,-4.4326e-05-0.00035313i,0.00051001-4.3017e-05i,0.00072521-4.4265e-05i,0.00033934+0.00028247i,-0.00062186+0.00043605i,-0.00098089+0.0004842i,-0.00025143+0.0007982i,0.00020703+0.00037547i,0.00036121-0.00027572i
-0.00037135+1.9341e-06i,7.6149e-05+0.00043654i,-0.00044678+0.0011505i,-0.0012287+0.0026836i,-0.0018136+0.0032683i,-0.0015121+0.0019853i,-0.00033651+0.0015447i,0.00085665+0.0019144i,0.0003264+0.0014521i,-0.00033737+0.00071007i,-0.00018035+0.00042551i,0.0003157+5.0239e-05i,0.00089367-0.00029859i,0.0011601-0.0002563i,0.00057389-0.00010782i,-0.00033849-5.4719e-05i,0.00031116+0.00021293i,0.0012845+0.00028838i,0.00094952+0.00049407i,0.00052762+0.0006911i,0.00086327+0.00012134i,0.0013908-0.00019927i,0.0011664-0.0010193i
0.00040991-0.00055755i,0.00030754+0.00022316i,-0.0013884+0.00062403i,-0.002355+0.00092836i,-0.0013609+0.0025227i,-0.00013509+0.0031795i,0.00046921+0.0024183i,0.00017772+0.001732i,0.00063926+0.00071087i,0.00099131+0.00011566i,0.00050348-4.0575e-06i,0.00082673+0.00031775i,0.0013819+0.00081473i,1.7305e-05+0.0002228i,-0.00092636-0.00054045i,-0.0010038-0.00021709i,-0.0006828-0.00040187i,-0.00035048-0.0002353i,-0.00080802-0.00017742i,-0.00058424-0.00012194i,-0.00021702+0.00031555i,5.3534e-05+0.00037084i,0.00033988+0.0002049i
0.00035836-0.0011077i,-0.00045361-0.00092587i,-0.00055776+0.00091985i,-0.0017319+0.0022077i,-0.0019573+0.0029479i,-0.0011981+0.0029408i,-0.00054465+0.001838i,-0.0008044+0.0004662i,-0.0006528+0.00014341i,-0.00022717-0.00048117i,5.4679e-05-0.00098701i,0.00015869+8.2652e-05i,-5.1978e-05+0.00037338i,0.00033766-0.00044602i,0.00082582-0.00045526i,0.00091567+0.00017106i,0.00053354-9.2062e-05i,0.00045529-0.00051604i,8.0512e-05-0.0008146i,-0.00090104-0.00096956i,-0.00041771-0.0007852i,0.00078451-0.00020865i,0.00068768+0.00026946i
0.00057206-0.00075801i,0.0013021-0.00094302i,0.0004022-0.00076711i,-0.001045+0.00071523i,-0.0019068+0.0026963i,-0.0012156+0.002922i,0.00050824+0.0012364i,0.00060587-0.00021204i,0.00030755+0.00024314i,0.00062905-2.9397e-05i,0.00084304-0.00099346i,0.0014532-0.00080685i,0.0013745-0.00028405i,0.00025452-5.6657e-05i,-0.00054186-3.4448e-05i,-0.00034486+5.4323e-05i,-0.0005384-0.00023127i,-0.00037762-0.00038008i,2.9017e-05+9.6275e-05i,6.9803e-05-5.5039e-05i,6.4589e-05-0.00012854i,-0.00024113-2.0302e-05i,-0.00043129+0.00042911i
-0.0005045+0.00039715i,-0.00057435-1.3367e-05i,-0.0004282-2.876e-05i,-0.0015096+0.0012756i,-0.0023315+0.002756i,-0.0013486+0.0028065i,-0.00022303+0.0020619i,-5.955e-05+0.0014892i,-0.00037126+0.0011073i,-0.00027153+0.00010659i,0.00043634-0.00040345i,3.648e-05+0.00015443i,-0.00121-0.00019638i,-0.00065983-0.00078196i,7.5446e-05-0.0010125i,-4.3753e-05-0.0016103i,-0.00018148-0.0012389i,0.00019257-0.00064445i,-0.00018689-0.0004502i,-0.00082625-0.00035214i,-0.00070145-0.00024704i,0.00028665-0.00030063i,0.00099063-0.0004097i
0.00091729+9.2161e-05i,0.00064678+0.00010587i,0.00034052+0.0013723i,0.00059526+0.0023304i,0.00023624+0.0031308i,-0.00021284+0.0032758i,-0.00011319+0.0013686i,-0.00030387-0.00029929i,-0.00079853-8.7897e-05i,-0.0005544+0.00076744i,-0.00012775+0.00086543i,7.7654e-06+0.00042557i,-6.2052e-05-0.00046291i,-0.00023792-0.00075302i,-0.00050218-0.0010219i,-0.00015665-0.0010848i,3.7787e-05-0.00036469i,7.2068e-05+0.00046564i,-0.00029502-0.00013144i,-0.00021972-0.00040533i,8.6974e-05+0.00046685i,0.00011986+0.00060257i,-2.4932e-05+0.00099206i
0.00012153-0.0025715i,-0.0014198-0.001161i,-0.0031688-0.00039222i,-0.0040424+0.0012828i,-0.0032953+0.0030454i,-0.0012343+0.0038152i,-2.0152e-05+0.001977i,0.00039941+0.00041492i,0.00010039+0.00056777i,0.00048069+0.00064842i,0.00044228+0.00027687i,-0.00029596+7.2405e-05i,0.00038686+0.00045776i,0.00099424+0.00049453i,0.00078476-0.00030477i,0.00078722-0.00060782i,0.00039864-0.00013809i,5.284e-05-0.00038732i,5.9915e-05-0.00051882i,-8.2096e-05+0.0002213i,-9.2743e-06+1.266e-05i,2.8678e-06-0.00022547i,-0.00031665+0.00042234i
0.0010413-0.00013626i,0.0019826+0.00037203i,0.0013375+0.00042463i,-0.00027435+0.0023305i,-0.0012437+0.0036192i,-0.00088945+0.0024871i,0.00043437+0.0014155i,0.00063206+0.00097794i,0.00058974+0.00061347i,0.00086156+0.00067817i,0.0004907+0.00069514i,-5.7862e-05+0.00041163i,-0.00027991+4.7241e-05i,-0.0004368+0.00013219i,-0.00041886+0.00014722i,-0.000448+0.00028306i,-0.001039+0.00040031i,-0.00047691+0.00024406i,0.00045054+0.00028067i,0.00069213+0.00045526i,0.00066036+0.00040755i,0.00027037-6.4362e-05i,9.5017e-05-7.9811e-05i
-0.00069142+0.00036198i,-0.00027372-0.00027991i,-0.00048973+0.00032178i,-0.0016625+0.001561i,-0.0023789+0.0032833i,-0.0021013+0.0030907i,-0.0011689+0.00080868i,-0.00071267+0.00050662i,-0.00065155+0.00095623i,4.7682e-05+0.00067875i,0.0002798+0.00024526i,-0.00020944-0.00028221i,-2.1834e-05-0.00023026i,-0.00027488-0.00033978i,-0.00049631-0.00090606i,-0.0003176-0.00073001i,0.00024307-0.00037903i,0.00051136+1.4532e-05i,0.00014187+0.00035534i,6.0806e-05-0.00016222i,0.00052109-0.00040994i,0.00077702+5.1285e-05i,0.00042376-7.6747e-06i
0.0011349+0.00066725i,-0.00034964-0.000329i,-0.0011072+5.0306e-05i,-0.0018841+0.001068i,-0.0031495+0.0027338i,-0.0023997+0.0025689i,-0.00049351+0.00012995i,-0.0003794-0.0006594i,-0.00029271-0.00012994i,0.00067469-0.0005921i,0.00074958-0.00080149i,-1.2118e-05-0.00051756i,0.00030934+2.795e-05i,0.00051494-0.00035246i,0.00034727-0.0012595i,0.00014149-0.0012551i,-0.00037163+0.00011634i,-0.00022246+0.00043612i,0.0007018-0.00043239i,0.00085588+9.8815e-05i,0.00014604+0.00072577i,0.0007715-0.00020615i,0.0010189-0.00064457i
0.00039024+9.4392e-05i,-8.9416e-05-0.00039536i,0.0003305-0.0011559i,0.00024032+0.00035444i,-0.00086515+0.0018294i,-0.0014562+0.0016928i,-0.00060718+0.0008421i,-0.00053125+0.00040293i,-0.00041282+0.001063i,0.0010014+0.00045837i,0.00049135-0.00067339i,-0.00028922-0.00076951i,-9.359e-05-0.00033843i,0.00023201+0.00029494i,0.00090013+0.00058102i,0.00080793+0.00027404i,0.00020167+0.0002821i,-3.1349e-05+0.00062633i,0.00029269+0.00048872i,0.0003684-0.00031796i,0.00079389-0.00078913i,0.00015643-7.9727e-05i,-0.0015638+0.00017529i
-0.0001446+0.0015804i,0.00028752+0.0017031i,0.00087523+0.0016968i,-0.0010084+0.0023787i,-0.0022311+0.0032779i,-0.0018503+0.0031361i,-0.00079259+0.002058i,-7.8486e-05+0.0017233i,-0.0001275+0.0015543i,0.00038436+0.00052323i,-1.0828e-05-0.00040896i,-0.001098-0.00047625i,-0.00090696+0.00014638i,-0.00037605+5.4225e-05i,-0.00014632-0.00034839i,0.00028356-9.3159e-05i,0.00074717+0.00020698i,0.0004102+0.00019025i,9.0585e-05+0.00067133i,-3.5266e-05+0.00050648i,-0.00035914-5.388e-05i,-0.00058083+0.00033842i,-0.00020594+0.00058922i
5.3661e-06-0.0018609i,-2.5379e-06-0.002389i,-0.0003514-0.0021161i,-0.00070066+4.2191e-05i,-0.00075762+0.0021505i,-0.0010256+0.0020328i,-0.0010352+0.001156i,-0.00066269+0.00060763i,0.00016424+0.00036852i,0.00010617+0.00032709i,-0.00029874-0.00010205i,-5.3789e-05-0.00015611i,9.2132e-05+0.00010056i,-1.3832e-05-0.00023663i,0.00074255-0.00049943i,0.00077283-0.00035836i,-3.4577e-05-0.00025543i,-0.0001877-0.00062764i,-0.00010982-0.00091855i,-0.00012761-0.00027317i,0.00016679+0.00021039i,0.0001971+0.00035439i,-0.00021806+0.00078322i
-0.0010381+0.00038446i,-0.00027122+0.001163i,-0.00085223+0.0012575i,-0.0023765+0.0011376i,-0.0026821+0.002048i,-0.0003296+0.0018208i,0.0018245+0.00057066i,0.0012382+0.00042719i,0.00056693+0.00044494i,0.00086254+6.0269e-05i,0.00079711-0.00047527i,0.00027167-0.00018093i,0.00030861+0.0002353i,0.00049587-0.00027019i,0.00034154-0.00040742i,0.000641-0.00034887i,0.00014589-0.00062581i,-0.001181-0.00067483i,-0.00096576-0.00046325i,3.8662e-05+9.1578e-05i,0.00010894+8.011e-05i,-6.6129e-06-0.00012805i,0.0001293+0.00059105i
-0.00036479+0.00081053i,7.0797e-05+0.0011827i,-0.00094866+0.00077491i,-0.001259+0.0011896i,-9.8777e-06+0.0024163i,1.0382e-05+0.0030872i,-0.00052387+0.0015205i,-0.00066937+0.00042133i,-0.00012007+0.0010593i,0.0010205+0.00054755i,0.0012456-3.2093e-05i,0.00040195+0.00010746i,-8.0786e-05+3.4516e-05i,0.00024952-0.00019453i,0.00075336-0.00033938i,0.0011817+2.4961e-06i,-0.00024096+0.00018078i,-0.001256+0.00035317i,-0.00070963+0.00086851i,-0.00018503+0.00024123i,0.00031659-0.00012619i,0.00010877+0.00026395i,-0.00057926+3.6526e-05i
-0.0004022+0.00030997i,-0.0012755+0.00079871i,-0.0019842+0.0011973i,-0.002406+0.001486i,-0.001801+0.0033793i,-0.00034398+0.0044909i,0.0001078+0.0031066i,0.00017235+0.0014406i,-0.00022266+0.00093658i,-4.1494e-05+0.00072624i,0.00040955+0.0010068i,-0.00018025+0.001628i,-0.00041269+0.001365i,0.0002792+0.00097102i,0.00029107+0.00074921i,0.00033676+0.00042443i,0.0004995+0.00081171i,0.00061167+0.001084i,0.00015461+0.00046737i,-0.00035424+0.00042048i,-0.00052423-4.3634e-05i,-0.00025949-0.00083057i,0.00032648-0.00030133i
-0.0016805+0.0018816i,-0.0016508+4.3277e-05i,-0.0012412-0.00057093i,-0.0012243+0.00015776i,-0.0008301+0.0011965i,-0.000158+0.0010657i,7.5009e-05+0.00067529i,0.00059361+0.0011184i,0.00078303+0.00085835i,0.00039674-0.00053672i,-6.0943e-05-0.00098038i,-0.00043659-0.00055548i,-0.00075893-0.00063859i,-0.00023139-0.00056775i,0.00031826-0.0004705i,-0.00011898-0.00038745i,-0.00044169-0.00073184i,-0.00011074-0.0007544i,0.00036398-0.0002228i,-0.00015707-0.00015079i,-6.3255e-05-0.00051264i,0.00028297-0.00040188i,0.00041987+0.00023979i
0.00060386+0.00025768i,-0.00058096+0.0011768i,-0.0024539+0.00036476i,-0.0031635+0.0012717i,-0.0030997+0.0031836i,-0.0021748+0.0026365i,-0.0014825+0.0016829i,-0.0010442+0.00093263i,-0.00024138-0.00014501i,-0.00023707+3.8823e-05i,-0.00074461+0.00075678i,-0.00061798+0.00041536i,-0.00093392-0.00047124i,-0.00058997-0.00072435i,0.00034999+0.0001734i,0.0004281+0.00073749i,0.00039058+0.00021259i,-0.00011655-0.00056656i,-0.00023791-0.00081823i,0.00038167-0.00038196i,0.00015513+0.00031978i,-5.6108e-05+0.00033098i,0.00061878-0.00014228i
0.00019701-0.0019636i,-0.0018947-0.0022785i,-0.0029384-0.0031523i,-0.0038853-0.0010711i,-0.0046404+0.001666i,-0.0030677+0.0024096i,-0.00061706+0.0012965i,-9.4218e-06-0.00036133i,0.00033621-0.00097908i,0.0010626-0.0008845i,0.00060446-0.0006187i,-0.00030653-0.00019655i,-0.00021036-0.00043132i,0.00038624+0.00011949i,0.00043911+0.00075039i,-3.1609e-05+0.00046341i,-0.0004597-0.00047952i,-0.00025195-0.00032319i,-0.00059751+0.00066636i,-0.00092227+0.00079055i,-0.00013883+0.00058463i,0.00016679+0.00022842i,0.0001968-0.00011643i
0.002325+0.0011459i,0.0015881+0.00018751i,0.0017252-0.00093381i,0.0002994-0.00015917i,-0.0011214+0.0017143i,-0.00090576+0.0034724i,-0.00051865+0.0028296i,-0.00028451+0.00091799i,0.00050061+0.00064181i,0.0012857+0.0009104i,0.00075289+0.00093412i,-9.0937e-05+0.00043107i,1.93e-06-0.00030599i,-8.5409e-05-0.00022668i,-0.00068647+0.00052277i,-0.00086146+0.0009598i,-2.373e-05+0.00032961i,0.00051643-0.00040465i,-0.00038621-0.00090857i,-0.0005561-0.00063465i,-0.00020137+0.00010559i,-0.00053644+0.0004861i,-0.0007463+0.00028924i
-0.0028583+0.0032213i,-0.0021064+0.0038213i,-0.0016173+0.0034888i,-0.0012466+0.0032636i,-0.00037692+0.0033887i,0.00044031+0.0014035i,-1.6784e-06-0.00031836i,-0.0014431-0.00023376i,-0.0020305+4.8444e-05i,-0.00071773+0.00016809i,-0.00050892+0.00010401i,-0.00059916-8.7637e-05i,-0.00046528-0.00027696i,-0.00050011-0.00016006i,-0.00032443-0.00045257i,-0.00018585-0.00040946i,-0.00054989-0.00049581i,-0.00057154-0.00086341i,-0.00024249-0.0010899i,0.0001588-0.00073307i,0.00038614+8.4889e-05i,0.00037893+0.00022995i,0.00041684-0.00050644i
0.0012151+0.00080325i,0.0021084+0.00075519i,0.0014744+0.0010419i,-0.00047445+0.00062416i,-0.001617+0.00041893i,-0.0013259+0.00035256i,-0.00087595+0.00058534i,-0.0015134+0.00029551i,-0.0012061-8.3537e-05i,-3.0989e-05-8.818e-05i,0.00030228+3.0215e-05i,0.00013837+0.00015896i,-7.2682e-05+0.0002485i,-0.00019762+0.00016057i,-0.00019373+0.00011334i,-0.0004946+0.00010324i,-0.00053344-0.00014777i,-0.0007714+1.7116e-05i,-0.00081515+0.00020537i,-1.0195e-05-7.7435e-07i,-0.00036266-0.00021932i,-0.00067447+0.00010437i,-0.00017862+3.7569e-05i
-0.0013313+0.0012386i,-0.0016751+0.00061679i,-0.0012773+0.00065586i,-0.00024138+0.0017914i,0.00105+0.0031886i,0.00051551+0.0030032i,-0.00095727+0.0025113i,-0.001634+0.0025097i,-0.0010536+0.0024737i,0.00026605+0.001001i,0.00094747-0.00040609i,0.00070076-0.00061558i,7.4432e-05+0.00013956i,0.00013515+0.00097562i,0.00052923+0.00062058i,0.00033959-0.00040766i,-1.0741e-05-0.00078023i,-0.00010549-0.00083993i,-0.00014866-0.00045062i,-2.74e-05+0.00042434i,0.00011047+0.00058465i,-8.9623e-05+0.00020811i,-0.00013715-8.054e-05i
-0.0018253+0.00025777i,-0.0014644+0.0017495i,-0.0022873+0.0025044i,-0.0027823+0.003236i,-0.0025605+0.0043393i,-0.0010943+0.0036804i,-0.00051431+0.00085726i,-0.00042309-0.00041111i,3.1571e-05+1.0572e-05i,0.0002852+0.00015963i,0.0001089-0.00028438i,-0.00010192+5.1051e-05i,-0.00053387+0.00046453i,-0.0010085-9.2677e-05i,-0.00066993-0.00085947i,-0.00041162-0.00047255i,-0.00010282+0.00021542i,0.00044988+1.3305e-05i,0.00059687-0.00039554i,0.00024661-0.00046455i,3.9359e-05-0.00044441i,6.4789e-05+0.0001666i,0.00010313+0.00037588i
-5.335e-05+9.7253e-05i,0.00021448+0.00051741i,-7.9964e-05+0.00057914i,-0.0016912+0.0012009i,-0.0016807+0.0025714i,-0.00035809+0.0032245i,0.00031547+0.0013748i,-0.00016342+9.7029e-05i,-0.00067671+0.0007649i,-0.00091732+0.0003874i,-0.00048075+0.00013581i,-9.4305e-05-0.0001002i,-0.00032954-0.00058042i,-0.0005686-0.00079932i,-0.00049796-0.0014997i,6.9458e-05-0.0015558i,-0.00025075+1.2275e-05i,-0.00090939+0.0011108i,-0.00057331+0.001133i,0.00026778+0.0009201i,0.00027919-9.7066e-05i,-0.00018371-0.00041872i,-0.00029924-0.00079222i
-0.0007202-0.0007523i,-0.00094951-0.00041997i,-0.0015688+0.00088607i,-0.0026439+0.0015117i,-0.0019205+0.0012431i,-0.00047883+0.0014896i,-0.0011025+0.0003929i,-0.00093537+0.00023502i,-0.00010815+0.0011565i,-0.00010423+0.0012407i,-0.00050651+0.00085186i,-0.00037581+0.0005118i,0.00052296-0.0003056i,0.00083928-0.0011789i,0.0005248-0.0011808i,-0.00019019-0.00048073i,-0.00041656-6.7674e-05i,0.00015411-0.00019449i,0.00055389+0.00054372i,0.00050026+0.0014135i,0.00010173+0.00088509i,0.00060201+8.8496e-05i,0.00092534+9.0024e-05i
-0.00029083-0.00081129i,-0.0013489-0.00079605i,-0.002147-5.888e-06i,-0.0017149+0.0022814i,-0.0011376+0.0041735i,0.00017919+0.0040826i,0.0015283+0.0026268i,0.0008277+0.0010021i,-0.00033479+0.00073869i,-0.00065965+0.00092098i,-0.00068397+0.00038435i,0.00020306+0.00015072i,0.0010959-1.7194e-05i,0.00094319-0.00014115i,2.8338e-05-0.0003025i,0.0004059-0.00075644i,0.0013701-0.0009973i,0.0011815-0.0007014i,0.00067154-0.00023299i,-5.4021e-05-0.0001934i,-0.00023917+0.00021601i,-5.9534e-05+0.00019565i,-0.00010354+0.00013157i
-0.00023952-0.0004345i,-0.00049262+0.00068911i,-0.0020495+0.001157i,-0.0028996+0.0019587i,-0.0032384+0.0034119i,-0.0021625+0.0032249i,-0.00075636+0.0014461i,-0.000811-8.0808e-05i,-0.0011175-0.00029253i,-0.00044395+0.00013789i,0.00037639+7.4312e-05i,0.00096752-0.0003246i,0.00044605-0.00035998i,-0.0011925-0.00023339i,-0.00074557-0.0003987i,2.0119e-06-0.00018295i,-0.00041975+0.00022097i,-0.00024182-0.00025687i,0.00054114-0.00050554i,0.00062309-0.00046398i,0.00077426+2.5748e-05i,0.00020275+0.0008615i,-0.00033449+0.00028222i
-0.0016867+0.00030927i,-0.00093747-0.00065176i,-0.00091695+0.00045882i,-0.0010058+0.0024873i,-0.00082418+0.0038788i,-8.1684e-05+0.0035328i,0.00099254+0.0015055i,0.00056979+0.00052524i,-0.00028378+0.00099216i,0.0003989+0.00020369i,7.326e-05-0.00087289i,-0.00012619-0.00062551i,0.00062586-0.00036434i,0.00052048-5.3128e-05i,-4.6677e-05+0.00032409i,0.00038747+0.00040631i,0.00068529-0.00012129i,-2.9683e-05-0.00028134i,-0.0002891-0.00070883i,-0.00033833-0.00076956i,-0.00079472-0.00036924i,-0.00072069+9.8203e-05i,-0.00099665+0.00023471i
0.0019846-0.0011867i,0.0014731-0.00026334i,-0.00052052-0.00070394i,-0.0033497+9.4153e-05i,-0.0042963+0.0025182i,-0.0026458+0.0027031i,-0.00157+0.0011783i,-0.0013292+0.00084656i,-0.00066722+0.00078322i,-4.0335e-05+0.00011412i,0.00043188+0.00013868i,0.00010871+0.00071329i,0.0002597+0.00048533i,0.00097853-0.00030137i,0.00016598-0.0004748i,-0.00030505-0.00025462i,0.00016035-0.00037451i,-2.2882e-05-0.00016638i,0.0001647-0.00051829i,-0.00025012-0.00063317i,-0.00039205-0.00044021i,-0.00013697+0.00042455i,-0.00052866+0.00045847i
