-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.001598+7.9422e-05i,0.00078361+0.0003733i,0.00067203-0.00086983i,0.0015771-0.0017588i,0.0016433-0.0017364i,0.00070106-0.0011773i,-2.3608e-05-0.00061073i,2.3234e-05-0.00050469i,9.2684e-05-0.00053813i,-0.00020234-0.00055314i,-0.00037364-0.00098404i,-0.00046628-0.0015288i,-0.00095623-0.0006608i,-0.00084203+0.00049493i,0.00013282+0.00092366i,0.0003257+0.00023562i,0.00043824-0.0003444i,0.00026046+0.00058488i,0.00051855+0.00057928i,0.0013258+0.00016292i,0.0011717-0.00040971i,0.00016494-0.00019656i,-0.00039779+0.00038869i
0.0015786+0.00024465i,0.0018246+0.00059028i,0.0022761+0.00014505i,0.0014249-0.0014059i,0.00024244-0.0019351i,-0.00054211-0.0016458i,-0.001084-0.0017585i,-0.00084717-0.0011342i,-0.0005111-0.00013971i,-0.00022727+8.3003e-05i,-1.9079e-05-1.1828e-05i,0.00037745-0.00032912i,0.00013303-0.00014291i,-0.00025928+0.0012958i,0.00011606+0.0012112i,0.00078686+8.6646e-05i,0.00066994-0.00013069i,0.00038785-0.00047323i,0.00011788-0.00060631i,-0.00051314-0.00058503i,-0.00094214+6.7731e-05i,-0.0010312+0.00043771i,-0.0002848+2.4328e-05i
0.00056684+0.00076113i,-0.00070156-6.2285e-06i,-0.00061358-0.0012629i,-3.3352e-05-0.0010843i,-8.5341e-05-0.0012558i,0.00024433-0.0016236i,-2.3487e-05-0.0017021i,-0.00012369-0.0014466i,-0.00016434-0.00059182i,-0.00048102-0.00071593i,-0.00024524-0.00074702i,7.8436e-05-0.00040248i,-0.0005257-0.00053464i,-0.00041553-0.00081183i,0.00013067-0.00044487i,0.000412-6.2355e-05i,0.00019262+0.0004058i,-0.00046267+0.00056752i,-0.00010037-0.00046405i,0.00057131-0.0011581i,0.00029272-0.00074084i,-5.7584e-05-0.00050334i,0.00014652+0.00012515i
0.00088941+0.0013903i,0.0012746+0.0013718i,0.0024255+0.0010719i,0.0026024+0.00092141i,0.0021577+0.00043267i,0.0015109-0.00022846i,0.0010611-3.2513e-05i,0.00021356+0.00012839i,-0.00011418-0.00064534i,-0.00017774-6.0078e-05i,-0.0002764+0.00040635i,-0.00012007+0.00015604i,-0.00034553-0.00038764i,-0.00052074-0.001191i,-0.00073109-0.0003654i,-0.00053478+0.00048366i,0.00042147-6.1376e-05i,0.0011657-0.0003385i,0.00086933-0.00091649i,-0.00033557-0.0016388i,3.0554e-05-0.0011211i,0.00070106-0.00061878i,0.00033627-0.00066436i
0.0001762-0.0011004i,0.00010327-0.0014796i,-0.00049844-0.0027504i,-0.0012776-0.0043634i,-0.0015608-0.0045326i,-0.0010724-0.0031184i,-0.00064712-0.001439i,-0.00013621-0.00066802i,-4.8531e-05-0.00070109i,-0.00035574-0.00086318i,0.00035538-0.00077167i,0.00099338-0.00022246i,0.00046572+0.00030473i,9.2664e-05-8.803e-05i,0.0010566-3.6549e-05i,0.0017223+0.00044405i,0.0012432+2.5797e-05i,0.0008445-0.0008164i,0.00060768-0.00058276i,0.00021075-0.00023781i,0.00034772-3.9505e-05i,0.00043271-0.00058746i,0.00031703-0.00056604i
-0.00051859+0.00068715i,-0.00086638+0.00031959i,-0.00034742+0.00081864i,0.00047621+0.0020276i,0.00098463+0.00030141i,0.00090619-0.0013627i,0.00024948-0.0012143i,-0.00028991-0.00079161i,-1.5205e-05+5.7599e-05i,-6.8504e-05+0.00032924i,-0.00031618-0.00026339i,0.00028305-0.00066977i,0.00049985-0.00087703i,-0.00042934-0.00073002i,-0.0014963+0.00010789i,-0.0012941+0.0011069i,-0.0010438+0.001644i,-0.00050904+0.0012163i,9.8967e-05+0.00050966i,0.00062778+9.6019e-05i,0.00092326-9.8481e-05i,0.0002992-0.00020395i,-8.5142e-05-0.00018059i
0.00076847-0.00038784i,0.00023079-0.0010945i,0.00033189-0.0025364i,0.00049911-0.0025853i,-0.00026891-0.0011316i,-0.00061386+0.00012092i,-0.00065032+3.7387e-05i,9.4122e-05-0.00013185i,0.00041591+0.00051872i,5.5228e-05+0.00053263i,0.00060973+4.1206e-05i,0.00091075-0.00056215i,0.00074196-0.00042339i,0.0010144+4.5931e-05i,0.00055067+0.00053578i,-9.5616e-05+0.0011507i,-0.00039334+0.00081838i,-0.00037056-0.00020557i,-0.00013544-0.00023334i,-0.00053101-3.5283e-05i,-0.00038101+0.0001934i,-5.6207e-06+0.00078045i,0.00017329+0.000563i
-0.00070893+0.00097614i,-0.0011498+0.0016575i,-0.0012506+0.00092358i,-0.00077886-0.00018839i,-0.00079789-0.00040955i,0.00047892+0.00013697i,0.00091254+0.00064635i,5.3465e-05+0.00026654i,-0.00022896-0.00063253i,-0.00024053-0.00048329i,-0.00012562+0.00037889i,-0.0001533+0.00066951i,-0.00023129+0.00085739i,-0.00015181+0.00062861i,-0.0003974+0.00025201i,-0.00027171-0.00040177i,0.00031076-0.00020448i,0.00031281-2.3143e-05i,0.00026892-0.0002845i,0.00024494-0.00053877i,0.00043484-0.00011663i,0.00035128+0.00014458i,-0.00038313-0.00071487i
0.00086089+0.0013683i,0.0010729+0.00023845i,0.0015633-0.00051435i,0.0019982-0.0012504i,0.0019643-0.0015012i,0.0013579-0.0013846i,0.00047546-0.0011539i,0.00031264-0.00080653i,0.00069906-0.00036265i,0.0007952-0.0002577i,-0.00025202+4.1903e-05i,-0.00033354-0.00022936i,0.00028442-0.00066447i,0.00022829-0.00053254i,0.00022197-0.0001923i,-6.1357e-05+0.00040463i,-0.00029667+0.00039749i,-9.1849e-05-0.00058279i,-0.00042003-0.00077107i,-0.0005877+9.4679e-05i,-0.00054887+0.00053956i,-0.00067858+0.00055493i,-0.00014454+3.2859e-05i
0.00011357-0.0016713i,-0.0007214-0.0020749i,-0.0008259-0.0022691i,-0.00069822-0.0022755i,-0.0017861-0.0023027i,-0.0013539-0.0022843i,-7.1879e-05-0.0017996i,-0.00027507-0.00064696i,-0.00013098-0.00042483i,-0.00035219-0.00065465i,-0.00094053+0.00017701i,-0.0010367+0.00043029i,-0.0010001+0.00081324i,-0.00013537+0.0010568i,0.00026654+0.00057701i,-2.6792e-05+0.0001149i,0.00053315-0.00082783i,0.0012684-0.00037314i,0.001019+0.00041084i,1.8191e-05+0.00056793i,0.00034734+0.00050748i,0.00098127-0.00015329i,0.00070841-0.00010653i
-0.00045531-0.00023586i,-0.00061698-0.0012108i,-4.562e-05-0.00099401i,0.00045162-0.0015238i,-4.5347e-05-0.0018875i,-0.00071603-0.0012929i,-0.00068351-0.00074112i,-0.0010154-0.00025711i,-0.00067624-0.00016138i,0.00011331+0.00045331i,0.00048329+0.00074368i,0.00074154-0.00039016i,0.000498-0.00097894i,-0.00062883-0.00070628i,-0.00082051-0.00047047i,-9.6002e-05-0.00014505i,0.00020493-2.1543e-06i,-0.00019999+0.0004818i,-0.0004495+0.00010924i,-0.00039292-0.00015372i,-8.5217e-05+0.00018709i,0.00024301+0.00027518i,0.00091909+0.00040906i
-0.0014802+0.00038562i,-0.0016304-0.00033022i,-0.0015508-0.0012276i,-0.00015207-0.0011249i,0.0010348-0.00037254i,0.00089478-0.00038122i,-0.00033441-0.00067304i,-0.00065697-0.00078827i,0.00014996-0.00079976i,0.00048328-7.7892e-05i,0.00046114+0.00063357i,-0.00016008+0.00036256i,-0.00012483-1.7565e-05i,0.00018833-1.7267e-05i,-0.0003663-0.00041307i,-0.00069478-0.0006892i,-0.00026424-0.00036454i,0.00051797-0.00018252i,0.00018441-0.00011566i,-0.00052897-2.408e-05i,-0.00040587+0.00010934i,-0.00059748+0.00062699i,0.00017314+0.00078787i
0.0014438+0.001183i,0.0014665+0.00024411i,0.0019609-0.00010177i,0.0015371-0.00022022i,0.00017036-0.00087425i,-0.00016057-0.00085382i,-0.00041198-0.00068346i,-2.7374e-05-0.00086766i,0.00041269-0.00094354i,-8.1947e-05-0.0008706i,-0.00012902-0.00011265i,0.00015668+0.00040226i,0.00043968-0.00042718i,0.00022466-0.00033461i,1.0839e-05+0.00046816i,0.00010635+0.00018574i,-0.00027724+0.00036134i,-0.00056765+0.00023263i,-0.0010061+0.00016446i,-0.00045657+5.645e-05i,0.00046474-0.00043744i,0.00060333-0.00033734i,2.6431e-05-0.00044986i
-0.0018833-0.0016036i,-0.0023089-0.0021762i,-0.0016045-0.0022863i,-0.0014072-0.0020921i,-0.00041859-0.0015244i,0.00090049-0.0010825i,0.0012297-0.00048869i,0.00053073-0.00022909i,-0.00016313-0.0010154i,-0.00062241-0.00058928i,-0.00082044+0.00032097i,-0.00073547-9.3483e-06i,-0.00043511+1.8981e-06i,8.3013e-05+0.00080756i,0.0003486+0.00075828i,0.00040693+4.2264e-05i,0.00037601-0.00078509i,-0.0003017-0.00063445i,-0.0004313+0.00044992i,0.00043293+0.00013948i,0.00067999+8.0693e-05i,0.0001444+5.6802e-05i,9.2749e-05-0.00014782i
0.00077814-0.001133i,0.0011032-0.00053299i,0.0014831-9.7082e-05i,0.001464-0.0007856i,0.00078338-0.0011417i,0.00024438-0.00072464i,7.5418e-05-0.00073028i,-0.00064439-0.00060595i,-0.00083953-0.00033753i,-0.00042417-0.00011584i,4.1771e-05-0.00036769i,-0.00024771-0.00015627i,-0.00051867+0.0006037i,-0.00029314+0.00030864i,-0.00045398-1.5331e-05i,-0.00065655-0.00052416i,-8.9058e-05-0.00073176i,0.0003457-0.00016927i,0.00039957-0.00025916i,-0.00014442-0.00022371i,-0.00040391+4.5812e-05i,-0.00015798-0.00032853i,-0.00027737-0.00012917i
0.00043684+0.00088098i,0.00062834-0.00010187i,0.00096361-0.0011285i,0.0013975-0.0018356i,0.0015945-0.0020268i,0.00089958-0.0019348i,-0.00017287-0.0015693i,-0.00023738-0.0010543i,-0.00044007-0.001116i,-0.00030362-0.0016185i,0.00079027-0.0013189i,0.00058676-0.00017321i,-7.0893e-05+0.0001046i,-0.00044838-0.00052663i,-0.00063236-0.00051239i,-0.00056692+9.8112e-05i,-0.000757+0.00043593i,-0.00030618+1.2166e-05i,-0.00097859-0.00028578i,-0.00080092-0.00019493i,-2.684e-06+0.00019687i,-0.00040625+0.00037808i,-0.00040697-0.0004902i
0.0017392+0.00096779i,0.0020836+0.00097422i,0.0022448+0.00077395i,0.001449-0.00048172i,4.1766e-05-0.0012427i,-0.00068119-0.0018606i,-0.00025861-0.0014884i,0.00033873+9.6499e-05i,0.00085585-1.1475e-05i,0.00073169-0.00034355i,0.0002723-0.00026409i,0.00043865+0.00020298i,0.00033348+0.00035955i,-9.395e-05+0.00016852i,-0.00037273+0.00057425i,-0.00075734+0.00068126i,-0.00038361+0.00027057i,4.892e-05+0.00020899i,6.6777e-05+0.00031545i,4.0657e-05-0.00017535i,-0.0004301-0.00077093i,-0.0004617-0.00059571i,-0.00034407-0.00057448i
0.001287+0.00083316i,0.00061563+0.00013986i,-3.5024e-05-0.001363i,0.00028421-0.0030203i,0.00095303-0.0028929i,0.00035459-0.0012697i,-0.00010705+0.0002363i,0.00089166+0.0006544i,0.0012162+0.00010752i,0.00096231-0.0006349i,0.0009516-0.00023286i,0.00017078+0.00049769i,-0.00056513-2.7213e-05i,-0.00089615-0.00022949i,-0.00066837+0.00023635i,0.0001498+4.258e-05i,6.1021e-05-0.00042085i,-0.00062104-0.00086697i,-0.00065936-0.0011275i,-0.00042425-0.0011683i,4.8724e-05-0.00044305i,3.7919e-06+0.00018612i,0.00027888+0.00052336i
-0.0005028-0.0014964i,-0.0013146-0.00047971i,-0.0012611+0.00029185i,0.00014733-4.9714e-05i,0.00062524-0.00041035i,0.00075459+0.00015513i,0.00072642+0.0001068i,0.0003728-0.00045431i,-0.00055346-0.00025297i,-0.00087085-0.00017555i,-0.0009417+6.8217e-06i,-0.00051598-0.00019917i,-0.00037242+2.9567e-05i,-0.00059012+0.00010276i,-0.00046712-9.9294e-05i,-0.00044212-0.00056565i,0.00019677-0.00090538i,0.00092086-0.00049026i,0.00037317+0.00036211i,-0.0002586+0.00023319i,-0.00026214-0.00038708i,4.4495e-05-0.00086787i,1.8117e-05-0.00058754i
0.00084537-0.00014233i,0.00013763-0.00071028i,-3.3101e-05-0.0014828i,-0.00046724-0.0014489i,-0.00043498-0.00032872i,-0.00040674+0.00036922i,0.00038495+0.00022706i,0.00047877+0.00043214i,-0.00024903+0.00048248i,-0.0001451-0.00029143i,-0.00015167-0.00032531i,-0.00023764+8.9748e-05i,0.00036231-0.00043376i,0.00061678-0.00070424i,-0.00021776-0.0012347i,-0.00025166-0.0011604i,0.00065986-0.00072066i,0.0015115+7.2115e-05i,0.0010484+0.0007533i,2.0194e-05+0.00078535i,-0.00047675+0.00078425i,-0.00028818+0.00035025i,7.54e-06-0.00032783i
0.00066247-0.00022833i,5.1759e-05-2.523e-05i,0.0003365-0.00038194i,0.0016961-0.0013029i,0.0028665-0.0016184i,0.0014434-0.0010223i,8.7738e-05-0.00064876i,0.00045149-1.6148e-05i,0.00073494+0.00033961i,0.00011466+0.00028416i,-0.00092995+0.00072551i,-0.001478+0.00084684i,-0.001306+0.00020963i,-0.00087501+2.4913e-05i,-0.00052363+0.00019332i,-0.00031349-0.00032931i,4.9842e-05-0.00057025i,-0.00032631+0.00010075i,-0.00022452+0.00031079i,-0.00023614-4.0037e-05i,-0.00032021-0.0006392i,0.00050294-0.0010027i,0.00050024-0.00053005i
-3.3792e-05-0.00036576i,0.00017107-0.00057782i,-0.00016083-0.00082115i,-0.00037037-0.00064777i,-0.00061098-0.00023697i,-0.00016561-0.00082493i,-4.3496e-05-0.00062472i,-0.0001516-3.6595e-05i,0.0001948-3.724e-05i,0.00010692+0.00035569i,-0.0005925+0.00040189i,-0.00046722+0.00024209i,9.6325e-05+0.00028809i,-0.00022285+0.00045034i,-0.00076567+0.00052452i,-0.00085583+0.00012051i,-0.00027276-0.00017046i,7.7902e-05-0.00030287i,0.00027931-0.00029264i,0.00098622-9.1395e-05i,0.00039802+0.00015803i,-6.0251e-05+0.0004275i,-0.00015196+0.00067099i
0.001073-0.0019632i,0.00044813-0.0017695i,-0.00056381-0.0018365i,-0.00066787-0.0012344i,-0.00021817+0.00019643i,0.00055933+0.00064278i,0.0011252-3.0482e-05i,0.00019262-0.00063484i,-0.0013421-0.0007356i,-0.0019437-0.00012988i,-0.00079102+0.00084115i,0.00086872+0.0010693i,0.00095986+0.00083159i,-8.545e-05+0.00034613i,0.00016704-0.000105i,0.0004617-0.00025272i,0.00019624+0.00015786i,0.00036273+0.00068268i,0.00073801+0.00047707i,0.00051324+0.00010001i,0.00021388+0.00022765i,-0.00020048+7.4072e-05i,-0.0007241-0.00077882i
0.0011571+0.00074596i,0.00081593+0.0014864i,0.00093803+0.0013347i,0.00060156-0.00055934i,-0.00027117-0.0025524i,-0.0015588-0.0023514i,-0.0014673-0.00099009i,-0.00022745-0.00011596i,0.00070922+0.00014379i,0.00062438+0.00027377i,0.0002601+6.6674e-05i,0.00034957-3.4874e-05i,-0.00010705+0.00010916i,-0.00058696-0.00029317i,-0.00072109-0.00060833i,-0.00066606-0.00083412i,-5.6656e-05-9.7131e-06i,0.00031667+1.9344e-05i,0.00026587+6.3143e-05i,0.00021112+0.00029801i,0.00039819-7.2423e-05i,0.00053741+0.00069211i,0.00037427+0.00080482i
-0.00076808-0.00057835i,-0.0015128-0.00028571i,-0.00048995+0.00056301i,0.0010529+0.0005843i,0.0011692-0.00033046i,0.0013082-0.001301i,0.0016878-0.00092578i,0.0013906-4.8247e-05i,0.00089193+0.0010009i,-0.00018542+0.00087439i,-0.00078442+0.00015997i,5.548e-05+0.00029055i,-3.045e-05+0.00015369i,-0.0012337-0.00029613i,-0.00096582-0.00040996i,-0.00033312-0.00062075i,-0.00043346-0.00071231i,-0.00059921-0.00081049i,-0.00078623-0.00030354i,0.00012406+0.00057554i,0.00069525+0.00011866i,7.9145e-05-0.00074635i,2.508e-05-0.0003606i
0.00073361-0.00018716i,0.0014269-0.0006005i,0.0018403-0.00023134i,0.0018219-0.00032236i,0.0021727-0.00034617i,0.001468-0.00020133i,3.3959e-05-0.00023722i,-0.00060861-0.00058094i,-5.5797e-06-0.00053846i,0.0005629-0.00040014i,9.8935e-05-0.00061934i,-1.1972e-05-0.00044533i,9.0779e-05-0.00056271i,-0.00049244-0.001139i,-0.00099944-0.0010338i,-0.0013816-7.277e-05i,-0.00054396+0.00070198i,0.00015631+0.00077727i,-0.00013006+0.00071243i,-2.5044e-05+0.00030011i,0.0003442-0.00064231i,0.00040097-0.00061436i,0.00061784+5.2102e-05i
0.0011704-0.001074i,0.0014481-0.0016104i,0.00084557-0.0021084i,-0.00035001-0.002067i,-0.00047314-0.00214i,-0.0012585-0.00094634i,-0.0014904+0.00019974i,-0.00041704+4.0049e-05i,0.00013651-0.00062261i,0.00066635-0.00072945i,0.0014035-0.00032562i,0.0011665+0.00013521i,0.00086833+0.00087084i,1.1564e-05+0.00088144i,-0.00080876+0.00032068i,-0.00077493-0.0003433i,-0.0003505-0.00022025i,-0.00034746-0.00016873i,0.00011587+0.00012146i,0.00043703+0.00062048i,0.00020911+0.00039927i,0.0004209-0.00016909i,0.00070624-0.00013701i
0.0016071-7.7678e-05i,0.0011131-0.00028206i,0.00087332-0.0017086i,0.0014874-0.0029318i,0.0013781-0.0030634i,0.00031292-0.0025975i,-0.0011561-0.0017967i,-0.00058175-0.00071027i,-3.3988e-05+3.2864e-05i,-0.0008947+0.0001355i,-0.00059757-0.00013388i,0.00016104+0.00011773i,-3.4034e-05-0.00043352i,-0.00043451-0.00065737i,-0.00068301+0.00027217i,-0.00081296+0.00036336i,0.00027468-0.00017478i,0.00040055-9.5244e-05i,0.00022781+0.00017384i,0.0005241+7.4384e-05i,0.00027931+0.00018662i,0.00073448+0.00048819i,0.00067106+0.00065151i
0.00032514-0.0011124i,-0.00084008-0.00052035i,-0.0025567-0.00095809i,-0.0034736-0.0013478i,-0.0023636-0.0011867i,-0.0002635-0.00035633i,-0.00052318-0.00037339i,-0.0011528+1.6107e-05i,-0.00080206+0.00064554i,-0.00047301+0.0010619i,0.00018878+0.00095664i,0.00076062+0.00013055i,0.00032952-0.00060572i,-0.00062952-0.00078368i,-0.00080748-0.00072727i,0.00011201-0.00015822i,0.00036659+0.0003197i,8.5198e-06+6.7625e-05i,-9.4714e-05-9.4195e-05i,0.00036352+0.0002576i,0.00059805+0.00034363i,0.00097066-0.00010198i,0.00069963+6.2421e-05i
0.00071569-0.0001456i,0.0014742-0.00053422i,0.0018475-0.00071989i,0.001355-0.00077255i,0.0017242-0.00056079i,0.0016827+7.0995e-05i,0.00016529+0.00042578i,-0.00076341+0.00012922i,-0.00015495-0.00055996i,0.00068875-0.00032885i,0.00015001+0.00031916i,-0.00047169+0.00048092i,-0.00016913+0.00029775i,-9.072e-05+9.0258e-05i,-0.00021189+5.2287e-05i,-0.00048282-3.3177e-05i,-0.00057514+0.00037695i,-0.00016692+0.00054785i,7.3037e-05+0.00043713i,1.0663e-05+0.0002856i,0.0002746-0.00054911i,0.00016487-0.0006452i,-8.783e-05-0.00035469i
-7.0155e-05-0.00055269i,-0.00026367-0.00069677i,-9.8903e-06+9.7283e-05i,-0.00030424-0.00037194i,-0.00070622-0.00087971i,-0.0002116-0.0009994i,-0.00022623-0.0011566i,-0.00072638-0.0008621i,-0.00033452-0.00065001i,-0.00055404-0.00039073i,-7.7417e-05+1.4982e-05i,0.00073331+0.00021835i,0.00047392+1.8753e-05i,0.00031612-0.00034598i,-0.0004337-0.00039753i,-0.001216+0.00023308i,-0.00099778+0.00090954i,-0.00017455+0.0009512i,0.00028337+0.00020321i,0.00039554-8.6161e-06i,0.00012653+0.000302i,-0.00022827+0.00030905i,0.00023154+0.00054581i
0.0006877-0.00023761i,-0.00048962-0.00081303i,-0.00032549-0.0017062i,0.00035668-0.0020776i,0.00059687-0.0017959i,0.00033424-0.001799i,0.0005342-0.0012655i,0.00080236-0.0003011i,-0.00018358-8.9991e-06i,-0.00032965-0.00048205i,0.00091092-0.00030351i,0.00066136+0.00047885i,0.00014611-1.9756e-05i,-0.00041562-0.00056935i,-0.00096316-0.00024888i,-0.00074905-0.00022107i,-0.0013183+0.0002373i,-0.001326+0.00025118i,-0.00055899+0.0002774i,-6.2961e-06+0.00038565i,0.00058718+0.00016986i,0.0011625-0.00014314i,0.0011373-0.0007886i
0.0011301+0.00023799i,0.00082656+9.8246e-05i,0.00071835-0.00053837i,0.00016056-0.0013893i,-0.0002036-0.0027022i,-0.00019175-0.0025365i,-0.00028322-0.0016622i,-0.00027796-0.00084204i,0.00013891-0.00041594i,0.00020144-9.4156e-05i,-0.00017576+0.00049596i,-0.00014839+0.00050754i,0.00018466+0.00037826i,0.00035122+0.00057967i,0.0002995+0.00056111i,0.00010431+0.00016273i,0.00083092-0.00042317i,0.0013591-0.00051195i,0.00099971+0.00011748i,-8.5588e-05+0.00072959i,-0.00084212+0.00076613i,-0.00070393+0.00032271i,6.703e-05+0.00018571i
0.00090342+0.00025727i,0.00060188-0.00062919i,0.00040477-0.0016533i,0.00063666-0.0020508i,-4.7321e-06-0.0020032i,5.0296e-05-0.0013014i,0.00084091-0.00077379i,0.00056183-0.00087784i,-0.00021588-0.0010754i,-0.00011241-0.0012559i,0.00058171-0.00059749i,0.00042352-1.3004e-05i,-0.00022375+0.00046663i,-0.00016224+0.00049326i,0.00022825-7.7877e-05i,-0.0001236-0.00013095i,-0.0001541+0.00033257i,0.00017229+0.000761i,-5.4935e-05+0.00062291i,-0.00040631+0.00032696i,-0.00087002+0.00042515i,-0.00016566+0.0002889i,0.00029712-0.00017832i
0.0015425-0.0012249i,0.0016108-0.0011098i,0.0012244-0.00063186i,-4.4962e-05+0.00010657i,0.00013407+0.00034965i,8.3436e-05+0.00036291i,-0.0003189+0.00052639i,-0.00028883+0.00057865i,-0.00028145+0.00018151i,-6.3431e-07+0.00028605i,0.00012197+0.00079025i,5.4672e-05+0.0011603i,-0.0002746+0.00080531i,-0.00039346+3.0664e-05i,-0.00055088-0.00068848i,-0.00046526-0.00046325i,-0.00047136+0.00010843i,-0.00044668-0.00031536i,0.00048792-0.00026595i,0.00083651+0.00078618i,0.0002405+0.00039153i,-0.00051071-0.0001319i,-0.00014685+5.2061e-05i
0.00049536+0.00020817i,0.00035189+5.4385e-05i,7.3269e-05-0.00015034i,-0.00037852-0.0010207i,-0.00011367-0.001234i,0.00094602-0.0015113i,0.0010891-0.0013332i,-2.7857e-05-0.00012203i,-0.00044355-3.3858e-05i,4.6054e-05-0.00056976i,-0.00024289-0.0011101i,-0.00066703-0.0011886i,-0.00043221-0.00027225i,-0.00060558-0.00059277i,-0.00051851-0.0011081i,-2.0844e-05-0.0005009i,4.2562e-05+0.00040398i,7.1332e-05+0.00010455i,-0.00010779-0.00081809i,-0.00072882-0.00073172i,-0.00074024-8.3631e-05i,-0.00047984+0.00060251i,-0.00039643+0.00021632i
0.0013937-6.6488e-05i,0.0015376-0.00034561i,0.0024438-0.00096424i,0.0019181-0.0012825i,0.00020436-0.0014807i,-0.00068096-0.0020807i,-0.00095999-0.001689i,-0.00060536-0.00027689i,-0.0003155-0.00010871i,0.00019582-0.00096386i,0.00069152-0.00070169i,0.00012183-0.00046994i,-7.896e-05-0.00039467i,-0.00012088+0.00048918i,-0.00026928+0.0014576i,-0.0003733+0.001087i,4.7489e-05+7.0379e-05i,-1.3987e-05-0.00061602i,-0.00053103-0.00016941i,-0.00054631+0.00049533i,-0.0009888+0.00070178i,-0.00066082+0.00033581i,0.00038405-0.00047637i
0.00022017+0.001039i,0.00023133+0.00071116i,0.00063164+0.00039794i,0.0016575-0.00048751i,0.0017365-0.00082933i,0.00029747-0.0007912i,-0.00010444-0.00053052i,0.0008145-0.00027317i,0.00044024+9.4616e-05i,-0.00043083+0.00034824i,3.5479e-05-4.3757e-05i,0.00076245-0.0003812i,0.00029238-0.00024506i,-0.00041077+0.00041087i,-0.00044057+0.00089714i,-0.00074157+0.00038616i,-0.00081099-0.00061178i,-0.00045109-0.00048427i,0.00018763-0.00054732i,0.00037256-0.00052553i,-0.00021544+0.00025636i,5.3979e-05+0.00043158i,0.00062517-0.00028102i
-0.00021771-0.000416i,-0.00013843-0.00065722i,0.00016072-0.00098285i,3.1128e-06-0.0010528i,-0.00067638-0.00074452i,-0.00046682-0.0011695i,0.00015474-0.0015501i,0.00088039-0.0010769i,0.000806+0.00022755i,0.00032438+0.0005263i,-1.0429e-05+0.00037204i,-0.00037141+0.00051269i,-0.00080486+0.00089854i,-0.00095779+0.00061735i,-0.00017021+0.00022147i,8.9804e-05+0.00042738i,-0.00033576+0.00048862i,-0.001143+4.5168e-05i,-0.00094355-0.00020733i,-0.000367+0.00021733i,-0.00060452+0.00042631i,-0.00044337+0.00029343i,0.00018283+0.0001607i
0.00017334+0.00046583i,0.0009112-0.0010655i,0.0012982-0.0021502i,0.0012926-0.0027778i,0.0010116-0.0033585i,0.00058515-0.00275i,9.8938e-05-0.0011156i,-0.00037809-0.00013271i,0.00061168+0.00058702i,0.0008787+0.00017257i,-0.00012845-0.00059864i,-0.00012705-0.00049454i,0.00030926-0.00011329i,-0.00010226+0.00015547i,-0.00039836+0.00015982i,-0.00043517+0.00018311i,-0.0002194-0.00050619i,-0.00054908-0.00053056i,-0.00094464-0.00062153i,-0.00077565-0.0010967i,-0.00052502-0.00029001i,-0.00034856+0.00072951i,7.03e-05+0.00031774i
0.00021811-0.0020405i,-0.00020565-0.0016643i,-0.00065102-0.00090824i,9.3552e-05-0.0014345i,0.00059269-0.00094384i,0.0010274+0.00068308i,0.00074207+0.0012112i,-0.00019445+0.00088014i,-5.8704e-05+9.8384e-06i,-0.00024206-0.00017387i,-0.00093623+0.00035125i,-0.00051929+0.00034653i,-0.00028056+0.00038958i,-0.00038194-0.00020255i,-0.00062291-0.00059861i,-0.00076493-0.00018319i,-0.00064403-0.00016358i,-0.00014543-0.00023364i,-7.8281e-05+0.00024108i,0.00029353+0.00028353i,0.00071254+0.00022535i,0.00025367+0.00032805i,0.00060723+0.00074851i
0.00045666+0.0011587i,-8.8007e-05+0.0015616i,1.7043e-05+0.00090078i,0.00057797+0.00012904i,0.00022927-0.00098088i,0.00011438-0.0014946i,-2.253e-05-0.0013794i,-0.00020798-0.00071462i,-2.8792e-05+1.612e-06i,0.00012983+0.00047451i,-0.00049375+0.00067048i,-0.00059932+2.3721e-05i,-0.00042636-0.00039726i,-0.00090658-0.0002117i,-0.0010399-0.00020662i,-0.00057606+0.00046126i,-0.0006841+0.0008278i,-0.00087201+5.4321e-05i,-0.00085432-0.00047767i,-0.00077376-0.00037402i,-0.00025164-0.00014531i,-0.00023696-0.00062251i,-0.00042397-0.0011126i
