-0.0020103+0.0018809i,-0.0020644+0.0012153i,-0.001588+0.001773i,-0.00022589+0.0020113i,0.0004721+0.0020373i,0.00081346+0.00046753i,0.00096982+2.5716e-05i,0.00056801+0.00014501i,0.00067722+0.00012484i,0.00052287+0.00088607i,0.00048837+0.00080947i,0.00084979+0.00032242i,0.00091416-9.7525e-05i,0.00060927+0.00019106i,0.00016188+0.00024044i,0.0001213+0.00023817i,-0.00049126+0.00048618i,-0.00047875-0.0004182i,0.00033132-0.00061091i,0.00045413-0.00039543i,-0.00034373-0.00028232i,-0.0011911-0.00031327i,-0.00022036-3.7671e-05i
0.002395-0.0002825i,0.0024594-0.00055321i,0.0017207-0.0014977i,0.00033708-0.00227i,-0.00071468-0.0023122i,2.0177e-05-0.001299i,0.00071937-0.0007575i,0.00057143-0.0011391i,-0.00034136-0.0011801i,-0.00094744-0.00074037i,-0.00056133-2.626e-05i,-0.00077146-2.2744e-05i,-0.00011991-0.00080532i,-8.606e-05-0.00047492i,-0.00071922+0.0001034i,-0.00049278+0.00021816i,0.0002483+0.0004716i,0.0007791+0.0004446i,0.0010056+0.00062908i,0.00065632+0.00071615i,5.8186e-05+0.00012187i,-0.00032352-0.00015138i,0.00031391+9.7227e-05i
0.00061004+0.0012138i,0.0017623+0.00079984i,0.0028202+0.00094065i,0.0029887+0.00035329i,0.0030329-0.0011828i,0.0031501-0.0014371i,0.0013761-0.00047708i,-0.00025478-0.00027365i,-3.0473e-05+3.3446e-05i,0.00062331+0.00048878i,0.00072575+0.00034341i,0.0003285-0.00088359i,0.00017681-0.0014019i,0.00054784-0.00048196i,0.00061579+0.00038628i,0.0003756-5.0577e-05i,8.8045e-05-0.00049197i,-0.00012505-0.00015369i,-0.00056441-0.00023483i,-0.00099065-0.0001629i,-0.00081738+7.55e-05i,-0.00031089-0.00052861i,-0.00048565-0.000449i
0.0013564+0.0026999i,0.0014458+0.0038663i,0.0012305+0.0033061i,0.00094537+0.0012483i,0.00067843-0.00027643i,0.00032775-0.00056703i,0.00059377+0.00024947i,8.815e-05+0.00079623i,-0.00049331+0.00011441i,-0.00034152-0.00065737i,-0.00016697-0.00023544i,-9.8285e-05-0.00031338i,-0.00041959-0.00058528i,-0.00071491-0.0008474i,-0.00072739-0.0006639i,-0.00019238+0.00012104i,-0.00035011+0.00022509i,-0.00068104-2.693e-05i,-0.00057098+0.00028209i,-0.0011692+0.00055963i,-0.0014991-0.0001905i,-0.00086686-3.0521e-05i,6.7972e-05+0.00053144i
0.0025156-0.00094515i,0.0019351-0.0015915i,0.0023644-0.0018799i,0.0020335-0.0015297i,0.00067316-0.00093887i,-0.00049811+0.0003066i,0.00034352+0.00034161i,0.0016368-0.00013604i,0.0015785+0.00032811i,0.00081935+0.00062898i,1.0037e-05+0.00037727i,0.00055062+0.00016927i,0.00058504+0.00018314i,0.00017115+0.00016776i,0.00033956-0.00025808i,0.00042144-6.2067e-05i,0.00012958+0.00019711i,-2.9829e-05-0.00037928i,-7.0644e-05-0.00060842i,-0.00049041-0.00025004i,-0.00058629+0.0003251i,-0.00036121+0.00014372i,-0.00033722+0.00011735i
-0.0036991+0.00071667i,-0.0032544+0.0016579i,-0.0018697+0.0031949i,-1.2513e-05+0.002974i,0.0024705+0.0013268i,0.003297-0.00011303i,0.0017094-0.0006019i,0.0003708-0.00029188i,-0.00016767+0.00033753i,5.8825e-05+0.00060113i,0.00059292-1.8213e-05i,0.00020168-0.0011101i,-0.00025356-0.00094949i,0.00017475-0.00073888i,0.00078804-0.0012361i,0.00074293-0.00092932i,0.00073169-0.00010813i,4.9519e-05+0.00031348i,-0.00047872+0.00011753i,-3.143e-05+0.00025015i,0.00070123-0.00010271i,0.00081106-0.00087361i,-2.887e-05-0.00056569i
0.00039012+0.0028877i,0.00030809+0.0027935i,0.0013204+0.0015605i,0.0017038+0.00036545i,0.0017651-0.0010992i,0.0017042-0.0013877i,0.00068079-0.00018538i,0.00011513-0.00038193i,0.00048778-0.00085444i,0.00067501-0.00046173i,0.00058259-0.00021851i,0.00044982-0.00021341i,0.00015518-0.00032329i,-0.00062352-0.00033664i,-0.00072255-0.0003846i,-0.00049751-0.00054806i,-0.00064008-0.00074278i,-0.0008864-0.0009791i,-0.00035369-0.00077931i,0.00022911+0.00028679i,2.7657e-07+0.00050191i,0.00040466-0.00014912i,0.00037498-0.00047478i
0.0013595+0.002395i,0.0019123+0.0012791i,0.0032441+0.00011073i,0.0027591-0.00089789i,0.0013323-0.00061517i,0.00063047+0.00054739i,0.00041377+0.0011199i,1.2309e-05+0.0013019i,1.4205e-05+0.001314i,3.1202e-05+0.00044273i,-0.00037203-8.7417e-06i,-0.00031738-0.00014269i,0.00025903-0.00068175i,-9.944e-05-0.00020184i,-0.00025045-0.00021647i,7.3637e-06-0.00041181i,-0.00041528-0.00027689i,-0.00029986+8.8512e-05i,-7.3097e-06+0.00031151i,-0.0002871+0.0005104i,-0.00058292+0.00068346i,-0.00014057+0.00038448i,0.00035857-0.0005202i
-0.00011048+0.0027674i,0.00067464+0.0023239i,0.0020138+0.0011138i,0.002971-8.4388e-05i,0.0024636-0.0005344i,0.00172-0.00034487i,0.0019671+0.00027587i,0.0018303+0.0003479i,0.00043667+8.2501e-05i,-9.8683e-06-0.00011111i,0.0001061-6.255e-05i,-0.0001924-0.0003939i,-0.0001324-0.00022329i,-0.00077023+0.00016258i,-0.0012441-0.00026199i,-0.00026952-0.00013562i,0.00053973+0.00055919i,4.4793e-05+0.00047837i,-0.00022753+0.00040669i,0.00061337+0.00029608i,0.0010124-0.00013967i,0.00068981+0.00028922i,0.00013439+0.00067342i
0.0005146+0.0010424i,0.00055236+0.0010978i,0.0015457+0.00035909i,0.0023237-0.0010467i,0.0020676-0.001414i,0.00064608-0.00086054i,0.00012507-0.00016139i,4.8249e-05-1.5057e-05i,-0.00086195-4.072e-05i,-0.00054508+2.6005e-05i,0.00025932-0.00011112i,-0.00014452+0.00036801i,-0.00013166+0.00040215i,-0.00050335-0.00028575i,7.3224e-05-0.00090263i,0.00048719-0.00062109i,-0.00039953-0.00031306i,-0.00071891+2.7678e-05i,-0.0002742-3.8202e-05i,-0.00066773-0.00032919i,-0.00013313+0.00022538i,0.00074342+0.00013981i,0.00011148-0.00033298i
-0.0017427-0.0017694i,-0.0026364-0.00068428i,-0.0027243+0.00063615i,-0.0015111+0.00059421i,-8.6808e-05+0.00026821i,0.001745+0.00020213i,0.0015725-0.00042662i,0.00018761-0.00040761i,-0.00063277+0.00050436i,-0.0014377+0.00077694i,-0.00052817+0.00068818i,0.00095597+0.00021326i,0.0017491-0.00057053i,0.0013201-0.00053024i,0.00087487-0.00016093i,0.00028677+2.8605e-05i,-0.00017324+0.00065111i,-0.00067346+0.00052995i,-0.00067851-0.00046183i,-0.00044418-0.00051367i,-0.00069972+9.3577e-05i,-0.00028688-0.00016381i,-2.3311e-05-0.00058748i
0.0026691+0.00053742i,0.0032472-0.00016701i,0.0027552-0.0014674i,0.0011543-0.0019539i,0.00028989-0.0012317i,0.00026684-0.00014357i,0.00078295-0.00017413i,0.00089121-0.0011631i,0.00063424-0.0010167i,0.00021684-0.0005755i,-0.00010763-0.00024168i,-9.7899e-05+0.00010377i,-0.00011978-0.00013404i,-3.414e-05-0.00035177i,0.00010549-0.00068093i,-0.00012369-0.00098798i,-3.1591e-05-0.00035976i,0.00016056-0.00012692i,0.00063194-0.00026358i,0.00034529-4.2324e-05i,-0.00024377-0.00049442i,0.00011879-0.00085502i,0.00013762-0.00054503i
0.00059568+0.0002041i,0.0010276+0.00043238i,0.00051684+1.2653e-06i,0.00019709+0.00018197i,-0.00014927+0.00055572i,-0.00024102+0.00073297i,0.00056158-4.6783e-05i,0.0011752-0.0006463i,0.00085577-0.00032671i,0.00040282-0.00021304i,0.0006472-0.00122i,0.00075547-0.0010266i,0.00030524+6.7345e-05i,6.1629e-05-0.00017157i,0.00021124-0.00075494i,0.00025849-0.00067619i,7.3777e-05+0.00016434i,-0.00078451+0.00034657i,-0.0017151-0.00053698i,-0.0012234-0.0010587i,-0.00026221-0.0014316i,-0.00034155-0.00072364i,-0.00084471+0.000242i
-0.00089726-0.00035997i,0.0010344-0.0011729i,0.00090776-0.0013853i,-0.00054214+0.00012861i,-0.00017344+0.0016076i,0.0012348+0.0011102i,0.0013577+0.00020905i,0.00083699+0.00051553i,0.0002501+0.00097566i,-0.00048635+0.00096404i,-0.00050485+0.00063808i,8.8458e-05+0.00051575i,0.00049047+0.00062252i,0.00018961+0.00051252i,0.00013895-0.00012028i,-8.5961e-05-0.00053807i,-0.00059369-4.485e-05i,-0.00042517+0.00019904i,-0.00013588+4.0748e-05i,0.00020694+0.00038086i,-1.1927e-05+0.00077391i,-0.00026595+0.0001748i,-0.00016827+6.916e-05i
0.00081685-0.00053244i,-0.00038644-0.00040715i,-0.00032927+0.00027366i,0.00064172-0.00056102i,0.00036745-0.00084433i,0.00039062-0.00023448i,0.0002188-0.00079361i,8.9508e-05-0.0010122i,0.00035663-5.6798e-05i,3.96e-05+0.00037216i,-0.00028688+0.00024942i,0.00036098-0.00016658i,0.0006125-0.00041032i,0.00050537-7.1262e-05i,0.00022678-3.7071e-05i,6.085e-05-0.00090332i,0.00027258-0.00035448i,0.00072906+0.00034482i,0.00089491+0.00032593i,0.00027787+0.00022317i,-2.8294e-07+0.00029962i,0.00054122+0.0007748i,0.00019918+0.00071228i
0.0016895+0.00071666i,0.0013978+0.00095147i,0.00092072-0.00030189i,0.00028295-0.00049848i,-0.00056548+0.00051166i,-0.0005624-2.3521e-05i,0.00052666-0.0011638i,0.00044812-0.00092922i,-0.00023782-0.00020459i,-0.00065128-0.00016535i,-0.00067131-0.00027258i,-0.00026554+0.00026356i,-0.0004117+0.00065237i,-1.3877e-05+5.2192e-05i,0.00056773-0.00012341i,0.00046647+0.00029069i,-0.00028246-5.843e-05i,-0.0004131-0.00096683i,0.00013875-0.00084268i,0.00024825+2.3021e-05i,-0.00014073-0.00017976i,-0.00041037-7.2451e-05i,0.00012774+2.5168e-06i
0.0027741-0.00032581i,0.0024588+0.00066723i,0.00165-0.001132i,0.00072127-0.0021854i,0.00017157-0.00093839i,-2.5898e-06+0.0008971i,-0.00013551+0.0017497i,-1.6745e-05+0.00080516i,0.00025087-0.00021854i,-7.7098e-05+0.00020773i,-0.00019225+0.00074693i,1.0206e-05+0.00043816i,3.1036e-06+0.00018214i,0.00023503+1.5722e-05i,0.00038191+5.9334e-05i,0.00043621+0.00062471i,0.00048146+0.0008892i,0.00054828+0.0011497i,0.001068+0.0008591i,0.0010776+0.00026579i,0.00062704+0.00015648i,0.00042091+0.00068751i,0.00026734+0.00093625i
0.0011127+0.00088457i,0.0021128-9.2653e-05i,0.0022865-0.00049496i,0.00097084-0.00081549i,2.189e-05-0.0011063i,0.00025917-0.0011641i,0.00091978-0.00058108i,0.00050293+0.00029387i,0.00013303+0.00026239i,-0.00012194-0.00040888i,-0.00021109-0.00068646i,-0.00028945-0.00062291i,-7.2297e-05-0.00051996i,0.00020533-0.00017556i,-0.00024774-0.00042861i,3.0088e-05-0.00076803i,7.6716e-05+0.0002966i,-0.00011868+0.00038926i,0.00035711+0.00036284i,0.00093235+0.00081751i,0.00071388+0.0018057i,0.00044476+0.0024091i,0.00063342+0.0012436i
-2.6679e-05+5.053e-05i,5.4538e-05+0.00072431i,0.00040992+0.00039577i,-3.3286e-05+5.1306e-05i,-0.0012248+4.5237e-05i,-0.00050315-0.00052164i,0.00092693-0.00049451i,0.0010063-0.00036732i,0.00064602-0.00029121i,0.00050535-0.00013791i,0.0010047-0.00039172i,0.0012595-0.00068531i,0.00027151-0.0010011i,-0.00054959-0.0016562i,-0.0013247-0.0015848i,-0.0014251-0.0013132i,-0.00035728-0.00057122i,-0.00025537-0.00015924i,-0.00044895-0.00057333i,7.8248e-06-0.00043561i,0.00048994+7.7259e-05i,0.00023357-0.00031361i,0.00025762-0.0015i
0.00059488+6.1808e-05i,0.0014791-0.00011677i,0.0025972-0.00134i,0.0021312-0.00099361i,0.0013662-0.00061385i,0.00027982-0.0012447i,0.00012564-0.00079547i,-9.385e-05-0.00056866i,-0.00074138-0.00083017i,0.0001411-0.00068312i,0.00070077-0.00025956i,0.00049035-0.00032315i,0.00058065+6.4141e-05i,0.00026776+0.0011582i,-0.00026115+0.00071573i,7.8956e-05+0.00020697i,0.00088782+0.00030097i,0.00055187-0.00042105i,-0.00046159-0.00043291i,-0.00035841-6.7999e-05i,0.00012286-6.3235e-05i,-4.7453e-05-4.711e-05i,-0.00013234-0.00018905i
-0.00084053-0.00088829i,-0.00083068-0.001166i,-0.0011294+0.00064468i,-0.0018448+0.0013963i,-0.0013058+0.00059555i,-6.9085e-05-0.00020861i,0.00064079+0.00010875i,0.00090325+0.001411i,0.00063316+0.0009373i,0.00036677-0.00010981i,0.00068465-0.00041417i,0.00096374-0.00038437i,0.00053408-0.00063131i,0.00060547-0.00030483i,0.0012978+0.00029988i,0.0015458+0.00045721i,0.00087445+0.0010035i,-0.00041338+0.00059383i,-0.0011703-0.00040335i,-0.00077579-0.00065573i,-0.00017006-0.00037576i,-0.00052487+2.1109e-05i,-0.0005182+0.00015509i
0.001019+0.0020734i,0.00060639+0.00024801i,0.0010093-0.00041269i,0.0010985-8.8875e-05i,0.00099391+0.00049139i,0.00090225+0.001029i,-6.8494e-05+0.00029579i,-0.00051988-0.00092702i,-0.00089275-0.0011082i,-0.00038222-0.00057547i,0.0001606-2.3292e-05i,-9.3131e-05+0.00029831i,7.7879e-06+0.0004645i,0.00012763+0.00055555i,-0.00063435+0.00022545i,-0.00057654-0.00016981i,0.00057195-0.00045952i,0.00092117-0.00056306i,0.00020131-0.00054631i,8.2183e-05-0.00080549i,0.00050101-0.0010256i,0.00036568-0.00069584i,-0.00035407-0.00024292i
-0.0016652-0.0018943i,-0.0029114-0.0016105i,-0.0036003-0.00013943i,-0.0021121+0.001817i,-0.00014879+0.002704i,0.0016989+0.001417i,0.0022207+0.00039509i,0.0011917+0.00080013i,-9.7837e-05+0.0010339i,-0.00041141+0.0011962i,0.00012058+0.0012574i,0.00042012+0.00091594i,0.00048872+0.00011412i,0.00090007-0.00061786i,0.00099518-0.00088986i,0.00010461-0.00041607i,-0.0010536+0.00059492i,-0.0012462+0.0011883i,-0.00077956+0.00066287i,-0.00037774-0.00036516i,0.00033058-0.00056092i,0.0003047+0.0001146i,-0.00080546+0.00053207i
0.00045332+0.00079373i,0.0018145+0.0016974i,0.0010202+0.0015255i,-0.00034198+0.00039637i,-0.00027973-0.00045789i,0.00031838-0.0015979i,4.1106e-05-0.0012911i,-8.3766e-05-0.00026492i,0.00091059-0.00044191i,0.0012917-0.00049797i,0.0013931-0.00038608i,0.0011453-0.00033101i,0.00099504+0.00038433i,0.00087402+0.00046578i,0.00065287-7.2727e-05i,0.00047862-0.00011819i,0.0001557-0.00017173i,-0.00010924-0.00058027i,0.00026554-0.00038501i,0.00056419+4.5416e-05i,0.00017499+0.00016434i,-9.4166e-05-0.00043977i,0.000413-0.00038596i
0.00066939+0.00010484i,0.001478+0.0016284i,0.001286+0.00086734i,0.00092506+0.00062763i,0.00031663+0.0011534i,-0.00015668+0.00087014i,0.00082871+0.00040295i,0.0012539+0.00079405i,0.00067789+0.00072941i,-9.143e-05+0.00043107i,-0.00082268+0.00041281i,-0.0004153+9.934e-05i,-0.00023743-0.00041759i,-6.2337e-05-0.00064371i,-0.00021814-0.00067718i,-0.00022629-0.00090216i,0.00027965-0.00036187i,0.00041034+0.00031377i,0.00011722+0.00052643i,0.0003742+0.00041555i,0.0012618+0.0002868i,0.0013139-0.00050203i,0.00070817-0.00053463i
-0.00033057+0.00031568i,0.00071054+0.00081107i,0.00067801+0.0003607i,7.9962e-05-0.00087314i,0.00030045-0.0013943i,0.001232-0.0010065i,0.0012031-0.00042956i,0.00037203-0.00068546i,4.3473e-05-0.0010255i,6.7065e-05-0.00056598i,-0.00029408+4.4704e-05i,-0.00059055+0.00019035i,7.4448e-05-0.00025952i,0.00047706-0.0013383i,-0.0002006-0.0011626i,-0.0005556-0.00013276i,-0.00012346+0.00028981i,0.00041784+0.00040924i,8.6628e-05-0.00013771i,-0.00041504-0.00092658i,-0.00059008-0.00046908i,-0.00088802+0.00046i,-0.0012351+0.00040881i
-0.00035167+0.0020265i,9.0264e-05+0.0013842i,0.0012957+0.00085199i,0.0019152-0.00068547i,0.0023558-0.0017608i,0.0021808-0.0012564i,0.0011027-0.0011715i,-0.00017905-0.00098347i,0.00018547-0.00055299i,0.0011162-0.00021257i,0.0012486-0.00036411i,0.0008367-0.00074626i,6.2932e-05-0.00026662i,-0.00037354+0.00051975i,-0.00072691+0.00052826i,-5.4739e-05-0.00049206i,0.00044013-0.0012025i,0.00027707-0.00070513i,0.00020606-0.00022871i,0.0003823-0.00016518i,0.00045937-0.00011265i,-9.6486e-05-0.00023677i,-0.00038309-7.2592e-05i
0.0014017-0.00061804i,0.0016548-6.8087e-05i,0.0010671+0.00066175i,0.00047764+0.00062329i,0.00055892+0.00035595i,2.3052e-06-0.00042607i,-0.00028784-0.00072237i,-8.0534e-06-0.00034645i,-0.00078522-5.9744e-08i,-0.00074678-0.00055068i,0.00037661-0.00044089i,6.3811e-06+4.8099e-05i,-0.00052305-0.00027791i,-0.00034068-0.00047076i,6.9746e-05-0.00045105i,-0.00048535+6.8552e-05i,-0.0011885+0.00076302i,-0.00091855+0.00060146i,-0.00043725+0.00063445i,-0.00054419+0.00081856i,-0.00051818+0.0006508i,-0.0007539+0.00057589i,-0.0013923+5.2067e-05i
0.00031862-0.0018981i,-0.00011351-0.001849i,-0.0013205-0.0011264i,-0.0015276-0.00090755i,-0.00050152+0.00019885i,0.0009986+0.0010393i,0.0012889+0.00058052i,0.00093708-0.00049552i,0.00085356-0.00087457i,0.00046177+0.00034525i,-6.6765e-05+0.0005172i,-0.00017934-0.00072124i,0.00010495-0.00043459i,3.6617e-06+0.00010257i,-0.00060596-1.0283e-05i,-0.00042388+0.00013633i,-3.0188e-09-4.4847e-05i,-0.00037301-0.00064631i,-0.00017934-0.00094586i,-0.00051769-0.00075665i,-0.00062753-0.00025309i,-0.00030522-0.00022621i,9.5268e-05-0.00014657i
0.002948+0.0010599i,0.0024648+0.00070552i,0.0030286-6.4879e-05i,0.003142-0.00038865i,0.0015943-0.0012547i,0.00085254-0.0018865i,0.0010619-0.0015893i,0.00074788-0.00099623i,0.00069468-0.0012517i,0.00081885-0.00093283i,0.0010738-2.8787e-05i,0.00077237+0.00045683i,-0.00029944+0.0006149i,-0.00028212+4.2686e-05i,0.00047283+2.6703e-05i,0.00019578-0.00014465i,0.00014127-0.00073469i,0.00010447-5.617e-05i,-7.7496e-05+0.00070161i,0.00050163+0.00022821i,0.00054699-0.00047361i,-0.00018972-0.00064188i,-0.00078678-0.00053684i
0.00047843-9.1439e-06i,-0.00077929+0.00047661i,-0.0011409+0.0010527i,-0.0010688+0.00060713i,-0.00041453-4.7281e-05i,-0.00015581-0.00013545i,0.0003801-7.2159e-05i,0.00062501-0.00018282i,0.00033151-0.00021806i,4.6026e-05-0.000104i,-3.545e-05-0.00024646i,8.6937e-05-6.4239e-05i,0.00029586+0.00047556i,0.00038806+0.00064545i,0.00048221+0.00045069i,5.972e-05-0.00010757i,2.7462e-05-0.0001748i,-0.00022101+0.00047057i,-0.00040817+0.00034117i,-0.00044637-7.4202e-05i,-0.00021966-0.00031957i,-0.00030053-0.00041488i,-0.0001423-8.8913e-05i
0.00099123+0.00058342i,0.0014971+0.00028022i,0.0013947-0.00048494i,0.0004016-0.00085412i,4.2827e-05-0.00043428i,0.00040011-0.00049989i,0.00085197-0.0011631i,0.00028558-0.00067364i,-0.00031296-0.00028124i,-0.0001352-0.00049921i,-0.0008667-0.00084752i,-0.00046764-0.0012475i,0.00036473-0.00062088i,-0.00050111+0.00031386i,-0.00067222+0.00023725i,7.3589e-05-0.00048225i,7.5716e-05-0.00025661i,0.00015633-0.00016509i,0.00089155-5.8748e-05i,0.0011644+0.00026841i,0.00036057+4.9072e-05i,-0.00059721+0.00015558i,-0.00070128+0.00029644i
-0.0017835+0.0014822i,-0.0013688+0.0010395i,-0.00084883+0.0008843i,0.00020967+0.00052787i,0.0015063+0.00032451i,0.0019268+0.00012502i,0.0015683+8.7843e-05i,0.00058621+0.00019149i,0.00013247+0.00016945i,0.00031386+0.00032666i,0.00082922+0.0009774i,0.00022433+0.001512i,-0.00032255+0.0018181i,-0.00017975+0.00089471i,-0.00019179-0.00021197i,0.0001958-0.00038075i,1.6346e-05-0.00013864i,-0.0001899-0.00025722i,1.9145e-05-0.00047179i,6.5462e-05-0.00086134i,0.00027912-0.00067436i,-7.4689e-05+1.1237e-05i,-0.00014575+0.00015471i
0.00060061+0.00065i,-0.00038904+0.00054077i,-4.7862e-05+0.0001333i,0.0010389-0.00066445i,0.00048845-0.00076465i,-0.00019607-1.1695e-05i,-0.00042795-0.00019491i,-0.0002658-0.00067057i,5.3696e-05-0.00043909i,4.8987e-06-0.00020992i,0.00014401+0.00016118i,0.00057636+0.00017902i,0.00060227-0.00019841i,-0.00034526-2.55e-05i,-0.00034083+0.00014656i,0.0001935+0.00016431i,-0.00038634-8.0382e-06i,-0.000792-0.00078575i,-0.00064431-0.00097822i,-0.00037746-0.00081341i,-5.3807e-05-0.00042416i,7.6216e-05-0.0002289i,6.6479e-05+0.00028265i
0.001571+0.0018262i,0.0021931+0.0024473i,0.0022344+0.0014176i,0.002529-0.00051855i,0.0018316-0.0015335i,4.6998e-05-0.0015164i,-0.00085865-0.00071515i,-0.00020375+8.3946e-05i,0.00064131+0.00015905i,0.00061672+0.00043111i,0.00056161+0.00019116i,0.00033218-0.00062446i,-0.00025743-0.00071793i,6.4073e-05-9.1324e-05i,5.7749e-05-8.8505e-05i,-0.00022441-0.00035025i,-0.00047593-0.00049057i,-0.0010802-0.00051338i,-0.0015723-0.00041275i,-0.0012468+0.00012754i,-0.00038953+0.00020728i,-5.8731e-05-3.8546e-05i,0.0004365-0.00027135i
-0.0010637+0.0025106i,-0.00050638+0.001735i,-0.00059609+0.0014529i,0.00071561+0.0012727i,0.0016248+0.00090623i,0.00083595-0.00015875i,0.00028221-0.00082059i,-0.00021137-0.00036768i,-0.00017369+0.00023192i,8.8923e-05+0.00052105i,-7.9706e-05+0.00036586i,-0.00055804-7.3908e-05i,-0.0010877-0.00062976i,-0.00066065-0.0013257i,4.4378e-05-0.0013487i,0.00091972-0.00080918i,0.00073452-0.00032583i,-0.00019035+0.00029115i,3.7745e-05+0.00022523i,0.00089468-0.00017264i,0.0010579+6.2741e-06i,-8.4284e-06+0.00027205i,-0.00055973-0.00035474i
0.00094781+0.00024959i,0.0008718+0.00063625i,0.0014599-1.9493e-05i,0.0009288-0.00049995i,-0.00026325-0.00081138i,-0.00078817-0.0004393i,-0.00051262+0.00054247i,-0.00036489+0.0004918i,-0.00077413+0.00025595i,-0.00086656-0.0001943i,-0.00042378-0.00090575i,-0.00034701-0.00045814i,4.3547e-06+0.00013437i,0.00030728-2.4088e-05i,0.0002545+3.5768e-05i,0.00011686-2.213e-05i,-0.00014723-0.00048866i,-0.00034232-0.00018531i,-0.00028507+5.1735e-05i,-0.00035859-0.00014093i,-0.00019136-0.00078427i,-0.00010016-0.00083519i,-0.00026571-0.00020807i
-0.0019655+0.0002132i,-0.0016799+0.00083105i,-0.00080015+0.00010038i,0.00090005-0.00073048i,0.0013125-0.0009473i,0.00084164-0.00067606i,0.00047579+3.6738e-06i,0.00072694-0.00015149i,0.00082013-0.000133i,0.00016258-0.00022234i,-0.00017775+0.00025285i,6.6874e-05+0.00081884i,0.00011384+0.00013654i,-0.00022966-0.00090284i,0.00099196-0.00072597i,0.0017835-0.00075045i,0.0006161-0.00115i,-0.00072025-0.00074006i,-0.00089029-0.00030159i,0.00023087-0.00084512i,0.0011397-0.00070852i,0.00066133+0.00023251i,-0.00068142+3.9988e-05i
0.0020579-0.0016275i,0.0017218-0.0011132i,0.00068783-0.0013196i,-0.00015789-0.0012179i,-0.0007093-4.8576e-05i,-0.00044139+0.00086205i,0.00074112+0.0010263i,0.00072534+0.00039846i,0.00090959+0.00015117i,0.0011806-0.00010095i,0.00044546+1.7575e-05i,0.00058587+0.0010849i,0.00045658+0.0006356i,-0.00039143-0.0002612i,-0.00039439-1.1007e-05i,-0.00012001+0.00020541i,-0.00014927-0.00013209i,-0.0009991-1.2437e-05i,-0.0010539+0.00071293i,-0.00026036+0.00098628i,-0.00017375+0.0003797i,-0.00047228+0.00011007i,-0.00058242+0.00047341i
2.7661e-05+0.0016055i,-0.00015024+0.00176i,0.00047711+0.0012214i,1.9233e-05-9.6294e-05i,-0.0001719-0.00056241i,0.00070264-0.00021932i,0.0010214-0.00011227i,0.00031084+0.00023626i,1.8931e-05+0.00022592i,0.00031943+0.00037997i,-0.00016406+0.00072288i,-0.00026255+0.00093566i,0.00081309+0.00039356i,0.0011494-0.0001981i,0.00044082-0.00052116i,-0.0003037-0.00038531i,-0.00097311+0.0003479i,-0.000897+0.00048797i,6.3006e-05-6.0358e-06i,0.0006661-8.3683e-05i,0.00073613+0.00011005i,0.00052493+0.00022978i,-0.00037449-0.00027015i
0.0017411-0.0013346i,0.0022422-0.0011803i,0.0012921-0.0018887i,0.0013445-0.0014578i,0.0011824-0.00091108i,0.00080588-0.00076207i,0.00087807-0.00054257i,0.00035241-0.00069529i,-0.00024432-0.00029967i,-0.00052688-6e-05i,-0.00046506+0.00057296i,-0.00054455+0.0014654i,-0.00019782+0.0012912i,0.00038925+0.00040674i,0.00049361+0.00032209i,0.00034394+0.0005478i,-4.6402e-06-0.00015605i,-0.00029119-0.00056117i,-8.8205e-05-0.00010132i,0.00012471+0.00063588i,0.00048847+0.00025767i,0.00025758+0.00039517i,0.00018119+0.00083994i
0.00045247-0.00027807i,-0.00034143+0.00025627i,0.00041946+0.00030023i,0.00086897+0.00056726i,0.00034999+0.0010281i,0.00016751+0.00095538i,6.0188e-05+0.0002728i,0.0005232+0.00010446i,0.0010145+7.7591e-05i,0.00087724+0.00019727i,0.00074942+0.00015008i,0.00071185+5.3537e-05i,0.00051965-0.00045319i,-9.3048e-05-0.00044861i,-0.00077151+0.00019083i,-0.00092465+0.00033995i,-0.0005173+0.00029476i,-0.00016057+0.00023544i,-0.00039738-0.00018046i,-0.0003013-0.00012436i,-2.5061e-05+7.4715e-05i,-0.00013084-0.00053744i,-0.00033258-0.00025453i
6.9621e-05+0.001574i,0.00096342+0.00070283i,0.0020012+0.0006158i,0.001859+0.00037639i,0.00074942-0.00048707i,0.00029148-0.0013806i,0.00044701-0.0016619i,0.0004217-0.0011553i,0.00052998-0.00091137i,0.0009895-0.00051835i,0.00066778-0.00016782i,0.00022994-0.00044074i,0.00039961-0.00049894i,-0.00036744-0.00044481i,-0.00084838-0.00059221i,-0.00032251-0.00014375i,0.00055975+0.00026313i,-1.3259e-07+0.00021555i,-0.0011605+0.00041959i,-0.00048191+0.00024254i,-0.00024657+8.6181e-05i,-0.00045666+0.00033522i,-0.00015372+0.00046397i
0.0013734+0.0020585i,0.0015554+0.0025745i,0.0016571+0.0011342i,0.0019997+0.00024149i,0.00089266+7.1433e-05i,0.00020382-0.00057073i,0.00042738-0.0010243i,0.00032617-0.0014592i,0.00014059-0.00062418i,-0.00037929+0.00045608i,-0.00086359+8.8434e-05i,-0.00066647-0.00045425i,-9.5202e-05+0.00021068i,-0.00011852+0.00052467i,-0.00044804-0.00034774i,3.5268e-05-0.00025753i,0.00074147+0.00011929i,0.0011681+0.00064132i,9.9599e-05+0.0011732i,-0.00091709+0.00085242i,-0.00086456+0.00084966i,-0.00087452+0.00052577i,2.154e-05+1.4276e-05i
