-0.0013873-4.5492e-05i,-0.0017262+0.00045286i,8.5397e-05+0.00051245i,-0.00030778+0.00043905i,-0.0010855+0.00062873i,-0.0015757+0.0016915i,-0.0017105+0.0022884i,-0.00061326+0.0017973i,0.00033632+0.0010068i,0.00067256-9.3945e-05i,0.00092213-0.00061526i,0.00061704-0.00058122i,0.00040455-0.00091217i,0.00055462-0.0012916i,0.00057345-0.00062612i,0.00043386-0.00029147i,0.00039479+0.00012678i,3.3389e-05-0.00035829i,-0.00064659-0.00079455i,3.8375e-05-0.00021176i,0.00047284-0.00061139i,-8.8299e-06-0.00073056i,-6.9186e-05+5.6886e-05i
-0.00040945+0.00049896i,-0.00032706+2.7052e-05i,0.00019664-0.0002138i,0.00071876+0.0011269i,0.00065861+0.0016421i,0.0010791+0.00041608i,0.00097439-0.00014584i,0.00011064-9.7019e-05i,-0.00058016-0.00081952i,-0.00064001-0.0011989i,-0.00038378-0.00074835i,0.00010971-0.00040497i,0.00060064-0.00020635i,0.00041064-0.00081845i,0.00059897-0.00078074i,0.00046001+0.00022624i,2.5558e-05+0.00033308i,-0.00039314+0.00013557i,-0.0014172+9.0038e-05i,-0.0017044+8.5133e-05i,-0.00063143-0.0006184i,0.00025245-0.00084621i,0.0005143-0.00070754i
-0.0021373-0.00031874i,-0.0020974+0.00033617i,-0.00091695+0.00050389i,0.0010199+0.00084722i,0.0017318+0.00095503i,0.00070963+0.00074582i,4.9889e-05-9.7999e-05i,-0.00099004-0.00011009i,-0.0011065+0.00022189i,-0.0001222-0.00022337i,6.667e-05-4.5389e-05i,2.8817e-05+7.9281e-05i,0.00018186-0.0001769i,4.3756e-06-0.00019633i,-0.00039371-0.00021137i,-0.00043462-0.00016682i,-0.00025847+0.00045808i,-0.00052525+0.0010012i,-0.00064081+0.0013002i,-0.0011677+0.0013013i,-0.0014537+0.0008964i,-0.00090521+0.00056601i,-0.00031215+2.5451e-05i
0.00055429+0.001022i,0.0012145+0.00018784i,0.0016845-9.5173e-05i,0.001359+0.0012568i,0.00072987+0.0010708i,0.0010009-0.0002211i,0.00077179-0.00057452i,-0.00089246-0.00033144i,-0.0016234-0.00078892i,-0.00094901-0.0012363i,-0.00065545-0.0013036i,-0.00038627-0.0012874i,-5.5558e-05-0.0010932i,0.00030976-0.00030331i,0.0010999+0.00016111i,-0.00012661+0.00010501i,-0.0012259+0.00036945i,-0.0012796+0.00053673i,-0.0010553+0.00035916i,-0.00034968+0.00055774i,8.2075e-06+0.0005605i,-0.00018848-0.00023172i,-0.00094295-0.00079819i
-0.00036827+0.0016751i,5.142e-05+0.00090375i,0.00077532-9.5451e-06i,0.0015166-0.00044903i,0.0018416-0.00057875i,0.0015321-0.00080878i,0.0010024-0.00039669i,-6.341e-05-0.00011743i,-0.00060857-0.00016076i,-0.00066677-0.00041908i,-9.0029e-05-0.00084391i,0.00017843-0.0010094i,9.6462e-05-0.00084317i,0.00035394-0.00042076i,0.00044731-0.00096745i,0.00024018-0.0015526i,4.1269e-05-0.0011129i,0.00024993+5.1656e-06i,3.3757e-05+0.00061183i,-0.00051503+0.00033865i,-0.00049802-0.00017828i,0.00021536-0.00021755i,0.0014129+0.0010002i
-0.00013805-0.0013335i,-0.00032367-0.00063926i,-0.00052467-0.00042238i,-0.00016121+0.00036329i,0.00057593+0.0006094i,0.000208+0.00076837i,-0.000512+0.000358i,-0.00017453-0.00018727i,-4.7789e-05-0.0008064i,-7.3536e-05-0.0013804i,0.00071887-0.0011852i,0.0004644-0.00058778i,7.8014e-05-0.0004205i,0.00031155+2.4095e-05i,-0.00038402+0.00025349i,-0.00084605-0.00019116i,-0.00051167-0.00060542i,-0.00018894-0.00027978i,-0.00048949+0.00049177i,-0.0012642+0.00012225i,-0.0012617-0.00045054i,-0.00022541-4.0893e-05i,8.3359e-05+0.00067679i
0.00070995+0.00087638i,0.00086925+0.0010177i,0.0013008+0.00061985i,0.0014333+0.0009433i,0.0010931+0.0010384i,9.5023e-05-0.00013379i,4.7237e-05-0.00080523i,-0.00013139-0.00031323i,-0.00061018+0.00019303i,-0.00020191+0.00072418i,-1.0635e-06+0.00084915i,-0.00031719+0.00025282i,-0.00051263+0.00013664i,-0.00035635+0.00029834i,-8.7918e-05-2.5963e-05i,0.00011812+0.00020926i,0.00025479+0.0001776i,-0.00037337-0.00030916i,-0.0009704-0.00027101i,-0.00058917+8.4842e-05i,-0.00047783+1.9539e-06i,-0.00041455-0.00045444i,0.00015839-0.00034169i
0.00040817-0.0013735i,0.00065887-0.0012755i,0.00023312-0.00096206i,-6.2168e-05+0.00013346i,0.00053662+0.00063501i,0.0015914+0.00092996i,0.0012504+0.00073036i,-0.00022874+0.00030509i,-0.00072636-5.3932e-05i,-0.00097017-0.0011866i,-0.0010315-0.0015877i,-0.0011441-0.00030885i,-0.00051158+0.00068133i,0.00049319+0.00052203i,0.00089396+0.0002268i,0.00066043-0.00058527i,0.00027817-0.00048929i,4.9992e-05+0.00027851i,-0.00012631+0.00082377i,-0.00017718+0.0012554i,-0.00030658+0.00051232i,-0.00052671+9.5591e-05i,-0.00073944+0.00045118i
0.00039007+0.0010884i,0.0012941+0.0010551i,0.0023191+0.001538i,0.0027213+0.0012823i,0.0020098+0.0012821i,0.00070759+0.0012514i,-0.00085913+0.001163i,-0.0010969+0.00052764i,-0.0002926-0.00029096i,0.00010909-0.00030073i,0.0002865-0.00049218i,0.0002157-0.0011538i,5.4351e-05-0.00081741i,-0.00057354-8.0171e-05i,-0.00063833-0.000154i,0.00014504-3.1444e-05i,-0.00040206-0.00026088i,-0.0011798-0.00039775i,-0.00098124+0.00027298i,-0.0006995+0.00065143i,-0.00045079+0.00034987i,-0.00040452+0.0004653i,-0.00044657+0.00092149i
0.0010529+0.00053024i,0.0016988-0.00010949i,0.0014678-0.00018966i,0.0015627-0.00023911i,0.00089803-0.0001457i,-0.00024691-0.00021382i,-0.00022061-3.2762e-05i,-0.00089004+0.00037446i,-0.0012485+0.00022311i,0.00013242-0.00022323i,0.00087762-0.00043617i,-0.00010885-0.00047982i,-0.0012261-0.00016057i,-0.00078721+0.00019548i,-3.2644e-05-0.00034559i,8.8695e-05-0.00045267i,0.00013571+0.00031789i,-0.0004219+0.0013247i,-0.0014269+0.0010388i,-0.0012365+0.00010397i,-0.00015039+0.00048635i,0.00072154+0.00098925i,0.00073031+0.00085929i
-0.00073127+0.00064674i,-0.0022528+0.00049207i,-0.0020498+0.0013508i,-0.00019666+0.0024912i,0.00094568+0.0016851i,0.0017753+0.00057307i,0.0012274-0.00035683i,-0.00036558-0.0008804i,-0.00084108-0.0008909i,-0.00041928-0.00028292i,0.00035903+0.0001174i,0.00056993-1.427e-05i,0.00041763+0.00033696i,0.00095816+4.0105e-05i,0.0010986+1.5701e-05i,0.00096951+0.00032676i,0.00070727+9.8187e-05i,-0.00032914+0.00040496i,-0.00077152+0.000911i,-0.00018465+0.0011835i,-4.7591e-05+0.0010177i,-1.273e-05+0.00075754i,0.00028435+0.00046931i
-0.0013829+0.0011774i,-0.0016194+0.00049798i,-4.1465e-05-0.00030531i,0.0024666+0.00014748i,0.0031832+0.00087398i,0.0021331+0.0006927i,0.0010606+0.00036749i,0.00080743+0.00035182i,-0.00021999+0.00057165i,-0.00046852+0.00059402i,0.00020367+0.00030923i,-0.00032393-0.00029099i,-0.00072964-0.00081892i,-0.00074533-0.00032497i,-0.00097918+7.9388e-05i,-0.00084028+0.00036615i,-0.00089546+0.00075196i,-0.0014579+0.001096i,-0.0011201+0.00095249i,-0.00014368+0.00041674i,-0.00028654+0.00016014i,8.1192e-06-2.0555e-05i,0.00025913+0.00025582i
-0.00065171-0.0011679i,-5.7996e-05-0.00072006i,-0.00021509-0.00017468i,-0.00059684+0.00039672i,1.5116e-05+0.00053102i,0.00013732+0.00083541i,-0.00059726+0.0013682i,-0.00045159+0.0015701i,-0.00040707+0.00072693i,-0.00054549-4.9237e-05i,-0.00020744-0.00044843i,-0.00040928-0.00044168i,-0.00046735-1.7956e-05i,-0.0010826-0.00042593i,-0.0014579-0.0010836i,-0.00081726-0.00081838i,-0.00068983-0.00019745i,-0.000668+0.00013983i,-0.00073453+0.00035984i,-0.00082403+0.00027609i,-0.0007395+0.00023992i,-0.00039211+0.00027611i,0.00017799+0.00024938i
-0.0013942-0.001763i,-0.0027051-0.001013i,-0.0022654-0.0002469i,-0.00048977+0.0012195i,0.00056674+0.001553i,0.0011904+0.00041592i,0.00095742+0.00037691i,0.00013041-0.00010436i,-0.00024082-0.00057385i,-0.00010705-0.00022883i,0.00045945+0.00028264i,0.00078913+0.0016259i,-0.00010764+0.0019881i,-0.00061668+0.001037i,0.0004533+8.1498e-05i,0.00099867-0.00015776i,0.00073616-0.00055151i,4.5683e-06-0.0010479i,-0.00053419-0.00077356i,-0.00020765-0.00036526i,-0.00079226-0.00015191i,-0.00083841+0.00026396i,-2.8566e-05+0.00029703i
-0.00040494-0.0022825i,-0.0015006-0.0018285i,-0.00023984-0.0014931i,0.0013582+0.00028106i,0.0011367+0.0011673i,0.00044526+0.00075624i,-0.00018843+0.00074812i,-0.00055921+0.00058288i,-0.0010811+0.00023244i,-0.0014394+0.00014772i,-0.00082974-0.00020036i,-0.00026119-4.3245e-05i,-0.00052758-0.00025771i,-0.00066216-0.00034699i,3.9087e-05-0.00014114i,0.00070146-0.00021648i,0.00020218+0.00012166i,-0.00068272+0.00050341i,-0.00080849+0.00086701i,-0.00059238+0.0004913i,-0.00043139-0.00054126i,-0.00013566-0.00078945i,1.8529e-05-0.00040623i
-0.00076517+0.0027186i,-0.00053722+0.0023524i,0.00062487+0.003396i,0.0023978+0.0027351i,0.0024397+0.001496i,0.0010734+0.0011521i,0.00046094+0.00089552i,0.00054882+0.00083518i,-0.00014246+0.00097282i,-0.00077034+0.00036947i,0.00023319+6.4195e-05i,0.00091457+0.00039459i,0.00049315-5.0075e-05i,0.00030332-0.00073042i,-3.4898e-05-0.0013423i,-0.00026063-0.00093324i,0.00034084-0.00036463i,-1.1079e-05+0.00017511i,-0.00084058+0.00043522i,-0.00083834+9.4888e-06i,0.0003257-0.00045675i,0.0012025-0.00045351i,0.001091-9.0109e-05i
0.0025884-0.00049887i,0.0025806-0.00090869i,0.0042084-0.0019183i,0.0032334-0.0019946i,0.0021877-0.0011761i,0.0012663-0.00079014i,-0.00065574-0.00034485i,-0.0016836-0.00012176i,-0.0011316-0.0011098i,-0.00020977-0.002327i,-0.00014957-0.0019074i,-0.00021101-0.00098098i,0.0005005+0.00059856i,0.00099923+0.0017011i,0.00069834+0.0013459i,0.00026908+0.00060357i,-0.00029058+0.00071362i,-0.00046901+0.0011343i,-0.00023843+0.00045556i,-0.00022267-0.00030337i,-3.4436e-05-0.00056021i,-0.0005797-0.0012442i,-0.00018592-0.001273i
0.00026256+0.002166i,0.00027757+0.0016726i,0.00051678+0.0012999i,0.0013185+0.0011666i,0.0020087+0.0013297i,0.0012511+0.0010391i,-0.00032747+0.00019416i,-0.0008989-0.00039779i,-0.00049436-0.00034538i,-0.00032628-0.0004838i,-0.00017398-0.00092817i,0.00020697-0.0011545i,0.0003673-0.00048784i,3.4067e-05+0.00042119i,-0.0005652+3.3368e-06i,-0.00036472-0.00055418i,-0.00052872-0.00032103i,-0.0011898+0.00027621i,-0.0014862+0.00072423i,-0.0010139+0.0011421i,0.0002559+0.0011687i,0.0011176+0.00074925i,0.00070063+0.00023332i
0.00099801+0.0021464i,0.00054655+0.0014047i,0.00063056+0.0017895i,0.0012445+0.0024015i,0.0011493+0.0022858i,0.00090362+0.0015234i,0.00061763+0.0013489i,-0.00060517+0.0012234i,-0.0010254+0.00064618i,-0.00024943+0.00041384i,0.00058131+0.00031222i,0.0015807-0.00036571i,0.00066853-0.0007749i,-0.00050508-0.00041862i,0.00014104-0.00054547i,-0.00017782-0.00074685i,-0.00062264-0.0011417i,-0.00049335-0.001436i,-0.00040892-0.00036886i,-0.00013764-1.7481e-05i,0.00023837-0.00027937i,0.00054056-0.00012821i,0.00061152-0.00031766i
-0.00064326-0.001652i,-0.0005773-0.00070875i,-0.00082641-0.00076835i,-0.00064665+0.00037198i,0.00015435+0.0009949i,0.0011532+0.00062048i,0.0011363-0.00045841i,0.00057729-0.0002284i,-0.00037301+0.0002572i,-0.00064618-0.00050118i,-0.00030882-0.00071311i,-0.000837-0.00056154i,-0.0010888-0.00032064i,-0.0002586-0.00017682i,0.00072444+0.00024457i,0.00033529-0.00010471i,-9.1311e-05-0.00036574i,-4.4279e-05-0.00036754i,-0.0011349-0.00054144i,-0.0019407-4.347e-05i,-0.00067854+6.3053e-05i,-0.00011395+0.00011625i,-0.00012251+0.00015453i
0.00055062-0.00026036i,0.00055407-0.00024407i,0.0022156-1.653e-05i,0.0026507-8.5196e-05i,0.0010355+0.00016836i,-0.00038397+0.00064768i,-0.00022912-2.7587e-05i,-2.5794e-06-0.00032298i,0.00074374-0.0004011i,0.0012458-0.00077205i,0.00049841-0.00080804i,0.00015694-0.00057538i,0.00019621-0.00055232i,-8.8341e-05-0.00037269i,-0.00033464-3.5456e-05i,0.00038865-1.8328e-05i,0.00030964-0.00024369i,-0.00073449+0.00025575i,-0.00061206+0.00055144i,0.00011341+0.00061828i,-0.00024409+0.0011074i,-0.00064832+0.00096637i,-0.00013189+0.0009486i
0.00066222-0.00048564i,0.00069504+0.00018707i,0.00028232-0.0011155i,0.0010394-0.00066274i,0.0017774+0.00038354i,0.0011673+0.00057056i,0.00064954+0.00044541i,0.0002846-9.8112e-05i,6.0615e-05-0.00096619i,0.0004191-0.0014512i,0.00026714-0.0010074i,-0.00034203-0.0006475i,0.00014566+0.00038023i,0.00031865+0.0015219i,-0.00020297+0.00085974i,0.00027146+0.00044321i,0.00019049+0.00031673i,-0.00018814-0.00014986i,-0.00036517-0.00023434i,-0.0009196-0.00076739i,-0.00083154-0.00079673i,-0.00010376-0.00060543i,0.00055447-0.00090578i
8.0984e-05+0.0011281i,-0.00064668+0.0017524i,-0.0018945+0.00088086i,-0.00093125+0.00027314i,0.0012355+4.2977e-05i,0.0015545-0.00021135i,0.0010369-0.00021816i,0.00071765-0.00028232i,-0.0002658-0.00029299i,-0.00093347-0.00023205i,-0.00076328-0.0011322i,-0.00035821-0.0017616i,-0.00038897-0.0011349i,-0.00058335-0.00062026i,-0.00034906-0.00056971i,-0.00066614-0.00051695i,-0.00061635-0.00019836i,-0.00087993-0.00045189i,-0.0013547-0.00018317i,-0.00039048+0.00073791i,0.0011831+0.00044298i,0.0013815+0.00047092i,0.00054189+0.0007091i
0.003603+0.0049449i,0.0014331+0.0049463i,0.0030445+0.0026256i,0.0038605+0.0018332i,0.003542+0.00091862i,0.002674+0.00060142i,0.00080163+0.00062738i,4.5528e-06+0.0011019i,0.00083877+0.0011382i,0.0016971-0.000157i,0.0017434-0.00040792i,0.00082746+0.00029674i,-0.00061409-0.00047575i,-0.00098862-0.00094998i,-0.00059243-0.0004254i,-0.00082215+2.0028e-06i,-0.0011436+0.00059016i,-0.0013586+0.00074041i,-0.00092412+0.00053004i,0.00049454+0.00089313i,0.00090378+0.00093867i,0.00068958+0.00014052i,0.00087735-0.00055816i
-0.00087017-0.0028345i,-0.0013221-0.0019912i,-0.0022338-0.00067829i,-0.0015604+0.00055728i,-0.00051424+0.0012139i,0.0010056+0.0011172i,0.0012738+0.00032185i,0.00020018-0.00029216i,-0.00018061-5.3419e-05i,0.00038018-0.00050637i,0.00088888-0.00066753i,0.00055371-0.00013621i,0.00079313+0.00023416i,0.0011415+0.00048422i,0.00092571+0.00036503i,0.00065973-0.00031675i,0.00043767-0.00060822i,2.4753e-05-0.00012877i,-0.00066622+0.00064332i,-0.00084271+0.00078273i,-0.00088624+0.00026371i,-0.00016645-2.2489e-06i,0.00027344+4.1692e-05i
-0.0010937-3.7956e-05i,-0.00044814-0.00066574i,0.00079285-0.00067908i,0.0019561+3.5275e-05i,0.0018952+0.0010072i,0.0016288+0.0004534i,0.0013592-0.00042211i,0.00024685+0.00013545i,-0.00071727+0.00029208i,-0.00077988-0.00061289i,7.722e-05-0.00088595i,0.00081569-0.00011769i,0.00063396+0.00084503i,0.00042036+0.0011638i,0.00037688+0.0014086i,0.00057842+0.00063316i,-0.00014565-5.6872e-05i,-0.0011558-0.00013456i,-0.00066661+0.00038561i,-0.00010979+0.00069661i,0.00023725+0.00035656i,0.00086141+0.00046276i,0.00090378+0.00099151i
0.001399-0.0015251i,0.0014449-0.0011744i,0.00059283-0.0003849i,3.2737e-06-5.4139e-05i,0.00049869+0.00091616i,0.00039343+0.0020504i,-0.0003809+0.0021171i,0.00012088+0.0015576i,0.00060064+0.00092512i,0.00013019+0.00021146i,-0.00013632+1.1386e-05i,9.7707e-05+1.7935e-05i,-0.00055549+1.7201e-05i,-0.00082913+0.00033019i,-0.00025802+6.5594e-05i,0.00013495-0.00026076i,0.00037373+0.00032604i,-6.1833e-05+0.00082058i,-0.00030151+0.000555i,-0.00018619+8.7531e-05i,0.00012441-0.0001525i,0.00037063+0.0002399i,0.00024657+0.00079393i
-0.00087844+0.00078536i,-0.0010799-0.00075168i,-0.00061673-0.00033119i,0.00021173+0.00053758i,0.00011397+0.00028554i,0.00027672-0.00036293i,0.00015021-0.00046333i,-0.00045965-0.00029509i,-0.00067335-0.00078285i,-0.00058622-0.0010874i,-9.5983e-05-0.0010767i,-8.4052e-05-0.0011564i,-0.00050933-0.0010218i,0.00010936-0.00067834i,0.00075662-0.00013693i,-1.3014e-05-0.00015121i,-0.00012738-0.00049357i,0.00055719-0.00026558i,0.00022599+0.00063431i,-0.00039717+0.00083391i,-6.9121e-05+0.00022485i,0.00041979-0.00056172i,0.00025623-0.00051601i
1.4759e-05-0.0028748i,0.00086702-0.003271i,5.8309e-05-0.0015911i,-4.6206e-05+0.00017836i,0.00052391+0.00070884i,0.0013652+0.00047617i,0.0016212+0.00013957i,0.00020397-0.0004607i,-0.0012119-0.0010889i,-0.0015411-0.0012703i,-0.0010961-0.0012152i,-0.00099406-0.001018i,-0.00076758+0.00012201i,-0.00071772+0.00035331i,-0.00037625-0.00040837i,2.735e-06-3.1194e-05i,-8.0357e-07+0.00060538i,0.00046299+0.00079067i,-0.00016657+0.00043274i,-0.00051546+4.6233e-05i,-0.00020528+4.9072e-05i,-0.00054344-0.00032074i,-0.00077275-0.0010135i
0.00028919-0.00025306i,0.00024319-8.7522e-05i,0.0016031-0.00092854i,0.0023661-0.00044368i,0.0023672+0.00046796i,0.0014715+0.00025382i,-0.00010532+0.00023155i,-0.00082931+0.00086085i,-0.0012943+0.00034269i,-0.00066866-0.00065551i,0.00014373-0.0010928i,-0.00097928-0.0014108i,-0.0018829-0.001121i,-0.0015221-0.00052695i,-0.0013255+0.00010752i,-0.0012036-0.00014969i,-0.00062724-0.00091382i,-0.00015343-0.00042091i,1.9055e-05+0.00017721i,0.00031377+0.00033004i,0.00040342+0.00033454i,0.00035836-0.00047906i,0.00010646-0.00049101i
0.00085475-0.00090565i,0.00099834-0.000436i,0.0016928-0.00063838i,0.0016796-0.0011243i,0.0014493-0.00037744i,0.0003762+0.0016188i,-0.00023993+0.0014919i,6.8437e-05-2.4222e-05i,0.00067124+0.00053468i,0.00087872+0.00057276i,0.00082789-0.00076612i,0.00065003-0.0011708i,0.00040564-0.00034027i,0.00018956+0.00022374i,0.00049126+0.0002052i,0.00055683+7.475e-05i,3.4942e-05+0.00044128i,-0.00051099+0.00054594i,-0.00041688-9.1938e-05i,-9.1558e-05-0.00063137i,-0.00040666-0.00023978i,-0.0012645+0.00040338i,-0.00074856+0.00049716i
0.0007881-0.0012276i,0.00016255-0.00062484i,1.2859e-05-0.00018889i,0.00020737+0.00011924i,0.0011285+0.00012103i,0.001508+0.00051776i,0.00076492+0.00064468i,-2.3129e-05+0.00023582i,-0.00011226-0.00023761i,0.00012261-0.00073433i,-0.00096429-0.00062306i,-0.0019373-0.00035056i,-0.0011917-0.00082237i,-0.00011858-0.00076395i,3.3267e-05-6.6315e-05i,-2.5448e-05-0.00037459i,0.00022698-0.00014704i,-0.00033393+0.00017531i,-0.00057238-0.00027359i,-0.00062853+4.209e-05i,-0.00032549+0.00023962i,-0.00034803-0.00039656i,-0.00052884-0.00015007i
0.00025213-9.3437e-05i,-0.00040037+0.00052191i,-0.00071592+0.00081233i,0.00024173+0.001036i,0.0012789+0.0014662i,0.0013033+0.00085726i,0.0010482+0.00052118i,0.00038292+0.0005176i,-9.2278e-05+0.00017899i,-0.00056-8.0864e-05i,-0.00053623-2.4717e-05i,-0.00037949-0.00045651i,-0.00020259-0.00063828i,0.00043798-0.00032629i,0.00042078-0.00024994i,7.0695e-05-0.00020709i,8.6638e-05-0.00033349i,-9.1666e-05+0.00024624i,-0.00079735+0.0015097i,-0.0011237+0.001438i,-0.00056445+0.0004252i,0.00023206-0.00010052i,0.00049142-0.00025037i
-0.0017513-0.0015516i,-0.0019983-0.0010896i,-0.0017946+0.00046788i,-0.00059921+0.0014597i,0.00076424+0.0013338i,0.0011082+0.0012207i,0.00031587+0.0009562i,-0.00020612-0.00026743i,-3.0789e-05-0.00096523i,-0.00067716-0.00067579i,-0.00069877-0.00090866i,-0.00019757-0.0010977i,0.00078953-0.00076614i,0.0010196-0.00084703i,-9.755e-05-0.0010549i,-0.00010923-0.001102i,0.00061266-0.00079052i,9.8816e-05-0.0010644i,-0.00013915-0.00092831i,-0.00022589+6.5011e-05i,-0.00020612+0.00078283i,0.00010548+0.00041817i,0.00046386-0.00040565i
-0.00049512+0.0010065i,0.00037766+0.00094155i,0.0016538+0.0016235i,0.0023583+0.0018328i,0.0032206+0.0010231i,0.0025006-4.5769e-06i,0.00067782-0.00056578i,-0.00072306-0.0007851i,-0.0011411-0.00067545i,8.0581e-05-0.00059892i,0.00044437-0.00071045i,0.00038388-0.00028525i,0.00025036-0.00057253i,-0.0002206-0.00074771i,-0.00056963-0.00063964i,-0.00058749-0.0011398i,-0.00090114-0.00099231i,-0.0010541-0.00031936i,-0.00042134-0.00027491i,0.00057261-0.00094744i,0.0010013-0.00058619i,0.00047603+0.0003834i,-0.00016845+0.0004828i
-0.00083131+0.00028667i,-0.00078387+0.00031626i,-0.0010947+0.00065793i,-0.00057453+0.0018948i,-8.8911e-05+0.0021609i,0.0001269+0.00057474i,-0.00051662-0.00072194i,-0.00051207-0.00061875i,-0.0002804+0.00011737i,-0.00034866+0.00030099i,-0.00037252-0.00011431i,5.8516e-05-0.0006706i,0.00040532-0.00089264i,0.00021331-0.00017113i,0.00015212+0.0001597i,-0.0004371+0.00026094i,-0.00050186+0.00059468i,8.4836e-05+6.377e-05i,-0.000286-0.00047706i,-0.00048313+0.00011007i,0.00016098+0.0004665i,0.00033619+0.00031459i,0.00021088-0.00016502i
0.001262+0.0013463i,0.00074375+0.00041693i,0.00095064-0.00022347i,0.0013741-0.00026481i,0.0017362+0.00040958i,0.0015924-0.00019693i,0.00089808-0.00063334i,0.00013129-0.00025699i,-0.00030281-0.00017608i,-0.00010428-0.00069571i,-0.00010772-0.0012712i,-0.00084742-0.0010564i,-0.0015081-0.00076371i,-0.0012548-0.0010066i,-0.0011111-0.00067264i,-0.0010632-0.00077856i,-0.00047139-0.00082504i,-7.4794e-05+0.00067433i,-0.00011944+0.0014557i,0.00022097+0.00057939i,0.00067086+0.00012014i,0.00054842-0.00027527i,0.00020745-0.0012287i
-0.00027218+0.0014407i,9.126e-05+0.0017491i,0.0014593+0.0016623i,0.0026442+0.0013485i,0.0026554+0.0014517i,0.0016698+0.00095549i,0.00065084-0.00017598i,-0.00048145+0.000114i,-0.00049307+0.00036754i,-0.00023076-3.331e-06i,-0.0003014-0.00044212i,-0.00014437-0.00068719i,0.00054252-0.00058729i,0.00086516-0.00042051i,9.3655e-05+0.00028506i,-0.00096827+7.7696e-05i,-0.0010009-0.00033056i,-0.00090088+0.00040598i,-0.0011521+0.0012769i,-0.00097663+0.0014503i,-0.00093551+0.00085594i,-0.00052122+0.00044307i,-0.00026589-0.00038159i
-0.00018478-0.00016309i,0.00015997+2.4865e-05i,0.00067674+0.00090206i,0.00037798+0.0020361i,7.6113e-05+0.0019386i,-7.0991e-05+0.00068026i,-0.00017254-9.2797e-05i,-4.4565e-05+8.7702e-05i,-0.00074852-9.2166e-05i,-0.0007426-0.0005783i,-0.00013099-0.00049367i,0.00076923-0.00013907i,0.0010176-0.00025606i,-0.00028847-0.00011399i,-0.00074442+0.0002482i,-0.00040383-0.00049315i,0.00014172-0.00053953i,0.00042134-0.00036422i,-0.00031163-0.00046698i,-0.00034792+5.7675e-05i,0.00063656-0.00011001i,0.00034995-0.00099872i,1.4528e-05-0.00078636i
5.8482e-05-0.00044794i,6.1914e-06+2.4844e-05i,6.9773e-05-0.0013333i,0.00042184-0.0012956i,0.00064303+0.00026244i,0.00072987+0.00087141i,-0.00047079-0.00011364i,-0.0020053-0.00042569i,-0.001544+5.6269e-05i,-0.00098602-0.00039977i,-0.0011943-0.00030185i,-0.00089292-0.00025381i,-0.00051231-0.00060561i,-0.00048831-0.00026061i,-0.00059689-0.00049257i,-0.00048012-0.00092901i,-0.00024207-0.00059188i,-0.00019999+0.00020475i,-0.00068768+0.00068122i,-0.0010363+0.00050105i,-0.00012572+0.000387i,0.00058243+0.00043714i,0.00016272+0.0004117i
0.0017025-0.0023993i,0.001032-0.0019414i,0.00046022-0.0012227i,0.00030577+0.00044219i,0.00036635+0.0021861i,-2.8616e-05+0.0025187i,8.5295e-05+0.0017954i,0.00034114+0.00072011i,0.00021156-0.00052306i,0.00038458-0.0010022i,-0.00044394-0.00082037i,-0.0012325-0.00040082i,-0.0011954+0.00015862i,-0.00047035-0.0001931i,-0.00020085-0.0007994i,-5.1622e-05-0.0010311i,0.00036009-0.00020983i,-1.2736e-05+0.0011917i,-0.00063175+0.00091905i,-0.00044811+0.00014273i,0.00015945-8.8442e-05i,-3.5516e-05+6.9838e-05i,-0.00024654+0.00056415i
-0.00046618+0.00024694i,0.00052884-0.00038664i,0.0010287-6.0207e-05i,0.00070223-0.00019116i,0.00091282-0.00048697i,0.00077304-3.2221e-05i,-0.00034321+0.00083721i,-0.00095004+0.00078288i,-0.0012403+0.00026592i,-0.0004451+0.00037985i,0.00074864-7.2482e-05i,0.00058787-0.00052427i,0.0002528-0.001084i,-0.00022669-0.0011704i,0.00033712-0.00055768i,0.00062917-6.5192e-05i,5.8504e-05-0.00054707i,-0.00054311-0.000143i,-0.00033253+0.0011091i,-4.3829e-05+0.0010827i,-0.00036439+0.00055371i,-5.8229e-05+0.00031433i,0.00018198-0.00016792i
6.8492e-05-0.0010974i,0.00020006-0.0013762i,-0.0011339-0.001498i,-0.00081974-0.00011866i,0.0005918+0.0015181i,0.0010137+0.0010971i,0.00018881-0.00026992i,-0.00065025-0.00037819i,-0.0015865-0.00012583i,-0.0019702-0.00050237i,-0.0010158-0.0002591i,-0.00027649+0.00067021i,2.3823e-05+0.00025935i,0.00014876-0.00013601i,0.00017276+0.00011605i,0.00038525+0.00014294i,0.00062488-0.00021026i,4.5845e-05-0.00053332i,-0.00079251-5.6927e-05i,-0.00069304+0.00076095i,-0.00049497+0.00081875i,-1.4768e-05+0.00010437i,0.00095668-0.00018627i
