0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
-0.00015129+0.00038532i,-0.00058075-0.00021446i,-0.00065661-0.00010983i,-0.0010105-0.00046268i,-0.00075288-0.00123i,-0.00060562-0.0011652i,-0.00012026-0.00057847i,-0.00070736+4.3242e-05i,-0.00077407+0.00015123i,0.00013326+0.0003966i,0.00065665+0.00095754i,0.00055125+0.00091427i,4.9087e-05+0.00096456i,-0.0001815+0.0015261i,0.00034436+0.00089453i,0.00056864-3.4627e-05i,-0.00053689+0.00011201i,-0.00090213+0.00012485i,-0.00066986+0.00045899i,-0.0014449+0.00040166i,-0.0017423+0.00018001i,-0.0013962+0.00057956i,-0.00086839+0.0008752i
0.00080928+0.0018396i,0.0021536+0.00080271i,0.0035061-6.5966e-05i,0.0044448-0.0016428i,0.0046149-0.0028448i,0.0038306-0.0024829i,0.0019041+7.6651e-05i,0.00047545+0.0014788i,3.7327e-05+0.00053678i,-0.0007013+4.7272e-05i,-0.0010851+0.00064945i,4.5796e-05+0.00064239i,0.00034835+3.8407e-05i,-0.00027445-0.00043883i,-0.00050234-0.00061794i,-0.0010487-0.00046i,-0.0010029-0.00031312i,-0.00053042+5.1901e-05i,-0.00021501+0.00051504i,-2.546e-05+0.00024727i,-0.00011327-0.00013175i,-0.00053264-0.00033017i,-0.00040513-0.00019909i
-5.6408e-05-0.0020974i,-0.0010009-0.0020002i,-0.0013005-0.0025257i,-0.00045662-0.0035224i,0.00055754-0.0030598i,0.0016012-0.0013025i,0.0011348+1.6991e-05i,-0.00010264+0.00042374i,-0.00098443+0.00070636i,-0.0013067+0.00087689i,-0.00061047+0.00041177i,-0.00021727-0.00017804i,-1.0912e-05-0.00021971i,0.0003676+0.00022713i,1.2455e-05+0.00050779i,-0.00050529+0.00020542i,-0.00076503+0.00024077i,-0.0011283+0.00016748i,-0.00095198-0.00018416i,-0.00045539-0.00048069i,-0.0001813-0.00046475i,9.8782e-05-2.6555e-05i,-0.00022483+0.00028285i
0.002327-0.00054103i,0.001989-0.0020812i,0.0019605-0.0033886i,0.0010258-0.0047402i,-0.00036152-0.0047541i,-0.0013728-0.0029686i,-0.001128-0.0011946i,-0.00064853-0.00015297i,-0.00051119-8.5954e-05i,0.00042368-0.00037981i,0.0010874-0.00020225i,0.0007173-0.00014765i,0.00040276+0.00017522i,0.00033686+0.00041364i,0.00033253+0.00042431i,0.00057493+0.00048868i,0.001383+0.00019275i,0.0014513-0.00018305i,0.00070411-0.00011124i,-0.00022465-0.00021164i,-0.0003965-0.00020568i,-2.5582e-06-0.00011232i,-1.7658e-05-0.00051501i
0.00012471-0.0024947i,1.98e-05-0.0015456i,-0.00077679-0.00097257i,-0.0013996-0.00087692i,-0.001559-0.0014021i,-0.0012029-0.00085772i,-0.00062716+0.00030672i,-6.207e-05+0.0007893i,-0.00035435+0.00018661i,-0.00059746+0.00046969i,-0.00054478+8.1292e-05i,-0.00044555-0.00043725i,0.00020321-2.3587e-05i,0.00030604+0.0003572i,3.7921e-05+0.00080527i,-0.00024974+0.00044953i,-0.00045182-0.0003821i,3.7178e-05-0.00090049i,0.00042456-4.3248e-05i,0.0004685+0.00048024i,0.00073668+0.00040279i,-5.0399e-05+0.00069215i,-0.00084737+0.0012959i
-0.00041722+0.0012385i,0.00035659+0.00062231i,0.0020281+0.00029295i,0.0028781-0.00066093i,0.003304-0.0023511i,0.0022773-0.0021225i,0.0006222-0.0010072i,-0.00024193-0.00016553i,-0.00068766+0.0004997i,-0.00071067+0.0012488i,-0.00085849+0.0011195i,-0.0010968+0.00082458i,-3.3051e-06-0.00026335i,0.00078821-0.00084176i,0.00077427-0.00037616i,0.00055415-0.00014292i,-0.00020592-0.00023092i,-0.0012108-0.00014725i,-0.0011146-0.00045139i,-0.00054576-0.00086281i,-0.0008514-0.00072728i,-0.0013169-0.00034548i,-0.0017936+0.0001363i
0.00095111-0.0012619i,0.0001605-0.00099204i,-0.00065913-0.0013639i,-0.00026602-0.0019867i,0.00048796-0.0014886i,9.0632e-05-0.00055149i,-0.00055745-0.0003572i,-0.0012216+7.5743e-05i,-0.0014694+0.00084115i,-0.0012523+0.0013047i,-0.0012812+0.001122i,-0.00061584+0.0007264i,-2.001e-05+0.00042685i,0.00034636-0.00025555i,0.00040037-0.00015963i,0.00023549+0.0003584i,-0.00023187-9.1647e-05i,-0.00071201-0.00058648i,-2.1777e-05-0.0009829i,-4.0075e-05-0.00044531i,-0.00061493-8.463e-05i,-0.00042966-0.00015506i,-0.00028073-0.00024622i
0.0012789-0.00012897i,0.0024677+4.4977e-05i,0.0028859-0.0010316i,0.0022975-0.0023928i,0.0011504-0.0028603i,0.00095596-0.001702i,4.2613e-05-0.00024325i,-0.00088674+0.00017525i,-0.00061072-0.00033042i,-0.00048621-0.00031974i,-0.00056501+0.00012282i,-0.00092889+0.00030538i,-0.00065781+0.00017947i,9.7495e-05-1.3549e-05i,0.00032183-0.0004451i,-0.00026824-0.00078212i,-0.00083621-0.001008i,-9.0624e-06-0.00080649i,0.00081087-0.00042566i,0.00097022-0.00027583i,0.00024288-0.00021946i,-0.00055259+0.00024561i,-0.00051835+0.00014984i
0.00097215+0.0016465i,0.0014051+0.00086i,0.0022308-0.00014678i,0.001501-0.0012299i,-0.00014398-0.0020971i,-0.00094695-0.0023803i,-0.00077946-0.0016019i,-0.0011076-0.00026078i,-0.00097478+0.00028088i,-0.00069285+0.00094943i,-9.1873e-05+0.00067133i,4.4597e-06+0.00050378i,-0.00075596+0.00022826i,-2.1878e-05+0.00033486i,0.00074519+0.00082518i,0.00086909+0.00085121i,0.00033876+0.00070152i,-0.0005595+9.0787e-05i,-0.00044291+1.8979e-06i,1.5466e-05+0.0006446i,8.9824e-05+0.0011583i,0.00027505+0.0012401i,0.00014415+0.00059568i
0.0010085-0.0016399i,0.0021026-0.0014436i,0.0025134-0.0013598i,0.0022784-0.0024642i,0.0021721-0.0028634i,0.0018609-0.001971i,0.00070568-0.00052404i,0.00060252+0.00051558i,-0.000358+0.00086296i,-0.0012225+0.00064782i,-0.00016136+0.00045976i,-0.00017282+0.00062961i,-0.00062526+0.00093454i,-0.00094014+0.00077907i,-0.0015481+0.00066326i,-0.0017551+0.00062815i,-0.00089452+0.00044907i,-0.00016956+0.00043115i,-9.2969e-05+0.00019144i,-0.00021378-0.00025655i,-0.00066885-0.00043449i,-0.00025546-0.00052768i,0.00071886-0.00096775i
0.00069208-2.628e-05i,0.0022074-0.00012735i,0.0022953-0.00093976i,0.0011722-0.0022965i,-0.00046417-0.0033522i,-0.0012733-0.0029402i,9.8001e-05-0.00074669i,0.00017224+5.6007e-05i,-0.0003051-4.0308e-05i,-0.00013754-0.00043462i,-0.00041127-0.00058619i,-0.0009066+0.00057274i,-0.0010533+0.0011397i,-0.00044062-1.6632e-05i,-0.00010584-0.00029913i,-0.00050301+0.00019482i,-0.00061617+0.000196i,-0.00093843-0.00035918i,-0.0010641-0.00012605i,-0.00090982-8.5967e-05i,-0.00069873-0.00061206i,-0.00031337-0.0010302i,-0.00054403-0.0013435i
0.0023992-0.0011603i,0.0022157-0.0012766i,0.0026464-0.0022566i,0.0030519-0.0027198i,0.0015117-0.0021884i,0.00063532-0.0011095i,0.00044811+1.7254e-05i,-0.00023517+0.00040923i,-0.00044415-9.9406e-06i,-0.00041048-0.0002293i,8.7595e-05+0.00039147i,0.00026606+0.00082329i,0.0005327+0.0010649i,0.00044786+0.0010648i,0.00014582+0.0010281i,0.00046518+0.00096749i,0.00022377+0.00034706i,-0.00029928-0.00033597i,0.00013956-0.0005926i,-4.4514e-05-0.00099388i,-0.00089249-0.00091997i,-0.0009389-0.00074602i,-0.00017858-0.00051371i
-0.00071262-6.8007e-05i,-0.0004909+7.3976e-05i,-0.00071686+0.00061152i,-0.00084281+0.00037324i,-0.00078254-0.00046008i,-0.00075885-0.0012539i,-3.298e-05-0.0011181i,-0.0005658+0.00037783i,-0.0010914+0.001169i,-0.00021478+0.0003621i,-0.000392-0.00054169i,-0.0005944-0.0009061i,6.5311e-05-0.00072888i,6.0732e-05-0.00041149i,-0.00081836-7.1326e-05i,-0.00058944+4.1331e-05i,-0.00028585-2.1621e-05i,-0.00037346+7.9564e-05i,-0.00022701+2.7148e-07i,-0.00030551-0.00028564i,-0.00068275-0.0003244i,-0.0010755+6.2901e-05i,-0.0011882+6.1286e-05i
-0.0010097-0.00076854i,-0.00046474-4.1534e-05i,0.00029943-0.00011327i,0.0011396-0.0016951i,0.0011575-0.0022585i,0.0010308-0.0014764i,0.0012734-0.0009395i,0.00098453-0.000365i,-0.0002179+3.9729e-05i,-0.00032646-9.0296e-06i,0.00038787-0.00019783i,0.0004859-0.0001781i,0.00079845+0.00077407i,0.00017566+0.0010139i,-0.00039003-0.00019652i,-4.224e-05+0.00034113i,0.00038988+0.0013367i,0.00050044+0.0015127i,0.00065338+0.001497i,0.00013132+0.0011173i,-0.00075763+0.00096753i,-0.00073388+0.0013622i,-0.00019824+0.00082996i
0.0013358-0.0013614i,0.00079693-0.0013597i,0.00083478-0.0017677i,-0.00042621-0.0026359i,-0.00066302-0.0026463i,-0.0002512-0.0012952i,-0.0002061-0.00054143i,-8.3277e-05+3.6328e-05i,3.4046e-05+0.0008164i,-1.1207e-05-0.00010479i,-0.000111-0.0011068i,-0.00062933-0.00056888i,-0.00090887+0.0002357i,-0.0008451+0.00020108i,-0.00015561+0.00033968i,0.0010908+0.00030477i,0.00056579+0.00074336i,-0.00068747+0.00080447i,-0.0008162+2.295e-05i,-0.00061361-0.00018128i,-0.0010418-2.4423e-05i,-0.0011686+0.0005363i,-0.00045686+0.00063049i
0.0015975+0.0022502i,0.0027058+0.00077093i,0.0043924-0.00030331i,0.0049372-0.0020866i,0.0042812-0.0034188i,0.0024852-0.00314i,0.00067669-0.0020985i,-0.00026033-0.00055521i,-0.00034127+0.00018677i,-0.0001191+3.2599e-05i,-0.00047307-0.00068171i,-0.00076637-0.00084088i,-0.00039259-0.00044427i,-0.00078795-0.00020313i,-0.0019689-0.00010553i,-0.0013082-0.00018873i,-0.0001183-0.00049643i,0.0001744-0.00042008i,0.00030914+0.00010591i,-0.00018054+0.0001617i,-0.00016091-9.2739e-06i,0.00046511+6.4993e-05i,0.00040138-0.00028902i
0.0022962-0.00022958i,0.0019967-0.0010937i,0.002226-0.0025061i,0.0014019-0.0035434i,0.00046728-0.0031106i,-0.00052601-0.0011872i,-0.0019268+0.00056858i,-0.0020959+0.00077938i,-0.00142+0.00077414i,-0.00033497+0.00087204i,0.00061132+0.0007701i,0.0006135+0.00055089i,0.00037799+0.00017316i,-2.7405e-05+0.00021305i,7.0496e-05+0.00049797i,0.00083175+0.00053563i,-0.0002889+0.00054302i,-0.0010406-9.8295e-05i,-3.5645e-05-0.0006148i,0.00016537-0.00064865i,-0.00097356-0.00067664i,-0.0011354-0.00057258i,-0.00050175-0.00024601i
0.0011085+0.0013252i,0.0022612+0.0010765i,0.002523+0.00054687i,0.0020437-0.00091625i,0.0018542-0.0027627i,0.00090546-0.0023397i,-0.0010313-0.00049375i,-0.0014306+0.00027159i,-0.0012533+8.0958e-05i,-0.0012641+0.00028765i,-0.00062786-1.0275e-06i,1.5711e-05-0.00024341i,8.0052e-05+1.0517e-05i,-4.0478e-05+0.00038393i,0.00029668+0.00068272i,0.00030141+0.00010674i,-0.00046917-0.00014572i,-0.00077635+0.00028155i,-0.00027525-6.5225e-06i,0.0005277-0.00011791i,0.00048078-1.0193e-06i,-0.00010985-1.0155e-05i,-0.00047587-0.00018561i
0.00083188+0.0011379i,0.001629-0.00078384i,0.0019557-0.0017409i,0.0018247-0.0019483i,0.001523-0.0021312i,0.001242-0.0012136i,0.0014185-9.2834e-05i,0.00048349+0.00026284i,-0.0011887+0.00076853i,-0.0013836+0.00082881i,-0.0010011-0.00020626i,-0.000948-0.00016512i,-0.00022376+0.00085213i,3.0585e-05+0.0011055i,-0.00060979+0.00091836i,-0.00056729+0.00064273i,-0.00090086+0.0005415i,-0.00084278+0.00070072i,-0.00041648+0.00043935i,0.00026286+0.00014657i,8.9053e-05-0.00044306i,-3.7406e-05+0.00045881i,-0.00020433+0.0008873i
-0.0011831+0.0014279i,0.00065416+0.00077842i,0.00090506+0.0010168i,0.0012835-5.5418e-05i,0.0020923-0.0017279i,0.0016863-0.0014768i,0.00078553-0.00047959i,-0.00031589-0.00031403i,-6.4035e-05-6.2821e-05i,-0.00013503+9.9911e-06i,-0.00070043-0.00047869i,-0.001036-0.0005523i,-0.0010503-0.00061931i,-0.0012181-0.00027299i,-0.0015236+6.7553e-05i,-0.00090315-0.00045479i,-0.00035609-0.00078762i,0.00015967-0.00055194i,0.0002279-0.00034551i,-0.0006939-0.00040078i,-0.0009884-5.8139e-05i,-0.00014898+0.0002453i,0.000377-0.00025431i
0.00032753-0.00017204i,0.0012976+0.00038616i,0.0017956+0.0010197i,0.0022224+0.0009423i,0.0018381+0.00064503i,0.00074469+0.0002071i,0.00039932-0.00030236i,1.3202e-05-3.5129e-05i,-0.00043176+0.00031629i,-7.2511e-05+0.00028211i,-6.5362e-05+0.00042276i,-0.00034009+0.00061488i,-0.00066891+0.00070547i,-0.001025-0.00012937i,-0.00082924-0.00020344i,-0.00024667+0.00010953i,-1.8866e-05+0.00014139i,-0.00050449+6.4838e-05i,-0.00034931-0.00072558i,-0.00084185-0.00086842i,-0.00088891-0.00016333i,-0.00013578+0.00027699i,-0.00026987-0.0001194i
0.0022629-0.001028i,0.0016977-0.001721i,0.0019947-0.0028805i,0.0017173-0.0041331i,0.00030773-0.0045252i,-0.00050685-0.0026662i,-0.0010476-0.00063349i,-0.0012487+0.00018586i,-0.0010295+0.0011788i,-0.00084365+0.00079178i,-0.00049068+0.0004265i,-5.8764e-05+0.0014513i,0.00043351+0.0018127i,-4.1292e-05+0.0012454i,-0.00022511+0.00061614i,0.00011587+0.00064582i,0.00094206+0.00048313i,0.00087351-4.0568e-05i,0.00017811+0.00012042i,-5.6664e-05+4.0336e-05i,-0.00060566-0.00037231i,-0.0010939-0.00068799i,-0.00078094-0.00066016i
0.0018052-0.00028375i,0.0020645-0.0010396i,0.0024629-0.0015749i,0.0016104-0.0018174i,0.0003993-0.0019481i,0.00041532-0.0016855i,0.001059+2.412e-05i,-0.00012953+0.0013541i,-0.0017752+0.0011786i,-0.0018546+0.00076513i,-0.00059106+0.0003094i,7.719e-05+0.00014226i,-6.2496e-05+0.00049573i,-0.00020023+0.0011079i,-4.4056e-05+0.00096371i,6.7409e-05+0.0011518i,3.1814e-05+0.0011545i,9.4776e-05+5.6654e-05i,0.00048235-1.9113e-05i,0.00039549+0.00031533i,0.0001015+2.2836e-05i,-0.00015696+4.7986e-05i,-8.1892e-05+0.00041131i
0.00022987-0.0029437i,0.00071228-0.0036505i,0.0010817-0.0037477i,0.00029933-0.004167i,-0.00082032-0.0042331i,4.8866e-05-0.0027076i,0.00087296-0.00044127i,-0.00024944+0.00025409i,-0.00070314-0.00010492i,0.00037532-0.00024655i,0.00042653+0.00023039i,-4.9906e-05+0.00087536i,0.00041282+0.0011078i,0.00022988+0.00090604i,-0.00015243+0.00031315i,-0.00028842+0.00013276i,-0.00054818+0.00034811i,-0.00080754+0.00060419i,-0.00044525+7.9144e-05i,-0.0001645-0.00072758i,-0.00054701-0.00058834i,-0.0002725-0.00022902i,0.00028646-3.1438e-05i
0.00042129-0.0012022i,0.0011412-0.0013875i,0.0013686-0.0020696i,0.0011325-0.0020228i,0.00047993-0.0019352i,0.0010689-0.0013212i,0.0010663-0.00021295i,0.00066849-0.00082174i,0.00066556-0.00057262i,0.00019724-0.00016431i,-0.00014257-0.00019666i,0.00015786+0.00071477i,7.9261e-05+0.0010755i,-3.6351e-06+0.00081977i,0.0002753+0.00039773i,-0.00035385+0.00043308i,-0.00074938+0.00010365i,-0.00071974+4.4068e-05i,-0.00082334+0.00051485i,-0.0015894+0.00032524i,-0.0015416-0.00078923i,-0.00054097-0.0014477i,-0.00042688-0.00062822i
-0.00074886-0.0012637i,0.00057098-0.0019022i,0.00085199-0.0019386i,0.00060416-0.0014252i,0.0005829-0.0013954i,0.00057397-0.0013921i,-3.1144e-05-0.00039336i,-0.00048136+0.00049623i,-0.0010306+0.00067582i,-0.0015785+0.00018826i,-0.0012139+0.00027419i,-0.0013968+0.00041355i,-0.00099603+0.00081019i,-0.00038729+0.00065004i,0.000131-4.4823e-05i,0.00053894+4.9564e-06i,0.00037429-0.00035558i,0.00032058-0.00062959i,0.00022717-0.0001846i,-0.00037095-0.00024988i,-0.00043567-0.0012978i,-0.00013325-0.0016157i,-0.00010165-0.00042753i
-0.00020726+0.0012412i,0.00079451+0.00083422i,0.0020335+1.4807e-05i,0.00171-0.00095773i,0.0012595-0.0010466i,0.0020497-0.00061423i,0.0013428+0.00018301i,4.4979e-05+0.00063095i,-0.00041474+0.00044987i,-0.00047577+0.00050493i,-0.0003114+0.00041949i,-0.00016734+0.00064369i,2.406e-05+0.0013166i,8.9696e-05+0.00092518i,-4.224e-05+0.00086237i,0.00016563+0.00062548i,-0.00023887+0.0001295i,-0.00042574+0.00046906i,-0.00044783+0.00031335i,-0.00058249+6.138e-05i,-2.5663e-05-0.00028498i,0.0012897-0.0005452i,0.00094599+8.9422e-05i
0.0030954-0.00028226i,0.0031086-0.0018167i,0.0022234-0.0026224i,0.0010668-0.0043322i,-0.00026118-0.0053859i,-0.0017114-0.0038926i,-0.0010996-0.0008039i,-0.00012079+0.00077136i,0.00042679+0.00091925i,0.00073209+0.00092003i,0.0001458+0.00034121i,-2.3921e-06-1.2524e-05i,-0.00058057+3.0193e-05i,8.3693e-05+0.00015964i,0.0013136+0.00013158i,0.0010027+0.00029079i,0.00070166+0.0011469i,0.00058128+0.0006249i,0.00025089-0.00038657i,-0.00010843-0.00016039i,-0.00049525-0.00010703i,-0.00061078-2.3108e-05i,-7.6593e-05+0.00038768i
0.0022091-5.7277e-06i,0.0024824-0.00066351i,0.0035962-0.00086386i,0.0032851-0.0023958i,0.0017221-0.0038266i,0.00082814-0.0032518i,3.0449e-06-0.0018883i,-0.00028251-0.00090663i,9.8488e-06-0.00067135i,2.9933e-05-0.0006246i,-0.00021843+1.1655e-05i,-0.00048263+0.0006146i,-8.6359e-05+0.0002095i,-0.00024682+0.0004347i,-0.00063622+0.0012953i,-0.00026468+0.0011317i,-0.00042052+0.00071005i,-0.0008847+0.00034213i,-0.0003476-0.00014389i,-0.00027346-0.00040695i,-0.00070209-0.00056026i,-0.00090312-0.00043727i,-0.0010831+0.00012061i
0.0013591-0.00062807i,0.0010567-0.0025426i,0.00045771-0.0022197i,0.00027684-0.0015404i,0.00027422-0.0028594i,-1.4713e-05-0.0028823i,-0.00044247-0.00036159i,-0.001004+0.0011496i,-0.00086799+0.0011398i,0.00013054+0.00060931i,0.00044169-0.00011512i,-0.00069899+0.00019919i,-0.0013286+0.0010847i,-0.00029141+0.00052326i,0.00038116-0.0001895i,0.00039129+0.00012129i,0.00010402+5.8429e-05i,-0.00074696-0.00045336i,-6.2321e-05-0.00060611i,0.00047711-0.00052289i,-0.00031517-0.00034867i,-0.00044223+8.8927e-05i,-0.00025948-3.2375e-05i
0.0015438+0.00036203i,0.0025727-0.00090736i,0.0027817-0.0012068i,0.003178-0.00051515i,0.0023642-0.0008032i,0.0014475-0.0017035i,2.0978e-05-0.0010738i,-0.0012218+8.3252e-05i,-0.0012124+0.00072855i,-0.00047533+0.0011454i,-0.00020639+0.0009404i,-0.00061677+0.00076099i,-0.00063684+0.0006803i,-4.789e-05-4.5645e-05i,0.00046041-0.00025119i,0.00017474+0.00052365i,-0.00031905+0.00097568i,8.4836e-05+0.00025146i,0.00010922+0.00027501i,-0.00035366+0.00069649i,0.00012974+0.00050221i,-0.00030493+0.00061543i,-0.0010943+0.00063148i
0.00023949-0.0016799i,-4.4035e-05-0.0028804i,-0.0012321-0.0030886i,-0.0026304-0.0018652i,-0.0025681-0.0012273i,-0.0011118-0.0010665i,0.0008189-0.00089994i,0.001311-0.00093519i,0.00040339-0.0003042i,-0.00060715+0.00031299i,-0.00061068+0.00064411i,7.0831e-05+0.00049699i,0.00081404+8.7258e-05i,0.00034666+0.00059111i,-0.00018814+0.00068424i,-8.8915e-05+0.00025179i,0.00012919+4.6558e-05i,0.00085749+0.00035054i,0.0010841+0.00016232i,0.000463+0.00036224i,-0.00036859+0.00071031i,-0.00033309+0.00017437i,-0.00039217-0.00017185i
0.00081393+0.00019896i,0.0013558-0.00083491i,0.0030251-0.00083147i,0.0035774-0.0018746i,0.0020535-0.0019802i,0.00060483-0.001439i,-0.00086026-0.0011375i,-0.0022115-0.00013019i,-0.0019243+0.00033951i,-0.0014065+6.395e-05i,-0.0014341-0.00075557i,-0.00057422-0.0011107i,0.00074585-0.00040928i,0.00075266+9.0908e-05i,-0.00039014+0.00014903i,-0.00095347-8.5836e-06i,-0.00056972+0.00022336i,-0.00063994+0.00055538i,-0.0013194+0.00023574i,-0.0012902+0.00030302i,-0.00059924+0.00035891i,-0.00021146+0.00015971i,-0.00024945+5.9468e-05i
0.0032959+0.00022851i,0.0017814-0.0010492i,0.0012493-0.0014706i,0.0016368-0.0023874i,0.0008928-0.0030628i,9.5619e-05-0.0016459i,2.4588e-05+0.00013849i,-0.00044795+0.0013736i,-0.00019133+0.0010121i,0.00024816-0.00069598i,-0.00039384-0.00052845i,-0.0005039+0.00053937i,0.00051841+0.00091394i,0.00060297+0.0012861i,-2.5736e-05+0.0010968i,-0.00015777+0.00059636i,-0.00011775+0.00028877i,-4.6513e-05-0.00014541i,0.00051564-0.0002109i,0.00040309+0.00037707i,-8.6644e-05+8.686e-05i,-0.00072497-0.00020885i,-0.0017008+0.00036987i
0.0010053+0.00048323i,0.00055773-0.00023295i,0.0012781-0.00051489i,0.0024248-0.0007429i,0.0023359-0.0022123i,0.0014136-0.0029481i,0.00022818-0.0019204i,-9.5635e-05-0.00080885i,-0.00023506+1.9167e-05i,-0.00075392+0.00028975i,-0.00031158-0.00028507i,0.00063007-0.00042673i,0.00052286+0.00019147i,-0.00014423+0.00048432i,-0.00036417-0.00026754i,-0.00043693-0.0017222i,-0.00021077-0.0015914i,0.00047186-0.00066541i,0.00073316+1.0165e-05i,0.00024041+0.00069983i,-0.00032632+0.00095564i,-0.00070745+0.00042106i,-0.0009726-0.00049846i
0.0012054+0.00085615i,0.0011829-0.00012692i,0.001201-0.001898i,0.00039408-0.0025278i,-2.582e-05-0.0030777i,4.1296e-05-0.0026018i,-0.0010526-0.0012348i,-0.0019948-0.00056211i,-0.0016317-8.5035e-05i,-0.0007465+0.00010932i,-0.00073418+0.00041616i,-0.00090582+0.00072756i,-0.00087357+0.00031813i,-0.00067687+0.0009518i,-0.00088637+0.0018314i,-0.00062765+0.0015897i,-0.00028508+0.0014897i,-0.00026651+0.0012437i,1.3722e-06+0.0002446i,0.00012703-0.00025983i,-4.2225e-05-0.00037684i,0.00019145+5.2006e-05i,0.00031401+0.00051229i
-0.0012843+0.0015488i,0.00040986+0.0012777i,0.0024717+0.0013035i,0.0033245+0.00028154i,0.0025754-0.0011003i,0.0026781-0.0011028i,0.0025925+1.805e-05i,0.0010069+0.00099778i,6.991e-05+0.00074396i,0.00018444-2.2856e-05i,0.00019351+0.00014468i,-0.00040339+0.00056793i,-0.00056825+0.00021336i,-9.4304e-05+0.00087562i,9.8707e-05+0.0017849i,0.00063864+0.0011315i,0.00056159+0.00063174i,-0.00016793+0.00037914i,-0.00088706+0.00014774i,-0.00065968+0.00014512i,0.00050293+7.6069e-05i,0.00056133+0.00010254i,9.7995e-06+8.3177e-06i
-0.0011156-0.0020142i,-0.00022725-0.0019473i,-0.00018649-0.0023719i,0.00028305-0.002567i,0.000259-0.0016098i,-0.00015866-0.00081683i,-0.00034556-0.00040084i,-0.0014413-0.00057513i,-0.0013484-0.00082416i,-1.6588e-05-9.4632e-05i,0.00050541+0.0010942i,0.00042906+0.00096297i,-0.00010821+0.00088334i,-0.00061038+0.00122i,-0.00015797+0.00062245i,0.00042605+0.00012285i,0.00060447-0.00011312i,0.00065032+0.00054166i,-0.00035096+0.00091489i,-0.0011802-0.00040077i,-0.00089907-0.0011523i,-0.00046706-0.00021381i,0.00046663+0.00066428i
0.0023668-0.0013803i,0.0025777-0.0019383i,0.0021229-0.0023748i,0.0012435-0.0026553i,-1.8823e-05-0.0028073i,-0.00072708-0.0012571i,-0.00023714-0.00017309i,0.00037559+8.6503e-05i,9.4596e-05+0.0010953i,-0.0013059+0.00084157i,-0.0011854-0.00041323i,-0.00083673-0.0010794i,-0.0012032-0.00069838i,8.0746e-05+0.00052692i,0.00080471+0.0017684i,0.00022753+0.0014247i,-7.5173e-05+0.00018799i,-0.00039401-0.00071457i,-0.00042417-0.00099467i,-0.00013173-0.00099791i,-8.4866e-05-0.001149i,-0.00019222-0.00031635i,-8.1775e-05+0.00033532i
-0.0014835-0.00016027i,-0.0005875-0.00078165i,0.00077377-5.1307e-05i,0.0020541+7.346e-05i,0.0020384-0.0014561i,0.0014314-0.0013249i,0.0011587-0.00028265i,0.00019105+0.00027136i,-0.00042877+0.00026312i,0.0007271+0.00040561i,0.001268+0.0011304i,0.00024265+0.00063103i,-8.0131e-05+0.0004928i,0.00022275+0.00062132i,-0.00029618+0.00050314i,-0.00035099+0.00039785i,-0.00015335-0.00010063i,0.0003307-0.00086911i,0.00010767-0.0010593i,-0.00040503-0.00065013i,-0.00048503-0.00011727i,8.2716e-05-0.00025572i,6.1676e-05-9.8771e-05i
0.0015791+0.00041309i,0.0014739-0.0004413i,0.001733-0.0013271i,0.0012776-0.0026586i,0.0007296-0.0032775i,0.00087136-0.0020854i,0.00040144-0.00061357i,-0.00063423+0.0010643i,-0.0011588+0.0013167i,-0.00067082+0.00065233i,-0.00016052+0.00028386i,0.0002094-0.00025052i,0.00020019+0.00010033i,0.00061146+0.00033484i,0.0014928-2.576e-06i,0.0005405+0.00010005i,-0.00015021+7.4322e-05i,0.00058134-0.00029435i,0.00057226-0.00048574i,0.00036648-0.00014602i,0.00035128-2.7679e-05i,-0.00037036-0.00025495i,-0.00036321-0.00010572i
0.0014512+0.00092773i,0.0023711-0.0002758i,0.0034578-0.0012245i,0.0033408-0.0011006i,0.002501-0.00054996i,0.0012003-0.00083499i,0.00077624-0.00099004i,0.00093332-0.00063796i,0.0010775-0.00047168i,0.00037271-0.001024i,-0.0010423-0.0011278i,-0.0016627+6.2588e-05i,-0.0015708+0.0011893i,-0.00082412+0.0012841i,5.6426e-05+0.00088782i,0.0006281+0.00091677i,0.00030493+0.001091i,-0.00072523+0.00023839i,-0.0010687-0.00022951i,-0.0003522+0.00035676i,2.6631e-05+0.0010227i,0.00020658+0.0013052i,0.00050578+4.9888e-05i
