0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
-0.0004469-0.0015366i,-0.00092151-0.0015262i,-0.00056877-0.00090917i,-0.0004074-0.0001563i,-8.7245e-05-0.00025702i,0.00054876-0.0003209i,1.3859e-05+9.4405e-05i,-0.00075612+0.00015584i,-0.0012638+0.00025603i,-0.0011437-6.0579e-05i,8.8705e-05-0.00077991i,0.0010012-0.00075405i,0.00061428+0.00080567i,-0.00029176+0.001492i,-8.5618e-05+0.0010264i,0.00063558+0.0008788i,0.0001391+0.0002353i,-0.0011817-2.3852e-05i,-0.0013594+0.00018616i,-0.00052729+0.00052619i,-0.00052738+0.00045142i,-0.00069797-0.00053891i,-7.3266e-05-0.00060207i
-0.0010997-0.0016339i,-0.00087862-0.0017092i,-0.0012274-0.0016661i,-0.00057052-0.0020777i,0.00057303-0.0016984i,0.00078645-0.0011049i,0.0002265-0.0010784i,0.00038506-0.00060476i,0.00096592+0.00018031i,0.00069546+0.00058993i,0.00020081-0.00011182i,-0.00014444-0.00049615i,-0.00036371-3.6233e-05i,0.00016897+0.00069353i,0.00035334+0.00093287i,0.00022651+0.00027731i,0.00012033+0.00033313i,-0.00041703+0.00074391i,-0.00027664+0.00051953i,0.00028428+0.00082102i,-0.00030812+0.00070728i,-0.0005237+0.00031117i,0.00026498+0.00097033i
0.00037533-0.0005892i,0.00055735-0.00061657i,0.00031658-9.2944e-05i,0.00084408+0.0001076i,0.00045872-0.0010255i,0.00015205-0.0020596i,0.00088958-0.001671i,0.0010718-0.00052221i,0.00099917+0.00040519i,0.0010131+0.0002488i,0.00035715-0.00011913i,-0.00041243-0.00016444i,-0.00033867-0.00069941i,0.00022566-0.00066792i,0.00024066+0.00022139i,0.00013689+0.0010763i,-8.1964e-05+0.00099676i,-8.5117e-05+0.00047662i,0.00045057+0.00013959i,0.00053993+0.00011412i,0.00037369+8.3728e-05i,0.00081882-0.00074647i,0.00062974-0.00094572i
-1.7354e-05-0.00074245i,-0.00074634-0.00098536i,-0.0018769-0.0007133i,-0.0016375-0.00073361i,-0.0004394-0.00091451i,9.0897e-05-0.0014824i,0.00092128-0.0014573i,0.00061865-0.0010079i,3.086e-05-0.00069223i,0.0003992-0.0002143i,0.0003655+8.1594e-05i,0.00050287-0.00042355i,0.00022254-0.00083529i,4.9852e-06-1.656e-05i,0.00037237+0.00036388i,0.00031069+0.00046649i,0.00044174+0.00073307i,0.00055016+0.00099929i,-4.0684e-05+0.00091929i,-5.6712e-05+0.00010389i,0.0004405-0.00010581i,0.00048073+0.00061765i,0.00060501+0.00031566i
0.0026495-0.0011748i,0.0034543-0.0026309i,0.0041074-0.0032756i,0.0026197-0.0024647i,0.00013466-0.0019893i,-0.00086075-0.0019871i,0.00055776-0.00059129i,0.001118+4.3463e-05i,0.00030478-0.00060663i,0.00046325-0.00042819i,0.001035-0.00033864i,0.00020203-0.0005448i,-0.00070588-0.00068094i,-0.00086482-2.0867e-05i,-0.0006038+5.0351e-05i,-0.00043697-8.3817e-05i,0.00020238-0.00013528i,0.00081449-0.00014205i,0.0002133+0.00021157i,-0.00052028-5.3206e-05i,-0.00081539+7.0138e-05i,-0.00086807+0.00038866i,-0.00039064-1.322e-05i
0.001113-0.00069301i,0.00072798-0.00029375i,-0.00031622+0.000343i,-0.0001768-0.00026084i,0.0013612-0.0006612i,0.0003884-0.00050072i,-0.001004-0.00028399i,-0.00051177-0.00064395i,0.0004853-0.00046606i,0.00068493+1.5246e-05i,0.00058816-0.00064755i,0.00043897-0.00075448i,7.5099e-05-9.7451e-05i,-0.00038134-0.00032699i,-0.00044953-0.0011154i,0.00078074-0.0012266i,0.0010647-0.00055441i,0.00062176+0.00047627i,0.00013458+0.00034989i,-8.675e-07-0.00010235i,0.00044137-0.0002911i,0.00055787-0.00066429i,0.00039847-0.00072181i
0.00059147-0.00064196i,0.0010349-0.0020956i,0.0008124-0.0017156i,-0.00058902-0.0010171i,-0.00048377-0.0015781i,0.00021037-0.0021631i,0.00034703-0.0018249i,0.0005235-0.00070803i,0.00073242-0.00016926i,0.00055659-0.00073078i,-0.00022741-0.0003752i,-0.00091199+0.00029304i,-0.0009373+0.00032995i,-0.00014609+0.00024788i,-0.00010121+0.00040563i,-0.00085541+0.0010854i,-0.00067445+0.00082332i,-0.00017505-0.00021958i,5.6343e-05-0.00081023i,0.00086084-0.0005777i,0.00074222-4.0638e-05i,0.00049418-0.00013026i,0.00032849-4.3421e-05i
0.00072489-0.00073751i,-0.00022215-0.00098988i,-0.00018113-0.00058995i,-0.00039237-0.00055499i,-0.00052239-0.0012916i,0.00040302-0.0018828i,0.00076506-0.0011376i,0.0007391-0.0004923i,0.0010896-0.00042233i,0.0010301-0.00030767i,-0.00030776-0.00030712i,-0.00082466-6.5003e-05i,-0.00082752+0.00012303i,-0.0011529-0.00011757i,-0.00019394-3.6325e-05i,0.00038012+0.0002027i,0.00050631+0.00030251i,0.00085535+0.00074901i,0.00048207+0.00066293i,1.0775e-05+0.0001978i,-0.0002182-4.1455e-05i,-0.00021746+0.00085771i,-0.00061418+0.00079265i
-0.0018862+0.00074644i,-0.0028581+0.00016406i,-0.002363-6.1324e-05i,-0.00057053+0.00018089i,0.00063225-0.0003663i,0.00073506-0.0014885i,0.00068021-0.0014342i,0.00063492-0.00024082i,0.00041772+0.00068107i,0.00032264+0.00072854i,0.00083848-9.9551e-05i,0.0012895-0.00088944i,0.0012613-0.00074314i,0.0013084-0.00067958i,0.0012586-0.00068112i,0.00051508-0.00028126i,-9.9374e-05-0.00041832i,-0.00052672-0.00015594i,-0.0009543+0.00049428i,3.0835e-05+0.00079593i,0.00024446+0.00079624i,-7.9306e-05+0.00033355i,0.00032481-0.00040136i
0.0016572-0.00051681i,0.0024573-0.0010646i,0.0021444-0.001598i,0.0013524-0.0017819i,0.00086276-0.0020954i,2.0549e-05-0.001592i,-1.7361e-05-0.0011003i,0.0006185-0.00050511i,0.00053631-0.00015745i,-0.00052726+8.5567e-05i,-0.00060881+0.00016603i,9.4024e-05-0.00018763i,0.00071394+8.7811e-05i,0.0010098+5.2119e-05i,0.00075838-0.00045225i,0.0007907-0.00010919i,0.00022215+0.00050167i,-0.00057385+0.00032008i,-0.00019757+0.00069072i,0.000628+0.00084475i,0.00047103-9.838e-06i,8.6108e-05-0.00085218i,-0.00039045-0.00087394i
0.00067468-0.00039187i,0.00022939-0.00060425i,-0.0010236-0.00071039i,-0.00049611-0.00055294i,-0.00022404-0.00064419i,-0.00027968-0.00088512i,0.00031828+3.309e-05i,0.0010616+0.0010251i,0.0011171+0.00061156i,0.00061652+0.00025683i,-0.00025197+6.2934e-05i,-0.00070937-0.00078142i,-0.00012044-0.00084227i,0.00017019-3.1061e-05i,0.00054242-0.00043229i,0.00070758-0.00088919i,0.00026717-0.00066413i,-7.451e-05-0.00074374i,0.00028701-0.00028708i,0.00027556-0.00012218i,-0.00047129-0.00033645i,-0.00046271+0.00023779i,0.00040817+0.00068103i
-0.00019684-0.00030372i,0.00044184+0.00038448i,-0.00069524-0.00074926i,-0.00072999-0.0016907i,0.00030726-0.0010065i,0.00046466-0.0012567i,0.0005351-0.00161i,1.5581e-06-0.0003512i,-0.00091895+0.00082066i,-0.00035051+0.0012634i,0.00025353+0.00090614i,3.0508e-05-0.00074631i,1.9278e-05-0.001072i,-0.00022066+0.00013206i,-0.00028362+0.0007509i,3.0217e-05-0.00031293i,2.7565e-05-0.0013034i,-0.00011843-0.00060746i,0.00066091-0.00019582i,0.0011077+7.5063e-05i,0.0004113+0.00033737i,0.00026466+0.00016552i,0.00015835-0.0002002i
-0.0012147-0.00076869i,-0.0013017-0.0012163i,-0.0014923-9.6594e-05i,-0.0005123+0.00097576i,0.0011171+0.00083293i,0.0016113+0.00099441i,0.00088739+0.00046343i,0.00037175-0.0010051i,-6.752e-06-0.00068352i,0.00024771+0.00063867i,0.00081763+0.00080383i,0.00064293+0.00062732i,0.00011576+0.00075499i,-0.00044334+0.0010065i,-0.00049175+0.00050537i,-0.00021415+0.00068497i,0.0006312+0.00067214i,0.00096945+0.00036039i,0.00020201+0.00016015i,-0.00031042+0.00015413i,-0.0003555+0.00046754i,-0.0011296-7.4461e-05i,-0.00063685-0.00013783i
-0.00026083-0.00094949i,0.00063227-0.00069986i,3.6379e-05-2.5711e-05i,-0.00049856+0.00029732i,-0.00049905-0.00046764i,-0.00059719-0.0013641i,-0.00012149-0.0016597i,0.00047121-0.0017557i,0.00036665-0.00097548i,-0.0005471-0.00035085i,-0.00048208-0.00024835i,0.00030257+0.00021688i,0.00017213-0.00031175i,0.00047497-0.00087184i,0.00035849-0.00068157i,-0.00025793-0.0012121i,-0.00076436-0.0014567i,-0.0010257-0.0004209i,-0.0006193+0.00097573i,-0.00041109+0.0014134i,-0.00036951+0.00091828i,-7.647e-05-0.00010986i,-0.00058131-0.0009986i
-0.00039856-0.0027198i,-0.00080673-0.0023217i,-0.0009684-0.0014117i,-0.00061678-0.0013406i,-0.00065116-0.0012137i,-0.00021535-0.00090818i,0.00068918-0.00065825i,0.00063846-0.0005215i,0.00015347-0.0007925i,0.00016272-0.0010701i,0.00038288-0.001074i,0.00013694-0.00085158i,-0.00073194-0.00035808i,-6.7089e-05-0.00025189i,0.00052502-0.00018891i,-6.7368e-05+0.00014088i,7.4658e-05+0.00019642i,0.00039563+0.00028465i,0.00031927+0.00024204i,0.00029213+0.00040053i,0.00058249+0.00042757i,0.0010107+0.00021457i,0.00066471+0.00012087i
0.00042772+0.0013892i,-0.00011901+0.00061677i,0.00034953+0.00059256i,0.0017151+0.00044025i,0.0019928-0.00090424i,0.00084667-0.001286i,0.00036639-0.00029879i,0.00036647+0.00052592i,0.00051037+0.00051871i,0.00027513-0.0004623i,0.00049162-0.0011943i,0.00039781-0.0010577i,-0.00091794-0.00081166i,-0.0016759-0.00065735i,-0.00036164-2.8533e-05i,0.00077284+0.00026387i,0.00031322-8.2113e-05i,0.00026912+2.8057e-05i,0.00030104+0.00035907i,-1.0553e-05+0.00015131i,-5.5847e-05+5.8522e-05i,-0.00022567-9.9786e-05i,-2.2013e-05-0.00020167i
-0.0002979+0.0001591i,-0.00020119-0.00037105i,0.00061144-0.0012436i,0.00021705-0.001653i,0.0004746-0.0023612i,0.00013624-0.0028555i,3.9313e-05-0.0021698i,0.001233-0.0012669i,0.00072476-0.00057568i,-0.00028128-0.00056151i,-5.0787e-06-0.00055056i,0.00032613-0.00014062i,0.00070228-0.00024181i,0.00068433-7.966e-06i,0.00012569-0.00023041i,-0.00020445-0.00077168i,0.00020573-0.00079387i,0.00065936-0.00033341i,0.00016594+0.001024i,-0.00019211+0.0016134i,4.5065e-05+0.0012948i,-0.00050855+0.000368i,-0.00049281-0.00035869i
-0.00085194-0.00038842i,-0.00062866-0.00045697i,9.0714e-05+0.0003655i,0.00093698+0.00048373i,0.001059-0.0011611i,0.0010041-0.0026384i,0.00017225-0.0017651i,0.00029895-0.00065515i,0.00049886+0.00014069i,0.00028505+0.0010564i,-0.00012685+0.0012392i,-0.0002813+0.00037444i,-0.00030818-3.6738e-05i,-0.0004097+0.00042276i,-0.0001758-0.00015389i,0.00053377+0.00017787i,6.187e-05+0.00041051i,-0.00018461-0.00062874i,-0.00049354-0.00092064i,-0.00060025-0.00037238i,-0.00013068+0.00013441i,-0.00015254+0.00013883i,7.4705e-05+0.0001717i
0.00022594-0.0012137i,-8.9871e-05-0.0015623i,-0.0012402-0.001756i,-0.0011326-0.00098737i,0.00032498-0.00040057i,0.00060212-0.00086656i,0.00024031-0.00083888i,0.00031631-0.0010409i,-2.668e-05-0.00076279i,-0.00041662+4.3889e-05i,-0.00072635-0.00039529i,-0.0008553-0.00052199i,1.4042e-05-0.00020076i,0.0010574-3.2058e-05i,0.00077737-0.00050023i,9.4734e-06-0.0005081i,0.00023557-0.00017509i,0.00094814+0.00010448i,0.00077433+0.00045858i,0.00093355-0.00021399i,0.0012683-0.00032319i,0.0011921-0.00067026i,0.0011009-0.00077667i
0.00075277+0.00025694i,0.0011977-0.0010472i,0.0014185-0.00062242i,0.0011674-0.00053377i,0.0006409-0.001445i,7.2305e-05-0.001198i,0.00027023-0.00025814i,0.00097904+0.00046664i,0.00056095+0.00063402i,0.00011088-0.00011861i,-0.00014467-0.00093342i,-0.00076824-0.00058957i,-0.00086526+6.6526e-05i,-1.0667e-05+0.0004702i,0.0003297+1.3143e-05i,6.6946e-05-0.00095714i,-8.4981e-05-0.00044757i,-0.00077632+0.00039559i,-0.0007015+0.00034267i,-0.00014388+0.00013722i,-0.00025826+0.00010576i,-0.00034732-0.00049081i,5.0946e-05+4.8236e-05i
0.00047301+0.001379i,0.00027749+0.00084458i,-0.00040466-0.00018788i,0.00019829-0.00078457i,0.00095778-0.0016212i,0.00043746-0.001976i,0.00029569-0.00097793i,0.00076582-0.00087651i,0.00090626-0.00060345i,0.00012165-0.00035907i,-0.00059816-0.00085327i,-0.00043166-0.00075786i,-0.00024998-0.0012859i,0.0001607-0.0010986i,0.0002292-0.00031676i,4.5924e-05-0.00022024i,6.9495e-05+0.00018848i,0.00040184-0.00041991i,0.00049455-0.0014309i,0.0003859-0.0007483i,7.0467e-05-3.9447e-05i,-0.00033898-0.00049557i,-0.00029348-0.00021504i
0.0021721+0.0021268i,0.0031947+0.00068425i,0.0025004-0.00062907i,0.0017792-0.0010647i,0.0012306-0.0015378i,1.5594e-05-0.0024975i,-0.00016857-0.0020179i,-0.00031594-0.00072592i,-0.00070016-0.00018869i,-2.0093e-05-7.2313e-05i,-8.9416e-05-0.00037672i,-0.00069493-6.9719e-05i,-0.00078673+0.00060072i,-0.0011578+0.00064085i,-0.00061707+0.0005602i,-0.00014976+0.00018725i,0.0003472-0.00089493i,0.00040189-0.00053516i,-0.00025711+0.00043482i,-0.00055832+0.0001329i,-0.00033812-0.00040515i,4.3213e-07-0.00037856i,0.00042726-7.8898e-05i
-0.00094185-0.0020022i,-0.0017747-0.0013171i,-0.0017971-8.0932e-05i,-0.0014758-0.00014866i,-0.0011747-0.00062984i,-0.00011261-0.00037528i,0.00010789-0.00047956i,0.00013176-0.00093516i,5.2785e-05-0.000608i,-0.00041608-1.3987e-05i,-9.9664e-05-5.034e-05i,0.00037204-0.00064366i,0.00013472-0.00060014i,-7.8049e-05-0.00015284i,-0.00027793+4.9255e-05i,-0.00031201+0.00055017i,-0.00030987+0.0011398i,1.3564e-05+0.0011387i,0.00025732+0.000521i,2.3553e-05+0.00024673i,8.8625e-05+0.00017273i,0.00055406-0.00013578i,0.00068226+0.00015034i
0.0010847-0.0023265i,0.00040481-0.0026842i,0.00037548-0.002406i,0.00038389-0.0019358i,-0.00018167-0.001244i,-3.2396e-05-0.00070428i,0.00066323-0.00055471i,0.00097297-0.00032724i,0.00080478-0.0004548i,-0.00013119-0.00096386i,-0.00078772-0.0011049i,-0.00058438-0.0011266i,-0.00022071-0.00038536i,0.00047288-2.5925e-05i,0.00036944-0.00036289i,1.787e-05-7.1952e-05i,0.00063559+0.0010572i,0.00053366+0.00067134i,0.00062097-0.00019761i,0.00038441+0.00087663i,-0.00031974+0.000883i,-0.0010579+0.00029212i,-0.0011655+0.00061992i
0.00068642+0.0006211i,0.00071027+0.00061315i,0.00076413+0.00052349i,0.00017872-0.00051428i,0.0002016-0.00093294i,0.00089747-0.0012172i,0.00077347-0.00088741i,-0.00021365-0.00044087i,4.1729e-05+2.275e-05i,0.00031198+0.0001413i,6.3654e-05+0.00060562i,0.00028629+0.00076805i,0.00065151+0.00046251i,-0.00011734+0.00043565i,-0.00021028+0.00053688i,3.7716e-05+0.00027202i,-0.00054424-0.00033265i,-0.0012067-0.0003986i,-0.0012562-3.7855e-05i,-0.00016025+0.00073909i,0.00015427+0.00062903i,0.00011373+6.2625e-06i,0.00042686-0.00013687i
0.0015569-0.0013796i,0.00076585-0.0019749i,-0.00054965-0.0020005i,-0.00088251-0.0015017i,-0.00040606-0.00082401i,-0.00021701-0.00069392i,-1.8043e-05-0.0011498i,0.00042101-0.0017418i,0.00023513-0.0013016i,0.00013313-0.00019009i,6.1265e-05+0.00035482i,-0.00088891-1.9759e-05i,-0.0018345-0.00021234i,-0.001163+0.00022313i,-0.00034047+0.00045116i,-0.00061274+0.00055381i,-0.00015698+0.00063354i,0.00041003+0.0011885i,0.00040192+0.001532i,0.00027103+0.00084018i,0.00023835+0.00036694i,0.00051134-1.8074e-05i,-4.5032e-05-0.00038274i
0.0016711-0.0028536i,0.0011042-0.0021662i,-0.00030202-0.0015642i,-0.0013051-0.0014423i,-0.00091511-0.0011196i,-0.00053815-0.00050306i,-0.00037313-0.00054007i,-7.3633e-05-0.00029137i,-8.0133e-05-0.00033985i,-5.0925e-05-0.00078411i,-3.1201e-06-0.00048647i,-0.00026209+0.00016901i,-0.0004549+0.00036264i,0.00020286-3.8047e-05i,6.4727e-05-0.00071339i,-0.00044499-0.0005195i,-0.0003216+0.0003302i,-0.00033371+0.00084078i,-0.00033695+0.00025463i,-0.00031438-0.00083423i,2.9301e-05-0.00054516i,0.00079363-0.00030043i,0.00039621-0.00042231i
0.00033936+0.00062478i,-0.00063119-0.00036914i,-0.00058025-0.0010956i,0.00037345-0.0014056i,0.0011855-0.0018924i,0.00055607-0.0017826i,-5.9773e-05-0.0016656i,0.00016781-0.0011219i,0.00062074-0.0002516i,0.00094465+0.00026018i,0.00041941-9.7627e-05i,-0.00020132-0.00031936i,-0.00094202-0.00019027i,-0.0014831-7.3949e-06i,-0.0015875-0.00032838i,-0.0012591-0.00067853i,-0.00099967+0.0003331i,-0.00024182+0.0007545i,0.00049205-0.00039343i,0.00051003-0.00057712i,0.00080522+0.00013353i,0.00044264-0.00025709i,0.00058671-0.00023586i
0.0011777-0.00075623i,0.0012191-0.0012418i,0.0012296-1.2264e-06i,0.00051444+0.00035509i,0.0011556-3.0886e-06i,0.0011165+4.0387e-05i,0.0010766-0.00072283i,0.0014832-0.00091919i,0.00042318-0.00038036i,-0.00058882+0.00014492i,-0.00044145+0.00043822i,-0.00049396+0.00042628i,-0.0001029+9.1199e-05i,-0.00033207+0.00052052i,-0.00078711-0.00020905i,5.737e-05-0.0006243i,0.00020951-4.7048e-05i,-0.00032182-6.3523e-05i,-0.00029388-1.1303e-05i,9.8556e-06-0.00049782i,9.9026e-05-0.00038314i,-0.00034765+8.6366e-05i,-0.00053978+0.00044289i
0.0002019-0.0014272i,-0.00052433-0.0021273i,-0.00086697-0.0015018i,-0.0011387-0.00081107i,-0.00069898-0.0012898i,-0.0002201-0.0014579i,0.00017155-0.00099499i,-1.2159e-05-0.00024155i,-0.00058772+0.00022438i,-0.00045702-0.00034848i,8.3655e-05-0.0008432i,-0.00014736-0.00074756i,-0.00052492-0.00021966i,0.00047737+0.00021253i,0.00028936+1.8856e-05i,-0.0010291+2.1724e-05i,-0.0014298+0.00022214i,-0.0013385+0.0003108i,-0.0001898+0.00030127i,0.0002724+0.00036635i,-0.00063249+0.00018223i,-0.00054806+0.00018764i,0.00016023+0.00044367i
0.00072403-0.0019623i,0.00085742-0.0013186i,-0.00069134-0.0015597i,-0.0010601-0.0018049i,-0.0011217-0.0014595i,-0.00054281-0.0013652i,0.000117-0.0011612i,0.00027105-0.00051988i,0.0006947-0.00053905i,0.00065347-0.00036614i,0.00059473-4.9603e-06i,0.00064136-0.00022217i,7.8035e-05-0.00056601i,-0.00036117-5.5065e-05i,9.8152e-06+0.00018944i,0.0001984-0.00010926i,0.00017526-0.00035944i,0.00070697-0.00019909i,0.00087421+0.00037218i,0.00086201+0.00021249i,0.0011157-0.00015413i,0.0013055-0.0003371i,0.00088101-0.00063277i
0.0016922-0.0031468i,0.00073462-0.0030666i,-0.00057134-0.0032515i,-0.00045289-0.0025354i,9.5037e-05-0.00092505i,0.00052693-6.6074e-05i,0.00049028-0.00014893i,0.00016067-0.00058782i,0.00018167-0.00013697i,-0.00029997+0.00073868i,-0.00058622+0.00030851i,0.00045025+2.3036e-05i,0.00037499+0.00026821i,-0.00073144+0.00037197i,-0.00054742+0.00034555i,-0.00022418+0.00027224i,-0.00077947+0.00011388i,-0.00088982+2.9062e-05i,-0.00051226+0.00014547i,-0.00057266+0.00047699i,-9.4419e-05+0.00072058i,-0.00012398+0.00061729i,-0.00078494-5.6851e-05i
-3.9076e-05+0.0011873i,-0.00054363+0.00046962i,-0.00068675+0.00029414i,-0.00083517+0.00058035i,0.00010466+0.0007059i,0.0011579+0.00014202i,0.0010051-0.00074435i,0.00043933-0.00048191i,-0.00012584-0.00030789i,-0.0010188-0.00051127i,-0.00051939-2.1331e-05i,0.00045175+9.3957e-05i,0.00031466+0.00012712i,-7.9766e-05+0.00013553i,0.00025818+6.6948e-06i,0.00039626+0.00016931i,-0.0002835+0.00049583i,-0.00075018+8.26e-05i,-0.0007434-0.00052401i,4.421e-05-0.00046946i,0.00071585-0.00049049i,0.00086624-0.00078602i,0.00053629-0.0010515i
-0.0010477-0.0030553i,-0.00075487-0.0030159i,-0.0015909-0.002525i,-0.0006806-0.001656i,0.0001854-0.00025601i,0.00057484-0.00045189i,0.00057187-0.0013989i,0.00070153-0.0011149i,6.5356e-05-0.00059702i,-0.00074793-0.00015911i,-0.00050816+5.5164e-05i,0.00014672-0.00041623i,0.0002888-0.00073088i,0.0010828-0.00080418i,0.0016062-0.0003724i,0.0005226+0.00079989i,0.00014365+0.00097499i,5.4276e-06+4.3265e-05i,-4.7602e-05-0.00077133i,-0.00010014-0.00062065i,8.6157e-05+0.000212i,0.00022838+0.00067881i,-0.00041912+0.00031852i
-0.001338-0.00026438i,-0.0016113-0.00045632i,-0.002363-3.9484e-05i,-0.00062235+0.00045994i,0.0015853+0.00025724i,0.0019859+0.00029805i,0.0010226+0.00061143i,0.00075257+0.00062271i,0.00029297+0.00023284i,-0.00042692-0.00056555i,-0.00072326-0.00059571i,-0.00088442-0.00025508i,-0.00091669-0.000655i,-0.00011641-0.00091375i,2.053e-05-0.0010011i,-0.0011433-0.00046005i,-0.0015232-0.00011027i,-0.00052452+0.00035541i,-0.00046326+0.0011586i,-0.00063676+0.00084329i,-0.00023883+0.00057243i,-0.00046128+0.00086705i,-0.00044833+0.00064063i
0.0017546-0.001954i,0.0009001-0.0019658i,0.00026449-0.0022165i,-0.001005-0.0012125i,-0.0017011-0.0006343i,-0.00028836-0.00092444i,0.0003933-0.0010134i,-0.00022225+2.2374e-05i,-0.00072477+0.0013783i,-0.0011256+0.0011482i,-0.00065287-0.00037622i,-0.00012752-0.0012636i,8.276e-05-0.00055538i,-5.3126e-05-0.00012563i,0.00013128+0.00022551i,-0.00026591+0.00025809i,3.3281e-05-9.967e-05i,0.00051381-8.1642e-05i,0.00026534+0.00022908i,0.00024269+0.00024031i,-0.00016766-0.00041353i,-0.00042978-0.00061995i,0.00053926+0.00013271i
0.00053985-0.0027248i,0.00079534-0.0036409i,0.00014425-0.0027663i,-0.0011801-0.0014909i,-0.0016473-0.0015503i,-6.4306e-05-0.00093919i,0.00055112+0.00013423i,0.0001795-0.00069473i,9.6957e-05-0.0012792i,-0.00010151-0.00045937i,-0.00015703-0.00051632i,-0.00044207-0.00072911i,-0.00085196-0.00054201i,-0.00062486+0.00042749i,0.0001884+0.0012754i,0.00016146+0.00076641i,-0.00069687+0.00016507i,-0.00055654+0.00059599i,0.00013086+0.00026894i,0.00079057-0.00023944i,0.00094352+9.1115e-06i,0.0013411+0.00018482i,0.0007595-2.5437e-05i
-0.00029461-0.0014791i,-0.00039413-0.0020637i,-0.00061541-0.0019434i,-0.0010845-0.0012867i,-0.00042662-0.0011928i,0.00027423-0.0014874i,0.00023618-0.00091467i,0.00050735+5.8996e-05i,0.00016573+0.00018202i,0.00010355-0.00017393i,-0.00033028-0.00027944i,-0.00091281-0.0004251i,-0.00079669-0.0001893i,-0.00030537-0.00025434i,7.706e-05-0.00032537i,0.00020346-0.00010046i,0.00016151-0.00023396i,-0.00018801-0.00046844i,-0.00013258-0.00071418i,-0.00027159-0.00064147i,-0.00015791-0.00015373i,0.00063957+0.00088668i,0.00086163+0.0014007i
0.00059386-0.0013444i,0.0005811-0.0021953i,-8.0256e-05-0.0024579i,-0.00019797-0.0016447i,-2.3485e-06-0.0013657i,-0.0001444-0.0014965i,0.00043714-0.0010466i,7.2961e-05-0.0011218i,-3.6853e-05-0.0014662i,2.8661e-05-0.00055639i,-0.00087869-0.0004463i,-0.00087115-0.0010528i,0.00016602-0.00065895i,8.7163e-05-0.00023346i,3.5032e-05+0.0002298i,0.00045773+0.001664i,0.0010276+0.0015411i,0.00064287+0.00069975i,9.6189e-05+0.00017923i,-0.00032568-0.00052788i,-0.0010395-0.0002899i,-0.00051882-0.00015783i,-0.00024569+0.00020465i
0.00050683+0.0018722i,0.0011442+0.00057784i,0.0018975+0.00067471i,0.0017191-0.00019882i,0.0011888-0.0018391i,0.0012163-0.0019512i,0.0013336-0.001125i,0.001293-0.0005179i,0.0014149-0.00064114i,0.001725+7.2358e-05i,0.0016282+0.00026612i,0.00085404+0.00020921i,-4.9773e-05+0.00056823i,5.1099e-05-0.00021863i,-0.00011884-0.00074213i,-0.00044096+0.00019164i,-0.00018831+0.00017038i,0.00016078+0.00014559i,0.00013799+0.00080004i,-0.00023435+0.00022824i,-0.00036685-0.00010295i,0.00037046+0.00025069i,0.00077484+0.00033035i
0.0022188+0.0011435i,0.00072245-0.00046746i,0.00049718-0.001884i,0.0010883-0.0026685i,0.0010419-0.0032785i,0.00035032-0.0021759i,0.00030913-0.0011774i,0.00081021-0.00083631i,0.0012421+0.00072908i,0.0017346+0.0013504i,0.00090399+0.00022016i,-0.00014759-0.00095887i,-0.00019526-0.0014227i,-1.3583e-07-0.00079619i,7.5071e-05-0.00035024i,-0.00030103-0.00013814i,-0.00020843-0.00033146i,-0.0005447-0.00046576i,-0.00024227-0.00026681i,0.00046726-6.6344e-05i,0.00030439+3.6721e-05i,0.00033326+0.00018988i,-0.00015413+0.00011943i
0.0041306-0.00070962i,0.0040136-0.0020764i,0.0023939-0.0028347i,0.00077034-0.0031195i,-0.00078661-0.0027924i,-0.0011098-0.001402i,-7.8501e-05-0.00069878i,2.4299e-05-0.00021588i,-0.00010959-0.00021933i,0.0007434-8.3334e-05i,0.00076477+0.000178i,-0.00028428-0.00011235i,-0.00083273+0.00029846i,-0.00021523+0.00070098i,0.00050218+0.00051254i,0.00053768+0.00019966i,-0.00013639-0.00047743i,-0.00094341-0.0008431i,-0.00065495-0.00019039i,-0.00061744-0.00019819i,-0.00075281-0.00011284i,0.00031104-6.0613e-05i,0.00086517+5.6507e-06i
0.0024294-0.0013032i,0.00057794-0.0019457i,-0.00055837-0.0026327i,-0.0010543-0.0025326i,-0.0010278-0.0017161i,-0.0013866-0.0013255i,-0.00046944-0.0012435i,0.0004279-0.00031887i,0.00026123-7.9021e-05i,0.00047304+0.00018339i,0.0001288+0.00044329i,-0.0010635+8.9042e-05i,-0.00081174+0.0002005i,5.6986e-05+0.00056461i,-0.00011492+8.7529e-05i,-0.0006645-0.00041991i,-0.00085054+1.3681e-05i,-0.00028614+0.00074048i,-1.0187e-05+0.00027724i,-0.00058848-0.00048672i,-0.00080114-9.7042e-05i,-0.00019077-0.00038167i,0.00017726-0.00095353i
