0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
0.00033918+0.0003055i,-0.00060603-0.00037173i,9.6318e-05-0.00070254i,0.00096702-0.0015417i,-0.00028502-0.0034126i,-0.0012043-0.0032428i,-0.0014803-0.00040647i,-0.0017044+0.0017481i,-0.0021497+0.0014431i,-0.0016048+0.00033563i,-0.00025088+0.00015125i,0.00030656+0.00045419i,7.232e-05-6.9934e-05i,0.00038851-0.00065146i,0.0013876-0.00066827i,0.0017338-0.00093096i,0.0016442-0.001069i,0.00095824-0.0010146i,9.8019e-05-0.0007948i,3.4986e-05-0.00067328i,0.00022156-0.00011457i,-0.00012379+0.00050306i,-0.00064606-1.6249e-06i
0.00081382+0.0013836i,-1.1146e-05+0.00087957i,0.0011087-9.7426e-05i,0.0028103-0.0013004i,0.0022814-0.0033145i,0.001033-0.0030751i,0.00063122-0.00037198i,2.2977e-05+0.0020669i,-0.00032998+0.0025623i,0.00054919+0.0012065i,0.00082543+0.00015142i,0.00099306+0.00040357i,0.0014453+0.00074373i,0.0010231+0.00087626i,0.00067827+0.00099746i,0.00095262+0.0010634i,0.0011934+0.00085922i,0.0012495+7.0146e-05i,0.0014171-7.324e-05i,0.00062419+0.00089542i,-0.00015422+0.0010046i,-0.00066467+0.00023521i,-0.00058678-0.00062707i
-0.0011524+0.00058306i,-0.0006739+0.00028753i,0.0009065+0.00055697i,0.0019195-0.00076954i,0.001677-0.0031198i,0.0010532-0.0040054i,0.001274-0.0027272i,0.0011695-0.0013472i,0.0011426-0.00059427i,0.0012624-0.0001521i,0.00056424-0.00032538i,0.00045587-8.4415e-05i,0.00059004+0.00075987i,0.00034293+0.00051067i,-0.00027843-0.00013001i,-0.00064629+4.7346e-05i,-0.00068418-0.00035953i,-0.00024376-0.00085695i,-0.0002396-0.00026548i,-3.0748e-05-0.00038649i,0.00059494-0.00051737i,0.00079311-0.00045212i,0.0012645-0.0003929i
-0.00072604-1.8137e-05i,0.00015566-0.00011417i,0.00091553-0.0013021i,0.0021411-0.0021753i,0.0011652-0.0025564i,-0.00088861-0.0021605i,-0.00089109-0.00081265i,-0.00016822+0.00081856i,0.00082718+0.0013187i,0.0013158+0.0014764i,0.0006477+0.00069839i,-0.00014466+0.00016116i,-0.00018013+0.0004645i,0.00032239-0.00044506i,0.00063684-0.0012064i,6.2045e-07-0.00076413i,-0.00042919-0.00039642i,-8.652e-05-0.00018736i,0.00054285-0.00021386i,0.00063857-0.00043421i,0.00030726-0.00063476i,0.00046365-0.00073767i,0.00070114-0.0007779i
-0.00040331+0.0013902i,-0.00029646+0.0013543i,0.0011925+1.7229e-05i,0.0010614-0.0024869i,-0.00061622-0.0050092i,-0.0018528-0.0050964i,-0.002661-0.0016576i,-0.0030388+0.00095453i,-0.0022648+0.0021336i,-0.00082892+0.0016073i,-9.0417e-05+0.00037535i,-0.0003544-3.4628e-05i,3.1323e-05+0.00023413i,0.00063685+0.00039232i,0.00017178-3.5522e-05i,2.9723e-05-0.00029813i,0.0001705-0.00042066i,-5.9014e-05-0.00058682i,-0.00031124-0.00064538i,-0.0004665-0.00056989i,0.00050887-3.2922e-05i,0.00099934-0.00015433i,-3.9441e-05-0.00067629i
-0.0014671-0.0010984i,-0.00096488-0.0011918i,-0.00099153-0.00056821i,0.00015814-0.00021496i,-7.9823e-05-0.00054457i,-0.00012981-0.0012875i,0.00085952-0.0010097i,0.0012208+0.00061076i,0.00083932+0.00092664i,0.00065433+0.00070494i,0.00046413+0.0010214i,6.8504e-05+0.00086391i,0.00011898+0.00085108i,0.00043263+0.0002577i,0.00060774-7.6399e-05i,0.00069673+0.00054131i,0.00075759+0.00093529i,3.5004e-05+4.6705e-05i,-0.00066892-0.0005552i,-0.000525+0.00011194i,-4.1061e-05-0.00018223i,-0.00013474-0.00074309i,-0.00019451-0.0003745i
-0.0014168-0.0013094i,-0.00049939-0.0012108i,0.0005488-0.0013311i,0.00089777-0.0014386i,-0.0001702-0.0023703i,-0.00094575-0.0026233i,-0.00044879-0.0015026i,0.00026786-0.00035079i,-3.2685e-05+0.00043587i,-8.9784e-05-0.00011658i,-2.8071e-05+8.3706e-05i,-0.00033979+0.00093852i,-0.00058068+0.00068107i,-0.00032096+4.1686e-05i,0.00027938-0.00060716i,0.00063409-0.0013615i,0.00080879-0.0010705i,0.00072133-0.00059231i,0.00021275-0.00042602i,3.3789e-05+0.000237i,0.00018775+0.00040566i,-0.00012901+0.00030431i,-9.9225e-05+3.8616e-05i
0.0013232-0.0011439i,0.00083845-0.0010195i,0.00043107-0.0023556i,9.4125e-05-0.0032896i,-0.00058705-0.0037474i,-0.0013765-0.0029964i,-0.0019926-0.00078525i,-0.0011114+0.00044777i,7.2105e-05+0.00022259i,-0.00017765-0.00032304i,-0.00039091-0.00053374i,-0.00018651+6.6481e-07i,-0.00015242+0.00037535i,-0.00050684-8.4802e-05i,-0.00056146-0.00025021i,-0.00010708+0.00051126i,-0.00053013+0.00070409i,-0.000739+0.00052371i,-0.00016945+0.00075816i,-0.00025504+0.00087238i,-0.0007044+0.00069671i,-0.00051509+8.283e-05i,-0.00036256-0.00025616i
0.00026363-0.00019115i,0.0002081-0.000432i,0.00058785-0.0028356i,0.0013667-0.0041038i,0.00058571-0.0040335i,0.00026005-0.002721i,0.0003944-0.0015015i,-0.00016407+9.2272e-05i,3.9175e-05+0.00079652i,0.0012046+0.00021388i,0.00063573+0.00020436i,0.00018506+0.00031897i,0.00046788+0.0003452i,-0.00016648+0.0003162i,-0.00039584+0.00011174i,-0.00014034-0.00027371i,-0.00057813-0.00042658i,-0.00030865-0.00044752i,-0.00026716-9.3867e-06i,0.00017346+0.00019853i,0.00051883+7.1389e-05i,0.00020428-0.00053145i,0.0001305-0.00015827i
5.3546e-05-0.00089805i,-0.0010654-0.00083896i,-0.0023101-0.0011921i,-0.0011721-0.0015182i,-0.00015662-0.0023324i,-7.539e-05-0.0022451i,-4.3701e-05-0.00072062i,-0.00032793+0.00070508i,-0.00085691+0.00068559i,-0.0004932+6.4628e-07i,7.9848e-05-0.0010961i,-1.6548e-05-0.001343i,0.00032484-0.00076419i,0.00097479-0.00020093i,0.00088656-0.0010846i,0.00062725-0.0012438i,0.00031481-0.00069382i,-0.00021743-0.00045886i,-0.0010351-0.00052388i,-0.0010661-0.00064175i,-0.00084233-0.00031131i,-0.00098111+3.0059e-05i,-0.0003344+0.00025156i
-0.0013104-0.001423i,0.00076845-0.0010892i,0.0018603-0.00077155i,0.0013705-0.0011119i,0.00052129-0.0023817i,3.8064e-05-0.0027667i,0.00048604-0.00029646i,0.0012077+0.0020293i,0.0013079+0.0020265i,0.0010725+0.001644i,0.00040953+0.0010876i,-0.00026982-5.4253e-05i,3.3354e-05-0.0005565i,1.5968e-05-0.00052926i,-0.00016276-0.00014343i,1.1412e-05-2.4301e-05i,0.0002975+0.00023549i,0.00015758-0.00055386i,-0.00047294-0.0012325i,-0.00064662-0.00055824i,-0.00034979-1.6787e-05i,-0.00078952-0.00042143i,-0.0008957-0.00053964i
0.00018799-0.00060685i,0.00019515-0.0014034i,-0.00031726-0.0020436i,0.00031126-0.0031629i,0.00086092-0.0037782i,0.00063337-0.0035225i,-0.00038691-0.0026772i,-0.0013142-0.00086224i,-0.00044874+9.8029e-05i,0.00071134-2.1511e-05i,0.00060466-8.4499e-05i,-0.0002656-0.00023028i,-0.00019804-3.2424e-05i,0.00018378+0.0011236i,9.3028e-05+0.0012924i,-0.0001483+8.9562e-05i,-0.00037663+0.00023879i,-0.00044969+0.00021411i,-6.0437e-05-0.0011864i,0.00028053-0.0014254i,-0.00062765-0.00053735i,-0.0006779-4.8229e-05i,-2.0609e-05+0.0001038i
0.00011268+0.00052862i,0.00015672+0.0010364i,0.00096535+0.00079419i,0.0023137+0.00020947i,0.0021788-0.001561i,0.0016136-0.0029979i,0.0010514-0.0020817i,0.00016574-0.00065676i,-0.00062671+0.00033624i,-0.00070644+0.00064199i,-0.00033463+0.00055203i,-0.00058211+0.000265i,-0.00025784-0.00037381i,0.00028011-0.00063851i,0.00075872-0.00024648i,0.00058962-6.7693e-05i,-0.00033839-0.00067387i,-0.0010668-0.0015252i,-0.00062913-0.00089906i,-0.00017821-0.00021383i,-0.00043872+9.4677e-05i,-0.00091713+0.00010214i,-0.00091136+0.00010271i
0.00096655-0.00033249i,0.0018216+0.00018449i,0.0013404-0.0015415i,-0.00035024-0.0039236i,-0.0016154-0.0049242i,-0.0010641-0.002705i,0.00022394+7.5828e-05i,0.00033306+0.0016234i,0.000233+0.001573i,0.00046395+0.00020266i,-0.00017722-0.00048268i,-4.2766e-05-0.00017741i,0.00029155-0.00040026i,0.00069943-0.0010791i,0.00064444-0.000744i,0.00021346+0.00010171i,-5.7868e-05-1.5907e-05i,-0.00014985-0.00073698i,-0.00037015-0.0010194i,-0.00057771-0.00065445i,-0.00057743-0.00031662i,-0.00049743-0.00011919i,1.9515e-05+0.00018589i
0.00054742+0.0023535i,0.00026827+0.0019698i,0.0015998+0.00088677i,0.002684-0.0010848i,0.0029-0.0039752i,0.0010211-0.0042366i,-0.00054014-0.0017657i,-0.00067458-0.00011867i,0.00062935+0.00098917i,0.0016372+0.00098761i,0.0007255-0.00027013i,3.4835e-05-0.0011647i,5.8686e-05-0.00070732i,0.00017004-0.00015174i,-4.2215e-05+0.00033123i,0.00029625-3.7262e-05i,0.00086811-0.00069529i,0.00084706-0.00060357i,0.00088404-0.00060956i,0.0008281-0.00024325i,0.00079899+0.00050164i,0.00054362+4.8704e-05i,0.00029392-0.00089989i
-0.00078584+1.9327e-05i,-0.00086059-0.00019318i,5.0892e-05-0.00092899i,0.0013206-0.0032713i,0.0016456-0.0041834i,-0.00014932-0.0032899i,-0.0026206-0.0012521i,-0.0021134+0.00070791i,-4.2393e-05+0.0016302i,0.00094346+0.0010722i,0.00071197-0.00027314i,0.00046994-0.00042259i,0.00027713+5.2611e-05i,-0.00045706+0.00031827i,-0.0003861+0.00092099i,-0.00036544+0.00065017i,0.00010428-0.00028788i,0.00061601-0.00054255i,-6.1467e-05-0.00037474i,-3.7666e-06+0.00020286i,0.00058+0.00047856i,0.0001792+0.00021175i,-0.00067925-0.00039362i
0.00029294+0.00050515i,0.00063052+0.00096711i,0.0023836+0.00038694i,0.0027852-0.00058252i,0.0019182-0.0011281i,0.00076547-0.001402i,-0.00016313-0.00084593i,-0.00048313-7.8714e-06i,-9.8331e-05+0.00033029i,0.00072168+0.00036908i,0.0011676+0.00048063i,0.00012075+0.00033831i,-0.00052712-0.00040728i,-0.00040945-0.00039612i,-1.8157e-05+3.8068e-05i,0.00041551-0.00055634i,0.00040094-0.00099615i,0.00030071-0.00054511i,-0.00019153+0.00030382i,-0.00094099+0.0002101i,-0.00042301-0.00052083i,0.00027521+7.0804e-05i,0.00036392+0.0010605i
5.1289e-05-0.00025627i,-6.1195e-05-0.000276i,0.00048286-0.001473i,0.0014122-0.0022544i,0.0010139-0.0022717i,-0.00040905-0.0023958i,-0.0013258-0.00086377i,-0.0012464+0.000545i,-0.00068991+0.00059941i,-0.00011633+0.00024856i,0.00052531-0.00020034i,0.00040015+0.0004565i,0.00048509+0.0014281i,0.00058119+0.00035471i,0.00050443-0.00062867i,0.00071921-0.00029103i,0.00075298-0.00036701i,0.00069962-0.00043158i,-0.0002477-0.00057001i,-0.00095038-0.0009085i,-0.00036662-0.00066687i,-0.00034846-0.00012397i,-0.00057041-0.0002778i
-0.0011479+0.0016765i,-0.0010862+0.0010352i,0.0001684+0.0013524i,0.00075303+0.00040682i,-0.00012831-0.0013967i,-0.0011195-0.0024584i,-0.0014158-0.0020872i,-0.0012019-0.00067489i,-0.00046872+0.00025769i,9.1326e-05-0.00014087i,-0.00035068-0.0013195i,-0.0008357-0.00096881i,-0.00063947-0.0001453i,-5.6861e-05+0.00034573i,0.00063606+0.00040119i,0.00070906-9.1184e-05i,3.0933e-05-0.00033495i,-0.00037675-0.00032955i,-0.00031397-2.0405e-06i,0.00019966+0.00053698i,0.00014604+0.00034153i,-0.00020914-0.0006349i,0.00035279-0.00058523i
-0.00078776-0.00045522i,-3.5644e-05-0.00049578i,0.0010299-0.0013175i,0.0023224-0.002252i,0.0023103-0.0033184i,0.0010905-0.0036814i,0.0014424-0.0020667i,0.0016252-0.0010081i,0.0012088-0.0012317i,0.00077893-0.00084852i,-0.00026824-0.00063459i,-0.0016195-0.00021757i,-0.0012249+0.00014095i,-6.9735e-05-0.00044648i,9.2089e-05-0.00086919i,0.00027085-0.001219i,0.0010724-0.0010561i,0.00066655-0.00068855i,-1.5083e-05-0.00067328i,-0.00013421-0.00045961i,-0.00010883-5.7159e-05i,7.7531e-05+0.00017989i,9.5642e-05+0.00030472i
0.00022223+0.0011161i,-4.8777e-05+0.00068793i,-0.00066818+0.00044594i,-0.0014083-0.0012408i,-0.0019329-0.0025293i,-0.0017612-0.002314i,-0.0010727-0.00095361i,-0.00042453+0.00096427i,-6.0575e-05+0.001721i,0.00022248+0.0013222i,0.00074814+0.00014167i,0.00065013-0.00071438i,-0.00015093-0.00020034i,0.00037898+7.3402e-05i,0.00080141+1.8036e-05i,0.00031304+0.00018145i,0.00012064-0.00033995i,-8.7321e-05-0.00081257i,-0.00037208-0.00064913i,-0.00078812-0.00025399i,-0.00053778+0.00027658i,0.00024174+0.00039623i,-0.00037699-0.00027004i
0.00041604-0.00038793i,0.001351-0.00070729i,0.002012-0.00098557i,0.0022244-0.0021707i,0.0016626-0.0038119i,0.00049137-0.0030538i,-0.00072119-0.00051418i,-0.00091259+0.00087169i,0.00041255+0.0012124i,0.0012347+0.00099696i,0.001326-7.4127e-05i,0.00046535+0.00015291i,-0.00030853+0.00075179i,-0.0001182+0.00044689i,1.9676e-05+0.0003881i,0.00062787+0.00024826i,0.00060991+5.5109e-05i,-0.00014518+4.7624e-05i,6.7139e-05+0.00021954i,0.00040773+0.00076453i,-0.0002296+0.00059832i,-0.00015072-0.00018516i,0.00038384+5.8776e-05i
-0.00044142+4.9147e-05i,-0.0008503-0.00013147i,-0.00010251-0.0009279i,0.00083921-0.003251i,0.00091275-0.0051858i,-0.00022924-0.0052991i,-0.00023749-0.0036513i,0.00029737-0.00094868i,0.00072955+0.00084395i,0.0021496+0.001326i,0.0021957+0.00071073i,0.00095871+0.00055277i,0.00060123+0.00056773i,0.00099137-5.6783e-05i,0.0011854+0.00038565i,0.00078036+0.00072195i,0.00016453+0.00014185i,-6.8073e-05-0.00045205i,-0.00012941-0.0010073i,0.00019876-0.00082744i,-6.0841e-05-3.4443e-05i,-0.00047833+0.00026499i,-0.00050717+9.4501e-05i
0.00070165-0.00079552i,0.0011138-0.00040971i,0.0012877-0.0012057i,0.001849-0.0024325i,0.0014883-0.0027524i,0.00064777-0.0017252i,1.6774e-05-9.0871e-06i,-0.0005472+0.00069453i,-0.00072193+0.00024839i,3.9563e-06+0.00035804i,0.00048937+0.00095337i,0.00037399+0.00073848i,-6.9668e-05+0.00012181i,-0.00038128-0.00018576i,5.3776e-05-0.00048084i,2.922e-05-0.00033426i,-0.00014273-0.00028748i,-0.00046644-0.00010513i,-0.00094625+5.2054e-05i,-0.00023067-8.3853e-05i,0.00057749-1.5128e-05i,0.00044604-0.00041736i,-0.00010917-0.00080175i
0.0010505-0.00085751i,0.0010538-0.00059608i,0.0017538-0.00071426i,0.0022707-0.0025201i,0.0014263-0.0048743i,0.00029824-0.0040408i,0.00017806-0.0007883i,-0.00032889+0.00095722i,-0.00061091+0.0011273i,0.00016285+0.0009179i,9.5277e-05+0.00028867i,-0.00086934-0.00020229i,-0.00060954-3.2807e-05i,-2.7678e-05-4.6663e-05i,0.00021538+1.3124e-05i,-3.0968e-05+0.00034025i,-0.0009352+0.00045344i,-0.00059586+0.00028739i,-3.4488e-06+9.1404e-05i,-0.00051406-0.0010552i,-0.00023608-0.00096184i,0.00059356-0.00026591i,0.00054821-0.0005118i
0.00019912+0.00068079i,0.00041639+0.0004732i,0.0016999-0.00044262i,0.0022297-0.0016226i,0.0010502-0.0030241i,-0.00050322-0.0028722i,-0.00045557-0.0014241i,-0.0004224-0.00013585i,-0.0011153+0.00084582i,-0.00079393+0.00062622i,-0.00038145-0.00051922i,-0.00054374-0.00042868i,2.2789e-05-0.00077392i,-0.00013651-0.0011017i,-0.00094857-0.00039967i,-0.00095669+0.00013869i,-0.00070593-2.3549e-05i,-0.00047333-0.00058703i,0.00014529-0.00049889i,-8.7228e-05-0.00032418i,-5.2265e-05-0.00028686i,9.744e-05-0.00064387i,0.00010412-0.0010474i
0.00049831+0.0009729i,0.00032239-0.00027533i,0.0017501-0.001447i,0.0026342-0.0015428i,0.002098-0.0012707i,0.0013746-0.00059078i,0.00079119+0.0005757i,0.00030417+0.0011396i,0.0006289+0.00080754i,0.0012096-5.5657e-05i,0.00075612-0.0010748i,0.00057373-0.0011516i,0.0008825-0.00053796i,0.00062611+6.2586e-05i,0.00037486-0.00049575i,-8.6108e-05-0.0003749i,-0.00044823-4.0243e-05i,-0.00052048-0.00076934i,-0.00050703-0.00057846i,0.00010304-0.00010206i,0.00048411-0.00017687i,-1.8116e-05-0.00062722i,-9.8988e-05-0.00015083i
0.00044998+0.0012521i,0.00047106+0.0020143i,0.001491-9.1371e-05i,0.0018149-0.0032155i,0.00094755-0.0044929i,-0.0013542-0.0037123i,-0.0024524-0.0012547i,-0.0013108+0.0010225i,0.00036071+0.001379i,0.0011038+0.00038226i,0.00062813+0.00027508i,0.00034446+0.00071925i,0.0012319+5.7456e-05i,0.0012168-0.00019621i,9.0723e-05-0.00027964i,-0.0002454-0.00091063i,0.00013784-0.00097861i,1.8636e-05-0.00062615i,-0.00046794-0.00025211i,-0.00060161+5.2941e-05i,-3.6316e-06+0.00018426i,0.00010305+0.00039953i,0.00035062+0.00028034i
-0.0001726+0.00097993i,0.00021449+0.00063346i,0.001354-0.00024427i,0.0023884-0.0022312i,0.0023257-0.0047552i,0.00091973-0.005627i,-0.00036818-0.0029109i,-0.00066964+0.00014099i,-0.00029745+0.00044561i,0.00041724-0.00026665i,0.00077032-0.00036431i,0.00036801+0.00036414i,0.00090465+0.0011253i,0.0014558+0.00073092i,0.00065026+0.0003144i,0.0005125+0.00060415i,0.00064921+0.00055261i,0.00037901-0.00013347i,-9.8931e-05-0.00055179i,1.2582e-05-0.00040186i,0.000108+0.00026432i,-0.00028882+0.00015452i,-0.0011773-0.00042194i
-0.0016886-0.00038495i,-0.00077247-0.00011294i,-0.00012114-0.00030237i,0.00060706-0.00066515i,2.1447e-05-0.0021173i,-0.00040073-0.0032048i,3.2287e-06-0.0020192i,4.7269e-06-3.9509e-05i,-2.6175e-05+0.00099709i,0.00034384+0.0013937i,0.00031714+0.001658i,3.7096e-06+0.0016707i,0.00021024+0.0010166i,0.00025253+0.00019665i,-9.4046e-06+0.0004966i,0.00010839+0.0007321i,-0.00024062-4.6183e-05i,-0.0001683-0.00040168i,0.00046224-0.00031942i,9.7265e-05-0.00051776i,-4.9e-05-0.00036886i,-7.0777e-05-0.00024849i,-0.00011527+4.7323e-05i
-0.0011346-0.0024276i,-0.00030127-0.0017424i,-0.00039385-0.0013724i,0.00054297-0.0018176i,0.0016217-0.0024395i,0.0011176-0.0026002i,0.00074439-0.0020951i,0.00036573-0.0012409i,-0.0003791+1.8699e-05i,-0.00026005+0.0012051i,-0.00043541+0.00096774i,-0.001278-8.2382e-05i,-0.0014389-0.0007931i,-0.00024332-0.00065475i,0.00087536+0.00026897i,0.00028912+0.0004909i,-0.00061826+0.00047356i,-0.00029845+0.00053945i,-0.00077423+0.00012778i,-0.0016645+0.00032053i,-0.0015744-2.3543e-05i,-0.00058748-0.00062045i,-0.00019416-0.00023543i
-0.00072237-0.0022235i,-0.0001004-0.0011174i,-0.0014993-0.00010175i,-0.0016583+0.00080469i,-0.00017862+0.0013871i,0.0015051+0.00072351i,0.00079249-0.0011956i,-0.00035829-0.0012952i,-0.00063542-3.6283e-05i,-0.00059571+0.00012426i,-0.00052423-0.00048906i,-0.00070226-0.0010055i,-0.00092931-0.0014625i,-7.2119e-05-0.0015538i,0.00049332-0.00085405i,0.0002042-0.00047674i,0.00053469-0.00011893i,0.00011836+0.00039681i,-0.00032579+0.00011772i,0.00044653+0.00029633i,0.00048721+0.00052748i,0.000488-0.00036847i,0.00079778-0.00067846i
-0.0017228+3.5261e-05i,-0.0016971-0.00082661i,-0.00041455-0.0015146i,0.0024708-0.0026773i,0.0030123-0.0037102i,0.00091433-0.0036124i,0.00030771-0.0023208i,-0.00035796-0.00069464i,-0.00067161-0.00034568i,0.00083479-0.0010532i,0.00075218-0.0011546i,0.0001026-0.0002392i,-2.1102e-05-0.0005553i,2.6816e-05-0.00087981i,0.00031535-0.00046513i,0.00027859+3.7281e-06i,0.00020152+0.00029999i,0.00034748+2.3112e-05i,0.00013109-0.00016762i,0.00016851-0.0005538i,0.00023748-0.00094224i,0.00046289-0.00019618i,0.00095329+0.00079516i
-0.0013145-0.00066979i,-0.001115-0.00065098i,-0.0010115-0.00038067i,2.6396e-05-0.00032836i,0.00015401+0.00014815i,-0.00021352-0.00072665i,0.00070768-0.00085781i,0.0014006+0.00067638i,0.0016932+0.0011158i,0.0019837+0.0008362i,0.0012632+0.00078818i,0.0010957+0.00087412i,0.0014852+0.00015707i,0.00051844-0.00044849i,-0.00054045-0.00037739i,-0.00051068-0.00028714i,0.00019837-0.0003749i,0.0005364-0.00087601i,-0.00017158-0.00063827i,-0.00057697-6.176e-05i,-0.00017949-0.00039742i,-0.00022082-0.00063737i,-0.00059003-0.00036507i
0.00091067-0.0003653i,0.00032178-0.0003346i,0.00066963-0.00093666i,0.0018338-0.0024236i,0.00066154-0.0043698i,-0.0011158-0.0045069i,-0.001097-0.002711i,-0.00027416-0.0011271i,0.00043744+0.00040167i,0.001498+0.001034i,0.0012171+0.00020824i,-0.00031455-0.00048617i,-0.00039045-4.6793e-05i,0.00094081+0.001185i,0.0012362+0.00058343i,0.0015566-0.00069326i,0.0016357-0.00078828i,0.00095984-0.00042797i,0.00037556-0.00057135i,0.00021417-0.0011015i,0.00030923-0.00087306i,0.00026903-0.00072561i,-0.00021502-0.00086821i
-0.0011493+8.6516e-06i,-0.00052924+0.00030748i,-0.00017459-0.00061383i,-0.00016016-0.0015791i,-0.00092706-0.0014091i,-0.001406-0.0012927i,-0.0019763-0.00025671i,-0.0018658+0.00072739i,-0.00058201+0.0012344i,0.00040343+0.0012817i,0.00017623+0.00074574i,-0.00073217+0.00084142i,1.6476e-05+0.00079151i,0.0012624+0.00039759i,0.0010027+0.0001526i,0.00012862-0.00053854i,0.00018335-0.00087881i,0.00082428-0.0006977i,0.00077535-0.00034641i,2.2126e-05-0.00020723i,0.00026671+3.1915e-05i,0.00088538+6.4012e-05i,0.0001207-2.2514e-06i
0.0011557+0.00046255i,0.0012285+0.00060462i,0.0023769+0.00015022i,0.0039342-0.0010891i,0.0037064-0.0024563i,0.0022426-0.0030279i,0.0011196-0.0021132i,-0.00035338-0.00087346i,-0.00065082+0.0008824i,0.00068951+0.0014515i,0.0005684+0.00021099i,-0.0010235-0.00035947i,-0.0017888+0.00024097i,-0.0015741+0.00034687i,-0.0010524+0.00021107i,-0.00039143+0.00021283i,3.0213e-05-8.0055e-05i,-0.000229-0.00027264i,-0.00012956-0.0002732i,0.00024447-0.00066134i,2.9274e-05-0.00064644i,0.00013869-0.00062563i,8.3445e-05-0.00065469i
0.00040507-0.00025987i,0.00095148-0.0012346i,0.00079843-0.0024346i,0.0012806-0.0028646i,0.0016486-0.0033999i,0.00085749-0.003082i,-0.0001027-0.002055i,-0.00086659-0.00096032i,-0.00058773-0.00048793i,-0.00047812-0.0005723i,-6.7776e-05-0.00061563i,0.00041294-0.00050465i,0.00047956-0.0005675i,5.0263e-05-0.00019092i,-0.00049618+8.144e-05i,-0.00011116-0.00012942i,0.00062931-0.00043507i,0.00054767-0.0012509i,0.00049175-0.0016127i,-0.00016189-0.00037562i,-0.00050681+0.00073405i,-0.00027559+0.00021814i,-0.00033648-0.00082561i
0.00096813-0.00019103i,0.001253+9.8397e-06i,0.0017156-0.0004112i,0.0030177-0.00049989i,0.0031108-0.0022929i,0.0016877-0.0025691i,0.0008545-0.00053644i,0.00048268+0.00064954i,0.0002638+0.00028751i,0.00026584-0.00034683i,0.00062975-0.00094968i,0.00039626-0.0008844i,0.00058482+0.00043534i,0.00058674+0.00075213i,-0.00019988+0.00057787i,-0.00062204+0.000522i,-0.00049741-0.00020974i,-0.0001542-0.00069199i,0.00031744-0.00019847i,0.00043468+0.00035876i,-0.0002079+3.3e-05i,-5.0625e-05-0.00045085i,0.00061724+0.00035577i
0.00066854+2.5882e-05i,0.00059075+0.00091983i,0.0013203-0.00055067i,0.0016396-0.0029457i,0.0013185-0.0045951i,-0.00057667-0.0040348i,-0.0016518-0.0017023i,-0.00059027+0.00040983i,0.00012969+0.0011867i,0.00054971+0.00081918i,0.00078192-3.7681e-05i,0.00080137-7.7083e-05i,0.00085722+0.0007231i,0.0013632+0.00037555i,0.0011565-0.00062884i,9.5236e-05-6.8822e-05i,3.2666e-05-2.2861e-05i,0.00054099-0.00012363i,-4.2576e-05+0.00072941i,-0.00081864+0.00069391i,2.1461e-05+0.00033064i,0.00099921+0.00047502i,0.00098081+0.00090809i
0.001463+0.00077204i,0.00032314+0.0017805i,0.0016275+0.00088467i,0.0019771-0.00056293i,-0.00029139-0.001803i,-0.0018942-0.0017739i,-0.0019485-4.4756e-05i,-0.00085365+0.000991i,0.00051438+0.00049044i,0.0015057-0.00017593i,0.00083115+0.00027752i,-0.00034475+0.00095126i,-0.00025397+0.00093419i,0.00010294+0.0012344i,0.00032876+0.00076114i,0.00091314+0.00086317i,0.00052058+0.0012192i,0.00075758+0.0001611i,0.0012408-0.000324i,-0.0001562+2.4857e-05i,-0.0015468+0.00016469i,-0.00082783+0.00049094i,0.00033478+0.00099019i
0.00046112-8.8198e-05i,0.00040945-0.00081304i,0.0013652-0.0023769i,0.0023639-0.003379i,0.0023752-0.0033958i,0.00053052-0.0024302i,-0.00054175-0.00088749i,0.00050323+0.00039301i,0.0011945+0.00041525i,0.00096914-8.7678e-05i,0.00063288-0.0004142i,0.00024117-0.00039584i,3.6884e-05-0.00066771i,-3.5518e-05-0.00083358i,5.5169e-05-0.0011667i,0.00041821-0.00075435i,0.00097139-0.00045798i,0.00078947-0.00055978i,-0.00021051-0.00065398i,-0.00075518-0.00073053i,0.00021319-0.00073915i,0.0011906-0.00028484i,0.00015154+0.0006076i
-0.0011874+0.00073025i,-0.00071667+0.0010941i,-0.00017191+0.0016076i,0.00048745+0.00087832i,0.00088893-0.0012742i,0.00028932-0.0028194i,-0.00040054-0.0013268i,0.00021437+0.00090161i,0.00049458+0.0011466i,0.00056617+0.00025973i,0.00062937-0.00041333i,-4.158e-05-3.1113e-07i,-0.0006118+0.0004898i,-0.00039734+0.00084726i,-0.00048425+0.000552i,-0.00055898-0.00051277i,-0.00037101-0.00065584i,-0.0004899-0.0005468i,-0.00021673-0.00056282i,0.00027748-0.00011373i,0.00061083-0.0005875i,0.00072845-0.0013217i,0.00057792-0.0016614i
