-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
-0.0012569+0.00071014i,-0.00080947+0.0013154i,-0.00026357+0.0024793i,0.00013731+0.0023485i,9.2158e-05+0.0019551i,-0.00014798+0.0020715i,0.0010707+0.0016397i,0.00088728+0.00061592i,-0.0005738+0.00028277i,-0.00051857+0.00055548i,8.8707e-05+0.00037806i,0.00033351+0.00050803i,0.00050048+0.0011608i,0.00010943+0.00075911i,-0.00064711-0.00033988i,-0.00094648-0.00065799i,-0.00017484-0.00071362i,0.00056694-0.0011007i,0.0008655-0.00073729i,0.00017493+4.8504e-05i,-0.00026452+0.0003224i,0.00015303+0.0004728i,3.3815e-05-0.00016415i
-0.00037784-0.00033716i,0.00080153-0.00042333i,0.0014256-0.00033341i,0.0010992-0.00052699i,0.0012763-0.00048614i,0.0017964+0.00072609i,0.0011274+0.00095181i,0.0012143+0.00081006i,0.0011377+0.00087618i,0.0011834+0.00060749i,0.0015116+0.00053988i,0.00096471+0.00042816i,0.00077785+0.00062688i,0.00096454+0.00057523i,0.00049288+0.00029735i,0.00090215-0.00050987i,0.00068932-0.0012338i,0.00026769-0.00066716i,-4.3665e-06+8.7256e-05i,-0.00096791-0.00013601i,-0.0017568+0.00010415i,-0.0016289+0.00020052i,-0.00032613+0.0006381i
0.0023275+0.0018445i,0.0029104+0.0020452i,0.0035486+0.0020512i,0.0013151+0.0016435i,-0.0018132+4.6323e-05i,-0.0022148-0.00069585i,-0.0022601+0.00030632i,-0.0012457+0.00063284i,9.6674e-05+0.00026113i,0.00046319+0.00051243i,0.00048405+0.00084977i,0.00072956+0.0011128i,4.9242e-05+0.0011193i,-0.00099493+0.00057854i,-0.00058506+0.0004707i,0.00048805+0.00029126i,0.00019167+0.00024204i,-0.00062093+0.00092325i,-0.00083141+0.00096865i,-0.00062055+5.7012e-05i,-0.00084672+2.7083e-05i,-0.00051135+0.00018213i,-0.00020211-0.00011719i
0.00014235+0.00061526i,0.00019699+0.00083616i,0.00088277+0.00014621i,0.002347-0.00069488i,0.0027736-0.0016668i,0.0023927-0.0015451i,0.0011065-1.333e-05i,0.00029163+0.00040275i,0.00053063-0.00029682i,0.00015661-0.00042803i,0.00021351+0.00050872i,0.00030816+0.00096301i,-1.4282e-05+0.00013365i,0.00039473+1.4392e-05i,0.00069783-5.1539e-05i,6.7575e-05-0.00039236i,-2.5405e-05-0.00018767i,9.958e-05+0.00024739i,7.5052e-05+0.00034456i,-0.0003532+0.00029859i,-0.0012098+0.00058754i,-0.00095374+0.00055187i,-0.00017778+0.00048577i
-0.00011576-0.0019803i,-0.0003662-0.0010677i,-0.0013723-0.00033481i,-0.0018044-0.00018216i,-0.0012022+0.00084676i,-5.33e-05+0.0014005i,0.0004415+0.00024179i,-0.00016385-0.00082407i,-0.00049937-0.001176i,-0.00040259-0.00014356i,-0.00027359+0.0012083i,0.00040716+0.00065671i,0.0013418+0.00029464i,0.0011296-0.0002565i,0.0003404-0.00085141i,-1.343e-05-0.0004047i,-0.00016101-0.00052726i,-0.00020522+6.7057e-05i,3.2549e-05+0.0011418i,0.0001982+0.00091103i,-0.00015644+0.00061199i,-0.00092424+0.00068267i,-0.00095589+0.00014263i
0.0017766+0.00073891i,0.0018764+0.00035914i,0.0010282-6.6001e-05i,-0.00078904+0.00017837i,-0.0014128+0.0012584i,-0.00089409+0.0015365i,-0.00069021+0.0019756i,-8.042e-05+0.00063758i,0.00035423-0.00056434i,0.00021483-0.00020558i,0.00033859-0.00024976i,-0.00031634-0.00046368i,-0.00034902-0.00045777i,-9.4524e-05-0.00060738i,-0.00025466-0.00056637i,0.00016629-0.00061805i,0.00023266-0.00022317i,4.7034e-05-7.1378e-05i,-0.00011573+0.00029025i,-0.00048583+0.00063014i,-0.00011291+0.00036432i,0.00053707-0.00020565i,0.00093563-0.00060209i
0.0019389+0.0014674i,0.0028935+0.0013191i,0.0032902+0.0010158i,0.0023485-1.0024e-05i,0.00072384-0.00068281i,8.5456e-05+3.6276e-05i,0.00046813+0.00052539i,0.00023336+0.001238i,0.00050126+0.0022046i,0.00094642+0.0021102i,-0.00025975+0.0010791i,-0.00090864-0.00030204i,-0.00048598-0.00069153i,-0.00024377+9.8806e-05i,-0.00020927+0.00042776i,-0.00045567+0.00066204i,-0.00034336+0.00067466i,-0.00049541+0.00032213i,-4.747e-05-0.00017235i,0.00039512-0.00025817i,0.00037244-0.00024031i,0.00084755-0.00068474i,0.00065732-0.00056423i
0.00078478-0.0010064i,-0.0001315-0.0004789i,-0.0007162-0.00095272i,-0.00050824-0.00087172i,-0.00025217-0.00032414i,-0.00031486+9.9215e-05i,0.00013435+2.6357e-05i,0.0003404-0.00049341i,-5.3694e-05-0.00053753i,5.2309e-05+0.00014561i,3.8718e-05+0.00037342i,0.00015782+7.631e-05i,0.00068403+0.00038357i,0.00067562-9.5502e-05i,0.00041059-0.00061218i,0.00020932-0.00055715i,-0.00024906-0.0002135i,-0.00031116-0.00065014i,-0.00013251-0.00062605i,-0.00010106+0.00039889i,-0.00030168+0.00038378i,0.00022758+0.00014733i,0.00018033+0.00027156i
0.0002526-0.001701i,0.00022345-0.00038742i,-0.00055908-7.6077e-05i,-0.00067142+0.00063413i,-0.0004403+0.0014423i,0.00062969+0.0010962i,0.0011834+0.00097081i,0.00036652+0.00072488i,0.00029106+0.00015838i,0.00065068+0.00041468i,0.00049983+0.00096537i,0.00037501+0.00082529i,0.00069018-0.00017799i,0.00056578-0.0012728i,0.00023204-0.0020021i,0.00034357-0.0018099i,0.00041805-0.001199i,0.00030962-0.00033766i,0.00028219+0.00023357i,-0.00031394+0.0002769i,-0.00053038+0.00030995i,0.00025606+0.00029726i,0.00065145+0.00017962i
0.0002391+0.0017557i,0.00062538+0.0011331i,0.00101+0.00061227i,0.00058411-0.00059708i,0.00026598-0.001672i,8.9634e-05-0.00089576i,-0.00063236+0.00087098i,-0.00048504+0.00044418i,0.00013169+0.00024811i,-0.00018702+0.00062441i,-1.4326e-05+0.00026687i,0.00011115-0.00040252i,0.000537-0.00071411i,0.00024671+0.00029763i,-0.00050275+0.00083016i,-0.00028223+0.00066441i,-0.0002017+0.00029997i,-0.00052287-0.00018912i,-0.0012095-0.00072086i,-0.00073887-0.00060371i,-0.00024781+0.00010757i,5.353e-05+0.00094444i,0.00022415+0.0013766i
-0.0014763+0.00092863i,-0.00018567+0.0014832i,0.00077202+0.0026434i,0.00054371+0.0028828i,0.00046681+0.0029334i,0.0012042+0.0030522i,0.00081163+0.0012082i,0.0006482-0.00019184i,6.6122e-05-0.00046571i,0.00013659-0.00015571i,0.0003246+0.00043372i,0.00023604+0.00076327i,-1.4693e-05+0.00023723i,-0.00066621-0.00098477i,-0.00050964-0.00088779i,-0.00019412-0.00028445i,-5.2664e-05+0.00010987i,0.00020365+0.00023237i,0.00073195-0.00062763i,0.00069788-0.00054154i,-0.00030205-0.00031767i,-0.00091558-0.00050953i,-0.0005537+2.1827e-06i
-7.1622e-05+0.00080676i,-0.00072266-7.4389e-07i,-0.0014511-0.0019447i,-0.00060984-0.0015815i,0.00045315-0.00030313i,0.00068898+0.00038425i,0.00063683+0.00019471i,-0.00021258-0.00018744i,-0.00054572-0.00024033i,-0.0004024+0.0001568i,-0.00045108+0.00085237i,-0.000446+0.0001839i,-0.00093564+0.0001233i,-0.00071016+0.00065946i,-0.00027732+0.00022122i,-9.6624e-05+0.00038543i,0.00022606+0.0010174i,-0.00030078+0.00079028i,-0.00088812+0.00034832i,-5.312e-05+0.00051334i,0.00039118+0.0011309i,0.00026373+0.001076i,0.00060638+0.00037601i
-0.00012236-0.00010646i,0.00016298-2.1874e-05i,0.00013584+0.0011563i,-0.0001761+0.0018391i,-0.00025229+0.0018029i,-0.00039065+0.0013557i,-0.00068986+0.00058575i,-0.00085836+0.0004252i,-0.00054584+0.00069242i,0.00052361+0.0008695i,0.00074467+0.00071174i,0.00020907-0.00012927i,-0.00021369-0.00073582i,-0.00036998-7.3251e-05i,-0.00021623+0.00049758i,-6.6705e-05+0.00037232i,0.00070111-4.4868e-05i,0.0012794-0.00041579i,0.00074501-0.00038761i,0.00051754+0.00028571i,0.00065385+0.00015451i,0.00089425-9.7857e-05i,0.0010961-0.00029598i
-0.0012749+0.00035758i,-0.00029539+0.001528i,-0.00080087+0.0019249i,-0.00061434+0.0014915i,0.00071281+0.0018795i,0.0012532+0.0021662i,0.0013458+0.0015305i,0.0013126+0.00078598i,0.00043566+0.00068583i,-9.5421e-05+0.0009862i,7.7709e-05+0.0015772i,0.0001141+0.00086228i,0.00012282-0.0011034i,0.00050638-0.0014927i,0.00045255-0.0011579i,0.00011301-0.00058229i,-3.4811e-05-9.1825e-05i,0.00041021-0.00055785i,0.00085034-0.00039434i,0.00050239-0.00016414i,0.00033925-0.00059994i,0.00020999-0.00046249i,-0.00012985+9.8315e-05i
0.0010502-0.00093663i,-0.00056284-0.00088889i,-0.001469+0.00020869i,-0.0011106+0.0011866i,-0.00083782+0.0017505i,-0.00079129+0.0019537i,-0.00095476+0.0013058i,-0.00015798+0.0011958i,0.00056925+0.00043492i,0.00018737-0.00060307i,-2.1115e-05-0.00056667i,0.00029103+0.00060107i,0.00053282+0.00060064i,-0.00025887-1.0404e-05i,-0.00059769-0.00022709i,-3.9106e-05-0.00017566i,0.00035248-0.00031931i,0.00027922-0.00044584i,-0.00043796-0.00030396i,4.5564e-05+0.0001048i,0.00038851+0.00078109i,-4.9236e-05+0.00030999i,-0.00028899-0.00063956i
0.00078922-0.0023332i,-0.0003369-0.0007692i,-0.0014782-0.00012617i,-0.0025299+0.00070351i,-0.0036543+0.00090688i,-0.0027213+0.0010585i,-0.00068008+0.0006325i,0.00049093-0.00030827i,0.00025519-0.00077044i,4.4281e-05-5.6867e-05i,0.00022237+0.00082894i,0.0005325+0.001299i,0.0011953+0.00096958i,0.0012523+0.00023153i,0.00056398-2.3619e-05i,0.00058874+0.00043512i,0.00063319+0.00062369i,-0.00019418-0.00034301i,-0.00038794-0.0009022i,-0.00018377+4.3907e-06i,-0.00020437+0.0012585i,-0.00024383+0.001046i,-0.00023851+0.00012228i
0.0011325-0.00036469i,0.0010176-0.00021877i,0.00037639-0.00023107i,7.9314e-05-0.00012638i,-0.00013104+0.00014972i,-0.00018309+0.00095079i,0.0011164+0.0012408i,0.0011154+0.00055794i,1.4545e-05+0.00031823i,-5.2279e-05+0.00036112i,0.00014527-5.5651e-06i,-0.00011764+0.00030269i,-9.5893e-05+0.00051788i,0.00018802+0.0005141i,0.00019518-0.00043519i,0.00013006-0.0014062i,0.00043984-0.0015103i,0.00030345-0.0010538i,-0.00013295-0.00038945i,-0.0006102-7.5108e-05i,-8.9992e-05-0.00010063i,0.00057871-0.00034833i,2.402e-05-0.00013266i
0.0012328+0.00012278i,0.00047318-0.0011878i,-0.00079834-0.0013093i,-0.0021798-0.0007463i,-0.0026804-0.00064508i,-0.0021581-0.00010605i,-0.0011097+9.9344e-05i,-4.6794e-05+0.0002962i,0.0012044+0.0012952i,0.00082052+0.001325i,0.00047582+0.00042532i,0.00066066-2.2038e-05i,0.00050747+0.00015789i,0.00064287-0.00033742i,0.0010005-0.00069839i,0.00056312+2.4236e-05i,-6.4093e-05+4.1629e-05i,1.6712e-05-0.00027237i,0.00033099+0.00045334i,0.00069006+0.0010248i,0.00026451+0.00071011i,0.00041096+0.000668i,0.0008767+0.00024066i
-0.00050825-0.00079491i,-0.0010169-0.00026942i,-0.00048363-3.9063e-05i,0.00028212+0.00013199i,0.00029346+0.001253i,-0.00047571+0.0026081i,-0.00064974+0.0015247i,-0.00062616+0.00032877i,-0.00051284-0.000155i,-0.00012331-0.0010891i,0.0004572-0.0013726i,0.00079735-0.0004498i,0.00071629+0.00063392i,0.00067266+0.00059516i,0.0010577-0.00030904i,0.0015456-0.0007381i,0.0011757-0.0011734i,0.0011054-0.0013244i,0.00072183-0.0006586i,-0.00030493-0.00024437i,-0.00048696+0.00041282i,-0.00036519+0.00024015i,9.4746e-05+0.00037413i
0.00027493-0.0001614i,0.00062543+0.00036193i,-4.1332e-05-0.00012959i,-0.0010752-0.00030743i,-0.0019374+0.00067191i,-0.0016729+0.00095792i,-2.5482e-05+1.2712e-05i,0.00029784-0.00035024i,0.0001577-0.0005217i,-0.00019238-0.0006367i,-0.00016168-0.00019295i,0.00027823-4.3627e-05i,0.00033494-6.4512e-05i,1.5457e-06+2.7653e-05i,-7.1437e-05-0.00026923i,0.00082389-0.00038267i,0.0013189-0.00040851i,0.00090218-0.00060807i,0.00035245-0.00031135i,-4.9047e-05+0.00016008i,-0.00024266+0.0004283i,-0.00015216+5.5415e-05i,-0.00081294-0.0011395i
-0.00020314+0.00061979i,0.0003345+0.00070273i,0.00030867-0.00045387i,0.00039279-0.00059542i,0.00034846-9.9804e-05i,0.00015282-0.00046061i,0.00040399+8.7643e-05i,0.0010136+0.00091162i,0.00073554+0.00037796i,0.00019917-2.3397e-05i,0.00048264-0.00023946i,0.00059653-0.00042427i,0.00018142+4.6686e-05i,0.001056-0.00032528i,0.00098041-0.00060948i,-5.614e-05-0.00023909i,-1.8021e-05+0.00023227i,4.537e-05+0.00055408i,0.00047781+0.0012966i,0.00048665+0.0017881i,2.7079e-05+0.0012874i,0.00015666+0.00076339i,8.7751e-06+0.0005086i
0.00093016+0.000471i,2.893e-05+0.00025041i,-0.00075203+0.00031769i,-0.0012678+0.00064336i,-0.0009015+0.0011638i,0.00027065+0.0022557i,-0.00033825+0.0017103i,-0.0010137+0.00098169i,-0.00050628+0.0012264i,1.7917e-05+0.0014193i,0.00018266+0.00071832i,0.00028371+0.00034331i,0.00079493+0.00015846i,0.0013404+0.0002449i,0.00093939+0.00090842i,0.00019473+0.00068861i,-0.00020122-0.00049748i,7.6061e-05-0.0006793i,0.00048731+5.6367e-05i,-0.00033453+0.00063067i,-0.00037593+0.0008583i,0.00039759+0.00050515i,-3.8367e-05-0.00067419i
0.0025528+0.0017237i,0.0030246+7.3652e-05i,0.0021954-0.0014041i,0.00097548-0.00062919i,0.00038561+0.00040174i,-0.0004362+0.00010262i,-0.00050526-5.6281e-05i,-0.0005385-0.00020093i,0.00049841-0.00046387i,0.0013504-0.00031308i,0.00089998-3.1467e-05i,2.5166e-05-0.00055806i,-0.00039116-0.0012105i,-0.00031973-0.0010059i,0.00043468-0.00070851i,0.00051477-0.00066556i,-0.00038073-0.00031726i,-0.00032708+0.00053623i,0.00010851+0.00066451i,0.00074918+0.00063087i,0.0012339+0.00096508i,0.00086042+0.00037183i,0.00057351+2.8879e-05i
0.00056551-0.00027377i,0.00042469-0.00054486i,0.00057068-0.0010263i,-9.06e-05+9.9699e-05i,-0.00045746+0.0013652i,3.2992e-05+0.0011336i,-9.0256e-05+0.0004157i,2.4517e-05+0.00065372i,0.00081794+0.0010133i,8.3241e-05+0.0005941i,-0.00034185+0.00050234i,0.00039028+0.00086256i,0.00067094+0.0012354i,0.00031199+0.0012552i,0.00063256+0.00073937i,0.00077912+2.7686e-05i,0.00055189-0.00016408i,0.00043251-0.00015055i,0.00042217-0.00028674i,7.3262e-05+0.00013284i,-0.00094999+0.00076697i,-0.0012571+0.00092603i,-0.0011421+0.00075522i
-0.0018688-0.00037138i,-0.0014003-0.0010538i,-0.00057991-0.00077935i,-0.00027137+0.00045655i,-0.0018778+0.0020982i,-0.002073+0.0018287i,-0.00070751+0.00094786i,-2.6451e-05+0.0011121i,0.00041736+0.00059085i,0.00053692+0.00038173i,0.00047448+0.00057499i,0.00025245+0.00058946i,0.00030315+0.00023242i,0.00084487+0.00035183i,0.00067572+0.00024723i,0.00051116+0.0004179i,0.00071536+0.0011876i,0.00013091+0.0006332i,-0.00031775-0.00015575i,-0.0003421-0.00056164i,-0.00081838+0.00014407i,-0.0008762+0.00036276i,-0.00011955-0.0005252i
-0.001269-0.00079895i,-0.00082812-0.00055431i,-0.00062923-0.00010429i,-0.00062553+0.0014867i,-0.0009384+0.0021277i,-0.0012128+0.0019883i,-0.00071714+0.000744i,0.00025503-0.00063169i,0.00080702-0.00080526i,0.00063325-0.00084081i,0.00024157-0.00070899i,0.00031237+0.00014721i,0.00057569+0.00036225i,0.00078919+0.00019063i,0.00060723-6.9946e-05i,-0.00015141-0.0002949i,-0.00037774-0.00058988i,0.00041578-0.00078646i,0.0004806-0.00058363i,0.00033204+0.00034644i,0.00040272+0.0011471i,0.00079246+0.00090618i,0.0006206+0.00061791i
-1.1167e-06+0.0011963i,-0.00012757+0.00045581i,4.5883e-05+0.0002199i,0.00034028+0.00028979i,0.0001412+0.00022725i,-0.00024764+0.00037762i,-0.00014027+0.0011591i,0.00018126+0.0014537i,0.00017478+0.0012584i,-0.00022136+0.0010145i,-0.00042106+0.00082042i,-0.00030733+5.5111e-05i,-0.00079167-0.00029839i,-0.0001992-0.00020978i,0.00057496-6.5485e-05i,-0.00013912-0.00027126i,-0.00029857-0.00077133i,0.00058307-0.00085941i,0.00087359+8.2528e-05i,0.00025966+0.00049186i,6.0512e-05+0.00052707i,0.00019413+0.00037945i,0.00026345+0.00028423i
0.0010268-0.0004116i,0.00037576-0.00067408i,0.00029394-0.0014183i,-0.00060779-0.0016981i,-0.0011232-0.0010716i,-0.00094188-0.00081262i,-5.5321e-05-0.00097331i,0.0012688-0.0006328i,0.00047726-0.00030394i,-0.00026632+0.00025565i,-0.00034308+0.0004722i,-0.0003404-4.5432e-05i,-0.00038233+0.00014943i,-0.00027283+0.00037161i,-0.00010225-0.00022274i,-0.00043358-0.00048703i,-0.0003018+0.00012097i,0.00017939+0.00057203i,2.4179e-05+0.0010264i,-0.00034465+0.0007346i,-0.00074643-0.00026345i,-0.00088834-0.00024372i,-0.00047002-0.00050902i
0.0011751-0.0011909i,0.00067336-0.00043184i,-0.00022256+0.00058795i,-0.00058436+0.00087302i,-0.0012648+0.00063424i,-0.0015133+0.0012255i,-0.0011006+0.0014285i,-0.00086175+0.0013322i,-0.00092553+0.001183i,-0.0015175+0.00065034i,-0.001654-7.4969e-05i,-0.00090263-5.7681e-05i,-0.00015786+0.00018079i,-0.0001829-0.00021767i,-0.00038759-0.00016101i,-0.00060392+0.00056524i,-0.00067103+0.0004964i,-0.00063916-0.0003464i,-0.00045458-0.00088328i,-0.00020706-0.00047i,-0.00032055+0.000392i,-0.00035585+0.0010272i,-5.065e-05+0.00079698i
0.0013001-0.0022485i,5.3181e-05-0.0020094i,-0.0010873-0.0010767i,-0.0011468+2.6283e-05i,-0.0012432+4.9633e-05i,-0.0012782+0.00093985i,-0.00029068+0.0011087i,0.00088239+3.7863e-05i,0.0012645-0.00094046i,0.00084031-0.00092144i,3.5575e-05+0.00026279i,-0.00025273+0.00081102i,8.7485e-06+0.00054314i,-9.19e-05+0.00054556i,0.00030599+0.0007255i,0.00080292+0.00040032i,0.00038785-0.00035083i,-0.00031489-0.00031013i,-0.00068+0.00023122i,-0.0010813+0.00022787i,-0.0015257-2.919e-05i,-0.0012791-0.00041869i,-0.00083522-0.00037784i
0.0010477+0.0015224i,0.0012518+0.00064097i,0.0023514-0.00060655i,0.0018473+4.7655e-05i,3.6244e-05+0.00082299i,-4.1218e-05-0.00027414i,0.00048207-0.00052321i,-0.00011485+0.00058753i,9.9166e-05+0.00055648i,0.00080027+0.00042391i,0.00038595+0.00069896i,0.00028259+0.00040395i,0.00034968-0.00017662i,4.7184e-05+5.3787e-05i,1.7555e-05+0.00023836i,-0.00010651-0.00021624i,-0.0001149-0.0010876i,1.8494e-05-0.0013747i,-0.00019296-0.0006804i,-9.7621e-05-0.00028154i,0.00029043-2.2277e-05i,0.00027494+0.00018753i,-6.5375e-05+0.00019531i
-0.00022053-0.00051897i,-0.0018795+7.7249e-06i,-0.0025102-0.0002501i,-0.00086604-0.00019808i,-2.4166e-05+0.00021498i,3.1481e-05+0.00081171i,0.00025219+0.00094051i,0.0002322+0.0005698i,-0.0004467+0.00010678i,-0.0011583-0.00046247i,-0.00048679-0.00036488i,0.00014472+0.00013361i,0.00060486-3.4239e-05i,0.0013013-0.00044414i,0.00046456-0.0014021i,0.00011984-0.0018277i,0.00030476-0.00063913i,0.00038886-0.00021381i,0.00050968-0.00019914i,0.000113+0.00035981i,9.711e-05+0.00050787i,-0.00042156+0.00022331i,-0.00047965+0.00039311i
0.0011367-0.00071917i,0.00067948-0.0011908i,-0.00080521-0.00064002i,-0.0015744+0.00081288i,-0.001006+0.002299i,-0.0011116+0.002675i,-0.0018484+0.0025381i,-0.0015135+0.001981i,-9.2204e-06+0.00065996i,0.00085532+0.0002318i,0.0006223+0.00026812i,0.00023092+0.00013947i,-0.00022763+0.00014996i,-0.0003871-0.00020368i,0.0003386-0.00014626i,0.00053357-0.0003766i,1.4231e-05-0.0003375i,-0.00028562+0.000482i,-0.00053086+0.0008147i,-0.00065783+0.00036735i,0.00046077+0.00012587i,0.0010908+0.00010755i,0.0010666-2.6114e-05i
6.9219e-05-0.0013645i,-0.00046551-0.0014314i,-0.0016526-0.00102i,-0.0021059-0.0011712i,-0.00093949-0.00033319i,-1.416e-05+0.00031707i,0.00014349+0.00051384i,0.00077674+0.00111i,0.0012965+0.0011558i,0.00085781+0.00054268i,0.000427+0.00062237i,-5.972e-05+0.0008891i,-0.00074907+0.00076792i,-0.00038475+0.00068782i,-0.00011202+0.00028198i,-2.5927e-06+0.00010819i,-7.2722e-08+0.00029959i,-0.00024365+0.00099949i,-0.00038016+0.0008071i,-0.00039197+2.1107e-05i,-0.00029784-0.00031049i,-0.00034156-0.00058492i,-0.0006823-0.00095185i
0.0016346-0.00049413i,0.0019828-0.00049393i,0.001843-0.0008923i,0.00024758-0.00069812i,-0.0015288+0.00022436i,-0.0011739+0.00029021i,-2.7222e-05+0.00053322i,0.00058174+0.0010239i,0.00088198+0.00083161i,0.00066581-8.5046e-05i,5.249e-05-0.00042339i,-0.00010526+5.6561e-05i,-0.00048534+0.00015657i,-0.00052892+4.5358e-05i,0.0001254-0.00084868i,0.00027121-0.0014378i,-0.00015139-0.0008022i,0.0001927-0.00038453i,0.00068092-0.00026462i,0.00023933-0.00026744i,-0.00010735+0.00013995i,0.00049155+0.00090702i,0.00056298+0.0010727i
0.00112-0.00031196i,0.00035621-0.00044858i,0.0001019-0.00032668i,-8.8709e-05-0.00054583i,-0.00096683-0.00013327i,-0.0015219+0.00032469i,-0.0012325+0.00024373i,-0.00078122-0.00012939i,-0.00070535-0.00034667i,-0.001046-0.00014253i,-9.2789e-05+0.00027959i,0.00040766+0.00051184i,0.0001135+0.00036254i,7.2489e-05-2.2162e-05i,-1.2411e-05-0.00064994i,5.2544e-05-1.3283e-05i,0.00012769+0.00061807i,-0.00054104+0.000958i,-0.0012341+0.0012421i,-0.0008567+0.0011434i,0.00022788+0.00075542i,4.4214e-05+4.3892e-05i,0.00019072-0.00079087i
-0.00026822+0.0012661i,2.8988e-05+0.0014541i,0.00014692+0.0016535i,0.00034196+0.0014376i,0.00066354+0.00088191i,-0.00019289+0.00015054i,-0.0011185-0.00040945i,-0.00095843-0.00044593i,-0.00026846-0.00018946i,0.00054679-0.00029357i,0.00054452-1.9107e-05i,-0.00045532+0.00018253i,-0.00079909-5.6693e-05i,-0.00080555-0.00027403i,-0.0003566+0.00039325i,0.000204+0.00050518i,0.00033137+0.00013503i,0.00021112+0.00020678i,0.00017074+0.00016119i,0.00079749+0.00028836i,0.0010278+0.000424i,-5.2759e-06+0.00090501i,-0.00060131+0.00076532i
-0.00019447+0.00022507i,8.0692e-05-0.00044914i,0.00081466-0.0010287i,0.00070341-0.00071362i,-1.3452e-05-0.00057019i,-0.00074781+0.00028396i,-0.00053167+0.0013851i,0.00016182+0.0013627i,-0.00025266+0.00046573i,-0.00055762+0.00030161i,0.00031029+0.00040876i,0.00099196+0.00038614i,0.0004817+0.0008425i,0.00032867+0.0010318i,0.00082421+0.00037594i,0.00095544+3.0086e-07i,0.00044093-0.00018316i,4.2009e-05-0.00034549i,0.00020722-0.00053703i,0.00060469-1.7378e-05i,0.0010436+0.00022106i,0.0007078+0.00024077i,0.00046734+0.00026888i
-0.00032256+0.0013001i,0.0010377+0.0022654i,0.0019851+0.0019428i,0.001022+0.0012171i,-7.8606e-05+0.0013241i,0.00077991+0.0010479i,0.00049506+0.000162i,6.4758e-05-0.00013493i,0.00088273-0.00025365i,0.00086804-0.00049026i,-6.0246e-05+4.5656e-05i,-0.00069189+4.4493e-05i,-0.00062103-0.00017722i,-0.00097618-0.00059793i,-0.00074796-0.0010825i,0.00016867-5.3965e-05i,0.00047932+0.00041935i,0.00034142+0.00011727i,0.00027963+0.00047433i,-0.00042205+0.00033846i,-0.00015695+0.00014882i,0.0010312+0.00015057i,0.0011986+0.00023609i
0.0013464+0.00020975i,0.0014339-0.001169i,0.0014999-0.0016058i,0.0009259-0.0014645i,-0.00072582-0.00061894i,-0.0016849+0.00066346i,-0.0010628+0.0015327i,-0.00033446+0.0016988i,-0.00035187+0.00090864i,0.00030471+0.00018368i,0.00090263+0.00035598i,1.7798e-05+0.00056502i,-0.000492+0.00041602i,0.00028531-0.00029518i,-7.1334e-05-0.00011169i,-0.00029809+0.00027292i,0.0004545+3.6615e-05i,0.00038385-4.8667e-05i,0.00030558+0.00012868i,0.00055455+0.00033859i,0.00024834+0.00075246i,-1.5476e-05+0.0005796i,2.7225e-05-0.00056865i
0.00033187+0.0013987i,0.00064269+0.00089973i,0.0012318+0.00060081i,0.0013469+4.9495e-05i,0.00063913-0.00089937i,5.1675e-05-0.0013776i,5.7634e-05-0.0011625i,0.00033269-0.00085172i,0.00070879-0.00020326i,0.00015631+0.00036646i,-0.00075475-0.0002969i,-0.0015586-0.00067941i,-0.001566-0.00017324i,-0.00092278-0.00031177i,-0.0001509-0.00051852i,0.00019023+0.00015673i,-0.00041183+0.00090936i,-0.00075721+0.0010007i,-0.00086945+0.00078166i,-0.00056627+0.0010455i,-0.00053623+0.001494i,-0.00057432+0.001239i,-0.00019504+0.00063947i
0.0014482+0.00095757i,0.00088749+9.5977e-05i,0.0010402+0.00039447i,0.00085502+0.00099522i,0.00024847+0.00057439i,-3.1017e-05+0.0001016i,-0.00018921+0.00055588i,3.0941e-05+0.0010356i,0.00048148+0.00083036i,0.00026004+8.9547e-05i,0.0002099+0.00048608i,0.00010127+0.00060181i,-0.00056865+0.00051181i,-0.00040768+0.00029077i,-0.0001908+1.0184e-05i,-2.5804e-05-7.6846e-05i,-0.0002211-4.9947e-05i,-0.0010451+0.00022371i,-0.0011242+2.6617e-05i,-0.00023244-0.00065574i,0.00028199-0.00048208i,-0.00022183+9.6728e-05i,-0.00080651-5.3682e-05i
