-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
0.00028718-0.0012094i,0.00036516-0.00044657i,-0.00066747-0.00056466i,-0.00089253-0.0014661i,-0.0023598-0.001361i,-0.0025152+4.0947e-05i,-0.0011771+0.0010574i,-0.0011767+0.0010083i,-0.0017092+0.0011581i,-0.0015708+0.0017669i,-0.0011945+0.0014007i,-0.0013686+0.00049997i,-0.00064006+0.00041801i,0.00038236+0.00082592i,0.000692+0.00071057i,0.00084175+0.00015691i,0.00032066-0.00012245i,-0.00029032+5.7936e-05i,-0.00037142+0.00019634i,-0.00028475+3.0877e-05i,-0.00037181-0.00033808i,-0.00050148-0.00012638i,0.00021523+0.00049014i
-0.00075603+4.0962e-05i,-0.00018559-0.00010611i,-0.00024832-0.0010176i,-0.0015329-0.00063349i,-0.0025014+0.0002647i,-0.0024547+0.00082i,-0.0014864+0.00066575i,-0.0014691+0.00085559i,-0.0012186+0.0016234i,-0.00033863+0.0020186i,-0.00014506+0.0018469i,-0.0004342+0.00113i,-0.00074949+0.0006359i,-0.00025265-0.00013561i,0.00076194-0.00028518i,0.0012294+0.00044821i,0.00082187+0.00095304i,0.00020806+6.0244e-05i,-0.00027358-0.00080667i,-0.00017531-0.00053383i,-3.0032e-05-0.00054582i,3.0944e-05-0.00056764i,0.00041045-0.0001764i
0.00056976-0.00011393i,0.00057918+0.00044958i,-0.00025314-0.00039499i,-0.0012612-0.00027165i,-0.0022123+0.00072155i,-0.0027776+0.0019395i,-0.0025515+0.002748i,-0.0017359+0.0029559i,-0.0016225+0.0022322i,-0.00062275+0.00097431i,0.000365+6.279e-06i,0.00042738+0.00030353i,-0.00016671+0.00079077i,-0.00050368+0.0011643i,-0.00050605+0.0011936i,0.00046159+0.00043335i,0.0015707-6.0441e-05i,0.0012153+0.0002386i,0.00053618+0.00060037i,7.5431e-05+0.00023388i,-0.0002354+7.7725e-05i,0.00016854-7.3238e-05i,2.689e-05+0.0002778i
-0.00043178+0.0027366i,0.0010193+0.0030134i,0.0018453+0.0033737i,0.0017383+0.0028175i,0.0012212+0.0018204i,-0.00025181+0.00039209i,-0.0011888-0.00056823i,-0.001128+8.071e-05i,-0.00054811+0.0015102i,-0.00052719+0.0012414i,-0.0006542-0.00043248i,-0.0004562-0.0013201i,-0.00051134-0.00102i,-0.00090045-0.00088567i,-0.0010596-0.00091518i,-0.00031575-0.00052819i,-0.00040047-0.00010968i,-0.00063411+0.00032446i,4.8132e-05+8.2699e-05i,0.00064292-3.6524e-05i,0.00021525+0.00019309i,7.3911e-05+0.00037643i,3.9014e-06+0.00075128i
0.0013759+0.0026008i,0.0015052+0.0020306i,0.0026179+0.0011874i,0.0027021+4.7417e-05i,0.0012459-0.00021085i,-0.0012381+0.00058153i,-0.0029106+0.00099062i,-0.0021685+0.00052431i,-0.00045875+0.0010564i,0.00024502+0.0016634i,0.00024666+0.00027249i,-7.8029e-05-0.0002521i,-0.00041565+0.0006935i,-0.00067351+0.00092389i,-0.00046736-0.00038877i,-3.3097e-05-0.00069807i,-0.00028523+0.00027041i,-0.00069348+0.00055133i,-0.00086792+0.00045507i,-0.00064744+0.00019659i,0.00017314+9.3029e-05i,9.3246e-05+0.00017035i,0.00029786+0.00064149i
0.00074697+5.4571e-05i,0.00049519-0.00038995i,-0.00040778-0.0012881i,-0.0014279-0.0009876i,-0.0016695-0.00033155i,-0.0017791-3.6779e-05i,-0.0017879+0.00056455i,-0.001578+0.0018319i,-0.0017525+0.0026685i,-0.0012961+0.0024477i,-0.00074112+0.001799i,-0.00036708+0.0013968i,-0.00034935+0.0010572i,-0.0010847-0.00021617i,-0.0010367-0.00017788i,-0.00084144+0.00078928i,-0.00035044+0.00056777i,-0.00036713+0.000548i,-0.0009498+0.0002447i,-0.0008375-0.00018691i,-0.00023-0.00027574i,-7.0038e-05-0.00062352i,-0.00030673-0.00092107i
4.7609e-05+0.0034032i,0.0011498+0.0027259i,0.0026269+0.0027985i,0.0027136+0.0021876i,0.0013205+0.00057961i,-0.00028192-0.00014135i,-0.0010532+0.00041568i,-0.0016145+0.0012263i,-0.0013324+0.0021612i,-0.00022025+0.0025304i,0.00075468+0.0008842i,-0.00013021-0.00062941i,-0.00068445-0.00088461i,-6.9134e-05-0.00027674i,0.0003327+0.0003176i,0.00043056+5.1579e-05i,0.00046554+0.00069408i,0.00028123+0.00066662i,0.00044905+3.5797e-05i,0.0002104+0.00058084i,-0.00026465+0.00078424i,1.2864e-05-0.00034993i,9.2696e-05-0.00081425i
0.0016683+0.0013028i,0.0020596-2.9494e-05i,0.0021318-0.00066705i,0.0012266-0.00020707i,0.00035064-0.0003858i,-0.00091444-0.00098406i,-0.0015892-0.00040077i,-0.0019191+0.0003334i,-0.0015451+0.00074961i,-0.0006194+0.00081247i,-0.00086819+0.00016612i,-0.00061904+0.00012801i,0.00043159+0.00065127i,0.0006164+0.00082127i,7.5937e-05+0.00084226i,5.1772e-05+0.00086018i,0.0003023+0.00061382i,-8.1898e-05+0.0001743i,-9.0077e-05+0.00018477i,-6.7541e-05+0.00032913i,-0.00019859+0.00027066i,3.2364e-05+0.00039201i,8.8207e-05+0.00086622i
-0.00039191+0.00090461i,0.0001877+0.0001002i,3.8872e-05-0.00058046i,-0.00045933+0.0001736i,-0.00086421+0.001044i,-0.0014889+0.001222i,-0.002023+0.0010412i,-0.0013759+0.0015277i,-0.00088525+0.0016911i,-0.00054095+0.0014181i,0.00011063+0.0008644i,0.00033275+0.00054391i,4.5391e-05+0.000243i,-5.0559e-05-5.847e-05i,0.00010908+0.00042148i,-0.00024562+0.00021799i,-0.0010149-0.00043982i,-0.00046607-0.00047784i,0.00022247+9.3028e-05i,-0.00035786+0.00035812i,-0.00036393-0.00037002i,0.00014912-0.00069997i,0.00033446-0.00043245i
-0.00077376+0.00020734i,0.00016753-0.00011438i,0.00093413-1.2686e-05i,0.00019808-0.00048125i,-8.9289e-05+0.00016364i,3.0159e-05+0.0017318i,-0.00018032+0.0018604i,-0.00042983+0.0016476i,-0.0013499+0.0013052i,-0.0010151+0.00088215i,0.00015491+0.00010527i,0.00042713-0.00040366i,-0.00026028+0.00041641i,-0.00094134+0.00064248i,-0.00046422-3.8802e-05i,-0.00028938+0.00025132i,-0.0010593+0.0010096i,-0.00047179+0.0010077i,0.00097626+0.00099827i,0.00074316+0.0011565i,0.00015846+0.00049879i,0.00032357-0.00011616i,-9.2747e-05-0.00023432i
0.00097475-0.00082943i,0.00011363-0.0015773i,0.00013198-0.0019722i,-0.00023078-0.00048043i,-0.0015534+0.0002884i,-0.0025081+0.00038378i,-0.0024447+0.00086713i,-0.0015003+0.0012492i,-0.00096933+0.0017321i,-0.00032919+0.0017923i,0.00024363+0.001346i,0.00019453+0.0010356i,-1.6908e-05+0.00088569i,1.6961e-05+0.00028233i,7.3827e-05-0.0002463i,0.00033141-0.00032648i,-0.00012094+0.00027958i,-0.0005112+0.00075705i,-0.00032455+0.00052749i,5.5898e-05+0.0002913i,-9.6601e-05+0.00057402i,-0.00052937+0.000241i,-0.00020256-0.00033817i
0.0025643+0.00080303i,0.0022996+1.8161e-05i,0.0010554-0.00179i,0.00065659-0.0029218i,-0.00010222-0.0020891i,-0.0022191-0.00029959i,-0.002277+8.7959e-05i,-0.0011588-1.052e-05i,-0.0010617+0.00076489i,-0.00084584+0.0011921i,-0.00092978+0.0012276i,-0.0015046+0.00017155i,-0.0012046-0.00023403i,-0.00064561+0.00037795i,-7.6211e-05+0.00060379i,0.00051689+0.00074198i,0.00015389+0.00061643i,-0.00041362+0.00044196i,0.00022785+0.00037919i,0.00056046+0.00043986i,-0.00035155+0.0006475i,-0.00045327+0.00074985i,-0.00019942+0.00032142i
0.00089898+0.0014449i,0.0026581-0.00029738i,0.0032393-0.00038277i,0.0020941-0.00015245i,0.00047954-0.00015463i,-0.00049681+0.0004494i,-0.00033473-0.00012009i,-5.3199e-05+4.3396e-05i,-0.00032916+0.00099576i,-0.00055937+0.0012081i,-0.00072764+0.001432i,-0.00070391+0.0012269i,-0.00034454+0.0010168i,4.816e-05+0.00098765i,-0.00039004+0.00096442i,-0.0010313+0.0011022i,-0.00075438+0.0005228i,-0.00037713+6.3712e-05i,-0.00025024+0.00022124i,-0.00023587+0.00057684i,-0.00054757+0.00067516i,6.7117e-06-0.00026804i,0.00075083-0.00063032i
0.0018476+0.0024579i,0.00043992+0.0022595i,0.00012764+0.001628i,0.00015375+0.00011699i,-0.00061796-0.0010172i,-0.0014504+0.00021096i,-0.0017383+0.0019832i,-0.0020723+0.0026535i,-0.0019178+0.0027799i,-0.0014743+0.0019223i,-0.0012787+0.00070933i,-0.0012829+0.00048122i,-0.001382+0.00083279i,-0.0012744+0.0012635i,-0.00077785+0.00095592i,-0.00031432+0.00041686i,-0.00038474+9.9084e-05i,2.9592e-05-0.00034443i,0.00011119-0.00099128i,0.0002165-0.00081591i,0.00046855-0.00023251i,0.0001749-0.00038833i,0.00036762-0.00080978i
0.0008784-0.0013802i,6.4262e-06-0.00095536i,-0.00093016-0.0011207i,-0.0011038-0.0011584i,-0.0015882+2.7617e-05i,-0.002076+0.0010339i,-0.001556+0.0012179i,-0.0011515+0.00046177i,-0.0010107+0.00045522i,-0.00069573+0.00062883i,-0.00054759+0.00051509i,-0.0013273+0.00040789i,-0.0013901+5.4831e-05i,-0.00045166+0.00055993i,0.00017958+6.1784e-05i,0.00070474-0.00082556i,0.00054877-0.0011066i,0.00026191-0.00048527i,0.00019514+0.00027585i,0.00047651-0.00024226i,0.00062026-0.0010885i,0.00048865-0.0013726i,0.00033946-0.00099671i
-6.9566e-05-0.00074164i,-0.00022628-3.3972e-05i,-0.0023786+0.00015845i,-0.0030468+0.00043904i,-0.0025271+0.00049262i,-0.0023568+0.00092077i,-0.0018355+0.00090058i,-0.000625+0.00029348i,-9.1785e-05+0.00055843i,-0.00063505+0.0014993i,-0.001133+0.0014729i,-0.000673+0.0007785i,0.0001911+0.0011412i,0.00099173+0.00067317i,0.00063317-0.00085398i,-0.00028637-0.00071468i,-0.00033485+0.00043126i,7.6219e-05+0.00032524i,0.00080652+0.00027208i,0.0003714+0.0007514i,-0.00023762+0.001016i,-0.00017481+0.0013415i,-0.00054239+0.00071092i
-0.0013437+0.0018094i,-0.00053019+0.0010881i,0.0003904+0.0018036i,0.00046663+0.0026705i,0.00032211+0.00266i,8.39e-05+0.0026795i,-0.00057272+0.0025333i,-0.0005582+0.0023555i,-0.00077472+0.0021505i,-0.0012234+0.0015678i,-0.00091774+0.00089731i,-0.00095758+0.00048967i,-0.0013983+0.00074054i,-0.001179+0.00061247i,7.7936e-05+0.00017496i,0.00058705+0.00034301i,-2.1763e-05+0.0006341i,-0.00018391+9.9831e-05i,0.00029173-0.00042518i,0.00029303-2.9576e-05i,-3.1467e-05+0.00058207i,-5.5686e-05+0.00013649i,0.00015816-0.00023579i
0.0022006+0.0019525i,0.0015162+0.00046264i,0.0011072-0.0017049i,-0.00085574-0.0023732i,-0.0037492-0.0014779i,-0.0041733-2.8292e-05i,-0.0024638+0.0011953i,-0.0014595+0.0020132i,-0.00088157+0.0018978i,0.00047266+0.0012572i,0.0011136+0.00087503i,-7.0715e-05+0.00056867i,-0.0014136+0.00012246i,-0.0013523+0.00035144i,-0.00071218+0.00041355i,-0.0002743+0.00023211i,-0.00021875+0.00024658i,0.00020899+0.00056912i,0.00048504+0.00018928i,-0.00040652-7.9596e-05i,-0.0010539-0.00018391i,-0.00070272-0.00028623i,-0.0001584-0.00037818i
-0.00111+0.00074791i,-0.0002942+0.0014787i,0.0009691+0.002781i,0.00090513+0.002883i,2.7943e-05+0.0017092i,-6.5279e-05+0.0016317i,-0.00020941+0.002714i,-0.00017858+0.0023873i,-0.00022043+0.00201i,-0.0002828+0.0017478i,-0.00076648+0.0011371i,-0.0011759+0.00098821i,-0.00081959+0.00034738i,-0.00026768+0.00026513i,-0.00070245+0.00019691i,-0.00090838-7.8169e-05i,-0.00041063+0.00036326i,0.00029571+0.00022311i,0.00027152+0.00027543i,-0.00056659-3.8275e-05i,-0.00069128-0.00020635i,0.00039725-0.00061141i,0.00083607-0.00091187i
-0.0011167+0.0001773i,-0.00070132+0.00034674i,0.00067225+0.00057527i,0.00062245+0.00054028i,-0.0004369+0.00068205i,-0.00058073+0.0017375i,-0.00035603+0.0015862i,-0.0011485+0.00059191i,-0.0024381+0.00071931i,-0.0023717+0.00098107i,-0.00090487+0.00038922i,-0.00048421+0.00020798i,-0.001458+0.0002201i,-0.001903-0.00011577i,-0.0015995-0.00039913i,-0.00078969+0.00016694i,-0.00016164+0.00072146i,0.00032428+0.00097061i,0.00099201+0.00083452i,0.00044508+0.00035427i,-0.00019856-0.00034835i,-0.00032716-0.00035105i,-0.00023779-0.00032296i
-0.00013617-0.001307i,-0.0010677-0.00011015i,-0.0020992+0.00091673i,-0.002238+0.00058901i,-0.0018853+0.00077275i,-0.0017146+0.0016956i,-0.0013381+0.0022717i,-0.00066411+0.002146i,-0.00052505+0.0012432i,-0.00026521+0.0010679i,0.00033359+0.00037589i,0.00043435+0.00014963i,0.0011653+0.00031225i,0.0014845-6.8179e-05i,0.00084949-0.00042416i,0.00063191-0.00049631i,4.8304e-05+4.1623e-05i,-0.00064313+0.00089685i,-5.5231e-05+0.00046025i,0.00041419+9.1636e-05i,0.00019587+0.00080427i,-0.00023648+0.00063905i,-0.00074311+0.00041047i
0.00074564-0.001175i,0.00090758-0.0015445i,-0.00023012-0.0010563i,-0.0010904-0.00067053i,-0.0020859+0.00028556i,-0.0026957+0.00098789i,-0.0019145+0.0020415i,-0.0016225+0.0023392i,-0.0013406+0.0012831i,-0.00097986+0.00069702i,-0.0007836+0.00085405i,-0.00049711+0.00081532i,-0.00032479+0.00065931i,0.00046509+0.001091i,0.00071493+0.00024454i,0.00027081-0.00065887i,-8.0095e-05-0.00038434i,0.0002266-0.000223i,0.00059431-3.9903e-05i,0.00073051+0.00028316i,0.00067021+4.3961e-05i,0.0001629-1.1882e-05i,-0.00052303+2.668e-06i
0.0019704-0.0011433i,-0.00012021-0.0019245i,-0.00060402-0.0020994i,-0.0011017-0.0016448i,-0.0017936-0.00059502i,-0.0023823+0.00091504i,-0.002301+0.0014334i,-0.0014231+0.0011985i,-0.00098556+0.0009071i,-0.00085936+0.00089387i,-0.00041459+0.00072893i,-0.00065182-0.00035825i,-0.00086579-0.00048938i,-0.00035764+0.00051384i,0.00010976+0.0008267i,0.00073696+0.00064368i,0.00080894+0.00080251i,-0.00029731+0.00090813i,-0.00055913+0.0005246i,0.00057308+0.00015869i,0.0006147-0.00010627i,-0.00034371-0.00027118i,-0.00044362-0.00013369i
0.0010929+0.0008717i,0.0019708+0.00080028i,0.0025895-0.00022398i,0.0023188-0.0015467i,0.0012633-0.00096556i,-0.00055428-0.00037862i,-0.00079329+0.00019447i,0.00018026+0.00088546i,-4.1591e-05+0.0015361i,-0.00052173+0.0018028i,0.00020782+0.0011159i,0.00014832+0.00069052i,-0.00011042+0.0011149i,0.00011926+0.0015578i,-7.5257e-05+0.0011467i,4.8543e-05-2.4078e-05i,6.3013e-05-0.00025551i,-3.2225e-05+0.00036019i,-0.00020838+0.00056822i,-0.00087325+0.00029456i,-0.00087843+0.00019746i,-8.0321e-05+0.00021131i,0.00035757+5.4716e-05i
-0.0012234-0.00070354i,-0.00071351-0.00070807i,-0.00082044+0.00068586i,-0.0022748+0.0018637i,-0.0021692+0.00191i,-0.00065435+0.0022003i,-0.0004005+0.0010237i,-0.0010662+0.00061575i,-0.0016376+0.0015843i,-0.0014447+0.0020995i,-0.00040196+0.0014752i,-0.00012791+0.00043002i,-0.0005839+8.6255e-05i,-0.00063071+1.5729e-05i,-0.0006753+7.9624e-05i,4.1838e-05+0.00067731i,0.00061198+0.0011045i,-0.00022462+0.0012274i,-0.00072111+0.0011767i,-0.00055969+0.00077256i,-3.8715e-05+0.00047131i,0.00011657+0.00048121i,-0.00025878-0.00046476i
0.00043979-0.00067824i,0.0009526-0.00060169i,0.00061-0.00090109i,0.00015021-9.3674e-05i,-0.00072512+0.00046609i,-0.0019641+0.00044159i,-0.0020492+0.00071178i,-0.00095026+0.0012735i,-0.00023226+0.0017959i,-0.00064322+0.002394i,-0.00051109+0.0015782i,-0.00033006+0.00053544i,-0.0005459+0.00027082i,-0.0003884+0.00016348i,-0.00022905+3.1745e-05i,-0.00015738+8.3266e-05i,-0.00023322+0.00034942i,0.00032168+0.00046087i,0.0011168+0.00039711i,0.001345+0.00033169i,0.00073527-0.00026368i,5.0662e-05-0.00074004i,0.00034752-0.00079634i
-0.00094404+0.0020286i,-0.00031817+0.00059209i,-0.0013613-0.00032191i,-0.0015585+0.00029272i,-0.00068261+0.00058694i,-0.00074198+0.00052721i,-0.00075073+0.00071141i,-0.0012294+0.00082249i,-0.0014737+0.0013148i,-0.00044291+0.0012699i,0.00038814+0.0010277i,-0.00013204+0.00084401i,-0.00048596+0.00040634i,0.00042655+0.00027911i,0.00043661+0.00062005i,8.016e-05+0.00070932i,-0.00011928+0.00027385i,-0.00039071+0.00010668i,-0.00056179-4.937e-05i,-0.00035733+0.00031979i,-0.00017847+0.0010475i,-0.00079148+0.00090733i,-0.00070233+0.00037934i
-0.00033592-0.00017998i,-0.00019908-0.00010311i,-0.00064599+0.00022986i,-0.001429+0.0017093i,-0.0024364+0.0026512i,-0.0032997+0.0019571i,-0.0027213+0.0016566i,-0.001458+0.00083086i,-0.0009258+0.00018364i,-0.00039222+0.00082606i,6.2148e-05+0.0013548i,0.00019406+0.0014165i,0.00012896+0.0012378i,0.00030214+0.00060567i,0.00047255-0.00039773i,0.00043465-0.0010733i,0.00093422-0.0011338i,0.00028141-0.0005305i,-0.00017176+0.00079557i,-0.00011845+0.0012594i,-0.0005709+0.00038723i,-0.00088389-0.00036299i,-0.00098608-0.00080374i
0.00011629+0.00018308i,-0.00080939-0.00039212i,-0.00089411-0.0016245i,-0.00064451-0.00089865i,-0.0011783+0.00098465i,-0.0021711+0.0017524i,-0.0019721+0.0013422i,-0.0013028+0.00093323i,-0.00073448+0.0017382i,-0.00052928+0.0016194i,-8.5428e-05+0.00021547i,-0.00021586+2.3602e-05i,-0.00077518+0.00068114i,-9.5595e-05+0.00077543i,1.6563e-05+0.00037698i,-0.00045397+0.00015861i,-0.00061799+0.00013653i,-0.00077761-7.7079e-05i,-0.00059948+6.6749e-05i,-0.00042374-0.00023578i,0.00047869-0.00042334i,0.00087952-5.6656e-06i,0.00021668+0.00071071i
-0.0014353-0.0011116i,-0.00044695-0.00045927i,-8.389e-05-0.00025491i,0.00044073-8.0144e-05i,0.00036738-5.7045e-05i,-0.00021816+8.3062e-05i,-0.00048524-0.00021357i,-0.00055779-0.00052565i,-0.00042678+0.00079348i,-0.00012462+0.0016593i,1.451e-05+0.0010418i,-6.3979e-05+1.6216e-05i,-0.00027486-9.0537e-05i,-0.00050013-0.00017191i,-0.00031764+0.00014633i,-0.00033052+0.0002026i,-5.2111e-05-0.00027674i,0.00021406-0.00024023i,-0.00018581-0.00070983i,-4.8825e-05-0.0010969i,0.00036963-0.00087507i,0.00041296-0.00063792i,0.00035166-0.00078791i
-0.00044993+0.0010991i,-0.00022843+0.00023852i,0.00059369-4.6368e-05i,0.00028674+3.9148e-05i,-0.00044232+0.00010279i,-0.0011778+0.0010365i,-0.0015815+0.0013757i,-0.0013289+0.0018401i,-0.00088922+0.0020517i,-0.00016755+0.0012041i,-0.0001359+0.00016754i,-0.0012853-8.7292e-05i,-0.0014578+0.00014422i,-0.00052283+0.00015528i,0.00060816+1.9169e-05i,0.00096825+9.1109e-05i,0.00018177+6.8857e-05i,-0.00029532-2.4473e-05i,-0.00030569-2.7727e-05i,-4.7685e-06-0.00040609i,-0.00026297-0.00075479i,-0.00072561-0.00054877i,2.2932e-05-0.00040702i
8.7118e-05-0.001579i,-0.00063918-0.00016007i,-0.0016687+0.00072183i,-0.0020838+0.0020105i,-0.0021306+0.0026871i,-0.0013347+0.0026638i,-0.00072027+0.0024206i,-0.0007175+0.0021565i,-0.0013507+0.0015399i,-0.0011146+0.0012253i,-0.00022764+0.0010625i,-0.00013928-0.00019969i,4.2319e-05-0.00045731i,0.00037923+0.00060987i,-0.00048214+0.00055406i,-0.00074953+0.00019271i,-0.00065464-0.0001554i,-0.00079464-0.00065883i,-0.0004994-0.00030097i,-0.00021394+0.0002211i,0.00033343+0.00057787i,0.0005655+1.8022e-05i,0.00017719-0.00061412i
-0.00088475-0.0012189i,-7.9858e-05-0.00056153i,-0.00041958+0.000318i,-0.0011596+0.0012823i,-0.0015938+0.0022523i,-0.0015291+0.0023128i,-0.00092558+0.0013967i,-0.00095062+0.0010534i,-0.0014897+0.0015639i,-0.0016739+0.0020436i,-0.0012242+0.0018348i,-0.0003911+0.00088437i,-0.00018324+0.00031576i,2.5153e-05+0.00028428i,0.00048956-9.0068e-05i,0.00047894+0.00024825i,0.00047668+0.00056334i,0.00038525+0.00024641i,0.00028331+0.0006009i,-0.00035538+0.00087942i,-0.00026767+0.00065178i,0.00057559-5.9524e-05i,0.00080724+5.8994e-05i
0.00043982+0.0019117i,0.00021957+0.00093953i,0.00023183+0.00083755i,9.4078e-05+0.0020234i,-0.00041589+0.0028063i,-0.00097153+0.0019231i,-0.001713+0.00076451i,-0.0021159+0.0013332i,-0.00095026+0.0020445i,0.00077225+0.0015397i,0.0013293+0.00058454i,0.00086971-7.9489e-05i,-0.00011427-0.00060209i,-0.00076203-0.00012324i,-0.0012183-7.1224e-05i,-0.0011048-0.00038779i,-0.0010813-4.1948e-05i,-0.00055388+0.00038949i,0.00075049+0.00073817i,0.0005131+0.0011831i,-0.0002855+0.00080279i,0.00016634-0.00037643i,0.00042943-1.4347e-05i
-0.0015516-0.00088371i,-0.001237+0.00013884i,-0.00069449+0.001705i,-0.00054168+0.0020563i,-0.0013456+0.00089386i,-0.002489+0.00066221i,-0.0024167+0.0010882i,-0.0020949+0.0011863i,-0.0013249+0.0012304i,-0.0008726+0.00081604i,-0.00036481+8.4889e-05i,-0.00052804-3.128e-05i,-0.00093225+4.6737e-06i,-0.00047858+0.0003073i,-0.000433+0.00012925i,-0.00020637-0.00049005i,0.00025189-0.00010285i,-9.2348e-06+0.00032929i,-0.00067819+0.00023072i,-0.00014927-7.3081e-05i,0.00047514-0.00053526i,0.00042657-0.00046458i,-0.00041502+0.00020385i
-0.00075981+0.00054896i,8.4161e-05-7.1514e-05i,0.00073629-0.00058976i,0.00086912-0.00051799i,0.00018377+1.9435e-05i,-0.0010016+0.00053064i,-0.0013253+0.00042448i,-0.00079202+0.00020827i,-0.00075999+0.00068707i,-0.0010661+0.00096934i,-0.0013683+0.00067931i,-0.0010716+0.00035629i,-0.00046865-8.2914e-05i,0.00014061+8.7524e-05i,0.00096919-0.00019582i,0.0011743-0.00053031i,-5.652e-05+0.00032646i,-0.00070123+0.00080113i,-0.00076263+0.00080948i,-0.00052837+0.00057484i,0.00032184+0.00015297i,0.00076318-0.00073757i,0.00026925-0.0014554i
-0.0013511+0.001739i,-0.00028215+0.0020801i,-1.7533e-05+0.0020401i,-0.00031296+0.002117i,-0.00093128+0.0020747i,-0.0011963+0.0015528i,-0.00080066+0.0011853i,-0.0006407+0.0011151i,-0.00072651+0.00053272i,-0.00044229+4.6397e-05i,-0.00026304+0.00067652i,-0.0004133+0.00020153i,-0.00035911-0.00091383i,-0.00013266-0.00032865i,1.1465e-05-0.00016386i,0.00010356-0.00097851i,0.00022207-0.00092037i,0.00024718+0.00036004i,-6.6329e-05+0.00072848i,0.00017331+0.00015871i,0.00019161-0.00013937i,-0.00067433-0.00073i,-0.00047911-0.00032164i
-0.00030076+0.00059289i,0.00014254+0.0012753i,-0.00030725+0.0012688i,-0.00077247+0.0009376i,-0.00052403+0.0014123i,0.0005092+0.0022239i,-8.0522e-05+0.0017252i,-0.00081071+0.001289i,-0.0010293+0.0014582i,-0.0012992+0.0011215i,-0.00033496+0.00067748i,-0.00032365+0.00023364i,-0.00045687-0.0001792i,-0.00024089-0.00014797i,0.00023073-0.00051588i,0.00030993-0.0007918i,-0.00092678+0.00022944i,-0.0008018+0.00083521i,-8.1955e-05+0.00047316i,-0.00071178-6.0565e-06i,-0.0011685-0.00027494i,-0.00087229-0.00011952i,-0.00038566-0.00029723i
1.7409e-05-0.0010631i,-0.00020447-0.0013211i,-0.00090368-0.00070384i,-0.001913+0.00042728i,-0.0021624+0.00098167i,-0.0017276+0.00068572i,-0.00083114+0.00077159i,-0.00061975+0.001206i,-0.0010981+0.0014854i,-0.00083594+0.0013984i,-0.00042531+0.00041733i,-0.00042874+0.00028248i,-0.00055624+0.00057106i,-0.00042132+4.7302e-05i,4.6935e-06-0.00018375i,0.00038382+0.00046832i,0.00045902+0.00033778i,-0.00020769+0.00040417i,-5.6856e-05+0.00064995i,0.00058784-0.00032016i,0.0010946-0.00082732i,0.00040332-0.00080978i,-0.00023157-8.2642e-05i
0.0012108+0.0011769i,0.00017185+2.3618e-05i,-0.00014106-0.00086237i,0.00045879+0.00034037i,-0.0010608+0.0016147i,-0.0023476+0.0012824i,-0.0014735+0.00084077i,-0.0010285+0.0011781i,-0.00098689+0.0012488i,-0.00088005+0.0010259i,-0.00065862+0.00075687i,-0.00063155+0.00060684i,-0.0010765+0.00014585i,-0.00071704-0.00025642i,0.00016372+1.7236e-05i,9.8359e-05+0.00042957i,-4.5571e-05-0.00050877i,0.00038878-0.00075039i,0.0006797-8.7297e-05i,0.00056108+5.8905e-05i,0.00021364-7.846e-05i,-0.0001676+0.00019572i,4.3644e-05+0.0009044i
0.00040231-0.0008403i,0.00079379-0.0015073i,0.00069119-0.0012872i,-0.0012041-0.00097641i,-0.0025555-0.00078967i,-0.0028124+0.00094549i,-0.0022268+0.0020738i,-0.0012329+0.0021332i,-0.00045264+0.0024656i,3.7962e-05+0.0020393i,-0.00052637+0.00056324i,-0.00080766+6.3291e-06i,8.1948e-05+0.00029383i,0.001086+0.00072964i,0.0010032+0.00088166i,0.00037345+0.00061697i,0.00034927+0.00032247i,9.9688e-05+0.00032001i,-0.00023145+0.00055921i,-0.00016696+0.00092017i,-6.6922e-05+0.00089988i,0.00013412+0.00072863i,-1.4663e-05+0.0012092i
-0.0015005+0.0018167i,-0.00039044+0.0023012i,9.115e-05+0.0029711i,0.00013186+0.0028183i,1.6562e-05+0.001802i,-0.000704+0.0010125i,-0.0011835+0.00099993i,-0.0013051+0.00089283i,-0.00098742+0.00098181i,0.00055104+0.0021118i,0.00097455+0.0021228i,0.0002393+0.00052369i,3.7229e-05-0.00044742i,0.00068584-0.00021017i,0.00069678-9.6025e-05i,0.00019373+0.00064993i,0.00033218+0.00065452i,0.00018511+0.00055747i,0.00040622+0.00055447i,0.0011494+0.00021422i,0.0010007+0.00043708i,0.00046971+0.00037711i,0.00019003+6.1983e-05i
