-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
-0.00050958-0.00077429i,-0.001181-0.00053546i,-0.00091676+0.00046187i,-0.00068526+0.0012903i,-0.00046656+0.00045904i,0.0003245-0.0012249i,0.00030004-0.0015793i,-0.0005003-0.0009948i,-0.0006342+0.00019472i,0.00012448+0.0010661i,2.0055e-05+0.0011272i,-0.000977+0.00060689i,-0.00082687-0.00045455i,8.2431e-05-0.001281i,4.7267e-05-0.0012144i,-0.00094057-0.00061247i,-0.00092553-0.0002864i,-0.00085961-0.00086965i,-0.0012618-0.00035791i,-0.001016-0.00014493i,5.3916e-06-0.0004893i,0.00045115-0.00022785i,0.00056464+0.00061446i
0.00032995-0.0018133i,-0.0001596-0.00029369i,-9.4755e-05-1.5984e-05i,0.00025638-0.00062367i,0.00052868-0.0001985i,0.00020708+0.00027211i,-1.605e-05+0.00049532i,-0.00020505+0.00032533i,-0.00077006-0.00039739i,-0.00087189-0.0005479i,-0.0002167-0.00027464i,-0.00015058-0.00055625i,-0.00034203-0.00099807i,0.00025025-0.00089559i,0.00011983-2.6614e-05i,-0.00032257+0.00034576i,-0.00061526-0.00072916i,-0.00034875-0.00061i,-2.4404e-05-0.00037109i,-0.00027788-0.00095333i,-6.8936e-05-8.0007e-06i,0.00026263+0.0009708i,0.00068124+0.00084289i
0.0024189-0.0042092i,0.0012521-0.003668i,0.00022755-0.002213i,0.0003763-0.0018572i,9.4716e-05-0.001528i,-0.00051735-0.00034849i,-0.00028205+0.00045324i,0.0001965-0.00013264i,0.00019413-0.00051495i,-0.00024679-0.00030792i,-0.00029913-0.00058149i,-0.00052052-0.00066683i,-0.00069405-8.9378e-05i,-0.00059137+0.00055767i,-0.0013088+0.00086888i,-0.0021413+0.00044646i,-0.0010196-0.00043519i,0.00055162+0.00039533i,0.00082245+0.00092825i,0.00037227+0.00026583i,0.00010657-0.00036938i,0.00025486-0.00016016i,0.00055914+0.00067792i
0.0010056-0.00090953i,-2.1434e-05-0.0017045i,-3.4649e-05-0.0025013i,-0.00022901-0.0024588i,-0.0011797-0.0018828i,-0.0016649-0.00038123i,-0.0006109+0.00037862i,0.00074992-0.00016274i,0.0011052-0.00048128i,0.00033625-0.00078239i,0.00011061-0.00022869i,0.00025822+0.00043061i,0.00014326-7.9188e-05i,6.3323e-06-0.00039285i,5.8357e-05-0.00026663i,5.2657e-05+3.0451e-05i,2.3909e-05-2.3907e-05i,-5.847e-06-0.00056395i,0.00029593-0.00073281i,0.00041059-0.00042974i,6.8821e-05-0.00020945i,-0.00038299-0.00054447i,-0.00014528-0.00096912i
0.00077314-0.00047345i,-8.1113e-05+0.00097851i,0.00047083+0.0020757i,0.00068363+0.00064427i,0.00031544-0.00064429i,0.00024304-0.00020223i,-0.00012273+0.00065812i,-2.2688e-05+0.00072146i,-4.4059e-05-0.00052954i,-0.00011315-0.00089455i,0.00027492-0.0005181i,0.00029714-0.00038963i,0.00042289-0.0003949i,0.00037353-0.00089262i,0.00068892-0.0011293i,0.00055217-0.00034081i,0.00028342+0.00085815i,0.00031263+0.0013167i,0.00016589+0.00082054i,-0.00023025+0.00019836i,-0.00033574+0.00011134i,-7.4321e-06-0.00029137i,0.00014667+0.00028294i
0.0004846-0.003008i,-0.00056342-0.0026955i,-0.00088854-0.0012782i,-0.00094594-0.00025925i,-0.0012822-0.00042353i,-0.0015206-0.0014628i,-0.00078791-0.001137i,4.5969e-05-0.00036276i,0.00025731-0.00042143i,0.00018297-4.041e-05i,-4.6699e-05+0.00033524i,-0.00052167+0.00020775i,-7.1348e-06+0.000138i,0.00041824-0.00020568i,0.00065676-1.9426e-05i,0.00049584+0.00031635i,-1.8929e-05+0.00086476i,-1.5288e-05+0.0011298i,-3.3336e-06+0.00074945i,-0.00017305+0.00078869i,-0.00029737+0.00087924i,-9.3091e-05+0.00029843i,1.3858e-05+6.7165e-05i
-0.0010326+0.00036656i,-0.00088076+0.00066402i,0.0007954+0.0013607i,0.0010815+0.0010773i,4.7971e-05-0.00045619i,-0.00049525-0.00053263i,9.1231e-05+6.317e-05i,0.0010753+0.00040736i,0.00080849+0.0004331i,0.00027719+0.00035065i,-9.351e-05+0.00058324i,-0.00069774+0.00056771i,-0.00094478+0.00081641i,-0.00041411+0.00074971i,0.00041608-0.00018651i,0.00070738-0.00050784i,0.00048339-0.00010393i,-0.00031046+0.00075959i,-0.00071309+0.00072882i,-0.00039847+0.00021979i,-0.00037546-0.00012303i,-0.0002468-0.00030765i,-0.00019504+0.00025198i
0.0002952-0.0042597i,-0.00048595-0.0025872i,-0.0012872-8.2243e-06i,-0.00092023+0.0011614i,-0.00081793+0.00075575i,-0.00055745-0.00011415i,9.235e-05-0.00019648i,-5.2728e-05-0.0005406i,-0.00083845-0.0010846i,-0.0009786-0.00029993i,-0.00069614+0.00018731i,0.0001703-0.00055771i,0.00028653-0.00062951i,-1.4179e-05-0.00047401i,6.5783e-06-0.00091468i,-0.00023697-0.00024742i,-0.00066107+0.00072576i,-0.00088818+0.00037069i,-0.00060179-0.00080126i,-0.00037846-0.0011719i,-0.0007297-0.00084604i,-0.00079789-0.00084912i,-0.00017406-0.00030057i
4.0433e-07-0.002638i,0.0003627-0.0010829i,-8.8677e-05-0.00066716i,-0.00098407-0.0017781i,-0.0012064-0.0016304i,-0.0010453-0.00061995i,-0.00051166-0.00020399i,0.0002483-0.00024748i,0.00013634+0.000143i,-0.00068206+0.00049807i,-0.00086795+6.1581e-05i,-0.00046397-0.00051201i,-0.00017391+5.4915e-05i,-1.4198e-05+0.00018939i,8.0249e-05-0.00088043i,0.00027152-0.00064956i,5.9131e-05+0.00017361i,0.00029211+0.00061413i,0.00049387+0.0004212i,-0.00021474-0.0002498i,-0.00020653-0.00026442i,0.00052116+0.00033921i,0.00022919+0.00033627i
-0.00083463-0.00016148i,-0.0017897+0.00016207i,-0.0015188+0.00151i,-0.000288+0.0019279i,0.00026743+0.0016175i,-0.00041988+0.0011045i,-0.00029702+0.00023936i,-0.00035556-0.00028198i,-0.00050522-0.00046386i,2.1153e-05-0.0003858i,-0.00020661+0.00019535i,0.00022263+9.5818e-05i,2.1622e-06-6.6543e-05i,-0.0011149-0.00050047i,-0.00061882-0.00072071i,0.00049743-0.00037729i,0.00072862+0.00015226i,0.0002444+0.00074116i,-0.00049184+0.00077877i,-0.00089943+0.00083386i,-0.00027262+0.00057605i,6.956e-05-5.1006e-05i,-5.6311e-05-0.00027246i
0.0028278-0.0027998i,0.0015876-0.0019499i,0.0017112-0.0018869i,0.0011839-0.0017359i,8.9562e-05-0.0013218i,-0.0006901-6.6927e-05i,-0.00083356+0.00092341i,-0.00047687-8.8099e-05i,-0.00050528-0.00064242i,-0.00059311+1.7144e-05i,-0.00077403+3.2433e-05i,-0.00043198-0.00013589i,0.00052431-0.00046035i,0.00057966-0.00069668i,1.3217e-05-0.0002214i,-0.00027913+0.000373i,-0.00037282+0.0004701i,-0.00056506+2.0222e-05i,-0.0011271-0.00028354i,-0.00059785+0.00014877i,-0.00017403+0.00034551i,-0.00051714-0.00058947i,1.8527e-05-0.00015749i
-0.00040503-0.0022609i,-0.00095524-0.00067723i,-0.0022392+0.00023394i,-0.0018889-0.00013245i,-0.0014384-0.00045682i,-0.0014563-9.4236e-05i,-0.00051972+0.00011602i,0.00037518-2.2136e-05i,0.00048038-0.00077768i,-0.00010949-0.0012939i,-0.00038484-0.00045818i,-0.00016237+0.00088196i,0.00011227+0.00076904i,0.00044953-4.9044e-06i,0.000589-0.00043709i,0.00022895-0.00050667i,0.00024784+0.00013214i,0.00064012+0.0010376i,0.00073342+0.0010803i,0.0010445+0.00045394i,0.00049776+0.00010154i,-0.00059351+3.7337e-05i,-0.00037259+0.00051647i
6.6566e-05-0.0018928i,-0.0014939-0.001041i,-0.0024891-0.00042537i,-0.0019856-7.3043e-07i,-0.0016013+0.0012084i,-0.001148+0.0016908i,-0.00030658+0.0015477i,2.6335e-05+0.00063495i,-0.00061307-0.00014816i,-0.0010962-0.00016709i,-0.0013295+0.00038033i,-0.00096632+0.00067773i,-0.00040069+0.0004243i,0.00011654+0.00019447i,0.00056566+0.00037175i,-1.2882e-05+0.00063737i,-0.00066194+0.00064815i,-0.00065739+0.00044554i,-0.00065972+0.00079784i,-0.0010723+0.0005038i,-0.0012772-0.00034031i,-0.00061742-0.00042219i,0.00023894+0.00050838i
0.00099054-0.0065958i,-9.9248e-06-0.0044327i,-0.00163-0.001871i,-0.0022237-0.00094183i,-0.0018853-0.0002513i,-0.001216+0.00064251i,-0.0006592+0.00020578i,-0.00017121-0.00055809i,0.00018673-0.0007999i,0.00018142-0.0004586i,-1.8499e-05-0.00027766i,-0.00050821+0.00023813i,-0.00099706+0.00052821i,-0.00073374+0.00022557i,-0.00019794+0.00047402i,0.0006947+0.00056729i,0.0007605+0.0001983i,0.00051328-0.00043493i,0.00071002-0.00086101i,0.00031287-0.0010317i,-0.00029638-0.00080072i,-0.0005256-6.3253e-05i,-0.00035775+0.00023496i
0.00027665-0.0028893i,-0.0014023-0.00092419i,-0.0028381+0.00017079i,-0.0025548+0.00022456i,-0.00059182+0.0003549i,0.00038567-7.2662e-05i,0.00069378-0.00033518i,0.00032729-0.0002312i,-9.879e-05-0.00016278i,-0.00053105+0.0010914i,-0.001582+0.0011689i,-0.0016672-0.00064111i,-0.00058614-0.0011774i,-5.5404e-05-0.00077751i,-0.00089477-0.00061679i,-0.0006638+7.5015e-05i,0.00025558+0.0010368i,0.0005254+0.00061929i,0.00031934+0.00044057i,-0.00018861-8.0187e-05i,-0.00043433-0.00081188i,-2.4382e-05-0.0001551i,-0.00011373+0.00081314i
0.0010429-0.00083231i,0.0015473-0.00014402i,0.001928+0.00041401i,0.00099133+0.0006312i,7.7116e-05+5.1841e-05i,-0.00045416-0.0005189i,-0.00045147-0.0003421i,9.6059e-05+0.00011793i,-8.7317e-05+0.00028662i,-0.00042577-0.00028428i,-0.00039327-0.00050192i,0.00039789-0.00028663i,0.00015581+0.00053508i,-0.00051288+0.0010604i,-3.0247e-05+0.00028394i,0.00060278-8.0427e-06i,-2.2456e-05+0.0010794i,-0.001019+0.00093141i,-0.0010464-0.00025338i,-0.00084904-0.00045895i,-0.00018293-0.00011915i,0.00078955+0.00061565i,0.0010874+0.00057792i
-0.00058666-0.0019992i,-0.0015993-4.8827e-06i,-0.0015703+0.0019079i,-0.0011217+0.0013755i,-0.00072916+0.00014274i,-0.00097915+6.7014e-05i,-0.00076288+0.00059967i,-0.00018699+0.00074198i,0.00013328+0.00054628i,-0.00028267+0.00029834i,-0.00044214+0.00031997i,0.00030376+0.00017898i,0.000154+0.0001989i,0.00026691+0.0010268i,0.00062299+0.00086057i,6.3154e-05+0.00012487i,-0.00014812-0.00013469i,-0.00020148-0.00046646i,-0.00047452-0.00028229i,-0.00063908+0.00079758i,0.00024217+0.0010876i,0.00087004+0.00049442i,0.0003699-0.000463i
0.0010627-0.00029715i,0.0014865-0.00035162i,0.0012421+0.00019184i,0.0011538+0.0010342i,0.00059778+0.00090753i,0.0004826+0.00049817i,0.00074769+0.0008077i,0.00086321+0.00079023i,0.00097303+0.00035382i,0.0014483-0.00019666i,0.00087811-0.0003377i,0.00010109-0.00058471i,-0.00041767-0.0010003i,-0.00039401-0.0012783i,0.00017631-0.00085003i,-0.00061362-0.00021258i,-0.0013756-0.00026691i,-0.00055538-2.1104e-05i,-0.00036757-4.7487e-05i,-0.00050957+0.00016533i,-0.00025366+0.0011562i,-0.00031917+0.00076048i,-4.6307e-05+0.00032095i
0.00013418-0.00090155i,-0.00028638-0.00088911i,-0.00023067+0.00017448i,-9.4706e-05+0.00030793i,0.00029393-0.00032227i,0.0001917+3.9254e-05i,-0.00054732+0.00038508i,-6.0602e-05+0.00021292i,0.0002105-0.00010208i,-0.0003732+8.0754e-05i,-0.00012665+0.00018853i,0.000491-7.0764e-05i,-4.0199e-06+0.0002898i,-0.00047056-0.00025675i,8.8692e-05-0.00083495i,0.0016909-0.00018287i,0.0012038+0.00059772i,-0.00016152+0.0011309i,-0.00077782+0.00089068i,-0.00078966+0.00062509i,-0.00048508-6.8291e-05i,-0.0001862-0.00010171i,0.00019969+0.001236i
0.00059031-0.0046791i,-0.00010155-0.0025936i,-0.00037035-0.0013431i,-0.00041447-0.0015515i,-0.0002517-0.00074097i,-0.00037554+0.00064279i,-4.9157e-05+0.00051661i,0.00024059-0.00011318i,-0.00023873-0.00079132i,-0.00050573-0.0013595i,-0.00031661-0.0012115i,-0.0003843-0.00034371i,0.00010216-0.00022665i,0.0011064-0.00089244i,0.00071062-0.0010265i,-6.3379e-05-0.00074989i,-6.2771e-06-0.00012088i,7.4633e-05-0.00023185i,-0.00042563-0.00081127i,-0.00064235-0.00021859i,-0.0011816+0.00068517i,-0.00080534+0.00022639i,0.00014102+7.4972e-05i
0.002267-0.001832i,0.00032738-0.0017858i,-0.00017204-0.001472i,-0.00011917-0.00080007i,0.00035637-0.001314i,0.00040484-0.00082413i,-2.4858e-05+0.0006334i,-0.00028612+0.00016813i,-9.7582e-05-0.00043791i,-0.00014479-0.0003013i,-0.00070045-0.0002804i,-0.00071529-0.00029718i,4.6755e-05-0.00017731i,0.00035987-0.00020743i,-0.00021702-0.00037493i,-0.00047036+6.5742e-05i,-0.00027018+0.00057808i,0.00037182-2.1762e-05i,0.00080049-0.00081404i,0.00068281-0.00041999i,0.00047969+0.00023263i,0.0006362+0.00047039i,0.00050038-2.5444e-05i
-0.0030921-0.0027172i,-0.0046498-0.0010486i,-0.0044368+0.0016363i,-0.0027858+0.0028835i,-0.0019386+0.002323i,-0.00060092+0.0013099i,0.00047772+0.00098897i,0.00045103+0.00038002i,-0.0010817-0.00013351i,-0.0011855-6.3494e-05i,0.00051743+0.00041072i,0.0012253+0.0001314i,0.0007793-0.00010998i,0.00061178+0.00026234i,0.00073821+0.00037872i,0.0006951+0.00092285i,0.00039735+0.0013863i,0.00024781+0.00083382i,-5.8019e-06+0.00038984i,-0.00052211+4.6956e-05i,-0.00039265-0.00057768i,-0.00015621+0.00032367i,-0.00027197+0.0011825i
-0.0014363-0.0015372i,-0.00062455-0.00032054i,-0.00086467+0.0014086i,-0.00053207+0.0018739i,-8.8242e-05+0.0010234i,-0.00042392+0.00034186i,0.00016755+0.00013177i,0.0014228+2.3348e-05i,0.001146-0.00034187i,0.00027629+0.00056318i,-1.5054e-05+0.00075087i,1.7662e-05+0.00013321i,-0.00046352-3.0772e-05i,-0.00046503-0.0007644i,-0.00097322-0.0006689i,-0.0012137-3.8345e-06i,-0.00023924-2.8375e-05i,-0.00010678-0.00022178i,-0.00022001+0.00032689i,-2.3638e-05+0.0001775i,0.00033311-0.00045181i,0.00080604-0.00017578i,0.00016589+0.00031754i
0.00017523-0.002759i,-0.00070499-0.0018499i,9.5032e-05-0.0007323i,-3.5455e-05+0.00019635i,-0.0009207-0.00027772i,-0.0010978-0.0012911i,-0.00020532-0.00051796i,0.00010883+0.00032669i,-0.00029854-0.00032681i,-0.00016068-0.0011513i,0.0001691-0.00071254i,-0.00032122-0.00014929i,-0.00088839+0.00081018i,-0.0004816+0.001285i,0.00019513+0.00043222i,-0.00046788-0.00039447i,-0.00089518-0.0012595i,-0.00029858-0.0009472i,0.00022407-0.0001381i,-0.00010885+0.00039355i,-0.00010574+0.00060217i,0.00019497-8.9736e-05i,-0.00018961+0.0001121i
-3.6558e-05+0.0011869i,-0.00058711+0.0013029i,4.2606e-05+0.0017686i,1.0222e-05+0.0015154i,0.00040024+0.001354i,0.00076499+0.00069177i,0.00055056+8.9644e-05i,0.00052132+0.00031373i,0.0001599+0.00017744i,-0.0002649-0.00010513i,-0.00041426-0.00074366i,-0.00073597-0.0012386i,-0.0011367-0.001139i,-0.00042629-0.00058904i,0.00032095+8.82e-05i,0.00047669-0.00040111i,0.00052113+0.00033411i,0.00051272+0.0020082i,0.00068133+0.0019557i,0.00063803+0.0011485i,0.00053083+0.00075735i,0.00025722+0.00059575i,-4.4676e-06+0.00011568i
0.0004143-0.0027685i,0.00083616-0.0012977i,-9.6798e-05-0.00011059i,-0.0005844+0.00013305i,-0.00018909+0.00038246i,0.00025063+0.00044796i,0.00013919+5.957e-05i,0.00042239-0.00027691i,0.00036731-0.00032112i,-0.0001771-0.00026249i,-0.00010258-0.00011299i,0.000163+0.00051837i,0.00016937+0.00055188i,0.00017574-0.00011301i,0.0001328+2.4091e-05i,-2.3304e-05+0.0003781i,-0.00012192+0.00048255i,-0.00035891+0.00059667i,-0.00026523-8.0289e-05i,-0.00021081-0.00049538i,-0.0006564+0.00024911i,-0.00084972+0.00088294i,-0.00029031+0.0010843i
-0.00014995-0.0028022i,-0.00027519-0.001783i,-0.00023596+0.00057701i,-0.0002544+0.00064069i,0.00055548-0.00019521i,0.00060924-0.00015329i,1.3753e-05+0.00018715i,-0.00063537+3.3188e-05i,-0.00097857-8.7904e-05i,-0.00029525-5.5905e-05i,-0.0002775+0.0002755i,-0.00065137+0.00042837i,-0.00087283+0.00020719i,-0.00082694-0.00036359i,0.00023734-0.0007421i,0.00042346+9.5427e-05i,-7.4044e-05+0.00075641i,0.00015094+0.00024102i,0.00010856+0.00016023i,-0.00030406+3.007e-05i,-0.00025356-0.00018438i,-8.8265e-05-1.2439e-05i,-0.00013952-0.00013083i
0.00097611-0.0010613i,6.2338e-06-0.00068798i,-0.00071829-0.00026502i,-0.0012536-8.5165e-05i,-0.0012853-0.00027517i,-0.00055821-0.0001965i,0.00049402+4.307e-05i,0.00082371+0.00042872i,0.00066759+3.3102e-05i,-2.092e-06-0.00040086i,-0.00054999-0.00032166i,-0.00073033+4.6205e-05i,-0.00070545-0.00047534i,-0.00022186-0.0010611i,-5.7917e-05-0.00070743i,-0.00013938-0.00049044i,0.00024276-0.00052043i,0.00095843-0.00012169i,0.00035015+0.00067206i,-0.0012247+0.00035456i,-0.0018186-0.00074015i,-0.00061134-0.00041774i,0.0009093+0.00042898i
0.0031503-0.0030355i,0.002115-0.0017034i,0.0020975-0.0011701i,0.0012194-0.0015303i,8.0711e-06-0.0010478i,-0.00066674-0.00028453i,-0.00040316+0.0001383i,0.00031955-0.00019937i,0.0010453-0.00085992i,0.0011529-0.00069876i,0.0012934-0.0005862i,0.0012952-0.00018821i,0.00068934-2.7619e-05i,1.6931e-05+0.0002331i,-0.00082522+0.00076984i,-0.0011604+0.00037178i,-0.00012579-3.1884e-05i,0.0004854-0.00018315i,-0.00020931-0.00074458i,-0.0006723-0.0005921i,-0.00052948+0.0004829i,1.3579e-05+0.00083626i,0.00019486+0.0005656i
0.00085532-0.0014498i,-0.00050815-0.0011134i,-0.0003224-0.00028708i,0.00011489+0.00030493i,0.00029076+0.00033708i,-0.00024169+0.00010808i,-0.00031282-0.0001022i,0.00011476+5.0889e-05i,0.00026872-0.00041865i,-0.00031297-0.00052291i,-0.00087123-0.00045446i,-0.00078071-0.0011319i,-0.00052463-0.0014539i,-0.00043048-0.00081018i,-0.00047586-3.8301e-05i,-0.00078173-1.7532e-05i,-0.00073317+0.00021243i,0.00011862+0.0011703i,0.00035405+0.0015241i,-2.4665e-05+0.00095204i,-0.00030075+0.00032415i,0.00046543+0.00011718i,0.00099341+0.00028225i
-0.0015968-0.00028513i,-0.0021644+0.00049761i,-0.0019688+0.0014489i,-0.0013116+0.0014814i,-0.00057793+0.00078418i,-0.00020589-0.00014191i,3.6373e-05-8.6631e-05i,-0.00037776+0.00068476i,-0.00092417+0.0013i,7.7096e-05+0.00095718i,0.00080746-0.00025756i,0.00055914-0.0012157i,0.00031806-0.00069081i,0.000195+0.00063325i,-0.00033922+0.0010096i,-0.00080403+0.00026907i,-5.9118e-05-0.00053883i,0.00063309-0.0005491i,0.0001349+0.00048039i,-0.00025206+0.00050113i,1.4456e-05-8.2067e-05i,-0.00024827+0.00024266i,-0.0010103+0.00067779i
0.00045388-0.0042634i,-0.00020609-0.0026474i,-0.00017177+7.8038e-05i,5.827e-05+0.00086204i,0.00015973+0.00029724i,0.00014736+0.00034221i,-0.00016667-0.00015556i,-0.00021562-0.00065139i,-0.00017687-0.0011091i,-0.00022104-0.00078337i,0.00010179-0.00062326i,-0.00012682-0.00017192i,-0.00025064+0.00082289i,-0.00049505+0.00072677i,-7.4274e-05+0.00037531i,0.00042373+0.00049077i,-0.00034859+0.0003963i,-0.00060633+8.2262e-06i,-0.00070084-0.00052063i,-0.00090798-0.0012691i,-0.00045305-0.0014313i,-0.00010696-0.00079219i,4.9076e-05-0.00025774i
-0.00090052-0.0025357i,-0.0020909-0.0012487i,-0.0020438-0.00043121i,-0.0016222+0.00031755i,-0.0018552+0.00044683i,-0.0016594+0.00036635i,-0.00044029-0.00025105i,0.00040801-6.7149e-05i,-0.00029928+0.00035249i,-0.001219-0.00034577i,-0.00083375-0.00080539i,-0.00051416-0.00026647i,-0.00058538-0.00016083i,-0.00032743-0.00027454i,-0.00066869-0.00050403i,-0.00078365-0.00017055i,-0.00073538+0.00042736i,-0.0016304+5.6912e-05i,-0.0011641-0.00023483i,-6.9889e-05+0.0001197i,-0.00045596+0.00046907i,-0.000729+0.00061465i,-0.00044702+0.00037527i
0.001444+0.00029329i,0.00065548+0.00047637i,0.00072591-0.00023079i,2.0017e-05-0.0016247i,-0.00039927-0.0017737i,-4.0559e-05-0.00044132i,0.00049138+0.00044509i,-2.8903e-05+0.00012656i,-0.00082524-0.0004524i,-0.0010042-0.00045051i,-0.00059487-0.00085499i,-0.00029882-0.00072499i,6.4444e-05+6.2276e-05i,-0.00022503+9.9037e-05i,-0.00035333-8.3521e-05i,0.00021369-0.00023855i,0.0007572-0.00028867i,0.00067462+0.00021002i,0.00020506-6.0934e-05i,-0.00039256-0.00034444i,-0.0007536-9.4128e-05i,9.9072e-05+0.00029625i,0.00072323+0.00087092i
0.00040158-0.0008373i,-0.00033691+0.00042828i,-0.00023114+0.0016308i,0.00059978+0.0006855i,0.0011161-0.00071591i,0.0010341-0.00058878i,0.00061981+0.00063499i,7.3192e-05+0.00075204i,-0.00052574+0.00022082i,-0.0004928-0.00067864i,-0.00011062-0.0011879i,-6.0168e-05-0.00023443i,-0.00015404-0.00023062i,0.00049062-0.00061583i,0.00038155-3.4554e-05i,-0.00054268+0.00047803i,-0.000723+0.00086804i,-0.00066743+0.00074861i,-0.00082002+0.00029204i,-0.00042916-8.1907e-05i,0.00020903-0.00058439i,3.1856e-05+0.00053637i,-0.00012375+0.0011623i
0.00048641-0.0015549i,-0.00021535-0.00021718i,6.761e-05+0.00068029i,0.00058939+0.00024325i,0.0013695-0.00016187i,0.0015451+3.1714e-05i,0.0010062+0.00066396i,0.00014035+0.00015788i,-0.00033477-0.00042724i,-0.00046053+0.00020012i,-0.0003308+0.00034883i,-0.00062594+0.00026533i,-0.00064298+0.00010197i,3.8115e-05-0.00040089i,-5.7442e-05-0.00047986i,-0.00056999-0.00069514i,-0.00058374-0.00013887i,-0.0007055+0.00039494i,-0.0006588-0.00057668i,-5.7647e-05-0.0013152i,-0.00050474-0.00078821i,-0.0010862+0.00037685i,-0.00034852+0.00078839i
0.0004574-0.000665i,-0.00067548-0.00078198i,-0.00090958+0.00049939i,-0.0014399+0.00055208i,-0.00090626+5.9044e-05i,-0.00012588-0.00022615i,0.00042714-0.00041069i,0.00072105-9.6835e-05i,0.00031411+0.00035669i,-9.704e-05+0.00018551i,0.00017527-0.00018145i,1.7798e-05-0.0002574i,-0.00013385+1.0203e-05i,0.00046767+0.00076165i,0.00062325+0.00081529i,0.00037757+0.00068276i,0.00056575+0.00059792i,-0.0001497+0.00018383i,-0.00046961+6.7382e-05i,-9.6924e-05+0.00032582i,0.00014515+0.00095024i,0.00020674+0.0010313i,-0.00075351+0.00036644i
-0.00017659-0.0048164i,-0.0016441-0.0034286i,-0.0030108-0.001847i,-0.0025008-0.00094032i,-0.0015487-0.00061342i,-0.00075471-0.00017694i,0.00070244+0.00022175i,0.0011161-0.00026708i,0.00048818-0.00081224i,-0.00022401-0.00051282i,-0.00053506-0.00020349i,4.1932e-05-0.00032624i,-0.00056884-0.00032954i,-0.0010354-0.00068511i,-0.0010882-0.00053622i,-0.00089758-0.00048591i,6.4073e-05-0.00060969i,0.00046806+0.00010728i,5.6945e-06-6.5217e-05i,0.00036105-0.00074068i,0.00031528-0.00082061i,-0.00023445-0.0011398i,-0.001009-0.0013795i
-0.0011251-0.0023073i,-0.0031633-0.0011136i,-0.0033952-0.00051558i,-0.001767-0.00067418i,-0.00061825-0.00075389i,-0.00075023+0.00021786i,-0.00079015+0.00087491i,-0.00044031+0.00014975i,-0.00024987+0.0001335i,-7.964e-05+0.00051156i,-0.00012582+0.00020635i,-0.00077109+0.00024587i,-0.0007126+0.00072533i,0.00012579+0.00065155i,-0.00051929+0.00010567i,-0.00076333+8.4386e-05i,-0.00020888+0.00063126i,0.000113+0.00020666i,-1.0255e-05-0.00049677i,-0.00038931-0.00039085i,-0.0004287+5.9424e-06i,-0.00057479+0.00059651i,9.7839e-05+0.0004556i
-0.00093093-0.0016664i,-0.0011027-0.00038143i,-0.00081172+0.00094634i,-0.00083075+0.00074678i,-0.00066148+0.00078306i,0.00041531+0.00045645i,0.00059017+0.00033294i,0.00017303-0.00031994i,0.00013956-0.00057449i,-1.935e-06-7.3732e-05i,3.1983e-05-9.0023e-05i,0.00013243-0.00021467i,0.00054159+0.00020638i,0.00014007+0.00051217i,-0.00086889-4.8858e-05i,-0.00085728+0.00028313i,0.00011862+0.00015954i,0.00090304-0.00056191i,4.2354e-05-0.00020372i,-6.7797e-05-0.00014155i,0.0001527-0.00042284i,-0.00022291-0.00081027i,0.00017843-0.00058834i
0.00068337-0.0018265i,0.0006757-0.0013626i,-0.00018374-0.00035769i,-0.00061711-0.00049445i,-0.00094069-0.00086615i,-0.0010015-2.2485e-05i,-0.00071204+0.00044142i,7.6809e-05-0.00032864i,1.4571e-05-0.00031879i,-0.0005286-0.0004992i,-0.00022988-0.00098292i,-0.00013531-0.00049706i,-0.00044275+0.00023867i,-0.0004229+2.955e-05i,-0.00075394-0.00043351i,-0.00083836-0.00053661i,-0.00046322-0.00016143i,0.00051525+0.00026539i,-0.00013477+0.00089549i,-0.00048894+0.00050498i,0.0005984+0.00018487i,0.00099144+0.00025695i,0.00068573-6.5525e-05i
0.00088221-0.0016268i,-0.0006444-0.00090578i,-0.000726-1.4852e-05i,-2.0534e-05+0.00097304i,-0.00038651+0.00063599i,-0.0012046+0.00031556i,-0.0017388-0.00030636i,-0.0010131-0.0013721i,-0.00044233-0.0012168i,-0.00063719-0.0011482i,-0.00036395-0.0010685i,-0.00010548+0.00021453i,0.00051855+7.1699e-05i,0.00098288-0.0005785i,0.00034428-7.3853e-05i,-0.00027763+0.00025801i,-0.00059964+0.00039731i,-0.00099673+0.0006243i,-0.001336-6.8626e-06i,-0.00086529-0.00052882i,-8.0421e-06-8.0018e-05i,0.00056493-7.5012e-05i,1.6953e-05-0.00034533i
