-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
-0.0006522+0.0020589i,-0.00073635+0.0011565i,-0.00036808+0.0012968i,0.00033591+0.00027205i,0.0006077-0.00075637i,-0.00065049-0.0016693i,-0.0014003-0.001516i,-0.0010634-0.00097404i,-0.00024847-0.0006832i,-8.5232e-05+0.0001697i,-0.0002606+0.0003554i,8.3181e-05-0.00040141i,4.1664e-06-0.0011083i,-0.0005879-0.00089302i,-0.00042513-0.00048304i,0.00013222-0.00027939i,0.00047652+0.00014807i,8.5601e-05+7.8919e-05i,-0.00044178+0.00011303i,-0.00024831+0.00037867i,0.00026766+0.0003003i,0.00056611+0.00038561i,0.00070103-0.00026055i
-0.00038269+0.00074337i,-0.00011626+0.00076173i,-0.00043954+0.00073758i,-0.00042211-0.00053895i,-3.3816e-05-0.0029486i,-0.00046546-0.0026581i,-0.00081259-0.0015342i,-0.00072919-0.0011179i,-0.00022038-0.00074597i,0.00071228-0.00040561i,0.0014213-0.00024223i,0.00094611-5.5321e-05i,0.00027486+0.00014937i,0.00058518+0.00013117i,6.2795e-05+2.6078e-05i,-0.00050101-9.7957e-05i,0.00031032-0.00023949i,0.0010049-0.0005134i,0.00052972-0.00071782i,-0.00036307-0.0005967i,-0.00041109-0.00035142i,6.0361e-05-0.00025775i,0.00045747-0.00012472i
0.00075549-0.00015917i,0.0013802+0.00011015i,0.0017576-0.00057709i,0.00052524-0.00023873i,-0.00079291+0.0003358i,-0.0011172+0.00011256i,-0.00097774-4.7104e-05i,-0.00024212-0.00060652i,0.00023741-0.001039i,-0.0001207-0.00082358i,-0.00017955-0.00029329i,-0.00029389+1.3681e-05i,0.00010023-0.00028508i,0.00078983-0.00032958i,0.00051103+0.00024921i,0.0001893+0.00089841i,0.00019979+0.00088291i,-9.5104e-05+0.00094155i,3.4901e-05+0.00020539i,0.00039926-0.00082702i,-0.00027749-0.00038271i,-0.00074613-0.00013469i,-0.00044455-0.00061169i
-0.001022+0.00057367i,-0.0017551+3.1197e-05i,-0.0018141+0.00026327i,-0.0018615-0.00084422i,-0.0021797-0.0016555i,-0.0016785-0.0015795i,-0.0004391-0.0012695i,-4.2347e-05-0.00012112i,-0.0004409+0.00046749i,-0.00040893+0.00072316i,-0.00013196+0.00072204i,0.00012973+0.00036485i,8.1956e-05+0.00077327i,-0.00041468+0.00029931i,-8.9933e-05-0.00052246i,5.2289e-06+7.8447e-05i,-9.0751e-05+0.0011752i,0.00014575+0.0015649i,0.00079257+0.00087462i,0.0010822+2.8534e-05i,0.0004967-0.00022908i,0.00051972-0.00032976i,0.00036703-0.0002251i
0.00011347+0.0010961i,0.00010189+0.00066489i,0.0013706-0.00034865i,0.0019628-0.0010129i,0.00093138-0.0020229i,-0.0018347-0.0022452i,-0.0024673-0.00093891i,-0.00098325+0.00039396i,-0.00079796+0.00026747i,-0.00099833-0.00011617i,-0.00020794+0.0001588i,0.00020029-0.00013086i,-0.00053774-0.00023317i,-0.00073604+2.5783e-05i,0.00027963-2.6358e-05i,-0.00017265+0.00058679i,-0.00058752+0.0012633i,-0.000215+0.00083024i,5.1956e-05-1.9053e-05i,0.00044533+0.00017137i,0.00028102+0.00059763i,6.4847e-05+0.00069942i,0.00011098-0.00029605i
0.00025278-0.0012683i,0.0007378-2.8759e-06i,-0.00042683-0.00021132i,-0.0017352-0.00055512i,-0.0019241-0.00074259i,-0.00071677-0.001053i,-0.00069071-0.00039242i,-0.00066471+4.5289e-06i,-0.00067052-0.00061203i,-0.00092907-0.0012192i,5.2994e-05-0.0012601i,0.00070529-0.00094711i,0.0002752-0.00079761i,0.00057865-0.00096748i,0.00099124-0.00071786i,0.00034182-0.00034043i,-2.2056e-05-8.7172e-06i,-0.00054361+0.00031616i,-0.00045293+6.3821e-05i,-0.00017556-0.0001318i,-0.0007405+0.00057799i,-0.00064479+0.0014124i,-0.00035149+0.00045719i
7.1065e-05+0.0022797i,0.00068405+0.00096101i,0.0013325-0.00080018i,0.00015162-0.0010429i,-0.0011548-0.002146i,-0.0014621-0.0027907i,-0.0014244-0.0012786i,-0.0014056-0.00039365i,-0.0004802-0.00041499i,0.00056565-0.00052195i,0.00078489-0.00063638i,0.0011952-0.00032024i,0.0011712-0.00025321i,0.00083024-1.1301e-05i,0.00018055+3.7679e-05i,-0.00036262+0.00016254i,-0.00033695-0.00011026i,0.00088055-0.00039428i,0.00086918-0.0002926i,-0.00035576-5.4934e-05i,-0.00037891+0.00047899i,1.4206e-05+0.00031943i,0.00029458-0.00094484i
-0.000449-0.00065916i,-0.001272-0.00075378i,-0.0018179+0.00036755i,-0.0016638+0.00022025i,-0.0015871-0.00014427i,-0.0014603-0.00058261i,-0.001042-0.00081443i,-0.0013851-0.00029329i,-0.0016914+0.00079926i,-0.0013276+0.00086501i,0.00011379-0.00034748i,0.0012572-0.00036551i,0.00018649+0.00081697i,3.5331e-05+0.00091744i,0.00019577+0.00082181i,0.00034774+0.0014208i,0.00057185+0.0013567i,0.00053511+0.0005146i,0.00046433-9.9254e-05i,0.00014214+0.00072769i,0.00017065+0.0013745i,7.636e-05+0.00059143i,-7.6653e-05-0.00043718i
-0.00016319+0.00035989i,0.00031264+0.00085108i,0.0003697+0.00064113i,0.00027568-0.00025238i,0.00049201-0.0017708i,-0.0001478-0.0024942i,-0.00014374-0.00099606i,0.00014996-0.00019941i,-0.00066089-0.00047035i,-0.0012674-0.0011719i,-2.0594e-05-0.0011209i,0.00071513+8.6923e-06i,-0.0002104+0.00080251i,-0.0010778+0.0010523i,-0.00095537+0.00071262i,-0.00041763+0.00024011i,-0.00020023-0.00011881i,-5.772e-05-0.00034575i,0.00046449-0.0002261i,0.00083604-0.00036906i,0.00057876-0.00015751i,0.00019759+0.00064745i,-0.00021235+0.00076933i
0.0004759-0.0001414i,0.00038565-0.00049701i,0.00025646-0.0007768i,-0.00053497-0.00049243i,-0.0018867+0.00044636i,-0.0023983+0.0001986i,-0.0012485-7.9241e-05i,-0.00014283+0.00027678i,-0.00073989-2.2402e-05i,-0.0010647-0.00029452i,-0.00097849+0.00036187i,-0.0010069+0.00027515i,-0.00040938-0.00016075i,0.00048424-0.00098622i,0.00010741-0.00077309i,-0.00063324+0.00035407i,-0.00049368+0.00069852i,-4.0107e-05+0.00081719i,0.00012446+1.2115e-05i,-0.0002105-0.00087853i,-0.00035498-0.00068308i,-0.00036475-6.3256e-05i,-0.00017232+6.5052e-05i
-0.0012504+0.0031073i,-0.0015941+0.0023731i,0.00015348+0.0026922i,0.00046826+0.0018148i,-0.00050938-0.00053065i,-0.0013067-0.0029012i,-0.0014819-0.0029046i,-0.0013538-0.00097355i,-0.00084712-9.3046e-05i,0.00023893-0.00010301i,0.00099017+4.3195e-05i,0.00069639+0.00044136i,-0.00022739+0.00046715i,-0.001415+0.0002962i,-0.0015001-0.00011121i,-0.00072567-0.00021775i,-0.0003312-0.00012545i,0.00018444+0.00016888i,0.0004757+8.1561e-05i,0.00070959-0.00085181i,0.00012483-0.00054098i,0.00031739+0.00030364i,0.001+0.0003983i
-0.0011324+0.001111i,-0.00099817-0.00017208i,-0.0011382+0.00083329i,-0.00064972+0.0011859i,0.00016558-0.00019883i,-0.00040347-0.00097471i,-0.0013943-0.00042751i,-0.0010228+0.00035697i,-0.0008579+0.00020401i,-0.00065642-0.0003105i,5.7983e-05+0.00014826i,0.00031194+0.0005204i,0.00032295+0.0003065i,-0.00070074+3.7651e-05i,-0.0012952-0.00031275i,-0.00053566+0.00030383i,-0.00049528+0.00051363i,-0.00025442+0.00045699i,4.0796e-05+0.00077573i,-0.00029029+0.00051232i,-0.00045574+0.00058529i,2.0467e-05+0.00067686i,0.00046743-0.00017444i
0.00039351+0.0012846i,-0.00066843+0.00094777i,-0.00060219+0.0010779i,-0.00013246-0.00037003i,-0.00094173-0.0021815i,-0.0010154-0.0028466i,-0.00035275-0.0016617i,0.00018162+7.6274e-05i,0.0004553+0.0010525i,0.00029008+5.8854e-05i,0.00063258-0.0007441i,0.00085238-0.00038256i,0.00025214-0.00031748i,-2.7258e-05-0.0003918i,0.0003567-0.00038316i,0.00017116+0.00037259i,0.00033299+0.00064056i,0.00076205-0.00032968i,0.00056749-0.00032311i,5.0998e-05+0.00023535i,-0.000168+0.00017952i,-0.00057234+0.00048889i,-0.00014341+0.00052514i
-0.0017622+0.00047828i,-0.0018767-0.0004047i,-0.0011921-7.8077e-05i,0.00040989-0.00052068i,0.0015116-0.0017747i,0.00023029-0.0032091i,-0.00099129-0.0025015i,-0.00072489-0.00086964i,-0.00022617-0.00016588i,-6.9224e-05-9.757e-05i,0.0001733-0.00074816i,0.00058467+4.3043e-05i,-0.00021302+0.00090172i,-0.00072664+0.00070156i,-3.9181e-05+0.0010791i,0.0005669+0.0011774i,0.00049658+0.0010994i,-0.00021154+0.00061965i,-0.00058633+0.00024069i,-0.00028938-0.00013277i,0.00033902-0.00027878i,0.00080344+0.00024467i,0.00089073+0.00061063i
0.00013117+0.00099654i,0.00021042+0.00091573i,0.00035045+0.00017443i,-3.9277e-07-0.001193i,-0.00047099-0.0018002i,-0.00073649-0.00084791i,-0.0005532-3.1188e-05i,6.4951e-05+9.9845e-05i,-5.6144e-05-2.8034e-05i,-0.00037399-0.00018444i,0.00016574+0.00014362i,0.00034545-0.000321i,-0.00060173-0.00057016i,-0.00049507-0.0003037i,-0.00037027+0.00025568i,-0.00073506+0.00047148i,0.00026666+0.00030624i,0.0012113+0.00051832i,0.00063452+0.00036182i,7.5833e-05-0.00024701i,-0.00052055-0.00086425i,-0.0009468-0.00088254i,-0.00021824-0.00032342i
-0.0006952+0.00031677i,-0.00099887+0.00063088i,-0.00092721+0.00053017i,-0.00081396+0.00027321i,-0.00025714+0.00018514i,-0.00032157+0.0003552i,-0.00032168+0.00038796i,-0.00026761+0.00031513i,-0.0010286-0.00060989i,-0.0011427-0.00073902i,-0.0004855-0.00017941i,0.00017783+0.00017037i,0.00079415+0.0004974i,0.00028101-0.00014191i,9.2517e-07-0.00061037i,0.00030766-0.00024343i,0.00049073-0.00021347i,0.00092067+0.00010017i,0.00097603+0.0005655i,0.00017239+0.00049663i,-0.0006797+0.00034728i,-0.00047213+0.00032172i,0.00047063-0.00038706i
0.00049253+0.0006501i,-8.0359e-05+0.0005036i,-0.00061985+0.00016757i,-0.00084939-0.00078895i,-0.0012072-0.00074173i,-0.0016743-0.00086439i,-0.00095776-0.00014082i,-0.00074709+0.00059769i,-0.0012502-0.00046438i,-0.00071961-0.0014134i,-5.7724e-05-0.001531i,-0.00053609-0.00072964i,-0.00065893+0.00033225i,-0.000586-0.00011284i,-8.4817e-05-0.00063827i,-0.00019269+0.00069445i,-0.00036291+0.0015003i,-0.00025737+0.00047853i,-0.00058315-0.00045406i,-2.144e-05-0.00033447i,0.00011193-0.0004682i,-0.00068789-0.00044646i,-0.00048756-0.00032486i
0.00039513-0.00036479i,0.00045727-0.0003837i,-1.8007e-05-0.00072613i,-0.00058886-0.0010295i,-0.0018997-0.0017915i,-0.0027853-0.0024343i,-0.0026028-0.0017413i,-0.0017863-0.0005437i,-0.0011489-0.00041069i,-0.0011708-0.00026481i,-0.00077151+4.6208e-05i,-0.00055149+1.7312e-05i,-0.00088192-0.00043842i,-0.0007283-0.00091587i,-0.00068989-0.001474i,-0.001189-0.0014694i,-0.0009624-0.00067404i,-0.00022644+0.00032457i,-6.5098e-05+0.00045207i,-9.6768e-05-3.842e-05i,8.9015e-05+2.2489e-05i,0.00038725-0.00084502i,0.00052629-0.0010599i
-0.0015362-0.00042425i,-0.0013028-0.00079359i,-0.00062773-0.00046825i,-0.00038529+0.00029649i,-0.00034637-0.00023113i,-0.00049999-0.00082448i,-0.0014472-0.00097258i,-0.0011171-0.00053992i,0.00022864-0.00063254i,0.0008952-0.0010416i,0.00063643-0.0007268i,-6.1192e-05-0.00057081i,-0.00064898-0.00016571i,-0.00076118+0.00071047i,-0.0003023+0.00091484i,0.00026444+0.00037458i,0.00027486+0.00053351i,-0.00048089+0.00019461i,-0.00090885-0.00090407i,-9.454e-05-0.0011202i,0.0010116-0.00043381i,0.0014726+0.00027895i,0.0017196+0.00064977i
0.00020257-0.0017004i,0.00042711-0.0014027i,1.2311e-05-0.0013516i,-0.00073832-0.0016835i,-0.0013833-0.00269i,-0.0018269-0.002019i,-0.0013842-0.00018634i,-0.00046914+0.00039943i,0.00029926+0.0002894i,0.00069785+4.0315e-05i,0.00097265+0.00014076i,6.7739e-05+0.00033481i,-0.00090845+0.00099547i,-0.00099377+0.00037472i,-0.00018859-4.3539e-05i,-0.00031143+0.00079559i,-0.0007794+0.0011066i,-0.00074616+0.00088534i,-0.00054146+0.00064315i,2.5901e-05+0.0007476i,0.00045878+0.00064801i,0.00066298+0.00024382i,0.00068421-0.00039237i
-0.00013123-0.00040772i,0.00042699+0.00018046i,4.8528e-05-8.3602e-05i,8.4887e-05+8.9327e-05i,0.00048241-0.00040549i,0.00021613-0.0001758i,-0.00032399-0.00016654i,-6.5774e-05-0.0003323i,0.00025502-0.0002483i,-0.00054572-0.00014929i,-0.0011637+2.3896e-06i,-0.0002957+0.00015381i,0.00010568-0.00035506i,-0.0010015-0.00025177i,-0.0018049+0.00039668i,-0.0011907+0.00014948i,-0.00027151+0.00037039i,0.00032927+0.0005175i,0.00027116+0.00025701i,0.00020276+0.00051202i,0.00023065+0.00076126i,-0.00027413+0.000524i,-0.0001717-0.00066611i
0.0002776+0.00090872i,0.00010491+0.00034741i,0.00013701+0.0004333i,0.00041988-0.00022721i,0.00055244-0.0012851i,-0.00023325-0.0010508i,-0.00038465-0.00051644i,0.00016166-9.1839e-05i,-0.00045696+0.00047254i,-0.00052541+0.00024717i,0.00017082-0.00018205i,1.6313e-05-0.00076016i,-0.00079202-0.00081053i,-0.00055848-0.0010146i,-0.00021625-0.0009115i,-4.7472e-05-0.00039534i,0.00045193+9.3585e-05i,0.00057375+0.0003518i,0.0002906+0.0004438i,-0.00083107+0.00036111i,-0.0013299+7.9557e-05i,-0.00023293+0.00014808i,0.0010872+0.00033078i
0.0012997+0.00048721i,0.00067469+0.0011537i,0.00077788+0.00088289i,-0.00085566-0.0002358i,-0.002237-0.0012764i,-0.0023913-0.00088519i,-0.0017444+0.00070289i,-0.00073578+0.0013583i,0.00013357+0.00071198i,9.6673e-05-0.0003849i,-0.00059644-0.00076086i,-0.00064-0.00045007i,0.00015909+0.00048974i,0.00036872+0.00071985i,3.4758e-05-0.00035974i,-3.4773e-05-0.0001579i,0.00078127+0.00089833i,0.0012985+0.00076113i,0.0010703+0.00012347i,0.00052758+0.00052258i,-0.00035763-6.8381e-06i,-6.0978e-05-0.00047008i,0.00035916+0.00013008i
0.00014672+0.0006758i,0.00090965-0.0003126i,0.00045675+0.00010223i,-0.00056465-0.00027894i,-0.0010291-0.0016678i,-0.00096843-0.002532i,-0.0011293-0.0023118i,-0.0014477-0.0010326i,-0.0011564-0.0001287i,-0.00059752+0.00024419i,0.00049223+0.00035416i,0.00087011+0.00029791i,0.00047481+0.00035913i,1.1972e-06+0.00025164i,8.2589e-05+0.00025088i,-9.0685e-05+0.00084462i,-0.00025873+0.0011184i,-2.5503e-05+0.0005584i,-0.00043725+0.00056586i,-0.00059527+0.00051367i,-0.00035003+0.00021294i,0.00021237-0.00026962i,0.00064914-0.00086741i
-0.00026536+0.00026635i,-0.00030938+0.00016589i,-0.00069658-0.00015525i,-0.00028962-0.0014421i,0.00060754-0.0028571i,-0.00013943-0.0022856i,-0.00011438-0.00093471i,0.00067182-0.00051745i,0.00053901-0.00028995i,0.0004763+7.9428e-05i,-6.145e-05-6.3124e-05i,-0.00046753-0.00010115i,0.00019505+2.6083e-05i,-0.00053192-0.0003392i,-0.0011144-0.00052991i,-0.00044434-0.00016379i,0.00015641-0.00027713i,0.00046196+0.00017595i,3.7626e-05+0.0001152i,-0.00018468+8.0284e-05i,-0.00017935+0.00021615i,-1.6494e-05+0.00021038i,0.00018298+0.00025119i
0.00039322+0.0014537i,-0.00020365+0.00084873i,-0.00081931+0.0008977i,-0.0012141-0.00052718i,-0.0014676-0.0019732i,-0.0017798-0.0014212i,-0.0016339-0.00022091i,-0.00077387-0.00021838i,-0.000467-0.00010086i,-0.00037317+0.00020028i,-3.2781e-05+7.2456e-05i,0.00035329-0.00026703i,0.00067964-0.00046891i,0.00043568+4.4334e-05i,-0.00018075+0.00024122i,1.7466e-05+0.00011171i,1.9226e-05-0.0004338i,-7.1138e-05-0.0010554i,0.00034201-0.00076596i,0.00063409-0.00053491i,0.00067782-0.00086505i,-0.00042843-0.00027883i,-0.00091744-9.1532e-05i
0.0015049+2.4162e-06i,0.00089018+0.00074747i,0.00055789+0.00015951i,0.0010939-0.0014205i,0.00011295-0.0017617i,-0.0013156-0.0013911i,-0.0011675-0.0011437i,-0.00058379-0.0010003i,-0.00047671-0.00044534i,-0.00075117+8.2028e-05i,-0.00027412+0.00018432i,5.7037e-05+0.00019729i,-0.00063252-0.00010418i,-0.0012176-0.00094249i,-0.0010131-0.0013299i,0.00025337-0.00037305i,0.0011264+0.0002577i,0.00071547+0.00034698i,0.00063826+0.00018716i,0.00021566-0.00053444i,-0.00090664-0.0010776i,-0.0012938-0.0012598i,-6.5018e-05-0.00088647i
0.000283-0.00083825i,0.00027495+0.00040216i,0.00034748+0.00078782i,-0.00022587+0.00040448i,-0.0005929-0.00064584i,-0.0016436-0.0001315i,-0.001593+0.00065183i,-0.0010638+2.2962e-05i,-0.0013928-0.00014502i,-0.0012584+3.7475e-05i,-0.00056063+0.00021694i,0.00014932-0.00053252i,-3.8171e-05-0.00098617i,-0.00056056-0.0012185i,-0.00035427-0.0012222i,0.00024066-0.00046089i,0.0008028+0.00036386i,0.00078305+0.00073252i,9.0908e-05+0.00035218i,-5.7362e-05-0.00013745i,0.00014426-0.00025318i,4.4427e-05-0.00074235i,-0.00052085-0.00025575i
0.00096599-0.0014718i,0.00087536-0.0020875i,-0.0011597-0.0011085i,-0.0023636-0.00069642i,-0.0021361-0.0009617i,-0.001008-0.0011374i,-0.00014128-0.00074725i,-0.00023854-0.00043882i,-0.00064731-0.00056962i,-0.00022696-8.218e-05i,0.00047245+0.00052868i,0.0010247+0.00036153i,0.0010835-0.00059619i,0.00023856-0.00044528i,-0.00047331+0.0005699i,-0.00029175+0.00032735i,0.00046055+0.00025194i,0.0011869+0.00095287i,0.0013678+0.0012501i,0.00082947+0.00085001i,6.3823e-05+0.00059659i,6.9186e-05+0.00058594i,-0.00018693+0.00070059i
-0.0012431+0.0013284i,-0.00077189+0.0011111i,0.00054964+0.00127i,0.00062557+0.00027456i,0.00069113-0.0011195i,0.00017392-0.0026648i,-0.00074794-0.001847i,-0.00088812+0.00023048i,-0.00093186+0.00059165i,-0.00044685+0.00057195i,0.00037647+0.00078401i,0.00057675-5.4874e-05i,0.001202-8.4593e-05i,0.0011865+0.00075997i,0.00038872+0.00040746i,-0.0004298+0.0010992i,-0.00054378+0.0013285i,0.00031502+0.00021467i,9.6135e-05-0.00069514i,-0.00095229-0.00057787i,-0.00086083+0.00010064i,-0.00016982+8.8804e-05i,1.8206e-05+0.00080359i
0.00064204-0.0010097i,0.00092454-0.0015382i,0.0004803-0.0023739i,-0.00075193-0.0028753i,-0.00077613-0.0020835i,-0.00097201-0.00093932i,-0.0012935-0.00094736i,-0.00093575-0.00043626i,-0.00046579-0.00073763i,-0.00015903-0.0013113i,-5.8239e-05-0.0012927i,2.0709e-05-0.00030999i,-0.00035011+0.00011209i,-0.00057445-0.00021211i,-0.00089377-0.00032739i,-0.00032098-0.00024173i,0.00022693+0.00025546i,0.00021001+0.00027558i,0.00047188-0.00027156i,7.929e-05-0.00018105i,-0.00027374+0.00055616i,1.9352e-06+0.00035688i,0.0004189-0.00022293i
5.7322e-05-0.00079684i,0.00047338-0.00021177i,-0.00053522-0.00032605i,-0.0003963+0.00013838i,-0.00017615+3.4939e-05i,-5.0876e-05-0.0010035i,8.6306e-05-0.00056718i,-9.1857e-05+0.00022997i,0.00013562+0.00026914i,-0.00028108+0.00011933i,3.3629e-05-0.00068623i,0.00078021-0.00084755i,0.00052923-0.00029049i,0.00037246-0.00015823i,5.2645e-05-0.00038987i,-0.00039858+0.00023256i,-0.00094847+0.00046552i,-0.00025154-0.000445i,-0.00018868-0.00065588i,-0.00055563-0.00010382i,-4.1747e-05+0.00030385i,-0.00045684+0.0007977i,-0.00095545+0.00036365i
0.00091546-0.00049231i,0.00096591-0.00085635i,0.00059751-0.00022264i,0.0003112-0.001344i,-0.00090339-0.0021688i,-0.0017102-0.0012291i,-0.0015397-1.3628e-05i,-0.0010703+0.00092049i,-0.001005+0.0007149i,-0.001269+0.00037123i,-0.00080387+0.00010587i,-0.00010402-0.0003096i,0.00064932+0.00045656i,0.00096695+0.0013024i,0.0007158+0.00062141i,0.00065066+0.00042882i,8.2486e-05+0.00070941i,7.8079e-05+0.00041398i,0.00060825+0.00026551i,5.7845e-06-1.8314e-05i,-0.0006899+3.7843e-05i,-0.0008981+0.0001475i,-0.00012044-0.00034689i
0.0009905-0.0008954i,0.0012496-6.8146e-05i,0.0009132+0.00027944i,-8.6295e-05-0.00017023i,-0.00080402-0.00075502i,-0.0009571-0.00069534i,-0.0005241+0.00012141i,0.00017993+0.00013403i,0.0002386-0.00011763i,0.00026002+0.00017038i,0.00053875+0.00044097i,-1.585e-05-0.00017602i,-0.00075844-0.00046513i,-0.0012342-0.00034329i,-0.0011498-0.00035928i,-0.0003021+0.00014092i,0.0004935+0.00046825i,-0.00017431+0.00043142i,-0.00068495+0.00059464i,-0.00074863+0.00076601i,-0.00068796+0.0014267i,-0.00090298+0.0013166i,-0.00078627+0.0005706i
0.0006363-0.00083848i,0.00058187-0.00052844i,3.2245e-05-0.00094374i,-0.00021738-0.0012564i,-0.00010217-0.0011256i,0.00034578-0.0014352i,0.00031291-0.001207i,-0.000216-0.00085655i,-0.00069244-0.00016635i,-0.00077161+0.00011616i,0.00012881+3.1712e-05i,0.0011336+1.7349e-05i,0.0014028+9.0142e-05i,0.001246+0.00054456i,0.00065019+0.00066715i,0.00053162+0.00061342i,0.00083541+0.0011182i,0.00069457+0.0012702i,0.00085767+0.00033005i,0.00069828-0.00020012i,0.00053863-0.00063657i,0.00026987-0.00060396i,0.00026087+0.00021777i
0.0013023+0.00019713i,-0.00037174-3.111e-05i,-0.0016323-0.00015287i,-0.0015413-0.00055684i,-0.00048619-0.0017145i,-0.00076654-0.0015232i,-0.0013187-0.0005363i,-0.00068857-0.0003857i,-0.00039826-0.00063618i,9.2556e-05-0.00030432i,0.0002053+0.00013708i,0.00010845+0.00025838i,0.00046527-5.7562e-05i,0.00051548-0.00040401i,-1.2245e-05-0.00043057i,-0.00034989-0.00034825i,-0.00048305-0.00040314i,-0.00040778-0.00048198i,6.047e-05-6.8086e-05i,0.00030337+5.4558e-05i,-0.00042363-0.00037421i,-0.0015339-0.00010034i,-0.00083009+0.00017787i
-5.661e-05+0.00045627i,-0.00017646-0.00035114i,0.00019864-0.00078775i,0.00045903-0.0012151i,6.5575e-05-0.0019138i,-0.00045812-0.0019984i,-0.00050959-0.0010007i,-0.00018154-0.00038506i,-0.00060176-2.4562e-06i,-0.00045203+0.00044153i,0.00049525+0.0004049i,0.00011592+0.00035093i,-0.00048361+3.1394e-05i,-0.00036165+0.00021024i,-0.00060375-0.00017037i,-0.00029834-0.00042586i,-3.2538e-05-0.00058152i,-1.1068e-05-0.00033116i,0.00050122+5.951e-05i,0.00054475-0.000222i,0.00022553-0.00040637i,0.00020298+0.00023055i,0.00032798+0.00010851i
-0.00098793-0.00077814i,-0.00091454-0.0011377i,-0.00043911+0.00018829i,0.00011768-0.00025142i,8.0023e-05-0.001045i,-0.00023849-0.00064628i,-2.1943e-05-0.00027435i,0.00057538-0.00024937i,9.401e-05-0.00016187i,-0.00022287+0.00022793i,-0.00012459+0.0007718i,-4.4612e-05+0.0004124i,-0.00051311-0.00029938i,-0.00036964+3.376e-05i,-2.2069e-05-9.0792e-05i,0.00048872-0.00060654i,0.00087386-0.0004711i,0.00027728+0.00022352i,-0.00033748+0.00050955i,-0.0011859-7.0369e-05i,-0.001222-0.00018018i,-0.00043416-5.569e-05i,0.00076153-0.00067207i
0.00075565-0.00062137i,0.00094278-0.00098174i,0.00020039-0.0014842i,-0.00053087-0.0023761i,-0.0011025-0.0023859i,-0.0016748-0.0010644i,-0.0018442-0.00029156i,-0.0013249-0.00061649i,-0.00044276-0.00057927i,-0.000766-0.0011389i,-0.00041569-0.00071661i,0.00060086+0.00080497i,0.00070317+0.00071204i,0.00064616+3.2718e-05i,0.00076083+0.00067046i,0.0011252+0.00088021i,0.0012328+0.00010471i,0.00063716+8.8616e-06i,0.00033248+0.00069976i,1.3831e-05+0.00065037i,-0.00019427+0.0006252i,-0.00090804+0.0010409i,-0.00069333+0.00073497i
0.0001365-0.00011696i,-0.00062751+0.00080239i,-0.00081965+0.00072761i,-0.00095364+7.2123e-05i,-0.0011689-0.0011868i,-0.00096365-0.0010316i,-0.00042342-0.00032463i,-3.1318e-05-0.00023634i,-0.00039214-0.00035578i,-2.9169e-05-0.0013897i,0.0006569-0.0011798i,0.00062611-0.00023601i,-1.1915e-05-0.00072223i,-0.00027599-0.00044918i,-0.00031259+0.00046977i,-0.00053475+7.9994e-06i,-0.00056193-0.00013778i,-0.00031107+0.00060979i,0.00028412+0.0009678i,0.0012851+0.0011426i,0.0011376+0.00099129i,-0.00029336+0.00084452i,-0.00087692+0.00057481i
-0.0010065-0.00090065i,-0.00085624-0.0012325i,-0.00037069-0.0020754i,0.0004117-0.0025283i,-0.0003796-0.0019452i,-0.0019062-0.0012442i,-0.0012462-0.00070583i,-0.00015682-0.00032447i,-0.00013381-0.00053415i,-0.0003536-8.5403e-05i,-0.00034437+0.00029871i,-0.00037639-0.00057771i,-0.00063627-0.00018186i,-0.00066641+0.00088614i,-0.00047524+0.000282i,-0.00032837-0.00031925i,-0.00016326-0.00015588i,-0.00022859-9.6809e-05i,-4.0162e-06+0.00020303i,7.0525e-05+0.00022363i,0.00021702-4.326e-05i,0.00076732+8.0684e-05i,0.00047074+0.00074531i
-0.00082926+0.00046101i,-0.00056979+0.00046344i,0.00047182+0.00065084i,-0.000284+0.00095777i,-0.0014102+5.6133e-05i,-0.0013128-0.0012678i,-0.0010976-0.0013322i,-0.0011772-0.00052818i,-0.0013582+0.00049414i,-0.0013548+0.00035508i,-0.0010187+0.00078259i,-0.00037677+0.0019685i,-0.00040199+0.0010829i,-0.00040609-0.00067709i,0.00042878-0.0010191i,0.0012723+0.00028434i,0.00089259+0.0008639i,0.00015196+0.00064732i,0.00019616-0.00027404i,0.00056342-0.00019883i,0.00054164+0.00052064i,0.0006229+0.00074654i,0.00082422+0.00067438i
