-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
0.00032044+8.1991e-05i,0.00077478+0.00052964i,0.00023574+0.0015665i,0.00064567+0.0022777i,0.0023572+0.0017826i,0.0027533+0.00029117i,0.0012992-0.00088403i,0.00077208-0.00054367i,0.00096195-0.00017542i,0.00030323-0.00012132i,-0.00050967-0.00041531i,-0.00039861-0.00029908i,-0.00027123+0.00027443i,-0.00039503+0.00039344i,9.5801e-06+0.00054397i,0.00045827+0.00068721i,0.00040919+0.00037425i,-9.3952e-05-0.00011308i,-0.00023326-0.00028075i,0.00012275-0.00022668i,0.00099284-0.00030196i,0.00053133-0.0003582i,6.0135e-05-0.00036783i
0.0016121-0.001482i,0.0013848-0.0005034i,0.00013298-0.0014976i,-0.0011492-0.0014732i,-0.00089907-0.00019592i,0.00051523+0.00079587i,0.0010633+0.00090827i,0.00089998+0.00060638i,0.00064923+0.00038544i,0.00037444+8.3952e-05i,-5.3362e-06-0.00022418i,-0.00097549-0.00048389i,-0.0013607-0.00035115i,-0.0011527-0.00026583i,-0.0007124-0.00030715i,-0.00034474-2.3718e-06i,-2.211e-05-0.00037154i,0.00043583-0.0004634i,3.0571e-05-0.00036689i,2.2896e-07+0.00022288i,0.00048173+0.00046071i,0.00042712+0.00017549i,-0.00016731+0.00016801i
-0.00068325-0.0005333i,-0.00031079-0.00051634i,-0.00035101+2.9898e-05i,-0.00043824+0.00086096i,-0.00025867+0.0013618i,0.00041207+0.001263i,0.00085017+0.0011051i,-3.0592e-05+0.00084818i,-0.00025532+0.0016453i,0.00027743+0.0012956i,0.0001393+0.00052496i,-0.00011515+0.00072356i,-0.00048724+0.00038225i,-0.00075431+0.00047969i,-0.00013805+0.000826i,0.00083174+0.00041625i,0.0011199-6.199e-05i,0.00064007-0.00029046i,0.00014373-2.0529e-05i,0.00032899+0.00033414i,9.6484e-05+0.00041252i,-0.00042107+8.4195e-05i,-0.00046503-6.3393e-05i
-0.001343+0.00096403i,-0.0012478-2.4083e-05i,-0.00074453-0.00044724i,-0.00043613-0.00078326i,0.0002545-0.0010768i,0.0015493-0.0011222i,0.0019665-0.00085306i,0.001595-0.0003327i,0.00095064+0.00012184i,0.00012582+0.00042578i,-5.2025e-05+0.00044799i,-0.00032551+0.00017264i,-0.00058202-0.00048778i,-0.00036144-0.00094631i,0.00016821-0.00090761i,0.00021838-0.00057087i,4.4612e-05-0.00010655i,0.00037171-0.00010503i,-0.00020626-0.00048453i,-0.00035901-0.00069831i,-0.00031034-0.00015581i,-0.00033879+0.00020474i,-0.00041484+6.0739e-05i
0.0015721-0.00079412i,0.0012549-0.00060006i,-0.00038603-0.00077349i,-0.0012453-0.00015442i,-0.00092833+0.00084949i,-1.3909e-05+0.00060822i,6.9253e-05-0.00048566i,-0.00039576-0.00029313i,-0.0005262+0.00010785i,-0.00056638-0.00019645i,-0.00067462-0.00013642i,-0.00036164+9.303e-07i,0.00032+1.2637e-05i,0.00030058-0.00048712i,0.00043061-0.0008567i,0.0001287-0.00047778i,0.00026299+0.00019924i,0.00060755+1.3206e-05i,0.00012819-0.00047821i,-1.3782e-06-0.00052136i,-0.00039937-0.00019761i,-0.00029654-0.00036156i,0.00013576-0.00091143i
0.00088361+0.00055492i,0.0012601+0.00063583i,0.0010651-0.00062446i,0.00070923-0.0011907i,0.0010748-0.00089865i,0.0011684-0.00034739i,0.00014784+0.00013195i,-0.00077943+0.00016734i,-0.00044477+0.00072352i,1.0744e-06+0.00066392i,0.00015178-0.00015451i,0.00029341-0.00033896i,0.00049458-0.00018419i,0.00050925-0.00040841i,0.00018925-0.00035317i,-0.00024823+0.00025163i,-0.00049693+0.00061551i,-0.00021267+0.0010922i,-0.00046202+0.0012386i,-0.00042271+0.00059269i,8.5058e-05-9.6547e-05i,0.00040835-0.00025649i,0.00024393-0.00058351i
0.0005912-0.0026362i,0.0011762-0.0013164i,0.00025614-0.0002762i,-0.00032388+0.00022904i,0.00024388+0.00097543i,0.0011526+0.0010659i,0.0019555+0.00029151i,0.0012803+0.00017944i,-7.8718e-05+0.00010557i,-0.00049968-0.00014527i,-0.00025906+0.00026063i,-0.00025874+0.00035917i,-0.00020753-0.0001158i,9.2684e-05-0.0015281i,-0.00013579-0.0018574i,7.7189e-06-0.00024199i,0.00039623+0.00013042i,0.00032055+5.3709e-05i,0.00034961+0.00025434i,7.12e-05-0.00032322i,-0.00015598-0.00072133i,-0.00011722-0.0001234i,-0.00018918+0.00067605i
-0.00010267+0.00068883i,0.00016388+1.0249e-05i,-0.00021629-0.00048193i,-0.00056092-0.00026176i,-0.00047495-0.00043277i,0.00033357-0.001226i,0.00068794-0.0012156i,0.00093399-0.00082433i,0.00067923+0.00026467i,-0.00039161+0.0014974i,-0.0011001+0.0010695i,-0.00040341+0.00017035i,-0.00039501-0.00040674i,-0.00091666-0.00098858i,-0.00032224-0.0013953i,0.00022727-0.00053033i,-0.00083399+0.00036643i,-0.0014984+0.00066545i,-0.0012966+0.00091762i,-0.00090581+0.00051386i,-0.00055584-5.3477e-05i,-4.5116e-05-0.00035088i,0.00026921-0.00043232i
-8.3061e-05+0.00091678i,-8.8339e-05-0.0001502i,0.00025314-0.0010339i,0.00054862-0.0011006i,0.00047054-0.00058262i,9.5869e-05-0.00065731i,0.00028311-0.00010985i,0.00031061+0.00021649i,-0.00033368+0.00014517i,0.00083733+0.00052162i,0.0015992+0.00072917i,0.00038177+0.00040989i,-2.9366e-05+0.00027063i,0.00026518-0.00017433i,-0.00084642-0.00028484i,-0.0017379+0.00018095i,-0.00060013+0.00051885i,0.00047962+0.00040007i,0.00043736+0.00028691i,0.00018128+0.00055312i,7.6387e-06+0.00093665i,-3.8351e-05+0.00045625i,0.00050597+0.00013167i
-0.0017943+0.00069071i,-0.0011934+8.9705e-05i,-0.00063106-0.00011016i,-0.00015734+0.001026i,0.00039737+0.0017616i,0.0012824+0.00053331i,0.00043664-0.00032487i,-0.0009588+0.00025272i,-0.0013519+0.00092281i,-0.00079961+0.00082355i,-0.00047042+0.00050217i,-0.00071116+0.00013418i,-0.0002235+0.00046769i,-0.00021028+0.0004626i,-0.00090846-7.9744e-05i,-0.00042938+9.8917e-05i,0.0005293+0.00030685i,0.00064619+0.0005825i,0.00029742-8.3147e-05i,0.00031066-0.0016105i,0.00056718-0.0010437i,0.00049189-4.7554e-05i,0.00087187-0.00028499i
-0.00015492+3.8727e-05i,-0.00038513+0.00027501i,-0.0004273+7.3769e-05i,3.9434e-05-0.00053851i,0.0011018-0.00067853i,0.0015837-0.00089875i,0.0011704-0.00055664i,-0.00020225-0.00049932i,-0.00089172-6.7757e-05i,-0.00042457+0.00024062i,-0.0001317-0.00014567i,0.00027419-0.00036169i,0.00076387-0.00059177i,8.7281e-05-1.0338e-05i,-0.00033314+0.00036906i,0.00010843+0.00039191i,-0.00040782+2.6474e-05i,0.00022343-7.9459e-05i,0.00027011-8.4537e-05i,-0.00089478-0.00052706i,-0.00025973-0.00054285i,0.00065877-0.00078022i,0.0010221-0.00094056i
0.00031713+0.00061751i,0.00031649+7.0463e-05i,-6.5443e-05+0.00055203i,-0.00069332+0.0021339i,-9.5865e-05+0.0018168i,0.0019024+7.0541e-06i,0.002399-0.00083824i,0.0017166-0.00047871i,0.0011138+0.00026983i,0.00043274+0.00043415i,2.0799e-05-0.00010764i,-0.00039846-0.00073171i,-0.00016813-0.00071907i,0.00018487-8.6683e-05i,0.000142-7.2874e-05i,0.00017144+0.00036375i,-0.00012943+0.0014473i,0.00016551+0.00097035i,0.00043925+0.00020185i,-0.0007121+0.0005549i,-0.0011419+0.00047181i,-0.00063546+0.00029497i,-0.00042553+0.00018365i
0.00046487-0.0019623i,0.0001465-0.0015085i,-0.00081158-0.0017496i,-0.00084475-0.0018635i,-0.00090233-0.00042602i,-0.00011255+0.001146i,0.0012587+0.0014339i,0.0011713+0.0011661i,0.00071143+0.0006452i,0.00014144+5.6197e-05i,-0.00039868-9.1401e-05i,-0.00036372-1.3743e-05i,0.00030387-0.00035871i,0.001155-0.0004947i,0.00089174-0.00040066i,0.00050557-0.00021615i,-0.00017701-0.00024262i,-0.00016759-0.0005344i,0.00042373-0.00083474i,0.00058217-0.0004164i,-0.00026916-0.00033641i,-0.00081097-0.00060927i,-0.00051677-0.00068864i
-0.00076782-0.00096832i,-0.00049281-0.00036933i,-0.00025153+0.00020469i,-0.00043756+0.0013645i,0.00043185+0.0019417i,0.0025397+0.0012404i,0.002202-0.00026287i,0.00053486-0.00055301i,-0.00049149+5.2672e-05i,-0.00024442-0.00018423i,0.00037812-0.0007858i,0.00069206-0.00073746i,0.0011785-0.00011353i,0.000805-0.0001158i,-0.0003357-0.00040781i,-1.9482e-05+0.00017282i,0.00084571+0.0004843i,0.00093811+0.00051265i,0.00076287+0.0005728i,0.00051235+8.6436e-05i,-7.5815e-05+8.3511e-06i,-9.065e-05-0.00016691i,0.00049504-0.00033844i
-0.00063178+0.00067462i,-0.00053559-0.0004455i,-2.8232e-05-0.00086467i,0.00014217+0.00035835i,0.0012091+0.00071443i,0.0016968+0.00035344i,0.0015919+0.00022102i,0.0010295+0.00048054i,0.00028286+0.00082693i,-0.0002795+0.00021383i,-1.7479e-05-0.00016007i,-0.0002785-0.00017828i,-0.00058743-0.00014813i,0.00050712+6.9778e-05i,0.00097276-0.000144i,0.00058+0.00019524i,0.00075244+0.00051808i,0.00091892-0.00023123i,0.001008-0.0012469i,0.00053945-0.00092753i,-0.00028732+0.0003645i,-0.00063625+0.00080655i,0.00015486+0.00085009i
0.00062809-0.0015696i,0.00034524-0.00075687i,0.00011045-0.00085894i,-0.00032398-0.0009194i,-0.00018825-0.00094226i,0.00021658-0.0011705i,0.00019379-0.00074277i,-5.5568e-05-0.00046444i,-0.00073816-0.0002404i,-0.00072423-0.00037397i,0.00033777-0.00052561i,0.00047709-0.00042893i,-0.00019078-0.00060989i,-0.00045047-0.0005514i,-0.00066418+0.00048445i,-0.00078673+0.000754i,-0.00085416+0.00023718i,-0.00022768-0.00016873i,0.00051063-0.00038841i,0.00033186-0.00052936i,0.00055956-0.0003027i,0.00027119+0.00012018i,-0.00066778+0.00022185i
-3.0071e-05+0.00079207i,-0.00011785+0.00044185i,0.00036287+0.00040445i,0.00070338-0.00038418i,0.0010435-0.0018734i,0.0015401-0.0012533i,0.001372-0.00049503i,0.00070279-0.00065392i,0.00028369-0.00050872i,0.00068604-0.00023302i,0.00069147-0.00019681i,0.00013164-0.00025432i,0.00029838-0.00022756i,0.00049236+9.6731e-05i,0.00018154+0.00061218i,-0.00010139+0.0008948i,-0.00023646+0.00051688i,0.00059705+0.00018928i,0.00051662-1.5072e-05i,-0.00011831-0.00051941i,-0.00010163-0.00056543i,-0.00091718-6.2996e-05i,-0.0013686+0.0002445i
0.00077977-0.0005283i,0.00047862+0.00018792i,0.0013523-0.00014417i,0.0011418+4.3441e-05i,0.00015746+0.00094878i,0.00070884+0.0015661i,0.0010645+0.0014989i,0.00069121+0.00024412i,1.3004e-06-0.00013212i,-0.00039491+0.00032034i,0.00011804+0.00028121i,0.00012615+7.291e-05i,2.8144e-05-0.00029262i,-0.00033718-0.00013017i,-0.00059667+0.00048153i,-3.8787e-05+0.00056891i,0.00018462+7.4575e-05i,0.00044494-0.00025625i,0.00014084-0.00084437i,0.00017968-0.00065036i,0.00028563+0.00014484i,9.222e-06+0.00017904i,-0.00035858-0.00016446i
0.0011342+0.001065i,0.00099555+0.0010435i,0.00048411-9.7154e-05i,0.001313-0.0014445i,0.0024667-0.00097792i,0.0017327-0.00040336i,0.00017645-0.00043117i,-0.00031323-0.0001762i,-0.00015885+0.00022834i,-0.00061977+0.0004529i,-0.00071024+0.00055313i,0.00040146+0.00013009i,0.001102+7.8194e-05i,0.00084721+0.00048121i,0.00074048+0.00029169i,-7.4754e-05+1.1459e-06i,-0.0005433+0.0001161i,0.00042298+0.00028466i,0.00069567+0.00039375i,0.00076935+0.00024948i,0.00076007-0.00061483i,1.8934e-05-0.0011i,-0.00033873-0.00074514i
0.00090068+0.0011975i,0.0002716+0.001284i,0.00070205+0.00078588i,0.0012316-5.2151e-05i,0.0013407-0.00068605i,0.0014383-0.00042103i,0.00089902+0.00011519i,-0.00032595+6.3607e-05i,-0.0011254+0.00018756i,-0.0010383+7.6815e-05i,-0.00071913-6.7005e-05i,-0.00083781+0.00030894i,-0.00066926+0.0001158i,-0.0004032+0.00046318i,-0.00055157+0.0010365i,-0.00028258+0.0010309i,-5.5373e-06+0.00040556i,-0.00033448-0.00022483i,-3.7957e-05+7.2532e-05i,0.00023533-0.00011789i,-5.5124e-05-6.8705e-05i,2.0518e-05+0.00034926i,-0.00019486+0.00014774i
0.00065814-0.00051344i,0.001391-0.00058285i,0.00035103-0.00025253i,3.723e-05+0.00038947i,0.0010024+0.00024657i,0.0018895+0.00025072i,0.0017327+0.00042041i,0.00085755+0.00057332i,0.00028595+0.00080001i,-5.3075e-05+0.0003289i,-0.00025376+2.7429e-05i,-0.0004471-0.00013369i,-0.00069952-0.00030594i,-0.00082616+0.0002429i,-0.00084142+0.00075874i,-0.00086342+0.00076296i,-0.00027849+0.00073323i,-3.0686e-05+0.001017i,-9.9837e-05+0.00085908i,0.00050466-0.00034908i,0.00077426-0.00059571i,0.0006872-0.00041216i,0.00054275-0.000503i
0.00072281+0.0018326i,-0.00036345+0.0015138i,0.00092306+0.00048664i,0.0018323-0.00051831i,0.00077247-0.0013617i,-0.00026614-0.00096177i,-0.00044827+7.7803e-05i,-0.0003916+0.0005783i,-0.00043879+2.8268e-05i,-0.00068271-0.00024091i,-0.00041653-9.6239e-05i,-0.00040958-0.00038293i,-0.00028515-0.00013198i,0.00067181+0.00048042i,0.0011251+0.00086548i,0.00060426+0.0011587i,-0.00019222+0.00039035i,-0.00045279-0.00076222i,-2.7902e-05-0.00029384i,-0.00029306+0.00048233i,-0.00054182+0.00043661i,-0.00016779+0.00049946i,-0.0001162+0.00061606i
-0.0006556-0.0013013i,-0.00011439-0.00086401i,0.00013192-0.00036321i,-0.0011097+0.00053228i,-0.0011912+0.0010325i,0.00021919+0.0015714i,0.0013508+0.0011813i,0.0013677+0.00060788i,0.00081471+0.00074075i,0.00074648+0.00087179i,0.0002802+0.00051553i,-0.00034386-0.0001928i,-0.00053921-0.00054784i,8.1561e-05-0.00076738i,0.00045583-0.0011258i,0.00069073-0.00032904i,0.00065829+2.4214e-05i,0.00066733+0.00022587i,0.0013126+0.00027318i,0.0011195-0.00042752i,0.00026884-0.00027767i,-5.3827e-06+0.00018809i,0.00018263-0.00026529i
0.0018897+0.00037922i,0.0012859+0.0011493i,0.00018658+0.00056637i,-0.0007703-0.00080542i,-0.00077825-0.00045593i,0.00044569+0.00025961i,0.00044366-0.00011663i,-0.00061687+3.052e-06i,-0.00077329-2.7456e-05i,-0.00044086-7.3526e-05i,-5.513e-05+0.00056507i,0.00020539+0.00075946i,0.00056577+0.0010316i,0.0001722+0.0011298i,2.4355e-05+0.00022097i,0.00045288-4.9325e-05i,0.00036893+0.00046104i,0.00056249+0.00026158i,0.00032201+7.1538e-05i,-3.2927e-05+0.00025655i,-0.00011701+0.00049619i,-0.00042996+0.00052795i,-0.00012362+0.00013663i
0.00046712-0.0016855i,0.00022709-0.0016187i,-0.00045-0.00042157i,-0.00035482+0.00097761i,0.00026187+0.00092821i,0.0014509+0.00080321i,0.0015827+0.00039667i,0.0005446+0.00027291i,0.0004703+0.00066275i,0.0005474+0.0010059i,0.00071775+0.00088024i,0.0011033+0.00026669i,0.00086235+0.0004974i,-0.00023384+0.00077123i,-0.00079953-5.0835e-05i,-0.00048064-0.00046825i,-7.5088e-05+0.00010117i,4.73e-05+0.0006723i,-2.9892e-05-0.00013147i,-9.6523e-05-0.00070571i,2.8773e-05-0.00033735i,4.3982e-06-1.2594e-05i,-0.00073546-0.00013315i
0.00014844-0.00029516i,0.0012845-0.00017943i,0.0015503-0.00076398i,0.00092162-0.00085816i,0.00032405-0.00041391i,-0.0010926-0.00024798i,-0.0015034-0.00057737i,-0.00041463+0.00013759i,-0.00045926+0.001082i,-0.00017397+0.0013601i,9.8988e-05+0.0010038i,-0.00021915+9.6837e-05i,0.00022664-0.00011696i,0.00015422+0.00011338i,-0.00010215+0.00031965i,0.00027772+0.0004135i,0.00049339+0.00065638i,0.00027606+0.0013534i,0.00022824+0.00098411i,7.0898e-05+0.00043024i,-0.00033869-4.2654e-06i,-0.00079402-0.0010748i,-0.00079787-0.0013294i
0.00068395-9.5083e-05i,0.00029275+0.00018336i,-0.00072914+0.00029926i,-0.0013351-0.0001196i,-9.9587e-07-5.2437e-05i,0.0010073-0.00060264i,0.00075423-0.0017237i,-2.4778e-05-0.0010128i,-0.00040911+0.00066717i,-0.00046846+0.00084511i,-0.00054625+0.00027957i,0.00018052+0.00015991i,0.0008874-0.00022344i,0.00072227-0.0013115i,0.00042347-0.0018786i,-0.00015009-0.00094889i,-0.00094951-0.00033459i,-3.6914e-05-0.00029588i,0.00060834+0.00014875i,0.00025141+0.0001798i,0.00023009+0.00013006i,0.00020277-0.0001135i,0.00041043-0.00069156i
2.9369e-05-0.00058312i,0.00073917-0.0011756i,0.00083876-0.0012097i,0.00068688-0.0010155i,0.0011438-0.0012214i,0.0015201-0.0011361i,0.0002308-0.00047208i,-0.00015887+0.00020463i,2.8861e-05+0.00039597i,-0.00038424+0.00071408i,-0.00046606+0.00091613i,-0.00019944+0.00069645i,7.6575e-05+0.00054192i,0.00022099+0.00037673i,0.00076737+0.00023901i,0.00035271+0.00027884i,0.00010605+0.00048677i,0.0011587+0.00019163i,0.0011227-0.00055808i,0.00041536-0.00024664i,0.00023495+0.00033928i,6.6839e-05-0.00012049i,0.00046442-0.00028306i
-0.0002454-0.0021897i,-9.2909e-05-0.00064368i,-0.00011785+0.00036654i,0.000111+0.0010283i,0.0012098+0.0014958i,0.0017175+0.001824i,0.0012278+0.001143i,0.0008364+0.00013849i,-0.00027572+0.00031105i,-0.00095303+0.0005348i,-0.0003807+0.00041789i,0.00080475+0.00020455i,0.001342-8.8968e-05i,0.00018515+0.00036697i,-0.00014085+0.0005232i,0.00010496+0.00059453i,0.00031082+0.00061952i,0.00093867+0.001261i,0.00025534+0.0014904i,-0.00068971+0.0006163i,-0.0002546-1.7308e-06i,0.00033503-6.4159e-05i,0.0003306-0.00021175i
0.00031161-3.7636e-05i,-0.00031542-0.00024323i,-9.018e-05-0.00072954i,2.5153e-05-0.00048683i,0.00074449-0.00020077i,0.0019027+0.00028644i,0.0012891-0.00041079i,0.00016313-0.00077934i,-0.00021032+2.5896e-05i,-0.00067066+0.00053016i,-0.0011703+0.00027184i,-0.0014419-0.00017629i,-0.00092229-0.00031634i,-0.00041368-0.00082447i,-0.00047089-0.00055667i,8.6666e-05+0.00038812i,0.00043063+0.0008746i,-0.00062908+0.0010864i,-0.0010255-5.8942e-05i,-0.00021607-0.0011424i,0.00024349-0.00063104i,0.00014954+0.00020343i,0.00044128-0.00016355i
0.0012602-0.00020947i,0.0012305-0.00052989i,0.00076508-0.00060927i,-0.00029106-0.00025673i,-0.00027802+0.00085627i,0.00041377+0.0014511i,0.00029941+0.0013325i,-0.00034566+0.0010364i,-0.00032914+0.00078063i,-0.0002013+0.00019517i,-0.0004077-0.00018608i,-4.0134e-05-0.00011873i,0.00020468-0.00045666i,0.0010747-0.00056901i,0.00094305+0.00011826i,0.00040219+0.00044165i,0.00052163+0.0002068i,-0.00031856-0.00031124i,-0.00024699-0.00037492i,0.00050219+0.00032274i,0.00045421+0.00084857i,-0.00019936+0.00079938i,-0.00045846+0.00093719i
-0.00011661+3.8518e-05i,0.00056788-0.00066745i,0.0011104-0.00047761i,0.00095121-0.00035189i,0.00057166-0.0004444i,0.00058937-0.00030263i,0.00064193-0.00032869i,0.00044001+0.00055699i,0.00056301+0.0012563i,0.00034013+0.00040329i,3.5011e-05-0.00046429i,-0.00059549-0.00099762i,-0.001162-0.0010013i,-0.0014419-0.00082603i,-0.0011232-0.00069656i,-0.00013212+0.0002416i,0.00061179+0.00038436i,0.00023356-6.6224e-05i,0.00053764-0.00029568i,0.00055601-0.00054567i,-0.00011152-0.0009529i,-5.8405e-05-0.00086674i,-0.00025129-0.00082903i
-0.00083403-0.0011919i,7.9955e-05-0.0016638i,-0.00038801-0.0018669i,-0.001242-0.00091536i,-0.00013772+6.8102e-05i,0.0016229+0.00064185i,0.0017517+0.00076651i,0.00059818-6.0558e-05i,-0.0001269-0.00029584i,-0.00066004-0.00023689i,-0.00051826+0.00024278i,0.00025225+0.00092629i,0.00045342+0.00093097i,0.00043382+0.00041408i,9.2679e-05+0.00024372i,-0.00058545-0.00014721i,-0.00060917-0.0002739i,-5.5858e-05+0.00020078i,0.00032576+0.00024571i,-0.00017329+0.00012046i,-0.00066709-9.2752e-06i,-0.00040476+0.00030441i,-0.000379+0.00043281i
3.0598e-06-0.0011936i,0.00020779-0.00020721i,0.00015827+0.00051693i,0.00093182+0.00048281i,0.0010619-0.00010574i,0.00066738-0.00024249i,0.00026948+0.00019628i,0.00016001+0.00016916i,0.00028827+0.00012036i,0.00039865+0.00063092i,0.00017773+0.00046942i,-0.00022398+0.00050771i,-0.00065529+0.00068073i,5.1925e-05-0.00043618i,0.00075341-0.00038841i,8.4052e-05+0.00031989i,0.00018945+0.00072419i,0.00042915+0.00090568i,-0.00029275-9.5641e-05i,-0.00028424-0.00039849i,-0.00017937+4.6581e-05i,-0.00023923-5.4182e-05i,5.0338e-06+5.0681e-05i
0.00018559+0.00023946i,0.00014175-0.00010291i,-0.00057049-0.00012146i,-0.0012072-0.00070941i,-0.0011423-0.0014803i,-0.00031983-0.0013034i,0.00074257-0.0011281i,0.00083629-0.00052246i,-0.00025342+0.00057629i,-0.00093167+0.00053869i,-0.00081403+0.0001024i,-0.00077113+4.1757e-05i,-0.0004486+0.00017137i,-8.1226e-05+0.00018839i,0.0004926-0.00019109i,0.00041452-2.8166e-05i,-0.00055765+0.00018625i,-0.000815-0.00025523i,-0.00024979-0.00048533i,0.00010261-0.00052525i,0.00027744-0.00019331i,0.00032231+7.5071e-05i,0.0002437-0.0003986i
-0.00028502+0.0015704i,-0.00038493+0.000937i,0.00057679+0.00059727i,0.00060173+0.00025464i,0.00033713-0.00069664i,0.00098516-0.00034717i,0.00077537+0.00018754i,-0.00058121+0.00014791i,-0.00098162-0.00014867i,-0.00070993-0.00017626i,-0.00055456+0.0002541i,-0.00056665+0.00061865i,-0.00077861+0.0007915i,-8.6767e-05+0.00013075i,0.00016096-0.00084575i,-3.7051e-05-0.00056775i,-5.3983e-05+7.7717e-06i,-0.00027086-0.00028655i,-9.5989e-05-0.00041937i,-0.00012392+2.4351e-05i,9.8469e-05-3.962e-05i,0.00022888-0.00030196i,5.3926e-05-0.00010539i
0.00057237+0.00084168i,0.00013841+0.0008701i,0.00062775-0.00035125i,0.00061289-0.0015231i,0.00087263-0.00060164i,0.0010025+0.00022232i,0.00035374+0.00053846i,0.00024953+0.00091441i,0.00014554+0.00095257i,-0.00078306+0.00063421i,-0.00069403+0.00034125i,0.00041718+0.00024424i,-0.0001268+2.2242e-05i,-0.00068876-0.00013682i,-0.0011451+0.00021762i,-0.0013086+0.00057004i,-0.00059803+0.0001643i,0.00011953+0.00025245i,-0.00016305+0.00034226i,0.00016356-0.00025533i,0.00054865-0.00036166i,0.00022678-0.00063297i,0.000616-0.0010581i
0.0006987+0.00020349i,0.0003943+0.00053401i,0.00029646+0.00072266i,0.000363+0.00084786i,0.0011265+0.00027385i,0.0013392+8.2743e-05i,0.00049271-3.6564e-05i,-0.00069293-0.00012245i,-0.00065349-1.071e-06i,-0.00062664+0.00010782i,-0.00081352-0.00073253i,7.7982e-05-0.00099823i,0.00030748-0.00038764i,-2.7385e-05-0.00067423i,-9.0003e-05-0.00067292i,0.00010613+0.00054083i,0.00069617+0.00097359i,0.0011343+0.00030734i,0.0012532+0.00041665i,0.0010255+0.000344i,0.0001483+2.5199e-05i,-0.00038177+0.00026313i,-0.0003148-0.00023876i
0.00092359+0.00099802i,0.0013135+0.00089963i,0.0013278+2.5565e-05i,0.0002196-0.00081961i,0.00063962-0.0010352i,0.00067574-0.00042876i,0.00024213+0.00069524i,0.00017386+0.0011382i,0.00042702+0.0015227i,-7.521e-05+0.00087517i,-0.00079328-0.00049288i,-0.00055536-0.00040417i,-8.5008e-05+0.00069874i,0.00016378+0.0010927i,7.7843e-05+0.00022601i,0.00071976+0.00017946i,0.0002362+0.00088313i,-0.00089739+0.00092716i,-0.00084457+0.00011139i,-0.00034118-0.00033988i,-6.4207e-05-0.00089782i,-3.2658e-05-0.00081522i,-0.00048611-0.00020497i
1.5583e-05-0.0003254i,-0.00012754+0.00053516i,0.00020775+0.00093641i,0.00026867+0.0013057i,0.00036401+0.0016266i,0.0012517+0.0010212i,0.0020482+0.00013898i,0.00075164+0.00044987i,-0.00018156+0.0010249i,-0.00013288+0.0012996i,0.00011102+0.00058274i,5.6498e-05-0.00033724i,0.00037857-0.00010205i,0.00059349+0.00062721i,0.00060843+0.00051206i,0.00064298+0.0006683i,-0.00022914+0.00034512i,-0.00092013+6.6239e-06i,-0.0010477+0.00051502i,-0.0015341+0.00053581i,-0.0011232-3.6713e-05i,-0.00022676-0.00011166i,0.00026486+0.00010838i
-0.00034881-2.3189e-05i,-0.00045657+0.00054141i,-0.00025844+0.00060668i,-0.00022386+5.561e-05i,0.00043006-0.00053344i,0.00074087-0.00031249i,0.00059609-3.444e-05i,0.00054013-0.00014875i,-0.00020872-8.3215e-05i,-0.00054936-0.00018862i,-0.00022065-0.00013126i,-0.00021987+0.00032228i,-0.00037291+0.00015232i,-0.00019289-0.0004988i,8.0299e-05-0.00015961i,0.00019293+0.00012409i,1.4848e-05+0.00010867i,-0.00029742+5.7136e-06i,-0.00017633-0.00048729i,0.00026565-0.00017777i,-0.00021589+0.00010658i,-0.00082567+4.3986e-05i,-0.00011275-0.00042997i
-0.0012613+0.00040753i,-0.00053943-0.00027638i,-0.0006395+0.00041283i,-0.0005773+0.00034852i,0.00035672+0.00042259i,0.00072867+4.4405e-05i,0.0003563-0.00042859i,0.00053864+4.4462e-06i,0.00071337+0.0006716i,-0.00018851+0.00050209i,-0.00067342-0.00019013i,-0.0006203-0.00011631i,-0.00042933+0.00017491i,-0.00039712+9.9565e-05i,-5.9152e-06+5.1171e-05i,-8.5369e-05+0.00029194i,-2.7143e-05+8.0254e-05i,0.00052841+0.00058821i,0.00044977+0.00050733i,-0.00014862-8.6383e-05i,-0.00035091+6.1039e-05i,0.00056746-0.00016978i,0.00053019+0.00011382i
