-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
0.0013784+0.00077874i,0.00091726+6.9174e-05i,7.4476e-05+0.00010262i,-0.0014764-0.00049319i,-0.0030309-0.00081291i,-0.0046992+0.0009088i,-0.0042876+0.0023455i,-0.0010671+0.0010777i,0.00082342-0.0010502i,0.00097896-0.0022934i,0.0010431-0.0022511i,0.00021179-0.0012566i,-9.2973e-05-6.0766e-05i,0.000309+0.00086147i,0.00049225+0.0011281i,0.00042344+0.00075539i,0.00038158+0.00076613i,0.0003912+0.00087713i,0.00050853+0.00054965i,0.00074272+0.00075949i,0.00074444+0.00058688i,0.00042411-0.00036359i,-0.00030445-0.00072766i
0.0015137+0.00068015i,0.00094096+0.00034728i,8.5983e-05-0.0005438i,-0.00074103-0.00098908i,-0.0019675-0.00073105i,-0.003184+0.00012267i,-0.0021895+0.0013786i,-0.00024337+0.0011146i,0.00075811+2.5223e-05i,0.0010966-0.00017491i,0.0007363-2.5179e-06i,0.00050898-9.6418e-06i,0.00038107+0.00018402i,0.00062742+0.00026422i,0.00013886+9.8445e-05i,-0.00017259+0.00040595i,0.00010515+0.00018137i,0.00038709-0.00021127i,0.00050028-8.5618e-05i,0.0005016+0.00029757i,0.00028547+0.00058866i,-6.1618e-05-0.00020348i,0.00014064-0.0008414i
-0.0011986-0.00033628i,-0.0017429-0.00088479i,-0.0019948-0.0010769i,-0.0033031-0.00092119i,-0.0049667+0.00044813i,-0.0049728+0.0020269i,-0.0027894+0.0029595i,-0.00049469+0.0011314i,0.00030755-0.0014115i,0.00031485-0.0015077i,0.00063704-0.00062795i,0.00070469+0.00016369i,-0.00044566-1.4465e-05i,-0.00103-7.1887e-05i,-0.00083266+4.9293e-05i,-0.00052669+0.00066838i,-0.00033022+0.0010987i,-0.00023462+0.00068542i,0.00032088+0.00026729i,0.00083686+0.00069635i,0.0004383+0.00046855i,0.0006803-0.00045301i,0.00072161-0.00074488i
0.0002534+0.00017995i,1.3427e-05+0.00061871i,-0.00074934+0.00065918i,-0.0022085+0.00063567i,-0.0040881+0.00099715i,-0.0037514+0.0019602i,-0.0019593+0.0023981i,-0.00096724+0.00099406i,-0.00057808-0.00040111i,-0.00087122-0.0005892i,-0.0010195-0.00051954i,-0.00029678-0.00023659i,0.0001253+0.00052825i,-0.00061903+0.00068718i,-0.0012843+0.00059168i,-0.00034548+0.00065007i,0.00055763-0.00017177i,0.00016174+1.1969e-05i,0.00057773+0.0013214i,0.00079621+0.0017317i,-7.687e-05+0.00098433i,-0.00029583+4.7749e-05i,0.0003118-0.00012882i
-0.001225-0.0004842i,-0.0017259-0.00065504i,-0.0018459-0.00052396i,-0.0021022-4.7926e-05i,-0.0030535+0.0010655i,-0.0040027+0.0023563i,-0.002389+0.0022484i,0.0005704+0.0011958i,0.00086026-0.00060355i,-0.00054742-0.0015899i,-0.0010498-0.0014078i,-0.00040042-0.0009993i,-0.00021693-0.00029217i,0.00030701+0.00035326i,0.000943+8.628e-05i,0.00040079+0.00034394i,-0.00016768+0.0010851i,0.00036245+0.00052636i,0.00067928+0.00090213i,0.00071812+0.001463i,-3.9826e-05+0.00066077i,-0.00053215+0.0001692i,-0.00022489-0.00017971i
2.7646e-05+0.00073942i,-0.00014633+0.00083495i,-0.0010993+0.0013059i,-0.0015133+0.0019294i,-0.0024786+0.0017727i,-0.0024946+0.0022968i,-0.0010772+0.0026394i,-0.0004984+0.0005955i,-0.00040378-0.00068292i,-0.00022346-0.00053546i,-1.3172e-05-0.00013992i,3.5228e-05+0.00031627i,0.00034976+0.00080203i,0.00034522+0.0010092i,-0.00015225+0.00046627i,-0.0002984+0.00015599i,0.00020555+0.00063927i,0.00037571+0.00082527i,0.00023025+0.0010737i,-4.2428e-05+0.00037109i,-0.00024374-0.00024837i,-0.00023694-0.0002444i,-0.00040144-0.00038221i
-0.0021715+0.0013774i,-0.0023277+0.0010379i,-0.0014438+0.0010229i,-0.00069239+0.0012368i,-0.0018318+0.0008744i,-0.0025832+0.00084098i,-0.0017172+0.0010225i,-0.00021312+0.00012428i,0.00069947-0.0015494i,0.0005281-0.0017249i,0.00096485-0.0010794i,0.00090714-0.00048046i,-0.00022769+1.4513e-05i,-0.0011641-5.6452e-05i,-0.0011267-0.0002905i,-0.00070512+5.1248e-05i,-0.00084347+0.00070467i,-0.00040077+0.00047762i,0.00037984-1.2548e-05i,4.6191e-05+0.00023657i,-0.00051894+0.00041729i,-0.00041559-7.2721e-06i,6.7113e-05+0.00037975i
-0.0011389+0.0025181i,-7.0213e-06+0.0011562i,0.00047251+0.00096145i,-1.3809e-05+0.00091027i,-0.0016991+0.0003603i,-0.0029131+0.0006485i,-0.0024949+0.0010089i,-0.0012473+4.1119e-05i,-0.00046692-0.00083747i,-5.6197e-05-0.00037009i,-0.00015978-0.00032356i,0.00016009+0.00015094i,0.00047987+0.00070382i,0.00025003-0.00019708i,-5.8254e-05-2.3336e-05i,-0.0002696+0.0010652i,-0.00018857+0.0014057i,0.00030088+0.0010571i,0.00046461+0.00109i,7.7984e-05+0.0010268i,-0.00030991+0.00016379i,-0.00039861-2.6724e-05i,-0.00058367+0.00010493i
9.3276e-05+0.00077183i,8.5303e-05-0.0010435i,-0.00050254-0.0011726i,-0.002063-0.00057434i,-0.0039454+2.503e-05i,-0.004757+0.0017174i,-0.0029107+0.0029589i,-0.00099668+0.0016653i,-0.00048862-0.00051205i,-0.00079781-0.00092056i,-0.0002813+0.0002978i,0.00025343+0.0015454i,-0.00021623+0.0014634i,-0.00028702+0.0010177i,0.0004623+0.00033962i,0.0012942-0.00032361i,0.00085717+0.0001758i,0.00071715+0.00071029i,0.0011064+0.00019975i,0.00096282-0.00024855i,0.000738+0.00037316i,0.00023227+0.0010242i,-0.00072075+0.00064472i
-0.0012547+0.00063452i,-0.0011517+0.0013602i,-0.0011673+0.00051296i,-0.0018429-0.0005475i,-0.0031451-0.00053133i,-0.0033228+0.00082421i,-0.0019805+0.0018914i,0.00036292+0.00087702i,0.0012796-0.00062578i,0.0012283-0.0013045i,0.00041807-0.0010657i,-0.00039255-0.00080135i,-0.00031341-0.00039848i,-7.2392e-05+0.00017122i,2.5711e-05-0.00037889i,-7.0427e-05-0.00084074i,-4.5349e-05-0.00061488i,0.0003617-0.00013558i,8.8993e-05+0.00064241i,-7.726e-05+0.00073998i,-0.00062768+0.0001192i,-0.00067134-4.3675e-05i,-5.0296e-05-0.00011959i
-0.00044389-0.0004652i,0.00010168-0.0022417i,-0.00062313-0.0015071i,-0.0018581-0.00018092i,-0.0028862+0.00095511i,-0.0037105+0.0018556i,-0.0023354+0.0021584i,-0.00029762+0.0014331i,0.00029827-0.00014956i,0.00041686-0.001185i,0.00025074-0.001598i,-0.00022236-0.00079637i,-0.00046893+0.00014765i,-0.00021947+0.00047786i,-0.00025996+0.00097842i,-0.00049759+0.0010867i,-0.00028307+0.00092009i,-3.4226e-05+0.00036605i,0.00042977+0.00013936i,0.00074554+0.00059078i,8.9965e-05-0.00021343i,-0.00034532-0.00082522i,-0.00038131-0.00043376i
0.00011656+0.00026221i,0.0002355-0.00049424i,-0.00037743-0.0010769i,-0.0012636-0.00052896i,-0.0031983+0.00044933i,-0.0048215+0.0013844i,-0.0035654+0.001602i,-0.0017503+0.0007219i,-0.001518-0.00082395i,-0.001262-0.0016206i,9.284e-05-0.00042158i,0.00044326+0.0012057i,-0.00064276+0.0013152i,-0.0010059+0.00034241i,-0.0004799+4.3309e-05i,0.0003943+0.00073489i,0.00076508+0.00063887i,0.00069211+3.6491e-05i,0.00078882+0.00038109i,8.7363e-05+0.001079i,-0.00042308+0.0011224i,-0.00011814+0.00038607i,-7.9564e-05-0.00036602i
0.00061117+0.00045502i,0.00065535+0.00027957i,0.00011467-0.00051969i,-0.0012432+9.1534e-06i,-0.0028035+0.00097884i,-0.0040271+0.0013188i,-0.0024226+0.0014384i,6.1935e-06+0.00034762i,-0.00012569-0.0010735i,-0.00086331-0.0012397i,-0.0010532-0.00076984i,-0.00164-0.00075163i,-0.0012474-0.00020565i,-0.00046973+0.00052774i,-0.00072014+0.00057477i,-0.00026395+0.0004911i,0.00020372+0.00075926i,9.7756e-05+0.0011556i,0.00022992+6.4145e-05i,3.1371e-05-0.0010644i,-0.00048608-0.00091416i,-0.00035473+3.4627e-05i,5.7702e-05+0.00034212i
0.00026954+0.00020317i,0.00015302+0.0011595i,-0.00032832+0.0017659i,-0.0023965+0.001053i,-0.0044443+0.00066305i,-0.0044701+0.0014192i,-0.0028713+0.0027895i,-0.0015701+0.0016741i,-0.00053117-0.00075756i,-1.5325e-05-0.0013448i,-0.00052439-0.0011403i,-0.0012167-0.00055443i,-0.00044054-0.00015354i,0.00083596-1.7559e-05i,0.00072344-6.3798e-05i,0.00025771+0.00020937i,0.00024946+0.00060382i,0.00072149+0.00065096i,0.00044968+6.7706e-05i,-0.00014318-0.00064805i,7.9216e-05-0.00043907i,0.00046018+0.00041533i,0.00058363+0.00015342i
-0.00013679-0.0012138i,-0.0005549-0.0014536i,-0.0013105-0.0025548i,-0.003263-0.002134i,-0.004715-0.00056616i,-0.0041843+0.0013888i,-0.0020199+0.0021754i,-0.00094704+0.00034158i,-0.00052854-0.001924i,-0.00028567-0.0018146i,-0.00029866-0.0013427i,-0.00023002-0.00051902i,0.00026571+0.0011498i,0.00034815+0.00065611i,0.00030962-0.00011048i,0.00066574+0.0002805i,0.00090668+6.0668e-05i,0.0010714-0.0004717i,0.0010421-0.00011953i,0.00092153+0.00045283i,0.0005448+0.00055264i,0.00039558+0.00050108i,0.00080194+0.00033493i
-0.00030793+0.00057774i,-0.00034586+9.4131e-05i,-0.00098649-9.8054e-05i,-0.0017779+0.00025187i,-0.0033316+0.0018159i,-0.0037587+0.0031256i,-0.0021223+0.0023872i,-0.00077677+0.00029074i,-0.00024077-0.0011755i,-0.00014879-0.001517i,-0.00058989-0.00075368i,-0.00046603+0.00026267i,0.00035758+0.0002279i,0.0004618+0.00037304i,0.00066928+0.00055808i,0.00074867+0.00032544i,0.00051069+0.00011891i,0.00016331-0.00015291i,0.000333+0.00042031i,0.00025948+0.0005281i,-0.00027238-0.00036101i,0.00054801-0.00052565i,0.00091524+0.00024269i
0.00054878-0.00052446i,0.00095408-0.0012296i,0.00045512-0.00075104i,-4.2064e-05-0.00049568i,-0.0011742-0.0012609i,-0.0028887-0.00059306i,-0.0021613+0.00067323i,-0.00045332+0.00081307i,-3.7421e-05-0.00025059i,-0.00044871-0.0010117i,-0.0005186-0.00076935i,-2.6863e-05-0.00036182i,-0.00078074+0.00076045i,-0.0016583+0.0016405i,-0.00032496+0.0013218i,0.00082161+0.00077587i,0.00015894+0.00045134i,-0.00011054-0.0001413i,0.00033473-0.00044431i,0.00065518-0.00034496i,0.00046059-0.00031065i,-9.8406e-05-0.00036783i,0.00025537-1.1672e-05i
-0.0023157+0.00021953i,-0.00098136+0.00095468i,-0.0018582+0.0013389i,-0.0027906+0.0014804i,-0.0028+0.001993i,-0.0032534+0.0030213i,-0.0018548+0.002043i,-0.00083216-9.8762e-05i,-0.0018131-0.0014483i,-0.0016265-0.0016628i,-0.0008366-0.0015204i,-0.0011182-0.00052311i,-0.0013287+0.0001164i,-0.0004189-6.5775e-05i,0.0001121+0.00059818i,0.00048041+0.00057649i,0.00066888+0.00038375i,0.00014878+0.00059716i,0.00048941+0.00080048i,0.0010354+1.7113e-05i,0.00042214-0.0008644i,-0.00041934-0.00045595i,-0.00014194+0.00034478i
-0.00070067-0.00051199i,-0.0010468-0.00087757i,-0.0025278-0.0016733i,-0.0032561-0.0016788i,-0.0044261-0.00065831i,-0.0040408+0.00080452i,-0.0017467+0.001297i,-0.00050069-0.0002698i,-0.00089518-0.002103i,-0.0010818-0.0019202i,-0.0012662-0.00098145i,-0.0016238-0.00026084i,-0.0019204+0.00084537i,-0.0010076+0.0014369i,3.9679e-05+0.0016418i,-0.00037962+0.0017093i,-0.00035112+0.00069756i,0.00014112-0.00043283i,0.00031268-9.0836e-05i,4.6158e-05-0.00020606i,0.00083956-0.00052193i,0.0011225-9.988e-06i,0.00077868-3.2483e-05i
0.00039326-0.00042794i,-0.0003374-0.00065489i,-0.001802-0.0012054i,-0.0026777-0.0014414i,-0.0036444-0.0010002i,-0.0025598+0.0009109i,0.00074456-0.00022162i,0.0016991-0.0054191i,-0.00033881-0.008485i,-0.0032838-0.0076609i,-0.0047752-0.0049205i,-0.0047841-0.0017753i,-0.004115+0.00036439i,-0.0029732+0.0014351i,-0.0011576+0.0017353i,0.00088265+0.00093027i,0.00096587+9.4008e-05i,0.00031044-0.00010914i,0.00054225+0.00010055i,0.00060898-0.00019902i,5.6049e-05-0.00030159i,-0.00034584+0.0003337i,-0.00063705+0.00044566i
-0.0017557+0.00036073i,-0.0018818-0.00056037i,-0.00071056-0.0014873i,-0.0012431-0.0018711i,-0.004089-0.00057699i,-0.0054942+0.0014949i,-0.0035407+0.0028328i,-0.00052646+0.0026817i,0.00068044+0.0015337i,0.00088257+7.6589e-05i,0.00086648-0.00032088i,0.0012589+0.00013987i,0.0013899-0.00010717i,0.00056553-0.00050916i,-0.00043007-0.0001671i,-0.00079923-0.00015698i,2.9295e-05-0.00018078i,0.00065921+0.00033593i,0.0011348+0.0010765i,0.00077711+0.0014852i,0.00013132+0.0011173i,-0.00017152+8.6469e-05i,-0.00065425-0.00049165i
-0.00010911-0.00022609i,-0.0011384+0.0003771i,-0.0014315+0.00069763i,-0.002104+4.7414e-05i,-0.0027763-0.0005284i,-0.0026959+6.7791e-05i,-0.0018911+0.0015791i,0.00013297+0.0016106i,0.00098744+0.00024019i,0.00044302-0.0005461i,0.00040453+2.5027e-06i,-0.00010075+0.00011168i,-0.00022779+0.0002615i,0.00034123+0.00019247i,0.00056955-4.8627e-05i,0.00035059+0.00018277i,-8.0888e-05+0.00034914i,-0.00010312+0.00048708i,0.00029681+0.00027302i,0.00061535+0.0005679i,-1.7152e-05+0.0009281i,-0.00080855-9.1957e-05i,-0.00068238-0.00048389i
0.00044782-0.0010911i,0.00080257-0.0011391i,0.00088508-0.00032517i,-0.00069594+3.4225e-05i,-0.003301+0.00041821i,-0.004086+0.0014382i,-0.0026851+0.0020424i,-0.00051237+0.00097565i,0.00088464-0.00038438i,0.00099646-0.0012397i,0.00094098-0.0013695i,0.0011995-0.00056765i,0.0015428-8.9566e-05i,0.001326-0.00028578i,0.00017039-0.00013703i,-0.0013481+0.00032963i,-0.0013646+0.00034912i,0.0004586-6.7726e-05i,0.00087588-0.00040776i,1.604e-05-0.00039631i,-0.0003505+0.00028819i,-0.00039493+4.9181e-06i,0.00016364+0.0001965i
-0.0010655+0.0011675i,-0.0010241+0.00032466i,-9.0544e-05-0.00024272i,-0.00020329-0.00033527i,-0.0018754-0.0003373i,-0.0037006+0.00052826i,-0.0026281+0.0015329i,-0.0001763+0.001203i,0.00066161+0.00056579i,0.00052593-0.00041023i,0.00012648-0.00087943i,-0.00031947-0.00089261i,-0.00091214-0.00011048i,-0.00074684+0.00084791i,-0.00035667+0.00036599i,-0.00024771-0.00019408i,0.00077741+0.00038826i,0.00090305+0.0013495i,0.00049015+0.0015021i,0.00019486+0.00041594i,-0.00022587-0.0010221i,-0.00039006-0.00028138i,-0.0003738+0.00052223i
0.00035151+0.00077515i,0.00096106+0.00016926i,-0.00081371+0.00016795i,-0.0025635+0.00042101i,-0.0033781+0.00029211i,-0.0038245+0.001137i,-0.0028137+0.0021484i,-0.0010883+0.0016823i,0.00041188+6.5077e-05i,0.0011206-0.00082326i,0.00071768-0.00090888i,0.00024088-0.0004002i,0.0001931+4.2154e-05i,-2.2609e-05-6.8455e-05i,-0.0010321+4.9597e-05i,-0.0011581+2.1797e-05i,-0.00016198+6.1329e-05i,0.00068227+0.00016179i,0.0014083-1.3393e-05i,0.0017588-0.00028799i,0.0012023+0.00023128i,0.00069463+0.00041976i,0.0007868-0.00035661i
-0.0018995+0.00075193i,-0.00093165+0.00043606i,-0.00044192-4.9063e-05i,-0.00012938+0.00032453i,-0.0014615+0.00068517i,-0.0031107+0.00014925i,-0.0021214+0.00016799i,-0.00052136+0.00073461i,-0.00098826+5.984e-05i,-0.0011917-0.00059206i,-0.00015846-0.00074145i,-6.7188e-05-0.00058442i,-0.00012658-0.00015782i,-5.3276e-05-0.00043324i,-0.00011165-0.00075413i,0.00041706-0.0013568i,0.00057659-0.00079519i,0.00074784+0.00064785i,0.00034355+0.00015757i,-0.00032968-0.00062953i,-0.00090832-0.00062791i,-0.00036582-0.00079128i,0.00049987-0.0007725i
1.1058e-05+0.00079982i,0.0013528-0.00031382i,0.0015542-0.0010265i,-0.00046137-0.00060071i,-0.0022292+0.00036052i,-0.002517+0.0014231i,-0.0016627+0.0020235i,-0.00039732+0.0014805i,0.00031748-0.00067139i,0.00024811-0.0017864i,0.00037993-0.0015497i,0.0011107-0.00056187i,0.0009799+0.00034117i,4.509e-05+0.001031i,-0.00012223+0.00079068i,0.00030789+0.00066548i,-0.00020378+0.00114i,-0.00038378+0.0004494i,0.00010619+5.4972e-05i,3.7145e-05+9.5142e-05i,-0.00073675-0.00014832i,-0.00094135-3.5765e-05i,7.9257e-05-0.00026974i
0.0017494-0.0010013i,0.0013502-0.0025774i,0.00030329-0.0013792i,-0.0011676-0.00026551i,-0.0028874-0.00061826i,-0.0040789+0.00034117i,-0.0031161+0.0018349i,-0.00036594+0.0017618i,0.0012456+0.0011211i,0.00043013+0.00033438i,-0.00011932-0.00041841i,7.0008e-06-2.0557e-05i,-0.0003282+0.00044461i,-0.00035923+0.00078393i,-0.00020139+0.0011364i,0.00014284+0.0012364i,0.0001506+0.00091961i,-6.4017e-05+0.00038959i,0.00082396+0.00017688i,0.001434-0.00068355i,0.00097222-0.0012441i,-5.3662e-05-0.0006369i,-0.00071381-0.00028865i
-0.0019082+0.00054109i,-0.0007648+0.00010342i,-0.0014607+0.00022515i,-0.0037584+3.6083e-05i,-0.0039445+0.00043853i,-0.0030033+0.0022142i,-0.0025471+0.0026993i,-0.0014383+0.0011449i,-0.00057928+0.00020439i,-0.00031802+3.2895e-07i,0.00022945-0.00021091i,0.00085229-0.00059792i,0.00093915-0.00074621i,0.00024798-0.00027132i,-0.00072868-4.1743e-05i,-0.0011264+0.00025183i,-0.00076542+0.00062045i,2.879e-05+0.00021498i,0.00078737+0.00021565i,0.000959+0.00067359i,-8.4321e-05+0.00034961i,-0.0011379-0.00021242i,-0.0013086-0.00047979i
-0.0015863-0.00065663i,-0.001863-0.0011786i,-0.0010005-0.00084391i,-0.0022112+0.00094095i,-0.0044739+0.0014633i,-0.0047669+0.001441i,-0.0029338+0.0015736i,-0.0012469+0.00062373i,-0.00082754-0.00036668i,-0.0007576-0.00076999i,-0.00018034-0.00098097i,-3.3292e-05-0.0011326i,-0.00049783-0.0005197i,-0.0004001+0.00049629i,-0.00052339+0.00030837i,0.00015765+0.00030646i,0.00047086+0.00072158i,-0.00010284+0.0010079i,-0.00012207+0.00087797i,0.00018485+0.00048453i,0.00069083-0.00019073i,0.00091012+0.00030764i,-0.000125+0.00025488i
-0.0023739+0.0017046i,-0.0022959+0.002205i,-0.0014993+0.0015404i,-0.0025892+0.00043197i,-0.0042168+0.00053726i,-0.0037162+0.00098223i,-0.0020358+0.0011737i,-0.00074601+0.0011141i,-0.0010136-0.00053105i,-0.0013027-0.0016608i,-0.00064721-0.00091918i,0.00040654-0.00061939i,0.00079661-0.0010071i,0.00036783-0.00045411i,-0.0004832-0.00030582i,-0.00055775-0.0006734i,-5.4103e-05-9.6551e-05i,0.00010877+0.001165i,9.5274e-05+0.00097385i,0.00066934+0.00028184i,0.00092702-0.00062647i,0.00059813-0.0010515i,0.00028776-0.00034126i
0.00036646-0.00013396i,0.00079243+0.00053555i,-0.00046112+0.00018238i,-0.0023742-0.00039954i,-0.0041839-0.00021075i,-0.0048263+0.0015473i,-0.0028866+0.0028204i,-0.0004621+0.002164i,0.00011727+0.00032608i,0.00036984-0.00064774i,-7.7861e-05-0.001047i,-0.00045266-0.00087247i,-0.00041452-9.9263e-05i,-0.0001482-6.7655e-05i,0.00042637-4.7146e-06i,0.000555+0.00022686i,0.00063414+2.4038e-05i,0.0006433-0.00037683i,0.00069841+0.00036292i,0.00021752+0.00070431i,-0.00037656-0.00036178i,-2.6407e-05-0.00060167i,0.0004973-1.0836e-05i
0.00055104-0.0010488i,0.00059999-0.00089056i,0.0003998-0.0013308i,-0.00058025-0.0017061i,-0.0030575-0.0009078i,-0.0046981+0.00066817i,-0.0029993+0.0020037i,-0.0010093+0.0014383i,-0.00050279+0.00012446i,0.00017046-0.00019218i,7.5204e-06+0.00029583i,-0.00029453+0.00049116i,0.00020417+0.00030496i,0.00053039+0.0005581i,0.00049243+0.0012634i,0.00065649+0.0005878i,0.00079894-0.00039705i,0.00069746-0.00028168i,0.00029819+0.00088691i,0.00015413+0.0011738i,0.00019914-0.00030906i,2.4086e-05-0.00048572i,-9.6921e-06-0.0005913i
0.0016103-0.00099802i,-0.00025409-0.0014306i,-0.0014681-0.00163i,-0.0030722-0.0023298i,-0.0046679-0.0026523i,-0.0047769-0.00036076i,-0.0035129+0.0015407i,-0.00082049+0.00080162i,0.0008798-0.00097759i,0.0003412-0.0012338i,-0.00051776-0.00045001i,-0.00090665-0.00012889i,-0.001082-8.7542e-05i,-0.00069872+0.00045869i,-0.00078215+0.00020554i,-0.0010671-0.00058i,-0.00035414-0.00050114i,2.9234e-05+0.00028132i,0.00012848+0.00012685i,0.0007936+0.00018756i,0.00023454+0.00021859i,0.00016193-0.00023965i,0.00029071-0.00048323i
4.7383e-05-0.00044082i,-0.00015518-0.0010355i,-0.00098466-0.0012396i,-0.0017744-0.00043733i,-0.0031352-0.00038052i,-0.0042875+0.0012343i,-0.0029671+0.0025754i,-0.00067205+0.0013154i,0.0003895-5.7946e-08i,-0.00016154-0.00053671i,-0.0007824-0.0003008i,-0.0012191+0.000628i,-0.00052569+0.0012353i,0.0004648+0.00072473i,0.00064524+4.0605e-05i,0.00034474+0.00052434i,0.0003516+0.0006894i,0.00077186+0.00051731i,0.00079313+0.00014782i,0.0011386-0.00055335i,0.0013286-0.0011631i,0.00084734-0.000608i,0.00021139+0.00064517i
-0.0012802-0.0022583i,-0.0018039-0.0016795i,-0.0023537-0.00083133i,-0.0029904+0.00017157i,-0.0048062+0.00090189i,-0.0050247+0.0014774i,-0.0028165+0.0027767i,-0.0010132+0.002238i,-0.00029329-0.0002953i,0.00027408-0.0011129i,0.00081015-0.00033923i,0.0007632-0.00023398i,0.00017602-0.00045418i,1.1571e-05-0.00041547i,-0.00031493-0.00019416i,-0.00037349-0.00027667i,-4.9312e-05-0.00044249i,6.5685e-05-0.00019511i,0.00014123-3.0659e-05i,0.00019389-0.00047231i,0.00049897-0.00061422i,0.00074393-7.5986e-05i,0.00033009+0.00036039i
0.0010401+0.0012049i,0.0011838+0.00061041i,0.0010551-0.00044503i,2.3358e-06-0.00011247i,-0.0019045+0.00083284i,-0.0035803+0.0014438i,-0.0034806+0.0016117i,-0.0015296+0.00089397i,-0.00070978-1.7982e-05i,-0.0003968-0.0001472i,0.0001739-0.00074791i,-3.8622e-05-0.0013221i,0.00035923-0.00058608i,0.00076686+0.00015828i,0.00019503+0.00036298i,0.00065606-9.9305e-05i,0.00080874-0.00059755i,4.7707e-05+8.5813e-05i,-0.0001698+0.00050498i,-0.00010138+0.00036005i,0.00015665-2.648e-06i,0.00014494+0.00019308i,-3.1261e-05+0.00083497i
0.00085337-5.7231e-05i,0.0002952-0.00093931i,-7.3977e-05-0.0012561i,-0.00044359-0.0013898i,-0.0025545-0.00026867i,-0.004752+0.0014221i,-0.0036337+0.0016806i,-0.00039764+0.00046222i,0.0010798-0.00073864i,0.00048762-0.00093698i,-0.00065017-0.00072448i,-0.00096233-0.00016331i,-0.0005981-0.00037641i,0.00029595-0.00065381i,0.00039648-0.00031202i,-0.00011479-1.4664e-05i,-8.6028e-05+0.00073093i,0.00015232+0.0012123i,0.00015129+0.0010592i,-0.00014011+0.00031168i,5.3891e-05+0.00032734i,0.00012418+0.0002643i,-0.00029344-6.3437e-05i
-0.00027936+0.0019686i,0.0006593+0.0011609i,0.0011755+0.0006557i,-0.0010321-0.00022056i,-0.0033678-0.00088471i,-0.0032484-0.00013155i,-0.0022761+0.0013193i,-0.00070237+0.0013912i,0.00011254+0.00044092i,-0.00062306-0.00057522i,-0.00039917-0.0005584i,0.00040518+0.00014247i,0.00059986+0.00010066i,0.00068442-0.00070247i,0.00060047-0.00055915i,0.00028645+0.00014172i,0.00039752+0.00017124i,0.0010107-0.00012999i,0.00066223-0.00036686i,-0.00043414+5.6828e-05i,-0.00083574-1.8889e-05i,-0.00069265-0.00033047i,-0.00059304+3.0629e-05i
-0.00069618-0.001178i,-0.00096828-0.00051645i,-0.0011275-0.00051751i,-0.0015117+4.893e-05i,-0.0018061+0.00073462i,-0.0020046+0.0015584i,-0.0014989+0.0015757i,0.00049078+0.00044403i,0.0016625-0.00044357i,0.00093962-0.00059134i,4.518e-05-0.0001963i,7.6025e-05-0.00013442i,0.00014141-0.0001054i,0.00012638+0.00046866i,0.00025831+0.00090799i,0.00047503+0.00099683i,0.0004662+0.00033945i,0.0006556+5.2992e-05i,0.0011196+0.00081077i,0.0011473+0.00043029i,0.00092528-0.00057279i,0.00059372-1.1879e-06i,0.0005101+0.0011635i
-0.00079951-0.0012318i,-0.00016442-1.8575e-05i,-0.0011869+0.00084593i,-0.0027905+0.00021709i,-0.0040159+0.0002854i,-0.0038856+0.0012427i,-0.00269+0.0024599i,-0.0012756+0.001817i,-0.0002014-0.00011805i,0.00014367-0.0008905i,-1.6875e-05-0.00092057i,0.00015486-0.0006239i,-0.00037856-0.00019559i,-0.00069677-0.00018974i,-1.7629e-05-0.00022722i,0.00026818+0.00034344i,7.2167e-05+0.00040441i,0.0007944+0.00042832i,0.00079696+0.00023081i,0.00043318+0.00019384i,0.00036607+0.00037384i,-8.9218e-05-0.00013366i,1.0251e-05-0.00031945i
-6.6326e-05-0.00087283i,-0.00046923-0.0013353i,-0.0020532-0.00048639i,-0.0020141+0.00071987i,-0.0027441+0.00056948i,-0.0041731+0.00026098i,-0.0033374+0.00065336i,-0.001368+0.00073789i,-0.00045476-0.00029936i,-0.00010732-0.00068598i,-1.8556e-06-0.00022678i,-0.00033414+0.00061684i,-3.8561e-05+0.00073885i,0.00020596+9.6597e-05i,-0.00014023+1.3959e-05i,8.2693e-05+0.00019314i,0.00022371-0.00014888i,-0.00055789-0.00074593i,-0.00063137-0.00028575i,-0.00014304+0.00027194i,-0.00029728-8.5861e-05i,-0.00024361-0.00064592i,0.00014607-0.00032905i
