-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
-0.0020215+0.0020742i,-0.001181+0.001922i,-0.00014881+0.0010042i,0.0013863-0.00062174i,0.0016757-0.0012931i,0.00020201-0.0014166i,-0.00074932-0.001165i,-0.00057248-0.00065329i,-0.00066349-6.3239e-06i,-0.00048088+0.00064375i,-0.00015337+0.00055211i,-0.00059342+0.00054829i,-0.00088161+0.00031705i,6.7415e-05-0.00037386i,0.00043213-2.3132e-05i,-3.3532e-05+0.00048465i,0.00012422+0.00038097i,0.00038161+0.00060941i,0.00056408+0.00086018i,0.00036651+0.0009206i,-0.00017583+0.00074229i,-0.0003539-0.00044888i,-0.00013337-0.00081435i
-0.002624-1.7108e-05i,-0.0013506+0.00077422i,-0.00014678+0.00077751i,0.00027548-3.907e-05i,-8.7166e-05-0.00070251i,0.00074305-0.0007391i,0.00047271-0.00011034i,-0.00054545-0.00017483i,6.7415e-05-0.00078398i,0.00072101-0.00023807i,0.00045301+0.00040541i,0.00041772+0.00054203i,0.00074994+8.9473e-05i,0.0010666-6.6777e-05i,0.0002083+0.00039613i,-0.00043846+0.00023654i,-0.00024654-5.3509e-05i,0.00039996-0.00038647i,0.00049199-0.00048466i,4.8113e-05+0.00031233i,0.00015913+0.0011278i,0.00035041+0.00068282i,0.00039277-1.4364e-06i
0.0008011-0.00075954i,0.00025374-0.0014449i,0.00034794-0.0019943i,-1.0344e-05-0.002604i,-0.00073408-0.0024982i,-0.00067397-0.0011347i,-0.00075325-0.00036806i,-0.00069859-0.00045795i,-0.00064222-0.00024528i,-0.00014032+0.00036494i,-0.00025434+0.00026866i,-0.0004864+3.1965e-05i,0.00030571+0.00037439i,0.00084853+0.00043886i,0.00080745+8.8967e-05i,0.00055126+0.00031608i,0.00031481+0.00058315i,1.3278e-05+0.00016648i,0.00020571+4.0738e-05i,0.00012879+0.00077414i,-0.00034773+0.00086168i,8.4512e-05-0.0002648i,-0.00026716-0.00074064i
0.0004243-0.00043802i,-0.0002284-0.00065008i,-9.1234e-05-0.00051211i,-3.6007e-05-0.00052349i,-0.00031085-0.00043086i,-0.00051013-0.00033041i,-0.00021027-9.233e-05i,-3.5957e-05-0.00026023i,0.0005403+0.00086059i,0.00069845+0.0008923i,0.00037241-0.00076131i,-0.00034487-0.00046215i,0.00017473+0.00046321i,0.00091491-7.603e-05i,0.00081445-0.00030745i,0.00039006-5.2525e-06i,-0.00042121-6.6822e-05i,-0.0005907-0.00067045i,-0.00021085+5.3541e-05i,-0.00015535+0.00051182i,-6.7708e-05+0.00029486i,0.00015627+0.00083283i,5.1316e-05+0.0014282i
0.00048128-0.0011465i,-0.00031455-0.00081547i,-0.00060924-0.0011062i,-0.0004319-0.0020229i,-0.00083651-0.0019872i,-0.0014341-0.0003332i,-0.0010154+0.00034555i,-0.00036532-0.00025195i,-0.00068713-0.00033873i,-0.0013404-0.00056147i,-0.00054825-0.00015513i,-2.0573e-05+0.00057866i,-0.00011055+0.00056669i,0.00022195+0.00024027i,0.00067411+0.00033272i,0.000426+0.00047571i,3.9676e-05+4.771e-05i,0.00019451+0.0002144i,0.00020518+0.0011032i,-5.3772e-05+0.0014165i,-5.4036e-05+0.00092425i,6.9032e-05+0.0004105i,0.00020606+0.00031961i
-6.233e-05-0.00040677i,-0.001275-0.00052018i,-0.0026266-0.00017781i,-0.0031231-0.0006806i,-0.002564-0.0011321i,-0.0012993-0.00075547i,-0.00040005-0.00032757i,-4.0614e-05-0.00012569i,-0.00094037+5.3901e-05i,-0.0010438-2.9153e-05i,7.5578e-05+0.00015785i,0.00041069+0.00046812i,0.00015322+2.1824e-05i,-0.00050231-0.00033561i,-0.00042176-0.00030721i,0.00012299-0.0001505i,0.00026014-0.00057392i,6.9003e-05-0.00085682i,-7.6021e-05+0.00026027i,0.00012674+0.0012945i,7.7147e-05+0.0013019i,-1.1082e-05+0.00074508i,-0.00028061-8.9965e-05i
0.00086884+0.0013351i,-0.00011552+0.00038024i,0.00035831-0.00035044i,-3.2257e-05-0.0017507i,-0.00075672-0.002746i,-0.00085091-0.0017443i,-0.00092802-0.00054134i,-0.00050335+0.00010966i,0.00022727+0.00083091i,0.00013945+0.0011621i,-0.00025012+0.00075583i,0.00014116-0.00035097i,0.00056917-0.00037348i,0.00068439+3.1177e-05i,0.00087719+0.00035652i,0.00096309+0.00083261i,0.00032104+0.0011097i,-0.00024203+0.00062015i,-0.0001241+0.00012377i,-3.2992e-06+0.00079248i,-0.00038102+0.00082306i,3.7074e-05+0.00020162i,0.00058278+0.0001216i
-0.00057784+0.0015208i,-9.17e-05+0.00099433i,0.00078372+0.0004205i,0.00054602-0.0009391i,-0.0001175-0.0011816i,-0.00021111-0.00075044i,-7.3029e-05-0.001306i,0.00010129-0.0011162i,0.00037902-0.00060731i,0.00049249-0.0002342i,-5.0193e-05-1.0499e-06i,-0.00021023-5.0868e-05i,-4.4083e-05-0.00017129i,-0.00020315+5.0439e-05i,-0.00021506-0.00028979i,-0.00062063-0.00040924i,2.3003e-05+0.00040311i,0.0010177+0.00071385i,0.00054244+0.00029218i,0.000351+0.0002326i,0.00051203+0.00030269i,-0.00019339+0.00021416i,-0.000802-0.00011072i
-0.0013571-0.0013979i,-0.001433-0.0010435i,-0.0013563-0.00049845i,-0.00068258-0.0002539i,-0.00017778-0.00082488i,0.00055996-0.00081574i,0.00055596-0.0010128i,-8.9254e-05-0.0010394i,0.00037056-0.00024934i,0.0014269+0.00044409i,0.0012546+0.00083694i,0.0010028+0.00046737i,0.00046858-0.00025829i,-3.1178e-05-5.1028e-05i,0.00034626-8.1447e-05i,0.00020756+7.2118e-05i,0.00019365-0.00033954i,0.00044945-0.00026803i,0.00065837+0.00043009i,0.00092385+1.0878e-05i,0.00079178-0.00019157i,0.00028513+9.0678e-05i,-0.0003153+0.00035541i
-0.0011629+0.00024967i,-0.0014873+0.0015113i,-0.0017305+0.0015323i,-0.001138+0.00030404i,-0.00054844+0.00015196i,-0.0010925-0.00030332i,-0.0021531-0.00084884i,-0.0018709-0.00042436i,-0.0004864+0.00025962i,0.00019793+0.00086574i,0.00052882+0.0011213i,0.00045855+0.00087214i,-9.7395e-05+0.00092968i,0.00013658+0.00052064i,0.00027563-0.00028348i,-0.00076007-0.00013671i,-0.00094395-0.0003086i,-0.00049295-0.00098578i,-0.00037431-0.0005707i,-0.00049948-0.00024287i,-0.0005176-0.00014526i,0.00027737-7.8891e-05i,0.00056322+0.00047587i
0.00021827+0.00078594i,0.0011185-0.00019233i,0.0014375-0.00029527i,0.0015592+1.4152e-05i,0.0014798-0.00010316i,0.00040635-0.00048605i,-0.00048941-0.00086085i,-0.00050859-0.00066364i,-0.00068981-0.00018732i,-0.0006589+0.00084218i,-0.00011639+0.0010202i,1.6009e-05+0.00072921i,-0.0003173+0.00027627i,-7.8895e-05-5.7409e-05i,-4.6981e-05-9.1039e-06i,-0.00058923+0.00063222i,-0.00049651+0.00077561i,-9.2885e-05+0.00036667i,-0.00060516-0.00010599i,-0.00017125-0.00037836i,-7.6084e-05+0.00033328i,-0.00059315+0.0003302i,-0.00049501+0.00012873i
0.0010026-0.0028018i,-0.00027224-0.0019459i,-0.0011405-0.0017092i,-0.0017103-0.0018604i,-0.0012782-0.0019461i,-0.00093206-0.00091965i,-0.001188-0.00034316i,-0.00078025+0.00013001i,-0.0001381+0.00087033i,0.00047835+0.00081785i,0.00090457+0.00032758i,-4.2197e-05+3.4677e-05i,-0.00045459-4.215e-05i,0.000148-0.00024758i,-0.00016198+0.00041754i,-0.00069607+0.00083688i,-0.0005779+0.0007687i,-0.00032702+0.00044957i,-0.00015903-9.1579e-05i,1.3998e-05-0.00019064i,0.00014787-0.00044334i,0.00050338-0.00024887i,0.00083248-5.5401e-05i
0.0011545+0.00054177i,0.00010765+0.00040776i,0.00054757-0.00061543i,0.00070597-0.0024337i,0.00010504-0.0034099i,3.2247e-05-0.002217i,0.00088322-0.0010916i,0.0003519-0.0010337i,-0.00076495-0.00061542i,-0.00059877+0.00045846i,-0.00036671+0.00077956i,-0.00047156+0.00013654i,-0.00032579-0.00040924i,0.00045769-0.0012611i,0.00054767-0.0010976i,0.00035955+3.6254e-05i,0.00069691-0.00042248i,0.001104-0.00079328i,0.00091823-0.00045316i,0.00058283-0.00030593i,-0.00033434-9.35e-05i,-0.0012693-0.00026428i,-0.0010243-0.00029284i
0.00056541-0.00078575i,0.0013359-0.0014303i,0.0023814-0.0016173i,0.0015502-0.001956i,0.00042252-0.0023274i,0.00070406-0.0019847i,9.7896e-05-0.0010861i,-0.00018259-0.001211i,0.00036341-0.00039594i,0.00027489-0.00011874i,0.00049913-0.00053737i,0.00032816+0.00023541i,0.00016654+0.00035003i,0.00023704-4.7635e-05i,-0.0005946-0.00018062i,-0.00032328-0.00085794i,0.00035894-0.00030571i,0.00020295+0.00035302i,0.00011509-0.00017406i,0.00015425-0.00051802i,1.2109e-05-0.00036386i,-0.00015798-0.00026571i,-2.2336e-05-0.00052751i
0.0014461-0.00050239i,0.0010872-0.0017508i,0.0002124-0.0019815i,0.00011769-0.0018832i,0.00016362-0.0012512i,-0.00061719-0.0016482i,-0.00096313-0.0014344i,-0.00094443-0.00083573i,-0.00012829-0.00011333i,0.00017375+0.00042017i,-0.00020437+0.00025142i,-0.0007297+0.00040076i,-0.0012886+0.00093043i,-0.00054112+0.00085722i,0.0011812+0.00094614i,0.0019089+0.0011336i,0.0010506+0.00080985i,0.00041132+0.00038713i,0.00019138-2.1541e-05i,-0.0002443+5.0844e-05i,-0.00041703-0.00085965i,-0.0010975-0.0015109i,-0.00098583-0.00059106i
-0.0016698+0.0012718i,-0.00032834+0.0009799i,0.00073255+1.0929e-05i,0.0017186-0.00042281i,0.0012591-0.00016779i,0.00022914-0.00015245i,-0.00015828+0.00010061i,0.00031063+0.00028262i,0.00078557+0.00027618i,0.00073389-0.00029267i,0.00035635-0.00077135i,0.00079622+6.6851e-05i,0.00073518+0.00034541i,-0.00013985-0.00066732i,-0.00049694-0.00087285i,-0.00070168+0.00015578i,-0.0006435+0.0006593i,-0.00021436+0.00023052i,-0.00011316-6.1398e-05i,-0.00053631+0.00039836i,-0.00062461+0.00085319i,-3.3847e-05+0.00061991i,0.0008716+4.0985e-05i
0.0022918-0.00052832i,0.0015837-0.0024128i,0.0014189-0.0028914i,0.00029169-0.0029883i,-0.00088097-0.0029016i,-0.00092971-0.001791i,-5.6404e-05-0.00084487i,0.00092091-0.00068332i,0.0008435-0.00052475i,0.00025593-0.00057146i,0.00012385-0.0004395i,0.00067423+0.0001171i,0.00034153+0.00098081i,-0.00059663+0.0010472i,-0.00034077+0.00014964i,-0.00012398-0.00029143i,-2.9789e-05-0.00015168i,0.00027627+0.00026697i,0.00014517+0.00064141i,-0.00014122+0.00028018i,9.5552e-05-0.00051012i,0.00013342-0.00061494i,-0.00033143-0.00025919i
-0.0017869-0.0017081i,-0.0024211-0.00072685i,-0.0023105-0.00015462i,-0.0012153-0.00070072i,-0.00027609-0.0014812i,0.00061359-0.0016062i,0.00019921-0.00095393i,-0.0005589+0.0003977i,-0.00043582+0.0006845i,-1.7662e-06+0.00017441i,0.00053917+0.00049515i,0.0007809+0.0008065i,0.00062718+0.0010327i,0.00047754+0.00043646i,-0.00021863-7.3211e-05i,-0.00051117-6.8756e-05i,8.0096e-05-0.00026958i,0.00072417-6.6662e-05i,0.00089053+0.00015928i,0.00058503-0.0002402i,-2.3775e-05-0.0006609i,0.00035915-0.00079398i,0.00093445+0.00012171i
-0.0017076-0.0010595i,-0.0030448-0.00088247i,-0.003321-0.0021338i,-0.002112-0.0020926i,-0.0016105-0.0013787i,-0.0011238-0.0012807i,-0.0007444-0.0016884i,-0.00086723-0.0010761i,-0.0004087+0.00059575i,-0.00012265+0.0012246i,-0.00021985-0.00016965i,-8.6307e-05-0.0014101i,0.00011859-0.00080403i,0.00022036-0.0001136i,0.00046165-0.00057882i,0.00058373-0.00066993i,0.00042011-0.00043592i,-9.2141e-06-0.00015739i,-3.5203e-05+0.00040492i,0.00031064+0.00012931i,0.00026627-0.00026631i,-0.00060405+1.595e-05i,-0.00057201+0.00010018i
0.00032819-7.7168e-05i,-0.0002016+0.00043052i,-0.00034729+0.00033065i,0.00010907-0.0012122i,4.9035e-05-0.0017235i,-0.00057964-0.00065906i,-0.0010267+0.00039638i,-0.00060633+0.00040322i,0.00027574+0.00016564i,-1.6309e-05+3.274e-06i,2.0785e-05-0.0010289i,0.00042144-0.00096198i,5.3328e-05+0.00031137i,0.00049706+0.00029579i,0.00089675-9.2441e-05i,0.00064513+0.00037201i,0.000976+0.00087761i,0.0010217+0.00081386i,0.00066719+0.00047989i,0.00095747-0.00011082i,0.0004198-0.00023441i,-0.00014724-0.00056455i,-7.7134e-05-0.00028391i
0.0020774+0.0008799i,0.0010489+0.00027881i,0.0011148-0.0014356i,0.00053502-0.0029064i,-0.00034254-0.0025934i,-0.00086511-0.00093048i,-0.00070716+0.00046552i,-0.00051765+0.00077445i,-0.00092479+0.0001647i,-0.00097298-0.00041328i,7.297e-05+0.00026921i,-8.559e-05+0.00065746i,-0.0011389+0.0010981i,-0.00043694+0.0014082i,0.00034191+0.0010103i,2.3646e-05+0.00049742i,-0.00024962+0.00033233i,-5.5425e-05+0.00052675i,0.00049899+0.00033493i,8.9279e-05-7.0805e-05i,4.3654e-05-0.000328i,1.2133e-05-0.0001415i,-0.000376+0.00035281i
0.00023781-0.00089752i,-0.0010178-0.00033555i,-0.0024838+4.3942e-05i,-0.0015919-0.00046418i,-0.0011295-0.0011385i,-0.00094065-0.00092416i,-2.8157e-05-0.00105i,0.00044413-0.00030533i,-1.6314e-05+0.00071441i,0.00026391+0.0012747i,0.0012001+0.00077911i,0.0011994+0.00016774i,0.00078527+0.00032065i,0.00088478+0.00092271i,-0.00028472+0.000386i,-0.0013711-0.00018588i,-0.00097621+0.00046139i,-0.00034402+0.00041524i,0.00020726+2.2588e-06i,-0.00031054-2.0944e-05i,-0.00084156+0.00017343i,-0.0004593+0.00060712i,0.00010764+0.00045927i
-0.00089461-0.00072346i,-0.0012415-0.00045952i,-0.00022068-0.0019695i,-0.00013093-0.0029766i,-0.00085007-0.0027193i,-0.00061426-0.0019769i,0.00014555-0.00071749i,9.4862e-05+0.00018275i,-0.00012125+0.00039982i,0.00018415+0.00046831i,9.6594e-05+0.00097863i,0.00055454+0.00033205i,0.00079418-0.00072955i,0.00092253-0.00049446i,-0.00012039-0.00028207i,-0.00090158-0.00078029i,-0.00032805-0.00082681i,-0.00021852-0.00027833i,-0.00016605+0.00037039i,-6.1256e-05+0.00029779i,3.5037e-05+1.0965e-05i,0.00042533-0.00036084i,-4.1805e-05-0.00013707i
-0.00030901-0.00060119i,-0.0012533-0.00085057i,-0.0021504-0.0019857i,-0.0015317-0.0023293i,-0.0012492-0.0021103i,-0.00091265-0.0015835i,-0.00060408-0.00104i,-0.00065895-0.0006102i,-0.00066741-6.4025e-05i,-0.00035812+0.00034128i,-0.00046248-8.2773e-05i,0.00016416+5.9884e-05i,0.0017054+0.00041245i,0.0018336-0.00028712i,0.00097857-0.00010409i,0.00078398+0.00031552i,0.0012584+7.3074e-05i,0.0011292-1.0021e-05i,0.00028217+0.00031475i,-0.00082589+0.00042432i,-0.00083905+0.00083752i,5.856e-05+0.00099773i,9.5102e-05+0.00053255i
-0.0006812+7.0576e-05i,-0.0008985+0.00023792i,-0.00042575-0.00033267i,-0.00047869-0.00018876i,-0.0004814+0.00096972i,7.197e-05+0.001607i,0.00071067+0.0014979i,0.0010554+0.00077905i,0.00123-0.00038588i,0.0013896-0.00051002i,0.00087206+0.00023963i,2.466e-05+0.0006777i,7.4652e-05+0.00088475i,0.0003393+0.00042464i,4.9792e-05+0.00053948i,0.00011541+0.00056344i,-2.287e-05+0.00067627i,-0.00042731+0.00059979i,-0.0001647+0.00047948i,0.00027025+0.0001123i,0.00024113-0.00055351i,0.00015438-0.00082519i,5.9986e-05-0.00067444i
0.0004503-0.00019931i,-0.00068068-0.00026223i,-0.0016746-0.00055556i,-0.00046949-0.0011025i,-4.9867e-05-0.0011679i,-0.00026236-0.00045261i,8.2896e-05+0.00063532i,-0.00018167+0.00054545i,-0.00053286+0.00011653i,-0.00055919+0.00069813i,-2.7472e-05+0.00072907i,0.00063269+0.00041476i,0.00087261-0.0002792i,0.00023797-0.00062822i,0.00020049-0.00036002i,0.00050439-0.00037118i,0.00015191-8.5661e-05i,-0.00030155+0.00068783i,-7.3057e-05+0.00072793i,-1.9779e-05+0.00068568i,-0.00033471+0.00042318i,-0.00010886+0.00040896i,0.00023125+0.00091262i
-0.0024083+0.00017052i,-0.0010598+0.0016236i,-0.0017095+0.0023232i,-0.0019161+0.00035859i,-0.0010489-0.00090809i,-0.00015223-0.00073619i,2.5928e-05-0.0013537i,-0.00082233-0.0024411i,-0.0011998-0.0020171i,-0.00080348-0.000999i,-0.00029777-0.00057991i,0.00041296-0.00012707i,0.0014087+0.0006439i,0.0011895+0.00043664i,0.00050917-0.00049971i,0.00060135-0.00037209i,0.00036507+0.0003474i,3.4079e-05+0.001125i,0.00048027+0.0010951i,0.00019173-0.00011077i,-0.00019973-0.00065766i,-6.3154e-05-3.4565e-05i,-0.00014309+0.00053638i
-0.0014151-0.00018435i,-0.00099155+0.0005231i,-0.0019499+0.0011275i,-0.0016211+7.1386e-05i,-7.206e-05-0.00040865i,0.00042172+0.0010409i,0.00063804+0.0018006i,0.00099027+0.0017708i,0.00061664+0.0015162i,0.00042081+0.00087783i,0.00023264-0.00035637i,0.00023204-0.00035062i,0.0010239+0.00043686i,0.0011114+0.00016437i,0.00066178-0.00031895i,0.00015742+0.00028657i,0.00040842+0.00060439i,0.00096833+0.00029789i,0.00085957-7.5786e-05i,0.00089316+8.493e-05i,0.00087863+0.00074541i,0.00024855+0.00094547i,-0.0004514+0.00063964i
0.00010369+0.0017851i,0.00056699+0.0015133i,0.0010773+0.0010965i,0.00093066-0.0007787i,0.00034897-0.0021033i,-0.00059226-0.0012168i,-0.00076671+0.00027942i,-0.00035943+0.00059824i,0.00011635+0.00035411i,0.00046952-1.0323e-05i,5.1268e-05-0.00012162i,-0.0002293+0.00017721i,-0.00013585-0.00027071i,7.0512e-05-0.00049746i,-9.6324e-06-0.00026214i,0.00025404+6.0017e-05i,0.00043954+0.00094423i,0.00016468+0.001827i,0.00019555+0.0015266i,7.803e-05+0.0004614i,-0.00071627-0.00015787i,-0.00099022-3.5039e-05i,-0.00067605-0.00030767i
-0.00088279+0.0016058i,-0.00053338+0.00095192i,3.7664e-05+0.00069351i,0.00085936-0.00083219i,0.0012915-0.002096i,0.00074034-0.0022284i,0.00043049-0.0019502i,0.00040611-0.0015554i,0.00017899-0.00053348i,0.00033258-0.00026324i,-0.00012723-0.00023295i,-0.00014096-0.00023818i,-0.00038831-0.00045957i,-0.00092514-0.00024055i,-0.00059261-0.00023826i,-0.00071187-9.1722e-05i,-0.00073076+8.3426e-05i,-0.0006038+0.0004233i,0.00012024+0.0008133i,0.000719+0.00033941i,0.00049013+0.00033711i,0.00025004+0.0010381i,-0.0002096+0.0008414i
0.00081894-0.00073025i,0.00025496-0.00067687i,-0.00065531-0.00053475i,-0.0003646+0.00032591i,8.3118e-05-9.4263e-05i,0.0004106-0.00034502i,0.00022417+0.00073477i,-0.00014882+0.00037409i,9.2207e-05-0.00032608i,0.00090047-1.4878e-05i,0.00062234+0.00053874i,-0.00020508+0.00041943i,0.00034588-0.00016025i,0.0006835+0.00014796i,0.00058862+0.00062854i,0.00035761+2.0844e-05i,9.4551e-05-0.00029349i,6.1073e-05+0.00033926i,0.0003943-5.0696e-05i,0.00053335-0.00065336i,7.7881e-05-0.00028098i,0.00012642-7.4249e-05i,0.00021545+0.00019843i
-0.00026402+0.0012584i,0.00024237+0.00042877i,0.00092037-0.00043628i,0.0012384-0.00085124i,0.00063018-0.0017526i,0.00033434-0.0023323i,-1.4142e-05-0.0026522i,-0.00071809-0.0022349i,-0.00039316-0.0011804i,-0.00031174-9.3871e-05i,0.00025706-0.00012952i,0.00091792-0.00015699i,5.5665e-05+0.00063207i,-0.00051851+0.0007196i,-3.725e-05+0.00022201i,0.0002329-0.00048665i,-3.4343e-05-0.0014939i,5.6068e-05-0.0011097i,-9.1207e-05+0.00015638i,-3.2591e-05+0.00045569i,0.00076991+0.00038419i,0.00064065-0.00039395i,0.00016184-0.0007976i
0.00063869+0.00080451i,0.00047577+0.00053994i,-0.0008634+0.00023905i,-0.001593-0.0015202i,-0.0012464-0.0026334i,-0.0012686-0.0017881i,-0.00068161-0.00058611i,4.5309e-05+8.6732e-05i,-0.00029482+0.00070949i,-0.00062249+0.001075i,0.00013036+0.00048469i,0.000557-6.3314e-05i,-0.0002229-0.00025172i,-0.00060794-0.0010573i,-0.00089436-0.0014267i,-0.00076652-0.00022074i,-0.00074851+0.00061868i,-8.7878e-05+7.8076e-05i,0.00031392+0.00030221i,-0.00013982+0.00069058i,-0.00022216-0.00046477i,0.00013524-0.00051566i,0.00017635-9.5044e-05i
0.00061209+0.00043502i,0.00058069-2.0601e-05i,0.00050858-0.0010771i,6.4251e-05-0.0023501i,0.00010783-0.0024138i,-0.00072101-0.0010379i,-0.001737+0.00043247i,-0.00072412+0.00073814i,-0.00014615+0.00062422i,-0.00024577+0.00035245i,-0.00058251+0.00017566i,-0.00089355-1.7782e-05i,-0.00030532+0.00057174i,-0.00022773+0.0005362i,-0.00026414-0.00024075i,0.0001147-0.00035099i,9.7447e-05+0.00015167i,-0.00065688+0.0003621i,-0.00090134-0.0001137i,-0.00085164+0.0001759i,-0.00082071-8.1557e-06i,-8.1041e-05-0.0002394i,0.00032803+0.00037572i
-0.0019729-0.00058452i,-0.00096519+9.6133e-06i,-0.0013341-0.00051401i,-0.0016877-0.0013206i,-0.0013072-0.00089014i,-0.00013514+2.6387e-05i,0.00082043-0.00011726i,0.0004034-0.00037006i,-0.00028833+0.00064023i,-0.00064853+0.0013547i,-0.00031772+0.00050731i,-0.00013949+2.7281e-05i,0.00029621+0.00011376i,0.0011499+0.00054768i,0.00096097+0.00039341i,0.00020122-0.00071869i,-0.00039572-0.00033468i,5.0659e-05+0.00047185i,0.00038553-4.1008e-05i,-0.00010334-0.00043742i,-0.00044895-0.0003935i,-0.00047902-0.00043326i,-0.00014437-0.00065217i
-0.00062715-0.00064509i,-0.00035094-0.00064578i,-0.00030365-0.0015117i,4.3903e-05-0.0018854i,0.00061573-0.0015281i,0.00036725-0.0008458i,0.00019447-3.649e-05i,0.00065212+0.00019777i,0.0008182-0.00040272i,0.00024132-0.00049068i,5.841e-05-3.14e-05i,-0.00018385-0.00013438i,-0.00026717-0.00034635i,0.00065037-0.00043257i,0.0011741-0.0007424i,0.00041791-0.0011054i,-0.00044587-0.00028427i,-0.00085395+4.6754e-05i,-0.0012365-0.00017222i,-0.00046933-0.0002655i,0.00045478+0.0004683i,0.0003942+0.00080323i,2.4495e-05+0.00028305i
0.0002016-0.00075707i,-0.0011835-0.00042624i,-0.0011774-0.00073758i,-0.0002583-0.00076523i,-0.00058853-0.0012272i,-0.00022894-0.0013441i,-0.00047719-0.0010119i,-0.001394-0.0010217i,-0.00063075-0.00037254i,9.0655e-05+0.00073284i,0.00010371+0.0011172i,0.00019693+0.00096201i,0.00047247+0.00096986i,0.00025827+0.0015465i,0.0007102+0.00047458i,0.0015447-0.00042263i,0.00094657+0.00023467i,0.00037158+0.00074805i,0.00070399+0.00085446i,0.00063434+0.0011492i,0.00038688+0.00053823i,-1.1354e-05-0.00031996i,-0.00028195-0.00038991i
-0.0013511+0.00054211i,-0.00098641+0.00047048i,-3.6378e-05+0.00069564i,-0.00027106+0.00039703i,-0.00063194-0.00018904i,-0.00058633-0.00044287i,-0.00020575+0.00035537i,0.00018514+0.00058923i,0.00032851+0.00014424i,0.00045917+0.00010732i,0.00056434-2.5766e-05i,0.0006566-0.00026122i,9.3612e-05-0.00036334i,-0.00054286-0.00038163i,-0.0011981-0.0004188i,-0.0013006-0.00033509i,-0.00067864-7.3047e-05i,-0.00031303+0.00040511i,0.00021201+0.00025723i,0.00013632-0.00053636i,-0.00019207-0.00055226i,6.3164e-05-0.00018538i,4.7991e-05-0.00054263i
0.0014277+0.00082348i,0.0016594+0.00064616i,0.0015351-0.00061742i,0.0016665-0.0016266i,0.00097227-0.0016098i,-0.00087924-0.0011268i,-0.0014929-6.694e-05i,-0.00020455-0.00020993i,0.00031268-0.0008114i,0.00011889-0.00075795i,0.00090491-0.0003092i,0.0015613+0.00064981i,0.0010647+0.00052636i,0.00019782+0.00024319i,-0.00010144+0.000424i,7.3313e-05-2.8544e-07i,0.00011494-5.7881e-05i,-0.00025734-0.00024968i,-0.00014507-0.0003744i,0.00086141-0.00043706i,0.00086317-0.00048454i,-8.842e-05-0.0002369i,-0.00044565-0.00015845i
-3.6759e-05-0.0010877i,1.1094e-05-0.00087101i,0.00035733-0.0011585i,-0.00030546-0.0012558i,-0.00066552-0.0018693i,-0.00068606-0.0011862i,-0.00088575+0.00029504i,-0.0008453+0.00055844i,-0.00050048+0.00076453i,-0.0005214+0.0010022i,-0.00052701+0.00083769i,-0.00049817+0.0007999i,0.0001828+0.000175i,0.00098114+8.6616e-05i,0.00071001+0.00011329i,0.00015707+0.00041839i,-0.00020783+0.000154i,0.00032147-6.2651e-05i,0.00024234+0.00070563i,-9.2825e-05-4.2768e-05i,0.0004465-0.00073477i,-5.5565e-05-0.00058125i,2.6472e-05-0.00024355i
-0.0004683-5.5005e-05i,-0.00013891+0.00051058i,0.00025607-0.000107i,0.0004648-0.0010231i,-0.00019376-0.00078432i,0.00010878-9.8164e-05i,0.00072622+0.00050795i,7.6725e-05+0.00096966i,-0.00028997+0.0010972i,-0.00041166+0.00062992i,-0.00017707-5.9219e-05i,-0.0003508-0.00018304i,-0.00080632-0.00016928i,0.00024662+8.5643e-05i,0.00077868-0.00088263i,-9.896e-05-0.00047987i,-0.00025679+0.00080191i,-1.8654e-05+0.0010348i,-0.00012939+0.0013897i,0.00021845+0.00054751i,0.00011417-0.00015919i,-0.00062016-0.00027727i,-0.00023819-0.00072351i
-5.5477e-05+0.00036298i,0.00095467-0.00042155i,0.00062674-0.0014427i,-0.00044366-0.002291i,-0.00079056-0.0022832i,-0.0010949-0.0010762i,-0.00088514-6.7365e-05i,0.00018272+9.7419e-05i,0.00033228+0.00011987i,-1.917e-05+5.4443e-05i,-0.00033204-0.00025459i,-0.00089874-0.0002843i,-0.00052624-0.00014839i,-0.00026209-1.9718e-05i,-0.00018765+0.00046241i,-0.00026774+0.00041051i,-2.6076e-05+0.00028668i,0.00041492+0.00014717i,0.00035539-0.0001827i,0.00064492+0.0001155i,0.00073792+0.00020897i,0.00028291+0.00013907i,-0.00020604+0.00014987i
