-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
-0.0008762+0.00084962i,-0.001127+0.002321i,-0.00019295+0.0016771i,0.0018104+0.0010566i,0.0021084+0.0013666i,0.0010184+0.00027469i,0.00039704-0.0018997i,-0.0017899-0.0019856i,-0.0052011-0.001523i,-0.0071723-0.0010436i,-0.0059992-0.00080122i,-0.0030873+0.00010121i,-0.0011184+0.00072588i,-0.00095944-0.00022862i,-0.0013334-0.00074944i,-0.001013-0.00047516i,-0.00044463-4.893e-05i,-0.0004255+6.3974e-05i,-0.00031909+3.5137e-05i,-0.00010794-0.00023923i,-0.00027165-0.00046389i,-0.00021554-0.00058961i,0.00022742-0.00046522i
0.0013367+0.0014334i,0.00042629+0.00021727i,-0.00073607-0.0013117i,-0.001249-0.0017785i,-0.00071013-0.0018307i,-0.00013412-0.0019028i,0.0010459-0.0022419i,0.0012642-0.0022174i,0.00055719-0.0033598i,0.00027137-0.0053364i,4.8816e-05-0.0049484i,0.00019438-0.0030578i,0.00064798-0.0019247i,0.00091614-0.0018131i,0.00075539-0.0016167i,0.00027703-0.00089698i,-0.0004513-0.00032411i,-0.00014449+0.0002304i,0.00072322+0.0003308i,0.00066792-0.00011827i,0.00063834+0.00014184i,0.00051824+0.00068107i,0.00086436+0.0011455i
0.00080899+0.0014026i,0.00058211+0.0012311i,0.00026394+0.0017717i,0.00084886+0.0019195i,0.0024367+0.0018297i,0.0026971+0.0010815i,0.0014721+0.00026729i,0.0013782+0.00079879i,0.0030876+0.0013307i,0.0043853+0.0014792i,0.0036174+0.0014686i,0.0016405+0.00078515i,0.00041116-7.0022e-05i,-0.00031304-0.00081161i,-0.00082557-0.00090319i,-0.00077453-0.00036593i,-0.00077572-4.0296e-05i,-0.00049595+0.00036767i,0.00056844+0.00070304i,0.0013794+0.00029963i,0.00085638-0.00015465i,0.00015759+2.668e-05i,-0.00022716+0.00037148i
-0.00081706+0.0002486i,-0.0010821+0.0010789i,-0.00090345+0.0020383i,-0.00070529+0.0020653i,-0.00023212+0.0013567i,5.0247e-05+0.00098507i,-0.00088423+0.00016734i,-0.002111-0.00039196i,-0.0036293+0.0013259i,-0.0047015+0.0030733i,-0.0039332+0.0023168i,-0.0022352+0.00098361i,-0.0012938+0.00044073i,-0.00096276-0.00045669i,-0.00055399-0.00077796i,-0.00026992-0.00041199i,-0.00058021-0.00039008i,-0.00054905-5.9444e-05i,0.00037918+0.00076839i,0.00046722+0.00049072i,0.00011258-0.00017912i,-0.00041844-0.00057635i,-0.0013954-0.00019621i
-0.0018809+0.00024791i,-0.0015194+0.0013443i,-0.001398+0.0021084i,-0.0013652+0.00077i,-0.00086374-0.0010573i,-8.6023e-05-0.0019714i,3.4958e-06-0.0025381i,-0.0011153-0.0025553i,-0.0030211-0.0027652i,-0.0042012-0.0036755i,-0.0032674-0.0032333i,-0.001145-0.0010461i,-0.00022844-0.00025059i,-0.00072576-0.0007898i,-0.0010654-0.00074081i,-0.00099778-0.00012068i,-0.00092116+0.00040771i,-0.001073+0.0010243i,-0.00053186+0.00059407i,0.00087016-0.00011633i,0.00071286-0.00017281i,0.00017603-0.00073873i,0.00093693+8.6883e-05i
-0.00056174+0.00018735i,0.00017257+0.00021348i,0.00094715-0.00013453i,0.0010995-1.8577e-06i,0.0011036+0.00061359i,0.0019054+0.00082422i,0.002174+0.00028676i,0.0015074-0.0010732i,0.0013624-0.0021069i,0.0015936-0.0028045i,0.0016789-0.0024777i,0.0011166-0.0018755i,0.00092526-0.0013851i,0.00052963-0.0007461i,-0.0002574-0.0002893i,-0.00037049+0.00037068i,-0.0005353+0.00041262i,-0.00041432-0.00018872i,-0.00025638-0.00072855i,-0.00031907-0.00031971i,-0.00071041+0.00037576i,-0.00064287+0.0010389i,-0.0003839+0.00097224i
0.0015985+0.00029915i,0.0018133-0.00031744i,0.0013003-0.0012733i,0.0011776-0.0019366i,0.001042-0.0018346i,0.00031107-0.00043027i,-1.5862e-05+0.00053287i,0.0003582+0.00065206i,0.00033201+0.0018791i,0.00066429+0.0028589i,0.001043+0.0025543i,0.00068396+0.0019015i,-0.00052439+0.00073978i,-0.00088124-0.00027809i,8.0641e-05-0.00074763i,0.00039484-0.00011168i,0.00039251+0.00043859i,0.00060332+0.00038355i,-0.00024023+0.0007291i,-0.00096179+0.0010235i,-0.00082657+0.00087283i,-0.00064105+0.00044265i,-0.00034963+0.00087364i
-0.00091294-0.0017936i,-0.00077315-0.0012157i,-0.00090812-0.001178i,-0.0011401-0.00014475i,-0.0012555+0.0017538i,-0.00050471+0.0019086i,-9.2127e-05+0.00022798i,-0.0013773-0.00074408i,-0.0030336-0.00027718i,-0.0041897+0.00049954i,-0.0036693+0.00097418i,-0.0015669+0.00087824i,-0.00052751+0.0010162i,-0.00088212+0.0002679i,-0.00075653-0.00055905i,0.00029921-0.0002422i,0.0002475+0.00036394i,-0.00036424-7.3434e-05i,0.00014362-0.00038882i,0.00071068+0.00019677i,0.00035418+0.00051844i,-0.00039183+3.1866e-05i,-0.00068366-0.0001513i
-0.0017519+0.0006945i,-0.00071718+2.2699e-05i,0.00043288+0.0010692i,0.00061603+0.00097887i,0.0013146-0.00019453i,0.0015295-0.00093014i,0.00094184-0.0025767i,-0.00022155-0.0035827i,-0.0010526-0.0044033i,-0.00092928-0.0047252i,-0.00022156-0.0034446i,0.00062006-0.0014647i,0.00048898-0.0011955i,0.00017428-0.0015831i,0.00032103-0.00075184i,6.4916e-05-0.00029176i,-0.00028873-8.0919e-05i,-0.00030579-4.4762e-05i,-0.00044097+4.195e-05i,-0.0003491+0.00028096i,0.00053712-7.9882e-05i,0.0010369-0.00013044i,0.00084056+0.00042747i
6.6035e-05+0.00017265i,-0.00037984-0.00020651i,-0.0012708-0.00059951i,-0.0012354-0.0007204i,0.00045577-7.3052e-05i,0.0023988+0.00018388i,0.0021068-5.5293e-05i,0.00078018+0.00021798i,0.0012377+0.00027735i,0.0023785-0.00020609i,0.0020431-0.00045263i,0.0014619-0.0004395i,0.0011782+0.00020921i,0.00017821+0.00026261i,-0.00035869-0.00026297i,0.0001549-0.00053334i,0.00036261-0.00048633i,-0.0006549-7.5188e-05i,-0.0011648-0.00035246i,-0.00012831-0.00042274i,0.00074053-0.00014501i,0.00033716-2.4515e-05i,-0.00077553+0.0006468i
0.0014466-0.00046903i,0.0013496-3.8049e-05i,0.00081317+0.00017635i,0.00026849+0.00086601i,-0.00082968+0.0012263i,-0.0022419+0.0015089i,-0.0023754+0.0013114i,-0.0010984+0.0006441i,-0.00031737+0.0012522i,-0.0014866+0.0022284i,-0.0024468+0.0018437i,-0.0010847+0.0011374i,0.00060667+0.00054488i,0.00046225-0.00035336i,9.4964e-05-0.00092998i,0.00027933-0.00066573i,-0.00054385-0.00028908i,-0.00058038+0.00039663i,-0.00053569+0.0010365i,-0.00092487+0.00064131i,-0.00079308+0.00013817i,-0.00074556-0.00011992i,-0.00082105-0.00069373i
0.00033695+0.00051484i,0.00063809-0.00010023i,0.0011746-0.00017264i,0.00086623+0.00060897i,0.00057176+0.0010916i,0.00065641+0.00050982i,0.0010131-0.00020591i,-0.0002666-0.00083221i,-0.0021721-0.0018034i,-0.0028712-0.0016848i,-0.0020903-0.00069206i,-0.0013315+0.00012274i,-0.001533+0.00019558i,-0.0011853-0.00037037i,-0.00036683-0.00074438i,-0.00035216-0.00052697i,-7.3913e-05-0.00020633i,0.00067044+0.00038943i,0.0006913+0.00064869i,-0.00020706+0.00021206i,-0.00049562-0.00034025i,-4.587e-05-0.00061164i,0.00028489-0.00033614i
-0.00085579+0.0011834i,-0.00030227+0.00062455i,-0.00067118+0.00066874i,-0.0013424+2.2097e-05i,0.00026312-0.00028787i,0.0016783-0.00058497i,0.0012816-0.0013607i,0.00068947-0.0017005i,0.00078055-0.0017315i,0.0014049-0.0021002i,0.0013143-0.0020446i,0.00093346-0.0010207i,0.00081212-0.0009928i,0.0004019-0.0013438i,-0.00060682-0.0010395i,-0.0012509+0.00011089i,-0.0014069+0.00056212i,-0.0012677+0.00010425i,-0.00089673+0.00011082i,-0.00053349+0.0001734i,-0.00030259-0.00030484i,0.00028522-0.00019273i,0.00077441+6.2405e-05i
0.00015596+0.00021705i,0.00058089+0.00061477i,0.00092925+0.0014768i,0.0011133+0.0012311i,0.0011063+0.00022406i,0.0015463-0.00024534i,0.001684-0.00090307i,0.0011328-0.00083859i,0.00084905+0.00087149i,0.001519+0.002219i,0.0019328+0.0012945i,0.0018691-0.00048305i,0.0016285-0.00010767i,0.00078052+0.00018364i,-0.0003136-0.00028413i,-0.00036947-0.00057177i,-6.8797e-05-0.00036157i,-0.00055119+0.0003295i,-0.00025283+0.00073795i,0.00022838+0.00052317i,0.00038905+1.1082e-05i,0.0004986-0.00026481i,0.00041807-9.2768e-05i
0.00093404-0.00034533i,0.00097865-0.00096759i,-0.00097019-0.0008864i,-0.0016413+0.00041817i,-0.001121+0.0015617i,-0.001255+0.0024183i,-0.0014778+0.0016336i,-0.0017911+0.00011964i,-0.001945-8.9476e-05i,-0.0020054+0.00026654i,-0.0015254+0.00061384i,-0.0007741+0.00079317i,-0.00010079+0.00050221i,-0.00064237-0.00030234i,-0.00059404-0.00027142i,0.00048838+0.00027901i,0.0001554-0.00047795i,-0.00029426-0.0013177i,0.00035912-0.00066281i,0.00052364+0.00017188i,0.00025135-0.00022637i,-5.0153e-05-0.00063013i,-0.00011331-0.00040805i
0.0011182+0.0010792i,0.0011955+0.0010655i,0.0030456+0.0019906i,0.0049468+0.0013247i,0.0049154-0.000894i,0.0025842-0.0014557i,0.00060996-0.00073772i,-0.0010026-0.00074662i,-0.001864-0.0010582i,-0.0018389-0.0020877i,-0.0011673-0.0024785i,-0.00037781-0.0015042i,-0.0005052-0.001087i,-0.00010404-0.0011721i,0.00012183-0.0012632i,0.00048383-0.0012708i,0.00016726-0.00054666i,-0.0010404+4.2548e-05i,-0.0012437+0.00021777i,-0.00071637+0.00033603i,-8.6515e-05+0.00045203i,-0.00014544-0.00027028i,-0.00025447-0.00058502i
4.1229e-05-0.0014191i,-0.00025404-0.0015585i,-0.0021467-0.0020906i,-0.0029749-0.0019544i,-0.0016828-0.00047974i,-0.00021986+0.00045425i,0.00082103-0.00012167i,0.0013902-0.00075777i,0.000818-0.0011958i,0.00060163-0.0011198i,0.00093403-0.0010137i,0.00032017-0.0010424i,-0.00010133-0.00034008i,0.00093286+0.00013478i,0.00093404-0.00085504i,0.00015921-0.0012121i,-0.00029376-0.00058403i,-0.00071936-1.1134e-05i,-0.00053957+0.00046766i,5.0431e-05+1.757e-05i,0.00026456-0.00035827i,0.00043559+0.00017402i,0.00062909+0.0012087i
-0.00081489+0.0024804i,0.00033225+0.0027325i,0.0013101+0.0029316i,0.0012182+0.0031749i,0.0011006+0.0024452i,0.0011018+0.0019052i,0.00042453+0.0012271i,-0.00095529+0.00096114i,-0.0018887+0.0017766i,-0.0014853+0.0024568i,-0.00062334+0.0012328i,-0.0001033+8.1165e-05i,-0.00043902+0.00017816i,-0.0015852-3.4207e-05i,-0.0016284+0.00024854i,-0.0012741+0.00051356i,-0.0010689+0.00078309i,-0.00021992+0.0010615i,-3.8326e-05+0.0012395i,-9.2265e-05+0.0007486i,0.00047295+0.0001835i,0.00055224+0.00050137i,7.1616e-05+4.5862e-05i
-0.00054829+0.00092426i,-1.1566e-05+0.00056571i,0.00022575+2.1688e-05i,0.000371+0.00033312i,0.00036568+9.7792e-05i,0.00030754-0.0010904i,0.00014574-0.0025533i,-0.0011015-0.0026031i,-0.0023747-0.0012124i,-0.0029845-0.0008155i,-0.0018171-0.0012262i,2.8804e-05-0.00039028i,0.00013772+0.00033586i,-0.00040619-0.00020396i,-0.00059595-0.00043923i,-0.000605+0.00012453i,-0.0008574+0.00037113i,-0.0010256+0.00079703i,-0.00074339+0.00044227i,-0.00060485-0.00051005i,-0.00099656-0.00081409i,-0.00062325-0.0010454i,0.00026537-0.00073712i
0.00089513-8.0509e-05i,0.00083263+0.0012208i,-0.00013918+0.0013718i,-0.00032205+0.00050372i,0.00049358-0.00028093i,0.00056129-0.00015394i,0.00074086-0.00057871i,0.00098681-0.00057395i,0.0014431-0.00098224i,0.00063629-0.0012829i,-0.00047743-8.2146e-05i,-8.8741e-05+0.00034153i,0.00034533-0.0003558i,0.00017817-0.0014i,-0.00059116-0.0016703i,-0.00097985-0.00074178i,-0.00056279-0.00049915i,-0.00021371+0.00010918i,-0.00013541+0.0010713i,0.00012431+0.0012778i,0.00020971+0.00021398i,0.0001514-0.00072161i,8.7781e-05-0.00043786i
0.0018616-0.00094517i,0.0018583-0.0010091i,0.0012248-0.0006756i,0.00068636-3.263e-05i,0.00063439+0.0012161i,0.00057062+0.0015755i,0.0001649+0.0015585i,-0.00025591+0.0011851i,0.00021078+0.00069765i,0.00077068+5.2202e-06i,0.00057386-0.00046626i,0.00031823-0.00049601i,0.00034932-0.0004103i,0.00078968-0.00029866i,0.00050752-0.00010446i,-0.00088971-0.0001337i,-0.0014865-1.551e-06i,-0.0013274+0.00040013i,-0.0015593+0.00025085i,-0.00079878+4.3329e-05i,-0.0005157+0.00031171i,-0.00033828+0.00073484i,0.00017854+0.00051868i
-0.00026437-0.00032166i,-0.0012311+0.00015741i,-0.0012473-1.0752e-05i,0.00013304+0.00025122i,0.00023981+0.00084043i,0.0001008+0.0006852i,0.00060111-0.00021798i,-0.00026634-0.00028i,-0.0026363-0.00010534i,-0.0033969-0.00020597i,-0.0020772-0.00048643i,-0.00040904-2.8047e-05i,-0.00097166+0.00016311i,-0.0015131-0.00013417i,-0.00088055-0.0007367i,-0.00048288-0.0014982i,-0.00043957-0.0013349i,-0.00055524-0.00013717i,7.2196e-05+0.00049654i,0.00064168+0.00018681i,0.00012507+0.00032954i,0.00030421+0.00012663i,0.00041185-0.00017697i
0.00081022+0.00037142i,0.00025435-9.375e-05i,0.00034769-0.00025981i,-1.3328e-06-0.0010465i,4.417e-05-0.001582i,-0.00042405-0.0012454i,-0.00058739-0.0016276i,-0.00030056-0.0024245i,-0.00051888-0.0032726i,-0.0011733-0.0034119i,-0.0013587-0.0025465i,-0.00093196-0.0012105i,-0.00050117-0.000239i,7.9156e-05-0.00084308i,0.000101-0.0016578i,-0.00046667-0.00081413i,-0.00041827-9.3066e-05i,-0.00022531-0.00035337i,-0.00030623-0.00034409i,-0.00045094-2.1502e-05i,-0.0007998+0.00075078i,-0.0009608+0.00092939i,-0.0006791+0.00041533i
-0.00079278-0.00029129i,-0.00075537-0.00044035i,-0.0013885+0.00010258i,-0.001311+0.00054473i,-0.00033284+0.00065837i,0.00069737-0.00032427i,0.00087645-0.0014831i,0.00042338-0.0022866i,0.00089462-0.0018497i,0.0014987-0.00029017i,0.0011699+0.00024429i,0.00031159-0.00010004i,-0.00023753-0.00092622i,0.00016661-0.001022i,0.00041028-0.00017655i,0.00017457+5.582e-05i,0.00021948+0.00010153i,0.00048462+0.00046974i,0.00029568+0.00094792i,-0.00037257+0.0011737i,-5.4163e-05+0.00057147i,0.00065194+0.00026289i,0.0008285+0.00044933i
0.00065266-0.0010525i,2.1164e-05-0.0014879i,0.00022427-0.0010603i,0.00040893+4.9575e-05i,-3.2556e-05+0.0010208i,0.00022534+0.0017799i,0.00089908+0.001449i,0.00028411+0.00047703i,-0.00092656+0.00032669i,-0.00063231+0.00084856i,0.00015484+0.00062118i,0.00083301+0.00019646i,0.0011124+0.00016432i,0.00082316-0.00039171i,0.00060208-0.0011116i,4.9873e-05-0.00057308i,-0.00067469+0.00082779i,-0.00027848+0.000895i,0.00057143+0.00067115i,0.00096403+0.00059994i,0.00025224+0.00081226i,-0.00067161+0.00052638i,-0.00070004-7.9766e-05i
0.00052071-0.0014916i,0.00027315-0.0010933i,0.0010747-0.0013163i,0.0014773-0.0013939i,9.1925e-06-0.00069021i,-0.00071137+0.00019995i,-0.00055073+0.00099142i,-0.00091253+0.00054821i,-0.002664-0.00063521i,-0.0027612-0.0014459i,-0.00092547-0.00080678i,-0.00016424+0.00026052i,-0.00031235+0.00023167i,-0.00049928-0.00011285i,-0.0002699-0.00015489i,0.00028423-0.00077097i,2.8428e-05-0.00090519i,-2.8684e-05-0.00028241i,0.00073291+0.00028709i,0.00030433+0.00077952i,-0.0005114+0.00059669i,-0.00061282-0.00012115i,-0.00029689-0.00090897i
-0.0014641-0.00042559i,-0.0016862+0.0014357i,-0.001995+0.0032381i,-0.00094206+0.0027565i,0.00093567+0.00093598i,0.0021709-0.00040716i,0.0015986-0.0012591i,0.00022897-0.001668i,-0.00043102-0.0021562i,0.00023292-0.0025217i,0.00027193-0.0015973i,-0.00085793-0.00055171i,-0.0014773-0.0001284i,-0.0010839-0.00030251i,-0.0008347-0.0012302i,-0.0011401-0.0013323i,-0.00085598-0.00098214i,-0.00032494-0.00065083i,-0.00011746-1.3107e-05i,0.00057818+0.00025274i,0.00045195+0.00013433i,-1.8689e-05+0.00016607i,0.00032454+1.244e-05i
0.00034975+0.0012345i,-0.00033038+0.0015006i,9.6807e-05+0.001517i,0.00095469+0.0007453i,0.00066712+0.00029935i,0.00058259-0.00039373i,0.00062239-0.00079555i,1.4641e-06-5.5311e-05i,0.00015372+0.00053756i,0.00061085+0.00072102i,0.00072299+0.00088103i,0.0012603+0.00078378i,0.0011442+0.00011014i,0.00035426-0.00065289i,9.9843e-05-0.00095292i,3.1851e-05-0.00035598i,2.9419e-05+0.00037092i,-6.3803e-05+0.00043961i,0.00031704+0.00027819i,0.001197+0.00029316i,0.00098525+0.00062268i,0.00042918+0.00038322i,0.00037199-3.666e-05i
-0.0016538+0.00176i,-0.0018972+0.0014442i,-0.0023001+0.0022171i,-0.00078237+0.0022902i,0.00062525+0.0016554i,0.00077725+0.00077981i,-6.2615e-05+0.00030174i,-0.0017008-0.00015299i,-0.0031857-0.00030263i,-0.003125+0.00049071i,-0.0014806+0.00041077i,-0.000185-0.00046017i,-0.0002985-0.00062187i,-0.00043715-0.00081325i,-0.00042951-0.001155i,-0.00025668-0.00030263i,0.0001438+0.00058858i,-0.00035553+0.00053586i,-0.00057102+0.00083032i,0.00024489+0.0012114i,0.00060766+0.00079009i,5.913e-05+0.0003814i,0.0003425+0.00077804i
0.0017241-0.00074532i,0.0013546-0.0006809i,0.0025591-0.0014263i,0.0018225-0.0024304i,-0.0001374-0.0022182i,-0.00059751-0.00091635i,-0.00027972-1.6011e-05i,8.0411e-05-0.00012191i,-0.00060428-0.0010893i,-0.0015525-0.0018356i,-0.0012034-0.0016132i,-0.00044575-0.001026i,0.00017223-0.00028705i,0.00018784-0.00037796i,-0.00053436-0.00088739i,-0.0010743-0.0014685i,-0.00047015-0.0010456i,-0.00017215-6.7236e-05i,-7.0728e-06+0.00023973i,0.00029505-0.00015633i,9.8127e-05-0.00012845i,-0.00037492+0.00018113i,-0.00054781+0.00019792i
0.0005412+0.0013568i,0.00104+0.00036928i,0.0014877+3.641e-05i,0.0010028+0.00010708i,0.00046707-0.00045715i,0.00021491-0.0010178i,0.00077343-0.00098409i,0.00093084-0.00061691i,0.00076307-0.00082474i,0.00079927-0.0015408i,0.0012821-0.00099786i,0.001368+0.00012675i,0.00076784-0.00035913i,0.00042904-0.00090094i,-0.00013682-0.00097925i,-0.00048604-0.0009146i,-0.00079464-0.00056038i,-0.0015982+0.000639i,-0.00089696+0.0013571i,0.00047242+0.00081093i,0.0007011+0.00027402i,0.00028166-1.6696e-05i,-2.8165e-05+0.00011917i
0.00074927+0.00092514i,0.0011399+0.0010611i,0.0015482+0.0014576i,0.0012008+0.00044418i,0.0012488-0.00063174i,0.0011405-0.0005554i,0.00021941-0.0004078i,-0.00073814-0.00021774i,-0.0010598+0.00011128i,-0.00097787+0.00059499i,-0.00062745+0.00094163i,-9.3646e-05+0.00019664i,0.00013997+0.00017356i,-0.00039133-0.00016485i,-0.00088824-0.0013205i,-0.00035195-0.0015212i,0.00014747-0.00052223i,0.00019231+0.00042981i,0.00031604+0.0012657i,0.00016372+0.00054128i,0.00048037-0.00066772i,0.00063308-0.00013336i,0.00016214-3.0324e-05i
-6.905e-05+0.0014317i,0.00017438+0.0026542i,0.00026927+0.0020268i,0.00044981+0.00060453i,0.00090774-1.092e-05i,0.00046083-0.001085i,-0.00030488-0.001468i,-0.00091436-0.00049354i,-0.0021456-0.00010555i,-0.0027485-0.00011019i,-0.0024998+0.00018147i,-0.0016042+0.00043025i,-0.00060803+0.00045453i,-0.0012651-0.00014148i,-0.0012556-1.2307e-05i,-0.00018461+0.00018493i,-0.00037337-0.0002987i,-0.00061493-0.00073071i,-8.4362e-05-0.00037447i,-0.00034339+0.00088447i,-0.00019175+0.00030888i,-4.7758e-05+3.9433e-05i,-0.00061643+0.00069393i
-0.0029573-0.00045858i,-0.0029011+0.0016272i,-0.0027154+0.0026996i,-0.0013997+0.0023387i,0.00028429+0.0015923i,0.001814-0.00015104i,0.0018677-0.0013223i,0.00075958-0.0019027i,8.9206e-05-0.002699i,-6.6781e-05-0.0025697i,-0.00028618-0.0019269i,0.00023249-0.00095909i,0.00045974-0.0008224i,0.00027302-0.0014879i,0.00027534-0.001229i,-0.00049255-0.0006322i,-0.0010791-0.00032094i,-0.00027961-9.2739e-05i,0.00028537-0.00021888i,0.00044448-0.00051457i,-0.00011297-0.00049854i,-0.00031011-0.00015437i,0.00033441+0.00025263i
0.0013644-0.001064i,0.00095164-0.0013061i,5.4043e-05-0.0019262i,-7.7559e-05-0.00016235i,0.00067452+0.0015661i,0.00091401+0.0014682i,0.00047917+0.00088785i,0.0011207+8.568e-05i,0.0019228-0.00033751i,0.0014922+0.00019906i,0.0007204+0.00043293i,0.00049657-2.7163e-05i,0.00020449-4.4607e-05i,0.00016507-0.0001622i,0.00030045-0.0001516i,0.00025609+0.0005297i,4.7654e-05+0.00067551i,-0.0006647+0.00087379i,-0.00055622+0.00079998i,0.0010129+0.00024987i,0.0015493+0.00028948i,0.0002748+0.00054489i,-0.00050744+0.00084355i
0.00046003-0.00082563i,-0.00082198-0.00096572i,-0.0013351-0.00034729i,4.0692e-05+0.0003756i,-3.31e-05+0.0013555i,-0.00023893+0.00098907i,-0.00023749+9.4511e-05i,-0.00022367+6.782e-05i,-0.00031022+0.00051677i,-0.0012033+0.00039633i,-0.001407-0.00043153i,-0.00070846-0.00030413i,0.00017438-9.3808e-05i,7.8019e-05-0.00062507i,-0.00081184-0.00048428i,-0.00097835-0.00056522i,1.5615e-05-0.0005774i,0.00040849+0.00050884i,-0.00012229+0.00072877i,0.00049286+0.00028921i,0.0017133+0.00019702i,0.00069022+0.00010847i,-0.00074512-0.00038043i
-0.0011079+2.1678e-06i,-0.0011406+0.00057443i,-0.0011943+0.0013357i,-0.00070551+0.0017727i,0.00028329+0.0010839i,0.00067144+0.00018721i,4.9084e-05-0.0002026i,-0.0010156-0.00079086i,-0.0023986-0.0014389i,-0.0026488-0.0019783i,-0.0019195-0.0017379i,-0.00072198-0.0011384i,-0.00018453-0.00072909i,0.0001812-0.00044114i,0.00074638-3.7572e-05i,0.00038474-0.00058735i,-0.00022724-0.00099149i,-0.00035643-0.00024455i,4.6159e-05+0.00011267i,0.00066271-0.00025188i,0.00013232-6.3646e-05i,-0.00098362+0.00014381i,-0.00099379-0.00010185i
0.00059002-0.00079557i,-0.0014015+2.3783e-05i,-0.0030165+0.00067747i,-0.0022631+0.0024596i,-0.00058274+0.0023101i,0.00048264+0.00086388i,0.00016993-1.9107e-05i,-0.00080486-0.0012059i,-0.0002592-0.0016753i,0.00079759-0.0014481i,0.00025298-0.00091093i,-9.4545e-05-0.00061758i,0.00069506-0.0010147i,0.00075478-0.00095083i,-2.9003e-05-0.00016345i,-0.00077747+1.371e-05i,-0.0015272-5.8959e-05i,-0.00057317-6.3435e-05i,0.00077102+4.6089e-05i,0.0011151-0.00010557i,0.00091261-0.00059129i,0.00036041-0.00010893i,-0.00016493-2.0841e-05i
0.00051198+0.00071752i,-0.00033027+0.0010151i,-0.00076513+0.0014792i,0.00041818+0.00074447i,0.0014518-8.8056e-07i,0.0015991+0.00047191i,0.00094561+1.8321e-05i,0.0005327-4.5739e-06i,0.00029175+0.00066687i,0.00041053+0.00097614i,0.0010205+0.00061435i,0.00068522+0.00028595i,0.00011827+0.00021128i,-0.00027708-0.00027654i,-0.00053087-0.00039419i,-0.00037022-3.9793e-06i,1.6611e-05+0.00029501i,0.00079984-0.00036802i,0.0012816-0.00047718i,0.0010898+8.0852e-05i,0.0003044-0.00019425i,-0.00037064-0.00025951i,-0.00083871+0.0002928i
-0.00088401-0.00050839i,-0.00089145+0.00089684i,-0.0010638+0.0010985i,-0.00064373+0.00079457i,-2.6363e-05+0.00096116i,0.00077161+0.00046468i,0.00087316-0.00063705i,-0.00039466-0.0010859i,-0.0014005-0.00087016i,-0.0016863-0.00053279i,-0.00073207-0.00050584i,0.00022525-0.00045991i,0.00040118-0.00018623i,0.00021895-0.0006032i,-0.00037101-0.001112i,-0.00108-0.00054745i,-0.00097533+0.00022904i,-0.00058654+0.0010167i,-0.00048379+0.001445i,-0.00027027+0.0012477i,0.00024428+0.0010342i,-0.00022285+0.00062043i,-0.00065808-0.00042154i
0.00038312+0.0011412i,0.00028088+0.0018743i,-0.00014106+0.002315i,0.00082986+0.0020898i,0.0027036+0.001928i,0.0024676+0.00071609i,0.0015035-0.00050243i,0.00013763-0.00071237i,-0.001214-0.00092944i,-0.00088569-0.00082522i,0.00034745-0.00055545i,0.00069211-0.00012873i,0.00033039+0.00015974i,-7.1964e-05-0.000273i,-0.0001029-0.00064494i,-0.00049454-0.00023818i,-0.00099511+0.00032841i,-0.0011085-0.00028554i,-0.00058023-0.0011994i,-0.00012383-0.001176i,0.00037836-6.885e-05i,0.00039437+0.00016441i,-0.00025627-0.00050275i
-0.00098282-0.00020552i,-0.001274-0.00011129i,-0.0016032+2.5281e-05i,-0.0011395+0.00096435i,-1.3036e-05+0.00061621i,0.00037229+0.00012453i,0.00096924-0.00029753i,0.00036265-0.0011069i,-0.00060487-0.0018322i,-0.00031324-0.0012091i,8.5492e-05-3.8616e-05i,0.00021546+0.00058618i,0.00076982+0.00090592i,0.0010911+0.00041372i,0.00052222-0.00027101i,0.00032171-0.00039133i,-4.754e-05-0.0002783i,4.6953e-05-0.00015235i,0.00068004-3.7569e-05i,9.3178e-05-0.00012406i,-0.00057296-7.351e-05i,0.00019204+0.00011735i,0.00078801-0.00016273i
0.00082519-0.00017657i,0.0010837-0.00030811i,0.0013114+0.00051532i,0.0010176+0.00084868i,0.00045921+0.00026517i,-8.291e-05-0.00052838i,-0.00011357-0.00037405i,-5.9509e-05-0.00011822i,-0.00036788-0.00033418i,-0.00052895-0.00031131i,-0.00029099+0.00021757i,-0.00033086+8.4393e-05i,-0.00076353-0.00079749i,-0.00099371-0.00088375i,-0.001207-0.00033455i,-0.0010534-0.00020795i,-0.0007126-0.00012714i,-8.6143e-05+8.7803e-05i,0.00082988+8.9536e-05i,0.00059754+0.00074405i,0.00010717+0.00050234i,-1.6622e-05+0.00053636i,-0.00026755+0.00091609i
