-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
0.00028938+0.0015892i,7.4738e-05+0.0025139i,0.0019304+0.002138i,0.0031814+0.0014058i,0.0019533+0.00047473i,0.00054503+0.00067088i,3.0488e-06+0.0015313i,0.000576+0.0014217i,0.0011964+0.00038875i,0.00095402-0.00069379i,0.00060493-0.00013887i,3.6262e-05+0.00095464i,-0.00020961+0.00074567i,4.6277e-05+0.00028114i,1.6703e-05+0.00029437i,-0.00019542+0.00062432i,-0.0006523+0.00040515i,-0.00066045+0.00040646i,-3.6453e-05+1.6897e-05i,0.00067359-0.000763i,0.00061619-0.00083201i,-0.00029302-0.00065451i,-0.00083871-0.00030787i
-0.0018709+0.0010405i,-0.0015839+0.0019416i,-0.00079066+0.0026228i,0.00043369+0.0021577i,0.00086789+0.00086259i,0.0011123-0.00016262i,0.00040178+0.00031943i,-0.00033452+0.0003091i,-0.00044947-0.00010683i,-0.00061028+0.0005263i,-0.00040605+0.00077187i,5.2106e-05+0.00023749i,0.00022953+6.7712e-05i,-0.00020977+0.00015389i,-0.00036106-0.00012653i,-0.0006146-0.00048226i,-0.0003652-0.00066194i,0.00014184-0.00040878i,0.00015473-0.00029911i,3.2365e-05-0.00055052i,-0.00019934-0.0003058i,-5.6819e-05+0.00038721i,0.00025717+0.00071849i
-0.00024058+0.0011189i,-5.6783e-05+0.0019133i,0.0011896+0.0011066i,0.0022202-0.00033068i,0.0021638-0.00039899i,0.00066527+0.0004923i,0.00021667+0.0014013i,0.00061808+0.0012039i,0.00060681+0.00059391i,0.0010293+0.0003605i,0.00039306+0.0004505i,-4.517e-05+0.000691i,0.00022255+8.7119e-05i,0.00021224-0.00012141i,0.00054466+0.00086052i,0.00093707+0.0010751i,0.00036592+0.00094187i,-0.00040068+0.00073021i,-0.00057744-0.00030051i,-0.00014284-0.00072037i,8.4535e-05-0.00040578i,-0.00016739-0.00065563i,-0.00065623-0.00060145i
-0.00087629-0.00033355i,-0.00062098+0.0012516i,-9.0114e-05+0.00088581i,-0.00057817+0.00026175i,-0.00083185+0.00010574i,-0.00091577+0.0010742i,-0.000245+0.0015966i,0.00033078+0.00029336i,0.00031564-0.00098757i,0.00021553-0.00072294i,0.00030858-0.00037186i,0.00095523-0.00027697i,0.0016122+0.00029221i,0.001362+0.00047179i,0.00013077+0.0004174i,-0.00066728+0.000232i,-0.00015453-0.00032553i,6.9478e-05+0.00015173i,-0.00056478+0.00052944i,-0.0010612-0.00025565i,-0.00078047-0.00060683i,-0.00023133+3.1927e-05i,2.7344e-05+0.00022052i
-0.0008622+0.0026719i,-0.00043519+0.0025511i,0.0018101+0.0019983i,0.0029651+0.0012715i,0.0023349+0.00024865i,0.0014354+0.00047364i,0.00071556+0.0017404i,0.00022607+0.001582i,-0.00012011+0.00034849i,0.00046074+9.5186e-06i,0.0016281+3.7499e-05i,0.0017441-0.00023094i,0.00073673-0.00018485i,0.00012519-9.0162e-05i,0.00045387-0.00017888i,0.00017049+0.00019277i,-0.00051732+0.00078649i,-0.00057792+0.0010087i,-0.00057594+0.0010595i,-0.00058195+0.00068796i,-0.00019147-0.00014011i,0.00036405-9.786e-05i,-0.00036387-4.3981e-05i
-0.0004699+0.0020495i,-0.00090166+0.0019885i,-0.00023522+0.0021237i,0.0012024+0.00050961i,0.0016278-0.0011368i,0.00064417-0.00083717i,-0.00014848-0.00040269i,0.00068547+0.00032205i,0.0012391-0.00010731i,0.00041763-0.00078713i,0.00062525-0.00037882i,0.00089549-0.0002148i,0.00031277-0.00014265i,-0.00016944+0.00015192i,0.00013076-0.00018264i,0.00054994-3.7727e-05i,0.00043675-2.7414e-05i,-0.0003376-0.00058446i,-0.0010403-0.00039679i,-0.0004425+0.00014981i,0.00013919+0.00047759i,-0.00036138+0.00022742i,-0.00013844+0.00035903i
-0.00046422+0.0026817i,0.00044644+0.0029071i,0.0016229+0.0018333i,0.0020841+0.00052856i,0.0010837+0.00014488i,-0.00017541+0.00078444i,-0.0002851+0.00062385i,0.00036325-0.00024278i,0.00067038-0.00073989i,0.00065863-0.00062111i,0.00068674+7.1289e-06i,0.0005874+0.00019187i,-6.2757e-05-9.3081e-05i,9.3621e-05-0.00037599i,0.00029343-0.00015844i,0.00024034+0.00032073i,0.00049128+0.00034256i,0.00054008+0.00052526i,0.00072242+0.0017271i,0.00035528+0.0014001i,-0.00011915-9.9326e-05i,1.9174e-05-0.00099002i,-2.89e-05-0.00071245i
-0.00054672-0.00025808i,-0.00023662+0.001136i,0.00068538+0.00074727i,0.00050251+0.00028248i,-0.00061454-0.0001694i,-0.00013117+0.0011961i,0.00030969+0.0022349i,-0.00052237+0.0014866i,-0.00075222+0.00015706i,-0.00060885-0.00013098i,-0.00052343+0.00048888i,-0.0001244+0.00045299i,-0.00023677+0.00018718i,-0.00034032-0.0004275i,0.00017184-0.00033699i,9.5663e-05+5.2714e-05i,-0.00060963+0.00053394i,-0.00083122+0.00057437i,-0.0004022-0.00024469i,0.00033848-5.8191e-05i,0.00041377-0.00013622i,0.0003624-0.00031521i,0.0004454+0.00015719i
0.0021947-0.00025855i,0.00085179-0.00035249i,0.00012258-0.0015836i,-0.00054572-0.0016648i,-0.001209-0.00074407i,-0.0013964+0.00027932i,-0.00022912+0.00089454i,0.00047109+0.00032464i,0.00011972-0.00029493i,0.00019441-0.00022162i,0.00057891+0.00044231i,0.00017527+0.00078555i,0.00076884+0.00077899i,0.001158+0.00068245i,0.00080316+0.00065189i,0.00031791+0.00096129i,-0.00016533+0.00097822i,0.00033068+2.6101e-05i,0.00081205-0.00036858i,0.0002545-0.00030287i,0.00016862-0.00012635i,-0.00030194+2.7935e-05i,-0.00034775-0.00012111i
-0.00052111+0.0016793i,-0.0008003+0.0021774i,-0.00028992+0.0019244i,0.00053894+0.000376i,0.00049206-0.00025552i,0.00019811+0.00050895i,0.0002783+0.0010891i,3.433e-05+0.0009758i,-0.00035476+0.00012689i,-0.00074833-0.00015893i,-0.00029445-0.00012514i,0.0001796+0.00050485i,-7.9958e-05+0.00068066i,-1.7497e-05+0.00023995i,0.00032579-0.00043471i,4.2497e-05-0.00093525i,-0.00043409-0.00078475i,2.4012e-05-0.00051586i,0.00046509-0.00015813i,-0.00029458+0.00053728i,-0.00053492-0.00017974i,-0.00041112-0.00095701i,-0.00040697-0.00023068i
0.0019479+0.00049396i,0.0013678+0.0022697i,0.00034522+0.00086013i,-0.00013729-0.0015609i,-0.00018326-0.0014418i,0.00027007+0.00036606i,0.00055349+0.0011449i,0.00047683+0.00084855i,0.00028644+0.00080172i,0.00012189+0.00090823i,-4.0356e-05+0.00043491i,-0.00053188+2.2013e-05i,-0.0007691+0.0010399i,-0.00067759+0.0015829i,-0.00055436+0.0008566i,7.6065e-06+7.5723e-05i,-7.9524e-05-0.00031541i,-0.00029041-5.832e-05i,-0.00038796-0.00039832i,0.00065196-0.00066152i,0.00097355-0.00014949i,5.8565e-05+0.00024161i,-0.00028835+0.00039678i
-0.00091297-0.0017381i,-0.00028849-0.00048977i,-0.00021702+0.0004153i,-0.00066299+0.00075889i,-0.00081987+0.0018945i,0.00017011+0.0027948i,0.00027719+0.0016413i,0.00074453+0.00017537i,0.00096534+7.5874e-05i,0.00013755+0.00040715i,-0.0001536+0.00075043i,-0.00032529+0.00025989i,0.00023895-0.00074951i,0.00080086-0.00057004i,0.00082271-0.00063437i,0.0011082-0.0010517i,0.00048225-0.00056224i,0.00040129+0.00013382i,0.00050225+0.00027228i,-0.00037439-0.0009542i,0.0001281-0.001635i,0.00092709-0.00088738i,0.00079868-0.00060349i
-0.0017325+0.00037882i,-0.00048726+0.00096126i,0.00048014-0.00013628i,0.0016229-0.00038458i,0.0016386+0.00096957i,0.00063781+0.00082331i,0.0007401+1.3284e-05i,0.0016144-2.122e-05i,0.0015358+0.00052834i,0.00063578+0.0017871i,-0.00066538+0.0022351i,-0.00083193+0.00091379i,-2.7109e-05-7.0934e-05i,0.00013189+2.1747e-05i,0.00014151+0.00051021i,-0.00021195+0.00041378i,-0.00031646+0.00015761i,-0.00015628+5.5618e-05i,-6.542e-05+2.2298e-05i,-0.00011532+5.4575e-05i,-0.0006076-0.00026169i,-0.00091818-0.00057485i,-0.00048497-0.00049332i
0.00012896+0.0018198i,4.4701e-05+0.0021925i,0.00042566+0.0015794i,0.0007255+0.0010959i,0.00053479+0.0004711i,-0.00048152+0.0005944i,-0.00077396+0.0010727i,0.00034791+0.0010292i,0.00060502+0.00067063i,0.00029023+0.00056525i,0.0004834+0.00061679i,0.00077043+0.00038819i,0.0015901+0.00056043i,0.00089796+0.00034446i,0.00015288-6.7175e-05i,0.00038201+0.000192i,0.00059107+0.00038841i,0.00096029+0.0002699i,0.00080333-0.00028701i,0.0005021-0.00050863i,0.00027672+9.0949e-05i,0.00057882+0.0007519i,0.0013881+0.00029237i
-0.0018235+0.0029621i,-0.0014562+0.0032899i,0.00049242+0.0030507i,0.0022142+0.0017257i,0.0018161+0.00095205i,0.00038037+0.00081135i,0.00048303+0.00088579i,0.00085158+0.00072368i,0.0005365+0.00083886i,0.00035079+0.00081419i,0.00096532+0.00038572i,0.0012348-0.00047085i,0.00085911-0.00078603i,0.00045526-9.7903e-05i,-1.9446e-06+0.00071637i,7.3077e-06+0.00070391i,-0.00054169+0.00019484i,-0.00066625+0.00024195i,-9.3228e-05+0.00060002i,0.00023627+0.0012425i,9.9081e-05+0.00062617i,0.00018805-7.9232e-05i,-2.377e-05-0.00042239i
-0.0028908-0.00017903i,-0.0020895+0.0013363i,-0.00090032+0.002129i,-5.6569e-05+0.0018737i,-4.6296e-05+0.00065158i,0.0001608+0.00034234i,0.00030948+0.001053i,0.00056131+0.0018284i,0.0004665+0.0020499i,4.4795e-05+0.0014001i,0.00026295+0.0010891i,0.00045715+0.00039559i,0.00082875-0.00030156i,0.000779-0.00054846i,0.00018304-0.00079967i,-0.00013337-0.00096205i,-0.00012872-0.00034948i,0.00016906-0.00013563i,0.00027976-0.00012147i,0.00045823+0.00027091i,0.00046644+0.00027378i,-0.00037771+9.8229e-05i,-8.1576e-05-0.00041966i
-0.00080417-0.00075613i,2.3024e-05-9.2444e-05i,-0.00018427-5.0711e-05i,-0.00090987+0.00046498i,-0.0012338+0.00083499i,-0.00047014+0.0011659i,0.00011752+0.0015325i,-0.00016877+0.0016474i,-0.00051078+0.00062759i,-0.00023636-0.00012334i,9.841e-05+0.00076721i,0.00048895+0.00064957i,0.00086761-0.00014349i,0.0010765+0.00027275i,0.00067237+0.00076999i,0.0001934+0.00073879i,0.00051469+0.00039702i,0.00010589+0.00010319i,-0.00054278+0.000125i,-0.00020575+8.1639e-05i,-2.2389e-05+0.00010555i,-0.00014096-2.6017e-06i,-0.0003549-6.6528e-05i
-0.00125+0.00024458i,-0.0014194-4.1502e-05i,-0.0012299+0.0011799i,-0.00054702+0.0013722i,-0.00044981+0.00081998i,0.00018332+0.0010636i,0.00069158+0.0013868i,0.00071804+0.00025928i,-0.0003088-0.00083844i,-0.00054784-0.00060461i,0.00051999+0.00020503i,0.0012297+0.00057875i,0.0010986+8.0183e-05i,0.00045705-0.00015495i,8.021e-05+0.0002647i,0.00022256+2.0495e-05i,-9.9234e-05-0.00061174i,-0.00073983-0.00032922i,-0.0004273-0.00050194i,7.2289e-05-0.00087573i,0.00029487-0.00034336i,0.00047357-5.3087e-05i,0.00028368-0.00020434i
-0.00074038+0.0021019i,0.00019194+0.0022064i,0.0020963+0.0011611i,0.0030527+0.00015697i,0.0020181-0.00025106i,0.00095128+9.0354e-05i,0.0009154+0.0010258i,0.00066487+0.0017138i,0.00082989+0.0017521i,0.00073121+0.00064511i,0.00061958-0.00013799i,0.00083272-6.9665e-06i,0.00034509+0.00017611i,-0.00030705-4.487e-05i,-0.00022674-0.00016087i,-0.00020176+0.00027431i,-0.00029056+0.00059672i,-0.00046034+0.00023454i,-0.00030065-0.00029037i,0.00011326-0.00054992i,0.00040653-0.00076499i,-0.00013694-0.00091756i,-0.00066272-0.0010327i
-7.9126e-05-0.0002485i,-0.00050762+0.00074715i,0.00072065+0.00065061i,0.0013299+1.9377e-05i,0.0010903-4.7612e-05i,0.0012256+0.00034227i,0.00080488+0.00032084i,-0.00017828+0.00033411i,-0.00091969+0.00018724i,-0.00054159+0.00022716i,-4.5053e-05+0.00094149i,0.00080446+0.0012148i,0.001027+0.00081673i,0.00071119+0.00046082i,-0.00037397+0.00089156i,-0.0010419+0.00094023i,-0.00021426-0.00012294i,5.7503e-05-0.00069707i,-0.00047106-0.00026953i,-0.00018387+0.0001012i,0.0001929-0.00031662i,0.00046702-0.00033526i,0.00094924+0.00042992i
-0.0012066-0.0010415i,-0.00041446+1.1702e-05i,-0.0005133+0.00072747i,-0.00080461+0.0007717i,-0.00047307+0.0013987i,-0.00015772+0.0011659i,0.00017521+0.00040015i,0.0001969+0.0003192i,2.6086e-06-0.00011412i,-2.7003e-05-0.000524i,0.00013593-6.8805e-06i,-2.9921e-05+0.00028396i,-0.00012987+0.00013833i,-0.00029031+0.00035798i,-0.00034613+0.00046521i,-0.0002031+0.000364i,-0.00086018+0.00010122i,-0.00089992+6.571e-05i,-0.00017142-8.0825e-05i,0.00038566-0.00039933i,0.00075413+0.00015356i,0.00066637+0.0013301i,-0.00031127+0.0011626i
0.00047968+0.0008467i,0.00097341+0.00086615i,0.0022642-0.00020543i,0.0019809+6.7942e-05i,0.00039942+0.00071087i,-0.00038802+0.0010144i,-0.00016603+0.0012301i,0.00019604+0.0010684i,0.0004041+0.00049349i,0.00028366-0.00039573i,0.000659-3.2742e-05i,0.00074487+0.00045874i,0.00039267+0.00049541i,0.0002924+0.00037319i,-0.00010601-7.9052e-05i,-0.0009175-0.00071875i,-0.00090288-0.00026489i,-0.0003272+0.00073244i,-7.6867e-05+0.00062762i,3.7475e-05+0.00062015i,2.7764e-05+0.0005997i,0.00032361+0.00046285i,4.2561e-05+0.00015753i
-0.00030346+0.00028061i,-0.0010899-0.00063648i,-0.0013646-0.00035127i,-0.00024942+0.00052279i,0.00010146+0.0013762i,6.7137e-05+0.0018549i,-0.00015388+0.0017763i,-0.00034849+0.0013469i,-0.00095027+0.0007542i,-0.0011478+4.0327e-05i,-0.0004765+0.00032297i,0.00022826-3.4206e-05i,0.0010155-0.0012992i,0.00088134-0.00092289i,-8.962e-05-0.00037636i,-0.00045187+0.00019651i,-0.00046668+0.00043985i,-0.00062879+0.00036443i,-0.00099948-0.00037884i,-0.00085902-0.00072707i,-0.00025603+0.00035613i,-9.7052e-05+0.00045051i,-0.00022177-2.8255e-05i
-0.00079977+0.0018863i,0.00016939+0.002509i,0.0007695+0.0035326i,0.00079282+0.0026164i,0.0010655+0.00060776i,0.00104-0.00010305i,0.00086306+0.0001757i,0.00076945+4.2428e-05i,0.00039917-0.0008558i,9.3837e-05-0.00059232i,-5.5714e-05+0.0003387i,0.00034332+0.00084005i,0.00030386+0.00088809i,8.132e-05+0.00048608i,0.00069927+0.00025694i,0.0017106+0.00050712i,0.0017+0.00029339i,0.00071165+0.00058243i,0.00012741+2.304e-05i,0.00032995-0.00066325i,0.00073981+0.00016872i,0.0011576+0.00041845i,0.0010049+0.00017154i
-0.0020322+0.0011287i,-0.0014523+0.0021914i,-0.0007882+0.0021344i,0.00051101+0.00098458i,0.00045994+0.00072259i,0.00016023+0.00041181i,0.0006508+0.00018694i,0.00082796+0.00059439i,0.00016451+0.0013932i,-0.00069973+0.0018178i,-0.00084247+0.0012489i,-0.00078224+0.00023048i,-0.00018625+4.8818e-06i,-0.00034116+2.1523e-05i,-0.00093379-0.00060783i,-0.00090478-0.00080691i,-0.00024392-0.00019334i,-0.00038015-0.00025664i,-0.0010826-0.00060428i,-0.001093+4.5105e-05i,-0.00013723+0.00033696i,0.0004398-0.00025843i,-0.00030993-0.00041437i
-0.00095172+0.0034134i,-5.2979e-05+0.0044093i,0.0011864+0.0038728i,0.0014853+0.0024035i,0.00077416+0.0012067i,-0.00049972+0.001033i,-0.0013061+0.00068635i,-0.00063012+2.5457e-05i,0.0006662-1.2587e-05i,0.00091962-0.0006301i,0.0010395-0.00080807i,0.0012782-0.00031363i,0.00064004-0.0011089i,8.3927e-05-0.0013814i,-0.00039054-0.0010445i,-0.00047649-0.00063887i,-0.00022771-0.00017523i,0.00023964+0.00027607i,0.00050428+0.00082256i,0.00045163+0.0014385i,0.00065357+0.0017459i,0.00036331+0.0012121i,0.00033923+0.00023244i
-0.00037342+0.00091991i,0.0006382+0.0015986i,0.00093831+0.0012953i,0.00086578+3.4054e-05i,0.00021309+0.00017619i,-8.2924e-05+0.001233i,0.00055952+0.0010164i,0.0010847+0.0003062i,0.00056492+0.00034051i,-0.00040969+0.00064348i,-0.00046926+0.00064954i,0.0001046+0.0006001i,0.00029853-4.0222e-05i,-0.00016522-0.00040338i,-0.00022941-0.00031349i,-0.00062979+0.00013549i,-0.00079223+0.00020247i,-0.00054245-0.0002318i,-0.00047751-0.00044017i,-0.00046669-0.00013686i,-0.00061091+0.00024432i,-0.00044199+0.00047428i,0.00020222+0.00050321i
7.1734e-05-0.00019034i,-0.00047805-2.2873e-05i,-0.00062974-0.00090634i,-0.00048798-0.00086841i,6.7083e-05-0.00014927i,0.00032253+0.0011237i,0.00047264+0.0015274i,0.00052864+0.00022236i,0.00052408-0.00051587i,9.0731e-05-0.00043914i,-0.00011651+0.0002088i,6.2467e-06+0.00060796i,-0.00025791+0.00037683i,-0.00045125-9.0225e-05i,-0.00029312-0.00040824i,-0.00017696-0.00012187i,-0.00073806+0.00036429i,-1.6804e-05+0.00089745i,3.9592e-05+0.00052974i,-0.00047859-0.00048579i,-0.00024394-0.00090044i,-0.00011162-0.00034781i,-0.00011025+0.0004944i
-0.0020642+0.00011578i,-0.0015427+0.00018119i,-0.00069125+0.0010191i,-0.00037225+0.0013375i,0.00011662+0.00078555i,0.00018217+0.00052853i,-0.00012046+0.0006059i,-0.00028258+0.00037789i,0.00054884+0.00018388i,0.00069879+0.00074021i,0.00030276+0.0014089i,0.00019814+0.0013814i,0.00018823+0.0010015i,-1.3049e-06+0.00016367i,-0.00016786+0.00030122i,-0.00015878+0.0003107i,-0.0005846-7.5427e-05i,-0.00052752-3.2486e-08i,-8.1947e-05-0.00027157i,0.00096067-0.00036888i,0.0018287-0.00014272i,0.0010761-5.4699e-05i,0.00021684+1.5513e-05i
-0.0016577+0.00098264i,-0.001709+0.001253i,2.5714e-06+0.001453i,0.0013235+0.0012718i,0.00066843+0.00050901i,0.00038535+0.00022068i,0.00022897+0.00043707i,-0.00056407+0.00035705i,-0.00038695+2.1882e-05i,0.00016414+0.00041294i,0.00011366+0.00077826i,-3.2843e-05+0.00016141i,-0.00043478-0.00019764i,-0.00052213+0.000202i,-0.00025615+0.00040336i,7.9003e-05-5.2691e-05i,0.00070294-0.00019629i,0.00044661-0.00037222i,-0.00020348-0.00050272i,-0.00034032+0.00029655i,-0.00092969+0.0010993i,-0.00028472+0.0001357i,0.0012637-0.00095281i
-0.0010446-0.0012472i,-0.00059113-0.00013309i,-0.00017738+0.00096231i,-0.0003666+0.0011804i,-2.5504e-05+0.0016194i,1.4663e-05+0.002034i,-0.00015035+0.00094448i,-0.00040825+5.8733e-05i,-0.0012406-3.7017e-05i,-0.00095823-1.5523e-05i,-0.00010345+0.00082055i,0.00033282+0.00048903i,0.00012232-0.00083521i,-0.00016801-0.00055359i,-0.00027473-0.000126i,-0.00095984+0.00038246i,-0.0007044+0.0001275i,7.9843e-05-0.00015954i,-0.00043394-5.5731e-05i,-0.00093131-0.00042246i,-0.00040394-0.00033044i,-5.683e-05-2.3123e-05i,0.00017142+0.00018237i
-0.00013371+0.0015092i,-0.00011917+0.0020072i,0.0010931+0.0016798i,0.0012916+3.9051e-06i,0.00065649-0.0011411i,0.00016517-0.00047144i,0.00049135+0.0005521i,0.001401+0.00072416i,0.00092878-0.0003588i,0.00050331-0.001019i,0.00080362-0.00069112i,0.0004397-9.6401e-05i,-0.00039623+0.00038458i,-0.00037711+4.5637e-05i,0.0003072+0.00035966i,0.0010472+0.00079981i,0.00081317+0.00043395i,0.00051456+0.00021932i,0.00067488+0.00078751i,0.00080814+0.00090417i,0.00072444+0.00069949i,0.00065229+0.00048635i,0.00071658+0.00039688i
0.00046735-0.0016848i,0.00018884-0.00053858i,0.00069973-0.00014539i,-3.9209e-05-0.00017721i,-0.00096471-0.00013731i,-0.0009993+0.0008361i,-0.0004843+0.0016611i,0.00066409+0.00056673i,0.00092842-0.00061289i,0.00045727-0.000565i,0.00040193-0.00020219i,0.00063681-0.00026338i,0.00063892-0.00048996i,0.00031238-0.00045584i,-0.00021381-0.00014684i,-0.00010448-0.00044869i,0.00021227-0.00085103i,-0.00023681+0.00036014i,-0.00096559+0.0014823i,-0.00055877+0.00079041i,0.00027715-0.00029573i,0.00044055-0.0007509i,0.00065643-0.00069128i
0.0010549+0.0008434i,0.00073518+0.0012852i,0.00052368+0.00048942i,0.00034951+5.107e-05i,-0.00035493-0.00019387i,-0.0012137+0.00015187i,-0.0005453+0.00050607i,0.00012126+0.00037105i,0.00018718-0.00021492i,0.00041825-7.9967e-05i,0.0001472+0.00062498i,0.00049414+0.00075781i,0.00051558+0.00051323i,0.00034347-6.0291e-05i,0.00019885+3.9878e-05i,-0.00018345+0.00019171i,0.000151-0.00048507i,-7.3959e-05-0.001242i,2.7541e-05-0.0013022i,0.00010051-0.00061371i,-0.00044148+1.2813e-05i,-8.5251e-06-0.00028452i,0.0013141-0.0010177i
-0.00018834-0.0018273i,0.00035635-0.000354i,0.00027703+2.2062e-05i,0.00053253+0.00018719i,-0.00046436+0.00078859i,-0.00047475+0.0011526i,0.001028+0.0014138i,0.00162+0.0013002i,0.0011422+0.00038085i,-0.00015618-0.00013239i,-0.00084083-0.00042293i,0.00029685-0.00091961i,0.00067558-0.0006787i,-0.00012463-0.00010207i,6.422e-05+0.00029916i,0.00072529+0.00013132i,0.00082199-0.00014563i,0.00049321+6.9275e-05i,0.00032916-0.00013368i,0.00053263-6.1755e-05i,0.00058231+0.00044578i,0.00062426-5.5821e-05i,0.00055021-0.00086716i
-0.00069372+0.002773i,-0.00059438+0.0029364i,0.0010037+0.0022785i,0.0017158+0.00032982i,0.0013564-0.00048076i,0.00034011-0.00043649i,0.00022072-0.00021198i,0.00088853-2.3175e-05i,0.00087173+3.2208e-05i,0.0010418+0.00052478i,0.0012886+0.0012696i,0.00056485+0.00078459i,-0.00018462-0.0004863i,1.8944e-05-0.0014262i,0.00051481-0.0015756i,0.000688-0.00088424i,0.0010151+0.00018459i,0.00099383-2.44e-05i,0.00094988-0.00065425i,0.00096993-0.00028384i,0.00037439-0.00028701i,-0.00091107-0.00045456i,-0.0010042-0.00082313i
-0.0016985-0.00050183i,-0.0015375+0.00081613i,-0.00019836+0.00080725i,0.00069739-0.00013213i,4.2132e-05-0.00065011i,-0.00044922-0.00039533i,-0.00035435-0.00028218i,-4.761e-05-9.6191e-05i,-0.00011792-0.00053613i,-2.5952e-05-0.0010953i,0.00032931-0.0011131i,0.00027033-0.00057105i,-0.00020694+2.9911e-05i,-0.00045836+0.00042261i,-1.5631e-05-0.0002486i,8.0187e-05-0.00043663i,-0.00033164+0.00092405i,-0.00015378+0.00096036i,-0.00010816+0.0004428i,8.2735e-05+0.00063092i,0.00038068+0.00066847i,0.00017307+0.00032815i,9.4138e-05-1.2197e-05i
-0.00087599-0.0025492i,-0.0011128-0.0017481i,-0.00095659-0.00044765i,-0.00063605-8.8016e-05i,-0.00040341+0.00022977i,0.00017925+0.0005378i,0.00054999+0.00077563i,0.00088357+0.00066263i,0.00031459-1.88e-05i,-0.00061211-6.7754e-06i,-0.00049954-0.00030983i,-0.00015881-0.00026162i,0.00033994-0.00020367i,0.00049494-0.00062619i,-8.5047e-05-9.8288e-05i,5.9073e-05+0.00032261i,6.3287e-05+0.00021445i,-0.0006575+0.00044386i,-0.0013234+0.00036612i,-0.0009334+7.292e-05i,-0.00056614+0.00044472i,-0.0014477-2.1756e-05i,-0.001684-0.00019913i
0.00020707-0.00063252i,0.00055658-0.00097971i,0.00033454-0.0016603i,-5.0173e-05-0.000736i,-0.00056906+0.00074412i,-4.0241e-05+0.0019218i,-0.00039945+0.0022378i,-0.00075416+0.0012021i,-0.00030396+0.0006092i,-1.3436e-05+0.0010788i,0.00025459+0.001261i,0.00024511+0.0010916i,1.4389e-05-5.1911e-05i,0.00064118-9.3618e-05i,0.00073144+0.00071156i,0.00037595+0.00028697i,0.00063393-0.00030239i,0.00024839+0.00021296i,-4.98e-05+0.00046711i,0.00058876+4.9034e-05i,0.00061484-0.00028477i,-0.00028764-0.00013955i,-0.00094838+0.00040533i
-0.00081453-0.0014086i,-0.0016349-0.00071983i,-0.0014101-0.00047535i,-0.0012533-0.00062763i,-0.00099651-0.00028i,-0.00017234+0.00054813i,0.00064659+0.00073009i,0.00028467+0.00022128i,-0.00048706-0.00039092i,0.00019951-0.00072871i,0.00048504-0.00010172i,-5.0027e-05-0.00037943i,0.00026529-0.00083987i,0.00096539-0.00022509i,0.0011723-4.1592e-05i,0.00033192+0.00029724i,0.00010784+0.0002679i,0.00015162+0.00035585i,-0.00023448+0.00063074i,0.00011584+6.3215e-05i,0.00020845-0.00013438i,5.0713e-05+0.00011895i,-0.0002504-1.1561e-05i
-0.00021309+0.00077659i,0.00051679+0.00067367i,0.00060035+0.00035666i,0.00093603-0.00029434i,0.0013902-0.00047799i,0.00039928+0.00037788i,-0.00038306+0.00072663i,0.00021407+0.00048213i,0.00098537+0.00032163i,0.0013142+9.4569e-05i,0.0011557+2.0042e-05i,0.00082345-0.00016061i,-3.0931e-05-9.6355e-05i,-0.00089372-0.00030635i,-0.00055844-0.0010184i,-6.6992e-05-0.0011436i,-0.00017502-0.0014496i,-0.00051184-0.0010939i,-0.00081501-6.8974e-05i,-0.0010774-0.00016756i,-0.00052232-0.00044368i,0.00077531-0.00039676i,0.0009657-1.0065e-05i
-0.0033415+0.00072263i,-0.0018945+0.0015227i,0.00019495+0.0026441i,0.0013347+0.0018322i,0.00095938+0.0012344i,-0.000515+0.0011856i,-0.00050678+0.0013112i,-0.00041088+0.0016783i,-0.00079105+0.0011808i,-0.00089296+0.00023194i,-0.00067461+0.00025451i,-0.0005001+0.00030379i,-0.00084274+4.1238e-05i,-0.00086711+0.00012056i,-0.00051934+0.00041826i,-0.0005465+0.00051396i,-0.00089783+0.00135i,-0.0010279+0.0018063i,-0.0012561+0.00128i,-0.00084592+0.00050729i,0.00017807-0.00058647i,0.0010203-0.00016913i,0.00053246+0.00054581i
-0.00036141+0.0011842i,-0.00010846+0.002048i,0.00058856+0.0017563i,0.001618+0.0008567i,0.0018785+0.00014042i,0.00042352+0.00064484i,-0.00051191+0.00036721i,8.6097e-06-0.00030649i,0.0002356-1.2872e-05i,6.6883e-05+0.00044193i,0.0001188+0.00064696i,0.00024631+0.00017702i,0.00071859+7.8669e-05i,0.00025323+0.00026078i,-0.00019213+2.0269e-07i,0.00021559-0.00013195i,0.00039026+0.00049112i,0.00074101+0.0012196i,0.00050522+0.00090533i,0.00011246+0.00044809i,-0.00020445+0.00020584i,-0.0006033+0.00053271i,-0.00019815+0.00092352i
